-0.0026688-0.0014871i,-0.0026499-0.00040079i,-0.0030008+0.0013321i,-0.0031378+0.0020562i,-0.0033346+0.0015091i,-0.0028215+0.001113i,-0.0016905+0.0010747i,-0.00018945+0.0014378i,5.5264e-05+0.0012142i,0.00012369+0.0010625i,0.00043312+0.00077103i,0.00052293+0.00065587i,0.00029459+0.00082528i,-0.00016969+0.0006869i,-9.0303e-05+0.00062179i,-6.1274e-05+0.0015i,0.00066254+0.0018783i,0.00093727+0.00086041i,8.9638e-05+0.00030186i,-0.00042723+7.4679e-05i,0.00017309+0.0006111i,0.00033077+0.0003425i,0.00051414-0.00029694i
0.001193-0.00087194i,0.00045667+0.00044004i,-0.0011662+0.00021246i,-0.0011633-0.00032173i,-0.00037848+7.4809e-06i,0.00026293+7.6541e-05i,0.00044901-0.0008353i,1.0899e-06-0.00086224i,-9.1911e-05-0.00061092i,-0.00041432-0.00065091i,-0.00072302-0.0012985i,-0.00045172-0.0017901i,-0.00059075-0.0010938i,-0.00043093-0.00070613i,-0.00074876-0.00013788i,-0.00098452+0.00027755i,-1.4222e-05-9.4909e-05i,0.0010121-9.3468e-05i,0.0012115-0.00012152i,0.00059923-0.00045731i,-0.00024266-0.0002461i,-0.0007853-0.00017813i,-0.00042079-0.00013903i
0.00037059-0.00084112i,0.0011537-0.001127i,0.0023522-0.0010643i,0.0022533-0.00012747i,0.0015176-0.00048146i,0.00083767-0.00087819i,-0.00011046-0.00056221i,-2.9121e-05-0.00039601i,0.00029409-0.00055752i,-0.00022871-1.9953e-05i,-0.00017169-5.6902e-06i,7.2081e-05-0.00079941i,-0.00040122-0.00049228i,-0.00026706-0.0001019i,0.00024934-0.00049966i,-0.00037586-0.00040934i,-0.0010418-0.00019192i,-0.00020039+0.00013517i,0.0005746+0.00016773i,0.00073608+7.1224e-05i,0.00020271-3.6668e-05i,0.00015385-0.00026478i,0.00053565+0.00035706i
-0.0013008+5.3149e-05i,-0.00070197+0.0014501i,0.001241+0.0017782i,0.0027398+0.0015165i,0.002157+0.00085238i,0.0015509-0.001024i,0.0016606-0.0016954i,0.0011614-0.0010569i,0.00099555-0.00055576i,0.00085415+0.00024762i,0.00026971-9.9655e-05i,-0.0002238-0.0008249i,-0.00035662-0.0011311i,-0.0004432-0.0013547i,-0.00021348-0.00069306i,-0.00050491-0.00028805i,-0.0011094+0.00011487i,-0.00055026-2.8795e-05i,0.00015512-0.00013423i,-8.9589e-05+0.00036729i,-0.00029446-0.00018238i,-0.00025506+0.00021539i,-0.00029133+0.00015087i
0.0018835-0.0012033i,0.002632-0.0012204i,0.0025787-0.0014282i,0.0018464-0.0021404i,0.001654-0.0024225i,0.0010623-0.0024365i,-0.00018603-0.0020752i,-0.00045984-0.0012989i,0.0011221-0.00080244i,0.0017449-0.00092606i,0.00091651-0.0011554i,-0.00017147-0.0017766i,-0.0009983-0.0019184i,-0.001228-0.00090643i,-0.0012785+0.00019492i,-0.00064644+0.0006634i,-0.00072286+0.0010329i,-1.3803e-05+0.00081601i,0.0014902+0.00023392i,0.0012262+0.00032409i,0.00094753+0.00015126i,0.00082027+0.00026761i,-1.1371e-05+0.00013022i
0.0007685+0.0005334i,0.0021918+0.0014125i,0.0031059+0.0014059i,0.0021696+0.001288i,0.0021202+0.00085932i,0.0018373-0.00061361i,0.0011167-0.0017082i,0.0011059-0.0021398i,0.0012685-0.0016088i,0.00074423-0.0010617i,0.00040291-0.00053681i,0.0011511-0.00023838i,0.00051653-0.00036534i,-0.00018622-0.00041368i,-0.00030667+0.00028335i,-0.00074805+0.00050811i,-0.00023717-0.00022004i,0.00023605-0.0007738i,0.0001968-0.00086668i,-4.6644e-05-0.00099852i,0.0001813-0.0011167i,0.00064999-0.00077523i,-0.0002844-0.00025803i
-0.00086684-0.00011959i,0.00039063-0.00035293i,0.0014663-4.3674e-05i,0.001752-0.00083096i,0.0017501-0.00069149i,0.0012878-0.00083584i,0.00061451-0.0012885i,0.00020769-0.00098609i,-1.5537e-05-0.0011319i,-0.00013003-0.00086098i,0.00049064-0.00099865i,0.00065873-0.0010372i,-7.0444e-05-0.00027857i,-0.00062849-0.00042124i,-0.00059249-0.0011001i,-0.00031574-0.001292i,0.00031199-0.0011679i,0.00081735-0.00041159i,0.0006273-5.381e-05i,0.00055186+0.00035081i,0.0006524+0.00087791i,0.00053996+0.00010091i,-0.00015834-0.00014859i
0.0015808+0.0011773i,0.0017671+0.0017223i,0.0022394+0.0020048i,0.0023411+0.00097418i,0.0028069+0.0006712i,0.0018346+0.00067837i,0.00080182-0.00028344i,-6.488e-06-0.00090182i,-0.00097471-0.00033943i,-0.00017176-0.00048987i,0.00063963-0.0014485i,0.00033453-0.0014537i,-0.00028985-0.0011002i,-9.8509e-05-0.0005868i,0.00030877-5.7945e-07i,-0.00022735-0.00013191i,-0.0006779-0.00034153i,-0.00044429-9.4102e-05i,-7.7245e-05+0.00013281i,0.00052582+8.8627e-05i,0.00081314+0.00049338i,0.00053956+0.00010735i,0.00057735+0.00013025i
0.00072038-0.00053193i,0.0018861-0.0011132i,0.0036405-0.0017765i,0.0037675-0.001625i,0.0029635-0.001865i,0.0025949-0.0014796i,0.0014701-0.0011941i,0.00080925-0.0015607i,0.00077621-0.0014688i,0.00022169-0.0011377i,0.00063313-0.00084429i,0.0008385-0.0010826i,-0.00018448-0.0010619i,-0.0013984-6.551e-05i,-0.0017025+0.00021493i,-0.0014167+0.0004632i,-0.0011445+0.00042786i,-7.6756e-05+0.00041196i,0.00068276+0.0011967i,-0.00011658+0.0010628i,-0.00076949+0.00050986i,-0.00020885+0.00061918i,0.00042993+0.00042992i
4.8585e-05+0.00082684i,0.00079903+0.00011112i,0.001627-0.00093383i,0.0026855-0.0012232i,0.0031047-0.00056134i,0.0025198-0.00078473i,0.0010223-0.0015975i,0.00026331-0.00091639i,0.00089048-0.00024265i,0.00088036-7.1131e-05i,0.00055419-0.0003817i,8.8034e-05-0.00092348i,-0.00077549-0.001284i,-0.0011639-0.00040811i,-0.00099464+0.00010931i,-0.00064093-0.00043659i,-0.001077-0.00019901i,-0.00083907+0.00037089i,0.00020516+2.086e-05i,1.4179e-05-0.00013522i,-0.00068746-0.00012162i,-0.0010701-0.00013592i,-0.00047673-0.00011839i
0.00037407+0.00014255i,0.0018197+0.0007553i,0.0017497+0.00075997i,0.0015783+0.00065395i,0.0017751-2.0799e-06i,0.0013226-0.00086088i,0.001301-0.0010974i,0.0015745-0.0013513i,0.00092824-0.0010172i,0.00012667-0.0011367i,-5.634e-05-0.0017828i,-0.00024098-0.0018365i,-0.00046605-0.0014513i,-0.00028804-0.0013109i,-4.3474e-05-0.0007273i,0.0004678+0.00023199i,0.00099181+0.00048852i,0.0010323+0.00049889i,0.00048332+0.00084467i,-0.00035689+0.001237i,-0.00042488+0.00040532i,5.5407e-05-0.00019084i,8.5531e-05+0.00047095i
-1.8929e-05-0.00027037i,0.00025347-0.00049317i,0.0013438-0.0011377i,0.0021909-7.3511e-05i,0.0012676+0.0010774i,0.00026406+0.001014i,0.00024118+0.00048605i,0.0003056-0.00054452i,0.00059903-0.0010808i,0.00052286-0.0010462i,-0.00039506-0.00066001i,-0.00045216+2.9122e-05i,-0.00037764+0.00010008i,-0.00084763-0.0001915i,-0.00064483-0.00069395i,0.00015657-0.0011031i,0.0006272-0.00070459i,0.00034465+0.00020819i,0.00047698+0.00014376i,5.4105e-05+0.00022475i,-0.001095+0.00027378i,-0.0010154-0.00021226i,-0.00012544-0.0001713i
-0.00023612+0.00048318i,-0.00017777-0.00040348i,0.0012244+0.00037982i,0.003009+0.0011923i,0.0036349+7.1255e-05i,0.0032088-0.00052386i,0.0021834-0.00053638i,0.0011243-0.0010554i,0.00073802-0.0011056i,0.00085655-8.9366e-05i,1.5542e-05+0.0001613i,-0.00081368-0.00024581i,-0.00052609-0.00050937i,-1.8559e-05-0.00078189i,0.00013501-0.00064571i,0.00022938-0.00051932i,0.00040325-0.00081823i,0.00058367-0.00056629i,0.00068814+2.3307e-05i,0.00060894+0.00015166i,0.00048783+0.00053795i,0.00053796+0.0010465i,0.00043714+0.00027892i
-0.0024394-0.00076654i,-0.0012077-0.0002664i,0.00022316+0.0017139i,0.0010892+0.0028552i,0.0014593+0.0017711i,0.0010977-0.00011978i,0.0010452-0.0014774i,0.00061506-0.0011704i,6.8157e-05-0.0002355i,0.00051319-0.00038565i,0.00054006-0.00034808i,0.00029984+0.00080046i,0.00025993+0.0013741i,-0.00022931+0.001232i,-0.00080733+0.00064846i,-0.0011221-0.00029903i,-0.00075128-0.00057121i,8.5652e-05-1.8728e-05i,1.0954e-05-7.6249e-05i,5.1205e-06+8.8497e-05i,0.00035483-3.843e-05i,0.00033731-3.2944e-05i,4.7725e-05+0.00091392i
4.5247e-05-0.0017216i,0.001619-0.0023594i,0.0018917-0.0019641i,0.0020068-0.00050974i,0.0024872-0.00031406i,0.0025054-0.00034549i,0.0010898-0.00015698i,0.00011351-0.00053503i,-0.0001352-0.0012711i,-0.00061023-0.0014195i,6.0619e-05-0.0011109i,0.00026875-0.0010742i,-0.00064874-0.00073376i,-0.00094734-0.00019249i,-0.00063718+9.598e-05i,-0.00020028+0.00087939i,-0.00017434+0.00086167i,-0.00024161+5.7626e-05i,-0.00059505+5.4286e-05i,-0.00028564+2.1204e-05i,4.758e-05-0.00050622i,0.00063584-0.00066804i,0.00088281+0.00013945i
-0.00063423-0.00078671i,0.00082339+0.00071596i,0.001116+0.00022313i,0.0012812-0.0002088i,0.001313-1.2474e-05i,0.00033544-0.00050536i,-0.00036118-0.00016003i,0.00060323+0.00023096i,0.000681+0.00022166i,-1.2629e-05+0.00092189i,-0.00048197+0.00055198i,-0.000606-0.00032354i,-0.00041875-0.00090274i,0.00010079-0.00084293i,0.00076849-0.00041128i,0.0011234+0.00056341i,0.00079356+0.00065525i,0.00066926+0.00016111i,0.00060416-0.00016281i,-5.8476e-06-0.00015759i,-0.00028857-0.00037755i,-0.00048343-0.00026386i,-0.00059522+5.6005e-05i
-2.2411e-05-0.0025274i,-0.00029283-0.0019156i,-0.0010461+6.5408e-05i,-0.00035294+0.00098684i,-0.00014939+0.00042033i,0.00027905-0.00011585i,0.00062083-0.00030264i,0.00020759-0.0004219i,-0.00013769-0.0012251i,-0.00048579-0.0012811i,-0.0002996-0.000821i,-0.00043728-0.00088716i,-0.0011768-0.00047779i,-0.001123+0.00014164i,-0.00050513+3.6234e-05i,-0.00017472-0.00084534i,0.00037438-0.00078468i,0.00035149+0.00037645i,-0.00058773+0.00034539i,-0.0010841-0.00047577i,-0.00060569-0.00085405i,0.00011531-0.0010055i,-0.00036655-0.00075484i
-0.0003107+0.00024454i,0.00052396+0.00076348i,0.0023092+0.0017915i,0.0032502+0.0027668i,0.0018911+0.0022374i,0.00085663+0.00015783i,0.00086075-0.00087823i,0.00050725-0.00061332i,0.0007553-0.00094847i,0.0010309-0.0013636i,0.00029498-0.0012236i,7.7576e-05-0.0011493i,0.00023171-0.0006535i,2.399e-05-0.00076064i,-0.00056871-0.0018203i,-0.00054998-0.0026081i,-0.00010669-0.0019408i,-0.0003176-0.00062135i,-0.00032411+4.7734e-05i,-0.00021846-0.00039666i,0.00012486-0.0007366i,0.00088178-0.00051338i,-0.00032491+0.00037304i
0.00016401-0.0014587i,9.6465e-05-0.0016504i,0.00041821-0.0019521i,0.0016916-0.0012684i,0.0015472-0.0008834i,0.0005886-0.0013367i,2.4647e-05-0.0011823i,3.723e-05-0.00058567i,0.00020536-0.00060863i,0.00026861-0.0013096i,0.00054092-0.0013906i,0.00017427-0.00076293i,-0.0004789-0.00042054i,-0.00078211-0.00039138i,-0.00080108-0.00028488i,-0.00085118+8.5288e-05i,-0.00034935+0.00036415i,0.0001003+0.00038231i,0.00040547+0.00054292i,0.00040991+0.0010027i,3.1839e-05+0.0010253i,1.2764e-05+0.00030639i,0.00039671+0.00015541i
0.00042234+0.00063397i,0.0019104+0.0013849i,0.0043292+0.0019369i,0.0048287+0.00083925i,0.003279-0.00094658i,0.0018927-0.0015607i,0.00093579-0.0014654i,0.00011755-0.0012643i,-0.00023767-0.0010145i,-0.00059695-0.0014802i,-0.00042941-0.0011502i,0.00049498-0.0012952i,0.0010178-0.0020448i,0.00011104-0.00098388i,-0.00064598+6.6174e-05i,-0.00063809+0.00042591i,-0.00052719-7.6365e-05i,9.6953e-05-0.00050417i,0.001001-0.00094441i,0.00096562-0.0014559i,-0.00030565-0.00083981i,-0.00099746+1.1467e-06i,-0.0005967+0.00023318i
0.0012641+0.00064376i,0.0021678-0.00072466i,0.00278-0.0017462i,0.0021203-0.0021562i,0.0011613-0.0022915i,0.00029475-0.0025321i,-0.00068076-0.0025544i,-0.00021949-0.0012714i,0.00050682-0.00020585i,0.00097476-0.00022836i,0.0019929-0.00084312i,0.00097833-0.0017349i,-0.0010622-0.002053i,-0.0014003-0.00096414i,-0.00094376-0.00013851i,-0.00016066+0.00023177i,0.00047188+0.0011125i,-3.1148e-06+0.0013029i,-0.0004764+0.00053556i,-0.00054673+0.0007207i,-3.325e-05+0.00079983i,0.00046936+0.00011605i,0.00069302+0.00014361i
0.0026067+0.00060331i,0.0035229+0.0010649i,0.0047734+0.001493i,0.0041637+0.0010605i,0.0017889+7.3953e-05i,-0.00011621-0.00058748i,0.00019317-0.00062005i,0.0009824-0.00068717i,0.0011958-0.00043082i,0.0007247-4.3579e-05i,0.00087108-0.00061027i,0.00074549-0.0018466i,9.8415e-05-0.001839i,-0.0007065-0.0010753i,-0.0011312-0.00086176i,-0.00035188-0.00092836i,0.00059779-0.0001142i,0.00063574+0.00028827i,0.00031474+0.00025026i,-0.00037156+0.00047505i,-0.00030062+0.00033943i,1.1589e-06+0.00045741i,-3.6098e-05+0.0010683i
-0.0019787-0.00026692i,-0.0013303-0.0011404i,0.00030521-0.00048503i,0.0014795+0.0017437i,0.0016947+0.0025341i,0.0017524+0.00096276i,0.0012052-0.00088086i,0.00067282-0.0010008i,0.00064091-0.00043181i,0.00098046-0.00091488i,0.001295-0.0010394i,0.00078391-0.0010913i,-0.00024066-0.00092647i,-0.00019072-0.00044731i,-5.5226e-06-0.00039795i,-0.00063178-0.00065007i,-0.00055074-0.00049783i,-0.00012666+7.7063e-05i,-0.00036144-0.0002073i,0.0003027-0.00064248i,0.00041728-0.00037855i,-0.00015348+0.00017521i,0.00033235+0.00035368i
0.0013119-0.00085206i,0.0033719-0.00041829i,0.0047106+0.00033092i,0.0040608+0.00085011i,0.0027589+0.00013819i,0.0020985-0.00066236i,0.0019687-0.0010426i,0.0013395-0.0017165i,0.001019-0.0019645i,0.0015503-0.0015343i,0.001241-0.00083278i,0.00035053-0.0007278i,-0.0009745-0.00062341i,-0.0017781-0.00054067i,-0.001962-0.00066766i,-0.0017926-0.00011833i,-0.0010819+0.00062409i,-0.0004148+0.00065019i,0.00020017-0.00021159i,0.00081468-0.0010085i,0.00055208-0.00066169i,0.00029151-7.527e-05i,5.7964e-05+0.00044003i
-0.00082719-0.00079285i,-0.00019134-0.0012339i,0.00028111-0.0009539i,0.0013688-0.00054955i,0.0021167-0.00071311i,0.0010571-0.00124i,-0.000151-0.001842i,-3.9093e-05-0.0015109i,0.00057411-0.0010967i,0.00038612-0.0010746i,4.3177e-05-0.0012331i,-0.00018552-0.001656i,-0.00015805-0.0017707i,-0.00028082-0.0015513i,-0.00058621-0.00010678i,-0.00049505+0.00078318i,-0.00048642+0.0010054i,-0.00033334+0.0010993i,0.0002267+0.00031843i,0.0011239-0.0004283i,0.00059955-0.00052889i,-0.00032332-0.00023763i,-0.00054463+0.00027549i
0.0016625-0.0019628i,0.0016659-0.0003686i,0.0013258-0.00063841i,0.0010431-0.0014217i,0.00058434-0.0013908i,0.00034572-0.00068755i,0.00044928+9.0698e-05i,0.00050836+0.00015689i,0.00029996-0.00078243i,-0.00016339-0.0010573i,-0.00057945-0.0010475i,-0.00022284-0.0014557i,-0.00045697-0.00056566i,-0.000632+4.7075e-05i,0.00023294+8.6475e-05i,0.00076239+0.00065162i,0.000449+0.00079744i,0.00025241+0.00033267i,-9.7948e-05-0.0005982i,-0.00084738-0.00067829i,-0.0011044-0.00032402i,-0.00079597+8.8045e-05i,-0.00049667+0.00073384i
0.0015274+0.00047809i,0.0021128+0.00025256i,0.0036405-0.00069813i,0.0030482-0.0020321i,0.001265-0.0020772i,0.00076035-0.001211i,0.00042279-0.0013242i,0.0005753-0.0020852i,0.00025345-0.0019582i,-0.00050252-0.00094286i,-0.00051514-0.0011326i,-0.00019189-0.0022849i,-0.00063048-0.0017058i,-0.0011105-0.00075425i,-0.00058492-0.00087555i,0.00028332-0.00063744i,0.00079427-0.00032353i,0.00048757-0.00048365i,-0.00018986-0.00038632i,0.00015536-0.00025963i,0.00038247-0.00025811i,0.00019007-0.00025685i,0.00049739+0.00013256i
0.0033801+1.9962e-05i,0.003578-0.00066867i,0.003636-0.00036483i,0.0038257-5.554e-05i,0.0038422-0.00048794i,0.0023401-0.00093457i,0.0010047-0.0011623i,0.00045728-0.0017012i,0.00088527-0.002102i,0.00092464-0.0017986i,7.0188e-05-0.0013797i,-0.00059955-0.0014738i,-0.00067913-0.0014063i,-0.00073386-0.0010921i,-0.0012264-0.00064109i,-0.0015295-0.00057632i,-0.0018692-0.00077428i,-0.0013613-0.0004414i,-0.00051668-0.00044447i,-0.00050391-0.00068285i,-0.00038748-0.00032395i,-7.0062e-06-0.00026172i,-0.00040682-0.00046069i
-0.001742+0.00070402i,0.0010021+0.00074905i,0.0031556+0.0011394i,0.0037712+0.00088341i,0.0033607-0.0003105i,0.0027634-0.0010459i,0.0014992-0.00093733i,0.00044543-0.0010151i,2.9364e-05-0.00076931i,6.0018e-05-0.00059934i,0.00070524-0.00082409i,9.1578e-05-0.00074803i,-0.0014756-0.00076645i,-0.0016051-0.00037912i,-0.00094327-1.7253e-05i,-0.00048396+0.00053074i,-0.00013944+0.00089312i,0.00013335+0.00072542i,-0.00022826+0.00097525i,-0.00091317+0.00065899i,-0.00055803+2.8699e-05i,0.00028951-5.1201e-05i,-0.00014135+5.2496e-05i
0.0023368+0.00034143i,0.0027546-0.00041598i,0.0030749-0.001153i,0.0032435-0.0014553i,0.002082-0.001144i,0.00062117-0.00094943i,0.00056863-0.00049831i,0.0011449-0.0001945i,0.0013002-0.00051792i,0.0014349-0.0011579i,0.0013938-0.0016418i,0.0010442-0.0020011i,0.0010556-0.0017796i,0.00047846-0.0010853i,-0.00066717-0.00068086i,-0.00095269+0.00029914i,-0.00063153+0.00046974i,-0.00015292+0.0001757i,0.00033789+0.0006461i,-2.9363e-06+0.00037875i,-0.00067505-0.00028016i,-0.00051803-0.00083325i,-0.00030347-0.00095382i
-0.00023606+0.0025258i,0.00018624+0.0030896i,0.0023403+0.0031799i,0.0035449+0.0029065i,0.0026276+0.0014067i,0.0012443+0.00020826i,0.00080238-0.00078944i,0.0012238-0.0007956i,0.00116-0.00041113i,0.0011694-0.00079497i,0.0017847-0.00087275i,0.001905-0.00063122i,0.00028632-0.00025345i,-0.0013492+0.00055468i,-0.001214+0.00016581i,-0.00060181+0.00015948i,4.1907e-05+0.00024137i,0.00066802+0.00034608i,0.00062176+0.00098916i,0.00061165+0.000585i,0.00046911+0.00036803i,0.00012958+0.00053635i,-0.00027447+0.00028964i
0.0010987-0.0011297i,0.00092826-0.00017865i,-0.00043092-0.001178i,0.00032072-0.0024873i,0.0015307-0.0028175i,0.0016012-0.0024521i,0.0017307-0.0018381i,0.0018458-0.0012112i,0.0017513-0.0012258i,0.0009696-0.0015334i,0.00022209-0.0019804i,0.00043239-0.0022392i,-0.00010454-0.0020061i,-0.00074628-0.0014857i,-0.00044244-0.00092372i,0.00030607-0.00076417i,0.00071438-0.00054851i,0.0010042-0.00023122i,0.0010929-2.9e-05i,0.000801-0.00017533i,0.00083392-0.0013851i,0.00033783-0.0022194i,0.00011021-0.0016912i
0.00018743+0.0011766i,0.0015298+0.0019065i,0.0033952+0.002153i,0.0036496+0.0022736i,0.0028271+0.0012696i,0.0023376-0.00028976i,0.0015451-0.001509i,0.00054644-0.0017441i,0.00045309-0.0019372i,0.00043905-0.0014944i,0.00030929-0.001314i,-0.00032101-0.0018007i,-0.00083651-0.0017078i,-0.00040266-0.0012701i,0.00017404-0.00087681i,0.00011943-0.00064951i,0.00041942-0.00051119i,0.00078736-0.00034962i,0.00030467+0.00012811i,-4.2406e-05-0.00022825i,0.0002074-0.00031309i,0.00045649-0.00019329i,-5.1352e-05+1.8356e-05i
-0.0010895+0.00046334i,-3.2733e-07+0.0011703i,0.00081689+0.0016274i,0.0021082+0.0016832i,0.0026593+0.0014073i,0.0023117+8.4167e-06i,0.00044564-0.00054685i,-0.00048476-0.00025054i,-8.3978e-05-0.00084314i,0.00043711-0.00060352i,-0.00010634+9.0607e-05i,-0.0011013-1.1611e-05i,-0.0011019+2.5262e-05i,-0.0010421+0.00010887i,-0.0012851-0.00067716i,-0.0010831-0.00056008i,-0.00072483+0.00034388i,-0.00096152-7.4217e-05i,-0.0008304-0.00049642i,-0.00019355-7.3332e-05i,0.00017972+7.3249e-05i,4.9897e-05+2.2062e-05i,-0.0002437-0.00053855i
0.00032228-0.00089414i,0.0017836-0.00039592i,0.0030787+0.000319i,0.0027079+0.0007847i,0.0021064+7.8917e-05i,0.0012704-0.00033048i,0.00048446-0.00059342i,0.00042335-0.00041014i,0.00014052-0.00030722i,-2.4945e-05-0.00033362i,-0.00015517-0.0011012i,-0.00016772-0.0015358i,-0.00032014-0.0012061i,-0.00053863-0.00073324i,-0.00051439+0.00031909i,0.00028182+0.0013433i,0.0013387+0.001491i,0.00047534+0.0010027i,-0.00060648+0.0013069i,-6.4561e-05+0.0015326i,0.00031788+0.00093663i,-0.00043095+0.00051547i,-0.00074138-0.0001445i
-0.00028343+0.0020867i,0.00022653+0.0023374i,0.00058327+0.0043359i,0.0023437+0.004827i,0.0040503+0.002673i,0.0027646+3.5921e-05i,0.0014432-0.00067668i,0.0010594-0.00046867i,0.00063448+4.0457e-05i,0.001056+0.00027524i,0.0016361-0.0003488i,0.0011471-0.00090492i,0.00044065-0.0011121i,0.00028052-0.001219i,0.00012511-0.00056636i,0.0004073+1.6416e-05i,0.00054112+0.00019699i,-7.0605e-05+0.00064186i,-0.00044047+0.00041725i,-0.00015529+0.00026363i,0.00029133+0.00087531i,0.00055377+0.00085587i,0.00026415+0.00034705i
0.00072281-0.00044549i,0.0021816-0.001019i,0.0026308-0.0011372i,0.0020393-0.00043652i,0.0016396-0.0011453i,0.0014289-0.0015788i,0.00081213-0.0016914i,0.0013335-0.0020874i,0.0020847-0.0015634i,0.0012473-0.0015157i,8.2887e-05-0.0020513i,0.00030285-0.0021127i,2.1956e-05-0.0016287i,-0.00079786-0.0017753i,-0.00055235-0.0015461i,-0.00045692-0.00038489i,-0.00065787+0.00025252i,-0.00055431+9.422e-05i,-0.00028305-0.00076559i,5.1674e-06-0.00056696i,0.00023293+0.00016357i,0.00040106+0.00026175i,0.00049576+0.00057265i
0.0021874+0.00074022i,0.002686+0.0011263i,0.0034918+0.00055606i,0.0031578-0.0004751i,0.0019135-0.001105i,0.0011253-0.0020476i,0.00057467-0.0019041i,0.0005417-0.0010868i,0.0013226-0.0009063i,0.0013513-0.0010848i,0.00070902-0.0018343i,-0.00010211-0.0031412i,-0.0012611-0.0028485i,-0.0013294-0.001747i,0.00013042-0.0014012i,0.00084146-0.0007692i,-8.2003e-05-0.0010209i,4.4406e-05-0.0013408i,0.0010111-6.5642e-05i,0.00066201+0.000126i,-0.00031848-0.00034699i,-0.00047876+0.00060879i,-0.00016932+0.001529i
0.0019277+0.00077683i,0.002903-3.1694e-05i,0.0044906-0.00048992i,0.0055181-0.00017107i,0.0038878-0.00065879i,0.0019763-0.0016498i,0.0016273-0.0017402i,0.0016838-0.0016934i,0.0011857-0.0019861i,0.00072378-0.0018764i,0.00022701-0.0018014i,-0.0009956-0.0020071i,-0.00083939-0.0018293i,7.4383e-05-0.0011507i,0.00021185-0.00086173i,-0.00015292-0.00081724i,-0.001072-0.0004229i,-0.0010242-0.00014588i,-0.00018141-0.00047269i,-0.00036449-0.0010334i,-0.00086012-0.00039054i,-0.00031498-0.00022674i,0.00017784-0.00068769i
-0.0008364+0.0015911i,0.00091336+0.0012128i,0.0021402+0.0024558i,0.0028356+0.0034168i,0.0022534+0.0018578i,0.0012641-0.00048008i,0.0010841-0.0014939i,0.00085327-0.0017317i,-6.5301e-06-0.0015653i,-5.4185e-05-0.0013501i,-0.0002349-0.0016842i,-0.00079086-0.0017162i,-0.00048698-0.0006622i,0.00012067-0.00030076i,-0.00064072-0.00052638i,-0.00086756+0.00027592i,2.3839e-05+7.345e-05i,0.00085708-0.0001646i,0.001597+0.00023672i,0.001157+0.00011502i,0.00033842+0.00030983i,-0.00011376+0.00036654i,-6.8539e-05-0.00021205i
0.0010362+0.0014696i,0.0013595+0.0015235i,0.0019898+0.0020524i,0.0034345+0.0010215i,0.0028125-0.00014026i,0.00038003-0.000866i,-0.00063701-0.0010704i,8.118e-05-0.00033147i,0.00062426+0.00011837i,0.00051197+0.00010675i,0.00013805+2.8838e-06i,-0.00066098-0.00025147i,-0.0012543-0.00043861i,-0.00069722-0.00090301i,0.00029649-0.0013292i,0.00047637-0.00047373i,-0.00012474-5.1323e-05i,0.00017294-0.00023177i,0.00069184-0.00037944i,0.00094927-0.00065206i,0.00067903-0.00074547i,0.0002872-0.00053669i,3.2975e-05-0.0003925i
0.0011413+0.00068329i,0.002843-0.00086801i,0.0035191-0.000984i,0.0042586+0.00045627i,0.0039979+0.00040851i,0.0023684-0.00038103i,0.0011291-0.0007976i,0.0010369-0.0010103i,0.0011848-0.00052644i,0.00052191+0.00016561i,4.1231e-05+0.00024431i,-0.00058364-0.00066877i,-0.0013324-0.0014852i,-0.001222-0.0013473i,-0.00058103-0.00045476i,-0.00030854+0.00042022i,0.0002043+0.00065818i,0.000436+0.0003115i,0.00028349+0.0003616i,0.00025764+0.00054722i,-0.00011738+0.00053781i,-0.00022038+0.00076675i,-0.000507+0.0011342i
0.00055881+0.00028182i,0.0006948+0.00063311i,0.00099567+0.001286i,0.0010367+0.0011608i,0.0005627+0.00066319i,0.00015931+0.00049037i,0.00016387-0.00019648i,0.00079755-0.00080765i,0.0013965-0.00064212i,0.0020287-0.00073742i,0.0017819-0.0011164i,0.00059113-0.0010416i,-7.5832e-05-0.00097996i,-0.00057713-0.00096544i,-0.00038197-0.0011029i,-0.00042795-0.00072189i,-0.00091662+8.797e-05i,-0.00075449+4.9287e-05i,3.7835e-05+0.00012915i,-0.00025002+0.00071983i,-0.00043904+0.00056389i,-0.00018079+0.0010338i,-2.0345e-05+0.0013299i
0.0026206+0.00072284i,0.0043071+0.00035279i,0.0054914+5.2816e-05i,0.0047027-0.00023112i,0.0032777-0.00051947i,0.0026856-0.0012591i,0.0015212-0.0013652i,0.0003928-0.0010535i,0.0013403-0.00096005i,0.0023286-0.00087524i,0.0020873-0.0018893i,0.0009316-0.0021589i,-0.00060334-0.0016919i,-0.0013998-0.0018993i,-0.0011069-0.0019682i,-0.00031065-0.0018562i,7.2976e-05-0.00089288i,-4.7651e-05-0.00011584i,1.7494e-05-0.00029747i,0.00029378-0.00010851i,0.00013314+0.00010765i,0.00061295+0.00043489i,0.0011289+0.00061428i
