-0.0018774-0.00065522i,-0.00054731-0.0010347i,-0.00077641-0.00042382i,0.00010548-0.00059768i,0.00053947-6.1234e-05i,0.00050317+3.0065e-05i,0.00094404+0.00054433i,0.0014409+0.00060019i,0.001302+9.5636e-05i,0.0011814+0.00079959i,0.0010166+0.00022587i,0.00068297-0.00094723i,0.0010209+0.00020761i,0.00088974+0.00088738i,0.00057922+0.00072223i,0.00034294+0.00036324i,0.00046142-0.00073322i,0.00055309-0.00067362i,0.00024168-0.00038133i,-0.00013843-0.0010199i,4.4041e-05-0.00040922i,0.00053239+0.00035286i,0.00094203+0.00015809i
0.0043275-0.00019916i,0.0050835+0.0018032i,0.0025405+0.0015389i,0.00090465+0.00019446i,0.00065967-0.00038669i,0.00011993+4.9895e-05i,-0.0011283+5.613e-05i,-0.002783-0.00058346i,-0.0030784-0.00094855i,-0.0029578-0.00069018i,-0.0022149-5.3695e-05i,-0.000346+0.0013304i,0.00054321+0.0020665i,0.00082849+0.0019044i,0.0012032+0.0018058i,0.0011815+0.00072956i,0.00047658+0.00042432i,0.00072204+0.00071142i,0.0019877+0.0011184i,0.0017544+0.00092757i,0.00084434-0.00013487i,0.00044496-0.00016311i,-0.0002103+0.00010485i
-0.0029594-0.0026963i,-0.0017927-0.0021245i,0.0016913-0.00071497i,0.0042872+0.00052234i,0.0044322+0.00096205i,0.0027775+0.0024669i,0.0012247+0.0035264i,0.0003583+0.00403i,6.2613e-05+0.0038041i,0.00057519+0.0027898i,0.00082774+0.0014249i,0.0012287+0.00057663i,0.0018585+0.00041071i,0.0023688-5.0119e-06i,0.0025253-0.00021804i,0.0016595+0.00070721i,0.00030042+0.0011441i,-0.00050545+0.00073798i,-0.00018476+0.00056574i,-0.00046076+0.00040663i,-0.00089317-8.9346e-05i,-0.0004543-0.00015023i,0.00016787+0.00029903i
0.0021246-0.0018549i,0.0037177-0.0026599i,0.0026226-0.001649i,0.0022379-0.0012873i,0.0038199-0.00015351i,0.0057674+0.0014863i,0.0063685+0.0021919i,0.0055724+0.0017609i,0.0047111+0.0013456i,0.0040944+0.00067255i,0.0028571-0.00051561i,0.0013492-0.0010757i,0.00061891-0.0003519i,-0.00013386-0.0014464i,-0.00059163-0.0025215i,-0.00091506-0.0010604i,-0.0012065-0.00071122i,-0.00096209-0.0011581i,-0.00066394-0.00061737i,-0.00025327+0.0001647i,0.00010549+0.00041093i,0.00089608+0.00046912i,0.00097699+0.00030425i
-0.00059469+0.0032542i,-0.00039087+0.0038737i,0.0015336+0.0023727i,0.0037283+1.5785e-05i,0.0037603-0.0023423i,0.0040862-0.0037995i,0.0049327-0.0038986i,0.0041349-0.0038031i,0.00274-0.0034227i,0.0011022-0.0022886i,-0.00024834-0.0011146i,-0.0010792-0.00061712i,-0.001224-0.00061182i,-0.0012986-0.00015709i,-0.00049011+0.00046659i,0.00050579+0.00073748i,0.00083132+0.00045598i,0.0011389+0.00046268i,0.00067664+0.00051275i,-0.0001226+0.00028973i,-0.00010786+0.00097511i,0.00048484+0.0010083i,0.00071163-2.0053e-06i
0.0022324-0.0032861i,0.0020785-0.0025942i,0.0012424-0.0017729i,0.00073379-0.00088778i,0.00085862-0.00010977i,0.0010382-0.0007732i,0.00084535-0.0024829i,-0.00013085-0.0029058i,-0.0011871-0.0020456i,-0.0016974-0.0011193i,-0.0019351-0.00047785i,-0.0011481+0.00054529i,9.6997e-05+0.0012501i,0.00045449+0.0012556i,0.00065195+0.0012532i,0.00074502+0.00088893i,0.00038941+0.0002216i,0.00071161-3.0441e-05i,0.0015031+0.00021589i,0.0019135+0.00074522i,0.0014779+0.00091292i,0.00071248+0.00095296i,0.00063375+0.00085651i
-0.00084563+0.00087469i,0.0011749+0.0022437i,0.0023449+0.0025154i,0.0023553+0.0017804i,0.0017875+0.00052314i,0.00033422+0.0017058i,-0.0013058+0.0040897i,-0.0011989+0.0047158i,0.00036742+0.0038918i,0.00095379+0.0016075i,0.00089915-0.00011328i,0.0012834+0.00030433i,0.0013758+0.00098934i,0.0015082+0.00038446i,0.001321-4.1514e-05i,0.00045252-0.00013609i,2.5998e-05-0.00029362i,8.9515e-05-0.00045276i,-0.00016713-0.00081197i,-0.0003375-0.00081306i,6.6796e-05-0.00032668i,0.00029717-0.00012846i,0.00053571-0.00029049i
0.00040663-0.0040491i,-0.00044388-0.0033458i,-0.00051033-0.0021527i,0.001396-0.00096647i,0.0044399+0.0016177i,0.0062468+0.0040507i,0.0063154+0.0039533i,0.005903+0.0025846i,0.0048075+0.0016666i,0.0031367+0.00053632i,0.0018602+1.2225e-05i,0.00067748-0.00015441i,0.00032631-0.00041309i,0.00016276-0.00036745i,0.00021579-0.00082741i,0.0012254-0.00045359i,0.00096789+0.00028061i,0.00049873+2.4353e-06i,-9.9791e-05-0.0010485i,-0.00071042-0.0012692i,-0.00027965-0.00019797i,6.1032e-05+0.00098299i,0.00035476+0.00098134i
0.0026231+0.0020195i,0.0038607+0.0019082i,0.0026102+0.00028387i,0.0016094-0.0009285i,0.0031176-0.00083675i,0.0059307-0.0013175i,0.0073682-0.0020852i,0.004918-0.0029451i,0.0015364-0.0033496i,-0.00034528-0.0026662i,-0.00054203-0.0017965i,-7.8155e-05-0.000726i,0.00026332-0.00020745i,-0.00023362-0.00024309i,-0.00054744-0.00011125i,-6.8593e-05-0.00023702i,0.00022064+0.00031067i,0.00064097+0.00067437i,0.00059183+0.00026729i,0.00043615-0.00073098i,0.00071325-0.0012624i,0.00015312-0.00065152i,0.00011967+7.3316e-05i
-0.0019419+0.0012929i,-0.00052889+0.001573i,0.0013848+0.0016311i,0.0031549-0.00022473i,0.003336-0.0028114i,0.0019404-0.0044954i,-6.1028e-05-0.004072i,-0.0014158-0.0013791i,-0.0014982+0.00017904i,-0.00068558+0.0002942i,0.00033362+6.076e-05i,0.00037163-0.00027147i,-4.5781e-05-0.00024795i,0.00026901+0.00035404i,3.3385e-05+0.00079697i,-0.0007636+0.00044577i,-0.0012224-0.0004987i,-0.00080963-0.0006911i,0.00044742+0.00017851i,0.0020208+0.00056596i,0.0022529+0.00024503i,0.0018243+8.7196e-05i,0.001246-0.00021145i
0.0056312+0.0003776i,0.0065652-0.0019606i,0.0065593-0.0018124i,0.0041404-0.00029773i,0.00042946-0.00039407i,-0.0025925-0.00025199i,-0.0033618+0.0017001i,-0.0024083+0.0030259i,-0.00085452+0.0035449i,0.0010151+0.0029543i,0.0018731+0.00090252i,0.00041584-0.00037332i,-0.0012061-0.00050099i,-0.0009352-0.00098171i,-0.00019541-0.00087177i,-3.6858e-05-0.00044497i,-3.504e-05+0.00010879i,-0.00040402+0.00065312i,-0.0020101+0.0010754i,-0.0026324+0.001254i,-0.0016471+0.0012474i,-0.0010125+0.0011675i,-0.00041355+0.00060888i
-0.0019586+0.00025443i,-0.0013289+0.0020314i,-0.00030767+0.0018176i,0.00079635+0.0015706i,0.0012185+0.0028006i,0.0015747+0.0051862i,0.0026029+0.0056354i,0.0047023+0.0042387i,0.0045764+0.0011925i,0.0023078-0.0007843i,0.00069031+0.00010755i,0.00015618+0.0012098i,-7.291e-05+0.001031i,0.0002496+0.00042615i,0.00078672+0.00082537i,0.0010134+0.00062209i,0.0010677+0.00023228i,0.00076345+0.00031579i,-0.0003204-0.00093126i,-0.00096384-0.0014242i,-0.0010568-0.00085155i,-0.0012875-0.00061171i,-0.0005363-0.00034417i
0.0005818-0.0046415i,-0.00026697-0.004571i,-0.0006885-0.002929i,0.0023059+0.0001885i,0.0055103+0.0027664i,0.0090931+0.0039048i,0.010519+0.0019765i,0.0072863-0.0020721i,0.0026371-0.0033231i,-0.00060014-0.0017116i,-0.0010467-0.00061162i,0.0001716+6.3347e-08i,0.0011783+0.00022924i,0.0016784+0.0001633i,0.0012402+0.00011068i,-1.3339e-05-0.0010477i,-0.00063895-0.0010363i,0.0004679+0.00022432i,0.00097982+0.00068185i,0.0012312+0.00045106i,0.0025049+0.0012073i,0.0027767+0.0017103i,0.0024821+0.0014036i
0.0044928+0.0012546i,0.0055262+0.0013327i,0.0049445-0.00050727i,0.0032606-0.0021287i,0.0038176-0.0037593i,0.0052355-0.0050617i,0.0045766-0.0058239i,0.0013081-0.0058279i,-0.0016037-0.0034973i,-0.0016216+0.00026974i,0.00031229+0.0016777i,0.0012598+0.0010267i,0.0012481+0.00019383i,0.0011475+0.0002996i,0.00063395+0.000246i,0.00023749-0.00042125i,0.00063895-4.0986e-05i,0.00076219+0.00091406i,0.00085655+0.0014318i,0.00098918+0.001455i,0.00011092+0.00061794i,-0.00080282+0.00085195i,-0.00064067+0.0012843i
-0.00038698-0.0027545i,-0.0010747-0.0013853i,0.00012197-0.00023779i,0.0020471-0.0013286i,0.0014616-0.0035484i,-0.00085166-0.0048221i,-0.0030507-0.0035416i,-0.0032819+0.0001156i,-0.0009475+0.0029493i,0.0018461+0.0016196i,0.0027264-0.00038741i,0.0018567-0.0012005i,0.00027789-0.00022814i,-0.0011785+0.00083408i,-0.0012759+0.0010953i,-7.6077e-05+0.0016635i,0.00060942+0.0019864i,0.00049857+0.0011381i,-0.00042841+0.00027326i,-0.0020681-4.222e-05i,-0.0037345-0.0007007i,-0.0032439-0.00087483i,-0.0013164-0.00021692i
0.003051+0.00058021i,0.0031685-0.00029673i,0.0018023-0.0012705i,0.00024339-0.001156i,-0.00097782+0.0011803i,-0.0022954+0.0044214i,-0.00178+0.0065855i,0.00112+0.0059722i,0.0030512+0.0019262i,0.002002-0.0019063i,0.00027849-0.0026889i,-0.00057295-0.0021303i,-0.00060631-9.9622e-05i,-0.00080332+0.0013785i,-6.1402e-05+0.001134i,-0.00039642-0.00012609i,-0.0016452-0.0010055i,-0.0011019-0.0010015i,-0.00037219-0.0016027i,0.00052242-0.0020587i,0.001116-0.00099077i,0.0018586-0.00025141i,0.0024517-8.3837e-05i
-0.0033847+0.0048466i,-0.0014665+0.0070769i,0.0020458+0.0079316i,0.0046054+0.005758i,0.0054735+0.0054986i,0.005654+0.007002i,0.0057738+0.0069165i,0.0054628+0.003043i,0.0026718-0.00097821i,-0.0013802-0.0021615i,-0.0026521-0.00093768i,-0.0013683+0.00029819i,6.2312e-05+0.00039915i,0.0016231-5.1547e-05i,0.0017927-0.00056794i,0.0013463-0.0005679i,0.0014394-9.953e-05i,0.0010468+0.00044296i,0.00075908+0.0016133i,0.00041866+0.0027348i,0.00057371+0.0026609i,0.00063775+0.0019839i,0.00010623+0.0008659i
0.0039698+0.00053977i,0.006124-0.0010394i,0.0068818-0.001454i,0.0064103-0.00083635i,0.0070845-0.00029133i,0.0092539+0.00044959i,0.0092892-6.9105e-05i,0.005669-0.0009554i,0.0011599+0.00039541i,-4.0449e-05+0.0023242i,0.00098189+0.0027073i,0.00097523+0.0016334i,0.00053886-0.00069334i,0.00070046-0.0027611i,0.00045672-0.002741i,0.00060673-0.00036795i,0.00078814+0.0017622i,0.00042083+0.0026i,-0.00014478+0.0029939i,-0.00091442+0.0021801i,-0.0017426+0.00095989i,-0.0023469+0.00027669i,-0.0014155+6.1988e-05i
-0.0025784+0.0020181i,-0.0012168+0.0025804i,0.00036679+0.0014085i,0.0020183-0.00087663i,0.0030792-0.0042654i,0.0042206-0.0075776i,0.0023171-0.0071931i,-0.00019078-0.0033044i,0.0011302+0.00048801i,0.0035029+0.00082745i,0.003698-0.00024165i,0.0025801-0.00060451i,0.00054428+0.00013335i,-0.0016376+0.00032183i,-0.0022714-0.00026903i,-0.0022536-0.00065141i,-0.0016022-0.001197i,-0.0003429-0.0012673i,-0.0012805-0.002425i,-0.0020892-0.0034036i,-0.00072884-0.0023878i,0.0002412-0.0012786i,0.00043302-0.00059688i
0.0031801-0.0027502i,0.0032177-0.0039869i,0.0031518-0.0043141i,0.00166-0.0033061i,-0.0010499-0.0023254i,-0.0025671-0.0015541i,-0.0027457-0.00020462i,-0.00019588+0.0014076i,0.0023638-0.00031392i,0.0023056-0.0031232i,0.0012727-0.0036101i,0.00018236-0.0019069i,-0.00011562+0.0015575i,0.00026777+0.0038707i,-0.00012882+0.0030638i,-0.00020316+0.00072494i,0.00021595-0.0010006i,0.0006838-0.0018357i,0.0017409-0.0016607i,0.0024483-0.00044278i,0.0019644+0.0014419i,0.0014678+0.0021014i,0.00064216+0.001505i
-0.0015601+0.0037107i,0.00037349+0.0049092i,0.00019073+0.0051472i,-0.00066204+0.003403i,-0.0015703+0.0032216i,-0.0026673+0.0050363i,-0.0016444+0.0058803i,0.00016705+0.0029567i,-0.0011111-0.00072497i,-0.0036262-0.001471i,-0.0037009-0.0010675i,-0.0017128-0.00061661i,0.001232-0.00022503i,0.0044871-0.00069015i,0.0054179-0.0003603i,0.003625+0.00080097i,0.00098575+0.001636i,-0.00038433+0.0016736i,-0.0006145+0.001273i,-0.0005063+0.0013446i,-0.00067571+0.0009253i,-0.00062482+0.0002236i,1.9507e-05-0.0004111i
-0.00093333-0.0019566i,0.00097963-0.0020552i,0.0029874-0.0014131i,0.0035879+0.00053313i,0.0043662+0.0039132i,0.0055427+0.0069582i,0.0056453+0.0060834i,0.0032417+0.0029647i,8.1063e-05+0.0017256i,-0.00021527+0.0038681i,0.00064826+0.0048062i,0.00073124+0.0023753i,0.00034602-0.00028931i,0.00065812-0.0012157i,1.0332e-05-0.0017087i,-0.00085825-0.0021675i,-0.0015842-0.0016642i,-0.0021073+8.173e-05i,-0.001997+0.0014022i,-0.001405+0.00040144i,0.00032691-0.0003996i,0.0010691-0.00078992i,0.00032889-0.001773i
0.0018884+0.00063675i,0.0029154+0.00033862i,0.0032943+0.00072232i,0.005386+0.0014077i,0.009188+2.7814e-05i,0.011323-0.0023702i,0.0087032-0.0025597i,0.0043428-0.0013905i,0.0027652+0.00086141i,0.0037639+0.0020586i,0.0033716+0.0014323i,0.0015006+0.0014362i,-0.00052955+0.0011755i,-0.0029539-0.00069861i,-0.0026617-0.001287i,-0.0008813-0.0014258i,0.00056315-0.0016356i,4.6275e-05-0.0017327i,-0.00073193-0.0015936i,-0.00027331-1.4763e-05i,4.9047e-05+0.0014114i,0.0002898+0.0014798i,0.00064312+0.0015024i
0.00070763+0.0016255i,0.0020319+0.0015258i,0.0050747-0.00077979i,0.0058683-0.0038056i,0.0035531-0.0070251i,0.0013228-0.007133i,0.0012243-0.0036378i,0.0021551-0.00017062i,0.0039167-0.00070005i,0.0035545-0.0033578i,0.0010429-0.0034874i,0.00028314-0.0023028i,0.00092943+6.7005e-05i,0.00085581+0.0028086i,0.00059125+0.0038983i,0.00072989+0.0034582i,0.0012404+0.0025462i,0.0018201+0.0016048i,0.0021362+0.00072183i,0.0013176-0.00036777i,2.3605e-05-0.0010261i,-0.00075175-0.00080238i,-0.00075333-0.00013922i
0.003344+0.0010022i,0.004226-0.0014578i,0.0028133-0.0023278i,0.00028024-0.0013448i,-0.0022156-0.00049187i,-0.0033472+0.00017302i,-0.0016235+0.00039199i,0.0013193-0.0004385i,0.0010223-0.0012895i,-0.0022583-0.0018826i,-0.0039471-0.0019002i,-0.002713-0.0023815i,-0.00016293-0.0023971i,0.0015246-0.0013129i,0.000934-0.00030697i,-0.00094575-0.00019503i,-0.001762-2.6497e-05i,-0.0016174+0.0015098i,-0.0002352+0.0030458i,0.0014597+0.0021742i,0.0017314+5.8147e-05i,0.0012531-0.0014128i,0.001423-0.0013812i
0.00087174+0.002216i,0.0024508+0.0031849i,0.00438+0.003399i,0.0028344+0.0028289i,0.00025207+0.0029132i,0.00021694+0.0039492i,0.00080674+0.003286i,0.00010099+0.00054002i,-0.001612+0.00052064i,-0.0015921+0.0030616i,-0.00056328+0.0036564i,-0.0011219+0.0020234i,-0.0017833-7.0425e-05i,-0.0011081-0.0018269i,-0.00026009-0.0023417i,7.9525e-05-0.0026309i,-0.0005755-0.0032721i,-0.0015745-0.003449i,-0.0027815-0.0018941i,-0.0029026+0.000187i,-0.0018113+0.0017445i,-0.00018664+0.0016358i,0.0014222+0.0011716i
0.00079465-0.0038918i,-3.0401e-05-0.0065188i,0.00010491-0.0056762i,0.0027311-0.00057266i,0.0068211+0.0033201i,0.0095677+0.004758i,0.0078005+0.0038741i,0.0040519+0.0015805i,0.0022726+0.0017281i,0.0031105+0.001954i,0.0036307+0.00086131i,0.0011918+0.00020655i,-0.00088662+0.00040277i,-0.0014678+0.0012206i,-0.00081895+0.0018724i,0.00046508+0.002499i,0.00038884+0.0019604i,-7.9223e-05+0.00016802i,-0.00014812-0.0014751i,-0.00063688-0.001761i,-0.0016971-0.00066408i,-0.0019641+0.0003241i,-0.0020517+0.0010749i
0.00029138+0.00044257i,0.0019713+0.0018425i,0.0025429+0.0016882i,0.0035838-0.00075738i,0.0050074-0.0040492i,0.0062135-0.0046864i,0.0054227-0.0019382i,0.003158+0.00057069i,0.0022922-7.023e-05i,0.0015281-0.0026182i,-0.00017594-0.0025271i,0.00062272-0.00039461i,0.0027839+0.00073533i,0.0029754+0.00054593i,0.00089912-0.00010498i,-0.0005954-0.00034991i,-0.00044644+0.00025103i,0.00089656+0.0012838i,0.0025043+0.0013266i,0.0031662+0.00026844i,0.0033517-0.0010553i,0.0033181-0.0011825i,0.0024672-0.00045845i
0.00098215-0.002306i,1.149e-05-0.0033687i,-1.9428e-05-0.002952i,0.00031367-0.0040913i,-0.0001057-0.005155i,-0.00035323-0.0039649i,0.0018119-0.0013521i,0.0040225+0.00050053i,0.0028078+0.00062997i,-0.00068746+0.0006502i,-0.0021049+0.00083079i,-0.00072654-0.000278i,0.00039104-0.0020796i,0.000864-0.00329i,0.0014209-0.0038629i,0.0016759-0.0037963i,0.0013808-0.0020605i,0.00018078+0.0010174i,-0.00097179+0.002958i,0.0001844+0.0032909i,0.001837+0.0031553i,0.0021139+0.0017977i,0.0015687+0.00052212i
0.0061783+0.0015478i,0.0071984+0.0022089i,0.0056914+0.0013448i,0.0017549+0.0015109i,-0.0015571+0.0025912i,-0.0022883+0.0041944i,-0.00030556+0.0039069i,0.0022142+0.00057316i,0.0029049-0.00017308i,0.0027301+0.0022467i,0.0026307+0.0028404i,0.00070124+0.0010047i,-0.0024634+0.00059084i,-0.002956+0.0012293i,-0.0012817+0.002713i,-0.00095315+0.0028999i,-0.001316+0.0011773i,-0.00098823-0.0015359i,-0.0013874-0.0026849i,-0.002743-0.0017082i,-0.003592+1.3389e-06i,-0.0031629+0.0013553i,-0.0022129+0.00077716i
-0.0024782-0.0023002i,-0.0026691-0.0024384i,-0.00079024-0.0012779i,0.0028062+0.0014218i,0.006155+0.0042056i,0.0075868+0.0049612i,0.0062305+0.0018293i,0.0026948-0.0021402i,0.0015244-0.0028254i,0.0040803-0.0025202i,0.0053254-0.002608i,0.0017067-0.00035802i,-0.0015375+0.002183i,-0.0015557+0.0015846i,-0.0023037+0.00025071i,-0.0033226+2.1933e-05i,-0.0027978+0.00032331i,-0.0003054+0.00058744i,0.0016005+3.4661e-05i,0.0014628-0.0009352i,0.00084005-0.0011097i,0.00090823-0.00072676i,0.0010574+0.00024569i
0.0032197+0.0024199i,0.0048878+0.0017872i,0.0057301+0.0018678i,0.0051686+0.0012103i,0.0049686-0.0011545i,0.0057027-0.0020958i,0.0035364-0.0016715i,0.00011707-0.00045466i,-0.00074945-0.00014762i,-0.00098412-0.0029797i,-0.0018283-0.0044123i,-0.0011244-0.0024724i,0.0018263-0.0011234i,0.0032033-0.0019526i,0.0030842-0.0025746i,0.0034426-0.0030445i,0.0039025-0.001467i,0.0022186+0.0017846i,-9.3147e-05+0.0029263i,0.00040446+0.0028794i,0.0019521+0.0021011i,0.0022464+0.00062176i,0.0010782+0.00037172i
-0.00072548-0.0019834i,0.0014252-0.0017944i,0.0015494-0.0015471i,0.00052654-0.0022498i,0.00032994-0.0036295i,0.00029194-0.0045672i,-0.00027453-0.0015772i,-0.001131+0.0031862i,-0.0021245+0.0041898i,-0.0032372+0.0035067i,-0.0025981+0.0032322i,0.0002177+0.0016465i,0.0018726-0.00017404i,0.0015364+0.00014307i,0.00086419+0.0014123i,0.00022733+0.0023901i,-0.00094213+0.002384i,-0.0020825+0.0012143i,-0.0028247-0.00035093i,-0.0029324-0.001264i,-0.0029056+0.00022872i,-0.0029301+0.0016581i,-0.0015172+0.00073918i
-9.1907e-05-0.00096423i,0.00010457+0.00074598i,0.00057945+0.0026741i,0.0014915+0.0031132i,0.00056684+0.0028154i,-0.0012758+0.0041552i,0.0001035+0.0054404i,0.0026698+0.004189i,0.0030743+0.0036899i,0.0031221+0.005462i,0.0048209+0.0054493i,0.0038664+0.0020696i,-0.00025495+2.5655e-05i,-0.0031771+0.0011286i,-0.0035837+0.0011362i,-0.0041695-0.00048676i,-0.0041664-0.0014965i,-0.0022511-0.0022444i,-0.00047446-0.0022417i,0.00063532-0.0020458i,0.00072665-0.0015792i,9.7883e-05-0.00060496i,-0.00012593-0.00027476i
0.0022254+0.0015474i,0.0024216+0.001659i,0.0028192+0.0013921i,0.0039184+0.00041409i,0.0053416+0.0011674i,0.0074139+0.0036139i,0.0084912+0.0038922i,0.0077347+0.0011166i,0.0057206-0.0019799i,0.006225-0.0031623i,0.0064769-0.0043257i,0.002935-0.003936i,0.00049644-0.0001697i,0.001629+0.00047426i,0.003498-0.0022973i,0.0051484-0.0027922i,0.0055405-0.0012057i,0.0043826+0.00065312i,0.0033947+0.0017257i,0.0024176+0.0017547i,0.0019761+0.0014824i,0.0020439+0.0015878i,0.0014687+0.00077647i
0.0021381+0.0005308i,0.0024815+0.0013391i,0.0038038+0.0021833i,0.0047453+0.00090336i,0.0050868-0.001517i,0.0068721-0.0025372i,0.0079101-0.0037516i,0.004988-0.0054103i,0.00093412-0.0055241i,-0.0014726-0.0054144i,-0.0029776-0.0054316i,-0.002339-0.002531i,0.00041941+0.00018667i,0.0024433-0.00012784i,0.0027404+0.0010024i,0.0014319+0.0041799i,-0.00093182+0.0050979i,-0.0029513+0.0038176i,-0.0034799+0.0021894i,-0.0023501+0.001195i,-0.0015133+0.00050828i,-0.0014773-4.5924e-05i,-0.0009212-0.00060149i
0.0039497-0.0025541i,0.003965-0.0038637i,0.003996-0.0048865i,0.0033084-0.0041131i,0.0020139-0.0038806i,-0.00074599-0.0048575i,-0.0031952-0.0044638i,-0.0040016-0.0020484i,-0.003994-0.00032982i,-0.0045572+0.00056583i,-0.0046333+0.0024437i,-0.0024702+0.0037304i,-0.00091089+0.0025731i,-0.002603+0.00092343i,-0.0059122-0.00097102i,-0.0069314-0.0030292i,-0.0066978-0.0049152i,-0.0042871-0.0054111i,-0.0018109-0.0034516i,-0.0024952-0.0020836i,-0.0016016-0.0018658i,-0.00020419-0.0020496i,-0.00071695-0.0017956i
0.0002222+0.0015074i,0.0015556+0.00097241i,0.0036111-9.0882e-05i,0.0038397-0.00029915i,0.00044685+0.0011176i,-0.0037873+0.0045375i,-0.0047835+0.00705i,-0.0022722+0.0066815i,0.00038591+0.0061041i,0.0015806+0.00642i,0.0034797+0.0058535i,0.0041944+0.0030116i,0.0023292+0.00017326i,0.00091884-9.791e-05i,0.0022177+0.00010866i,0.0041139-0.00078913i,0.0047718-0.00186i,0.0043407-0.00086217i,0.0033602+0.00094105i,0.0028175+0.0017572i,0.0027301+0.0015408i,0.0030078+0.0011628i,0.002319+0.0011621i
0.0021169-0.0041141i,0.0014118-0.0027745i,0.00092754-0.00053517i,0.0013781+0.0024854i,0.0032794+0.0062324i,0.0053604+0.010157i,0.00724+0.01145i,0.0081809+0.0074897i,0.0074657+0.0018045i,0.0057665-0.00089192i,0.004132-0.0030049i,0.0023336-0.0044777i,0.0015041-0.0025633i,0.0036859+0.00038526i,0.0048603+0.0040372i,0.0037012+0.0080311i,0.0033151+0.0092739i,0.0019898+0.0071956i,0.00017574+0.004272i,-0.00083669+0.0023377i,-0.0017113+0.0015231i,-0.00081349+0.0011392i,-2.2008e-05+0.0009751i
0.00029036+0.00093353i,0.001561+0.003329i,0.0035505+0.0036946i,0.0062726+0.0016617i,0.0097969-0.00024527i,0.013476-0.001474i,0.013593-0.0038638i,0.0093363-0.0058043i,0.0043252-0.0055292i,0.0010054-0.0059844i,-0.0012649-0.0057678i,-0.0023425-0.0026511i,-0.0018173+0.00022521i,-0.0018177-0.00038082i,-0.0032884-0.0023494i,-0.0056919-0.0034552i,-0.0075314-0.0037235i,-0.0064321-0.0035408i,-0.0035671-0.0029852i,-0.0013077-0.002317i,-0.0010701-0.0028036i,-0.0011476-0.0027721i,-0.0007992-0.0019608i
0.0029035-0.002295i,0.0041858-0.0035493i,0.0053059-0.004461i,0.0058969-0.0045358i,0.0046571-0.006419i,0.0021454-0.0096589i,-0.00061746-0.0094175i,-0.003269-0.0066011i,-0.0039852-0.0031192i,-0.0034745-0.0004929i,-0.0028008+0.0017933i,-0.0017895+0.0038697i,-0.00093361+0.0034819i,-0.00038518+0.00045434i,0.00082171-0.0032834i,0.0032704-0.0066415i,0.0055315-0.007777i,0.0054454-0.0051592i,0.0033116-0.0014466i,0.0013458+0.00058701i,0.0011679+0.0010027i,0.0014224+0.0002105i,0.00061576-0.00046456i
0.0020568-0.00015768i,0.0016209+0.0017789i,0.00033533+0.0012724i,-0.0020712-0.0026569i,-0.0058061-0.0038818i,-0.008755-1.1951e-05i,-0.0086455+0.0047699i,-0.0063453+0.0059476i,-0.0032677+0.0054184i,-0.0014278+0.0052194i,0.00035237+0.0034464i,0.0032603+0.00031908i,0.0048441-0.0011593i,0.0042884+0.0012664i,0.0044676+0.0048409i,0.0046016+0.0077547i,0.0043524+0.0089671i,0.0034056+0.0076073i,0.0011506+0.0051798i,0.00039226+0.0031628i,0.00072435+0.0023275i,0.00048874+0.0020453i,0.00031592+0.0018285i
-0.0030901-0.0021923i,-0.0026481-0.0012067i,-0.0028088+0.0022622i,-0.0038804+0.0066707i,-0.003164+0.010186i,0.00049189+0.012825i,0.0051391+0.013042i,0.0082554+0.0083622i,0.007402+0.0029864i,0.0054161+0.00049183i,0.0041002-0.0014237i,0.0031124-0.0020362i,0.0028471-0.00088207i,0.0011681-0.0010074i,-0.0033148-0.0016506i,-0.0078672-0.0010833i,-0.010373+8.8906e-05i,-0.0096575-0.00016363i,-0.0058934-0.00076034i,-0.0029172-0.00085184i,-0.0023158-0.0013148i,-0.0013868-0.0010999i,0.00028106-0.00014751i
0.00362-0.00011842i,0.0066488+0.0018755i,0.0087909+0.004592i,0.010195+0.0079743i,0.012669+0.01005i,0.016099+0.0073978i,0.016262+0.0012603i,0.011059-0.0046786i,0.0050653-0.0064729i,0.0015352-0.0045255i,-0.00074046-0.0013581i,-0.0031073-0.00012202i,-0.0037834-0.00035076i,-0.0013719-0.0019102i,0.0023071-0.0046095i,0.004297-0.0075883i,0.0043119-0.0097293i,0.0032755-0.0084027i,0.00192-0.0051405i,0.0011242-0.0028449i,0.00055807-0.0015216i,-6.5618e-05-0.00080394i,-0.0006237-0.00090207i
-0.00014709-0.00026577i,-0.00059364-0.0015129i,0.0031233-0.0024681i,0.010149-0.0049919i,0.015046-0.0094602i,0.012359-0.012293i,0.0038907-0.01114i,-0.0028181-0.0065177i,-0.0046064-0.0017628i,-0.0038949-0.00034913i,-0.0031697-0.00035258i,-0.0016265-7.8494e-05i,0.00097643-4.5556e-05i,0.0016512+0.0014602i,0.0022261+0.0051238i,0.0049355+0.0085682i,0.0072122+0.0095434i,0.0066826+0.0078571i,0.0037193+0.0052676i,0.0010505+0.0028956i,0.0005436+0.0012544i,0.00060562+0.0015075i,-0.00018304+0.0012826i
