0.0012477+0.00060848i,0.0018051-0.00047007i,0.0034861-0.0030065i,0.0029424-0.005692i,-7.9609e-05-0.0052785i,-0.0024845-0.002038i,-0.0020496+0.00043011i,-0.00015658+0.0019215i,0.0012305+0.0015336i,0.0016858-0.00046836i,0.0010027-0.0013453i,0.00047083-0.0012632i,0.00015424-0.00021131i,0.00029402+0.0013358i,0.00088743+0.0013116i,0.00095672+0.0006839i,0.00062084-0.00019619i,0.00025856-0.00062987i,5.787e-05-0.00094231i,1.2379e-05-0.0011552i,-0.00014922-0.00085189i,-0.0002214-0.00055188i,-0.00019622-0.00023219i
-6.3884e-05-0.00038696i,0.0020003-6.7769e-05i,0.0052149+0.0011437i,0.0080203+0.00089704i,0.0069523-0.0019816i,0.0019473-0.0053108i,-0.0037887-0.0078146i,-0.0069275-0.0084798i,-0.0063952-0.0055935i,-0.0032205-0.0010691i,-3.5976e-06-0.00068417i,0.00058528-0.0031757i,-0.00062027-0.0028095i,-0.001268-0.0012215i,-0.0014999-0.0011046i,-0.001939-0.0010633i,-0.0013401-0.001152i,-0.00085114-0.0011358i,-0.00042723-0.0012968i,0.00033278-0.0014555i,0.00030277-0.0011571i,0.0003825-0.00042506i,0.00035102-0.00025636i
0.00076827+0.00026573i,0.002443-0.00078754i,0.0039396-0.0006634i,0.0057304-0.00075922i,0.004979-0.0025559i,-0.00092658-0.00353i,-0.0072528-0.0022614i,-0.0087902+0.0015997i,-0.0054763+0.0048845i,-0.0010891+0.0042766i,-2.03e-05+0.0018816i,-0.0016703+0.0008278i,-0.0021252+0.0014317i,-0.0017931+0.002369i,-0.0014898+0.0022449i,-0.00053558+0.001633i,2.632e-05+0.0011022i,-0.00022002+0.00067528i,0.00025969+0.00044252i,0.00046974-0.00024815i,0.00052895-0.00019327i,0.00074292+0.00015239i,-3.9745e-05-0.00030777i
0.0010569+0.00026459i,0.0029302+0.00089143i,0.0065751+0.0014987i,0.0094634+0.0015818i,0.0067427+0.00042728i,0.00034881+0.0015933i,-0.0042307+0.0064901i,-0.0042583+0.010782i,-0.0013704+0.0098021i,0.0010156+0.0043196i,-5.009e-05+5.3494e-05i,-0.0020507-0.00030948i,-0.0020222+0.00075094i,-0.0019425+0.001195i,-0.0022584+0.0023363i,-0.0015644+0.0036266i,-0.00053909+0.0033474i,0.00032771+0.0016172i,0.00075849-0.00034271i,0.0003787-0.0017232i,-0.00011615-0.0015714i,-0.00029927-0.00069807i,-0.00059899+0.00055443i
0.00078104-0.00067322i,0.0021091-0.00041842i,0.004274+0.00075716i,0.0061706+0.0021296i,0.0066733+0.0022263i,0.0058662+0.0028449i,0.0058578+0.0059872i,0.0067917+0.0080017i,0.0070889+0.0046765i,0.0051288-0.00043626i,0.0020652-0.0013347i,0.0014586+3.6629e-05i,0.0020203+0.00034516i,0.001184+0.001007i,0.00044724+0.001812i,0.0011434+0.0007045i,0.0015949-6.9824e-05i,0.00077336-0.00026658i,0.00031644-0.00097729i,0.00056638-0.0012329i,0.0010201-0.0012339i,0.0012719-0.0007086i,0.00065811-0.00062915i
0.00075357+0.00081359i,0.0015842+0.00071069i,0.0056307-0.00065948i,0.0085935-0.0020986i,0.0079802-0.0020923i,0.0069478-0.0011688i,0.0089435-0.00029379i,0.010703-0.00031735i,0.008744-0.0014412i,0.003574-0.0011807i,-0.00051315+0.00037533i,-0.00013338+0.0013959i,0.00045114+0.001426i,0.00030543+0.0011335i,0.00054515-7.943e-05i,0.0012319-0.00032736i,0.0020568+0.00034541i,0.0018537+2.4779e-05i,0.00082643-0.00074294i,-0.00018254-0.0014624i,-0.00052506-0.00096188i,0.00027949+0.00079708i,0.0012873+0.001459i
0.00010348-0.0018269i,0.0032159-0.0013458i,0.0067464-4.5587e-05i,0.0092571+0.00044738i,0.0077776-0.0021171i,0.0052773-0.0060023i,0.003954-0.0083466i,0.0021428-0.0085428i,-0.00037928-0.0066405i,-0.0016667-0.0026734i,-0.00063892-0.00060043i,0.00069194-0.001875i,0.0002257-0.0032937i,-0.00099765-0.0025659i,-0.0013738-0.00067937i,-0.0011945-6.5895e-05i,-0.00057678-0.00044367i,-1.0544e-05-0.00035369i,-0.00033061-0.0008005i,-0.00066319-0.0013476i,-0.00072987-0.00052269i,-0.0010388+8.8093e-05i,-0.0015323-0.00048039i
-0.0010287-0.001282i,0.0011691-0.0015009i,0.0037318-0.00031056i,0.006432-4.167e-06i,0.006087-0.0027476i,0.0022393-0.0062144i,-0.0018812-0.0069009i,-0.0040175-0.0052261i,-0.002447-0.0020929i,0.00053624+0.0010013i,0.0012339+0.0007798i,0.00069331-0.0012537i,-0.00053116-0.0014442i,-0.0020651-0.00022183i,-0.0020149+0.00021194i,-0.0014747-0.00055212i,5.4895e-05-0.0012472i,0.0013669-0.0014768i,0.0010067-0.0010092i,0.00032114+0.00048205i,-0.00013639+0.00093138i,-0.00019817+0.00013746i,-0.00044942-0.00068882i
0.0011944-0.0013632i,0.0023158-0.0018455i,0.0056345-0.0019482i,0.0073262-0.0018691i,0.0045674-0.001472i,-0.0015943+7.7869e-05i,-0.0064356+0.0019873i,-0.0072032+0.0045308i,-0.0048675+0.0051821i,-0.0015028+0.0031427i,-0.00064287+0.00010931i,-0.0025795-0.0010842i,-0.0043663+0.00034772i,-0.0036322+0.0020156i,-0.0023939+0.0025869i,-0.0012167+0.002389i,0.00035957+0.0019472i,0.00049307+0.00095635i,0.00048886-0.00020986i,0.00070449-0.00074688i,0.00037292-0.00032107i,0.00051489+0.0007994i,4.9424e-05+0.0013236i
0.0011324-0.00106i,0.0029964+0.0014241i,0.0075479+0.0020048i,0.010223+0.00066737i,0.0083963-0.0012614i,0.0039568-0.00055713i,0.00041455+0.003579i,0.00054805+0.0057202i,0.0024985+0.0032592i,0.0029966-0.0010707i,0.0013563-0.0032408i,-0.0003616-0.0019463i,-0.0016913+0.00071278i,-0.0018472+0.0018285i,-0.00040497+0.00059021i,0.00080412+0.00012462i,0.0012006+0.00086262i,0.0010547+0.00048059i,0.00057842-0.00065997i,0.00024262-0.0007613i,0.00048951-0.001008i,0.0011508-0.00059795i,0.00083314+0.00044431i
0.00013416+0.00050547i,0.0022977-0.00026737i,0.005445+0.00096247i,0.009281+0.0014435i,0.010524+0.00031612i,0.007506+0.0014574i,0.004966+0.0038751i,0.0058789+0.0043163i,0.0059634+0.0025782i,0.0026231+0.00020213i,-0.00052306+0.00046499i,-0.00062439+0.0024205i,0.00062393+0.0029848i,0.00027436+0.0023461i,-0.00011053+0.0019328i,0.00060179+0.00094676i,0.0010153+0.00019119i,0.0019216+7.0271e-05i,0.0016505+1.4174e-05i,0.00044027-0.00017996i,0.00039791-0.00046459i,0.0011798-0.0001842i,0.0017296-0.00059541i
0.00061111-0.00011576i,0.0016253-0.00018919i,0.0045185+0.0013019i,0.0068241+0.0020089i,0.0059571-5.5386e-05i,0.0040743-0.0023101i,0.0024694-0.0026617i,0.0015414-0.0017211i,1.1999e-05+0.00041616i,-0.0021201+0.0012257i,-0.0023104+0.00052707i,-0.00080713-0.00014948i,-0.00053106-0.00040501i,-0.00028602+0.00015232i,0.00029616+0.0011899i,0.00011123+0.0018371i,-0.00018417+0.0017374i,-0.00045302+0.001252i,0.00010043+0.0003832i,0.00097247-0.00069203i,0.00074641-0.0012091i,0.00030582-0.00017468i,-7.1817e-05+0.00093618i
-0.0021951-0.0015332i,-0.00094144-0.0016885i,0.00076087-0.00020965i,0.0040573-3.8834e-05i,0.0058697-0.0013838i,0.0047194-0.0028445i,0.0016926-0.0029648i,-0.00012988-0.0018154i,-0.0015525+0.00051236i,-0.001555+0.0021948i,0.0013299+0.0014248i,0.0026207-0.0013875i,0.001296-0.0028391i,0.00011381-0.0011123i,0.00015203+0.0006465i,-0.00021052+0.00087365i,0.00015222+0.00020889i,0.0011958-0.00037302i,0.00080573-0.00061123i,0.00029567-0.00047237i,-0.00013767-0.00043689i,-0.00075504-0.0013298i,-0.0010491-0.0017336i
0.0011294-0.00093685i,0.0033018-0.0014559i,0.0068223-0.0011634i,0.010774-0.0016992i,0.0098466-0.003085i,0.004445-0.0026728i,0.0012593+0.00010395i,0.0015729+0.0030932i,0.0027094+0.0045663i,0.0031758+0.004643i,0.0018337+0.0024684i,-0.0001878-0.00081317i,-0.0011998-0.0012738i,-0.00083471+0.00080777i,0.00023696+0.0026504i,0.0012824+0.0025336i,0.0021506+0.001534i,0.0018472+0.00055916i,0.00077057+0.00010634i,0.00034882-0.00055431i,0.00073618-0.00035177i,0.00075978+0.00083667i,0.00055931+0.00098931i
0.00042333+0.00050205i,0.0031231+0.0013374i,0.0067137+0.0027651i,0.010881+0.0013701i,0.009309-0.0020503i,0.0040976-0.0034088i,0.00099898-0.0023691i,0.0009482-0.001489i,0.002761-0.0012119i,0.003816-0.0014477i,0.0017699-0.00296i,-0.0020021-0.0033874i,-0.0036559-0.0009875i,-0.0030146+0.00039346i,-0.001454-7.7258e-05i,-0.00016643+0.00017396i,0.00018+0.0012048i,0.00032207+0.0012673i,0.00030718-0.00030161i,-0.00012789-0.0013515i,-0.00017543-0.00035736i,2.0256e-05+0.00061214i,-0.00020041+0.00078061i
0.0048779+0.0028764i,0.00088679+0.0052947i,0.010985+0.0028467i,0.014704-0.002081i,0.0097769-0.007343i,-1.1151e-05-0.0086275i,-0.0045205-0.003815i,-0.00081371-0.00045989i,0.0042678-0.00081264i,0.0053576-0.0034486i,0.00057967-0.0039494i,-0.0031785-0.00046184i,-0.0021841+0.0025337i,-0.0012082+0.00282i,-0.00022006+0.0023146i,0.0012466+0.00079634i,0.0016928-0.00013074i,0.00073193+8.971e-06i,0.00049093+0.00041678i,0.00017692+0.00091877i,-0.00051026+0.00020857i,0.00017855-0.0012594i,0.00081005-0.0018981i
0.001447+0.00093376i,0.0022664+0.0021728i,0.0051179+0.0041572i,0.0077109+0.0048389i,0.0056468+0.0036822i,1.413e-06+0.0015191i,-0.0049504+0.00075209i,-0.0058534+0.00074921i,-0.0042903+0.00017229i,-0.0029581-0.00058373i,-0.0029261+0.00052205i,-0.0021951+0.002626i,-0.00055912+0.0027615i,-0.00088846+0.002208i,-0.0011145+0.0024734i,-0.00065544+0.0022113i,-5.9628e-05+0.0013569i,0.0011365+0.00080735i,0.0014529+0.00058414i,0.00061289+0.00053277i,-0.00045998+0.00023517i,-6.0936e-05-0.00053368i,0.00092188-0.00075238i
0.00038814-0.00069783i,0.0010244+8.4757e-05i,0.0043624+0.0010585i,0.0066237+0.0016991i,0.0058185+0.00044722i,0.0028808+0.000745i,0.00011175+0.0034349i,-0.0022597+0.0044673i,-0.0042806+0.0021084i,-0.0038957+0.00054895i,-0.0011795+0.0015334i,0.0012347+0.00070926i,0.0016711-0.00084518i,0.0005116-0.00077111i,-0.00068597+4.0904e-05i,-0.00069568+0.00014418i,0.00017434-0.0002381i,0.00098289-0.00018483i,0.0016522-0.00047845i,0.0014673-0.0011865i,-0.0002423-0.0013445i,-0.00099325-0.0010261i,-0.0012771-0.00028281i
0.0011075-0.0012577i,0.0023538-0.002797i,0.0039188-0.0017971i,0.0067219-0.00051484i,0.0082831+0.00076477i,0.0076727+0.0033877i,0.0065218+0.0060627i,0.0045434+0.0078674i,0.002644+0.0084202i,0.0018937+0.0065502i,0.0022072+0.0028509i,0.002861-0.0017344i,0.0019539-0.0039388i,-3.7258e-06-0.0015112i,-0.00021262+0.0013096i,0.0008359+0.0016766i,0.0017112+0.00037798i,0.0021786-0.00018948i,0.0012658-9.0365e-05i,-8.4432e-05-0.00012834i,-0.00098611+0.00064369i,-0.00043807+0.00036002i,0.00088251-0.00058304i
0.00020694+3.8722e-05i,0.0016281+0.0012868i,0.004354+0.0025911i,0.0075386+0.0023953i,0.0081059-0.00019487i,0.0070542-0.0027332i,0.0064327-0.0027582i,0.0068176+0.00072923i,0.0061553+0.0032803i,0.0042063+0.0017874i,0.0011679-0.0013201i,-0.0020041-0.0032566i,-0.0030563-0.0022944i,-0.0023275+0.0001122i,-0.00051132+0.00043663i,0.00091354-0.00042853i,0.00083035-0.00071535i,0.00015079-0.0005058i,-0.0010566-0.00025764i,-0.0007318-0.00040372i,0.000341-0.00031523i,0.00053505+0.00054347i,0.00061469+0.0019985i
0.00071758-0.0026743i,0.0029985-0.0020376i,0.0054259-0.0012374i,0.0087082-0.0017673i,0.0082071-0.0051439i,0.0049448-0.0088183i,0.0044158-0.0091606i,0.0056395-0.0070331i,0.0057887-0.005049i,0.0043317-0.0042998i,0.00071751-0.0029964i,-0.0036842-0.00090586i,-0.0051135+0.00026185i,-0.0032113-0.00011362i,-0.0012465-0.0014767i,-0.00058945-0.0026467i,-0.00021551-0.0022157i,0.00012187-0.00067205i,0.00065291-6.9037e-05i,0.0010237-0.000206i,0.0011541-0.0003537i,0.00067754-0.00068649i,0.00037778-0.00049554i
0.00017667-0.0013013i,0.0025357-0.00044578i,0.0052277+0.0011049i,0.0058112+0.0011905i,0.0025229+9.0125e-05i,-0.0033893-0.00099954i,-0.0062041-0.0030768i,-0.004031-0.0045968i,-0.0012954-0.0033935i,-0.00052833-0.0011103i,-0.002355+0.00096206i,-0.0036695+0.003384i,-0.0012598+0.00451i,0.00033084+0.0036915i,-0.00038001+0.0023753i,-0.00045038+0.0011933i,-4.869e-05+0.00070659i,0.00037746+0.00093495i,0.0002422+0.00097615i,0.00064773+0.00065425i,0.0010611+0.00059565i,0.0015257+0.00056809i,0.0023212+1.2391e-05i
0.0013588-0.00030357i,0.0032852-0.00068232i,0.0065748-9.8264e-05i,0.0084795+0.00090699i,0.0051523+0.00084752i,-0.0016447+0.00011011i,-0.0067651+0.00055783i,-0.0079055+0.00089412i,-0.0055504+0.00030754i,-0.0029911+0.00023152i,-0.00048844+0.0019487i,0.0017205+0.0037333i,0.0020136+0.0032679i,0.00076693+0.0016496i,-0.0003795+0.00065034i,-5.4731e-05+0.0010354i,0.00059647+0.0019211i,0.00092982+0.00086449i,0.0010353-0.00044016i,0.00088537-0.0013642i,0.00041132-0.0016634i,-0.00047855-0.0009585i,-0.00089504-0.00039093i
0.00075894+0.00090411i,0.0026252+0.0010352i,0.0069526+0.0025533i,0.010881+0.0028916i,0.011598+0.0026223i,0.0090018+0.0054585i,0.0045175+0.0090668i,-0.00012359+0.008834i,-0.00072895+0.0070009i,0.0017409+0.0050773i,0.003335+0.0021122i,0.0039506-0.00095679i,0.0027162-0.0032969i,6.5182e-05-0.0034329i,-0.00090737-0.0015633i,-0.00010122-0.00012542i,0.0010501+0.00047664i,0.001269-0.00030834i,0.00031059-0.0015712i,0.00013526-0.0015907i,0.00045337-0.0014813i,-2.2221e-05-0.0020883i,-0.0010552-0.0017451i
0.00055456-0.0017227i,0.0014371-0.0019287i,0.0047899-0.0012137i,0.0078181-0.00053915i,0.0075377-0.00067094i,0.0055122-0.00045166i,0.0042489+0.0028213i,0.0039617+0.0063344i,0.0040752+0.0062946i,0.0034673+0.0023999i,0.0019958-0.0017266i,0.00068916-0.0047804i,-0.00044211-0.0041481i,-0.0018846-0.0005221i,-0.0019108+0.0016824i,-0.00027241+0.001926i,0.0012643+0.001608i,0.0013044+0.001062i,0.00015606+0.00022039i,-0.00093183-0.00018008i,-0.0009631-0.00012718i,0.00029095+0.00058932i,0.00098344+0.0017421i
0.00060546-0.0012374i,0.0029683-0.00047658i,0.0064601+0.00038831i,0.009209-0.001182i,0.0085168-0.0064479i,0.006813-0.010202i,0.0072373-0.0083805i,0.0075697-0.0033767i,0.0056345-0.001664i,0.0027564-0.0033012i,-0.00085202-0.0046188i,-0.0040593-0.0040428i,-0.0061091-0.0012102i,-0.0061995+0.0016509i,-0.003598+0.0019785i,-0.0013362+0.00056702i,-0.00074844-0.00046495i,-0.00014839-0.00097593i,0.00079004-0.00053872i,0.00090072-0.00014744i,5.005e-06-0.00036511i,-0.00078268+0.00011926i,-0.00050875+0.000359i
0.00022887-0.00098396i,0.0015962-0.00063066i,0.0060169+0.001192i,0.0099145+0.0023156i,0.0091701+0.0010289i,0.0038665-0.00083554i,0.0012503-0.001149i,0.0036212-0.001389i,0.0038324-0.00071668i,-5.6552e-05-0.00048225i,-0.0042656-0.000926i,-0.0058973-0.00054363i,-0.0042022-4.6779e-05i,-0.00091947+0.0017435i,0.0013935+0.0027858i,0.0013604+0.0019627i,0.00028565+0.0015189i,0.00011753+0.0017116i,0.00068319+0.0012342i,0.0016613+0.00032049i,0.0020656-0.00038675i,0.0015611-0.00017678i,0.0015996+0.00022928i
5.3636e-05+0.0017971i,0.0014339+0.0012244i,0.0036103+0.0018986i,0.0052767+0.0019118i,0.002607-0.0012651i,-0.0038281-0.0044176i,-0.0065223-0.0058865i,-0.0042151-0.0052153i,-0.0020179-0.0013056i,-0.0023993+0.0029107i,-0.0032883+0.0045629i,-0.0023793+0.0042059i,-0.00017535+0.0042626i,0.0012423+0.0034733i,0.00094119+0.0017979i,0.00027372+0.00094687i,0.00041622+0.00064906i,0.0010669-0.00058419i,0.00083476-0.0023324i,-6.8085e-05-0.0021207i,0.0003427-0.00049757i,0.0015794+0.00086367i,0.0014596+0.0013177i
-0.00060588-0.00029456i,0.0010443-0.00063145i,0.0050138+0.00089197i,0.0087314+0.0006013i,0.010489-0.00093484i,0.0080229-0.00093768i,0.0023043+4.5059e-06i,-0.001584-0.00065565i,-0.00081507-0.00017588i,0.0020331+0.0023363i,0.0037295+0.0036737i,0.0035662+0.0033875i,0.0020462+0.00051344i,0.00044741-0.0018055i,5.5718e-05-0.0023389i,0.0011589-0.0016431i,0.0018878-0.00058097i,0.0012356-0.00012067i,0.00024819-5.2578e-05i,5.1616e-05-0.00046241i,0.00075101-0.00084565i,0.00079712-0.0016651i,0.00052695-0.0021265i
0.00087056-0.00081958i,0.002455-0.00053593i,0.0040345+0.0011327i,0.0060351+0.0029102i,0.0057513+0.0038092i,0.0023033+0.0046533i,-0.0016449+0.0044269i,-0.0041563+0.0044554i,-0.00257+0.0042349i,0.0016935+0.0023863i,0.0041642-0.00024959i,0.0041274-0.0018413i,0.0026871-0.0024163i,-2.8734e-06-0.0015403i,-0.00089586-0.00026693i,0.00086931-0.00047914i,0.001184-0.00051109i,0.00040694+0.00014283i,0.00044634+0.00012891i,3.4361e-05+0.00022782i,-0.00065075-1.6634e-05i,-0.00052006-0.00031536i,0.00017483-0.00069325i
7.1224e-05-0.0023671i,0.0024917-0.0011259i,0.0072001+0.00025523i,0.010989-0.0013092i,0.0094138-0.0059354i,0.0053636-0.0086794i,0.001452-0.00442i,-0.0015581+0.0026563i,-0.0016435+0.0038465i,0.00026493-0.00088137i,0.0014187-0.0051457i,0.0013267-0.0047533i,-0.00019454-0.0016009i,-0.0034904+0.0014171i,-0.0049091+0.0025782i,-0.0031067+0.001076i,-0.0011682-0.00057589i,-0.00022117-0.0012278i,0.00022284-0.0012038i,6.3046e-05-0.00083521i,-0.00051963+3.9599e-05i,-0.00094754+0.00067032i,-0.0015742+0.001082i
0.0012209-0.00027613i,0.0028359-0.00060098i,0.0060258+3.1121e-05i,0.010594-2.6834e-05i,0.012235+0.00013964i,0.0087411+0.0025655i,0.0052449+0.0067759i,0.0050347+0.0084782i,0.0045228+0.0047309i,0.001148-0.0010395i,-0.0023172-0.0037124i,-0.003308-0.0035346i,-0.0033985-0.002099i,-0.0021849-0.00011973i,0.00034563+0.0011947i,0.00067814+0.0017753i,-0.00022994+0.0022683i,0.0011492+0.001215i,0.0023397+0.00031215i,0.0013302+6.4174e-05i,0.00016508-0.00034326i,-7.3037e-05-0.00015289i,8.9682e-05+0.00028851i
0.00069323-0.00048955i,0.0017479+3.5287e-05i,0.0036431+0.00018415i,0.0040537+0.00093924i,0.0012879+0.00033821i,-0.001776-0.0016397i,0.00013376-0.0009817i,0.0047325+0.00058925i,0.0049826+0.00063051i,0.00016659+0.00048936i,-0.0041228-0.00027595i,-0.004687-0.001147i,-0.0024386-0.00014169i,5.2945e-05+0.0021741i,0.0010222+0.0036094i,0.00059447+0.00354i,0.00031209+0.0025307i,0.00065979+0.0014768i,0.00069126+0.00041975i,0.0012147-0.00040479i,0.001672-0.00047959i,0.001872+0.0009869i,0.0020536+0.0018067i
0.0005424-0.0013203i,0.0036176-0.0013046i,0.0088731-0.00081518i,0.013391-0.0015324i,0.013455-0.0040571i,0.010645-0.0057097i,0.0098162-0.0069483i,0.0080106-0.0079368i,0.0039266-0.006014i,0.00071448-0.0011703i,-0.00057445+0.002511i,-0.0011226+0.0032932i,-0.002208+0.0028043i,-0.001865+0.00013315i,-0.00013878-0.0023375i,0.0010836-0.0021497i,0.0021133-0.0012747i,0.0029027-0.0011166i,0.002254-0.0012588i,0.00075708-0.0013628i,-0.00042428-0.00064412i,-0.00047259-0.00022847i,-0.0001872-0.00088017i
0.0011136-0.00040574i,0.0020344-0.001513i,0.0040691+0.00038946i,0.0066591+0.0030958i,0.0059027+0.004614i,0.0022039+0.0032565i,-0.0020402-0.00072493i,-0.0052018-0.0032947i,-0.0039015-0.0019461i,0.00053865+0.0008065i,0.0017327+0.0020907i,-9.9185e-05+0.0029349i,-0.001165+0.0022252i,-0.00071225-0.00027166i,0.0006156-0.0013115i,0.001862-0.00036894i,0.0019227+0.00012268i,0.0011637+0.00020167i,0.00037776-5.1341e-05i,-0.00012488-0.0004709i,-0.00017204-0.0010423i,-0.00037901-0.0013796i,7.4224e-05-0.0014185i
0.0025371-0.00026156i,0.0034871+0.00078347i,0.0072429+0.00064577i,0.0092397-0.0009422i,0.0050206-0.0047386i,-0.0033827-0.0087332i,-0.0087159-0.0081554i,-0.0096668-0.0021969i,-0.006693+0.0032189i,-0.0016524+0.0021126i,0.00078377-0.0013699i,0.0011483-0.00071034i,0.00036828+0.0017732i,-0.0021099+0.003087i,-0.0030422+0.0027302i,-0.0017628+0.0013326i,-0.00060596-0.00046167i,4.4224e-05-0.0011112i,0.00034156-0.00051734i,0.00046387+1.4587e-05i,0.00094214+0.00014228i,0.00075563+0.00038643i,-0.00059273+0.00060042i
0.000199-0.001574i,0.0016072-0.0023247i,0.0053847-0.0015681i,0.010633-0.00098491i,0.013066-0.00084311i,0.0093148+0.0019127i,0.0014944+0.0071989i,-0.0021551+0.010793i,-0.00069024+0.0091031i,0.00064329+0.0039457i,0.00082178+0.00085942i,0.00076471-0.00057111i,0.00083267-0.0012933i,-0.00032776-2.43e-06i,-0.00060653+0.00057769i,0.00017721-0.00015884i,0.00037069-0.00037343i,0.0010474-0.0010105i,0.00060942-0.0013691i,-7.7729e-06-0.0020611i,-0.00028079-0.0016709i,-0.00094952-0.00037732i,-0.0013712-0.00042605i
0.0015812-0.0010624i,0.0039434+0.0010461i,0.0076423+0.0033272i,0.008514+0.0050766i,0.0035003+0.0065055i,-0.0024844+0.0091614i,-0.0021621+0.011278i,0.0034934+0.01002i,0.0070766+0.0064199i,0.0045455+0.0032336i,0.0004144+0.00052912i,-0.000424-0.0013638i,-0.00050024-0.0022029i,-1.5038e-05+2.1277e-05i,0.0015527+0.0033159i,0.0022686+0.0044083i,0.0017066+0.0040682i,0.001102+0.0030746i,0.00077033+0.0015994i,0.00071522-0.00013383i,0.00081231-0.0011616i,0.0014484-0.00055181i,0.0012674+0.00023852i
0.0017824-0.00065698i,0.0016703-0.0013895i,0.0045029-0.00166i,0.0085553-0.0031261i,0.010882-0.0076283i,0.012125-0.0094874i,0.012823-0.0062491i,0.011622-0.0035144i,0.0079156-0.0033839i,0.0045927-0.0025599i,0.0031568-0.0021501i,0.0012395-0.0029332i,-0.0014315-0.0022757i,-0.0023246-0.00076994i,-0.0018538-9.2716e-05i,-0.001317-0.00028344i,-0.00024345-0.0003601i,0.00016448-0.00050999i,-0.00041563-0.00028731i,-0.00029725+0.00068099i,0.00057605+0.0014625i,0.00018256+0.0017248i,-0.0008016+0.0015149i
0.0011346-0.0011964i,0.0038877+0.00046465i,0.0078231+0.002756i,0.01095+0.0059677i,0.012806+0.0070199i,0.011976+0.0047619i,0.0091038+0.0011076i,0.0044677-0.0036806i,-9.6287e-05-0.0057147i,-0.00049394-0.0042326i,0.00013633-0.0029918i,-0.0020509-0.0020873i,-0.0028145-0.00029886i,-5.6643e-05+0.00044631i,0.0019844-0.00051148i,0.0019112-0.0013219i,0.0021343-0.00080547i,0.0027438+0.00040069i,0.0027789+0.00081024i,0.00158+0.00058354i,8.4601e-05+0.00061006i,0.00011131+5.8905e-05i,0.00086912-0.00096719i
-0.00046914-0.0032777i,0.0019095-0.0026456i,0.0037669-0.0014143i,0.0031837-0.0032625i,-0.002703-0.007933i,-0.0092929-0.012302i,-0.010778-0.012493i,-0.0089378-0.0072347i,-0.006608-0.00010502i,-0.0049351+0.0023494i,-0.0044024-0.00036631i,-0.0043673-0.0010338i,-0.0039255+0.0014548i,-0.0035192+0.0040035i,-0.0024062+0.0044392i,-0.00069304+0.0029748i,0.00032048+0.0014985i,0.001056+0.00049182i,0.0018419-0.00081603i,0.0022554-0.0019174i,0.0017818-0.0016337i,0.00075489-0.00099668i,0.0003986-0.0009123i
0.0020109-0.0024879i,0.0059711-0.001534i,0.0082417-0.00098874i,0.011676-0.0011047i,0.013703-0.0020395i,0.010059-0.001656i,0.003744+0.00085605i,0.0012627+0.0045852i,0.0013156+0.0071901i,-7.6841e-05+0.0058389i,-0.0011972+0.0031522i,-0.00056932+0.0022944i,0.00024324+0.0021559i,-0.00096685+0.00074365i,-0.0020019-0.00080668i,-0.0020951-0.00089644i,-0.0013014-0.0011936i,0.00030246-0.0018087i,0.00062163-0.0020345i,-0.00045696-0.0020984i,-0.00095767-0.000927i,-0.0006298-0.0002355i,-0.00032666-0.00044291i
0.0022127-0.0014658i,0.003184+0.00088034i,0.0065322+0.0037733i,0.008123+0.0073731i,0.0037139+0.011662i,-0.0024174+0.016271i,-0.0035509+0.01633i,0.0011776+0.0099716i,0.0058655+0.0045091i,0.0055737+0.0027537i,0.0022413+0.0041754i,0.00027041+0.0062778i,0.00048532+0.0060025i,0.0019307+0.0045195i,0.0027769+0.0034004i,0.0026966+0.0026634i,0.0015022+0.002473i,-1.9037e-05+0.0020074i,-0.00098552+0.00044666i,-0.0012104-0.00070336i,-0.0015313-0.00096882i,-0.0012804-0.0011574i,-0.00021129-0.0013479i
0.0016126-0.002121i,0.0030093-0.0016918i,0.0072416-0.0020396i,0.010013-0.0041882i,0.010495-0.0092216i,0.0098692-0.012449i,0.0080257-0.0095975i,0.0057146-0.0055399i,0.0052122-0.0045656i,0.0055195-0.0041729i,0.0038184-0.0028878i,0.002508-0.0030343i,0.0010292-0.0031097i,-0.0013312-0.00092177i,-0.0017442+0.0012882i,-0.00035146+0.0023358i,0.00043184+0.001911i,-0.00053106+0.0011471i,-0.00076348+0.0018511i,0.00029499+0.0025162i,0.0006843+0.0019442i,0.00031793+0.0020901i,-0.00026258+0.0022478i
0.0002726-0.0013759i,0.003834-0.0021324i,0.0099192+0.0012936i,0.018128+0.0049148i,0.023845+0.0032196i,0.023279+0.0016407i,0.015259+0.00090912i,0.0026553+2.3524e-07i,-0.0046732-0.00086178i,-0.0031488-0.0017668i,0.0016182-0.0027048i,0.0040475-0.0038474i,0.0033542-0.0050861i,0.0027244-0.0048803i,0.002337-0.0035246i,0.0013018-0.002551i,0.0012308-0.001486i,0.0027736-0.00016275i,0.0030505+0.0010224i,0.002013+0.0010247i,0.0012849+0.0010417i,-9.961e-05+0.0014173i,-0.00069963+0.00039682i
