-0.0050834-0.00078338i,-0.0038163-0.000284i,-0.0029369-0.00042742i,-0.0013411-0.00094202i,-0.00066024+0.001147i,-0.000667+0.0025195i,5.0068e-05+0.00181i,0.00097131+0.00154i,0.0014104+0.00062987i,0.0016555+0.00024336i,0.0015088+0.00044177i,0.0009461-0.00034874i,0.00044806-0.00085993i,0.00044295-0.0011853i,6.2285e-05-0.00072874i,-0.0011453-0.00033759i,-0.0014981-0.00053625i,-0.0010225-0.00023574i,-0.00066542+0.00028653i,7.3854e-05-0.00011631i,0.00063067-0.00064219i,0.00010482+0.00011791i,-0.00042768+0.00073569i
0.0012117-0.0011904i,0.0050609+0.00096872i,0.0091041+0.0040593i,0.010706+0.0056755i,0.0079864+0.0041479i,0.004599+0.0013818i,0.0024194-0.00052604i,0.00067161-0.0023653i,-0.00038713-0.0036531i,-0.00064865-0.0038188i,-0.0015913-0.0029985i,-0.002904-0.0010518i,-0.0025299+0.00087384i,-0.0011522+0.0011431i,2.8184e-05+0.00076312i,-0.00010056+0.00085896i,-0.00068027+0.00077487i,-0.00078017+0.00049793i,-0.00072238+0.00065926i,-0.00028565+0.00136i,-0.00037206+0.00098302i,3.2277e-05+0.00018183i,0.0007105-7.4169e-05i
0.0012-0.0018182i,0.0021335-0.0048016i,0.005967-0.0088522i,0.0082191-0.0093527i,0.0062117-0.0062279i,0.00301-0.0030867i,0.00021876-0.0023735i,-0.0016511-0.0015552i,-0.0018929-0.0013081i,-0.0022554-0.0015975i,-0.0020852-0.00035227i,-0.00019748+0.0014072i,0.0012664+0.0014771i,0.0012013+0.00031362i,0.00074575-0.00070423i,0.00070052-0.00092612i,0.00040318-0.0010118i,-9.0883e-05-0.0012455i,-0.0001553-0.0011113i,-0.00031864-0.00097405i,-0.00017434-0.00062213i,-1.5159e-05-0.00047467i,-0.00050279-9.1659e-05i
-0.0025891+0.0014889i,-0.0048477-0.0011783i,-0.0085508-0.0026725i,-0.010669-0.0041088i,-0.0081153-0.0040225i,-0.0052223-0.001486i,-0.0033085+0.00087362i,-0.0022851+0.0016241i,-0.0025381+0.0021716i,-0.003624+0.0027478i,-0.00333+0.0029324i,-0.0013152+0.0022735i,-0.00026542+0.0002762i,-0.00051178-0.00083126i,-1.0719e-05-0.0003969i,0.00093498-0.00030983i,0.00020638-0.00087533i,-0.00061515-0.00096452i,-0.00056388-0.001137i,-0.00079719-0.00086506i,-0.00045474-7.3655e-05i,8.2771e-05+0.00039733i,0.00081484-7.6612e-06i
0.0021002-8.4364e-05i,0.00048833+0.0027569i,-0.00065243+0.0067459i,-0.0018585+0.0082471i,-0.0027046+0.0061867i,-0.0026767+0.0045041i,-0.0016631+0.0045733i,0.0001082+0.0038114i,0.00094856+0.0029214i,0.00081044+0.0020714i,0.0011106+0.0013193i,9.9418e-05+0.00014098i,-0.0018684-0.00025579i,-0.0017694+0.0005825i,-0.00033846+0.00057233i,-0.00014114+8.8499e-05i,-0.00077768-5.5665e-05i,-0.00092245+0.00038325i,-0.0007656+0.00094389i,-0.00040308+0.00094i,-0.00053273+0.00078331i,-0.00051569+0.0014162i,0.00021181+0.0012326i
0.000758+0.0014059i,0.0063797+0.00081142i,0.011795+0.00064675i,0.013288+0.0012709i,0.010336+0.0028983i,0.0067457+0.0043247i,0.0043576+0.0040978i,0.0031484+0.0026904i,0.0024242+0.0025357i,0.0018042+0.0028232i,0.0023193+0.0025913i,0.0021875+0.0022556i,0.0013969+0.002234i,0.0011961+0.0015252i,0.0012005+0.00063447i,0.0010852+0.00014851i,0.0011731+0.00051405i,0.0011065+0.00070986i,0.00031902+0.00067027i,0.00014692+0.0010468i,0.00054768+0.0013467i,0.00028495+0.00084344i,0.00025934+0.00013075i
-0.0013657-0.0040388i,-0.0007613-0.0071695i,0.00010011-0.011466i,0.001158-0.011267i,0.0018542-0.0054522i,0.0031945-0.00097273i,0.0037485-0.00028256i,0.0032512-0.00099883i,0.0026167-0.0026141i,0.0015842-0.004335i,1.9637e-05-0.0040457i,-4.7158e-05-0.0019839i,0.00070718-0.00014489i,0.00064193+0.00015402i,0.00098802-0.00010978i,0.0015184-0.00069053i,0.0010282-0.00018185i,0.00014422+0.00044196i,-0.00027365-9.4555e-05i,0.00060736-0.00016411i,0.00092507+2.4305e-05i,0.00031758+0.00033151i,0.00038203-0.00011305i
-0.0035262+0.0024188i,-0.0042132+0.003401i,-0.0076888+0.0039772i,-0.0082438+0.0033545i,-0.0031169+0.0013649i,0.0012907-0.0019816i,0.0015844-0.0037183i,0.00029911-0.0034961i,-0.00099233-0.0028584i,-0.0010027-0.0024262i,0.00011839-0.0023569i,0.0001345-0.0026149i,-0.00014356-0.0022427i,5.5609e-05-0.0016811i,-0.00030317-0.0012188i,-0.00076141-0.00095047i,-0.00080688-0.0017655i,-0.00010718-0.0023508i,0.00044647-0.0010261i,-0.00031073-0.00011692i,-0.00096838-0.0007152i,-0.00062986-0.00090915i,-0.00025932-0.00041984i
0.0016304-0.0012097i,0.0028196+0.0022785i,0.0035225+0.0082356i,0.0029423+0.010578i,0.0015914+0.00655i,-0.0010765+0.0012707i,-0.0023336-0.00040351i,-0.0031547-0.00026304i,-0.0054735-0.00087403i,-0.0066877-0.00082737i,-0.0050364+0.0007277i,-0.0025205+0.0018773i,-0.0016363+0.0012733i,-0.001635+0.00016229i,-0.00077261-0.00052213i,0.00017164-0.00066326i,0.00064277-0.00046061i,0.00036966-0.00031998i,-0.00029333-0.00041254i,-0.00081238+7.1623e-05i,-0.00080642+0.0002367i,-0.0012696-0.00016815i,-0.00055031-0.00027638i
0.0019543-0.0022228i,0.006116-0.0042879i,0.010477-0.0064611i,0.012096-0.0062348i,0.0066915-0.0035198i,0.00013902+0.00026984i,-0.0021025+0.0027149i,-0.0019569+0.0034942i,-0.0011438+0.0030786i,-0.00021018+0.0030654i,-4.6802e-05+0.0023186i,2.6006e-05+0.0013009i,-0.00013577+0.00071515i,-0.00035075+0.00088837i,-2.9359e-05+0.00072262i,0.00074756-4.1164e-05i,0.00016351-4.6467e-06i,-0.00023976+0.00013608i,0.00010472+0.00057327i,-0.00087798+0.00054324i,-0.0007686+0.00025409i,0.00025095+0.00013788i,4.7943e-05-0.00027629i
-0.0024634-0.0034112i,-0.0044866-0.0058726i,-0.0072793-0.008506i,-0.0079849-0.0088468i,-0.0055764-0.0036777i,-0.0017491+0.0021638i,0.0015659+0.0041496i,0.0026488+0.0041952i,0.0028237+0.004139i,0.0030824+0.0044783i,0.0031834+0.0043404i,0.0028497+0.0023764i,0.0025365+0.0016313i,0.0021152+0.0014925i,0.0017292-0.00030438i,0.001268-0.001216i,0.00061811-0.0007798i,0.00035045-0.00085389i,-5.4166e-05-0.00076251i,-0.00032986+0.00035366i,-0.00070356+0.00039759i,-0.0012188+0.00011242i,-0.00013018+0.00038057i
-0.0023783+0.0029937i,-0.004765+0.0066694i,-0.007454+0.0090325i,-0.0075942+0.009416i,-0.0052757+0.0074426i,-0.0018519+0.0051289i,0.0010307+0.0029117i,0.0028676-0.00051484i,0.0034808-0.0040304i,0.0023894-0.005179i,0.00092675-0.0045892i,-4.473e-05-0.002657i,-0.00030601-0.00061664i,-0.00013886-0.00026915i,0.00021253-0.00067051i,0.00044877-0.00025987i,0.00021248+0.00027942i,-0.00028627+0.00047223i,-5.5684e-05+0.00036008i,0.00098643+0.00027024i,0.00088903+0.00059947i,-0.00039248+0.00056134i,-0.0008035+0.00010253i
0.0019302+0.00039173i,0.0062879+0.0027836i,0.010838+0.0053296i,0.012857+0.0066699i,0.010455+0.0064288i,0.0071353+0.0041096i,0.0043913-1.2628e-05i,0.00031252-0.0028133i,-0.0027995-0.0032452i,-0.0023151-0.0020998i,-0.0019122-0.00091172i,-0.0016333-0.0012401i,-7.9331e-05-0.0028046i,0.0012599-0.0024729i,0.0012007-0.001268i,0.00033885-7.1477e-05i,-7.3662e-05+0.00098413i,-7.6703e-05+2.4008e-05i,0.00063793-0.0012663i,0.0012385-0.0012266i,0.0014448-0.00048546i,0.0015426+0.00013595i,0.0015432-3.9345e-05i
0.00081047-0.00016593i,0.0032485-0.0052948i,0.0065723-0.011045i,0.0079105-0.013159i,0.0058574-0.010396i,0.0035493-0.005091i,0.00080169-0.0010923i,-0.0024478+0.00089959i,-0.0041459+0.0016407i,-0.0051203+0.0017705i,-0.0052973+0.0027023i,-0.0034225+0.0023202i,-0.0022491+0.00071912i,-0.0021601+0.00038076i,-0.0005689+0.00057459i,0.00042344+0.00070988i,6.6523e-06+0.00070012i,5.5117e-05-0.00024746i,0.00029815-0.00098502i,9.5925e-05-0.00096504i,0.00068212-0.00090091i,0.0016452-0.00099939i,0.0012255-0.0015097i
-0.0015102-0.0029444i,-0.004386-0.0040239i,-0.0096417-0.0048223i,-0.011748-0.0050403i,-0.0082673-0.0033511i,-0.0042022-0.0020998i,-0.0024781-0.00089243i,-0.00057766+0.0008202i,0.0015071+0.0026306i,0.0019175+0.0039287i,0.0016895+0.0034362i,0.00026813+0.0010403i,-0.0015632+3.2693e-05i,-0.0019712+0.00032356i,-0.0010814+0.00028694i,-0.0001693-0.00019409i,0.00025778-0.00086673i,0.00095684-0.00069546i,0.00061585-0.00070242i,-0.00034728-0.00085675i,-0.0011916-0.00075873i,-0.00096823+0.00014666i,-0.00037943+0.0002599i
0.00091161+0.0037181i,0.00011433+0.0059493i,-0.00060459+0.011004i,-0.0020704+0.013637i,-0.003313+0.0095661i,-0.0036262+0.0047479i,-0.0018578+0.0039727i,0.0012749+0.0037693i,0.0022509+0.0021821i,0.0011142+0.00088235i,0.0012939+0.0014468i,0.0014334+0.0026299i,0.0004973+0.0029387i,0.00049815+0.0023681i,0.00096278+0.0016963i,0.00067645+0.0008144i,0.00026334-0.00027761i,-0.00028354-0.00044629i,-0.00021766-0.00023829i,6.7171e-06+0.00031218i,-5.6224e-05-1.1623e-05i,-0.00019248-0.0010184i,-0.00082566-0.00065265i
0.0065751+0.00020112i,0.0099552-0.00021244i,0.014371+0.00040373i,0.016322+0.00038916i,0.011666+0.0017352i,0.0047244+0.0036578i,0.001974+0.003064i,0.0017129-8.7197e-05i,0.002391-0.0025513i,0.0016409-0.0030771i,-0.00092149-0.0030008i,-0.0012221-0.0017605i,0.00078854-0.0001017i,0.0022347+0.00042365i,0.0017951+9.2089e-05i,0.00064723-1.7378e-05i,-9.6163e-05+0.00018787i,-0.00072612+0.00026868i,-0.00021983-0.00038009i,0.00036324-1.5129e-05i,-0.00022358+0.0002745i,-7.2079e-05+0.00044599i,-9.8536e-05-5.8867e-05i
-0.0013854-0.0041541i,-0.0012014-0.0068963i,0.00047446-0.01143i,0.0026467-0.012246i,0.0046151-0.0075587i,0.0056248-0.0024072i,0.0042652+0.00029938i,0.0020363+0.0015851i,0.00035369+0.00119i,-0.00091308+0.00031384i,-2.5417e-05+0.00036236i,0.0014841-0.00021366i,0.0014564-0.0020124i,0.00098306-0.0025596i,-8.2207e-05-0.0020982i,-0.00069965-0.0026753i,-0.00052456-0.0023488i,-0.00037106-0.0011987i,-0.00012941-0.00074485i,0.00025865+0.0001234i,0.0002441+0.00086178i,-0.00044102+0.00012582i,-0.00028756-0.00039983i
-0.0025416+0.0046628i,-0.0051426+0.0048701i,-0.010251+0.0058984i,-0.010596+0.0047268i,-0.0055267+0.0018674i,-0.0012498+0.00022014i,0.00024438-0.00017395i,-0.00037553-0.00085047i,-0.0011897-0.00082961i,-0.0022502-0.00074128i,-0.003073-6.821e-05i,-0.0031632+0.00034919i,-0.0037037-0.00033418i,-0.0036004-0.0013639i,-0.0025053-0.0019202i,-0.0011958-0.0018755i,-0.0006118-0.0003217i,-0.00072822+0.00031281i,-0.00037557-0.0011588i,-0.00014033-0.00079495i,-0.00016792-0.00022147i,0.00043177-0.00034255i,0.00013525+0.00034027i
-0.0018032-0.0033015i,0.00095232+0.0013558i,0.0054361+0.0068211i,0.0070284+0.0083907i,0.0046876+0.0051301i,0.0018304+0.0016026i,0.00035519-1.8046e-05i,0.00018148-0.0002369i,-0.0003633+0.0009736i,-6.3161e-05+0.0019506i,-2.6678e-05+0.0016631i,-0.0019331+0.0008571i,-0.0027879+0.00054376i,-0.0020794+0.001497i,-0.0018924+0.0014331i,-0.0016247-0.0006293i,-0.00080638-0.0015298i,-0.0002618-0.0011652i,-0.0010367-0.00034945i,-0.0013634-8.8379e-05i,-0.0004373-6.9956e-05i,0.00058403+0.00041901i,0.00097174+0.00017767i
0.0037549+0.0013854i,0.007382-0.0019433i,0.011396-0.0071622i,0.010512-0.0097767i,0.0046265-0.0077697i,5.792e-05-0.0031936i,-0.0011079+0.00076072i,-0.00089248+0.0019896i,2.3245e-05+0.0018098i,0.00028324+0.0011231i,0.00018695+0.001724i,0.00072613+0.0031767i,0.0012263+0.0036184i,0.0013251+0.0025594i,0.0011903+0.0005661i,0.00096274-0.0002335i,0.00092837+0.00052743i,-0.00011711+0.00013494i,-0.00081092-0.00063379i,-0.00034001-0.00015067i,3.2358e-05+5.4092e-05i,0.0002609-0.00091796i,0.00022403-0.00054157i
-0.0025243-0.0059965i,-0.005647-0.0084157i,-0.0087849-0.010567i,-0.011082-0.0094097i,-0.010074-0.003793i,-0.0056608+0.00062628i,-0.0021378+0.0014866i,8.7844e-05+0.00070175i,0.001217-0.0010501i,0.0017374-0.0018456i,0.0010456-0.0012613i,0.00055729+5.5436e-05i,0.0014462+7.8354e-05i,0.0019428-0.00076439i,0.0012872-0.00065992i,0.0005152-0.00047275i,-0.00014693-0.0001757i,-0.00036011+0.0002143i,-0.00057093+0.00055336i,-0.00099405+0.0005106i,-0.00096781+0.00027262i,-0.0009262-0.00021935i,-0.00084726-0.00034368i
0.00347+0.0032835i,0.00062565+0.0050906i,-0.0025539+0.007773i,-0.0049513+0.011041i,-0.0039884+0.011631i,-0.0021777+0.0088568i,-0.00084052+0.0052443i,0.0009394+0.0010083i,0.00019078-0.0022537i,-0.0017983-0.0025916i,-0.0011321-0.0015904i,6.7675e-05-0.0014528i,0.00015092-0.0006986i,-0.00018845+0.0002053i,-0.00020029-0.00049627i,0.00019302-0.0012172i,0.00080413-0.00068205i,0.0010981-0.00015333i,0.00095681+3.2846e-06i,0.00051044-3.7971e-05i,-3.0287e-05-0.00062927i,-0.00088414-0.00087621i,-0.0010821-0.00013125i
9.7996e-05-0.0018175i,0.005858+0.0025701i,0.010463+0.0067103i,0.013043+0.0084398i,0.011755+0.0071349i,0.0075971+0.0053271i,0.0026928+0.0030191i,-0.0021809-0.00028053i,-0.0041062-0.0024886i,-0.0031522-0.0013307i,-0.0029275+0.0012231i,-0.0023678+0.0021025i,-0.001244+0.0014159i,-0.00098703+0.0015041i,-0.00072097+0.0015262i,-0.00022947+6.2281e-05i,0.00039054-0.00082585i,0.00094615-0.0008929i,0.00097928-0.0011581i,0.00039613-0.00099742i,0.00036035-0.00027092i,0.0008859+0.00082912i,0.0014549+0.00081293i
-0.00096752-0.0014548i,0.00097337-0.0072086i,0.0052648-0.011529i,0.0095205-0.012528i,0.010071-0.008868i,0.008454-0.0039129i,0.0053372+0.0002175i,0.001091+0.0035919i,-0.0010449+0.0056296i,-0.00032653+0.0053523i,0.00010769+0.0038931i,-0.00061282+0.0026003i,-0.00092258+0.0020414i,-4.3524e-05+0.0022466i,0.0005107+0.0019047i,-0.00012111+0.00072128i,-3.4641e-05+1.3427e-05i,-0.0003706-0.00063297i,-0.0011316-0.0012154i,-0.0010719-0.00066018i,-0.00040212+0.000281i,0.00042445+0.00088397i,0.00078011+0.00036606i
-0.0037808+0.00062603i,-0.0064417-0.0012898i,-0.010395-0.0015535i,-0.012319-0.0027144i,-0.0091751-0.004518i,-0.0042485-0.0041509i,-0.0011187-0.0011091i,0.0011979+0.0017742i,0.0022434+0.00066897i,0.0014008-0.00065212i,0.0012241-4.181e-05i,0.0022417+9.3923e-05i,0.0024694-0.00016007i,0.0014866+0.00045641i,0.00098746+0.00041896i,0.0010824+0.00010857i,0.0010661+5.6841e-05i,0.0002428-0.00043733i,-0.00026102-0.00041862i,-0.00020085-0.00019407i,5.1059e-06-0.00012504i,0.00050688-0.00029251i,0.00014685-0.00071702i
-0.0030245+0.0049951i,-0.0029795+0.0083379i,-0.0021932+0.013143i,-0.00091239+0.014129i,-0.00098415+0.01037i,-0.0013384+0.0056009i,0.0004254+0.0019659i,0.002361-0.0009172i,0.0022262-0.0027509i,0.0015961-0.0020533i,0.0024731-0.00072497i,0.0025735-0.00047034i,0.0015875-0.00058644i,0.0016362-0.0012411i,0.0015008-0.00034086i,-0.00016729+0.00027749i,-0.0010958+0.0003517i,-0.00094937+0.0015131i,-0.00071437+0.0023677i,-0.00075751+0.002076i,-0.00075176+0.00094812i,-0.00032853-0.00029699i,0.00027059+3.7877e-05i
0.0028956-0.0021007i,0.0080153-0.0022712i,0.012629-0.0033235i,0.012748-0.0031003i,0.0060941-0.00066338i,-0.00021676+0.0025126i,-0.0020549+0.0031933i,-0.0027518+0.00096616i,-0.0039782-0.00037451i,-0.0044316+0.0002376i,-0.0031011+0.00072867i,-0.0017824-0.0004424i,-0.0014851-0.0016544i,-0.0006556-0.0016562i,8.8545e-05-0.0013184i,0.00024348-0.00071478i,0.0012751-0.00065146i,0.0021812-0.00094416i,0.0017236-0.00075079i,0.0011262-0.00066613i,0.00078984-0.00085732i,-9.0935e-05-0.0011517i,-0.00054-0.00069238i
0.0032394-0.0020656i,0.0012837-0.0069385i,-0.00096938-0.012991i,-0.0028062-0.013426i,-0.0021346-0.0067381i,0.00085635+5.0223e-05i,0.0011816+0.001705i,-0.0004976+0.0014933i,0.00036048+0.0016653i,0.0010379+0.00027648i,-0.00018545+0.00021567i,-0.0015443+0.00092741i,-0.0025359-0.00059024i,-0.0014574-0.0016676i,0.00044183-0.0013074i,0.0014384-0.0013452i,0.001395-0.00098299i,0.0013922-8.3986e-05i,0.0017846+5.5509e-06i,0.0017043+0.00078238i,0.00053569+0.001594i,-3.3699e-05+0.00070989i,-0.00041348+4.1348e-05i
0.00036647+0.0012672i,-0.0018941+0.00078948i,-0.0049116+0.0039751i,-0.0049624+0.0061933i,-0.00085433+0.0059411i,0.0026508+0.0037303i,0.0030476+0.0024019i,0.003173+0.0028643i,0.0031475+0.0021131i,0.0016228+0.00095035i,0.00032834+0.00092149i,-0.0010832+0.0010919i,-0.0018388+0.0011728i,-0.0012998+0.001286i,-0.0004424+0.00086736i,-0.00044732-0.00017025i,-0.0010576-0.001528i,-0.00087442-0.0020202i,-0.0003108-0.0016632i,-6.1145e-05-0.0013992i,0.00019326-0.00090577i,0.00040105-7.1094e-05i,0.00024183+0.00081976i
-0.0030076+0.0029267i,0.0019141+0.0075123i,0.007658+0.013096i,0.0107+0.01287i,0.0093784+0.0065787i,0.0046711+0.0016741i,0.0013676+7.4387e-05i,0.00042007-0.0014743i,7.6148e-05-0.0035313i,-0.00022841-0.0033505i,-1.0974e-05-0.0012072i,0.00031822+0.00054827i,0.00069698+9.7893e-06i,0.00034441-0.00039459i,-0.00084341+0.00031529i,-0.0016758-5.7227e-05i,-0.0014404-0.00073238i,-0.0011018-0.00028643i,-0.0010928+0.00020981i,-0.0011865-0.00011289i,-0.00070047-0.0003927i,0.00014365-0.00084816i,-2.1523e-07-0.0013189i
0.00016031-0.0035745i,0.0040763-0.0061605i,0.0084775-0.0099784i,0.010193-0.012801i,0.007977-0.0094914i,0.0047318-0.0041577i,0.0020293-0.0018914i,-0.00047133-0.00019385i,-0.0022678+0.0022846i,-0.0030951+0.0031369i,-0.001928+0.0025444i,-0.00023701+0.0018536i,0.00094646+0.0011906i,0.0021958+0.00056691i,0.002396-0.00038216i,0.00059798-0.00067459i,-0.00096337+0.00023277i,-0.0018808+0.00094093i,-0.0021018+0.00086335i,-0.0016946+8.6698e-05i,-0.0013503+0.00028888i,-0.001034+0.00092375i,-0.00046876+0.0007006i
-0.0011145+0.0019154i,-0.0034-0.00074901i,-0.0075397-0.0058204i,-0.010846-0.0076033i,-0.011377-0.0058157i,-0.0090855-0.0025256i,-0.0050909+0.0017079i,-0.00099685+0.0038042i,0.00034414+0.0025172i,-0.0010409+0.0015316i,-0.0010287+0.00055982i,0.00065192-0.0013743i,0.00057356-0.0025144i,-0.0002436-0.0018716i,-0.00093353-0.00054902i,-0.00066737+0.00088173i,0.00083007+0.001114i,0.0010866-4.069e-05i,0.00044795-0.00079987i,0.00012331-9.1886e-05i,0.00037134+0.00078129i,0.00029442+0.00015917i,-0.00013515-6.4362e-05i
0.00069929-0.0044393i,-0.0040702+0.0019102i,-0.0096014+0.010036i,-0.010267+0.013761i,-0.0082516+0.012675i,-0.0043336+0.0093381i,0.00054803+0.0042908i,0.0025912+1.7348e-05i,0.0027511-0.0008119i,0.0027964-1.3817e-05i,0.0024232+0.00045727i,0.0016123+0.00034175i,0.00064575+0.00036735i,0.00016083-0.0003416i,0.00095319-0.0013638i,0.0019336-0.0019631i,0.0021652-0.0022597i,0.001514-0.0012963i,0.00047977+0.00031055i,0.00015021+0.00053078i,0.00077374+0.00022971i,0.00088812-1.2711e-05i,7.454e-05-0.00033979i
-0.0017988+0.0046499i,0.0064068+0.006576i,0.015302+0.0086601i,0.020367+0.0095438i,0.0167+0.0097128i,0.0099873+0.00833i,0.0055312+0.0047755i,0.0012856+0.0012221i,-0.0019898+9.2071e-05i,-0.0028793+0.00071808i,-0.0027932+0.0005899i,-0.0037476+0.00010162i,-0.003632+0.00047493i,-0.0024074+0.0015709i,-0.0015216+0.0018752i,-0.00091353+0.00067565i,-0.00084115-4.3593e-05i,-0.0005582-5.9087e-05i,-5.1789e-05-0.00041955i,0.00017886-0.0003695i,0.00054051-0.00089292i,0.00058948-0.0013013i,0.00047096-0.0010344i
-0.0024835-0.0093594i,-0.001399-0.0098448i,-0.00016459-0.01182i,1.4772e-05-0.013012i,0.00059315-0.0089639i,0.0023718-0.0039618i,0.0010257-0.0027058i,-0.0014324-0.0013344i,-0.00089101-0.00029814i,0.00020222-0.0013135i,0.00039538-0.0010333i,0.0011735+8.0002e-05i,0.0016031+4.9597e-05i,0.0011333-5.0483e-05i,4.6243e-05+6.9618e-05i,-0.00084913+0.00045107i,-0.0013473+0.00072415i,-0.0013592+0.0001023i,-0.00039595-0.00064514i,0.00075163-0.0004383i,0.00085921+0.00014632i,-6.3341e-05-0.0002529i,-0.00043721-0.0013099i
-0.0041996+0.006607i,-0.0049948+0.0015592i,-0.0073039+0.00018174i,-0.007357+0.00049052i,-0.0026278+0.0021958i,0.0026041+0.0008708i,0.0033032-0.00023156i,0.0017285+0.0025841i,0.00043195+0.0037348i,-0.00083702+0.0035496i,-0.00023662+0.0042635i,0.0017258+0.0033896i,0.0022992+0.0011839i,0.0024216+0.0003341i,0.0027745-0.00035794i,0.0020001-0.00089994i,0.00094487-0.00039384i,0.00047463+0.0003111i,0.0007184+0.00021062i,0.00018924-0.00058856i,-0.0014782-0.0010764i,-0.0022317-0.00056991i,-0.0015126-2.6044e-05i
0.021254-0.0089099i,0.010019-0.0079096i,0.005322-0.0092513i,0.0027512-0.0056265i,-0.0038487-0.0073454i,-0.013003-0.0054502i,-0.011016+0.0015682i,-0.0021662+0.001245i,0.0014201-0.0053253i,-0.0019092-0.0084658i,-0.004054-0.005293i,-0.0025838-0.0012211i,-0.0011655-0.00015603i,-0.00033736+0.00030384i,0.00099943+0.00027663i,0.0013034-0.00060326i,0.0010992-0.0012691i,0.00060288-0.0010892i,0.00014653-0.0012062i,0.00042588-0.0017239i,0.00042715-0.0014515i,-0.0001875-0.0011405i,-0.0015113-0.00054675i
0.0058597-0.0032906i,0.0067923-0.002661i,0.0099758-0.004868i,0.010583-0.0079342i,0.0055799-0.0067812i,0.0017032-0.0013148i,0.0013959+0.00097166i,5.7235e-05+0.00015805i,-0.0014521+0.00058424i,0.00021815+0.0019123i,0.0025524+0.0023665i,0.0027253+0.0011229i,0.0015343-0.00037565i,0.00067053-0.001365i,0.00052291-0.0015938i,-0.00019448-0.0013026i,-0.00087509-0.00073166i,-0.00025417-0.00024568i,-0.00044276-0.00027852i,-0.0014679-9.8199e-05i,-0.00056939+0.00022613i,0.00049442+0.00092949i,8.3912e-05+0.0010609i
0.0042917-0.0089918i,0.0035139-0.010421i,-0.00072874-0.012629i,-0.0065091-0.0096965i,-0.0090295-0.0022464i,-0.006659+0.0035849i,-0.0021857+0.0049468i,0.00051706+0.0035893i,0.00018295+0.00073334i,-0.0013715-0.0017364i,-0.0030131-0.0013913i,-0.004023+0.00091406i,-0.0040839+0.002674i,-0.0033968+0.0029051i,-0.00095443+0.002547i,4.3179e-05+0.0012223i,-0.00048758-0.000466i,-0.00087207-0.00094786i,-0.00058649-0.0013663i,0.00039719-0.0010704i,0.00077649-0.0004227i,0.00055579-0.00087342i,-0.00013397-0.00083243i
-0.0038103-0.007269i,-0.0070592-0.0029277i,-0.011204+0.0051048i,-0.010911+0.012157i,-0.0059628+0.012461i,-0.001309+0.0060844i,0.00046168+4.4051e-05i,0.0010076-0.0012075i,0.0026442+9.8358e-05i,0.0035347+0.00051859i,0.0021954-0.0016149i,0.00040481-0.0016362i,-4.8128e-05+2.2586e-05i,0.00039912+0.00055876i,0.00039014+0.00040659i,-3.806e-06+0.00010963i,-0.0011237-0.00010281i,-0.0012603-0.00011054i,-0.00065759+0.00012848i,-0.00093757-0.00075124i,-0.00033773-0.0013008i,0.00082254-0.00031891i,0.0016862+0.00041515i
0.0025157+0.0073034i,0.0087938+0.0057131i,0.017338+0.0062423i,0.021258+0.0070518i,0.017003+0.0055739i,0.0099607+0.0039728i,0.0056528+0.0029763i,0.0035125+0.0012033i,0.0006951-0.001065i,-0.0017869-0.0012095i,-0.002516+0.0014963i,-0.0016166+0.0028273i,0.00073937+0.0024046i,0.0017738+0.0019603i,0.001896+0.0016251i,0.0015676+0.0015646i,-0.00011582+0.0018539i,-0.0014187+0.0025673i,-0.0018621+0.0029131i,-0.0013621+0.00075786i,-0.00066841-0.00092449i,-0.00051174-0.0013808i,-0.0001687-0.0016478i
0.0027702+0.0042186i,0.0062191-0.00096748i,0.011809-0.0072273i,0.011969-0.01195i,0.0072634-0.0125i,0.0019414-0.0082598i,-0.0015705-0.004234i,-0.0018859-0.0019573i,-7.1353e-05-0.001247i,0.00072068-0.0029732i,0.00010003-0.0043078i,-0.00061683-0.0032497i,-0.0015034-0.0019829i,-0.0012914-0.00092264i,-2.289e-05-0.00014531i,0.0015569+0.00023013i,0.0021779+0.0008439i,0.001587+0.0010959i,0.0010836+0.00047977i,0.00092765+8.0735e-05i,-2.3326e-05+0.00022076i,0.0001206+7.7634e-06i,0.0013188-0.00025773i
0.0013096-0.0012896i,-0.0050486-0.0047656i,-0.012178-0.0089468i,-0.013045-0.0094699i,-0.0078701-0.005644i,-0.0013272-0.0032749i,0.0016153-0.0022891i,0.0015209+0.00061003i,0.00080925+0.003015i,-0.00043929+0.0041708i,4.0882e-05+0.0043787i,0.00090793+0.0021468i,0.00018236+0.00041131i,-0.00038446+0.00010059i,-9.7403e-06-0.0009274i,0.00042733-0.0015059i,0.00054352-0.0017887i,0.00038222-0.0015479i,1.3271e-05-0.00081991i,0.00034615+6.4095e-05i,0.0006277+0.00059132i,0.00010239-0.00018421i,-0.0010252-0.00065823i
