1.6606e-06+0.0013371i,0.00091744-0.00012175i,0.00074143-0.001524i,0.0010055-0.0025559i,9.373e-05-0.0019917i,-0.0013359-0.00016809i,-0.0011556+0.00061459i,7.1353e-05+0.00085286i,0.00060025+0.00025463i,0.00036391-0.00050864i,0.00061618-0.00042481i,0.001134-0.00055755i,0.00096118+0.00029443i,0.00031954+0.001168i,0.00029823+0.0013224i,0.00024421+0.0015757i,-0.00025518+0.0009024i,3.3829e-05+0.00057535i,0.00040346+0.0006691i,2.0917e-05+0.00042544i,-3.0643e-07+0.00059408i,0.0010736+0.00049141i,0.0012222-0.00028298i
0.00051776+0.00018816i,0.00078911+0.00012071i,0.0017992-0.00026595i,0.0034245-0.0013307i,0.0032165-0.0017164i,0.001874-0.0015873i,0.0013342-0.00058766i,0.00093288-0.00084649i,3.6582e-05-0.0012872i,-0.00056006-0.00039316i,-5.6801e-05+0.00047706i,0.00040364+0.00097564i,0.00066684+0.00088032i,0.00049346+0.00034939i,-4.398e-06+0.0010601i,-0.00013576+0.0018144i,-5.0282e-05+0.00073746i,0.00016308+0.00024441i,-0.00056919+0.00055914i,-0.00038311-2.3565e-05i,0.0005454-0.00013636i,4.5555e-05+0.0001254i,-0.00068643+0.00042313i
0.0022739+6.919e-05i,0.002303-0.0012067i,0.0022287-0.0024407i,0.002454-0.0029914i,0.0020628-0.0028703i,0.00033875-0.0015791i,-0.0002504-0.00045437i,0.00038807-0.0015478i,0.0013051-0.0023648i,0.0020455-0.0016039i,0.001412-0.00040791i,-9.1274e-05+0.00036104i,3.8819e-05+0.00044542i,0.00081544+0.001394i,0.00053836+0.0019256i,0.00051979+0.001766i,0.000377+0.00085247i,-5.2703e-05-0.0009575i,0.00039873-0.00083448i,0.00043774+0.00015378i,-0.00011396+0.00050271i,-0.00015992+0.00063823i,0.00026352+0.00056946i
0.00058221+0.00064063i,0.00037318+0.00054303i,0.0013355+0.00028263i,0.0016028+6.7925e-05i,0.001344+0.00077786i,0.0011582+0.0018606i,0.0010821+0.0011438i,0.00027024-0.00063182i,-0.00030125-0.001927i,-5.2357e-05-0.002214i,0.0001001-0.0015429i,0.00029836-0.00041424i,0.00030627+0.00073244i,-0.00032062+0.0011183i,-0.00047616+0.00073945i,-0.00046491+0.0011147i,-0.00018324+0.0013384i,0.00024059+0.00041547i,9.8158e-05-0.00024207i,-0.00045357-0.00067116i,-0.00078022-0.00048022i,-0.00062945-0.00048591i,-0.00024409-0.00051356i
-8.9359e-05+0.00043497i,0.00049692+0.00033466i,0.0010126+0.0015302i,0.0017412+0.0012845i,0.0027842+0.00051043i,0.0023214+0.00039205i,0.00094762-0.00035032i,0.00022142-0.00067252i,0.00016897-0.0014621i,-0.00035962-0.0022629i,-0.0009059-0.0015897i,-0.0010654-3.9516e-05i,-0.0012941+0.00097041i,-0.0012289+0.001007i,-0.00066432+0.00099358i,-0.00064947+0.0011894i,-0.00048156+0.00083978i,-0.00026678+0.00026947i,-0.00094631-0.0002937i,-0.0012358-2.6511e-06i,-0.00084648-0.00026372i,-0.00077889-0.0013813i,-0.00051554-0.001633i
0.00072804-0.00025584i,0.0011211-0.0010138i,0.00037157-0.0011771i,0.0012927-0.00082496i,0.0021573+7.8385e-05i,0.0014808+0.0011625i,0.0013795+0.00086114i,0.00084704-0.00056436i,-6.1992e-05-0.0014511i,-0.0003835-0.0014106i,-0.00029378-0.00033755i,-0.00055963+0.00068023i,0.00034503+0.00063714i,0.00092867+0.0011382i,-0.00013278+0.0018066i,-0.00138+0.0015752i,-0.0016939+0.00080724i,-0.00096305+0.00024605i,-0.00073877-0.00016102i,-0.00045385-0.00091531i,-0.0005692-0.0009045i,-0.00025094-0.00096083i,0.00070833-0.00047931i
-0.00027174-0.00072637i,-0.00053008-0.0010738i,3.859e-05-0.0012109i,0.0011816-0.00056184i,0.0021604+6.1695e-05i,0.0022187+0.00052863i,0.0018833+0.00037537i,0.0012813-0.0010006i,0.00031357-0.0021778i,-0.00055522-0.0016272i,-0.0011084+0.00023929i,-0.00136+0.0012323i,-0.00067676+0.0013115i,0.00013336+0.0017784i,-6.5315e-05+0.0021937i,-0.00062321+0.0018169i,-0.00031186+0.0012875i,-4.5544e-05+0.00090472i,0.00025099+0.00035674i,0.00037718+0.00096585i,-0.0001165+0.0010071i,6.0236e-06+0.00032902i,5.6115e-06-0.00031944i
-0.0016505+0.0011136i,-0.00097172+0.0017752i,0.00027672+0.0034163i,0.0020897+0.0035205i,0.0028256+0.0014996i,0.0031094+0.00044815i,0.0025983-0.00052487i,0.00055833-0.0018604i,-1.7113e-05-0.0018962i,0.0012028-0.000886i,0.0014258+0.0001305i,0.0012939-0.00018064i,0.0010398-0.00062589i,0.00020653-0.00057673i,-0.00060959-0.00014361i,-0.00056052+0.00077142i,-0.00029532+0.0010132i,-0.00035816+7.405e-05i,-0.00033058+0.00011998i,6.7973e-05+0.00039217i,0.00039949+0.00062553i,0.00033544+0.00045123i,0.00021093+0.0003425i
-7.8332e-05+0.0019303i,7.62e-05+0.0019397i,0.00094967+0.0012476i,0.0023886-0.00018319i,0.0039926-0.0003435i,0.0038059-0.00013701i,0.0019253-0.00037732i,0.00092135-0.0011416i,0.0010183-0.0012186i,0.0013834+3.6814e-05i,0.0011869+0.00080853i,0.0014904+0.00018988i,0.00091696-0.00043623i,-0.00012026-0.00081834i,0.00012191+0.00044828i,0.00058257+0.0010459i,0.0010249+0.0004141i,0.0010374+0.00034815i,0.00010352-0.00035963i,-0.00025784-0.001312i,8.7758e-05-0.001277i,0.0003973-0.0004419i,0.00023273+0.00040348i
0.00017951-0.00097513i,0.00072878-0.00050773i,0.00019978-0.00099545i,0.00041788-0.0018557i,0.0013578-0.0012024i,0.0024322+0.00039232i,0.0018024+0.00027603i,0.0010155-0.001207i,0.00057802-0.0024661i,0.00030909-0.0021485i,0.00047441-0.001047i,0.00060595-0.00061817i,-8.7532e-05-0.00034396i,-0.00090053+7.1187e-05i,-0.0005781+7.8426e-05i,-0.00010291-0.00032364i,-0.00075526-5.9329e-05i,-0.001368+0.00012412i,-0.0014107+4.7624e-05i,-0.00093341-0.00014467i,-0.00074227-0.00044182i,-0.00068967-0.00017288i,-0.0001581-0.00025688i
-0.00045699+0.0011582i,-0.00062507+0.00077106i,0.00016735+0.00065748i,0.0011095+0.0008536i,0.0014551+0.0013436i,0.0011728+0.0013021i,0.0008669+0.0008913i,0.00032682+0.00032646i,-4.7381e-05-0.0011419i,0.00034341-0.0021772i,0.00022468-0.0024015i,-0.00073079-0.0016574i,-0.001143-5.7807e-05i,-0.0014132+0.00096402i,-0.001143+0.0011591i,-0.00084613+0.00059886i,-0.00054815+0.0004486i,7.8172e-05+0.00040988i,-3.4275e-05-0.00022146i,0.00015744-0.00015278i,0.00090369+0.00021074i,8.9003e-05+0.00011878i,-0.0011897+0.00059833i
0.00019434-1.0451e-05i,-0.00036835-0.00043311i,0.00087968+0.00045089i,0.0027809+0.00088338i,0.0029063+0.00039863i,0.0025491+0.00048393i,0.0020343+0.00010791i,0.0014896-0.0010275i,0.00090457-0.0012818i,-0.00041631-0.00074035i,-0.0014738-0.00046419i,-0.00109+0.00039474i,-0.00043597+0.0010535i,-0.0001552+0.00080435i,-6.9519e-05+0.00086517i,-9.8824e-05+0.0013462i,7.5429e-06+0.0013871i,7.4604e-05+0.00061212i,0.00011048-3.9101e-05i,-0.00049471-0.00020167i,-0.0012438+3.7112e-05i,-0.00080441+0.00026863i,-0.00043604+0.00012558i
-0.00094062+0.0014611i,-0.00036565+0.0010119i,0.0007014+0.0011546i,0.002718+0.0015203i,0.0036341+0.00047822i,0.0033583-0.00079136i,0.0019528-0.00096086i,0.00022771-0.0014411i,-0.00074975-0.0028472i,-0.0010479-0.0024038i,-0.00018876-7.5553e-06i,0.00010378+0.0014676i,-0.00022753+0.0013933i,-0.00019995+0.0015221i,-0.00036825+0.0025464i,-0.00036766+0.0027432i,0.00012447+0.001881i,0.00010086+0.00077013i,0.00031511-0.000655i,0.00042167-0.0014898i,-0.00019078-0.00054875i,0.000439+0.0010033i,0.00085098+0.00098847i
-0.00031614+0.0017508i,-0.00036188+0.0018878i,0.00088183+0.0023968i,0.0023512+0.0017842i,0.0023187+0.0011908i,0.0026016+0.0015158i,0.002071+0.0008224i,0.00061987-0.00080241i,0.0002856-0.00052074i,0.0011249+0.00083533i,0.00094997+0.0014458i,0.00051212+0.00095837i,0.0011341-0.00026567i,0.00041056-0.00031132i,-0.00089744-0.00031144i,-8.0665e-05-0.00030457i,0.00079069-6.676e-05i,0.0010213+1.278e-05i,0.00037112-0.00031852i,-0.00048762-0.00030651i,-0.00047567-0.00017033i,-0.00036161-0.00013886i,0.00020946+9.7541e-05i
0.00057023+0.00056208i,0.00023174+0.00085267i,0.00094938+0.00087595i,0.0017644+0.00065796i,0.0021079+0.00038878i,0.0012796+0.00013957i,0.0011484+0.00027378i,0.0012167-0.00055545i,0.00076933-0.0012557i,0.00020976-0.00038256i,0.00064074+0.00037566i,0.00090869+0.00034423i,0.00060541-0.00031178i,5.3656e-05-0.00031389i,-0.00080668+0.00059038i,-0.00019974+0.00023328i,0.00039207-0.0010213i,-2.2036e-05-0.0015317i,-6.9454e-05-0.00092014i,0.00050198-0.00024368i,0.00073013-0.00032669i,0.00054781-0.00038643i,0.00061275+0.00031371i
0.0019175+0.00081654i,0.0022514-9.4867e-05i,0.0029099-0.0013224i,0.0024805-0.0016324i,0.0018815-0.0018166i,0.0020089-0.0013446i,0.0020235-0.0008315i,0.0017115-0.0019026i,0.001169-0.0029455i,0.00069752-0.0023652i,0.00043095-0.0018588i,0.00015846-0.0015257i,-0.00013923-0.00018259i,-0.0011622+0.0013706i,-0.00065305+0.00135i,0.0004485+0.001262i,-0.0001622+0.0015846i,-0.0014636+0.00072403i,-0.0020273+7.0089e-05i,-0.0016356+0.00011209i,-0.00064011+0.00066987i,-0.00082299+0.0014954i,-0.0012287+0.00051098i
-0.0016884+0.0010632i,-0.0015182+0.0015346i,-0.0012645+0.0026301i,0.00023338+0.0036747i,0.0015579+0.0031221i,0.0023289+0.0013043i,0.0018091-0.0012147i,0.00053764-0.0030312i,-4.0737e-05-0.0032677i,-0.00051815-0.0023916i,-0.0011349-0.0014363i,-0.001333-0.00042229i,-0.00069965+0.00078204i,-0.00010803+0.0016898i,0.0002938+0.0020165i,8.1144e-05+0.0014153i,-0.00089962+0.0012724i,-0.0018093+0.00098276i,-0.0015469-0.00034127i,-0.00064799-0.00071167i,-0.00040527-5.5948e-06i,-0.00032935+0.00010266i,-0.00010267-0.00026885i
-0.00054542+0.0019447i,-0.00016772+0.0012453i,0.0014117+0.0010812i,0.0036932+0.001061i,0.0046963+0.00053762i,0.0034563-0.00023673i,0.0010762-0.00094189i,-0.0004419-0.0013537i,-0.0011053-0.0012213i,-0.0014463-8.1403e-05i,-0.0010939+0.00069899i,-0.0003096+0.00081846i,-0.00025347+0.00086052i,-0.00026313+0.00078604i,0.00043573+0.0014585i,0.00052796+0.0016496i,-0.00035117+0.00091066i,2.7823e-05+0.00063726i,0.00056388+0.0010277i,0.0001526+0.00042099i,-0.00011435-0.00019054i,7.0068e-05+0.00013966i,-0.00030894+0.00024783i
0.001099-0.000525i,0.0015093+0.00010511i,0.0023602-3.8336e-05i,0.001876-0.0010911i,0.0010957-0.0013366i,0.00022549-0.00037534i,-8.2173e-05+0.00040352i,-0.00035407-7.7975e-05i,-0.0009438-0.00043557i,-0.00058911-0.00018373i,-0.00059833+0.00057493i,-3.7872e-05+0.00029518i,0.0014379-0.00038181i,0.00069705-0.000245i,0.00014836-8.0037e-05i,0.0011728-0.0002639i,0.0017228+0.00016083i,0.0012551+0.0003982i,0.00046394+0.00013995i,-0.00035022-5.7102e-05i,-0.00088345-0.00044124i,-0.00043407-0.00020279i,0.00029624+0.00041371i
0.00076775-0.00032845i,0.00024739-0.0001997i,9.9226e-05-0.00016476i,0.00069806-0.00035689i,0.0017085+0.00019845i,0.0019137+0.0010952i,0.0014463+0.0011093i,0.00090872+0.00035776i,-0.00027217-0.00081541i,-0.0002525-0.0012888i,0.00072254-0.00053597i,-0.00022913-0.00036147i,-0.0010812-0.00052221i,-0.00083555+0.00024192i,0.00016173+0.000347i,0.00087663+0.00029731i,0.00074268+0.00019357i,0.00064388-0.00068097i,1.5015e-05-0.0011698i,-0.0009919-0.00091127i,-0.00097993-0.00042019i,3.8626e-05-0.00050994i,0.00033714-0.00072577i
-0.0002322+0.00033439i,0.00023293+0.00023701i,0.00020053+0.00086055i,0.00087039+0.001137i,0.0014443+0.0028459i,0.0015392+0.0035835i,0.0017226+0.0018913i,0.0024328-9.9101e-06i,0.0026576-0.00121i,0.0017179-0.001681i,0.00045229-0.0014098i,-0.00019502-0.00019045i,-0.00074984+0.0010039i,-0.0014111+0.0011994i,-0.0011871+0.0010475i,-0.0005057+0.00028847i,0.0001443-0.00077832i,0.00066631-0.0011375i,0.00039443-0.00026116i,-0.00021284+0.00023339i,-7.9132e-05+0.00027698i,-0.00022595+0.00046494i,-0.00093914+0.00058099i
0.00085923-0.0013771i,-0.0010664-0.00090451i,-0.0012999-0.00026209i,0.00044424+0.00065138i,0.0027785+0.0011193i,0.004176+0.00074983i,0.0042075+5.4512e-05i,0.0035649-0.0013152i,0.002037-0.0025314i,-0.00028659-0.0019196i,-0.0012946-0.00073361i,-0.00013323-0.0003303i,-0.00014285+0.00078443i,-0.0013989+0.0016426i,-0.0019389+0.00042513i,-0.0015969-0.00053303i,-0.0010811-0.00033576i,-0.00069678-7.1039e-05i,-0.00012863+0.00022974i,0.00032969-0.00034465i,-0.0001172-0.00095601i,-0.0012108-0.00033601i,-0.0017129-0.00043365i
-0.0011855-0.00015436i,-0.0001101-0.0010258i,0.00084211-0.0015107i,0.0011579-0.0009911i,0.00082137-0.00070076i,0.0014308-0.0015072i,0.0026481-0.0025674i,0.0025117-0.003596i,0.0011121-0.0040324i,-7.9345e-05-0.002405i,-0.0008579-0.00087885i,-0.0002482+0.0002488i,0.00091004+0.0014682i,0.00075546+0.0018467i,0.00037781+0.0023554i,-0.00014509+0.002472i,-0.00055354+0.001286i,8.1894e-05+0.00020749i,0.0010549+0.00013744i,0.00061742-2.6914e-05i,-0.00012137-0.00020617i,-0.00013099+0.00029923i,0.00017571+0.0001186i
0.0011293+0.00021101i,0.0011186-0.00092927i,0.0012866-0.0021774i,0.0021499-0.0019156i,0.0013226-0.002026i,-0.00058265-0.0012158i,-0.00099707-0.0002689i,-0.00085621-0.0018721i,-0.0015091-0.0026976i,-0.00136-0.0013254i,-0.00068403+8.3837e-05i,0.00069443+0.00088808i,0.0024283+0.0018004i,0.0024182+0.0017218i,0.001438+0.0013447i,0.0010428+0.0011523i,0.0011344+0.00034629i,0.0010282-0.00055458i,0.00069441-0.0011658i,0.00031392-0.00017388i,0.00033503+0.00084336i,9.7177e-05+0.00045495i,-6.8248e-05-9.4265e-05i
0.0011315+0.00050379i,0.00078025-0.00015726i,0.00088952-0.0015609i,0.0014562-0.0026826i,0.0018907-0.0022467i,0.0015898-0.00082221i,-0.0001902-0.00024629i,-0.0026798-0.00083204i,-0.0029983-0.0018026i,-0.00081962-0.0015597i,0.00047992-0.00045066i,0.00012275-0.00047812i,0.00022326-0.0017948i,0.00063341-0.001194i,0.00023537+0.00045132i,0.00043418+0.00067511i,0.00088929-0.00025786i,5.74e-05-0.0010741i,-0.00083251-0.0015811i,-0.00091458-0.001255i,-0.0004887-0.00047639i,-0.00012783-0.00087713i,0.00026795-0.0011541i
0.00076157-0.0016208i,5.5603e-05-0.0012858i,0.00063435-0.00059402i,0.0012222+0.00038261i,0.00036326+0.0013379i,-0.00066074+0.0019183i,-0.00028479+0.0017675i,-0.00050513+0.00085179i,-0.00061141-0.00030412i,0.00027819-0.00168i,0.00027736-0.002194i,-0.00091225-0.00093703i,-0.0015214+0.00063537i,-0.0010073+0.00077741i,-0.0007998+0.00048281i,-0.000725-0.0005007i,-0.00094215-0.00080233i,-0.00090867-0.0001783i,-0.00020078+0.0002769i,-0.00014799+0.00045926i,-0.00076151+0.00043296i,-0.00031914-4.8472e-05i,-0.00042868-0.00034996i
-0.001602+0.00051268i,-0.0019286-4.0721e-05i,-0.0019756+0.00029546i,-0.00031649+0.00093415i,0.0028284+0.0014728i,0.0037924+0.0019141i,0.0023419+0.0021392i,0.0014594+0.0016509i,0.00056664+0.00041946i,-0.00060071-0.0018994i,-0.00097668-0.0030484i,-0.0013353-0.0016681i,-0.0018168+0.00048099i,-0.001691+0.0024376i,-0.0012187+0.0018128i,-0.0012987-0.00056064i,-0.0010865-0.0013976i,-0.00058016-0.00023354i,-0.00047316+0.0010217i,-0.00078047+0.001091i,-0.0013152+0.00016373i,-0.0009882-0.00034519i,-0.00042944+0.00027343i
0.00062503+0.00079125i,0.0016907+0.00087783i,0.003197+0.001534i,0.0038059+0.0007044i,0.0038383-0.00050312i,0.003032+0.00012719i,0.0031713+0.00059609i,0.0033034-0.00056507i,0.0017154-0.00058284i,-0.00072182+6.9764e-05i,-0.0025117+0.00052334i,-0.0021428+0.0017292i,-0.00025298+0.0032324i,1.6996e-05+0.0031827i,-0.00044725+0.001878i,-0.0016443+0.0013405i,-0.0020323+0.00086598i,0.00010395+0.00032497i,0.00080535+1.0161e-05i,8.2068e-05-0.00020843i,-0.00036681-0.00026977i,-0.00017305-9.5028e-05i,-0.0002773+0.00046694i
0.00039423-0.00042022i,-0.00050071-0.0015695i,-0.00074314-0.001832i,-0.00020632-0.0017669i,-9.9681e-05-0.0019982i,0.00046506-0.0016869i,0.0017436-0.00099198i,0.0025672-0.0012519i,0.0022634-0.00095774i,0.00012348+0.0016339i,-0.0012884+0.0034444i,0.00036218+0.0032067i,0.0022714+0.0016327i,0.0023076+0.0011528i,0.00068635+0.0010615i,-4.0731e-05+0.0009891i,0.00061039+0.0013779i,0.00071764+0.0010484i,0.00063017+6.919e-05i,0.00058847-6.333e-05i,3.3618e-05+0.00034659i,-0.00023963+0.00015961i,0.00026272+0.00057818i
0.00081098+2.6448e-05i,0.001347+0.00013542i,0.0015171+0.00073554i,0.0020903+0.0010088i,0.0025182+0.00088992i,0.0018758+0.00010963i,0.00054569-0.0019363i,0.00047843-0.0034211i,0.0013662-0.0023115i,0.0023402+0.00054137i,0.0026139+0.0026885i,0.0028047+0.0020379i,0.0028327-0.00051022i,0.001741-0.0013984i,0.0011294-0.00035922i,0.0011349+0.00022142i,0.00062023-1.86e-05i,0.00076386-0.00040603i,0.00058075-0.00048038i,-0.00021089-0.00093737i,-0.00034887-0.000916i,0.00047104-5.558e-05i,0.00044511+0.00075709i
-0.0018677-0.00063445i,-0.0030048-0.00053276i,-0.0021389-0.00081686i,-0.0011369+0.00052262i,-0.00033284+0.002146i,0.00027605+0.0025589i,-0.00062382+0.00096704i,-0.0012544-0.0017734i,1.7615e-05-0.0030682i,0.0016431-0.0030306i,0.0028038-0.0016883i,0.0020339-0.00086954i,0.00062239-0.0020154i,-0.00012171-0.0025159i,-0.00024806-0.0015024i,-0.00029975-0.00017502i,-0.00022079-0.00036112i,-0.00013528-0.0010312i,-0.00040047-0.00048876i,-0.00048474-0.00015897i,0.00016525-0.00016541i,0.00023769-0.00041935i,-0.0002215-0.00068868i
0.00010854-0.00093245i,0.0015416-0.0010585i,0.0027591-0.00033772i,0.0037312-0.00040098i,0.0043983-0.00079865i,0.003327+0.00061097i,0.00055365+0.0015249i,-0.0014221-0.00021695i,-0.0017499-0.0026796i,-0.00091202-0.0045033i,4.3007e-05-0.0047104i,-0.0011482-0.0026779i,-0.0032374-0.0010478i,-0.0034267+8.053e-05i,-0.0019742+0.0009243i,-0.00027768+0.00081545i,0.00051163+0.00035642i,0.00029439+0.00036619i,-5.9552e-06-0.00036592i,-0.00064673-0.00098935i,-0.001157-0.00059351i,-0.0011513-0.0005318i,-0.0012083-0.00038729i
0.0015318+0.00037013i,0.0008115-5.2558e-05i,0.0012411-0.00095324i,0.0021323-0.0012831i,0.002348-0.0018704i,0.0022422-0.001008i,0.0023051+0.00069305i,0.00062257-0.00013421i,-0.0015646-0.0020075i,-0.0035913-0.0026399i,-0.0045894-0.0026577i,-0.0035773-0.0011503i,-0.0026209+0.0020325i,-0.0017621+0.0042612i,-0.0009476+0.0037436i,-3.1623e-05+0.0019061i,0.00061475+0.0010769i,0.00018063+0.00020882i,-0.00013004-0.00028576i,-0.00038697+0.00063534i,-0.00077225+0.00079779i,-0.00056403+0.00059951i,-5.5688e-05+0.00031586i
3.5901e-05+0.0011984i,0.00094701+0.00031687i,0.0023092+0.00087932i,0.0030268+0.0010939i,0.0021361+0.00074103i,0.0016644+0.00024526i,0.0021857-0.00027998i,0.0015745-0.00043843i,-0.0003231-9.9218e-05i,-0.0024048+0.00036879i,-0.0039507+0.00095818i,-0.0022922+0.0023873i,0.0005198+0.0035303i,0.0012774+0.0030921i,0.00069536+0.0021016i,0.00047558+0.00097841i,0.00070154+0.00031334i,0.00036312-3.409e-05i,-0.00011665+7.5161e-06i,-0.00084131+0.00017605i,-0.00044253-1.4052e-05i,0.00027813-0.00075026i,0.00017891-0.00066536i
0.0008011-0.0013539i,-0.00038077-0.00030603i,-3.2685e-06+0.00039349i,0.000465+0.0021711i,0.0011181+0.0025159i,0.0018693+0.0012857i,0.0021315-0.0010396i,0.0025708-0.0018342i,0.0021541-0.00037988i,0.00071981+0.0017898i,0.00019403+0.004115i,0.0012599+0.0044483i,0.0025187+0.001673i,0.0022214-0.00014443i,0.0016989+0.00032977i,0.0011903+0.00075112i,0.00015404-0.00013894i,-0.00038631-0.00049447i,-0.001052+0.00055288i,-0.001481+0.00093027i,-0.00082779+0.00053088i,0.00025041-5.1732e-05i,0.00028182+0.00058132i
0.0010792-0.00088342i,0.00036683-0.0014697i,0.00072066-0.0011785i,0.0024039-0.00094937i,0.0033994-0.0008869i,0.00062839-0.0008062i,-0.0019761-0.00059482i,-0.0014479-0.00065367i,0.00056339-0.00034793i,0.0019591+0.00074575i,0.0027908+0.0015072i,0.0032145+0.00029787i,0.0020233-0.0016264i,0.00060535-0.0014196i,-0.00023479+0.00016055i,-0.00045433+0.00046395i,0.00025671-5.4103e-06i,0.00037269+0.00062139i,-0.00012128+0.00067036i,0.00014428+0.00021475i,0.00012748+0.00034373i,-0.00045246+0.00019166i,-6.8769e-05-0.000138i
0.00066897+0.00034023i,0.0012872-0.00064221i,0.0024352-0.0012433i,0.0026446-0.0017888i,0.0022803-0.0017564i,0.0013488-0.0002138i,0.00087956+0.0011022i,0.00067269+0.00024858i,0.00080835-0.0014928i,0.0020418-0.0026258i,0.0026351-0.0027947i,0.001157-0.0024003i,-0.0014789-0.0022525i,-0.0027296-0.0010804i,-0.0021851+9.6261e-05i,-0.0018518+0.00058053i,-0.0017572+0.00025827i,-0.00074574-0.0004935i,-7.4764e-05-0.0008069i,-0.00025902-0.00067336i,-0.00058318-0.00027127i,-0.00075836-0.00014889i,-0.00074822-0.000311i
0.00037923+4.0799e-05i,0.0016865-0.00012761i,0.0019308+0.00014431i,0.0017903+0.00047986i,0.0019633+0.00095431i,0.0020245+0.001292i,0.0024417+0.0018287i,0.0021984+0.00058813i,0.00041136-0.0025314i,-0.00061966-0.0049614i,-0.00086151-0.0048955i,-0.0025962-0.0025307i,-0.0036372+0.00085553i,-0.003639+0.0028109i,-0.0020953+0.0027212i,-0.00058177+0.0018154i,-0.00032314+0.0010647i,-7.1431e-05+0.00038049i,-0.00014298-6.2536e-05i,-0.00059503-0.0002763i,-0.00077072-9.1678e-05i,-0.00081865-0.00013721i,-0.00038232-0.0005748i
0.0005129+0.00046637i,0.00042577-0.00011683i,-0.00049017-0.0011465i,-0.0013108-0.0020948i,-0.00059953-0.001295i,0.0011155+0.0010248i,0.0029964+0.0014564i,0.0034396-0.00016866i,0.0011434-0.0021377i,-0.0030806-0.0031767i,-0.0053279-0.0022533i,-0.0037305+0.0013749i,-0.0016894+0.0047006i,-0.00084818+0.0045892i,-1.8577e-05+0.0033105i,0.0006983+0.0027146i,0.00066914+0.0022367i,-0.00014959+0.0010605i,-0.00064986+0.0006091i,-0.0015119+0.00092176i,-0.0013295+0.00042187i,-5.604e-05-8.7255e-05i,9.0527e-05+0.00015406i
-0.0019808-0.0020636i,-0.0010757-0.00092115i,-0.00060747+0.00081871i,0.00063046+0.0020265i,0.0023422+0.0026713i,0.003987+0.0013021i,0.0040587-0.0017329i,0.0029184-0.0038864i,0.00029584-0.0035068i,-0.0020034-0.0011669i,-0.0015854+0.0021102i,0.0001741+0.0036588i,0.0024595+0.0031245i,0.0026796+0.0026335i,0.0011696+0.0016905i,0.00073755+0.0007311i,0.0011449+0.00092038i,0.0012048+0.00058323i,0.00039977-4.4871e-06i,-0.00035239+0.00017634i,-0.00048587+0.00075579i,-0.000343+0.00099751i,-0.00068866+0.00017281i
0.00048381-0.00030813i,0.00058728-0.00039279i,0.00046735-0.00095118i,0.0010343-0.0017112i,0.0019164-0.0015099i,0.0017245-0.00079404i,0.00044015-0.001829i,-0.00092727-0.0040188i,-0.0010538-0.0034684i,-0.00035575+0.00019085i,0.00073674+0.0027833i,0.0025283+0.0012789i,0.0038776-0.0011563i,0.0027893-0.0016614i,0.00086583-0.00050961i,0.00032542+0.0010762i,0.0010437+0.0014925i,0.00087587+0.00066068i,-0.00040058-0.00045083i,-0.0010585-0.00067538i,-0.00085448-0.00024243i,-0.00027714+0.00060624i,-0.00014058+0.00097825i
0.0015904+9.3536e-06i,0.0015272-0.0012825i,0.0018159-0.0017312i,0.0022316-0.0019869i,0.0015181-0.0020597i,-0.00042305-0.0014864i,-0.0022152-0.0006088i,-0.0023074-0.0011413i,-0.0015216-0.0013809i,-3.6413e-05-0.00036729i,0.0021866-0.00029045i,0.0024529-0.0018238i,0.00059131-0.0036031i,-0.00050544-0.0029307i,-0.0011774-0.00086571i,-0.001243+0.00083947i,-0.0010168+0.00096923i,-0.00072839+0.00067866i,-0.00057069+0.00054145i,-0.00015919+0.00059577i,0.00019299+0.00084477i,0.00027985+0.00065264i,1.7911e-05+0.00019411i
-0.0005667-0.00084708i,-0.00056679-0.00132i,-0.00035413-0.00053135i,0.00090209+0.00069995i,0.0014843+0.0019911i,0.00044571+0.0028463i,-0.0014047+0.0025763i,-0.0021573+0.0017678i,-0.0011567-0.00028803i,0.00059171-0.0020716i,0.0013689-0.0030676i,-0.0002486-0.00269i,-0.003369-0.0018542i,-0.004904-0.0012637i,-0.003081+0.00012481i,-0.00092076+0.0008602i,-0.000163+0.00065993i,4.1107e-05+0.00020137i,5.5878e-06-0.00022886i,-0.00012453+0.00028256i,-0.00056131+0.00040019i,-0.00054651-0.00014974i,-0.00042835-0.00076818i
-0.00076331-0.0013026i,-0.0003682-0.00015018i,-0.00066554+0.0012918i,-0.00040661+0.0020603i,0.00069355+0.00326i,0.0012984+0.0043695i,0.0016582+0.0046853i,0.0019717+0.0050543i,0.0013845+0.0025739i,0.0002221-0.0013622i,-0.0019549-0.0021682i,-0.0037981+0.00025658i,-0.004043+0.0030921i,-0.0032745+0.0037431i,-0.0023042+0.0023091i,-0.0011647+0.00075536i,6.3879e-05+0.00056248i,9.5184e-05+0.0007154i,-1.8305e-05+0.00032801i,0.00039878-0.00023101i,7.5545e-05-0.001041i,-0.00023426-0.0015363i,0.00023766-0.0015482i
