-0.0027187+0.0021444i,-0.0025669+0.0011315i,-0.0025505+0.00093864i,-0.0010177+0.0014895i,0.00015957+0.0027646i,-0.00020078+0.0034191i,0.00024951+0.0027037i,0.0009403+0.0015105i,0.00045875+0.00063112i,1.149e-05+1.6263e-05i,1.0463e-05-0.00073867i,-0.00054029-0.00082098i,-0.00037875-0.00085564i,0.00025908-0.0014293i,0.00011404-0.0010703i,-0.00010391+3.3244e-05i,-0.00066324+0.00050774i,-0.00079854+0.00063957i,-0.00072487+0.00034834i,-0.00060638+7.2874e-06i,0.00010227+0.00027383i,0.00048142+0.00053412i,0.00026761+0.00042879i
0.0026976-0.00060096i,0.0018743-0.000737i,0.00085111-0.0012007i,-0.0016669-0.00064831i,-0.003405+0.00032598i,-0.003013+0.0010422i,-0.0027202+0.00098309i,-0.0033823+0.0017356i,-0.0027135+0.0017909i,-0.00098991+0.00075595i,-0.00094938+0.00021425i,-0.0015739-8.7533e-05i,-0.0016047-0.00074639i,-0.00073848-0.001478i,-0.00040959-0.0014771i,-0.00050126-0.0007687i,2.108e-05-0.00034076i,0.00097012-0.00030311i,0.00089231-1.8364e-05i,0.00049753-0.0003661i,0.00054739-0.00071146i,0.00024915-0.00021823i,1.5937e-05+0.00012036i
-0.00042003-0.00062286i,-0.001665-0.00024293i,-0.0022436-0.00049781i,-0.0019562+0.00037153i,-0.0013195+0.0015797i,-0.00090977+0.0023345i,-0.00074078+0.0031129i,-0.0013229+0.0043281i,-0.0017234+0.0038169i,-0.001012+0.0020187i,-0.0011549+0.00088181i,-0.0016751+0.00026754i,-0.0016721-0.00018067i,-0.0022003-6.0872e-05i,-0.0020547-0.00012866i,-0.0012583-0.0001609i,-0.00058077-0.00071204i,0.00047231-0.0013744i,0.0010677-0.0016632i,0.00049212-0.0017344i,-3.4788e-06-0.001303i,-0.0005058-0.00067357i,-0.00041165-0.00076215i
0.0014182+0.00055491i,0.00064916-6.8317e-05i,0.00091603-6.3472e-05i,0.00053454+0.0011849i,7.8677e-05+0.0016849i,0.00020994+0.001641i,0.0017058+0.0022563i,0.0040171+0.0030304i,0.0044533+0.0029423i,0.0026635+0.0017863i,0.00034698+0.0017372i,-0.0012603+0.0019588i,-0.0022157+0.001094i,-0.002553+0.00068646i,-0.0016422+0.0007808i,-0.00029891+0.0014669i,0.00031492+0.0013833i,-5.4789e-08+7.3641e-05i,-0.00085284-0.00058185i,-0.0020805-0.00028237i,-0.0030364+0.00021864i,-0.001834+0.00041777i,-0.00064107+0.00057884i
0.00043249-3.2017e-05i,0.00078989+5.7513e-05i,0.0006902+0.00019302i,0.00023565+0.00020462i,2.2122e-05+0.00071651i,-1.9458e-05-7.0906e-05i,0.0024046-0.0018438i,0.0050869-0.0024629i,0.005115-0.0021039i,0.0030329-0.00091699i,0.0014709+0.0010754i,0.001091+0.0022807i,0.001223+0.0025323i,0.0007058+0.0029963i,0.0001546+0.0022367i,-0.00054505+0.0012554i,-0.00052408+0.00068288i,2.4009e-06-0.00016915i,-0.00055119-0.00012596i,-0.00098961+0.0005246i,-0.00044151+0.00077662i,0.00077477+0.0011469i,0.00084142+0.0011511i
0.0021716-0.0027688i,0.00097817-0.0023929i,0.00012544-0.0036489i,-0.001101-0.002876i,-0.0018075-0.00087966i,-0.0018251-0.00025642i,-0.0011453-0.0025065i,-0.00060649-0.0057145i,0.00086364-0.0066687i,0.0014957-0.0044421i,0.0010362-0.0011096i,0.0011074+0.00061447i,0.0026016+0.0013873i,0.0046297+0.0019136i,0.0043013+0.0011416i,0.0028084-0.00076982i,0.0017556-0.0015853i,0.00090365-0.00060901i,0.00017494+0.00046725i,-0.00021608+0.00065898i,-2.294e-05+0.00073162i,0.00038824+0.0003149i,0.00060724-0.00054016i
-0.00012349+0.0009618i,0.0016617-0.00035127i,0.0010689-0.00051919i,-0.00042342+0.00022738i,-0.001572+0.001802i,-0.0029016+0.0021242i,-0.0047075+0.0007264i,-0.0065149-0.0017269i,-0.0058749-0.0037537i,-0.0027125-0.0037971i,-5.3609e-06-0.0027897i,0.00047126-0.0023732i,0.00049953-0.0024015i,0.00039013-0.0022503i,0.00012982-0.0019734i,0.00087133-0.0013988i,0.0009782-0.0006967i,6.255e-05+0.00042229i,0.00039901+0.00054194i,0.0010065-4.8171e-05i,0.00074242-0.00081817i,0.00038597-0.00088212i,0.00020328-0.00068938i
-0.0001853+0.00038042i,-0.0002509+0.00073437i,-0.00036199+0.0011613i,-0.00082263+0.00072003i,-0.00057454+0.00067483i,-0.00089309+0.0018563i,-0.0015217+0.0031771i,-0.0030699+0.0036736i,-0.0040842+0.0030732i,-0.003621+0.0013205i,-0.0030804-7.2853e-05i,-0.0028105-0.00091494i,-0.0022308-0.0020174i,-0.0014465-0.0023022i,-0.0013337-0.0018571i,-0.0019997-0.0011245i,-0.0026119-0.00087934i,-0.001721-0.00086629i,-0.00048414-0.00070284i,0.00034187-0.0012614i,0.00045679-0.0011429i,-0.00028113-0.00029853i,-0.00010491+3.1302e-05i
0.0011324-0.0012525i,0.00034959-0.0014881i,-0.00087452-0.0012358i,-0.0012455-0.00014185i,-0.00056178+0.0011743i,0.00034729+0.0022777i,0.0011022+0.0034256i,0.00018593+0.0047577i,-0.00074568+0.0048618i,-0.0011777+0.004203i,-0.0019019+0.003426i,-0.0019783+0.0016517i,-0.002269+0.00015454i,-0.0026381+1.0515e-05i,-0.001787+0.00023293i,-0.00098578+0.00075628i,-0.00093031+0.0013021i,-0.00099555+0.00057549i,-0.001014+8.7154e-05i,-0.0011176+4.3343e-05i,-0.0010435-0.00039449i,-0.0011439-0.00042574i,-0.00062839+0.00029179i
0.0012547+0.0016058i,0.0021827+0.00048083i,0.0011179-0.0007215i,0.00095528-0.0010678i,0.00050416-0.00029742i,-0.00060563-0.00048246i,0.00084922-0.00099842i,0.0042591+0.00075417i,0.0060334+0.0026375i,0.0047822+0.0034228i,0.0019232+0.0030677i,5.6619e-05+0.0022628i,-0.0013913+0.0026072i,-0.0016432+0.0035232i,-0.00018021+0.0034029i,0.00076954+0.0025993i,0.0002666+0.0014908i,0.00019147+0.0005076i,-0.00057855+0.0005999i,-0.0017224+0.0012764i,-0.0013088+0.001271i,-0.00063927+0.00093025i,-0.00042076+0.00073223i
-0.00067424-0.00041524i,-0.0015169-0.00092403i,-0.0011958+0.00027108i,-0.0010808+0.0014345i,-0.0011303+0.00051388i,-0.0012905-0.00014527i,-0.0013469-0.001398i,0.0015051-0.0027266i,0.0048377-0.0018374i,0.0049845-0.0008435i,0.0034734-0.00097205i,0.0021397-0.00015136i,0.00061797+0.0015342i,0.00039499+0.002586i,0.00097163+0.0024746i,0.00058471+0.0015675i,-7.6234e-05+0.00042931i,-0.00026356-0.00016079i,-0.0003375+0.00083612i,-0.00059003+0.0017112i,-0.00078277+0.00097579i,-0.00081392+0.00069846i,-0.00026766+0.00057193i
0.001425+0.0032341i,0.0020139+0.0010412i,0.0021622+0.00026007i,0.0021026-0.00031185i,0.0016633-0.00049775i,-0.00037637+2.3479e-05i,-0.0014975-0.00036787i,-0.00065482-0.0026187i,0.00058097-0.0042424i,0.0013296-0.0037039i,0.001038-0.0032595i,0.0011596-0.0026409i,0.0019594-0.0010159i,0.0022346-0.00035022i,0.0015994-0.00038711i,0.00067934-0.00023585i,0.0010354-0.00070142i,0.00096968-0.00098383i,7.1833e-05-0.00083013i,0.00038571-0.00054133i,0.0002902-0.00041425i,-7.1399e-05-0.00046503i,-3.6343e-05-0.00029099i
7.4896e-05-0.0010405i,-0.0013566-0.0018052i,-0.002177-0.002582i,-0.00305-0.0013418i,-0.003164+0.00023403i,-0.0030589+0.0010952i,-0.0036968+0.0013003i,-0.0045849-0.00072214i,-0.0045239-0.0031818i,-0.0040762-0.0035467i,-0.0040201-0.0029415i,-0.0027768-0.0027992i,0.00020836-0.0024524i,0.0013288-0.0015367i,0.0010901-0.00059859i,-5.2189e-05+6.0775e-05i,-0.0014312-0.00054291i,-0.0011565-0.0013061i,-0.00059749-0.001913i,-0.00040279-0.0022744i,-0.0001843-0.0015459i,-0.00011296-0.00090327i,0.00011044-0.00057045i
0.0016374-0.00094807i,0.00095223-0.0014185i,-0.00085318+0.00037332i,-0.0023283+0.0019789i,-0.0024658+0.0016132i,-0.0022634+0.0013926i,-0.0026956+0.0020716i,-0.0036236+0.0031385i,-0.0046266+0.0037365i,-0.0049969+0.0033031i,-0.0047583+0.0024493i,-0.0039813+0.0016023i,-0.0021088-0.00018655i,-0.0011722-0.0019436i,-0.00074896-0.0020447i,0.000149-0.0008105i,1.651e-05-0.00010371i,0.00026606-0.00010391i,-0.00075746+0.00038809i,-0.0024936+9.0704e-05i,-0.0012401+0.00038868i,3.4554e-05+0.00068245i,0.00021301+0.00025867i
-0.0015918+0.00046909i,-0.0017274+0.0017323i,-0.0015057+0.0024858i,-0.0016483+0.0024397i,-0.0010245+0.0028833i,-0.0007775+0.0027621i,0.00089648+0.0029109i,0.0029781+0.0042517i,0.003002+0.0055667i,0.0025547+0.0054552i,0.0014139+0.0043896i,4.2981e-05+0.0033038i,-0.00090361+0.0014626i,-0.0014091-0.00015433i,-0.0014656-0.000363i,-0.0002285-0.00027961i,0.001006+1.0618e-05i,0.00077522+0.00058656i,-6.5573e-05+0.0010797i,-0.00075117+0.00086625i,-0.00045661+0.00058477i,-0.00099121+0.00046372i,-0.0011828+0.00010883i
0.002762+0.00088112i,0.0025401+0.00019369i,0.0024474-0.00098899i,0.0010927-0.0016463i,0.000254-0.0021294i,0.0005429-0.0010241i,0.0012643-0.00033853i,0.00355+0.00031117i,0.0060818+0.00092918i,0.0057163+0.00080884i,0.0035079+0.0011555i,0.0014545+0.0020656i,0.00060639+0.0028061i,0.00035557+0.002708i,0.00062747+0.0020092i,0.0010891+0.0011903i,0.00059241+0.0001687i,0.00032838-0.00010662i,0.00091809+0.00030232i,0.00082511+0.00046107i,-4.505e-05+0.0003075i,-0.00063108+0.00056796i,-0.00017378+0.00043122i
0.00099169-0.00092308i,-0.00050295-0.001086i,-0.0011302-0.0012929i,-0.0019382-0.00056386i,-0.0033445+0.00053562i,-0.0024702+0.00039141i,-8.0455e-05-0.001276i,0.0019287-0.0036499i,0.0030929-0.006267i,0.0037472-0.0064525i,0.004056-0.0042123i,0.0039301-0.0020223i,0.0035234-0.00044919i,0.0019985+0.00037841i,0.0005284-0.00041379i,-4.2545e-06-0.00096943i,-2.3407e-05-0.00066736i,0.00019755-0.00068177i,0.00015887-0.001154i,0.00062346-0.00101i,0.00090362-0.00016775i,0.0005831+0.00062914i,0.00025123+0.0013062i
0.0011242-0.0022368i,-2.9491e-05-0.0022419i,-0.0014652-0.0023754i,-0.0023235-0.0008441i,-0.0026693+0.0012109i,-0.0024332+0.0025938i,-0.0027324+0.0017937i,-0.0035264-0.0011895i,-0.0039822-0.0039169i,-0.0041392-0.0044455i,-0.0030796-0.0040515i,-0.00093975-0.0032923i,0.00074255-0.0019941i,0.0012349-0.00079847i,0.001075-0.00010492i,0.0007197+0.00019841i,-0.00034666+0.00049062i,-0.00086044-4.2055e-05i,-0.00021926-0.00053296i,6.1261e-05+1.7501e-05i,0.00026414+5.8406e-05i,0.00078544-0.00011049i,0.00067849+0.00010602i
0.0011025-0.0013914i,-2.9333e-06-0.0010885i,-0.0010543-0.00048294i,-0.0014452+0.00085737i,-0.0010488+0.0020032i,-0.00099165+0.0022632i,-0.002214+0.0021005i,-0.0037946+0.0011856i,-0.0060421+0.0010772i,-0.0066077+0.001283i,-0.0060967+0.00090299i,-0.0056429+4.3093e-05i,-0.0035793-0.0013864i,-0.00099451-0.0020917i,-0.00020837-0.0013088i,-0.00010457+0.00016298i,0.00048786+0.00058261i,0.00037739+0.00081774i,-0.00056086+0.00128i,-0.00066117+0.0011237i,3.7957e-06+0.0012984i,0.00062017+0.00029373i,0.00091094-0.00091308i
0.0012074+0.00055346i,0.00078368+0.00085378i,-0.00033655+0.00072699i,-0.00040764+0.00062528i,0.0015835+0.00095036i,0.0022339+0.0010043i,0.0018447+0.0013999i,0.001898+0.0024858i,0.00099842+0.0042825i,0.00043576+0.0056887i,-0.00021749+0.0047436i,-0.0014087+0.0023515i,-0.001526+0.00079494i,-0.0011191+0.00013682i,-0.00094782+0.00039712i,8.6202e-06+0.00097914i,0.00087845+0.0010132i,0.001445+0.00074932i,0.00087488+0.00057849i,0.00038596+0.00010089i,0.00070635-0.00044748i,0.00045446-0.00062267i,0.00037618-0.00046588i
-0.0012129-0.001525i,-0.001842-0.0013438i,-0.0032455-0.00032575i,-0.0034425+5.4694e-05i,-0.0022551-0.00018574i,-0.0012645+0.00029231i,-0.0012048+0.00049501i,0.00038609+0.00065616i,0.0024714+0.001363i,0.0029524+0.0020553i,0.0024226+0.0032715i,0.00077645+0.0039627i,-0.00044668+0.0027837i,-0.00040615+0.0006387i,0.00089837-0.00019937i,0.0014302-0.00023719i,0.00072437-0.00069104i,0.00060991-0.0010345i,0.00067852-0.002003i,0.0001648-0.0024664i,-0.00047496-0.00094691i,-0.00051838+0.00026843i,-0.00030961-0.00014853i
-0.0009504-0.00026683i,-0.00028879+0.00030118i,-0.00028896+0.00096215i,-0.00082282+0.0012153i,-0.0017513+0.0016572i,-0.0014392+0.00021385i,-0.00054114-0.00097495i,0.0005447-0.00095592i,0.0025372-0.0017059i,0.0033115-0.0031272i,0.0035444-0.0030659i,0.0031853-0.0013304i,0.0022198+0.00056421i,-4.0829e-05+0.0011636i,-0.0010159+0.00085124i,-0.00053292+0.00013824i,-0.00024232-0.00035075i,0.00032906-0.0006389i,-0.00060789-0.00067246i,-0.0021593-0.0010458i,-0.0017194-0.0012206i,-0.00074774-0.00059141i,-7.2538e-05-0.00043911i
0.00044183-0.0002623i,-0.00075223-0.00098038i,-0.00090595-0.0012383i,-0.0018971-5.0061e-05i,-0.0032154+0.0014419i,-0.0034999+0.0012057i,-0.0016723+0.0001231i,-0.000165-0.001468i,-0.00062148-0.0032604i,-0.00056207-0.0044483i,0.00048392-0.0040778i,0.0013815-0.0025755i,0.0012895-0.0014339i,0.00058348-0.0010549i,2.3417e-05-0.0017057i,-0.00012527-0.0016553i,-0.00011022-0.00019432i,-0.00044261+0.00072958i,-0.00079875+0.00079983i,-0.0011542+0.00082028i,8.4789e-05+0.0005758i,0.0010566+0.00026215i,-1.7094e-05+0.00016825i
-0.00056331+0.00028781i,-0.00048536+0.0013186i,-0.00015014+0.0011451i,-0.00049809+0.00089478i,-0.0010466+0.0014375i,-0.0017234+0.0025162i,-0.0014889+0.0025317i,-0.00096778+0.0014076i,-0.0026973+0.00037807i,-0.0050123-0.00037418i,-0.0053958-0.0011868i,-0.0036703-0.0021324i,-0.0015526-0.0019841i,-7.6337e-05-0.0013122i,-0.00031727+5.4943e-05i,-0.00053834+0.00062011i,0.00013025+0.00019405i,0.00024458-0.0001423i,0.00092321+0.00013442i,0.0012459+0.001029i,0.0011728+0.0014286i,0.00078072+0.0011405i,0.00034018+0.0011882i
-0.0017694-0.0012207i,-0.0018124-0.0014324i,-0.001739-0.00081887i,-0.0013416+0.0011136i,-0.00039019+0.0029558i,-0.00021085+0.0038585i,-0.000561+0.0029748i,-0.00095917+0.0019782i,-0.0019341+0.0019398i,-0.0024883+0.0027798i,-0.0023775+0.0029646i,-0.0024101+0.0010991i,-0.001793-0.00065038i,-0.00084743-0.0013366i,-0.00067146-0.0015299i,-0.00079092-0.0001098i,-0.00048646+0.00051488i,-0.00052567+0.00033701i,0.0003851-0.00031245i,0.001299-0.00022498i,0.0012981+0.00056712i,0.00090596+0.00020237i,0.00055019+0.00014754i
0.00255-0.00015732i,0.0018996-0.00064645i,0.0013352-0.0015883i,0.00049287-0.0017203i,-0.0005167-0.0017077i,0.00016267-0.00049523i,0.0025028+0.0009629i,0.0037774+0.0012758i,0.0032579+0.0019633i,0.0027115+0.0029423i,0.0016295+0.0034369i,-0.00024629+0.0028725i,-0.0010342+0.0014366i,-0.00035982+0.00060057i,9.7982e-05+0.0011562i,0.00067275+0.00063469i,0.00045661-0.00045789i,-0.00043333-0.0010519i,-0.00021496-0.0021293i,-5.1588e-05-0.0021247i,-0.00045349-0.0014375i,-3.5212e-05-0.00027814i,0.00055385+6.8652e-05i
0.00084979+0.0015102i,0.00080995+0.0005663i,0.0011634-0.00096969i,0.0010671-0.001793i,-0.00010149-0.0019523i,-9.1906e-06-0.0028782i,0.0012969-0.0034872i,0.00092112-0.0028275i,0.00040468-0.0026346i,0.0025049-0.002336i,0.0042127-0.00063396i,0.0028918+0.00078582i,0.00014966+0.0011463i,-0.00065828+0.0012009i,0.00051043+0.0012158i,0.00069028+0.00049853i,9.7655e-06-0.00051276i,-0.00048866-0.0010176i,-0.0013749-0.0014105i,-0.0024185-0.0011133i,-0.0023649-0.00013124i,-0.0012581-0.00039317i,-0.00050058-0.00071396i
0.00089047-0.0011557i,0.000166-0.00087323i,-0.0013219-0.00056909i,-0.0020219+0.00067827i,-0.0024027+0.0011612i,-0.0038537-0.0014098i,-0.0039513-0.0037207i,-0.0034082-0.0036192i,-0.002784-0.0033781i,-0.00090251-0.004331i,0.0010312-0.0048982i,0.0015104-0.003327i,0.00029526-0.00070598i,-0.00034966+0.001544i,0.00031242+0.0019299i,0.0013275+0.0006429i,0.0011792+1.855e-06i,-0.00022659+0.00019981i,-0.0011747+0.0012426i,-0.0014257+0.0017459i,-0.0013278+0.00083644i,-0.0014916+0.00020304i,-0.0013951-0.00029362i
-0.0015762-0.0031864i,-0.0017278-0.0016567i,-0.0021015-0.0012535i,-0.0025938+0.00021971i,-0.0035323+0.0017585i,-0.0047291+0.0025797i,-0.0055419+0.0028867i,-0.0044877+0.0033826i,-0.0033998+0.0023994i,-0.0039167+0.00038023i,-0.0035415-0.00087668i,-0.001829-0.0006678i,-0.00066767+0.00099829i,0.00017335+0.0015729i,0.00018043-0.00016223i,2.5929e-05-0.0019577i,-3.3072e-05-0.002134i,-0.00067437-0.001456i,3.6198e-05+6.0593e-05i,0.0012746+0.0011611i,0.0014252+0.0014318i,0.00084199+0.0013799i,0.00013325+0.00096359i
-0.0016824+0.0022645i,-0.0013754+0.0027885i,-0.0010236+0.0033428i,0.00051312+0.0025291i,0.0017735+0.0020985i,0.0012341+0.0035656i,-4.3198e-05+0.0051939i,0.00064054+0.0052693i,0.0014809+0.0051888i,-3.5822e-05+0.0036205i,-0.0017216+0.0007233i,-0.00090713-0.00052306i,0.00058913+5.0724e-05i,0.0002842+0.00056464i,-0.0013833+0.00011773i,-0.0020178-5.5528e-05i,-0.0017004-0.00025321i,-0.00083339+0.00028355i,0.00069232+0.00013137i,0.0017875-0.00046843i,0.0021094+0.0003278i,0.001801+0.00082737i,0.00071189+0.00033921i
0.0011462-0.0011033i,0.00047765-0.0017443i,0.00011936-0.0012958i,-0.0010676-0.0011932i,-0.0014827-0.00046319i,0.00095229+0.00029731i,0.0046034+0.0012403i,0.0067868+0.0012048i,0.0069451+0.00070712i,0.0044306+0.0017929i,0.0009295+0.0023533i,-6.2571e-05+0.0017318i,0.0011073+0.00061598i,0.0011375+8.7627e-05i,0.00023687+0.00018305i,-0.00096695+0.00099832i,-0.0013079+0.0011955i,0.00069753+0.0003363i,0.0017532-0.0012449i,0.00037341-0.002011i,-0.00018566-0.0018216i,0.00067342-0.00095676i,0.0016889-9.7411e-05i
0.0012746+0.00017113i,0.00040663+0.00075136i,-0.0011782+5.9863e-06i,-0.0027725-0.00036898i,-0.0027994+0.00020627i,0.00015779+0.00017197i,0.0037152-0.0014611i,0.0047281-0.0035537i,0.0045023-0.0049467i,0.0039133-0.0043451i,0.0033222-0.0015219i,0.0021965+0.00041489i,0.00099612-0.00025236i,0.00017698-0.0012433i,-0.0002256-0.00066418i,0.00033305+0.00099866i,0.00062437+0.0011154i,-7.0097e-05-0.00026385i,-0.00078079-0.00099288i,-0.0009514-0.00097597i,-0.0013842-0.00082254i,-0.0017243-0.00058931i,-0.0016662-0.00012448i
-0.00048679+0.00087319i,-0.00054276-0.00036468i,-0.0020458+0.00071186i,-0.0027405+0.0020229i,-0.0019739+0.0017522i,-0.0026189-0.00043i,-0.0021529-0.0037846i,-0.0016528-0.0062861i,-0.0025891-0.0069604i,-0.0019023-0.005917i,0.00028892-0.0040741i,0.00023864-0.0029706i,-0.0014208-0.002933i,-0.001028-0.0024559i,-0.00014618-0.00075511i,0.00067543-7.2437e-05i,0.00096958-0.00057117i,0.00041669-0.0010794i,-0.00071978-0.00016418i,-0.0015547+0.0010521i,-0.0010286+0.0011102i,-0.0010801+0.00097066i,-0.00098539+0.00099537i
8.6102e-05-0.0026524i,0.00067082-0.0026235i,-0.00095998-0.0027549i,-0.0017097-0.00145i,-0.001453+0.00034824i,-0.002907-0.00011414i,-0.0062247-0.0019949i,-0.0081275-0.0024923i,-0.0081193-0.0016826i,-0.0063677-0.0012118i,-0.0041202-0.0011426i,-0.0029116-0.00084174i,-0.0022596+0.00052851i,-0.0015834+0.0016413i,-0.0012419+0.0015534i,-0.00091275+1.8733e-05i,-0.00015254-0.00089671i,-0.00027835+0.00017302i,-9.606e-05+0.00063942i,0.00061703+0.00032229i,0.00048873-4.8601e-05i,0.00034615-0.00019126i,-5.1156e-05+0.00050973i
-0.0011457-0.00028198i,-0.001267-0.0014914i,-0.0012642-0.0017614i,-0.0020354-0.00036768i,-0.0032023+0.0012869i,-0.0041041+0.0030437i,-0.0056707+0.0044342i,-0.0062491+0.005841i,-0.0047404+0.0066491i,-0.0039588+0.005115i,-0.0041892+0.003181i,-0.0032956+0.001543i,-0.0011548+0.0014695i,-0.00025454+0.0020202i,-0.00086044+0.0011753i,-0.00086588+0.00031707i,-0.0011387+0.00032232i,-0.00096082+0.00055011i,-5.2519e-05+0.00060081i,0.00050088+4.7525e-05i,0.00074964-3.2729e-05i,0.00060246+0.00032579i,0.0008486+0.00046816i
-0.0011391-0.00019432i,-0.001223-0.0003357i,-0.0018616+0.00026631i,-0.0011159+0.0010651i,-1.0972e-07+0.0018865i,4.7135e-05+0.0044354i,-0.00041648+0.0076913i,0.00081438+0.0091654i,0.0033425+0.0088048i,0.0031941+0.0067438i,0.0012943+0.0044386i,0.0010731+0.0032228i,0.0018721+0.0019109i,0.0020455+0.00116i,0.0010386+0.00090662i,0.00011868+0.00075966i,0.00010576+0.00050552i,0.00018173-0.00039938i,0.00019412-0.00087788i,-0.00028998-0.001045i,-5.9723e-05-0.001473i,0.00020087-0.0013469i,-0.00011675-0.00093361i
0.00051957+0.00011554i,-0.00055214-0.00071794i,-0.0016215+0.00024022i,-0.0012966+0.0012006i,-1.633e-05+0.0019568i,0.002325+0.001965i,0.0060376+0.003007i,0.009492+0.0036433i,0.010152+0.0018481i,0.0075223+0.00049843i,0.0051418+0.00053001i,0.0041724+0.00055339i,0.0028393-0.00011909i,0.0018606-9.367e-05i,0.0012164+0.00057379i,0.00064204+0.00099955i,0.00021045+0.0007874i,-0.0002472+0.00013654i,-0.0010263+9.4437e-05i,-0.0013562+0.00021635i,-0.00057025+0.00026243i,-0.00013013+0.00021931i,0.00044359+0.00013877i
-0.0020249-0.00040582i,-0.0014599+0.0030472i,-0.00061061+0.0049869i,-0.00079872+0.0041282i,-0.00070154+0.0020076i,0.001543-0.0013625i,0.0055447-0.0046669i,0.0079664-0.0069049i,0.0061661-0.0078995i,0.0039671-0.0070368i,0.003227-0.0049528i,0.0015606-0.0037269i,0.00036752-0.0031507i,0.00027539-0.0021167i,0.00017265-0.0017716i,0.00057524-0.0022304i,0.00027159-0.0012035i,-0.00030751-0.00019531i,0.00016563-0.00073873i,0.00023404-0.00068728i,-7.1262e-06+0.00042962i,-0.00054512+0.00029883i,-0.00046512-0.00066365i
-0.0009291-0.0019466i,-0.00010468-0.0017136i,6.3233e-05+5.78e-05i,5.6104e-05+0.0013567i,-0.0007676+0.0012729i,-0.0025425-0.0015016i,-0.0031613-0.0060306i,-0.0026621-0.0096181i,-0.0033564-0.0089157i,-0.0034077-0.0062333i,-0.0020663-0.004641i,-0.0022444-0.003392i,-0.0024884-0.0014984i,-0.0020638-0.00071929i,-0.0011586-0.001415i,-0.0008329-0.0012243i,-0.00081152-0.00081442i,-0.00047041-0.00086045i,-2.8406e-05-0.00042906i,0.0001103+7.9963e-05i,-0.000295-0.0003623i,0.0001137-0.0010401i,0.00056536-0.00068446i
0.00094687+0.0012903i,0.0002942+0.0007622i,0.00037293-0.0013731i,-0.00052486-0.0020219i,-0.0020773-0.0015249i,-0.0038763-0.0017008i,-0.0056366-0.0028084i,-0.0070624-0.0023408i,-0.00721-0.00027727i,-0.0057868-1.9081e-05i,-0.0050549-0.00038906i,-0.0047433+0.00034123i,-0.0024944+0.0012067i,-0.0011816+0.0013123i,-0.0013418-0.000101i,-0.0012534-0.00095605i,-0.00039208-0.00063074i,0.00069979-0.00059177i,-1.4024e-05-0.00045618i,-0.00093094-0.00077394i,-0.00095907-0.0011559i,-0.00085428-0.00011158i,-0.00095061+0.00074432i
-0.00013637+0.00084439i,0.00054351-3.9346e-05i,0.0019329-0.0003754i,0.0008057-0.00049229i,-0.0011859-0.00033067i,-0.0031483+0.0011468i,-0.0057348+0.0028408i,-0.0064663+0.0052274i,-0.0032978+0.0068687i,-0.0015638+0.0043491i,-0.0029219+0.0023908i,-0.0029135+0.0034681i,-0.0010261+0.0040197i,-0.00044953+0.0027791i,-0.00095911+0.00072282i,-0.00076962-2.6811e-05i,-0.00035268+0.00061436i,-0.00055342+0.00086663i,-0.00063629-2.8313e-05i,-0.00055077-0.00032652i,-0.00056461-0.00032978i,-0.00044515+2.1107e-05i,-0.00077512+0.00092868i
-0.0018276+0.0013683i,-0.0017987+0.0018807i,-0.0022849+0.0023811i,-0.0035903+0.0019056i,-0.0042865+0.001468i,-0.0034971+0.0018777i,-0.0031415+0.0042778i,-0.00057551+0.006564i,0.0036768+0.0052065i,0.0038293+0.0032086i,0.0019437+0.0035533i,0.0025307+0.0033945i,0.003878+0.00088673i,0.0029165-0.00053058i,0.0011593+0.00034956i,0.0011771-4.078e-05i,0.0012767-0.00048295i,0.00028818+0.00063125i,-0.00019468+0.00094558i,0.00029275+0.00082457i,0.00098789+0.00077454i,0.00053433+0.00075048i,7.1084e-05+0.00066387i
0.0021603-0.0031453i,0.0011263-0.0025288i,-0.0003708-0.0018549i,-0.0023229-8.6216e-05i,-0.0033917+0.0021969i,-0.0024786+0.0041707i,0.0018818+0.0062215i,0.0070074+0.0052481i,0.0069866-5.5743e-05i,0.0040258-0.0018312i,0.0028009+0.0010646i,0.0032728+0.00090034i,0.0024289-0.00027626i,0.00044371+0.00031767i,0.0006635+0.0010909i,0.00103+0.00071807i,0.00038852+0.0001589i,0.00058478+0.00015627i,0.0011366-3.0869e-05i,0.0013075-0.00065943i,0.0011115-0.00054302i,0.00068684+0.00071768i,0.0007823+0.00025267i
-0.00024241-0.00091034i,-0.00094709-0.0014396i,-0.0018704-0.0016485i,-0.0013219+0.0010384i,-0.00059834+0.0048733i,0.00085781+0.0056185i,0.0047081+0.0022587i,0.0067596-0.0032499i,0.0037613-0.0069837i,0.0012408-0.0061712i,0.0022365-0.0038581i,0.001708-0.0037717i,-0.00034386-0.0028667i,0.00024582-0.00059262i,0.001507-0.00012825i,0.00088255-0.00045174i,0.0002258-0.00039226i,0.0008493-5.2825e-05i,0.0014389-0.00038572i,0.0017106-0.0012682i,0.0015914-0.0013498i,0.0014468-0.0013596i,0.0010757-0.0018549i
