-0.0017925+0.00026148i,-0.00031376-0.00023577i,-0.0016528+0.00083173i,-0.0012872+0.0012897i,0.00015986+0.0015955i,0.00085247+0.00091505i,0.00071902+0.00010795i,-0.00033657+0.00079376i,-0.00024862+0.0011155i,0.0007473+0.00063208i,0.00085234-0.00031093i,0.00071455-0.00069619i,0.00085905-0.00016642i,0.00038888-0.00030595i,-0.0005314-0.00058413i,-0.00062659-0.00010424i,-0.00059119+0.00042234i,-0.00066523+0.00052117i,-0.00082392+0.00012863i,-0.00044044+2.972e-05i,0.00014123+0.00080883i,-8.3508e-05+0.0011759i,-0.00035162+0.00060614i
0.00030427+0.0011451i,-0.00026586+0.00043604i,-0.00080052+0.00068894i,-0.00077839+0.0023825i,0.00014029+0.0029593i,0.00070459+0.00088231i,0.00070456-0.00062249i,0.00056425-0.00072082i,-0.00031517-0.00017842i,-0.00038417+0.00031733i,0.00061847-0.00022489i,0.00071918-0.00053145i,6.7398e-05-1.3571e-06i,-0.00029704+7.8218e-05i,-0.00062769-9.4267e-05i,-0.00024396+0.00020344i,0.00065436+0.00023418i,0.00074122-0.00016509i,0.00063461-0.00064999i,0.00056752-0.00052457i,0.00036115+2.9662e-06i,8.2134e-05-0.00034776i,0.00021108-0.00068461i
0.00012721-0.00070587i,0.00014462-0.00077755i,-0.000799+0.00023389i,-0.0015188+0.001402i,-0.0013172+0.0015357i,-0.00021042+0.00096733i,0.0011397-0.0011949i,0.00074418-0.0028725i,0.00041509-0.0023582i,0.0012822-0.0016365i,0.001215-0.0008624i,0.00031751+0.00051193i,0.00011686+0.0010559i,0.00039829+0.00053281i,-0.0002268+0.00077167i,-0.00058665+0.0003137i,-0.00047834-0.0008435i,4.4576e-05-0.0010947i,0.0011565-0.00091826i,0.0016323-0.0014923i,0.00085636-0.0015785i,-0.00036816-0.00099044i,-0.00029335-0.00056111i
-0.00014798-0.00010412i,-0.00039889-0.00066605i,-0.0010192-0.00012242i,-0.0011472+0.0013601i,-0.00038544+0.0024021i,0.00063722+0.001671i,0.00033194+0.0008708i,-0.00096048+0.00014984i,-0.0015129-0.00016823i,-0.001205+0.00032827i,-0.00055853+0.00060206i,0.00039828+0.0001015i,0.0012306-0.00016691i,0.0013875-0.00026172i,0.0013213+0.00052205i,0.00033813+0.00042884i,-1.1591e-05-2.5691e-05i,0.00029336+4.8531e-05i,-0.00021696-0.00071306i,-0.00082699-0.0011774i,-0.00034616-0.00085873i,-0.00019363-0.00024655i,-0.00069095+0.00012387i
0.0006082-4.5048e-05i,0.0013367+0.00071267i,0.0020145+0.00029248i,0.0010919+0.00049431i,-4.7998e-05+0.0012154i,-0.00082119+0.0016585i,-0.00072963+0.0014033i,0.0002379+0.0015279i,0.00023675+0.0014571i,-0.00042674+0.00045167i,-1.7948e-05-0.00020235i,0.00033948+7.5493e-05i,9.0116e-05-0.00010936i,-9.5705e-05-0.00046425i,-0.00038265-0.00077606i,0.00050947-0.00051804i,0.00095826-0.00041733i,-3.1889e-05-0.00038796i,-0.00085219+0.00017936i,-0.00091439+5.7557e-05i,-0.00040456+5.1924e-05i,0.00040175+0.00035034i,0.00086343+0.00068861i
0.00021572-0.00096063i,-0.00076483-0.0016165i,-0.0018994-0.0017288i,-0.0031412-0.00015478i,-0.0030119+0.0018883i,-0.002348+0.002714i,-0.0010938+0.0015293i,-0.00021465+0.00065682i,0.00031554+0.00070812i,0.0011255+0.00070396i,0.0014438+0.0010052i,0.0011084+0.0014677i,0.0002419+0.0011499i,9.5391e-05+0.00025467i,0.00047168-0.00043391i,0.00010205-0.00067863i,-0.00019401+2.2613e-05i,-0.00021131+0.00059717i,-6.1808e-05+0.00028679i,0.00021372+0.0004212i,-1.2752e-05-0.0002136i,1.8031e-05-0.00072865i,0.00015875-0.00063723i
-0.0010738+0.00030656i,0.00039825+0.00022224i,0.0019275+0.0011106i,0.0017513+0.0029858i,0.0014966+0.0033049i,0.0019934+0.0026248i,0.0015377+0.0011527i,0.00098968+0.00069684i,0.0013041+0.0002553i,0.001475-0.00023148i,0.0010954-0.00015963i,0.0011409-2.5407e-05i,0.00036236+0.00074882i,-0.0011763+0.0012866i,-0.0010024+0.00070986i,-6.5857e-05+0.00096201i,0.0005054+0.00093311i,-2.2765e-06+0.0002735i,2.5773e-05-0.00041192i,0.00065656-0.00061642i,-0.00010289-0.00064658i,-0.00070119-0.00060434i,-0.00085126-0.00040182i
9.2739e-05-0.00085939i,-0.0010455-0.0013822i,-0.0024765-0.0010713i,-0.0031786+0.0001224i,-0.0031877+0.0012267i,-0.0024834+0.0013385i,-0.0020074-4.7114e-05i,-0.0017143-0.00042544i,-0.00067139-6.2325e-05i,-0.00045131-0.00057778i,6.7523e-05-0.0010401i,0.00048137-0.00057166i,-8.4377e-05+0.00046148i,-3.6354e-05+0.00067373i,0.00025457+0.0001399i,0.00033531+4.0546e-05i,0.0009987+0.00033062i,0.00071824+0.00047278i,-0.00031807+7.8447e-05i,-0.00068947+0.00026665i,-0.00033523+0.00065651i,0.00014074+0.00079592i,0.00037488+0.0004461i
0.0011827+8.3774e-05i,0.0010481-0.0001696i,0.00054224-1.1559e-05i,-0.0004582+0.0013841i,-0.0014136+0.0028757i,-0.00063738+0.0025163i,0.00019528+0.0010719i,-0.00098712+0.00054041i,-0.0016975+5.0302e-05i,-0.0012208-0.00069264i,-0.00080223-0.00010224i,4.9638e-05+0.00077846i,0.00069919+0.00062396i,0.0012256-1.7209e-05i,0.0011943+8.6054e-05i,0.0001274+0.00040352i,3.4775e-05+0.00017104i,0.00098496+0.00026714i,0.0013717+0.0006589i,0.0011671+0.00078797i,0.00073431+0.00091197i,0.00016936+0.0010691i,-0.00010559+0.0012283i
-0.00062921+0.00081417i,-0.00010357+0.0010481i,-0.00027648+0.0018066i,-0.0006651+0.0022178i,-0.00013372+0.0017799i,0.00040203+0.00050887i,-0.00052837-0.00015626i,-0.001017+0.00036533i,-3.3809e-05+0.0013059i,0.00043006+0.0017764i,0.00016219+0.0016959i,0.00051716+0.00092138i,0.00059806-0.0001649i,0.00070264-0.00029806i,0.00088884+0.00026702i,-8.4957e-05+0.00053571i,-0.00047399-1.8865e-05i,-0.00026619-0.0001529i,-0.00096825+0.00047547i,-0.0011027+0.00046819i,-0.00027827+0.00044008i,4.6418e-05+0.0010438i,0.00043791+0.00073454i
-0.0013599+0.0015931i,-0.0010784+0.0010127i,-0.0012024+0.0012228i,-0.0015701+0.0026136i,-0.00060184+0.0030879i,0.00013723+0.0020501i,-4.3505e-05+0.00076201i,9.6564e-05+4.6572e-05i,0.00027738+0.00043634i,0.00033901+0.0010604i,0.00083406+0.0015671i,0.00045231+0.00097343i,-0.00072898-0.00060487i,-0.00073706-0.0012587i,-0.0008509-0.00081349i,-0.0010783-0.00040419i,-0.00083484-0.00020006i,-0.00043684+7.9534e-05i,0.00021804+0.00042944i,0.00055862+0.00077456i,0.00033285+0.0010387i,0.00039601+0.00021845i,0.00077265-0.00090767i
-0.00042536+0.00032185i,0.00018437+0.00032317i,0.00047766-0.00062051i,-0.00034275+0.0003924i,-0.001043+0.0026697i,-0.00045694+0.0027301i,3e-05+0.0014761i,0.00053172+0.00012457i,0.0013643-0.00052321i,0.0011715+9.0667e-05i,-0.00012866+0.00029671i,-0.00076924+6.7571e-05i,-0.00015749-1.132e-05i,-3.5324e-05-0.00019045i,-0.00077877-0.00044256i,-0.00067199-0.00088075i,-7.8605e-05-0.0011625i,0.00013315-0.00090427i,-0.00013057-0.00090666i,-8.8182e-05-0.00041794i,0.00054754+0.00013952i,0.00041614+0.00040092i,-0.00073423+0.0002423i
0.00064839+0.0017003i,0.00084145+0.0016105i,-0.00025202+0.0010784i,-0.0010381+0.0019159i,-0.0012463+0.003113i,-0.0011989+0.0024272i,-0.0012296+0.00055559i,-0.0019658-0.0005256i,-0.0011628-0.00083391i,0.0012624-0.0006781i,0.0018085-0.00046498i,0.00049586-0.00020715i,-0.00014053+0.00025586i,1.2261e-06+0.00025764i,-0.00023042+0.00010508i,-0.00091862-0.00036795i,-0.00066774-0.00026558i,0.00029825+0.00078296i,0.001114+0.00088107i,0.00098249+0.00039414i,6.4016e-05+0.00023132i,-0.00073832+0.00080047i,-0.0012407+0.0013949i
2.3887e-05+0.0007794i,-0.00015101+0.00025405i,-0.00019203+0.00050949i,-0.00033466+0.00052984i,6.9539e-05+0.00075906i,0.00062272+0.00098558i,-0.00041664+0.00062826i,-0.0022849+0.00040676i,-0.0021144-1.3486e-05i,-0.00051611-0.0004319i,1.6883e-05+0.00044142i,0.00039577+0.00031497i,0.0010487-0.00081369i,0.0009684-0.00074913i,0.0005033-1.7225e-05i,0.00040023+0.0004078i,0.00029674+0.00020617i,-9.5858e-06-0.00025404i,3.2374e-05-0.00074341i,7.6224e-05-0.00035771i,-0.00023339+0.0002537i,-0.00042547+0.00029322i,-0.00025838+0.00032422i
-0.0012601+0.0019439i,-0.0002465+0.0017646i,0.0010978+0.0021078i,0.0015669+0.0017418i,0.00069219+0.0020078i,-0.00033806+0.0014305i,-0.00061736+0.00027408i,-0.0005224+0.00054302i,-0.0008396+0.001445i,-0.0010529+0.0018258i,-0.0001717+0.0011842i,0.0003936+0.00093468i,-0.00041336+0.00077601i,-0.00071277+2.5777e-05i,0.00018884+0.00014956i,0.00023272+0.00074162i,-0.00042921+0.00056122i,-0.00074771-0.00030337i,-0.0010714-0.0010037i,-0.00033651-0.0011473i,-0.00021658-0.0003565i,-0.00023043+0.00080881i,4.8519e-05+0.00021343i
0.00079721-0.0016795i,-0.00035898-0.00035701i,-0.0016075-9.1318e-05i,-0.0031348+0.001493i,-0.0036241+0.002574i,-0.001852+0.0024254i,-0.0010506+0.001236i,-0.00064435+0.00058413i,0.00070443+0.00060705i,0.0011418-0.00017643i,0.0012917-0.0002542i,0.001677-9.9365e-05i,0.001205-0.00038582i,0.00078535-0.00087498i,0.00088702-0.00092487i,0.00076543-0.0012445i,-0.00031198-0.0011907i,-0.0013226+0.00019885i,-0.00094125+0.00015681i,-0.00022826-0.00089171i,0.0002173-0.00033105i,-0.00027329+0.00047562i,-0.00060365+0.00028109i
-0.00036503+0.0001522i,0.0010295-0.00033477i,0.0012618+0.00014114i,0.00078646+0.0014493i,0.0010199+0.0022487i,0.0005853+0.0010032i,-0.00035952-0.00049671i,-5.6021e-05-0.0009539i,0.0011151-0.00012242i,0.0016712+0.0012798i,0.0018861+0.00088049i,0.001707-1.4153e-05i,0.00062196-0.00016326i,-0.00029841-8.8338e-05i,-0.00027743+9.8132e-05i,0.0001561-0.0001845i,0.00067989-0.00028175i,0.00019622+0.00011941i,-0.00076624+0.00050343i,-0.00080398+0.00050165i,-0.00068853+0.00045174i,-0.00058519+0.00057463i,-0.00034401-0.00018338i
0.00051819-0.00074039i,-0.00038672-0.00054411i,-0.0016491+0.00034714i,-0.0024088+0.001242i,-0.0021648+0.0024111i,-0.0013648+0.0029752i,-0.00078135+0.0015893i,-0.0010653-0.00015529i,-0.00080874-0.0014456i,0.00065092-0.0021555i,0.0006352-0.0016493i,-0.00062313-0.00046488i,-0.00087706+0.00042214i,-3.5969e-05+0.00035947i,0.00010871+0.00071006i,-0.00014603+0.00043154i,-7.0261e-05-0.00042772i,0.00012422-0.00053698i,0.00057561-0.00042147i,0.00064345+0.00020266i,0.00057703+0.00067496i,-5.9903e-05-5.226e-05i,-0.0003425-0.0002485i
-0.00042531-0.0012822i,0.00036499-0.0012648i,-2.1713e-05-0.00051789i,-0.00012573+2.6283e-05i,-6.0463e-05+0.0013954i,0.00010287+0.0021938i,-0.00046528+0.0024758i,-0.0019752+0.001729i,-0.0021648+0.00017862i,-0.0013185-0.0011574i,-0.00022921-0.0011648i,0.00050463-0.00026189i,0.00049185+0.0004189i,-0.00069671+0.00059607i,-0.0010069+0.0010843i,-0.00042186+0.0015323i,-0.00014301+0.00064527i,6.9438e-05+0.00016422i,-3.9093e-05+0.00023229i,-0.00084285-8.5269e-05i,-0.00038456-1.5172e-05i,6.534e-05-0.00026145i,-0.00022588-0.0011404i
-0.00041677-5.3657e-06i,-0.0010763+0.00055021i,-0.0011425+0.00055177i,-0.0021701+0.00099616i,-0.0022707+0.0016209i,-0.00038988+0.0013551i,0.00040602+0.0011125i,-0.00068997+0.0016835i,-0.0022253+0.0021438i,-0.001987+0.0013655i,-0.000855+0.00082238i,-0.00024763+0.00039835i,0.0008158-0.00010255i,0.00097534+7.3568e-05i,0.00064508+0.00047281i,0.00065238+0.0010024i,0.00075579+0.0012981i,0.00018388+0.00035688i,-0.00048766-0.00071076i,-0.00055631-0.00013423i,-0.00033899+8.6479e-05i,0.00010082+0.00055031i,0.00036981+0.0012305i
0.00062178+0.00038616i,3.6663e-05-0.00026076i,-0.00027637-0.00075695i,-0.00044664-3.1301e-05i,-0.00035278+0.0015059i,-0.0011933+0.00093759i,-0.0011511+7.1819e-05i,3.4135e-05+0.00080433i,0.00050829+0.0021923i,0.00028141+0.0021557i,0.00073658+0.0011605i,0.0013754+0.0013093i,0.0014603+0.00059502i,0.0011095-0.00044141i,0.00055404-0.0008784i,0.00058335-0.0013376i,0.00071786-0.0009594i,0.00051406-0.00051635i,0.00022678+0.00018595i,-0.00040132+0.00058356i,-0.00033343-0.00018462i,0.00087279-0.001176i,0.0011748-0.0011815i
0.0018807+0.0001045i,0.0017368-0.00030404i,0.00082744-0.00051636i,-0.00063758+0.00079562i,-0.0022777+0.001606i,-0.002391+0.0012591i,-0.0008022+5.8425e-05i,0.00057602-0.00033208i,0.0024392+0.00023205i,0.0039064+0.00096136i,0.0030702+0.0013643i,0.0018206+0.0016487i,0.0010809+0.0012715i,0.0008045-5.3452e-05i,5.6058e-05-0.0011788i,-0.0003892-0.0020364i,6.5675e-05-0.0016639i,0.00012351+1.9742e-05i,-0.00060195+0.0010642i,-0.00080443+0.0007908i,-0.00084233+0.00060864i,-0.00077052+0.00038071i,-0.00042923-7.6524e-05i
-0.00017574-0.00048714i,-0.00061411-0.000603i,-0.0012052+0.001059i,-0.0013835+0.0029171i,-0.0012112+0.003346i,-0.0010971+0.0015756i,-0.0013318-0.00083876i,-0.0016238-0.0021948i,-0.0003166-0.0027488i,0.001371-0.0027051i,0.0019086-0.0016838i,0.0014599-0.00081031i,0.00087724-0.00052071i,0.00010883-9.3065e-05i,-0.00044338+0.00039108i,-0.0011091+0.0010324i,-0.0011886+0.00055932i,-0.00045331-0.00016499i,-9.5966e-05+7.93e-05i,-0.00011315+0.00061794i,-0.00059594+0.00076253i,-0.00060722-0.0003308i,-0.00091967-0.00077443i
-0.00030288-0.00027476i,0.00028245-0.0006194i,0.00078197-0.00049721i,0.00061088+0.00073001i,-0.00036236+0.0014118i,-0.0006391+0.00067407i,-0.0011199-0.00017246i,-0.0028497-0.00046159i,-0.0034891-0.0006887i,-0.00221-0.0013831i,-0.0012145-0.0014151i,-0.00032681-0.0010622i,0.00046765-0.0011617i,0.00018755-0.00024741i,-0.000583+0.00078529i,-0.00077827+0.00061966i,-0.00063759+0.0010186i,-0.00077297+0.001069i,-0.00032834-0.00013633i,2.7431e-05-0.00049925i,0.00045163-0.00022216i,0.0008226+0.00011986i,0.00042307+0.00042042i
-0.0003048+0.00053015i,-0.0010515+0.00093825i,-0.00095017+0.001563i,-0.0017636+0.0016393i,-0.0020623+0.0019391i,-0.001253+0.0022577i,-0.0011871+0.0018869i,-0.001853+0.0021027i,-0.0023491+0.0025125i,-0.001929+0.0022223i,-0.00052116+0.0016377i,0.00023163+0.00093818i,4.0045e-05+0.000705i,-0.00037093+2.8053e-05i,0.00061419-0.00018135i,0.0013095+4.1742e-05i,0.00051236+0.00072919i,-0.00024026+0.00092439i,7.5836e-05+0.00099749i,-4.0843e-05+0.0011298i,-7.6678e-05+0.00070662i,0.00049058+0.00067073i,0.00044791-2.1794e-05i
-0.00091729-0.0008024i,-0.00045049-2.6227e-05i,-0.0010302+0.0013413i,-0.0012462+0.0034553i,-3.1075e-05+0.0043031i,0.0016578+0.001802i,0.002441-0.00039749i,0.0019679+0.00049284i,0.0011125+0.0021643i,0.00042167+0.003536i,0.00064908+0.0035252i,0.00066164+0.0027453i,0.00063466+0.0018796i,0.00049876+0.00064071i,0.00027318-0.00072826i,2.9082e-05-0.00039114i,0.00015831+0.00031117i,-7.9297e-05+0.0003765i,-0.00033587+0.00038934i,0.00025939+8.0255e-06i,0.00031933-0.00025248i,0.00014141-0.0005337i,0.00040863-8.7817e-05i
0.00062277-0.0010049i,0.00050158-0.0014684i,-9.2063e-05-0.0018986i,-0.001335-0.00067483i,-0.0025947+0.00098619i,-0.0014954+0.0013526i,0.00016891+0.00071045i,0.0013833+0.00019269i,0.0027533+0.00023822i,0.0028402+0.00096677i,0.0020928+0.001013i,0.0013534+0.00046764i,0.00036644+0.00054032i,-0.00040836+0.00030696i,-7.9208e-05-0.00087932i,0.00025749-0.0015561i,0.00033638-0.0016804i,0.00076976-0.0006647i,0.00043537+0.0010621i,-9.0269e-05+0.0016434i,0.000313+0.001233i,0.00020416+0.00051616i,-0.00065679-1.4957e-05i
-0.00051871-0.00029445i,0.00092986+0.00045725i,0.00045999-0.00030116i,-0.00058828+0.00039641i,-0.0014656+0.0021119i,-0.0011449+0.0020174i,-0.00059305-4.2002e-05i,-0.00023073-0.001929i,0.00084007-0.0028206i,0.0014062-0.0023243i,0.0014459-0.0010745i,0.0013681-0.00077958i,0.0010862-0.0012298i,0.00066178-0.00020461i,-0.00058076+0.00078135i,-0.0014198+0.0002057i,-0.0012904-0.00013333i,-0.00061018-0.00012225i,8.927e-05-0.00054759i,0.00010098-0.00015536i,0.00013746+0.0003143i,0.0005553+0.00049397i,0.00076116+0.00026792i
-0.00050259-0.00028461i,-0.0014769-0.00066269i,-0.0020631+0.00032575i,-0.0012609+0.00052526i,-0.0010721+0.00064207i,-0.0019689+0.00026602i,-0.003135-0.00084169i,-0.0032603-0.0020618i,-0.0024787-0.0022304i,-0.0014575-0.0020453i,0.00010409-0.0014662i,0.00097305-0.0011483i,0.0010637-0.0013407i,7.6902e-05+0.00035991i,-0.00066359+0.0017891i,-0.00069361+0.0018285i,-0.00011012+0.00057908i,-5.5602e-06-0.00077338i,0.00018361-0.00057961i,0.00065302+0.00031853i,0.00051692+0.00057117i,0.00013693+4.4302e-05i,-0.00049593-0.00064502i
-0.001266+0.0011006i,0.00038299+0.0006712i,0.0010229+0.0017788i,0.00074324+0.0032883i,0.00041846+0.0032751i,0.00047737+0.0022629i,-0.0010756+0.0019829i,-0.0030578+0.0022035i,-0.00399+0.001421i,-0.0034367+0.00025956i,-0.0016328+0.0004116i,-0.0011919+0.00061271i,-0.0010829+0.00033901i,0.00039056-2.2981e-05i,0.0016295+0.00055485i,0.0017542+0.0014144i,0.00083963+0.0013021i,0.00023887+0.00029991i,8.7247e-05-0.00036248i,-0.00017254-0.0006959i,-0.00036087-0.00069349i,-0.00033558-0.00027807i,-0.00028282-7.9468e-05i
-0.0012539-0.00049956i,-0.0022452-0.00022909i,-0.0031696+0.0004406i,-0.0030733+0.0028273i,-0.0021496+0.0038197i,-0.00061084+0.0029421i,0.0012765+0.0022867i,0.001907+0.0020837i,0.0011121+0.0018564i,0.00015314+0.0024634i,-0.00079265+0.0034393i,-0.00068171+0.0024284i,0.00016844+0.00025575i,0.00099491-0.001253i,0.0018795-0.0016572i,0.0026995-0.0013403i,0.0020632-0.00074228i,0.00047296-0.00073727i,-0.00067602-0.00069389i,-0.0013685-0.00057581i,-0.0008058-0.00012052i,0.00010332+0.00071167i,0.0006527+0.0011731i
0.0010143+0.00017659i,0.00077109-0.00066384i,0.0018693-0.0011293i,0.0018611+0.00014131i,0.00044056+0.0011759i,-3.0432e-05+0.0013083i,0.0006401+0.0010974i,0.0016423+0.0010104i,0.0025149+0.0013367i,0.0023411+0.0019289i,0.0017038+0.0018116i,0.0012384+0.00098585i,0.00063336+0.00059659i,0.00035174+0.00015074i,-0.00079685-0.00042867i,-0.00079402-0.0007972i,0.00031568-0.00077014i,0.00041455-0.00065536i,-0.0001226+0.00044004i,-0.00025775+0.0014941i,-2.7101e-05+0.0012609i,-0.00045348+0.0007756i,-0.0009123+6.1118e-05i
-0.00015227-0.00017143i,0.00016005-0.00012916i,0.00016326+0.00015263i,-0.00048424+0.0013276i,-0.0014457+0.0019804i,-0.00058648+0.00044882i,0.0011953-0.001285i,0.0021459-0.0018669i,0.0026531-0.0024939i,0.0033562-0.0023234i,0.0029574-0.0011943i,0.0020741+0.00014251i,0.00082975+0.00048425i,0.00037076+0.00027913i,-5.0384e-05-0.00080423i,-0.0011981-0.0022668i,-0.0011862-0.0022196i,-0.00021215-0.00059083i,0.00033104+0.00054207i,0.00042068+0.00040888i,-0.00027749-0.00044925i,-0.00045976-0.0005951i,-0.00059703-0.00039539i
0.0004869+0.000619i,3.7005e-05+0.00039807i,-0.00016571-0.00049188i,-0.00065093-0.0010316i,-0.0014781-0.0006732i,-0.002343-0.00029272i,-0.0024377-0.00080579i,-0.0025391-0.0021266i,-0.0017988-0.003081i,-0.00076559-0.0035303i,-0.00051071-0.0029051i,-0.00037998-0.00089637i,4.2788e-05+0.00017064i,-0.00022849+0.00037505i,-0.00049575+0.0013727i,-0.0012512+0.0018683i,-0.0019029+0.0010966i,-0.0011676+0.00051125i,-0.00078262+0.00019778i,-0.00046956+0.00038729i,0.00011542+0.00080896i,-3.3473e-06+0.00062768i,6.5979e-05+0.00010497i
0.00068923-0.00019748i,0.00024038-0.00016227i,4.5794e-05-0.00070115i,-0.00051345+0.00025842i,-0.0017518+0.0022894i,-0.0027956+0.003014i,-0.00315+0.002246i,-0.0035781+0.0016715i,-0.0032562+0.00099424i,-0.0025164-0.00038474i,-0.0020142-0.00071016i,-0.0011246-0.00022354i,6.2959e-05+0.00017865i,0.00035601+0.0011653i,0.00036778+0.0015126i,0.00040788+0.0013768i,-0.00027339+0.0016803i,-0.0004424+0.0012712i,-0.00047829-8.8606e-05i,0.00012698-0.00081844i,0.00011896-0.00060402i,-0.00079485+0.00024448i,-0.00079033+0.00078467i
-0.00053828+0.00075645i,-0.00021568+0.00081199i,0.0005644+0.0014967i,0.00051594+0.002384i,9.1196e-05+0.0031753i,-0.001035+0.002819i,-0.0013944+0.0023557i,-0.00072249+0.0020285i,-0.00053878+0.0027994i,-0.00072668+0.0035863i,-0.00072255+0.0022698i,-3.5377e-05+0.0010866i,0.00057543+0.00063976i,0.00077309+3.4266e-05i,0.0014795-4.909e-05i,0.0020395-0.00038799i,0.0022624-0.00013616i,0.0013653+0.00074198i,0.00015373+0.00023659i,-0.00031018-0.00040889i,9.277e-05-0.00014394i,0.0008263+0.00042643i,0.00062167+0.00045732i
0.0012709-0.0013176i,-0.0001791-0.0014803i,-0.0010646-0.0019934i,-0.0019776-0.00027682i,-0.0011849+0.0022446i,0.0015836+0.002398i,0.0030607+0.0020818i,0.0021643+0.0022984i,0.0021268+0.0018787i,0.0024356+0.0026946i,0.0019924+0.0025138i,0.0015524+0.00087549i,0.0015989-0.0004298i,0.0014929-0.0019082i,0.00083286-0.0030608i,0.0010803-0.0028258i,0.0015919-0.0017671i,0.00052914-0.0009814i,-0.0010645-0.00054913i,-0.0011844+3.306e-06i,-0.00020011+5.7744e-05i,0.00050612-0.0001165i,0.00015256-0.0001447i
0.00017116+0.00028732i,0.00063177+2.0617e-05i,0.0013118+0.0004722i,0.001955+0.0012794i,0.0025409+0.0029492i,0.0022605+0.0024279i,0.0016497-0.00056177i,0.0021462-0.0018328i,0.0028982-0.00066401i,0.0034077-0.00034475i,0.0031648-0.00037735i,0.0021437+0.00014065i,0.00063071+0.00077916i,-0.00028508+0.0013958i,-0.001065+0.00083974i,-0.0016824-0.00020991i,-0.0023266-0.00035693i,-0.0017908-0.0003724i,-0.00024986-8.4868e-05i,0.0006732+0.00051576i,0.00019546+0.0003971i,-0.00039766+0.00046385i,0.00019295+0.0005614i
-0.00041909-0.0020874i,-0.00085045-0.0015004i,-0.0015312-0.0012937i,-0.0027509-0.0008532i,-0.0033495-0.00041504i,-0.0028227-0.0015155i,-0.0016008-0.0024793i,-0.0014198-0.0023101i,-0.00048049-0.0021971i,0.0010588-0.0026246i,0.0014467-0.002059i,0.001403-0.001436i,0.0012882-0.0011075i,9.1788e-05+0.00050885i,-0.00056308+0.00093747i,-0.00033516+0.00073549i,-0.00055578+0.0010328i,-0.00066532+0.00090046i,-0.00057044+0.00084852i,0.0002643+0.0007985i,0.00099199+0.00078488i,0.00051147+0.00037356i,1.2416e-05+0.00022062i
-0.0016009+0.00020183i,-5.414e-05-0.0015427i,-0.00021342-0.0021535i,-0.0023091-0.0012892i,-0.0035808+0.00024188i,-0.003013+0.00096415i,-0.0032382+0.00027006i,-0.0029598-3.9089e-05i,-0.0023509-5.4542e-05i,-0.0022497-0.00082481i,-0.0014907-0.0012296i,-0.00054254-0.00036902i,0.00024466-0.00018641i,0.00080784-3.9295e-05i,0.00071359+0.0011065i,0.0002212+0.0016459i,2.5067e-05+0.0017197i,-0.00067753+0.00095757i,-0.00081197-0.00013413i,0.00020908-0.00049781i,0.00012954-0.00058734i,0.00010031-0.00079249i,0.00043803-0.00065489i
-0.00046221+0.0011237i,-0.00080195+0.0021225i,-0.0010504+0.0027322i,-0.0014306+0.0035851i,-0.0014579+0.003425i,-0.001427+0.0028374i,-0.0010652+0.002695i,-0.00065952+0.0026518i,-0.0010015+0.0025977i,-0.0014622+0.002653i,-0.0018863+0.0018579i,-0.0016472+0.00070658i,-0.0007807+0.00042406i,0.00097642-0.00011297i,0.0028359-0.00028937i,0.0032871+0.00042679i,0.0017391+0.00075189i,0.00015458+0.00064079i,-0.00051108+9.3496e-06i,-0.00068818-0.00048185i,-0.00068009-0.00020853i,-0.00034908+0.00050221i,-0.00021204+0.0008576i
-0.00045051-0.0004069i,0.00037178-0.0013794i,0.00044649-0.00067i,-0.00011445+0.00015146i,-0.00036092+0.0017558i,0.00066199+0.0023892i,0.0017281+0.0011542i,0.00061816+0.0011434i,0.00047725+0.0026441i,0.0012343+0.0028616i,0.00095446+0.001772i,0.00069739+0.00073808i,0.00019186-0.00054888i,-0.00045647-0.0016859i,-8.0784e-05-0.0017278i,0.00099244-0.0010661i,0.0015159-0.00072429i,0.0011078-0.00055296i,0.00061952+8.7407e-05i,0.00053772+0.00028709i,0.00022511+0.00020526i,-0.00043299+1.28e-05i,-0.00043947+0.00061209i
0.0007656+0.00033852i,0.0012847+0.0011724i,0.0013099+0.0019678i,-0.00016649+0.0022897i,-0.00099352+0.0022512i,-0.00039799+0.0021482i,0.00072458+0.00067663i,0.0010635-0.00045814i,0.0015808-0.00093709i,0.0024153-0.0010663i,0.0028567-0.0002544i,0.0025687+0.00037112i,0.0017498+0.00085478i,0.00069754+0.0015421i,-0.00071277+0.00046385i,-0.00096057-0.0013384i,-0.00099405-0.0013315i,-0.00098703-0.00016381i,-0.00012523+0.00051373i,0.00022606+0.00074773i,0.00017604-1.7703e-05i,-0.0001308-7.7563e-05i,-0.00019997+1.333e-05i
-0.00087434-0.0005336i,-0.0011267-0.0012528i,-0.0014437-0.00075838i,-0.0010422+0.00033149i,-0.0013314+0.0012625i,-0.0010667+0.00067122i,-0.0005246-0.0008831i,-0.00093095-0.0011994i,-0.00030291-0.0011975i,0.0013199-0.0012284i,0.0018427-0.0013377i,0.00077049-0.0011934i,0.00011453-0.00020842i,-0.0010407+0.00047303i,-0.0025947+0.00074579i,-0.0027361+0.00066465i,-0.0018322+0.00048602i,-7.9903e-05+0.00058086i,0.0012785+0.00041137i,0.0009413+0.00053415i,-0.00037844-2.889e-05i,-0.00094216-0.00064121i,-0.0009048-0.00046716i
