0.00083291-8.3223e-05i,0.00078356-0.00022918i,-0.00014868-0.00014458i,-0.0011921-0.00019439i,-0.0022122-7.4346e-05i,-0.0024305+0.00031999i,-0.0012835+0.001206i,0.00015933+0.0014454i,0.0010142+0.00041606i,0.0013206-2.3842e-05i,0.00087496+0.00036045i,0.000614+0.00057489i,0.00031608+0.00040555i,-0.0003798-5.678e-05i,-0.0010821-0.00019494i,-0.00068314+0.00026452i,0.00020675+0.00026748i,0.00054974-0.00021794i,0.00048557-0.00021717i,-0.00029837+5.537e-05i,6.1833e-05-5.7113e-05i,0.00091883-7.9319e-05i,0.00061684+0.00034091i
0.00068391-0.00096754i,0.00089918-0.00046241i,-0.0007636-0.00068641i,-0.0013218-0.00038469i,0.00011993-0.00031921i,0.0012074-0.00074958i,0.0012628-0.0006689i,0.00097935-0.0006613i,0.00068274-0.00075861i,-4.137e-05-0.00057822i,-0.00058861-0.00042736i,-0.00028673-0.00037694i,0.00068342+2.2715e-05i,0.0012071-2.6921e-05i,0.00080376-0.00083405i,0.00088322-0.0010786i,0.0015045-0.00029598i,0.0018475+0.00028417i,0.0011062+0.00032262i,0.00010152-0.00022037i,8.4709e-05-0.00046102i,0.00058717+3.8418e-05i,0.00086951-2.4463e-05i
-0.00070946-0.00070691i,-0.0012915-0.00019844i,-0.0021737-0.00025866i,-0.0020445+0.00018292i,-0.00092424+0.00033914i,-0.00019908-0.00021187i,-0.0009066+7.1793e-05i,-0.0015004+0.00052456i,-0.0010884+0.00018017i,-0.0010742+1.0107e-05i,-0.00086443+0.00043004i,-0.00023018+0.00046182i,-0.00034969+0.00055429i,7.5402e-05+0.00045331i,0.00030389-0.00018387i,0.00010771-0.00060947i,-0.000368-0.0003453i,-0.0011431+0.00025859i,-0.0011625-5.9532e-05i,-0.00067209-0.00054744i,-0.00039053-0.00041855i,6.6426e-05-0.00047592i,-0.00012354-0.00080508i
0.00027206-0.00083857i,-0.0012022-0.00028949i,-0.0017822-0.00051036i,-0.0012713-0.00072878i,-0.0012456-0.001358i,-0.0012724-0.0010443i,-0.00084677-0.00036513i,-0.00018503+1.6423e-06i,3.0693e-05-0.00052355i,-0.00037723-0.00089009i,-0.00054635-0.00037296i,0.00014678-0.00023588i,0.0012048-0.00041698i,0.0011321-0.0005708i,0.00019577-0.00097703i,-0.00036866+0.00010682i,-0.00078206+0.0010834i,-0.00012801+0.00060373i,0.00015099+0.00045764i,-0.0006746+0.00020456i,-0.00076045-0.00042729i,-0.00059417-0.00042393i,0.00010906-0.00043055i
-0.0017769+0.0011186i,-0.00011901+0.0010738i,0.00052646+0.0014048i,0.0017578+0.0011922i,0.0038111+0.00041283i,0.0040452-0.00063707i,0.0021627-0.00061851i,0.00078591-0.00027938i,-9.5227e-05+0.00069569i,-0.00034303+0.0011018i,-1.7743e-05+0.00061086i,0.00025614+0.00062645i,-3.8319e-05+0.00066089i,-0.00022971+0.00059268i,7.0255e-06-4.1292e-06i,0.00028076-0.00010493i,0.00025852+0.00034962i,0.00029488+0.0002463i,0.00086118+0.00034687i,0.00074681+0.0006226i,0.00012282+0.00034947i,0.00019747-0.00071635i,-0.00031241-0.0007291i
-0.0021258+0.0027628i,-0.0020122+0.0035491i,-0.0011246+0.0041483i,0.0016514+0.0032176i,0.003431+0.0010909i,0.0018884-0.00085145i,0.00026643-0.0011911i,-0.00027195-5.8985e-05i,-0.00040488+0.00083779i,3.5999e-05+0.0010597i,0.0003231+0.00020704i,0.00010653-0.00047827i,0.00014644-0.00026702i,5.5272e-05+0.00021928i,-6.2776e-05+0.00078713i,3.6177e-05+0.00077481i,-0.00034731+0.00027489i,-0.00010237-0.00030944i,0.00080641-0.0012932i,0.00091145-0.00087663i,0.00046878+0.00011963i,3.5811e-05+0.00018739i,-0.00057265+0.00013856i
-0.0013463+0.00081859i,-0.00074027+0.0003481i,0.0007295+0.0016743i,0.0025694+0.0021448i,0.0033689+0.0017741i,0.0022373+0.00058703i,0.00046938-0.00063807i,2.7416e-06-0.00080764i,0.00035159-0.00015618i,0.00065329+0.00042619i,0.00072546+0.00038872i,0.00054879+0.00028982i,-3.5999e-06-0.00029009i,-0.00072853-3.9036e-05i,-0.00034477+6.6575e-05i,0.00033261-0.00036074i,0.00039606+0.00027759i,-6.7194e-05+0.00071267i,-0.00081826+0.00085899i,-0.0012613+0.00038605i,-0.00089436+2.2931e-05i,-0.00023046+0.00010071i,-0.00024628+5.9315e-05i
-0.0019556+0.0020505i,-0.0019985+0.0014238i,-0.0013414+0.0011754i,0.00014614+0.00059131i,0.0016643+0.00026899i,0.0011392-0.00035698i,-0.00034483-0.00087871i,-0.00094779-0.001287i,-0.00030962-0.00057504i,0.00053231-7.2128e-06i,0.00063056-0.00045073i,0.00017866-0.00087091i,-0.00018344-0.00082944i,-6.6219e-05-0.00020145i,0.00022341-0.00024059i,-0.00017056-0.00065823i,0.00019965-1.0892e-05i,0.00030562+0.00051082i,-7.0131e-05+0.00043953i,-0.00018003+0.00049609i,0.00076778+0.00047913i,0.0016389+0.00035257i,0.00074641-0.00017453i
-0.00027035+0.0013979i,0.00062618+0.001129i,0.0017589+0.0015658i,0.0017337+0.0019809i,0.0010836+0.00049698i,0.00035879-0.0009184i,-0.00083008-8.2043e-05i,-0.0013048-8.1903e-05i,-0.0004223-0.0012575i,3e-05-0.0014378i,-0.00077059-0.00071418i,-0.0012703-0.00070812i,-0.001128-0.0009043i,-0.00065413-0.00042683i,0.00059055-0.00024923i,0.00053999-0.00025128i,-0.00021276-0.0001408i,-5.9849e-05-0.00020459i,-0.00021022-0.00030786i,-3.0787e-05-0.00023143i,0.00036042-2.7637e-05i,-0.00011545+0.00038549i,-0.00036299+0.00032043i
-0.0003874+0.0016708i,0.00076285+0.0013201i,0.0011469+0.00036641i,0.0025801-3.6633e-05i,0.0040168+4.3295e-06i,0.0026733-0.00075194i,-0.00023986+4.8765e-05i,-0.0021619+0.00090124i,-0.0018327+0.0014884i,-0.00066084+0.0016452i,-0.00043984+0.00073725i,-0.00060001-1.6282e-05i,-6.9323e-05-0.00029769i,0.00034734-0.00068741i,0.00032516-0.00048584i,0.00017416+0.00025074i,-0.00043818+5.0848e-05i,0.00010166-0.00014339i,0.0011257+5.7228e-05i,0.0010281-0.00024974i,0.00093758-0.000411i,0.0004727-0.00012013i,-0.00058359+0.00017488i
-0.00052082+0.0013189i,-0.0013145+0.00087138i,-0.0015038+0.0011749i,-0.00036729+0.00097444i,0.0015589+0.00062055i,0.0021311+0.00037026i,0.0015795+0.00025634i,0.00077621+0.001532i,-0.00057602+0.0023748i,-0.00087997+0.001589i,-0.00040373+0.00068841i,-0.00043198+0.00015521i,-0.00071552-5.3331e-05i,-0.000382-0.00017368i,0.00014507-0.00071924i,0.00052955-0.00098028i,0.00033943-0.00058886i,0.00043088-0.00056216i,0.0005432-0.00084091i,-0.00041747-0.00089555i,-0.00096698-0.00061851i,-0.0010505-0.00037575i,-0.0010099-0.0004972i
-0.0034467-4.7254e-05i,-0.0023768+0.00014276i,-0.0014957+0.00082572i,0.00035779+4.4609e-05i,0.0017508-0.00075662i,0.0019063-0.00016892i,0.0022554-0.00021456i,0.0018972+0.00018379i,0.00066333+0.00077571i,6.9714e-05+0.0011291i,0.00034572+0.0016857i,0.00099857+0.0010311i,0.001036+0.00032265i,0.000453+0.00038313i,0.00052048-0.00019849i,0.00018819-0.0010383i,-0.00069897-0.00091573i,-0.0014453-0.0004113i,-0.0013723+9.8195e-05i,-0.00065897+0.00038883i,-0.00019826+0.00034096i,-0.00035843+0.00034703i,-0.00039987+0.00022829i
0.00017462+0.00053232i,-0.00052758-0.00061523i,-0.0016778-0.0020826i,-0.0020327-0.0019578i,-0.00023843-0.0016417i,0.00080051-0.0021222i,0.00055587-0.0021047i,0.00051343-0.00098354i,0.00098543-0.00054517i,0.0012872-0.00048949i,0.00076255+0.0002494i,0.00072398+0.000777i,0.00073465+0.00128i,0.00046737+0.0014658i,-0.00016568+0.00078332i,-0.00074802+0.00055719i,-0.00091375+0.00078868i,-0.00058799+0.0010326i,0.00032457+0.00076676i,0.00092978+0.0002116i,0.0010984+0.00036018i,0.00063708+0.00050118i,-2.9936e-05+0.00054839i
-0.0001062+0.0026332i,5.6223e-05+0.0019163i,0.0003725+0.0030458i,0.0022491+0.0029536i,0.0018772-5.9786e-05i,-0.00045256-0.0028192i,-0.0019038-0.0034129i,-0.0015821-0.003022i,-0.00053662-0.0017495i,0.00039767-0.00018425i,0.0011342+0.00019682i,0.0014865-0.00023445i,0.00098787-0.00075244i,0.00019169-0.0014213i,-0.00015188-0.0011372i,-0.00016281-0.00013354i,-0.00045828+0.00081681i,-0.00037368+0.0010183i,6.3659e-05+0.00093165i,0.00026242+0.00088749i,0.00026998+0.00080037i,-0.00027025+0.00052326i,-3.6785e-05+0.00076569i
-0.00089261+0.002083i,-0.0016982+0.0016836i,-0.0017758+0.00098909i,-0.00054145+0.00064933i,0.0004393+0.00026645i,-0.00020346-0.00020287i,-0.0024304-0.00087193i,-0.0036305-0.0023188i,-0.0030374-0.0024672i,-0.0013653-0.0015217i,-0.00027788-0.00098762i,-0.00041756-0.00028941i,-0.00018572+0.00012473i,0.00059997+0.00014275i,0.00042945+0.00060526i,-0.0003816+0.0010779i,0.00011572+0.00080154i,0.0013859+0.00062075i,0.0014514+0.00041799i,0.00041974+7.8779e-05i,0.00052695+0.00030255i,0.00060427+0.00040858i,-0.0004172+0.00036056i
-0.001212-0.00077697i,-0.0015647-0.00038415i,-0.00064364-0.00050184i,0.001144-0.00010047i,0.00073344+0.00023853i,0.00016957+0.00031059i,-0.0010717+0.00087891i,-0.0026303+0.001471i,-0.0027253+0.0011617i,-0.0019683+0.00081682i,-0.0018196+0.00056631i,-0.0018175-0.00027813i,-0.0015218-0.00051844i,-0.0010844+5.7801e-05i,-0.00089522+0.0005405i,-0.00041427+0.00060369i,0.00070212+9.1911e-05i,0.0017211-0.00044244i,0.001853-0.00013965i,0.0014456+3.234e-05i,0.00070613+0.00034158i,-0.00010466+0.0002919i,-0.00031906+3.6847e-05i
-0.0017366-0.00038519i,-0.0020936+0.00041726i,-0.0017162+0.00032245i,-0.00092497-0.00089514i,-0.00065458-0.0014288i,2.9328e-05-0.00028988i,-0.00020112+0.0017225i,-0.0014488+0.0036162i,-0.0022907+0.0038584i,-0.0019632+0.0024788i,-0.0012057+0.0013172i,-0.0013777+0.0014621i,-0.001804+0.0013145i,-0.0011191+0.00077676i,0.00032088+0.00082638i,0.0006814+0.00076581i,0.00051615+0.00052194i,0.00040556+0.00043685i,-1.54e-05+0.00018195i,-0.0001535+0.00017829i,0.00039807+0.00032812i,0.00056534+0.00026593i,0.00028207+0.00027985i
0.0003737+0.00023984i,-0.00029121-0.00050255i,-0.00013843+0.00016152i,0.001277+0.0010061i,0.0025015+0.0008685i,0.0024836+0.00041227i,0.0025861+0.0013979i,0.002657+0.0033138i,0.0018195+0.0034789i,0.0008678+0.002463i,-5.3075e-05+0.0023645i,-0.00026528+0.0018114i,0.00010245+0.00068077i,0.00030939+0.00095935i,0.00099054+0.00070913i,0.00068858-0.00014523i,0.00029557+0.00051616i,0.00044783+0.00093648i,-0.00044719+0.00027441i,-0.00096068+0.0002856i,-0.00038526+0.00035667i,-0.00019972-0.00012671i,7.8522e-05-0.00058652i
-0.0011984+8.3302e-05i,-0.0016221-0.00037873i,-0.0022375-0.0007389i,-0.00082579-0.00059674i,0.00079417-0.00033769i,0.0014792-0.00027678i,0.002707+5.964e-05i,0.0036007+3.1397e-05i,0.0036207-0.00025399i,0.0028075+0.00052233i,0.0025481+0.0014141i,0.0026987+0.0013803i,0.0023746+0.00094141i,0.0013079+0.0010453i,0.00031116+0.001185i,-0.00010066+0.00023244i,-0.000838-0.00055243i,-0.0011072-0.00020184i,-0.00051657+0.00013791i,-0.00058797+0.0006139i,-0.00082798+0.0005986i,-0.00087909-0.0001376i,-0.0004303-0.00032367i
-0.0017456-0.0029677i,-0.002701-0.00077618i,-0.0043629+0.0010043i,-0.0040238+0.0022443i,-0.0024445+0.0019502i,-0.0012197+0.00025745i,-0.00044296-0.0016914i,0.00041449-0.0037625i,0.0012425-0.0044008i,0.0013667-0.0028769i,0.0021591-0.0011726i,0.002042-0.00012953i,0.0016019-0.00010904i,0.0016659-0.0004726i,0.0012026-0.00074886i,0.00091842-0.00087205i,0.001277-0.00014558i,0.0011802+0.00093132i,0.00041526+0.00081986i,3.209e-06+0.0010575i,-0.00040471+0.002051i,-0.00050204+0.0020577i,-0.00019356+0.0014486i
-0.0030871-5.895e-06i,-0.0027249+0.00094421i,-0.0011327+0.0031599i,3.774e-05+0.0030983i,0.00063253+0.0016867i,0.00032031-3.508e-05i,-0.0010029-0.0017269i,-0.0026743-0.0031741i,-0.0034492-0.0037547i,-0.0022267-0.0026389i,-0.00011082-0.0018258i,0.00034557-0.0024722i,-8.6511e-05-0.0030505i,-0.00030212-0.0026137i,-0.00079288-0.0015055i,-0.00079078-0.00059668i,-0.00026785-0.00020844i,0.00042232-0.00013532i,0.0012157+2.4427e-05i,0.0012959+0.00056276i,0.0015006+0.00099951i,0.0012124+0.00068209i,0.00072282+0.0001962i
-0.00026684+0.00069203i,-0.00096389-0.0005282i,-0.00090792-0.00082295i,-0.00017753-0.00069954i,0.00097464-0.0010697i,0.00027789-0.00050114i,-0.0016906+0.00075432i,-0.0037918+0.0014351i,-0.0050508+0.0015617i,-0.0039319+0.00062299i,-0.0021364-0.0012533i,-0.0012385-0.001328i,-0.00056669-0.00022744i,-0.00077748-0.00064012i,-0.00091557-0.00062862i,-0.0004302+5.2636e-05i,-0.00044648+2.675e-06i,-7.8736e-05-0.00038904i,0.00051399-0.00075561i,0.00061284-0.00087424i,0.00044106-0.00049042i,0.00033421-0.00040514i,-0.00022823-0.00074038i
0.00019283-0.0037974i,-0.0017196-0.0022576i,-0.002448-0.00063886i,-0.0020715+0.00013765i,-0.0010393+0.00033019i,6.5726e-05+0.0010477i,0.00034304+0.0018892i,-0.00080839+0.0030362i,-0.0022896+0.0030982i,-0.0023198+0.0021844i,-0.0016338+0.0011408i,-0.00051895+0.0007501i,0.00027777+0.0014896i,-0.0008883+0.0019909i,-0.0014529+0.0013255i,-0.00064229+8.4885e-05i,-0.00043757+0.00014627i,0.00022629+0.00017082i,0.00088741-0.00035213i,0.00091242-0.0001307i,-0.00017555-0.00015896i,-0.00033185-0.00042748i,-0.00021973+0.0003077i
0.00041332+0.001409i,3.986e-05+0.00023678i,0.00023065-0.0021373i,0.00069702-0.0034222i,0.0010021-0.0031506i,0.00033585-0.0022074i,-0.00060703-0.00096382i,-0.00045123+0.0018267i,0.00030309+0.0035669i,0.00032829+0.0034291i,-0.0009446+0.0032665i,-0.0018595+0.0031356i,-0.00071508+0.0033744i,0.00092316+0.0034615i,0.0011213+0.0022408i,0.00067515+0.0011875i,3.7883e-05+0.0007599i,-0.00034287+0.00075202i,-0.00044183+0.00051944i,-0.00040377+0.00024396i,-7.8301e-05+0.00013573i,0.00031977+0.00015147i,-8.2508e-05+0.00019803i
0.0018512+0.001146i,5.4282e-05-0.00030525i,-0.00019122-0.00037406i,0.00012174-0.0010177i,0.00045523-0.0021965i,0.00067457-0.0013987i,0.0013675+0.00027933i,0.003155+0.0015239i,0.0047363+0.0017769i,0.0035874+0.0017283i,0.0019975+0.0020775i,0.0017415+0.0020088i,0.0016875+0.0013331i,0.0013367+0.00096007i,0.0012705+0.00077651i,0.00087908+3.2056e-06i,0.00061628+9.5109e-05i,0.00034808+0.00081445i,0.00017235+0.00068395i,-0.00013191+0.00047726i,-0.00062336+0.00056247i,-0.00067005+0.0011833i,0.00027068+0.0019987i
0.0022121-0.0005712i,0.00099363-0.0020819i,0.0018014-0.0030622i,0.0023633-0.0029182i,0.0013191-0.002425i,2.9926e-05-0.0012576i,0.00054834-0.00027334i,0.0014308-0.00052592i,0.0022905-0.0013381i,0.0023977-0.00069602i,0.0013359+0.00029946i,0.00097974+0.00040167i,0.0015669-8.4665e-05i,0.0022376-0.00062498i,0.0018455-0.00075987i,0.00044618-0.00065775i,0.00017708-0.00016169i,0.00065663+0.00012567i,0.00026346-0.00042947i,1.1538e-05-0.00028877i,-0.00028496+0.00075419i,-0.00031065+0.00027254i,0.00022642-0.00055817i
0.0019477-0.0024432i,0.00016861-0.0025067i,-0.0015339-0.0022306i,-0.0012533-0.0010276i,0.00021402-0.00052951i,0.00044366-0.00038401i,0.00025082-0.0010904i,8.2268e-05-0.0029977i,-0.00069081-0.0038023i,-0.00097947-0.0025334i,-0.00017505-0.0016304i,0.00027293-0.0019309i,0.00037141-0.0023204i,0.00035389-0.0030533i,-0.00030979-0.0026368i,-0.00065373-0.001523i,0.0002519-0.0015314i,0.00091611-0.00090125i,0.00073403+0.00047871i,0.00058435+0.0010394i,0.0012109+0.00046884i,0.0014805+3.3616e-05i,0.00057061-0.00045863i
-0.0017933+0.00040392i,-0.00068401+0.0020647i,0.00059849+0.00189i,0.0029297+0.00095812i,0.0042977+0.00010088i,0.0033411-0.00061416i,0.00093879-0.0010799i,-0.0020833-0.0023003i,-0.0042334-0.0029495i,-0.0032328-0.0025054i,-0.00093725-0.0024393i,0.00029594-0.0021607i,-0.00014788-0.0020218i,-0.0017465-0.0018223i,-0.0018863-0.00090383i,-0.00070634+7.042e-05i,-0.00059472+0.0010205i,-0.00067029+0.0015782i,-6.2557e-05+0.0010806i,0.00030178+0.00044203i,0.00016001+0.00010172i,-0.0001434-0.00040226i,-0.00037515-0.00023829i
3.0988e-05+7.7486e-05i,-0.0016156-0.00020915i,-0.00071923-0.00048481i,0.00068745-0.00045703i,0.0011032-0.0013049i,-0.00013215-0.0019418i,-0.0013742-0.0013561i,-0.0021507+0.00077977i,-0.0027252+0.0023168i,-0.0025212+0.00086802i,-0.0021731-0.00071728i,-0.0022686-0.00076746i,-0.0022825+0.00037206i,-0.00096272+0.0013833i,0.00029096+0.0019374i,0.0001135+0.0015525i,0.00019439+0.0015431i,0.00036318+0.0015997i,0.00083414+0.00094307i,0.0010736-0.00014656i,0.000928-0.0009477i,0.00068215-0.00050048i,-0.0003329-1.2545e-05i
-0.0018406+0.0029235i,-0.001504+0.0041892i,0.0001897+0.005i,0.0019172+0.0040294i,0.0028853+0.0012097i,0.0023588-0.0013263i,0.00098118-0.00079878i,-0.00065293+0.0014145i,-0.00073892+0.0028693i,-0.00071447+0.0030533i,-0.0018079+0.0022137i,-0.0024662+0.001492i,-0.0012115+0.0012678i,0.00038327+0.0014176i,0.001299+0.0010579i,0.0011908+0.00035139i,0.00060777+0.00025196i,0.00074403+0.00045886i,0.00053201+0.00023545i,-0.00018905-0.000194i,-0.00061657+0.00011201i,-0.00078891+0.00038954i,-7.5164e-05+0.0010491i
-0.0011349+0.0026364i,5.8137e-05+0.0012761i,0.0014792+0.0013501i,0.0031492-0.00029038i,0.0041488-0.0020527i,0.0014455-0.0027729i,-0.0013759-0.0019499i,-0.0012219-7.3592e-05i,0.0010728+0.0022762i,0.0024443+0.0036142i,0.00088667+0.0034145i,-0.0001681+0.0030253i,0.00048564+0.0026731i,0.0010102+0.0012787i,0.00082228-0.00020366i,0.00051983-1.8254e-05i,0.00044521+0.00068602i,0.00021178+0.00068486i,2.829e-05+0.00045855i,-0.00034965+0.00030707i,-0.0004377+0.00054031i,0.0002254+0.00026746i,0.00096293-0.00025163i
-0.00050686+0.001623i,-0.00087523+0.0013874i,-0.0018292+0.0020745i,-0.0012574+0.0020113i,0.00038701+0.0017036i,-0.00054771+0.0015491i,-0.0019552+0.0010673i,-0.00099675+0.00029039i,0.0020237-0.00053167i,0.0033854-0.00017727i,0.002418+0.0012769i,0.0018348+0.001153i,0.0013256+0.00036454i,0.00034947-0.00091865i,-0.00050171-0.0018162i,-0.0011473-0.0011686i,-0.0001326+0.0001057i,0.00061267+0.0005641i,0.00022856+0.00070468i,0.00028947+0.00088045i,0.00096148+0.00064858i,0.0012553+0.00042324i,0.00092161+0.00064996i
0.00038227+0.00069694i,-0.00097854-0.00022066i,-0.00066462-8.717e-06i,0.00066709+0.00017464i,0.0012621+0.00070164i,0.0009435+0.0018222i,0.00063522+0.0021627i,0.00045684+0.00060943i,0.00076736-0.0015188i,0.0013388-0.0018376i,0.0013693-0.0009342i,0.0015079-0.00065222i,0.0016503-0.0013i,0.00074531-0.0012413i,-0.00053012-0.00052113i,-0.0012153+0.00010667i,-0.00028218-3.0347e-05i,0.00069998-0.00055141i,0.00059934-0.00016548i,0.00014284+2.0628e-05i,-8.9981e-06-0.00010605i,0.000254-0.00013542i,0.0007291-0.00017705i
0.0010894-0.00093422i,-0.0002666-0.00025306i,-0.00087931+0.00081924i,-3.4826e-05+0.0013081i,0.002279+0.0016197i,0.004697+0.001772i,0.0044228+0.0017384i,0.0024008+0.0011289i,9.285e-05-0.0011168i,-0.00091736-0.0024459i,0.00041974-0.0022246i,0.0016189-0.0013893i,0.0010838-0.00097512i,0.00036138-0.00010074i,0.00034711+0.0014721i,0.00052058+0.001699i,-0.00035497+0.0006996i,-0.00069909+0.00075942i,-7.4715e-05+0.00077344i,-0.00028761-0.00036058i,-0.0015087-0.0010895i,-0.0014398-0.00077831i,-0.0010904-0.00034117i
-0.00067033-2.3463e-05i,-0.0012161-0.0001053i,-0.00014671+0.001124i,0.0008027+0.00081487i,0.0010881-0.0010353i,0.0018923-0.003242i,0.0023285-0.0042658i,0.00022546-0.0034961i,-0.0022494-0.0019813i,-0.0027997-0.00044879i,-0.0020984+8.8331e-05i,-0.0017112-0.00049175i,-0.0019199-0.00059839i,-0.001057-0.00042915i,0.0002425+0.00012348i,0.00082461+0.00032248i,0.00081318+0.00036486i,0.0005592+0.0010328i,3.3939e-05+0.0014364i,-0.00055432+0.00063136i,-0.00059207-0.00017322i,-0.00081515+2.3542e-05i,-0.00059519+0.00040438i
0.0002601+0.0027773i,0.00051329+0.0010546i,0.0015633+1.5191e-05i,0.0024267-0.00093005i,0.0025378-0.0027121i,0.00093109-0.0049937i,-0.00067046-0.0058199i,-0.0014093-0.0032697i,-0.0014767+0.00018334i,-0.0017114+0.0020518i,-0.0022507+0.0015836i,-0.0022932+0.00027095i,-0.0014346+0.00081224i,0.00020494+0.00081838i,0.0010449-0.00061044i,0.00086042-0.00063192i,0.00031603-4.3573e-05i,0.00022637+0.00026422i,0.00021203+0.0005929i,-0.00057504+0.0010486i,-0.00064882+0.0011389i,-0.00058467+0.00083572i,-0.0013559+0.0004713i
0.0012778-0.0015845i,-2.7358e-05-0.0014537i,-0.00021373-0.0014773i,-0.00022021-0.00052296i,-0.00082439-0.00060111i,-0.0026548-0.0015558i,-0.0042705-0.001823i,-0.004138-0.00062784i,-0.0019838+0.0014719i,-3.5967e-05+0.0027869i,0.00018929+0.0022117i,-0.0008893+0.001304i,-0.00059279+0.00087256i,0.0002852+6.2466e-05i,-0.00025926-0.0010211i,-0.0012868-0.001036i,-0.00066884-0.0004933i,0.00036686+0.00036041i,0.00066453+0.00092226i,0.00073338+0.00096851i,0.00093846+0.00099869i,0.00071624+0.00092549i,0.00017293+0.00061371i
-0.00047598+5.6242e-05i,-0.0019215-0.00035878i,-0.0014474-0.0011523i,0.00057505-0.0011437i,0.00073346-0.00050287i,-0.0015998+0.00071635i,-0.003915+0.0022298i,-0.0035561+0.002149i,-0.0006201+0.001401i,0.0015685+0.00095638i,0.0013342+0.0011475i,0.00023398+0.0012651i,-0.0003949+0.00087319i,-0.0011081+0.00049875i,-0.0024572-8.7521e-05i,-0.0023418+0.00017842i,-0.0009879+0.0010901i,0.00024253+0.0011502i,0.00072489+8.6363e-05i,0.0005957-0.00044325i,0.00063931-0.00082223i,-0.00031715-0.00054414i,-0.001021+0.00025633i
-0.0036481-0.00027815i,-0.003914+0.0012571i,-0.0028074+0.0026509i,5.7157e-05+0.0035433i,0.0023831+0.0040779i,0.0022007+0.003885i,0.001004+0.0036894i,0.00066649+0.0031783i,0.0015239+0.00096659i,0.0025503-0.00084366i,0.0024912-0.0011017i,0.0021256-0.00044834i,0.0016709-0.00043332i,0.00013782-0.00013083i,-0.00061909+0.0011478i,0.00023333+0.0015511i,0.00052018+0.0013866i,0.00055802+7.3083e-05i,0.00053754-0.00071142i,-0.00011263-0.00090162i,-0.00082361-0.00045501i,-0.00056241+0.00021187i,-0.000309+6.8676e-05i
-0.00077315+4.5043e-05i,-0.00055241+0.00050759i,-0.0011716+0.00016649i,-0.00056857+0.00048972i,0.0015496+0.0011944i,0.0031528+0.002557i,0.004052+0.0037883i,0.0038091+0.00334i,0.0022721+0.00051776i,7.6674e-05-0.0014116i,-0.00073722-0.00096022i,-0.00011426-0.00010742i,0.00017287+0.0012193i,0.00055289+0.0017315i,0.0014566+0.0013416i,0.0012468+0.00072001i,0.00020086-0.00021474i,-0.00017928-2.8506e-05i,-2.5045e-05-5.1265e-06i,-3.5257e-05-0.00036042i,0.00012293-0.00042979i,9.497e-05-6.7528e-05i,-0.00018056+0.00065305i
-0.0024665-0.0021997i,-0.0034769-0.002364i,-0.0024225-0.00068638i,-9.9481e-05+0.00064078i,0.0022259+0.0002686i,0.0047625-0.0012516i,0.0066008-0.0016671i,0.0053291-0.0017007i,0.0013705-0.001713i,-0.0020116-0.0012573i,-0.0022741-0.0010576i,-0.00092805-0.00090749i,0.00029499-0.00019181i,0.0009223-0.00067313i,0.001817-0.0013551i,0.0023119-0.00086656i,0.0013725+0.0001322i,0.00029059+0.00020039i,-3.888e-05-1.6171e-05i,-3.2934e-05+0.00029099i,0.00044592+0.00037618i,8.6533e-05+0.0010006i,-0.00033646+0.0010085i
-0.0015632-0.0018188i,-0.0020881-0.00079174i,-0.0030355-0.00065024i,-0.0026059+0.00039479i,-0.0012022-9.4448e-05i,0.0014414-0.0033064i,0.0029879-0.007683i,0.0015988-0.0082606i,-0.00052973-0.0044804i,-0.0018037-0.00030933i,-0.0010958+0.0012292i,0.00043188+0.00081577i,0.0015319-0.00027887i,0.0019363-0.0012242i,0.00083414-0.0020816i,-0.00038052-0.0024433i,-1.9083e-05-0.0007337i,0.000533+0.0006175i,0.00080387+0.00088881i,0.00044904+0.00071688i,7.2496e-05+0.00021575i,0.00028813+0.00016133i,-0.00045691+0.00016228i
-0.00087167+0.00018828i,-0.0024951+0.00018775i,-0.0038202+0.00019764i,-0.0032281-0.00039508i,-0.0027332-0.0016276i,-0.0046069-0.0039184i,-0.0070334-0.0062478i,-0.007999-0.0060557i,-0.0055964-0.00243i,-0.0013623+0.0006556i,0.00013784+0.00097856i,-0.00082729+0.00018152i,-0.0010945-0.00048794i,-0.00095315-0.001061i,-0.0013118-0.00092506i,-0.00093907+3.7998e-05i,-0.00046564+0.00052842i,-0.00029139+0.00019609i,-0.00024396+0.00029075i,-0.00011333+0.00076942i,-0.00046295+0.00049128i,-0.00039407+0.00050737i,-0.00042027+0.00054844i
-0.0013029+0.00024448i,-0.00063714+0.0013094i,0.00020175+0.0036152i,0.00028496+0.0036293i,0.00031223+0.0021777i,-0.0023452+0.0013301i,-0.0078992+0.001293i,-0.0092406+0.0017107i,-0.0051413+0.0016494i,-0.00035174+0.00074805i,0.0010497-0.00018493i,0.00049011-0.00073084i,-0.00056905-0.0002561i,-0.0014593+0.00015886i,-0.0013156+0.00088436i,-0.00036743+0.0015732i,0.00074994+0.0006137i,0.0012553-0.00055715i,0.0012393-0.00063077i,0.0012296-0.00061091i,0.0012123-0.00033534i,0.001026-6.1489e-05i,0.00024474-0.00018341i
