-0.0044995+0.00029811i,-0.0028229+0.00027205i,-0.0025874+0.0015561i,-0.0017205+0.0021627i,0.00022039+0.0020763i,0.0014128+0.0015899i,0.00086787+0.00095434i,0.00052049+1.0598e-05i,0.00021027+0.000211i,-0.0002293+0.00042823i,-0.00030037-0.0006351i,-0.00056837-0.0014788i,-0.00096946-0.0016657i,-0.0017178-0.00097333i,-0.0018312-0.00045073i,-0.00094772-0.00013515i,-0.00036992-0.00037227i,0.0001813-0.00087216i,0.00015058-0.0002999i,0.00080597+0.00065566i,0.00097614+0.00010892i,-0.00028675-0.0005569i,-0.00086472-6.6075e-05i
-0.00015207-0.0025877i,-0.0011673-0.0021831i,-0.0020681-0.0016713i,-0.0013949-0.00067972i,-0.00027715+0.00010307i,0.00012255+0.00072199i,0.0005648+0.00037631i,0.00092801-0.00036322i,0.0014816-0.00053224i,0.0015374-0.00049675i,0.00096808+0.00014247i,0.00099974+0.00042442i,0.00085886+0.00016328i,0.0012186-0.00012689i,0.0012176+0.00031021i,0.00082164+0.00049018i,0.00047416+0.00040065i,0.00079797+0.00041574i,0.0010764+0.00043714i,-2.2361e-05+0.00021842i,-0.00071602-0.00032596i,-0.00072089-0.0001203i,-0.00041531+0.00037019i
0.003369+0.00041622i,0.0032401-0.0014076i,0.0027003-0.0012424i,0.000969-0.0010807i,0.00028668-0.0013832i,-0.00013418-0.00056325i,-0.0004778+0.00091435i,-0.00016537+0.0013103i,0.00012545+0.00023496i,-0.00022563-0.00029432i,-0.00048045-3.262e-05i,-4.9084e-05-0.00015692i,0.00067858-0.00058408i,0.0010348+3.9859e-05i,0.0011114+0.00063591i,0.0004291+0.00031899i,6.3519e-05-0.00011412i,0.0004201-0.00076209i,0.00014013-0.00046315i,-0.00012938-0.00028991i,0.00019268-3.1799e-05i,0.00035405+0.00026159i,6.6723e-05+0.00058112i
-0.00026891-0.0012111i,-0.00043811-0.00031258i,0.0011311-0.00063417i,0.0018067-0.00044362i,0.0011488-0.00057351i,0.00034593+0.00012457i,-0.00058824+0.0014203i,-0.00089869+0.001391i,0.00038426+0.00088829i,0.00077684+0.00072181i,0.00011046+0.00032987i,1.3034e-06-0.00023647i,0.00013528-0.00037733i,-3.4162e-05-0.00078163i,0.00037513-0.0006506i,-3.4014e-05-0.00027596i,-0.0010905-0.00032166i,-0.00036321+5.0198e-05i,0.00012336+0.00083127i,0.00014174+0.0009728i,0.00040275+0.00035285i,7.9718e-05-0.00011647i,-1.8403e-05-0.00016438i
-9.9988e-05-0.0031474i,-0.00041986-0.004483i,-0.00052261-0.0045018i,-0.0010352-0.0019325i,-0.00025942+1.3245e-05i,0.0010086+0.00060201i,0.0011295+0.00095333i,0.00072215+0.0019798i,0.00084557+0.001832i,0.0005285+2.0272e-05i,-4.9515e-05-0.00072725i,-0.00050311-0.00033181i,-0.00030376-0.0007167i,-0.00020378-0.0014455i,8.9834e-05-0.00080095i,0.00025042+3.1678e-05i,-9.9841e-05-0.0003312i,-0.00031938-0.00077784i,-9.3387e-05-0.00057737i,7.2726e-05-0.00022227i,9.1607e-05-3.567e-05i,-0.00025439+0.00026546i,-0.00038826-0.00023963i
-0.00045936-8.8546e-05i,-0.00029859+0.0016932i,-0.00095571+0.0013768i,-0.0016916+0.0014625i,-0.0011723+0.0016504i,-0.00043325+0.0018232i,-0.00010108+0.0014905i,0.00061015+0.0012119i,0.00018896+0.00058552i,-0.00053513-7.5262e-05i,-0.00026877-0.00014136i,0.00040013-0.00029569i,0.00030561-0.0001188i,0.00027178-0.00047749i,0.00026758-0.00056329i,-1.5692e-05-0.00089854i,0.00013931-0.0011026i,0.0001549-2.7895e-05i,-6.2841e-05+0.001061i,-0.00037165+0.00081839i,0.00013176+9.7351e-05i,0.0009158+0.00044697i,0.00037182+1.502e-05i
0.0014458-0.0017377i,0.0030507-0.0021723i,0.0032804-0.0025982i,0.0020901-0.0016591i,0.00062891-0.00096967i,-0.00028731-0.0006295i,-0.00032822+0.00033588i,0.00095853+0.00060226i,0.0010881+0.00047276i,-0.00010623+0.00085463i,-0.00075314+0.00056605i,-0.00057956+2.091e-05i,0.00013675+0.00036265i,0.00065674+0.00016824i,0.00077084-0.00029536i,0.00049159+0.00037962i,0.0004915+0.00044856i,0.00094883-0.00042004i,0.00089207-0.0013531i,0.00050901-0.0012819i,0.00026225-4.3543e-05i,-5.9179e-05+0.00035081i,7.1087e-05+0.00045666i
-0.00081281-0.0005076i,-0.0010523-0.00039899i,-0.0020301-0.00038745i,-0.0023253-0.00078694i,-0.0010344+3.6772e-06i,0.00016323+0.00075062i,0.00017743+0.00058986i,0.00020524+0.00046845i,0.00041381-0.00031196i,0.00040742-0.00064397i,0.00062368-0.00016851i,0.00032772+0.00013314i,-0.00023026+0.00022995i,0.00019614-0.00030643i,0.00049512-0.00066964i,0.0001845-0.0006527i,0.00066655-0.00061337i,0.00093946-0.00019896i,-0.00018771-0.00033838i,-0.0010508-0.0011394i,-0.00079196-0.0010249i,-0.0002707+0.00052516i,-0.00077568+0.0010879i
0.00019458+0.00071231i,0.0019226-0.00014228i,0.0019-0.00013248i,0.0019048-0.00010549i,0.0025933-0.00032445i,0.0016233-0.00064456i,0.00040994-0.00027722i,-0.00021841+0.00092261i,-6.9316e-05+0.0014531i,0.00017049+0.0015202i,9.6754e-05+0.00094411i,0.00070017-3.151e-05i,0.00014585-0.00077787i,-0.0005142-0.001221i,2.8313e-05-0.00066703i,0.00054134-0.00073738i,6.8009e-05-0.0012188i,-0.00031464-0.00091976i,-0.00028501-0.0010183i,-7.1975e-05-0.00047418i,-0.00023069+0.00023089i,-0.00021428-5.4155e-05i,2.5307e-05+6.56e-05i
-0.00047275-0.0026068i,-0.00054887-0.0013455i,-0.0013181+0.00016162i,-0.0017361+0.00051112i,-0.0010608+0.00076264i,0.0003336+0.0014638i,0.0010692+0.0015354i,0.00079245+0.00030406i,0.00068226-0.0010093i,0.00076917-0.00083757i,0.0001927-0.00013928i,-0.00042886-0.0004603i,-0.0008837-0.00099479i,-0.00058761-0.00028396i,0.00024802+0.00023214i,0.00036114-0.0010826i,-0.00051634-0.0010792i,-0.0009641-3.2558e-05i,-0.00057398+0.00049786i,-0.00087059+0.00091451i,-0.00025578+0.00057353i,0.0003412+0.00036108i,0.00019296+0.00054127i
-0.00084399-0.00073176i,-9.219e-06+0.00021498i,0.0020859+0.00020856i,0.0024533+0.0002661i,0.0022128-1.9759e-05i,0.0016433+0.00042432i,0.00092224+0.0017182i,0.00038401+0.0014268i,0.00012731+0.00040348i,0.00030362-0.0003147i,-0.00022842-0.00079406i,-0.00022015-0.00096889i,0.00024108-0.00043724i,-0.00013876+0.00052888i,-0.00042155+0.00070981i,-0.00091815+0.00038501i,-0.00070562-0.00023277i,-7.0033e-05-0.00038459i,3.0793e-05-0.00012271i,0.00051377-0.00010882i,0.0013037-7.0135e-05i,0.00042498+0.0009455i,-0.00036544+0.00097524i
0.001399+0.0023029i,0.0023371+0.0017205i,0.0022397+0.001651i,0.0010299+0.00096295i,0.00063148+0.00029219i,0.0002472-0.00017699i,-0.00052362+0.00053214i,0.00015811+0.0015612i,0.00041062+0.0014525i,-0.00047128+0.0011424i,-0.00054221+7.5688e-05i,-0.00011558-0.00048155i,0.00037589-8.7554e-05i,0.00095994+0.00039014i,0.0012444+0.00079906i,0.00084707+0.0010383i,-0.00068777+0.0003711i,-0.00093806-0.00014908i,4.0839e-05+7.96e-05i,0.00016061-0.000338i,-0.0004861-0.00057028i,-0.0010269-0.00038713i,-9.5081e-05+0.0003709i
-4.5577e-05-0.0014252i,0.0015335-0.00087733i,0.0024708+0.00021166i,0.0022171+0.0010425i,0.0019318+0.0012475i,0.00095996+0.0013519i,0.00028299+0.0019783i,0.00068945+0.0025757i,0.0014539+0.0015865i,0.00090417+0.00012281i,0.0003084-0.00021219i,4.2872e-05-2.3767e-05i,0.00022116-0.00028625i,0.00021381-0.00039603i,-0.00061883-0.00026029i,-0.00075934-0.00014979i,-0.00061234+0.00041556i,-0.00057868+0.0007822i,-0.00017157+0.00051068i,-2.1449e-05+0.0001235i,-1.9359e-05+0.00033043i,-4.5004e-05+0.00017126i,0.00012058-0.00027844i
0.0016303-0.00087245i,0.0015613-0.0019098i,0.0016136-0.0021773i,0.0017351-0.002142i,0.0014978-0.0014443i,0.00073697-0.00012412i,0.00013136+0.001426i,0.00035162+0.0017517i,0.00092868+0.00060756i,0.00094598-4.1174e-06i,0.00055814-0.00031647i,-0.00048103-0.00058316i,-0.00037799-0.00057311i,0.00067618-0.00033149i,0.00077461-6.908e-05i,0.00016467+0.00011579i,0.0004498+0.00045478i,0.0011276+0.0010195i,0.00061754+0.0014388i,-0.00037046+0.0010477i,-0.00056983+0.00071082i,-0.00036546+5.0055e-05i,-0.00018467-5.2962e-05i
0.0002708-0.0013589i,0.00069814+0.00049673i,0.00033976+0.001722i,0.00048288+0.0019911i,0.0009708+0.00093636i,0.00097637-0.00038283i,0.00063024-0.00023802i,0.00058996+0.00054108i,0.00093286+0.0013896i,0.00055923+0.0012846i,0.00028232+0.00051202i,-0.00028627-0.00040169i,-0.00084573-0.00073474i,-0.0004629-0.00039784i,0.00021655-0.00033389i,0.00042971-0.00011205i,-0.00016685+0.00050004i,-0.00072861+0.00019039i,-0.00039304-0.00051701i,-0.0005562+4.8189e-05i,-0.0008627+0.00027922i,-0.00017905+5.4925e-05i,0.00059824+0.00015971i
0.00084959-0.0021069i,0.0014357-0.003185i,0.0017411-0.0035706i,0.00030815-0.002712i,-0.00039471-0.00098403i,-9.5286e-05+0.00115i,-0.00022766+0.0020385i,0.00056794+0.0017779i,0.00086595+0.00062727i,-1.1451e-05-0.000222i,-0.00022317-0.00020203i,-1.996e-05-6.1825e-05i,-0.00079924-0.00018087i,-0.00057122-0.00051212i,0.00019405-0.00077408i,-5.9153e-05-0.00074611i,-0.00034856-0.00063662i,-9.6594e-05-0.00033455i,4.5952e-07-0.00039654i,-0.00032009-0.00075769i,-0.00034402-7.9274e-05i,0.00010497-7.2092e-06i,4.0056e-05-0.00072947i
0.0025556+0.00085793i,0.0031699+0.00055685i,0.0031008+0.00010504i,0.0023737-0.00062111i,0.001514-0.0014289i,0.00070855-0.0017355i,6.5464e-05-4.6945e-05i,-0.00028444+0.0017361i,-0.00040261+0.0012447i,-0.00027054+0.00062179i,-0.00052871+0.00010921i,-0.00060219-0.00080988i,-0.00043643-0.00041301i,-0.00023606+0.00023479i,-0.00031781+0.00017696i,-0.00067923-0.00024353i,-0.00042422-0.00071815i,0.0001136-0.0003927i,0.00013812+0.00016654i,-1.5241e-05+0.00057747i,-0.0001038+0.00076953i,-0.00039959+0.00030491i,-0.00015233+0.00042952i
0.002898+3.4228e-05i,0.0024514-0.0014355i,0.0024903-0.0023893i,0.0022242-0.002225i,0.0017458-0.0015032i,0.0010554-0.00014987i,0.0011876+0.0013613i,0.0014104+0.0016189i,0.0012993+0.0015311i,0.00045991+0.001047i,-0.00020326+0.00061275i,0.0001751+0.00083524i,0.00033438+0.00047209i,0.00051926+0.00024319i,0.00068032-0.00062043i,0.00016894-0.00060725i,-0.00050772+0.000593i,-0.00092584+0.00042546i,-0.00086872-0.00012982i,-0.00056115-0.00038136i,6.0115e-05-0.00067353i,0.00047503-0.00091475i,0.00027268-0.00068188i
0.0010738+0.00054732i,0.0017929+0.00058594i,0.0024386-7.5327e-05i,0.0021463-0.00034787i,0.0010009-0.00099843i,-0.00014204-0.0013667i,0.000206-0.00058299i,0.0022344-0.00012654i,0.0030387-0.00045614i,0.0016055-0.00082736i,0.00035913-0.0004887i,-0.000641-0.00047151i,-0.0013374-0.00048896i,-0.00075546+0.00025269i,-0.0006791+0.00069449i,-0.00085036+0.00095163i,-0.00066288+0.00058713i,-0.00021238-2.6426e-05i,0.00037087-0.00023974i,0.00053661-0.00063136i,0.00040685-0.00041938i,0.00023446+0.00028285i,0.00013352+0.00048846i
0.00090122-0.0012928i,0.0013807-0.0016292i,0.0019389-0.0021257i,0.0024879-0.0013249i,0.0024731+6.2747e-05i,0.0015613+0.0019059i,0.00075182+0.002342i,0.00025379+0.00076575i,0.00031164-0.00087874i,0.00041279-0.0014341i,-0.00033068-0.0013839i,-0.001307-0.0011999i,-0.00099641-0.0010257i,-0.00020871-0.00080334i,-0.00039148+0.00017023i,-0.00048556+3.8353e-05i,-0.00012837-0.00058285i,1.8823e-05-0.00091242i,6.0945e-05-0.00039716i,-0.00035605-2.5092e-05i,-0.00018353-0.00040462i,-0.00026833-0.00051202i,-0.00070927-1.1144e-05i
-5.6585e-06-0.0011406i,3.4583e-05-0.00065502i,0.00018105-0.00019549i,7.9986e-05+0.00058781i,0.00045646+0.0004962i,0.0018861+0.00087609i,0.0012187+0.0016779i,-8.8064e-05+0.00076293i,-0.00011764-0.00028687i,-0.00047195+0.00037835i,-0.00052203+0.0010031i,0.00031989+0.0010348i,0.00060719+0.00062561i,0.00082444-0.00086344i,0.0010886-0.00091957i,0.0011538-0.00023845i,0.0011558+0.00031971i,0.00029557+0.00012039i,-0.00055664-0.00023504i,0.00022736-0.00044489i,0.00098474-0.00087621i,0.00035771-0.00048039i,0.00045225-0.00038444i
0.0012123-0.0018075i,0.00036298-0.0016492i,0.00043317-0.0011592i,0.0004244-0.0012577i,0.00057646-0.00036599i,3.9094e-05+0.00029458i,-0.00034573+0.0010806i,-0.00011469+0.0020814i,-5.4909e-05+0.001959i,0.00048168+0.0011775i,0.00052704+0.00033444i,5.052e-05-0.00048936i,-0.00024307-0.00039403i,-0.00011035-7.6244e-05i,0.00031729-0.00029492i,0.00054692-1.817e-05i,0.00027037+6.3947e-05i,-9.2328e-06-0.00042549i,-0.00044404-0.00061175i,-0.000449-6.4881e-05i,-0.00044409+0.00084401i,-0.00028459+0.00055436i,-2.0988e-05+0.00064197i
0.0010085+0.00072852i,0.0025203+0.00012578i,0.0015908-0.00013399i,0.00062261-0.00042612i,0.00099542-0.00033401i,0.0011138+0.00022354i,0.00082165+0.00073788i,0.0013579+0.00098726i,0.001656+0.00069164i,0.0011482+0.0007024i,0.0010991+0.0006838i,0.0005326-0.00030396i,0.00047127-0.00079307i,0.00049402-6.3805e-05i,-0.00011573+0.00057197i,-0.00034156+0.00044681i,0.00018419+0.00011443i,0.00034792+0.00018474i,0.0002126+0.00053867i,1.4616e-05+0.00052526i,-0.00063391-0.00053391i,-0.0010895-0.00066968i,-0.00065304-3.536e-05i
0.000522-0.0017618i,0.00185-0.0015729i,0.0024708-0.0014109i,0.0016709-0.0009502i,0.00080281-8.4746e-05i,0.001045+0.00017117i,0.00084709+0.0003134i,0.00091751+0.00021082i,0.0012904+0.00018569i,0.0012188+0.00059908i,0.00085398+9.3419e-05i,3.6163e-05-0.00025549i,-0.00016993-0.0003975i,0.00052758+3.4944e-05i,0.00033551+0.00076455i,0.00016588+0.00036612i,0.0003997-0.00016744i,0.00042363+0.00035407i,0.00031052+0.00054052i,0.00024147-0.00067307i,-9.5727e-05-0.00097956i,0.00027212-0.00054129i,0.00060569-0.00042251i
-0.0013213+0.0012884i,-0.0004604+0.0011431i,0.00026198+0.0010106i,0.00081932+0.001141i,0.0017678+0.00036785i,0.0021691-0.00054546i,0.0013371+0.00010893i,0.00015824+0.0013028i,-0.00014152+0.00055126i,-0.00047884-0.0011362i,-0.00040972-0.0018336i,-0.00022615-0.0015688i,-0.00063478-0.0012026i,-0.00067842-0.0010404i,-0.0012785-0.00019139i,-0.00083964-0.00021102i,-9.4348e-05-0.00069649i,-0.00032801-0.00069833i,-0.00042879-0.00015951i,-0.00050886+0.00028952i,-0.00054432+6.6924e-06i,-0.00075939-9.2797e-05i,-0.001083-0.00014069i
0.00074078+0.00050211i,0.0010852-0.00033215i,0.0010929-0.00076369i,0.0015651-0.00067211i,0.00064695-0.00082934i,-0.00047565-0.00087574i,-0.00078461-7.7613e-05i,-0.00053633+0.00048073i,-0.00069067+0.00019928i,-0.0010964-0.00012215i,-0.00092791-0.00033315i,-0.00080056-0.00081439i,-0.00064451-0.00034062i,-0.00045534+0.0010999i,-0.00023896+0.0012876i,-0.00010783+8.3897e-05i,-0.00092659-0.00050704i,-0.0010146-0.00013393i,-0.0012797-0.00017208i,-0.0015788+0.00027276i,-0.00061043+0.0003343i,0.00044937-0.0003221i,0.00093723-0.00041627i
-0.00049807+0.00014872i,0.002115+0.00059388i,0.0024395+0.00095765i,0.0013514+0.00040621i,0.0010392+0.00057454i,0.00088703+0.0011245i,-1.7443e-05+0.0018661i,-0.0001432+0.0016121i,3.0382e-05+0.00049871i,4.8738e-05-6.952e-07i,4.687e-05-0.00018509i,0.00019058-2.53e-05i,0.00041622-0.00062454i,0.00015222-0.0012205i,-0.0009428-0.00070869i,-0.00086918-0.00021779i,0.00013866+0.0002501i,-0.00033294+0.00061247i,0.00020459+0.0007398i,0.00025311+0.00059448i,-0.0002854+0.00015308i,0.00026963-6.3703e-05i,0.0002979+0.00037691i
0.0035365-0.0024441i,0.0033561-0.0028652i,0.0019272-0.0031711i,0.00037336-0.0026979i,0.00016994-0.0016424i,0.0005514-0.00079605i,0.00046112+0.00035784i,0.00095391+0.0011499i,0.001646+0.00063535i,0.001652-0.00033279i,0.0011792+0.00012731i,0.00067239+0.00018416i,0.0010739-4.5379e-05i,0.0017061+0.00022913i,0.00092193+0.00060461i,-0.00049886+0.0003706i,-0.00044004-0.00040216i,0.00052872-7.6824e-06i,0.00022901+0.00054991i,-0.00059795+6.5043e-05i,-0.0006414+6.574e-05i,-0.00038843+8.0908e-05i,4.469e-05-0.00085045i
0.0022477-0.00043198i,0.0032299-0.0016325i,0.003319-0.0025837i,0.0013686-0.0025716i,0.00037875-0.0015485i,0.00078882-0.00026433i,0.0013014+0.00047891i,0.0018386+0.001134i,0.0014963+0.00056935i,0.00093376-0.00066454i,0.00050932-0.00073594i,0.00023881-0.00064381i,0.00047073-0.0005843i,0.00049238-6.2152e-05i,0.00032894+0.0004776i,0.00018711+0.001008i,-0.0002219+0.00055123i,-1.5123e-05+0.00019987i,0.00021542+0.00063364i,-0.00021107+0.00049382i,-9.5156e-05-2.6859e-05i,-3.2923e-05-0.00062601i,-0.00010713-0.0015276i
-0.00083144-0.00063799i,-0.00073012-0.0002765i,0.00027727-0.00066174i,0.00030251-0.00034423i,0.00014457+0.00011748i,0.00098109+0.0007753i,0.0005726+0.0012927i,-0.00043863+0.00027325i,-0.00056251-0.00073713i,-0.0011875-0.0011536i,-0.0013184-0.0012552i,-0.00081316-0.0009709i,-0.00068883-0.00039657i,-0.00084784-0.00050327i,-0.00095281-0.0012491i,-0.00070417-0.0013478i,-0.00024473-0.00052456i,6.9801e-05-0.00019363i,-0.00031074+0.00038547i,-0.00036443+0.00054447i,0.00050617+0.00047041i,0.00046772+0.00049896i,-9.4293e-05+0.0003802i
0.0016871+0.0017762i,0.004101+0.0011186i,0.0043683+0.00049116i,0.0021195+0.00043669i,0.0014704+3.8256e-05i,0.00096966+0.00023061i,0.00079824+0.001334i,0.00060628+0.0020194i,0.0005895+0.0019093i,0.0002506+0.0014693i,-8.3945e-05+0.0004665i,0.00082498+3.5356e-05i,0.0013334+6.3702e-05i,0.0010878+0.00038539i,0.00037073+0.00016998i,-0.00023866-0.00016821i,-0.00051134-0.00018552i,-0.0012191+2.652e-05i,-0.001072+0.00020919i,-0.00032728+0.0002049i,-3.3943e-05+0.00039048i,-0.00018975+0.001179i,-0.00076115+0.0012014i
0.0019304-0.00028548i,0.0023473-0.0016485i,0.0029738-0.0033833i,0.0021668-0.0037008i,6.4359e-05-0.002996i,-0.00057073-0.0018634i,0.00054168-0.00039323i,0.0011603+0.0010214i,0.0011734+0.00087106i,0.0010384+0.00041044i,0.00061041+7.2735e-05i,-0.00032219-0.00028128i,-0.00060292+6.216e-05i,0.00053808+0.00032491i,0.0013702+0.00033582i,0.00093942+0.00089141i,-0.00015673+0.00073223i,-0.00073819-9.4211e-05i,-0.00041799-0.00012698i,0.0003031-3.993e-05i,0.00065174-0.00045519i,0.00050017-0.00058434i,0.00034389-0.00023114i
-0.0013242-0.00049892i,0.00054596-0.00083554i,-0.0004141+0.00032531i,-0.0015579+0.0010553i,-0.00051472+0.0011284i,0.00083162+0.00014118i,0.00090256-0.00036655i,0.0006393-0.00019992i,0.00094343-0.00023737i,0.0013995-0.00094668i,0.0015922-0.0013595i,0.00074716-0.0011119i,0.00046526-0.0018848i,-0.00018153-0.0016326i,-0.00082474-0.00015018i,9.7585e-05-9.401e-05i,0.0004219-0.0002851i,0.00052863+5.1258e-05i,0.00085004-3.162e-05i,0.00097653-0.00066324i,0.00067972-0.00043536i,0.00017109+0.00046559i,0.00041047+0.00064445i
0.0030773-0.001204i,0.0022601-0.00016585i,0.0020812-0.00061089i,0.0012769-0.0010053i,0.00062861-0.00075202i,0.00016688+0.0002145i,0.000429+0.001207i,0.0010571+0.00060545i,0.00079173-0.0005968i,-2.0617e-05-0.0011529i,-0.0012029-0.0011753i,-0.00080474-0.0012846i,0.00062365-0.00098997i,0.0012272-0.00050983i,0.0010308-0.00058608i,0.00086309-0.00070403i,0.00025248-0.00022885i,-0.00048533+0.00021097i,-0.00094576+0.00067904i,-0.00028758+0.00078673i,-0.00017177+0.0005061i,-0.0012211+1.4782e-05i,-0.00096775-0.00057511i
0.0039917+0.00011952i,0.0047627-0.0015371i,0.0051485-0.0025273i,0.0033447-0.0023924i,0.00082472-0.0019772i,-0.00010108-0.00023964i,0.00020243+0.0010755i,0.00051325+0.0015985i,0.00051409+0.0017231i,-0.00041033+0.00016627i,-0.00087919-0.0011957i,-0.0010625-0.00098387i,-0.00064841-0.00026127i,0.0005877-0.0003053i,0.00049128-0.00023796i,-0.00093258-0.00029191i,-0.0010946-0.00011783i,-0.00070809-9.2893e-05i,-0.00038406-9.7842e-05i,-0.00015388-5.4235e-06i,-3.9526e-05+0.00028969i,-4.731e-05-0.00012334i,0.000291-0.00079665i
0.0017156+0.00037504i,0.0029672-2.3471e-05i,0.0031089-4.3127e-05i,0.0016836-0.00058548i,0.00044983-0.00042021i,0.00015399+0.00089752i,0.00010348+0.0014258i,-5.5298e-05+0.0014012i,-0.00016694+0.00054903i,-0.00051618-0.00082769i,-0.00023466-0.0011814i,-0.00016629-0.0012319i,-0.0001269-2.0413e-05i,-0.00024677+0.0010956i,0.00033504+0.000967i,0.00097292+0.0010364i,0.00024945+0.0011792i,-0.00039454+0.00035486i,-0.00064231-0.00054748i,-0.00060097-0.00072058i,0.00016947-0.0004983i,0.00025431+0.00041491i,6.3009e-05+0.00081374i
0.00062158-0.0010984i,0.00066854-0.002034i,0.00066961-0.0024355i,0.00040193-0.0013876i,0.00094897-0.00021866i,0.0021012-4.1249e-05i,0.0018417+4.722e-05i,0.00092319+0.00015759i,0.0010778-0.00015437i,0.00085477-0.00065256i,-0.00013451-0.00047026i,0.0001727+0.00022337i,0.00056033+0.00040632i,0.00041878+0.00078921i,-0.00013102+0.00098548i,0.00013967+0.00069644i,0.00030759+0.00010244i,0.00019769-0.0005111i,0.00075651-0.0007239i,0.0011428+0.00012872i,0.00056445+0.00042198i,-0.00027081+0.00056684i,-0.00036057+0.00020243i
0.0018755-0.0025376i,0.0015401-0.0022643i,-1.4587e-05-0.0016601i,-0.00088301-0.00066836i,-0.00066173+7.9294e-05i,-0.00077687+0.00049954i,-0.000875+0.00096066i,0.00033852+0.00075939i,0.0010343-3.8653e-05i,0.00056008-0.00073219i,0.00028952-0.00076879i,0.00095-0.00044198i,0.0014217+8.6149e-05i,0.001192+0.00033392i,0.00030781+0.00032838i,0.00016062+0.00024359i,0.00064199+0.00027525i,0.00077567+0.00070134i,0.00040433+0.0010236i,2.2273e-05+0.00050272i,0.0001147-0.00031774i,0.00072972-0.00096703i,0.00090999-0.00071451i
0.0016624+0.00029282i,0.00137+0.00031828i,0.00080033+7.9627e-05i,0.0011389-0.00048985i,0.00064605-0.00092212i,-0.00049003-0.000475i,-0.00051401+0.00040655i,-0.00043221+0.00047988i,3.585e-06+0.00031404i,0.00019701-0.00013152i,8.3733e-05-0.00033414i,0.00019112-3.6015e-05i,-3.6957e-05+8.5116e-05i,-0.00012617+0.00044543i,-2.8031e-05+0.00067491i,-0.00025799+0.00073869i,-0.00069715+0.00048479i,-0.00038522+0.00065536i,-0.00020082+5.9316e-05i,-0.00042685-0.00080587i,-0.00044135-0.0012316i,-0.00036979-0.0011992i,-0.0005098-0.0001548i
-9.5628e-05-0.0019145i,0.0011337-0.00080165i,0.00072651-0.00074716i,-1.6755e-05-0.00075472i,0.00051804+0.00077838i,0.0013091+0.0014361i,0.0011321+0.0012711i,0.00025035+0.0015511i,-0.00073213+0.001378i,-0.0005508+0.0015105i,0.00020042+0.0014675i,0.00051409+0.00083828i,0.00057738+0.0003174i,-0.00048435-7.7329e-05i,-0.00077366-0.0007589i,-0.00029405-0.00042087i,-6.8418e-05+8.7446e-05i,-0.00030927+1.0244e-05i,8.2125e-05+3.7995e-05i,0.00073763+0.0001701i,4.0661e-05-1.0535e-05i,-0.00056422-0.00049064i,7.7602e-05+0.00013695i
0.0014137-0.0033422i,0.0011761-0.0051435i,8.4984e-05-0.0051342i,-0.00049759-0.0027743i,-0.00051768-0.00041992i,-0.00018687+0.00017395i,0.00039041-0.00020023i,0.00063556+7.2145e-05i,0.00052911+6.7031e-05i,0.00055292-0.00056669i,0.00023957-0.00099344i,0.00031004-0.00053932i,0.00046978-0.00080699i,0.0004717-0.0009572i,0.0006295+2.2612e-05i,0.00095036+0.00016244i,0.00073324+0.00015416i,0.00081476-0.0001312i,0.00045736+0.00012675i,-0.00063754+0.00041499i,-0.0004879-0.00041361i,7.0786e-05-0.0010431i,0.0005742-0.00097897i
0.00019978-0.00016931i,7.3171e-05+0.00066045i,-0.00043345+0.00035429i,-0.00058588-0.0003736i,0.00064981-0.00018835i,0.00063679+0.00068926i,-0.00097818+0.00097327i,-0.00091921+0.00093993i,0.00024999+0.0012118i,8.4624e-05+0.00057139i,-0.00065966-0.00057911i,-0.0006446-0.00087931i,0.00012743-0.00034657i,0.00053298+0.00017945i,0.00055345-0.00018114i,0.0009626-0.00049766i,0.00084357-0.00053704i,2.7731e-05-0.00069139i,0.00011917-0.00041355i,0.00046539+0.00010774i,9.5312e-05+0.00042249i,-0.00030778+0.0011311i,-0.00031441+0.00080736i
0.00086976-0.0045341i,0.0012083-0.0037505i,0.0012439-0.0029289i,0.0010457-0.0015492i,0.00078495-2.007e-05i,0.00063163+0.0010311i,0.00044982+0.0008346i,0.00053055+0.00021903i,0.00073937-0.00010086i,-0.00038238-0.000213i,-0.0016054-0.00017484i,-0.00070476-0.0002197i,-0.0003419-6.393e-05i,-0.00076428-7.6799e-05i,-0.00059869-0.00033645i,1.271e-05-0.00052775i,0.0009368-0.00041317i,-5.0139e-05+0.00024486i,-0.0015728-0.00019213i,-0.0018401-0.00080053i,-0.0010828-0.00049289i,-0.00069234-0.00025581i,-0.00061243-0.00030411i
-0.00028953-0.00080773i,-0.0002345+0.00060521i,-0.00038215-5.7451e-06i,-0.001064-5.8487e-05i,-0.0010946+0.00083661i,-0.00063217+0.0012994i,0.00060825+0.00091595i,0.0011601+0.00052623i,-8.9033e-05-5.7592e-05i,-0.00038137-0.00014614i,5.2746e-05+0.00063916i,-0.00036556+0.00041005i,-0.00083929-0.0004877i,-0.00058636-0.00084483i,-0.00035149-0.0010341i,9.1999e-05-0.0013847i,0.00078362-0.0013961i,0.0003873-0.0010579i,-3.9701e-05-0.00028009i,3.1473e-06+0.00011692i,0.00041816-0.00023689i,0.00049936+3.6768e-05i,-0.00033331+0.00054112i
