-0.0022324+0.00038396i,-0.0022401-3.6098e-05i,-0.0035178+0.0010048i,-0.0031441+0.0017425i,-0.0021661+0.0016862i,-0.0012401+0.0011565i,-0.00076354+0.00087225i,2.6596e-06+0.00098935i,0.00041755+0.00051871i,0.00046716+0.00038948i,0.00087351-0.00035318i,0.00075428-0.0012862i,0.00085985-0.0009859i,1.4454e-05-0.00017869i,-0.00054421+0.00045681i,1.1994e-05+0.00012285i,3.8814e-05-0.00034894i,-0.00047804-0.00057785i,-0.00080074-0.0004807i,-0.00030109-0.00013377i,0.00062675+0.0004465i,0.00061072+0.0012381i,-0.00036344+0.0010609i
0.00012954+0.00113i,0.00026432+0.0010416i,0.00031818+0.0012505i,-0.0002783-0.00041527i,-0.00056569-0.0027123i,-0.00052033-0.0026701i,-0.0012877-0.0011046i,-0.00080214-2.3529e-05i,0.0011675-0.0011425i,0.0018817-0.0017698i,0.0015074-0.0010738i,0.00055787-8.5108e-05i,-0.00034838+0.00057899i,-0.00021254+0.00061893i,0.00019732+0.00097977i,0.00023145+0.00048385i,0.00086236-0.00019082i,0.0013336+0.00042295i,0.00065778+0.00038244i,-0.00013752-5.3835e-05i,-0.00020805-0.00021339i,-0.0002537-8.8199e-05i,0.00015341+0.00030839i
-0.001314-0.00025782i,-0.0014823+0.00029082i,-0.0017334+0.0011937i,-0.00058356+0.00164i,0.0011177+0.00063161i,0.0014387+0.00047683i,-0.00014033+0.0016409i,-0.0010927+0.0015686i,-0.00037628+0.0010343i,0.00059921+0.00011195i,0.00029539+0.00016405i,2.0921e-05+4.6562e-05i,-0.00019275-0.00044375i,-0.00085188-0.00029668i,-0.00024106-0.0011209i,0.00096753-0.0018633i,0.0011585-0.0014429i,0.00084818-0.0011811i,0.00030776-0.00018509i,6.0269e-05+0.00049769i,-2.075e-05+0.0004935i,-0.00023725+0.00045527i,-0.00038504+0.00024729i
-0.0020272-0.0028503i,-0.0019755-0.0023031i,-0.0025823-0.0015332i,-0.0034838-0.00055362i,-0.002361-9.9603e-05i,-0.00073447+0.00058374i,-0.00020793+0.00043123i,0.00017066-0.00011033i,-5.9444e-05-0.00022029i,-0.00067469+0.00011395i,-0.000714+0.00039098i,0.00029876-0.00018212i,0.00060935-0.0004041i,-0.00046119-0.00041846i,-0.0004797-0.0011118i,-0.00014795-0.0015671i,-0.0001495-0.00065514i,-2.2725e-05+0.00056888i,0.00048864+0.000374i,0.00060438+9.8192e-05i,0.00056821+0.0002216i,0.00049225+0.0005738i,-0.00078764+0.00057746i
0.00021074+0.00034896i,0.001838+0.0003449i,0.0026519+0.00047976i,0.0029484-0.00022526i,0.0023515-0.0013984i,0.0007213-0.0018035i,-0.00090165-0.00092318i,-0.00074741-3.1361e-05i,0.00089086+0.00043909i,0.0015805+0.000459i,0.00092956+0.00020256i,-7.3099e-05+0.0006833i,-0.00027894+0.0013085i,0.00032527+0.0012007i,0.00062286+0.0010845i,0.00019932+0.00047169i,-0.00041377+0.00017661i,-0.00040188+0.00099175i,0.00040624+0.00073696i,0.00064486+0.00040439i,0.00078486+0.00072379i,0.00053941+0.00064625i,0.00013965+0.00099616i
0.0010587-0.00017514i,-0.00032535-0.0001934i,-0.0012255-0.00075528i,-0.00087571-0.0017858i,5.3845e-05-0.0019826i,-0.00037681-0.0010064i,-0.0012585+0.0010578i,-0.0013451+0.001592i,-0.00033033+0.00077192i,0.00040292+0.00061514i,0.00048213+0.0007962i,0.00030219+0.00088929i,4.3184e-06+0.0009542i,-0.00039867+0.0011736i,-0.00023635+0.0016003i,-0.0003253+0.0012631i,-0.00019413+5.3731e-05i,-0.00018214-0.00051608i,-0.00050733-0.00040543i,-0.00013508-0.00018394i,-5.9083e-06-0.0001331i,0.00011423-0.0003093i,0.00038544+0.00013603i
0.00091426+0.0021243i,0.00052716+0.0023219i,0.0011523+0.0017764i,0.0011817+0.00025775i,-7.0846e-06-0.0015059i,-0.001563-0.002015i,-0.0013546-0.0012304i,-8.9718e-05-0.00059881i,0.00059258-0.00080913i,0.0012187-0.0012945i,0.0012302-0.00074374i,0.00041246-0.00023937i,0.00034398-0.00026268i,0.00077028+0.00020266i,0.00069489+0.00012331i,0.00076276-8.2481e-05i,0.00086012-8.9934e-05i,9.6043e-05-0.00023763i,0.00013455-0.00054086i,0.00032453-0.00086167i,-0.00081582-0.0003755i,-0.0012259-0.00029398i,-0.001024-0.00066023i
-0.0016759+0.00045836i,-0.0032411-0.00037917i,-0.0029745-0.00073575i,-0.0011168-0.00057851i,-0.0001415-0.00041752i,-0.0010754+0.00019401i,-0.0013622-0.00029167i,-0.00091524-0.00054798i,-0.00035899+0.00027496i,0.0006194+0.00018455i,0.00046979-0.00032977i,0.00012325-0.00037578i,2.5641e-05-0.00049457i,-0.00039708-0.00077445i,-0.00088762-0.0013589i,-0.00039903-0.00083321i,-6.5718e-05+1.8511e-05i,-0.00047166+0.0010835i,-0.00072653+0.0016531i,-0.00015766+0.00083596i,0.00054454+0.00059634i,0.00034175+0.00039138i,-2.0979e-05-0.00038315i
0.0016238+0.00090529i,0.0012914+0.00037655i,0.0014193-0.0013926i,0.0017966-0.0027186i,0.00025275-0.0027713i,-0.0011443-0.0016892i,-0.0013123-0.00056516i,-0.0017803-8.1142e-05i,-0.0018916-2.7467e-05i,-0.001293-6.8301e-06i,-0.00024718+0.00019703i,-0.00038242+6.2214e-06i,-0.00092254-0.00046558i,-0.00095791-3.9255e-05i,-0.00077272+0.00034392i,-0.00037839+0.00046029i,1.9228e-05-0.00010219i,5.7666e-05-0.00032563i,0.00055098-7.7396e-05i,0.00094003+9.5759e-05i,0.00057227+0.00041469i,0.00055197+0.00063453i,0.00044244+0.00030706i
0.0011364-0.00029508i,-0.00038955-2.3636e-05i,-0.00033732-0.0012066i,-0.00051604-0.001479i,-0.0017173-0.00083995i,-0.0028535-0.00034087i,-0.0027217+0.00020193i,-0.0018034+0.0011916i,-0.00077545+0.0011191i,-0.00059753+0.00038843i,-0.00088937+0.00018389i,-0.00092936+0.00075898i,-0.0011408+0.001068i,-0.0011379+0.00076322i,-0.00059065+0.001173i,-0.00029223+0.0014535i,0.00029421+0.00089653i,8.0741e-05-0.00015611i,0.00030998-0.00018034i,0.0010594+8.8337e-05i,0.00037734+0.00031017i,-2.9169e-05+0.00049839i,0.00084129+0.00031482i
0.0001799+9.3699e-05i,-0.00072522-1.0399e-05i,-0.0007273-0.00030337i,-0.00070538-0.0013074i,-0.00065064-0.0020605i,-9.3029e-05-0.0019734i,5.2247e-05-0.00103i,0.00019611+0.00036172i,0.00092741+0.0011657i,0.0012545+0.0010153i,0.00077914+0.00025388i,0.00041449+0.00012723i,0.00040136+0.00091811i,0.00020297+0.00057879i,0.00067876-0.00071549i,0.00067908-0.0010495i,4.7017e-05-0.00049036i,0.00061703+0.00018157i,0.0010595+0.00079901i,0.0006584+0.0012848i,-8.3887e-05+0.00080715i,-0.00041848+0.00081183i,0.00076454+0.0015643i
-0.0012651-0.0011818i,-0.0012426-0.00069267i,-0.0022508+6.9408e-05i,-0.0028139-0.00024124i,-0.0028795-0.00087105i,-0.0024091-0.00052878i,-0.00075532-0.0006788i,0.00036071-0.00081908i,0.0010404-0.0011835i,0.0014243-0.0012284i,0.0008275-0.00022584i,0.0010037+2.4776e-05i,0.0018606-6.7914e-05i,0.0012503-0.00051621i,0.00037599-0.0014615i,0.00011421-0.0016981i,-5.6772e-05-0.00056577i,0.00051683+0.00038834i,0.0010677+0.00081988i,0.00039692+0.0014576i,-0.00064958+0.0016168i,4.6625e-05+0.0012074i,0.00095839+0.00050165i
0.0008032+0.00049165i,0.00052058+4.6254e-05i,7.396e-06-0.00030907i,-0.00034812-0.00051283i,-0.00071155-0.001013i,-0.0020263-0.0010695i,-0.0027989-0.0011951i,-0.0015708-0.0010708i,-5.3991e-05-0.0012378i,0.0004369-0.0012737i,3.627e-05-0.0011588i,-0.00054618-0.00059445i,-0.00054251+0.00010533i,-0.00039119+4.2727e-05i,-0.00087825-0.00011314i,-0.0011287-0.00022201i,-0.00071002-8.785e-05i,-0.00020579+0.00054854i,-2.6713e-05+0.0010199i,-0.00027963+0.00073088i,-0.00040897-0.0004046i,-0.00029411-0.00076511i,-0.0003679-0.00084712i
-9.36e-05+0.00038916i,0.00032681+0.0010336i,-0.00016675+0.0010389i,-0.00028988-0.0010711i,0.0012104-0.00254i,0.00074069-0.0018207i,-0.0010221-0.00058847i,-0.0013907+0.0001372i,-0.00071812+0.00039946i,-0.00075878+0.00024197i,-0.00076534+0.0008832i,-0.00013665+0.0015843i,-0.00024045+0.00071517i,-0.00018398+7.9268e-05i,0.00036297+0.00048392i,0.00068526+0.00065694i,0.00035571+0.00047049i,-0.00027598+0.00015243i,-0.0002714-0.00096407i,-0.00038428-0.001588i,-0.00044787-0.0012607i,7.5498e-06-0.0010645i,-0.00010426-0.00077514i
0.00031668+0.0011824i,-6.8395e-05+0.00043861i,0.0003729-0.00011312i,0.00090441-0.00063494i,0.00077291-0.0014105i,0.00013775-0.0014695i,-0.00037272-0.00056282i,6.3474e-06+0.00065863i,-6.4676e-05+0.0017633i,0.00038216+0.0016685i,0.00092128+0.00044007i,0.00043108-0.00017972i,-0.00052871+0.00077441i,-0.00093204+0.00164i,-0.00014498+0.0011817i,0.00047196+0.00047069i,0.00083657-0.00041075i,0.00066288-0.0012052i,0.00036431-0.0012981i,-0.00019227-0.00072319i,-0.001213-0.00012926i,-0.0013537-0.00047727i,-0.00049586-5.6292e-05i
-0.0019285-0.00036829i,-0.0020328+0.000755i,-0.001071+0.0015949i,-0.00053598+0.0020455i,-0.00058895+0.00066296i,-0.00083702-0.00032653i,-0.00081891-0.00026975i,9.184e-05+0.00022329i,0.00077304+0.001264i,0.0011853+0.0012353i,0.0015659+0.00019183i,0.0013954-0.00069582i,0.00070062-0.00060839i,-7.1028e-05+0.00024245i,-0.00062207-0.00022066i,-0.0010104-0.00067285i,-0.00079859+0.00017128i,-0.00020038+0.00030786i,4.3396e-05-8.172e-05i,-0.00020982+0.00022426i,-0.0009329+0.00042501i,-0.00056969-0.00022375i,0.00041113-0.0008413i
0.00053568+0.0012162i,0.00084472+0.0010976i,0.0025646+0.0017733i,0.0023721+0.0013096i,0.0015753+0.00024854i,0.00029662-0.00059083i,-0.00064738-0.00055162i,-0.00018027+0.00048811i,0.0013021+0.00088161i,0.0026658+0.00082017i,0.0022527-0.00028928i,0.0010661-0.00078883i,0.0011532-0.00048361i,0.0010373-0.00043835i,-0.00022526-0.00056945i,-0.0012151-0.00050302i,-0.00050228-0.00013161i,0.00072018-0.00013968i,0.00073047-0.00029527i,0.00025652+0.00014434i,0.00020659+0.00033976i,0.00071064-9.7635e-05i,0.00011943-0.00041793i
0.00035854+0.0010173i,0.00047662+0.00046927i,0.0012203-0.00016067i,0.001842-0.0012067i,0.0022198-0.0020583i,0.0012114-0.0015855i,-0.00063576-0.00066373i,-0.00055646-0.00039569i,0.00016261-0.0010618i,0.00060178-0.0021818i,0.00084097-0.0018374i,0.00021271-0.0007595i,-0.00059349-0.00034482i,-0.00053101-0.00072731i,0.00023402-0.00097512i,0.00041883-0.00017343i,-0.0005675+0.00012854i,-0.00022039-0.00026211i,0.00098273+0.0002198i,0.00077716+0.00062239i,0.00037838+4.6512e-05i,0.00025813-0.0002825i,-9.9989e-06+0.00010185i
-5.307e-05+0.00093222i,0.00022889+0.0011815i,0.00098784+0.00032906i,0.00033664-0.0019223i,-0.00064101-0.0038225i,-0.00096867-0.0035563i,-0.00096129-0.0015315i,-0.00084426-0.00075837i,-4.9372e-05-0.0003883i,0.00077209-2.868e-05i,0.0010096+0.00011915i,0.00079851+0.0003486i,1.1591e-05+0.00016928i,-0.00071054+0.00012121i,-0.00076192+0.00023i,-0.00033169+0.00039536i,-9.6648e-05+0.00010699i,-0.00057774-0.00067099i,-0.00061569-0.00083358i,-0.0003945-0.00031138i,-0.00087563+1.3718e-05i,-0.00093181+0.00027392i,-0.00037649+0.00017784i
-0.001039+0.0017821i,0.00021269+0.0020246i,0.00072147+0.0030525i,0.00047673+0.0031597i,-0.00031562+0.002193i,-0.0011359+0.00045124i,-0.0014218+1.4376e-05i,-0.00096984+0.00086478i,-0.00094885+0.0010894i,-0.00018436+0.00071825i,0.00059057+0.00094982i,0.00014487+0.0012284i,-0.00055309+0.00097346i,-0.0011427+0.00031303i,-0.0010516-0.0002987i,-0.00099572-0.00047123i,-0.0010711-0.00030084i,-0.00034683+0.00047078i,-8.4544e-05+0.00019264i,-0.00042907-0.0004541i,-0.00047248-4.9293e-05i,-0.00028672+1.8552e-05i,7.8514e-05-6.7471e-05i
-0.0028021+9.9641e-05i,-0.0022711+0.00093047i,-0.0025072+0.0017838i,-0.0020975+0.001957i,-0.00014427+0.0014765i,0.00040602+0.00068963i,5.3159e-05+0.0011763i,0.00014105+0.0018878i,2.7542e-05+0.0019693i,-0.00059556+0.0016447i,-0.00027327+0.00036785i,0.0008164-0.00011759i,0.0008343+0.0003348i,0.00014531-0.00011907i,-0.00037778-0.00082429i,-0.00034626-0.00058082i,0.00020831+0.00045i,0.00091678+0.0012241i,0.0005906+0.0011697i,-0.00045185+0.00099578i,-0.0001635+0.00070634i,0.00066698+0.00031912i,0.00080266-7.1886e-05i
0.0004055-0.00030994i,-0.0001304-0.00053339i,-0.0011597-0.00056125i,-0.00073465-9.9921e-05i,-0.00030381-0.00010109i,0.00056825-0.00048087i,0.0010917-0.00083539i,0.0014404-6.0956e-05i,0.0020465+0.00053543i,0.0019824+0.00012503i,0.0012035+9.0744e-05i,-9.6874e-05+0.00032479i,0.00014932-0.00011382i,0.00053318-0.0005302i,0.00035927+3.9965e-05i,0.00056334+0.00029096i,0.00098944+6.6271e-05i,0.00055126+0.00015704i,-0.00013128+0.00055944i,-0.00020505+0.00072991i,0.00034578+0.0010579i,0.0010338+0.0013236i,0.00068453+0.00041028i
-0.0016822+0.0011624i,-0.0012928+0.0021393i,-0.00031863+0.0020824i,0.00032539+0.0011476i,-0.00074448-0.00015419i,-0.0015083-0.00099505i,-0.00074559-0.00092867i,-0.00061109-0.00051849i,0.00016967-8.8103e-05i,0.0015897-0.00026669i,0.00096406-0.00072964i,0.00030204-0.00091506i,0.0005943-0.00095871i,0.0009993-0.00062531i,0.00081031-0.00056373i,0.0011483-0.00067195i,0.0010671-0.00048393i,0.00041115-0.00096018i,0.00017158-0.0013407i,0.00042208-0.00083973i,0.00042222-0.00036054i,0.0002388-0.00036114i,9.2107e-05-0.00042008i
-0.0029578+0.0011794i,-0.0028728+0.00071737i,-0.001787+0.00071148i,-0.0015851+0.0012717i,-0.0014595+0.00082775i,-0.00082796-0.00038546i,-0.00047293-0.00074008i,-0.00057839-0.0003113i,-0.00082977+0.00011052i,-0.00016514+7.4253e-05i,0.0003658-0.00045668i,4.6485e-05-0.000627i,0.00014184-0.00036232i,0.00020309-0.00036337i,-0.00032102-0.00046819i,-0.00032688-0.00046978i,-0.0007778-0.0010582i,-0.00090095-0.0011697i,-0.00039892-0.00054063i,0.00016833-3.8227e-05i,-0.00015834+0.00012347i,-0.00030179+0.00019955i,0.00052576+0.00061825i
0.00021387-0.00042761i,0.00048692-0.00067162i,0.00066821-0.00089022i,0.0010662-0.0005966i,0.0010329-0.00040467i,-2.261e-06-0.0009657i,-0.00039664-0.00083517i,-0.00018475-0.00059046i,-0.00013789-0.00049756i,-0.00091301-0.00069314i,-0.00086323-0.00050086i,0.000356+0.00044715i,0.00028257+0.00090444i,-0.0008635+0.00027377i,-0.0015393-0.00043472i,-0.0019087-0.00024933i,-0.0014915+0.00015261i,-0.00077154+0.0003252i,-0.00028857+6.2253e-05i,-0.0002836+0.00014934i,-0.00036826+0.00074998i,-9.4745e-05+0.00083613i,5.827e-05+0.0004973i
-0.00050903+0.00056772i,-0.00087028+0.00080747i,0.00010838+0.0012468i,0.0014307+0.001366i,0.0013712+7.8256e-05i,0.00031967-0.0015048i,-0.00079541-0.001207i,-0.00097312+0.00013126i,-0.00023794+0.00079018i,0.00073845+0.00093016i,0.00055071+0.00088673i,0.00018777+0.00076778i,0.00065017-0.00010977i,0.00018601-2.1553e-05i,-0.00089254+0.0012424i,-0.001012+0.0019429i,-7.3597e-05+0.0016371i,0.0012613+0.0006306i,0.001198-7.8223e-06i,0.00066663+0.00046401i,0.00039612+0.00076525i,0.00051314+0.00027979i,0.00074513-2.3503e-05i
-0.00065144+0.00018512i,-0.00052286-0.0002039i,0.00037417-0.0018102i,0.00046872-0.0029214i,-0.00092314-0.0028332i,-0.0024176-0.0014315i,-0.0019027-0.00056403i,-0.00032346-0.0005437i,0.00094599-0.00023348i,0.0013236+9.1272e-05i,0.0010169-0.00033273i,0.00041278-0.00060793i,0.00052359+0.00017002i,0.00082091+0.00056964i,0.0014278+0.00065158i,0.0019405+0.0010425i,0.0019954+0.00067537i,0.0007232+5.5023e-05i,-2.2187e-05-0.00099755i,0.00050136-0.00086723i,0.00038979-0.00010559i,3.7222e-06+0.00035896i,-0.0001995+0.00014931i
-0.0016165-0.00046003i,-0.00011639+0.000315i,0.00027382+0.00079576i,-0.00050935+0.00011816i,-0.00096347-0.00030277i,-0.00042656-0.00064217i,-0.0015997-0.00035625i,-0.0019419-7.3461e-05i,-7.5183e-06-0.00040042i,0.00072751-0.00016508i,-0.00021459-5.186e-05i,-0.0010796-0.00067054i,-0.00062775-0.0010036i,0.00023451-0.00082863i,0.00039124-0.0004755i,0.00071375-0.00030516i,0.0011146-0.00051136i,0.0013059-0.00081758i,0.00065089-0.0010782i,-0.00014238-0.0017688i,-0.00014415-0.00152i,0.00020797-0.00054521i,0.00054598+0.00036095i
-0.0013811-0.001184i,-0.0019036-0.00076839i,-0.0014859-0.0001346i,-0.00023328+0.00063148i,-0.0005791+0.00091549i,-0.0010432+0.0013182i,-0.0010975+0.0011539i,-0.00032748+0.0012863i,0.00010959+0.0010355i,-0.00033142+0.00079539i,-0.00048919+0.00081826i,-0.00020546+0.00042236i,0.00013156+0.00064061i,0.00074997+0.0012285i,-0.00011126+0.00039701i,-0.0012588-0.00046546i,-0.0015456+9.7147e-06i,-0.00087528+0.00032098i,0.00020112+0.00067602i,0.00026275+0.00087087i,-0.00021768+0.00060878i,-0.00053614+0.0003911i,-0.00018833+0.00013098i
0.00055508-0.0021923i,3.8093e-05-0.0035599i,-0.00097008-0.0033523i,-0.0012175-0.0024715i,-0.00067384-0.0011697i,-0.0010837-0.0004602i,-0.0010051+0.00050733i,-0.00065294+0.0012597i,-0.0003887+0.00090285i,-8.4863e-05+0.00067074i,0.00047296+0.00079643i,0.00094779+0.0014919i,0.00070395+0.0017066i,0.00024279+0.0008325i,0.00036709+0.00057232i,0.00060405+0.0013582i,0.0006323+0.0013677i,0.00044299+0.00098521i,0.00025364+0.00037368i,0.00048286-0.00035186i,0.00066857-0.00044638i,0.00032348-7.9061e-05i,-5.3845e-05+0.00033222i
-0.0018519-0.0020045i,-0.0017949-0.00042495i,-0.0013576+0.0010013i,-0.0018008+0.00035793i,-0.0020292-0.00096834i,-0.001451-0.001871i,-5.607e-05-0.0015891i,0.0015581-0.00092831i,0.0018685-0.00066437i,0.0010359-2.4877e-05i,6.225e-05+0.00024657i,0.00037065-0.00098972i,0.0013669-0.001611i,0.0005567-8.3775e-05i,-0.00021936+0.0010098i,0.00017101+0.00085958i,0.00067977-0.00016071i,0.00080707-0.00081708i,0.00030424-0.00028515i,-0.00022745-0.00033384i,2.5273e-05-0.00092404i,0.00045697-0.0007104i,0.000299-0.00060797i
0.00054413-0.0020871i,-0.00091186-0.0019753i,-0.00098244-0.0020663i,-0.00086008-0.0021488i,-0.0016586-0.0013362i,-0.0019837-0.00032859i,-0.0019699-0.00080687i,-0.0015978-0.0019368i,-0.00052106-0.0019439i,0.00053073-0.00095401i,0.00069204-0.00038504i,0.00026774-0.00037367i,-0.00039022-0.00026081i,-0.00068481+0.00021797i,-0.00050301-9.1772e-05i,0.00030755-0.00086997i,0.00097093-0.001017i,0.00097562-0.0007463i,0.00057483-0.00034857i,-0.00044323+6.3918e-05i,-0.0012105+0.0010156i,-0.00084249+0.0013313i,-3.306e-05-9.7787e-05i
-0.0017899+0.00017477i,-0.0017781+0.00091867i,-0.0016598+0.0010953i,-0.00041201+0.0015999i,0.0010005+0.0012704i,0.00061256+5.2134e-05i,2.229e-05+0.00015376i,-0.00023436+0.00033446i,-0.00026766+0.0002646i,0.00049196-0.00062095i,0.00040678-0.0008724i,-0.00030614+3.9143e-06i,-0.0005459+0.00036345i,-0.00039134-0.0002612i,-0.00018769-0.00058013i,-0.0008487-0.00099591i,-0.0016755-0.0010719i,-0.0012617-0.00060565i,-0.000447-0.00047713i,-0.00010108+3.1161e-05i,0.00015364+0.00057025i,0.0004016+0.0005181i,0.00015953-0.00067269i
0.00088774-0.0012901i,0.00078026-0.0026335i,0.0002399-0.0034462i,-0.00028754-0.0027174i,-0.00028181-0.001497i,-0.00017874-0.00023383i,-0.0007267+0.00038471i,-0.00064188+0.0016624i,-8.0059e-05+0.0021385i,0.00068585+0.0011699i,0.0011629+0.00028982i,0.00069302-0.00019779i,0.00052542-0.00040115i,0.00074026+9.8455e-05i,0.00043938+0.00080446i,-0.00074976+0.0014192i,-0.00099109+0.00147i,-0.00021875+0.0012163i,0.00019501+0.0013195i,0.00020278+0.00085454i,0.0005446+0.00031686i,0.0005689-6.6802e-05i,0.00075222-0.00069898i
0.00049049+0.00036533i,-0.00016309+0.00069557i,0.0016699+0.00095308i,0.002886-8.6667e-05i,0.0024931-0.0018379i,0.0012723-0.0027531i,0.00085579-0.0010456i,0.0013032+0.0014704i,0.0016416+0.0016552i,0.0010881+0.0013788i,-0.00017508+0.00053423i,0.00019989-0.00051998i,0.0010631-0.00059954i,0.0013739-0.00071288i,0.0017698+2.0778e-05i,0.0017484+0.001468i,0.0010347+0.0015923i,0.0011713+0.00056975i,0.0012786+0.00026728i,0.00062306+0.00010641i,0.00023978-0.00015314i,0.00058963-0.00025362i,0.00045937-0.00037197i
-0.0022556-0.0013152i,-0.0011843-0.0007983i,-0.0011717+4.4962e-05i,-0.0024443+0.0004098i,-0.0023809+0.00021652i,-0.001421-0.00040437i,-0.00083148-0.00074092i,0.00043266-0.0010374i,0.0014961-0.0013382i,0.002101-0.00024788i,0.0015312+0.0002903i,0.00015912-0.00082655i,-0.00054944-0.0014672i,-8.8727e-05-0.0015723i,0.00061066-0.0018067i,0.0012092-0.0024028i,0.0015193-0.0022933i,0.00069034-0.0015097i,4.4572e-05-0.00079422i,0.00069114-0.0004447i,2.476e-05-0.00023998i,-0.00062487+0.00016765i,3.2863e-05+0.00048868i
0.003156+0.0015625i,0.0026433+0.0003982i,0.0025067-0.0015851i,0.00095651-0.003139i,-0.00037269-0.0034822i,-0.00088054-0.0017458i,-0.001115-0.00030054i,-0.00066127-0.00066079i,0.00063855-0.0015338i,0.0011862-0.00089557i,0.00016803-0.00088974i,-0.0003431-0.00041859i,-0.00087433+0.00092523i,-0.00088592+0.0012668i,-2.5489e-05+0.0004859i,-6.7502e-05-0.00021424i,-0.0003622-0.00046037i,0.00061259-0.00042401i,0.00093792-2.8195e-05i,0.00030825+0.00043587i,-0.00029189+0.00055628i,-0.00074164+0.00015885i,-0.00053241-0.000204i
0.00018046-0.00066008i,-3.2504e-05-0.00024117i,0.00083557+1.4598e-05i,0.0011821+0.00042141i,0.00057318-0.00065498i,-0.0003799-0.0020191i,-0.0014271-0.001408i,-0.0021311-0.00045051i,-0.0026473-0.00065424i,-0.0017195-0.00088929i,-0.00011504-0.00041908i,0.0008503+0.00069338i,0.00047098+0.0017463i,-0.0002115+0.00088407i,-0.00090648-0.00033805i,-0.0019011-0.00011711i,-0.0015644+0.00062107i,-0.00091666+0.00058985i,-0.00098366+0.0001806i,-0.00090474-0.00029695i,-0.00033183-0.0003544i,1.6586e-05-0.00043551i,-1.8727e-05-0.00066052i
0.00045548+0.0005228i,0.00051924+4.6769e-05i,0.00042822-0.00075053i,0.00025645-0.0018099i,0.00013109-0.0019652i,-0.00049517-0.0015705i,-0.0013353-0.00074038i,-0.00088688+0.0005885i,0.0001706+0.0010915i,-3.0991e-05+0.00057793i,4.083e-05+0.0003218i,0.00018456+0.00072762i,0.00018504+0.0004065i,0.00033631-0.00044393i,-7.8763e-05-0.00042068i,-0.00015456+0.0010385i,0.00072902+0.0016951i,0.00089576+0.0011188i,0.00097103+0.00017512i,0.0010419-0.00026175i,0.00046191-0.00065908i,-5.3285e-05-0.00074827i,-0.00055427-0.00076265i
-0.001052-0.00091074i,-0.0020083-0.00038402i,-0.00089144+0.001004i,6.4841e-05+0.0010591i,0.00010197-0.0002764i,-0.00018899-0.00023722i,-0.0010191+0.00094277i,-7.437e-05+0.0011974i,0.00093737+0.0014829i,0.0010684+0.0017024i,0.00085676+0.00093655i,2.1919e-07-0.00039033i,-0.00037725-0.00078886i,8.4321e-05-0.0011546i,0.0015561-0.0011648i,0.0023274-4.421e-05i,0.0021432-0.00015524i,0.0015007-0.00042595i,0.00073211-9.3102e-06i,0.00012527-0.00044435i,-0.00018755-0.0012406i,0.00015613-0.00069628i,0.00058161+0.00021315i
0.00034722+0.00082256i,0.00082955+0.00041008i,0.00015812-0.00050969i,-0.0008639-0.00080925i,-0.0013754-0.00070259i,-0.0011827-0.00076852i,-0.00097947-0.00054898i,-0.000609-0.00085746i,0.00095562-0.0018823i,0.0019039-0.0016435i,0.00052857-0.00086604i,-0.0013636-0.0011197i,-0.0015607-0.0011134i,-5.4005e-05-0.0009631i,0.00070871-0.0012567i,-5.1103e-05-0.0019105i,-0.00033144-0.0015207i,-1.2622e-05-0.00083807i,3.0767e-05-0.0010963i,-0.00019103-0.0010595i,-0.00010791-0.00052392i,0.00035036+5.3035e-05i,0.00044859+6.3873e-05i
-0.00082536-0.00052755i,-0.0015687+0.0012427i,-0.00067502+0.0022739i,0.00071382+0.0023881i,0.0014226+0.0012287i,0.0012527+0.00059053i,-4.2509e-06-0.00032018i,-0.00066575-0.00056151i,-0.00032658-0.0010758i,0.00014806-0.0010429i,0.00057141+9.3206e-05i,0.00057452+0.00093318i,0.00085302+0.00076536i,0.00075137+0.00033212i,-3.6966e-05-5.2127e-05i,-0.00064176-0.00084417i,-0.00068861-0.0010525i,-0.00034524-0.0012359i,0.0001314-0.0013326i,7.9481e-05-0.00063529i,0.00017751-0.00012427i,-7.5204e-06+0.00030732i,-0.00041486+0.00025591i
0.0015972-4.0493e-05i,0.00085136-0.00056519i,0.00035985-0.0013533i,-0.00013284-0.0027084i,-0.00018261-0.0031083i,-0.0014092-0.0018378i,-0.0025803-0.00058181i,-0.0018139+7.6243e-05i,-0.00051357-0.00017796i,-0.00031062-0.00075691i,-6.5082e-05-0.00075376i,0.00078341+1.0536e-05i,0.00066885+0.0008128i,0.00049282+0.0012456i,0.0006308+0.0014501i,0.00036135+0.0016148i,-0.000127+0.0006738i,-0.000235+0.00023012i,-1.8546e-05+0.00037543i,-5.2279e-05-0.00018588i,5.3616e-05-0.00034202i,0.00021458-0.00019933i,0.00055363-0.00028345i
0.00034339+0.0013331i,0.0014824+0.00040083i,0.0020749-0.00088897i,0.0018523-0.0021036i,0.0012786-0.002672i,-0.00021172-0.0017782i,-0.0012728-7.7686e-06i,-0.0013756+0.0011494i,-0.00087035+0.0014686i,0.00013411+0.00062885i,0.00095325-0.00048501i,0.0017014-0.0011194i,0.001883-0.001551i,0.0016081-0.0012613i,0.001853-1.3975e-05i,0.0018599+0.00032887i,0.0016427+8.6432e-05i,0.00088281+0.00021313i,-0.00059666+0.00026041i,-0.00091919-1.1683e-05i,-0.00098362-1.1321e-05i,-0.00065842-0.00021502i,0.00023867+8.086e-05i
