-0.0011693-0.00047738i,-0.0014123-0.0004916i,-0.0019354-1.734e-05i,-0.0020633-0.00010262i,-0.0012455-0.00016267i,-0.00034185+0.0011189i,0.00036585+0.0018158i,0.0017516+0.0016163i,0.0021385+0.00027301i,0.0013857-0.00037329i,-0.00033335-0.00040883i,-0.0012652-0.00056719i,-0.0002333-0.00018688i,0.0004959+0.00093287i,-0.00053942+0.00031625i,-0.00025663-0.00082528i,0.00048389-0.00040927i,0.00083037+0.0001042i,0.00073819+0.00045413i,0.0001791+0.001251i,-0.00018065+0.00094993i,9.7683e-05-0.00025774i,0.00051032-0.00083376i
-0.00098126-0.00082336i,-0.00063714-0.0010156i,1.348e-05-0.002622i,0.00051561-0.0035292i,0.00028634-0.0023896i,0.00055956-0.0010711i,0.0018908-0.00048717i,0.0023154+0.00038547i,0.0016485+0.00034658i,0.00073533-0.00042127i,0.00032747-0.00085865i,0.00010012-0.001287i,0.00020587-0.0012364i,6.8985e-05-0.00089586i,-0.00058888-0.0002659i,-0.00083036+0.0003839i,-0.000226+8.4123e-05i,0.00041583-0.00042621i,-0.0003215-0.00031015i,-0.00067327-0.00026427i,0.00034738+0.00029462i,8.089e-05+0.00044835i,-0.00071023+0.00052176i
0.0032485+0.0011508i,0.0031437-0.00034599i,0.0029602-0.00064811i,0.0020597-0.00052402i,0.0015093-0.00082971i,0.00022098-0.00028933i,-0.00026452+0.00036885i,-0.00027551-0.00014774i,-0.00059677-0.00136i,-0.0011502-0.0017729i,-0.0014466-0.0013721i,-0.00099909-0.0013814i,-0.00071982-0.00056726i,-0.0013857+0.00079685i,-0.0017442+0.00091731i,-0.0010533+0.00024431i,-0.00054424+0.00025752i,0.00010456+0.00056833i,-0.00022492-0.00042887i,-0.00099301-0.00061577i,-0.00042763-0.00029608i,0.00074292-0.00061064i,0.00031162-0.0010074i
0.0011831+0.00028953i,0.00096897+0.00060606i,-6.5811e-05-0.0013011i,-0.0008867-0.0024562i,-0.00033483-0.0015798i,-0.00026081-0.00037546i,-0.00031432+0.00043366i,8.7055e-05+0.00091543i,0.00049383+0.00071197i,0.00043226+8.5605e-05i,0.00014758-0.00024679i,-0.00029956-8.0119e-05i,-7.8392e-05-5.9318e-07i,0.00038643-0.00018093i,7.3188e-05-0.00066186i,0.00010853-0.0008875i,0.00016871-0.00060295i,7.076e-05-0.00062801i,0.00072963-3.6812e-05i,0.00074111+0.00067465i,0.00025648+0.00041683i,0.00010889+0.00011299i,-0.00037553+8.8872e-05i
-0.00024903+0.0021963i,8.6976e-05+0.0018384i,0.00041724+0.0012219i,-0.00029472+0.0015091i,-0.0017166+0.0016426i,-0.0008829+0.0012297i,0.00067501+0.0010944i,0.00073443+0.0011247i,0.00027181+0.00089557i,0.00038593+0.00070293i,-0.00017495+0.0004464i,-0.0006169-1.102e-05i,-0.00055081+0.00012409i,-0.00030365-0.00043289i,0.00052623-0.0004453i,0.00061849+1.8769e-05i,0.00020214+2.4209e-05i,0.00027327+0.00040449i,0.00054074-0.0002186i,0.00077847-0.00103i,-0.00018971-0.00036747i,-0.00067598-0.00044451i,-0.00017675-0.0013356i
-0.002249-0.001802i,-0.0019707-0.0011609i,-0.0010208-0.0011865i,0.00042519-0.00097785i,0.0010752-0.00082447i,0.00092878-0.00044433i,0.00029377+0.00037138i,0.00058736+0.00047155i,0.00055034+0.00029864i,0.00032062+0.0003577i,0.00023017+4.5023e-05i,-0.00017835-0.0004539i,0.00044297-0.0003464i,0.0011299-0.00016093i,0.0011495-0.00055893i,0.00057037+3.0184e-05i,9.9702e-05-0.000108i,-0.00054896-0.00049551i,-0.0012075-0.00020275i,-0.00086069-0.00025376i,-1.4974e-05-0.00025561i,0.00028771+0.00033217i,0.00092779+0.00087478i
0.0014559-0.0025676i,0.0010531-0.0021849i,-8.5744e-05-0.0019871i,-0.00047085-0.0019716i,-0.0012152-0.00066354i,-0.00081073+0.0010627i,0.0005848+0.002245i,0.0012358+0.0021437i,0.00059859+0.00048086i,-0.00016188-0.00066598i,0.00034134-0.00070784i,-2.9841e-05-0.00039708i,-0.00095582-0.00023215i,-0.00032378+0.00027212i,0.00044333+0.00059844i,0.00051626-9.9961e-05i,0.00035499-5.046e-05i,0.00026968+0.00059752i,0.00015943+0.0011546i,-0.0006788+0.00073798i,-0.00080947+0.00024939i,-0.00048779+0.00059483i,-0.00036413+0.0005074i
0.0018433-0.0011676i,0.0012155-0.0010173i,0.00093427-0.0004476i,0.00019349+0.00035008i,0.00044075+0.0012935i,0.00098492+0.0016191i,0.0011888+0.00021239i,0.002059-0.00087832i,0.0015458-1.2249e-06i,0.00013331+0.00079816i,-0.00062111+0.00038398i,-0.00010837-0.000366i,0.00033495-1.9899e-07i,0.00031729+0.00050384i,0.00048441+0.000124i,-0.00032072+1.9611e-05i,-0.00093008-5.7863e-05i,-0.00047407-0.00062511i,-0.00033656-0.00061649i,-0.00043021-8.3668e-05i,-0.00044081+0.0003736i,-0.00017104-5.7121e-05i,0.00014597-0.00059988i
0.0015702+0.0043267i,0.0022904+0.0028859i,0.0017018+0.00025491i,0.0011477-0.0011144i,-0.00099094-0.0010745i,-0.0028735-0.00075701i,-0.0017951-0.0007592i,-0.00043065-0.00066111i,4.9921e-05-0.00036686i,-1.6639e-05+8.3471e-05i,0.00027866-7.3018e-05i,0.00020579-0.00065021i,-0.00082092-0.00035714i,-0.0016419+0.00029102i,-0.0010014+0.00018623i,-0.00033865-0.00028253i,-0.0006763-0.00018544i,-0.00060453-0.00017776i,-0.00040031-0.00066881i,-0.00029989-0.0012708i,0.0002816-0.0012338i,0.00010977-0.00085106i,-6.7429e-05-0.00021432i
-0.0033021-0.0036956i,-0.0027943-0.0023312i,-0.0027251-0.00029182i,-0.0017306+0.0013096i,-3.0934e-05+0.0013296i,0.00084314+0.00061957i,0.0012141+0.00050621i,0.00081873+0.00035953i,-3.4758e-05-0.0002254i,-0.00059989-0.00043954i,-0.00033491-0.000263i,0.0002079-0.00027067i,0.00048267+0.00030958i,0.00098271+0.00014977i,0.0010551-0.00044438i,0.00056866-3.5858e-05i,-0.00039985+0.00031577i,-0.00070511-0.00026096i,-0.00043967-0.00032222i,-0.00045793-0.00038918i,-0.00032392-0.00087047i,-7.8956e-05-0.00071459i,-0.00011319+0.00047311i
0.0014806-0.0015308i,0.00074281-0.0015467i,0.0011742-0.0011366i,0.00063166-0.0012127i,-0.00017167-0.0013335i,-0.00037395-0.00048741i,1.5366e-05+0.0004092i,0.00079741+0.0004261i,0.00079796+0.00046133i,0.00082381+0.00012324i,0.00040138-0.00030666i,-0.00042608+0.00022483i,-0.0004849+0.0013802i,-0.00018945+0.0015319i,0.00018566+0.00080758i,0.00024694+0.00055563i,0.00031614+0.00027401i,0.00011164+0.00014462i,-0.00018732+0.00052449i,0.00014416+0.0010004i,0.00047827+0.00054067i,0.00040318+0.00054313i,5.373e-05+0.00027788i
0.0020943+0.0010058i,0.001848+0.0013855i,0.00093218+0.00046344i,1.7731e-05-4.6504e-05i,-0.00028862+0.00080728i,0.00019798+0.001594i,0.00059062+0.00098157i,0.00099389+0.00033919i,0.0011685+0.00025722i,0.00085962-0.00021847i,0.00022924-0.00069843i,-0.00014083+8.8615e-05i,-0.00040216+0.0013774i,-0.00071361+0.0018061i,-0.00028213+0.0013347i,-0.00019681+0.00080109i,-0.00059947+0.00023731i,0.0001581-0.00028341i,0.00047897-0.00016576i,0.0011148+0.00077496i,0.0011763+0.001179i,-5.3452e-05+0.00013512i,-0.00035145-0.00046476i
-0.00098599+0.0013048i,-0.0010181+0.00098362i,-0.00082102-6.7307e-05i,-0.00091354-0.00095662i,-0.0010452-0.00065045i,-0.0012473-0.00026737i,-0.00061564+0.00059304i,0.00071201+0.001557i,0.00085401+0.0013288i,0.0003927+0.00076849i,0.00021761+0.00040487i,-0.00022565-1.1899e-05i,-0.00085144-0.00036233i,-0.00082408+3.956e-05i,-0.0009265+0.00074147i,-0.00038526+0.00087282i,0.00033326-4.5362e-05i,0.00042332-0.00014887i,-0.00036563+0.00037241i,-0.00040711-9.4962e-05i,-0.00010445-0.00043881i,0.00039294-0.00011734i,0.00013471+7.2855e-05i
0.00075028-0.00085959i,0.0011994+0.00023291i,0.00043514+0.0014291i,-0.00045706+0.0011103i,6.0134e-05-0.00027798i,0.00060882-0.00020952i,0.00022158+0.0012144i,1.0795e-05+0.0012507i,0.00028048+0.00032126i,7.35e-05+0.00034699i,-0.00027105+0.00079667i,-0.00078909+0.00033908i,-0.0010682+0.00016472i,-0.00055844+0.000126i,-0.0004185-0.00076032i,-0.00089497-0.0008326i,-0.00033885-0.00020029i,-8.2486e-05-0.00056282i,-0.00015782-0.00078801i,0.00037681-0.00036339i,0.00075-0.00036925i,0.00043761-0.00037555i,-0.00014344-0.0005765i
-0.00080606-0.0025294i,-0.0016507-0.0023892i,-0.0012018-0.0022966i,-0.00079411-0.0014537i,-0.00067606-0.00052975i,-0.00039789+0.00014634i,-0.00037761+0.00094414i,0.00016968+0.00059426i,0.00057731-0.00038007i,8.7423e-06-0.00055024i,0.00020307+0.00022829i,0.00012771+0.00055727i,-0.00033291+0.00026538i,0.0010531-0.0004407i,0.0014778-0.0007109i,0.00018578-0.00056336i,-0.0007637-0.0001185i,-0.0011909+1.9764e-05i,-0.00080675+5.9123e-05i,7.2902e-05+2.8187e-05i,0.00037035+0.00012505i,1.3875e-05+0.00012096i,0.00015661+0.00027714i
0.0011607+0.0026451i,0.00018659+0.002252i,-0.00089001+0.001397i,-0.0002826+0.00078997i,0.00079073+0.00037517i,0.00017116+0.00045923i,-0.00058532+0.0012443i,-0.0002746+0.0014641i,0.00028178+0.00085848i,0.00015217-0.00061661i,8.7461e-05-0.0010789i,8.4173e-05-0.00071543i,-0.00050327-0.0010001i,-0.00012473-0.00091393i,-4.6201e-05-0.00040968i,-0.00023572-0.0006446i,0.00080106-0.00097642i,0.0011777-0.0010118i,0.00034008-0.00047844i,-5.8182e-05+0.00018418i,0.00049092-2.1095e-05i,0.00091491-0.0003776i,0.00048565-0.00074226i
-0.00071025-0.00015031i,-0.00061315-0.00055835i,0.00029823-0.00070248i,0.00065758-0.0003435i,-7.8405e-05+0.00018271i,-0.00013137+0.0004359i,0.00075799+0.00033856i,0.0011817+0.0001042i,0.00018636-1.7692e-05i,-0.00046149+0.00012797i,-6.8006e-06-0.00065992i,0.00024817-0.00041562i,0.00019761-0.00030218i,0.00044138-0.00084948i,8.5275e-05+0.00014366i,-0.00016116+0.00049843i,-4.1678e-05-8.4037e-06i,0.00010558-0.00013194i,-0.00017261-0.00018726i,-0.00033126-0.00023057i,5.32e-05+9.0732e-05i,0.00028925+0.00048287i,0.00074731+0.00071455i
-0.00026019+0.0014463i,0.0010162+0.00080205i,9.8192e-05-0.00014598i,-0.00084963+0.00023414i,-0.001014+0.0013188i,-0.00098918+0.0015414i,-0.00019099+0.00091851i,0.00026631+0.00010268i,5.7522e-05-0.00017345i,5.7035e-05+0.00030895i,0.00029583+0.00090258i,0.00037168+0.0010649i,0.00061136+0.00073784i,0.00043903+0.00056i,0.00017957-2.7576e-05i,0.00034031-0.00058245i,0.00048178-0.001021i,0.0004802-0.0014205i,0.00034826-0.00064524i,-9.5617e-05+0.0002757i,-0.00049104+0.00037079i,-0.00013277+0.00013565i,0.00048107+0.00033704i
-0.0013882-0.0034292i,-0.00096031-0.0027158i,-0.00068432-0.0020683i,-0.00052218-0.0008585i,0.00021169+0.00023174i,0.00078825+0.00089501i,0.00065359+0.00050314i,0.00042815-0.00015281i,8.4756e-05-0.00057507i,-0.00018687-0.00050095i,-0.0001711+0.0001485i,-1.6747e-06+1.5222e-05i,0.00030686-0.00084144i,-7.3911e-05-0.00030016i,-0.00037591+0.00030815i,-0.00026556-0.00030488i,-0.00049942-0.00035977i,-0.00069072-0.00024219i,-0.00025752-0.00062298i,-0.00024222-0.00059557i,-0.0010188-0.00048271i,-0.0014409-0.00060895i,-0.00085857-0.00048576i
-0.00077223+0.0030987i,-0.00017091+0.0031159i,4.0159e-05+0.0022407i,0.0001069+0.0010278i,0.00043841+0.0014934i,9.5053e-05+0.0019773i,-0.0001776+0.0013377i,0.00041732+0.00050754i,0.00035267+0.00015377i,0.00020332-0.0005452i,0.00055121-0.0010303i,0.00088918-0.00030626i,-0.00014373+0.00021626i,-0.00080235-0.00020143i,-0.00030936-0.00011597i,-0.00022326+0.00021422i,-0.00014778+8.7471e-05i,8.8265e-05+0.00031696i,0.00014166+0.00090196i,0.00027938+0.00082844i,0.0003476+0.00036266i,0.00085569+0.00043255i,0.0007522+0.0006555i
0.00097149+0.00088603i,0.0017749-0.00015955i,0.0015685-0.00074531i,0.00056784-0.0012985i,0.00027237-0.0015089i,-0.00020257-0.00014137i,-0.00022958+0.0010176i,0.00056515+0.00069239i,0.0004882+2.8764e-05i,0.00021722-0.00030446i,0.00063622-0.00029254i,0.00089072-0.00026879i,-0.00011413-0.00021152i,-0.00096012-0.00035259i,-0.00087389-6.1466e-06i,-0.00088689+0.00064391i,-0.00057787+0.00040979i,0.00010465+0.0002986i,1.2983e-05+0.00046489i,-2.3823e-05+0.00053578i,0.00030085+0.00066166i,0.00014346+0.00073528i,-0.00056301+0.00076549i
-0.0013897-0.0010908i,-0.0011852-0.00083685i,0.0011838-0.0011114i,0.0017992-0.0010686i,0.00068238+5.8455e-05i,0.00013113+0.0014732i,-0.00016125+0.001759i,-6.6741e-05+0.00071718i,6.1503e-05-0.00065435i,-0.00042897-0.0002784i,-0.00050592-6.1365e-05i,0.00052572-0.00070447i,0.00021281-0.001128i,-0.00060086-0.0010976i,-9.7395e-05-0.00079194i,-0.00030454-0.00046429i,-0.00034596-0.00055824i,0.00063724+2.1614e-05i,0.00061541+3.9686e-05i,6.9516e-05-4.8275e-06i,-0.0001629+0.00045241i,-0.00029242+7.6013e-05i,-0.00038032-3.579e-05i
0.0013977-0.0005269i,0.00071356+0.00052063i,-0.00041999+0.001268i,0.00041395+0.0012328i,0.0016521+0.0014661i,0.0014736+0.0018369i,0.0008844+0.0011919i,0.00091122+0.00037965i,0.00087471+0.00059849i,0.00048372+0.0006659i,-5.1045e-05+0.00039281i,-0.00010631-3.2271e-06i,0.00038585-0.00075723i,0.0011629-0.0010707i,0.00081064-0.00070257i,0.00083854-0.00053247i,0.00089941-0.00057092i,-0.00027078-0.00088247i,-0.00044168-0.00073484i,-0.00051729-0.00034856i,-2.215e-05-0.00025339i,0.0012014-7.5075e-06i,0.00059045+0.00022967i
-0.0017278+0.0021744i,-0.0010878+0.0017597i,-0.00075717+0.0010763i,-0.00019285+0.00079441i,-6.6304e-05+0.00061303i,-0.0010541+0.0011326i,-0.0020613+0.0016214i,-0.001777+0.00085839i,-0.0010386+1.7292e-05i,-0.00064674-5.8184e-05i,0.00059392+0.00051787i,0.00092888+0.00087758i,0.00025213+0.00071532i,0.00059786+0.00012238i,0.00096029-0.00021595i,0.0011344+4.6083e-05i,0.00080908+0.00040642i,0.00047201+1.594e-05i,0.00028236-0.00046704i,-0.0002013+0.00013374i,-0.00050294+0.00028234i,6.3098e-05+0.00054558i,0.00060266+0.00085259i
-0.0041035+0.0001023i,-0.0034402+0.00041718i,-0.0024307+0.00018064i,-0.0012759-0.00066521i,-0.00063765-0.00043981i,-0.00060952+0.00098011i,0.0006782+0.0013023i,0.0015633+0.00038223i,0.0013321+0.00010633i,0.00086104-0.00020157i,0.00031446-0.00052841i,-0.00039428-9.8032e-05i,-0.00018859+0.0003537i,0.00021079+0.0005861i,-0.00028065+0.00011034i,-2.3473e-05-0.0007193i,0.00064298-0.0010564i,0.00086462-0.0012812i,0.00027332-0.0013283i,-0.00081782-0.0015399i,-0.0012171-0.0013329i,-0.0011322-0.00069305i,-0.00095686-0.0001147i
-0.00024877-0.0036024i,-0.0007673-0.0033434i,-0.00064211-0.0016344i,4.765e-05-4.7288e-05i,0.00017034-9.5759e-05i,-0.00035294-0.0004279i,0.00032367-2.9744e-05i,0.00085673+0.00092164i,0.0010197+0.0013329i,0.00088506+0.00061234i,0.00011727-0.00054927i,-0.0005561-0.00098154i,-0.0009506-0.00012295i,-0.00068196+0.00048091i,-0.00027017+0.00021318i,-0.00037865-0.00023969i,-0.00063047-0.0010689i,-2.5221e-05-0.00063091i,0.0008177+1.6168e-05i,0.0013189-0.00010678i,0.0013095-0.000214i,0.00064983+0.00068228i,-0.00024612+0.0017244i
0.0048981+0.0014344i,0.0040221-0.00012325i,0.0021751-0.0013555i,0.00053617-0.00057236i,0.00013753+0.00053909i,-0.00026626+0.0016804i,-0.00099897+0.0013417i,-0.00062438+0.00048074i,-0.0005469-0.00027965i,-0.00072582-0.0010214i,-0.00060155-0.00092508i,-0.00094763-0.00040545i,-0.00092262-2.6014e-05i,-0.0011346+0.00040855i,-0.001861+0.00035881i,-0.0014417+0.00029038i,-0.0013784+0.00043796i,-0.0014171+0.0003144i,-0.00069858+1.0297e-05i,-0.00059749-0.00015889i,-0.00025684+0.00025518i,0.00016338+0.00036771i,-0.00087088+0.00032428i
-0.0022063+0.0021116i,-0.0024676+0.0015755i,-0.0025494-1.723e-05i,-0.0025919-0.00046679i,-0.0028295+0.00018847i,-0.0018078+0.00073541i,-4.3787e-05+0.0007425i,0.00068224+0.00032927i,0.00024656+0.00024985i,4.8282e-05+0.00061286i,-0.00013711+0.00092652i,-0.001073+0.00033511i,-0.0013586-0.00052015i,-0.00086303-0.0010664i,-5.4701e-05-0.00070514i,-9.0653e-05-0.00061841i,3.1874e-05-0.00089734i,0.00025351-0.00087813i,-0.00017469-0.00088957i,-4.993e-05-0.00031134i,0.00030415+0.00026058i,0.00033651+0.00053376i,0.00021464+1.3711e-05i
-0.0032093+0.00088795i,-0.0024928+0.0023986i,-0.00021871+0.0028998i,0.00082205+0.0014108i,0.00067366-0.00020122i,0.00073925+0.00054391i,0.0013366+0.00072591i,0.0016772+3.0331e-05i,0.00099827+4.917e-06i,0.00026751-0.00033593i,0.00057442-0.00082146i,0.0012127-0.0014644i,0.0011208-0.0014728i,0.00045278-8.0509e-05i,0.00024033-9.9066e-05i,-0.00035336-0.00040951i,-0.00045175-5.3985e-05i,9.4863e-05+5.4444e-05i,-0.00016558+7.4672e-05i,-0.00052957+0.00048088i,-0.00041718+0.00067411i,-0.00055219-2.7354e-05i,-0.00072592-7.5432e-05i
0.00088101-0.0029047i,0.0013686-0.0019969i,0.00072711-0.0012129i,9.2026e-05-0.00041208i,-8.0777e-05+0.00088486i,0.0011317+0.00086516i,0.0017887+0.00058041i,0.0011883+0.00090835i,8.4483e-05+0.00086312i,0.00030759+0.00068932i,0.00013283+0.00041394i,0.00012635+0.00018781i,0.00054939+0.00015285i,0.00046663+8.1563e-05i,0.0003257+0.00050225i,0.00049923+0.00036258i,0.00014394+0.0002533i,-0.00088042+0.00053484i,-0.00062276+0.00046732i,7.4208e-05+0.0001485i,0.00036021-8.0232e-05i,-1.7911e-05-0.00026488i,-0.00019912+2.3538e-05i
0.00022893+0.001521i,-0.001207+0.0018366i,-0.0014788+0.0018177i,-0.0010615+0.0014696i,-0.0011653+0.0013703i,-0.0010232+0.0014571i,-0.00064992+0.0014027i,-0.00011338+0.00059718i,0.0015789-0.00026525i,0.0018216-0.00020059i,0.00075435-0.00045894i,-0.00062988-0.00064915i,-0.0013507-0.00012195i,-0.00094568+0.00050815i,-0.00076366+0.00053157i,-0.00090989+0.00042349i,-0.00059018+0.0005097i,-0.00065261-0.00011923i,-0.00021225-0.00055602i,0.00041288-0.00081628i,0.00017126-0.00024468i,0.00025564+0.00081567i,-5.1818e-05+0.00080525i
0.0015518+0.00098264i,0.0021068+2.6041e-06i,0.0023332-0.0019119i,0.0012869-0.0015684i,0.00064404-0.00054709i,0.00096777+0.00019973i,0.00067249+0.00096839i,0.00042132-0.00032806i,0.00026955-0.0010845i,0.00021761-0.00069696i,8.4682e-05-0.00064407i,-6.3074e-05-0.00046732i,0.00052538+0.00020618i,0.00089131+4.3703e-05i,0.00055252+0.00020296i,0.00020802+0.00028151i,0.00069103-0.00029632i,0.00085297-8.1396e-05i,0.00019851+0.00054544i,-0.00015008+0.00026006i,0.00052151-0.00060171i,0.00093493-0.00049486i,0.00062665+0.00033877i
-0.0018281+0.0010958i,-0.0015088+0.00056802i,-0.00048062+0.00083071i,4.134e-05+0.00090757i,0.00067938-0.0002105i,0.00024353-0.00044628i,-0.00034655+0.00040133i,-7.9531e-05+0.0011616i,5.4067e-06+0.0013176i,-6.8765e-05+0.00042677i,-0.00040526-0.0012682i,-0.00043232-0.0014667i,0.00032391-0.0011066i,2.6064e-05-0.00083632i,-0.0010107-0.00010309i,-0.0012245+2.8805e-05i,-0.00063445-0.00025187i,0.00013982+0.00023337i,0.0005085+0.00091492i,0.00035433+0.00056104i,0.0001602+0.00021477i,0.00088923-6.2051e-05i,0.0010023-0.00053748i
0.0020562+0.00068461i,0.0021544-0.00012076i,0.0019385-0.0016454i,0.00072455-0.0017754i,-0.00017388-0.0010935i,0.00015354+0.00020646i,0.00023744+0.00093244i,0.00061133+0.000682i,0.00071762+0.00049268i,-0.00022634+1.8482e-05i,-0.0014317-0.00084003i,-0.0010231-0.00087017i,-0.00070886+0.00037542i,-0.0010041+0.0010172i,-0.001034+0.00096888i,-0.00027288-7.809e-05i,0.000577-0.00055741i,0.00055129-1.2479e-05i,6.5429e-05-6.5142e-05i,0.00039096+1.7621e-05i,0.00089125+6.0695e-05i,0.00052744+5.4045e-05i,0.00063169-0.00023937i
-0.0002658-0.001001i,-0.000884-0.000813i,-0.00094038-0.00053477i,-0.0013561+0.00022441i,-0.0014459+0.0010842i,-0.00029644+0.0013643i,0.0010704+0.0011216i,0.0010362+0.0010134i,0.00010207-0.00036199i,7.01e-06-0.0018103i,0.00012697-0.0012983i,-0.00028149-0.00016867i,-0.00049165+0.00023887i,-0.00024461-0.00033994i,-2.1305e-05-0.0005148i,0.00018308-1.6953e-05i,5.4105e-05+0.0006497i,-0.00042676+0.0010208i,-0.00057294+0.0012577i,-0.00087875+0.00019782i,-0.00131-0.00016818i,-0.00050445+0.00070941i,0.00013629+0.00051638i
0.0001941-0.00063475i,-0.00060469+0.00041102i,0.00031916+0.0010034i,0.0010059+0.0016068i,-0.00013378+0.0011105i,-0.0005681+0.00078557i,5.9051e-05+0.00091153i,0.0004689+0.00025983i,0.0006418-0.00036664i,-9.6877e-05-0.00054995i,-0.00033383-0.00013009i,-0.00076019+0.0001461i,-0.0015069-0.00018275i,-0.00065894+0.00027413i,0.00035989+0.0011193i,0.00066277+0.00081559i,0.00037831+0.00061936i,-0.00027183-0.00021033i,-0.00046174+3.9702e-05i,-0.00027094+0.00047129i,0.00013913+0.00031633i,0.00049395+0.00030124i,0.00056854+2.1172e-05i
-3.5949e-06-0.0011769i,-0.00015921-0.0015665i,-2.1782e-05-0.0024463i,0.00012908-0.0026482i,0.00058475-0.0015296i,4.1288e-05-0.00097685i,-0.00028004-0.00073063i,-0.00031129-0.0004168i,0.00015049-0.0011675i,0.00043545-0.00095527i,-0.00067063+0.00020985i,-0.0011661+0.00012012i,-0.00041293-0.00056109i,0.00026359-0.00074137i,0.00058867+0.00037435i,0.00044988+0.001098i,0.00044771+0.00020391i,0.00032997+0.00010464i,-1.9411e-05+0.00071178i,0.00010109+1.7706e-05i,0.00022549-0.00061551i,-0.00045079+6.1392e-06i,-0.00050467+0.00048777i
-0.00010247+0.0022495i,0.00032687+0.0024195i,0.00086778+0.0018784i,0.0010107+0.0013446i,0.00060553+0.00090144i,0.00029852+0.00059487i,0.0002818+0.0006975i,-7.3486e-05+0.00098113i,-0.00066231+0.00086422i,0.00016107+0.00050603i,0.00037858+0.00021693i,-0.00064237-0.00012992i,-0.00034868-0.00031876i,-6.8897e-05-0.00017078i,-0.00071319-0.0005153i,-0.00034332-0.00049801i,0.00049528-0.00010452i,0.00085653+3.5623e-05i,0.00035518+0.00080311i,7.474e-05+0.00091531i,-6.9918e-05+0.0006205i,-3.5938e-05-8.759e-05i,0.00070024-0.00026913i
-0.00030997+0.0016984i,-0.00052002+0.0015027i,-0.0018454+0.001779i,-0.0018582+0.0015179i,-0.00037352+0.00089134i,0.00073496+0.00089132i,0.00094107+0.0010705i,0.0012243+0.0010057i,7.7334e-05+0.00097296i,-0.00050331+0.00082931i,-0.0001738-0.00033442i,-1.7191e-05-0.00075091i,0.00084268+0.00021757i,0.0010235+0.00023394i,0.00099595-0.0005672i,0.00053314-0.00021395i,-0.00039955+0.00072192i,-0.00069586+0.00055669i,-0.00038651-7.8105e-06i,0.00015986-0.00019092i,0.00034833+0.00045616i,0.00035971+0.00080403i,0.0005555+0.00040443i
-0.0028196-0.0010484i,-0.001589+0.00012656i,-0.00062953+0.00078649i,1.8491e-05+5.9771e-05i,0.00086362-0.0007855i,0.00045377+9.0524e-05i,-0.00016132+0.0012776i,-0.00031595+0.0013997i,0.00050704+0.00072562i,0.0012628-0.00029843i,0.00037644-0.00031638i,-0.00019427+0.00068376i,-0.00024392+0.00053229i,-0.00030293-0.00081058i,3.5374e-05-0.0018305i,0.00018242-0.0015716i,0.00029103-0.00049245i,0.00033295-0.0001257i,0.00026733+3.4988e-05i,-0.0001398-0.00030323i,-0.00051723-0.00012272i,-0.00014911+0.0006597i,0.00022121+0.00087242i
-0.0014853-0.002524i,-0.0021901-0.0014948i,-0.0027539-0.0016618i,-0.0015757-0.00063129i,-0.00012138+0.0016508i,0.0009987+0.0024191i,0.0013955+0.001349i,0.0016585+0.00051297i,0.0013119-3.3597e-05i,0.00076279-3.4574e-05i,0.00046659+0.00054666i,0.00012403+0.00040908i,0.00042455+0.00049684i,0.00052612+0.00084736i,0.00056913+0.0010669i,0.00074214+0.0010357i,9.0238e-05+0.00057123i,-6.3873e-05+0.00066742i,0.00062111+0.00065113i,0.0011348-0.00023628i,0.00037656-0.00081701i,-0.00092009-0.00034625i,-0.0010665+0.00034434i
-0.0008303-0.0029242i,-0.0013074-0.0032602i,-0.0018635-0.00242i,-0.0028895-0.00079656i,-0.0022125+0.00059921i,-0.00039428+0.00057887i,0.0010176+0.00058081i,0.0015847+0.00060533i,0.00097713-0.00010654i,0.00016104+0.00023629i,-6.2985e-05+0.001364i,-0.00034195+0.00076448i,-0.00048646-0.00030992i,-1.3936e-06+8.9987e-05i,0.00074159-0.00011367i,-0.0002274-0.00080342i,-0.0015356-0.001449i,-0.0010581-0.0011707i,-0.00045479-0.00040559i,-0.00018427+8.493e-05i,0.00024635+0.00026295i,0.0003986+0.00050255i,0.0001746+0.00056588i
0.0013779+0.0032891i,0.00057441+0.003214i,-0.00036575+0.0019268i,-0.00076431+0.0015257i,-6.3874e-05+0.0015402i,0.00033413+0.0015231i,0.00070057+0.00083209i,0.0001709+0.00050298i,-0.0010088+0.00037202i,-0.0012174+0.00046192i,5.6365e-05+0.00036635i,0.00023233+0.00028606i,-0.00081758+7.4579e-05i,-0.0008384-0.00047882i,-9.5745e-05-0.0001955i,-6.0912e-05+7.1279e-05i,-0.00095514+0.00014005i,-0.00063967-0.00013876i,0.00043045-0.00063293i,0.00036459-2.8198e-05i,0.00013695+0.00044273i,0.00040989-0.00040617i,0.00045427-0.00053053i
