-0.00020833+0.00041403i,0.00034017-0.0010238i,-0.001166-0.00086402i,-0.0028607-0.00025042i,-0.0026025-0.00053057i,-0.0015124-0.00024005i,-0.0011147+0.00061073i,-0.0001699+0.00051207i,0.00060522+0.00013515i,0.00034184-0.0005426i,9.4067e-05-0.0014924i,-7.7564e-05-0.0018733i,-0.00060487-0.0015002i,-0.0012047-0.0009572i,-0.00078024-0.00077219i,-0.00082082-0.00063985i,-0.0010093-0.00080609i,-0.00059446-0.00065756i,8.3481e-05+7.4266e-05i,0.0002434+0.00023304i,0.00025128+2.9759e-05i,-9.8796e-06-0.00048304i,-0.00038555-0.0010504i
0.0002411+0.0033544i,0.001672+0.001626i,0.0025101-0.00031769i,0.00087027-0.0020185i,-0.00074497-0.0024605i,-0.0018996-0.0020032i,-0.0030528+5.8571e-05i,-0.0024506+0.0016458i,-0.00033214-9.1274e-05i,-0.0002209-0.0033823i,-0.0017226-0.0041958i,-0.0011526-0.0027279i,-0.00069386-0.0012168i,-0.0013342-0.00037332i,-0.00069167+0.00043745i,-5.2991e-05+0.00055916i,0.00013475-0.00044963i,0.00018768-0.00092243i,-0.00017722-0.000988i,-0.00029408-7.7873e-06i,-3.4431e-05+0.00082486i,0.00036602+0.00059065i,0.00070242+0.00041818i
0.00092924+0.0026308i,0.0021529+0.0022124i,0.0030034+0.00022307i,0.0023306-0.0012669i,0.0010637-0.0010303i,0.0012698+0.00046438i,0.0021011+0.0018512i,0.0031291+0.0017344i,0.0015905-1.3205e-05i,-0.0020234-0.00029981i,-0.0044999+0.0013903i,-0.0041176+0.0017873i,-0.0024272+0.0014437i,-0.0011002+0.00075575i,0.00018187+0.0010333i,0.00048415+0.00046446i,0.00016075-0.00083956i,-0.00033697-0.00076133i,-0.00033428+8.9607e-05i,0.00019784+0.00048788i,-4.5643e-05+0.00026929i,-0.00015943+0.00067891i,-0.00014058+0.00081515i
-0.00072354+0.0020622i,-0.00067308+0.0024937i,-0.00070902+0.0025813i,3.2939e-05+0.0014419i,0.0015745+0.00061624i,0.0027129-6.8821e-05i,0.0037246-0.0011666i,0.0042165-0.0018142i,0.0024366-0.0004228i,9.2763e-05+0.0019882i,-0.00034307+0.0034614i,0.0004407+0.0036164i,0.00072887+0.0024411i,0.00013364+0.001084i,-0.00033389+0.00040184i,-0.00031715-7.3611e-05i,-0.00045497-0.00018767i,-9.4541e-05+0.00023767i,0.00029216+0.00079193i,0.00032239+0.00074679i,0.00028803+0.00016581i,0.0003112-0.00048699i,0.00055694+5.07e-05i
-0.0013494+0.0023201i,-0.00099474+0.0014066i,-0.00081897+0.0008502i,-0.0009369-0.00058844i,0.00041289-0.003169i,0.0022116-0.0048922i,0.0015668-0.0054351i,0.00040227-0.0049972i,0.00051183-0.0025413i,0.0021484+0.00010023i,0.0032839+0.00080208i,0.0028133+1.562e-05i,0.0019023-0.00090711i,0.00085319-0.0011984i,-0.00027233-0.0010044i,-0.00048861-0.00045545i,-0.0005453+7.3987e-05i,-0.00047999+3.6465e-06i,-0.00034386-0.00035952i,-0.00072856-0.00023627i,-0.00083121-0.00028458i,-0.0010426+2.8165e-05i,-0.0012859+0.00095217i
0.0010369+0.0023722i,0.0015441+0.00085717i,0.00077728-0.001466i,2.6903e-05-0.0027715i,-0.00014426-0.003462i,-0.0008474-0.0042049i,-0.0015878-0.0038537i,-0.00083303-0.0026028i,0.00049164-0.0020698i,0.0012115-0.0026969i,0.0013587-0.0041383i,0.00092693-0.0041943i,0.00077475-0.002285i,-0.00016762-0.00148i,-0.0006021-0.0020005i,-0.00016719-0.001995i,0.00015886-0.0016379i,-6.0205e-05-0.0012304i,-0.00055426-0.00020742i,-0.0015162-5.6058e-05i,-0.0020525-7.3926e-05i,-0.00048381-0.00014031i,0.00051242-0.00069559i
0.0022469+0.0015576i,0.0030425+0.00071258i,0.0021606-0.00097118i,3.7401e-05-0.001825i,-0.00061179-0.0015035i,-0.00037573-0.00036612i,-0.00098131+0.00011647i,-0.00049317+0.00049521i,-0.00028833-3.5993e-05i,-0.001661-0.0023464i,-0.0029047-0.0027596i,-0.0023555-0.0017838i,-0.0015446-0.0019432i,-0.0015281-0.001493i,-0.0004331-0.0014345i,0.0010515-0.0019926i,0.0016269-0.00099681i,0.0014089-0.00048995i,0.0009898-0.00095987i,0.00037778-0.0001054i,-0.00054818+0.00040918i,-0.00071505-9.2327e-05i,-0.00067522-6.5983e-05i
0.00071021+0.0019842i,0.0019127+0.0015136i,0.0027702+0.00058621i,0.0017824-0.000306i,0.00088928-0.00050071i,0.0017851-0.0006721i,0.0023776+0.00060937i,0.0020743+0.00085784i,0.00065507-0.00032974i,-0.00068445-4.5684e-05i,-0.001208+0.0011195i,-0.0013396+0.0016224i,-0.00076981+0.0016239i,9.5195e-05+0.0010757i,0.00085264+0.000375i,0.0011663+0.0003073i,0.00085315+0.00034344i,0.00035707+0.00017634i,-0.00023628+0.00015345i,-0.00031917+0.00067105i,-0.00019188+0.00063113i,0.00021428+0.0003038i,0.00078027+0.00093074i
0.0010344+0.0019973i,0.0009742+0.0016333i,0.00066823+0.00091326i,0.00036932-0.00035648i,0.0010959-0.0017488i,0.0025209-0.00123i,0.0032436-0.0012705i,0.0032976-0.0012417i,0.0018006-0.00059211i,0.00095366+0.00076255i,0.0017279+0.002898i,0.0017253+0.0031875i,0.0012193+0.0016616i,0.0014273+0.00026293i,0.0013292-0.00043458i,0.00094737-0.0012073i,0.00080545-0.00087721i,-0.00010792+1.1777e-06i,-0.00015176+0.00076574i,0.00067526+0.0011785i,0.0010462+0.00083905i,0.00073928+0.0013212i,0.00093507+0.0012439i
-0.0010105+0.0024635i,0.00078998+0.0019203i,0.0013361+9.4763e-05i,0.00018183-0.0021781i,-0.0009927-0.0026656i,9.3322e-05-0.0042402i,0.0016709-0.0041228i,0.0021228-0.0025172i,0.0020556-0.00049356i,0.0022253+0.00066423i,0.0024137-3.5439e-05i,0.0019931-0.0005582i,0.0013918-0.00057324i,0.00091244+3.2545e-06i,0.00034353+0.00012311i,-2.9914e-06+0.00046692i,-0.00058612+0.00093617i,-0.00012904+0.00044936i,0.00087482+0.00011404i,0.0011275-0.00018399i,0.0011551-0.00028458i,0.00070473+2.9382e-05i,0.0010237+0.00078004i
0.0013634+0.0021428i,0.0013416+0.0015213i,0.0010719+0.00095662i,0.00051111+0.00063256i,-0.00032808-0.0011272i,0.00024692-0.0026532i,0.00029851-0.002273i,-0.00056738-0.000829i,-0.00043524-0.00043039i,1.3333e-05-0.0007165i,-0.00043321-0.0010325i,-0.0014238-0.00099019i,-0.0016495-0.0011242i,-0.0015532-0.00022977i,-0.0014041+0.00052686i,-0.0010022-0.00016181i,4.7821e-05-0.0010389i,0.00019168-0.0012387i,-0.00019692-0.00093647i,-0.00031072-0.001112i,-0.00069276-0.0011741i,-0.0004908-0.000805i,-0.00020944-0.00086572i
0.0012307+0.0016669i,0.0021441+0.0016243i,0.00089596+0.00053712i,-0.00089009-0.00022672i,-0.00094496-0.00051666i,-0.00044517-0.00068862i,-0.00085029-0.0011916i,6.7957e-05-0.0012422i,0.00076334-0.0016501i,-0.00064169-0.0026357i,-0.0020171-0.0018557i,-0.0013454-0.00030116i,-0.00081058+0.00016577i,-0.0010008+0.00018951i,-0.00067958-9.8821e-05i,0.00035265-0.00059173i,0.00035381-0.00058112i,-0.00041926-0.001114i,-0.00081447-0.0014072i,-0.0014066-0.00078298i,-0.001702-0.00070388i,-0.001605-0.0010257i,-0.0017186-0.00071507i
0.0016507+0.0029256i,0.0014644+0.0022533i,-0.00036573-0.00022949i,-0.00098548-0.0022365i,-0.00020921-0.0020646i,-0.00017321-0.0011485i,0.00019752+0.00017209i,0.0010473+0.00012734i,0.00044486-0.0011366i,-0.00091825-0.0018222i,-0.00058189-0.000404i,0.00072317+0.0011519i,0.0010493+0.00046964i,0.00042693+2.2648e-05i,0.00030278+0.00010642i,0.00013801-0.00047953i,-0.00049741-0.00064142i,-0.00042846-0.0010433i,-3.8817e-05-0.0013904i,-0.00024404-0.0006015i,-0.00078076+0.00076487i,-0.00045811+0.0008516i,0.0004567+0.00044087i
3.2124e-05+0.0017513i,0.00030571+0.0012247i,0.00017741-0.00044567i,-0.00052671-0.0015588i,-0.00039085-0.0017679i,0.0018832-0.0023484i,0.0029806-0.0020033i,0.0012691-0.0012466i,-0.00066083-0.00078239i,-0.00033275-0.00092555i,0.0014617-0.00077196i,0.0022158-0.00094616i,0.0018562-0.0015754i,0.0018715-0.0012992i,0.0011472-0.0007231i,-6.0988e-05-0.0013086i,-0.00041418-0.0016549i,-7.249e-06-0.0008297i,0.0005094-0.00021965i,0.0006358+0.0006082i,0.00041378+0.0011198i,0.00086133+0.0010426i,0.00097703+0.0011785i
0.00042701+0.0013826i,0.0017931+0.00080884i,0.0013391-8.5977e-05i,-0.00087915-0.0004879i,-0.0014328-0.0016363i,1.1392e-05-0.0024059i,0.00052903-0.001401i,0.00074516-0.00029203i,0.00068428+0.00077155i,2.8378e-05+0.00073024i,-3.4721e-05-0.0012226i,0.00068351-0.0020204i,0.0016041-0.001625i,0.0017178-0.0013948i,0.0011643-0.00075976i,0.00058981+0.00030467i,1.9528e-05-0.00016005i,0.00037946-0.0004942i,0.0011163+0.00048957i,0.0011771+0.00099222i,0.0010799+0.0008923i,0.00098943+0.0010566i,0.0017122+0.0006078i
0.001026+0.0020452i,0.0027777+0.0011434i,0.0027194-0.00017388i,0.0015654-0.0018207i,0.0017709-0.0021318i,0.0015517-0.0016755i,0.00055451-0.0015603i,0.00039197-0.0007761i,0.00079899-0.00014561i,0.00073772+0.00054382i,-0.0010974+0.00048594i,-0.0025824+0.00034331i,-0.0015973+0.00051465i,-0.0013618+0.00048682i,-0.0019456+0.0007085i,-0.0018426+0.00081726i,-0.00071669+0.0005161i,0.00014916+0.00039474i,-0.00030883+0.00057015i,0.00016842+0.00043931i,0.0010358+0.0011542i,0.0008937+0.001356i,0.001107+0.00025889i
0.0021325+0.0026372i,0.0017129+0.0021135i,0.00075453+0.00015725i,-0.00015889-0.0010557i,-0.00052641-0.0015351i,0.00013106-0.0013971i,0.00061732-0.00087449i,0.0017912-0.0015439i,0.0024711-0.0021077i,0.0010802-0.00086033i,-0.00086315+0.00097099i,-0.0013404+0.0021602i,-0.00044939+0.0015749i,0.00022027+0.00090244i,0.00026841+0.00078512i,0.00032858-6.6254e-05i,-0.00022158-0.00042639i,-0.00050698-0.00015813i,-0.00073526+0.00060396i,-0.00016914+0.00092445i,0.00053032+0.00035531i,-0.0005636+0.00053496i,-0.0014584+0.00021368i
0.00048613+0.0011616i,0.00090489+0.0012588i,-0.00045445+0.00016121i,-0.0014419-0.0011677i,-0.00034609-0.0028577i,0.00055645-0.003306i,0.00078708-0.0018448i,0.0015236-0.0018604i,0.0010859-0.0024649i,0.00035909-0.0022011i,0.0019178-0.0014793i,0.002477-0.00059703i,0.0011097-0.00081969i,0.00035557-0.00076272i,0.00049912-0.00014231i,0.0014193-0.00020606i,0.0014444-0.00074964i,0.0010058-0.00098143i,0.00025474-0.0010661i,-0.0010986-0.0011223i,-0.0013691-0.0013099i,-0.00034242-0.00077298i,-0.00029009+8.305e-06i
0.001653+0.00093558i,0.0018559-0.00057455i,0.0013818-0.0019381i,0.00078812-0.0027702i,0.00069635-0.0030178i,0.0016277-0.0030452i,0.0016312-0.0027863i,-7.2121e-05-0.002376i,-0.0019113-0.001678i,-0.0017104-0.0008273i,-0.00010388-0.0019078i,0.0010095-0.0023234i,0.00098066-0.0015429i,-0.00017389-0.00045033i,-0.0016779-0.00022818i,-0.0016512-0.0015157i,-2.9166e-05-0.001242i,0.00092722-0.00078017i,0.0003426-0.0012161i,-0.00062339-0.00061382i,-0.00071833+0.00068339i,-0.0008096+0.0012269i,-0.00032676+0.0011401i
0.0013588+0.0020361i,0.0033425+0.0022027i,0.0029186+0.0010199i,0.00073926-0.0010747i,1.8589e-05-0.0023169i,0.00095296-0.0032747i,0.0010635-0.0029104i,0.00012424-0.0019903i,-0.00043914-0.00077038i,0.00016213+0.00028539i,0.00033643-0.00042836i,-0.00010252-0.0011191i,0.00089222-0.0010124i,0.0014076-0.0016684i,0.00040187-0.0015375i,-0.00038189-0.001202i,-0.00043008-0.00080348i,-4.1252e-05-0.00083157i,0.00042084-0.00087377i,0.00011845+0.00039154i,-0.00090611+0.0011056i,-0.00066134+0.0012867i,1.183e-05+0.0011219i
-0.00089992+0.0042898i,-0.00080336+0.0023142i,0.00074699+0.00046507i,0.0013045-0.00049132i,0.00122-0.00092175i,0.00082689-0.00090498i,0.0001217-0.00054957i,0.0012157+0.00061053i,0.0031485+0.0014027i,0.0024573+0.00034542i,0.00051077+0.00016017i,-0.00046716+0.00049145i,-0.00080225-0.00064893i,-0.00010386-0.0010294i,0.00079406+0.00021942i,0.00072128+0.0011222i,0.00087015+0.00088872i,0.00046942+0.0012127i,-0.00058749+0.001271i,-0.00040692+0.00079723i,0.00051964+0.0010099i,0.00073744+0.0012042i,0.00059457+0.00096282i
0.0001873+0.0034034i,0.00074048+0.0032804i,0.0005425+0.0016095i,0.00065741-0.0010804i,0.001209-0.0022525i,0.0019294-0.0014425i,0.00243-0.0010231i,0.0024625-0.0019336i,0.0022742-0.0038722i,0.00094966-0.0033291i,-0.00058987-0.0002817i,-0.00040928+0.0015111i,9.0492e-05+0.0013601i,7.0084e-05+0.00094861i,9.4191e-05+0.00069099i,0.00041569+2.0089e-05i,0.00075241-0.00014213i,0.00011558+0.00078185i,0.00039134+0.0011317i,0.0009617+0.0007272i,0.0010308+0.00034136i,0.0014522+2.1688e-05i,0.00061046+0.00054228i
-0.00033513+0.0033647i,0.00071885+0.0021615i,0.00045486+0.00073637i,-0.00012565-0.00088828i,-0.00039574-0.0029735i,7.5472e-05-0.0045559i,0.0011328-0.0035432i,0.00079865-0.0020901i,-0.0013663-0.0018094i,-0.003291-0.0014808i,-0.0029302-0.0002506i,-0.00094666+0.00074237i,6.0118e-05+0.00064795i,-0.00029907-0.00015197i,-0.00027494-0.0005788i,-3.6034e-05-0.00012631i,3.8733e-05-1.4544e-05i,-0.0001073-0.00064478i,-0.000408-0.0011978i,-2.5469e-05-0.00096599i,0.00057033-0.00018401i,-0.00016798+3.4653e-05i,-0.00092673+0.00027446i
0.002883+0.0015151i,0.0040012-0.00010863i,0.0035-0.0024936i,0.0016588-0.0035899i,0.00087354-0.0032949i,0.0011002-0.0031214i,0.0012437-0.003724i,0.00037293-0.0027473i,-0.0014483+0.00013483i,-0.0014673+0.0019377i,-0.00041094+0.00090384i,-0.00037874-0.00044708i,-0.000175-0.00039363i,-0.00036948+4.8099e-05i,-0.0011244-0.00031158i,-0.0010341-0.0014504i,-0.0004764-0.0020373i,-0.00047307-0.0019141i,-0.00065656-0.0015443i,-0.0004328-0.0022986i,-0.0009108-0.0023876i,-0.0013795-0.00098562i,-0.0011196+0.0001658i
0.0016162+0.001097i,0.0022147+0.0013511i,-4.048e-05+0.00036613i,-0.0020838-0.00032394i,-0.0021502-0.001438i,-0.0010586-0.0021628i,-0.00018911-0.0023515i,0.00038852-0.001597i,0.0015823-9.2333e-05i,0.0026775+0.0010173i,0.0017475+0.0004579i,0.00057611-0.000823i,5.2565e-05-0.001295i,-0.00042759-0.0012045i,-0.00046504-0.001394i,-5.6906e-05-0.0014938i,-0.00034722-0.0011824i,-0.00095352-0.001346i,-0.0010016-0.0014954i,-0.0011271-0.00077024i,-0.001515+0.00067988i,-0.0014637+0.0013711i,-6.6702e-05+0.00076042i
0.00097602+0.0030113i,0.00076645+0.0042885i,-0.00018609+0.0024061i,-0.00045845+0.0013108i,0.00033543+0.0013682i,0.00019011+0.0010619i,-0.00062666+7.4713e-05i,0.00069934-0.001169i,0.0032169-0.0023861i,0.0042971-0.003499i,0.0027845-0.0021231i,0.0012754-0.00041958i,0.0010297-0.00070918i,0.00094735-0.00077301i,0.00042645-0.00080888i,0.00029342-0.0012561i,4.5161e-06-0.0011412i,-0.00023003-0.00034582i,-0.00073863+0.00083724i,-0.00086973+0.0013202i,-0.00026131+0.00088202i,0.00044214+0.00076141i,0.0013543+0.00035576i
0.0011023+0.0018096i,0.0036961+0.0012686i,0.0040319+3.1039e-05i,0.0022547-0.0025023i,0.0016569-0.0039688i,0.0017854-0.0034998i,0.0019514-0.0019492i,0.0023072-0.00093283i,0.00126-0.0029546i,-0.0010617-0.0041343i,-0.0024259-0.0026286i,-0.0014255-0.0012425i,-4.7389e-05-0.00067325i,0.00010802-0.00050236i,-0.00013112-2.5891e-05i,0.00021262+0.00012932i,0.00097605-1.101e-05i,0.0017329+0.00056571i,0.0020637+0.00085638i,0.0019948+0.0011004i,0.0018588+0.0015563i,0.0022611+0.0014456i,0.0018882+0.0013253i
0.0013448+0.0019209i,0.0015808+0.0010057i,-0.00046463-0.00081469i,-0.0023771-0.0016828i,-0.0011288-0.002453i,0.0018902-0.002672i,0.0034167-0.002051i,0.0019722-0.0017931i,-0.0011965-0.00079607i,-0.0040481+0.00066994i,-0.0046017+0.0020062i,-0.0030035+0.0018861i,-0.00050394+0.0010459i,0.0010163+0.00049153i,0.0015089-6.1892e-05i,0.0013588-0.00036434i,0.00037305-0.00040891i,0.00069246+0.0006923i,0.0012849+0.0018011i,0.0010312+0.0010759i,0.00081693+0.00036202i,0.00067378+0.00068696i,0.00034302+0.00036926i
0.0033906+0.0015111i,0.0041256+0.00029252i,0.0017542-0.0029602i,-0.0012996-0.0049369i,-0.0025504-0.0059163i,-0.0023952-0.0069021i,-0.00079244-0.0053679i,0.00045067-0.0020855i,1.2708e-05+0.00044319i,-0.0012181+0.0023474i,-0.0017079+0.0031926i,-0.0011353+0.0020867i,-0.00015136+0.00068032i,0.00050884+0.00091096i,-0.00018759+0.0015391i,0.00012303+0.00071846i,0.0013002-0.00017822i,0.0016382-0.00046082i,0.00060223-0.00076976i,-8.9265e-05-0.00057347i,0.00013485-0.00014421i,-0.00038282+0.00027397i,-0.0013289+0.0010125i
0.0018461+0.0039147i,0.002317+0.004157i,0.0015865+0.0031037i,0.00032503+0.0025393i,-0.00066893+0.0017888i,-0.0011055+0.00042868i,-0.0012286-0.00016724i,0.00048696+0.00035622i,0.003048+0.00073937i,0.0041666+9.0543e-05i,0.0037691-0.00033778i,0.0024195-0.00085561i,0.0010086-0.00086472i,6.5452e-05-0.00036496i,-0.0002627-0.00048159i,0.00027665-0.0014365i,0.00064499-0.0017244i,0.00023935-0.0014417i,-0.00072168-0.0010909i,-0.00092482-9.8995e-05i,-0.00070805+0.00010391i,-0.00074636-5.702e-05i,-0.0012494-8.5172e-05i
0.0027825+0.0029105i,0.0018634+0.0018222i,0.001865-0.0014507i,0.00027996-0.0027197i,-0.0012239-0.00042746i,-0.0010418+0.0022154i,-0.0010215+0.0025135i,0.00025256-0.00021372i,0.0028051-0.003763i,0.0039324-0.0063559i,0.0026016-0.0060797i,0.00071218-0.0036408i,-0.00050989-0.0014475i,-0.00080237-0.00031816i,-0.00015184-0.00019184i,0.00063743-0.0009289i,-1.5823e-06-0.0014547i,-0.00076197-0.0013605i,-0.0012447-0.00060568i,-0.0016878+0.0003965i,-0.0010504+0.00078552i,-0.0002316+0.00082095i,0.00020875+0.00075388i
0.0020778+0.0028959i,0.0034925+0.0016654i,0.0039141-0.00076978i,0.0031661-0.0019261i,0.0038595-0.0019744i,0.0053777-0.0010608i,0.0051273+0.00013829i,0.0028692-0.00095148i,-0.00043157-0.0040122i,-0.0022279-0.0048909i,-0.0021906-0.0040023i,-0.00077058-0.0022217i,0.00022618-0.00060936i,0.00046784+0.00017008i,-3.3878e-05+0.00034871i,-9.416e-05+0.00021478i,-8.075e-05+0.00047041i,-0.00066893+0.00061958i,-0.00084838+0.00037375i,-0.00096109+0.00054708i,-0.0010334+0.00077853i,-5.137e-05+0.00082444i,0.001131+0.00031966i
-0.00037437+0.00084365i,0.0010675+0.00016259i,0.00057556+0.00019571i,0.00015262-0.00038508i,0.0013523-0.0033572i,0.0039313-0.0064812i,0.004236-0.005973i,0.0015332-0.0030185i,-0.0022699-0.00047813i,-0.0044517+0.0019449i,-0.004016+0.0033916i,-0.0010106+0.0022176i,0.0014901+0.00041107i,0.0016201-0.00059843i,0.00054485-0.0010938i,0.00071318-0.0012093i,0.0014811-0.00082272i,0.0010756-1.811e-05i,0.00089482-1.9171e-05i,0.00056153+0.00020825i,-8.7832e-05+0.00086689i,-9.4843e-07+0.00055892i,-1.7584e-05+0.0005399i
0.0011837+0.003848i,-4.1759e-05+0.0036031i,-0.00042425+0.0015834i,-0.0013218-0.0026625i,-0.0018594-0.0065528i,-0.0021746-0.0083568i,-0.0024322-0.0070061i,-0.0013645-0.0020933i,0.0011458+0.0023163i,0.0023242+0.0045696i,0.001444+0.0054279i,0.00021733+0.0039196i,1.1377e-05+0.00093103i,0.00050975+6.3336e-05i,0.0011496+0.00078246i,0.00063785+0.0009115i,-2.5587e-05+0.00050609i,-0.00024926-0.00033225i,-8.9576e-05-0.0012037i,0.00036922-0.00039558i,0.00012875+0.00062543i,2.8074e-07+0.00048274i,0.00014264+0.00056076i
0.0011754+0.0035688i,0.0027857+0.0046929i,0.0028507+0.0017566i,-0.00015983-0.0015398i,-0.0036212-0.0023107i,-0.0066766-0.0018283i,-0.0062395-0.00047947i,-0.001279+0.001148i,0.0034811+0.0018186i,0.0044998+0.00062076i,0.0035671+0.00031501i,0.0019102+0.00066373i,0.00022944-0.00044328i,-0.00053753-0.00028023i,-0.00072613+3.4984e-05i,-0.00048589-0.0012275i,-0.00051033-0.0022852i,-0.00077087-0.0019401i,-0.0010226-0.00094492i,-0.00088648-0.0010164i,-0.00071706-0.00074768i,-0.0012187-7.7009e-06i,-0.0013941+0.00017851i
0.0024756+0.0029202i,0.00047896+0.0022232i,-0.00069305+0.00012638i,-0.0012643+0.00027832i,-0.0017737+0.0024283i,-0.0011187+0.0041203i,0.00074327+0.0041019i,0.0037179+0.001171i,0.0045502-0.0025102i,0.0028128-0.0048235i,0.0011722-0.005306i,0.0002978-0.0036068i,-0.0012742-0.0019513i,-0.0015073-0.001004i,-0.0002149+4.1643e-05i,7.3281e-05+0.00024276i,0.00018141-0.0004575i,0.00075796-0.00075941i,0.00084486-0.0005668i,0.00033509-0.0013974i,-1.4407e-05-0.001489i,-0.00024345-0.00030711i,2.3505e-05+0.00050445i
0.0017362+0.00082063i,0.0031359+0.00094418i,0.0037277-0.00064027i,0.0029635-0.00060793i,0.0033175+0.00062124i,0.006082+0.0021538i,0.0075545+0.0020296i,0.0054403-0.0024203i,0.0017173-0.0064585i,-0.0022004-0.0056528i,-0.0038538-0.0032699i,-0.0026796-0.00095592i,-0.0018608+0.00090698i,-0.0010719+0.0012271i,-0.0004484+0.0011078i,-0.00097433+0.0010446i,-0.00038237+0.00079779i,0.00088865+0.00025269i,0.0018193+1.0685e-06i,0.0017342-0.00042916i,0.00098965-0.0001411i,0.0010269+0.00066409i,0.0011953+0.00053502i
0.00054489+0.0037251i,0.0013492+0.0021018i,0.0011583+0.00062632i,0.0022227-0.0021735i,0.0051785-0.0057101i,0.0072719-0.0081491i,0.006384-0.0084466i,0.002222-0.0066123i,-0.0019335-0.0043345i,-0.0029826-0.0015568i,-0.0022847+0.00058401i,-0.0018277+0.0010458i,-0.0012972+0.00058296i,-0.00075168-0.0004975i,-0.00048818-0.00072812i,0.00082676-0.00079271i,0.0022775-0.00059561i,0.0012607+0.00030392i,-5.4099e-05+0.00078099i,-0.00033478+0.00060464i,0.00012943+0.0005812i,0.00071569+0.0010607i,0.00042028+0.00075152i
0.0022577+0.0045229i,0.0023817+0.0031191i,0.0012582+0.0010149i,-0.00027722-0.0029403i,-0.00071839-0.0078415i,-0.0016631-0.011001i,-0.0029383-0.010315i,-0.0030354-0.0055403i,-0.0013198-0.00056385i,0.0011825+0.002237i,0.0017439+0.002769i,0.001887+0.0022596i,0.0026102+0.0003324i,0.0025073-0.0014769i,0.0021381-0.0013371i,0.0016171-0.00083328i,0.0010426-0.00016885i,5.7752e-05+0.000646i,-0.000568+0.0010929i,-0.00020463+0.0013596i,0.00028106+0.0020729i,0.00023592+0.0019143i,-0.00042148+0.0006916i
0.0017216+0.0013625i,0.0031452+0.0012054i,0.0023607-0.0016738i,-0.0011013-0.0023731i,-0.0048177-0.0022066i,-0.006779-0.0021771i,-0.0076351-0.00018988i,-0.0056585+0.0023394i,-0.0010802+0.0030288i,0.0010764+0.0017099i,0.00051925+0.00093803i,0.00032185+0.001303i,0.00060537+0.00027642i,0.00032749-0.00075235i,-0.00039555-0.00041226i,-0.00090435-0.0007029i,-0.0015334-0.00071274i,-0.00087347+0.00066071i,0.00029416+0.0009709i,0.00039612+0.00026153i,0.00080314+0.00038565i,0.00080232+0.0016279i,-9.7381e-06+0.0017521i
0.0010377+0.0020838i,0.0020953+0.0015084i,9.8874e-05+3.1558e-05i,-0.0015502+0.00063263i,-0.0016542+0.0032816i,-0.0015829+0.0052263i,-0.0014512+0.0065591i,2.6302e-05+0.0059519i,0.0026767+0.0032197i,0.0025406+0.00094743i,0.00035703-7.6095e-05i,-0.00022524-0.00091549i,-0.00090131-0.0017279i,-0.0015984-0.0011311i,-0.00068046-0.00030305i,0.00034099-0.00076438i,0.00036245-0.001263i,-0.00026134-0.0012032i,-0.0004386-0.00078666i,-0.00095621-0.00037172i,-0.0016512-3.2792e-05i,-0.0021626+2.776e-05i,-0.0011306+0.00071023i
-0.0004602+0.0034265i,0.00022945+0.0012142i,-0.00059915-0.00014938i,-0.00074791-8.5925e-05i,0.00093237+0.0010359i,0.0039116+0.0019043i,0.0063816+0.0013614i,0.0067198-0.00072817i,0.0049724-0.002571i,0.0017755-0.0026338i,-0.00031002-0.0014116i,-0.00081551-0.00096277i,-0.0013498-0.00048353i,-0.00094272+0.0015618i,0.00033897+0.0021551i,0.001128+0.00095119i,0.0015255-0.0001382i,0.0011564-0.00096804i,-0.00063305-0.0021247i,-0.0013195-0.0022634i,-0.0012467-0.001506i,-0.0010932-0.0006033i,-0.00017407-0.00045288i
0.0018422+0.0014874i,0.0042252+0.00062012i,0.0041109+0.00079465i,0.0027075-0.00051918i,0.0033185-0.0037211i,0.0058283-0.008953i,0.007628-0.011969i,0.0065466-0.011099i,0.0026368-0.0091053i,-0.00079272-0.0062029i,-0.001594-0.003495i,-0.0023359-0.001606i,-0.0026607+0.00020512i,-0.0023194+0.00057169i,-0.0015943+0.00022726i,-8.9127e-05-0.00046142i,0.00073633-0.00116i,0.00079178-0.0012244i,0.0003175-0.0012679i,0.00023619-0.0010298i,0.0011186-0.0002754i,0.0016503-0.00013324i,0.0011926-0.00080219i
0.0099411+0.0012626i,0.010542+0.0047073i,0.0072146-0.0050251i,0.00067415-0.010355i,-0.0045954-0.011861i,-0.0069501-0.0096234i,-0.0038006-0.0073532i,-0.0012815-0.0086307i,-0.0013268-0.0097799i,-0.0018241-0.0089669i,-0.0021436-0.0044382i,-0.0011012+0.00051647i,0.001057+0.0017671i,0.0025939+0.00030321i,0.0029314-0.0011867i,0.0025474-0.0011714i,0.0015771-0.00075168i,0.00028031-7.4767e-05i,-4.9624e-06+0.00077141i,0.0001466+0.0010825i,0.00054817+0.00073407i,0.001291+8.7648e-05i,0.0018815-4.4467e-05i
