-0.0013102+0.000607i,-0.0015078+0.00074542i,-0.0039218-0.00064524i,-0.0060382-0.0028359i,-0.0054251-0.002156i,-0.0023887+0.00077731i,8.9689e-05+0.001968i,0.0010067+0.0015862i,0.0013531+0.00091071i,0.0012225+7.4385e-07i,8.8641e-05-0.00036061i,-0.00045932-0.00055727i,0.00024095-0.00061669i,0.00029502-0.00051341i,-0.00052389-0.00060269i,-0.00087074-5.533e-05i,-0.00049006-0.00027728i,-0.00029838-0.00062145i,0.00029625-0.0009613i,0.00072464-0.0011115i,-0.00041842-0.00034185i,-0.00058042-0.00027042i,0.0002582-0.00023627i
0.0067263+0.059403i,-0.01318+0.020466i,-0.026436-0.011253i,-0.026379-0.023797i,-0.018123-0.021245i,-0.01055-0.011763i,-0.0074383-0.004857i,-0.0065677-0.00092062i,-0.0056731+0.0031694i,-0.0024518+0.0058135i,0.00081055+0.0055804i,0.0015939+0.0042936i,0.00091711+0.0029689i,3.0618e-05+0.0020959i,-0.00062321+0.0018968i,-0.00093918+0.0011683i,-0.0014524+8.9276e-06i,-0.0018534+4.7056e-06i,-0.0022761+0.0018331i,-0.0025318+0.0031156i,-0.0017993+0.0028325i,-0.0009254+0.0011971i,-0.00078436-0.0011512i
0.061223-0.015147i,0.029277+0.010618i,0.0041215+0.028285i,-0.0075209+0.029073i,-0.011256+0.018327i,-0.009493+0.0081648i,-0.0056738+0.0054927i,-0.0014592+0.0056742i,0.0036288+0.0041145i,0.0065111+0.0012087i,0.0053668-0.00088569i,0.0034359-0.0012478i,0.0032206-0.0016305i,0.0031634-0.0017688i,0.002123-0.00099681i,0.0012288+0.00024254i,0.00095991+0.0010797i,0.0018691+0.0021268i,0.0035212+0.0025563i,0.0046503+0.0014376i,0.0044639-0.00011056i,0.0028139-0.0010017i,0.00031435-0.0006523i
-0.02525-0.058848i,0.0070207-0.034559i,0.031297-0.018i,0.036041-0.012016i,0.025435-0.0057272i,0.01205-0.0011106i,0.004302-0.00094934i,0.0025186-0.0031439i,0.0012537-0.0065647i,-0.0017207-0.0076888i,-0.003105-0.0053938i,-0.0023785-0.0027199i,-0.0019335-0.0021253i,-0.0014565-0.0024892i,-0.00069524-0.0018176i,-0.00044539+9.3932e-06i,-0.00026027+0.00013442i,-0.00031572-0.0011269i,-0.0011211-0.0027119i,-0.0013722-0.0039734i,-0.0010582-0.0036131i,-0.00048565-0.0022857i,-7.8713e-05-0.0010496i
-0.058678+0.041788i,-0.038989+0.0058014i,-0.026953-0.023692i,-0.023022-0.033459i,-0.015617-0.026988i,-0.0084587-0.015147i,-0.005082-0.0063805i,-0.0049354-0.0024468i,-0.0059277+0.00096932i,-0.0062329+0.0039577i,-0.0048353+0.0041239i,-0.0023341+0.002451i,-0.00092104+0.0023469i,-0.0014822+0.0028077i,-0.0020427+0.0015401i,-0.0015782+0.00077273i,-0.0010323+0.0012731i,-0.0017039+0.0018904i,-0.0029016+0.0027472i,-0.0031765+0.0031909i,-0.001712+0.0029685i,-0.00080882+0.0023782i,0.00031139+0.0012522i
0.044709+0.057618i,0.0091371+0.044883i,-0.016123+0.036471i,-0.022329+0.031351i,-0.018303+0.021265i,-0.01024+0.011075i,-0.0038424+0.0040549i,-0.0011323+0.002611i,0.0021577+0.0053058i,0.0045951+0.0052605i,0.0044114+0.0032377i,0.0026989+0.002063i,0.0010309+0.0018368i,0.0013702+0.001443i,0.0021458+0.0014429i,0.001769+0.001042i,0.0010117-0.00066989i,0.0013999-0.00064384i,0.0030646+0.001115i,0.0046212+0.0018292i,0.0043425+0.0004542i,0.0026369-0.0008676i,0.0012078-0.0011185i
0.047316-0.060437i,0.044613-0.02791i,0.045257-0.0054799i,0.041632-0.00019143i,0.028217+0.00015463i,0.01271-0.00045643i,0.0034393-0.0027612i,0.001818-0.0044222i,0.0031329-0.0060488i,0.0027998-0.0077027i,0.0012198-0.0058485i,0.00075353-0.0030719i,0.0010266-0.0024455i,0.00079091-0.0025667i,0.00022111-0.0021764i,-0.00067883-0.0017774i,-0.00074359-0.0015973i,0.00024403-0.00069306i,4.7142e-06-0.0012775i,-0.00084106-0.0029339i,-0.0018583-0.0030986i,-0.0023925-0.0022888i,-0.0028474-0.0010928i
-0.078696-0.038758i,-0.04421-0.037246i,-0.01926-0.039982i,-0.011064-0.042131i,-0.0084705-0.033365i,-0.006149-0.018654i,-0.0053897-0.0069488i,-0.0058033-0.0028908i,-0.0072112-0.002289i,-0.0083235-0.0010321i,-0.00609+4.8633e-06i,-0.0030938+0.00045739i,-0.0024518-3.6151e-05i,-0.0030788-0.00037842i,-0.0025663-0.00018696i,-0.0019725+0.0007772i,-0.0011978+0.0012699i,-0.00041227+0.0013704i,-0.0017022+0.0021837i,-0.0035758+0.0026375i,-0.0036883+0.002668i,-0.0017864+0.0027695i,0.00039701+0.0027651i
-0.028106+0.086325i,-0.026494+0.051121i,-0.029247+0.029295i,-0.031025+0.022294i,-0.023457+0.014891i,-0.011238+0.0075304i,-0.003032+0.0041316i,-0.0010872+0.0042392i,-0.00062501+0.0074848i,0.00038961+0.0084804i,0.0011605+0.0046643i,0.0012577+0.0018188i,0.0010177+0.0021312i,0.00085657+0.0030407i,0.000694+0.0029628i,0.0019264+0.0020222i,0.0023448+0.00056349i,0.00099359+0.00017329i,0.00088228+0.000974i,0.0025769+0.0017531i,0.0034504+0.001471i,0.0034993+0.00047514i,0.0036047+0.00052658i
0.088028+0.012826i,0.057013+0.016296i,0.038908+0.019162i,0.034055+0.018035i,0.023719+0.012799i,0.012649+0.0052205i,0.0069363-0.0026926i,0.0059657-0.0048023i,0.0074924-0.0038863i,0.0069719-0.0043772i,0.0033715-0.00374i,0.0012635-0.001153i,0.0024489-8.1142e-05i,0.0036533-0.00051228i,0.0032597-0.0010571i,0.0016982-0.00086996i,0.00028158+6.6607e-05i,-0.00010418-0.00057309i,0.00038956-0.0021266i,0.001361-0.0031936i,0.0014584-0.0034788i,0.00033736-0.0029917i,-0.0012679-0.0020369i
-0.010921-0.093002i,-0.0045329-0.061144i,0.0011113-0.042426i,0.0043036-0.038756i,0.0035116-0.032293i,-4.2092e-05-0.020985i,-0.0042382-0.01138i,-0.0052716-0.0071255i,-0.0051028-0.0070166i,-0.0048179-0.0060433i,-0.0030469-0.0032107i,-0.00047068-0.00087303i,-0.00013149-0.00070522i,-0.0013227-0.0021906i,-0.0021092-0.0026576i,-0.0017477-0.0016575i,-0.00085541-0.00019941i,-0.0011791+0.00012377i,-0.0016785-0.00016951i,-0.002139+0.00079644i,-0.0026071+0.0018541i,-0.0029658+0.0025446i,-0.0028127+0.0029474i
-0.093172+0.023481i,-0.056181+0.012496i,-0.034712+0.005707i,-0.030543+0.0038382i,-0.025086+0.0027566i,-0.014986+0.0024376i,-0.0064898+0.0032185i,-0.004368+0.0033037i,-0.0054808+0.003408i,-0.0043526+0.0038937i,-0.0021356+0.0028064i,-0.0016401+0.00076476i,-0.0014813+0.001256i,-0.0011605+0.0029995i,-0.0018726+0.003161i,-0.001374+0.0022597i,-0.00031188+0.0015848i,-6.3049e-05+0.0010862i,0.00047908+0.001453i,0.0010808+0.0019195i,0.0017606+0.0019947i,0.002096+0.0017739i,0.0023993+0.0015814i
0.033419+0.092701i,0.020878+0.055813i,0.017172+0.02957i,0.018884+0.020277i,0.015729+0.014003i,0.010574+0.0079015i,0.0079782+0.00075421i,0.0058185-0.0013421i,0.0049602+0.0021271i,0.0052228+0.0021388i,0.0025573-0.00043489i,-0.00018507-0.00028446i,0.00067172+0.0014909i,0.0027213+0.0024414i,0.0033434+0.0021604i,0.0024828+0.00098088i,0.0012968-0.00094669i,0.00055183-0.0013651i,0.00077222-0.00072932i,0.00094706-0.0018334i,-0.00032778-0.0032529i,-0.0011617-0.0028378i,-0.00032571-0.0021807i
0.085276-0.056505i,0.050953-0.040516i,0.023712-0.030644i,0.012947-0.028829i,0.00787-0.025486i,0.0028728-0.018975i,-0.0015184-0.012191i,-0.0019558-0.0073592i,0.0014869-0.0063508i,0.0020032-0.006758i,-4.2362e-05-0.0043398i,0.0001035-0.00076165i,0.00085879+0.00023998i,0.0014698-0.0011008i,0.0021854-0.0025441i,0.0016772-0.0022304i,0.0001362-0.00061361i,-0.00083945+0.00086398i,-0.0013896+0.00094172i,-0.0020537+0.00056082i,-0.0026909-0.00019225i,-0.0026164-0.00015291i,-0.0024651+0.00074231i
-0.074577-0.072903i,-0.047581-0.036371i,-0.027353-0.0088672i,-0.021985-0.00028186i,-0.019177+0.0017872i,-0.013279+0.0023701i,-0.0073464+0.0031563i,-0.0042593+0.0021561i,-0.0039747-0.0013536i,-0.0044028-0.0020948i,-0.0029808-0.0014669i,-0.00043234-0.0015581i,-0.00026167-0.0007054i,-0.0018759-0.0006787i,-0.0014255-0.00089943i,-0.0006846-6.9118e-05i,-0.00010401+0.00011888i,0.00058081-0.00076033i,0.00066992-0.00046656i,0.0016133+0.00044065i,0.0018947+0.00097762i,0.00091186+0.0018292i,0.00066098+0.0022946i
-0.064295+0.077342i,-0.025816+0.043901i,0.0022525+0.019217i,0.010759+0.011728i,0.011321+0.010792i,0.0095163+0.009247i,0.0084579+0.003972i,0.0046883+0.00014103i,9.3902e-05+0.0019745i,0.00028558+0.0032841i,0.00066812+0.00034535i,-0.0011716-0.0019284i,-0.0016693-1.9769e-06i,-0.00015294+0.0024206i,0.00050554+0.0030909i,0.00031155+0.0020281i,1.4943e-05-0.00024213i,-0.00022009-0.001202i,-0.00031296-0.00055602i,0.00013739-0.0012596i,3.7181e-06-0.002618i,-8.167e-05-0.003611i,0.0010357-0.0031255i
0.089145+0.049953i,0.047448+0.018907i,0.014199-0.008457i,0.0040922-0.022305i,0.0037623-0.022774i,0.0056987-0.016419i,0.0049518-0.012045i,0.0016217-0.0073842i,0.0014845-0.0021232i,0.0025061-0.0014365i,-0.00021276-0.0015834i,-0.0029633+5.2869e-05i,-0.0019228+0.00091186i,0.00071689+0.0012777i,0.0024649+0.00091139i,0.0028599-0.00049203i,0.0015131-0.0013008i,-6.7342e-05-0.00088475i,-0.00034523-4.0154e-05i,-0.001132+0.00037237i,-0.0022259+2.0626e-05i,-0.0030076-0.00017934i,-0.0027921-5.4475e-05i
0.035032-0.1029i,0.012514-0.055341i,-0.0071693-0.013559i,-0.016091+0.0018043i,-0.017086+0.001951i,-0.014309-0.00073073i,-0.010211-0.00036823i,-0.0047321+0.00036321i,9.6434e-05-0.00093108i,6.4389e-05-0.0014225i,-0.00079437+0.00067152i,0.00085839+0.0013869i,0.0012968+0.00025757i,0.00021493-0.00083727i,0.0002486-0.0018046i,0.00049466-0.0019107i,0.0010469-0.0012206i,0.0014714-0.00043064i,0.0020068+8.7579e-05i,0.0023838+0.00021287i,0.0021397+0.00085638i,0.0018643+0.0011776i,0.00038148+0.0011399i
-0.10846-0.015462i,-0.051444-0.0017793i,-0.0022844+0.0061482i,0.015877+0.010064i,0.014203+0.012698i,0.0088289+0.012554i,0.0069021+0.0087593i,0.00507+0.0026517i,0.0014325-0.00058714i,-0.00016083+0.0002307i,0.0014322-0.00074664i,0.0028379-0.0028652i,0.0014957-0.0018452i,-0.00086138+0.00091427i,-0.0022038+0.0019369i,-0.0019542+0.0017625i,-0.00098291+0.00086687i,-0.00011546-0.00041763i,-9.6598e-05-0.0012574i,0.00021481-0.0025567i,0.00052138-0.0038667i,0.00050996-0.0033389i,0.00048764-0.0024366i
0.00049033+0.10156i,0.0043758+0.041049i,0.0018093-0.010689i,0.0019219-0.027857i,0.0047521-0.023594i,0.0067504-0.013349i,0.0068155-0.0083584i,0.0035166-0.0062491i,0.00059411-0.0025998i,0.00083338-0.0018199i,-0.00027259-0.0038607i,-0.0030515-0.0038347i,-0.0034428-0.001883i,-0.0012408+6.3412e-05i,0.00088908+0.0017572i,0.0024227+0.0016032i,0.0026154+0.00017844i,0.00067569-0.00022769i,-0.0012441+0.00036908i,-0.0021857-6.2742e-05i,-0.0031699-0.00089659i,-0.0031004-0.00055661i,-0.0022612+0.00033603i
0.10803-0.011849i,0.049754-0.0038709i,-0.0011832+0.005701i,-0.020918+0.007074i,-0.021181+0.0014826i,-0.01419-0.0039649i,-0.0081437-0.004886i,-0.0040686-0.0010863i,-0.00028551+0.0017068i,-0.00075421+0.0008213i,-0.0027566+0.00053192i,-0.0024731+0.0019144i,-0.0013233+0.001631i,6.8929e-05+0.00049508i,0.0015924-0.00075491i,0.0020797-0.0013673i,0.0013327-0.00083171i,0.0016998-0.00061815i,0.002308+0.00031664i,0.0016471+0.0011686i,0.0012903+0.0017145i,0.0011165+0.0019009i,0.0010791+0.0010453i
-0.02604-0.11247i,-0.0045563-0.059254i,0.019293-0.01254i,0.024026+0.0066732i,0.013195+0.010231i,0.0016915+0.0088317i,-0.00077365+0.0065859i,0.0024974+0.0033561i,0.0033319+0.00093803i,0.0021963+0.0013193i,0.0027747+0.0018606i,0.0042985+0.0020186i,0.002956+0.0017724i,-0.00015115+0.001245i,-0.0020666+0.0004849i,-0.0023824+6.1065e-05i,-0.0007301-0.00030606i,0.00088649-0.0012264i,0.00058782-0.0020014i,0.00013485-0.0020045i,0.0013301-0.0018624i,0.0018199-0.0019792i,0.0015739-0.0020677i
-0.10175+0.056556i,-0.051207+0.028501i,-0.010673-0.010641i,0.0037764-0.026052i,0.0083319-0.018864i,0.0095176-0.0076573i,0.0081173-0.0033685i,0.0048432-0.0035288i,0.0016865-0.0030293i,0.0025769-0.0023231i,0.0041157-0.0039064i,0.0030768-0.00535i,0.0001387-0.0041256i,-0.0018749-0.0010232i,-0.0014561+0.0020274i,0.00024064+0.0026802i,0.00063174+0.0013644i,-0.00076086+0.0012295i,-0.001343+0.000986i,-0.0012644+0.00048888i,-0.001919-0.00032389i,-0.0017669-0.0013293i,-0.0013692-0.00042672i
0.067588+0.087189i,0.033684+0.041885i,-0.0080855+0.011484i,-0.023734+0.001655i,-0.017498-0.0046458i,-0.0085605-0.0077846i,-0.0037409-0.0052464i,-0.0024725-0.0015605i,-0.0018256+4.6822e-05i,-0.0014129-0.0015423i,-0.0034421-0.0035051i,-0.0059784-0.0030424i,-0.0048888-0.0013793i,-0.0018741-0.00059013i,0.00084697+4.6378e-05i,0.0019468+0.0012013i,0.0020047+0.0011269i,0.0025025+0.00068238i,0.0024398+0.00056463i,0.0011438+0.0013047i,-2.7069e-05+0.0018502i,0.00094229+0.0010924i,0.0012165+0.00070211i
0.083338-0.078574i,0.049975-0.03308i,0.027337+0.0088264i,0.014502+0.018176i,0.0024142+0.01194i,-0.0044588+0.006064i,-0.0026507+0.0033501i,0.0014424+0.0023131i,0.0021244+0.0017108i,-0.00037825+0.0027543i,-0.0017605+0.0055461i,0.00041009+0.0069281i,0.001378+0.0055392i,2.4283e-05+0.0020781i,-0.0010157-0.00045726i,-0.00039876-0.00023055i,0.0013634+0.00026146i,0.0014883-0.00056897i,0.0012057-0.0019653i,0.0015597-0.0019069i,0.0013012-0.0011704i,0.0010209-0.001595i,0.0013741-0.0022879i
-0.097366-0.076848i,-0.053248-0.053979i,-0.0027589-0.041141i,0.013508-0.030244i,0.0085003-0.015742i,0.0035643-0.0040262i,0.0026975+6.0123e-05i,0.0032997-0.0013077i,0.0039468-0.0014945i,0.0050602+0.00057956i,0.0068418+0.0013891i,0.0063732-0.000476i,0.0039176-0.0025357i,0.0014582-0.0021416i,-0.000894-0.00053983i,-0.0012456+0.00033325i,-7.8879e-05+0.00059391i,-0.0002956+1.5732e-05i,-0.0017358-0.00040638i,-0.0020876-0.0001048i,-0.0011627-4.0183e-05i,-0.00081216-0.00056171i,-0.0014425-0.0012968i
-0.041796+0.11329i,-0.025608+0.069174i,-0.027028+0.015505i,-0.026319-0.0053669i,-0.014329-0.0031678i,-0.0044612-0.0017567i,-0.0022353-0.0017507i,-0.0023225-0.00074306i,-0.0015478-0.0017432i,0.00044151-0.0045416i,0.00048263-0.0077563i,-0.0010246-0.0085977i,-0.0010582-0.0056206i,4.0442e-05-0.0019863i,0.0010455+0.00050934i,0.0011337+0.0014715i,0.0010144+0.00084625i,0.00083721+0.00073459i,0.00091088+0.0016187i,0.0014834+0.0021772i,0.001252+0.0017277i,0.00035344+0.00073775i,0.00076688+0.0012034i
0.11508+0.026061i,0.070171+0.014565i,0.028238+0.021547i,0.013374+0.018935i,0.0075157+0.0033215i,0.0016359-0.0040637i,0.00063486-0.0012773i,0.0015462+0.0018347i,0.00051507+0.0021259i,-0.00341+0.0010758i,-0.0067886+0.0019053i,-0.0060787+0.0041221i,-0.0039621+0.0036535i,-0.0025905+0.0011427i,-0.0013727+0.00086304i,0.00017836+0.002504i,0.00086693+0.0030131i,0.0010325+0.0017024i,0.0015102-0.00039944i,0.00024568-0.00093526i,-0.00051784-0.00094053i,0.000934-0.00090242i,0.0017013-0.00067591i
0.021167-0.11709i,0.017506-0.078247i,0.026038-0.042824i,0.016633-0.028316i,-0.0027573-0.019189i,-0.0080088-0.010904i,-0.0036776-0.0050734i,0.0003144-0.0011642i,0.0024961+0.0013147i,0.0026854+0.0053907i,0.0035108+0.0084197i,0.0047939+0.0060438i,0.0046166+0.0016732i,0.0021767-0.00036627i,3.421e-05-0.00011537i,0.0011299+0.00089231i,0.0029963+0.00077927i,0.0023236-0.0001799i,7.8881e-05-0.00077282i,-0.0013135-0.00075654i,-0.0013689-0.00054116i,-0.00021558-0.00084858i,-0.00032985-0.0014454i
-0.12054+0.012632i,-0.082083+0.012373i,-0.043237-0.0068514i,-0.024229-0.0073655i,-0.013378+0.0048387i,-0.0077388+0.0082744i,-0.005866+0.0043575i,-0.0034376+0.0012291i,8.8883e-05-0.00098181i,0.0040386-0.00244i,0.006447-0.004577i,0.0055916-0.0068637i,0.00348-0.0062696i,0.0018144-0.0031195i,0.00020969-0.0010241i,-2.7329e-06-0.00084163i,-0.00066339-0.00067175i,-0.0013464-0.00059922i,-0.00011446+9.3205e-05i,0.0014175+0.00035099i,0.0017199+0.00049086i,0.0016007+0.00094428i,0.0005134+0.00096213i
0.043247+0.11522i,0.039649+0.076102i,0.015803+0.040367i,0.011633+0.020501i,0.017294+0.005255i,0.013181-0.0014597i,0.0060066+0.0018512i,0.0026113+0.003436i,0.00067534+0.00066464i,-0.0024856-0.0030915i,-0.0052999-0.005066i,-0.0064022-0.0026221i,-0.0059654+0.00038098i,-0.0042726+0.00071082i,-0.0020762+0.00092428i,-0.0014583+0.002117i,-0.0021404+0.0029529i,-0.0014815+0.0019699i,-0.00047223-0.00016463i,-0.00041143-0.0019928i,-0.00066559-0.0023967i,-0.00032276-0.0018595i,0.00060962-0.0013528i
0.099798-0.052355i,0.067546-0.04893i,0.043894-0.024557i,0.023971-0.023239i,0.0056772-0.029765i,-0.0013672-0.022511i,0.00071927-0.01187i,0.0013404-0.004511i,-0.00055972+0.00045083i,-0.0021378+0.0031628i,-0.0036441+0.005194i,-0.0022318+0.0051197i,6.3966e-05+0.0033343i,0.00077409+0.0015376i,0.0007078+0.00078252i,0.0017562+0.0021501i,0.0035609+0.0032826i,0.0030382+0.0026467i,0.0010341+0.0023791i,-0.00044465+0.0022543i,-0.0016455+0.0019665i,-0.0023514+0.0016112i,-0.0019715+0.00061293i
-0.066065-0.081418i,-0.058834-0.051602i,-0.03087-0.031281i,-0.023792-0.012095i,-0.026304+0.004352i,-0.021063+0.0059281i,-0.012658+0.00059416i,-0.0052116-0.0006148i,0.00031791+0.0010711i,0.0038463+0.0035705i,0.0064431+0.0038186i,0.0074465+0.0014492i,0.0055773-0.00073336i,0.0024695-0.00074918i,0.00021007+0.00056581i,-0.00041496+5.1989e-05i,3.8358e-05-0.0021324i,0.00030674-0.0031854i,0.00040048-0.001918i,0.0014029+0.00098814i,0.0020453+0.0029085i,0.001912+0.0025549i,0.0013455+0.001396i
-0.070959+0.078469i,-0.04303+0.071928i,-0.023652+0.038456i,-0.0023621+0.020644i,0.014879+0.018189i,0.014074+0.014074i,0.0044677+0.0098528i,0.0005218+0.0056562i,0.00086032+2.2109e-05i,0.001941-0.0039569i,0.0022636-0.0052522i,0.00060192-0.0053294i,-0.0015121-0.0049014i,-0.0014883-0.0041242i,-0.0013496-0.0030113i,-0.0020752-0.001634i,-0.0030802-0.00025694i,-0.0031631+0.00047667i,-0.0018608-0.00018227i,-0.00079957-0.0026853i,0.00014146-0.003982i,0.00081432-0.003842i,0.00076229-0.002173i
0.095715+0.058359i,0.091167+0.026356i,0.055735+0.012422i,0.029573-0.006948i,0.018452-0.024911i,0.012302-0.022125i,0.0082908-0.0094539i,0.0034686-0.0019988i,-0.00017202-0.00069655i,-0.0027756-0.0020923i,-0.0048106-0.0017103i,-0.0042699+0.00046589i,-0.0028551+0.0013129i,-0.0026938+0.00036767i,-0.002436+0.00065158i,-0.0015517+0.002617i,-0.00096401+0.0045965i,-0.00035365+0.0048018i,-0.00071973+0.0037707i,-0.00203+0.0026634i,-0.0032348+0.00069671i,-0.0041304-2.7163e-05i,-0.004334-0.00027883i
0.026205-0.090896i,-0.0060528-0.084281i,-0.0044656-0.050026i,-0.0088648-0.02556i,-0.023526-0.014008i,-0.022218-0.0091681i,-0.0097723-0.0078832i,-0.0035882-0.0034633i,-0.0023906+0.0008273i,-0.0016199+0.0020851i,-0.00027006+0.0036881i,0.0025812+0.0045372i,0.0044301+0.0046551i,0.0040738+0.003979i,0.0029324+0.0022073i,0.0022751+0.00089575i,0.0029643-0.0006288i,0.0038373-0.001551i,0.003818-0.00090116i,0.0033479+0.0011874i,0.0021296+0.0039399i,0.00097663+0.0044569i,0.00085938+0.0029558i
-0.085664-0.0036021i,-0.072751+0.024982i,-0.036942+0.016181i,-0.0098372+0.012938i,0.0039337+0.021994i,0.0051185+0.018658i,-0.00099277+0.007211i,-0.0010492+0.0015209i,0.0023498+0.00080097i,0.0029602+0.00095878i,0.0024453-0.00019712i,0.0019473-0.0021353i,0.0019355-0.0031904i,0.0032229-0.00384i,0.0031653-0.0031325i,8.3174e-05-0.0028474i,-0.0031194-0.0027196i,-0.0039811-0.0026677i,-0.0018544-0.002493i,0.0020836-0.0024984i,0.0044366-0.0031142i,0.0049187-0.0028247i,0.0042486-0.0014499i
0.0027487+0.073949i,0.031594+0.058149i,0.019907+0.02894i,0.012302+0.0038299i,0.016277-0.011255i,0.014671-0.011488i,0.0065674-0.0038573i,0.00026848-0.0011882i,-0.00053137-0.0019529i,0.0016252-0.0019957i,0.0022098-0.0024982i,0.00054129-0.0026698i,-0.0016056-0.0030406i,-0.0025243-0.003201i,-0.0022493-0.0030715i,-0.0026434-0.0021989i,-0.0024892+0.0015071i,-0.0018194+0.0043686i,-0.0022437+0.0028069i,-0.0032407-6.7417e-05i,-0.0039804-0.0020419i,-0.0034659-0.002804i,-0.0024181-0.0027472i
0.063797-0.0368i,0.044633-0.056525i,0.012137-0.033111i,-0.012251-0.01298i,-0.029207-0.0069579i,-0.025687+0.0010109i,-0.0074067+0.0037697i,-0.00076338+0.0019225i,-0.0040878-0.0014783i,-0.0066864-0.0040045i,-0.0048078-0.0005708i,0.00017158+0.0042477i,0.0024803+0.0061959i,0.0010678+0.0062153i,-0.00064507+0.0046124i,-0.00016713+0.0021879i,0.0016666-0.00014121i,0.0029785-0.00097868i,0.0028411+0.00053897i,0.00076762+0.0031603i,-0.0019675+0.0037489i,-0.0032478+0.0024493i,-0.0024766+0.0021947i
-0.02411-0.054849i,-0.05025-0.043209i,-0.021241-0.030688i,0.0021924-0.015489i,0.0023259+0.00083055i,-0.00071616+0.00809i,0.00073694+0.00397i,0.002629+0.0023655i,0.0032133+0.0038822i,0.0016932+0.0025318i,-0.00052243+0.0011204i,-0.0010635+0.00050209i,0.0011648+0.00046481i,0.0038248+0.00076896i,0.004719+0.00049717i,0.0033965-0.00033212i,0.0010972-0.0017648i,-0.00050773-0.0033639i,0.0010153-0.0042241i,0.0033224-0.0028128i,0.0051182-0.00080816i,0.0061127+0.0004753i,0.0049679+0.00097443i
-0.029247+0.026987i,-0.013927+0.052924i,-0.014506+0.018908i,-0.01281-0.011734i,-0.00066734-0.014145i,0.0060378-0.0090818i,0.0020608-0.0072678i,6.3141e-05-0.0069251i,0.0018373-0.0047472i,0.0023347-0.0010403i,0.0011832+0.0013187i,0.00069472+0.0011622i,0.00099249-0.0018308i,0.00074965-0.0046435i,0.0003168-0.0049704i,0.00049904-0.0036175i,4.0126e-05-0.0010677i,-0.001905+0.0009608i,-0.0024788+3.3526e-05i,-0.0017721-0.0027699i,-0.00083311-0.0053336i,-0.00012172-0.0062509i,0.00015495-0.0052118i
0.015452+0.010081i,0.039308-0.0027474i,0.011323+0.010834i,-0.012857+0.017778i,-0.01768+0.0072916i,-0.01478-0.00027162i,-0.009712+0.0011547i,-0.0083465+0.00098386i,-0.00676-0.0011875i,-0.0020888-0.0022038i,0.00082679-0.000684i,0.00058603+0.0029641i,-0.0020035+0.0043287i,-0.0054893+0.0032572i,-0.0058149+0.0010872i,-0.0028827-0.00054805i,0.00013617-0.00074964i,0.0025336+0.00074926i,0.0026853+0.0029278i,0.00041817+0.0031847i,-0.0024269+0.0015714i,-0.0033345+0.00054844i,-0.0024594+0.00039697i
0.0047776-0.01238i,-0.0099079-0.040119i,0.011821-0.019737i,0.0278+9.0675e-05i,0.016056+0.0091758i,0.0049664+0.014518i,0.0060166+0.012557i,0.0050455+0.0090281i,0.00055215+0.0068231i,-0.0010617+0.0030076i,-0.0014717-0.0013651i,-0.00096805-0.0023966i,0.0019614-0.00024523i,0.00436+0.0019735i,0.0038965+0.0030699i,0.0016492+0.0025925i,0.00068104+0.00029464i,0.0015372-0.0010945i,0.0023713-0.0011577i,0.0020526+4.0569e-05i,0.0019994+0.0031523i,0.0020064+0.0046535i,0.001608+0.0038392i
-0.0017461-0.00013833i,-0.030725+0.015118i,-0.01884-0.016766i,-0.0055945-0.040974i,0.0014984-0.032683i,0.0083364-0.017194i,0.010443-0.01228i,0.010294-0.0097465i,0.0092803-0.0051934i,0.0045016-0.0018269i,-0.0017127+0.00069626i,-0.0025131+0.0016154i,0.0011123+0.00087687i,0.0038327-0.00096882i,0.0048275-0.0020789i,0.0046093-0.0014369i,0.0028618+0.00026068i,0.00012264+0.0014204i,-0.00098278-0.00015535i,0.00019821-0.0025756i,0.0014035-0.0043145i,0.0023816-0.004435i,0.0032825-0.0016432i
0.013737-0.011105i,0.033945+0.01551i,-0.0036481+0.011756i,-0.034191+0.0072753i,-0.033992+0.00049679i,-0.024767-0.0079719i,-0.019278-0.0089143i,-0.014561-0.0084628i,-0.0086328-0.0083539i,-0.0029377-0.0046756i,0.00037925+0.00050802i,-0.00022658+0.0029954i,-0.0036067+0.0019668i,-0.005556-0.00016134i,-0.0042778-0.0022054i,-0.0016616-0.0038099i,0.0010128-0.0034499i,0.0024507-0.00072524i,0.00072308+0.0010033i,-0.0013758-0.00038499i,-0.0029472-0.0021472i,-0.0033956-0.0028177i,-0.0025295-0.0027141i
-0.035311-0.0061536i,-0.0049516-0.034842i,0.0096135-0.0014022i,0.018227+0.026621i,0.011908+0.02475i,-0.0029575+0.020201i,-0.0074296+0.020541i,-0.0082136+0.017506i,-0.0077197+0.011265i,-0.002661+0.0029741i,0.0018437-0.0038192i,0.0033789-0.0052947i,0.0025531-0.0019857i,0.00088108+0.0018621i,-0.00071578+0.0034086i,-0.0021613+0.0031394i,-0.0029471+0.001281i,-0.0020333-0.0002324i,-0.00021919+0.00042475i,0.00073209+0.0019714i,0.00092108+0.0034369i,0.00010125+0.0038627i,-0.0011713+0.0026554i
