-0.0040457+5.9036e-05i,-0.0029585-0.00046393i,-0.0018908+0.00015908i,-0.001234+0.001178i,-0.00073077+0.0017438i,0.00098082+0.0010318i,0.0014256+0.00095521i,0.00033108+0.0012592i,0.00068382+0.0012066i,0.0015102+0.00031879i,0.0013122-0.00039775i,0.00049256-0.0013784i,-5.2884e-05-0.0020402i,0.00013462-0.0013121i,3.7606e-05-0.00016385i,-0.00027431+0.00040722i,-0.00015122+0.00076793i,-0.00035414+0.00084823i,-0.00028205+0.00029268i,0.00067051+0.00083292i,0.00064398+0.0012144i,-8.0768e-05+0.00066417i,-0.00038176+8.2378e-05i
-0.0014791-0.0014486i,-0.00058732-0.0014904i,5.5846e-05-0.0013486i,1.8312e-06-0.0010521i,0.00072948-0.00065444i,0.0013409-0.0011915i,0.0011411-0.0010272i,0.00055885-0.00034703i,0.00013484+0.0003605i,-5.5018e-05+0.00064438i,0.00023313+0.00022226i,0.00018806+0.00046811i,-0.00051761+0.0011397i,-0.00069249+0.00082148i,-0.00051473+0.00068291i,-0.0002665+0.0012219i,-0.00016024+0.00098293i,-0.00018906+0.00039325i,-0.00046372+0.00011166i,-0.00066215+0.00023319i,0.00014347+0.00020765i,0.00024533-0.00030387i,-0.00070624-0.00033008i
0.00014531-0.00011765i,0.00075212-0.00085024i,0.0011902-0.0010475i,0.0023793-0.0015142i,0.0024076-0.0015446i,0.0011714-0.00019786i,0.00072599+0.00094449i,0.00078776+0.0012114i,0.00080242+0.0011835i,0.000961+0.001105i,0.00070583+0.00057605i,7.4102e-05-0.00016664i,-0.00013244-0.00044472i,0.00039345-0.00046278i,0.00038219-3.8987e-05i,0.00046697+0.00046665i,0.00083762+0.00092563i,0.00033765+0.0005843i,-0.00020706-0.0001774i,0.00017314-7.2014e-05i,-6.6364e-05+0.00033444i,-0.0003963+0.00065288i,-0.00010881+0.0010422i
0.0014108+0.0012179i,0.0022617-0.00051779i,0.0024978-0.0013188i,0.0020009-0.0015751i,0.0021314-0.0016003i,0.0022796-0.0019677i,0.0020877-0.0010512i,0.0012854+0.00035341i,0.0010887+0.00073285i,0.0010696+0.0010303i,0.00096212+0.00076457i,0.00057001-0.00031324i,-4.709e-05-0.0006013i,-0.00019681-0.00025796i,0.00073408-0.00089211i,0.00060861-0.00083445i,-0.00040289-0.00037818i,-0.00069154-0.00081096i,-0.00014839-0.00051653i,0.00025099+5.5107e-05i,-0.00055083-0.00014609i,-0.00077654-0.00033428i,0.00013246-0.00087175i
-0.00091004-0.00013354i,-0.001049+0.00015192i,2.0769e-05+0.00057091i,0.00092062+0.00098861i,0.00052426+0.00074431i,0.00046964+0.00045863i,0.00038216-9.016e-05i,0.00062184-0.00023489i,0.00077098-5.6373e-05i,0.001252-0.00056941i,0.0010315-0.00099879i,0.00089346-0.00067015i,0.0012436-0.0006342i,0.00063696-0.00067892i,7.751e-05-0.00033473i,0.00029182-2.1019e-05i,-8.6617e-05-0.0002004i,-0.0010103-0.00041605i,-0.0012796-0.00051633i,-0.00046182-0.00037961i,-0.00076259-0.00038636i,-0.00059176-0.00061645i,-0.00014997-0.0003546i
9.2701e-05-0.0018157i,-0.00091619-0.0019783i,-0.0012402-0.0025805i,-0.0017259-0.0024111i,-0.001685-0.0013277i,-0.00096708+0.00011411i,-0.00055497-2.2785e-05i,-0.00026208-0.00068433i,-0.00043863-0.00016473i,-0.00034812-0.00024915i,-0.00023655-0.00016784i,-0.00018098+5.9485e-05i,0.00026199-0.0004626i,0.00034769-0.00074238i,0.00082503-0.0011086i,0.00087013-0.00028808i,-0.00017948+0.00051759i,-0.0004364+0.00036239i,-0.00055626-5.6035e-05i,-9.9672e-05-0.00012545i,-3.8542e-05-0.00035442i,-0.0005867-0.00073018i,-0.00028438-0.00061333i
-0.00054442+0.00076667i,7.5503e-05+0.0011546i,0.00013933-6.6061e-05i,0.00033677-0.0010609i,0.001029-0.0016957i,0.0020056-0.0013386i,0.0018469-0.0012203i,0.00091144-0.0017783i,0.0003644-0.0015844i,-0.00020736-0.00081393i,-0.00020727-0.00049264i,6.1344e-05+0.00017368i,0.00022644+0.00089954i,0.00061867+0.00072226i,0.00086206+0.00041781i,0.00069925+0.00066238i,0.00045706+0.0010498i,0.00061683+0.0011111i,0.00052814+0.00068969i,0.00041359+0.0001908i,0.00055099+0.00014477i,0.00018461+0.00035041i,0.00061803+0.00011153i
0.0019195-0.00036309i,0.0012728-0.0014223i,1.1236e-05-0.0022871i,-5.9978e-06-0.0023749i,0.00045929-0.0017698i,0.00021119-0.00063546i,7.8283e-05-0.00026715i,0.00026061+9.8282e-05i,0.00034047+0.00066566i,0.00076058+0.00060285i,0.0011298+0.00063103i,0.0011133-4.1276e-05i,0.00028154-0.00041635i,-0.00030498+0.0001543i,0.00022985+3.0736e-05i,0.00039452-0.00027526i,0.00029511-0.00051482i,0.00060595-0.00013357i,0.00030284+0.00018213i,0.00029471-8.1835e-05i,-0.00029103-0.00079213i,-0.00097021-0.00084251i,-0.00063612-2.1289e-05i
0.00035807+0.0037194i,0.0016281+0.0022566i,0.0023797+0.0010004i,0.0035049-2.8705e-05i,0.0038775-0.001043i,0.002169-0.0019534i,0.00079122-0.0011538i,0.0002865+0.00010956i,0.0010791+0.00067863i,0.0013435+0.00090345i,0.0008608+3.6155e-05i,0.0009438-0.00093069i,0.0006002-0.00090144i,0.00021094-6.0047e-05i,-0.00043849+0.0008194i,-0.00039815+0.00049198i,0.00038444-1.7373e-05i,0.00023911+6.15e-05i,0.00012207+0.00049185i,0.00080788+0.00018157i,0.0011712-0.0010494i,0.00021518-0.0015086i,-0.0010057-0.00047937i
-0.0016932+0.0011886i,-0.00088717+8.5448e-05i,0.0012076-5.3353e-05i,0.0032148-0.00019814i,0.0034019-0.00093022i,0.0026709-0.0013342i,0.0022227-0.00070162i,0.0010032-0.00013248i,4.9443e-06-0.00032493i,0.00030321-0.00036449i,0.00025316-0.00022838i,-0.00017672-0.00061384i,-0.00011101-0.00070534i,0.00016085+0.00036321i,0.00014149+0.00057719i,-0.00036902+0.00028273i,-0.00060228+0.00028486i,-0.00011923+0.00054615i,0.00028782+0.00057076i,0.00015836+0.00021511i,-0.00016456+0.00036749i,-0.0004352+7.2795e-05i,-0.00032046+0.00042948i
0.00012775-0.0022062i,-0.00018406-0.0021616i,-0.00066429-0.0035103i,-0.0015168-0.0035807i,-0.0021242-0.0016896i,-0.0010387+0.00019985i,-0.00026081-3.8189e-06i,-0.00024062-0.00089966i,0.00020316-0.0007566i,0.00022501+0.00034651i,-0.00048189+0.00083394i,-8.8989e-05+0.00069913i,0.0003709+0.00048047i,4.7894e-05-6.454e-05i,0.00023747+0.00021694i,-1.9769e-05+0.00054701i,0.00037394+0.00044658i,0.00027636+0.00016722i,-0.00057404-0.00010167i,-0.00044492+0.00036033i,-7.5277e-05+0.00039205i,-0.00017221+0.00024213i,-0.00032226+0.00040598i
-0.0024442+0.00055599i,-0.0012092+0.00080083i,0.00066237+0.0010394i,0.0019903+0.0014876i,0.0025607+0.0013135i,0.0022544+0.00060356i,0.0014939-0.00028642i,0.00032772-0.00037047i,-0.00056881+0.00057919i,-0.00085639+0.0005177i,-0.00052552-0.00023662i,0.00010338-0.00056994i,0.00076952-0.00035797i,0.00063425-4.8438e-07i,0.00011003+0.00031425i,-0.00014066+0.0012603i,-0.00036513+0.001132i,-0.00079215+3.1439e-05i,-0.00085142-0.00031065i,-0.00049582-0.00017013i,-0.00017584-8.5341e-05i,4.557e-05+0.00022069i,-0.00012358+0.00034203i
-0.00040117+0.0003644i,-0.00020227+0.00045143i,-8.0242e-05-0.00012992i,0.0004263-0.0012696i,0.0011294-0.0026213i,0.0010686-0.0012931i,0.00095694+0.00040581i,0.00041533+0.00036393i,0.00065583+0.00061185i,0.00080862+0.0013016i,0.00070306+0.0011523i,0.001197-1.1822e-05i,0.00064588-0.00047291i,0.00014127+0.00017425i,-0.0002194+0.0002057i,-8.6922e-05-0.00014688i,-5.0478e-05-0.00051703i,-0.00075771-0.00026744i,-0.0010745-0.00012344i,-0.00072112-0.00033689i,-0.00052171+0.00012471i,-0.0011835+0.00077867i,-0.0013168+0.00087599i
-0.0017749+8.7006e-05i,-0.0017393-0.00064371i,-0.00073044-0.0015749i,0.00033916-0.00088325i,0.00080124-9.609e-05i,0.0010323+0.00042568i,0.00060265+1.4449e-05i,0.00016461-0.00034634i,0.00075059-0.00012429i,0.00070482+0.00027986i,0.00048316+0.00095811i,0.00061019+0.00038378i,0.00018023-0.00074769i,-0.00028358-9.2261e-05i,-0.00059302+0.00055199i,-0.0011145+0.00071048i,-0.0012872+0.0001122i,-0.0013821-0.0011979i,-0.00088806-0.0014146i,0.00061949-0.00052179i,0.0010388+0.00014168i,0.00092223+0.00068456i,0.00049765+0.00056939i
-0.00022385-0.00076568i,6.6156e-05-0.0010942i,0.00032947-0.0012848i,0.00076474-0.001061i,0.00095579-0.00096543i,0.0013784-0.0007317i,0.0015212-0.0010457i,0.00065151-0.00098072i,4.2054e-05-0.00069708i,-0.00016082-0.00075684i,-0.00015911+0.0001637i,-0.00033906+0.00086791i,-0.00056034+0.0009376i,-0.00068598+0.00092268i,-0.00034378+0.00054772i,-3.6035e-05+0.00097145i,-0.00052389+0.0021002i,-0.00089493+0.0012698i,7.2049e-05-0.00050296i,0.00064294-0.0010025i,-0.000332-0.00074105i,0.00019272-0.0004054i,0.0008225-0.00020361i
0.0016071-0.00077825i,0.0015889-0.00082175i,0.0020957-0.0011512i,0.0019453-0.0020279i,0.00024968-0.0016128i,-0.00033187-0.0011376i,0.00085877-0.000548i,0.0013625+0.00042562i,0.0006053-3.0153e-05i,0.00029259+0.0002897i,-0.00019031+0.0012394i,-6.2027e-05+0.0010427i,-0.00041577+0.00052139i,-0.00029346-0.00029442i,0.00050949-0.00073783i,0.00026946-0.00088159i,0.00066456-0.0001906i,0.00092283+0.00044474i,0.00067993-0.00020782i,0.00028446-0.00066202i,-0.00051406-0.00040939i,-0.0008477-2.0521e-05i,-0.00056687+0.00011253i
0.00014278+0.0014339i,0.00069661+0.0014365i,0.0013614-2.4246e-05i,0.0024335-0.001669i,0.002919-0.0019774i,0.0026161-0.001887i,0.0017412-0.0015291i,0.00061783-0.00080164i,-0.00018645+0.0002074i,-0.00038298+0.00067264i,-0.00020803+0.0010281i,2.3827e-05+0.00088316i,-2.1136e-05+0.00041461i,-0.00061497+0.00087102i,-0.0007298+0.00095414i,-1.6204e-05+0.00079591i,0.00022474+0.00015616i,0.00028887-0.0004241i,8.5449e-05-9.425e-05i,2.4099e-05-0.00044072i,0.00011936-0.00063535i,-0.00038529-0.00035271i,-0.00057328-0.00017737i
0.0028673-0.00079404i,0.0014329-0.0012617i,0.00034791-0.0019201i,-0.00080081-0.0025017i,-0.0019786-0.0023335i,-0.0014048-0.0014668i,-0.00037508-0.0012363i,-0.00010833-0.00038334i,0.00037793+0.0005108i,0.00052564+0.0012119i,2.1834e-05+0.0017014i,-0.0005126+0.0010892i,-0.00065272+0.00014832i,0.0001956-0.00015379i,-0.00018294-0.00022431i,-0.0015815-1.4025e-05i,-0.0010682-0.00021001i,0.00013898-0.00066396i,0.00051661-0.00020355i,7.3442e-05+0.00012941i,-0.00047086-0.0002971i,-7.861e-06-0.00049451i,0.00065511-0.00067477i
-0.001756-0.0010832i,-0.0015492-0.0016653i,0.0010128-0.0011128i,0.0026214-0.00020234i,0.0019081-0.0011173i,0.00033713-0.0016681i,0.00023835-0.00061921i,0.00087929-0.00042587i,0.00051067+0.00010669i,0.00081471+0.0010424i,0.0010287+0.0011568i,0.0002153+6.0529e-05i,-2.4188e-05-0.00078012i,0.00016389-0.00029644i,0.00016523-0.00032439i,-0.00028301-0.0003524i,-0.00084481+0.00043177i,-0.00022089+0.0013526i,2.0787e-05+0.0015103i,-0.00079531+0.00065618i,-0.001161-0.00029314i,-0.00059716-0.00044052i,6.1563e-05-3.0071e-05i
-0.001989-0.00021203i,-0.0007434+0.00058095i,0.00030985+0.0015795i,0.00088365+0.001218i,0.0013154-0.00019954i,0.0014381-0.00065719i,0.0016019-0.00082487i,0.0017759-0.00058136i,0.00065994-0.00039282i,-9.2299e-05-0.00053231i,5.5431e-05-0.00079241i,0.00043476-0.0012398i,0.00011334-0.0014796i,0.0004415-0.0015551i,0.0011592-0.0011867i,0.00093246-0.00011233i,0.00024055-0.00015801i,0.00058144-0.00030663i,0.00034039+0.00016159i,-0.00063763+0.00051904i,-0.00031322+7.1097e-05i,-0.00018774-0.0002629i,-4.3603e-05+0.00040041i
0.00035782+0.00083407i,0.00096194+0.00071895i,0.0023544+0.00054438i,0.0033842+3.9348e-05i,0.0033519-0.0011135i,0.0021041-0.00098771i,0.0011807-0.00029237i,0.00021075-2.9118e-05i,-0.00016141+8.1162e-05i,0.00061812+0.000118i,0.00029948-0.00031248i,-0.00090977-0.00052439i,-0.00071923+0.0002344i,-0.00021601+0.00045194i,-0.00072911-0.00038682i,-0.00105-0.00097966i,2.6299e-05+3.9533e-05i,0.00083852+0.00075299i,0.00023188-0.00053525i,-0.00033213-0.0014132i,-0.00015988-0.00050076i,0.0003144+0.00023092i,0.00043228-0.0005788i
0.0020885+0.0011715i,0.0023815+0.00043194i,0.0027748-0.00023517i,0.0018092-0.00071095i,3.0475e-05-0.0011806i,-0.00076314-0.0017452i,-8.9863e-06-0.0013888i,-2.5448e-05-0.00057034i,-0.00034403+3.927e-05i,-0.00016974+0.0003671i,-0.00074438+0.00078156i,-0.00039895+0.00094077i,0.00029949+0.0013293i,0.00036328+0.0018949i,0.0007875+0.0018416i,0.00068115+0.001721i,-0.00026584+0.00068398i,-0.00076945-0.00058852i,-0.00026771-0.000809i,2.8583e-05-0.0004811i,0.00011985-0.00076247i,0.00045804-0.00081694i,0.0006081-0.00078615i
0.00035688+0.0016185i,0.0011885+0.0007711i,0.0020969+0.00017671i,0.0019203-0.0012847i,0.0013378-0.0023429i,0.0010749-0.0023484i,0.00078493-0.0016669i,0.00051705-5.5731e-05i,0.0012501+0.0015485i,0.0016859+0.0018604i,0.0010577+0.0016138i,0.00029203+0.0012024i,0.00047621+0.00062599i,0.00085861+0.00049912i,0.001463+0.00049719i,0.0012822+0.00092322i,-0.00031261+0.0013937i,-0.0012399+0.0007633i,-0.00064869+0.00065325i,-2.8163e-05+0.00096193i,-0.00021895+3.3364e-05i,-0.00035318-0.00089113i,-0.00026008-0.00060035i
0.00097496-0.0029675i,0.0006913-0.0022623i,0.00019355-0.0025911i,-0.00074465-0.0024742i,-0.0012209-0.001165i,-0.00014951-0.00075042i,0.00052521-0.0011191i,0.00015349-0.0013008i,6.3719e-05-0.00058461i,0.0009285+0.00058493i,0.0017078+0.0015068i,0.0017547+0.0011931i,0.0012069+0.000223i,0.00060853-0.00046544i,0.00039483-0.00025044i,0.00073411+0.0003216i,0.0012116+0.00082019i,0.00063843+0.00096672i,-0.00010868-3.1106e-05i,4.4185e-05-0.0002903i,0.00041132-0.00033138i,0.00035671-0.0010218i,-0.00014773-0.0012358i
-0.0020249+0.00022272i,-0.0010441+0.00043115i,-0.00047691+0.00024361i,0.0007179+0.00016393i,0.0016721+0.00016807i,0.0010425-0.00038477i,0.00052355-0.00075195i,0.00080189-0.0003409i,0.00026382-0.0002035i,0.00015972-0.00026577i,0.00025152-2.7841e-05i,0.00015583-0.00025488i,0.00036448-0.00056516i,0.00027634-0.00069048i,-0.00020147-0.00050891i,-0.00034985-0.00045209i,-0.00037016-0.00090649i,-0.00044859-0.0017643i,-0.00075823-0.0014199i,-0.00048195-0.00019837i,0.00011117+0.00019853i,-0.00012333+7.4551e-05i,0.00015898+9.4816e-05i
0.00017304+0.00091599i,0.0012821+0.00044789i,0.0018773+0.00056909i,0.002117+0.00011511i,0.0032431-0.0010526i,0.0034709-0.0018627i,0.0020439-0.001451i,0.00020761-0.00062686i,-0.00047081-0.00020106i,-0.00066942+0.00016695i,-0.00078478+0.00036899i,-0.00095417+0.0012776i,-0.00049029+0.001442i,-0.00022926+0.00063697i,-0.0003339+0.00056055i,0.00037962+0.00055235i,0.00071067+0.00039026i,0.00014746+0.00051681i,0.00013149+0.00041591i,0.00066579+0.00012295i,0.00059593-0.00034811i,-0.0001039-0.0014318i,6.8029e-05-0.0011394i
-0.00070929-0.0014385i,-0.00032767-0.0012094i,-0.00029461-0.0016892i,-0.0011676-0.0012182i,-0.0020288-0.00028756i,-0.0014358+0.00055513i,8.5634e-05+0.00025614i,0.00031638-0.00055823i,-0.0002883-0.00015247i,-0.00019476+0.00068531i,5.668e-06+0.0010514i,-0.00032798+0.00086797i,-9.5139e-05+9.0269e-05i,0.00082954-0.0010004i,0.00097639-0.0014037i,4.5931e-05-0.00090479i,-0.00051-0.00062424i,-0.00016162-2.8889e-05i,-0.00014366-3.2819e-05i,0.00013283-0.00060198i,0.0004319-8.1143e-05i,0.00050168+0.00074087i,0.00085429+0.0010326i
3.3808e-05+0.00012917i,0.00047001-0.00057226i,0.0012615-0.0010774i,0.0017755-0.0017769i,0.00099107-0.0022161i,0.00021583-0.0019454i,0.00071586-0.001094i,0.0014206-6.6318e-05i,0.0011679+0.00060097i,0.0012391+0.0012513i,0.0011256+0.0017865i,0.00018035+0.00086315i,-0.00055354-0.0001187i,-0.00027144+5.8745e-05i,-0.000247-0.00017764i,-0.00038547-0.00054125i,0.00011178+0.00024166i,1.8399e-05+9.6646e-06i,-0.00018807+2.0093e-05i,0.00032275+0.00020602i,0.00039196-0.00015072i,0.00013554-0.00035354i,0.00033039+0.00029975i
-0.0024708-0.00070344i,-0.0031028-0.00060648i,-0.0036876-0.00039234i,-0.0029571+0.0003149i,-0.0010411+0.00047296i,0.000839+7.4384e-05i,0.000393-0.00033391i,-0.0011376-0.00040306i,-0.0012926-0.00037315i,-0.00065965+8.0166e-05i,0.00013153+0.00048067i,0.00072068+0.00045983i,0.00093114+0.00011061i,0.00060761-0.00041668i,0.00011889+0.00022885i,-0.00079247+0.00099477i,-0.00087757+0.00074511i,-0.00066195+0.00021474i,-0.00087911-7.1433e-05i,-0.00095314-0.00044638i,-0.00032053-0.00071107i,0.00021093-0.00076225i,0.00052445-0.00056491i
0.00059047+0.0011488i,0.00096136+0.00020128i,0.0026516-0.0011739i,0.0040337-0.0013713i,0.0032972-0.00080867i,0.0017901-0.0010515i,0.00054102-0.0011096i,-0.00030938-0.00016149i,-5.0821e-05+0.00024277i,0.00016902+0.00015823i,-0.0001502+0.00034564i,4.4427e-06+0.00056401i,0.00057027+0.00085195i,0.0012236+0.0011181i,0.00037568+0.0015153i,-0.00036629+0.0014563i,-0.00017099+0.00064393i,-0.00092147+0.00028617i,-0.0010889+0.00042284i,-0.00078679-8.8315e-05i,-0.0010225-0.00055411i,-0.00062528-0.00067618i,-3.6414e-05-0.00028425i
0.00027302+0.00080369i,0.00090137-0.00035002i,0.0020994-0.000529i,0.0018244-0.00078128i,0.0011475-0.0016038i,0.0014157-0.0011576i,0.0013397+0.00012017i,0.00026213+0.00046815i,1.3092e-05+0.00033301i,0.0011504+0.00037486i,0.00097363+0.00021311i,0.00036835+0.00048299i,0.00051242+0.00057356i,0.00082786+0.00016598i,0.0011474+1.1903e-05i,0.000809+0.00095276i,-0.00021167+0.001009i,-0.00067478+0.00047942i,-0.00016032+0.0008507i,-0.00028959+0.0010355i,-0.00087193+0.00039147i,-0.0004117-0.00029751i,8.0846e-05-0.00012163i
0.00039023+0.00047301i,0.00086959+0.0010081i,0.0017996+0.00083969i,0.0025287+0.0004544i,0.002488+0.00027978i,0.0016931-0.00089804i,0.0012157-0.0018248i,0.0011324-0.0015289i,0.0005918-0.00039389i,0.00030305+0.00099181i,-0.00017639+0.0014387i,-0.00095558+0.0002687i,-0.0010565-0.00090509i,-0.00076019-0.00103i,-0.00047588-0.00042859i,5.5731e-05-0.00045351i,0.00015618-0.00094112i,3.2251e-05-0.00075349i,-0.00050054-0.00067203i,-0.00064408-0.0001392i,-0.0006314+0.00021752i,7.4172e-05+0.0002896i,0.00095833+0.00035223i
0.00070196+8.4462e-05i,0.0018721-0.00079688i,0.0027142-0.00099981i,0.0028587-0.0010691i,0.0019122-0.001607i,0.0006559-0.0018818i,0.00049662-0.0015931i,0.00049074-0.00091959i,0.00037452+0.00048968i,0.00035598+0.001287i,0.00085172+0.0015035i,0.00052665+0.0011116i,-0.00061425+0.00096182i,-0.0010608+0.00079868i,-0.0011524+0.00022673i,-0.001603+0.00046783i,-0.0012637+0.00039632i,-0.00083467+0.0001524i,-0.0007915+0.0001494i,-8.2652e-05+0.00038012i,0.00044351+0.00065947i,0.00072276+0.00026785i,0.00065953-0.00030079i
0.0016982-0.0017943i,0.0013325-0.0016517i,3.3411e-05-0.0019236i,-3.3635e-05-0.0021821i,-0.00035603-0.0017402i,-0.00064757-0.00075585i,-0.0003854+0.00032545i,-0.00014914+0.0011012i,-6.649e-05+0.0013749i,-0.00032473+0.0011819i,-0.00021635+0.00025862i,0.00014257-0.00046225i,0.0011193+0.00054791i,0.0013651+0.0014038i,0.0010389+0.0014936i,3.7889e-05+0.0015316i,-0.0012563+0.0010012i,-0.0013019+0.00045556i,-0.00027186+0.00024861i,-0.00053449+9.2324e-05i,-0.00081322-0.00081342i,-0.00039867-0.0010854i,-0.00052088-0.00017215i
-0.00058052+4.5324e-05i,7.271e-05+0.00011847i,0.00068307-3.1912e-05i,0.00094144-9.2917e-05i,0.0013082+0.00065278i,0.0014465+0.00012134i,0.00089627-0.0016419i,0.0005769-0.0012943i,0.00053367+0.00078527i,0.00030637+0.0017565i,0.00053061+0.0010898i,0.00045173-0.00017275i,0.00059439-1.252e-05i,0.0010356-0.0002015i,0.0011213-0.0005906i,0.00046934+0.00018942i,-0.00072879+0.00022349i,-0.00081455-4.0251e-05i,3.2592e-05+0.0002221i,0.00031269+0.00087953i,-6.0519e-05+0.00041126i,9.7681e-05-0.00022894i,0.00028817-0.00014984i
-0.0010983+4.5287e-05i,-0.0021707+9.9537e-05i,-0.0010891-0.0012203i,0.00095716-0.0014963i,0.0015834-0.00057479i,0.001199-0.00012858i,0.001304-0.00022508i,0.00091535+0.00012113i,0.00053592+0.00029354i,0.00051927+0.00011176i,9.7209e-05+0.00030284i,-0.00025039+0.0005584i,-0.00033859-0.00010206i,-0.00076099-0.0014703i,-0.0007553-0.0024062i,-0.00052994-0.0016006i,-0.0004954-0.0010982i,0.00014549-0.00078149i,0.0012542-0.00050585i,0.00066294-0.00037464i,-0.00069673-0.00015131i,-0.00039673+0.00039383i,0.00014342+0.00060978i
0.00127-0.00092292i,0.00060874-0.0022579i,5.2946e-05-0.0036616i,-0.00040487-0.0041099i,-0.00021306-0.0031935i,0.00081203-0.0020051i,0.00059535-0.00091172i,0.00035892-0.00059424i,0.00023825-0.00053758i,0.00013315+0.00022115i,-2.722e-05+0.0012186i,-0.00052646+0.0013584i,-0.00028066+0.00026295i,-0.00083511-0.00063134i,-0.0018402+0.00014423i,-0.0013453+0.00059543i,-0.00030826+0.00035266i,-0.00030956+4.2774e-05i,-0.00068387-0.00018131i,-0.0006208-0.00031039i,-0.0001961+0.00014332i,-0.00030803+0.0010508i,-0.0011586+0.00035843i
-0.00037888-0.0010317i,-0.00089659-0.0018388i,-0.00071025-0.0020995i,-0.0004712-0.0016193i,9.0881e-05-0.0003935i,0.0011135+0.0007665i,0.0012156+0.00053974i,0.00073799-0.0002389i,0.00025657+2.6599e-05i,-0.00032431+0.0010183i,-0.00023427+0.0010211i,4.5012e-05+0.00032781i,0.00038299+0.00078199i,0.00070433+0.0018404i,0.0007106+0.0018418i,-0.00013689+0.0012556i,-0.00043046+0.00035288i,0.0001048-4.3458e-05i,-9.6004e-05+0.00015679i,-0.00077629+8.7284e-05i,-0.00060751-0.0004482i,-0.00024979-0.0011067i,0.00015328-0.00059184i
0.0014444+0.00044065i,0.0014586+0.00079055i,0.00070863+0.0014838i,0.0014243+0.0017216i,0.0027422+0.0018856i,0.0026172+0.00054845i,0.0018457-0.0010849i,0.00051661-4.7266e-05i,-0.00066902+0.0016567i,-0.00023901+0.0018395i,0.00045286+0.0012299i,0.00051023+0.00041777i,0.00073719-0.00063811i,0.00093285-0.00086428i,0.00095081-0.0001854i,0.0011856-0.00052606i,0.0012488-0.00066921i,0.0010859+0.00020864i,0.00064483+0.0010849i,-7.6901e-05+0.00061698i,-0.00043797-0.00069457i,-0.00085713-0.00042448i,-0.00085671+0.0003154i
0.00041717+0.0019144i,0.00038193+0.00033032i,0.0018789-0.0010842i,0.0026118-0.0013991i,0.0022007-0.0017765i,0.0015669-0.0019298i,0.0010203-0.0016506i,0.001085-0.00071013i,0.001361+0.00085187i,0.0012938+0.0018241i,0.00067318+0.0013407i,0.00047544+0.00061035i,0.00040914+0.00029065i,0.00027901-0.00099067i,0.00087235-0.0018882i,0.00087208-0.0010443i,0.00064869-0.00059391i,0.0011118-0.00031124i,0.0012386-0.00055915i,0.001136-0.0011135i,0.00040508-0.00099755i,-0.00054658-0.00049335i,-1.6405e-05+8.3784e-05i
-0.00080457+0.00065199i,0.00031946+0.00028701i,0.00061564-0.00051246i,0.00043089-0.0014134i,0.00015558-0.0022523i,0.0010848-0.0018889i,0.0015384-0.0013226i,0.00047797-0.00085081i,-0.00020893-0.0005135i,-0.00013297-0.00025344i,0.00015211+0.00018264i,0.00012966-0.00019325i,-0.00078767-0.0010607i,-0.00093398-0.0010788i,-0.00074849-0.00041144i,-0.0002514-0.00054487i,0.00052687-0.00053379i,0.0005531-0.00013252i,-3.7603e-05-0.0004523i,-0.00019264-0.00065516i,-0.0001996-5.5397e-05i,-0.00019576-0.00021083i,0.00032503-0.00042904i
0.00017187-0.00091516i,0.00090926-0.001395i,0.00055661-0.00036645i,-0.00063577-0.00028593i,-0.00058749-0.00066914i,0.0004898-0.0013032i,0.00087844-0.0013844i,0.00021798-3.2943e-05i,-0.0009988+3.1668e-05i,-0.0010369-0.00035894i,-0.00022011-0.00030947i,-1.3478e-05+0.00010835i,-0.00060198+0.00061173i,-0.001089+0.00092195i,-0.00055197+0.0015165i,-0.00053351+0.00080425i,-0.00079811-0.0001488i,-0.00072555+0.00017599i,-0.00073483+0.00033316i,-0.00056764+6.248e-05i,-0.00061773+0.0003149i,-0.0004571-0.00033876i,-3.4241e-05-0.00050419i
-0.0010755-0.0005607i,5.3148e-05-0.0011751i,0.00080155-0.00061807i,0.001908+0.00033494i,0.0023604+0.0007651i,0.0021185+0.0014004i,0.001431+0.0011746i,0.00062755+0.0014557i,-0.000413+0.0017583i,-0.00088235+0.0018285i,-8.0728e-06+0.0013729i,0.00045204+0.00043893i,0.00037175+4.9194e-05i,0.0012058+0.00027601i,0.0015497+0.00072676i,0.0007978+0.0012272i,0.00049985+0.0012011i,0.00026434+0.00061331i,0.00052598+0.0005949i,0.00054235+0.00042566i,-0.00057166-4.4601e-05i,-6.5316e-05-1.7164e-05i,0.00017136+0.00051059i
0.0019036-0.00020052i,0.0015872+0.00048003i,0.0016825+0.00019564i,0.00075933-0.0017361i,-0.00082041-0.0022763i,-0.00056673-0.00046743i,0.00090151+0.00067486i,0.0020424+0.00094741i,0.0019958+0.0004378i,0.0012231+0.00099117i,0.00068414+0.0019682i,0.000134+0.0018811i,0.00019255+0.0008719i,0.00032215-0.00015061i,0.00018494-0.00094583i,0.00095501-0.0010104i,0.00099696-0.00012068i,0.00058919-0.00014387i,0.00056685+7.5738e-05i,-0.00013312-0.00035055i,-0.00057225-0.00092682i,-0.00087428-0.00095608i,-0.00070926-0.00064956i
