1.8501e-05-0.0010171i,-0.00059494-0.00070937i,-0.00076329+0.0010237i,-0.00053613+0.0013272i,-0.00024738+0.0017339i,-0.00039909+0.0016072i,-0.00038283+0.00077131i,0.00048884+0.0013331i,0.0013519+0.0011238i,0.0016933-0.00017154i,0.0010582-0.00077827i,-0.00021973-0.00072194i,-5.3654e-05-0.00037622i,0.00033724+0.00046238i,-0.00021884+0.00082714i,-0.00030905+0.00038246i,-0.00035194-0.00022426i,-0.00062974-0.00037307i,0.00039374-0.00012349i,0.00090368+0.00014126i,-0.00016605+0.00025146i,-0.0004283-0.00012235i,-0.00018744+1.0758e-05i
-0.13221+0.0101i,-0.16061+0.030736i,-0.12947+0.039357i,-0.066819+0.022494i,-0.025669+0.0024405i,-0.014281-0.00054707i,-0.010234+0.0042143i,-0.0078106+0.0049282i,-0.0074529+0.0039102i,-0.0056062+0.0048544i,-0.0020819+0.0049295i,0.00083791+0.00207i,0.0017786-0.0031186i,0.00147-0.0076246i,0.0002447-0.0076289i,-0.0012445-0.0050525i,-0.00079714-0.0031867i,0.001305-0.00078749i,0.0018858+0.0022435i,0.00093345+0.0019061i,-0.00052221+0.0010849i,-0.0021245+0.0027276i,-0.0028938+0.0041926i
-0.020861+0.13197i,-0.00045929+0.16643i,0.018676+0.14201i,0.013201+0.077595i,-0.0013101+0.028614i,-0.0034025+0.012401i,0.0014852+0.0083049i,0.0033699+0.0081367i,0.0019947+0.0097241i,0.0012402+0.0079704i,0.0026337+0.0027132i,0.00074153-0.0024423i,-0.0059103-0.0047318i,-0.010025-0.0037504i,-0.0078999-0.0016043i,-0.0027772-0.0010721i,0.00097017-0.0014893i,0.002018-0.0002411i,0.0021726+0.0005287i,0.0014598-0.00026887i,0.0014951-7.6581e-05i,0.0030725+0.0016998i,0.0041603+0.0025933i
0.11774+0.057657i,0.15553+0.044007i,0.1357+0.015575i,0.074576+0.0038014i,0.027214+0.0081269i,0.013057+0.0080284i,0.010666+0.0025593i,0.0094293-1.8714e-05i,0.010059-0.00071017i,0.0093162-0.0020222i,0.0062317-0.0028509i,0.00054843-0.0020374i,-0.0053475+0.0018862i,-0.006149+0.007065i,-0.0022785+0.0081066i,0.0011924+0.0055109i,0.001909+0.0028288i,0.00071642+0.00091611i,-0.00021638-0.0011512i,0.00086972-0.0019199i,0.0023733-0.0017457i,0.004483-0.0018556i,0.0062549-0.0026442i
0.087628-0.10094i,0.080956-0.14382i,0.046082-0.13635i,0.018425-0.079387i,0.010518-0.026209i,0.0076667-0.0075969i,0.0023365-0.0061078i,0.0009923-0.0072911i,0.0023252-0.0089997i,0.0019432-0.0074036i,0.00032999-0.0031734i,0.00020297+0.00076655i,0.0039579+0.0036602i,0.0075498+0.004364i,0.0066735+0.00316i,0.0027801+0.0023868i,-0.000689+0.0023976i,-0.0026926+0.00043608i,-0.0031349-0.0010629i,-0.0017622-0.001223i,-0.00046078-0.0014065i,-0.00030429-0.0020031i,-0.00023333-0.0025292i
-0.073563-0.11343i,-0.12437-0.11486i,-0.12898-0.074315i,-0.080141-0.033321i,-0.031561-0.016553i,-0.016743-0.010381i,-0.015597-0.0037401i,-0.013326-0.0019343i,-0.012598-0.0038093i,-0.011613-0.0027303i,-0.0067907+3.1913e-05i,0.0014993+0.0017586i,0.0082318-0.00060929i,0.0091961-0.0051209i,0.004228-0.0070668i,-0.0015218-0.0055169i,-0.0037654-0.001892i,-0.002766+0.00061091i,-0.0012543+0.0012425i,-0.0013114+0.0015058i,-0.0030289+0.0014479i,-0.0050256+0.0017092i,-0.0061648+0.0029421i
-0.12025+0.038439i,-0.13162+0.087238i,-0.096748+0.1053i,-0.051497+0.070449i,-0.028658+0.025905i,-0.020969+0.0082836i,-0.013211+0.0053969i,-0.0092826+0.005003i,-0.0099747+0.007521i,-0.0076283+0.007532i,-0.0022353+0.0037027i,0.00082669-0.00047062i,-0.0015398-0.0037749i,-0.005633-0.006208i,-0.0069392-0.0064839i,-0.0058563-0.0052297i,-0.0036398-0.0039397i,-0.00082227-0.0019852i,0.0012999-0.00022572i,0.00064151+0.00065701i,-0.001463+0.001557i,-0.0023745+0.0030292i,-0.0026056+0.0035618i
0.00038136+0.13282i,0.049828+0.15791i,0.081273+0.12671i,0.060141+0.071371i,0.020467+0.035013i,0.0042407+0.020121i,0.0039697+0.010508i,0.005303+0.0072307i,0.0068778+0.0083661i,0.0082436+0.0074579i,0.0073414+0.0043067i,0.001539+0.00061585i,-0.0078624+0.00013582i,-0.012006+0.0027711i,-0.007717+0.005189i,-0.0013528+0.0041368i,0.0030448+0.0022312i,0.0040957+0.0015134i,0.0025052+0.00010747i,0.00086933-0.0011625i,0.0013991-0.0016439i,0.0033315-0.001226i,0.0048705-0.00063367i
0.1233+0.034959i,0.15979-0.01082i,0.13875-0.053064i,0.082661-0.046651i,0.040667-0.015408i,0.023675-0.00089893i,0.014948-0.0002664i,0.011835-0.00083225i,0.01334-0.002321i,0.012546-0.0022213i,0.0074768-0.00068201i,0.00031709+0.00051537i,-0.0031957+0.0033817i,-0.0013239+0.0073322i,0.0023406+0.0088099i,0.0052416+0.007101i,0.0047737+0.0054423i,0.0021644+0.0032573i,-0.0008242+0.00051289i,-0.0011728-0.0011157i,0.00048054-0.0018647i,0.0019639-0.0026867i,0.0037328-0.0041086i
0.064953-0.10662i,0.024544-0.15546i,-0.024724-0.14787i,-0.030685-0.09489i,-0.0084934-0.045475i,0.00057387-0.020162i,-0.0012184-0.0068788i,-0.00016992-0.0041359i,-0.00080083-0.0084543i,-0.0039548-0.0085152i,-0.004525-0.0042786i,-0.00092176-0.00063188i,0.0060445+0.00019753i,0.010846-0.0019349i,0.0086774-0.0040999i,0.002635-0.0027059i,-0.0011216-0.00037278i,-0.0024675-0.00023093i,-0.0031033-0.00019105i,-0.0023383+0.0010359i,-0.00085516+0.0010481i,-0.00066728-0.00031591i,-0.0010025-0.0010816i
-0.075337-0.089141i,-0.13424-0.061971i,-0.14381-0.008766i,-0.098624+0.012559i,-0.051174+0.0012093i,-0.03078-0.0063893i,-0.020338-0.0048727i,-0.014854-0.0038667i,-0.015292-0.0032323i,-0.013829-0.0025733i,-0.0078234-0.0025381i,-0.0003479-0.002626i,0.0042275-0.005082i,0.003128-0.008453i,-0.0023112-0.010178i,-0.0071176-0.0089965i,-0.0073157-0.0058918i,-0.0045583-0.0023025i,-0.0024589+0.00074127i,-0.0012697+0.0013846i,-0.0012629+0.0014715i,-0.0028814+0.0015388i,-0.0040971+0.0023229i
-0.10689+0.047131i,-0.092663+0.1149i,-0.043534+0.14045i,-0.014906+0.10268i,-0.016488+0.050919i,-0.01762+0.02249i,-0.010854+0.0072895i,-0.0071797+0.0014651i,-0.0054244+0.0049161i,-0.0022805+0.0074577i,0.0014853+0.0052818i,0.0022838+0.0023273i,-0.0029681+0.00070432i,-0.0086366+2.701e-05i,-0.0088407-0.00044898i,-0.0061521-0.0011974i,-0.0028238-0.0017703i,0.00074542-0.0018455i,0.0030441-0.0018489i,0.0019032-0.0015988i,-0.00055006-0.00032473i,-0.0011853+0.00091685i,-0.00087075+0.0021632i
0.016274+0.11489i,0.08968+0.11803i,0.13111+0.072087i,0.10238+0.032292i,0.049453+0.022701i,0.020963+0.018904i,0.0089406+0.011034i,0.0050346+0.0078634i,0.0091755+0.0080457i,0.011398+0.0081603i,0.0096278+0.0072701i,0.0030749+0.0053087i,-0.0064153+0.0063708i,-0.0079827+0.0096064i,-0.0017359+0.010976i,0.0046283+0.0087942i,0.006567+0.0048356i,0.0044223+0.0010791i,0.0017194-0.0014857i,-4.9457e-05-0.0020314i,8.9011e-06-0.0015107i,0.0010064-0.00071077i,0.0020365-0.0015825i
0.099929+0.015088i,0.11644-0.056449i,0.08068-0.11017i,0.041837-0.09268i,0.02981-0.041862i,0.024059-0.011643i,0.014609+0.0010619i,0.010526+0.0048561i,0.0083153+0.0013164i,0.0043183-0.0014173i,0.0010782-0.0012422i,0.00038146-0.0010746i,0.0027297+6.2739e-05i,0.006387+0.0018464i,0.0086737+0.002833i,0.0078148+0.0030872i,0.0048901+0.003173i,0.0019286+0.0022653i,-0.00025914+0.00075991i,-0.0001834+0.00052045i,0.0015811-8.1053e-05i,0.0023185-0.0015558i,0.0021403-0.0027534i
0.047161-0.085492i,-0.016691-0.12465i,-0.080718-0.10655i,-0.078932-0.064988i,-0.038462-0.040165i,-0.013826-0.02526i,-0.0043758-0.010626i,-0.0013677-0.0051905i,-0.0047856-0.0062454i,-0.0070918-0.0086234i,-0.0052839-0.010104i,-3.7846e-05-0.0087018i,0.0072217-0.0075528i,0.0089627-0.0093893i,0.004171-0.010998i,-0.0018947-0.0080014i,-0.0048111-0.0033936i,-0.0051221-0.00096395i,-0.0046422+0.0015738i,-0.0027202+0.0029433i,-0.0010418+0.0014045i,-0.0010479-0.00015158i,-0.0014582-0.00045713i
-0.065372-0.064197i,-0.11914-0.0098827i,-0.11904+0.059911i,-0.079835+0.070334i,-0.049499+0.034145i,-0.033699+0.0097546i,-0.018822+1.4483e-05i,-0.010786-0.006427i,-0.0086363-0.005218i,-0.0050316-0.0026762i,6.2939e-05-0.0027272i,0.0040853-0.0016462i,0.003798-0.0012545i,-0.000561-0.0026962i,-0.0053162-0.0042721i,-0.007399-0.0051586i,-0.0062845-0.0052052i,-0.0030923-0.0030174i,-0.00065939-0.00020189i,-0.00052391+0.0001423i,-0.00097274-0.0004388i,-0.0020652-0.00014672i,-0.0028729+0.0017094i
-0.074046+0.036528i,-0.032125+0.10042i,0.036205+0.11792i,0.05128+0.085033i,0.015935+0.048246i,-0.0088178+0.023967i,-0.013285+0.0049075i,-0.010329-0.0016497i,-0.0026667+0.0016267i,0.0024757+0.0066232i,0.00415+0.011343i,0.0019145+0.01211i,-0.0049151+0.0096252i,-0.0076302+0.0083384i,-0.0047316+0.0075211i,-0.00014597+0.0050239i,0.0030619+0.0029041i,0.0036026+0.000871i,0.0028927-0.0015891i,0.00076769-0.0021044i,-0.001297-0.001171i,-0.0018356+0.00028511i,-0.00064103+0.0019142i
0.019223+0.10281i,0.096389+0.078805i,0.14179+0.0062978i,0.1113-0.035296i,0.060386-0.023629i,0.020873-0.0080823i,-0.0033748+0.0012914i,-0.0068491+0.0088993i,0.0010296+0.0099745i,0.0054408+0.0058521i,0.0016399+0.0014668i,-0.0064871-0.00081702i,-0.013389-0.0008473i,-0.015275-0.0012946i,-0.011149-0.0012958i,-0.0018364+0.0012381i,0.0052227+0.0033817i,0.0041026+0.0031504i,6.0364e-05+0.0024439i,-0.00089082+0.0034265i,0.00096034+0.0037928i,0.0041788+0.0011342i,0.004604-0.0031797i
0.065758+0.014196i,0.059543-0.057582i,0.004441-0.10562i,-0.024749-0.088299i,-0.0044082-0.045592i,0.013192-0.018147i,0.014725-4.8156e-05i,0.012064+0.0084706i,0.0052469+0.0053324i,-0.00010858-0.00064671i,-0.002439-0.0074597i,-0.0024455-0.011904i,0.0019287-0.0099295i,0.0055318-0.0076638i,0.0044719-0.0064485i,0.00059516-0.0031746i,-0.002173-0.00039423i,-0.0026953+9.3654e-05i,-0.0029754+0.00057404i,-0.0016955+0.0010782i,0.00094444-0.00021774i,0.002174-0.0026267i,0.00071094-0.0046238i
0.024286-0.055803i,-0.043316-0.067227i,-0.10127-0.022161i,-0.090728+0.013893i,-0.046929+0.0045249i,-0.017377-0.0055472i,-0.00069616-0.0019924i,0.0062899-0.0023424i,0.0044967-0.0044152i,0.0029755-0.007151i,0.0039615-0.0096541i,0.0068857-0.0088426i,0.0090458-0.0090486i,0.0062781-0.0097543i,0.00035523-0.0082864i,-0.0046159-0.0064511i,-0.0066548-0.0040895i,-0.0052758-0.00098039i,-0.0024257+0.0015145i,0.00027516+0.0017187i,0.0010524-0.00018224i,-0.00011201-0.0013544i,-0.0019082+3.3257e-06i
-0.039196-0.035106i,-0.059995+0.025695i,-0.025086+0.091995i,0.0096832+0.090412i,0.00033577+0.043855i,-0.015815+0.0094784i,-0.014289-0.0080702i,-0.0087208-0.012841i,-0.0022742-0.0070325i,0.0038698-0.00073012i,0.0065708+0.0052696i,0.0067039+0.0089501i,0.0032906+0.0067745i,-0.0018708+0.003643i,-0.0039659+0.001487i,-0.001753+0.00015108i,0.0010772-0.00072861i,0.0013211-0.0008902i,0.00089006+8.6794e-05i,0.00025656+0.0011049i,-0.0014136+0.0016919i,-0.0015887+0.002774i,-0.00083165+0.0037256i
-0.036493+0.023622i,0.013547+0.058219i,0.081476+0.040732i,0.08531+0.0046963i,0.037112+0.00044482i,2.7201e-05+0.0041441i,-0.015944-0.0031323i,-0.018345-0.0044902i,-0.011498-0.0001674i,-0.0064546+0.00534i,-0.0041043+0.0099309i,-0.0045187+0.010519i,-0.0076038+0.011443i,-0.0074842+0.01111i,-0.0028026+0.0084172i,0.0029774+0.0059034i,0.0064955+0.0032596i,0.0062901+0.00029518i,0.0029887-0.0010697i,-5.1575e-05-0.00026424i,-0.00051853+0.0013781i,0.00081918+0.0029856i,0.0024953+0.0020303i
0.0035364+0.045304i,0.044734+0.010008i,0.043772-0.061548i,0.012407-0.080116i,0.0019743-0.039659i,0.0045856-0.0066192i,-0.00082517+0.0048098i,-0.0046004+0.0095134i,-0.0063982+0.008038i,-0.0075724+0.0039579i,-0.0065325-0.0011528i,-0.00733-0.006355i,-0.0066703-0.0055125i,-0.0023574-0.0022388i,0.0015053-0.00070929i,0.0023997+0.00024616i,0.0010755+0.00067861i,-0.00045955+0.00060773i,-0.0006458+2.0203e-05i,-0.00064506-0.00016479i,-0.00074593+0.00019785i,-0.00010502-0.00087436i,0.00091957-0.0037109i
0.032707+0.0032651i,0.0063241-0.040982i,-0.06518-0.049282i,-0.086506-0.01635i,-0.039626+0.0037778i,0.0025542+0.0073249i,0.018158+0.014783i,0.020824+0.014691i,0.014099+0.0074637i,0.0089563-0.0011029i,0.0061877-0.010818i,0.0042444-0.016049i,0.006215-0.015474i,0.0050347-0.01268i,-0.00069388-0.0090499i,-0.0053684-0.0057821i,-0.0077754-0.0027933i,-0.0065702-0.00042201i,-0.003813+7.3241e-05i,-0.0010096-0.00025162i,0.00097224-0.0016442i,0.00047616-0.0034837i,-0.0019596-0.0040028i
0.012183-0.025907i,-0.028743-0.013629i,-0.047591+0.048053i,-0.020964+0.078205i,0.0025959+0.044542i,0.0078779+0.010909i,0.013709+0.00087734i,0.015982-0.0035778i,0.014901-0.0036756i,0.014497-0.0034129i,0.012316-0.0028321i,0.011881-0.00041877i,0.0098153-0.0024829i,0.003344-0.0050159i,-0.0024738-0.0035922i,-0.0045414-0.0033365i,-0.003946-0.0033674i,-0.0030529-0.0012973i,-0.0013481+0.00078073i,0.0008748+0.00081447i,0.00098893-0.00014198i,0.00017218-0.00021328i,-0.00094911+0.0015807i
-0.014037-0.013105i,-0.0081955+0.025177i,0.049727+0.057514i,0.082153+0.037426i,0.044061+0.0043489i,-0.0021844-0.0089635i,-0.018483-0.016045i,-0.018647-0.016525i,-0.010681-0.011339i,-0.0051656-0.0023176i,-0.0029463+0.010039i,3.0335e-05+0.01644i,-0.001191+0.015543i,-0.004716+0.012403i,-0.0029706+0.0080726i,0.002744+0.0046548i,0.0066817+0.0024016i,0.0063191+0.0011359i,0.0042711+0.00056398i,0.0018361+0.0010772i,-0.00057886+0.0023346i,-0.00063801+0.0032429i,0.0016481+0.0040281i
-0.020879+0.015535i,0.015903+0.019925i,0.057104-0.030286i,0.042926-0.072983i,0.0016822-0.052593i,-0.021176-0.020407i,-0.031276-0.011916i,-0.031722-0.0075025i,-0.0254-0.0022792i,-0.02053+0.0034822i,-0.016195+0.0069292i,-0.013282+0.005981i,-0.0098966+0.0080771i,-0.0032712+0.010096i,0.0018729+0.0070092i,0.0045184+0.0042296i,0.0054769+0.0036813i,0.004825+0.0020955i,0.0018738+0.0002282i,-0.0016048+0.0012796i,-0.0024252+0.0030989i,-0.0012878+0.0032412i,0.00027642+0.00071909i
0.0064429+0.016837i,0.011064-0.010814i,-0.034031-0.056819i,-0.077888-0.051368i,-0.058696-0.01048i,-0.016332+0.0093354i,0.0015101+0.013997i,0.0040994+0.013816i,0.00092094+0.0086613i,-0.00046362+0.002954i,0.0012659-0.0070414i,-0.00099714-0.014923i,-0.0015474-0.013009i,0.0014106-0.0091379i,0.0010539-0.0065242i,-0.0024034-0.0030578i,-0.0050006-0.00014289i,-0.0046688+0.00023178i,-0.0025361-0.0004406i,-0.0012531-0.00044497i,-0.00038799-0.00031689i,0.00020288-0.001597i,-0.00037207-0.0038751i
0.016689-0.0042853i,-0.0069094-0.012251i,-0.057597+0.021044i,-0.059241+0.067157i,-0.012206+0.06135i,0.023579+0.031289i,0.036299+0.019871i,0.03467+0.0132i,0.025764+0.0051077i,0.020589-0.0020998i,0.017551-0.0087534i,0.013676-0.012582i,0.010196-0.016038i,0.005167-0.016334i,-0.00041025-0.01108i,-0.0041857-0.0066303i,-0.0062052-0.0044989i,-0.0052703-0.002443i,-0.0024731-0.0011907i,-0.0001959-0.0022752i,0.0015508-0.0037205i,0.0012308-0.0039824i,-0.0012392-0.0024282i
-0.00052846-0.011534i,-0.0073079+0.0034047i,0.015848+0.051723i,0.060441+0.064248i,0.062021+0.028401i,0.030273+0.0021054i,0.013733-0.0039875i,0.0090734-0.0066872i,0.0079914-0.0055015i,0.0082913-0.0022207i,0.0069132+0.00477i,0.0075457+0.0096477i,0.0048024+0.0054889i,-0.0019059+0.00086955i,-0.0034449+0.0002635i,-7.0124e-05-0.0013498i,0.0022154-0.0035603i,0.0019382-0.0033434i,0.0014902-0.0014654i,0.00077043-0.0011487i,-2.528e-05-0.0023026i,7.641e-05-0.0015999i,0.0008277+0.0012063i
-0.016736-0.0023192i,-0.00066917+0.0073134i,0.0531-0.0036207i,0.071905-0.042581i,0.027807-0.052695i,-0.018246-0.030627i,-0.036448-0.019204i,-0.035724-0.014917i,-0.024916-0.0069474i,-0.018173+0.0027575i,-0.015089+0.01212i,-0.010087+0.015931i,-0.0070136+0.017005i,-0.0040169+0.01585i,0.00061185+0.010895i,0.0046683+0.0065685i,0.0069082+0.0036475i,0.0056581+0.001336i,0.0029976+0.00046924i,-0.0004011+0.0015249i,-0.002372+0.0022048i,-0.0012716+0.0025979i,0.00092729+0.0022491i
-0.0074164+0.014622i,-0.0026439+0.0058603i,-0.0087839-0.040278i,-0.045656-0.068354i,-0.065282-0.042242i,-0.052166-0.0129i,-0.040148-0.0045454i,-0.030502+0.0010272i,-0.01922+0.0039298i,-0.012698+0.0040411i,-0.0090574+0.0012053i,-0.0087684-0.0017648i,-0.0070814+0.0020591i,-0.00015156+0.005599i,0.0029552+0.0041767i,-5.284e-06+0.0052055i,-0.0015759+0.0072203i,-0.00041857+0.0055038i,-0.0003985+0.0033999i,-0.0015773+0.0029875i,-0.0019241+0.0038365i,-0.0011339+0.0037376i,0.00011201+0.0013407i
0.017102+0.011992i,0.008795+0.0062382i,-0.036413+0.0024453i,-0.068762+0.027934i,-0.040944+0.04386i,0.0047319+0.029004i,0.025343+0.017158i,0.027165+0.012402i,0.020513+0.0057383i,0.015553-0.0015247i,0.013824-0.010813i,0.0097369-0.016766i,0.005994-0.01703i,0.0034245-0.01514i,-0.00054839-0.010243i,-0.0045101-0.0040447i,-0.005543-0.00027858i,-0.0032263+0.00069604i,-0.00040085+0.00040779i,0.00071998+3.7726e-05i,0.0023147+0.00012761i,0.0029188-0.00087945i,0.00082896-0.0021917i
0.012207-0.010249i,0.0073658-0.0039404i,-0.0011938+0.030435i,0.022913+0.063504i,0.052712+0.052414i,0.055806+0.023568i,0.04926+0.0091544i,0.040358+0.0011028i,0.026661-0.0038285i,0.016825-0.0052125i,0.012717-0.005383i,0.01158-0.0051204i,0.0089296-0.008624i,0.0017704-0.010275i,-0.0025703-0.0069235i,-0.0017569-0.0064532i,-0.0010173-0.0072673i,-0.0014858-0.0052907i,-0.00065419-0.0037231i,0.00058181-0.0045803i,0.00024985-0.0061959i,-0.0001021-0.0060262i,-0.0012753-0.0039626i
-0.010966-0.018909i,-0.0026744-0.018262i,0.032728-0.0052539i,0.066202-0.012713i,0.049365-0.025973i,0.0081034-0.016658i,-0.012759-0.0071854i,-0.016087-0.0088552i,-0.013995-0.0063635i,-0.0119+0.0014158i,-0.010278+0.0095651i,-0.0055919+0.01336i,-0.0022364+0.012109i,-0.0024329+0.010111i,-0.00015761+0.0061458i,0.0035212-0.00062221i,0.0042191-0.0049049i,0.0024535-0.0041503i,0.00038172-0.0020603i,-0.0011643-0.0015377i,-0.002767-0.0014096i,-0.0033147-0.00018916i,-0.0019032+0.00033252i
-0.0226+0.0030866i,-0.019177-0.003637i,-0.0060546-0.027074i,-0.017524-0.055868i,-0.049659-0.04921i,-0.065128-0.02024i,-0.063006-0.0057003i,-0.051502+0.00084403i,-0.032506+0.0064659i,-0.01933+0.0091709i,-0.013688+0.010656i,-0.010033+0.010033i,-0.0059474+0.011944i,-0.0003946+0.012398i,0.0024356+0.0082217i,0.0016223+0.0068522i,0.001218+0.0071659i,0.0012846+0.005196i,-0.00017358+0.0031642i,-0.0017373+0.0030981i,-0.001767+0.0043109i,-0.00023152+0.0045829i,0.00064178+0.0029761i
-0.0018487+0.027822i,-0.01031+0.029139i,-0.035382+0.017838i,-0.065236+0.01797i,-0.061752+0.026148i,-0.031709+0.018325i,-0.012335+0.008845i,-0.0029621+0.011243i,0.0041416+0.01033i,0.007962+0.0028568i,0.0090829-0.0045486i,0.00511-0.0076792i,0.00056907-0.0059235i,0.00021586-0.0046515i,-0.0010019-0.0025896i,-0.0046583+0.0037088i,-0.0053853+0.0076396i,-0.0020499+0.0058277i,0.00028879+0.0033851i,0.00085871+0.0026661i,0.002482+0.002798i,0.0034338+0.0022366i,0.0023203+0.0012872i
0.02339+0.01466i,0.020855+0.020051i,0.011027+0.031141i,0.017358+0.049508i,0.045102+0.04396i,0.062687+0.016482i,0.061455+0.00095112i,0.050357-0.0036239i,0.033464-0.0058744i,0.02228-0.0071955i,0.018207-0.0098731i,0.013542-0.012002i,0.0069055-0.013996i,-0.00044958-0.013488i,-0.0039428-0.0089585i,-0.0028168-0.0052205i,-0.0022865-0.0040276i,-0.0024135-0.0021462i,-0.0014782-0.00077956i,0.0004113-0.0013349i,0.0012903-0.0026582i,0.00149-0.0034056i,0.001023-0.0015639i
0.018731-0.019439i,0.024995-0.019086i,0.041628-0.011686i,0.065709-0.010453i,0.065974-0.017071i,0.042578-0.014345i,0.027382-0.0097054i,0.017753-0.014786i,0.0051863-0.015437i,-0.0034197-0.0075736i,-0.0051514+0.00062991i,-0.0013156+0.0033483i,0.0014095+0.0010698i,-8.0412e-05+0.00045214i,0.0002697-0.00015716i,0.0037742-0.0055024i,0.0039412-0.0097477i,0.0012211-0.0076304i,-0.00070856-0.0038717i,-0.0019894-0.0026737i,-0.0022456-0.003115i,-0.0020428-0.0028605i,-0.001705-0.00053235i
-0.014778-0.030458i,-0.013099-0.041698i,-0.0075196-0.05109i,-0.01637-0.056058i,-0.045107-0.041399i,-0.064532-0.011424i,-0.060472+0.0037189i,-0.045967+0.0023021i,-0.031818+0.002125i,-0.022294+0.006012i,-0.016681+0.010065i,-0.010772+0.011799i,-0.0043152+0.013325i,0.0021843+0.012528i,0.0056187+0.0072689i,0.0052055+0.0025493i,0.0037195+0.00070262i,0.0028281-0.00020675i,0.0017093-0.00039736i,6.2218e-06-8.5416e-05i,-0.0015606+0.00052784i,-0.0020157+0.0015356i,-0.00075209+0.00067881i
-0.027834+0.0043308i,-0.036242+0.0047724i,-0.050496+0.0029461i,-0.07256+0.0079221i,-0.081585+0.020232i,-0.070687+0.024392i,-0.054664+0.021936i,-0.0361+0.022692i,-0.014797+0.019248i,-0.00065595+0.010236i,0.0030303+0.0030682i,0.0010127+0.001398i,-0.00035485+0.0039445i,0.0011513+0.0041672i,-0.00050741+0.0031669i,-0.0039521+0.0068348i,-0.0026615+0.0097514i,-2.2999e-06+0.0068852i,0.001095+0.0024189i,0.0020076+0.00072397i,0.0024035+0.0010331i,0.0016929+0.00097871i,0.00091614-0.0005474i
-0.003389+0.036635i,-0.0012249+0.049533i,-0.00147+0.06056i,0.0083072+0.064127i,0.033609+0.048417i,0.050196+0.016922i,0.043718+0.00081635i,0.031549+0.0033686i,0.023485+0.003542i,0.020251-0.0018229i,0.018978-0.0078713i,0.012669-0.012329i,0.0030836-0.014326i,-0.004483-0.012503i,-0.008353-0.006269i,-0.0088456+0.00034258i,-0.0067154+0.0035307i,-0.0042132+0.0033679i,-0.002428+0.0020981i,-0.0010846+0.0013209i,0.00098976+0.0011158i,0.001507+0.0011747i,0.00012982+0.0010476i
0.027979+0.01593i,0.033827+0.014343i,0.045221+0.0099117i,0.068738-0.00076721i,0.085762-0.01677i,0.080869-0.024435i,0.064724-0.025122i,0.042414-0.02492i,0.018286-0.017987i,0.0043052-0.0086181i,0.0003626-0.0039277i,0.00010398-0.003705i,-0.00033982-0.0057965i,-0.0029683-0.0040481i,-0.0024521-0.0013196i,0.00045333-0.0051421i,0.00012699-0.0079918i,-0.0013931-0.0060346i,-0.001671-0.003617i,-0.0019007-0.0018692i,-0.002151-0.00072003i,-0.0018655+0.00066532i,-0.00036374+0.0016527i
0.021095-0.025315i,0.022152-0.036928i,0.017644-0.049982i,0.0056355-0.056988i,-0.017602-0.044574i,-0.033462-0.019719i,-0.02784-0.0095744i,-0.019976-0.013182i,-0.018991-0.010349i,-0.019017-0.00049486i,-0.017605+0.0078779i,-0.0114+0.010709i,-0.0024879+0.01064i,0.0047836+0.0094063i,0.0094242+0.0042186i,0.0094738-0.0029312i,0.0067566-0.0068954i,0.0049912-0.0058822i,0.0031875-0.0028244i,3.5343e-05-0.0011526i,-0.0019283-0.00077632i,-0.0010334-0.00050462i,0.00067117-0.00024114i
-0.015885-0.036034i,-0.029194-0.041297i,-0.044789-0.036383i,-0.071406-0.018486i,-0.096931+0.0060819i,-0.099096+0.022673i,-0.079337+0.027421i,-0.047991+0.024518i,-0.020044+0.015354i,-0.0064057+0.0073231i,-0.0020706+0.0053368i,-0.0003189+0.0063231i,0.0030134+0.0081154i,0.0073716+0.0057594i,0.0057297+0.0019822i,0.0017207+0.0038026i,0.0022042+0.0052506i,0.0033981+0.003347i,0.0032399+0.0012293i,0.0025164-0.00022515i,0.0017155-0.0012143i,0.0009231-0.0021082i,-0.00015997-0.0033539i
-0.024387+0.0050347i,-0.025674+0.017961i,-0.024626+0.036778i,-0.020496+0.051142i,-0.0079597+0.045555i,-1.642e-05+0.030592i,-0.0016372+0.025386i,0.0041727+0.025235i,0.014195+0.015923i,0.01863+0.0029926i,0.019618-0.0045811i,0.014445-0.0074419i,0.0051052-0.0068864i,-0.0033995-0.0041765i,-0.0095498-9.4348e-05i,-0.0099982+0.0058447i,-0.0066167+0.0091044i,-0.0046278+0.0070081i,-0.0027985+0.0029674i,9.4186e-05+0.00061648i,0.0012018-0.00022736i,-0.00010468-0.00096524i,-0.0017787-0.00011104i
-0.0035197+0.037008i,0.012774+0.047924i,0.033224+0.049665i,0.062165+0.035417i,0.089914+0.010711i,0.094296-0.0098179i,0.074667-0.018246i,0.044901-0.017276i,0.019847-0.010499i,0.0096204-0.004248i,0.0080067-0.0033576i,0.0044357-0.0074977i,-0.0032935-0.011993i,-0.010176-0.010743i,-0.0098318-0.0053206i,-0.0073025-0.0029078i,-0.0073847-0.0024274i,-0.0069702-0.00060556i,-0.0045938+0.00077858i,-0.0028074+0.00090197i,-0.0018801+0.0016281i,-0.0018922+0.002999i,-0.00083561+0.0040902i
