-0.0029471+0.002019i,-0.00094887+0.0028323i,-0.00018174+0.0028875i,-8.2551e-05+0.0016702i,-0.00059151+0.0012807i,-0.00069471+0.00023433i,-0.00011046-0.00059181i,0.00073444-5.8522e-05i,0.00094273+2.5317e-05i,0.0006804-0.00059849i,0.0012399-0.00040375i,0.00094517-0.0004035i,0.000119-0.00067946i,-1.7354e-05-0.00077049i,-0.0002127-0.00057483i,-0.00073641+7.1075e-05i,-0.00098397+0.00015901i,-0.00067411-0.00035701i,-0.00057194-0.00075798i,-0.00065169-0.00065794i,-0.00054002+0.00057909i,-0.00090309+0.00061071i,-0.00036186-0.00035206i
0.0020809-0.00062697i,0.0010547-0.00081126i,-0.0010009-0.0012816i,-0.0028713-0.0016048i,-0.0024897-0.001458i,-0.0012545-0.0010793i,-0.002579-0.0011716i,-0.0040779-0.00068725i,-0.0030581+0.000643i,-0.0017079+0.00055281i,-0.00075294-9.479e-05i,0.0013541-0.00013788i,0.0022179-0.00082196i,0.00081204-0.00073222i,-0.00046975+0.00067035i,-0.00085882+0.0013527i,-4.3688e-05+0.0010118i,0.00073577+0.001134i,0.00078043+0.0016227i,0.00070606+0.0010318i,0.00017694+0.00032304i,-0.00039526+0.00031595i,-0.00075156+0.00052733i
-0.0021071+0.0001508i,-0.00071016+0.0021594i,0.0012444+0.0036211i,0.0013684+0.0025927i,0.0010296+0.0010138i,0.0015902+0.00027453i,0.0014328+0.00098706i,0.00015832+0.0020311i,-0.00051076+0.002856i,8.0367e-05+0.0027008i,0.0004092+0.0010211i,-0.00023548-0.00061271i,-0.00054286-0.0015184i,0.00066242-0.0009091i,0.0012881+0.00016831i,0.0014215+0.00021481i,0.0011183+7.2507e-05i,0.00047643+0.00026834i,-0.00037652+0.00057775i,-0.00079125+0.0013177i,-0.000337+0.00080531i,-4.8894e-05-0.00035037i,-0.00021462-0.00037315i
-3.3197e-05-0.00010615i,-0.00083901-0.00051884i,1.1051e-05+0.00082523i,0.00027988+0.0011402i,-0.0013117-2.7214e-05i,-0.0012881-0.00071839i,0.00020611-0.00025598i,0.0015079+0.00014414i,0.0018331+1.1735e-05i,0.00050078-0.0004362i,-0.000743-0.0011596i,-0.0015991-0.00056372i,-0.0021845+0.0007177i,-0.0015753+0.0007274i,-0.00027029-0.00037666i,0.0001084-0.00074203i,-2.88e-05-0.00089785i,-0.00023477-0.00045706i,-0.00020928+0.00029591i,-0.00018137+0.00076749i,-0.00036325+0.0014594i,-0.00033585+0.0011194i,-0.00049671+0.00043808i
0.00020411+0.0010834i,-5.3605e-05+0.00051789i,-0.00014272+0.00015606i,-0.00038976-0.0010695i,-0.00028433-0.0020632i,0.00018046-0.0022493i,0.00063506-0.0021059i,0.0018105-0.0015609i,0.0019261-0.00095474i,0.00068618-0.0011714i,0.00021456-0.00079044i,-0.00032722+0.00098475i,-0.0012054+0.0017499i,-0.001989+0.0010175i,-0.0029829+0.00040376i,-0.0026967+0.00054953i,-0.001741+0.0012991i,-0.0012244+0.0015216i,-0.0010485+0.00097282i,-0.00050158+0.0001753i,-0.00039045-0.00038566i,-0.00083262-0.00073495i,-0.00063069-0.0012614i
0.00081555+0.00026325i,0.00076524-0.00057512i,0.00082665-0.00062495i,0.00077593-0.0022165i,0.001032-0.0027574i,0.00087694-0.0018719i,-0.00058892-0.0013758i,-0.0011882-0.0012585i,0.00024584-0.00059457i,0.00094923+0.00022669i,4.8825e-05+0.0008099i,0.00012294+0.00093802i,0.0011581+0.00032703i,0.00054652+0.00013219i,-0.00051787+0.00044226i,-0.0010162+0.00059692i,-0.0013994+0.001049i,-0.0017373+0.00068883i,-0.0016988-0.00055489i,-0.00074769-0.00097733i,-0.00046536-0.0011306i,-0.00061636-0.0015715i,-0.00029861-0.00060262i
-0.0024013+0.00064705i,-0.0021078+0.0020162i,-0.0012146+0.002692i,-0.00045446+0.0026457i,-0.00038355+0.00072204i,0.00031717-0.0016998i,5.2423e-05-0.0024807i,-0.00042357-0.0019117i,0.00084039-0.0017022i,0.0010422-0.0018171i,0.0010829-0.0011744i,0.0011005-0.00082932i,0.00048435-0.0022442i,0.00053155-0.0023507i,0.00076007-0.00069382i,0.00018854+0.00075814i,4.3938e-05+0.00065208i,0.00096565-0.00036329i,0.0011515-0.00095486i,0.00051671-0.0012152i,-0.00049072-0.00062406i,-0.00073218-0.00029295i,5.6475e-05-0.00075392i
0.0020743+0.0012046i,0.0015174+0.0017698i,0.00092559+0.00079161i,0.00053403+0.00081198i,-0.001445+0.00064559i,-0.0020395+0.0003388i,-0.0013368+0.0011593i,-0.0013085+0.0017383i,-0.00014127+0.0011604i,0.00021071-0.00018818i,-0.00070271-0.0013444i,-0.0012027-0.0017072i,-0.0018386-0.0015603i,-0.0022072-0.0017211i,-0.0018364-0.0011406i,-0.0013855-0.0005338i,-0.001363-0.00052366i,-0.0010739-0.00037827i,-0.00027702-6.7452e-05i,0.00061582+0.00017685i,0.00044198+3.2352e-06i,9.3754e-05-0.0002862i,0.00016864-0.00053678i
-0.00061442+0.0032552i,-0.0010893+0.0027839i,-0.0010942+0.0021309i,-0.0004204+0.00078473i,0.0006875-0.0015745i,0.0015438-0.0023955i,0.0015674-0.0015798i,0.0016931-0.00034216i,0.0013107+0.0012718i,0.00068166+0.0021325i,-9.5751e-05+0.0018224i,-0.00065772+0.0015725i,-0.00074874+0.00053685i,-0.00077207-0.00031808i,-0.0013151-0.00098803i,-0.0015725-0.0016374i,-0.0014156-0.0011322i,-0.00075711-0.00053534i,0.00055115-0.00058065i,0.00084802-2.5004e-05i,0.00033922+0.00062529i,0.00072181+0.00066366i,0.00097828+0.00022988i
-0.00035409-0.001801i,-0.0023721-0.00065903i,-0.0023561-0.00016304i,-0.00069983+0.00033111i,0.00023199+0.0005573i,0.0013748+0.00092981i,0.0023923+0.00036137i,0.0027977-0.001111i,0.0025954-0.00047762i,0.0025547+0.0016081i,0.0023412+0.0019609i,0.0017717+0.0014321i,0.0016743+0.00091674i,0.0017244+0.0012489i,3.761e-05+0.0017185i,-0.0009692+0.0012516i,-0.00075765+0.00032813i,-0.00032888-0.00028531i,0.00051808-0.0010395i,0.0012201-0.0017513i,0.00087489-0.0013968i,0.00034059-0.00098114i,-0.00022069-0.0006435i
0.00063267-0.002564i,-0.0010507-0.003193i,-0.0021599-0.0032278i,-0.002702-0.0028865i,-0.0034904-0.0018371i,-0.0032465-0.0005514i,-0.0015362-7.98e-06i,4.4455e-05-0.00013391i,0.0004415-0.00030518i,0.00049887-0.00051349i,0.0011662-0.00052396i,0.0014221-0.00019117i,0.0010177+0.00064153i,0.0012092+0.0017867i,0.0014429+0.001718i,0.0012068+0.0012702i,0.0007299+0.001135i,0.00023967+0.00089349i,-0.00020153+0.00088123i,-0.00036428+0.00036311i,-3.6308e-05-0.00011435i,-0.00072001+0.00020996i,-0.00073824+0.00062312i
0.00031939+0.00053963i,0.0010515+7.6225e-05i,0.0020362+0.00028458i,0.00079234-7.8512e-05i,2.8116e-06-0.0012185i,0.000102-0.0024495i,-0.00082401-0.0023211i,-0.001757-0.0009684i,-0.0013708+6.7729e-05i,-0.00068526-0.00034373i,-0.00056388-0.001427i,-0.00028687-0.0016924i,-0.00099336-0.0010625i,-0.0014277-0.00049472i,-0.0010946-0.00051875i,-0.00070735-0.00087929i,-8.5995e-05-0.0014248i,-9.8464e-05-0.001121i,-0.00037238-2.7902e-05i,-0.00053152+0.0012176i,-0.00099763+0.0020996i,-0.00076589+0.0021209i,-0.00067665+0.0021358i
0.0019911+0.00066356i,0.0015454+0.0016337i,0.0013818+0.0020638i,0.0016532+0.0016972i,0.00076795+6.7198e-05i,-0.0018036-0.00091293i,-0.0033894-0.00035804i,-0.0031046+0.0009341i,-0.0025751+0.0015115i,-0.0024048+0.00042593i,-0.002726+5.3803e-05i,-0.0023727+0.00063068i,-0.0025595+0.00026774i,-0.0024637-4.5785e-05i,-0.0019177+1.9636e-05i,-0.001822-0.00029883i,-0.0012434-0.00032617i,-0.00082546-0.00035843i,-0.00091574-0.00065899i,-0.00059095-0.00027789i,0.00055165+0.00024489i,0.00099975+0.00046891i,0.00046776+0.00097496i
-0.0010839+0.00078767i,0.00046338+0.0012083i,0.0015175+0.00098583i,0.0021772+0.00037769i,0.0019476-0.00030962i,0.0017481-0.00064535i,0.0019207-0.00052905i,0.0019064+0.00061704i,0.00035234+0.0022509i,-0.0010579+0.0031876i,0.00010735+0.0028141i,0.0017965+0.0014902i,0.0017186+0.00010238i,0.00065197+2.1937e-05i,-0.00029647+0.00095516i,-0.0010045+0.0013537i,-0.00084765+0.00037648i,-0.00074422-0.00038877i,-0.00048825-0.00013304i,-0.00010364+0.00026876i,0.00027522+0.00015813i,0.00045838-8.7757e-05i,-7.0031e-05+0.00020045i
-0.0021627-0.00035211i,-0.0029605+0.0018543i,-0.0041005+0.0024226i,-0.0047088+0.00075072i,-0.0033333-0.0012453i,-0.0011446-0.0018548i,0.00059956-0.0017486i,0.0015465-0.0017337i,0.0018979-0.0010576i,0.0023241-0.00093168i,0.0017681-0.0011404i,0.00096457-0.00067507i,0.0011319-0.00032783i,0.00069371-0.00058376i,-0.00032173-0.00024484i,-0.0010872+0.00031154i,-0.0014859+0.00013782i,-0.0013261-0.00014948i,-0.00064686-0.0001738i,7.5097e-05-0.00039645i,-9.8676e-05-0.00071641i,-0.0013657-0.00035315i,-0.0017779+0.00062129i
-0.0019754+0.0010633i,-0.0038233-0.00048068i,-0.0045718-0.001061i,-0.0033788-7.7596e-05i,-0.0020658+0.00039968i,-0.001443-0.00093644i,-0.0012187-0.0025347i,-0.0013703-0.0032749i,-0.00058014-0.0033418i,0.00014477-0.0026896i,-0.0010785-0.0030072i,-0.0022012-0.0025985i,-0.0015425-0.0012639i,-0.00078839-0.00089533i,-0.00083469-0.00047431i,-0.0010906+0.00052048i,-0.0011736+0.00023748i,-0.00099712-0.0004724i,-0.0010721-0.00050554i,-0.00065454-0.00026956i,-0.00083331-0.00039934i,-0.0012613-0.00043698i,-0.00085263-0.00016928i
0.00017911-0.00030452i,-0.00087659-0.00052411i,-0.00015115-0.00057009i,0.001595-0.0011581i,0.0015704-0.00072137i,0.00018761+0.00022227i,-0.00029173-0.00026041i,-0.00051025-0.00075719i,-0.00063295-0.00089814i,-0.0013843-0.0020996i,-0.0025829-0.0018307i,-0.001671-0.00041047i,-0.00037991+0.00010734i,-0.00038084+0.00063164i,-0.00063577+0.00076994i,-0.0012619+0.00027017i,-0.0012856-0.00027941i,-0.00054557-0.00033713i,0.00027275-0.0002407i,0.0005264-0.00010586i,0.0004602+5.9684e-07i,0.00056222+0.00069993i,0.00031517+0.00038311i
0.0006237+0.00086706i,0.00099368+0.00051059i,0.0015379+0.00061322i,0.0011192-0.00039699i,0.00031285-0.0019402i,-0.00064767-0.0027625i,-0.00095711-0.0020891i,-0.00074302-0.00032742i,-0.00075554+0.00080227i,-0.00077139+0.0011081i,-1.4232e-05+0.0014202i,0.00030436+0.00099649i,-0.00013844-0.00027361i,-0.00027268-0.00093333i,-2.7499e-05-0.0013408i,4.4682e-05-0.0015713i,0.00027584-0.001651i,0.00018003-0.0012209i,-0.00070711-0.000375i,-0.0010536-0.00086775i,-0.00077534-0.0011423i,-0.00031468-0.0013895i,-0.00034321-0.0015319i
-0.00056257-0.00072397i,0.00067678-0.00062653i,0.0012133-0.00055286i,0.00045401-0.0010315i,-4.4289e-05-0.000566i,0.0006221+0.0003482i,0.00074645-0.00050072i,0.0011185-0.0011515i,0.0018693+0.00032046i,0.0023143+0.00088892i,0.0022812+0.00054875i,0.0018457-0.00014892i,0.001177-0.0007849i,0.00020771-0.0011139i,-0.00063936-0.0014983i,-0.00087479-0.00086186i,-0.00049169-0.00039537i,0.00039396-0.0008607i,0.00088955-0.001243i,0.00035943-0.0011807i,-0.00066556-0.0013131i,-0.0015201-0.00049258i,-0.0012463+0.0006219i
-0.00028425-0.00074459i,0.0010978+0.0019656i,0.003025+0.0040658i,0.0024741+0.0035904i,0.0012195+0.0014575i,0.00095937-2.4692e-05i,0.00065297-0.0015784i,0.0015767-0.0028943i,0.0024975-0.0020473i,0.0021057-0.0014407i,0.00095881-0.0014782i,4.634e-06-0.001351i,-0.00031395-0.0012043i,-0.00057441-1.4737e-05i,-0.00034347+0.00054099i,0.00084661+0.00035911i,0.00092733+0.0002216i,0.00064578+0.00032772i,0.001122+0.00033949i,0.0001569-6.9655e-05i,-0.00054991-0.00022018i,-0.00013195-8.488e-05i,0.00014976-0.00012485i
-0.0019235-0.00011162i,-0.0029813+0.0019236i,-0.0039227+0.0023954i,-0.0028737+0.0017136i,-0.0012905+0.0017727i,-0.00020574+0.0010441i,0.00051548-0.00098405i,-0.00012783-0.0020835i,-0.00070763-0.0017396i,-0.00031045-0.00078218i,-0.00085759+0.00093519i,-0.0015504+0.0019253i,-0.00095466+0.0014791i,0.0002905+0.0011752i,0.00126+0.00099926i,0.0014666+0.0014703i,0.00099933+0.0018039i,0.00087515+0.0011923i,0.00037384+0.00016217i,0.00015148-0.001527i,0.00093525-0.0018805i,0.00074199-0.0010297i,0.00025606+7.9589e-06i
-0.0014644+0.00059305i,-0.0011191+0.0025731i,-0.00057923+0.0040754i,-0.0019656+0.0018793i,-0.0023525-0.00088667i,-0.0010315-0.0014562i,-0.00067497-0.0012762i,-0.0015063+0.00016947i,-0.0019624+0.0017861i,-0.0016588+0.0021354i,-0.0008068+0.0022972i,-0.00082311+0.0022493i,-0.0017526+0.0012195i,-0.00083091-0.00044085i,0.00039371-0.00035356i,-3.1597e-05+1.2211e-05i,-0.00073103+0.00021261i,-0.00030605+0.00052922i,-6.4056e-05-0.0003432i,-0.00065003-0.00066176i,-0.00073112-0.00026614i,-0.00029559-0.00067237i,-0.00016962-0.0005315i
-0.0044042+0.00039603i,-0.0063391+0.0022867i,-0.0066295+0.0037305i,-0.0041466+0.0023186i,-0.0015398+0.00010705i,-0.00033625-0.000216i,5.1853e-06+0.00048936i,0.00048107+0.0014946i,0.00083632+0.002336i,0.00046765+0.0019818i,0.00075803+0.00067309i,0.001791-0.00039977i,0.0016351-0.00025324i,0.0001347+6.8919e-05i,-0.00080443-0.00019722i,-0.001053-0.00012236i,-0.00089711-0.00010385i,-0.00084487+0.0004791i,-0.0005395+0.00046037i,0.00072413-0.00014956i,0.00052975-0.00010307i,-0.00022841+6.0702e-05i,-0.00044406+0.00048976i
-0.0017572-0.0038949i,-0.002645-0.0046141i,-0.0031264-0.003581i,-0.0023456-0.00096519i,-0.00022884+0.00019616i,0.0017128+0.00024232i,0.0013697+0.00075972i,0.00087866+0.00070547i,0.0012159+0.00065429i,0.00095456+0.00046283i,0.00034639-0.0014408i,0.00083901-0.0023439i,0.00126-0.0017201i,0.00023803-0.0011033i,-0.00066264+0.00010564i,-0.00081529+0.00041826i,-0.0015121-0.00043811i,-0.0017967-0.00052539i,-0.0011618+0.00031526i,-0.00012872+0.00039464i,0.0011194+0.00066253i,0.00066339+0.0011703i,0.00023287-0.00016547i
0.00070352-0.0012728i,0.00066248+8.941e-05i,-0.00093086-0.00029509i,-0.0019966-0.00051389i,-0.0013396+0.0012378i,-0.00041281+0.0019368i,0.00028225+0.00079135i,-0.00043865-0.0014733i,-0.0017713-0.0024252i,-0.0022629-0.00079266i,-0.0015042+0.00013004i,-0.00036809-6.7655e-05i,0.00048339+0.00041729i,0.00089265+0.0014138i,0.0010226+0.0017939i,9.631e-05+0.00070827i,-0.0004833-0.00071437i,-6.5155e-05-0.00020292i,-8.438e-05+0.00063316i,3.5538e-05+0.00081398i,0.0003712+0.0008379i,0.00066055+0.00032238i,0.00096046+7.2191e-05i
-0.00089786-0.0012048i,-0.0014589-0.0012584i,-0.0013617-0.0015414i,-0.00090812-0.0016154i,-0.00052272-0.0017215i,-0.00010837-0.0023462i,-0.0012327-0.0031635i,-0.0032431-0.0021294i,-0.0032468-0.00040886i,-0.0014354+0.00039671i,-0.00030585+0.00047624i,0.00040999+0.0004724i,0.0012847+0.00042493i,0.0010752+2.9674e-05i,5.6008e-05-0.0007469i,-0.00036648-0.0015886i,0.00016456-0.0015623i,0.00060995-0.0018837i,0.00078059-0.0016933i,-0.00010068+0.00014137i,-0.00094724+0.0013782i,-0.00078883+0.0015475i,-0.00068789+0.0011654i
0.0011035-0.003139i,0.0035809-0.0026622i,0.0038553-0.0028353i,0.0010124-0.0012572i,-0.00095092+0.00085439i,-0.00092273+0.0013743i,-0.0017611-0.00025272i,-0.0022739-0.0012204i,-0.0016579-0.00036722i,-0.00068187+0.0009401i,0.00085834+0.0018063i,0.0014522+0.0020655i,0.00053513+0.0017502i,0.00027389+0.00082362i,-0.00026909+0.00026375i,-0.0014772+2.2289e-05i,-0.0011809-0.00012242i,-0.00043796-0.00071199i,-0.00041696-0.00051394i,0.00017351+0.00035434i,0.00024415+0.00092987i,-0.00067077+0.0010154i,-0.00063745+0.0014369i
-0.00084218+0.0021211i,-0.0022146+0.0044565i,-0.0022427+0.0053006i,-0.0013994+0.0036779i,-0.0010614+0.00011913i,-0.0011629-0.0022205i,-0.00087228-0.0026772i,-0.00017728-0.0019209i,0.0011597-0.00053258i,0.0013091-0.0008194i,0.00078256-0.0015707i,0.00018553-0.00088881i,-0.00048768-0.00066937i,-0.00038045-0.0005872i,-0.00036939+0.00016377i,-0.00019061+0.00039102i,0.00041307+0.00021743i,0.00033625+0.00011501i,-0.0010119-0.00039698i,-0.0011608-0.00021932i,-0.00050831+0.00054763i,-0.00062169+0.00052051i,-0.00040678+0.00013977i
-0.00022894-0.0010188i,-0.001267-0.0016849i,-0.0027563-0.001257i,-0.0033127-0.00048746i,-0.0024913-0.00087211i,-0.00053563-0.002067i,0.0012436-0.0022857i,0.0011946-0.0019216i,0.0014684-0.0017496i,0.0017868-0.0013414i,0.00041604-0.00082169i,-0.00013657-0.00057263i,0.00019499-0.00020813i,0.0010825+0.00014368i,0.0018679+0.00034666i,0.0018097+0.00012537i,0.0019134+0.00020708i,0.0019486+0.00089074i,0.0012719+0.0010774i,-0.00064928+0.00032549i,-0.0016142+0.00038794i,-0.0012566+0.00062689i,-0.0012656+0.00072105i
0.0011553+0.00036463i,0.0020649+0.00072772i,0.0026792+0.00044637i,0.0023344-0.001122i,0.00044669-0.0015472i,0.00049526-0.00082388i,0.0022208-0.0016193i,0.0030802-0.0031911i,0.0026035-0.0024429i,0.0010964-0.00055484i,-0.00047192+0.0008631i,-0.00096561+0.00049026i,-0.00048733-0.0003151i,0.00027238+0.00014392i,0.0002985-0.00053115i,0.00033438-0.0016768i,0.00036361-0.00038147i,0.00018245+0.0017393i,0.00024617+0.0016555i,-0.00018898+0.00043565i,-0.00097313+0.00027276i,-0.0016603+0.00030912i,-0.0022296+1.6096e-05i
-0.0024423+0.00073417i,-0.0041906+0.00094464i,-0.0040027+0.0027923i,-0.0020971+0.0039531i,-0.00017636+0.0021177i,0.00030515-0.0012217i,0.00068852-0.0034766i,0.0012948-0.0037148i,0.00085793-0.0018877i,1.8366e-05-0.00041271i,-0.00015043-0.00032895i,-0.00012827-0.00081694i,-0.0005184-0.001629i,-0.0013693-0.0013411i,-0.0014847+0.00061853i,-0.00097544+0.0013301i,-0.0015179+0.00068982i,-0.0019712+0.00027498i,-0.0010081+0.00019744i,-0.00031296-0.00031458i,8.5015e-05-0.00042354i,0.00011217-0.00031655i,-0.00022629+3.617e-05i
-0.0013504-0.0013502i,-0.0015135-0.0024632i,-0.0019742-0.0025412i,-0.0022742-0.00092213i,-0.00066794+0.00033605i,0.00077437-0.00014205i,0.00027311+4.746e-05i,3.4866e-05+0.0014883i,-0.00026568+0.0026775i,-0.00095106+0.0023918i,-0.0013977+0.00038694i,-0.0014814-0.00076314i,-0.0011049+5.4191e-05i,-0.0012771+0.00085707i,-0.0018794+0.0020959i,-0.0017406+0.0030866i,-0.0020971+0.0022947i,-0.0025252+0.00096496i,-0.002402+0.000513i,-0.0011844-0.00040271i,-0.0003631-0.00095145i,-0.00069186-0.0014468i,-0.00092043-0.0018021i
-0.0015332+0.00034422i,-0.00078214-0.00040522i,0.00060441-0.0012881i,0.00024003-0.003578i,-0.00061661-0.0036143i,0.00018117-0.0010841i,0.0015678+0.0010003i,0.0018605+0.0029349i,0.001491+0.0040971i,0.00080563+0.0033305i,0.00050335+0.0014855i,0.00069967+0.00068203i,0.00031596+0.00052706i,1.7017e-05+0.00037578i,-0.00010036+0.00049527i,7.3534e-06+0.00047058i,-0.00059296+0.00029034i,-0.0016816+0.00065205i,-0.0018692+0.00037965i,-0.00091607-0.00085205i,0.0005662-0.001101i,0.0010038-0.00061624i,0.00056491-0.00074008i
-0.0022199-0.0011368i,-0.0010437-0.00058961i,-0.0011011+0.00023485i,-0.001817+0.00092276i,-0.0011763+0.00054337i,0.0013762-0.00085083i,0.0036492-0.0011369i,0.004087-0.00010289i,0.0033949+6.508e-05i,0.0028535-0.00075511i,0.0030198-0.0011584i,0.0024843-0.00011368i,0.0017704-5.9149e-05i,0.0020353-0.00064662i,0.0018015-0.0010268i,0.00058541-0.0013569i,-0.00011957-0.00089326i,-0.00041117-0.00093725i,9.5242e-05-0.0014102i,0.0010116-0.00085283i,0.0007816-0.00040943i,-7.4776e-05-0.00015085i,-0.00058235-0.00038605i
0.0014024+0.00037572i,0.00095364+0.00271i,0.00055956+0.0042546i,0.00084678+0.003135i,0.00032614+0.00092446i,-0.00062204-0.00018883i,-0.00047137-0.0020195i,0.00058515-0.0031921i,7.4652e-05-0.0031437i,-0.0008903-0.0031588i,-0.00077747-0.0023209i,0.00013508-0.0010544i,0.0012589-0.00025714i,0.0011702+4.4957e-05i,0.00015486-0.0010502i,-0.0001034-0.0016363i,0.00042197-0.0013883i,0.00098937-0.0012257i,0.0015924-0.00070231i,0.001894-6.6186e-05i,0.001072-0.00015691i,0.00076019+0.00016794i,0.00066622+0.00026877i
-0.0053602+0.0016975i,-0.0065757+0.0021548i,-0.0060946+0.0024058i,-0.0034492+0.00056616i,-0.001087-0.0012499i,0.00025937-0.0024648i,-0.0012929-0.002982i,-0.0043559-0.0032034i,-0.0055785-0.00090063i,-0.0045932+0.0019436i,-0.0027721+0.0014163i,-0.0013273-0.00049732i,-0.00055484-0.0015506i,-0.0009936-0.0020941i,-0.0018089-0.0034953i,-0.0010485-0.0031894i,0.0001652-0.0022148i,0.00046318-0.0014106i,0.00028973+0.00012775i,0.00015477+0.00069077i,0.00098795+0.001126i,0.001614+0.001867i,0.0015611+0.0011198i
-0.0022321-0.0016724i,-0.0015886-0.00074186i,-0.0012667-8.348e-05i,-0.0014737+0.00067914i,-0.0016026+0.0014034i,-0.0015105+0.0016404i,-0.0027322+0.0013127i,-0.0044642+0.002385i,-0.003491+0.0049484i,-0.00041177+0.0061217i,0.0009666+0.0053848i,0.0004271+0.003603i,0.00085365+0.0012409i,0.0015231+9.6278e-05i,0.00081264+0.00053166i,0.00030472+0.0011062i,0.00072915+0.00092833i,0.00092711+0.00067354i,3.9516e-05+0.0006008i,-0.00035734+0.00043937i,0.00032278+0.0002918i,0.00098928+3.6899e-05i,0.00064067+0.00010531i
-0.0032706-0.0026028i,-0.0056986-0.002092i,-0.005887+0.001639i,-0.0027304+0.0048356i,0.00093706+0.0039684i,0.0014708+0.0019944i,0.0004297+0.0026075i,0.00043256+0.0040707i,0.0017857+0.003994i,0.0028522+0.0023366i,0.0022246+0.0012412i,0.0010464+0.0010543i,0.00085782+0.0016451i,0.0014682+0.0028354i,0.0026005+0.003664i,0.0031881+0.0034353i,0.0022121+0.003162i,0.00141+0.0022829i,0.00036616+0.0001642i,-0.00043814-0.00084097i,-0.00048216-0.00032155i,-0.00070944-0.00026976i,-0.001134-3.4323e-05i
5.2806e-06-0.0021097i,0.0010211-0.0036501i,-0.00071841-0.0042574i,-0.0024156-0.0036076i,-0.0019992-0.0032792i,0.00050768-0.0045086i,0.0017267-0.0063296i,0.002697-0.0058054i,0.0033719-0.005193i,0.0020534-0.0045424i,0.0013131-0.0025354i,0.00057488-0.0015843i,-0.00018346-0.0013109i,0.00068319-0.00069669i,0.0025037-0.00092117i,0.0030706-0.0015477i,0.0023579+0.00011571i,0.0014289+0.0015333i,0.00057767+0.00076562i,-9.2622e-05+0.00031612i,-0.001345+0.00086173i,-0.0020691+0.0013593i,-0.00099099+0.00098043i
-0.00070079+0.0025037i,0.0004201+0.0054203i,0.0012011+0.0060944i,0.0008063+0.0030869i,-0.00017372-0.00033433i,-0.00045533-0.0044858i,-0.0011444-0.010466i,-0.001572-0.013492i,-0.0020501-0.010845i,-0.0045378-0.0054589i,-0.0045254-0.0018062i,-0.0019783-0.0019911i,-0.0007073-0.0034318i,-0.00086006-0.0044487i,-0.0016636-0.0033753i,-0.001614-0.0013879i,-0.00090125-0.00047798i,-0.00045165-0.00056502i,-0.00033719-0.00079818i,0.00046337-0.0004906i,0.00061205+0.00074984i,0.00017571+0.0015274i,0.00030054+0.0009584i
-0.0039287-0.00043806i,-0.0059348+0.0031394i,-0.0060733+0.0049954i,-0.0016637+0.0042395i,0.00068813+0.0014668i,-0.00050903-0.0034397i,-0.0033599-0.0065945i,-0.0059786-0.0059951i,-0.0064847-0.0025954i,-0.0053347+0.0025751i,-0.0037806+0.0042806i,-0.0019405+0.0023993i,-0.00022312+0.00073817i,-0.0003796+0.00086398i,-0.0012324+0.0019232i,-0.0016803+0.002234i,-0.0034163+0.0013644i,-0.0036835-0.00072005i,-0.0019443-0.0021819i,-0.0013696-0.0034047i,-0.00072342-0.0037484i,-3.8896e-05-0.0020984i,-0.00063088-0.00014123i
-0.009579-0.0040001i,-0.012251-0.0024853i,-0.013104+0.0013599i,-0.0097809+0.0049504i,-0.0030014+0.0073051i,0.0048856+0.0066575i,0.0069268+0.0043544i,0.0033982+0.0037952i,0.0010642+0.0057292i,0.0033134+0.0064269i,0.0050735+0.0040174i,0.0039672+0.0018839i,0.0026335+0.00045691i,0.0023775+0.00022252i,0.0014521+0.0020203i,-0.00061943+0.0031801i,-0.0018075+0.0030503i,-0.0016212+0.0017327i,-0.0010056-0.00042829i,-0.0015383-0.0017579i,-0.0027361-0.0013396i,-0.0028189+7.5411e-06i,-0.001852+0.00034146i
0.021682+0.010981i,0.024712+0.002161i,0.028755-0.0087841i,0.018411-0.013901i,0.0042154-0.017754i,-0.006625-0.012649i,-0.0052835+0.00095271i,0.0024749+0.0093725i,0.0087049+0.0076812i,0.0080169-0.0031856i,0.0021967-0.0089903i,-0.0016408-0.0056446i,-0.0051018-0.0015729i,-0.010461+8.1349e-05i,-0.012479-0.00053705i,-0.006882-0.0013844i,0.00035414-0.0014529i,0.001841-0.00033242i,0.0012765+0.0034702i,0.0022644+0.0055031i,0.0032098+0.0030367i,0.0022417-0.00087116i,-0.00039777-0.0028246i
0.0085705+0.0015222i,0.011544-0.0010183i,0.012702-0.0056439i,0.0082409-0.0081846i,0.0028916-0.0065361i,0.003336-0.0033789i,0.0084077-0.0013209i,0.011971-0.0019501i,0.010542-0.0045675i,0.0043993-0.0061436i,-0.0010848-0.0046138i,-0.0019191-0.0025182i,-0.00053185-0.0017341i,-0.00025505-0.0014546i,-0.00098659-0.0017905i,-0.00019663-0.0022785i,0.0011065-0.0026892i,0.0012571-0.002769i,0.0012222-0.0016266i,0.0021906-0.00035381i,0.0019322-0.00033175i,1.666e-05-0.0003146i,-0.0010456+0.00018555i
