-0.0024609+0.0018924i,0.00043396+0.00033523i,0.0014356-0.0019298i,0.00026669-0.0028407i,-0.001015-0.0016595i,-0.0015926+0.0004367i,-0.0014076+0.0012064i,-0.00045249+0.00082501i,-2.6994e-05+0.00056227i,-0.00030665+0.00061272i,0.00013956+0.00027649i,0.00045142-0.00093464i,-9.38e-05-0.0010621i,0.0001447-0.00059074i,0.00025252-0.00090428i,0.00031329-0.0007169i,0.00074315-0.00023167i,0.00025761-0.0003852i,-0.00062403-0.00032246i,-0.00040283-0.0001574i,0.00026244-0.00022027i,0.00041299-0.00032835i,0.00063208-0.00013275i
0.038887+0.024098i,0.027905+0.041438i,0.0088667+0.045513i,-0.00046991+0.037642i,0.00092477+0.024348i,0.0045636+0.014257i,0.0052002+0.0086444i,0.001959+0.0040443i,-0.0012586+0.00079665i,-0.0028586-0.0010186i,-0.0040364-0.0015307i,-0.0049495-0.0013952i,-0.004365-0.0018324i,-0.0017972-0.0023639i,2.3413e-05-0.0023371i,0.00013291-0.0025187i,-0.00066662-0.0019996i,-0.0012171-0.00078879i,-0.00059676-0.0002283i,-0.00068106-0.00046846i,-0.0012745-0.00027173i,2.1507e-05-2.9729e-05i,0.0015396+6.3135e-05i
0.038636-0.043326i,0.050545-0.030779i,0.052421-0.011422i,0.044759-0.00091641i,0.030538-0.0013227i,0.017849-0.0048806i,0.0092324-0.0053964i,0.003899-0.0023606i,0.00041782+0.00092201i,-0.0022015+0.0029664i,-0.0028957+0.0043586i,-0.0023529+0.0045433i,-0.0018785+0.0031773i,-0.0019755+0.0014271i,-0.0020508-0.00013684i,-0.0015689-0.00039868i,-0.001391+0.00020451i,-0.001258+0.00070587i,-0.0012128+0.0004144i,-0.0015789+9.7008e-05i,-0.0004248-0.00037396i,0.0010623-0.0010806i,0.0012284-0.0013962i
-0.038709-0.041846i,-0.023473-0.049427i,-0.0036531-0.048728i,0.0075071-0.042749i,0.0064297-0.032328i,-0.00056723-0.021088i,-0.0046819-0.011777i,-0.0034744-0.0051603i,-0.00049391-0.00076563i,0.0017687+0.0020293i,0.0036683+0.0037569i,0.0037104+0.003731i,0.002484+0.002229i,0.00086362+0.0018051i,-0.00033378+0.0020223i,0.00026363+0.0015304i,0.00070355+0.0011569i,0.00082852+0.00051484i,0.0015546-0.00043653i,0.0020527+0.00019147i,0.0011035-0.00012564i,-0.00067157-0.0012792i,-0.0019932-0.0010095i
-0.052551+0.029425i,-0.053787+0.016583i,-0.045111+0.001497i,-0.036341-0.0081825i,-0.027625-0.0088448i,-0.019873-0.0032332i,-0.012937+0.0011536i,-0.0065155+0.0011003i,-0.0018494-0.00067048i,0.0020429-0.0017347i,0.003988-0.0028429i,0.0030063-0.0040044i,0.002207-0.0026243i,0.0019218-0.00087533i,0.0013161+8.7273e-05i,0.0014882+0.00028058i,0.001981-0.0011988i,0.0014267-0.0028624i,0.0003405-0.0027002i,0.00077606-0.00078577i,0.0014492+0.00071288i,-0.00019912+0.0015732i,-0.00096351+0.0015098i
0.011579+0.062999i,0.0051306+0.062977i,0.001395+0.052827i,-0.0027827+0.040056i,-0.0040926+0.028501i,-0.0017859+0.019164i,-0.00067494+0.011137i,-0.0019569+0.0050644i,-0.0021874+0.0012655i,-0.0015754-0.0016305i,-0.0016078-0.0039488i,-0.0014928-0.00437i,-0.0015698-0.0039637i,-0.00077714-0.0024037i,0.001373-0.0012379i,0.0029131-0.0016965i,0.0015534-0.0022892i,-0.00034723-0.0023668i,-0.0012252-0.0021716i,-0.0013327-0.0022443i,-0.00058431-0.0021143i,-0.00032006-0.00068045i,0.00062126+0.00065818i
0.068709-0.0031933i,0.068111+0.0016736i,0.05817+0.0030725i,0.046717+0.006173i,0.034452+0.0068962i,0.023715+0.004167i,0.013451+0.0016944i,0.0052645+0.0022525i,0.0009899+0.0024296i,-0.0020964+0.0015438i,-0.0041361+0.0014422i,-0.0048063+0.0006951i,-0.0042199+7.8463e-05i,-0.0016365-0.00035937i,-7.5616e-05-0.00082231i,-0.00091649-0.00084746i,-0.0017963-0.00065705i,-0.0015822-8.8903e-05i,-0.0015517+0.00096092i,-0.0018199+0.0014337i,-0.0011442+0.00074281i,-9.5069e-05-0.00078877i,0.00010532-0.0019819i
0.009238-0.064095i,0.01038-0.062273i,0.010488-0.054244i,0.014067-0.046016i,0.015025-0.036229i,0.0093638-0.025495i,0.0020244-0.0145i,-6.0195e-05-0.0048603i,0.0010084+0.00044678i,0.00078725+0.0024697i,0.0010926+0.0035264i,0.001173+0.0028538i,0.00010912+0.0028998i,-0.00083375+0.0032259i,-0.0011395+0.0018478i,-0.00093529+0.0012205i,-0.0004913+0.0018598i,0.0004+0.0021864i,0.00068443+0.0017507i,-0.00014635+0.0015763i,-0.0011426+0.001215i,-0.0017402-1.6843e-05i,-0.0022669-0.00057642i
-0.065143-0.020953i,-0.059621-0.017016i,-0.047838-0.013001i,-0.037494-0.016046i,-0.028814-0.018542i,-0.020797-0.013782i,-0.012506-0.0059912i,-0.0048614-0.0022759i,-0.00085695-0.0011202i,0.00076122+0.00018496i,0.0019438+0.00028726i,0.0022264-5.6193e-05i,0.0010735+0.000333i,0.00027493+0.0013237i,0.00037872+0.0013595i,0.0011032+0.0016445i,0.0019655+0.0019583i,0.0026699+0.0010042i,0.0032453-0.00014545i,0.0034823-0.00049295i,0.0017445+0.00032306i,-0.00090632+0.00152i,-0.0010499+0.0024701i
-0.037337+0.057842i,-0.027602+0.054391i,-0.0129+0.046925i,-0.0099846+0.037577i,-0.014274+0.027221i,-0.013611+0.019518i,-0.0069427+0.012062i,-0.0029314+0.00427i,-0.0014725+0.00036873i,0.00043574-0.0016249i,0.00088796-0.003869i,0.00058495-0.0044425i,0.0013981-0.0029585i,0.0016404-0.00079725i,0.0010948+0.00035521i,0.0017628+0.00053308i,0.0025028-0.00043079i,0.0026016-0.0022057i,0.0022024-0.0036959i,0.0012851-0.0036889i,-0.00010103-0.0016343i,0.00017296+0.00096667i,0.0018802+0.0017535i
0.047229+0.054532i,0.048245+0.039636i,0.047802+0.019505i,0.041531+0.01266i,0.031136+0.014633i,0.01986+0.012886i,0.0094885+0.0058678i,0.0024954+0.0019133i,-0.00015065+0.0010462i,-0.00087026-0.0010651i,-0.002165-0.0018765i,-0.0034143-0.0013564i,-0.0030318-0.0010305i,-0.00076194-0.0012775i,0.00049685-0.0020522i,0.00055927-0.0025799i,4.3863e-05-0.0031451i,-0.00076965-0.0030299i,-0.0020378-0.001869i,-0.0022038-0.0015243i,-0.00053391-0.0017461i,0.0010045-0.0019885i,0.0010061-0.0026905i
0.063723-0.032819i,0.045405-0.039435i,0.025027-0.043715i,0.01959-0.03923i,0.020542-0.028889i,0.016422-0.018585i,0.0060281-0.009359i,-0.00011547-0.0017739i,-0.00039482+0.0010457i,-0.00037679+0.00077522i,-0.0011815+0.0014225i,-0.0011012+0.0021631i,-0.00069615+0.0006481i,-0.00042822-0.00088855i,-0.00054839-0.0010848i,-0.0014255-0.00078382i,-0.0022975+0.00023844i,-0.0032834+0.0018573i,-0.0027935+0.0027117i,-0.0017753+0.0019287i,-0.0013087+0.00056208i,-0.00073849-0.0004549i,-0.0014058-0.00090013i
-0.021897-0.067359i,-0.028208-0.045716i,-0.032822-0.022198i,-0.027858-0.016433i,-0.017968-0.021342i,-0.011447-0.01867i,-0.007461-0.0084713i,-0.0029984-0.002037i,0.00050571+3.2686e-05i,0.001774+0.0015773i,0.0029998+0.0021744i,0.0029589+0.0020512i,0.00065498+0.0014267i,-0.0011167+0.0012374i,-0.0013988+0.00094385i,-0.00036885+0.00073273i,0.00010418+0.0017933i,0.00023806+0.0025901i,0.00089232+0.002534i,0.0016533+0.0027308i,0.0013428+0.0025886i,-0.00027397+0.00154i,-0.00074683+0.0016619i
-0.070158-0.0026193i,-0.043635+0.013924i,-0.015031+0.027459i,-0.0069965+0.024463i,-0.012752+0.01456i,-0.014245+0.0070921i,-0.0069001+0.0034566i,-0.0010896+0.00020145i,0.00056222-0.0012082i,0.0017383-0.00039143i,0.001886-0.001363i,0.00094373-0.0021501i,-0.0003775-0.001373i,-0.00079492-2.9612e-05i,9.2284e-05+0.0012292i,0.00082383+0.0018636i,0.0021934+0.0015629i,0.00334+0.00050815i,0.0033833-0.001521i,0.0027789-0.0027344i,0.0024966-0.0017284i,0.0028527-0.00012951i,0.0025906+0.00070988i
-0.024297+0.063936i,-0.0051073+0.040898i,0.016856+0.014347i,0.021187+0.0036442i,0.01199+0.0080101i,0.0045322+0.010927i,0.0023759+0.0052319i,0.0005238-0.00037687i,-0.0019543-0.0017229i,-0.0014699-0.0019008i,-0.0012305-0.0018061i,-0.0016099-0.00095615i,-0.0007211+5.5138e-05i,0.0010004+0.00081679i,0.0026552+0.0015761i,0.0035683+0.0012551i,0.0034562+0.00012531i,0.0022501-0.0013122i,0.00061478-0.0023727i,-0.0011301-0.0026739i,-0.0011012-0.0026569i,-0.00052121-0.0019282i,-0.00087881-0.00088977i
0.061728+0.039895i,0.041814+0.01205i,0.01654-0.014106i,0.0043968-0.01684i,0.0082247-0.0089794i,0.01054-0.0026628i,0.0041066-0.00080449i,-0.0016975+0.00085756i,-0.0028962+0.0012323i,-0.0030005+0.00021194i,-0.0034487+0.0010058i,-0.0024843+0.0014147i,-0.00091597-3.7458e-05i,0.00011933-0.0022699i,0.00084786-0.0035772i,0.0012766-0.0030484i,0.00074658-0.0020872i,-0.0010348-0.0021254i,-0.0023196-0.001546i,-0.0022133-0.00034379i,-0.0030759-0.00065959i,-0.0029854-0.0014255i,-0.0014696-0.0006402i
0.046397-0.046406i,0.015193-0.027747i,-0.012035-0.0049112i,-0.012506+0.00486i,-0.0016596-0.00087428i,0.0023296-0.0062006i,0.00015107-0.0022781i,-0.00031486+0.00205i,0.00034573+0.0036219i,0.00039343+0.0046379i,0.00073359+0.0044286i,0.0017147+0.0025433i,0.0010341+0.00061223i,-0.00085778-0.00058012i,-0.0027208-0.0016327i,-0.00379-0.0018712i,-0.0035846-0.0014507i,-0.0028368+0.0003034i,-0.0017314+0.0015697i,-7.0741e-05+0.0016345i,0.00014105+0.0023397i,-0.00040239+0.0028315i,0.00017664+0.0024752i
-0.02975-0.062184i,-0.01203-0.024314i,0.010469+0.010139i,0.021968+0.011748i,0.013475-0.00014442i,0.0012836-0.0044237i,-0.00034236-0.0026466i,0.0019664-0.0010392i,0.0029653+0.00012134i,0.0037967+0.0011285i,0.004758-0.00026022i,0.0030589-0.0024044i,-0.0014017-0.0026159i,-0.0047115+7.0154e-06i,-0.0044216+0.0023516i,-0.0027727+0.0027834i,-0.0020184+0.0035298i,-0.00059791+0.0035451i,0.00093009+0.0023622i,0.0019411+0.00083662i,0.0029981-1.1422e-05i,0.0032384-0.0002788i,0.0025552-0.0010897i
-0.074553+0.012469i,-0.033341+0.00044013i,0.0095771-0.014909i,0.018925-0.024563i,0.0068413-0.019164i,-0.0021117-0.0076667i,-0.0033864-0.0042487i,-0.0033214-0.0046471i,-0.0021113-0.0041778i,0.0003996-0.0045996i,0.00096944-0.0056454i,0.00013998-0.0050537i,0.00043696-0.0017475i,0.0019654+0.0022547i,0.0033258+0.0038757i,0.003827+0.0038236i,0.0037661+0.0031779i,0.0046243+0.0010997i,0.0032947-0.0013409i,0.00050204-0.0024224i,-0.0004226-0.0030198i,-0.00031893-0.0034339i,-0.00052262-0.0022278i
-0.011291+0.078475i,-0.011012+0.037658i,-0.015425-0.0093162i,-0.023306-0.022806i,-0.018305-0.010147i,-0.0080681+0.00017296i,-0.0061928+0.0019443i,-0.006768+0.0022945i,-0.0067764+0.0021072i,-0.006849+0.00017077i,-0.007148-0.00052009i,-0.0064076+0.00085585i,-0.0026581+0.00079497i,0.0014768-0.0010538i,0.0046001-0.0017395i,0.0058626-0.0021624i,0.0049294-0.0033194i,0.0027429-0.0034716i,0.00021997-0.0024943i,-0.0014291-0.0016183i,-0.0032481-0.0015643i,-0.0039376-0.0013515i,-0.0025266+0.00012239i
0.068822+0.032836i,0.027121+0.02321i,-0.012803+0.021238i,-0.020023+0.027294i,-0.0093389+0.021178i,-0.0024321+0.0089982i,-0.0031156+0.0066518i,-0.0029185+0.0088976i,-0.0016172+0.0085861i,-0.0024243+0.0073087i,-0.0021086+0.0069682i,0.00055887+0.004655i,0.0011783+0.0004597i,-0.00040959-0.0027032i,-0.0012545-0.0046653i,-0.00078777-0.0060199i,-0.0017089-0.0062479i,-0.0029966-0.004262i,-0.0024458-0.001333i,-0.0016042+0.00089177i,-0.00089323+0.0029137i,7.4962e-05+0.0039514i,0.0009234+0.0031878i
0.057777-0.05927i,0.047374-0.019181i,0.038877+0.020091i,0.040146+0.027256i,0.031675+0.011469i,0.014511+0.0010629i,0.0076832+0.00010776i,0.0077766+0.00043213i,0.0076226+0.0014365i,0.0073523+0.0032174i,0.0078392+0.0035707i,0.0070296+0.0016906i,0.0015251+0.0006274i,-0.0040939+0.0011267i,-0.0059356+0.0011928i,-0.0058471+0.00082474i,-0.0053801+0.0011458i,-0.0049331+0.0016966i,-0.0030931+0.0015547i,-0.00017416+0.00057348i,0.0029523+0.00062621i,0.0045577+0.00061988i,0.004517-0.00056135i
-0.04793-0.077856i,-0.01298-0.05597i,0.025095-0.038513i,0.033371-0.037751i,0.0182-0.029292i,0.0049239-0.014392i,0.0020621-0.0091201i,0.0029524-0.0092372i,0.0032588-0.0075239i,0.0043295-0.006346i,0.0040673-0.0074326i,0.0020222-0.0071516i,0.00021882-0.0038679i,-0.00016867+0.0010473i,0.00069101+0.0049291i,0.0010516+0.0061411i,0.0016115+0.0056477i,0.0024408+0.0038689i,0.0023202+0.0013501i,0.0016571-0.0013529i,0.0017084-0.0043102i,0.0015547-0.0060387i,0.00057469-0.0042059i
-0.091111+0.030325i,-0.062161+0.0034058i,-0.034948-0.02785i,-0.029449-0.036711i,-0.025311-0.022117i,-0.013743-0.0083688i,-0.0083617-0.0056134i,-0.0082366-0.0055764i,-0.0075707-0.0062231i,-0.0062119-0.0075426i,-0.0063925-0.0065406i,-0.0061518-0.0028362i,-0.0023815+0.0013864i,0.0024266+0.0020983i,0.0052839+0.00096744i,0.006125+0.0013182i,0.0062675+0.0010271i,0.0053581+0.00032113i,0.0022868-0.0012053i,-0.00057321-0.0021435i,-0.0029563-0.0013771i,-0.0052546-0.00042959i,-0.004549+0.0011123i
-0.0024544+0.094673i,-0.018902+0.062023i,-0.036765+0.033489i,-0.035333+0.030649i,-0.018018+0.024957i,-0.005744+0.0122i,-0.0043293+0.007596i,-0.0057097+0.007626i,-0.0064963+0.0064122i,-0.0074188+0.0050293i,-0.0073173+0.0054362i,-0.0049355+0.0048352i,-0.0023047+0.0002198i,-0.00084531-0.0049113i,0.00076905-0.0070167i,0.0022032-0.0071066i,0.0014857-0.0070996i,-0.00069557-0.0064454i,-0.0026221-0.0042057i,-0.0028969-0.0010037i,-0.0014491+0.0027098i,0.00043313+0.005147i,0.0016691+0.0046592i
0.099471+0.024627i,0.067458+0.036351i,0.036892+0.042381i,0.030804+0.0329i,0.025273+0.015264i,0.011674+0.0047478i,0.0053678+0.0047753i,0.0050956+0.0074008i,0.0034664+0.008827i,0.0024715+0.0090433i,0.0041821+0.0084874i,0.0060578+0.0064716i,0.0030285+0.0032895i,-0.00238+0.001709i,-0.0047412+0.00092752i,-0.0051002-0.00066642i,-0.0054832-0.00082231i,-0.0056166+0.00049846i,-0.0046462+0.0018367i,-0.0015527+0.0022202i,0.0027918+0.001837i,0.0055806+0.0011845i,0.0045458-7.2611e-05i
0.046336-0.098085i,0.047256-0.070424i,0.047954-0.040106i,0.039636-0.031146i,0.020323-0.024598i,0.0064961-0.011682i,0.0043511-0.0055393i,0.0057565-0.0042192i,0.0062756-0.0015429i,0.0076905+0.00049145i,0.0087714-0.0013624i,0.0070502-0.0047046i,0.0024437-0.0034066i,-0.00067394+0.0014076i,-0.00098489+0.0050495i,-0.0011279+0.0058315i,-0.0016156+0.0058022i,-0.00090022+0.0052746i,0.0011444+0.0034405i,0.0021793+0.00074651i,0.0017149-0.0035789i,0.00071632-0.0061722i,-0.00015686-0.0050717i
-0.08896-0.071678i,-0.059933-0.060177i,-0.029298-0.047131i,-0.021624-0.032527i,-0.018031-0.014746i,-0.0080254-0.002886i,-0.0037084-0.0021251i,-0.0032921-0.0052085i,0.00013025-0.0073628i,0.0024461-0.0088451i,0.0011165-0.0094778i,-0.00049689-0.0086194i,0.0013101-0.004909i,0.0048534-0.00084674i,0.0063232+0.0014334i,0.0066204+0.002478i,0.0070585+0.0023434i,0.0068735+0.00085589i,0.0055634-0.0012866i,0.002245-0.0020881i,-0.0017698-0.0022627i,-0.0047359-0.0012145i,-0.0051601+0.00026327i
-0.094189+0.066044i,-0.077931+0.04628i,-0.050932+0.023339i,-0.026264+0.018833i,-0.0064921+0.01753i,0.00037032+0.0070927i,-0.0031994+0.0015608i,-0.0063554-5.121e-05i,-0.0078405-0.0031868i,-0.009235-0.0041785i,-0.010525-0.00182i,-0.010511+0.00066454i,-0.0067423+0.00012833i,-0.0017838-0.0027113i,0.00095484-0.005154i,0.0021854-0.0069979i,0.002233-0.0076271i,0.00082699-0.0066178i,-0.0010682-0.0056385i,-0.0015925-0.0043577i,-0.0015398-0.00021701i,-0.0012785+0.0040311i,-0.00046844+0.0043554i
0.04651+0.11531i,0.035112+0.094505i,0.024702+0.057608i,0.028117+0.025171i,0.023031+0.0020121i,0.0085565-0.005573i,0.0014189-0.002403i,-0.001366+0.0017894i,-0.0056981+0.0042572i,-0.0076129+0.0068165i,-0.0053056+0.0089202i,-0.00099494+0.0080489i,0.00080474+0.0038499i,-0.001141-0.00027629i,-0.0034541-0.0020758i,-0.0041776-0.0027782i,-0.004793-0.0031025i,-0.0056978-0.0024048i,-0.0057988-0.00080785i,-0.0038176+0.00071453i,0.00013077+0.0010589i,0.0034371+0.00050756i,0.0033916-0.00072545i
0.11513-0.023942i,0.095278-0.025282i,0.055754-0.023177i,0.023399-0.026892i,0.0013713-0.02722i,-0.0083606-0.01437i,-0.0057059-0.0029079i,-0.0023132+0.0026308i,0.00079496+0.0079637i,0.0046821+0.010751i,0.0072631+0.0087139i,0.0078728+0.0053099i,0.0037381+0.0035394i,-0.00072682+0.004199i,-0.0016278+0.0057952i,-0.0018205+0.0064329i,-0.0028201+0.0061844i,-0.0035501+0.0056914i,-0.0029306+0.0053146i,-0.001152+0.0039564i,0.00060547+0.00053884i,0.00086139-0.002575i,-0.00056195-0.0021237i
0.00046566-0.12416i,-0.0018736-0.093734i,-0.0071716-0.051551i,-0.019025-0.021873i,-0.020061+0.0016039i,-0.0091898+0.010495i,-0.0022716+0.0063899i,0.0013625+0.0020222i,0.0067522-0.00045168i,0.0099857-0.0025133i,0.0089109-0.004831i,0.0060801-0.0070179i,0.0039374-0.0054445i,0.004148-0.0015719i,0.0059745+0.0013302i,0.0070979+0.0021812i,0.006825+0.0017217i,0.0063083+0.001157i,0.006749+0.00064822i,0.0059566+0.00058528i,0.0015635+0.00015738i,-0.0026859+0.0004914i,-0.0030886+0.0017857i
-0.13348-0.044315i,-0.11388-0.025552i,-0.066437-8.7283e-05i,-0.021839+0.020149i,0.0031899+0.025147i,0.01226+0.016073i,0.0096523+0.0048333i,0.0044267-0.0039139i,0.0010233-0.011199i,-0.0015467-0.0126i,-0.0032722-0.0098508i,-0.0047572-0.0056645i,-0.0035332-0.0023243i,-0.00056202-0.0016091i,0.0022955-0.0031883i,0.0036722-0.0054202i,0.0032534-0.0068323i,0.0025546-0.0067004i,0.0011285-0.0063419i,-0.00019365-0.0060855i,-0.00065844-0.0033659i,0.00017935+0.00088593i,0.0012873+0.0028701i
-0.044951+0.13445i,-0.017082+0.10707i,0.023062+0.055711i,0.046144+0.014258i,0.045049-0.015477i,0.023276-0.026114i,0.0046377-0.01525i,-0.0034195-0.0049195i,-0.006731-0.0017365i,-0.0070612-0.0024825i,-0.0083252-0.0037222i,-0.0086544-0.0018414i,-0.0059658+0.00011278i,-0.0038802-0.0010711i,-0.0039206-0.0024709i,-0.0051991-0.002841i,-0.0059988-0.0039257i,-0.0052418-0.0050976i,-0.0049668-0.00449i,-0.0045358-0.0029421i,-0.0013537-0.0013195i,0.002141-0.00061464i,0.0025336-0.00083554i
0.098181+0.090342i,0.089396+0.061493i,0.058925+0.011863i,0.026441-0.027448i,0.0018202-0.035732i,-0.010531-0.02327i,-0.01151-0.0088551i,-0.0094222+0.001065i,-0.0078722+0.0094194i,-0.0046009+0.012739i,-0.00092111+0.010485i,0.0015116+0.0079418i,0.0021938+0.0057251i,0.00048089+0.0039915i,-0.0014064+0.004925i,-0.0023867+0.006002i,-0.0025025+0.0056609i,-0.0030578+0.0053585i,-0.0038393+0.0052499i,-0.0035844+0.0045825i,-0.0033208+0.0016807i,-0.0040241-0.00177i,-0.0038932-0.0025849i
0.11473-0.077901i,0.080956-0.07726i,0.0292-0.052169i,-0.0095176-0.026608i,-0.026375-0.0059377i,-0.023247+0.0078404i,-0.012343+0.011799i,-0.0024605+0.012572i,0.0071576+0.012728i,0.012458+0.01042i,0.010684+0.0062557i,0.0062099+0.00097161i,0.0023703-0.0024397i,0.00071106-0.0019037i,0.0023026+0.0009061i,0.0050682+0.002982i,0.0062342+0.0037703i,0.005845+0.003758i,0.0051187+0.0042682i,0.0050543+0.0045454i,0.0029712+0.0043571i,-0.00014062+0.0039973i,-0.0017197+0.0035142i
-0.052054-0.12078i,-0.054646-0.092037i,-0.037258-0.035398i,-0.017601+0.0097399i,-4.9401e-06+0.022958i,0.0081475+0.016782i,0.008141+0.0091106i,0.0095146+0.0028804i,0.012766-0.0045181i,0.01273-0.008756i,0.010519-0.0079345i,0.0065237-0.0060493i,0.0022096-0.0036024i,0.0013395-0.0018489i,0.0032066-0.0024033i,0.0049561-0.0043086i,0.0052945-0.0059214i,0.0043284-0.0056049i,0.0041726-0.0047727i,0.0053637-0.0043229i,0.0052648-0.0021204i,0.004369+0.00080532i,0.0034032+0.0019186i
-0.13235+0.030201i,-0.099426+0.04623i,-0.035788+0.036108i,0.0055527+0.014611i,0.019041-0.00013006i,0.017456-0.008218i,0.0099493-0.010319i,0.0028189-0.011298i,-0.0035595-0.014226i,-0.0068273-0.014637i,-0.00647-0.010735i,-0.0065159-0.0054938i,-0.0057929-0.0017217i,-0.0037669-0.00035403i,-0.0031178-0.001709i,-0.0040052-0.0037494i,-0.0049787-0.0049597i,-0.0044907-0.0051643i,-0.0028251-0.00473i,-0.0020405-0.0057778i,-0.00071855-0.0071548i,0.0017438-0.0064831i,0.0024765-0.0046507i
-0.0019795+0.13469i,0.020514+0.10365i,0.033392+0.043192i,0.030539-0.0024352i,0.01318-0.021531i,-0.00081415-0.021907i,-0.0073064-0.015364i,-0.011723-0.0073186i,-0.015498+1.2918e-05i,-0.014751+0.0034717i,-0.010786+0.0033248i,-0.0061022+0.0032241i,-0.0011454+0.0034063i,0.0014991+0.0026206i,0.00072203+0.0022999i,-0.0015519+0.0038729i,-0.0032792+0.0056801i,-0.0031698+0.0040498i,-0.0036397+0.0014362i,-0.005735+0.0015613i,-0.00697+0.0013468i,-0.0057463-0.00034555i,-0.0038478-0.0013667i
0.13116+0.031363i,0.1121+0.001303i,0.0553-0.018148i,0.014987-0.017582i,-0.00024955-0.011747i,-0.0076971-0.005327i,-0.0089139+0.0012623i,-0.0062922+0.0072i,-0.0019548+0.012594i,0.00078404+0.014623i,1.0812e-05+0.012519i,-0.00096864+0.008566i,-0.00054809+0.0031542i,-2.8096e-05-0.00016794i,0.0012782+0.00027731i,0.0031965+0.0024645i,0.0046593+0.0038281i,0.0032512+0.0036493i,0.0001273+0.0033409i,-0.00094591+0.0047118i,-0.0012307+0.0063914i,-0.0023271+0.0059466i,-0.0018294+0.0045672i
0.058454-0.11717i,0.026863-0.098254i,-0.0003683-0.05041i,-0.007918-0.019465i,-0.0026522-0.0053794i,0.0010468+0.0031747i,0.0024008+0.0069725i,0.0065385+0.0064199i,0.01311+0.0047534i,0.015732+0.0025371i,0.013929+0.00063022i,0.0096748-0.00072777i,0.0044142-0.003056i,0.00091967-0.0043675i,0.00065726-0.0037481i,0.0036713-0.0038188i,0.0056431-0.0051521i,0.0052692-0.0036574i,0.0041358-0.00068164i,0.005137+0.00070375i,0.007226+0.0016024i,0.0071745+0.0031681i,0.0050689+0.0028457i
-0.11016-0.0821i,-0.10411-0.045371i,-0.056348-0.0045069i,-0.02066+0.0057812i,-0.0090008+0.0026308i,-0.00072851+0.0032901i,0.0044513+0.0026541i,0.0051572-0.001376i,0.0049257-0.007605i,0.0051783-0.012705i,0.0049775-0.012862i,0.0025545-0.0088726i,-0.0013304-0.0025833i,-0.0040741+0.0020539i,-0.0038418+0.00067996i,-0.003055-0.0032145i,-0.0034414-0.0058625i,-0.002403-0.0048711i,0.00016773-0.0031559i,0.0022807-0.0048151i,0.0024611-0.0082146i,0.0021406-0.0091603i,0.0011414-0.0064937i
-0.10133+0.084383i,-0.059703+0.083548i,-0.012473+0.050051i,-0.00048607+0.02662i,-0.0026544+0.015297i,-0.00049033+0.0064453i,-0.00037242+0.0015831i,-0.004481-0.00063533i,-0.0091884-0.0045568i,-0.012174-0.0074356i,-0.010875-0.0081061i,-0.0074428-0.006275i,-0.0034378-0.0022816i,-6.1107e-05+0.00084769i,-0.0003014+0.0019205i,-0.0036257+0.0026233i,-0.0048522+0.0029577i,-0.0027747+0.0018536i,-0.0012199-0.0003105i,-0.0031074-0.0021427i,-0.0071999-0.0030004i,-0.0083795-0.0031773i,-0.0052202-0.0021653i
0.072206+0.11433i,0.084424+0.080762i,0.065034+0.026028i,0.043843+0.0025944i,0.029767+0.0018657i,0.01165-0.0023559i,-0.0014124-0.0017651i,-0.0045572+0.0038225i,-0.006764+0.0083412i,-0.0079494+0.010721i,-0.0070689+0.009659i,-0.0053322+0.0079919i,-0.0015364+0.0060209i,0.0015942+0.0023426i,0.0026077+0.0016233i,0.003627+0.0047068i,0.0037851+0.0070087i,0.0018943+0.0038918i,-0.00096101-0.0011876i,-0.0034065+0.00022322i,-0.0041022+0.0054336i,-0.0040796+0.0080776i,-0.002367+0.0063238i
0.12629-0.037836i,0.087349-0.060404i,0.038579-0.054183i,0.025907-0.04435i,0.019634-0.037532i,0.0053758-0.022473i,-0.001944-0.0086429i,-0.00050103-0.0017292i,0.0031783+0.0049899i,0.0069456+0.0097826i,0.0073589+0.010242i,0.0058722+0.0068396i,0.0043419+3.1825e-05i,0.0019898-0.0042726i,0.00084886-0.0041786i,0.0022547-0.0031026i,0.0034426-0.0028563i,0.0016214-0.0015891i,-0.0011418+0.0014718i,0.00078125+0.0049858i,0.0060334+0.0062005i,0.0094008+0.0045612i,0.0084695+0.0024641i
-0.015866-0.12746i,-0.038977-0.10375i,-0.043372-0.050878i,-0.038801-0.027107i,-0.030938-0.025159i,-0.01974-0.014489i,-0.010473-0.0049986i,-0.0050172-0.0027315i,0.0028788-0.002815i,0.0092223-0.0049634i,0.010347-0.0048253i,0.0088295-0.0035911i,0.0045289-0.0038044i,0.00049393-0.0026711i,-0.0003186-0.00092005i,-0.00054025-0.001998i,-0.00091829-0.004289i,0.00012671-0.0026702i,0.0030388+0.00084983i,0.0053282+8.5375e-05i,0.0047462-0.0053613i,0.0028304-0.0086614i,0.0013016-0.0076344i
