-0.00095115+0.00056655i,-0.0023973-0.00049348i,-0.0022451-0.0011459i,-0.0020371-8.5606e-05i,-0.0015802+0.00099972i,-0.0018049+0.0025405i,-0.0011278+0.002547i,0.00056898+0.0015128i,0.0009494+0.00070479i,0.00044638+0.00024963i,0.0001859-0.00061744i,-0.00021401-0.0010353i,0.0005805-0.00043504i,0.0011534-0.00063388i,-0.00014224-0.00088454i,-0.00075731-5.8562e-05i,-0.00038011+4.0797e-05i,-0.00030628-0.000138i,-0.00015707+0.00017102i,0.00019789+0.0008825i,0.00029833+0.00086872i,3.9786e-05+0.0001374i,0.00011311+8.521e-05i
0.0010189-0.0014531i,0.0030334-0.0031146i,0.0039383-0.0028595i,0.0024127-0.0018981i,0.00085514-0.0034982i,0.0028219-0.0068255i,0.0048319-0.007577i,0.0049896-0.0049757i,0.0027764-0.00038486i,-0.00012896+0.0033163i,-0.0019882+0.0035761i,-0.0044245+0.0014634i,-0.0051389-7.2459e-05i,-0.0025394+0.0010259i,-0.00081926+0.0016907i,-0.0011886+0.0018573i,-0.0003614+0.0023488i,0.0015402+0.00248i,0.0019304+0.0015379i,0.0014519+0.00089686i,0.00073+0.0015978i,0.00049079+0.0014336i,0.00083271-0.00088931i
0.00018669-0.0049812i,-0.00064143-0.0019966i,-0.0026849+0.0025863i,-0.0042788+0.0017968i,-0.0044535-0.0024217i,-0.0044748-0.005578i,-0.0039419-0.0056827i,-0.0025147-0.00465i,-0.0021455-0.0047811i,-0.0034032-0.0045072i,-0.005244-0.0035984i,-0.0054546-0.0033975i,-0.0046631-0.0028301i,-0.0031524-0.0007818i,-0.0011726+0.00059839i,-0.00057037+0.00066705i,-0.00090997+0.0011921i,-0.00097218+0.0015845i,-0.00093645+0.00066747i,-0.00094377-0.00042418i,-0.0012152-0.0010274i,-0.0018423-0.00088702i,-0.0026571-0.00079226i
-0.0010166+0.0015632i,-0.0015519+0.0029416i,-0.00074298+0.0055194i,0.0017595+0.0058113i,0.0042878+0.00523i,0.0054022+0.0042901i,0.002863+0.0043729i,-0.0017008+0.0049532i,-0.0058268+0.0044923i,-0.0070229+0.0020031i,-0.0056484-0.0023445i,-0.0044699-0.0050633i,-0.0042201-0.0059216i,-0.0032039-0.004777i,-0.0012343-0.0026942i,-0.001707-0.00062341i,-0.0030514+0.0013042i,-0.0028907+0.0011543i,-0.0020902+0.00080959i,-0.0012314+0.00037457i,-0.0018465-0.00020923i,-0.0022162+0.00011974i,-0.00055889+0.0005421i
0.029632-0.015571i,0.023468-0.024978i,0.011104-0.035111i,-0.0009461-0.027891i,-0.0085392-0.016516i,-0.0069667-0.0030146i,0.0036505+0.0048415i,0.0094605+0.0055615i,0.0076118+0.0021973i,-8.7697e-05-0.0025103i,-0.0061562-0.0033666i,-0.0068125-0.0016302i,-0.0076201+0.0031747i,-0.010707+0.010493i,-0.012019+0.013625i,-0.0093624+0.0086273i,-0.0052185+0.0020261i,-0.0014977+0.00074764i,0.0021533+0.0019907i,0.0038951+0.0018462i,0.0027259-0.00090659i,0.00094784-0.0033155i,-0.00068028-0.0035536i
0.009714-0.00089297i,0.010692-0.0039082i,0.0098696-0.0060869i,0.0076345-0.0063871i,0.005661-0.0063409i,0.003368-0.0057777i,0.0015555-0.0052049i,0.0012155-0.0054749i,0.0018826-0.007124i,0.0020178-0.0092142i,0.0021371-0.0091134i,0.0020429-0.0079497i,0.00034587-0.0066309i,-0.0018519-0.0039977i,-0.0033421-0.0010181i,-0.0031199+0.00021707i,-0.0023673-0.00055014i,-0.0018557-0.00077235i,-0.0012165+0.00042935i,-0.0014959+0.00067548i,-0.0013964-0.0012541i,-0.0011112-0.0028261i,-0.00092901-0.0022892i
0.006983+0.0026961i,0.0072053+0.003218i,0.0038015+0.0013851i,-5.8381e-05+0.0030997i,-0.0022867+0.0065912i,-0.0023537+0.0093481i,-0.0027525+0.011191i,-0.0044812+0.0094186i,-0.0055684+0.0038017i,-0.0039971-0.0016417i,5.3244e-06-0.003623i,0.0026151-0.0044508i,0.001166-0.0045481i,-0.0022666-0.0040397i,-0.0034626-0.0027284i,-0.0036658-0.0032335i,-0.0027856-0.0043577i,-0.0013726-0.0031015i,-0.00029594-0.0014126i,0.00061871-0.00071022i,-0.00052933-0.001263i,-0.0009369-0.0014557i,-3.8956e-05-0.00073942i
0.0029155-0.0004734i,0.0010066+0.00068089i,0.00031316+0.0010868i,0.0011898+0.0012906i,0.0022666+0.003324i,0.0023006+0.008304i,0.0021872+0.011733i,0.0032123+0.011213i,0.004391+0.008012i,0.005638+0.0049295i,0.0074532+0.0029306i,0.0074944+0.00081952i,0.0044505-0.0012652i,0.00027933-0.0021691i,-0.0026431-0.002304i,-0.0027092-0.0027241i,-0.0023422-0.0040704i,-0.0026381-0.0046407i,-0.0021956-0.0033898i,-0.00176-0.0021272i,-0.0011053-0.0017236i,-0.00019828-0.0018143i,0.0011349-0.0013007i
0.0073962+0.00051185i,0.0074065-0.0025757i,0.0057713-0.0054032i,0.00369-0.0048347i,0.0017512-0.0015966i,0.00044143+0.00054068i,0.00055523+0.00017671i,0.0016904-0.0012221i,0.0045407-0.003318i,0.006071-0.0038351i,0.0062706-0.0020349i,0.0066246-0.0012254i,0.0060932-0.0021382i,0.0029939-0.0024012i,-0.0002146-0.0024558i,-0.00054984-0.0032275i,-0.00027316-0.0035791i,-0.00010597-0.0030398i,0.00047164-0.0022387i,0.00088409-0.0017091i,0.0010425-0.0014648i,-6.9393e-06-0.0014296i,-0.0015177-0.0005571i
-0.001144+0.0029511i,-0.00056323+0.0038913i,-0.00094584+0.0053952i,-0.0016875+0.0066165i,-0.0052058+0.006954i,-0.010896+0.0075402i,-0.013465+0.0075808i,-0.012259+0.0056073i,-0.0086269+0.0027844i,-0.0037579+0.0022527i,0.00067798+0.0038906i,0.0036772+0.0031639i,0.0040596+3.4394e-05i,0.0023563-0.0026959i,0.0008688-0.0048481i,0.0009101-0.0062888i,0.0020315-0.0062346i,0.0026067-0.0045806i,0.0021769-0.0027717i,0.0020261-0.0015859i,0.0022672-0.00093892i,0.0021654-0.00044087i,0.0018925+0.00082146i
0.0031727-0.0063986i,0.0046686-0.0053738i,0.0031304-0.0030081i,-0.00062283+0.0011121i,-0.0036941+0.0063406i,-0.0055879+0.010161i,-0.0063528+0.011679i,-0.0046838+0.010982i,-0.0013544+0.010253i,0.0010241+0.010362i,0.0020276+0.0093832i,0.002967+0.0070974i,0.0029643+0.0047951i,0.0025066+0.0014062i,0.0026519-0.0014993i,0.0033892-0.003143i,0.003917-0.0044973i,0.0038984-0.0048779i,0.0035288-0.0043912i,0.002381-0.003311i,0.0012515-0.0019863i,0.0011657-0.00044576i,0.0013667+5.7408e-05i
-0.0022758+0.00045751i,-0.0038119+0.0015909i,-0.0044205+0.0020687i,-0.0031529+0.0025167i,-0.0044331+0.0009527i,-0.0075144-0.0018875i,-0.0069813-0.003286i,-0.0027593-0.0024605i,0.0013437-0.0013558i,0.0022618+0.0013415i,0.001191+0.0044282i,0.0010764+0.005512i,0.0027904+0.0033069i,0.0037622+0.00011295i,0.0044108-0.0010146i,0.0062663-0.0014722i,0.0074585-0.0020627i,0.0060965-0.0023859i,0.0035393-0.0022532i,0.002507-0.001779i,0.0020619-0.0004741i,0.00055912+0.00047898i,-0.0011149+0.00013988i
-0.00063036-0.0011113i,0.00043221+0.00046281i,0.0028054+0.0032789i,0.0019564+0.0035343i,-0.0046207-0.0013114i,-0.013137-0.0066438i,-0.016249-0.0073737i,-0.013773-0.0056732i,-0.0094366-0.0031951i,-0.0073622+0.00042182i,-0.0066367+0.003212i,-0.0045843+0.0041761i,-0.0016307+0.0030107i,0.0003176+0.00080616i,0.00168-0.0010655i,0.0041046-0.0016535i,0.0058786-0.0011461i,0.0055532-7.6078e-05i,0.0053438+0.00080556i,0.0046348+0.0012681i,0.0029567+0.0019692i,0.0019766+0.0022305i,0.00097309+0.0022685i
0.0095071-0.0023158i,0.0084806-0.0051416i,0.0040986-0.0059219i,-0.0014269-0.0030374i,-0.0067311-0.00056017i,-0.011154-0.00092748i,-0.012475-0.00088242i,-0.0095503+0.0013673i,-0.0055351+0.0044084i,-0.0035226+0.005545i,-0.0029658+0.0042262i,-0.0025691+0.0033986i,-0.0018309+0.0041171i,-0.0008022+0.0039889i,0.00061317+0.0038408i,0.0032607+0.0042712i,0.0056924+0.0032779i,0.0057378+0.0021464i,0.0043813+0.0016375i,0.0030078+0.00074415i,0.0021708+0.00045089i,0.00088241-0.00019524i,-0.00047845-0.00066322i
0.0041665-0.0039115i,0.0022831-0.0046431i,-0.00070838-0.0035393i,-0.0033942-0.0029978i,-0.0048663-0.0056222i,-0.0045166-0.00781i,-0.0026553-0.0074273i,-0.0014048-0.0063345i,-0.0006287-0.0055851i,-0.0014409-0.0051653i,-0.0035757-0.0036683i,-0.0042735-0.00055447i,-0.0031602+0.0014418i,-0.0014313+0.0023215i,0.00050279+0.0037288i,0.0031124+0.005659i,0.0041261+0.0058494i,0.0029432+0.0045006i,0.0028397+0.0036673i,0.0032015+0.0026679i,0.0018627+0.00096729i,-0.00024111+0.00010203i,-0.0025688-2.495e-05i
0.0052092+1.3795e-05i,0.006775-0.0011029i,0.0047211-0.0016142i,-0.00025835-0.0031327i,-0.0036313-0.007301i,-0.0027441-0.013863i,-0.00091168-0.016774i,-0.0018573-0.012728i,-0.0038991-0.0074121i,-0.0056849-0.004082i,-0.0063316-0.0022626i,-0.0048741-0.00084168i,-0.0024296+0.00028398i,-0.0012144+0.001288i,-0.0015697+0.0034445i,-0.00168+0.0057757i,-0.0001398+0.0070914i,0.0013952+0.0058769i,0.0012883+0.0042336i,0.000832+0.0033607i,0.0011366+0.0025423i,0.0012374+0.0014795i,0.001043+0.00076375i
-0.0032892+0.00029381i,-0.0034774+0.00090807i,-0.0041219+0.0014838i,-0.003108+0.00050505i,-0.0015168-0.0037775i,-0.001493-0.008974i,-0.0020836-0.010646i,-0.0023522-0.0076648i,-0.0023364-0.0034064i,-0.00054482-0.00058344i,0.0013172-0.00069694i,0.00097253-0.0015554i,0.00023023-0.00074605i,0.00065391+0.00021096i,7.864e-05+0.0015084i,-0.0013826+0.0051577i,-0.0017606+0.0074817i,-0.0004873+0.0059764i,0.00019728+0.0044404i,-0.0020821+0.0033933i,-0.0021243+0.0016611i,-0.00046428-8.5807e-05i,0.00060045-0.0012897i
0.0014791-0.0042401i,0.0022369-0.004752i,0.0026492-0.0029881i,0.0024091-0.0020745i,0.0044886-0.0039033i,0.0075769-0.0050786i,0.0064439-0.003993i,0.0036525-0.0024773i,0.002312-0.0025424i,0.0018924-0.0045055i,0.001759-0.0046844i,0.00045946-0.0034911i,-0.00020112-0.0020182i,-0.00093975-0.0009497i,-0.0027975-0.00028912i,-0.0042216+0.0022478i,-0.0044615+0.0045519i,-0.0035451+0.0041761i,-0.0027048+0.003022i,-0.002289+0.001681i,-0.0021489+0.00058909i,-0.0018243+0.00077675i,-0.00087323+0.001165i
0.0032062-0.00025839i,0.003885-4.9308e-05i,0.0048577-0.00083341i,0.0061215-0.0029918i,0.0097859-0.0051546i,0.014908-0.005869i,0.016438-0.0047603i,0.012192-0.0027749i,0.0054455-0.0013236i,0.0014648-0.00065707i,0.00095688+8.2265e-05i,0.00024851+0.00064829i,-0.00075353+0.00067775i,-0.0013203+0.00058706i,-0.0039499-0.00041171i,-0.008052-0.0003426i,-0.0094141+0.001733i,-0.0073955+0.0026668i,-0.0049579+0.0021172i,-0.0029792+0.0013374i,-0.0010283+0.00091636i,0.00045274+0.00020553i,0.0022362-0.00056231i
0.0027473-0.0059457i,0.0026651-0.0073611i,0.0013294-0.0063166i,0.0022532-0.0038473i,0.0050662-0.0021793i,0.0093491-0.0020054i,0.012022-0.0029128i,0.0099012-0.0027966i,0.0052927-0.00074982i,0.0035225+0.0018264i,0.0054837+0.0027931i,0.0050335+0.0010119i,0.0017891+0.00024721i,-0.00018962+0.0012826i,-0.0019489+0.00035642i,-0.0058722-0.00046568i,-0.0078707+9.0318e-05i,-0.0053652+0.00026974i,-0.0021464-0.00065583i,-0.0011594-0.00058162i,-0.0014809-0.00092997i,-0.0014833-0.001658i,-0.00050779-0.00079862i
0.0050512-0.00093201i,0.0045996-0.00043935i,0.0026227+0.002788i,0.0022541+0.0054495i,0.0048453+0.0071917i,0.0059418+0.0095347i,0.004011+0.0091381i,0.0014455+0.0049199i,0.0011754+0.00037454i,0.0022238-0.0010424i,0.0022679-0.00050952i,0.00079761-0.00092102i,-0.00047799-0.00069284i,-0.00048618-0.00076505i,-0.0011978-0.0032339i,-0.003976-0.0058251i,-0.0060204-0.0057261i,-0.0049402-0.003847i,-0.0030982-0.0020908i,-0.0022405-0.0012898i,-0.0024376-0.0012857i,-0.0021153-0.00024327i,-0.00064389+0.0011485i
0.0019171+0.0012617i,0.0060112+0.0048157i,0.0097484+0.0072157i,0.012071+0.0090591i,0.013335+0.013681i,0.013498+0.018704i,0.011686+0.020111i,0.006923+0.015849i,0.0011406+0.0094762i,-0.0022668+0.0067629i,-0.0024287+0.0065908i,-0.00087094+0.0044634i,-0.00025001+0.0021254i,-0.00033736+0.0013122i,-0.00021117-0.0017264i,-0.001936-0.0061493i,-0.0041806-0.007699i,-0.0040857-0.0062655i,-0.0024706-0.0043903i,-0.00084587-0.0026569i,0.00011251-0.0011098i,0.0012281-0.00071281i,0.0026128-7.6041e-05i
0.003603-0.0026819i,-0.0005193-0.0034924i,-0.004795-0.0033708i,-0.0044551-0.00048711i,-0.0016556+0.0047882i,0.002496+0.0089549i,0.0067204+0.0089133i,0.0088627+0.0064367i,0.0068431+0.0050127i,0.0038457+0.0054783i,0.0023188+0.0054056i,0.0010842+0.0021812i,-0.00046288-4.1099e-05i,-0.00081504+0.00072075i,6.9999e-05-5.271e-05i,0.00070898-0.0047231i,-7.4258e-05-0.0073093i,0.00016444-0.0049485i,0.0015664-0.0025785i,0.0012986-0.0019299i,0.0004117-0.0011433i,9.9971e-05-0.00097298i,-0.00061445-0.00042208i
0.0035081+0.0036145i,0.0023075+0.0042629i,6.4325e-05+0.0056266i,-0.0051399+0.0094144i,-0.01196+0.013837i,-0.015743+0.015226i,-0.016371+0.011158i,-0.012414+0.0038805i,-0.0067698-0.0011231i,-0.004281-0.0028419i,-0.0041289-0.003326i,-0.0035085-0.0035231i,-0.0024552-0.0019246i,-0.002092+0.00087031i,0.0003795+0.00069913i,0.0028717-0.0039735i,0.0026869-0.0076034i,0.0024395-0.0061774i,0.0025701-0.003078i,0.0022954-0.0012079i,0.0020363-0.00041908i,0.00079385+0.00036868i,-0.0006975+0.0023407i
0.004019+0.0028974i,0.0053898+0.00058791i,0.0064231+0.00018205i,0.0030139+0.0049508i,-0.0056584+0.012272i,-0.014324+0.020286i,-0.016366+0.025349i,-0.013542+0.021118i,-0.010342+0.0098957i,-0.009583+0.002378i,-0.0087842+0.0008354i,-0.0055509+0.0005634i,-0.0033949-0.00030705i,-0.0042481+0.00042838i,-0.002623+0.00023103i,0.0024223-0.0037466i,0.0051595-0.0064013i,0.0035761-0.0048293i,0.001585-0.001483i,0.0021821-0.00039189i,0.002732-8.5146e-05i,0.0018394+0.00010996i,0.0009773+0.00088368i
-0.0004339+0.0020823i,0.0008202+0.0012366i,0.00058987+0.00023122i,-0.0011199-0.0020543i,-0.0052826-0.00276i,-0.0089856+0.00045345i,-0.005817+0.005677i,0.0012122+0.0076386i,0.0042744+0.0047728i,0.0026648+0.0016013i,0.0014433-0.00090362i,0.0018828-0.0027421i,0.00065273-0.0030317i,-0.0017309-0.0017189i,-0.0010539+6.6403e-05i,0.0043897-0.00030753i,0.0075521-0.0024969i,0.0061156-0.0027293i,0.004404-0.00035768i,0.0031779+0.0012597i,0.00109+0.0014734i,-0.00098232+0.00067372i,-0.0020436-0.00059895i
-0.003617-0.0021844i,-0.0066178-0.0021301i,-0.0098339-0.0016562i,-0.015557-0.0019126i,-0.022713-0.0062032i,-0.027943-0.010384i,-0.026672-0.011651i,-0.01663-0.011905i,-0.0049928-0.011329i,0.00038152-0.010353i,0.001019-0.009113i,0.001357-0.0071359i,0.00058499-0.0045741i,-0.001383-0.0029527i,-0.00086982-0.00049672i,0.0038687+0.0018263i,0.0082541+0.00075355i,0.0082112-0.00055855i,0.005175+0.00025082i,0.0027005+0.00076203i,0.0010108+0.00072393i,-0.00058768+0.001398i,-0.0020735+0.0016456i
0.0033565-0.0092853i,0.0051368-0.011538i,0.0049751-0.0072625i,0.00073565-0.0013641i,-0.0083198-0.00068131i,-0.020509-0.0011016i,-0.028842+0.0027421i,-0.025224+0.0061588i,-0.013375+0.0032608i,-0.0045316-0.0020439i,-5.6256e-05-0.0033058i,0.0025186-0.0019319i,0.0018411-0.0017652i,-0.00044135-0.0021721i,-0.00091105+0.00012754i,0.0028252+0.0029235i,0.0071221+0.0029057i,0.0066787+0.0023654i,0.0033739+0.0023986i,0.0012216+0.0020123i,0.00034322+0.0013419i,6.1875e-05-0.0001307i,4.426e-06-0.0015586i
0.0061784-0.0032909i,0.0097401-0.0042317i,0.010155-0.0045021i,0.0089714-0.0079066i,0.0068196-0.012891i,0.0025885-0.015024i,0.00066032-0.0086694i,0.003772+0.0013766i,0.0072264+0.0050326i,0.0094832+0.0032406i,0.011066+0.0010621i,0.009029-0.00033034i,0.0045964-0.0015305i,0.00066791-0.0028147i,-0.0013501-0.0020589i,3.4506e-05+0.0022054i,0.0027361+0.0056835i,0.0033383+0.0051829i,0.0021915+0.0037693i,0.00074123+0.0030847i,-0.0010003+0.001733i,-0.0018662-0.0012074i,-0.0023281-0.0035628i
0.0083955-0.0020751i,0.0060353-0.0024594i,-0.00073432-0.0012357i,-0.0059803-0.0043602i,-0.0073562-0.016749i,-0.00937-0.029322i,-0.0089265-0.032207i,-0.0041343-0.024307i,0.0020729-0.013214i,0.0075758-0.0057971i,0.0095715-0.0015818i,0.0079201+0.00016714i,0.0053025-7.5553e-05i,0.0024445-0.0012098i,-0.000779+0.00051686i,-0.0012214+0.005294i,0.0013719+0.0074672i,0.002489+0.0058573i,0.0008974+0.0034458i,-0.00073154+0.00147i,-0.0011582+0.00015872i,-0.0007126-0.00076103i,0.00020758-0.00079838i
0.0038028-0.0048499i,0.0073672-0.0015272i,0.00698+0.0020322i,0.0049169+0.0038561i,0.0020969-0.00020735i,-0.003944-0.010176i,-0.012741-0.014332i,-0.017327-0.007437i,-0.013153+0.0014222i,-0.0051644+0.0060705i,0.0014908+0.0079321i,0.0050605+0.0072266i,0.006042+0.0031919i,0.0058891-0.00040136i,0.0036667-0.00097331i,0.00082189+0.001944i,0.00070025+0.0057625i,0.00083821+0.0052738i,-0.00013437+0.0023675i,-0.00069122+0.00093069i,-0.00081243-0.00024176i,-2.9126e-05-0.0012729i,0.0013369-0.0020228i
0.0029026-0.002839i,0.003813-0.0016157i,0.0045588-0.0010837i,0.010894-0.0043375i,0.019091-0.0072535i,0.021579-0.0088284i,0.016167-0.0049189i,0.0093308+0.003355i,0.0076394+0.0096838i,0.007373+0.013179i,0.0057802+0.015365i,0.0038779+0.012103i,0.0023862+0.0057345i,0.0015998+0.00052955i,-0.0009712-0.001836i,-0.0046134+0.00031522i,-0.004429+0.0042863i,-0.0022149+0.0045751i,-0.0016387+0.001578i,-0.0019618-0.00090734i,-0.0018002-0.0019265i,-0.00098999-0.0028866i,0.00022488-0.0033977i
0.0055281+0.0019126i,0.0047014+0.007849i,0.00020804+0.011438i,-0.00034232+0.0075231i,0.0084295-0.0020848i,0.018721-0.012462i,0.021085-0.019753i,0.01504-0.019214i,0.0061874-0.01017i,0.00057348+0.00041165i,-0.0018234+0.0082004i,-0.0023529+0.0099838i,-0.00014883+0.0071476i,0.0022195+0.0038268i,0.00065607+0.001935i,-0.0029704+0.002444i,-0.0041124+0.0046262i,-0.0031621+0.0040975i,-0.0025945+0.00095116i,-0.0025504-0.00070394i,-0.0011121-0.00091306i,0.00078767-0.0011492i,0.0023467-0.0014478i
0.004777+0.0031921i,0.0046409+0.0041889i,0.0035659+0.0071236i,0.0052555+0.011799i,0.0074192+0.012228i,0.0084832+0.002652i,0.0033768-0.0073631i,-0.0069834-0.0077683i,-0.01316-0.00070945i,-0.013818+0.0075805i,-0.01218+0.011639i,-0.0083718+0.0099268i,-0.0037634+0.005977i,-0.00067623+0.003344i,0.00029053+0.00096705i,-0.0020837-0.00039221i,-0.0046748+0.0013793i,-0.0035911+0.0031776i,-0.001326+0.0020467i,0.00026557+0.00033528i,0.00094068-0.00012583i,0.0020662-0.00016357i,0.0039739-0.00045061i
0.0068677+0.0045805i,0.004942+0.003404i,0.00036247+0.00052404i,0.0035106+0.0024757i,0.013222+0.010893i,0.018205+0.018644i,0.015326+0.019852i,0.0088453+0.016635i,0.0023109+0.013928i,-0.0044437+0.011899i,-0.0098782+0.0081229i,-0.010529+0.0040623i,-0.0069102+0.0021953i,-0.003286+0.0016188i,-0.0023377-0.0004329i,-0.0038976-0.0025065i,-0.0057701-0.00079522i,-0.0046632+0.0011066i,-0.0014861-0.0002597i,0.00079869-0.00098669i,0.0016477-0.00062126i,0.0025463-0.0012129i,0.0025288-0.0010124i
-0.0034058+0.009876i,-0.010823+0.011211i,-0.01675+0.0074963i,-0.014925+0.0054571i,-0.0046531+0.0096765i,0.01082+0.013764i,0.020819+0.0076656i,0.019137-0.0029074i,0.0079221-0.008837i,-0.0047472-0.0089866i,-0.013157-0.0068167i,-0.014606-0.0047748i,-0.010324-0.0015576i,-0.0049653+0.001679i,-0.0024474+0.0020559i,-0.0035622+6.7512e-05i,-0.0053433-0.0011725i,-0.0052845-0.0011688i,-0.0033196-0.0013273i,-0.00063548-0.0016818i,0.0012439-0.00070253i,0.002242+0.00090263i,0.0025901+0.0020411i
-0.0034118+0.0026913i,-0.0049218-0.0023531i,-0.001711-0.0029364i,-0.0012024+0.0066906i,-0.0062825+0.014891i,-0.0071263+0.016184i,-0.0026452+0.01037i,-0.0046058+0.00016699i,-0.012177-0.006595i,-0.016939-0.0077788i,-0.016253-0.0074732i,-0.012135-0.0058118i,-0.0077261-0.002098i,-0.0042185+0.00076778i,-0.0015566+0.00086447i,-0.00080976-0.0010691i,-0.0028379-0.0026847i,-0.004133-0.0021534i,-0.0018108-0.00049163i,0.0010516+0.00065054i,0.0017982+0.0011128i,0.0020961+0.0016802i,0.0023467+0.0020564i
-0.0064489-0.0020043i,-0.0080744-0.009573i,-0.0033336-0.016755i,-0.0012149-0.010957i,-0.0065285+0.0073789i,-0.010522+0.02152i,-0.0066144+0.024i,-0.0004998+0.018507i,0.0007182+0.0094285i,-0.00086175-0.00055165i,-0.0020421-0.0099199i,-0.0023977-0.012383i,-0.0030825-0.0086987i,-0.0039679-0.0043895i,-0.0037026-0.0023835i,-0.0031327-0.0034257i,-0.0026719-0.0047903i,-0.0015456-0.0037109i,0.00072045-0.0016312i,0.0022166-0.00099936i,0.0020772-0.0002233i,0.0014801+0.002025i,0.00041806+0.0032606i
-0.0090835-0.0085913i,-0.012366-0.012164i,-0.013701-0.0080638i,-0.016329-0.002647i,-0.018792-0.00034396i,-0.016885+0.0087167i,-0.0074427+0.015785i,0.0049719+0.0077811i,0.010668-0.0073808i,0.008245-0.017241i,0.0037767-0.019782i,-0.00015723-0.01693i,-0.0033835-0.010944i,-0.0055914-0.0060645i,-0.004488-0.0033609i,-0.0018769-0.0026444i,-0.00074012-0.0042945i,-0.00078017-0.0046426i,-0.0006605-0.0027856i,-0.00012136-0.0013866i,-0.00072636+0.00079683i,-0.0015979+0.0028468i,-0.0018811+0.003606i
0.0013172-0.017618i,0.0087064-0.025416i,0.013004-0.020058i,0.0037995-0.0072404i,-0.012977-0.00066855i,-0.021285+0.0020444i,-0.016055+0.0051168i,-0.0067238+0.0020521i,-0.0043496-0.0061732i,-0.0025061-0.01057i,0.0040676-0.010423i,0.0063625-0.0083301i,0.0022281-0.0049303i,-0.0006153-0.0034198i,-0.00029196-0.0035131i,-0.00016732-0.0036901i,-0.00055717-0.0043245i,-0.0011972-0.0033945i,-0.00077102-0.00068214i,-0.00051263+0.0018211i,-0.0007738+0.0019677i,-0.0006955+0.0018522i,-0.00194+0.0022907i
0.0078719-0.014131i,0.013544-0.023934i,0.017259-0.024771i,0.011847-0.021782i,-0.0034728-0.017048i,-0.020497-0.0084983i,-0.021959+0.0024915i,-0.010172+0.0091072i,0.002314+0.0082862i,0.012436+0.0037039i,0.019178-0.002259i,0.016981-0.0064785i,0.0080163-0.0063081i,0.0014175-0.0052042i,-0.0012484-0.004812i,-0.00085575-0.0045966i,0.0011833-0.0043058i,0.0018957-0.0033751i,0.0024964-0.002448i,0.0035977-0.00094955i,0.0017762+9.0148e-05i,-0.001381-0.00057473i,-0.00366-0.00057676i
0.016395-0.014261i,0.025618-0.011942i,0.019152-0.0027206i,0.0027381-0.0028096i,-0.0052218-0.010587i,-0.010251-0.012619i,-0.015228-0.0046158i,-0.0055128+0.0026069i,0.010373+0.00083965i,0.018096-0.0027188i,0.019879-0.0031234i,0.016537-0.003641i,0.0092219-0.0040376i,0.003436-0.0041083i,0.0021838-0.0036525i,0.0025039-0.0025373i,0.0029431-0.0031657i,0.0020574-0.0040451i,0.00020496-0.0032483i,-0.00045012-0.0020788i,-0.0010433-0.0017969i,-0.0026786-0.00069598i,-0.0042795+0.00087493i
0.023256-0.0075105i,0.034488-0.0031731i,0.036114+0.0066319i,0.024723+0.0073144i,0.0042064-0.0082095i,-0.011148-0.018247i,-0.01481-0.010785i,-0.0091694-0.00067323i,-0.0016553+0.0019303i,0.0025123+0.0057466i,0.0073485+0.012387i,0.010033+0.011638i,0.0069931+0.006107i,0.0041884+0.0030691i,0.0040391+0.00081853i,0.0039314-0.0010272i,0.0045694-0.00068585i,0.0041101-0.00057681i,0.0017518-0.00013911i,0.00073104+0.00095329i,3.1775e-05+0.00069799i,-0.001611-0.00096109i,-0.0028321-0.002357i
0.020973-4.6395e-05i,0.025361+0.0045109i,0.016745+0.0037353i,0.01064-0.0019013i,0.010679-0.0051605i,0.0037943-0.010349i,-0.0046137-0.0099188i,-0.0050904+0.00074963i,-9.1305e-05+0.011506i,0.0054235+0.019799i,0.0093755+0.022979i,0.010194+0.016916i,0.0085714+0.0080307i,0.0064279+0.0022715i,0.0048046+0.00035622i,0.0038929+0.00021599i,0.0042422-0.00079583i,0.0049175-0.0014704i,0.0042469-0.0011001i,0.0026722-0.0007401i,0.00088065-0.0005636i,-0.00072183-0.001108i,-0.0019135-0.0018932i
0.016715+0.023511i,0.019933+0.04209i,0.0087859+0.046358i,0.0018699+0.02655i,0.0093157-0.00028788i,0.014064-0.015414i,0.0040941-0.016069i,-0.0048736-0.0057704i,-0.00089596+0.0051258i,0.0032557+0.010714i,0.0015014+0.014282i,0.00022513+0.012422i,0.00058075+0.0051904i,0.0017133+0.00041001i,0.0039466-0.0002065i,0.0056448+0.00069762i,0.0051982+0.0019759i,0.0032267+0.001539i,0.00098831-0.00029482i,-0.00078294-0.0013615i,-0.00068435-0.0013054i,-0.00037986-0.0021674i,-0.00062322-0.0034783i
0.013628+0.016481i,0.015114+0.027688i,0.011194+0.029628i,0.010016+0.024874i,0.01124+0.011123i,0.0092499-0.006394i,0.00068618-0.0090599i,-0.0063365+0.00034274i,-0.0084475+0.0066311i,-0.013176+0.009683i,-0.01643+0.014045i,-0.011076+0.01402i,-0.0052384+0.0081117i,-0.0033874+0.0033395i,-0.0009955+0.0027564i,0.00164+0.0032247i,0.0032573+0.0037896i,0.0030756+0.0043383i,0.0014092+0.0032699i,0.0004698+0.0017908i,0.00082355+0.00059713i,0.0018629-0.0017456i,0.002107-0.0043636i
