-0.0029855+6.8396e-06i,-0.0031439+0.0015191i,-0.0024217+0.002538i,-0.0018536+0.0024939i,-0.0016014+0.0029378i,-0.00053929+0.0032339i,-0.0011042+0.003065i,-0.00097677+0.0030869i,0.00075108+0.002378i,0.0018818+0.0011013i,0.0023668+8.4745e-05i,0.0016676-0.00026233i,0.0010376-0.00067438i,-2.2112e-05-0.0012706i,-0.001283-0.00083098i,-0.00053152-0.0003521i,-0.00038156+4.6834e-05i,-0.00033383-3.5717e-05i,0.00082336-0.0003809i,0.00060159-1.4721e-05i,0.00011296+0.00024258i,0.00029593-2.6063e-05i,-0.00010796-0.0004041i
0.00045904+0.00097545i,0.0011806-0.00028766i,0.0015942-0.00060115i,0.00030147-0.00033417i,-0.00074872-0.00087305i,-0.0012593-0.0015579i,-0.00097575-0.0012183i,-0.00095065+0.00012525i,-0.00025304+0.00088839i,0.0012489+0.0010757i,0.0012417+0.00092842i,0.0010856+0.00063691i,0.00070326+0.00010464i,0.00044977-0.0010494i,0.00026272-0.0016481i,-0.00031814-0.00099091i,-0.00039959-0.00054961i,-0.00047273-0.00040778i,-0.00084757-9.9921e-05i,-0.00027079+0.00048875i,-0.00016059+0.00081126i,-0.00047912+0.00084445i,2.2663e-05+0.00034497i
0.0012173+0.0027925i,0.0015751+0.001333i,0.0019306+0.00040586i,0.0026151-0.00066442i,0.0025173-0.00078974i,-0.0003162-0.00052383i,-0.0017143-0.00093564i,-0.00062922-0.00021692i,0.00021654+0.00094063i,0.0010563+0.0011969i,0.0021975+0.00038308i,0.0026756-0.00080486i,0.0022939-0.00095196i,0.0010232-0.00092962i,-6.8416e-05-0.0011928i,0.00022716-0.00048667i,-1.0851e-05+6.6638e-05i,-0.00041973+0.00028359i,-0.00061516+0.00065172i,-0.00060419+0.0010365i,-0.00033187+0.0011815i,-0.00047077+0.00088309i,-0.00032833+0.00090832i
0.00027349-2.9971e-05i,0.00040761+0.0010775i,0.00099483+0.0006495i,0.00087645+1.0112e-05i,0.00032173-0.00064023i,-0.00051052-0.00027503i,-0.00094155+0.00080605i,-0.0001824+0.0012382i,0.00087221+0.0008313i,0.00079925+0.00024098i,0.00025823+0.00030985i,-0.00027907+0.00036186i,0.00014614-0.00094334i,0.0009421-0.0016227i,0.00045954-0.0011884i,0.00035107-0.00057834i,0.0010831-0.00046189i,0.0010812-0.0010994i,8.444e-05-0.0010165i,-0.0011866+4.6968e-05i,-0.0010823+0.00019965i,-7.9945e-06-0.00045323i,0.00022564-0.00071017i
0.00016974-0.0013692i,5.2937e-05-0.0025599i,0.0001214-0.0031241i,-0.00026583-0.0024198i,-0.00099171-0.00097577i,-0.0023471-5.0382e-05i,-0.0021882+0.00090706i,-0.0012514+0.00093346i,9.1783e-05+0.00025752i,0.0008126+0.00053588i,0.00013482+0.00099315i,-7.682e-05+0.0011197i,0.00060255+1.3461e-05i,0.00039349-0.0010807i,-0.00015892-0.0011699i,-6.2108e-05-0.00079336i,0.00022918-0.00058578i,-0.00051424-0.00068523i,-0.0010404-0.00073376i,-0.0011093-0.00052917i,-0.00062657-0.00026904i,0.00030542-0.00018012i,0.00084295-3.0169e-05i
0.0010209-0.0014964i,0.00088131-0.0034442i,0.00038914-0.0033949i,0.00013139-0.0027438i,-0.00037434-0.0019837i,-0.0010364+0.00016394i,-0.00058905+0.0011081i,-0.00053212+0.00097692i,-0.00011727+0.00061801i,0.00043906+0.00037826i,0.0007842+0.00088125i,0.0014567+0.0016079i,0.0011898+0.0016788i,0.00062735+0.00084051i,0.00026782-2.9557e-05i,2.6294e-05-0.001067i,-0.00017503-0.0017852i,-0.00018818-0.001428i,-0.00073397-0.0005617i,-0.00083009+0.00039799i,-0.00036045+0.00048201i,-3.689e-05-0.00049884i,0.00025619-0.00048655i
0.00076806+0.0011657i,0.0011446+0.0010062i,0.00085568+0.00049075i,0.0003053+0.00054474i,-4.3921e-05+0.00033878i,-0.00045634-0.0006696i,-0.0012842-0.00019004i,-0.0016949+0.0011507i,-0.00087299+0.0011208i,0.00051294+0.00047928i,0.0012733+0.0009292i,0.0011697+0.0013203i,0.0016766+0.00055912i,0.0020348+4.0867e-05i,0.0015514-0.00019106i,0.0010279-0.0013563i,0.00054772-0.0021349i,-8.3939e-05-0.001475i,-0.00087268-0.00061696i,-0.00072567-0.00028908i,-1.0354e-05-0.00013429i,0.000136-0.0003338i,6.5208e-06-0.0001477i
-0.00018643+4.8474e-05i,-0.00097976+0.00016212i,-0.0015863+0.00074661i,-0.0014624+0.00086426i,-0.0018588+0.0010816i,-0.0017979+0.0015647i,-0.0014136+0.0019741i,-0.00055048+0.001348i,0.00032006+0.00061526i,0.0012041+0.00041555i,0.0017456+0.0004295i,0.0019134-0.0004132i,0.0022548-0.0010694i,0.0019601-0.00078123i,0.0010871-0.00036507i,0.00052851-0.00061744i,0.00020716-0.00069779i,0.00021846-0.00033444i,0.00015268-0.00069484i,-0.00034388+7.893e-05i,-0.0007698+0.00042149i,-0.00062724+0.00048713i,-0.00021217+0.0011186i
0.00083361-0.0014989i,0.0007845-0.002007i,0.00073367-0.0034762i,0.00079037-0.0035776i,0.00019362-0.0021486i,-0.00079272-0.00028054i,-0.000789+0.00052711i,-0.0005573+0.00060181i,-0.00061367+0.00043195i,0.00069766+0.00032318i,0.0014121+0.00021948i,0.00031634+0.00042127i,-0.00034432+1.0825e-05i,0.00020289-0.00083598i,0.00097984-0.0015792i,0.001307-0.0014286i,0.0012345-6.7687e-05i,0.00050443+0.00017397i,-3.1874e-05-0.00081997i,-0.00016299-0.00044036i,3.4565e-05-0.00029487i,0.00053318-0.0004136i,0.00023285+0.00057336i
0.0010281+0.00075956i,0.00012857+0.00090403i,0.00027301+0.0007585i,0.00059525+2.4497e-05i,0.00024489-0.00065136i,-0.00060563-0.00024916i,-0.00074941-0.00017388i,-0.00021066+0.00055752i,0.00038357+0.00089147i,0.0010277+0.00033573i,0.0011374+0.00078982i,0.00027095+0.0007544i,-0.00028133-4.5543e-05i,-0.00046886-0.00016807i,-0.00017977-0.00019887i,0.00068885-0.00058667i,0.0010402-0.00062145i,0.0011412-0.00046488i,0.00071504+6.1628e-06i,-0.00011697+0.00023387i,-0.00048129-0.00025559i,3.6765e-05-0.00019831i,0.00072781+0.00011791i
0.00056397+0.0025589i,0.0016524+0.0021703i,0.0027545+0.0012551i,0.0031618-0.00018876i,0.0021816-0.0010672i,-0.00057292-0.0016039i,-0.0021933-0.001399i,-0.0017444-0.00015716i,-0.00061993+0.00063442i,0.00078133+0.00078013i,0.0014307+0.0014286i,0.00090251+0.0014701i,0.00059774+0.00080009i,0.00034026+0.00069499i,-0.000206+0.00030913i,-5.5489e-06-0.00054696i,0.00056936-0.0012926i,0.00018053-0.00097315i,-0.00016912-0.00043691i,0.00059203-0.00057024i,0.00073503-0.00083582i,-0.00014977-0.00070105i,7.9322e-05-0.00061389i
0.0002174+0.0011206i,0.00052062+0.00053424i,0.0022169-0.00032214i,0.002795-0.0010081i,0.0015618-0.0020108i,-0.00032196-0.0019061i,-0.0012775-0.00013641i,-0.00065201+0.0016158i,0.0006403+0.0013285i,0.0012927+0.00043872i,0.0011713+0.00058683i,0.0016935+0.001285i,0.0023716+0.00083318i,0.0018943+8.0833e-05i,0.0011355-0.00073467i,0.00016682-0.00097271i,-0.00087819-0.00036942i,-0.00093164-0.00020928i,-0.00071349+9.2812e-05i,-0.0011502+0.00016161i,-0.00065505-0.0006283i,0.00012795-0.00092737i,0.00072797-0.00042848i
0.00075162-0.00058902i,0.00089673-7.4193e-05i,0.0007958-0.00018704i,0.0005157-0.00061847i,-0.00021574-0.00030945i,-0.0012525-0.00041023i,-0.00073553-0.00018504i,0.00042403+0.001176i,0.001156+0.0013053i,0.001566+0.0002221i,0.0019517-0.00097487i,0.0022013-0.0014628i,0.0016543-0.0013232i,0.0011276-0.001833i,0.00085683-0.0016232i,0.00048016-0.00086418i,0.0003593-0.00061675i,0.00020086-0.00026812i,-0.00039898+1.9023e-05i,-0.00068773-0.00051449i,-0.00033035-0.00081867i,0.00046935-0.00095264i,0.00085552-0.0009009i
0.0013838+0.00037137i,0.0015821+0.00093645i,0.00052169+0.0012561i,6.79e-05+0.00028472i,1.6045e-06-0.0014402i,-0.00054678-0.00098314i,-0.0012056+0.00017495i,-0.00082564+0.00060483i,0.00073398+0.0016458i,0.0016555+0.0011576i,0.0019194-0.00057454i,0.0018146-0.0010058i,0.0010364-0.0013028i,0.00032092-0.00092251i,0.00036463-2.8068e-06i,0.00050381+0.00047868i,0.00055299+0.00064455i,0.00045929-0.00019305i,-0.00014662-0.00077939i,-0.0001005-0.00011744i,-6.794e-05+0.00022394i,-0.00022255-6.3601e-06i,9.2188e-05+0.00016247i
-0.00059613-0.0011528i,0.000245-0.00060903i,0.00013039+9.5094e-05i,0.00017584+0.00024929i,0.00018559+0.00015524i,-0.00022934-0.00018856i,-0.00025065-0.00053976i,0.00076152+0.00014722i,0.0015126+0.00074672i,0.0011016+0.0006913i,0.00053618+0.00066366i,0.00032503+0.00046771i,-4.9394e-05+0.00032872i,-0.00058198+0.0001533i,0.00020767-0.00076861i,0.00054725-0.0012253i,0.00022298-0.00045377i,-0.00024994-0.00010767i,-0.0009149-0.00081995i,-0.0010352-0.0012316i,4.2849e-06-0.00054902i,0.00093201-0.00017997i,0.0011353-0.00052727i
0.0023889-0.00052977i,0.0019903-0.0012634i,0.0016866-0.0018273i,0.00027718-0.0022729i,-0.0013367-0.0014448i,-0.0016007-0.00010679i,-0.00085808+0.00090178i,0.00019524+0.0013683i,0.00098682+0.0018365i,0.0014337+0.0010867i,0.0011162+0.00033016i,0.00085208+0.00069667i,0.00055952+0.00077944i,0.00034048+0.00049332i,0.00065499-0.00025274i,-0.00023241-0.0016259i,-0.00033709-0.0019966i,0.00020639-0.0017072i,0.00033768-0.001386i,2.5852e-05-0.00050249i,0.00016231-0.00029429i,0.00073095-0.00063733i,0.00084141+0.00014622i
0.00078207-0.002015i,0.0017685-0.0015241i,0.00069001-0.001264i,-0.0010909-0.00090918i,-0.0029417-0.00035933i,-0.0029267-0.00018725i,-0.0012755+0.00035153i,0.00024819+0.0010588i,0.0021139+0.00081883i,0.0028755+0.00044395i,0.0024741+0.0010867i,0.0022205+0.001339i,0.0024468+0.00012459i,0.0022097-0.00058979i,0.001056-0.00069781i,0.00046124-0.0012976i,0.00049649-0.0014693i,-0.00019719-0.00039369i,-0.00091463-1.6746e-05i,-0.00042661-7.5518e-05i,0.00040549+0.00022509i,0.0007377+0.0002589i,3.638e-05+0.00057791i
-0.00020178-0.0010009i,-0.00010032-0.00057749i,0.00084628-0.00080591i,0.00079417-0.0002528i,6.3321e-05-0.00020984i,-0.00065816-0.00085345i,-0.0019009-0.0018329i,-0.0040813-0.0025092i,-0.0055453-0.0016461i,-0.0041287+0.00016542i,-0.0021176+0.0014295i,-0.00026757+0.0016193i,0.0017654+0.0018599i,0.0024802+0.0012992i,0.0019198+0.00028995i,0.0014695-0.00034441i,0.0012038-0.0011334i,0.0008142-0.0010769i,0.00013286-0.00076492i,-0.00036691-0.00093831i,-0.00076714-0.00052199i,-0.0010601+3.6233e-05i,-0.00088062+0.00042338i
0.0024773-0.00070826i,0.0021061-0.0025044i,0.00062681-0.0039516i,-0.00098609-0.0028709i,-0.001274-0.0013598i,-0.0017834-0.00074849i,-0.001831-0.00049463i,-0.0015029-0.0002215i,-0.0011717+0.0001417i,-0.0006082+0.00099947i,-0.0007433+0.0014131i,-0.0006967+0.00084192i,-2.303e-06+3.3782e-08i,0.00035809-0.00047627i,0.00030584+6.0817e-05i,0.00019773+0.00090332i,-0.00012588+0.00092722i,-0.00056318+0.00065261i,-0.0012357+0.0008042i,-0.0013231+0.0010316i,-0.00026123+0.00044528i,0.0005425-0.00014109i,0.00088165-0.0002736i
0.00033095+0.00049859i,0.00087005-0.00019111i,0.0018324-0.00081517i,0.00091946+0.00072673i,-0.00012757+0.00075972i,-0.00017667-0.00023348i,-0.0011542-0.00056894i,-0.0014066-9.3517e-05i,-0.00085655+0.00024626i,-3.0353e-05+0.00019715i,7.5926e-05+0.00030632i,-4.5319e-05-0.00010822i,-0.00029602-0.00033161i,-0.00037464-0.00040819i,0.00011957-0.00029211i,0.0002248-0.00059076i,-3.812e-05-0.00051241i,-0.00029616-0.00044156i,-2.6876e-05-0.00053009i,0.00023338-0.0010672i,0.00046159-0.0014516i,0.00041894-0.0013051i,0.00077919-0.00086615i
-0.0005626+0.00051593i,0.00090825+0.00030053i,0.00099009+0.00057801i,0.00057175+0.00021691i,-0.00021063-0.00022366i,-0.0013564-0.00070506i,-0.0023908-0.00068818i,-0.0022766-0.00056584i,-0.00064015+0.00055685i,0.00086705+0.0019475i,0.0016729+0.0023539i,0.0014417+0.0019453i,0.00065037+0.0010641i,0.00094445+0.00018989i,0.00068648-4.3993e-06i,-9.0016e-05-0.00021403i,-0.0004354-5.6235e-05i,-0.00051466+0.00063746i,-0.00068804+0.00036043i,0.00049429-0.00062614i,0.0010754-0.00058038i,0.00024429-0.00034729i,0.00055955-0.00016594i
-0.003196-4.8511e-05i,-0.0030739+0.00022245i,-0.0028993+0.0011305i,-0.0016934+0.0020608i,-0.0009799+0.0016806i,-0.00097693+0.00059065i,-0.00092896+0.00032905i,-0.0012681+0.0005205i,-0.0014897+0.0004127i,-0.00041363+0.00096147i,0.00129+0.002289i,0.0020209+0.0025774i,0.0017679+0.0014196i,0.0011007+0.00032873i,0.00037538-0.00034175i,-0.00012087-0.00081936i,-0.00044892-0.00094688i,-0.00058841-0.00083605i,-0.0001675-0.00048968i,0.00030647+3.165e-05i,0.00074152-9.7076e-06i,0.00091646+0.00040923i,0.0006064+0.00074039i
0.00055587-0.001317i,-0.0002812-0.00063173i,-0.0010461-0.00026277i,-0.00062013+0.00035763i,0.00024302+0.0013754i,-0.00036157+0.0015676i,-0.0016582+0.0010425i,-0.00093696+0.00064765i,0.00013103+0.00023978i,0.00057151+8.4736e-05i,0.0011119+0.00056128i,0.0017443+0.00066034i,0.0019712-0.00073449i,0.0012953-0.001817i,0.00028527-0.0012077i,-0.00017618-0.00015423i,0.00022236+0.00012727i,0.00032823-3.7685e-05i,0.00010464-0.00047109i,5.0798e-05-0.00070665i,-0.00040231-0.00019414i,-0.00012616+0.00063904i,0.00016908+0.00050284i
0.00016111-0.0013755i,-0.00052821-0.0010439i,-0.00012964-0.001754i,3.5696e-05-0.0016676i,-0.00023545-0.0010106i,-0.0011376-3.4717e-05i,-0.00097449+0.00084469i,9.8739e-05+0.00028657i,0.00059616-0.00031447i,0.0009949-0.00038452i,0.0017454+0.00044474i,0.0013078+0.00074716i,0.00088728-0.00065716i,0.00093613-0.00065928i,0.00055782+0.00011454i,0.00037145+2.3939e-05i,0.00069319-0.0003681i,0.00051587-0.00078715i,-0.00033776-0.00099304i,-4.1348e-05+0.00026857i,0.00058868+0.0011855i,0.00085796+0.00053728i,0.00092553+0.00039924i
-0.0010744+0.00055085i,-0.0012808+0.00065656i,-0.0017785+0.00062459i,-0.0018258+0.00063127i,-0.00048221+0.0014834i,0.00021828+0.0014492i,-0.0010951+0.0001456i,-0.0010387-0.00059581i,-0.00081744+0.00033059i,-0.0014179+0.0016019i,-0.0011004+0.0011711i,0.00026376+0.00015589i,0.00066356+0.00014877i,0.00063264+0.00083087i,0.00010945+0.00062695i,-6.5017e-05-0.00033959i,0.00071718-0.0010768i,0.00059569-0.0013443i,0.00015601-0.00059624i,0.00028164-0.00035181i,0.0012915-0.00052785i,0.0011344+0.00010325i,0.00027347+0.00049199i
-0.0012681-0.00086928i,-0.0017618-0.00084557i,-0.0019968-0.0014829i,-0.0020951-0.0015208i,-0.002145-0.0011531i,-0.0019247-0.00050518i,-0.0013035-5.7447e-05i,-0.00092567-5.938e-05i,-0.00091851+0.00079706i,-0.0006597+0.0020048i,0.00018208+0.0019112i,0.00088557+0.0010911i,0.0015182+0.0008752i,0.0010883+0.00036541i,0.00044383-0.000491i,0.00050054-0.0010999i,0.00014258-0.0013717i,8.3145e-05-0.0011808i,-1.7568e-05-0.0010453i,-0.00040647-0.0008409i,-0.00029102-0.00068317i,0.00017037-0.00013968i,0.00045418+2.9585e-05i
0.00072541-0.0006286i,0.0015439+0.00013267i,0.0017324+0.00018046i,0.00033861-0.00013734i,-0.0011251-0.00016009i,-0.00072525+0.00011554i,-7.8654e-05+0.00012541i,-0.00033302+0.00023595i,0.00011647+1.2906e-05i,0.00086638-0.00028175i,0.0013595+0.00020832i,0.0019762+0.00066917i,0.0023709+0.00070575i,0.0026196+0.00012225i,0.0019849-0.0010073i,0.0010608-0.0011817i,0.0011569-0.0010112i,8.8054e-05-0.00019638i,-0.0016105+0.00072663i,-0.0016643+0.00066962i,-0.0010788+8.5155e-05i,-0.00067898-0.00050172i,-0.00035624-0.00042521i
-0.0011579-0.0006941i,-0.0017282-2.3846e-05i,-0.0021884+0.00089165i,-0.0017691+0.0011236i,-0.00018815+0.00076554i,5.9501e-05+0.0011457i,-0.00039575+0.00039984i,-0.00015337-0.00050918i,0.00033138-1.1954e-05i,0.00087371+0.0011199i,0.0020302+0.0012949i,0.0023923+0.00054271i,0.0022449-0.00044275i,0.0018717-0.0011803i,0.0012015-0.00097567i,0.00055199-0.00041041i,3.1471e-05+0.00025144i,-0.00044967+0.00040117i,9.6868e-05-3.957e-05i,0.0012592-0.00012102i,0.0011171+7.2105e-05i,0.00054984-0.00017531i,0.0010173-8.7106e-05i
-0.0014839+0.0015032i,5.5599e-05+0.0015099i,0.00053085+0.0011632i,0.00031574+0.00028581i,0.00067225+0.00011209i,0.00024853-0.00094863i,-0.0012788-0.0022057i,-0.0014391-0.0012511i,-0.00047911+4.2451e-05i,0.00077234+0.00036455i,0.00057019+0.00061613i,-7.226e-05-0.00013359i,0.0010181-0.0011356i,0.00105-0.0010062i,0.00033483-0.00022946i,0.00011999+0.00033441i,5.0292e-05-0.00028994i,-5.182e-05-0.00070022i,-0.00072946+0.00012371i,-0.0014813+0.0011026i,-0.00062772+0.0011363i,0.00036711+0.00055191i,0.0002862+0.00042512i
-0.0011121-0.0021169i,-0.0024654-0.0023132i,-0.0033004-0.0018237i,-0.0016975+0.00068136i,-0.00026623+0.0023635i,-0.0003583+0.0023379i,-0.0011709+0.0012463i,-0.00080765+9.4544e-05i,0.00059892-0.00026684i,0.0005366-4.4818e-05i,-8.8352e-05+0.00047686i,-0.00033581+0.00031188i,-0.00046981-0.0002742i,0.00014251-0.00079828i,0.0012437-0.0011322i,0.0012605-0.0007789i,0.00076693-0.0011069i,0.00052758-0.0015628i,-0.00010796-0.0012531i,-4.5601e-06-0.0010136i,0.00018621-0.00088442i,-5.5855e-05-0.00066398i,0.00054573+9.8896e-05i
-0.0011435+0.0024243i,-0.0001328+0.0025839i,0.0011144+0.0018133i,0.0021446+0.0011505i,0.0021389+0.00080796i,0.0014392-3.4243e-05i,0.00074696-5.7499e-05i,0.00011774+0.00027884i,7.6749e-05+0.0008296i,0.00082542+0.0015597i,0.00056411+0.0016089i,-0.00039454+0.0020002i,-0.0007548+0.0021774i,-9.2357e-05+0.0001132i,0.00054316-0.0013937i,0.00030477-0.0014237i,8.6543e-06-0.0018077i,-0.00023606-0.0017297i,-0.0004568-0.0013078i,-0.00019851-0.0012903i,-0.00028898-0.0010569i,5.4722e-05-0.00060779i,0.00056445-0.00031608i
-0.00028744+5.1615e-05i,0.00012656-0.00031907i,5.3875e-05-0.00061413i,0.00019548+4.8745e-05i,-0.00055131-0.00016536i,-0.0011484-0.0011046i,-0.0012237-0.00066303i,-0.00090178-0.00033095i,0.00010348+5.953e-05i,0.00053609+0.00085495i,0.00081471+0.00082803i,0.0012924+0.00063824i,0.0020278+0.0011i,0.0018732+0.00075759i,0.0010297-0.0011685i,6.2267e-05-0.0019853i,-0.00053822-0.0006014i,-0.00094525+0.00028458i,-0.00068187+0.00038241i,3.431e-05+0.00094086i,-1.3252e-05+0.00061498i,-0.00018041-0.0004864i,-0.00063861-0.00079107i
0.0022832+0.00090035i,0.0020682-0.00059153i,0.0017752-0.0010029i,0.0002276-0.0010194i,-0.0012455-0.0015373i,-0.0020623-0.00067999i,-0.0025877+0.00039684i,-0.0011639+0.00079355i,0.0011979+0.00088276i,0.0019016+0.00064788i,0.0016079+0.0005397i,0.0027919+0.00023269i,0.0032747-0.00048593i,0.0020208-0.00011055i,0.00096893+0.00010468i,0.00045821+0.00038047i,-0.00030443+0.00099522i,-0.0007315+0.00018676i,-0.00029611+7.9094e-05i,0.00018182+0.00075105i,-0.000191+0.0014485i,-7.8352e-05+0.00063344i,-5.9456e-05-0.00024785i
-0.00025356-0.0014091i,3.6764e-05-0.0005577i,0.00027184-0.00046073i,-0.00039679-0.00068914i,-0.00075834-0.0010402i,-0.00050215-0.00055214i,-0.0013109+8.5941e-05i,-0.0022328+0.00012599i,-0.0013555+0.00027159i,0.00079047+0.0006572i,0.0017173+0.00087836i,0.0015628+0.00054688i,0.00061139-0.00033155i,-0.00050464-0.00091454i,-1.9024e-05-0.00081812i,0.00082739-0.00042073i,0.0011704-0.00041912i,0.00068619-0.00071025i,0.000273-0.00050146i,0.00056643-0.00014997i,0.00071063+6.2715e-05i,0.00074919+0.00030919i,0.00069345-0.00011887i
-0.0010069+0.00083316i,3.4813e-05+0.0014569i,0.0016992+0.0018147i,0.0025231+0.00059309i,0.0021626-0.0010038i,0.00083349-0.0010573i,-0.00073139-0.00030086i,-0.00047574-2.0012e-05i,0.00086873+0.00019782i,0.0011688+0.00030631i,0.00068864+0.00023923i,-0.00010163+0.00030511i,-0.00062939+0.00091056i,-0.00048725+0.00060286i,-0.0003073-0.00061803i,-5.0063e-05-0.0011022i,0.00041446-0.0010343i,0.00021573-0.0012491i,-0.00035087-0.0011247i,-0.00053418-0.00038726i,0.00031631-6.2122e-05i,0.00052741+0.0001552i,0.0002664+2.7867e-06i
0.0022487-0.00038452i,0.0019759-0.0014315i,0.0031099-0.0023308i,0.0023529-0.0030098i,-9.7427e-05-0.0033946i,-0.0015552-0.002179i,-0.0015579-0.00068842i,-0.00091706+0.00079059i,0.00012798+0.0011628i,0.00056005+0.00051369i,0.00011459+0.00044263i,0.0001136+0.00076565i,0.00016693+0.0016816i,0.00028183+0.0012436i,-4.1141e-05+1.8835e-05i,-1.4229e-06-0.0002709i,0.00052947-0.00023504i,0.00051904-0.00038459i,-0.00013559-0.00072887i,-0.00031747-0.00023591i,3.7307e-05+0.00021694i,0.00025201+0.00041126i,1.4426e-05-0.00028755i
0.00043073-0.00059902i,0.0013129+0.0010066i,0.0017573+0.0016711i,0.00069807+0.0019198i,-0.0010275+0.0015015i,-0.0016707+0.00077885i,-0.0014529+0.00075013i,-0.00083695+0.00073139i,-0.00025354+8.044e-05i,0.00088578+0.00062837i,0.0015098+0.0020046i,0.0023957+0.0019287i,0.0034391+0.00081595i,0.0027735-0.00058455i,0.001955-0.0012896i,0.001192-0.00063682i,0.00024424-0.00027553i,-3.5994e-05-0.00095072i,-0.00046885-0.0013637i,0.00040769-0.0012116i,0.0010475-0.0011845i,0.0010255-0.0010899i,0.0014124-0.00044097i
-0.0010252-0.0010248i,-0.0012778-0.00096612i,-0.00090477-0.00051213i,-0.0011718+0.0007478i,-0.0012282+0.0010582i,-3.0813e-05+0.00011221i,0.00014235-0.00055337i,-0.00045762-0.00022805i,3.4895e-05+6.5098e-05i,0.00085373-3.4572e-05i,0.0013957+0.00018439i,0.001655+0.00028093i,0.00144-0.00060518i,0.00077198-0.0015764i,-0.00021181-0.0011113i,-0.00015025-0.0004708i,-0.00018833-0.00056415i,-0.00072923-0.00064263i,-0.00084842-0.00040405i,-0.00079802+0.00040002i,-0.000587+0.00067702i,0.00034154+0.00011345i,0.00084811-0.00032034i
0.00045038-0.0012465i,9.3283e-06-0.00095116i,-0.00078324-0.00070217i,9.802e-05-0.0015082i,0.00058357-0.0016883i,-0.0004536-0.00068101i,-0.0018818+0.00059558i,-0.0019622+0.0011901i,-0.00025198+0.0013009i,0.0012391+0.00051806i,0.0013825-0.00034994i,0.0010173-0.00086736i,0.0005463-0.0019375i,0.00049574-0.0023986i,0.00052465-0.0015653i,0.00017706-0.00122i,-9.8113e-06-0.0010548i,0.00016367-0.00031492i,0.00013301+0.0006528i,-0.00029564+0.00061991i,-0.00050447+0.00018776i,-0.00025573+0.00020876i,-0.00055503+0.00048759i
0.00017797-0.0010005i,-0.00012036-0.0021116i,-0.00018575-0.0026365i,-8.9091e-05-0.0008687i,-0.00076276+0.0011457i,-0.00098485+0.0014107i,-0.0011988+0.0010084i,-0.0016944+0.00083318i,-0.00097839+0.00019306i,-0.00024859-9.9012e-05i,2.892e-05+0.00048058i,0.00029411+0.00012107i,4.565e-05-0.00052003i,-0.00081995-0.0010637i,-0.00085677-0.0014098i,-4.135e-05-0.0013767i,0.00025334-0.0010895i,0.00012437-0.00064766i,-5.8733e-05-0.00023251i,-0.00032004-0.00034514i,0.00056093-0.00033024i,0.0012729+0.00033411i,0.00091213-0.00018716i
-0.00055825-0.00080587i,-0.0011796+0.00021004i,-0.002059+0.0010627i,-0.0015979+0.0011768i,0.00022457+0.00096123i,0.00011495+0.00064813i,-0.00054074+0.00034097i,-0.00032712+0.0006315i,4.0513e-05+0.0010127i,0.00036949+0.0013051i,0.00013109+0.00094968i,0.00047392+0.00051228i,0.0015719+5.4847e-05i,0.0020381-0.00055185i,0.0015544-0.0011035i,0.0002546-0.00099776i,-0.0005332-0.00027906i,-0.001146+2.4275e-05i,-0.0012915-0.00071509i,-0.0008915-0.0014828i,-0.00018319-0.00095894i,-0.00022857-0.0001797i,-0.00058186+0.00013618i
0.0021301-0.0009532i,0.0029841-0.0010652i,0.0032782-0.00043215i,0.0014855-0.0012274i,-0.00028465-0.0024397i,-0.0017036-0.0022338i,-0.0019963-0.0011518i,-0.00064598-0.00059355i,0.00056775-0.00056103i,0.00068255-0.00032971i,0.0014499-3.4899e-06i,0.0023458+0.00054404i,0.0020642+0.00064226i,0.0015542+0.00069698i,0.00095685+0.00078056i,0.00045735-6.7205e-05i,-7.5642e-05-0.0012267i,-0.00020628-0.0019687i,-0.00011807-0.00092288i,-0.00060778+0.00036197i,-0.00037154+0.00021688i,0.00021149-9.2297e-05i,0.00015162-9.2186e-05i
-0.0014193-0.0011118i,-0.0023969-0.0012143i,-0.0030735-0.00041386i,-0.0015916-5.7079e-05i,-0.00055163-0.00011725i,-0.00072026+8.3082e-05i,-0.0011822+0.00036871i,-0.0012394+0.00058708i,-0.00088329+0.00066125i,-0.0005071+0.0011525i,-6.1561e-05+0.0010013i,0.00061551+2.9337e-05i,0.00053701-0.00084359i,0.00084154-0.0013163i,0.00089094-0.0011827i,0.0001849-0.00026846i,0.00021729+0.00036689i,0.00034016+1.6638e-05i,0.00023781-0.00023963i,3.8029e-05-0.00018507i,-2.5478e-05+5.2949e-05i,6.012e-05+1.7394e-05i,0.00020069+9.6205e-05i
-0.00020708-0.00024557i,0.00073369-0.00028976i,0.0015723+9.3437e-05i,0.001168-0.00013978i,0.00052143-0.00037433i,-0.00042525+0.00043563i,-0.0007251+0.00026509i,-0.00015303+0.00053854i,0.00015998+0.0012394i,0.00051427+0.0010418i,0.00084163+0.00040427i,0.00077416-0.00047639i,0.00084248-0.00088367i,0.00012155-0.00084071i,-0.00010702-0.0010296i,0.00020882-0.00048726i,-0.00010536+0.00015632i,-4.4531e-05-0.00036519i,-0.00019268-0.00078143i,-0.00077095-0.00012587i,-0.001141+9.496e-05i,-0.00058415-0.00030307i,0.00031935-0.00065649i
