-0.0047507-0.00055508i,-0.002901-0.0001321i,-0.0028663+0.0011309i,-0.0016046+0.0013205i,-0.00090654+0.0018024i,0.00036185+0.001409i,0.0018185+0.00079642i,0.0018033+0.00088604i,0.0016364+0.00092796i,0.0017365+0.00028776i,0.0015883-0.00017317i,0.0014525-0.00064519i,0.00019876-0.00092307i,-0.00048335-0.00043511i,-0.0004142+5.3336e-05i,-0.00025026-8.5449e-05i,0.00027385-0.00034089i,0.00041681-0.00036371i,0.00032861-0.0002864i,-0.00030205+0.00017696i,-0.00071245-0.00061808i,-5.3243e-05-0.0010762i,0.00073607-0.00040737i
0.0016103-0.0020988i,0.0032576-0.000768i,0.0033025+0.00047264i,0.0019574+0.0014696i,-0.00040213+0.0019838i,-0.0019025+0.0014164i,-0.0013204+0.000172i,-0.00044393-0.00043454i,0.00053909-0.00016854i,0.0015349-0.00017147i,0.0011868-0.0011158i,0.00022399-0.00087284i,-0.0012215+0.00039166i,-0.0013971+0.00074486i,-0.00010413+0.00046508i,7.0023e-05+0.00081239i,-0.00027267+0.00081331i,0.00015544+0.00032748i,0.00087604+0.00037209i,0.00081742+0.00083759i,9.4564e-05+0.00069811i,-0.00040235-0.00013564i,0.00034946-0.00010205i
-0.00072195-0.00028378i,-0.00012024-0.00073741i,0.00054631-0.00093776i,-4.0384e-05-0.00078131i,-0.00029329+6.1104e-05i,1.0426e-05+0.00071564i,0.00021523-9.1803e-05i,-0.0004308-0.0010214i,-0.00043766-0.0014488i,0.00036128-0.0014676i,0.00060943-0.00073192i,8.3571e-05+0.0003291i,-0.00027922+0.001051i,-0.00085452+0.0014321i,-0.00096539+0.0015591i,0.00030323+0.00060371i,0.00031877-0.00098049i,-2.4834e-05-0.0015341i,0.00072316-0.00097298i,0.0012496-0.0009856i,0.00080645-0.00054642i,0.00052187-0.00020453i,0.00029333-0.00032112i
-0.0018766-0.00086624i,-0.001034+0.00010573i,0.00085352+0.00017026i,0.0014531-0.00036159i,0.00116-0.00044075i,0.0015775-0.00030286i,0.0015421-0.00025496i,0.00095819-0.00092387i,0.00047391-0.0010528i,0.00044805-0.00064931i,1.6344e-05-0.00036848i,0.00026825+0.00062159i,0.0011531+0.00077717i,0.0011429+0.00018424i,0.00031808+0.00079053i,-0.00013744+0.0013261i,-0.00024822-8.854e-05i,-0.00027956-0.0012375i,-0.00024179-0.00055852i,-9.915e-05+0.00020545i,0.00016668+0.00026959i,0.00043712+2.9204e-05i,3.0181e-05+0.00019606i
-0.00316-0.0011135i,-0.0046465-0.0012199i,-0.0063272-0.0021096i,-0.0059503-0.0018897i,-0.0037955-0.0014007i,-0.0013511-0.0011261i,-0.00049175-0.00090445i,-0.00015639-0.00016998i,-0.00027139+0.00024723i,-0.00090212-0.00021293i,-0.0002975-0.00037522i,0.00082319-0.0015056i,0.0013381-0.0028602i,0.00076273-0.002559i,6.6083e-05-0.0014698i,4.1017e-05-0.0010937i,-0.00014786-0.00060621i,-0.00061246-3.1417e-05i,-0.00087897-5.083e-05i,-0.00071707-0.00030632i,0.00023918-0.00030615i,0.00061662+0.00058372i,0.00028663+0.00030694i
0.00040808-0.0004191i,-0.00035435-0.00034721i,-0.0003891+0.0003301i,-3.2608e-05+0.0011223i,-0.00040003+0.00049138i,6.4285e-05-0.00020803i,0.0005188-0.00033796i,0.00049268-0.00079117i,-0.00022216-0.00065998i,-0.00084406+9.3019e-05i,-0.00019657+0.00020247i,0.00012435-0.00052942i,-0.00020998-0.00079146i,-0.00024137-0.00054023i,0.00026013+0.00020595i,0.00036843+0.00072718i,0.00052496+0.0010019i,0.00042949+0.0016834i,0.00026471+0.0015823i,0.00023935+0.00060743i,0.00026662+0.00033432i,0.00044995+0.00021525i,0.00072101-3.408e-05i
0.0015596-0.00032546i,0.0028881-0.0007027i,0.0017399+0.00010292i,0.0002754+0.00023981i,0.00026253+0.00028688i,-0.00076209+0.00041064i,-0.00088409-0.00069282i,0.00029536-0.0008355i,0.0013203+0.00010919i,0.0012734+0.00034719i,0.00047279-0.00031i,-0.00041007-0.00030596i,-0.0011705+0.00015402i,-0.0006715+0.00047774i,-0.00034903+0.00053817i,-0.00080258-0.00016735i,-0.00067932-0.00038903i,-0.00013747-4.7487e-05i,6.2518e-05-0.00027433i,9.1889e-05+0.0002009i,-0.00055021+0.0010272i,-0.00086637+0.00047829i,-0.00061387+6.7378e-06i
-0.0020028-0.001451i,8.1388e-05-0.0013338i,0.0015121+0.000352i,0.0012394+0.00057176i,0.00051343+0.0004615i,4.3917e-05+0.0016017i,-5.7507e-05+0.0010892i,-0.0003283-0.00062586i,-0.00028283-0.00063729i,0.00046672+0.000595i,0.00046762+0.00033581i,0.00019003-5.7762e-05i,0.00088039+0.00069928i,0.0011521+0.0012926i,0.00080105+0.0011118i,0.00069206+0.00080363i,0.00075865-0.00020451i,0.00084165-0.0014081i,0.0006696-0.0010985i,-3.7311e-05-0.00077032i,-0.0001504-0.00044231i,9.8734e-05+0.00045001i,0.00049972+0.0006716i
-0.0030173-0.0015099i,-0.0036864-0.0027573i,-0.0023149-0.0029268i,-0.0011167-0.0020146i,-0.0010236-0.00066798i,0.00033204+0.0004151i,0.00026013-0.00076695i,-0.0015044-0.0016826i,-0.0019426-0.0008111i,-0.00072165-0.00081199i,0.00011309-0.00043255i,0.00069264+4.1162e-05i,0.0014117+0.00021585i,0.00094765+0.000932i,0.00048486+0.0013899i,0.00040626+0.00067179i,0.00010539-0.00026798i,0.00040796-0.00038517i,0.0004207-0.00044001i,0.00051374-0.00059029i,0.00057286-0.00056032i,0.00049066+5.1451e-05i,0.00076799+0.00040181i
-0.00014244+0.00079496i,-0.002739-0.00089295i,-0.0023122-0.001666i,-0.00083598-0.0004887i,0.00040454-0.0001693i,0.0012322-0.00093453i,-0.00024884-0.00077413i,-0.0012202+0.00050775i,-0.00059245+0.0013622i,-0.00062737+0.00065413i,-0.00087017-0.0003789i,0.00046635-0.00076907i,0.0011696-0.00075054i,0.00089287-0.00090499i,0.00042187-0.00074823i,-0.00010392-0.00032212i,0.00034364+0.00032921i,0.00034867+0.00071657i,0.00053895-4.5565e-06i,0.00031126+0.00063301i,-0.00039632+0.0011077i,0.00048494+0.00051736i,0.0010089+4.3551e-06i
0.0037214-0.00052045i,0.002033+0.0015056i,-0.0015014+0.00010911i,-0.0017042-0.0011223i,-0.0009038-0.0016138i,-0.00089469-0.0030025i,-0.00036858-0.002623i,0.00069544-0.00104i,0.0010103+4.9447e-05i,0.00070774-2.2395e-05i,0.00063433-0.00035729i,-0.00022061-6.5422e-05i,-0.0010515-0.00019678i,-0.00068946-0.00080482i,3.0418e-05-0.0011249i,0.00019778-0.0012879i,0.00020009-0.00042477i,0.00072431+0.00063383i,0.0013875+0.00067674i,0.00086005+0.00061509i,-0.00031747+0.00042236i,-0.00085664-0.00012488i,-0.00066206-0.00029604i
-0.0010247+0.00034433i,0.00090594+0.0028628i,0.0002194+0.003542i,-0.00084127+0.00071937i,-0.0022288-0.0014716i,-0.0032608-0.0014825i,-0.0019864-0.0008239i,0.00021915-0.00097657i,0.00088936-0.0015025i,0.00032125-0.00096032i,-0.00041775+7.6065e-05i,-0.00091142+0.00012885i,-0.0014309-0.00029601i,-0.0008416-0.00045195i,-0.00036615-0.00010194i,-0.00063171-0.0003346i,-0.00044991-0.0010043i,-5.2908e-05-0.0016885i,-0.00013627-0.0012458i,-0.0002732+0.00018539i,2.4995e-05+0.0010568i,-0.00047067+0.00076071i,-0.00036283+0.0003795i
0.00035491-0.0030145i,0.0023671-0.002992i,0.0026087-0.0013277i,0.0015604-0.00056047i,-9.5971e-05+0.00021821i,-0.0012379+0.0012315i,-0.00055426+0.00014441i,-0.00027131-0.0019323i,-0.00038202-0.0017473i,0.00068529+9.3753e-05i,0.0011112+0.00039883i,7.4052e-05+0.00067108i,-0.00035641+0.0018479i,-0.0003481+0.001501i,-0.00017911+0.00022042i,0.00039892+0.00022892i,2.7998e-05+0.00028767i,-0.00030963-0.00032538i,-6.4257e-05-0.00046136i,-0.00030495-0.00013958i,-0.00015135-0.00049618i,0.00024445-0.00035845i,-0.00037978-0.00023583i
-0.0021986+0.00044059i,-0.0026515-0.0031339i,-0.0021543-0.0028558i,-0.00056296+0.00057178i,0.0017083+0.0019819i,0.0019938+0.001544i,-3.9645e-05+0.00057053i,-0.0020362-0.00035177i,-0.0021741+9.4118e-05i,-0.0004089+0.00033386i,0.00029922-0.00016844i,0.00028997-7.2315e-05i,0.0014131+0.00031176i,0.0023056+0.0010067i,0.0016439+0.0014205i,0.00019098+0.00056156i,-6.615e-05-7.5776e-05i,2.1369e-05+0.00063244i,0.00060356+0.00070269i,0.0022881+0.00035854i,0.0017641+7.0317e-05i,-0.00015251-0.00026305i,-0.00026807-5.5276e-05i
-0.00041776+0.0019086i,-0.0024283+0.001972i,-0.00092158+9.0225e-05i,0.0014795-0.00010185i,0.0011979+0.00095547i,0.00085265+0.00010126i,0.00065335-0.00039732i,-0.0001461+0.00056488i,-0.00031138+0.00155i,-0.00033862+0.0016762i,-0.00069376+0.00053806i,-0.0004958-0.00065615i,0.00054911-0.00070088i,0.001277-7.1076e-05i,0.0013782+0.00051558i,0.00072539+0.00072034i,0.00040391+0.00080847i,0.00072364+0.0006826i,0.0010038+0.00025892i,0.0011301-6.9052e-05i,0.00042847+2.4941e-05i,-0.00026522-0.00017951i,0.00022986-0.00042216i
0.0013683+0.001239i,-0.00069256+0.0026466i,-0.0023881+0.00023047i,-0.00078021-0.0034212i,0.00084331-0.0040863i,0.00035132-0.0022919i,0.00074396-0.00022594i,0.0017154+0.0014599i,0.0025277+0.001715i,0.0016691+0.00056813i,0.00068859-0.0010248i,0.0010426-0.0014622i,0.00088895-0.001443i,0.00040199-0.0016657i,0.00019697-0.0014717i,0.00033795-0.0012277i,0.0012497-0.00035952i,0.0013865-0.00038441i,0.00066072-0.00078588i,0.0005881-0.00014263i,0.00017662+0.00063613i,-0.00023411+0.00023065i,-6.9421e-06-5.0052e-05i
0.0020232-0.0007138i,0.0030249+0.0028223i,-7.3522e-05+0.0037027i,-0.0034858+0.0004125i,-0.0030513-0.0022315i,-0.0012509-0.0011399i,0.00027289-3.7017e-05i,0.0015453-0.00080407i,0.002136-0.0016366i,0.0013696-0.001751i,0.00051906-0.0019638i,5.3276e-05-0.0013028i,-0.0005159-0.0002279i,-0.0012379-0.00030153i,-0.0011948-0.001114i,-0.00061456-0.0013143i,0.00036886-0.00033473i,0.00090664-6.1688e-05i,0.00032413+0.00039663i,4.3902e-06+0.0010774i,-0.00030256+0.0010349i,-0.00051382+0.0007191i,-0.00023692+8.3382e-05i
-0.0017964-0.0039051i,0.0022616-0.0047561i,0.0030829-0.0017771i,-0.00085586+0.00094134i,-0.0043855+0.0021711i,-0.0038307+0.0014876i,-0.0011501-0.0003533i,-0.00070378-0.0017407i,-0.0017027-0.0020363i,-0.00084857-0.0016009i,0.0002017-0.0012804i,1.0739e-05-0.00012128i,-0.00014628+0.002056i,-0.00048437+0.0028661i,-0.00036663+0.0021368i,0.00013171+0.0015407i,0.00072289+0.0013464i,0.0014506+0.0010444i,0.0013333+0.00044288i,0.00020088-0.00024907i,-0.00062451-0.0008669i,-0.00034514-0.00026355i,0.00014548+0.00054563i
-0.0028889-0.0028172i,-0.003519-0.0058477i,-0.00086073-0.005293i,0.0015566-0.00046568i,0.0002267+0.0026577i,-0.0014296+0.0018053i,-0.0016717+2.0344e-05i,-0.0025891-0.00088547i,-0.002931-0.001307i,-0.0016222-0.00090077i,-0.00063564-0.00025626i,-0.00038278+0.00018056i,0.00080923+0.0011334i,0.0015827+0.0012012i,0.0014418+0.0009033i,0.0012897+0.0011139i,0.00077268+0.0010207i,6.4804e-05+0.0009928i,-0.00020531+0.00048232i,-0.00015306-0.00054662i,-0.00010408-0.001101i,-3.4861e-05-0.0013259i,0.00055227-0.0013945i
-0.00087359+0.0036065i,-0.0055265+0.0015389i,-0.0051817-0.0031182i,-0.00046532-0.0039708i,0.0013576-0.00114i,0.00023357-0.00033365i,-0.00096238-0.00044314i,-0.0015764+0.0010747i,-0.0017914+0.0025425i,-0.0004058+0.0014388i,0.0012184-0.00011986i,0.0015886-0.00093376i,0.0013598-0.001691i,0.0013141-0.0015132i,0.0012726-0.0014645i,0.00072336-0.0006802i,0.00037232+0.00067739i,0.00049558+0.00023399i,0.00084856-0.00074011i,9.194e-05-0.0013304i,-0.00042284-0.0018143i,-0.00043974-0.0018157i,-0.0001138-0.0014925i
-0.00066108+0.0015258i,-0.0023396+0.0050244i,-0.0050257+0.0033589i,-0.0038327-0.0010398i,-0.00057956-0.0019692i,0.00040997-0.0010818i,0.000135-0.00039617i,0.0012162+0.0014029i,0.0013294+0.0022934i,0.0011073+0.00052943i,0.0016818-0.0012327i,0.0013311-0.0020432i,-0.00014397-0.0023167i,-0.0012916-0.0021732i,-0.0012347-0.0017819i,-0.00050009-0.00088561i,0.0003137+0.00043764i,0.0010929+0.00083992i,0.0011799+0.00098524i,0.00028148+0.00059953i,-0.00020641-0.00011731i,-0.00044769-0.00040247i,-0.00017395-0.00065799i
0.0050417-0.00033451i,0.0062652+0.0035313i,0.0022106+0.0064832i,-0.0028077+0.0028807i,-0.003005-0.0014178i,-0.0013819-0.0019795i,-0.00018024-0.0014981i,0.0018136-0.0016697i,0.0029071-0.0016814i,0.0021971-0.0016689i,-0.0002271-0.001601i,-0.0017246-0.00097494i,-0.0014735-0.00019551i,-0.0016136-0.00034623i,-0.0021232-0.00060502i,-0.0015174-0.0014294i,-8.4838e-05-0.0017045i,0.00055647-0.0003199i,0.00033875+0.00065917i,0.0003341+0.0008402i,0.0010034+0.00094494i,0.0012024+0.00062945i,0.0006372+8.2559e-05i
-0.0023605-0.0025589i,0.0037299-0.0036157i,0.0066039+0.00062193i,0.0032951+0.0041803i,-0.0012349+0.0032325i,-0.0026505+0.0012687i,-0.0018734+0.00012973i,-0.00088278-0.00089911i,-0.00092125-0.0024276i,-0.0011259-0.0025523i,-0.00021455-0.00047933i,0.00050664+0.00085228i,0.00048412+0.0010936i,0.00085635+0.0017086i,0.0011694+0.0012709i,0.00068546+0.0004743i,0.00015006-9.1658e-08i,-9.6884e-06-9.6301e-06i,0.00042713+0.00076464i,-0.00036564+0.0011913i,-0.0010021+0.00034777i,-0.00018423-0.00039408i,-9.4657e-05-0.00021218i
-0.0067379-0.0020897i,-0.0062545-0.0077646i,-0.00056284-0.009696i,0.0027337-0.0044064i,0.00063229+0.00071007i,-0.00094099+0.0014182i,-0.00093266+0.000138i,-0.0018552-0.00075618i,-0.0025827-0.00022924i,-0.00082503+0.00010645i,0.00076984-0.00040628i,0.0010664-0.00025545i,0.0014234+0.00048491i,0.0020199+0.00043999i,0.0023762+9.227e-05i,0.0017461-0.00055812i,0.00043012-0.00034617i,-0.00010682-0.00027678i,-0.00053895-0.00078075i,-0.0010509-8.2342e-05i,-0.00096937-6.8249e-05i,-0.00069891-0.00072837i,-0.00058116-0.00036074i
0.0011475+0.0053305i,-0.0049724+0.0018425i,-0.0051786-0.005399i,-0.00086865-0.0078768i,0.0015204-0.0040439i,0.0012035-0.00070267i,0.00031664+0.00016404i,-0.000403+0.00049768i,-0.0012955+0.00047414i,-0.00040217-0.0001511i,0.0012157-0.00038397i,0.0013092-0.00010195i,0.0012788-0.00095687i,0.00081967-0.0017091i,-6.4537e-05-0.0013008i,-0.00075976-0.00079507i,-0.00072218-0.0011325i,-6.0576e-05-0.00085032i,-0.00041596-0.00013807i,-0.00094014-9.7759e-05i,-0.00050682+0.00034202i,4.5168e-05+0.0004191i,0.00066838-0.00024385i
0.0045026+0.0059369i,0.00034241+0.0098546i,-0.0048499+0.0059873i,-0.0058892-0.0018382i,-0.0033172-0.0042721i,-0.00081705-0.0030485i,0.00015252-0.0010383i,0.0012106+0.001222i,0.0020615+0.0020862i,0.0020179-0.00015645i,0.0015463-0.0018553i,0.00056048-0.0011395i,-0.0013785-0.00080272i,-0.0021741-0.0017222i,-0.0010552-0.0011649i,-0.00014197+0.00078598i,-0.00027607+0.0010768i,-0.00043786+0.00043619i,0.00013595+0.00013323i,0.00071545+0.0003593i,-0.00031679+0.00021082i,-0.00079384-0.00014729i,-2.0894e-05+0.00026874i
0.004199-0.00074271i,0.0071422+0.0060082i,0.0038436+0.010792i,-0.002057+0.0075514i,-0.0031686+0.0016534i,-0.00096808-0.0011741i,0.0002552-0.0008871i,0.00077103-0.00065625i,0.00093142-0.0013105i,-1.036e-05-0.0022369i,-0.00020404-0.0023498i,0.00019693-0.0015417i,-0.0015339+0.00017623i,-0.002631+0.00094552i,-0.0012716+0.00068003i,0.00075874+0.00013819i,0.0016981-0.00044148i,0.0008755-9.1789e-05i,-0.00037499+0.00019483i,-9.0396e-05+0.00031337i,0.00082748+0.00011869i,0.00053933-0.00055305i,0.00013009-0.00050571i
9.928e-05-0.0071583i,0.006315-0.0083493i,0.0092314-0.0023949i,0.0055975+0.0037704i,0.00047362+0.0032106i,-0.0013917-0.00020568i,-0.00076841-0.0010469i,3.0671e-05-0.00097054i,-0.00014201-0.0018079i,-0.00033734-0.0015186i,7.4384e-05-0.00069283i,-0.00013368-1.068e-05i,0.0005249+0.0010754i,0.0011508+0.0019282i,0.0010613+0.0018182i,0.0010422+0.00056138i,0.00065121-0.0011411i,0.00042686-0.0010599i,0.00014803-0.00013574i,-0.00050781-0.00047167i,-0.00035362-0.00065879i,-0.00012085+0.00028044i,-0.00077099+0.00091104i
-0.0072144-0.003711i,-0.0058025-0.010874i,0.0008647-0.012083i,0.0046547-0.0071929i,0.0029013-0.0012779i,-0.00071697+0.00091489i,-0.0013502-0.00018853i,-0.00067679-0.00091999i,-0.00060556-0.00078135i,-0.00024817-0.00028861i,0.00053617+0.00020918i,0.0013463-0.00010769i,0.0026136-0.00050031i,0.003104-0.00084594i,0.0019572-0.00029588i,0.00033798+0.00050718i,-0.00038539+0.00082763i,-0.00068902+0.00035927i,-0.00095985+0.00020559i,-0.00076803+0.00081607i,-0.00048674+0.0008641i,-0.00026906+0.00049834i,2.0956e-05+0.00040823i
-0.0048368+0.005431i,-0.010847+0.0020424i,-0.010756-0.005637i,-0.0047127-0.0086227i,0.0001634-0.0047315i,0.0012485-0.00021796i,0.00045334+0.00068003i,-0.00070111-0.00016204i,-0.00068944+0.00024377i,0.00067295+0.00074959i,0.0011172+9.0475e-05i,0.0009659-0.00088846i,0.00050042-0.002347i,-0.00036549-0.002801i,-0.0016663-0.0012296i,-0.0018507-0.00044012i,-0.0010595+0.00012477i,-0.00031983+0.0011214i,0.00063893+0.00063643i,0.00018683-0.00043989i,-0.00020559-0.00052994i,0.00054482-0.00016624i,0.00032708-0.00013205i
0.0044218+0.0085668i,-0.00094704+0.013643i,-0.0069514+0.010487i,-0.0078873+0.0026914i,-0.0036893-0.0019318i,-0.00011665-0.0014045i,0.00031563+0.00016321i,2.4078e-05+0.0012334i,0.00069145+0.001322i,0.0015168-0.00011759i,0.00095569-0.00077312i,-0.00095821-0.00068725i,-0.0024595-0.0011333i,-0.0022792+0.00010638i,-0.0014147+0.0017428i,0.00014309+0.0021943i,0.0011247+0.0017615i,0.00068345+0.00067427i,0.00014348-0.00049966i,0.00015451-0.00080302i,0.00023565-0.00012943i,0.00028049-0.00060318i,0.00089286-0.0012185i
0.0087539-0.0022448i,0.011096+0.0055844i,0.0051909+0.012842i,-0.0016285+0.011736i,-0.0025848+0.0056681i,-0.00080871+0.00080431i,0.00040332-0.00086375i,0.0005412-0.00029998i,0.00036492+0.00015404i,0.00018553-0.00070059i,0.00040902-0.0010763i,0.00073336-0.00045224i,0.00047801+0.00096392i,0.00054647+0.0027194i,0.00052026+0.0022768i,0.00020826+0.00060717i,0.00058299-0.00015438i,0.0011079-0.00023204i,0.0007071-0.00032605i,2.4624e-05-0.00096953i,-0.00011045-0.0012454i,-0.00047867-0.0006711i,-0.0011418-0.00078654i
-0.00098485-0.0091683i,0.0070914-0.0092549i,0.010973-0.0036964i,0.0084793+0.0021584i,0.0034364+0.0035614i,0.0011123+0.0011801i,0.00088979-0.0007893i,0.00056278-0.0010281i,0.00021119+0.00036813i,0.00057822+0.00058736i,0.0013547-0.00031245i,0.001957-0.00025817i,0.0024466+0.00013028i,0.0020737-0.00017199i,0.0018651-0.00042643i,0.0017589-0.00065856i,0.00076557-0.00040434i,-0.00048522+0.0012535i,-0.00066642+0.0013708i,-4.5512e-05+0.00051274i,-0.00021321+6.3519e-05i,-0.00022616-7.1057e-05i,0.00057592+0.00050836i
-0.011336-0.0033722i,-0.0094275-0.011382i,-0.00192-0.014051i,0.0043273-0.0098685i,0.0043867-0.0037323i,0.00053266-0.0018501i,-0.00035263-0.0018632i,0.00095725-0.0014126i,0.0010422-0.00091716i,0.00076194-0.00041013i,0.0003767-0.00047004i,0.00057929-0.00090089i,0.0024316-0.0020201i,0.0030811-0.0023957i,0.0021296-0.0023391i,0.00048076-0.0020266i,-0.0010283-0.00098814i,-0.00040281+0.00053948i,-0.0001955+0.0011706i,-0.00054798+0.00010228i,-2.1561e-05-0.00077961i,0.00054185+2.367e-05i,0.00010347+0.00067419i
-0.0066821+0.010199i,-0.015146+0.0044455i,-0.016608-0.0036223i,-0.010745-0.0077065i,-0.0049008-0.0064931i,-0.0028172-0.0029798i,-0.0025373-0.0015969i,-0.0019819-0.0015118i,-0.00032001-0.0003143i,0.0011922+0.00083517i,0.00066217+7.9262e-05i,-0.000533-0.0014133i,-0.0011521-0.0027478i,-0.0010057-0.0032486i,-0.00060758-0.0011103i,-0.00083255+0.00096466i,-0.00116+0.00066184i,-0.00015075+0.00037772i,0.00032417+0.0001628i,-4.229e-05-0.00014787i,0.00017367-0.00010934i,7.1328e-05-0.00042747i,0.00030603-0.00033965i
0.0085886+0.010505i,0.0029366+0.016652i,-0.0054832+0.013329i,-0.0089965+0.0057487i,-0.006902+0.0007954i,-0.0040573+0.00029843i,-0.0022105+0.0010762i,-0.0017211+0.00084133i,-0.0013145-0.00025524i,-0.00055311-0.00041572i,-0.00054974-9.7795e-05i,-0.0015033+0.00032558i,-0.003088+0.00092268i,-0.0035448+0.0011347i,-0.0025892+0.0015756i,-0.0011852+0.001211i,-0.00015562+0.0011005i,0.00020519+0.0004215i,2.9485e-05-0.00078372i,-2.8206e-05-0.00084875i,-9.2261e-05-0.00071121i,-0.00011669-0.00044084i,0.00035103-0.00055859i
0.014061-0.001202i,0.017358+0.0067255i,0.012849+0.012442i,0.0063493+0.011974i,0.0018637+0.0077403i,0.00069942+0.0042042i,0.00011785+0.0022715i,-0.00073189+0.00066319i,-3.5105e-05-9.173e-05i,0.00097493+0.00014351i,0.00029589-8.0301e-05i,-0.00041668+0.00028292i,-0.00058552+0.0020266i,-0.00057378+0.003253i,-0.00037254+0.0022164i,-0.00032068+0.00027221i,0.00014833-3.7151e-05i,0.00065821-0.00048177i,0.00023095-0.00068928i,-0.00052665+0.00024665i,-0.0013192-9.0048e-05i,-0.0013682-3.0188e-05i,-0.00046747+0.00038675i
-0.0020054-0.013161i,0.0073427-0.014326i,0.013337-0.0084076i,0.012869-0.0021239i,0.0084939+0.0011314i,0.0051606+0.00031341i,0.0036846-0.0016635i,0.0022029-0.0010097i,0.00061104-0.00016172i,0.00022895-0.00011769i,0.0010528-0.00053805i,0.0022348-0.00066681i,0.0022+0.00079494i,0.0017918+0.0015025i,0.0014383-7.5751e-05i,0.00078012-0.0013755i,0.00039216-0.0014604i,0.00070334-0.00060635i,0.00065889+0.00077032i,0.00039864+0.0011743i,0.00018739+0.00056976i,-0.00078349-8.7256e-05i,-0.0011442+0.00017196i
-0.016376-0.0055441i,-0.014686-0.016152i,-0.0087717-0.019732i,-0.0032914-0.016729i,0.0012947-0.011866i,0.0020016-0.0077568i,0.0011785-0.005693i,0.0017492-0.0034128i,0.0012467-0.001479i,0.00011544-0.0010373i,0.00019708-0.0015671i,0.00089938-0.0025293i,0.0026397-0.0033905i,0.0031732-0.0029928i,0.0014306-0.0020587i,-0.00028927-0.0016944i,-0.0001175-0.00088635i,0.00056444-0.0002008i,0.00030407+0.0003718i,0.00011693+0.00069725i,2.0413e-05+5.5224e-05i,-0.00023851-0.00010369i,-0.00066775+0.00012473i
-0.010575+0.01223i,-0.018286+0.0080124i,-0.019966+0.0006636i,-0.016279-0.0035111i,-0.010994-0.0043249i,-0.0072-0.0024131i,-0.0047276-0.0019461i,-0.0024015-0.0031963i,-0.00084608-0.0027812i,-0.00019765-0.0013489i,-0.00062573-0.00070223i,-0.0022306-0.0014695i,-0.0021401-0.0032643i,-0.0015872-0.0038732i,-0.0012888-0.0029043i,-0.00065569-0.0014199i,-0.00051911+0.00012523i,-6.346e-05+0.00040323i,0.0015536-0.00068116i,0.0015053-0.00091166i,0.0012487-0.00041962i,0.001518-0.00030192i,0.0012492+0.00028172i
0.010331+0.015779i,0.0047589+0.021953i,-0.0010736+0.020838i,-0.0055122+0.015692i,-0.0082822+0.0093435i,-0.0067784+0.0061388i,-0.0047993+0.004768i,-0.0042032+0.001694i,-0.0028127-0.00041533i,-0.0012514-0.00027866i,-0.00095734+0.0004737i,-0.0030677+0.0013019i,-0.004541+0.0012662i,-0.0033344+0.0016237i,-0.0013884+0.0015172i,5.8123e-05+0.0010205i,0.00025333+0.00090802i,-0.00041163+0.00065634i,-0.0011253-0.00018647i,-0.0015428-0.0010555i,-0.0010206-0.00099973i,-0.00010542-0.00078747i,0.00075147-0.00088295i
0.020452-0.00042996i,0.024355+0.0074623i,0.022294+0.011085i,0.017554+0.010121i,0.0105+0.0075137i,0.004611+0.0051637i,0.0017231+0.0048337i,0.00037672+0.0041155i,0.0004373+0.0023276i,0.0012769+0.00088324i,0.0020287+0.00085389i,0.0006212+0.0022321i,-0.0017442+0.0030764i,-0.0019772+0.0034096i,-0.0007438+0.0026388i,0.00030458+0.0013779i,0.00087763+0.00076412i,0.00096948+0.00017149i,0.00027032-7.5529e-05i,-0.00066656+0.00014415i,5.4286e-05+0.00014528i,0.00064843+3.2576e-05i,-0.00016256-0.00072678i
0.0045043-0.021002i,0.012073-0.023505i,0.014101-0.021138i,0.012773-0.015715i,0.010519-0.0082127i,0.0078896-0.0040507i,0.0063437-0.0017493i,0.0046678+0.00064995i,0.003005+0.00094102i,0.002482-0.0011275i,0.0022937-0.0024432i,0.0030939-0.0011314i,0.0041068+0.00048622i,0.0035463+0.00096789i,0.0018233+0.00025628i,0.001132-0.00041968i,0.00080881-0.00030754i,0.00031891-0.0002791i,0.00021749-0.00024431i,-0.00025764+0.0001187i,-0.0011194-0.00039573i,-0.0012596-0.00084853i,-0.0014146-0.00011869i
-0.018072-0.014225i,-0.017585-0.022441i,-0.015977-0.023258i,-0.014179-0.019089i,-0.0096309-0.013649i,-0.0040843-0.0089923i,0.00062716-0.0064518i,0.0024434-0.0042952i,0.0015898-0.0011995i,0.000258-0.00066365i,-0.00078003-0.001819i,0.00055581-0.0024413i,0.0027468-0.0034869i,0.0031482-0.0040531i,0.001678-0.0030581i,-0.00055051-0.0016854i,-0.0014435-0.000655i,9.164e-05-0.00050698i,0.0011024-0.00020404i,4.9823e-05-0.0002316i,-0.00088845-5.2479e-06i,-0.00082348+0.00036463i,-0.0002771+0.00067816i
