-0.00027181-0.0028781i,-0.0010589-0.0028905i,-0.0021333-0.0018843i,-0.00080254-0.00022276i,0.00026838+0.0017676i,0.00015593+0.0037284i,0.0008375+0.0034169i,0.0012281+0.0019046i,0.0010415+0.0004834i,0.0012827-0.0011065i,0.0011558-0.0011063i,0.00017678-0.00044776i,-0.00028042-0.00059338i,0.00025825-0.00040274i,-2.2606e-05+2.9466e-05i,-2.7804e-05+0.00028528i,0.00019247+8.3282e-05i,-9.844e-07-0.00048562i,-0.00058342-0.00034096i,-0.00060228-0.00045573i,0.0002206-0.00087457i,-4.6873e-05-0.00038666i,0.00020599+8.8175e-05i
0.0016546+0.0043548i,0.0026242+0.0044013i,0.0016491+0.0023018i,0.00028147+0.0010356i,-5.9535e-05+0.0012915i,0.00018258+0.0023369i,0.00087562+0.0025538i,0.0010414+0.001478i,0.00019826+0.00066301i,-0.00055404-0.00044325i,-0.00094654-0.00086548i,-0.0010203+0.00034908i,-0.00059951+0.0012268i,0.00037551+0.0001228i,0.00061374-0.00041973i,-4.9469e-05-0.00022031i,-0.00051514-4.877e-05i,-0.00055424-9.2338e-05i,-0.00019272+0.00037079i,0.00018585+0.00075562i,0.00042564-0.00010998i,0.00069307+1.3034e-05i,0.00064584+0.00041648i
-0.0026253-0.0030512i,-0.0023187-0.004308i,-0.00097204-0.0027621i,0.00066375-0.001077i,0.0010794-0.00057423i,0.00075515-0.00073073i,0.0011009-0.00059067i,0.00017929-0.00053102i,0.00012609-0.00029535i,0.00116+9.1177e-05i,0.0010221-6.011e-05i,0.001212-0.00051576i,0.00032325-0.00043629i,-0.00096803-0.0012675i,-0.00074918-0.002159i,-0.00049281-0.0019352i,-0.00025552-0.0009288i,-0.00070571-0.00079453i,-0.0010904-0.0010595i,-0.00069096-0.00076752i,-0.00046938-0.00021152i,-0.00028189+0.00019423i,6.7693e-05+7.2152e-05i
0.0057109-0.0058675i,0.0044263-0.0064767i,0.0028257-0.0049541i,0.0013904-0.0018251i,0.00091657+0.0011687i,0.0018002+0.0037026i,0.002315+0.003709i,0.0020157+0.002053i,0.00087502+0.00053256i,-0.00028068-0.00021163i,-0.00088866+0.00067642i,-0.00099189+0.0015785i,-0.0002208+0.0018606i,0.0010621+0.0013256i,0.0010485+0.00055852i,0.00045149+0.00013715i,0.00030257-0.00034824i,0.00020078-0.00017486i,-8.2112e-06+0.00050661i,0.00029691-8.8584e-05i,0.00043895-0.0010431i,0.00058933-0.00053527i,0.00061127+0.00047847i
0.003862+0.0018745i,0.0021908+0.0021484i,0.0012922+0.0015597i,0.0002785+0.0016445i,-0.00090816+0.002403i,-0.0018166+0.0030147i,-0.0016969+0.002851i,-0.00094513+0.0010228i,-0.00017071-0.00042669i,-0.00024302-5.3238e-05i,-0.0009289+0.00081193i,-0.00068262+0.00086158i,0.0002337+0.00049999i,-2.2253e-06+0.0005817i,-0.00022083+0.00097706i,8.4447e-05+0.00087213i,0.00053133+8.5431e-05i,-0.00032501+0.00020163i,-0.0011394+0.00040995i,-0.00032563+0.00025972i,-6.7259e-05+0.00012297i,-0.00014922-3.7188e-05i,0.00042454+0.00024407i
0.0011916-0.0020657i,0.00080156-0.0023009i,-0.00036213-0.0013193i,-0.0012008+6.0445e-06i,-0.00080182+0.00031211i,-0.00080421+0.00052355i,-0.00099422+0.00089631i,-0.0010675+0.00053038i,-0.00077445-0.00017828i,0.00027651-0.00019438i,0.0002177-3.9347e-05i,-0.00035459+4.3e-05i,-0.0001292-0.00041826i,-0.0003586-0.00088836i,-0.00064798-0.00073423i,-0.00027203-7.1326e-05i,5.4805e-05+0.00051552i,0.00010281-6.1828e-05i,2.0677e-05-0.00015909i,-0.0004648+0.00085181i,-0.0003911+0.00086759i,0.00043161+0.00082535i,0.001073+0.0010068i
-0.00017016-0.00057293i,4.6474e-05+0.00021888i,0.00079099+0.00057231i,0.00099387+0.0010895i,0.00048959+0.0015614i,0.0013355+0.0021128i,0.0024639+0.0022591i,0.0020644+0.0019342i,0.00057719+0.00069448i,-2.6017e-07+0.0002558i,-0.00034611+0.00070262i,-0.0011456+0.00056308i,-0.00051008+0.00079774i,-0.0001018+5.3605e-05i,-0.00036626-0.00064313i,0.00021375-0.00049452i,0.0014508+1.5746e-05i,0.0017196+0.00098044i,0.001145+0.0011758i,0.00055694+0.00030708i,-0.00012021-0.00031614i,-0.0002787-0.0004326i,2.3088e-05-0.00035211i
0.00094829+0.0002841i,0.00046448-0.00065942i,-0.000331-0.001175i,-0.00096975-9.7332e-05i,-0.00018553+0.0014272i,0.00047728+0.0021792i,0.00038816+0.0020233i,-5.1596e-05+0.00052214i,-0.00015685+0.00015595i,0.00026697+0.00046811i,0.00013306+0.00043071i,8.9974e-05+0.00050786i,-0.00030167+0.00097541i,-0.0010293+0.00046358i,-0.00082874+8.7099e-05i,-0.00076656-8.5557e-05i,-0.00058255-0.00085476i,-6.8313e-05-0.00080938i,0.00062766-9.1337e-05i,0.0014512+0.00013239i,0.001154-0.00026192i,0.00034824-0.00042513i,-0.00051222-0.00053915i
-0.00154-0.0035607i,-0.00037327-0.0041121i,-0.00022176-0.0022983i,0.00072507-0.0014233i,0.0016033-0.00033939i,0.0017654+0.0017272i,0.0010905+0.0020118i,0.00047707+0.00014833i,-0.00016386-0.00084855i,-0.00035186-0.0007943i,7.3534e-05-0.00065624i,0.00078798-0.00070045i,0.00049281-0.0011042i,-6.982e-05-0.0011298i,4.3949e-06-0.00064061i,-0.00010156-0.00028926i,8.2281e-05-0.00012117i,0.00083219+0.00086332i,0.0007797+0.0014271i,4.0015e-05+0.00035743i,2.7784e-05-0.00020612i,0.0003432+0.0001935i,0.00083294+0.00067055i
0.0018392-0.0031076i,0.003206-0.0015624i,0.0013161+0.00067201i,-0.00096627+0.0013961i,-0.0012025+0.0024172i,-0.00060301+0.0028528i,0.000802+0.0015978i,0.00043077+0.00050688i,-0.00075149+0.0004584i,-0.00079829+0.000986i,-0.00015394+0.0011044i,-2.1494e-05+0.00093172i,-7.6809e-06-5.0773e-05i,0.00026255-0.00042387i,0.00042429-0.00028409i,-4.7498e-05-0.00042039i,-0.00060703-0.00052872i,-0.00069945-0.00012514i,-0.00056124+0.00069719i,-0.00073764+0.00015299i,-0.00065382-0.0010407i,0.00025662-0.00099823i,0.00075181-4.1828e-05i
-0.0018998-0.0016052i,-0.0025612+0.0013478i,-0.0027039+0.0031669i,-0.0015395+0.0033179i,-5.1559e-05+0.0022644i,0.0006117+0.0015942i,-3.2728e-05+0.00083447i,-0.00025751-1.1884e-05i,-8.9008e-05-0.000101i,-0.00013613+0.00023611i,-0.00029638-0.00024772i,5.2974e-05-7.3395e-05i,0.00039544+0.00047197i,0.001005-0.00042118i,0.0011273-0.0014527i,0.00065653-0.00099452i,0.00067227-0.00031973i,0.00065927-0.00071105i,0.000485-0.0010751i,0.00011652-0.00093718i,6.5319e-05-0.00040484i,0.00025736-6.9252e-05i,0.00026604-8.1685e-05i
0.0031073-0.00546i,0.00053953-0.0071493i,-0.00094754-0.0056441i,-0.00078678-0.0021641i,-0.00074209+5.4607e-05i,-0.00027109+0.00095103i,5.38e-05+0.001662i,-0.00040003+0.00087089i,-0.00097909-0.00052397i,-0.0011859-8.1184e-05i,-0.0013214+0.00061144i,-0.00078966+0.00040574i,0.00036022-7.0191e-05i,0.00057908-3.7079e-05i,-0.00045207+2.5829e-05i,-0.00027946-0.00057067i,0.00020027-0.0003167i,0.00020536+0.00025558i,0.00010138-8.1592e-05i,0.0001288-0.00036797i,-0.0001459-5.8754e-05i,-0.00043985+0.00064097i,-0.00049858+0.00057778i
0.0013487-0.0014732i,0.0026548-0.0019843i,0.0026347-0.002561i,0.0020006-0.0013145i,0.0013308+0.00061202i,0.0010438+0.0012755i,0.001224+0.00056564i,0.0010246+0.00049182i,6.6472e-05+0.00041038i,-0.00022244-0.00053309i,0.00046742+4.948e-06i,0.00063284+0.0010251i,0.00065329+0.00078206i,0.0011377-0.00016415i,0.0010436-0.00035854i,0.00046475-4.7493e-05i,-0.00098981+7.4739e-05i,-0.0014779-0.00032608i,-0.00076747-0.00043532i,-0.00016975-0.0010073i,0.00068016-0.0010219i,0.00035728-0.00058906i,-0.0005818+0.00034541i
0.001069+0.0012031i,0.0015344+0.0018086i,0.0016567+0.003096i,0.0025473+0.0026349i,0.0019187+0.0018404i,0.00089149+0.00060314i,0.00040002-6.2775e-05i,-0.00035869-0.00028179i,-0.0011887-0.00026478i,-0.0015905-1.3283e-05i,-0.0012242+0.00018071i,-0.00092175+0.00010158i,-0.00077343+0.00025368i,-0.00053445-0.00014471i,1.2216e-05-0.00045989i,0.00062674-1.1658e-05i,0.00084194+0.00039748i,-0.00010043+0.00021985i,-0.00068302+0.00061605i,-0.00049378+0.00056775i,0.00024226-0.00020216i,0.0003781-1.195e-05i,0.0003178+0.00030802i
0.00053266-0.0014867i,0.00050445-0.0015195i,8.6956e-05-0.00074201i,-0.00034229-0.00014149i,-0.00018594-0.00011987i,0.00038455+0.00051687i,0.00081658+0.00084063i,0.00064337+0.00011734i,-0.0004177+2.3785e-05i,-0.00072336+0.0010542i,0.00011715+0.0015856i,0.00025848+0.0010467i,0.0003479+0.00039838i,0.00061943-0.00026269i,0.00048643-0.00054661i,0.00033964-0.00038131i,-1.3674e-08-0.0002842i,-0.00062161-0.0011313i,-0.00087043-0.0016973i,-0.00056528-0.00078097i,-0.00028465+0.00035982i,-0.00031107+0.00039937i,-0.00077375-1.1942e-05i
0.0022989-0.003564i,0.00084942-0.0017361i,-0.00079324-0.00025412i,-0.0017527+0.0013913i,-0.0016943+0.0031968i,-0.0012667+0.0040243i,0.00052634+0.003629i,0.0015807+0.0019842i,0.00088586+0.0001847i,0.00040165-0.00042046i,8.0578e-05-0.00057009i,5.4385e-05-0.00055439i,0.00075105+0.00027015i,0.0010859+0.00099864i,0.00047574+0.00059406i,-0.00032506-0.00037303i,-0.00035916-0.00047256i,-0.00011721-0.00017756i,0.0006649-0.00033195i,0.00055719-8.5663e-05i,0.00013684+0.00012889i,5.5357e-05-0.00046633i,-0.00018571-0.00027455i
-0.0018234+0.004087i,-0.002283+0.0025099i,-0.0014028+0.0011113i,-0.0008898+0.00036442i,-0.00032784+0.00071829i,-0.00027582+0.001652i,-0.00041845+0.0017215i,-0.00058709+0.00084528i,-0.0012694+0.00031755i,-0.00071388-0.00011806i,0.0003045-0.0011362i,-0.0003406-0.0008329i,-0.00047331-0.00050488i,-0.00037675-0.00070217i,-0.00096288-0.0004888i,-0.00029305-0.00035543i,0.00049048-0.00029553i,0.00076558+4.3254e-05i,0.00061189-0.0001878i,0.00041567-0.00028512i,5.7985e-05-0.00038093i,-0.00026357-2.2744e-05i,-0.00030056+0.00023488i
-0.00079803-0.0031178i,-0.00028534-0.0039425i,0.00027454-0.0022096i,0.0015018-0.00032419i,0.0020512+0.00048809i,0.0018254+0.0005395i,0.0015602+0.00038701i,0.00078918-7.672e-05i,-0.00038133+5.8036e-05i,-0.00082909+0.00077606i,-0.00079026+0.00047318i,-0.0012405-0.00031858i,-0.00065105-0.00039506i,0.00096873-0.0012351i,0.0015327-0.0020541i,0.00087868-0.00070792i,-3.2256e-05-0.00078243i,-0.00084715-0.0012944i,0.00014112-0.00072949i,0.00068684-0.00073494i,0.000785-0.00059372i,0.00087608+0.00027397i,0.00046768+0.00046613i
0.0024133-0.0017976i,0.0010881-0.0015904i,0.00012881-0.001883i,0.00019049-0.00072163i,-0.00028182+0.0013848i,-0.00077143+0.0029561i,0.00013319+0.0032603i,0.001063+0.0020795i,0.00048595+0.0011259i,-0.00051253+0.00096863i,-0.00042709+0.00070602i,-0.00019825+0.0005426i,-0.00061722+0.0009277i,-0.00096296+0.0012926i,-0.00075365+0.00083791i,-0.00056699-0.00013445i,-0.00022927-0.00031404i,0.00012907+4.1242e-05i,0.00080684+0.00031322i,0.00093239+5.5811e-05i,0.00013353-0.00047103i,-0.00030754-0.00041373i,-0.00086844-0.00024199i
-0.0020622-0.002326i,-0.0025697-0.0016623i,-0.001956-0.00055843i,-0.0012694+0.0015288i,-0.00097714+0.002453i,0.00026026+0.0019465i,0.00096203+0.00069849i,0.00051959+0.00019393i,5.8179e-05-1.8033e-05i,0.00068026-0.0002543i,0.00083974-0.0002919i,-0.00013154-0.0001891i,-0.00041266-0.00046055i,0.0005989-0.0007702i,0.00082995-0.00067484i,0.00047741-0.00023546i,4.0104e-05-0.00012751i,-0.0002384+0.00013056i,0.00017983+0.00059995i,0.00031497+0.00037273i,0.00040685+0.00018443i,0.00024037+0.00037226i,-0.00020885+2.2209e-05i
0.00030075-0.0029386i,0.00070127-0.0021959i,-2.1434e-05-0.00052923i,-0.00064784+0.0003315i,0.00016875+0.00056317i,0.0014832+0.0018538i,0.0019369+0.0021376i,0.0012983+0.0013806i,-0.00023112+0.00084424i,-0.0011253+0.00077533i,-0.00062394+0.00045162i,2.6602e-05-0.00021007i,0.0003813-0.001234i,0.00042865-0.0016986i,0.00048528-6.8452e-05i,0.00028569+0.00072608i,-0.00017702+0.00030839i,0.00053107+4.3837e-05i,0.0011132-0.00069435i,0.00044649-0.00066788i,0.00029806-0.00020851i,-0.0001202+0.00071134i,0.00016283+0.0013118i
0.0031099+0.00055951i,0.0038325-0.00041844i,0.0020785+0.00023251i,0.00033138+0.0005503i,0.00023613+0.00089684i,0.00033818+0.0014194i,0.00025853+0.0011907i,0.00046946+0.00040179i,0.00043086+0.00023445i,0.00049852+0.00016638i,0.00050825-4.273e-06i,9.5559e-05-0.00053248i,-0.00039019-0.00029864i,-0.0010457+0.00029365i,-0.0012063-0.00021223i,-0.00066743-0.00061585i,9.2297e-05-0.00068187i,-0.00025251-0.00081195i,-0.00072962-0.0010381i,-0.00018119-0.0010202i,0.00014582-0.00023703i,0.00017869+0.00047345i,0.00034864+0.00020077i
0.00051993+0.00028736i,0.00047479+0.00049096i,0.00074965+0.0011807i,0.00087041+0.0010645i,0.00076857+0.00064509i,-0.0001051+0.0011898i,-7.2151e-05+0.0012352i,0.000453+0.00059026i,0.00022258+0.00017216i,0.00026091+0.00079036i,0.00069915+0.00053919i,0.00078709-0.0010377i,0.0012506-0.0013674i,0.0014642-0.0010027i,0.00020431-0.00067913i,-0.00058307-0.00051295i,-0.00022022-0.0001358i,0.00025913+0.00062332i,0.00015001+0.00083041i,-0.00010295+0.00030939i,-0.00035286+0.00020709i,-0.00040032+0.00019162i,-0.0001134+4.7688e-05i
0.00077417-0.00038652i,0.0001873-0.00045832i,6.8929e-05+0.00049412i,0.00068082+0.00073786i,0.0012587+0.00051423i,0.002036+0.0012461i,0.0013542+0.0011667i,-0.00019335+0.0012446i,-0.0012427+0.0010402i,-0.00027387-0.00067222i,0.00054652-0.0013846i,0.00095519-0.0012724i,0.00093787-0.0011584i,0.00040207-0.00077541i,0.00056481-0.00067995i,0.00025554-0.00097484i,-0.00011593-0.00059587i,5.1005e-05+7.2006e-05i,-0.00039672+6.9204e-05i,-0.0011964-0.00020986i,-0.0014619-0.00051403i,-0.0010115-0.00066623i,-3.9319e-05-0.00032773i
0.0016296-0.00054889i,0.0013387-0.0005092i,0.0001236+0.00037438i,-0.00080451+0.00185i,-0.00073916+0.0021489i,9.7989e-07+0.001987i,0.00085677+0.0013171i,0.00083268+0.00059772i,-8.9268e-05+1.841e-05i,-0.00062988+0.00026216i,-0.0004961+0.00090484i,-0.00069497+0.00062674i,-0.00094309+0.00047259i,-0.00030166+0.00022936i,8.3636e-05+1.2097e-05i,-0.00052478+0.00017095i,-0.00053762+0.00010813i,-0.0004046+0.00032681i,-0.00067599+0.00031209i,-0.00084789-0.00012586i,-0.00097424-0.00074168i,-0.00086886-0.00016171i,-0.00051679+0.00051973i
0.0037604-0.00077281i,0.0026495-6.4531e-05i,0.0020143-5.183e-05i,0.00068816-0.00013143i,-0.00062703+0.00025382i,-0.00060306+0.0017926i,-0.00081126+0.0023926i,-0.00040035+0.00095469i,0.00037068+0.00031736i,-4.9934e-05+8.3879e-05i,-0.00019974-1.0163e-05i,0.00075724+0.00049512i,0.00058696+0.00063946i,0.00083299+0.00078611i,0.0002147+0.00037799i,-0.00051803+0.00023291i,-0.00064795-8.7656e-05i,-0.00043425-0.00071085i,-8.4689e-06-0.00040564i,-0.00013079+0.00024221i,5.3872e-05-0.0002582i,0.00027427-0.00038886i,0.00043936+0.00015103i
-0.0018984+0.00027187i,-0.0030817-0.00061626i,-0.0030153-0.00028259i,-0.0013528+0.00061164i,0.00052613+0.0013942i,0.0013269+0.0020699i,0.0011938+0.0016161i,0.00090662+0.00064599i,0.00040157+0.00044387i,0.00083759+0.00061443i,0.0014133+7.9164e-06i,0.0011658-0.00043719i,0.00069984-0.00021973i,0.00045577-0.00080619i,0.00068624-0.0011221i,0.0003113-0.00024618i,-0.00050943+0.00043518i,-0.00081914-0.00023779i,-0.00050585-0.00060674i,-0.00022264-0.0007248i,-0.00079824-0.00061813i,-0.0011385-0.00043609i,-0.0010175+1.0553e-05i
0.0018868-0.0048315i,0.00054968-0.0051779i,3.9462e-05-0.0034416i,0.00032316-0.0010519i,0.0003297+0.0008188i,0.00076191+0.0020998i,0.0011221+0.0022304i,0.00053926+0.00077636i,-0.00047117-0.00035795i,-0.00063014-0.00056438i,-0.00081807-0.00022742i,-0.0011981+0.00018034i,-0.00087189+0.00068077i,-0.0006752+0.0017808i,-0.00063296+0.0016172i,-0.00026564+0.00066099i,0.00021664+0.00043088i,-5.5183e-05-2.3528e-05i,-0.00022308-0.00036715i,0.00061497-0.00018016i,0.0012355-0.00020381i,0.00078893+0.00042643i,0.00028127+0.0006276i
-0.0017606-0.00079992i,-0.00086504-0.0014177i,0.00056131-0.00014147i,0.0015048+0.0015162i,0.0016777+0.0020156i,0.001892+0.0025061i,0.0022753+0.0016357i,0.0015266+0.00074705i,0.00068075+0.00075512i,0.0011996+0.00071832i,0.00098288+0.00059873i,0.00063646+0.00036818i,0.0013388+0.00026151i,0.0019356+8.9732e-05i,0.0015771-0.00032944i,0.00042115-0.00060508i,-7.1306e-05-9.7702e-05i,-0.00013753+0.00021018i,-0.00025674-0.00019873i,-0.00088185-0.00030172i,-0.00093372-0.00089192i,-0.00053854-0.00046316i,-0.00018156+0.00064891i
0.0024999-0.00047327i,0.0027875+0.00088064i,0.0015018+0.00095518i,0.0008336-7.3059e-06i,0.00090379+0.00049982i,0.001396+0.0025493i,0.0018242+0.0026376i,0.0012926+0.001277i,0.00077371+1.1786e-05i,0.0014101-0.00033196i,0.0020639-0.00017551i,0.0020387+0.00030626i,0.0014925+0.00045028i,0.0012747-9.1221e-05i,0.00096067+0.00010609i,0.00025323+0.00050953i,-0.00017821+0.00052424i,-5.0621e-05-0.00023672i,-0.00047842-0.00053721i,-8.0601e-05-0.000208i,0.00012551-0.00025055i,0.00014709-6.1934e-05i,0.00041658-0.00019038i
0.0019024+0.0019587i,0.00017839+0.0016954i,-0.0014111+0.00095629i,-0.00038814+0.0011838i,0.00039402+0.0023506i,-2.5579e-05+0.0021507i,-0.00033229+0.0014004i,-0.00056348+0.00052737i,-0.00077044-0.0006084i,-8.3001e-05-0.00053288i,9.1077e-05-0.00027329i,-0.00016572-9.7914e-05i,-0.00053625-0.00022286i,3.2051e-05-0.00060304i,0.00039012-0.00038775i,-0.00036997-0.00059259i,-0.00028886-0.00069087i,0.00016901-0.00052507i,0.00044062-0.0008739i,0.00052231-0.00075181i,0.00019558-0.0002505i,0.000154+0.00075075i,-0.0001988+0.00092592i
0.0013774-0.001673i,0.0015692-0.004526i,0.0017395-0.0036017i,0.001233-0.0020089i,-0.00033944-0.0015818i,-0.00089358-0.0012492i,-9.5109e-05+1.1331e-05i,-7.6827e-05+0.00069029i,-0.00046722+0.00071301i,-0.00058363+0.0011539i,-0.00079759+0.0011467i,-0.0014106+0.00042449i,-0.0013055+0.00035897i,-0.0013588+0.00035706i,-0.0011141+0.00025484i,-0.00042732+2.8812e-05i,5.1726e-05-0.0010658i,0.00018756-0.00046862i,4.9615e-05+4.111e-05i,-0.0001224-0.00033334i,6.0502e-05-0.00012165i,-0.00017866+0.00033373i,5.409e-05+0.00055779i
0.0017201-0.00070411i,0.0020085+0.00017946i,0.0015267+0.00067821i,0.0015292+0.0015747i,0.0017103+0.0032035i,0.0013147+0.004126i,0.0011202+0.0038026i,0.0012061+0.0023124i,0.00083341+0.0013054i,0.00060393+0.0011778i,0.00076988+0.00069796i,0.00063149+0.0009056i,0.00041358+0.00088043i,0.00038121+0.00016071i,0.00048815-0.00030845i,0.00074095-0.00028812i,0.00022563-0.00037083i,-3.9119e-05-0.00034917i,0.00019675-0.00022349i,-0.00023109-0.00039471i,-0.00069-0.00072053i,-0.00086109-0.00087265i,0.00033228-0.00047291i
-0.0015768+9.2697e-05i,-0.002519+0.00090071i,-0.002387+0.00081638i,-3.7245e-05+0.0011182i,0.0011969+0.001682i,0.0013202+0.0015949i,0.00068625+0.0010133i,0.00029966+0.00037442i,-0.00026244-0.00033426i,-0.00071701-0.00056879i,-0.00081065-0.00018336i,-0.00052646-0.00039214i,-0.00038324-0.0010655i,-0.00021881-0.0016133i,0.00039163-0.0017561i,7.2362e-05-0.0012809i,-0.00023959-0.00024777i,0.00028056+5.3887e-05i,0.0010277-0.00032649i,0.00027171-0.00062642i,-0.00082457-0.00057127i,-0.00084485+0.00046365i,-2.0102e-05+0.0010488i
0.0015065-0.0019147i,0.0010183-0.0015971i,0.0007664+0.00077556i,0.0011349+0.0022168i,0.0013054+0.0024082i,0.0005682+0.0026751i,0.00080798+0.0024907i,0.0011966+0.0011462i,-0.00035223-0.00013358i,-0.0015451-0.00039761i,-0.0014632-0.00061699i,-0.0015542-0.0010391i,-0.0015928-0.00073563i,-0.00035025-0.00058966i,0.00056821-0.00076465i,-0.00041064-0.00058714i,-0.0010034-0.00046896i,-0.00046662-0.0001168i,-0.00043357+0.0002492i,-0.0008167+0.00041295i,-0.00071259+0.00030218i,-0.0003102-3.3755e-05i,-1.4556e-05+3.3299e-05i
0.0045961-0.001857i,0.0030949-0.002065i,0.00093196-0.0016105i,-0.00036784-0.0013008i,-0.00029649+0.00035365i,0.00023299+0.0024881i,0.00078737+0.0026354i,0.00078312+0.0013716i,-0.00013188+0.00011272i,-0.00058806-0.00024548i,-0.00072972+0.00051332i,-0.00093469+0.00064244i,-0.0010882+0.00060782i,-0.00090525+0.001153i,-0.00041526+0.00062606i,-0.00011134+0.00072662i,0.00049918+0.00084805i,0.00094256-2.9488e-05i,0.00040127-0.00014231i,0.00017677+0.00037198i,0.00056784-6.7157e-05i,-9.6466e-05-0.00038741i,-0.0009601+0.00021843i
0.0024406+0.0024589i,0.0012869+0.0014995i,-0.00012447+0.0013272i,-0.00044596+0.0022735i,-0.0014556+0.0026464i,-0.0021855+0.0025169i,-0.0013873+0.0024633i,-0.00079641+0.0020654i,-0.00014518+0.0013139i,0.00059955+0.00074305i,0.0007122+0.00056146i,0.0002658-7.9545e-05i,-8.8007e-06-0.00065032i,-0.0004796-0.00038604i,-0.00013159-0.00069647i,0.00093585+6.4797e-05i,0.00067627+0.00070817i,-0.00045651+6.6021e-05i,-0.00049159-0.00013974i,0.0001128+0.00045158i,0.00015542+0.00059338i,8.759e-05+0.00086662i,0.0011224+0.0013588i
-0.00086268-0.0034071i,0.0016532-0.0048396i,0.0012345-0.0027196i,0.0010824-0.00063054i,0.0022484-0.0005744i,0.0020135-0.00018279i,0.0012468+0.00016358i,0.00085662-0.00049979i,0.00095859-0.00098243i,0.00038676-0.00088043i,1.2741e-05-0.00055955i,0.0002809-0.0012187i,0.00053144-0.0018349i,0.00059127-0.0016908i,0.00022144-0.0017452i,-6.5555e-05-0.00094742i,0.00055439+0.00049514i,0.00093373+0.00039165i,0.00067717-0.00011519i,0.00050613+0.00011381i,0.00053641+0.00063763i,0.0001226+0.00058206i,0.00039823+0.0007025i
0.00041852-0.00021875i,0.0034411+0.0014262i,0.005096+0.0028341i,0.0046259+0.0028656i,0.0034208+0.0029423i,0.0022118+0.0025886i,0.0015477+0.0020701i,0.00050514+0.0010001i,-0.00056365+0.0016279i,-0.00090138+0.0020133i,-0.00084014+7.1347e-05i,-0.0006853-0.0010186i,-0.00028927-0.0014138i,0.00059319-0.001785i,0.00016347-0.0011188i,-0.0006244-8.0085e-06i,-0.00055184+0.00048773i,-0.00074825-0.00010598i,-0.00058433-0.00076254i,-0.00035882-0.0010962i,-0.00037674-0.0011835i,-0.00029622-0.00013566i,-0.00074051+0.00040334i
0.0024489-0.0001164i,0.0014652+0.00097357i,-0.00079847+0.0012511i,-0.0017073+0.0010603i,-0.00073938+0.0019815i,0.00012258+0.0026656i,0.00030914+0.0031328i,0.00070953+0.0022512i,0.0006478+0.0018491i,-8.1558e-05+0.0014071i,0.00028985+5.5595e-05i,0.0010478+0.00022702i,0.0010973+0.0015103i,0.00050388+0.0013471i,0.00017651+0.00081236i,0.0003178+0.00089442i,0.00043289+0.00097943i,0.00050184+0.00027083i,2.1791e-05+0.00017599i,-8.5239e-05+0.00044186i,0.00059616+9.9519e-05i,0.00086081-0.00061989i,5.9743e-05-0.00092621i
0.0018785-0.00036972i,0.0011717-0.0015027i,-0.00040009-0.0013848i,-0.00066763-0.00037392i,-3.0332e-05+0.00061114i,-0.00015917+0.0012676i,-0.00072476+0.00090549i,-0.00059066+0.00044027i,-0.00018684+0.00029116i,-8.7999e-05+6.3069e-05i,0.00054326+0.00012702i,0.00070013+0.0004928i,0.0008966+0.00057631i,0.0013227+0.00056582i,0.0010189+0.00062842i,1.5017e-06+0.00015665i,-0.00039669-8.0074e-05i,-0.00048273+0.00011024i,-0.00025197+8.8841e-05i,-1.8684e-05-0.00014697i,-4.8828e-05+0.0003083i,0.00018799+0.0010336i,0.00048041+0.00081015i
0.0025192-0.0011322i,0.0014998-0.0027878i,0.0015982-0.0024508i,0.0013014-0.0018405i,0.0007629-0.00080022i,0.00082354+0.0017025i,0.0010228+0.0019937i,0.00079275+0.0004877i,0.00016722-0.00019962i,-0.00023955-0.00094489i,-5.8334e-06-0.00053901i,0.00064851+0.0012255i,0.0013845+0.001652i,0.0013712+0.00061239i,0.00027459+0.00025653i,-0.00053081+0.00015728i,-0.00049619+0.00045069i,0.0010447+0.00087992i,0.0011088+0.00043849i,0.00040736-0.00043437i,0.0008204-0.00066449i,0.00092378+0.00013139i,0.00011506+0.00060426i
5.9385e-05+7.4288e-05i,-0.00033729+0.0020094i,-5.814e-05+0.0024301i,8.1067e-05+0.0017342i,-0.00073447+0.0019152i,-0.0010391+0.0028502i,0.00037094+0.0028557i,0.00065924+0.0016451i,-3.5942e-05-8.8923e-05i,0.00025688-0.00041611i,0.00080009+0.00028414i,-0.00012785+0.00076972i,-0.0006005+0.00076826i,5.9751e-05+0.00079149i,4.55e-05+0.0010698i,-0.00024825+0.00091847i,-0.00045087+0.00049137i,0.0002399+6.5783e-05i,-0.00040802+0.00011646i,-0.00093295-0.00030724i,0.00032176-0.00043796i,0.0010417+0.00024169i,0.001185+0.00061356i
-0.00050178-0.0033441i,-0.0011297-0.0034184i,-0.001737-0.0028515i,-0.00053847-0.00055645i,0.0012931+0.0017333i,0.0012213+0.0029632i,0.00078413+0.0027032i,0.00091059+0.00077923i,0.00078531+0.00018466i,0.00050928+0.00015036i,0.00027744-0.00011384i,-9.3428e-05+0.00061891i,9.06e-05+0.00076417i,0.0003782+0.00012122i,0.00037845-0.00025307i,0.00065953+0.00017899i,0.00045227-8.2234e-05i,-0.00011817-0.00054606i,-0.00028798-0.0002399i,-0.00047733-0.00023166i,-0.00021576-0.00081428i,0.00064601-0.0004192i,0.0012533+0.00029349i
