-0.0002043+0.0013338i,0.00093505+0.00022439i,0.00029768+0.00067043i,0.00028839+0.00099021i,0.00075853+0.00092014i,0.0014318+0.0013037i,0.001874+0.00086869i,0.00090601+0.00026596i,6.9971e-05+0.00017869i,0.00018809+0.00041112i,4.1635e-05+0.00020935i,6.408e-05-0.00095663i,0.00020455-0.0011763i,0.00031189-0.00047593i,0.00020349+9.0236e-05i,2.4946e-05+0.00075664i,0.00051839+0.00088848i,0.0013312-5.2937e-05i,0.0016051-0.00076699i,0.00093085-0.00036682i,-0.00016711+0.00020434i,-0.00014722-0.00020349i,0.00022273-8.9705e-05i
0.0008482-0.00082064i,0.0017818-0.00034266i,0.00058419+0.0011956i,0.00036487+0.0024168i,0.0013295+0.0027843i,0.001485+0.0011206i,0.0013865-0.00020466i,0.00049736+0.00086358i,-0.00030871+0.0009725i,-0.00011438+0.00080134i,0.00024545+0.00077682i,0.00046732-0.00015893i,0.0009703-0.00043507i,0.00032126+0.00017928i,-0.00068995+0.00042151i,8.3414e-05+0.00017704i,0.0011411+1.6861e-05i,0.00040726+0.00052445i,-0.00024778+0.00079418i,-0.00012751+0.00042377i,-0.00011252+0.00011683i,-4.8961e-05+0.00048722i,9.9707e-05+9.549e-05i
0.00063065+0.00096697i,0.0017583+0.00085317i,0.0010472+0.0010133i,0.00027501+0.0013684i,0.00041318+0.0019118i,3.3753e-05+0.0016805i,2.0367e-06+0.00068709i,8.0549e-05+9.2038e-05i,0.00016859+9.673e-05i,0.0006343+0.00036005i,0.0011162+0.00029687i,0.0014569+0.0001573i,0.00070168+0.00045412i,-0.00013256+0.0010537i,7.4238e-05+0.00073571i,0.0002274+0.00068776i,0.00022786+0.00095915i,2.7948e-05+0.00081322i,0.00015946+0.00019187i,0.00048723+0.00034411i,0.00072639+0.000351i,0.00084282-0.0005217i,0.00050218-0.00084213i
-0.00013786+0.0013246i,-8.7971e-05+0.00012635i,-0.00030533+0.00023813i,-0.0001575+0.0008744i,0.00084975+0.0007693i,0.0021133+0.00055033i,0.0019462+0.00059859i,0.00051461+0.00053274i,-0.00031922+0.00030542i,-0.0003359+0.00023003i,-0.00014561-4.3508e-05i,-0.00030818-0.000278i,-0.00094714+3.597e-05i,-0.00064519+0.00015762i,-0.00019784+0.00032607i,-0.00022838+0.00065789i,-0.00031452+0.00060579i,-0.00036518-8.7104e-05i,-0.00032365-0.00062629i,-0.00051768-0.0006522i,-0.00039717+0.00013243i,-0.00016592+0.0010774i,2.3482e-05+0.00036271i
0.00096159-0.00078353i,0.00076898-0.00035554i,0.0010431+0.00045956i,0.00081471+0.00076017i,-0.00014823+0.0008705i,-0.0010633+0.00089021i,-0.00079282+0.00061625i,-0.00027207+0.0011918i,-0.00081468+0.001636i,-0.00084967+0.0012939i,-0.00048355+0.0011487i,-0.0004734+0.00072384i,-1.9575e-06+0.00069925i,-0.00031426+0.0008675i,-0.00022222+0.00077829i,8.1428e-05+0.0010795i,0.00045579+0.00083026i,0.001197+0.00027926i,0.0013033+4.8315e-05i,0.00024547+0.00019077i,-0.00012647+0.00012621i,2.2636e-05+4.4272e-05i,0.00020472+0.00079695i
0.00068349-0.0011836i,0.0018721-0.0019835i,0.00076059-0.0028578i,-0.00029468-0.001511i,-0.0010406+0.00065953i,-0.0011481+0.0013072i,3.3778e-05+0.00094928i,0.00075028+0.0010021i,-0.00038352+0.0012019i,-0.00063117+0.0010018i,1.7857e-06+0.00054581i,0.00039323-0.00024563i,2.5888e-05-0.00047709i,-1.4441e-05-0.00015141i,2.896e-05+0.00046805i,-0.00043924+0.0006691i,-0.00022217+0.00097169i,0.0002127+0.00037178i,0.00050943-0.00038335i,0.00016877-0.00043274i,-0.00044041-0.00031603i,0.00013952-0.00065602i,0.00031931-0.00037159i
0.0014791-0.0010796i,0.0029048-8.9485e-05i,0.0020645+0.00070684i,0.00085981+0.0014668i,0.00047243+0.0022478i,0.00036862+0.0020085i,0.00025883+0.0015976i,9.1319e-05+0.00098889i,0.00053336+0.00028004i,0.00055593+0.0004593i,0.00018576+0.00081352i,0.00035161+0.00066697i,0.00031351+0.00021233i,-7.9441e-05-0.0005428i,0.00024245-0.00039676i,0.0004421+0.00015109i,0.00030291-0.00011006i,0.00073274-0.0010664i,0.0011815-0.00070021i,0.00031536-1.7873e-05i,-9.5892e-05-0.00055022i,0.00032744-0.00054419i,0.00073438+0.00029698i
0.00079019+0.0014158i,0.001359+0.0013454i,0.00072526+0.00014076i,-0.000259+0.00040549i,-5.7742e-05+0.0012391i,-6.3556e-05+0.0014846i,-0.00061484+0.0010982i,-0.0005805+0.0011568i,-5.1197e-05+0.00075567i,0.00014078-0.00038554i,0.00011879-1.667e-05i,0.00026667+0.00068622i,9.3508e-05+0.00045268i,4.3101e-05+4.5881e-06i,0.00056882-0.00023512i,0.00082091+0.00049296i,0.00065887+0.0012318i,0.00056161+0.0013152i,0.00042221+0.00067617i,0.00036885-0.00019411i,-0.00028137-0.0004131i,-0.00074585-0.00042232i,-0.000377-0.00031886i
0.0021214+0.00015079i,0.0020317-0.00037515i,0.0014183-0.00084253i,0.00061886-0.00028652i,-0.00078841-0.00051836i,-0.0015536-0.00048819i,-0.00072116+0.00026977i,0.00041326+0.001052i,0.00018263+0.00083956i,0.00028617+0.00038647i,0.00043658+0.00041985i,0.00058904+0.0002681i,2.7339e-05+0.00069278i,-0.00060575+0.00036027i,0.00017184+0.00015786i,0.00040284+0.00067901i,-0.00012562+0.00059926i,-0.00024852-0.00015455i,0.00015307-0.00043793i,5.9285e-06+0.00014718i,-0.0010078+0.0011964i,-0.00096285+0.001562i,-3.0097e-05+0.00024226i
-0.00018944+0.0010546i,1.385e-05+0.0010579i,0.00067034+0.00091771i,0.0016026+0.0010066i,0.0014802+0.00084113i,0.00098498+0.00060843i,0.0010588+0.00028368i,0.00042893+0.00013809i,-0.00076771+0.00049709i,-0.00071361+0.00078371i,-9.8715e-06+0.00026217i,-0.00034154-0.00036279i,-0.00019874+0.00043702i,0.0001744+0.00094926i,-9.9364e-05+0.0007908i,0.00073911+0.000503i,0.001012+0.00039235i,4.4655e-05-7.5949e-05i,-0.00099537-0.00012359i,-0.00030503+0.00018229i,0.00097543+5.2742e-05i,0.0010071-0.00046849i,0.00021416-0.0007374i
0.0017657+0.00060629i,0.00016985+0.00057632i,4.1983e-05+8.3208e-05i,7.4857e-05-4.1876e-06i,0.00056805+0.00037001i,0.0006861+0.00096506i,0.00084959+0.00099013i,0.00096599+0.0007663i,0.00018471+0.00018939i,-0.00015068+0.00032161i,6.3401e-05+0.00019567i,0.00031413-0.00019664i,0.00022268-9.1841e-05i,7.7696e-05-0.0002013i,0.00059644-0.00022699i,0.00041973+0.00012444i,-0.00041581+0.00059259i,0.00035823+0.00091756i,0.00071571+0.00048788i,-1.4666e-06+0.00046445i,0.00015023+0.00045598i,0.00073313-0.00044452i,0.00061623-0.00089482i
0.0020527+0.00097319i,0.0019965-0.00013859i,0.001911-0.00027045i,0.0011774+0.00043914i,0.0001009+0.00036698i,-0.0003265+3.7176e-05i,-0.00052023+0.00081681i,-0.0007353+0.0010171i,-0.00021699+0.0009517i,0.00011741+0.0013245i,0.00022439+0.0010402i,0.00056998+0.00047665i,0.00046236+0.00011011i,0.00031412-9.345e-05i,0.0001802-0.00036504i,0.00045727+4.9212e-05i,0.00060147+0.0012379i,0.00023994+0.001253i,0.0002746+0.00010659i,0.00024505-0.00025774i,-0.00014613-0.00012887i,0.00012767-1.4971e-05i,-0.00048776-5.9537e-05i
0.00093705+0.0019918i,0.0013195+0.0021257i,0.00065955+0.0018589i,0.00041475+0.0013296i,0.00096045+0.00052918i,0.0014253+0.00047991i,0.00078735+0.00076671i,-0.00011081+0.00091553i,-8.4378e-05+0.0013611i,-0.00060656+0.001157i,-0.00092566+0.00067801i,-0.00041527+0.00051661i,-0.00050756-5.0992e-05i,-0.0014083-0.00016597i,-0.0011384-0.00015681i,-0.00049707+0.00019866i,-0.0009277+0.00070696i,-0.00071828+0.0008537i,-0.00026262+0.00060082i,-0.00091752+0.00049125i,-0.0014255+0.00062302i,-0.00080306+0.00010667i,-0.00024332+0.00032739i
0.0012524+0.00039004i,0.00015254+0.00066408i,-0.0015383+0.00038239i,-0.0012059-2.6962e-05i,0.00025041+0.0010235i,0.00041983+0.0015651i,-1.3239e-05+0.00060546i,-0.00027483+0.00020708i,-0.00023124+0.00054691i,0.00041678+0.00083286i,0.0007394+0.0006356i,0.00025595+0.00051125i,-0.00064408+0.00016825i,-0.0006961-0.00037478i,-0.00015536-0.00022502i,0.0007227+8.4931e-05i,0.0011417+0.0002249i,0.00032367+0.00026221i,-0.00033833+6.4524e-05i,-0.00034782+0.00010984i,0.00031193+0.00030337i,0.00050592-6.3651e-05i,-7.0775e-05-1.4037e-05i
-0.00014061-0.0016843i,0.00059263-0.00057251i,0.00040313+5.6015e-05i,0.00040281+0.0012461i,0.00065847+0.0016785i,0.00034141+0.0022646i,-0.00012215+0.0022082i,-0.00015316+0.0010368i,-0.00045261+0.0004375i,-0.00052323+0.00065053i,-0.00019974+0.00057056i,9.4236e-05+0.00048103i,0.00052972+0.00059637i,0.00030491+0.0011344i,-0.00059935+0.0014929i,-0.00048248+0.0011875i,-0.00010668+0.0010993i,3.7061e-05+0.00030499i,0.00026046-0.0002417i,0.00011272+0.00024591i,0.00018759-5.4308e-05i,0.00077347-0.00061755i,0.0003021-0.00026982i
-0.00082757-0.00030898i,-0.00038853-0.00082529i,0.00021119-4.6327e-05i,0.00045328+0.00061048i,0.001343+0.00071549i,0.0014157+0.00086505i,0.00067393+0.00064576i,0.00082085+7.4246e-05i,0.00038518+0.00014256i,-0.00025951+0.00088271i,-0.00021496+0.001205i,0.00027216+0.0006721i,0.00031878-5.6348e-05i,-9.585e-05-0.00074565i,0.00052405-0.0007511i,0.00066521+0.0002683i,0.00029358+0.00067678i,0.00051872+0.00067845i,0.00056823+0.00041473i,0.00011715-1.7868e-05i,-0.00051739+6.0439e-05i,-0.00045933-2.3127e-05i,-0.00068539-0.00058748i
0.0011597-0.00021852i,0.0025913+0.00010558i,0.0026502+0.0014566i,0.0022054+0.0020318i,0.0016478+0.001811i,0.0013686+0.0012249i,0.001089+0.0011194i,0.00018523+0.0013779i,-0.00056569+0.00061086i,-0.0011163+0.00029715i,-0.0010736+6.593e-05i,-0.00069474-0.00023547i,-0.00018661+0.00066615i,-0.00013212+0.00027901i,0.00031604-0.00056267i,0.00056788-0.0006763i,0.00034264-0.00046657i,0.00018957+9.7731e-05i,0.00015201+0.00029134i,-0.00043641+0.00052563i,-0.00055308+0.00066665i,-0.00057605+0.00043285i,-0.00080658+0.0005634i
0.00067175+0.00076779i,0.00062769+0.00074581i,-3.3973e-05+0.00069715i,-0.00042667+1.2436e-05i,-0.00049681-0.00031446i,0.0001484+0.00042264i,0.00037752+0.00016481i,9.9533e-05-0.00081312i,8.2139e-05-0.00098317i,0.00016736-0.00068583i,-6.9876e-05-0.00030352i,-0.00049252-0.0001283i,-0.00060635-0.00044837i,-0.0012218-0.00062294i,-0.00086554+0.00017982i,-0.00052774+0.00098578i,-1.1267e-05+0.00059576i,0.00048397+0.00049192i,-0.00019621+0.00049322i,-0.0010024+0.00044199i,-0.00050158+0.00036845i,9.453e-05-0.0001467i,-0.00023205-0.00011038i
0.0012062+0.0013218i,0.0011055+0.00095965i,-9.1027e-05+0.001265i,-0.00068944+0.0015358i,-0.00011952+0.00045064i,1.0741e-05+0.00058833i,-0.00045523+0.0012325i,-0.00045481+0.00061188i,-9.7826e-05-0.00033782i,0.00016698-0.00038943i,-0.00048098+0.00034535i,-0.0010562+8.3741e-05i,-0.00054978-0.00030442i,-0.00066852+0.0005238i,-0.00044771+0.0009627i,1.1843e-05+0.00082098i,0.0005216+0.00095516i,0.0015007+0.00012216i,0.0012352-0.00031721i,9.8591e-05+0.00019822i,-2.4662e-05+0.00014569i,-3.1329e-05-0.00047231i,-0.00010026-0.00064608i
0.001682+0.00049224i,0.0002538+0.00075791i,0.0014083+0.00011881i,0.0013162-0.0012593i,0.00026599-0.0012159i,-0.0011502-0.0001732i,-0.0011823+0.00052781i,0.00010604+0.0013074i,0.00065726+0.0011274i,0.00049795+0.00014346i,0.00064408-0.00013097i,0.00074541+0.00071273i,0.00056024+0.0011349i,0.00068809+0.0012952i,0.00044809+0.00064617i,4.6484e-05+0.00012332i,0.00020785+6.4083e-05i,0.00039296+4.6521e-05i,0.00010155-0.00049377i,0.00030999-0.0005334i,0.00012478+0.00050502i,-0.00068953+0.0010032i,-0.00057179+0.00065163i
0.0017769+2.1792e-05i,0.0017693+0.00040209i,0.00082562+0.00084101i,0.00036507+0.00084869i,0.00034176-1.3107e-05i,-0.00030911-6.0083e-05i,-0.00079846+2.2485e-05i,-0.00073863-0.00035687i,-0.00032447+0.00027512i,0.00019812+0.0013247i,6.7428e-05+0.0010289i,9.1186e-06+0.00015576i,0.00050233+7.564e-05i,0.00054727+0.00094612i,-0.0001259+0.00064166i,-0.00052923+2.4149e-05i,0.00013172+5.2939e-05i,0.00070245-0.00036799i,-0.0003362+0.00021146i,-0.001771+0.00063819i,-0.0015176+0.00048541i,-0.00020484+0.00031594i,0.00093114+8.9424e-06i
0.00063938+0.00026011i,0.00062304-0.00012376i,0.00063704-0.0007384i,-4.138e-05-0.00069711i,0.00011619-0.00026667i,-0.00010583-5.6357e-05i,-0.00081124+0.00055487i,-0.00040324+0.00017582i,0.00012741+0.0001952i,-6.1962e-05+0.00097541i,-0.00015951+0.0009663i,0.00047478+0.00045704i,0.00019455-6.9787e-05i,-0.00022064-7.4834e-06i,-0.00014419+0.0003959i,0.00032249+0.00097538i,0.00086748+0.0016609i,0.0003723+0.00094262i,4.2279e-05+0.00023531i,6.5203e-05+0.00058576i,0.00020139+0.00042758i,0.00065899+0.00027114i,0.00060455+0.00068945i
0.0012304-0.0002826i,0.0018836-0.00061467i,0.0017474-0.00078331i,0.001765-0.00027794i,0.0015501-7.7854e-05i,0.00083804+0.00069871i,0.0006279+0.0012679i,0.00038201+0.0015725i,-5.3255e-05+0.0011265i,-0.00067416+0.00018095i,-0.0010778+4.8876e-05i,-0.00048733+0.0001674i,0.00018717+0.00028637i,0.00037127+0.00074391i,0.0011727+0.00079902i,0.0016003+0.0003046i,0.0014886+0.0012904i,0.0014887+0.0014199i,0.0011925+0.00044527i,0.00098987+3.8059e-05i,0.00081961-0.00028181i,0.00047275-6.7545e-05i,-0.0005246+0.00012231i
0.00020985+0.00017839i,0.00046122+0.00032969i,-7.7663e-05+0.00038478i,0.0002666+0.00083194i,0.00037666+0.0011431i,4.9759e-05+0.0011283i,-0.00013355+0.00018853i,-3.8385e-05-0.00020296i,-0.0001399+0.00023058i,-0.00035915+0.00068954i,-0.00057611+0.0011291i,-0.00055574+0.00073579i,-0.00012961-4.3715e-05i,0.00031227-0.0002488i,0.00050096+1.8655e-05i,0.00021407+0.00051047i,-2.6924e-05-0.00031672i,-5.2057e-05-0.00097448i,-0.00026398+2.5829e-05i,0.00017193+0.00011683i,0.00050961+0.0001866i,-9.696e-05+0.00039224i,-0.00053242+0.00051222i
0.0018686-0.0011082i,0.0023406+3.7757e-05i,0.00072997+0.00075467i,-0.00092349+0.0011799i,-0.0011962+0.0015603i,-0.00063397+0.0019813i,0.00090064+0.0014243i,0.0012252+0.00059069i,0.00050307+0.00078824i,-2.5153e-05+0.0013459i,-0.00044029+0.0010056i,-1.5667e-05+0.00048204i,0.00032853-7.6538e-05i,0.00047868-0.00033512i,0.00031721+3.3235e-05i,-0.00018259+0.00070899i,-0.00019928+0.0011174i,0.00025184+0.00097601i,0.00063622+0.00067691i,-5.2976e-05+0.00053138i,-0.00049483+0.00038273i,-1.4942e-05+0.00027641i,0.00027708-3.2209e-06i
0.00099569+0.0010791i,0.00086141+0.00093771i,0.00048093+0.00051788i,0.00057457+0.00065643i,0.00077173+0.0010024i,0.00041211+0.00048688i,0.00019262+0.0002855i,0.00022043+0.00012453i,0.00012359-0.00019638i,-2.0745e-06+0.00013295i,-0.00051399+0.00030469i,-0.00082024+7.9624e-05i,-0.00026113+0.00039508i,-0.00019409+0.00043024i,-0.00044607+0.00062806i,-9.1312e-05+0.00056759i,0.00075036+0.00039173i,0.00063783+0.0005051i,9.4636e-05+0.0003141i,-0.00014387+0.00048309i,-0.00044038+0.00081982i,-0.00026863+0.00019613i,7.4106e-05-0.00027719i
0.00074131+2.2892e-05i,0.0014887+8.8712e-05i,0.00083664+0.00013464i,0.00079772+0.00011318i,0.001093+0.00037109i,-0.00016276+0.0008206i,-0.0007684+0.00033748i,-0.00052444-7.3547e-05i,-0.0013737+0.00051107i,-0.0021672+0.0013469i,-0.0012722+0.0013916i,-0.00028883+0.0010713i,-0.00020321+0.00080819i,0.00031082+9.7625e-05i,0.00047913-0.00017369i,-0.00015773+0.00068911i,6.7705e-05+0.00095566i,0.00051862+0.00012548i,0.00086286-0.00026003i,0.00043672-0.00045091i,-8.7552e-05+5.4491e-05i,0.000329+0.0011i,0.00040885+0.0014787i
0.0017892-0.00039341i,0.00086261-1.1031e-06i,-1.6761e-05+0.00044401i,-0.00084351+0.00040661i,-0.0011235+0.0009844i,-0.00063412+0.0014613i,-0.00010182+0.00097096i,0.00033007+0.00034169i,0.00030005+0.0002608i,-0.00013921+0.00093783i,-0.00032992+0.0008177i,0.00032429+0.0002959i,0.00049014+0.00014345i,0.0010571-3.9271e-05i,0.00096534+0.00030736i,0.0003245+0.00038934i,0.00067042+0.00048697i,0.00040431+0.00065721i,-0.0002725+0.0012294i,-0.00064362+0.0016838i,-0.00050074+0.00056248i,-0.00026488-4.3368e-05i,-0.00030094-0.00020601i
0.00057445-0.0013578i,0.0010457-0.0015229i,8.1769e-05-0.0021208i,-6.8773e-05-0.00066027i,-3.452e-05+0.00058201i,0.00044196+0.00043801i,0.0005961+0.00067105i,0.0006591+0.00048278i,0.0008364-0.0002598i,0.00069096-0.00024491i,0.00020034+0.00022801i,0.00053654+0.00069745i,0.0002597+0.0002433i,-0.00024073-0.00094884i,-8.8605e-05-0.0010135i,-0.00025831-0.00062235i,5.0348e-05-0.00043076i,0.00068147-0.00051i,0.0007011-0.00015697i,0.00025528+0.00020466i,0.00038865-0.00025608i,0.00073209-0.00046168i,0.00076034-0.00060543i
0.0019156+0.0011985i,0.0010487+0.0014228i,0.0015595+0.0012671i,0.0011211+0.00085499i,0.00029783+0.00029436i,-0.00055245+0.00021983i,-0.00084647+0.0005843i,-0.00049763+0.0001786i,0.00043705-0.00087789i,0.00060987-0.00029673i,-0.00040341+0.00041364i,-0.00045051+0.00017564i,-0.00036433+0.00033471i,-7.6904e-05+0.0010853i,0.00063708+0.001458i,0.00078029+0.0012355i,-7.2228e-05+0.0013647i,-0.00031571+0.001038i,1.4076e-05+0.0001317i,-0.00036707+0.00018638i,-0.00077637-2.0142e-05i,-0.00077061-0.00033551i,0.00042466+4.8746e-05i
0.0021527+0.0018376i,0.0016326+0.0008333i,0.0011879-0.00028316i,0.00045875-0.00060423i,-0.00052117-0.00047288i,-0.0016073+0.00072871i,-0.0015908+0.0017502i,-0.00075435+0.001351i,0.00042733+0.00034535i,0.0010932-2.3158e-06i,0.00085382-0.00062267i,0.00071735-0.00072065i,6.8713e-05+0.00071934i,5.7311e-05+0.0013044i,3.9159e-06+0.00032268i,-0.00061079-0.00046113i,-0.00043487-0.00030306i,0.00019417+0.00046538i,0.00037804+0.00072539i,-0.00022901+0.00041627i,-0.00041845+0.00014677i,-7.7928e-05+0.00018522i,0.00039748+0.00072592i
0.0017792+0.00068438i,0.0012493+0.00075168i,0.0014694+0.00091835i,0.001336+0.00092018i,0.00077072+0.0011899i,-8.9305e-05+0.0010833i,-0.00048264+0.00051759i,-0.00034198-0.00024665i,0.00026367-0.00091503i,0.00039338-0.0008789i,0.00028724-0.0001383i,0.000261+0.00051943i,0.00010938+0.00069272i,7.272e-05+0.00038882i,-0.00011336-4.1989e-05i,5.7094e-05+0.00010177i,-0.00011009+0.00040768i,-0.00082449-0.00031542i,-0.0011489-0.0003458i,-0.00087465+0.00026991i,-0.0010431+0.00053465i,-0.0011615+0.00068081i,-0.00066022+0.00067574i
0.0010348-0.00045226i,0.002371-0.00076182i,0.0017441-0.00068744i,-3.9055e-05+0.00019169i,-0.0002522+0.0012223i,0.00023172+0.0014107i,0.00016486+0.0010005i,-0.00029356+0.00061482i,-0.00093722+0.00045131i,-0.0010505+0.00062926i,-0.00044962+0.00021375i,-2.4715e-06-4.2177e-05i,-0.00015946+0.00039575i,-0.00038148+0.00039085i,-0.00040746+0.00017749i,-0.00061761+0.0011085i,-0.00042981+0.001461i,0.00037468+0.0010041i,0.00058781+0.00068596i,0.0005729+0.00058465i,0.00086558+0.00037429i,0.00029119+0.0001901i,0.00023565+6.2409e-05i
0.00067309-0.00019755i,0.0006209+0.0011139i,-0.00074703+0.001456i,-0.00058541+0.00094315i,0.00036715+0.0014544i,-1.3293e-05+0.001856i,-0.0004883+0.0013496i,-0.00038834+0.00091158i,-2.9909e-05+0.00031531i,8.6731e-05-0.00033688i,-5.3508e-05-0.0004685i,-0.00047167-0.00016875i,-0.00068118-4.0302e-05i,-0.00037225-0.00011378i,-0.00027639-4.0163e-05i,-0.00012209-0.0005928i,0.00069909-0.00039174i,0.0007771+0.00051706i,-0.0002288+0.00072308i,-0.00089289+0.00044843i,-0.00081684+0.00015302i,-0.00016444-0.00011538i,0.0002296-7.7471e-05i
0.00062007+0.00082897i,0.00052635+4.2594e-05i,0.00068018-0.00038856i,0.00054871-0.00011171i,-6.1476e-05+0.00045909i,-0.00015525+0.0010626i,0.00054487+0.0012017i,0.00059304+0.00017722i,0.00042826-0.00056625i,0.00030893+5.9847e-05i,-0.00018099+0.00029294i,-0.00079452-1.6229e-05i,-0.001234+1.3534e-05i,-0.00092278+0.00023831i,-0.00059175+0.00054159i,-0.0005527+0.00048242i,-6.447e-05+0.00011221i,0.00020037+0.00014409i,0.00016348+0.000226i,9.3965e-05+0.00011445i,-1.6104e-05+0.00019583i,3.2059e-05+0.00036191i,4.6382e-05-0.00010064i
0.0017457+0.00035954i,0.00051907+0.00031665i,0.00031843+0.0012204i,-6.7634e-05+0.0012982i,6.4209e-06+0.00080158i,-0.00035117+0.00065115i,-0.00087616+0.0011085i,-0.00017853+0.0013299i,-9.5745e-05+0.00077494i,-0.00018248+0.00045179i,0.00011725+0.00044793i,1.2828e-05+0.00044506i,-0.00027577+0.00013929i,-0.00027802+0.00052545i,-0.00018726+0.0011946i,-9.3391e-05+0.00086957i,-0.00017788+0.00060034i,0.00021758+0.00036276i,0.00062119+0.00032518i,0.00018639+0.00021106i,-0.00034716-0.00046537i,-0.00076685-0.00055086i,-0.00090749-0.00028309i
0.0015121-0.00031399i,0.0024482-0.00087495i,0.0016122-0.0010225i,0.00024386-0.001308i,0.00028093-0.0010137i,-1.901e-05-0.0001367i,-0.00012936-0.00034119i,0.00033484-0.00028029i,-0.00029012+0.00022233i,-0.00065997-0.0004077i,0.00011493-2.2761e-05i,0.0006758+0.00063889i,0.00026284+0.00093123i,6.3144e-05+0.001591i,0.00027302+0.0011636i,0.0005014-5.2583e-05i,0.00013184-0.00017853i,-0.00074974+4.4926e-05i,-0.0013288-0.00044094i,-0.00087663-0.00035602i,-0.00034793+0.00046491i,-0.0007235+0.00087754i,-0.0012297+3.8358e-05i
0.0018152-0.00013082i,0.0018594+0.00055451i,0.0009294+0.00097234i,0.0011019+0.0010851i,0.0014929+0.0010038i,0.00084966+0.00053949i,-0.00020222+0.00058293i,0.0001356+0.0012963i,0.00050667+0.0011463i,0.00030814+0.0010835i,0.00010095+0.0013163i,0.00027525+0.00061483i,0.001349+5.8903e-05i,0.00084776-7.3631e-05i,9.5049e-05-3.1089e-05i,0.00057251-7.9266e-05i,0.00045816+0.00046901i,0.00014737+0.00054423i,-0.00027858+0.00047779i,-0.00042532+0.00022589i,0.0004613+0.00012662i,0.0010912+0.00016804i,0.00049153+3.3665e-05i
0.0011534+0.00066169i,-0.00010386+0.00064161i,-0.0007487+0.00046027i,-0.0010582+0.00040331i,-0.0015718+0.00080477i,-0.00060691+0.0011894i,-0.00019801+0.0014834i,0.00022307+0.00055517i,0.00077452+0.00051349i,8.1128e-05+0.0012887i,-0.00041438+0.00090094i,0.00018465-0.00063151i,0.00024497-0.001232i,-0.0002262-0.00066809i,-0.00029797-4.0665e-05i,-0.0004215-2.5815e-05i,-0.00019161+0.00013724i,-0.0002707+0.00044539i,-0.00014028+0.00020331i,0.0005607+3.0005e-05i,0.00074453+0.00068215i,0.00050485+0.00086204i,0.0005402+1.6782e-05i
0.0019656+0.00019183i,0.0021379+0.00060421i,0.0015366+0.00049507i,0.00072955+5.7093e-05i,0.00038763+0.0010697i,-0.00018055+0.0019861i,-0.00044131+0.0023243i,0.00033862+0.0019146i,0.00057606+0.0012414i,0.00048867+0.00035502i,-2.2854e-05+0.00039509i,-0.00065903+0.00060381i,-0.00025396+0.0011153i,-0.00024341+0.0011834i,-0.00014204+0.00014207i,-0.00047153+0.00014992i,-0.00072243-6.6162e-05i,1.2588e-05-0.00067928i,0.00026231-0.00010979i,7.7247e-05+0.00088472i,1.157e-06+0.00082678i,-0.00030426+6.4581e-05i,9.6923e-05-8.986e-05i
0.0022539+0.00051649i,0.0011224+0.00049703i,0.00010137+0.00012695i,0.00016852-0.00011781i,-0.00066592-0.00010013i,-0.0020526+0.00016299i,-0.0011033+0.00064158i,0.00034526+0.00068893i,0.00045042+0.00016166i,-0.00019621-0.00038687i,-0.00066297-4.0539e-05i,-0.0002821+0.001055i,0.00021732+0.0015276i,0.00020641+0.0014816i,7.0348e-05+0.001027i,0.00031238+0.00086877i,-0.00044379+0.00058584i,-0.00041367+0.00065543i,0.00024798+0.00072752i,-0.00037461+0.00039143i,-0.0010838+0.00029632i,-0.00067575+0.00036616i,-0.00013232+0.00030864i
0.0012508+0.00068516i,0.001411-0.00074854i,0.001129-0.00055835i,0.0011485+0.00013519i,0.00096394-0.0004084i,0.00034133-2.8832e-06i,-0.00017622+0.0015054i,-0.00028283+0.0020102i,-4.1115e-05+0.0016879i,0.00073194+0.00083922i,0.00081193+0.00013103i,9.5656e-05-0.00054378i,0.00012161-0.00073344i,0.00062345-9.2238e-05i,0.00065719+0.00028263i,0.00011448-0.00024122i,-7.1717e-05-0.00072067i,0.00013286-5.2261e-05i,-0.00053054+0.00085737i,-0.00033134+0.00068032i,0.00039386+2.2657e-05i,6.0026e-05-0.00065514i,-0.00072006-0.00067065i
0.0018209+0.00064463i,0.00085768-0.0001045i,0.00072713-0.00010221i,0.0010233-0.00036206i,0.00094903-0.00057066i,0.00025379-0.00017168i,-0.00038913+0.00039702i,-0.00028857+0.0010869i,0.00050988+0.0012288i,0.0012431+0.00077777i,0.0015524+0.00046434i,0.00074925+0.00026423i,0.00025146-0.0003258i,8.2859e-05-0.000573i,-6.2505e-05+0.00015376i,0.00021313+0.00035261i,0.00039868+0.00012038i,0.00053996+0.00012609i,0.00020914-0.00045685i,0.0002807-0.00046658i,7.384e-05+0.00013712i,-0.00047054+0.00017616i,-0.00062938-0.00029383i
