-0.001954+0.0017859i,-0.0031859+0.0024146i,-0.0032862+0.0028141i,-0.0022847+0.0013951i,-0.0021847+0.001093i,-0.0022251+0.0015992i,-0.0012397+0.0015872i,0.00016276+0.001504i,0.00073512+0.00072103i,0.00085895-0.00010661i,0.00091816-0.00018253i,0.00030794+0.00030508i,0.00066565+5.9944e-05i,0.0010062-7.7662e-06i,-0.00017171+0.00022163i,-0.00072176+0.00027865i,-0.00022817-0.00010134i,0.00022304-0.00058418i,0.00045403+0.00027895i,0.00038977+0.00059244i,0.0005978-0.00016712i,0.00043276+4.791e-05i,-0.00034568+0.00026551i
-0.0022487+0.00017158i,-0.0016335+0.00026357i,-0.0015154-0.00067687i,-0.0015623-0.0020838i,-0.00088104-0.0013242i,0.00013888-0.00022123i,8.9889e-05-1.5739e-05i,-0.00027621-0.00015586i,0.00034651-0.00019169i,0.00059807-0.00032948i,0.00031134-0.00038156i,0.00068637+0.00012806i,0.00047742+0.00050702i,-0.00027335+0.00073718i,-0.00010573+0.00064882i,0.00019699+0.00036228i,0.00053169+0.00038132i,0.0010185+0.00029202i,0.00085124+2.429e-06i,0.00058761-5.3625e-05i,0.0010764-6.8499e-05i,0.001125-0.00013081i,0.00046079+4.982e-05i
-0.0010151+0.0022551i,0.0022538+0.0025522i,0.0039456+0.0018i,0.0025523-0.00023093i,0.00085039-0.0024102i,0.00014308-0.0029429i,-0.00048058-0.0015503i,-0.0013197-3.7875e-05i,-0.00067375+0.00031243i,-0.00046676+3.23e-05i,-0.00054394-0.00032257i,0.00067049+0.00030472i,0.00093033+0.00098432i,0.00043691+0.00043498i,-0.00059405+0.00062899i,-0.0011426+0.0006319i,-0.00060161+0.00031807i,-0.0008638+0.00062788i,-0.001475+0.00047221i,-0.00094808-9.7935e-05i,0.0003708+0.00026198i,0.00093205+0.00054142i,0.00040583+0.00018896i
5.6406e-05+0.003202i,0.0022029+0.0019958i,0.0024844+0.0012872i,0.00023573-0.00045567i,-0.0011291-0.0021605i,-0.00014489-0.0012835i,0.00051359+0.00041811i,0.00013237+0.00022166i,-7.3343e-05-8.4612e-05i,0.00030854-5.39e-05i,0.00020815+0.00020711i,-0.0004513+0.00035253i,-0.001208-0.00032551i,-0.001047-0.00094324i,-0.0009186-0.00042807i,-0.0015898-0.00034027i,-0.001384-0.00036605i,-0.0012074+0.00029632i,-0.00099492+1.4196e-05i,-0.00062495-0.00044874i,-0.00015793+0.00019646i,0.0006077+0.00068424i,0.00069093-3.0398e-05i
-0.000706-6.7053e-05i,-0.00060293-0.0008237i,-0.0013187-0.0010269i,-0.0014046-0.00091358i,-0.00062441-0.00088939i,-0.00054198-0.00073679i,-0.0010269-0.00082042i,-0.00071896-0.00018699i,0.00017198+0.0004748i,0.00025702+0.00068924i,0.00024953+0.00068594i,0.00013987+0.00013769i,-0.00082886+0.0010772i,-0.0014561+0.0018804i,-0.00063105+0.0013444i,0.00024961+0.00087094i,0.00053537+0.00041611i,0.00029233+0.00066322i,4.1033e-05+0.00041328i,0.00024454+0.000377i,0.00014004+0.00046877i,-7.2932e-06+9.8234e-05i,0.00078131-0.00036925i
0.00075121-0.0019859i,0.00095981-0.0020574i,0.0013196-0.0012077i,0.0012599-0.00019253i,0.00084021+0.00014737i,4.2906e-05+0.00011746i,2.169e-05+6.0021e-05i,0.00013572+0.00030692i,0.00054595+0.00060171i,0.00045786+0.00035109i,-0.00061586+0.00022433i,-0.0011016+0.00030808i,-0.00038985+0.00020815i,-0.00029214+0.00044826i,-0.00066938+0.00050814i,-0.00027674+0.00041712i,0.00016565-0.00021899i,2.5097e-05-0.00015514i,-0.00084927+0.0010572i,-0.0013258+0.001059i,-0.0013523+0.00035604i,-0.0012334+0.00022811i,-0.00061431+0.0007474i
0.0019983+0.0020753i,0.0018269+0.0024979i,4.2408e-05+0.0011155i,-0.00090751-0.00054141i,-0.0015347-0.00042642i,-0.0010376+8.7805e-05i,-0.0001763-0.00011681i,-3.9164e-05+0.00025694i,-0.00050833+0.0003859i,-0.00088213-0.00031738i,-0.00039477-0.00026635i,-0.00017835+0.00058793i,-0.00052391+0.0010246i,-0.00068702+0.0006489i,-0.00013863+0.00050638i,-0.00020051-0.00011878i,-0.00010946-0.0003305i,0.00076698+7.6997e-05i,0.00086813+0.00031685i,0.00033668+0.00043307i,0.00023876-0.00042796i,0.00048497-0.00088486i,0.00056199-0.00024136i
-0.001097+0.00096143i,-0.0021695+0.00052596i,-0.0024311+1.0642e-05i,-0.0013591-0.00048973i,-0.00032637-6.5014e-05i,0.0006338+0.0004485i,0.0012006+0.00043486i,0.00076286+0.00043497i,5.4636e-05+0.00051791i,-0.0002774+0.000616i,-3.6648e-05+0.00078077i,0.00018088+0.00049712i,0.00055928+0.00043898i,0.00079127+0.00085452i,0.00070504+0.0009824i,0.00041081+0.00034967i,0.00037487+0.00025137i,-0.00029263+0.00052135i,-0.0012232-0.00027093i,-0.0012711-0.00062143i,-0.00061456-0.00071966i,-0.00034188-0.00081107i,0.0001712-0.00039188i
0.0039451+2.0947e-05i,0.0034889-0.001732i,0.0022941-0.0038475i,0.00039752-0.0032117i,-0.00058276-0.002069i,-0.00088479-0.00091074i,-0.00063195+0.0003746i,-0.00039995+0.00044229i,0.00015932+0.00039605i,0.00053117+0.00033822i,0.0001282-4.7421e-06i,-0.00063361+0.00059794i,-0.0014064+0.00096876i,-0.0017084+0.0012809i,-0.00096249+0.0014286i,0.00021042+0.00048173i,0.00072499+3.6288e-05i,-0.00029578+0.00037475i,-0.0011313+0.00059552i,-0.0008423+0.00014711i,-0.000554-3.8415e-05i,-0.00043961+0.0001091i,-0.00061634+0.0001516i
0.00042409+0.0036691i,0.002146+0.0033327i,0.0025486+0.0005552i,0.0010267-0.0013851i,3.1907e-05-0.0011445i,0.0002946-0.00022346i,0.0005447+9.5731e-05i,0.0010402-0.0003846i,0.00078103+0.00025057i,0.0001959-5.2025e-05i,0.0001903-0.0006884i,4.1895e-05-0.00028875i,-0.0002605-0.00010965i,-0.00054641+0.00019622i,-0.00012709+0.00026288i,0.00031944+0.00057038i,-0.00024828+0.0011362i,-0.0016022+0.00078117i,-0.0018509-0.00032728i,-0.0004369-0.00033128i,-0.00019992-0.00014394i,-0.00086375-6.9348e-05i,-0.00078986-0.00066695i
-0.00047739+0.0010486i,-0.00026475+0.0012895i,0.00075504+6.2908e-05i,0.00080653-0.00061348i,0.0008137-0.00078538i,0.00045175-0.0014696i,-0.00050898-0.0013636i,-4.5616e-05-0.0012534i,0.00083002-0.00092943i,0.00068919-5.8926e-05i,0.00024508+0.0008221i,3.1651e-07+0.00076452i,-0.00014124+0.00069726i,0.00017112+0.0012186i,0.00018307+0.0011571i,-0.00032166+0.00080911i,-0.00026712+0.00065942i,-7.0779e-05+0.0003352i,-0.00036869-0.00062769i,0.0001857-0.00060954i,0.00034423+0.00044267i,0.0001673+0.00010314i,0.00022059-0.00055205i
-0.00027725+0.0028669i,-0.00063071+0.0033763i,-0.00063441+0.0013695i,-0.0010119-0.00050355i,-0.001004-0.00034472i,-0.00060825+0.00083171i,0.00015969+0.0011454i,0.00054745+0.00078192i,0.00029095+0.00086613i,0.00030108+0.00020714i,0.00024673-0.00063114i,-0.00080472-7.904e-05i,-0.00036107+0.00061163i,-3.7081e-05+0.0015477i,-0.0004591+0.0018441i,8.3975e-05+0.00085578i,0.0003004-4.5705e-05i,-0.00012298+4.5261e-05i,-0.0010232+0.00044048i,-0.0010201-1.8201e-05i,-0.00039223-0.00060912i,3.2769e-06-0.0003092i,3.2846e-05+1.2489e-05i
-0.0026974-0.0007371i,-0.0031607-5.2871e-05i,-0.0031957-0.00033164i,-0.0019019-0.0010636i,-0.000652-0.00090256i,0.0010059-0.0012203i,0.00091631-0.0010491i,-2.503e-05-0.00051417i,-0.0002097-0.00079593i,-0.00027634-0.0012769i,-0.0006075-0.0010278i,-0.00070512-0.00021547i,-0.00034687+0.00029971i,-0.00021248+0.00058215i,0.00039966+0.00029301i,0.00026017-4.7187e-05i,-0.00033465+7.3763e-05i,-0.0012182-0.00012125i,-0.0013982+0.00010443i,-0.0005282+2.1884e-05i,-0.00048716+0.00041749i,-0.00014307+0.00070784i,0.0006175+0.00033205i
0.0014161+7.6463e-05i,0.0026397-0.00019059i,0.0022174-0.00027003i,0.0012036-0.00019402i,0.00066821-0.00049097i,0.00072815-0.00033026i,0.00092444-0.0011083i,0.0007772-0.0010901i,0.00033977-0.00056819i,0.00065584-0.00097067i,0.00060453-0.00054382i,0.00036198-0.00016466i,0.00056069+0.00056577i,3.4395e-05+0.00050424i,0.00032286+0.00087671i,0.00075436+0.0015042i,-1.7494e-05+0.001082i,-0.00079975+0.00053096i,-0.00078081+0.00066957i,-1.2946e-05+0.00037796i,-0.0002406+8.3263e-05i,-0.0011348-0.00030079i,-0.00067487-0.00039827i
0.002859+0.0012013i,0.0033716+0.0005914i,0.0023623-0.00092178i,-0.00058291-0.0026007i,-0.0017538-0.002914i,-0.0019162-0.0012691i,-0.0014969+0.0003275i,-0.00099958+0.00031544i,-0.00037678-0.00097899i,-0.0011496-0.0013574i,-0.0010288-0.00044227i,1.9435e-05+0.0001728i,-0.00035189+0.0005635i,-0.00064329+0.00045403i,-0.00015809+0.00023551i,-0.00059309+0.00042886i,-0.0012699+0.00026583i,-0.00103-0.00063074i,-0.00075086-0.0011695i,-0.00037366-0.00089457i,0.0002927-0.00047159i,0.00035174-0.00073638i,0.00034446-0.0013111i
0.001809+0.0018423i,0.00058218+0.0017586i,-0.0011018+0.00045527i,-0.00053288-0.00028786i,0.00087397-0.001107i,0.0011459-0.0011783i,0.00044804-0.00033054i,-7.5849e-06-0.00058224i,0.00052726-0.0011821i,0.00031294-0.0016695i,-0.00080441-0.0013508i,-0.00071-0.00031073i,-0.00056802+0.00032442i,-0.00056924+0.00047651i,-0.00094059+0.00054646i,-0.001297+0.00045941i,5.7636e-05+0.0004036i,0.00021612+0.00012359i,-0.00043391-8.412e-05i,-0.00046885+0.00016666i,0.00025117+0.0001695i,0.00046022+0.00031121i,0.00016284+0.00016812i
0.002972+0.0024452i,0.0028224+0.00086778i,0.0022284-0.0029317i,0.00073332-0.0042617i,-0.0020834-0.0030839i,-0.0038366-0.0013203i,-0.0028469-0.00078168i,-0.0010994-0.0010287i,0.0001044-0.0010512i,0.00011271-0.00096266i,-0.00029449-0.00066632i,-0.00062377-0.00014568i,-0.0010151+0.0010681i,-0.0014424+0.0021755i,-0.0015048+0.0018277i,-0.0014998+0.0006251i,-0.0015659+0.00046998i,-0.00057803+0.00090207i,6.0768e-05+0.00059641i,0.00025942+0.00077962i,0.00060857+0.00043525i,0.00052484-0.00026655i,-0.00011652-0.00014532i
0.0051406+0.0040556i,0.00552+0.0019374i,0.0050582-0.001775i,0.0013959-0.003744i,-0.0024166-0.0048576i,-0.0038416-0.0034524i,-0.0021177-0.00092984i,-0.0004174+0.00016434i,0.00073399-0.00090898i,0.00015426-0.0017455i,-0.00058603-0.00095286i,-0.00050706-0.00023741i,-0.0016457+0.00047251i,-0.0027368+0.0015582i,-0.0027374+0.0013919i,-0.0020699+2.7355e-05i,-0.00050576-0.00052758i,0.00088094+0.00017431i,0.0013079+0.0015007i,0.00058505+0.0019759i,4.9009e-05+0.0010486i,0.00016892-0.00031487i,-0.00023522-0.00041555i
-0.011225-0.0024908i,-0.013596+0.0014107i,-0.013545+0.0072657i,-0.0070282+0.007216i,-0.00096404+0.0057436i,0.0025788+0.0024616i,0.0020197-0.00047807i,0.00052132-0.00017108i,-0.00062803+0.0015153i,-0.00048869+0.0033458i,0.000838+0.0031156i,0.0014925+0.00077819i,0.0027892-0.00070959i,0.004515-0.0019943i,0.0050833-0.0030725i,0.003305-0.0022526i,0.00053473-0.0013049i,-0.00058455-0.0011161i,-0.00028608-0.0012023i,-0.00052416-0.0012267i,-0.0015187-0.00011665i,-0.0014686+0.00081968i,-0.00029884+0.0006611i
-0.0044229+0.0006666i,-0.0026659-1.5302e-05i,-0.0012038+0.00035102i,-0.00035142-9.8259e-05i,0.00027415+0.00016457i,0.00017001-0.00069388i,0.00029144-0.0014679i,0.00070337-0.00099443i,0.00094992-9.2175e-06i,0.00052918+0.000256i,-0.00013469-0.00064457i,0.00017101-0.00077798i,0.00031338-0.00049011i,-0.00018102-0.00082003i,-0.0003588-0.0010545i,-0.0010771-0.0011408i,-0.00085341-0.00056723i,-0.000511+0.00046221i,-0.0011128+9.1501e-05i,-0.00088181-0.00047226i,-0.00053129-0.00016533i,-0.0001709+0.00013319i,4.4636e-05-0.00055931i
0.00022812+0.0018362i,0.0019125+0.0013278i,0.0017779+0.0018994i,0.0011762+0.0008766i,0.0010077-0.0003618i,0.0003055-0.00045857i,0.00011324+0.00010244i,0.00072452-0.00063618i,0.00032847-0.00053505i,0.00024782-0.0002531i,0.00011048-0.00028728i,-0.00046721-0.00047852i,-0.0001814-0.00092086i,-0.00018916-0.00080613i,-0.00020534-0.00072775i,0.00016068-0.00035407i,8.4204e-05-0.00038752i,0.00032484-0.00041995i,-4.1482e-05+0.00051496i,-0.00060643+0.0010376i,-0.00030771+0.001201i,-7.9735e-05+0.0010842i,0.00014325+0.00051407i
-0.00055149+0.0023937i,0.00051316+0.0037819i,0.00043098+0.0028724i,8.0358e-05+0.00061838i,0.00092938-0.00081791i,0.0016432-0.0018415i,0.0012058-0.0016912i,0.00096236-0.0008647i,0.00082985-0.00018092i,0.00025873-0.00053255i,-0.00010892-0.00081942i,-0.00034838-0.00065443i,-0.0004386-0.0011604i,-6.8435e-05-0.00084203i,-0.00028411+0.00018731i,0.00013148-0.00014254i,0.00085507-0.00018271i,0.00057744+3.1929e-05i,0.0003309+0.00034073i,0.00031864+0.00047958i,-0.00022162+0.00018683i,-0.00056218+0.00037422i,-0.00041698-3.4446e-05i
-0.0024314+0.00083922i,-0.0031526+0.0022729i,-0.003583+0.002314i,-0.001438+0.00068992i,0.00040778-0.00062119i,0.00055627-0.0011604i,0.00055369-0.0007458i,0.00018252-9.9138e-05i,-0.00039119-0.00027578i,-0.00093491-0.00036029i,-0.0013529-0.00048735i,-0.00090498-0.00094608i,4.4557e-05-0.00045937i,0.00092662-0.00054178i,0.0014151-0.00087572i,0.0015689-0.00073324i,0.00089185-0.00045702i,3.458e-05-0.00057323i,-0.00049922-0.0004192i,-0.00082794+0.00070884i,-0.00023425+0.00093245i,3.7827e-05+0.00069715i,-0.00018868+0.00093626i
-0.0014795-0.00084388i,-0.0024797-0.0019483i,-0.0025992-0.002002i,-0.0022034-0.00066273i,-0.00053048+0.0013988i,0.0013258+0.0027139i,0.0010025+0.0014085i,-0.00010814-0.0004904i,-0.00071519-0.00022262i,-0.0003078+0.0001615i,0.00053845+0.00062946i,0.00037214+0.00039324i,0.00022329-0.00061309i,0.00060294-0.00045852i,0.00067711+0.00028931i,-3.6426e-05+0.00054916i,0.00041833-0.00011487i,0.0014742-0.00027095i,0.0013934-0.00012794i,-3.1275e-07-0.00024388i,-0.00071981-0.00044954i,5.4994e-05-5.5316e-05i,0.00040324+0.00027197i
-0.0021144+0.0035515i,-0.0011793+0.0047085i,-0.0004614+0.0037652i,-0.00046684+0.0021743i,-0.00091239+0.001133i,-0.0003049-0.00027849i,-0.00037035-0.001117i,-0.00086995-0.00092986i,-0.00060827-0.00056033i,0.00029744+0.00019978i,0.00055843+5.791e-05i,0.00035481-0.00064905i,0.00017481-0.00060408i,-0.00031615-0.00041992i,0.00014226-3.0458e-05i,0.00035358+0.00095913i,-0.00050744+0.0013803i,-0.0010825+0.00099201i,-0.00069469-0.00011354i,-0.0001792-0.00086331i,-6.7121e-05-0.0006111i,-0.00017525-0.00013827i,4.0347e-06-0.00024333i
-0.0045188+0.001647i,-0.0029392+0.0033098i,-0.0010514+0.0028172i,-0.00079307+0.001159i,-5.3028e-05+0.0001991i,0.00094237-0.00029378i,0.00077689-0.00010253i,0.00054287+0.00022977i,4.9087e-05+9.2831e-05i,-0.00023117+0.00050874i,0.00054335+5.1714e-05i,0.0010154+0.00014881i,0.00052906+0.00053645i,0.00040493-0.00056427i,0.00068496-0.00054111i,0.00053686+0.00063857i,0.00049346+0.00071147i,0.00012475+0.00070033i,-8.4181e-05-0.00023027i,-0.00026561-0.00097656i,-0.00070412-0.00044293i,-0.00073882-1.3966e-05i,-0.0001132-0.00012232i
-0.0010524+0.0013258i,-0.00027965+0.0018441i,-0.00021572+0.0012419i,-0.00065913+0.00044511i,0.00013454+0.00024955i,0.0012283-0.00066222i,0.00063431-0.00087598i,-0.00032434+0.00012115i,-0.00040637+0.00082208i,9.8569e-05+0.00061792i,0.0011473+0.00021768i,0.0015885+5.4539e-05i,0.0015874-0.00030855i,0.0010635-0.00036183i,0.00014347+0.00039921i,-0.00055997+0.00052055i,-0.0008718-0.00031078i,-0.00074306-0.00063976i,0.00018652+0.00022837i,0.00034046+0.00076205i,-7.7478e-06+0.00031463i,0.00036027+0.00014249i,0.00016057+0.00024892i
-0.0020111+0.0019508i,-0.0010378+0.0018647i,0.000448+0.0012301i,0.0012777-6.8711e-05i,0.0011361-0.0012276i,0.0001681-0.0017813i,-0.00051911-0.0011594i,-0.00075679+4.3455e-05i,-0.0005614-4.4094e-05i,-0.00019094-0.00047581i,-0.00017518+6.6017e-05i,-0.00022776+0.00046665i,2.4737e-05+0.00012586i,2.7044e-06-0.00051125i,-0.00090056-0.00076494i,-0.00085828+0.00033732i,-0.0005037+0.0015616i,-0.00062736+0.001318i,-0.00040087+0.00050869i,4.148e-05+0.00039677i,0.00029117+0.00084325i,-0.00026497+0.00030413i,0.0001296-0.00028637i
0.0027096+0.00086591i,0.002146-9.7115e-05i,0.0010312-0.00099713i,-0.00074096-0.00090118i,-0.0017253-0.00029736i,-0.0012702-0.00010635i,-0.00091661+0.00027108i,-0.00073296+0.00051906i,-0.00021482+0.00048975i,0.00034435+0.00083281i,0.00044386+0.00065807i,0.00018562+0.00039176i,-0.00027265+0.00087569i,-0.00050405+0.00069069i,-0.00049769+0.00082626i,-0.00025829+0.0013463i,3.6169e-05+0.00084309i,0.00066257+0.00063257i,0.00026813-9.3379e-06i,-0.00027905-0.00041578i,-0.0004246+0.00045526i,-0.00018295+0.00040484i,0.000821+4.6938e-05i
0.0029673+0.0041777i,0.003446+0.0040829i,0.0037425+0.0022598i,0.0030075-0.00030756i,0.00071154-0.0010694i,1.2114e-05-0.00055058i,-5.9098e-05-5.7998e-05i,4.5211e-05+0.00044262i,0.00028679+0.0003688i,0.000883-0.00026206i,0.00059593-0.00033134i,-0.00038982-0.00049876i,-3.8447e-05-0.00027065i,0.00011659-3.1304e-05i,-2.2613e-05-0.00028201i,0.00047198-0.00052917i,0.00052942-0.00073598i,0.00051987-0.00053431i,0.00012055-0.00016431i,-0.00059604-0.00022394i,-0.00045444+5.4394e-05i,0.00086923-0.00046404i,0.0012742-0.00036707i
-0.00047027+0.0028828i,-0.0010415+0.0031994i,-0.0021622+0.0025881i,-0.0026646+0.00057858i,-0.0015778-0.00079771i,-0.00064087-0.0012559i,-0.00022395-0.0013651i,0.00015347-0.00063336i,0.00078588+0.00011715i,0.00089877-0.00018599i,-1.6728e-06-0.00019445i,-0.0012101+0.00058i,-0.0015365+0.00054816i,-0.001539-0.00018645i,-0.00088992-0.00060419i,0.00015746-0.00056906i,-0.00016442-0.00046064i,6.6969e-05-0.00028199i,0.00029494-7.7813e-05i,-0.00017822+0.00016537i,0.00033646+0.00064343i,0.00032516+8.4798e-05i,-9.8261e-05-0.0004172i
0.00024217+0.0031902i,0.00064422+0.00187i,0.0011942+7.4108e-05i,0.00099163-0.00070293i,0.00024323-0.0016922i,0.00010373-0.0019658i,0.00059487-0.00027028i,0.00066599+0.00038988i,0.00073481-0.00043761i,0.0007883-0.00018618i,0.00022746+0.0002607i,-0.00039671+0.00021106i,-0.00034692-0.00017583i,-0.00027676-0.00054416i,-0.00021341-0.0010128i,-0.0001741-0.00072142i,-0.00081469+5.8387e-05i,-0.00098343-3.0715e-05i,-0.00053762-0.00020783i,-0.00061692-0.00045153i,-0.00047637+4.1628e-05i,-0.00015194+0.00035379i,-6.1096e-05-0.00011838i
0.0020498+0.0026434i,0.0022449+0.0023104i,0.0031528+0.00093785i,0.0022689-0.00049636i,0.00034897-0.0016068i,0.00025877-0.0021415i,0.00097514-0.0015839i,0.0015001-0.0013297i,0.0018561-0.00094189i,0.00056801-0.00020055i,-0.00087061-0.00022329i,-0.0005855-0.00036766i,-7.7621e-05-0.00066756i,-7.8552e-05-0.00018633i,0.00020239+0.00028951i,0.00038902+0.00035272i,-3.5361e-05+0.00052264i,-0.00027999+9.001e-05i,-4.3577e-05+0.00043042i,0.00039142+0.00056988i,0.00074598+0.00012813i,0.00076731+0.00043054i,7.6789e-05+0.00091185i
-0.0011473-4.3373e-05i,-0.0011093+0.00016721i,-0.0013648+0.00050828i,-0.0013617+0.0011153i,-0.0010635+0.00087313i,-0.0007303+0.00099911i,-0.00053184+0.00061754i,0.00010889+0.00025916i,1.5534e-05+0.0003726i,-0.00046745+0.00036937i,-8.7462e-05+0.00037361i,-0.00039826+0.00064824i,-0.00068013+0.00060852i,0.00034257+0.00012447i,0.00038467+0.00065089i,-0.00060982+0.001053i,-0.00083307+0.0008626i,-0.00020983+0.00030371i,0.00047473-0.00062516i,0.00084496-0.00010315i,0.00026161+0.00074702i,-0.00052071+0.0003541i,-0.00067447-0.00042563i
6.5101e-05+0.0028986i,0.00063071+0.0015775i,0.0025515+0.0011342i,0.0026185+2.3136e-05i,0.0015179-0.0019572i,0.00035196-0.001747i,-6.4399e-05-0.00023505i,-5.4742e-05+0.00071087i,0.00066683+0.00070744i,0.0010142+1.5775e-05i,-0.00049854-0.00057136i,-0.00089004-0.00099566i,0.00012555-0.00047371i,0.00052451+5.3809e-05i,0.00051351+0.0010095i,0.00074013+0.0012719i,0.0010244+0.00025783i,0.0009734-0.00025612i,-6.8207e-05-3.2783e-05i,-0.00078442-2.3117e-06i,-0.0006058-8.8686e-05i,4.247e-05+1.4084e-05i,-0.00010523-5.1828e-05i
0.0016543-0.00038245i,0.00081119-0.00062377i,7.9046e-05-0.0006761i,-0.00078752+0.00017889i,-0.001168+0.00052987i,-0.0008649+0.00052685i,-0.00080599+3.4019e-06i,-0.00041584-0.00012215i,0.00028777+0.0004681i,0.00024438+0.00016687i,-0.0001134-0.00084315i,-8.2129e-06-0.00049652i,0.00073212+0.00034082i,0.0007348+0.00030089i,3.6496e-05+0.00029214i,-0.00044861+0.00040985i,-0.00065453-0.00021269i,4.1291e-05-0.0005778i,0.00091058-0.00042014i,0.00054036+0.00035819i,-0.00039594+0.00069901i,-0.00021481+0.00054355i,-9.6181e-05+2.4564e-05i
0.00095145+0.0022678i,0.0022501+0.0021019i,0.0024488+0.0010554i,0.0010635-0.00080804i,-9.8163e-07-0.0017391i,-0.00021313-0.0014403i,-5.5639e-05-0.0009161i,0.00054601-0.00047792i,0.001137+0.0001361i,0.0012145+8.1553e-05i,0.0012092-0.0007228i,0.0006885-0.00044729i,0.00042004+0.00031951i,0.00011086+0.00049646i,-0.0006993-0.00035814i,-0.00091757-0.001322i,-0.00031273-0.00032068i,-1.4047e-05+0.0009984i,0.0001964+0.0007262i,0.00010413+0.00030634i,-6.8009e-05+9.5757e-05i,-3.1568e-05-0.00016634i,2.1511e-05-0.00058558i
0.00044722+0.0018662i,6.8905e-05+0.001248i,-0.0003752-4.9107e-06i,-0.00052582-0.00062433i,-0.0010128-0.00065641i,-0.0011573-0.00087713i,-0.000505-0.00052792i,4.3003e-05-3.0352e-05i,0.0007602-0.00046334i,0.00094175-0.00035007i,0.00022148-0.00021906i,0.00034715-0.00051129i,0.00078886+0.00023283i,0.00083493+0.00036036i,0.00067717+0.0005206i,0.00017674+0.00097757i,-0.0002594+0.00066911i,-0.00037192+0.00058408i,-0.00047515+0.0007889i,-0.00045555+0.00034304i,-0.00057316-0.00076426i,-0.00039015-0.0015203i,0.00048494-0.00070994i
-0.00075233+0.004918i,0.00085251+0.0034977i,0.0014785+0.00033773i,0.00064049-0.0017965i,0.00098345-0.0015516i,0.0012538-0.0006764i,0.0010774+8.0004e-05i,0.00056158+0.00022321i,0.00041966-0.00073348i,0.00070863-0.00091716i,0.00051325-0.00017324i,0.00053517+0.00013305i,0.0007133+0.00070836i,-0.00032787+0.0014529i,-0.0010488+0.00083313i,-0.00080116-0.00088015i,-0.0004385-0.0010634i,-0.00046133-0.00033849i,-0.00027301-0.00019211i,0.00047066+0.00010539i,0.0010046+0.00034318i,0.0012385+0.00081455i,0.00085852+0.00078159i
-0.0040109+0.0017335i,-0.0031955+0.0015828i,-0.00076553+0.00056929i,0.0012017-0.00090609i,0.0015393-0.0014758i,0.00072013-0.0015276i,-4.2468e-05-0.00098435i,-0.00064844+3.1711e-05i,-0.00020132-2.0471e-05i,-4.6205e-06-0.000445i,-0.00028479-0.00047289i,0.00042412-1.2667e-06i,-5.4445e-05+0.00034279i,-0.0011342+0.00054741i,-0.00034489+0.00023342i,0.00066502-0.00060661i,2.415e-05-0.00095485i,-0.00092669-0.00092712i,-0.0015019+0.00010735i,-0.0014423+0.00081182i,-0.00022065+0.00046407i,0.00039852-8.439e-06i,0.0007517-0.0004721i
-0.00059341-0.00081459i,0.0019084-0.0013685i,0.0015626-0.00078595i,-0.00033879-0.0010171i,-0.00038371-0.0010636i,-0.00031554-0.00080934i,-0.00085773-2.1312e-05i,-0.0010315+0.0010851i,4.4768e-05+0.00087471i,0.00098352+0.00047882i,0.0010241-0.00017018i,0.0006372-0.00013568i,-0.0009254+0.00067934i,-0.0020587+0.00077691i,-0.0010584+0.00017398i,-0.00027559+2.5639e-05i,-0.00053088+0.00022519i,-0.00026705+0.0006706i,-0.00065648+0.00066764i,-0.00062923+0.0002263i,-0.00028788+0.00044088i,-0.00058288+0.00052276i,-0.00024446+0.0012417i
0.0022796-0.0011791i,0.0024253-0.00050784i,0.0010244-0.0014373i,-0.00013284-0.0022067i,0.0002185-0.0015373i,0.00070707-0.0012497i,0.00043649-0.00025343i,0.00017985+0.00026801i,0.00064344+0.00048627i,0.00045685+0.00076097i,-0.00020378+0.0005609i,-0.00041834+0.00048612i,-0.00057919+0.0011302i,-0.00023019+0.0014179i,0.00070313+0.00066088i,0.00092966+0.00043653i,0.00079237+0.00034594i,0.00063523+0.00025767i,-0.00015468+0.00018856i,0.00012083+0.00029672i,0.0010978+0.0004347i,0.0012401-0.0002186i,0.0006439-0.0001839i
0.0014933-7.6506e-05i,0.0015542+0.00064047i,0.0014445+0.00023112i,3.8105e-05-0.00029558i,-0.001251-0.00043241i,-0.00074948-0.00059012i,0.00082513-5.5996e-05i,0.0012883-5.1134e-05i,0.0014842-0.00092128i,0.00061843-0.0005714i,-0.00084575+0.00061713i,-0.0009487+0.0013639i,-0.0012594+0.001474i,-0.00078621+0.00092839i,0.00060116+0.00051501i,0.0010372+0.00088791i,0.00030172+0.00024215i,-2.3383e-05-0.00033827i,-1.0809e-05-5.1967e-05i,0.00014341-0.00034038i,3.6999e-05-0.00031288i,-0.00089742+6.3949e-05i,-0.0012203-4.459e-05i
0.00020713+0.0057022i,2.7454e-05+0.0048184i,-0.00029772+0.0016737i,-0.00036125-8.1114e-05i,-0.00036083-0.0006179i,-0.00028935-0.00054381i,-0.00017869-0.00077673i,0.00012445-0.0011179i,0.00038072-0.00010098i,-7.6281e-05-5.9302e-05i,-0.00015557-0.00057365i,-0.00034928-4.1563e-06i,-0.00060532-0.00027404i,-0.00045086-0.00028284i,-3.1352e-06+0.00011516i,0.00057074-8.8087e-05i,0.0003573-0.00042922i,-0.00036885-0.00044192i,-0.00060318-0.00027052i,-0.00035668+0.00033332i,4.8238e-05+0.00035403i,-0.00020075-0.00015861i,-0.00037073-0.00046063i
