-0.0014667+0.00087205i,-0.00041361+0.00059858i,-5.4546e-05+0.0016496i,-6.1263e-05+0.0029729i,-0.0013266+0.0025275i,-0.0021224+0.001566i,-0.0017496+0.0017693i,-0.0011907+0.002498i,0.00072499+0.0019674i,0.0023645+0.0011551i,0.0020708+0.00055554i,0.0012056-0.00030423i,0.0001713-0.00072i,-0.00074632-0.0013484i,-0.00081121-0.0015595i,-0.0006768-0.00043058i,-0.00095527+0.00042492i,-0.00034766+0.00021378i,-2.8802e-05+8.509e-05i,-0.00015042-0.00037735i,0.00018381-0.00034519i,-0.00045041+0.00040306i,-0.00080416+0.00098809i
-0.00071821-0.0014597i,-0.00064286-0.001i,-0.001449+0.00086938i,-0.0017663+0.002353i,-0.00040478+0.002409i,0.00019633+0.0015392i,0.00019833+0.00035549i,0.00061334-0.00029321i,0.0013036+0.00053203i,0.0026423+0.00060452i,0.0030424-0.00072768i,0.001528-0.0010852i,0.00086222-3.3398e-05i,0.00078305+0.00021345i,0.00069802-0.00041264i,0.00051853-0.00018957i,-0.00032791+9.7825e-05i,-0.00040031+0.00025181i,-0.00048808+0.00109i,-0.00065187+0.0014871i,-0.00011098+0.00096279i,0.00068352-0.00024121i,0.00031522-0.0012237i
0.0010367+0.00030673i,0.0016343-0.00011025i,0.0010661-0.00043941i,0.00078167-0.0010606i,0.00081153-0.0017034i,-0.00027612-0.00057632i,-0.0013784+9.9996e-05i,-0.00086222-0.00014216i,0.00013001-8.5198e-05i,0.0008463-0.0006975i,0.0011905-0.0022525i,0.0012726-0.0028371i,0.0012683-0.0018623i,0.0013613-0.00068791i,0.0014763-0.0001505i,0.00059056+0.00020009i,0.00010971+0.00013163i,0.00067782+0.00014701i,0.00042481+0.00022308i,-9.1666e-05+0.00028613i,-9.2759e-05+0.00037819i,-0.00013317+0.00065867i,-0.00036519+0.00034222i
-0.00051039+0.00011718i,0.00031996+0.00014271i,0.0010082-0.00032334i,0.0002894-0.0008974i,-0.00062196-0.00019832i,-0.00063187+0.00046055i,-0.00084821+0.00022418i,-0.00082755-0.00013975i,-0.00021641-0.00060093i,0.00014044-0.00073599i,6.2613e-05-0.00071492i,0.00042809-0.00020736i,0.0011386-0.00042963i,0.0011358-0.00078005i,0.00039774-0.0001926i,3.1789e-05+0.00064676i,-0.00040857+0.0010965i,-0.00049432+0.00061306i,0.0001366+0.00021043i,0.00045612+0.00019823i,-9.2025e-05+0.00048959i,-3.3621e-05+3.8122e-05i,0.0011916-0.00071681i
0.00097464-0.00056427i,-8.3941e-05-0.00071811i,-0.0014228-0.001791i,-0.0015325-0.0016157i,-0.0006034+4.818e-05i,-4.8429e-05+0.0013344i,0.00032192+0.00067409i,8.0993e-05+0.00093122i,-0.0010945+0.0012323i,-0.0016796+0.0011095i,-0.0014492+0.0013435i,-0.0011419+0.00093658i,-0.00071854-0.0001848i,0.00059529-0.0014418i,0.0015424-0.001582i,0.00080118-0.00021067i,0.00083745+0.0001406i,0.00098349-0.00083255i,8.0086e-05-0.0011446i,-0.00030827-0.0011489i,-0.00014922-0.0014038i,-0.00014737-0.0010853i,-0.00017526-0.00054626i
0.00046603+0.00092965i,0.0019218+0.00051894i,0.0030311+0.00068008i,0.0021081+0.00092174i,0.00088717+0.00076059i,0.00046998-0.00019813i,-0.00028214-0.00038461i,-0.0015234+0.00087731i,-0.0025757+0.0024472i,-0.0012396+0.0036547i,0.00030891+0.0040294i,0.00042998+0.0025324i,-0.00050361+0.00081818i,-0.0012476-0.00030557i,-0.00075299-0.00041578i,0.00034627-5.6132e-05i,0.00092265+0.00029382i,0.00068129-0.00061684i,0.00024356-0.0013585i,-0.0004109-0.00065656i,-0.00035146-0.00014613i,-0.00010623-2.7013e-05i,-9.1373e-05-0.00012109i
0.00062692-4.284e-05i,-0.00033783+9.794e-05i,-0.0022049-0.00040401i,-0.0027164-0.00086945i,-0.0014968-0.00061707i,-0.0011821-0.00064276i,-0.0015959-0.00048093i,-0.00081119+0.00036722i,0.00060995+0.0017983i,0.0012019+0.002798i,0.0013406+0.0022576i,0.0011788+0.00065357i,0.001008+8.5412e-05i,0.0014373+0.00028588i,0.0019436+7.5779e-05i,0.0016131+0.00070959i,0.00075832+0.001018i,-0.00042521+0.00044042i,-0.0013904+7.8171e-05i,-0.0012352-0.0008637i,-0.0012798-0.000459i,-0.00063161+0.00054014i,-0.00034475+7.2548e-05i
-0.0021098-0.00093562i,-0.0014085-0.0012922i,0.00052341-0.00053072i,0.0021064-0.00013381i,0.0022916-0.00016667i,0.001179-0.0008772i,-0.00025396-0.0010147i,-0.0005884+6.4223e-05i,0.00091001+0.001596i,0.0027022+0.0016378i,0.003282-0.00014454i,0.0027446-0.0014249i,0.0010541-0.00087166i,0.00060963-0.00050568i,0.00012948-0.00043428i,-0.0010122+0.00024158i,-0.0012496+0.0010782i,-0.00068636+0.0011122i,-0.00039508+0.001253i,-0.00070006+0.001821i,-0.0010052+0.0014643i,-0.0011914+0.00077664i,-0.0010673+0.00031065i
0.0025005-0.001654i,0.001467-0.0017938i,-9.8848e-05-0.0022867i,-0.00115-0.0021885i,-0.00078846-0.0013921i,-0.000877-0.0007139i,-0.0012474+0.00029419i,-0.00058221+0.00092963i,0.0003915+0.0004623i,0.00084426-0.0002573i,0.00053815-0.00082283i,0.00011211-0.00011601i,0.00059731+0.00081472i,0.0014753+0.00068596i,0.0013548+0.00019167i,0.00035891+0.000345i,-0.00044814+0.00069472i,0.00014274+0.00085926i,0.00086453+0.0010122i,0.00038855+0.00092807i,-0.00010167+0.00053583i,-0.00041956+0.00023905i,-0.0003952-0.00023193i
3.4401e-06+0.00089777i,0.0014779+0.0018081i,0.0017614+0.0014844i,0.0010105+0.0004516i,0.00066124+0.00031289i,0.00072932-8.9316e-07i,0.00056144-9.6366e-05i,-0.00068059-9.8708e-05i,-0.00094143-0.00060276i,-0.00017765-0.00065956i,-0.00040295-9.6119e-05i,-0.00057572+0.00025007i,-0.00012168+0.00013909i,0.00062249-0.00039021i,0.00039742-0.00069762i,3.4444e-05-0.00050172i,0.00015095-0.00031556i,0.00040123+0.00044229i,0.00079901+0.00058782i,0.00056466+0.00024618i,0.0008431+0.00014609i,0.0007731+0.00039702i,-0.00061+0.00038028i
-0.0013072+0.00040117i,-0.0015688+0.0013793i,-0.0009157+0.0024544i,0.00045853+0.0018298i,0.0012686+0.000515i,0.00092742+8.9315e-05i,3.0824e-05+0.00022496i,-0.00070731+0.00051697i,-0.00076837+0.0010856i,-0.0012196+0.0011862i,-0.0020479+0.0017246i,-0.0013644+0.0017857i,-0.00040561+6.5069e-05i,-0.0002335-0.0017095i,-0.00035956-0.0014994i,-0.00049414-0.00042971i,-0.000567-7.1054e-05i,5.0772e-05+0.00027181i,0.00042438-2.3723e-05i,0.00014716+3.4051e-05i,0.00014283+0.00046011i,0.00059309+0.0003268i,0.00095984+0.00033855i
0.002033-0.00065754i,0.0022759-0.0010288i,0.0022988-0.0018442i,0.0010627-0.0022505i,-0.00013815-0.0021334i,-0.00066263-0.0013277i,-0.00084343+0.00022438i,-7.4192e-05+0.00083865i,7.3814e-05+0.0014784i,-8.9971e-05+0.0024784i,0.0002692+0.0022992i,0.0011839+0.0020637i,0.0012586+0.0017211i,0.00016914+0.00075535i,-0.00034845+0.00035817i,0.00011226-4.9686e-05i,0.00057732-0.00024265i,0.00041418+0.00040872i,0.00058816+0.00030963i,0.0010793+0.0002047i,0.001127+0.00029092i,0.00096283+5.1219e-05i,0.0011056+0.00052493i
-0.00074916-0.00095442i,-0.0010499-0.00012975i,-0.0020713+0.0011548i,-0.0022843+0.0016764i,-0.0010225+0.0019238i,3.2453e-05+0.0016091i,0.00037257+0.0005971i,-0.00020557+0.0012424i,-0.00010431+0.0026001i,0.0013075+0.0027036i,0.0029742+0.0019317i,0.0032303+0.001035i,0.0018589+0.00030333i,0.00092494-0.00015134i,0.00050723-2.919e-05i,0.00018194+0.0004946i,0.00030046+0.0005189i,-0.00018601-0.00069421i,-0.00079403-0.0012678i,-0.00087157-0.00082856i,-0.00069632-0.00079179i,-0.00053362-0.0010649i,-0.00031705-0.0014972i
8.3047e-05-0.0009056i,-3.8287e-05-0.0011637i,-0.0010692-0.00093343i,-0.0019952-0.00048013i,-0.0015425-0.00034537i,-0.00042765-0.00017777i,-0.0001019-3.458e-05i,-0.00097572+0.00043747i,-0.0013487+0.0012971i,0.00034487+0.0012794i,0.0012442-0.00054799i,0.0012394-0.0016064i,0.00087393-0.00090487i,0.00031924+0.0004232i,-0.00027006+0.00088042i,-0.00045971+0.00058044i,0.00040835-1.8598e-05i,0.0011835-0.00029922i,0.00067001-0.00047414i,-0.0001531-0.00023961i,-0.000561-3.0121e-05i,-0.00076205-0.00035649i,-0.00050996-0.00048914i
0.0017553+9.3148e-05i,0.0019798-0.00045875i,0.0017043-0.0012754i,0.00094876-0.0017791i,0.00099813-0.0020176i,0.00050094-0.0012584i,-0.00059104+2.7296e-05i,-0.0011414+0.0010117i,-0.00028013+0.001406i,0.00014817+0.0011231i,-0.00045209-0.0001442i,-0.00067688-0.0013362i,-9.4824e-05-0.00062812i,0.00098348+0.00037503i,0.0012317+0.0004789i,4.2726e-05+0.00038991i,-0.00076552+6.4849e-05i,-0.00065223-0.00045483i,-0.0003163-0.00057523i,-0.00019796+0.000352i,-0.00029232+0.0011632i,-0.00031457+0.00079981i,-0.00033018+0.00092155i
0.00010929-0.00080593i,-0.00064632+0.00015612i,3.2144e-05+0.0011356i,0.00050874+0.0010661i,0.0010595+0.0012617i,0.0010173+0.0012334i,0.00045052+0.00071606i,-0.00012106+0.0013544i,-0.00021582+0.0020102i,-0.00029678+0.0012691i,-0.0011028+0.00051675i,-0.0013128+0.00035805i,-0.0012281+0.00054148i,-0.00040989+0.00029714i,-8.1603e-05-0.00027566i,-0.0004301-0.00012295i,0.0003188+0.00044957i,0.0010992+0.00041839i,0.00083092+0.00039809i,0.00028202+0.00047427i,0.00054064-0.00012003i,0.00077043-0.00020188i,0.00023056-1.8892e-06i
0.00078173+0.00016745i,0.00036623-0.00082739i,0.00034207-0.0015736i,-0.00046827-0.0023635i,-0.0014258-0.002554i,-0.00096779-0.0021306i,-0.00068643-0.0011574i,-0.00026589+0.0008167i,0.00033049+0.001944i,0.00051026+0.0019023i,0.0004182+0.0018967i,0.00063852+0.0022388i,0.00061162+0.0019872i,0.00055022+0.00062705i,0.00065303-0.00024055i,0.00029986+2.5359e-07i,-0.00022924+0.00061521i,-1.2661e-05+0.00072762i,0.00088129+0.00056711i,0.00075853+0.001094i,0.00053351+0.00086218i,0.0012292+0.00021326i,0.0013194-0.00029359i
-0.0004205+0.00016433i,0.00097055-0.0006771i,0.0023799-0.0004557i,0.0022742-0.00010562i,0.0021546-0.00023373i,0.0010476-0.00055605i,-0.00044434-0.00042115i,-0.00040872-0.00010592i,-0.000158+0.00097953i,0.00058388+0.0026175i,0.0018387+0.0036292i,0.0023356+0.0028743i,0.0020849+0.0012629i,0.00087418+0.00018979i,-0.00066324+9.1288e-05i,-0.00060115+0.00023988i,0.00010835+0.00018683i,-1.0686e-05+0.00049619i,0.0001324+0.0006886i,0.00057293-7.7509e-05i,0.00083783-0.00043813i,0.00090148-0.00033254i,0.00061703-0.00015438i
-0.00020657-0.00025713i,-0.00050075+5.9396e-05i,-0.0012551+0.00052809i,-0.0022365+0.00087173i,-0.0020746+0.00052909i,-0.00034409+0.00014312i,0.0002421+0.00078478i,8.3853e-05+0.00092028i,0.00089812+0.00085433i,0.0016074+0.0012432i,0.0029381+0.0013309i,0.0037506+0.00038428i,0.0028414-0.00066763i,0.0021336-0.00054577i,0.0014118-0.00019448i,0.00060208+0.00014623i,0.00020885+6.4657e-05i,0.00040692-0.00021897i,0.0004184-0.0002918i,0.00053255-0.00091314i,0.0009326-0.0010956i,0.00023585-0.0006233i,-0.00017628-0.00016305i
-0.00015058-0.0010096i,-0.00070957-0.00038823i,-0.00054326-0.00063396i,-0.00064716-0.002003i,-0.00090418-0.0020718i,-0.001059-0.00017264i,-0.00030482+0.00020878i,8.5465e-05-0.00072059i,9.6487e-05-0.00046144i,8.2651e-05+0.00042407i,-0.00015801-0.00084777i,0.00018296-0.0025428i,0.00062978-0.0020848i,0.00078552-0.0009834i,0.0010642-0.00060382i,0.00065173-0.00049221i,-8.5303e-05-0.00019357i,-0.0006648-0.00012486i,-0.00095669-1.7395e-06i,-0.00046606+0.00011545i,-0.00024697+0.00035956i,-0.0006043+0.00024428i,-0.00050263+3.8065e-05i
-0.00090225-0.00028382i,-0.00092401-0.00084575i,-0.0011301+0.00046348i,-0.00049656+0.00126i,0.00032906+0.00034804i,0.00020845-0.00025696i,-3.8785e-05+9.8222e-05i,-0.00071884+0.00043342i,-0.00097425+0.0010875i,-0.00088098+0.0011681i,-0.0010808+0.00057648i,-0.0013265-0.00034765i,-0.0011622-0.001093i,-0.00040881-0.0012861i,-0.00017878-0.0014833i,-0.00056243-0.0011481i,-0.00011715+0.00017778i,-3.3012e-05+0.00050441i,-0.00051925-0.00011336i,-0.00092217+6.196e-05i,-0.0008904-3.5879e-05i,-0.00015669-5.9871e-05i,0.00011871+0.00044952i
0.0012021+0.00045423i,0.0017731+0.00070973i,0.0013761+0.00067325i,7.4759e-05-2.0756e-05i,-0.00021135+0.0005271i,0.00020403+0.00040834i,-4.5892e-05+5.8947e-05i,-0.0005261+0.00049002i,-0.0013633+0.00084085i,-0.0014126+0.0017916i,-0.00059818+0.0022977i,-0.00013073+0.0018484i,-8.3882e-05+0.00095432i,-0.00071037-0.00027764i,-0.0012285-0.0006077i,-0.00091739+0.00021998i,-0.0011768+0.00074379i,-0.0011637+0.00085499i,-0.000543+0.00096712i,-0.00078742+0.0012999i,-0.0015004+0.00089432i,-0.0011474+6.9675e-05i,-0.00020701-0.00071544i
0.00064116-0.0012459i,-0.00078641-0.00034592i,-0.0013943-0.0014706i,-0.0011654-0.0016067i,-0.0017492-3.6219e-05i,-0.00105+0.0018285i,0.00025249+0.0021223i,-0.00041187+0.0019666i,-0.0010125+0.0027257i,-0.00025111+0.0032804i,0.0012343+0.0031317i,0.0022354+0.0027685i,0.0017008+0.0021141i,0.00094049+0.0010912i,0.0002698+0.00026228i,0.00016876+0.00047207i,0.00055122+0.0010658i,0.00063082+0.00045888i,0.00042475+2.4933e-05i,0.00028241+9.9811e-05i,3.7312e-05+0.00029448i,-0.00032065-0.00015878i,-0.00028124+0.00013843i
-0.0016601+0.00036767i,-0.0024481-0.00048555i,-0.0020114-0.0012465i,-0.001841-0.0021239i,-0.0013792-0.0028486i,-0.00055809-0.0025121i,-0.00012069-0.0016242i,0.00045509-0.00063732i,0.001296+0.00014067i,0.0020662+0.00077014i,0.0019787+0.00033113i,0.0019084+1.8201e-05i,0.0018022+0.0003773i,0.0009722+0.00012755i,0.00066948-6.2938e-05i,0.0010007-0.00025772i,0.0015482-0.00053996i,0.0012452-0.00052564i,0.00061708-2.5087e-05i,-5.255e-05+0.00052106i,-0.00015183+0.00049917i,0.00022338-0.00011359i,0.00036152+6.8652e-05i
0.00033331-0.00044296i,0.0011217-0.00049121i,0.0010241+0.00074838i,0.00074576+0.0011866i,0.0014658+0.0006659i,0.0016577+6.7887e-05i,0.00058854+0.00018265i,0.0004188+0.0010405i,0.0012029+0.0010743i,0.00122+0.00048628i,0.00064339-0.00031389i,0.00047908-0.00042205i,0.00033819+3.3523e-05i,0.0007183+9.9793e-05i,0.0012767+0.00013513i,0.00059124-0.00019094i,0.00014204-0.00030951i,0.00056869-0.00017614i,-0.00025849+0.00016657i,-0.00076754+0.00036971i,-5.666e-05+0.00032662i,0.00019329+0.00018761i,0.00028815+0.00013022i
0.0010697+0.0015173i,0.0020215+0.0017492i,0.0020816+0.00057528i,0.0015811-0.00090809i,0.0013939-0.00049728i,0.0011368-0.00010971i,-0.00029255-0.0003388i,-0.0010393+0.00045456i,0.00011882+0.0012926i,0.00052579+0.00094059i,-0.00090622-0.00050979i,-0.0014907-0.00083517i,-0.0010091+0.00018362i,0.00011294+0.0007456i,0.00078143+0.00047761i,8.8234e-05+0.00037029i,-0.00034812-0.00035269i,6.9414e-05-0.00059641i,-0.00059764-0.00010986i,-0.0013138-0.00026635i,-0.00044384-0.00050024i,-0.00040306-0.00033302i,4.5541e-05-4.4809e-05i
-0.00050769+0.00012575i,-0.00053916+0.00093928i,0.000521-0.00095102i,0.00058411-0.0026817i,-0.00082318-0.0012099i,-0.00077471-3.7627e-05i,0.00021617+0.00047253i,-2.9988e-05+0.0009278i,-0.00096666+0.0011537i,-0.00080921+0.0012939i,-0.00033235+0.0019452i,-0.0007826+0.0017772i,-0.00059476+0.00028218i,3.0312e-05-0.0013964i,-0.0001872-0.0018813i,-0.00094669-0.00096573i,-0.00076532+1.2192e-05i,-0.00033953-2.7143e-05i,-0.00044536-0.00060132i,-0.00034449-0.00028451i,2.53e-05+0.00017807i,8.7008e-05-5.9269e-05i,0.0001787-0.00035369i
-0.00054583+9.2038e-05i,-0.00011292-0.0015354i,0.00050736-0.0029446i,0.00063528-0.0019029i,0.00088388-0.00086883i,0.00083515-0.00095017i,-0.00017999-0.00034863i,-0.00070504-0.00021311i,-0.00079433+0.00013505i,-0.00049982+0.0018455i,0.00041268+0.0030419i,0.0013927+0.0024571i,0.0010637+0.0012504i,-0.00025991+0.00053415i,-0.00032169+9.0905e-06i,0.00025752+0.00033681i,0.00015973+0.00049276i,5.9065e-05+0.0004818i,0.00016773+0.0008004i,2.53e-05+0.001532i,-9.658e-05+0.0015719i,-9.5045e-05+0.00045025i,-0.00027261+1.5148e-05i
-0.00013629-0.0016126i,-0.00031337-0.0019273i,-0.002746-0.00058088i,-0.003146+0.0009792i,-0.00095467+0.0011516i,0.0001369+0.0013237i,-0.00012943+0.00065297i,-0.00048121+0.00035491i,-0.00010666+0.0022659i,0.0015322+0.0030786i,0.0031986+0.0022432i,0.0031114+0.00039807i,0.0012854-0.0010406i,0.00030943-0.00089867i,0.00018274-0.00055674i,0.00072833-0.00063872i,0.0010708-0.00025744i,0.00010649+0.00014076i,6.1697e-05+0.0002582i,0.00052661+0.00030831i,0.00076437+0.00038414i,3.4708e-05+5.8332e-05i,-0.00065983-0.00044302i
0.0018598+0.0015219i,0.0013349+0.0028694i,0.0010461+0.0011175i,0.00076267-0.00048452i,0.00044162-0.00036252i,-0.00034993-0.00071125i,-0.0012017-0.00025214i,-0.0013314+0.0015722i,-0.0010218+0.0030111i,0.00048057+0.0019244i,0.001624-0.00065881i,0.0010508-0.0016406i,-1.3733e-05-0.0012101i,-0.00043088-8.0809e-05i,0.00013444+0.001023i,0.00019949+0.00080612i,0.00050624+0.00051469i,0.00041842-7.9238e-05i,0.00049998-0.00089759i,0.00050858-0.00067789i,-0.00042732-0.0010218i,4.3965e-05-0.0013672i,-6.0215e-05-0.0013676i
-0.001414+0.0015604i,-0.0010006+0.0017137i,0.00030329+0.00085265i,0.00081208-0.00041775i,0.0012966+0.00012151i,0.0015593+0.0014382i,0.00047788+0.0012761i,5.5439e-05+0.0008539i,0.00050047+0.0010875i,0.00082851+0.00062341i,-0.00022496-0.0010285i,-0.0016514-0.002317i,-0.001444-0.0017607i,-0.00059494-0.00082495i,-2.0806e-05-0.00038429i,-7.0673e-05-0.00034819i,3.4137e-05-0.00055954i,0.00017674-0.00077147i,0.00010861-0.001073i,-7.5834e-06-0.0014232i,0.00041156-0.0011168i,0.00078393+0.00012338i,0.00050793+0.00029023i
-0.00057013-0.0012845i,-0.00062442-0.0020332i,-0.00061182-0.0016498i,-0.00060407-0.00079734i,0.00018107-0.00035644i,0.00075125+0.0004233i,0.00043297+0.0015508i,-0.00027371+0.0020316i,0.00017322+0.0018222i,-0.0001318+0.0020586i,-0.0016836+0.0028363i,-0.0019134+0.0031551i,-0.0011338+0.0020137i,-0.00062308+0.00010477i,-0.00078781-0.00064999i,-0.0013164+0.00011653i,-0.0015158+0.00057356i,-0.0011737+0.00063484i,-0.00059201+0.00035308i,0.00056943-0.00016994i,0.0010531+0.00014207i,-0.00037283+0.00058554i,-0.00057288+0.00077501i
0.0021238+0.00014329i,0.0028017-0.0012465i,0.0021756-0.0029749i,0.00049559-0.0041284i,0.00019743-0.0038672i,0.00031428-0.0026325i,0.00015972-0.00047085i,0.00038434+0.0018869i,0.0011147+0.0022822i,0.0016144+0.0021252i,0.00097038+0.0034621i,0.0001559+0.0043082i,0.0010704+0.0034394i,0.0011383+0.0012808i,-0.00021166-0.00024506i,-0.00027201-0.00033018i,0.00036677+7.9428e-05i,0.00038112+0.00069207i,-0.0002355+0.0011071i,-0.00056198+0.0016691i,-0.00051004+0.0016784i,-0.00041294+0.0011477i,3.5277e-05+0.00051865i
0.00078781+0.0021694i,0.0013843+0.0027648i,0.0013935+0.002345i,0.00087201+0.0011109i,0.0014887-0.0002134i,0.0017774-0.00070908i,0.00069387-0.0012437i,0.00034527-0.00036262i,0.00059554+0.0015143i,0.00059017+0.0023174i,0.0015657+0.0026183i,0.0026345+0.0024703i,0.0028657+0.0012482i,0.0014173+0.00045285i,0.00015461+0.00012332i,5.7341e-05+0.00056638i,-1.8095e-05+0.0015401i,0.00033859+0.0010213i,0.00079039+0.00037589i,0.00073073+0.00017157i,0.00035104+0.00018104i,-5.6644e-05+0.00017477i,0.00040517+0.00036213i
-0.0023734+0.00029981i,-0.0025661-0.0004074i,-0.0022584-0.0009495i,-0.0011007-0.00036566i,-0.00010509+0.00011851i,-0.00065427+0.000134i,-0.00087219+3.8126e-05i,-0.0012716-1.5633e-05i,-0.00059742+0.00015937i,0.0011654-0.0010428i,0.0025849-0.0022713i,0.0030403-0.0025649i,0.0018336-0.0022979i,0.00068095-0.0011922i,0.0009366-8.7614e-05i,0.0014671+0.00057192i,0.0016006-1.5374e-05i,0.0013422-0.00037093i,0.0010402-0.00058041i,0.00067213-0.00087618i,0.00070073-0.00073965i,0.0010701-0.00083724i,0.00063942-0.00058027i
0.00078406-0.00090224i,0.0011015-0.00065918i,0.0020993+0.00019135i,0.0029458-0.00017035i,0.0030865-0.0018721i,0.0015214-0.002131i,-0.00057585-0.00081875i,-0.0016062-0.00032368i,-0.0012485-0.0006499i,-0.00021084-0.0019415i,0.00090485-0.0035735i,0.00050087-0.0041563i,-0.001127-0.0036137i,-0.0012175-0.0014969i,0.00014893+0.00057925i,0.00055894+0.0011867i,0.0003246+0.00085923i,0.00019195+0.00058881i,-0.00016774+0.00038547i,2.6036e-05+2.7205e-05i,0.00061969-0.00023519i,-0.00066365-0.0003663i,-0.0013771+0.00021192i
0.0016958-0.00091535i,0.00080556-0.0020676i,-0.00051481-0.0024318i,-0.0017158-0.0020156i,-0.0013528-0.0013074i,-0.00027339-0.00015293i,-0.0010925+0.0012361i,-0.0015585+0.0024716i,-0.00068317+0.0029822i,-0.00016365+0.0025547i,-0.0012354+0.0014084i,-0.0030637+0.0008844i,-0.0028316+0.00095373i,-0.0011972+0.00039149i,-0.00097148-0.00066006i,-0.0013566-0.00077946i,-0.0014719-0.00040232i,-0.0017478+0.00048244i,-0.0014349+0.00083652i,-0.0010037+0.00069938i,-0.00016106+0.0014494i,0.00048603+0.0013854i,-0.00024753+0.00049315i
0.0011855+0.0015935i,0.0028806+0.00049331i,0.0037364-0.00044401i,0.0028177-0.0015035i,0.0023798-0.001585i,0.0019087-0.00080347i,0.00054937+0.00062584i,-0.00078353+0.0026848i,-0.00026995+0.003941i,0.00019306+0.0045166i,-0.0017303+0.0048701i,-0.002782+0.0046269i,-0.0018508+0.0031817i,-0.0007618+0.0010452i,-0.00039758+0.00011202i,-0.00045457+0.00088532i,-0.00066712+0.00082148i,-1.8409e-05+0.00045608i,1.6826e-05+0.00037467i,-0.00078938+0.00047121i,-0.0010756+0.00044047i,-0.00019004+0.00049725i,0.00029336+0.0011367i
-0.0020415+0.0011545i,-0.003105+0.0015485i,-0.0021454+0.0022548i,-0.00042743+0.0012297i,0.00046276+0.00023643i,0.00073261-0.00089363i,0.00025743-0.00055516i,6.033e-05+0.0016196i,-0.00034952+0.0034067i,7.4205e-06+0.0039567i,0.0016968+0.0051422i,0.0030512+0.0053332i,0.0022599+0.0024185i,0.00031914+0.00031395i,-0.0006901+0.00064657i,-0.00010705+0.0012057i,0.00022482+0.00077484i,-5.082e-05-0.00032659i,0.00021327-0.00034776i,0.00010557+7.6442e-05i,-0.00014244+7.0522e-05i,-0.00020049+0.00019783i,0.00020453+0.00019961i
0.00071932-0.0004124i,0.00035905-0.0026031i,-3.0462e-05-0.0033239i,0.00018709-0.0019826i,-0.00032316-0.0010011i,-0.0006876-0.00044824i,0.0005614+0.001088i,0.001624+0.00212i,0.002583+0.0018117i,0.0033367+0.00032622i,0.0046217-0.0011672i,0.0055907-0.0015927i,0.004089-0.0012222i,0.0020539-0.00072668i,0.00067967-0.00048111i,7.0947e-06-1.3668e-05i,-0.00051799+0.00048193i,-0.0010764+0.00027796i,-0.00040228+0.0001763i,0.0010565+0.00019376i,0.001633-0.00018871i,0.0013541-0.00073935i,0.0013402-0.00095873i
0.002519-0.0006422i,0.002873-0.00043492i,0.0023402-0.00095561i,0.0013149-0.00026575i,0.00013062+0.00039848i,-0.00093182-2.2714e-05i,-0.0002033-9.4145e-05i,0.0012327-0.0011958i,0.002215-0.0016368i,0.0025928-0.0015163i,0.003196-0.0024696i,0.0029346-0.0029093i,0.0013773-0.0024902i,-0.00011496-0.0010748i,-0.00031159-0.00013923i,-6.1213e-05+0.00026282i,-0.00022789+0.00051052i,-0.00018057+0.00027154i,0.00033206-0.00040382i,0.00052644-0.00052379i,6.7161e-05-0.00011611i,-0.00016063+0.00017451i,4.6637e-05-0.00041257i
0.0024437+0.001103i,0.0024114-4.4171e-05i,0.0025035-0.0022994i,0.001429-0.0036311i,-0.00021711-0.0033718i,-0.00079088-0.0024066i,-0.0010924-0.0016894i,-0.0006-0.0012847i,0.00037156-0.00052813i,-0.00056926-0.00038533i,-0.0019128-0.0010153i,-0.0023335-0.00059893i,-0.0017301+0.00040832i,-0.00030325+0.00094249i,-5.0683e-05+0.00055874i,-0.00042959+0.00019756i,-0.00033309+0.00058202i,-0.00050213+0.0012711i,-0.0010761+0.0012263i,-0.001059+0.00077331i,-0.00092442+0.0005897i,-0.0015045+0.00028231i,-0.001184-0.00035744i
-0.00023584+0.0015278i,-0.0014248+0.0010364i,-0.00038229+0.00089871i,0.00070196+0.00077958i,0.00032043+0.00044652i,-0.00056859+0.00068343i,-0.0012424+0.0012351i,-0.0023783+0.0015328i,-0.0042068+0.0013011i,-0.0056207+0.0024881i,-0.0051332+0.0037526i,-0.0036661+0.003225i,-0.0014568+0.0022329i,0.00098277+0.0014732i,0.001017+0.0010194i,0.00020238+0.00079775i,0.00058284+0.00040612i,0.00037905+0.00021278i,-0.00010684+0.00038167i,-0.00023165+0.00033734i,-0.00015011+0.00055745i,-0.00096199+0.00080241i,-0.00089154+0.00037841i
-0.00048895-0.0021901i,-0.0007128-0.0019712i,-0.0012701-0.0011727i,-0.00075523-0.000129i,-8.2441e-05-0.00012419i,8.6141e-05-0.00014796i,-0.00068505+0.00018397i,-0.0019777+0.0010611i,-0.003462+0.0019973i,-0.0032418+0.0029504i,-0.0013701+0.0042554i,0.00039356+0.0039622i,0.0013333+0.0018924i,0.0018543+0.00029285i,0.0012903+0.00024975i,0.00038926+0.00079988i,0.00011254+0.00032098i,6.7262e-05-0.000396i,0.00043923-0.00091402i,0.0011375-0.00092926i,0.0017702-0.00030988i,0.0016034-0.00069609i,0.001199-0.0010908i
