0.0010756-0.00043524i,0.00060728-0.00020601i,-0.00087196+0.00053246i,-0.00075884+0.00089681i,0.00022592+0.00055176i,0.00017571+0.00035722i,0.00037371+0.0006903i,0.00023404+0.00072249i,-0.00024712+0.00044239i,0.00064769+0.00021168i,0.00045058-0.00090688i,-0.00079594-0.0016872i,-0.00084328-0.0013633i,-5.0717e-05-0.0011714i,1.5827e-06-0.00059943i,-0.00019209+0.00033213i,-0.00078617+0.0009749i,-0.00062725+0.00095744i,0.00051732+0.00051051i,2.8429e-05-0.00023252i,-0.00049291-0.00032431i,-0.00041126+0.00028875i,-0.00028547+0.0001955i
0.0042974+0.0015629i,0.0056634+0.00033317i,0.0038645+5.2268e-05i,0.0022607+0.00035256i,0.0021185+0.00135i,0.0029301+0.0024476i,0.002511+0.0021032i,0.00042824+0.001648i,-0.00071299+0.00131i,-0.00026882+0.0012314i,0.00030315+0.0013419i,0.00086504+0.0006005i,0.0008771+0.0003855i,0.000855+0.00076962i,0.00079898+0.00048585i,0.00078479+0.00027103i,0.0010606-0.00036518i,0.0013162-0.0016871i,0.00061787-0.0019197i,-0.0001507-0.0011935i,1.7163e-05-0.00014433i,0.00030682+0.00055466i,0.0007808+0.00081862i
-0.0030071+0.0027522i,-0.0013215+0.0025958i,-0.001241+0.0015206i,-0.0017496+0.00028199i,-0.0011309+0.00014278i,-0.00016103+0.00012834i,0.000369-0.00012213i,-0.00011935-0.00037i,-0.00010424-0.00065379i,-0.00017968+0.00015567i,-9.4808e-05+0.00092234i,0.00038653+0.00056948i,2.8166e-06+3.0525e-05i,-0.00010236-0.00040074i,-0.00025891-0.00060234i,2.0258e-06-0.00089222i,0.00088399-0.00064898i,0.0014693-0.00036078i,0.00074024-0.00034273i,-0.0002562-0.00077716i,-0.00045366-0.00061588i,-0.00055808+0.00060566i,-0.0010476+0.0016334i
-0.00057309-0.0035764i,-0.0010916-0.0028009i,-0.0018582-0.0026278i,-0.0024565-0.0015281i,-0.0019464+0.00031032i,-0.00047776+0.00056929i,0.0012555-0.00067187i,0.0010361-0.0012009i,0.00022383-0.00079957i,-0.0001564+0.00024241i,-0.00022044+4.9555e-05i,-9.2112e-05-0.00073833i,5.1854e-05-6.3406e-05i,-0.00017391+0.00042535i,-0.00076089+0.00070083i,-6.4393e-05+0.00045483i,0.0008781-5.8282e-05i,0.0004915+0.00035774i,-0.00024267+0.00076101i,-0.00039081+0.00069803i,-0.00032651+0.00056761i,-0.00041104-0.00020539i,-0.00047186-0.00037787i
0.0034995+0.0013925i,0.0027533+0.0016845i,0.0021746+0.0017788i,0.002298+0.00075158i,0.0032314-2.3606e-05i,0.0043545-0.0003889i,0.0041735-2.4916e-05i,0.0029061+0.0001321i,0.0013553-0.00069309i,0.00092256-0.00081507i,0.00061415-0.00041461i,0.00064921-0.00013701i,0.0012267+0.00029068i,0.0010234+0.00030827i,0.00036517-0.00038845i,0.00038979-0.00068005i,0.00045264-0.00051i,0.00067577-3.7172e-05i,0.0011538+0.00039887i,0.00063424+0.00041639i,6.7351e-06+0.0010355i,-0.00025859+0.0018674i,-0.00035899+0.0017957i
-0.002076+0.0034627i,0.00034723+0.0018838i,0.002931+5.2305e-05i,0.0036445-0.00062527i,0.0043359-0.00037906i,0.0045432-0.00071139i,0.003324-0.0014163i,0.0011993-0.0017332i,-7.5227e-05-0.00057372i,0.00064149+0.00032525i,0.0011042-0.00012713i,0.00050687-6.2873e-05i,0.0005699+0.00013245i,0.00098723-0.00072256i,0.0011333-0.0019944i,0.0014657-0.0015961i,0.0015066-0.00045088i,0.0005835-0.00022741i,-0.00047049-9.7267e-06i,-0.00018223+0.0006266i,0.00030282+0.00063825i,-0.00062749+0.00035636i,-0.0010928+0.00018987i
-0.0020208-4.4389e-05i,-0.0018358-0.00010648i,0.0012696-0.00093854i,0.0023417-0.00050492i,0.0012382+0.0016284i,0.00081016+0.0023623i,0.001625+0.0009992i,0.0015757-1.7435e-05i,0.00069707-0.0001601i,-0.00024027+0.00036643i,-0.00037022+0.00046375i,-0.00014656+0.00061765i,0.00030523+0.00052536i,0.00055316+5.4469e-05i,-0.00010493+0.00036349i,-1.9227e-05+0.00039597i,-0.00017084+0.00070684i,-0.0002982+0.0012349i,5.8449e-05+0.0014689i,-0.00044456+0.0019777i,-0.00052734+0.0020732i,-0.00025816+0.0013883i,-0.00060715+0.00079522i
0.0040073-0.0018336i,0.0027734-0.0002673i,0.00040259+0.0016171i,-9.7135e-06+0.0025284i,0.0009392+0.0011951i,0.0020077+0.00017891i,0.0026999+0.00049901i,0.0016984+5.626e-05i,0.00034644-0.0011467i,-0.00036719-0.00088983i,-0.00043217+0.00024295i,0.00033205+0.00046355i,0.0011574+0.0011803i,0.0016152+0.0026564i,0.0014981+0.0033702i,0.00064447+0.0033313i,0.00014261+0.002151i,0.00070337+0.0006683i,0.00091986-0.00017624i,0.00021669+0.00015215i,-0.00012306+0.00099564i,0.0002038+0.0014014i,0.00039177+0.0014233i
0.0032973+0.0033622i,0.0041039+0.0031943i,0.0013558+0.0028074i,-0.00027935+0.0038315i,0.00056334+0.0041405i,0.0017248+0.0031137i,0.0008236+0.0014118i,-0.0011471+0.00082432i,-0.0014091+0.0015258i,-0.00041009+0.0020603i,6.2714e-05+0.0011709i,0.00011307+0.00011185i,-0.00062012-3.7744e-05i,-0.00048201+0.00019555i,4.0794e-05+0.00050817i,0.00014977+0.00029026i,0.000323-0.00049586i,4.2381e-05-0.0006839i,-0.00071407-0.00053346i,-0.00077306-0.00051039i,-0.00089165-0.00042281i,-0.0011056-0.00017783i,-0.00089052-4.2013e-05i
-0.0028732+0.0017031i,-0.0023021+0.0018997i,-0.0011541+0.0012373i,0.00016539+0.00092178i,0.0012977+0.00095663i,0.0018145+0.001368i,0.0012558+0.0011132i,0.0003554+0.0010424i,-0.00072526+0.0017996i,-0.00090035+0.0017335i,-0.00042042+0.00088083i,-0.00087192+0.0003624i,-0.00095847-0.00039523i,-0.00081131-0.0010905i,-0.00052056-0.0004188i,-0.00029455+0.0004888i,-0.00030303+0.0007063i,-0.00030354+0.00019436i,-0.00078799-0.00010144i,-0.00097867+0.00052791i,-0.0015538+0.0009658i,-0.0013646+0.0012524i,-0.00063766+0.0009043i
0.0010198+0.0031448i,0.0012618+0.0032655i,0.0021527+0.0028648i,0.0010371+0.00085241i,-0.00021882-0.00091707i,-5.8823e-05-0.0013118i,0.00095334-0.0011241i,0.00060739-0.00051922i,0.00017995+0.00015686i,-0.00028811-0.00027324i,-0.0006064-0.00060876i,-0.0015872-0.00013249i,-0.0021258+0.00028315i,-0.001719-7.152e-05i,-0.0016081-0.00057135i,-0.0015464-4.5388e-05i,-0.0007543+0.00012724i,0.00017006-0.00041861i,0.00014025-0.00027712i,-0.00017107-0.00015843i,-0.000202-7.6588e-05i,-7.4281e-05+0.00013845i,-0.000439-0.000451i
0.0095804-0.0036324i,0.0089376-0.0046079i,0.0041954-0.0043147i,0.00045203-0.0011704i,0.00093548+0.0025101i,0.0020782+0.0030728i,0.0028437+0.0017868i,0.0029688+4.0746e-05i,0.0021959-0.00080795i,0.0012021-0.00063516i,0.00062755-4.2653e-05i,0.00059263-0.00013307i,0.00097878+0.00012788i,0.00013914+0.0011731i,-0.001085+0.00095929i,-0.0012471+0.00036018i,-0.00097843+0.00026525i,-0.00043534-0.00011368i,0.00068768-0.00025758i,0.00058092-0.00020941i,0.00031653-0.00059958i,-0.00015429-1.3075e-05i,-0.00094366+0.00034498i
-0.0025149+0.0031534i,-0.0027588+0.0024767i,-0.0025212+0.0015184i,-0.0016454+0.0019015i,0.0011352+0.0017423i,0.0040441+0.00015184i,0.0044554-0.0019206i,0.0027162-0.0037699i,0.00068263-0.0035064i,-0.00080061-0.001524i,-0.00040869-0.00026322i,0.00060199-0.00014498i,0.00048784+0.00032631i,0.00032697+0.0010214i,0.00051559+0.0013829i,0.00072653+0.0012443i,0.00044149+0.00030123i,0.0011011-8.7107e-06i,0.0015004-0.00037049i,0.0013709-0.0014565i,0.001097-0.0016002i,-2.5463e-05-0.001191i,-0.001076-0.00098803i
-0.0023904+0.00053763i,-0.00087682+0.0020695i,0.00038942+0.0023366i,-0.00050982+0.0010413i,-0.0018843+0.0012214i,-0.0015919+0.0016884i,-0.00059334+0.0010577i,-0.0011513+3.054e-05i,-0.0018167-0.00060471i,-0.0019207-0.00048582i,-0.0021807-0.00042637i,-0.0019028-0.00059041i,-0.0012622-0.00049393i,-0.00085817+0.00043431i,-0.0012091+0.0013245i,-0.00178+0.0012195i,-0.0011645+0.0013586i,0.00025002+0.00056237i,0.0022861-0.00037531i,0.0031087-0.00021071i,0.0017353-0.00034462i,0.00027175-0.0007793i,-0.00057659-0.0016425i
0.005158-0.0012449i,0.0049101-0.0030955i,0.0023522-0.0026897i,0.00087746-0.00098168i,0.0011779-0.00033706i,0.0011767-0.00035825i,0.00029132+0.00030859i,-0.00071619+0.0010371i,-0.0012749+0.0015752i,-0.0001133+0.0016905i,0.00078059+0.0004806i,-0.00010049-0.0002536i,-0.0004345-0.00075855i,0.00020005-0.0013516i,-0.00031844-0.00062898i,-0.0014388+0.000198i,-0.0019827-0.00015843i,-0.00060823-0.00034079i,0.0006898-0.00043216i,0.00095882-0.00075332i,0.0012584-0.00075637i,0.00097219-0.00078664i,0.0003744-0.00093788i
0.00027488+0.0014578i,-0.00024645-0.00025514i,-0.0015942-0.0013694i,-0.00129+6.5258e-05i,0.00088749+0.0007267i,0.002029-0.00024913i,0.0011868-0.0002464i,-0.00045558+0.00061695i,-0.00078422+0.00096654i,0.00058434+0.0016583i,0.00097581+0.0017188i,0.0007088+0.00051662i,0.00049638+7.7744e-05i,7.5862e-05+0.00013944i,0.00046628+0.00031948i,0.00077559-8.99e-05i,0.00046769-0.0003167i,-4.7e-06+0.000179i,0.0006004+0.0011017i,0.0014467+0.0014137i,0.00063375+0.00068121i,-0.00016916+0.00036796i,-0.00011052+0.00056594i
-0.0031471+0.00073295i,-0.00095522+0.0015433i,0.0010367+0.00048077i,0.00018821-0.00081233i,-0.00054342+0.00085604i,0.0015697+0.0027155i,0.002842+0.0017875i,0.0019754+0.0012531i,0.0016238+0.0015425i,0.00096301+0.0013382i,0.00052673-8.6953e-05i,0.0008038-0.0011607i,-4.3528e-05-0.00072394i,-0.00045725+0.0013934i,0.00021024+0.0020161i,0.00067463-8.8453e-05i,0.00028788-0.00087591i,0.00045817+0.00043972i,0.00042092+0.002147i,0.00026832+0.0018416i,0.00083314+0.00076257i,0.00061696-0.00023173i,0.00096054-0.0010816i
0.0038772-0.0034759i,0.0038092-0.0030974i,0.0032903-0.0022569i,0.0024305-0.00079282i,0.0017744+5.0067e-05i,0.0020227+0.00043231i,0.0029526+0.00055884i,0.0033753-0.0008652i,0.0028019-0.0020274i,0.0021784-0.0016685i,0.0013514-0.001155i,0.00058125-0.00031442i,0.00022906+0.00058144i,5.0197e-05+0.0011975i,0.00027901+0.0011615i,0.00011136+0.00044798i,-0.0010051-0.00039536i,-0.00097272+8.3155e-05i,-0.00029172+0.0012186i,0.00020399+0.0016889i,0.00060428+0.0017521i,0.0010648+0.0012042i,0.00079239-5.3827e-05i
0.0026325+0.0024953i,0.0011146+9.7754e-05i,-0.0010272-0.00024619i,-0.0012338+0.00090752i,-4.5092e-05+0.00041973i,0.0011296+0.000855i,0.0017492+0.0011276i,0.0021108-0.0011404i,0.0015522-0.0026412i,0.00056109-0.0017754i,0.0006243-6.4011e-05i,0.00011487+0.0007989i,-0.00038572+0.0012097i,-0.00030063+0.0010703i,0.00027796+0.00077006i,0.00010199+0.00094323i,-4.977e-05+0.0014166i,-0.000459+0.0015033i,-0.00087212+0.0020843i,-0.00062951+0.0023267i,5.0473e-05+0.0010662i,3.4302e-05+0.00058575i,0.00055804+0.00049267i
-0.0011035+0.0037964i,0.00044388+0.0064005i,0.0025603+0.0051687i,0.0021431+0.0025388i,0.0012953+0.0015593i,0.0014982+0.0019384i,0.0018047+0.00016643i,0.0010668-0.0023746i,-0.00065041-0.0016598i,-0.00049451+0.00017079i,0.00011059+0.00048779i,-0.00048259+0.00023329i,-0.00041799+0.0010931i,0.0001245+0.00090163i,-0.00015603+2.6497e-05i,9.7665e-05+7.6167e-05i,-3.7488e-05-0.00013031i,-0.00065812-0.00073683i,-0.0016878-0.00022419i,-0.0017047+0.0005323i,-0.00093097+6.8424e-05i,-0.0007016+0.00030624i,0.00048279+0.00082669i
0.0042511+0.00090897i,0.0039525+0.00011497i,0.0030101-0.0010509i,0.0014444-0.0019651i,0.00048093-0.0018731i,3.9432e-05-0.00093342i,-0.0011265+7.903e-05i,-0.002275+0.001757i,-0.0033456+0.0031097i,-0.0026033+0.0018939i,-0.00050053+0.00038787i,0.00086752-0.00024867i,0.00041104-0.00023235i,-0.00078273-0.00023129i,-0.0010158-0.00053903i,-0.00015321-0.00042619i,5.9068e-05-0.00074478i,-0.0012041-0.0011807i,-0.0023163-0.00088622i,-0.0017336-0.00057741i,-0.00084118+4.5839e-05i,-0.00070375+0.00020997i,5.3248e-07+0.00016547i
0.0020819-0.0021999i,0.00026534-0.0041048i,-0.0028499-0.0057806i,-0.0034886-0.0025898i,-0.0020031+0.0019222i,0.00019312+0.0035814i,0.00057302+0.0039627i,-0.00045361+0.0033524i,-0.00061082+0.0021211i,-0.00043323+0.00078995i,-0.00015004+0.00017173i,0.00050714+0.0010627i,7.6932e-05+0.0014857i,-0.00082916+0.00080285i,-0.00036747+0.00075801i,0.00031076+0.00078729i,9.0729e-05+3.5054e-06i,3.7595e-05-0.0011345i,-0.00032263-0.0016635i,-0.00073005-0.0015341i,-0.00080625-0.00095903i,-0.00018243+0.00026633i,-0.00047837+0.0010602i
-0.0038106+0.00075391i,-0.0036179+0.002757i,-0.0018655+0.0037255i,-0.00057852+0.0033475i,-0.00010104+0.0027206i,0.0012987+0.0021779i,0.0029091+0.0021407i,0.0035841+0.0017066i,0.0038676+0.00049934i,0.0033075+0.00016415i,0.0017564+0.00078331i,0.0012536+0.0011274i,0.0012776+0.00020255i,0.0012765+0.00017866i,0.00084701+0.0010014i,0.00074456+0.0017554i,0.0010714+0.0014251i,0.0016965-4.7112e-05i,0.0014316-0.0010227i,-0.00013815-0.0014191i,-0.0013571-0.00030675i,-0.0014943+0.00045678i,-0.00064692+0.00030692i
0.002227+9.2335e-05i,0.0031334+0.0010623i,0.004271+0.0017451i,0.0046844+0.0023301i,0.0028966+0.002026i,0.00043872+0.0016168i,0.00063581+0.00026806i,0.0024893-0.00099226i,0.0026158-0.001097i,0.0012043+0.00058888i,0.0003866+0.0016907i,-0.00026337+0.00091034i,-0.00014706+0.00065956i,0.00075284-5.9135e-05i,0.00090812-0.00067175i,-0.00072194+0.0001678i,-0.0011902+0.00056316i,-0.00030386-0.00012286i,-0.00019799-0.0010615i,-3.6512e-05-0.0014653i,-0.000489-0.00099506i,-0.00053248-0.00089723i,0.00064156-0.0011413i
0.0027029+0.0029438i,0.0051102+0.00069159i,0.0039981+0.00034654i,0.0021267+0.00096928i,0.0013619+0.00048562i,0.0012873-0.0011715i,0.0011435-0.0027703i,0.00058329-0.0036818i,-0.00083122-0.0037514i,-0.0019501-0.0033116i,-0.0019315-0.0027769i,-0.0019945-0.0016434i,-0.001328-0.000171i,0.00036076+7.4773e-05i,0.00021281-0.00014124i,-0.00050125+0.00035208i,0.00028419+0.0012489i,0.0012884+0.00077102i,0.00084827+0.00017066i,0.00055112-4.3962e-05i,8.2754e-05-0.00092138i,-0.00016575-0.00084746i,6.1096e-05+6.1967e-05i
-0.001531-0.00065282i,0.00025084-0.0025216i,0.00063841-0.0028727i,-0.00031273-0.00068652i,0.00042521+0.00095812i,0.0026353+0.000782i,0.0032172-0.00063307i,0.00038066-0.0028649i,-0.002692-0.0034301i,-0.0030379-0.002721i,-0.0012263-0.0023331i,-0.00020505-0.0018533i,1.9532e-06-0.00072232i,0.00042326+0.0004876i,0.00073198+0.00058353i,0.00039442+0.00056485i,-0.00028035+0.0011467i,0.0002636+0.0012424i,0.0012792+0.000895i,0.0012664+8.7203e-05i,0.00062863-0.0005842i,0.00037165-0.00012115i,1.505e-05+8.7762e-05i
0.0050031+0.0043222i,0.0039335+0.0064092i,0.0021267+0.0065227i,0.00039378+0.0040044i,-0.00074158+0.0020949i,-0.00080358+0.0026126i,-0.00016055+0.0024222i,-0.00056049+0.0015629i,-0.0012912+0.0016347i,-5.0202e-05+0.0017196i,0.00099021+0.00098833i,0.0008419+0.00043859i,0.00025929+0.00063486i,-0.00011688+5.2697e-05i,-0.00081116-0.00057525i,-0.001083-0.00029092i,-0.00067614+0.00071621i,-0.00031395+0.001279i,-0.00014714+0.0010786i,-0.00043377+0.00093621i,-0.0008544+0.0012431i,-0.0005281+0.00057966i,-4.9411e-05+0.00027313i
0.0042047+0.0051446i,0.0063116+0.0033728i,0.0048667+0.0021944i,0.0035132+0.0014949i,0.0026739+0.00026475i,0.0019677+0.00067668i,0.0016673+0.0026652i,0.0016331+0.003904i,0.0014049+0.0036269i,0.0003008+0.0028746i,3.2584e-06+0.0023277i,-0.00025596+0.0010271i,-5.7698e-05+0.0003977i,0.00030152+0.0009888i,-5.5578e-05+0.0013291i,-0.00079356+0.0015944i,-0.0015262+0.0017188i,-0.0009418+0.0012315i,3.0117e-05+0.00095539i,0.00060961+0.00079052i,0.00041789+0.00011154i,0.00019075+2.1349e-05i,-0.00024036+0.00033091i
-0.0039594-0.0011065i,-0.0039677-0.0015869i,-0.0026879-0.0034762i,-0.0017492-0.0021634i,-0.0010703+0.00084326i,0.00035089+0.0021426i,0.0016128+0.0028933i,0.0019954+0.0023401i,0.0016956+0.00060613i,0.00060406-0.0015972i,4.6054e-06-0.0026676i,-0.00039712-0.0023262i,-0.00068233-0.0014914i,0.00014848-0.00041137i,0.00040939+8.5455e-05i,-0.00026514+0.00029554i,-0.0011667+0.00038577i,-0.001476+0.00034369i,-0.0012457+0.00052319i,-0.00059317+0.00047054i,-0.00041242+0.00042263i,-0.00065814-0.0001857i,-0.00040555-0.00034892i
0.0026843-0.0026148i,0.0018356-0.0017423i,0.00030002-0.0014025i,-0.0012023+0.00047693i,-0.0022757+0.0015143i,-0.0028746+0.0011899i,-0.0012311+0.00095317i,0.00070779-0.00073192i,0.0015195-0.0036332i,0.0019834-0.0051252i,0.0025197-0.0031499i,0.0018359-0.0012356i,-1.5833e-05-0.0010131i,-0.00057531+4.6891e-06i,-0.00065202+0.00099952i,-0.0015904+0.0002879i,-0.002112-0.00012987i,-0.0021592+0.00038664i,-0.0020443+0.00091621i,-0.0013102+0.0013812i,-0.0001225+0.00095512i,0.00067617+0.00051096i,0.00076036+0.00036694i
0.0055058+0.007126i,0.0074256+0.0059681i,0.0052097+0.0027745i,0.0018993+0.0012313i,0.0019251+0.0014787i,0.0033629+0.00059251i,0.0031544-0.00075453i,0.0023851-0.0021273i,0.0017521-0.0023819i,0.0018206-0.00078779i,0.0017562+0.00015114i,0.0011013+0.0013312i,4.9293e-05+0.0025685i,-0.00061467+0.0020472i,-0.00049194+0.0016056i,-0.00027928+0.00088895i,-0.000631-0.00034147i,-0.00055412-0.00055423i,-0.00043783-0.00049205i,6.3913e-05-0.00023427i,0.0011388+7.5697e-05i,0.0013168+0.00014071i,0.0006073+0.00048978i
0.00038343-0.003013i,0.0022138-0.0040721i,0.0020846-0.0046722i,-0.00018173-0.0030017i,-0.001618-0.0010862i,-0.00045689-0.00077313i,0.00020443-0.0017279i,-0.0018205-0.00095833i,-0.0035147+0.0020051i,-0.002596+0.0027362i,-0.0021987+0.0014492i,-0.0019864+0.0010103i,-0.0012451+0.0012197i,-0.0015106+0.0009943i,-0.0020479+0.0008372i,-0.0020215+0.00033248i,-0.0024256-0.0011108i,-0.0021521-0.00055731i,-0.0017684+8.1226e-05i,-0.00054723-0.00080553i,0.00096972-0.0012134i,0.00081243-0.00091754i,-5.0239e-05-0.00028706i
0.0023379+0.0001535i,0.0020097+0.0020227i,0.00083965+0.0017495i,0.0010117+0.0004939i,0.0011686+0.00012737i,0.00044463+0.0010963i,-0.0013133+0.0012418i,-0.0036799+0.00072194i,-0.0047518+0.0010774i,-0.004648+0.00079214i,-0.0038885-0.00036347i,-0.0025741-0.00084668i,-0.0022044-0.00036129i,-0.0023298-0.00024273i,-0.002162-0.00094417i,-0.0018277-0.00079457i,-0.0014277-0.0011677i,-0.00093489-0.0023434i,-0.00026195-0.0021947i,0.00011435-0.00051988i,1.8528e-06+0.00092808i,-0.00018104+0.0010146i,-0.00038819+0.00065186i
-0.0032036+0.0064221i,-0.0014294+0.0052213i,0.0018304+0.0018932i,0.0037288-0.00019245i,0.0036672-0.00053135i,0.0035183+0.00010133i,0.0026849+0.00055118i,0.0011742+0.0011904i,0.0012619+0.0022638i,0.002951+0.0018809i,0.0032321+0.00033456i,0.0023915-0.00098248i,0.0014596-0.0023119i,0.00042307-0.0030885i,-0.00016244-0.0024457i,-4.5812e-07-0.0017915i,0.00062223-0.0016503i,0.00011975-0.0013744i,-0.00041123-0.0011777i,-0.00010764-0.00045021i,0.00044487+0.0011928i,0.00092617+0.0021295i,0.00053862+0.0012012i
0.001185+0.0032157i,0.0036372+0.0045593i,0.0052332+0.0026028i,0.0032528+0.00022674i,-0.00015311+0.00010504i,-0.003403+0.0017109i,-0.0031072+0.0036573i,0.00042691+0.0037182i,0.0031662+0.0017405i,0.0037959+0.0010697i,0.0032868+0.0018048i,0.0021898+0.001762i,0.0004443-0.00022498i,-0.0010916-0.0017663i,-0.0023274-0.0019793i,-0.0024328-0.0018096i,-0.00067165-0.0013536i,0.00027241-0.0013116i,-0.00042751-0.0012821i,-0.0011193-0.0010344i,-0.00045241-0.00090325i,0.00017683-0.00056042i,0.00032273-0.00016219i
-0.025313-0.0091657i,-0.030172-0.0038941i,-0.030362+0.014492i,-0.013757+0.022179i,0.0031148+0.018727i,0.013094+0.0066491i,0.010433-0.0034179i,0.0028966-0.0046755i,-0.0037681-0.0014662i,-0.00449+0.0054601i,0.00084174+0.0069133i,0.0049375+0.0023296i,0.0080696-0.00061438i,0.01204-0.0019735i,0.014931-0.0013181i,0.011575+2.0958e-05i,0.0047592-0.00041802i,0.0015418-0.0023178i,0.00063253-0.004511i,-0.0012275-0.0043971i,-0.0033437-0.0014766i,-0.0027361+0.0014806i,0.00027789+0.0013308i
-0.0011295+0.0022824i,-0.00087169+0.00062281i,-0.0028808+0.0026322i,-0.00095067+0.0043058i,0.0018619+0.0040164i,0.0026526+0.0021447i,0.0013881+0.0006052i,-0.00057474-0.00083166i,-0.0025892-0.0016376i,-0.0038864-0.0010256i,-0.0034063-0.0021035i,-0.0023828-0.0024886i,-0.00029886-0.001573i,0.0018724-0.00078358i,0.0025574-0.00070275i,0.0020813-0.00099769i,0.0010344-0.0010826i,0.0011345-0.0014047i,0.0016419-0.0016303i,0.00030301-0.00069873i,-0.00084677+0.0010719i,-0.00040912+0.0017939i,0.00053209+0.0011104i
-0.0020607+0.0017113i,-0.0039308+0.0044794i,-0.0051995+0.0070055i,-0.0039639+0.0070786i,-0.0016867+0.0051676i,0.00017761+0.004373i,0.00066542+0.003733i,0.00088132+0.00081792i,0.00039133-0.0011195i,-0.00013708-0.00093793i,0.0010644-0.00032492i,0.0018623-0.00034816i,0.0010307-0.00086679i,0.00061821-0.0010435i,0.0015287-0.0013927i,0.0010386-0.0014464i,0.0001829-0.00071858i,-9.8201e-05+0.0007318i,-0.00053695+0.0011303i,-0.0016119+0.00033548i,-0.0019402-0.00024484i,-0.0011641-0.00015095i,-0.0009167-0.00022088i
0.00037071+0.002286i,0.0019701+0.0040642i,0.0017025+0.0058587i,0.0020294+0.0042441i,0.003554+0.00226i,0.0051825+0.00052553i,0.0050395-0.0009303i,0.0024493-0.00060245i,0.00048334+0.001255i,0.0010531+0.0030825i,0.0021288+0.0038454i,0.0017221+0.0032044i,0.0017332+0.0020771i,0.0018482+0.0016331i,0.001061+0.0015918i,0.00034487+0.0011378i,0.00050379+0.0006932i,0.00059015+0.00077303i,-0.00012461+0.00077174i,-0.0012776+0.0004001i,-0.0022177+0.0015463i,-0.0018817+0.0026575i,-0.00088059+0.0013607i
0.0007712+0.0046639i,-0.00025822+0.0031316i,-0.0024746-0.00043127i,-0.0027057-0.00091656i,-0.001525+0.0012908i,-0.00033804+0.0015348i,-0.0012044+0.00234i,-0.0029934+0.0035477i,-0.0037466+0.0034956i,-0.004205+0.003254i,-0.0046498+0.0033327i,-0.0041246+0.0034388i,-0.0028527+0.002725i,-0.0017341+0.00083996i,-0.0002137+0.00022528i,0.00097047+0.0001955i,0.0014967+0.00042357i,0.001863+0.00078573i,0.0011347+6.2677e-06i,-0.00014914-0.00064045i,-0.00085393-0.0010831i,-0.00092585-0.00076283i,-0.0010958-0.00071612i
-0.0022569-0.00031727i,-0.0018571-0.0015168i,-0.0016159-0.0019662i,-0.001441-0.00090431i,-0.0010546+0.0014075i,0.00058081+0.0020583i,0.0025261+0.0031024i,0.002111+0.0034206i,0.00044419+0.00099462i,-0.00086584-0.0016583i,-0.0011126-0.0028101i,-0.0014643-0.0026708i,-0.0011441-0.0021591i,-7.7257e-06-0.0015369i,0.00055305-0.0011607i,0.00051629-0.00082376i,-9.234e-05+0.00030831i,-0.00082294+0.00097365i,-0.0017938-1.9934e-05i,-0.0022358-0.0010201i,-0.0024263-0.00079091i,-0.0020806-9.4059e-05i,-0.0013305+0.00068514i
0.0040765-0.0020772i,0.0047552-0.0037178i,0.003044-0.0032465i,0.0018478-0.00066118i,0.0034375+0.00049613i,0.0053314-0.00049798i,0.0051989-0.00065368i,0.004377+0.00040113i,0.0043676+0.00059161i,0.0047293-0.00047436i,0.0041357-0.0017191i,0.0022559-0.0010407i,0.0004037+0.0006134i,-0.00015205+0.0015452i,0.00023284+0.00097984i,0.00066982+0.0007073i,3.11e-05+0.0011432i,-0.00028793+0.0013452i,0.00036148+0.0013442i,0.0004658+1.1186e-05i,-0.00037795-0.001284i,-0.00084676-0.0015357i,-0.00099469-0.0012083i
0.0017579+0.0032101i,0.0044739+0.0017396i,0.0053798+0.00014358i,0.0030084+0.00089167i,0.00084983+0.001677i,0.00065225+0.0013013i,0.00095863+0.0014335i,0.00097564+0.0023004i,0.000764+0.0025036i,0.00074735+0.0020942i,0.0019138+0.0023237i,0.0024918+0.0029256i,0.00044597+0.0021099i,-0.00087508+0.00090275i,-0.00061808+0.0010377i,-0.00091294+0.00082479i,-0.0010656+0.00041484i,-0.00094073+0.00038103i,-0.00015249-0.00097061i,0.0005768-0.0030852i,0.00020884-0.002834i,-0.0010611-0.0016178i,-0.0016527-0.0010079i
-0.0026939+0.0026221i,-0.00015047+0.0036565i,0.0024939+0.0040112i,0.002751+0.0042372i,0.0018161+0.0050359i,0.0019286+0.0040161i,0.00073386+0.0014559i,-0.0018666-0.00089227i,-0.0035826-0.0016919i,-0.0033337-0.00046479i,-0.0031907+0.00067617i,-0.0031238+0.00045231i,-0.0031117-0.00053861i,-0.0026758-0.00093844i,-0.0019041-0.00058068i,-0.0013454+0.00051993i,-0.00072237+0.0010669i,-0.000936+0.0013659i,-0.0010412+0.00063397i,-0.00074576-0.00099727i,-0.00034989-0.0015688i,-0.00022459-0.00063967i,-0.00097372+0.00022352i
