-0.0014159-0.001413i,-0.00059352-0.0023187i,-0.0019463-0.0020589i,-0.0021628-0.00078168i,-0.0015109+0.0011144i,-0.00022091+0.0017408i,0.00040952+0.0011123i,0.00058912+0.00033694i,0.00062497+0.00071081i,0.00023502+0.0010798i,0.00055337+0.00058717i,0.00057872-0.00041669i,7.3296e-05-0.0010165i,-2.8975e-05-0.0012398i,0.00040909-0.00093369i,0.00051769-0.00017692i,0.00040481-0.00023499i,-0.00010651-0.00058013i,-0.00035325-0.00030338i,-0.00057584-0.00055819i,-0.00045933-0.00022689i,0.00017853+0.00054827i,0.00024958+0.00060503i
0.0052399+0.057974i,0.015729+0.049602i,0.014338+0.026927i,0.0039747+0.0063505i,-0.0012327-0.0012594i,-0.0020016-0.00055691i,-0.003399+0.0009193i,-0.0030142+0.0001462i,-0.00019398-0.0013678i,0.0024265-0.0018513i,0.0042365-0.002844i,0.0052152-0.0020505i,0.0059186+0.00074158i,0.0059867+0.0027541i,0.0058152+0.0027561i,0.0053676+0.00060417i,0.0040059-0.0023301i,0.002322-0.0028123i,0.00068133-0.00076134i,8.5133e-05+0.00065973i,0.00068913+0.0015266i,0.001241+0.0017652i,0.0022027+0.00060925i
0.059732+0.0092786i,0.060381-0.0080416i,0.038137-0.012173i,0.011338-0.0043485i,-0.00040952+0.0012218i,-0.0029288+0.0034266i,-0.0033308+0.0049112i,-0.0023024+0.003148i,-0.00091443-0.00015575i,-0.00053439-0.0019613i,-0.00038645-0.0011444i,0.0016835+0.0003262i,0.0042779+0.00094741i,0.0050615+0.00054559i,0.0049559-0.00033034i,0.0038759-0.0014907i,0.0015302-0.0022574i,-0.00015678-0.0017148i,-0.00068674-0.00012108i,-9.5891e-05+0.00045889i,0.0009078-0.00076282i,0.001903-0.0017204i,0.0022901-0.0025358i
0.038706-0.051967i,0.023657-0.05919i,0.0081724-0.040073i,0.0015795-0.01155i,0.00019306+0.0025518i,-0.0006656+0.005183i,0.00014141+0.0049589i,0.00015042+0.0023536i,-0.0014898-0.00074477i,-0.0023332-0.0012992i,-0.0027709+0.00050929i,-0.0031839+0.0024081i,-0.0031124+0.0024166i,-0.0026272+0.00040124i,-0.0019303-0.0014845i,-0.0022155-0.0014937i,-0.0024636-0.0005603i,-0.0014919-0.00022511i,-0.00066911-0.0010786i,-0.00035003-0.0019708i,-0.00054871-0.0019199i,-0.0010904-0.0015643i,-0.00097746-0.0013116i
-0.032397-0.049137i,-0.042953-0.035332i,-0.030429-0.019277i,-0.0084508-0.0068029i,0.0011962+7.6552e-05i,0.0023126+0.0034469i,0.0025677+0.0032519i,0.0012555+0.0009029i,-0.0014473-0.00024626i,-0.002589+0.0018912i,-0.0019598+0.0047862i,-0.0024975+0.005627i,-0.0044506+0.0044989i,-0.0047367+0.003008i,-0.0039742+0.0016777i,-0.0033805+0.0015423i,-0.0023657+0.002759i,-0.0013078+0.0022012i,-0.00037209+0.00019172i,-0.00022371-0.00057964i,-0.00069836-0.00034902i,-0.0012188+0.00017391i,-0.0015099+0.00099959i
-0.06049+0.015831i,-0.050252+0.032898i,-0.026625+0.026174i,-0.0056723+0.0068493i,0.0015345-0.0015347i,0.0012882-0.00069108i,-7.0713e-05-0.0014124i,-0.00062428-0.0035245i,-0.00011503-0.0029884i,0.0010278-7.1468e-05i,0.0022273+0.00064776i,0.0016911-0.00082533i,-0.00092072-0.0007042i,-0.0020159+0.0013554i,-0.00097758+0.0032739i,0.001667+0.0034638i,0.0039636+0.0026587i,0.0031181+0.0022681i,0.0015215+0.0012979i,0.00056546+0.00024849i,0.00038654-0.00025314i,-0.00017091+0.00026278i,4.4327e-05+0.00093383i
-0.010851+0.058261i,0.0086619+0.055519i,0.012818+0.036362i,0.0066383+0.012189i,0.0024355+0.0018658i,0.00015465+0.0014946i,-0.0018572+0.0013894i,-0.001499-0.00046087i,-0.00018284-0.0021332i,0.0013761-0.0030372i,0.0018945-0.0045849i,0.00039883-0.006418i,-0.00029581-0.0058959i,0.00087919-0.0033481i,0.0034031-0.0010252i,0.0058349-0.00099462i,0.004955-0.0032779i,0.0026968-0.003781i,0.00090811-0.0020086i,0.00017112-0.0005387i,0.00066778+0.0011318i,0.0014248+0.0017118i,0.0018768+0.00091326i
0.056334+0.022272i,0.059448-0.002454i,0.040296-0.013525i,0.012409-0.0099515i,0.00022091-0.0046867i,-0.0016902-0.00092255i,-0.0010834+0.00045393i,-0.00063237-0.00065922i,-0.001126-0.0022686i,-0.0014395-0.0035141i,-0.0013661-0.0041784i,-0.00063028-0.0042019i,0.0012469-0.0036716i,0.0031529-0.0028581i,0.0046446-0.0026815i,0.0036108-0.003907i,0.00037982-0.0046207i,-0.0012891-0.0037672i,-0.00070362-0.0013869i,3.5755e-05+0.00015859i,0.0001465-0.00024482i,0.0014531-0.0010284i,0.0026068-0.001446i
0.046636-0.04192i,0.02343-0.056959i,0.0035488-0.045253i,-0.0052661-0.018811i,-0.0054594-0.0028948i,-0.0029153+0.0020858i,-0.001561+0.0029158i,-0.0012287+0.0013597i,-0.0011561-0.00014295i,-0.0012993-0.00080542i,-0.00056795-0.00010803i,0.0014834+0.0016618i,0.0029517+0.0019093i,0.0029981+8.0636e-05i,0.0023525-0.0020764i,-2.7172e-05-0.0032968i,-0.0020721-0.0030259i,-0.0017249-0.0027033i,-0.00011849-0.0018211i,4.5264e-05-0.00048531i,-0.0006638-6.8543e-05i,-0.00068832-0.00040094i,-0.00036572-0.0010945i
-0.021519-0.053635i,-0.043854-0.036916i,-0.040794-0.018674i,-0.019171-0.0036844i,-0.0060898+0.0041409i,-0.0019613+0.0057027i,-0.00011482+0.0033422i,-0.00040864-1.6195e-05i,-0.00050001-0.0010022i,0.00057466+0.00057381i,0.0030959+0.0031193i,0.0050232+0.005044i,0.0038663+0.0055383i,0.0011562+0.0035857i,-0.00093607+0.0015134i,-0.0016875+0.0016681i,-0.0015725+0.0022622i,-0.0018522+0.0015359i,-0.0012694+0.0012762i,-0.00030472+0.0019193i,-0.00018444+0.0020282i,-0.00034355+0.0016227i,-0.0011638+0.0010084i
-0.060453-0.001137i,-0.049695+0.028659i,-0.027161+0.031646i,-0.0043896+0.017271i,0.0032901+0.0089792i,0.0018316+0.0073014i,0.0016104+0.0039011i,0.0011564-0.0013984i,1.1135e-05-0.0023633i,0.00064258-0.00010001i,0.0032669+0.0010867i,0.0045409+0.0016193i,0.0031125+0.0028164i,0.0013176+0.0037869i,-0.00024908+0.0052931i,0.00019626+0.0055664i,0.0021249+0.004985i,0.0027677+0.0036523i,0.0025258+0.0024127i,0.001705+0.0020359i,0.001151+0.0016719i,0.0012419+0.0015685i,0.0013652+0.0014636i
-0.019015+0.049896i,0.01494+0.046801i,0.0282+0.029103i,0.022151+0.0068807i,0.013411-0.0004377i,0.0071012+0.0018539i,0.0026985+0.0017339i,0.00051493-0.0015503i,-0.00025305-0.0028106i,0.00030754-0.0020565i,-0.0013716-0.0022696i,-0.0047097-0.0036909i,-0.0053548-0.0032382i,-0.0024237+0.00067375i,0.001754+0.0042737i,0.0053724+0.0035225i,0.0067694-0.00014623i,0.0051025-0.0016453i,0.002657-0.00067529i,0.0010844-0.0011177i,0.00078023-0.0017984i,0.0011034-0.00060739i,0.001702+0.00054059i
0.042994+0.034371i,0.053269-0.0030101i,0.040097-0.021674i,0.015769-0.020634i,0.0045275-0.013998i,0.0020016-0.0069569i,0.00068964-0.0023477i,-0.00067565-0.00054558i,-0.0011682-0.00023777i,-0.0015808-0.00070223i,-0.0045396-0.0015289i,-0.0070428-0.0016428i,-0.0069447-0.00087504i,-0.0036252+0.00023181i,0.0015637-0.00045005i,0.0036554-0.0031953i,0.0016481-0.0050215i,-0.00030894-0.0050454i,2.9822e-05-0.0036933i,0.0003345-0.0027022i,0.00030807-0.0020567i,0.0012018-0.001113i,0.0015802-0.0013429i
0.053356-0.021715i,0.020297-0.049338i,-0.0031721-0.046172i,-0.011736-0.023042i,-0.011342-0.0090658i,-0.0086869-0.0037499i,-0.0051004-0.00076617i,-0.001174-9.07e-05i,0.0011469-0.00034055i,0.0013381-0.00055045i,0.0002561-0.00080212i,-0.00028275-0.00077817i,0.00047717-0.00049252i,0.0025728-0.00049768i,0.0040366-0.0019958i,0.0021324-0.0039422i,-0.0015501-0.0032461i,-0.0035568-0.0024826i,-0.0025799-0.0029737i,-0.0011281-0.0021873i,-0.00077235-0.0012731i,-0.00051222-0.00088798i,-0.00081664+0.00018913i
0.00077268-0.050892i,-0.038301-0.026844i,-0.044677-0.0052622i,-0.025689+0.0072735i,-0.013965+0.01043i,-0.0096305+0.0096426i,-0.0041949+0.0067887i,0.00017224+0.0014416i,0.0013261-0.0027103i,0.0016489-0.0026297i,0.0032654-0.00092124i,0.0056644-0.00078487i,0.0069889-0.0010855i,0.0054539-0.0012429i,0.0012821-0.0025317i,-0.0022826-0.0021824i,-0.0040547-3.9219e-05i,-0.0043327+0.00084052i,-0.0030869+0.001136i,-0.0011973+0.0016319i,-0.00097874+0.0022279i,-0.0017249+0.0024476i,-0.0007273+0.0027595i
-0.045338-0.022189i,-0.036635+0.023317i,-0.018414+0.037641i,-0.0017729+0.024649i,0.0020341+0.014883i,0.00079074+0.01149i,0.00018031+0.0052363i,-0.00089286-0.0015546i,-0.0018336-0.0046868i,-0.00053023-0.0041996i,0.0032314-0.0028633i,0.0063355-0.0016181i,0.006065-0.00020032i,0.0031293+0.001071i,-0.00017308+0.0030503i,-0.0014755+0.0041261i,0.00013536+0.0041862i,0.0011495+0.0046115i,0.0012744+0.0042388i,0.0015591+0.0030993i,0.0019097+0.0022285i,0.0023824+0.0020375i,0.0029393+0.001814i
-0.036043+0.02834i,0.01399+0.031816i,0.032362+0.020272i,0.024516+0.0039603i,0.015523+0.0007602i,0.0092287+0.0034064i,0.0033227+0.0023721i,-0.0016459-0.00091115i,-0.0040127-0.0016974i,-0.0028572+0.00025153i,-0.00042991+0.000706i,-0.0004718+0.00023302i,-0.0010907-4.1196e-05i,-0.00054456+0.00042053i,0.0012275+0.0026147i,0.0037597+0.003505i,0.0046335+0.001769i,0.0045481+2.2205e-05i,0.0035173-0.00036161i,0.0012337-0.00012567i,0.00073936-0.00051031i,0.0015638-0.00072357i,0.0022812-0.00091397i
0.010506+0.044327i,0.035923-0.0041354i,0.03439-0.027262i,0.015563-0.024012i,0.0064138-0.014336i,0.0040304-0.0068559i,0.00094776-0.0021435i,-0.00090499-0.00040397i,-0.0013792+0.0013733i,-0.00084965+0.0038206i,-0.0012666+0.0049567i,-0.0037555+0.0051589i,-0.0054241+0.0054551i,-0.0037923+0.0051437i,0.0007814+0.0037458i,0.0046107+0.00096851i,0.0044553-0.0024014i,0.0027276-0.0042035i,0.0014569-0.0037616i,0.0007768-0.0025275i,0.00056196-0.0017845i,9.3037e-05-0.001656i,-9.0841e-05-0.0015336i
0.045291+0.01198i,0.0081122-0.035035i,-0.012196-0.046264i,-0.014732-0.03104i,-0.010935-0.018822i,-0.0085385-0.009961i,-0.0044726-0.0028469i,0.0005034+0.00040773i,0.0041204+0.0016467i,0.0043499+0.0012201i,0.0014154+0.0019572i,-0.0011925+0.0038374i,-0.0016307+0.0046392i,0.0008051+0.0043024i,0.0036324+0.0014353i,0.0035984-0.002232i,0.00046072-0.0037728i,-0.0018921-0.0038804i,-0.0018573-0.0033609i,-0.0012102-0.0031101i,-0.0014186-0.0026646i,-0.0024555-0.00079199i,-0.0027527+5.3054e-06i
0.034544-0.033232i,-0.023164-0.015554i,-0.038997-0.00075703i,-0.025252+0.0053917i,-0.014756+0.0035456i,-0.010204+0.0021361i,-0.0048694+0.0016656i,0.0013615-0.0012491i,0.0045798-0.0052478i,0.0034952-0.0068472i,0.0020305-0.0058005i,0.0022677-0.0050187i,0.0028315-0.0034374i,0.0023882-0.0012312i,0.0018663-0.00033199i,0.00022733-0.00021783i,-0.0018082-0.0003018i,-0.0024603-0.00010598i,-0.0024203+0.00047128i,-0.0026985+0.0013637i,-0.0025589+0.0025416i,-0.0014789+0.0038678i,-0.00056681+0.0046293i
-0.012958-0.044457i,-0.0133+0.021201i,-0.0055465+0.046132i,0.0025419+0.03399i,0.0022451+0.020724i,-0.00082809+0.014128i,-0.0014177+0.0071048i,-0.0018163-0.0021002i,-0.0034301-0.0085302i,-0.0036226-0.0091682i,-0.0013286-0.0079476i,0.0013918-0.0074226i,0.0026732-0.0055479i,0.0017157-0.0041481i,-0.00096137-0.0019496i,-0.0026142+0.0014219i,-0.0016163+0.0028299i,-0.00052215+0.0029209i,2.1948e-05+0.0037214i,0.00085028+0.0038022i,0.0021855+0.0029608i,0.003335+0.0024475i,0.0042106+0.0020845i
-0.046617-0.010368i,0.017786+0.014461i,0.045395+0.01592i,0.036708+0.0050009i,0.022703+0.0031148i,0.01409+0.0041726i,0.0057976+0.0021045i,-0.0020986-0.0014485i,-0.0064669-0.0033247i,-0.0057064-0.002837i,-0.0024508-0.0027547i,-0.0010784-0.0031517i,-0.001162-0.0032987i,-0.0019334-0.0025904i,-0.0018531-2.7382e-05i,-0.00015501+0.001783i,0.0019707+0.0014497i,0.0030457+0.00056131i,0.0023536+0.00019651i,0.0020047-0.00079818i,0.0024193-0.0024776i,0.0023207-0.0032137i,0.0017141-0.0022887i
-0.033349+0.034681i,0.012558-0.017028i,0.02444-0.040238i,0.013259-0.032693i,0.0083324-0.018454i,0.0065062-0.008624i,0.0033809-0.0025522i,0.0005334+0.00037947i,-0.0011919+0.0030129i,-0.00027601+0.0048823i,0.0015855+0.0056969i,0.001551+0.0065736i,-0.00010244+0.0059244i,-0.00069105+0.0039542i,0.0015027+0.0033285i,0.002895+0.002232i,0.0032546-0.00024505i,0.0028535-0.0012307i,0.0019147-0.0013611i,0.0015463-0.0014958i,0.00012838-0.0018645i,-0.00066688-0.0015158i,-0.00097259-0.0011328i
0.020247+0.047949i,-0.013381-0.01899i,-0.030974-0.040753i,-0.025388-0.027687i,-0.013135-0.01619i,-0.0060535-0.0087302i,-0.0021924-0.0028935i,0.0018573+0.00043057i,0.0051416+0.003225i,0.0064356+0.0047266i,0.0057519+0.0054798i,0.0049609+0.0057399i,0.0043847+0.006231i,0.0039681+0.0063638i,0.0043788+0.0032061i,0.0039752-0.00047306i,0.0025381-0.0016977i,0.001598-0.002903i,0.00080697-0.0039988i,-8.8649e-05-0.0041211i,-0.00022213-0.0038165i,-0.00074383-0.0018608i,-0.0027024-3.999e-05i
0.062063+0.0081276i,-0.014856+0.011142i,-0.04561+0.015572i,-0.033602+0.013697i,-0.019113+0.0073991i,-0.012294+0.005049i,-0.0067243+0.0024111i,-0.00023198-0.0023073i,0.0054424-0.004428i,0.00678-0.0039599i,0.0053717-0.0031931i,0.0037897-0.0026491i,0.0033897-0.00089459i,0.0040433+0.00064517i,0.0038609+0.00011348i,0.0022231-0.0016033i,-0.00010277-0.0032026i,-0.0022629-0.0039048i,-0.0038839-0.0031767i,-0.004595-0.0013729i,-0.0041687+0.0010086i,-0.0026458+0.0030937i,-0.0011284+0.0040602i
0.034493-0.055941i,0.011857+0.01418i,0.0064851+0.041583i,0.0073323+0.029571i,0.0032619+0.017545i,-0.00021574+0.011917i,-0.00089816+0.0047309i,-0.0023418-0.0028314i,-0.0029293-0.0079448i,-0.0020853-0.0085793i,-0.0020071-0.0071201i,-0.0030899-0.0065101i,-0.0024092-0.0056532i,7.6179e-05-0.0038418i,0.0013613-0.0023087i,0.0014722-0.001558i,7.4314e-05-0.0011124i,-0.001362+0.00085005i,-0.001692+0.0028035i,-0.00032486+0.0032346i,0.0018285+0.0043648i,0.0038032+0.0045395i,0.0050877+0.0040573i
-0.035164-0.068307i,0.027624-0.021967i,0.053875-0.0052781i,0.037664-0.0065533i,0.017101-0.00099948i,0.0076103+0.0048052i,0.0033467+0.004371i,-0.0012742+0.00061606i,-0.006678-0.0029957i,-0.0087407-0.0039431i,-0.0077264-0.0025978i,-0.0059884-0.0012481i,-0.0034916-0.00066032i,-0.0018801-0.0005829i,-0.00099922+0.00019564i,0.0001873+0.0014485i,0.00089489+0.002192i,0.0015714+0.0017767i,0.0026189+0.0013963i,0.0036539+0.00065524i,0.0037076-0.00091337i,0.0032559-0.0029576i,0.0032539-0.0037715i
-0.076467+0.0048304i,-0.0068714-0.035493i,0.021053-0.053218i,0.013875-0.037972i,0.0086675-0.016754i,0.0084278-0.0060156i,0.0060734-0.0011172i,0.0019338+0.0013064i,-0.002121+0.0026603i,-0.0026914+0.0041757i,-0.0011511+0.0048078i,-0.00017781+0.0049965i,-0.00093288+0.0046286i,-0.0030312+0.0039423i,-0.0026272+0.0035106i,-0.00043933+0.0037627i,0.0008185+0.0029504i,0.00095983+0.0011134i,0.00085685+0.0001698i,0.00065955-0.00053792i,-0.00020813-0.0021569i,-0.0014156-0.0027817i,-0.0022214-0.0021627i
-0.024974+0.086291i,-0.034978+0.0072546i,-0.041854-0.025787i,-0.029868-0.017848i,-0.012827-0.0096582i,-0.0064871-0.0057657i,-0.0030405-0.0020503i,0.0013197-0.00059623i,0.0041184+0.0018191i,0.0058476+0.0049253i,0.0077534+0.005206i,0.0084608+0.0041311i,0.0053443+0.0044523i,0.0025767+0.0051343i,0.0023532+0.00435i,0.0022618+0.0032746i,0.0024136+0.0020543i,0.0018527+0.00022942i,0.0010902-0.0011854i,0.00032072-0.00091922i,-0.00065623+0.00039542i,-0.0014276+0.0013767i,-0.0017226+0.0017987i
0.072398+0.069941i,-0.0042096+0.051264i,-0.037264+0.041274i,-0.023927+0.027421i,-0.010058+0.010986i,-0.0075185+0.0039939i,-0.0049057+0.0009421i,-0.00059913-0.0033418i,0.0037616-0.0048993i,0.0061585-0.0035509i,0.0074147-0.0028862i,0.0077921-0.004099i,0.0062504-0.0039759i,0.0048193-0.0011234i,0.0035275+0.00023449i,0.0030851-0.00091459i,0.0029299-0.0026829i,0.0020963-0.0034137i,-0.00030785-0.0033379i,-0.0022866-0.0023953i,-0.0021737-0.00030182i,-0.0012942+0.0014547i,-0.00033037+0.0024332i
0.097404-0.046208i,0.048525+0.015408i,0.027932+0.043405i,0.019946+0.028618i,0.0056673+0.012475i,-0.0043959+0.0094594i,-0.0061092+0.006527i,-0.0049169+0.00031102i,-0.0032209-0.004324i,-0.0021167-0.0061027i,-0.0008884-0.0060675i,-0.00070078-0.0057932i,-0.00076563-0.0064305i,0.00085224-0.0053668i,0.0023842-0.0034039i,0.0017317-0.0029735i,-0.00086469-0.0040812i,-0.002679-0.0051885i,-0.003261-0.0033328i,-0.0018181+0.00030974i,0.00099224+0.0023194i,0.0024755+0.0024381i,0.0030752+0.0022809i
-0.0018163-0.11826i,0.033924-0.056027i,0.051731-0.025097i,0.036047-0.015847i,0.017004-0.0045116i,0.0093977+0.0039122i,0.0049448+0.0061608i,-0.0002941+0.0043111i,-0.0039646-0.00057584i,-0.0059852-0.0025416i,-0.0077045-0.0018422i,-0.0084935-0.00017496i,-0.0076165+0.00051345i,-0.0047037-0.00024612i,-0.0012839-0.0013i,-0.00036523-0.0025311i,-0.0019469-0.0013843i,-0.0029399+0.00064539i,-0.0017755+0.001243i,0.0012764+0.00049197i,0.0037143-0.0012266i,0.0044642-0.002467i,0.0039623-0.0028329i
-0.11762-0.047573i,-0.045197-0.05833i,-0.0094793-0.062803i,-0.0081661-0.041388i,-0.0043296-0.016751i,0.0004095-0.0048107i,0.0016943+7.6467e-05i,0.0020262+0.0013179i,-7.841e-05+0.0018934i,-0.0019966+0.0035992i,-0.0032193+0.005357i,-0.0040858+0.0069488i,-0.0035697+0.0079733i,-0.0022038+0.0066902i,-0.00086728+0.0040765i,0.00011584+0.0032934i,0.00025969+0.0038549i,-8.0859e-05+0.0038053i,-0.00044157+0.0020845i,-0.00030114-0.0013426i,-0.00024594-0.003579i,-0.00077256-0.0038941i,-0.0013071-0.0027006i
-0.091998+0.093669i,-0.068483+0.022557i,-0.057351-0.012985i,-0.037621-0.0084687i,-0.013953-0.0039086i,-0.0034164-0.0046637i,0.00077947-0.00445i,0.0035629-0.0046497i,0.0033565-0.0023238i,0.0034185+0.0015582i,0.0049035+0.004049i,0.0063498+0.0055882i,0.0065728+0.0061323i,0.0050827+0.0058106i,0.0025727+0.0047267i,0.0020172+0.0034687i,0.0024992+0.0027892i,0.0025699+0.0018927i,0.0022681+2.599e-05i,-0.00015707-0.0020022i,-0.0027571-0.0020738i,-0.0033985-0.00045632i,-0.0030155+0.0012755i
0.050951+0.13318i,0.0024973+0.087959i,-0.026233+0.073745i,-0.013882+0.056412i,0.00013031+0.033627i,0.0019418+0.014651i,-0.0018202+0.00079966i,-0.0023985-0.0050898i,0.0012173-0.0029984i,0.0063286+0.00097171i,0.0099943-0.00068201i,0.010064-0.006743i,0.0062041-0.0095725i,0.0011645-0.0071715i,-0.0015859-0.0024611i,-0.00085616+0.0011195i,0.0016008+0.00097969i,0.0026299-0.00066963i,0.0011342-0.0019349i,-0.000953-0.00097522i,-0.0019066+0.0019042i,-0.0014878+0.0032641i,-0.00063077+0.0034594i
0.14763-0.0075785i,0.085975+0.019759i,0.048676+0.036858i,0.032464+0.022751i,0.016105+0.010329i,0.0058117+0.0095957i,0.0016666+0.0063706i,-0.0018056+0.00016211i,-0.0026186-0.0032146i,-0.0013776-0.0042652i,-6.9197e-06-0.0051978i,0.00028192-0.0074415i,-0.0010104-0.0079033i,-0.00083122-0.0050202i,0.001559-0.0022352i,0.0026706-0.0030521i,0.0017485-0.0055957i,-0.00038865-0.0063023i,-0.0026602-0.0046045i,-0.002597-0.00067975i,-0.00023606+0.0013931i,0.0019238+0.0014474i,0.0025297+0.0023182i
0.053903-0.14438i,0.048867-0.080767i,0.048523-0.041331i,0.032431-0.029333i,0.014081-0.015479i,0.0082131-0.0024186i,0.0048295+0.0024788i,-0.00012513+0.0022049i,-0.0029369-0.00030537i,-0.0037412-0.0014484i,-0.0044206-0.0015807i,-0.0059762-0.0028605i,-0.0059538-0.003144i,-0.0028435-0.0030375i,0.00040619-0.0034212i,0.00085698-0.0041031i,-0.0020563-0.0042466i,-0.005499-0.0036025i,-0.0045409-0.00096036i,-0.00068076+0.001178i,0.002625-0.00086353i,0.0037162-0.0021002i,0.0027872-0.0017624i
-0.12077-0.10434i,-0.069049-0.079538i,-0.02913-0.06833i,-0.019807-0.044823i,-0.013327-0.017934i,-0.0036562-0.0043796i,0.0026719+0.0014651i,0.0045725+0.0028917i,0.0023033+0.0020702i,0.00018841+0.0020647i,-0.00065178+0.0033441i,-0.0017437+0.0058347i,-0.0017048+0.0065976i,-0.00015886+0.0036608i,0.00064775+0.00092944i,-0.00012726+0.00093073i,-0.0011126+0.0031834i,-0.0004677+0.0047133i,0.001605+0.0036294i,0.0027821+0.00020877i,0.0016581-0.0028886i,2.8678e-05-0.0025537i,-0.00042603-0.0014209i
-0.15445+0.072537i,-0.10849+0.034773i,-0.075654+0.0047113i,-0.047086+0.0074132i,-0.020675+0.0097734i,-0.0068735+0.0035602i,-0.0010594-0.00059821i,0.0023525-0.0033836i,0.0025572-0.0035934i,0.0024275-0.00084919i,0.0042269+0.002823i,0.005821+0.0061292i,0.006132+0.0066312i,0.0061426+0.0042269i,0.0048+0.0011501i,0.0034941+0.0004437i,0.0035971+0.0016124i,0.0034754+0.0020849i,0.0030484-2.1857e-05i,0.00057417-0.0021045i,-0.00232-0.0011382i,-0.0032127+4.2404e-05i,-0.0029658+0.0013874i
0.016177+0.15871i,0.011744+0.10194i,-0.0040424+0.066784i,-0.0015376+0.048245i,0.0026649+0.028416i,-0.00040692+0.014709i,-0.00195+0.0055153i,-0.0019779-0.0018213i,-0.00096645-0.0034618i,0.0015272-0.0019776i,0.0034892-0.0017002i,0.0049753-0.0030329i,0.0049978-0.004051i,0.0029851-0.0034041i,0.00067464-0.00068834i,-8.4699e-05+0.00098121i,0.00041639+0.00062311i,0.001847-0.00051281i,0.0017592-0.001634i,-0.00076601-0.00040627i,-0.0020236+0.0026609i,-0.0017214+0.0038264i,-0.0011615+0.0029862i
0.17257+0.043515i,0.123+0.025662i,0.074521+0.027493i,0.048214+0.015803i,0.027656+0.0044499i,0.011321+0.0053045i,0.0019096+0.0054785i,-0.0022775+0.0020314i,-0.0014823-0.00026077i,9.1455e-05-0.00039968i,-0.0011588-0.0018352i,-0.0033588-0.0049093i,-0.0034024-0.0044258i,-0.0023416-0.00030223i,-0.0006607+0.0032444i,0.0014668+0.0036646i,0.0025678+0.00047658i,0.0013672-0.0028779i,-0.00073556-0.003243i,-0.0013525-0.00065966i,-0.00028923+0.001342i,0.0010665+0.0016753i,0.0015633+0.0017991i
0.11135-0.1331i,0.071526-0.097988i,0.050005-0.059197i,0.02845-0.043656i,0.010737-0.028994i,0.0043221-0.011804i,0.002197-0.00088537i,0.00080414+0.0028448i,-0.00032932+0.00076935i,-0.0025305-0.0013793i,-0.0045097-0.0023453i,-0.0053191-0.0027533i,-0.0049466-0.00085455i,-0.0022693+0.0021181i,0.0018125+0.0021102i,0.0027028-0.00087815i,-0.00049216-0.0035826i,-0.0042655-0.0036549i,-0.0059252-0.00090488i,-0.0035286+4.8206e-05i,-0.00016802-0.0010489i,0.00058928-0.0011876i,0.00092114-0.00073879i
-0.090593-0.14093i,-0.080126-0.090431i,-0.049723-0.061842i,-0.035549-0.042222i,-0.025866-0.01915i,-0.01337-0.0053241i,-0.0036221-0.00087047i,0.00082929-0.00071945i,-0.00017474-0.0020022i,-0.0023758-0.00020535i,-0.00304+0.002004i,-0.0039882+0.0034149i,-0.0046997+0.0038428i,-0.0033059+0.0015003i,-0.00087012-0.00081421i,-0.00031492-0.0014245i,-0.001718-0.00053665i,-0.0021106+0.0027033i,8.0951e-05+0.0048262i,0.0016425+0.0020098i,0.00049775-0.0010192i,-0.00071849-0.00090124i,-0.00037484+0.00011732i
-0.17222+0.035674i,-0.12408+0.04601i,-0.079489+0.024508i,-0.046881+0.017314i,-0.022031+0.016766i,-0.0093531+0.011058i,-0.0029046+0.004961i,-0.0003632-0.0022219i,-0.0010414-0.0044335i,8.3444e-05-0.0013992i,0.0027946+0.0011143i,0.0044282+0.0028292i,0.0037585+0.0041541i,0.0026262+0.0029505i,0.0018591-2.9369e-05i,0.002136-0.0013269i,0.0035321+0.00047263i,0.0048415+0.0022951i,0.0045576+0.0012295i,0.0025789-0.0012644i,0.00060295-0.0012038i,-0.00035508+0.00040964i,-0.00087295+0.00039087i
-0.034069+0.16037i,-0.001006+0.11362i,0.0028569+0.063796i,0.0064889+0.041113i,0.007873+0.026678i,0.0038944+0.015111i,0.0015587+0.0053817i,-0.00019976-0.0022732i,-0.0001679-0.0039447i,0.0030936-0.0030069i,0.0064558-0.0029135i,0.0083544-0.0037387i,0.0080283-0.0042769i,0.0048214-0.003948i,0.0015755-0.002586i,0.0005224-0.0013858i,0.0014679-0.0019429i,0.0024717-0.0027676i,0.0020493-0.003645i,0.0015991-0.0028712i,0.0010035+1.2992e-05i,0.00054636+0.0019219i,-0.00062316+0.0019814i
0.13967+0.07301i,0.12081+0.017202i,0.079234+0.0035029i,0.053825+0.0045111i,0.034181+0.0031191i,0.016925+0.0033829i,0.0067549+0.0021322i,0.0015105+0.00097715i,0.0011986-5.6749e-05i,0.0025005-0.0023308i,0.0022324-0.0042349i,0.0011394-0.006192i,0.00074701-0.006013i,0.001929-0.0026103i,0.0019417+0.0014994i,0.0014129+0.0033195i,0.0017803+0.0010088i,0.0014816-0.0023851i,-0.00031848-0.0037312i,-5.414e-05-0.0027451i,0.001539-0.0011732i,0.0011689-0.00016093i,-0.00012375+0.00016887i
