-0.0026545+0.00037581i,-0.0021076-0.00067214i,-0.002728-0.00089494i,-0.0032763-0.00024087i,-0.0026271+0.00011717i,-0.0011973+0.00089839i,-0.00035317+0.0016162i,0.00018378+0.0012149i,0.00093868+0.00022405i,0.0009788-0.00020818i,0.00035458-0.0007116i,0.00029285-0.00052016i,0.00047072-2.3536e-05i,-2.7791e-05-0.00021235i,-0.00027632-0.00064011i,-0.00036323-0.00013569i,-6.4174e-05+1.4853e-05i,0.00076504+7.6008e-05i,0.001002+0.0004979i,0.00075057+0.00030109i,0.00058946+0.00053158i,9.9584e-05+0.00067434i,-0.00069544+0.00054549i
-0.00026332-0.0031548i,-0.00061205-0.004158i,-0.0021002-0.0051998i,-0.0032466-0.0039563i,-0.0027025-0.0017174i,-0.00059057+0.00041561i,0.00087994+0.0013076i,0.00076856+9.0323e-05i,0.00040555-0.0018656i,0.00029532-0.0021218i,9.6377e-05-0.0021174i,-0.00019407-0.002469i,-0.0013222-0.001777i,-0.0015575-0.00057452i,-0.00069959-0.00036033i,-0.00074874+0.00010858i,-0.00079409+0.00077526i,3.1938e-05+0.0014674i,-0.00010004+0.0014455i,-0.00070666+0.00014669i,-0.00054655-0.00084565i,-0.00037012-0.0011362i,-0.00050752-0.0004266i
0.0010374-0.00037581i,0.0019587+0.00042069i,0.0025878-0.00030646i,0.0024528-0.0010283i,0.0017108-0.0010889i,0.0012877-0.00069437i,0.00067773+0.00068284i,-0.00010342+0.00041828i,-0.001362+0.00023352i,-0.0024506-0.00043518i,-0.0015826-0.0022159i,-0.0012445-0.0022281i,-0.0024614-0.00067163i,-0.0029787+0.00040815i,-0.0019951+0.00033395i,-0.0015889+0.00063319i,-0.0017638+0.0011126i,-0.00063537+0.00087137i,0.0002415+0.00050947i,-0.00014772-0.00027634i,0.00014121-0.00036797i,0.0006234-2.5181e-05i,0.00033238-0.00020803i
0.0025551-0.0024969i,0.0020821-0.0018046i,0.0021208-0.0015911i,0.0011498-0.00076997i,-0.00044172+4.4049e-05i,-0.0010811+0.00095605i,-0.00035315+0.0011683i,-7.0082e-05+0.0011945i,-0.0013345+0.0012194i,-0.0022541+0.00060241i,-0.0025516+0.0008888i,-0.0025347+0.0020482i,-0.0024372+0.0026396i,-0.0015996+0.0018854i,-0.00037457+0.00084274i,-3.9281e-05-0.00024208i,0.00050771-0.00069898i,0.00084737-0.00033109i,0.0004641-0.00017318i,0.00038445-0.00025959i,-8.5163e-05-0.0003654i,-0.0004398+0.00021695i,-0.00049519+0.00019437i
-0.0027318+0.001291i,-0.0035041+0.0010565i,-0.0040777+0.00099206i,-0.0039198+0.00054188i,-0.0019727+0.0010929i,6.5147e-05+0.00096657i,0.00028709+0.00030829i,2.2046e-05+0.0012794i,6.8291e-05+0.0025376i,0.00037374+0.003477i,0.0010862+0.0038003i,0.0015456+0.0047493i,0.0014032+0.0045698i,0.0017166+0.0027164i,0.0024383+0.0011338i,0.0028151+0.00056132i,0.0026309+0.00071224i,0.0010948+0.00057014i,-0.00053849+0.00022559i,-0.001009+0.00021174i,-0.0011303+0.00026447i,-0.00048835-8.2332e-05i,0.00022099-0.00017178i
-0.001248-0.001463i,-0.0015701-0.0017912i,0.00052548-0.0017525i,0.00068024-0.0015903i,-0.00019366-0.001007i,-0.00021802-0.00022852i,1.763e-05+0.00015778i,0.00048525+0.0010726i,0.00017506+0.0020136i,9.3613e-05+0.002824i,0.00042059+0.0027756i,0.00086072+0.00086213i,0.0013286-0.00042086i,0.0012607-0.00058467i,0.0009991-2.0487e-05i,0.00045774+0.0012885i,-0.00024875+0.0015467i,-0.00046489+0.00058087i,-0.00048068+0.00015312i,-0.00015518+0.00010302i,0.00020026+0.00019365i,0.00052786+0.00063918i,0.0004964+0.00079697i
0.0015459+0.0023256i,0.0033257+0.00264i,0.0032153+0.0028913i,0.0017469+0.0016968i,0.0012817+0.00047954i,0.001486+0.000797i,0.0013867+0.0012906i,0.0013759+0.0011163i,0.0013436+0.00052965i,0.0014835-0.0012116i,0.0020353-0.002761i,0.0024179-0.0026137i,0.003352-0.0023512i,0.0028721-0.0025705i,0.0012945-0.0018184i,0.00058548-0.00088832i,5.3231e-05-0.00039643i,-0.00059545-0.0003074i,-0.00063933+0.00028515i,-0.00072098+0.0011114i,-0.00062701+0.0015725i,0.00028462+0.0012248i,0.00076942+0.00021399i
-0.0026743+0.0019179i,-0.00289+0.0021708i,-0.0024993+0.0019324i,-0.0021521+0.0014586i,-0.0016328+0.0018481i,0.00057168+0.0013723i,0.0012708+0.00017756i,-0.00042627-0.00082929i,-0.00015462-0.0012238i,0.0019338-0.001917i,0.003619-0.0030557i,0.0034442-0.0036645i,0.0018498-0.0034203i,0.00077497-0.0023618i,-0.00030387-0.0023693i,-0.00096711-0.0021529i,-0.00092717-0.001098i,-0.00018073-0.00067254i,-0.00025995-0.00064133i,-6.5573e-05-0.00052752i,0.00023364+0.00022832i,-0.00038188+0.00052999i,-0.00054361-0.00019917i
0.00036359+0.00090977i,-9.9089e-05-0.0011399i,-0.001254-0.0016133i,-0.0018662-0.0011963i,-0.0016079-0.0008025i,-0.00080988-0.00029533i,-0.00054393+0.00010509i,9.2064e-05-0.00024906i,0.0012599-0.0015854i,0.00091677-0.0028082i,-0.00036729-0.0031467i,-0.0021995-0.0030563i,-0.0033262-0.0028444i,-0.0025271-0.0019246i,-0.0015392-0.0008943i,-0.0014569+0.00033237i,-0.0014681+0.00075042i,-9.0214e-05+5.7952e-06i,0.0013428+0.00024448i,0.00050899+0.00059254i,-0.00039402+0.00045635i,-0.00042083+0.00036984i,-0.00032336+0.00050411i
-0.0003274-0.0033522i,0.00036561-0.002438i,0.001436-0.002851i,0.00095495-0.0021383i,0.0003874-0.00083155i,0.0008391-8.7599e-05i,0.00087771+0.00029834i,0.00054308+2.5942e-05i,-0.00069378-0.00071315i,-0.0018069-0.0008412i,-0.0032879-0.00046197i,-0.0053669-3.5567e-05i,-0.0056391+0.00010596i,-0.0038084+0.00068858i,-0.002746+0.0016457i,-0.0021744+0.0019384i,-0.0017487+0.0017725i,-0.00088503+0.0015288i,-0.00011929+0.0010052i,0.00016334+0.00021639i,0.00032994-0.00039314i,0.0003753-0.00088446i,0.0004005-0.0016036i
-0.00011689+0.0022609i,0.0003942+0.0029491i,7.3513e-05+0.004003i,0.00011316+0.0033301i,0.00077208+0.0013969i,0.0018726+3.9016e-05i,0.001735-0.00051149i,0.00067257+7.7532e-05i,-0.0011528+0.00040407i,-0.0025931+0.00034196i,-0.0018064+0.00055957i,-0.00047215+0.0014228i,-0.00030853+0.0016432i,-0.00052893+0.0004589i,-0.0012567-0.00018952i,-0.0015746-0.00033512i,-0.00087569-0.00027751i,-0.00032304+0.00011168i,0.00022649+0.00054559i,-0.00027624+0.00086265i,-0.00056548+0.00076809i,0.00016346-4.582e-05i,-6.1111e-05-0.0011175i
-0.00018954+0.0028355i,-0.00014668+0.0025801i,-0.0005869+0.00093656i,-0.00055118-0.00082811i,-0.00040861-0.0013846i,-0.00024483+2.1811e-05i,0.00014003+0.0017932i,-0.00045189+0.0021538i,-0.0015178+0.0023641i,-0.0015159+0.0029905i,-0.00052705+0.0034687i,0.00066166+0.0035899i,0.0024372+0.0029694i,0.0035924+0.0018987i,0.0030597+0.00087074i,0.0031894+0.00050298i,0.0024582+0.0002255i,0.00040296-8.9818e-06i,-0.00096672+0.0002185i,-0.0016255+0.00050149i,-0.001092+0.00066592i,6.1909e-05+0.00084719i,0.00011014+0.00073179i
-0.00044499-0.0054653i,-0.0011043-0.0054533i,-0.0019054-0.0053319i,-0.0017106-0.0037151i,-0.00179-0.0010224i,-0.0011129+0.0012798i,0.0005665+0.0023265i,0.0013671+0.0026369i,0.0003939+0.0024382i,0.0002489+0.0021503i,0.0011767+0.001826i,0.0022571+0.0013355i,0.0034824+0.0018094i,0.0031898+0.001838i,0.0018783+0.0012901i,0.001126+0.0015185i,0.00085202+0.0011917i,0.00054481+0.00043062i,9.0018e-05+0.00022802i,-0.00075866+0.00051587i,-0.0011996+0.0012813i,-0.0010318+0.001809i,-0.00026901+0.0014719i
0.0013203+0.00047524i,0.002776+0.0011319i,0.0032091+0.001344i,0.001856+0.00063803i,0.00057584-0.0010282i,0.00025514-0.0010542i,0.00039629-0.0001387i,0.00026542+0.00067205i,0.00079296+0.00037303i,0.0026105-0.0011023i,0.0040512-0.0027145i,0.0034914-0.0044578i,0.0015823-0.005391i,0.00014365-0.0048824i,-0.0012199-0.0029242i,-0.001907-0.0014539i,-0.0021633-0.00088516i,-0.0020311+0.00019628i,-0.0020021+0.0010712i,-0.00082104+0.00062395i,0.00034307+0.00042377i,0.00016206+0.00025522i,-0.00020863-0.00029623i
5.2525e-06+0.0036727i,-0.00012583+0.0039169i,0.0015621+0.0048897i,0.0011815+0.0039614i,-0.00052736+0.0016578i,-0.0010014+0.0010496i,0.00035617+0.0017332i,0.0017603+0.0012796i,0.0028613-0.00092446i,0.0041435-0.0028808i,0.0038009-0.003515i,0.0017616-0.0038002i,0.0003841-0.0039991i,-0.00015485-0.0035277i,-0.00071208-0.0028296i,-0.00062642-0.0021626i,-0.00085264-0.0016648i,-0.00081587-0.00088617i,-0.00052921+0.00023966i,-0.00094342+0.00014304i,-0.00097904-5.1445e-05i,-8.9182e-05+2.555e-05i,-4.8107e-05-0.00075055i
-0.0016139-0.00082559i,-0.0029004-0.0019762i,-0.0033386-0.002307i,-0.0029591-0.0023334i,-0.0017114-0.0016926i,0.00033897+0.00020176i,0.0014646+0.00036293i,0.0016366-0.00019915i,0.0016316-0.00073366i,0.0013624-0.0012029i,0.00055968-0.00068866i,-0.00082693+0.00025061i,-0.0019183+0.0010711i,-0.0020541+0.00066912i,-0.0013645-0.00072955i,-0.00022177-0.0009219i,0.00089978+5.5518e-05i,0.0012744+0.00070968i,0.0013354+0.00057594i,0.00070431+8.481e-05i,-0.0005422-0.00051755i,-0.0009812-0.0011119i,-0.001339-0.00091839i
-0.0023005-0.001577i,-0.0024672-0.0014096i,-0.0025391-0.00039363i,-0.0016254-0.00060522i,-0.00021364-0.00092206i,0.00082942+8.7393e-05i,0.0010161+0.00084427i,0.00059141+0.00043473i,-0.00071987-0.00048887i,-0.0021855-0.00093458i,-0.0033217-0.00031167i,-0.0036609+0.00053719i,-0.0034305+0.0011166i,-0.0029852+0.0019068i,-0.0025152+0.0021861i,-0.0014723+0.0020964i,-0.00043804+0.0020558i,8.567e-05+0.0018999i,0.00024462+0.0012847i,0.00020575+0.00062185i,0.00022798+0.00033031i,0.00029415-0.00035455i,-6.8352e-05-2.3878e-05i
0.0018982+0.00042331i,0.0021284+0.00029368i,0.0028727+0.00025305i,0.0027352-2.1322e-05i,0.0014531+0.00013556i,3.7412e-05+0.00082796i,-0.00015954+0.0011244i,-0.0006056+0.00079133i,-0.0022111+0.00090517i,-0.0031252+0.0013189i,-0.0023357+0.0014677i,-0.00060175+0.0012319i,0.00056856+0.00061351i,-6.3224e-05+0.00065497i,-0.00049628-0.00012275i,-0.00079101-0.0012761i,-0.0010623-0.00067968i,-0.0012373+0.00016003i,-0.00058196-0.00020535i,-7.039e-05+8.414e-05i,0.0003486+0.00072413i,0.0011645+0.00047706i,0.00074468+0.00064236i
0.0007583-0.00012197i,0.001498+2.1009e-05i,0.00076581-0.00031738i,-0.00079407-0.00037438i,-0.00061859+5.0906e-05i,0.00075267+0.00070771i,0.001643+0.0010463i,0.00098159+0.0011372i,-0.00015699+0.001346i,-0.00075017+0.0017857i,-0.00036925+0.0022671i,0.0022192+0.0025759i,0.0040649+0.0025266i,0.0034013+0.0020691i,0.0026078+0.00025734i,0.0021667-0.0016247i,0.0017514-0.0016081i,0.00070529-0.0005697i,-0.000494-0.00030916i,-0.0008101+0.00017861i,-0.00028563+0.001232i,0.00013526+0.0011895i,-0.00074216+0.00040412i
0.00017477-0.00077818i,-0.00018389-0.00063184i,-0.0015159+6.4866e-05i,-0.0027245-1.6601e-05i,-0.0020153-0.00062575i,-0.00064819-0.00025753i,-0.00011735+0.00019508i,-0.00044262+0.00074703i,-0.0010656+0.0016234i,-0.00097299+0.0016439i,-0.00059627+0.0006863i,-0.00053301-0.0001965i,2.2966e-05-0.00078609i,0.00086315-0.00040893i,0.0013275+0.00084511i,0.00097887+0.0015164i,0.00058607+0.00047316i,0.00089794-0.00022597i,0.00039363-0.00046501i,-0.00043005-0.00041998i,-0.0002142+0.00094365i,0.0005088+0.0015619i,0.00029667+0.0010761i
-0.00064511-0.0012219i,-0.000357-0.00087557i,-0.0011253-0.0016333i,-0.00058632-0.00133i,0.00015935-6.0578e-05i,0.00071997+0.00090928i,0.00096482+0.0017237i,1.9119e-05+0.0016852i,0.0002191+0.00060035i,0.0016531-0.00029986i,0.0014092-0.0014614i,-0.00015249-0.002094i,-0.0020865-0.0014739i,-0.0034331-3.0738e-06i,-0.0035077+0.00040965i,-0.0028312+0.0001216i,-0.0022977+0.00042142i,-0.0015677+0.00099091i,1.7275e-07+0.00066805i,0.0003061-5.4332e-05i,-0.00056383+0.00018201i,-0.00013116+0.00016494i,5.2477e-05-0.00054704i
0.0019346-0.00042368i,0.0027505-0.00019173i,0.0031427-0.0030577i,0.00317-0.0046156i,0.00158-0.0027543i,-0.00043096-0.0011287i,-0.0004074-0.00053015i,0.0007674-7.1604e-05i,0.0027498+9.3414e-05i,0.0040092-0.0006378i,0.0031831-0.0014282i,0.0015628-0.0020858i,0.0009935-0.0026343i,0.00022595-0.00245i,-0.00091533-0.0015216i,-0.0013985-0.0009317i,-0.0016145-0.00068067i,-0.0010168-0.00024576i,-0.00027851-0.00052003i,-4.8666e-06+0.00043899i,-0.00031817+0.00096728i,-0.00083149+0.00010964i,-0.00059095-0.000197i
-0.00304-0.00071572i,-0.0032205-0.00068185i,-0.0027606+0.00042915i,-0.0029032+0.0014665i,-0.0021277+0.0019009i,0.00025726+0.0016119i,0.0010975+0.00122i,0.00092927+0.0013924i,0.0012561+0.00107i,0.0014948+0.00084647i,0.0012822+0.00086383i,0.0002779+0.00091865i,-0.00059628+0.00093903i,-0.00016678+0.00032297i,0.0012542-0.00011341i,0.0017698+1.2693e-05i,0.0012692+0.00074873i,0.00059906+0.0015165i,8.3281e-05+0.0014322i,-0.0001311+0.00047822i,-0.00066311-0.00049736i,-0.00061637-0.0010258i,0.0003861-0.00064492i
0.00043362-0.0016937i,-0.00046802-0.0013126i,-0.0020038-0.0010375i,-0.0023363-0.00074682i,-0.00055817+0.00087455i,0.00074645+0.0015373i,0.00034145+0.00080573i,-2.5964e-05+0.00044372i,9.5224e-05+0.00016385i,-0.0006348-0.0005833i,-0.0022742-0.00053614i,-0.0029661+0.0011634i,-0.0022242+0.0032448i,-0.0012501+0.0031942i,-0.0004554+0.0021021i,-0.00028607+0.0019524i,0.00033739+0.0016267i,0.00084525+0.0017287i,0.00062594+0.0021922i,0.00033736+0.0021462i,0.00048529+0.0010411i,0.000514+1.4396e-07i,0.00028319-0.00057762i
0.0010993+0.00086626i,0.0020848-0.00031517i,0.0020903-0.0026238i,0.0012188-0.0038222i,0.00029606-0.003393i,0.00022322-0.0015287i,0.00060209-0.00019967i,0.00072992-0.00049197i,-0.00034295-0.00068422i,-0.0014488-0.00010787i,-0.00064527-0.00053863i,0.0009074-0.0011806i,0.0014688-0.00093399i,0.00079336-0.001418i,1.9151e-05-0.0013576i,-6.5679e-05-0.0010221i,-0.00036533-0.00058275i,-0.0013714+0.00027986i,-0.0018587+0.00098949i,-0.0015005+0.001479i,-0.00086767+0.00080207i,-0.00018572-0.00018865i,0.0010221+0.00043827i
-0.0010782+0.002306i,-0.0006524+0.0025075i,0.0018181+0.0032929i,0.0015829+0.0035287i,0.0009001+0.0026214i,0.00089751+0.0015802i,0.00083356+0.00072357i,0.0011666-0.00038116i,5.5905e-05+0.00014249i,-0.0011795+0.00066126i,-0.00078615-0.00037881i,0.00038786-0.0010824i,0.00048729-0.0012246i,0.00040991-0.0013708i,0.0014165-0.0010168i,0.0015799-0.00092449i,0.00043906-0.00090646i,-0.0011474-0.0012948i,-0.0022595-0.0013379i,-0.0017101-0.00034144i,-0.00079225+0.00043952i,-0.0001438+0.00041753i,-0.00012318+0.00033545i
0.0013596-0.0017479i,0.0018985-0.0024154i,0.0006277-0.0012114i,2.864e-05-0.0012583i,0.00084594-0.0013436i,0.0015357+0.00015932i,0.00081659+0.00060224i,-0.001236+0.00034834i,-0.0032276+0.00045044i,-0.0041466+0.00066457i,-0.002968-8.7544e-05i,-0.0014649-0.00014978i,-0.00083389+0.00086847i,-0.00063244+0.0021523i,-0.00052486+0.0032228i,-0.00054878+0.0034596i,-0.00015492+0.0023186i,0.00056353+0.0012228i,0.00063904+0.0003787i,2.2973e-05-0.00051349i,-0.0005829-0.00057248i,-0.00065507-6.3711e-05i,-0.00057182+0.00044383i
0.0034188+0.0023606i,0.0022694+0.0026301i,0.00063351+0.0013314i,-0.00051524-0.0016901i,-0.00077399-0.0022669i,-6.492e-06-8.7212e-06i,3.1159e-05+0.0015503i,-0.0010673+0.0013104i,-0.0015682+0.0009117i,-0.0013582-0.00025465i,-0.00010706-0.0019425i,0.00077754-0.002136i,-0.00024436-0.0012011i,-0.00091036+0.00048265i,-0.0010808+0.0018099i,-0.001303+0.0025785i,-0.0013754+0.0021964i,-0.0011773+0.0010563i,-9.5819e-05-0.00041258i,0.00050497-0.0016909i,-5.2258e-05-0.0015165i,-0.00052668-0.0013917i,-0.00039451-0.0013108i
-0.004214-0.00019936i,-0.005248-0.00093901i,-0.004545-0.00056938i,-0.0027631+0.0017596i,-0.0017314+0.0023844i,-0.0010519+0.0014809i,-0.00075857+0.00040204i,-0.00073971+0.00019095i,0.00080759+0.00077106i,0.002905+0.00098992i,0.0026324+0.00084797i,0.00037837+0.00029592i,-0.00137-0.0001365i,-0.0012788-0.00040592i,-0.00078065-0.00093193i,-0.00047827-0.0008683i,8.9883e-05-0.00040823i,0.00055445+0.00027026i,0.00053937+0.00078158i,0.00016535+0.00050248i,-0.00033394-0.00020673i,-6.9304e-05-0.00010234i,0.00030482-0.0007875i
0.0022748-0.0031616i,0.0045541-0.0030848i,0.0060928-0.0018715i,0.0039229-0.001393i,0.0018239-0.0026963i,0.00063742-0.0019288i,0.00014261-0.00036847i,0.0013198+0.00062755i,0.0027237+0.0015878i,0.0030197+0.0010287i,0.0021917+0.0012366i,0.0017364+0.0025022i,0.0015092+0.0013304i,0.0025886-0.00083956i,0.0027017-0.0017551i,0.001788-0.0011878i,0.0012696+6.0927e-05i,0.0012711+0.00058328i,0.0012103+0.0012103i,0.0012287+0.0012968i,0.0010125+0.00039863i,0.00048624+5.6414e-05i,0.00041501+0.00014847i
0.0029451+0.0009263i,0.002887+0.0026445i,0.00083282+0.0030234i,-0.00055228+0.00088468i,-0.00060177-0.00015149i,-0.00043347+0.00056115i,0.0004751+0.0010201i,0.0015626+0.0003066i,0.0017024-0.00038408i,0.001144-0.00046354i,0.00087448-0.00068396i,0.0011614-0.00031071i,0.0021378-0.00021989i,0.001992-0.0011003i,0.00027342-0.0012714i,-0.00029073-0.00083048i,0.00054341-0.00063187i,0.00057165-0.00022371i,-0.00078428+0.00032323i,-0.0021369+0.00085307i,-0.0022226+0.00038493i,-0.0017091+3.5251e-05i,-0.00063906-0.00025289i
0.0013593+0.0068413i,0.00029239+0.0052831i,0.0023706+0.0023498i,0.0040159+0.0010897i,0.0034196+0.00098083i,0.0025335+0.00061705i,0.0019666+0.00070249i,0.0021732-0.00018824i,0.0018282-0.00094492i,0.0011022-0.0011925i,0.0010279-0.0014578i,0.00094616-0.001033i,0.00045339-0.0011822i,-8.1917e-05-0.001927i,-0.00024924-0.0023683i,-0.0001356-0.0025088i,-0.00038424-0.0023145i,-0.0011765-0.0012241i,-0.001558-2.6392e-05i,-0.0007997+0.00089022i,0.00067735+0.00089821i,0.0012591+0.00049815i,0.00040757+0.0011317i
-0.0019691-0.0029498i,8.9068e-05-0.0046358i,0.0015148-0.0041238i,-0.0002448-0.0014577i,-0.0018612+0.00038628i,-0.000675+0.0011476i,0.0014485+0.00088612i,0.00093192+0.00080231i,-0.0015378+0.0008117i,-0.0036744+0.00077292i,-0.003207+0.0006905i,-0.0013371+0.0010825i,-0.0010453+0.0010144i,-0.00054466+0.00023841i,-1.74e-05+0.00013495i,0.00047146+2.8887e-05i,0.00086212+3.0396e-05i,-2.7915e-05-0.00011592i,-0.00018501-0.00073537i,0.00045068-0.00091987i,0.00067678-0.00077202i,0.00024278-4.5867e-05i,-0.00054345+0.00049246i
0.0029175-0.0051496i,0.0040195-0.0033437i,0.00020801-0.002121i,-0.0037717-0.0013467i,-0.0040584+0.00054302i,-0.0023776+0.0024384i,-0.0012761+0.0019368i,-0.0019464+0.00066175i,-0.0041907-0.00071551i,-0.0051823-0.0016358i,-0.0043895-0.0017893i,-0.0027561-0.0022584i,-0.0016035-0.0019991i,-0.00064173+8.3947e-05i,-0.00023143+0.0029574i,-0.00019234+0.0042086i,-0.00035+0.0029915i,-0.00088052+0.0016996i,-0.00063934+0.00022306i,-0.00042736-0.00039843i,-0.001189+0.00019125i,-0.0013844-3.7502e-05i,-0.0012158-0.00087485i
0.0024442+0.0056903i,0.00033284+0.0067189i,-0.0011331+0.0036869i,0.001331-0.00056145i,0.0039698+5.2645e-05i,0.0029778+0.0015464i,-0.00020846+0.0010516i,-0.0025716+0.00036597i,-0.0026151-0.00011541i,-0.0014808-0.00082034i,9.5311e-05-0.0018923i,-0.00028794-0.0019921i,-0.0021153-0.00080096i,-0.0015972+0.00025237i,-0.00034803+0.00034202i,-0.0006327+9.8168e-05i,-0.00078214+0.00052237i,6.687e-05+0.00050353i,0.00059441-9.5621e-05i,0.00012147-0.00051164i,-6.8079e-05-0.00076639i,-0.00058216-0.00098872i,-0.0015644-0.0013583i
-0.0034836+0.001261i,-0.0049771-0.0005583i,0.00036367-0.0030087i,0.0031112-0.0022834i,0.00073725-0.0011563i,-0.00073963-0.00046413i,-0.00083435+0.00026049i,-0.00028485+0.0011703i,0.00076928+0.0016921i,0.0024516+0.0015655i,0.0039293+0.00093733i,0.0036561+0.00090041i,0.00092167+0.0011036i,-0.00020284+7.2529e-05i,0.00069983-0.0012222i,0.00098233-0.0017955i,0.00028022-0.0013598i,-6.3898e-05-0.00016356i,0.00028656+0.0001343i,0.00043238-0.00030584i,-0.00050654-0.00013211i,-0.0008872-0.00010449i,-0.00063375-0.00060661i
-0.0013453-0.0045746i,0.0010435-0.0039731i,0.001367+0.0004864i,-0.0012708+0.003624i,-0.0013095+0.002859i,0.00046116+0.00091037i,0.00076073+6.3811e-05i,0.0021914-8.1165e-05i,0.0037325+0.00099343i,0.0035539+0.0030869i,0.0025153+0.0028673i,0.001569+0.00070879i,0.0011921-0.0012983i,0.0011394-0.0018996i,0.00079942-0.00095985i,0.00041285-0.00037065i,0.00020244-0.00028315i,-0.00017655+0.00033417i,-8.3274e-05+0.0014634i,-0.00032928+0.0019843i,-0.00032666+0.0016468i,-0.00092591+0.00080525i,-0.0011049-0.00031996i
0.0053066+0.0022416i,0.0059578+0.0054377i,0.0015445+0.0058207i,-0.0011769+0.002316i,-0.00059449-0.00066285i,6.2757e-05-0.00042264i,0.0012075+0.00065383i,0.0029574+0.00099444i,0.0034909+0.00091717i,0.0027402+0.00010844i,0.0019117-0.00068133i,0.00082006-0.00010614i,0.00026924+0.0007337i,-0.0007863+0.00074507i,-0.0022565+2.7856e-05i,-0.002593-0.00029432i,-0.0016481-0.0004643i,-0.00064538-0.00062739i,0.00015803+0.00016551i,0.00051438+0.00073344i,-0.0006293+0.0007839i,-0.0014717+0.0004705i,-0.0012665+0.00030877i
-0.0003163+0.0065701i,-0.0040708+0.0054695i,-0.0040725-0.00065329i,-0.0011157-0.0036672i,0.00023447-0.0021838i,0.0015587-0.00019163i,0.0025398+0.0011901i,0.0029074+0.0014293i,0.0027917+0.00099954i,0.0020535-0.00038738i,0.0025325-0.0018041i,0.004082-0.0010977i,0.0044816-0.00014025i,0.0030043-0.00090417i,0.0010434-0.0012247i,0.00037631-0.00019547i,-0.00023604+0.0012483i,-0.00098213+0.0016763i,-0.0011432+0.00081927i,-0.001552+0.00057531i,-0.0020451+9.1928e-05i,-0.00080461-0.00029296i,0.00074946+0.00017912i
-0.005235-0.0037455i,-0.0041355-0.0090852i,0.0021527-0.0079788i,0.003973-0.0022521i,0.0012277+0.00033411i,-0.0001503+0.00097723i,0.00018195+0.0024437i,-0.00029492+0.0035442i,-0.0028706+0.002395i,-0.0046692+0.00016609i,-0.0040218-0.0006414i,-0.0026213-0.0005417i,-0.0014193-0.0016089i,-0.00073097-0.0014171i,0.00064422+0.00098297i,0.0023492+0.002044i,0.0022684+0.0015138i,0.0025995+0.00090151i,0.0028272+0.00065511i,0.0016054-0.00060866i,0.00041579-0.0019294i,-0.00024302-0.0015494i,-0.00062549-0.00077735i
0.0055498-0.0034249i,0.0097353-0.00011684i,0.0071516+0.0062236i,0.0010547+0.006275i,-7.9456e-05+0.0029748i,0.00031485+0.0019836i,-0.0016668+0.0023167i,-0.0040769+0.0020351i,-0.0061171+0.00055539i,-0.0075769-0.0011282i,-0.0071817-0.0013859i,-0.005104-0.0018442i,-0.003488-0.001388i,-0.0024524+0.0015826i,-0.0011029+0.0032381i,-0.00022829+0.0023648i,-0.00069271+0.0012772i,-0.0011383+0.00012176i,1.5723e-05-0.00055955i,0.000756-0.00060356i,-0.00020006-0.00091268i,-0.00075612-0.00066777i,-0.00063786-0.00012439i
0.0047633+0.0060375i,-8.3574e-05+0.010135i,-0.0060871+0.0062582i,-0.0066347-0.00099764i,-0.0047384-0.0024906i,-0.0036777-0.0016182i,-0.0024902-0.0016781i,-0.0026985-0.0030056i,-0.0026615-0.003992i,-0.0014952-0.0033485i,-9.1022e-05-0.0029324i,0.0014993-0.0034778i,0.0017679-0.002453i,0.00089829-0.00099641i,-0.00014697-0.00091342i,-0.00054823-0.0014419i,1.6628e-05-0.0016725i,-0.00022882-0.0008851i,-0.00089819+0.00057659i,-0.00085082+0.00090379i,-0.00030244+0.00026752i,-9.0716e-05-0.00031812i,-0.0001629-0.0018141i
-0.011752-0.0043345i,-0.014591-0.012065i,-0.013101-0.018034i,-0.0056022-0.010873i,-0.0021184-0.0017561i,-0.00088358+0.0011158i,0.00081152-0.00041782i,0.0015865-0.0022261i,0.0027175-0.0018817i,0.0036941+0.0011277i,0.0028121+0.0034709i,0.00037776+0.0018655i,-0.0013508-0.00025644i,-0.0014201-0.00094848i,-0.00025206-0.0017025i,0.00049565-0.0018384i,-1.329e-05-0.0011686i,0.00070029-0.00082985i,0.0010566-0.00018434i,2.7361e-06+0.00034861i,-0.00035402+0.00042657i,-0.0012849-8.7285e-05i,-0.0023822-0.0016967i
0.00062958-0.00961i,0.0082686-0.012165i,0.013183-0.004989i,0.0084972+0.00095796i,0.002744+0.00039409i,0.00098318-0.00061912i,0.0014819-0.0013103i,0.0035606-0.0013943i,0.0045303+0.00031867i,0.0036441+0.0017242i,0.001537+0.0022984i,-0.0012718+0.0020093i,-0.003751+0.0015975i,-0.0034051+0.0017091i,-0.0020308+0.0021718i,-0.0016356+0.0023601i,-0.00074027+0.0020104i,-0.00017148+0.0010263i,-0.00031364+0.000524i,-0.00034161+0.0011754i,-0.00016662+0.0018654i,0.00041739+0.0017179i,0.00088589+0.0010049i
