-0.001223-0.00031605i,0.00029728-0.0013666i,0.00070859-0.00028537i,0.001096+0.0015366i,0.0011808+0.002714i,0.00090916+0.0022318i,0.0010709+0.0014324i,0.0008631+0.0012789i,0.00058865+0.0012709i,0.00060668+0.00079512i,0.00018154+0.00018045i,0.00072738-0.00021525i,0.00097333-0.00027548i,0.00053142+0.00016805i,0.0002828+0.00087474i,-6.5981e-05+0.0011715i,-9.0702e-05+0.0007094i,0.00011046-0.00013449i,0.00033064-0.00047223i,0.00049505-0.00039116i,-0.00034244-0.0004204i,-0.00074025-0.00098377i,0.00011595-0.0012392i
-0.0028856-0.0019449i,0.00073154-0.0012396i,0.001975+0.0017863i,0.00082971+0.0017001i,-0.0011121-0.0023653i,-0.0031239-0.0063915i,-0.003895-0.0054428i,-0.0027804-0.0018066i,-0.001385+0.00030226i,-0.00075678+0.00031504i,-0.00058738-0.0010332i,-0.00068038-0.002275i,-0.00075289-0.0020274i,-0.00013952-0.00098252i,0.00014867-0.00029566i,0.00037079-0.00032361i,8.7081e-05-0.00085612i,-0.00095827-0.0012745i,-0.0010202-0.00036033i,-0.00020181+0.00052378i,-0.00037745-9.9962e-05i,-0.0006045-0.00024689i,9.0128e-05+0.00017875i
-0.0039456+0.0028524i,-0.0033706-0.00012266i,-0.0012363+0.0013021i,-0.001053+0.0031963i,-0.0032859+0.0041266i,-0.0056902+0.0036068i,-0.0054888+0.0027308i,-0.0031952+0.0034379i,-0.0016001+0.0033269i,-0.0011752+0.0017982i,-0.0014255+0.00070836i,-0.0017319+0.00033793i,-0.0013623+0.0011385i,-0.00065511+0.0012686i,-0.00059601+0.00070435i,-0.00098454+0.00018807i,4.9366e-05-0.00013003i,0.0015538-0.00017586i,0.0010786-0.00046146i,0.00016055-0.0004633i,0.00018684-0.00031459i,0.00088826-0.0003269i,0.00083006-0.00047666i
0.00067648+0.0062075i,-0.0021497+0.0026071i,0.00063963+0.00054457i,0.0023617+0.0033084i,0.0012985+0.0071391i,0.00040653+0.009271i,0.00016165+0.0084445i,0.00062513+0.0052273i,0.0015238+0.0024602i,0.0027341+0.0015891i,0.0029853+0.0013221i,0.0022096+0.00085551i,0.00076528+0.00083734i,8.692e-05+0.00010527i,0.00029302-0.00062103i,0.00093182+2.8528e-05i,0.0010693+0.00024268i,0.00093971-2.9274e-06i,0.0013504+0.00023353i,0.0010927+0.00033232i,0.00013791+0.00059425i,7.6022e-05+0.00049494i,0.00029766+0.00051478i
0.01017+0.0058788i,0.0065988+0.0065331i,0.0041337+0.0051085i,0.0046559+0.0046387i,0.0080862+0.0053359i,0.010367+0.0052644i,0.0080123+0.0028691i,0.003076+2.1599e-05i,0.0011116-0.0013984i,0.0010722-0.0017077i,0.00073517-0.0031495i,5.6151e-05-0.0041194i,-0.00042863-0.0024832i,-0.00043769-0.001456i,-0.00034978-0.0012776i,-0.00024727-0.0007894i,-0.00012245-0.0004969i,-8.7525e-05-0.00079057i,5.9841e-05-0.0005021i,-0.00041899+0.00020696i,-0.00039823+0.00036233i,-0.00041214+0.00043873i,-0.00023595+0.00040124i
0.0058732-0.006793i,0.0043066-0.0030923i,0.0015846-0.00028026i,0.0031797+0.0019571i,0.0068528+0.001251i,0.0083217-0.0025577i,0.0057141-0.0046284i,0.00098435-0.003255i,-0.001662-0.0015339i,-0.0022744-0.0011813i,-0.0025258-0.00030786i,-0.0026966+0.0013309i,-0.0018067+0.0016889i,-0.00044503+0.0013322i,0.00030372+0.001512i,0.0005552+0.0017765i,-0.00030308+0.0015611i,-0.00026129+0.0019571i,0.00040208+0.0014113i,0.00087458-4.4861e-07i,0.0014762+0.00035174i,0.0013551+0.0010678i,0.0003488+0.00038605i
-0.0037087-0.0063367i,-0.00047206-0.0049536i,0.0011214-0.00091009i,0.0020644+0.0002207i,0.0023347-0.0026783i,0.00036102-0.0062626i,-0.0024218-0.0057665i,-0.0035042-0.0024372i,-0.0022198-0.00030002i,-0.00040048+0.00041328i,-9.5486e-05+0.0014888i,0.00021663+0.0019482i,0.00053583+0.00084607i,0.00024043-0.00064052i,0.00022937-0.00095139i,-7.1585e-05-0.00043956i,-5.6912e-05-0.00041588i,0.00027152-0.00053452i,-0.00038473-1.552e-05i,-0.00045145+0.00041281i,0.0004299+0.00036417i,0.00078179+0.00036641i,0.00095326-5.3191e-05i
-0.011113+0.0051663i,-0.0072528+0.0022258i,-0.002009+0.0027925i,0.00019946+0.0030327i,-0.0016354+0.00099842i,-0.0050758-0.00038118i,-0.0056163+0.00037244i,-0.0030418+0.0019375i,-0.0010707+0.0023415i,-0.0014043+0.0012311i,-0.00087587-0.00075272i,-9.2235e-05-0.0019011i,-0.00039835-0.0011548i,-0.00051149-3.9433e-05i,-5.7762e-05+0.00032272i,0.00087544-2.221e-05i,0.0011782-0.001013i,0.00069085-0.0026309i,-0.00013916-0.0027971i,-0.001425-0.0014353i,-0.0019745-0.00054011i,-0.0016216-0.0010643i,-0.0016833-0.0018367i
0.001248+0.012492i,-0.0016823+0.008716i,-0.0023086+0.0063077i,-0.0036313+0.0054918i,-0.0049694+0.0057894i,-0.0042182+0.0071674i,-0.0015429+0.0064352i,0.00036756+0.0035378i,0.00090833+0.0022164i,0.0016154+0.0025389i,0.00152+0.0023493i,0.00014791+0.0015839i,-0.00026351+0.0016069i,0.000114+0.002167i,0.00026599+0.002383i,0.00023208+0.001912i,-0.00013217+0.00049787i,0.00026923-0.00012756i,0.00069535+0.00037932i,0.00079814+0.00103i,0.00033465+0.0018455i,-0.00033945+0.001703i,-0.00038585+0.00084501i
0.015308+0.0032193i,0.0084591+0.0036488i,0.0030297+0.0024169i,0.00091297+0.0049757i,0.00038645+0.0085977i,0.0020124+0.0086336i,0.0039035+0.0047305i,0.002807+0.00096735i,0.0020834-4.7786e-05i,0.0029212-0.00035797i,0.0025981-0.0015929i,0.0017702-0.0021136i,0.00064865-0.0016702i,-0.00030793-0.0009721i,-0.00029771-0.00018916i,0.00031696-0.00055321i,0.00040177-0.0011798i,0.00054718-0.00057407i,-0.00038298+0.00063563i,-0.0014012+0.0010965i,-0.0012439+0.0005815i,7.7392e-05+0.00053346i,0.0012386+0.0005105i
0.0074985-0.01332i,0.0046502-0.0057156i,0.0012092+0.000989i,0.0019283+0.004809i,0.0057724+0.0042407i,0.0088112+0.00061356i,0.0061926-0.0020182i,0.001017-0.0019849i,-0.0015594-0.0018474i,-0.0018223-0.0026555i,-0.0018358-0.0028931i,-0.0019793-0.0022323i,-0.0016048-0.0014262i,-0.00041653-0.0012141i,0.00024577-0.001051i,3.3372e-05-0.00028921i,-0.00014195+0.00065195i,0.00066215+0.00049585i,0.0010607-0.00053611i,-0.00014331-0.0014781i,-0.0003394-0.0018595i,0.00010032-0.0016052i,-0.00021269-0.0019277i
-0.0087719-0.01226i,-0.0053875-0.0083178i,-0.0024101-0.0025127i,0.0013899+0.00066075i,0.0036919-0.00031887i,0.0034129-0.0036234i,0.00092524-0.0039348i,-0.0019318-0.00097623i,-0.002746+0.0011187i,-0.0026127+0.0019672i,-0.0030528+0.0026175i,-0.0025244+0.0035179i,-0.0013376+0.0031457i,-0.00042001+0.00087673i,-8.0038e-05-0.00018652i,-0.00076703+0.00019573i,-0.0006236+0.00052975i,-0.00012045+0.00093353i,0.00091116+0.0020084i,0.0015398+0.002072i,0.0012859+0.0012638i,0.00032235+0.0010251i,0.000185+0.0011075i
-0.015033+0.0029958i,-0.010742-0.00060308i,-0.0050708-0.00022954i,-0.0025939+0.00072437i,-0.002291+0.0010499i,-0.0035084+0.00011789i,-0.0038261-0.00029991i,-0.0021552+0.00073743i,-0.00053876+0.00088256i,0.00078116+0.0002744i,0.0024818-2.9959e-05i,0.0030082-0.00011875i,0.0023378-0.00022488i,0.0015352-0.00045374i,0.00040619-0.00055597i,0.0010331-0.00038652i,0.0019627-0.00071365i,0.0010999-0.0012729i,-0.00043104-0.0011396i,-0.0011684-0.0013202i,-0.0011268-0.0013421i,-0.0011334-0.0011596i,-0.00087509-0.00058224i
-0.0018218+0.018484i,-0.0031732+0.012704i,-0.0024297+0.0082284i,-0.001838+0.0065674i,-0.0022209+0.0050636i,-0.0027237+0.0035088i,-0.0016255+0.0026789i,0.00016781+0.0015662i,0.00019852+0.0008493i,-0.00050628-3.8931e-05i,-0.00080777-0.0017777i,-0.0013294-0.0024067i,-0.0018661-0.0015912i,-0.001152-0.00018326i,-0.00016403+0.0012032i,-0.00060972+0.001741i,-0.00093793+0.0013601i,-0.00054948+0.00040121i,4.76e-05-0.00011669i,0.0011321+0.00067555i,0.0016493+0.0016889i,0.00091737+0.0021107i,3.0209e-05+0.0021922i
0.015396+0.0044021i,0.0081628+0.0050847i,0.0016925+0.0044103i,-0.00066595+0.0061004i,-0.00041056+0.0069654i,0.0013155+0.0054761i,0.0027721+0.0036677i,0.0017371+0.0015492i,-0.00028433+0.00061481i,-0.00066848+0.0014139i,-0.00016716+0.0014994i,-0.00096287+0.00040318i,-0.0011719+0.00018794i,-0.00057759+0.00039684i,-4.54e-05+0.00036276i,0.00017747+9.6758e-05i,-0.00048312-0.00055427i,-0.0017175-0.00018933i,-0.0022746+0.0010603i,-0.0018571+0.0020183i,-0.0015571+0.0020841i,-0.00082127+0.001848i,0.00071237+0.0013417i
0.012097-0.014234i,0.0080426-0.0054044i,0.0024518+0.00066159i,0.0010247+0.004542i,0.0032975+0.0072419i,0.0052513+0.0054011i,0.0037203+0.0010918i,0.00028462-0.0010469i,-0.0012777-0.0018538i,8.7446e-05-0.0027045i,0.0010733-0.0035056i,0.0012191-0.0034072i,0.00062747-0.0018947i,0.00035589-0.0016579i,0.00094547-0.0012612i,0.0014109-0.00092789i,0.0010359-0.00089891i,0.000317-0.00071328i,0.00087725-0.0016691i,0.0014154-0.0023781i,0.00086514-0.0020793i,0.000733-0.0015782i,0.00078819-0.0014647i
-0.011422-0.016965i,-0.0055822-0.0076494i,-0.0020506+0.0014169i,0.00038441+0.005136i,0.003544+0.0052659i,0.0042478+0.0017885i,0.0013556-0.0011289i,-0.0018046-0.0010556i,-0.0029514+0.00064437i,-0.0032045+0.0006185i,-0.0035775+0.00010016i,-0.0037626+0.00067444i,-0.0022941+0.00012773i,-0.00028423-8.5185e-05i,0.00010011+0.00022495i,-0.00032923+0.00012675i,-7.5818e-05+9.5495e-05i,0.00060951+0.00032446i,0.001565+0.0010672i,0.0016342+0.0023561i,0.00070814+0.0030917i,0.00060787+0.0026349i,0.00062056+0.00082408i
-0.0197+0.0063849i,-0.011905+0.0010808i,-0.0042654+0.0022729i,0.00084249+0.00457i,0.002952+0.0020976i,0.0011793-0.0019342i,-0.0016072-0.0020481i,-0.0022102+0.00094534i,-0.00081684+0.0027219i,0.00069913+0.0033291i,0.0014678+0.0038367i,0.0011011+0.003195i,0.00070354+0.0019036i,0.00095582+0.00049176i,0.0013699-0.0005336i,0.0010852-0.00071791i,0.0011743-0.00090726i,0.00081325-0.0018279i,-0.00063301-0.0024197i,-0.0017689-0.0018653i,-0.0013205-0.0015439i,-0.00032691-0.001857i,6.708e-05-0.0012325i
-0.0034715+0.024892i,-0.0046948+0.013931i,-0.0022512+0.0059434i,-0.00057274+0.0029695i,-0.00020886+0.00093029i,-0.00018718+9.8569e-05i,-0.00011043+0.00085933i,0.00065043+0.0011426i,0.0018286-0.00092611i,0.0022347-0.0028613i,0.0022313-0.0035665i,0.0020974-0.0027853i,0.0014342-0.00037463i,0.00058921+0.00042746i,-0.00027354-4.4315e-05i,0.00021821-0.00073667i,0.00045938-0.0014917i,0.00033438-0.0013571i,0.0006463-0.0013062i,0.0009453-0.0015862i,0.00095073-0.00096148i,0.00025313-0.00019721i,-0.00011598-0.00022396i
0.020958+0.0153i,0.010551+0.013743i,0.0035535+0.0090742i,0.0013509+0.0058137i,0.00055827+0.0039846i,-0.00016925+0.0025877i,-0.00082449+0.0014328i,-0.0010059+0.00051975i,-0.0016528-0.00071008i,-0.0031306-0.0013454i,-0.0042563-0.0015806i,-0.0039518-0.0016057i,-0.0027592-0.0013149i,-0.0013028-0.0012224i,-0.00045859-0.00055012i,2.9544e-05-1.9392e-05i,5.2634e-05-4.1734e-05i,-0.0001691+0.00060154i,-0.0006961+0.0021709i,-0.0013879+0.0036155i,-0.0017356+0.0041467i,-0.0017248+0.0037697i,-0.0011965+0.0026703i
0.021084-0.013556i,0.014897-0.0020476i,0.0057312+0.0032879i,0.0021232+0.0055809i,0.0022025+0.0070879i,0.0027684+0.0045367i,0.0021303+0.00041361i,0.00041877-0.00057546i,-0.00083878+0.00097687i,-0.00065113+0.0024853i,8.7907e-05+0.0028122i,0.00023173+0.0019414i,6.0074e-05+0.00081677i,0.00017757+0.00047742i,0.00081949+0.00071103i,0.0018158+0.00041016i,0.0015498+0.00049069i,0.00059987+0.00031256i,0.00032985-0.0015872i,0.00038654-0.0034225i,0.0010811-0.0040871i,0.0017793-0.0033057i,0.0019428-0.0020377i
-0.014065-0.026268i,-0.0054825-0.014111i,-0.0013178-0.00048122i,0.0011835+0.0058912i,0.0048176+0.0075494i,0.0069481+0.0042419i,0.0044557-0.00014591i,0.00036799-0.0016841i,-0.00098749-0.0010316i,0.00020281-0.0010642i,0.0019737-0.0015251i,0.002143-0.00078452i,0.00082872-0.00064707i,1.1356e-06-0.00071312i,6.666e-06-0.00082405i,2.8168e-05-0.0012207i,0.00013454-0.0010711i,0.00075518-9.6272e-05i,0.0011188+0.0010558i,0.0014542+0.0023853i,0.0012444+0.0028203i,-0.00033122+0.0015013i,-0.0012744+0.00058719i
-0.02939-0.00095i,-0.018678-0.0057082i,-0.0056203-0.0034742i,0.0010435+0.00038602i,0.0033833+0.0017835i,0.0028441+0.00086044i,-0.00062748+6.4525e-05i,-0.002323+0.0012867i,-0.0016244+0.002352i,-0.0013519+0.00070311i,-0.0019366-0.00073601i,-0.0021781-0.00029195i,-0.0019289+0.00047097i,-0.0014726+0.00067353i,-0.0010764+0.001008i,-0.00032233+0.00091592i,0.00072899+0.0001824i,0.00072173-0.0006804i,-0.00097583-0.00095822i,-0.0027776-0.00064089i,-0.002933-0.00064551i,-0.0024455-0.00050855i,-0.0016201-0.0004733i
-0.011484+0.032389i,-0.01453+0.020539i,-0.0088225+0.0096577i,-0.0021407+0.0047549i,0.00090513+0.0015087i,0.0013486-2.8633e-05i,0.00086873-0.0003018i,0.00070136+0.00034036i,0.0012843+0.00074533i,0.0019873+0.00034591i,0.002333+0.0011331i,0.0015875+0.0014574i,0.0002833+0.00028477i,0.00046951+0.00024725i,0.00083449+0.00085547i,0.00058218+0.00042215i,0.00082646-0.00079614i,0.0012939-0.00048025i,0.0020308-0.0002674i,0.0036036-0.0015562i,0.0039742-0.001856i,0.0021146-0.00094481i,0.00089565+0.00017025i
0.032227+0.025787i,0.019004+0.021229i,0.0078637+0.012457i,0.0032717+0.0052726i,0.0019336+1.9897e-05i,0.00066083-0.0020591i,-5.9401e-05-0.00058965i,-0.00061844+0.00029143i,-0.00033277-0.0019713i,0.00082183-0.0052106i,0.00037987-0.0063394i,-0.00077798-0.0047876i,-0.0009523-0.002887i,-0.0002065-0.0021143i,2.5108e-05-0.0012758i,-0.00026942-0.00035233i,-0.00052969-0.00079058i,-0.0016319-0.00035417i,-0.0031607+0.0018636i,-0.0040508+0.0030739i,-0.003076+0.0032668i,-0.0025057+0.0022097i,-0.0018501+0.0014017i
0.035024-0.020091i,0.026674-0.0080513i,0.014358-0.00050818i,0.0059016+0.002677i,0.0012066+0.0040914i,-5.7315e-05+0.0030312i,1.1341e-06+0.00058143i,-0.0012665-0.00033603i,-0.0031398+0.00092603i,-0.0049942+0.001655i,-0.0054706+0.0020115i,-0.0041051+0.002302i,-0.0022395+0.0019199i,-0.00063221+0.0015323i,0.00020927+0.0014562i,0.00059807+0.0014335i,0.00096454+0.0015049i,0.0012342+0.00044906i,0.0017797-0.0023639i,0.001492-0.0038636i,0.00036019-0.0031929i,0.00059163-0.0023649i,0.0012582-0.0025993i
-0.0072946-0.037859i,0.00044204-0.025197i,0.0048003-0.010255i,0.0044934-0.0023884i,0.0025717+0.0024117i,0.00042671+0.0032242i,0.00012354+0.0013485i,0.00028393+0.001235i,0.00013703+0.0029053i,0.0016199+0.0039611i,0.0028065+0.0032329i,0.0016479+0.0012599i,0.00035519+0.00035534i,0.00081566+0.00033396i,0.0011489-0.00050569i,0.0012354-0.00042178i,0.00077513+0.00062602i,0.0004574+0.00099188i,0.0016388+0.0011627i,0.0040246+0.0012696i,0.0039973+0.000706i,0.0021111-6.1702e-05i,0.00097028+4.5036e-06i
-0.045288-0.0025627i,-0.030554-0.006136i,-0.013031-0.0029264i,-0.0025404+0.0032715i,0.0025392+0.0059853i,0.0030414+0.0044717i,0.00010266+0.0023021i,-0.001831+0.00027443i,-0.00067746-0.0008119i,0.0020693-0.002305i,0.0029717-0.0041885i,0.00069337-0.0037515i,-0.00052425-0.0025491i,0.00022621-0.0023668i,0.00083109-0.0025681i,0.00077372-0.0020416i,0.00041227-0.0022424i,-0.0020425-0.0025175i,-0.0057283-0.0014324i,-0.0068883+0.00050627i,-0.0060941+0.0021306i,-0.0042435+0.002176i,-0.0023112+0.0016209i
-0.014943+0.044609i,-0.014273+0.028193i,-0.0081109+0.012469i,-0.0017728+0.0055992i,0.0031384+0.002304i,0.0041273+0.00083111i,0.0011735+0.00094784i,-0.0012494+0.00095685i,-0.002257-0.00037431i,-0.0034079-0.00090072i,-0.0044142+0.00026749i,-0.0036483+0.0016184i,-0.0025521+0.0020091i,-0.0018345+0.0017847i,-0.0014938+0.0020296i,-0.00050206+0.0023728i,0.00060392+0.0025301i,0.0016991+0.0011999i,0.0033878-0.00038326i,0.0047815+9.0975e-05i,0.0049307+0.0012447i,0.0043355+0.00074614i,0.0030457+7.2669e-05i
0.039464+0.030484i,0.021028+0.024038i,0.0055753+0.012414i,0.0011702+0.0046174i,0.0019078-0.00079527i,0.0021777-0.0030504i,0.0023133-0.0017232i,0.0015334+0.00058228i,-5.0905e-05+0.0017142i,0.00034492+0.002199i,0.0011896+0.0025236i,0.00098458+0.0022492i,0.00070876+0.0014773i,0.00060627+0.00076082i,0.00097948+0.00061109i,0.00057969+8.8885e-06i,-0.00032755-0.0012729i,-0.00074781-0.00088077i,-0.0011861+0.0014874i,-0.0008168+0.0030836i,0.00078926+0.0015971i,0.0023198+0.001026i,0.0021166+0.0011059i
0.045172-0.027702i,0.032379-0.013617i,0.013512-0.0016225i,0.0022113+0.0026858i,-0.0031162+0.0024468i,-0.0043695+0.00071192i,-0.0020132-0.0012365i,-0.00016704-0.0020687i,0.00028299-0.0026825i,0.0005335-0.0030599i,0.0010247-0.003255i,0.0014493-0.0028955i,0.0017613-0.0015672i,0.0014693-0.0011946i,0.0015466-0.0016627i,0.0022361-0.001438i,0.0021466-0.00068857i,0.0013666-0.0016607i,-0.00026486-0.0045513i,-0.0027334-0.00608i,-0.0036211-0.0047697i,-0.0020935-0.0030232i,-0.00030317-0.0011989i
-0.015266-0.055604i,-0.0071051-0.038315i,-0.002219-0.015489i,-0.0011659-0.0010764i,-0.0011455+0.0055256i,-0.0012431+0.0049833i,-0.0015203+0.0012051i,-0.0026518-0.001029i,-0.0040195+4.2601e-05i,-0.0040979+0.0019237i,-0.0031343+0.002656i,-0.0024972+0.001443i,-0.0023222+0.00034225i,-0.0012985+0.00050252i,-0.00040776+0.00036087i,-0.00018687+0.0011651i,-0.00070012+0.0017128i,-6.7253e-05+0.001362i,0.0018736+0.0022224i,0.0028399+0.0029668i,0.0024393+0.002176i,0.0012343+0.0012077i,0.00060288-0.00025891i
-0.058165-0.0050292i,-0.03965-0.0081964i,-0.017263-0.005463i,-0.0044845+0.00090734i,0.00051422+0.0055141i,0.00092189+0.0061752i,-0.0015996+0.004175i,-0.0029156+0.0034777i,-0.00082517+0.0035025i,0.002319+0.0024295i,0.0021403+0.00069859i,0.00025743-0.00051972i,-0.00064255-0.00026014i,-0.0013954-0.00023232i,-0.0010294-0.0017979i,-0.00031905-0.0029248i,-0.00048345-0.0029888i,-0.0020252-0.001694i,-0.0039246-0.00032305i,-0.0047541-0.00047943i,-0.0042432-0.00021291i,-0.0032978+0.00084042i,-0.0031808+0.0016802i
-0.021299+0.059051i,-0.018858+0.040166i,-0.01094+0.019633i,-0.003141+0.011093i,0.0032637+0.0068722i,0.0043379+0.0045289i,0.0019118+0.0043285i,0.00043216+0.0035389i,9.021e-05+0.0011912i,0.00033509-0.0019233i,-0.00029906-0.0022673i,-0.0012281+0.00027462i,-0.0012994+0.0017981i,-0.00075866+0.0014302i,-0.00020956+0.00043895i,-0.00078021+0.00039491i,-0.00067827+0.0014342i,0.00093125+0.0010125i,0.0027179-0.00037592i,0.0036701-0.0010748i,0.0020383-0.00044914i,0.0011629+0.00077355i,0.0016663+0.0010943i
0.055202+0.041161i,0.034909+0.029365i,0.014705+0.01129i,0.0058577+0.0020642i,0.0041184-0.0029531i,0.0039266-0.0036071i,0.0041462+0.00039412i,0.0032985+0.00186i,0.00095822+0.00061808i,-0.0018901+1.9224e-05i,-0.0035488+0.0004062i,-0.0031927+0.00064502i,-0.0027417+0.00113i,-0.0021378+0.0021808i,-0.0011042+0.003219i,0.00057864+0.002505i,0.0017625+0.0010192i,0.0011889+0.0019268i,0.0013492+0.004335i,0.0022044+0.0053162i,0.0035633+0.0038129i,0.0040639+0.0015173i,0.0032881+0.00026178i
0.043049-0.03615i,0.027027-0.016139i,0.005639+0.0053015i,-0.0029517+0.012267i,-0.0025018+0.010814i,0.0013235+0.002928i,0.00367-0.0057999i,0.0033109-0.0076595i,0.00073296-0.0049468i,0.00027299-0.00077818i,0.0039749+0.001402i,0.0061621+0.0004447i,0.0044618-0.00015505i,0.0024176-4.9657e-05i,0.0020289-0.0011179i,0.0017466-0.002411i,0.00090374-0.0026949i,-0.0011217-0.0035839i,-0.0029036-0.0059035i,-0.0029453-0.0076072i,-0.0033639-0.0060745i,-0.0035691-0.0025751i,-0.0025367+0.00020274i
-0.018203-0.064209i,-0.0087755-0.043072i,-0.0016847-0.015189i,-0.00076678+0.001414i,-0.0020829+0.0070075i,-0.0029077+0.0044191i,-0.0037156-0.00093413i,-0.0036401-0.0043767i,-0.0022297-0.0044595i,-0.0014763-0.0032512i,-0.0012921-0.0028108i,-0.00035856-0.001759i,0.00082494-0.00032791i,0.00070643+2.9252e-05i,-0.00028396+0.0004868i,-0.000952+0.00047297i,-0.00055372-0.00056461i,0.00040407-0.00023334i,0.0013382+0.00078548i,0.0010496+0.0013983i,-0.00033858+0.0012393i,-0.0016096+0.00078538i,-0.00086055-7.5761e-05i
-0.074588-0.0027916i,-0.052144-0.0040048i,-0.023656-0.00013934i,-0.0056388+0.0068816i,0.0029297+0.010042i,0.0035737+0.0078695i,-0.00090184+0.004332i,-0.0048121+0.0024472i,-0.0059626+0.0025067i,-0.0045438+0.0034024i,-0.0026365+0.0018143i,-0.001681-0.00072208i,-0.0013713-0.001716i,-0.0014177-0.00073612i,-0.00094989+0.00054254i,0.00013648+0.001066i,0.0010538+0.00042608i,4.6009e-05-0.00053857i,-0.0022455+0.00024159i,-0.0030476+0.0015747i,-0.0022539+0.0024129i,-0.0011217+0.0020519i,-0.0010365+0.00088209i
-0.02722+0.070949i,-0.021771+0.050697i,-0.011379+0.026462i,-0.0010883+0.013811i,0.0060777+0.0081564i,0.0066881+0.0052151i,0.0025351+0.0047358i,-0.00084596+0.0053913i,-0.00023716+0.0060518i,0.0028085+0.0047496i,0.0035851+0.0027493i,0.0015927+0.0016713i,6.7047e-05+0.00077049i,-0.00029491-0.00095361i,-0.00059531-0.0023034i,-5.104e-05-0.0023627i,0.00088517-0.0020214i,0.0012098-0.0014536i,0.0014253-0.0026i,0.0014405-0.0042291i,0.00060259-0.003328i,-0.00019373-0.0012787i,-0.00012165+0.00010308i
0.060618+0.050129i,0.04234+0.040256i,0.017239+0.022423i,0.0057512+0.0092655i,0.0050403+0.0026528i,0.0078494-8.3423e-05i,0.0090579+0.0011971i,0.0072936+0.0021942i,0.004962+0.00075662i,0.001733-0.0011051i,-0.0010683-0.0009889i,-0.0017339+8.0425e-05i,-0.0011214+0.0017139i,-0.00053013+0.0031315i,-0.00088478+0.0031949i,-0.0012465+0.0016575i,-0.00078752-0.00031305i,-0.00099393-3.6828e-05i,-0.0009353+0.0026615i,-0.00083686+0.0050732i,-0.00089612+0.0046462i,2.9634e-06+0.0031752i,0.0010483+0.0020728i
0.067859-0.042655i,0.049461-0.030465i,0.025311-0.011267i,0.0097093-0.001995i,0.002214-0.002741i,0.00057481-0.0067836i,0.0015875-0.0084139i,0.0014876-0.0064934i,-0.00040859-0.0049193i,-0.0018679-0.0034934i,-0.0012331-0.0018619i,5.1942e-05-0.0022046i,-0.00011689-0.0018449i,-0.00022093-0.00015611i,0.0010922+0.00025335i,0.0023478-1.1504e-05i,0.0021841-0.00063629i,0.0012121-0.00083516i,0.00012466-0.0012232i,0.00049671-0.0020756i,0.0020218-0.002634i,0.0020825-0.0016482i,0.0009234-0.0013437i
-0.021799-0.078803i,-0.016233-0.058732i,-0.0065947-0.026668i,-0.0049307-0.0050869i,-0.0076306+0.0030959i,-0.0089557+0.0028866i,-0.0092527-0.0020167i,-0.0080909-0.0045345i,-0.0056396-0.0037151i,-0.002444-0.0015141i,-1.7853e-06+0.00074784i,0.00070089+0.0018557i,0.001272+0.0016153i,0.002303-0.00030948i,0.0019715-0.0024081i,0.00028283-0.0026476i,-0.0012009-0.0021234i,-0.0012994-0.0014657i,7.1306e-05-0.0011298i,0.00080286-0.0018269i,-0.00012145-0.0027893i,-0.00078668-0.0022844i,-0.00066522-0.0013564i
-0.084888-0.001034i,-0.066381+0.00096828i,-0.035959+0.0011223i,-0.014193+0.0062329i,-0.0036519+0.011381i,-0.00061066+0.011304i,-0.002263+0.0083771i,-0.0042529+0.0049393i,-0.004652+0.0031312i,-0.003836+0.0022332i,-0.0032473+0.00082055i,-0.0030887-0.00033732i,-0.001317-0.0010511i,8.7421e-05-0.0011667i,-7.7601e-05-0.00043505i,0.00020698+0.0006236i,0.0010472+0.0012806i,0.00022431+0.0010105i,-0.0028823+0.0011001i,-0.0055829+0.0022034i,-0.0047467+0.0030513i,-0.0027318+0.0025945i,-0.0026063+0.0018247i
-0.024649+0.079542i,-0.016847+0.061684i,-0.0074914+0.03274i,0.0027369+0.016228i,0.0099404+0.0091935i,0.010233+0.0052604i,0.0062135+0.0051971i,0.002274+0.0063284i,0.0010877+0.0054316i,0.0025105+0.0027427i,0.0036211+0.0003342i,0.0025309-0.0010589i,-0.00012132-0.0019815i,-0.0021655-0.0018597i,-0.0022393-0.00099099i,-0.00055784-4.8903e-05i,0.00042669+0.0009579i,0.0011141+0.0014207i,0.0030863+0.00070099i,0.0041079-0.00022651i,0.0038894-0.0010654i,0.0035738-0.001656i,0.0030106-0.0012717i
0.071692+0.047023i,0.057695+0.03612i,0.02769+0.019792i,0.010052+0.0076911i,0.0058239+0.0015461i,0.0043013-0.0010274i,0.0045847-0.00042733i,0.0052651+0.001331i,0.0051197+0.00091422i,0.0045504-0.00083202i,0.0024314-0.0014104i,-0.00093369+0.0016312i,-0.002899+0.0049425i,-0.0013184+0.004441i,-2.0826e-06+0.0022596i,0.00014082-0.00031836i,-0.00010045-0.0027713i,-0.0011581-0.0035852i,-0.0011686-0.0021705i,-0.00088077-0.00052684i,-0.0011988-0.00046515i,-0.0010283-0.0012371i,-0.00034749-0.0010411i
