-0.0026666+0.0028471i,-0.0034883+0.0031998i,-0.0024021+0.0031593i,-0.00060072+0.0024083i,-1.8418e-05+0.001576i,-2.7978e-05+0.0010706i,-0.0005217+0.0015176i,-0.000652+0.0012271i,0.000362+0.00028149i,0.0012923-0.00058205i,0.001048-0.0010602i,0.0005803-0.00099134i,0.00045205-0.0010877i,0.00034043-0.0010742i,0.00023596-0.00048643i,0.0003464-0.00033044i,0.00048327-0.00048167i,0.00062321-0.00012156i,0.00049008-0.00026228i,0.00037823+2.2366e-05i,0.00034837+0.00039677i,0.00031914-2.2299e-05i,0.00034762-0.00028063i
0.00093104-0.00097633i,0.00046064+0.00040354i,-0.00021633+0.00080678i,-0.00043403+0.00055601i,-0.00071108+0.00055695i,-0.00096265+0.00062407i,-0.0012273+0.00060362i,-0.0012215-6.43e-06i,-0.00036897-9.9881e-05i,0.00085045-5.9813e-05i,0.00034468-0.0008626i,-0.0011249-0.00092976i,-0.00073277+0.00052397i,0.00027321+0.00088751i,0.00019045+0.00060523i,-0.00062141+0.0010501i,-0.00010107+0.00062413i,0.00038602-7.6563e-05i,-8.0534e-05-0.00033991i,-0.00028522-4.3711e-05i,0.00018096+0.00051412i,-0.00041803+0.00032044i,-0.00062493+0.00040492i
-0.00072335+0.0011839i,-0.0013864+0.0014818i,-0.0018857+0.00074731i,-0.00058915-4.0706e-06i,3.7166e-05+0.0012959i,-0.00018191+0.0013442i,-0.00030618+0.00060944i,-0.00043907+0.00019091i,-0.00012063-0.00024512i,0.00034888-4.041e-05i,0.00016409-2.0077e-05i,0.00053031-0.00043777i,0.00083441+4.3225e-05i,8.3997e-05-0.00011734i,5.6463e-05+0.00024193i,-0.0001233+0.00039624i,2.1083e-05+0.00037675i,9.2299e-05+0.0014619i,0.00010725+0.0015101i,-9.2555e-05+0.00086275i,-5.7839e-05+0.00039632i,-9.032e-05+0.00073421i,-0.00035616+0.00049449i
-0.0012498-0.00017457i,-0.0011155+0.0007582i,-0.0014194+0.0019583i,-0.00085654+0.0017945i,-0.00018662+9.6936e-05i,4.8901e-05-2.9753e-05i,-3.593e-05+0.00064594i,-0.00056172+0.00039533i,-0.00084326+0.00023397i,-0.00055111+0.0002667i,-0.00016672+0.00018016i,0.00019901-0.00030796i,0.00049894-0.00095725i,0.00050993-0.00099794i,2.6817e-05-0.00032361i,-6.9999e-05-0.00062894i,-4.1837e-05-0.00082468i,-0.00061608-0.00059596i,-0.00061431-0.00057902i,-0.00061508+0.00020903i,-0.00073921+0.00028284i,-6.5732e-05+0.00034269i,-0.00075222+2.0824e-05i
-0.00035065+0.00053616i,0.00029736+0.001946i,-0.00066133+0.0024066i,-0.00068889+0.00072031i,-0.00022512-0.00032029i,-0.0004722-0.00016891i,-0.00072916-0.0001356i,-0.00045654-6.7143e-05i,-4.115e-05+6.0914e-05i,0.00017142+2.0791e-05i,0.00066045-0.00012166i,0.0010732-0.00040566i,0.0009449+0.00015858i,0.00079814+0.00037323i,0.00069985+4.5616e-05i,0.0010551+0.00037499i,0.00047634+0.00018224i,-0.00012224-6.5883e-05i,0.00011177+0.0005524i,-0.00014158+0.00050612i,-0.00038326+0.00037433i,-3.7289e-05+0.00043167i,-6.601e-05-5.3397e-05i
0.0018356+0.00070171i,0.0022661+0.00015455i,0.0017558-0.0006229i,0.0015239-0.0011946i,0.0015691-0.00065282i,-0.00033364+0.0001658i,-0.0021547+0.00019549i,-0.0019488+0.00050782i,-0.0012925+0.00062088i,-0.00024798-0.00012323i,0.00057339+0.00011172i,-4.7756e-05-0.0002054i,-0.00091193-0.00083786i,-0.00051408-0.00084417i,0.00028801-0.00073039i,-0.00018519-6.6775e-05i,-6.0724e-05+5.5985e-05i,7.194e-05-0.00018048i,-0.00088469-0.00017346i,-0.00086937+0.00019889i,-0.00036742+9.9467e-06i,-0.00048694+2.9448e-05i,-0.00025109+0.00011195i
-0.0011586+0.0019382i,-0.00099563+0.0033491i,-0.00065006+0.0028954i,0.00010566+0.0022265i,0.00034879+0.0020449i,-0.00010567+0.00076287i,-0.0005717-0.00021164i,-0.00036603-0.00027102i,0.00045101-0.00011354i,0.0010546-2.7922e-05i,0.00019028+9.4994e-05i,-0.00077412+0.00022716i,-0.00030877-0.00024344i,0.00035918-0.00036295i,0.0010142+0.0002175i,0.0011352+0.00080674i,0.00036845+0.0004425i,-0.00053481-0.0010688i,-0.00040151-0.0017829i,0.00043176-0.0004148i,0.00014212+0.00011013i,-0.00029417+0.00036593i,-0.00052574+0.0010316i
0.00018913-0.0016964i,-0.00029033-0.0022129i,0.00070364-0.0017445i,0.00043994-0.0011256i,0.00017131-0.00097328i,-0.00032603-0.00028993i,-0.0007778+0.00032883i,-3.8519e-05+0.00099311i,0.00069871+0.00042764i,0.00028483-0.00094353i,-0.00086716-0.00083825i,-0.0010599-0.00042138i,-0.00019284+0.0001914i,0.00012023+0.00090567i,-0.00068179+0.00097607i,-0.0012815+0.00073226i,-0.00073159+0.00054508i,0.000392+0.0002868i,0.00096767+0.0002278i,0.00049173+0.00055792i,-0.00027904+0.00045773i,-0.00065824+0.00054916i,-0.00048496+0.00031529i
-0.00084415-8.2296e-05i,-0.00032068+0.0011501i,-0.0012646+0.0032375i,-0.0010525+0.0037901i,-3.3845e-05+0.003554i,0.00017387+0.0015298i,0.00018823-0.00043465i,-1.4988e-05-0.00044242i,-0.00037607-0.00038318i,-0.00048333-0.00039148i,-0.00010354+0.00012849i,0.0002034+0.0004392i,-0.00016892+0.00018402i,-3.9936e-05+0.000528i,0.00053057+0.00037143i,0.00063062-0.00085104i,0.00045746-0.0008317i,0.00015103-0.00011487i,-0.00022851-0.00075106i,0.00024508-0.0011441i,0.00052899-0.0013063i,3.7082e-05-0.0007158i,3.1835e-07+0.00049808i
-0.00092485-0.00018999i,-0.0023811-0.00064126i,-0.0027986+0.00013478i,-0.0018072+0.00050318i,-0.0018973+8.7489e-05i,-0.0023093-8.8951e-05i,-0.0022844+0.00042844i,-0.0011495+0.0013334i,-3.3322e-05+0.0010316i,-0.00024697+0.00014222i,-0.00024075-0.00057923i,0.00043284-0.001543i,0.00030376-0.0015975i,-0.00031658-0.00074152i,-0.00030447-0.00038751i,0.00017556-0.000733i,0.00038688-0.00063352i,0.00015786-0.000275i,5.9886e-05-2.8711e-05i,-0.00051925-7.9457e-05i,-0.00087981-0.00036668i,-0.00051713-0.00056414i,-0.00038952-0.00065232i
0.0020184+0.00072462i,0.0020434+0.00074877i,0.0016295+8.5358e-05i,0.00014709+5.9769e-05i,-0.00042542+0.00045599i,0.00034683+0.00090338i,0.00075053+0.00073296i,0.00049848+0.00094662i,0.00055634+0.00043818i,0.00090395+0.00045029i,0.00050704+0.00094708i,0.00018192+0.00058822i,0.00067153+0.00031823i,5.502e-05+0.0010262i,-7.2091e-05+0.00072186i,9.3354e-05-8.8501e-06i,-0.00020273-0.0004749i,0.00031324-0.00030158i,-0.00015413-7.9455e-07i,-0.00061132-0.00019731i,-0.00011045+0.00028795i,-0.00048348+0.0001538i,2.2901e-05-0.00040632i
0.0021496+0.00181i,0.0028143+0.0013349i,0.0026629-0.00019543i,0.0016724-0.0019454i,0.00025349-0.0019784i,-0.0010295-0.0002656i,-0.0014527+0.00068639i,-0.00039461+0.00043275i,0.00020887-3.37e-05i,0.00015746-0.00081685i,-0.00037401-0.00058933i,-0.0011227+0.00055177i,-0.0010352+0.00093554i,-0.0011181+0.0008298i,-0.0015151+0.00017585i,-0.001461+3.191e-05i,-0.0011154+0.00037946i,-0.00074993+0.00072401i,-0.00072541+0.00055793i,-0.00062605+0.00056987i,-0.00030898+0.00029508i,-0.00015383-0.00042831i,0.00025639-0.00036003i
0.0019496-0.00020457i,0.0030476+6.2971e-05i,0.00231+8.9959e-05i,0.0022132+0.00025179i,0.0017291+0.00065523i,0.0011669+0.00020624i,-4.1211e-05+1.208e-05i,-0.00076331-0.0001096i,-0.00022731-0.0011559i,0.0004132-0.00069693i,0.00047478+3.8305e-05i,-0.0001717-0.00020508i,-0.00047973-0.00052326i,-0.00045031-9.4804e-05i,-0.00018326+0.00024596i,0.00024193+0.00089483i,8.6597e-05+0.00090954i,-0.00023174+0.00017328i,-4.2267e-06-0.00078725i,0.00025356-0.00069943i,0.00089695-0.00012677i,0.0010873+0.00064079i,0.00016139+0.00096775i
-0.00066735+0.0020761i,-0.0012619+0.0025405i,-0.00024139+0.0017104i,0.00031958+0.00032288i,-0.00085192-3.6394e-05i,-0.0013155-4.2467e-05i,-0.0011624-0.00048956i,-0.00057317-0.00065229i,6.3183e-05+0.00013577i,-0.00020471+2.1454e-05i,-0.00014248-0.00072469i,0.00029901-0.00045046i,0.00031642-0.00028775i,-0.00046414-0.00034393i,-0.00082156-8.0966e-05i,-0.00029837+6.7173e-05i,7.5033e-05-0.00059938i,-0.00011323-0.00091817i,-7.5815e-05+6.2377e-05i,-0.00032397+0.00079283i,-0.00082957+0.00075832i,-0.00034183+0.00066587i,0.00028993+0.00067641i
0.00027122-0.00087338i,0.00046387+0.00046133i,0.00035391+0.0015311i,-0.0002498+0.0018983i,7.9406e-05+0.0013872i,0.00019143+0.0010185i,-0.00040095+0.00082244i,-0.00062471+0.00039017i,-9.2425e-05+0.00011827i,0.000363+0.00046608i,-0.00015228-2.5227e-05i,-0.00041103-0.00091246i,-0.0004726-0.00010737i,-0.00053485+0.00023264i,-0.00063262-2.529e-06i,5.6993e-05+0.00049398i,0.00019807+0.0011231i,0.00026032+0.00092236i,0.00084666-4.8333e-05i,0.00068699-0.00031559i,0.00076674+6.2364e-06i,0.00043026-0.00011304i,-0.00027677-0.00019326i
-0.0036213+0.0012752i,-0.0047073+0.0033753i,-0.0037826+0.0046774i,-0.0015206+0.0035178i,0.00032698+0.0016001i,0.0005926+0.00028141i,3.7235e-05-0.00019789i,-0.00027069+0.00023319i,-0.00029682+0.00037049i,-0.00040896-0.00047088i,-9.0847e-05-0.00035141i,0.00048919+3.9826e-05i,0.00056839-0.00030107i,-0.00031838-0.0003215i,-0.00058934-0.00052892i,0.00013341-0.0011796i,0.00034919-0.0006386i,0.00043612-7.2014e-05i,0.0011042-4.3199e-05i,0.00082691+0.00010322i,-0.0005112+2.0903e-05i,-0.0013131-0.00018019i,-0.00044048-0.00074398i
0.0011247-0.0016075i,0.00083789-0.0020272i,0.00085193-0.0023668i,0.0011031-0.0016404i,0.00074099-0.00072315i,-0.00090554+0.0010209i,-0.0016502+0.001547i,-0.00058473+0.00066875i,0.000497+0.00037576i,0.0004981-0.00057655i,-3.2236e-05-0.00051844i,4.3783e-05+6.8371e-05i,0.00032395+0.00033764i,9.365e-06+0.00034918i,-0.00048952+6.1244e-05i,-0.00073121-0.00050783i,-0.0010885-0.00089842i,-0.0010334-0.0006412i,0.00039494-0.00029693i,0.0012676-0.00029019i,0.00040037-0.0003681i,-0.00033649-0.00051301i,-0.00065918-3.3271e-05i
0.00058251+0.0012343i,0.0019307+0.00088584i,0.0021415+0.00098382i,0.0011421+0.0004802i,0.0007366-0.00089688i,0.00045697-0.0018733i,-0.00033654-0.0012323i,-0.00086328-0.00019522i,-0.00053049-0.00031745i,-0.00048918-0.00031694i,-0.00082958-6.591e-05i,-0.00094567-0.00026688i,-0.00028268+3.7582e-05i,-0.00036636+0.00055446i,-0.00027586+0.00058538i,5.4949e-05+0.00047814i,-0.00064176-0.00036596i,-0.0012015-0.00059461i,-0.00060568+5.7665e-05i,-0.00087092+3.6433e-05i,-0.0012025+0.00038108i,-0.0007701+0.00016102i,-8.4495e-05+0.00017355i
-0.0029558-0.00083448i,-0.0024841+0.00097037i,-0.0025385+0.0012429i,-0.0015871+0.0010639i,-0.00072675+0.0012984i,-0.00063029+0.00093998i,-0.00087102+0.00019226i,-0.00044775-5.4739e-05i,5.3181e-05-0.00037657i,-9.0217e-05-0.00035373i,-0.00056338-1.1097e-05i,-0.0001798-0.00041387i,0.00019772-0.00086239i,-0.00023031-7.4107e-06i,-0.00023677+0.0014529i,0.00044174+0.001088i,0.0010469+0.00019442i,0.00075895+0.00021139i,-0.00022382+0.0003488i,-0.0011147-0.0003326i,-0.0015483-0.00092345i,-0.0015758-0.00035419i,-0.0010394-5.3643e-05i
0.00041855-0.0018858i,0.0010933-0.0019001i,0.0010222+0.00026914i,0.00013188+0.00072071i,-0.00019939-0.00031683i,0.00022546+0.00032221i,0.00045248+0.00026393i,0.00029355+0.00015024i,0.00033171+9.3626e-05i,-4.0519e-05+0.00045403i,-0.00033066+0.00071486i,-0.00028131+0.00040655i,-0.00065731+0.00053715i,-0.00068601+0.00067355i,-0.00049091+0.00019446i,-0.00072734-0.00049971i,-0.00055792-0.00029084i,-2.968e-05-0.00044522i,0.00014488-0.00082959i,-0.00014829+7.3215e-06i,-0.00074549+0.00080329i,-0.00054848+0.00036397i,-0.0001376+0.00034297i
0.00043663+0.0010888i,0.00071338+0.0011514i,0.0021584+0.0013987i,0.002349+0.0012596i,0.00078256+0.00085626i,-0.00072619+0.0012697i,-0.0012365+0.001402i,-0.00074162+0.0013611i,-0.00075096+0.00023056i,-0.00093498-0.00085028i,-0.00087978-0.00066889i,-0.00072891-0.00030384i,-5.1156e-05+0.00059859i,0.00025725+0.0015949i,-7.2537e-05+0.0012179i,-0.00058+0.00017475i,-0.00069353-0.00039956i,0.00025191-0.00055066i,0.00038741+5.0307e-05i,-0.00031585+0.00040885i,-4.9686e-05+0.0003472i,-0.00042007-0.00010303i,-0.0001129-0.0014593i
-0.00030877-0.00041726i,-0.0015739-0.0014047i,-0.0020379-0.0023905i,-0.0017693-0.0015229i,-0.0012565-0.00058587i,-0.00086658+0.00017334i,-0.0001286+0.00053301i,0.00065397+0.0002458i,0.0017418-4.7362e-05i,0.0018422+0.00014121i,0.00080608+0.00044618i,0.00065012+0.00025462i,0.00084004-0.00020924i,0.0011779+0.0007229i,0.00091784+0.001677i,6.2365e-05+0.00097389i,-0.00021399+0.00041858i,-0.00013927-5.0952e-05i,0.00050423-0.00064044i,0.00079921-0.0010397i,0.00035823-0.00091763i,5.7949e-05-0.00068268i,-0.00030916+0.00041787i
0.00026709+0.0013845i,0.00057922+0.00084627i,0.0024123-0.00022453i,0.0022971-0.0011146i,0.00026755-0.0013507i,-0.0016524-0.0008887i,-0.002275+0.00023093i,-0.001909+9.4219e-05i,-0.0011602-0.00080659i,-0.00010542-0.0010891i,0.00044123-0.00063887i,0.00041397+0.00013304i,-0.00017525+2.2393e-05i,-1.8185e-05-0.00086078i,-0.00054888-0.00094006i,-0.00095149-0.00045695i,-0.0003807+0.0003395i,1.7221e-05+0.00065897i,7.8341e-05+2.3823e-05i,-0.00014276+6.5433e-06i,0.00011097+0.00029942i,-0.00013309+0.00036232i,-0.00030592-0.00019615i
-0.00010566+0.00026581i,-0.0001922-0.0014035i,3.7631e-06-0.0015417i,-0.00015981-0.00061679i,0.00065476+0.00013034i,0.0011678+0.00026783i,-0.00055158+3.4537e-05i,-0.0011897-0.00031388i,0.00010423+0.00018547i,0.0010326+0.00042752i,0.0012491-0.00023154i,0.00084101-0.00069623i,-0.00028435-0.00091286i,-0.00051425-0.0003428i,0.00037675+0.00044914i,0.00053979+0.00055372i,-7.4514e-05+0.00062026i,5.7315e-06+0.00085751i,0.00034184+0.0010475i,0.00012986+0.00058172i,-0.00014454-0.00023264i,-2.7313e-05-0.00026683i,-0.00022349+0.00049088i
-0.0028323+0.0021163i,-0.0023522+0.0031984i,-0.00085144+0.0035997i,0.00097902+0.0023183i,0.0012406+0.0017605i,-0.00032905+0.00044097i,-0.0014294-0.00091237i,-0.0012035+0.00010865i,-0.0017285+0.00088232i,-0.0011424+0.00051771i,0.0004724-6.8164e-05i,0.00091397-0.00060032i,0.00028228-0.00092625i,4.7841e-06-0.00050369i,0.00023742-0.00032551i,-1.242e-05-0.0010122i,-0.00038458-0.00041289i,-0.00049595+0.00068031i,-0.00025429+0.00055083i,-0.00018648-0.00033489i,0.00033508+8.3566e-05i,0.00055336+0.00052839i,4.5426e-05+0.00028309i
0.00079066-0.0016035i,0.00034205-0.0014691i,0.00016106-0.0010982i,0.00039977+0.00056535i,0.00026193+0.0010564i,7.5369e-05+0.00079272i,0.00043139+0.0013668i,0.0009681+0.0017118i,0.00095711+0.0018597i,0.00090989+0.0018617i,0.0011693+0.0011399i,0.00053701+0.00097735i,-0.00014202+0.00088384i,-0.00058773+0.00071206i,-0.00070174+0.00075146i,-0.00052243+0.00030265i,-0.00032846-0.00035801i,-9.9328e-05-0.00054179i,8.8468e-05-0.0003387i,0.00010968+0.00033205i,0.00028457+0.00049796i,0.00039988+0.00023044i,0.00029557-0.00021463i
0.0017311+0.0031401i,0.0027979+0.0023534i,0.0045876+0.00065251i,0.0048916-0.00068443i,0.003261-0.00059525i,0.00080389-0.00059154i,-0.000317-0.00045171i,-9.3689e-05-0.00010562i,0.00090832-4.421e-05i,0.00096324-0.0011389i,-0.00017944-0.0014668i,-0.00093792-0.00088092i,-0.00074721-0.00036833i,-0.0010692-0.00017583i,-0.0014622-0.00015905i,-0.0011038-0.00059315i,-0.00053051-0.00038581i,-0.00087706+0.00048637i,-0.0011531+0.00074457i,-0.00097267+0.00035409i,-0.00048138+0.00019432i,-0.00018131+8.2499e-06i,-0.00042669-0.00090067i
-0.0015502+0.00030407i,-0.0027331+0.0013498i,-0.0023495+0.0025939i,-0.001658+0.0019582i,-0.001036+0.00062789i,-0.00083663+0.00057097i,-0.0012092+0.00066818i,-0.0012152+0.0003975i,-0.00085065+0.00039544i,-0.00078644-0.00028849i,-0.00022696-0.00015884i,0.00049662+0.00066883i,0.00058435+0.00065208i,6.8741e-05+0.00013225i,-0.0005286-0.00015837i,-6.4096e-05-0.00035227i,0.00011699-0.0004619i,-0.00022256+0.0006826i,-0.00024928+0.0011337i,-0.00054577+0.00034967i,-0.00063934+0.00010206i,-0.00088158+3.9179e-05i,-0.00088375-0.00030105i
0.0028258-0.0010114i,0.00092719-0.0018146i,-0.00030063-0.0024694i,-0.00061363-0.0018482i,-0.0010037-0.0014928i,-0.00069479-0.0014527i,-0.0001202-0.00083908i,0.00074807+0.0003834i,0.00023883+0.00022736i,-0.00091394-0.00060902i,-0.00064023-0.00060412i,-1.8756e-05+1.7069e-05i,-0.00068257+0.00051625i,-0.0013505+0.00014845i,-0.0012303+0.00023769i,-0.00085689+0.00029802i,-5.5392e-05+0.00024082i,1.3879e-05-9.488e-05i,-0.00020043-0.00067145i,-0.00032554-0.00064077i,4.2548e-05+0.00010713i,-0.00036521+0.00044419i,-0.0012935+0.00023776i
0.0042955+4.933e-05i,0.0044031-0.00086689i,0.0035154-0.0020755i,0.0014325-0.0010352i,0.00012499+0.00061213i,-0.00087842+0.00059238i,-0.0013608+0.00086092i,-0.00093532+0.00074287i,-6.8557e-05-0.00029607i,-0.00019987-0.0014056i,-0.00080115-0.0015175i,-0.00090182-0.0010088i,-0.00071286-0.00040312i,-0.00039565+0.00075833i,-0.00086211+0.0012517i,-0.0010823+0.0004862i,-0.00076614-0.00022622i,-0.00089223-0.00047186i,-0.00022721-0.0005172i,0.00012726-0.00092287i,-0.00032357-0.00073254i,0.00037054+0.00026522i,0.0010795+0.00067001i
-0.0028381+5.3889e-05i,-0.0030205+0.0014103i,-0.0034127+0.0025527i,-0.0025827+0.0021549i,-0.0009022+0.0018105i,0.0011692+0.00078317i,0.0007595-4.3357e-05i,-0.00050335+0.00029704i,-0.00060587+0.00033749i,-0.00031319+0.00055333i,-0.00044817+0.00074219i,-0.00031237+0.00036236i,0.00012126+2.6105e-05i,2.122e-05+0.00013334i,0.00071372+0.00014525i,0.00060908+0.0001835i,-0.00047002+0.00040412i,2.5726e-05+0.0010464i,0.00037513+0.00057459i,-0.00053634-0.00087735i,-0.00079635-0.00056606i,-0.00062654+0.00035644i,-0.00010737+0.0010056i
0.0012122-0.0012577i,0.0012372-0.0020971i,0.0011771-0.0023935i,0.00076945-0.0013021i,-0.00033602+0.00016485i,-0.0011783+0.00044889i,-0.0011783+0.00016277i,-0.00031608+0.00052213i,0.00080631+0.00038911i,0.000814-0.00030071i,0.00035334-0.00044977i,0.00042769+0.00038424i,0.00061959+0.00045323i,0.00011972-3.0629e-05i,-0.00056555+0.00029462i,9.1671e-06+0.00059383i,1.0671e-05+0.0003301i,-0.00048534+3.4411e-05i,-2.1684e-05+0.00030855i,0.00088749+0.00049704i,0.00029561+0.00058834i,-0.000313+0.00022269i,-1.6041e-05-0.0001908i
-0.0016558+0.0034826i,-0.00096289+0.0042164i,-0.00079047+0.0038057i,-0.00082274+0.0018694i,0.00016628+0.00045164i,0.00038412+0.00041876i,0.00010232+0.00015419i,8.3539e-05-0.00037404i,0.00040841-0.0010105i,0.001101-0.0010457i,0.00040173-1.8963e-06i,-0.00035404+0.00060669i,-0.00018259+0.00028955i,9.3293e-05+0.00059302i,0.00061625+0.0017625i,0.00079321+0.0013167i,0.00069692+0.0002838i,0.00084089+3.0326e-05i,0.00060928-0.00023687i,-0.00073426-6.3413e-05i,-0.0013499+0.0005009i,-9.4598e-05+0.00037667i,-2.4835e-05-0.00018659i
0.0015161+0.00097267i,0.00097121+0.00063868i,0.00071965-0.00061507i,0.00028359-0.001471i,-0.0005786-0.0011467i,-0.0019983-0.00074051i,-0.0014042+1.0717e-05i,-5.3235e-05+0.00043291i,0.00054991-0.00051247i,0.00017118-0.0011339i,-0.00022958-0.00051819i,1.1532e-05+0.00044284i,-0.00062894+0.00068583i,-0.001415+0.00086671i,-0.0015757+0.00032881i,-0.00093727+0.00025851i,-0.00019026+0.0010016i,6.4304e-05+0.00051155i,0.00036581+0.00014996i,9.7403e-05+0.00032623i,-0.0001421+0.00010083i,0.00011372-0.0004857i,0.00012519-0.00087415i
0.0037373-0.0020497i,0.004021-0.0028293i,0.0031886-0.0027842i,0.0014564-0.0011522i,0.00032325+0.00041884i,0.00034851+0.00083217i,0.00016453+0.0011906i,-0.00048121+0.00059405i,-0.0010086+0.00022988i,-0.00063569+0.00038564i,-0.0003616+0.00057066i,-0.00091744-8.0778e-05i,-0.00015491+5.0699e-05i,4.8127e-05+0.00082373i,-0.0002603+0.00019392i,0.00024635-0.00037715i,0.0004844-0.00015145i,-0.00020216+0.00057953i,-0.00080029+0.00035906i,-0.0004238-0.00045078i,-0.00040105-0.00050676i,-0.00047035-0.00026577i,-2.6794e-05+0.0002746i
0.0019571+0.0026747i,0.0014877+0.002354i,0.00062634+0.0013039i,0.00029887+0.00044407i,0.00036398-0.00084379i,-0.00055859-0.0011177i,-0.00092248+0.00034398i,-0.00013956+0.00202i,0.00035324+0.0017844i,0.00011109+0.00075975i,-0.00055073+5.531e-05i,-0.00043028+6.0378e-06i,1.5677e-05+0.00030553i,0.00045136+0.00013834i,-8.8901e-05-0.00086302i,-0.00069303-0.0006994i,-4.4322e-06+0.00040513i,0.00057533+0.00053785i,-0.00041298-1.4567e-05i,-0.0011244-0.00029856i,-0.0004805+0.00042013i,-0.00040676+0.00048046i,-0.00027496+2.7872e-05i
-0.0010497-0.0010407i,-0.00014078-0.00058451i,-0.00013544-7.444e-05i,-4.3248e-05-0.00054231i,-0.00058683-0.00059325i,-0.0012108+0.00048985i,-0.00029112+0.0010072i,0.0011165+0.00064336i,0.0017614-0.00038376i,0.00087414-0.00095117i,0.00019926-0.00085989i,0.00028902-0.00011778i,-0.00010871+0.00075634i,-0.00040352+0.0009123i,0.00051625+0.00091429i,0.0010313+0.00069793i,0.00074013-0.00024695i,0.00033644-0.00066271i,-4.6412e-05-0.00083275i,-0.00026442-0.00049802i,-0.0003692-1.7509e-05i,0.00029738-0.0001284i,0.00091263-0.00022803i
-0.001502-0.0008992i,-0.0017917-0.00041301i,-0.0019144-3.7065e-05i,-0.00033026+0.00027313i,0.0014371+0.0003282i,0.0016485+0.00015261i,0.00078914+2.5979e-05i,0.00042071-0.00027608i,0.00071746-0.00065707i,0.00084733-0.00064348i,0.00096522+1.8658e-05i,0.0016683+0.00041011i,0.00098584+0.00015157i,0.00053698-9.0775e-05i,0.001321-0.00023531i,0.001188-0.00044413i,0.00065289-0.00086383i,0.00075105-0.00077032i,0.00096641-0.00057923i,0.00049435-0.00090082i,-0.00027214-0.001086i,-0.00039851-0.0004565i,0.0002043+0.00033808i
-5.5163e-05+0.0023077i,0.00031803+0.00083558i,0.0022453-0.00028771i,0.0021888-0.00063751i,0.000231-0.00042226i,-0.0013322-0.00012264i,-0.0017844-0.00028204i,-0.0006969-0.00022942i,0.00042516-0.00079421i,0.00028883-0.0015869i,-0.00018111-0.00090276i,-0.00050164-0.00043467i,-0.00077838-0.00040914i,-0.00094845-0.00043816i,-0.00059932-0.00052063i,-0.00013269-0.00021847i,0.00014645-0.00041882i,0.00029056-0.00053279i,0.0004005-0.00019959i,-5.0678e-05-0.00019337i,-0.00045902-0.00029073i,-8.965e-05-0.00028405i,0.00051005-0.00043865i
-0.0020379+0.0012702i,-0.0016267+0.003688i,-0.0019198+0.0054096i,-0.00074927+0.0052977i,0.00017217+0.0029156i,0.00035327+0.00096752i,-0.00052507+0.0010609i,-0.0010888+0.0013803i,-0.0013357+0.001109i,-0.001034+0.001308i,-0.00038101+0.00054476i,0.00040717-0.00040142i,0.00086215-0.00066154i,0.00090484-0.00094394i,0.00095852-0.00099185i,0.00033839-0.00073426i,0.00040867+3.3197e-05i,0.0012751+0.00062294i,0.00092321+0.00066929i,0.00028867+6.9125e-05i,4.5876e-05-0.00053425i,-0.00072392-0.00062923i,-0.0018344-0.00037642i
0.001129-0.0016935i,5.8758e-05-0.0020715i,-0.00073824-0.0023852i,-0.00097383-0.0030176i,-0.0012818-0.0027307i,-0.0015553-0.001263i,-0.0011861+4.3238e-05i,-0.0003469+0.00096572i,-0.0002151+0.00052048i,-0.00076325-0.00053184i,-0.00078015-0.00051383i,0.00018526+0.00010621i,0.00078925-2.1858e-05i,0.0001093-0.00012914i,-0.00099564-0.00025739i,-0.00092973+0.00036504i,3.9365e-05+0.00083439i,0.00023158+0.0010117i,0.00061254+0.0012447i,0.00098988+0.0010425i,0.0013515+0.00057635i,0.00097579+1.8608e-05i,0.00020713+0.00062419i
-0.00011739+0.0021292i,0.0011924+0.0024475i,0.002536+0.0030386i,0.0017658+0.0039864i,0.00058608+0.0030986i,-0.00054927+0.0013493i,-0.0010345+0.00059653i,-0.00079234+0.00096847i,0.0005457+0.0012632i,0.001358+0.00051933i,0.0011115-0.00016222i,0.00082585-0.00049095i,0.00052033-0.001077i,0.00063885-0.0010334i,0.00073545-0.00058118i,0.00074522+0.00022526i,0.0003838+0.00057507i,0.00032714+0.00019383i,0.00071717+0.00040501i,0.00027206+3.8879e-05i,3.3953e-05-0.0010295i,-0.00027659-0.0011693i,-0.0011226-0.00050388i
0.00011248-0.0023439i,0.00037554-0.002305i,0.00082294-0.0032636i,0.00079322-0.0036031i,0.00067782-0.002442i,0.0010115-0.00096655i,0.00059312-0.00011212i,0.00055732-0.00041403i,0.00062078-0.00053253i,0.00048228-0.00027786i,0.00076782-0.0004785i,0.00068058-0.00027354i,0.00055082+0.00038684i,0.00049884+0.00066039i,0.00030313+0.00049866i,0.0002202+0.00047216i,0.00022414+0.00017424i,0.00072578+0.00094211i,0.00067607+0.0010256i,0.00071446+0.00027802i,0.0005903+0.00080286i,-0.00013843+0.00084979i,-0.00061699+0.00067638i
