-0.0028823+0.0003653i,-0.0017036-0.00074621i,-0.0021258-0.0004003i,-0.0010897-0.0003416i,0.00078962+0.00041247i,0.00083783+0.00086068i,0.00080214+0.0013967i,0.001689+0.0015496i,0.0026177+0.00060616i,0.0022365-9.9184e-05i,0.0010561-2.1157e-05i,0.0011857-1.4346e-06i,0.00075676-0.00016709i,0.0002675-0.000179i,0.00024627+5.6873e-05i,-4.4228e-05+0.00055695i,-0.00028345+0.00026345i,0.00017068+8.6539e-05i,0.00047982+0.00011468i,0.00033854+0.00013192i,0.00061256+0.00025208i,0.00073072+0.00018035i,0.00074383-0.00012239i
0.031651-0.0081322i,0.062468-0.0081324i,0.062063+0.0058056i,0.024374+0.019506i,-0.017338+0.021923i,-0.025028+0.015006i,-0.012397+0.0084931i,-0.0042145+0.0041333i,-0.0021748+0.0020345i,-0.0006113+0.0035113i,0.001899+0.0056193i,0.0034706+0.0048843i,0.0035772+0.0010858i,0.00096542-0.0022758i,-0.0011389-0.0021495i,-0.00050648-0.00042484i,0.00046671+0.0020658i,0.00077872+0.0033895i,0.00069684+0.0032637i,0.00089606+0.0017855i,0.0015978+0.00065936i,0.0022642+0.0021301i,0.0022942+0.0029956i
0.0088437-0.037336i,0.01624-0.068429i,0.019752-0.0758i,0.014705-0.050893i,0.011492-0.014937i,0.01179+0.0062885i,0.0081436+0.0071461i,0.0029022+0.0034177i,0.00024483+0.0026057i,0.0009722+0.0017637i,0.0039036+0.00074837i,0.0045707-0.0010446i,0.0017744-0.0026427i,-0.00023707-0.0025356i,-0.0014749-0.0016274i,-0.0030783-0.0001529i,-0.0025145+0.0012348i,-0.00080879+0.0015903i,0.0011238+0.0009953i,0.0028727+0.00013157i,0.0034994-0.0014051i,0.0028875-0.0029753i,0.00064193-0.0026313i
-0.039268-0.024718i,-0.066698-0.046573i,-0.068512-0.058175i,-0.027441-0.049378i,0.023459-0.026914i,0.035165-0.0098584i,0.018166-0.0040357i,0.0056208-0.00098287i,0.0014117+0.0016397i,0.0011909+0.00064076i,0.0015086-0.0031828i,0.00012292-0.0056445i,-0.0018613-0.0047778i,-0.0021429-0.0026633i,-0.0013679-0.0014807i,-0.0017577-0.0008504i,-0.0021145-0.00093526i,-0.001463-0.0011261i,-0.0010461-0.00036889i,-0.0014238+0.00022997i,-0.0022319+0.00027747i,-0.0024556+0.00014311i,-0.0016262-0.00053997i
-0.035625+0.02297i,-0.060731+0.042742i,-0.061964+0.047183i,-0.033502+0.028971i,-0.0073068+0.0020604i,-0.0012635-0.013022i,-0.0019009-0.010605i,-0.0014172-0.0034251i,-0.00058744+0.00038839i,-0.0011763+0.00030587i,-0.0030868-0.0010078i,-0.0048983-0.0010412i,-0.0050127-8.6585e-05i,-0.0032054+0.001724i,-0.00079721+0.0018493i,0.0011642+0.00095858i,0.0011645+7.4293e-05i,-0.00095474-0.00073634i,-0.0022035-0.0010461i,-0.0027257-0.00072699i,-0.0018305-2.5218e-05i,0.00036235+0.00011202i,0.0022896-0.00083556i
0.012314+0.046088i,0.023437+0.082681i,0.025095+0.099858i,0.0017127+0.077259i,-0.031965+0.033621i,-0.040331+0.0061438i,-0.023726+0.0021254i,-0.009457+0.0030497i,-0.0025874+0.0030773i,-0.0008422+0.0033948i,-0.0029163+0.0028372i,-0.0049889+0.0029106i,-0.0046739+0.0033239i,-0.0024046+0.0029264i,-0.00046572+0.003267i,0.00057618+0.0039646i,-8.4442e-05+0.0036561i,-0.00155+0.0024943i,-0.0022006+0.0010903i,-0.0019342+0.00026373i,-0.00099484+0.00034876i,-0.00034413+0.0016835i,-0.00038809+0.0019443i
0.041982+0.011825i,0.075386+0.015558i,0.080348+0.012476i,0.044034+0.0060979i,0.0040049+0.0071006i,-0.0083405+0.013509i,-0.0043899+0.012668i,-0.0013151+0.0057046i,0.00062169+0.0014599i,0.0023076+0.00078711i,0.0030733+0.0021099i,0.0031099+0.0028525i,0.0018846+0.0020893i,0.00056299+0.00038337i,-0.00031334-0.00071378i,-0.0011338+0.00021805i,-0.0011409+0.0017158i,0.00065854+0.0025656i,0.0031061+0.0032126i,0.0042483+0.0037534i,0.0041859+0.0034534i,0.0040472+0.0027835i,0.0031401+0.002006i
0.022677-0.0376i,0.034857-0.0763i,0.038063-0.10107i,0.040753-0.084755i,0.048979-0.037758i,0.044851-0.0032403i,0.024493+0.0039307i,0.0080889+0.0023112i,0.00072089+0.00046932i,-0.00022129-0.00054398i,0.0015817-0.00032526i,0.002339-0.00065225i,0.0017295-0.0011126i,9.4607e-05-0.00090535i,-0.0016667-0.0014833i,-0.0034142-0.0025005i,-0.0032964-0.0021779i,-0.0011003-0.0013479i,0.0015782-0.0009451i,0.0021713-0.00070804i,0.0010249-0.0020139i,0.00063554-0.0041898i,-0.00019868-0.0045117i
-0.024752-0.039134i,-0.049937-0.066185i,-0.056068-0.071048i,-0.024654-0.048621i,0.01487-0.024884i,0.0239-0.015049i,0.012847-0.0089522i,0.0056581-0.0016294i,0.0023292+0.0022956i,-0.00045682+0.0012907i,-0.0015059-0.0017839i,-0.0022968-0.0035757i,-0.0025606-0.002628i,-0.0025299+5.4087e-05i,-0.0022682+0.0016323i,-0.0014731+0.0010907i,-0.00062023-0.00068719i,-0.00098328-0.0019799i,-0.0025354-0.0024351i,-0.0035526-0.0018909i,-0.0035046-0.00094584i,-0.0032998+0.00010093i,-0.0019449+0.0013046i
-0.043543+0.012071i,-0.07309+0.035755i,-0.082081+0.063982i,-0.070033+0.064895i,-0.056658+0.027892i,-0.042619-0.0044799i,-0.02333-0.007821i,-0.0088655-0.0029669i,-0.0029209+0.00072017i,-0.0019819+0.0026521i,-0.0035315+0.00064998i,-0.0050537-0.00089803i,-0.0045164-0.00028633i,-0.0026715+0.00097661i,-0.00064941+0.0021838i,0.00070874+0.0031559i,0.00012849+0.0028105i,-0.0024211+0.001144i,-0.0041775-8.2791e-05i,-0.002837-0.00034888i,-0.000308+7.577e-05i,0.0004204+0.00029781i,0.00072343-0.00034008i
-0.0071611+0.044198i,-0.0038949+0.085555i,-0.00057745+0.10223i,-0.014973+0.074584i,-0.038875+0.032752i,-0.04062+0.013337i,-0.023108+0.010733i,-0.009933+0.0077311i,-0.0031513+0.0053877i,0.0014717+0.0052294i,0.00098095+0.0055325i,-0.0011672+0.0052895i,-0.00028885+0.0041177i,0.00032161+0.0027118i,-1.1553e-05+0.0017444i,-0.00052286+0.0021696i,-0.0011752+0.0025203i,-0.0013449+0.0020853i,-0.00093083+0.0012248i,-0.00058082+0.0006059i,-0.00087448+0.0016142i,-0.00026969+0.0023927i,0.00014939+0.001392i
0.035266+0.018687i,0.069868+0.017451i,0.089895-0.007896i,0.080919-0.031918i,0.057297-0.021033i,0.036881+0.0066682i,0.020075+0.012864i,0.0081242+0.0066457i,0.003816+0.0016681i,0.0032356-0.00058694i,0.0036182+0.0017335i,0.0037877+0.0033749i,0.0024877+0.0014453i,0.0019555-0.00082683i,0.0013474-0.0016926i,-9.4017e-05-0.0016747i,-0.00060997-0.00060401i,0.00036428+0.00077974i,0.00099262+0.0023414i,0.0010398+0.0024799i,0.0017167+0.002048i,0.0030261+0.0011643i,0.0038321-0.0011928i
0.03821-0.029692i,0.059973-0.069038i,0.068701-0.10048i,0.069827-0.087596i,0.070235-0.041857i,0.054887-0.011514i,0.028125-0.0039788i,0.010868-0.0012491i,0.0026996-0.0019193i,-0.0021226-0.0041259i,-0.0020489-0.0037132i,-0.00058689-0.0024261i,-0.00029539-0.00098775i,-0.00066598-4.8432e-05i,-0.0016372-0.00049207i,-0.0010029-0.0018681i,-6.3206e-06-0.0015651i,6.998e-06-0.00056325i,-6.2012e-05+0.00010077i,-0.00099865-0.0010869i,-0.0015851-0.0034566i,-0.0017528-0.0045502i,-0.003022-0.0038446i
-0.0078315-0.043402i,-0.031949-0.063059i,-0.059717-0.049677i,-0.065418-0.012062i,-0.048001+0.0039232i,-0.026895-0.0078885i,-0.012588-0.011583i,-0.0039475-0.0038272i,-0.0021688+0.00095421i,-0.0027992+0.0019939i,-0.0023299-0.0011029i,-0.0031744-0.003578i,-0.0038783-0.0023249i,-0.0033288-0.00073926i,-0.0026567+0.0013131i,-0.0018751+0.0031287i,-0.0019233+0.0023692i,-0.0025065+0.0006674i,-0.0031541-0.0015832i,-0.0024853-0.0017436i,-0.0018736+0.00053824i,-0.0028341+0.0013579i,-0.0023794+0.0019136i
-0.042866-0.003601i,-0.082184+0.018981i,-0.10756+0.055562i,-0.10897+0.064969i,-0.095075+0.032089i,-0.067858+0.003353i,-0.034617-0.00029084i,-0.014059+0.0008786i,-0.0057847+0.0018964i,-0.0010474+0.003574i,-0.00077507+0.0022291i,-0.0031273+0.0006081i,-0.0033653+0.00078169i,-0.0017731+0.001234i,-0.00048005+0.0017405i,-0.00081239+0.0028323i,-0.0022309+0.0029306i,-0.0026365+0.0010416i,-0.0010999+0.00045211i,0.00096758+0.0018793i,0.0018873+0.0030245i,0.0015054+0.0023809i,0.0011772+9.9088e-05i
-0.025189+0.031498i,-0.023855+0.060796i,-0.0011158+0.065578i,0.021142+0.03285i,0.023024+0.0031708i,0.011622+0.0064734i,0.0018729+0.013186i,-0.0028832+0.0078703i,-0.0019321+0.0049347i,0.0017277+0.0044583i,0.001983+0.0035506i,0.0014298+0.0038995i,0.0012284+0.0035783i,0.0011737+0.0019343i,0.0012742+0.0011496i,-0.00017312+0.0013991i,-0.00122+0.00045608i,0.00010278+0.00029495i,0.0011101+0.00036788i,0.00066311-0.00053167i,9.4042e-06-0.00034765i,0.00053643+0.001056i,0.001733+0.0016863i
0.025738+0.026136i,0.067539+0.023562i,0.11608-0.01083i,0.13551-0.042508i,0.11497-0.031887i,0.076182-0.0040598i,0.040464+0.0046552i,0.018657+0.0038758i,0.0093361+0.0010844i,0.0048276-0.0023904i,0.0016566-0.00096005i,0.00035091+0.0016211i,0.00043074+0.0010992i,0.00113+0.00024731i,0.001622-2.8389e-06i,0.0020211-0.0013872i,0.0028586-0.0020331i,0.0036414-0.0010395i,0.0026226+9.203e-05i,0.0015397-0.00041236i,0.0018935-0.0021732i,0.0028362-0.0024172i,0.0032703-0.0022968i
0.040112-0.011396i,0.061703-0.036424i,0.056863-0.054755i,0.02963-0.039653i,0.0090251-0.011428i,0.0049628-0.0041835i,0.0040158-0.007005i,0.0026851-0.0034318i,-7.633e-05-0.0022742i,-0.004526-0.0031833i,-0.0049933-0.0025177i,-0.0023313-0.0031768i,-0.0018385-0.003588i,-0.0010286-0.0028275i,0.00073994-0.0017655i,0.0013962-0.0014124i,0.001073-0.00093448i,5.2052e-05-0.00026903i,-0.00056302-0.00060881i,-0.0012343-0.0017899i,-0.0012226-0.002772i,-0.0009912-0.002884i,-0.0025894-0.0030188i
0.0040347-0.031941i,-0.028319-0.046199i,-0.086531-0.030407i,-0.13107+0.0052981i,-0.12308+0.017316i,-0.079064+0.0027034i,-0.038234-0.002952i,-0.015098+0.00075111i,-0.0061096+0.0038933i,-0.0025421+0.0060233i,-0.00067761+0.002704i,-0.0014737-0.001976i,-0.0026216-0.0028956i,-0.0026248-0.0018395i,-0.0026654-0.00064579i,-0.0035069+0.00042093i,-0.0046338+0.00095286i,-0.0048535+0.00052791i,-0.0039657+0.00010928i,-0.0034302+0.0017868i,-0.0023243+0.0042293i,-0.00048953+0.0041903i,0.00077586+0.0022586i
-0.034678-0.017729i,-0.070043-0.0079163i,-0.09229+0.014865i,-0.077672+0.021577i,-0.047182+0.0077992i,-0.026929+0.000712i,-0.015128+0.0031444i,-0.0088747+0.00051689i,-0.0040954+0.00061728i,0.0028488+0.0036546i,0.0047911+0.0021706i,0.0015698+0.00018486i,-0.00051632+0.00017629i,-0.0014988+0.00056718i,-0.0026704+0.0015525i,-0.0034124+0.0022239i,-0.0036053+0.0012932i,-0.003011+0.00068398i,-0.002565+0.0010595i,-0.00090859+0.0015882i,0.00076395+0.0017956i,0.0011239+0.0016043i,0.0013123+0.0018779i
-0.022983+0.012898i,-0.012655+0.033271i,0.044561+0.037453i,0.11081+0.011397i,0.12256-0.011031i,0.080596-0.0024031i,0.033791+0.0077745i,0.0091382+0.0056263i,0.0026645+0.003552i,0.0015147+0.0016673i,-0.00091427+0.00053596i,-0.0022332+0.0024603i,-0.0020093+0.0035131i,-0.0013042+0.0022792i,-0.00038894+0.0020143i,0.0013648+0.0022823i,0.0031989+0.002379i,0.0038573+0.0030671i,0.0038501+0.0027888i,0.0032729+0.00041405i,0.0024667-0.001188i,0.0018116-0.00060714i,0.0017542+0.00092153i
0.011461+0.032403i,0.050019+0.043197i,0.098908+0.029437i,0.11552+0.0060409i,0.090227-0.0037784i,0.052567-0.0044629i,0.027329-0.0026788i,0.015293+0.0038543i,0.010039+0.0042933i,0.0044705-0.00070873i,-0.0014582-0.0014284i,-0.002754+0.00063516i,-0.0016594+0.0020047i,-0.00046629+0.0025037i,0.0008239+0.0026383i,0.0020813+0.00224i,0.0026635+0.002545i,0.0025072+0.0030771i,0.0025587+0.002319i,0.0023033+0.00090454i,0.0020029-0.00011572i,0.0023224-0.00063229i,0.0011698-0.0017797i
0.026572+0.010145i,0.03081-0.0041722i,-0.0063522-0.02437i,-0.072016-0.020588i,-0.10391-0.0011319i,-0.076901-6.9353e-05i,-0.034169-0.0066613i,-0.0098038-0.0044781i,-0.0031554-0.0026412i,-0.0037808-0.0021759i,-0.00256-0.0015993i,-0.00064277-0.0019297i,-0.0016316-0.0012612i,-0.0013123-0.00030943i,0.00021815-0.0004145i,-0.00024441-0.0010546i,-0.0027639-0.00077145i,-0.0038061-0.0010908i,-0.0032994-0.0017856i,-0.0032137-0.0013417i,-0.0029056-0.0015432i,-0.001904-0.00267i,-0.0014236-0.0020797i
0.010288-0.024101i,-0.01908-0.0482i,-0.08174-0.056373i,-0.1279-0.036673i,-0.11911-0.012184i,-0.074506+0.0010661i,-0.035612+0.0057651i,-0.016181+0.0031646i,-0.0086001+0.0032707i,-0.0029368+0.0073047i,0.0029357+0.004984i,0.0030041+0.00025188i,-0.00020882-0.00076971i,-0.0016752-0.00083984i,-0.0026895-0.0015077i,-0.0041168-0.0025922i,-0.0049328-0.0034505i,-0.0042214-0.0040834i,-0.003117-0.0035992i,-0.0027141-0.001376i,-0.0026273+0.00082783i,-0.0021122+0.0014983i,-5.1703e-05+0.0014116i
-0.013258-0.025348i,-0.025992-0.026679i,-0.016144-0.0081248i,0.032366+0.0017868i,0.074573-0.0034397i,0.062354-0.0032354i,0.026928+0.00016343i,0.0078125-0.0028806i,0.002496-0.0029499i,0.0040727+0.00061379i,0.0049952+0.00011683i,0.0020159-0.0015997i,-0.00053984-0.0021933i,-0.0025503-0.0023081i,-0.0032927-0.0012744i,-0.0017113+0.00087484i,0.00031063+0.0027198i,0.00047246+0.0028922i,-0.00030111+0.0022468i,0.00030432+0.0019178i,0.0013531+0.00097892i,0.0019011+0.0016424i,0.00039052+0.0034913i
-0.018165+0.0019308i,-0.0028406+0.030031i,0.058549+0.061765i,0.12733+0.058172i,0.13976+0.026523i,0.092289+0.0060723i,0.037288+0.0033714i,0.0081702+0.0064522i,0.00019998+0.0069691i,-0.0021382+0.0017033i,-0.0058302-0.00095709i,-0.006863+0.0010056i,-0.004261+0.001189i,-0.0011289+0.00041087i,0.00093228+0.0016697i,0.001043+0.0027925i,-8.4897e-05+0.0031694i,0.00014222+0.0038864i,0.0019222+0.0045896i,0.0026826+0.0040393i,0.0014207+0.0022244i,-0.00038848+0.00043432i,-0.000436-0.0022736i
-0.0096437+0.025594i,0.0016187+0.041894i,0.015192+0.042125i,-0.00040901+0.026189i,-0.03168+0.010655i,-0.032024+0.0033586i,-0.0087548+0.0036562i,0.0053243+0.010775i,0.009448+0.011261i,0.0053967+0.0049401i,-0.0024618+0.0021043i,-0.0054474+0.0018763i,-0.0057631+0.0015065i,-0.0033212+0.002851i,-0.000333+0.0036456i,-0.00049857+0.0024047i,-0.0027711+0.0015485i,-0.0040845+0.0017584i,-0.0019728+0.0020049i,0.00057185+0.0014224i,0.0021021+0.00051992i,0.0027234-0.0001537i,0.0017281-0.0013776i
0.01106+0.01225i,0.0061718-0.011066i,-0.037744-0.05562i,-0.11131-0.069351i,-0.14478-0.039785i,-0.10704-0.012822i,-0.048509-0.0078727i,-0.013701-0.0086948i,-0.0016623-0.0064562i,0.0011316-0.0026279i,0.0027527+9.3957e-05i,0.0022367-5.8634e-05i,-0.0016945-0.00016851i,-0.0035892+0.0010149i,-0.0024717+4.5933e-05i,-0.0014496-0.0021341i,-0.00086249-0.0029798i,-0.00034112-0.0030053i,-0.00033159-0.0035409i,-0.0010692-0.0034855i,-0.00082702-0.0023655i,0.00011676-0.0021138i,0.00092969-0.0014627i
0.019952-0.0089848i,0.016054-0.033416i,-0.002294-0.058612i,-0.011005-0.058389i,-0.00092172-0.033071i,0.0047494-0.0081882i,-0.0030602+0.0029541i,-0.0085126-2.3928e-06i,-0.0083756-0.0020792i,-0.0041963+0.0027535i,0.0021019+0.0025887i,0.0038833-0.00088137i,0.0025342-0.0016433i,0.0010503-0.0021548i,-0.00072606-0.002167i,-0.0015031-0.00025731i,0.00020948+0.00080013i,0.0011073-0.00053869i,-8.7804e-05-0.0015747i,-0.0014746-0.0011359i,-0.0016913+0.00015124i,-0.0015711+0.0027134i,-0.0026519+0.0039292i
0.0072346-0.01992i,0.0056606-0.0074815i,0.024579+0.031195i,0.086186+0.053568i,0.13367+0.03127i,0.10743+0.0030659i,0.049362-0.0037551i,0.016061-0.0030783i,0.0036611-0.0029695i,-0.0012825-0.0016469i,-0.0025387-0.0017008i,-0.0024574-0.0015504i,0.0002752-0.00045797i,0.0020431-0.0012786i,0.00094795-0.0010152i,-0.00061054+0.0026107i,-0.0016759+0.0053113i,-0.0013292+0.0051877i,-0.0012084+0.0042538i,-0.0014362+0.0031672i,-0.0014465+0.0010711i,-0.00074696-0.0016848i,0.0013166-0.0028483i
-0.013939-0.012437i,-0.019992+0.013066i,-0.0095963+0.056378i,0.015486+0.072804i,0.029268+0.049969i,0.015917+0.021153i,-0.0021746+0.0090251i,-0.0080618+0.010364i,-0.0065053+0.010534i,-0.007179+0.0042241i,-0.010188+0.00095838i,-0.010035+0.0028028i,-0.0070244+0.003i,-0.00312+0.0028603i,-0.00043766+0.0030965i,-0.00071962+0.0011828i,-0.0027963-0.0012146i,-0.0035982-0.0014753i,-0.0024406-0.0004811i,-0.00082818+0.00031038i,-0.00093502+0.00051138i,-0.0018598+0.00027555i,-0.0016945-0.0012531i
-0.02163+0.00020887i,-0.022966-0.0013438i,-0.029358-0.018564i,-0.071951-0.031967i,-0.11497-0.016064i,-0.089124+0.00954i,-0.02674+0.020508i,0.0035599+0.021573i,0.0074627+0.019013i,0.0078713+0.012221i,0.0045859+0.0052133i,-0.00013724+0.0014616i,-0.0045959-0.00039997i,-0.0064122+0.00062638i,-0.0045999+0.00085044i,-0.003231-0.0015955i,-0.0032393-0.00304i,-0.0033901-0.0026321i,-0.003251-0.0020019i,-0.0016319-0.0011019i,0.0021718+0.0003238i,0.0054575+0.0014567i,0.0053619+0.0022019i
-0.0012904+0.010832i,0.010333-0.0097982i,0.012889-0.055648i,-0.015109-0.083436i,-0.048787-0.065688i,-0.043836-0.032906i,-0.01482-0.021334i,0.0021945-0.022731i,0.0052489-0.016831i,0.0067976-0.0069596i,0.0091747-0.0025114i,0.0073335-0.0030792i,0.0020766-0.0036295i,-0.0012192-0.0029459i,-0.0026314-0.0019153i,-0.0016156-0.00047415i,0.0010422+0.00026013i,0.0025951-0.00069141i,0.0021866-0.0018256i,0.00051648-0.0026939i,-0.0011485-0.0029909i,-0.0024157-0.0034701i,-0.0030937-0.0039265i
0.014896+0.010508i,0.020949+0.008353i,0.02754+0.0024706i,0.058814-0.0012698i,0.094862-0.01008i,0.07584-0.018467i,0.019489-0.013117i,-0.010587-0.0070159i,-0.013295-0.0073007i,-0.010589-0.004608i,-0.0049685-0.0013523i,0.0008083-0.00076961i,0.0039845+0.00029939i,0.0042416+0.00041663i,0.0012891+0.00066866i,-0.0016258+0.0034105i,-0.0020726+0.0048315i,-0.0019724+0.003128i,-0.0022195+0.0011203i,-0.0025757+0.00047994i,-0.0017227+0.0007515i,-0.00014116+0.0029115i,0.00034497+0.0055298i
0.011677-3.5161e-05i,-0.0023801+0.014282i,-0.015472+0.047753i,0.014208+0.070387i,0.062628+0.05303i,0.063469+0.015254i,0.029191-1.6453e-05i,0.0098766+0.0066138i,0.0046318+0.0075361i,-0.0017783+0.0025625i,-0.0078443+0.0016566i,-0.0093155+0.003346i,-0.0051547+0.0040579i,-0.00085109+0.0040279i,0.00061474+0.0035366i,0.0010414+0.0021309i,-0.00027054+0.0023922i,-0.0012797+0.0036734i,0.00023669+0.0040295i,0.0011784+0.0029861i,0.0012826+0.00017496i,0.0028583-0.0033947i,0.0051417-0.0069816i
0.00069315-0.02125i,-0.010984-0.017915i,-0.030992+0.00083378i,-0.058521+0.022708i,-0.081675+0.035685i,-0.074829+0.040119i,-0.04224+0.031434i,-0.018186+0.017965i,-0.0073296+0.011657i,-0.0014784+0.0065406i,-0.0019322+0.0013005i,-0.0051708-0.00091056i,-0.0074995-0.0012073i,-0.0061332-0.00024251i,-0.0012252-0.00078035i,0.002032-0.0036439i,0.0020041-0.0052742i,0.00084138-0.0043956i,0.00013467-0.0034613i,0.00054228-0.0016134i,0.00029577+0.00098628i,-0.0015985+0.0030471i,-0.0041181+0.0051432i
-0.010482-0.015108i,0.0049405-0.023106i,0.018766-0.03684i,-0.01152-0.04739i,-0.063942-0.030794i,-0.058907+0.0078095i,-0.0080792+0.031065i,0.015143+0.026602i,0.010631+0.017463i,0.009675+0.012002i,0.010979+0.0041238i,0.0081273-0.0034745i,0.0026009-0.00696i,-0.0017576-0.0057828i,-0.0027508-0.0038774i,-0.0019395-0.0031834i,-0.0014603-0.0020326i,-0.0029135-0.0018087i,-0.004678-0.0026265i,-0.0038983-0.0024221i,-7.9297e-05-0.0010244i,0.0043959-0.00064038i,0.0074494-0.00056037i
-0.013421+0.011904i,0.0014618+0.010439i,0.035505-0.010468i,0.064553-0.041923i,0.068116-0.063216i,0.053009-0.067597i,0.032176-0.060254i,0.016991-0.047219i,0.0079775-0.030253i,0.0031395-0.014684i,0.0032037-0.0063886i,0.0029419-0.0033828i,0.0020268-0.0012995i,0.0017925-0.00036166i,-0.00017438+0.00069277i,-0.0019487+0.0033409i,-0.0016296+0.0049259i,0.00063636+0.0037717i,0.00294+0.0019376i,0.002252+0.00070914i,-0.0016674-0.00035665i,-0.0062454-0.0011846i,-0.0084835-0.0025483i
-0.010105+0.022555i,-0.021718+0.02431i,-0.023631+0.021023i,0.020321+0.016089i,0.081317-0.00066552i,0.073361-0.023634i,0.0047532-0.024797i,-0.032661-0.009743i,-0.0258-0.0046362i,-0.017828-0.0049323i,-0.01497-0.001185i,-0.0091586+0.0033227i,-0.0037635+0.0058973i,-0.00097976+0.0056811i,0.00019295+0.0044642i,0.00032955+0.0040389i,-0.00064416+0.0034584i,-0.00037733+0.0030517i,0.0015338+0.0029024i,0.0023931+0.0035822i,0.0030495+0.0048522i,0.0062724+0.0057697i,0.0095184+0.0068484i
0.010475+0.0098083i,-0.0052201+0.0064012i,-0.040282+0.011604i,-0.060636+0.033887i,-0.045358+0.053943i,-0.022312+0.049546i,-0.0057891+0.036462i,0.0061331+0.034579i,0.009868+0.029593i,0.0071952+0.016063i,0.00028384+0.0057263i,-0.0055642+0.00086902i,-0.0070205-0.00021611i,-0.0055798+0.000552i,-0.0022241+0.0015837i,0.0014092+0.0018727i,0.0033013+0.0025128i,0.0034463+0.0037892i,0.0029583+0.0046752i,0.0015746+0.004259i,0.0014388+0.0018991i,0.00097107-0.003177i,-0.0018004-0.008716i
0.022891-0.0043195i,0.032722-0.0013316i,0.024843+0.010866i,-0.026405+0.024101i,-0.094926+0.042069i,-0.103+0.057321i,-0.050664+0.046562i,-0.0094098+0.018591i,0.0039068+0.005586i,0.011191+0.0027602i,0.012622-0.0021339i,0.0061377-0.0044978i,-0.00097824-0.0053617i,-0.0038724-0.0036589i,-0.0022442-0.0012017i,0.00029432-0.00079283i,0.0019557-0.001634i,0.0019982-0.0047101i,-0.00046377-0.0064275i,-0.0023084-0.0041789i,-0.0016822+0.0005912i,-0.00060884+0.0050512i,-0.00087282+0.0086637i
0.0029259-0.015252i,0.020067-0.0082093i,0.049992+0.0028909i,0.060187-0.010051i,0.035909-0.034375i,0.022364-0.022008i,0.031048+0.011155i,0.024834+0.015883i,0.0050445+0.0042008i,-0.0028518+0.0018002i,0.0010245+0.0018409i,0.0044066-0.00068693i,0.0040767-0.0019684i,0.0025494-0.001953i,-0.00046909-0.0010339i,-0.0038667+0.00086576i,-0.0058366+0.0016966i,-0.0069697+7.1141e-05i,-0.0070729-0.0021756i,-0.0048856-0.0026964i,-0.0013832-0.003549i,0.0022441-0.0068361i,0.0058153-0.010911i
-0.019704-0.0069203i,-0.02561-0.014147i,-0.0043133-0.030429i,0.054503-0.055355i,0.11274-0.083317i,0.10829-0.10569i,0.056051-0.10319i,0.020665-0.071726i,0.0080176-0.03834i,-0.0020287-0.017184i,-0.0075725-0.0041056i,-0.007827+0.0019822i,-0.0049504+0.0038955i,-0.0019663+0.0042438i,-0.0030003+0.004404i,-0.0049265+0.0054428i,-0.0049607+0.007301i,-0.0024057+0.0087891i,0.0016748+0.0082598i,0.0030298+0.0052025i,0.00011498+0.0022923i,-0.0043958+0.0035018i,-0.0064384+0.006903i
-0.019537+0.0065733i,-0.035965-0.0076917i,-0.048843-0.031115i,-0.035818-0.030942i,-0.000908-0.0026344i,0.0018544+0.0091487i,-0.040384+0.0019514i,-0.062176+0.0061651i,-0.039542+0.010366i,-0.016488+0.0037204i,-0.010191-1.5862e-05i,-0.0077488+0.00097862i,-0.0051272+0.00122i,-0.0033914+0.00087102i,-0.0022426+0.0015906i,-0.0016565+0.0027302i,-0.0017325+0.0034544i,-0.00090396+0.0046374i,0.00020419+0.004488i,0.00076323+0.0030538i,0.0032627+0.0033611i,0.0076217+0.0025989i,0.0099068-0.00030245i
0.0072362+0.019297i,0.0079091+0.028635i,-0.016888+0.040846i,-0.070865+0.063255i,-0.1102+0.089112i,-0.086546+0.10002i,-0.021302+0.088425i,0.018934+0.069834i,0.021848+0.052716i,0.017563+0.031825i,0.012468+0.012179i,0.0043195+0.0012199i,-0.0017243-0.0026925i,-0.0034013-0.0028937i,-0.0031478-0.0009358i,-0.0023742+0.00027744i,-0.00078783+0.0014427i,3.9211e-05+0.0015351i,-0.0014923+0.0013265i,-0.0030714+0.0017955i,-0.0037144+0.00054655i,-0.0067891-0.0011994i,-0.012208-0.0026005i
0.021849+0.01264i,0.033515+0.036992i,0.031851+0.069156i,-0.001658+0.076294i,-0.054435+0.04865i,-0.07289+0.026671i,-0.037102+0.014302i,0.0028135-0.0080731i,0.014287-0.01734i,0.012735-0.0090337i,0.0098968-0.0039455i,0.004524-0.0017256i,8.4455e-05+0.00094156i,-0.001224+0.0014805i,-0.0021802-0.00031696i,-0.0036204-0.0018135i,-0.0033312-0.0038652i,-0.0030171-0.0075233i,-0.0029232-0.0092094i,-0.0023481-0.0062077i,0.00012134-0.00058135i,0.0051373+0.0033432i,0.009456+0.0049839i
