0.0014898+0.00026358i,0.0022459-0.00024533i,0.0016239-0.0013668i,9.2577e-05-0.0023042i,-0.0015315-0.0017383i,-0.0019383+0.00025802i,-0.00070039+0.0017023i,0.00055509+0.0017456i,0.0011909+0.00062066i,0.00075064-0.00072181i,0.00047235-0.00079051i,0.00027934-0.00056085i,-3.5011e-05-0.0010194i,-0.00012768-0.00053023i,0.00054488+0.00042296i,0.00086925+0.00049315i,0.00041488-6.1593e-05i,-5.7511e-05-0.00059107i,-0.0009307-0.0012366i,-0.00060649-0.0016824i,-0.00022989-0.001068i,7.9918e-05+0.00023731i,0.0011489+0.0010178i
0.00051925-0.0013818i,0.00010652-0.00031228i,-0.0027208-0.0010543i,-0.0040086-0.0024331i,-0.0032869-0.0025167i,-0.0027283-0.001538i,-0.0022269-0.00018256i,-0.00051348+0.00069986i,0.00067036+0.00056337i,0.00025146+0.00092477i,0.00064661+0.0027574i,0.0018303+0.0030939i,0.0024648+0.0016781i,0.0015747+0.00071049i,-0.00010458+0.00037338i,-0.00038075+0.00010238i,-5.0987e-05+0.00023477i,0.00040774+0.00026642i,0.00045291+0.00037812i,-1.8656e-05+0.0004353i,-0.0001247-0.00042048i,0.00032034-0.00022153i,0.00048689+0.00047801i
-0.0011585-0.00099946i,-0.00079228-0.0024027i,-0.00038295-0.0032308i,-0.00085586-0.0031835i,-0.0010408-0.0025626i,-0.0016441-0.0026332i,-0.0021352-0.0021901i,-0.0013963-0.00069937i,0.0001161-0.00013122i,0.0017703+5.7419e-06i,0.0029147-0.00062105i,0.003171-0.0021883i,0.0022965-0.0028116i,0.0013781-0.0021549i,0.00048297-0.0010599i,0.00017685-0.00051728i,0.00010733-0.00050195i,0.00044136-0.00041455i,0.00048316-0.00033052i,0.00098306-0.00055929i,0.0014107-4.0011e-05i,0.0009647+0.00023581i,0.00074281-0.00017409i
-0.0019773-0.0039761i,-0.0018121-0.00288i,-0.0015093-0.0017863i,-0.00088693+0.00096161i,0.00021116+0.0020275i,0.0010105+0.0013419i,0.000897+0.0014588i,0.00036152+0.0016251i,0.00099949+0.00061017i,0.0020491-0.00027793i,0.0020367-0.00077714i,0.00086105-0.0019468i,0.00033422-0.002759i,-0.00019147-0.0017769i,-0.0011087-0.00045006i,-0.0010267-4.6691e-05i,-0.00072016-0.00017322i,-0.00029787-0.00020732i,-0.00031823+0.00014582i,-0.00098779+0.00014498i,-0.001272+0.00026261i,-0.0010302+0.00034372i,-0.00064093-0.00045529i
-0.0027191+0.0040095i,-0.003368+0.0036322i,-0.0029567+0.0025196i,-0.001852+0.00020942i,-0.0011061-0.0011085i,-0.0014543-0.0012294i,-0.0010488+0.00065821i,0.00053669+0.0018656i,0.0012137+9.2932e-05i,0.0011423-0.0014115i,0.00042647-0.0024761i,-0.00099829-0.0025437i,-0.0024862-0.00097358i,-0.0032017-5.0312e-05i,-0.0023577+0.00039762i,-0.0014441+0.00091753i,-0.00010159+4.9893e-05i,0.0012568-0.0011175i,0.00051924-0.0012928i,-6.0958e-05-0.0010084i,0.00066746-0.00033199i,0.00020297-0.00041249i,-0.0005444-0.00080395i
0.0002696+3.0956e-05i,0.00074179+0.00017198i,0.0012076-0.00017139i,0.00027481-0.00056883i,-0.0010996-0.0013195i,-0.0023709-0.0015012i,-0.0018574-0.00035617i,-0.00027546+0.00024045i,0.00064731-0.00052586i,0.00030009-0.0019148i,-0.0012815-0.001842i,-0.0019322-0.00041485i,-0.0015043-3.7174e-05i,-0.001106-0.00024787i,-0.00091953-8.3031e-05i,0.00015706+0.00034018i,0.002414+0.00060537i,0.0028551+0.000458i,0.0013193+4.7122e-05i,0.00082929-0.00071891i,0.00085056-0.0010385i,0.00066329-0.0012073i,0.00093316-0.0007653i
0.0025509+0.0014591i,0.0022816+0.00064973i,0.0034392-0.00015123i,0.0035667-0.00011253i,0.0029949-0.0005183i,0.0021258-0.00046361i,0.0012288-9.6219e-05i,0.00081277+0.00066729i,0.00099321+0.001428i,0.00026946+0.0013499i,-0.00042246+0.0010395i,0.00071336+0.001482i,0.0014533+0.0020447i,0.0012205+0.0022578i,0.00054398+0.0022523i,0.00070892+0.0019587i,0.0016745+0.001131i,0.0016211+0.00018819i,0.00085608-0.00026663i,0.00048886-0.00030832i,2.0383e-05-0.0001353i,-0.00018919+0.00026661i,-0.00055598+0.00030914i
-0.001567+0.00083786i,-0.0019411+0.0017858i,-0.002827+0.001152i,-0.0030666-0.00070836i,-0.0025567-0.0010068i,-0.0017778+0.00021617i,-0.00088125+0.0012895i,8.7327e-05+0.0018914i,0.0004685+0.00093831i,0.00069605+0.00046351i,0.0010167+0.00035794i,0.0023728+0.00025927i,0.0028499+0.00024584i,0.0016936+2.5695e-06i,0.0010525-8.1815e-05i,0.00093358-0.00063224i,0.0011248-0.0014031i,0.00058442-0.0015361i,-0.00031042-0.0005312i,0.00013517+0.00029183i,-0.00028941+0.00048583i,-1.5644e-05+0.00075762i,2.4672e-05+0.00079448i
-0.00068788-0.0013193i,-0.0013529-0.0020617i,-0.00071879-0.0033357i,0.00047201-0.0030862i,5.4891e-05-0.0018048i,-0.0017062-0.00096015i,-0.00208+0.00024924i,-0.001294+0.00092663i,-0.00014821+0.00094213i,0.0009782+0.00046462i,0.0024616-3.6112e-05i,0.0030958-0.00078779i,0.0022663-0.0025573i,0.00091413-0.0028672i,0.00041621-0.0016984i,0.001008-0.0012956i,0.0010039-0.00085105i,0.00017298-0.00016898i,4.9196e-05+0.00050603i,0.00077656+0.00028659i,0.001136-0.00055231i,0.00098668-0.00022399i,-0.00016384+0.0002504i
0.0032437+0.0013646i,0.0035306+0.0016317i,0.0037115+0.0015022i,0.002647+0.0010952i,0.0012674+3.59e-05i,0.00023045-0.00020688i,-0.00061662+0.00065597i,-0.00049981+0.0013939i,-0.00013624-0.00012097i,3.4755e-05-0.0017688i,0.00069791-0.0022878i,0.00037102-0.0032094i,-0.00025541-0.0033619i,-0.00055191-0.0023223i,-0.0015093-0.00098453i,-0.0020186-0.000232i,-0.0022991+0.00098226i,-0.0019741+0.001328i,-0.0012594+0.00047254i,-0.0015-0.00029573i,-0.0012271-0.0005321i,-0.00066276-0.00046691i,-0.00073459-0.00074789i
-0.0025137+0.00087367i,-0.0037027+0.0010018i,-0.0045806+0.0010347i,-0.0028638-0.00039786i,-0.00035804-0.0014007i,-0.00048812-0.0009186i,-0.00032171+0.00084291i,0.0014968+0.0021074i,0.0027177+0.0014986i,0.001846+0.00041193i,0.0001292-0.00065766i,-0.0016996-0.0011511i,-0.0036073-0.00020979i,-0.0034853+0.00041495i,-0.002311+0.00055844i,-0.00093179+0.00078244i,6.9125e-05+0.00044293i,0.00081221-9.7878e-05i,0.00061905-0.00026163i,0.00019429-0.00034567i,0.00036014+5.3157e-05i,0.00013332+0.00051081i,-0.00093968+0.00053579i
0.0020372-0.0019828i,0.0035404-0.0031425i,0.003465-0.0042706i,0.0018595-0.0037186i,-0.00019282-0.0031049i,-0.0013975-0.0027243i,-0.0014548-0.0015999i,-2.1021e-05-0.00049955i,0.0015635+0.00023874i,0.00089227+0.00049723i,-0.00070485+0.00076768i,-0.0011928+0.0015334i,-0.0011277+0.0020663i,-0.00091107+0.0023607i,-0.00064785+0.0022187i,-0.00022459+0.001703i,0.0010264+0.0008956i,0.0016007+0.0002039i,0.0011007-0.00042909i,0.00062607-0.00060167i,0.00040681-0.00060838i,0.00040032-0.00072831i,0.00060481+4.3274e-05i
-7.4144e-05-0.0005379i,0.00037444+0.00051263i,0.0011331+0.0021239i,0.00057818+0.0030317i,0.00017441+0.0028176i,0.0004583+0.001771i,0.00014507+0.0013454i,2.1006e-05+0.0011864i,0.0014418+0.0010505i,0.0018697+0.00040519i,0.00088095+0.0003187i,0.0008897+0.0013639i,0.0021994+0.002305i,0.0025704+0.0018713i,0.0016544+0.00085087i,0.0014643+0.00090669i,0.0015578+0.0012529i,0.00091169+0.00040641i,-4.2551e-05-0.00096921i,-0.0010246-0.0013592i,-0.0018881-0.00023027i,-0.0016288+0.00043889i,-0.00098094+0.00055563i
0.00033785+0.0028548i,0.00048103+0.0017762i,0.00055687+9.2671e-05i,0.00060383-0.0027138i,0.00051887-0.0040522i,-0.0009817-0.0031277i,-0.0013292-0.0013476i,-6.2244e-05-0.00018206i,0.00088536-0.00015692i,0.0015488-0.0013621i,0.0029384-0.0014836i,0.0045402-0.0011276i,0.004535-0.0019205i,0.0027669-0.0022259i,0.0020924-0.0013256i,0.0019815-0.0010981i,0.0011088-0.0024952i,0.00083949-0.0022493i,0.00085794-0.0010277i,0.0011247-0.00038003i,0.00088169+0.00050864i,6.0044e-05+0.00082118i,-0.00041888+0.00040734i
-0.0039609+0.0027881i,-0.0046678+0.0015905i,-0.0028893+0.0028564i,0.00024466+0.0043255i,0.00073894+0.0036053i,-0.00060164+0.0018054i,-0.0012889+0.0012792i,-0.00066684+0.0018476i,-0.00054455+0.0013383i,-0.00037556-7.9775e-05i,0.0008501-0.00046596i,0.0015993-0.0009315i,0.0017593-0.0023897i,0.00084579-0.0022474i,-0.00074673-0.00019753i,-0.00056137-8.1071e-06i,0.00038868-0.00045158i,0.00089999-0.00071832i,0.0014581-0.00054135i,0.0017241-0.00016305i,0.0019443-0.00039425i,0.0015997-0.00011502i,0.0011508-2.5922e-05i
0.0012397-0.00059039i,0.0016126-0.00063308i,-0.00021722-0.00060106i,-0.0016936-2.8199e-05i,-0.0018626-0.00059262i,-0.00089395-0.00038405i,-0.00064994+1.7777e-05i,-0.00096674+0.00019029i,-0.00059762+0.00040735i,-0.0014436-0.0010516i,-0.0022652-0.0028669i,-0.0017265-0.0032214i,-0.0018768-0.0030154i,-0.0023245-0.0023824i,-0.0019468-0.0014875i,-0.0018013-0.00017372i,-0.001949+0.0012138i,-0.0015344+0.0014026i,-0.00077922+0.0007645i,-0.00075963+0.00045627i,-0.0010101-0.00013504i,-0.00037373-0.0008158i,0.00015076-0.0017678i
-0.00095428+0.0013185i,-0.001757+0.0012746i,-0.002255-0.00019189i,-0.00053536-0.0017545i,0.00031835-0.0022218i,-0.00089024-0.0019491i,-0.00083054-0.00073698i,-0.00025323+0.00093074i,-0.00041363+0.0018787i,-0.00064725+0.0023963i,-0.001367+0.0020222i,-0.0025384+0.00042601i,-0.0036189-3.4022e-05i,-0.0032008+0.00012895i,-0.0019788+0.00066567i,-0.001195+0.00101i,0.00081786+0.00089662i,0.0019785+0.00065896i,0.0013498+0.00019291i,0.00050906-0.00046171i,0.00019796-0.00083075i,0.0008954-0.00036475i,0.00099013-7.882e-05i
-0.0023095+0.00023508i,-0.0025938-0.0004022i,5.6971e-05+0.00086885i,0.0013767+0.0019112i,0.00052874+0.0006077i,-0.00019535-0.00085822i,-0.00073937+0.00014952i,0.00012496+0.0017207i,0.0012721+0.0022803i,0.0013807+0.0021059i,0.00030061+0.0027225i,-0.00085061+0.0038962i,-0.0010724+0.0038467i,-0.00073688+0.0028466i,-5.1959e-05+0.0028951i,0.00022261+0.002806i,0.00071462+0.0013827i,0.0013581-0.00011062i,0.0011727-0.00024656i,-0.00014183+0.00048202i,-0.00033512+0.00080686i,5.4428e-05+0.00022885i,-0.00012221-3.0233e-05i
6.5884e-05-0.00079847i,2.0396e-05+0.00067288i,-0.00034454+0.0025885i,-0.0018905+0.0020973i,-0.0019245+0.00076143i,-0.0013482+0.0011303i,-0.00069839+0.0017643i,0.00038927+0.00082273i,0.0016957-0.0010583i,0.0027896-0.0015269i,0.0026648-0.00024612i,0.0034441+0.0015536i,0.0045166+0.0021352i,0.0038739+0.0012479i,0.002417+0.00069966i,0.0015797+0.00096607i,0.0010438+0.00070538i,0.00038361-0.00064375i,0.00015458-0.0013638i,-0.00042253-0.00047424i,-0.00039397-0.00014673i,-0.00024944+0.00026455i,-0.0005195+0.00033723i
-0.0026302-0.0038605i,-0.0040076-0.0046978i,-0.0058603-0.0060134i,-0.0030359-0.0062056i,0.00033927-0.0043228i,-9.9783e-05-0.0026066i,6.7459e-05-0.0015503i,0.00069577+0.00015391i,0.00093026-0.00010771i,0.0012826-0.0020324i,0.0026164-0.0015852i,0.0044404-0.00060648i,0.0043315-0.00074913i,0.002804-0.0013027i,0.0012047-0.00042849i,0.00091174+0.00037466i,0.0017984-0.00050836i,0.001909-0.00090312i,0.0016312-0.00055272i,0.0018434-0.00022249i,0.0013529+0.0010523i,0.00052709+0.001811i,-0.00029273+0.0011949i
0.0025056+3.1328e-05i,0.0044362-0.00031625i,0.007719+0.00063134i,0.0070306+0.0013164i,0.0028734-0.0005223i,-4.9523e-05-0.0013389i,-0.0013894+0.0003603i,-0.0013737+0.00083582i,-0.00065916-0.00055638i,-0.0013566-0.00206i,-0.0010418-0.0029258i,0.00076833-0.0032809i,0.00068361-0.0041336i,-0.00046339-0.0042597i,-0.00099851-0.0023255i,-0.00076164-0.00056582i,-0.00095562-0.00040235i,-0.0011896+0.00023394i,-9.8637e-05+0.00079337i,0.00083341-0.00015339i,0.00067711-0.00080722i,-0.00031119-0.0003539i,-0.00085545+0.00034937i
0.00090493+0.0036259i,0.00057059+0.0051412i,-0.0013226+0.008107i,-0.0029099+0.0057601i,-0.0014758+0.00046833i,-0.00035131-0.0013564i,3.6434e-05-0.00063015i,0.00037796+0.00057128i,-0.00074502+0.00057295i,-0.0020451-0.00080234i,-0.0017789-0.0019361i,-0.001866-0.0027445i,-0.0026753-0.0022897i,-0.0028113-0.00071944i,-0.0018575+0.00080155i,-0.0016096+0.00178i,-0.0021554+0.0012781i,-0.0020585+0.00023558i,-0.00095473-0.00038419i,-0.00061904+0.00023484i,-0.00091958+5.0925e-05i,-0.00048604-0.00038903i,-0.00047852-2.9771e-05i
-0.00057219-0.00064628i,-0.0026561-0.003055i,-0.0027579-0.0065808i,-0.00035268-0.0065824i,0.00014888-0.0037136i,-0.0014932-0.0013777i,-0.0019305+0.00027103i,-0.00019868+0.0012675i,0.00050737+0.0014155i,-0.0010304+0.0016219i,-0.0021922+0.0014993i,-0.0028205+0.0011605i,-0.0034041+0.0013749i,-0.0035355+0.0014989i,-0.0029594+0.0012564i,-0.0014262+0.001195i,-0.0001045+0.0014793i,0.00063158+0.0011879i,0.00090957+0.00086408i,0.0013594+0.00050387i,0.0014705-0.00023593i,0.0011131-0.0013059i,0.0012183-0.0014109i
-0.00073058-0.00082854i,0.00068161-0.001121i,0.0023647+0.0013559i,0.0027258+0.0026697i,0.00067841+0.00078979i,-0.00017336-0.00078657i,-0.00028835-0.00084203i,0.00024112+0.00079312i,0.0016505+0.0013427i,0.0017126+0.0013252i,0.00065891+0.0010274i,-0.00022159+0.0010129i,-0.00018188+0.0022706i,0.001032+0.0022868i,0.00081662+0.0012592i,0.00020093+0.00059399i,0.00086929-6.6283e-05i,0.00096043-0.00024124i,-0.00041832-0.00035023i,-0.0018641+0.00016174i,-0.0022513+0.0005257i,-0.00147+0.0001414i,-0.00073269-0.00037614i
-0.0041615+0.0039186i,-0.0058857+0.0069242i,-0.0084831+0.0087122i,-0.0072246+0.0055956i,-0.0027568+0.0017901i,2.7912e-05+0.00026828i,0.000404+0.00086694i,0.0010943+0.0010743i,0.0034546+0.00056875i,0.005295+0.0015689i,0.0047525+0.0023044i,0.0038333+0.0025904i,0.0038398+0.0026898i,0.0027179+0.002792i,0.0015638+0.0026152i,0.0020058+0.00055621i,0.0018968-0.00098997i,0.00032015-0.0015972i,-0.00062486-0.0016246i,-0.00029323-0.00027143i,0.0001169+0.00092777i,0.00015356+0.00093397i,-0.00011535+0.00041063i
0.00016365-0.0031245i,-0.0025192-0.0062737i,-0.0025869-0.0094225i,0.0016845-0.0077393i,0.0026549-0.0034925i,0.00054167-0.00077607i,-0.00027908+0.00063783i,-0.00029573+0.00095042i,0.00068173-0.00027125i,0.0011024-0.0015875i,0.0014143-0.0011945i,0.0029467-0.00055828i,0.0031987-0.0015671i,0.0019609-0.003298i,0.00066905-0.0027399i,0.00056522-0.00089773i,0.001438-0.00045475i,0.0015002-0.00021727i,0.0020427-5.9015e-05i,0.0024195+0.00020612i,0.0014767+0.00058013i,0.00097226+0.0010241i,0.00074993+0.0013241i
0.0029633-0.00065768i,0.0060816-0.0015199i,0.00988+0.00099389i,0.0064419+0.0038949i,0.0014673+0.0021897i,0.0001862+0.00053921i,-0.00077633+0.001034i,-0.00044503+0.0010561i,-0.00055498-0.00088121i,-0.0019954-0.003082i,-0.001473-0.0036638i,-0.00032606-0.00409i,-0.0012149-0.0040108i,-0.0022811-0.0023897i,-0.0014123-0.00051747i,7.8111e-05+0.0001059i,0.000362-9.7148e-05i,-0.00012264+0.00084718i,-0.00029015+0.0010347i,-0.00041396+0.00047145i,-0.00012354-9.1265e-05i,0.00020253-4.2544e-05i,-0.0004092+0.00058614i
2.2486e-05+0.0055322i,-0.0028925+0.0086123i,-0.0077876+0.0088847i,-0.0085372+0.0023786i,-0.0033804-0.0030753i,4.4651e-05-0.0031744i,-0.00055825-0.0010255i,9.3404e-05+0.00014098i,0.00081282-2.2264e-05i,-0.00093911-0.00097242i,-0.0018287-0.00099242i,-0.0016439-0.000698i,-0.0018447-0.00034393i,-0.0028191+0.0012646i,-0.0026123+0.0021524i,-0.0011261+0.0019012i,-0.00031248+0.0015342i,0.00020094+0.00044135i,0.00063976-0.0004526i,0.00082443+0.00014239i,0.0013298+0.00052214i,0.0013077+0.00013345i,0.00055094-0.0010439i
-0.0035782-0.0030854i,-0.0053197-0.0074262i,-0.0025363-0.012597i,0.0024916-0.010307i,0.0026899-0.0039239i,0.00051338-0.0011119i,0.00024924-0.00013223i,0.00074671+0.0011233i,0.0010234+0.0021623i,-0.00028212+0.002816i,-0.0019506+0.0024781i,-0.0021658+0.0011771i,-0.0015976+0.00050892i,-0.00092285+0.00053173i,-0.001313+0.00055667i,-0.0013086+0.00018711i,-0.00028467+0.00048448i,-0.00027616+0.000753i,-0.00022051+0.00047i,0.00021969+0.00067263i,0.00012951-0.00054803i,5.9971e-05-0.0022002i,-0.00039081-0.0025231i
0.00067052-0.00058724i,0.006177+0.0015488i,0.0089666+0.0082477i,0.0050117+0.01027i,1.216e-05+0.0053064i,-0.0021058+0.0016345i,-0.0023224+0.00099279i,-0.00040495+0.00095104i,0.001857+0.00067082i,0.0028454+0.00046576i,0.0031637+0.0013492i,0.0030245+0.0014769i,0.0023181+0.00052327i,0.0020298+0.00053384i,0.0016176+0.00066885i,0.00091417+0.00013317i,0.0010362+0.00025364i,0.0011242+4.2469e-05i,0.00015228-0.0010908i,-0.00050239-0.0016542i,-0.0002458-0.00095387i,-7.8103e-05-0.00035247i,-0.00070793-0.0013057i
-0.00097579+0.002639i,-0.005063+0.0048552i,-0.011565+0.0028327i,-0.012119-0.0029177i,-0.0049226-0.0048251i,-0.0012039-0.0022801i,-0.00074512+0.00078053i,0.00042077+0.0013564i,0.0020697-0.00041316i,0.0032374-0.0011239i,0.0032704-0.00034813i,0.0027233+0.0008807i,0.0018686+0.00096237i,0.00016231-7.4246e-05i,-0.0011257-0.00075092i,-0.0001984-0.0004595i,0.00092644-0.00083507i,0.0010718-0.0017216i,0.0014345-0.00073437i,0.0018615+0.00073419i,0.0014814+0.0021595i,0.00061085+0.0034499i,-7.1044e-05+0.002724i
-0.00037866-0.0027923i,0.00040762-0.010419i,0.0063099-0.017888i,0.010655-0.013576i,0.0061707-0.0055897i,0.0004171-0.0029025i,-0.00087379-0.0018268i,-0.00026239-0.0010281i,-0.0003195-0.0012613i,0.0001386-0.001786i,0.00093207-0.0016698i,0.0014242-0.0010486i,0.0011004-0.0012127i,0.00049062-0.0019252i,0.00043662-0.0023404i,0.0009766-0.00097846i,0.00045144-0.00046332i,-0.0007175-0.001117i,-3.6422e-05-0.00061209i,0.0013539-0.00029183i,0.00092416+0.00019466i,-0.00023307+0.00070823i,-0.00028863+0.0011413i
0.0019647-0.0040176i,0.0065528+0.0010787i,0.0053792+0.010583i,-0.0012779+0.014848i,-0.0050469+0.0094415i,-0.0041138+0.0040149i,-0.0027879+0.002039i,-0.0019513+0.0015591i,-0.0019241+0.00053941i,-0.0025815-0.0011648i,-0.0014837-0.0023147i,7.604e-05-0.0020026i,-0.00066626-0.0014237i,-0.001863-0.0003989i,-0.0018442+0.0019234i,-0.0012613+0.0021099i,-0.00031308+0.00058351i,0.00062657-0.00042099i,4.2965e-05-0.0014496i,-0.00095304-0.0029311i,-0.00089996-0.0027697i,-0.00015432-0.0018753i,-0.0004151-0.001312i
0.00067627+0.0048006i,-0.0062857+0.0060597i,-0.014946-0.0013487i,-0.013159-0.010152i,-0.0045845-0.0098171i,-0.0014235-0.0045708i,-0.0012316-0.00057355i,-0.00021896+0.001708i,0.00092591+0.0021561i,-6.9624e-05+0.0018647i,-0.000759+0.0012353i,-0.00011381+0.00052507i,-0.00080742-0.00055683i,-0.0026972-0.00097763i,-0.0026781-0.00030369i,-0.0011072+0.00033384i,-0.00018042+0.00045008i,-1.1613e-05+0.00023773i,0.0001578+0.00013208i,0.00085085+0.00044093i,0.0013544+0.00024285i,0.0016689-0.00011062i,0.0010351-0.00050574i
0.00015016-0.0031368i,0.0031959-0.01082i,0.013959-0.01612i,0.017538-0.011424i,0.0085553-0.0049094i,0.0014088-0.0034024i,-1.9326e-06-0.0016021i,0.00045243+0.0011316i,0.0010395+0.0025505i,0.00062148+0.0022661i,-0.00024928+0.0011552i,-0.00052367-0.00079317i,-0.00015885-0.0014789i,0.00081509-6.4206e-05i,0.0012423+0.0007607i,5.4058e-05+0.0012291i,-0.001355+0.0014863i,-0.0015885+0.00086603i,-0.0011483-1.0614e-05i,-0.00036183-0.00011601i,1.8916e-05-0.00019773i,-6.1246e-05-0.001284i,0.00072842-0.0017776i
0.0036163+0.00034635i,0.0081069+0.0096982i,0.0059736+0.021337i,-0.0016759+0.021754i,-0.0040124+0.010672i,-0.0020141+0.0027285i,-0.0004045+0.00015706i,0.0016855-0.0012507i,0.0032693-0.0019622i,0.0033408-0.001594i,0.0030577-0.00022747i,0.0026967+0.00091029i,0.0020447+0.00025736i,0.00046957-0.00080896i,-0.0014679-0.00060519i,-0.0013149-0.00079725i,0.00037763-0.00098075i,0.00099363-0.00095658i,0.00067857-0.0016625i,-0.00012003-0.0023875i,-0.00064037-0.0017179i,-0.00099399-0.00034735i,-0.0011648-0.00021804i
-0.0081428+0.003661i,-0.019265+0.0021618i,-0.026941-0.0083263i,-0.019004-0.016386i,-0.0064164-0.011515i,-0.0015394-0.0034199i,-0.0013519-0.00054685i,-0.00031637-3.8332e-05i,0.0003774-0.0010292i,0.00048139-0.0020486i,0.00067981-0.0013941i,0.00077369-0.00083522i,0.00070579-0.0013317i,-0.00038467-0.0020534i,-0.00039831-0.0022514i,0.00093461-0.0010126i,0.0022396-0.00012975i,0.002709+0.00068076i,0.0022876+0.0020679i,0.0018328+0.001597i,0.00063911+0.00070123i,-0.00026804+0.00088764i,0.00011791+0.00080735i
-0.0040793-0.0077192i,0.0043162-0.018028i,0.017733-0.017621i,0.02138-0.0063916i,0.011687-0.001001i,0.0041483-0.0010168i,0.0013967+6.1586e-05i,-0.0011654+0.00086033i,-0.0031368+0.00025865i,-0.0032509-0.00084523i,-0.0011796-0.00089892i,-0.00021312-0.00037997i,8.6969e-05+0.00054718i,0.00041335+0.0017873i,0.00028178+0.0022492i,5.6094e-06+0.0020448i,0.00018806+0.00064024i,0.00064795-0.00085129i,0.00056738-0.0010714i,0.00081137-0.0010546i,0.00026966-0.0014635i,-0.00033007-0.0011193i,-0.00034267-0.00091533i
0.010235+0.0024886i,0.011589+0.015352i,0.0022921+0.027647i,-0.0098128+0.023523i,-0.011273+0.0096655i,-0.0066795+0.0023991i,-0.0031616+0.00085464i,-0.00048729+0.00060127i,-6.1897e-05+0.00079912i,-0.0014827+0.00013988i,-0.0015651+0.0005826i,0.00080578+0.0018125i,0.0012478+0.00080665i,-0.00052088-2.232e-06i,-0.0016731+0.0012576i,-0.0015212+0.0026028i,-0.0004552+0.0018852i,0.00025205-8.0411e-05i,0.0011937-0.0017695i,0.0014823-0.0018131i,0.0012349-0.00057113i,0.0018747+0.00049722i,0.000811+0.0013421i
-0.011968+0.0057741i,-0.024582-0.0022853i,-0.028861-0.015909i,-0.015327-0.020169i,-0.0014041-0.011107i,0.00023475-0.0017137i,-0.00088337+0.0030014i,0.00080072+0.0055732i,0.001644+0.0062289i,0.00033499+0.0054837i,-0.00065785+0.0041511i,-0.00030885+0.0020272i,0.00012562+3.3408e-05i,0.00036556-0.00083363i,0.00065084-0.0003045i,0.00052178+0.0016797i,-0.00041171+0.0023811i,-0.0011063+0.0019623i,-0.0015539+0.0016319i,-0.0015692+0.0019995i,-0.00081933+0.0018069i,1.2415e-05+0.00018759i,0.00041112-0.0016129i
0.0061299-0.015922i,0.02227-0.02265i,0.038097-0.019884i,0.033883-0.0076403i,0.015753-0.0025025i,0.0050177-0.0027919i,0.002361-0.00077508i,0.0017484+0.00099861i,0.0029267+0.00017638i,0.0032139-0.00081548i,0.0017104-0.0003648i,0.0016845-0.00062668i,0.002352-0.00090271i,0.00072717+0.00032331i,-0.0012556+0.0016745i,-0.0023924+0.0022236i,-0.0019396+0.0015274i,-0.00061919+0.00011468i,3.0644e-05-0.0010466i,-0.00057902-0.0011675i,-0.0012864+0.00032233i,-0.00077042+0.001073i,9.2391e-06-0.0007958i
0.0052895+0.0075973i,0.0014799+0.024099i,-0.014164+0.035159i,-0.025452+0.026503i,-0.019044+0.0090325i,-0.0090296+0.00092464i,-0.0031606-0.00030119i,0.0019341-0.0013266i,0.0060389-0.0030062i,0.006673-0.0039885i,0.0052038-0.0032824i,0.0033913-0.0017033i,0.0013343-0.0012507i,-0.00066643-0.0024661i,-0.0019728-0.0035668i,-0.0017119-0.0032448i,0.00051106-0.0018754i,0.0025211-0.00062659i,0.0028626-0.0009135i,0.0020389-0.0013363i,0.00052196-0.00067127i,-0.00028811-8.5648e-05i,-0.0003775-0.00068486i
-0.014604+0.011958i,-0.028902+3.8766e-05i,-0.024531-0.017451i,-0.005766-0.02697i,0.0073935-0.018385i,0.0059413-0.0089878i,-0.00038497-0.0038183i,-0.0012741-0.001611i,0.00081082-0.0022343i,0.0024587-0.0031245i,0.0029521-0.0034221i,0.002395-0.0025811i,0.0019245-0.0025585i,0.0012641-0.0029226i,0.0016185-0.0012183i,0.0027321+0.00016223i,0.0035132-9.2797e-05i,0.0025394+0.00089435i,0.00087638+0.0015489i,0.00058533+0.0011851i,0.00064322+0.00042304i,0.00077359-0.00045604i,0.00034834-0.00061752i
0.01039-0.0082236i,0.031955-0.008651i,0.049831+0.0052919i,0.042044+0.01781i,0.020391+0.01305i,0.0071309+0.0030487i,0.00057898+0.00068954i,-0.0041914+0.0017961i,-0.0061546+0.00077968i,-0.0058732-0.00055661i,-0.0026638-0.00035414i,0.00077454+0.00064544i,0.00094621+0.0011698i,-0.0013477+0.0019267i,-0.0019979+0.0030158i,-0.00056828+0.0030335i,2.8408e-05+0.0018838i,-0.0004262+0.00019019i,-0.00023736-0.0017533i,0.00059999-0.0017395i,0.00035599-0.00033874i,0.00035719+0.0003544i,0.0010191+0.00027719i
0.0018297+0.016572i,-0.012013+0.035956i,-0.033536+0.041746i,-0.039721+0.024549i,-0.024186+0.005909i,-0.009402+4.2412e-05i,-0.0038653+0.00056835i,-0.00048278+0.0030295i,0.00094971+0.0052774i,-6.4412e-05+0.0053142i,-0.00039888+0.0037395i,0.00088779+0.0027684i,0.0023727+0.0027875i,0.0033065+0.0024895i,0.00282+0.0019823i,0.0017324+0.0010956i,0.0013314+0.0011924i,0.0015663+0.00090515i,0.0013362+1.4632e-06i,0.00065429-0.00038869i,0.00047115+0.00020909i,0.00039442+0.00065338i,0.00034995+0.00078631i
