-0.0033714+0.00054645i,-0.0022557+0.00062755i,-0.002243+0.00094997i,-0.0018654+0.00042731i,-0.0012419+0.00075746i,-0.00014384+0.00093548i,0.00058441+0.00082174i,0.0005492+0.00056255i,0.00081394+0.00035284i,0.0012451+0.00064137i,0.00022337+0.000503i,-0.00063006+0.0001514i,-4.4692e-05+0.00055631i,-5.1368e-05+0.00057953i,-0.00014248+0.00012385i,-5.5609e-05-0.00035253i,-3.7472e-05-0.00064941i,8.7736e-05-0.00051744i,-0.00055819-0.0007148i,-0.0011427-0.00087598i,-0.00067241+3.851e-05i,-0.00014901-5.6488e-05i,0.00030189-0.00022087i
-0.00025709+0.0012574i,-0.0001078+0.0018709i,0.00058241+0.002101i,0.00068674+0.0013809i,0.00077757+0.00025639i,0.0013446-0.000619i,0.0018078-0.0011855i,0.0011853-0.00083161i,-0.00024825+0.0001375i,-0.00050616-3.0056e-05i,-0.0006723-0.00042602i,-0.0015186-0.00028368i,-0.0014076-0.00024363i,-0.00037946-0.0001873i,-9.6557e-05-0.00041072i,-0.00073853-0.00039437i,-0.00053609-0.00020163i,0.00042374+0.00018921i,0.00094222+0.00056248i,0.00072231+0.00030478i,5.3938e-05+0.0002351i,-0.00094134-0.00023215i,-0.00097379-0.00091152i
0.0026484-0.00056494i,0.0022073-0.0014908i,0.0019665-0.0025833i,0.00086552-0.0016934i,-0.00039634-0.00071779i,0.00012031-0.00041211i,0.0015953+8.6383e-05i,0.0014723+0.00090941i,0.00043618+0.00090912i,-0.00026644-0.00035314i,-0.0010343-0.0010898i,-0.0011605-0.00080145i,-0.00051541-0.0001253i,-0.00029481+0.00027019i,-0.00077725+8.8553e-05i,-0.0010018-0.0004218i,-0.00058334-0.00021661i,-0.00018399+0.0011219i,0.00014216+0.0019734i,0.00015808+0.00094041i,0.00038692-7.2531e-05i,0.00036477+0.00054862i,-0.00038293+0.00044821i
0.00075851+0.0015262i,0.00044037+0.0016197i,0.00051127+0.0016407i,0.00078588+0.00010884i,0.0013306-0.00044819i,0.0011148-0.00067147i,0.00089117-0.00034736i,0.0011333-0.00011722i,0.00062508-0.00039718i,-0.00040359-0.000142i,-0.00084983+0.00010507i,-0.00021401+0.00097553i,-0.00021019+0.0014857i,-0.00059857+0.0011066i,-3.711e-05+0.00053336i,0.00039351+6.2489e-05i,0.00016357-0.00046403i,-0.00045894-0.00043279i,-0.00078962-0.00028195i,-0.00054972-0.00042041i,-0.00085994-0.00048711i,-0.00059006-0.00038093i,-0.00014947-0.00013402i
0.00052172+0.0009526i,0.00029191+0.00034526i,0.00081822+0.001174i,0.00097722+0.0009306i,0.0014726-0.00037254i,0.001313-0.00046198i,0.00059678-0.00093396i,0.00083836-0.0009171i,0.0010668-4.9111e-05i,0.0010094-0.00026452i,0.00048601-0.00088992i,-0.00067269-0.00053745i,-0.0011589+0.00011284i,-0.00062633-0.00050733i,-6.4855e-05-0.00076266i,-0.0001674-0.00018036i,-0.00045163-0.00062348i,-0.0002147-0.00053872i,-0.00030716+3.8352e-06i,-0.0012273-0.00031631i,-0.00071041-0.00084453i,-2.8533e-05-0.00043528i,-5.8975e-05-0.00018363i
0.0018611+0.00097346i,0.00056282+0.00040309i,0.0013626+6.1926e-05i,0.0013121-0.0002574i,0.00067695-0.00082745i,0.00048321-0.00079621i,0.00052661-0.00085123i,4.4016e-05-0.0011648i,-0.00086223-0.00052008i,-0.00056129-0.00023385i,0.0003311-0.00032259i,0.00010837-0.00031152i,-0.00061495-0.00042675i,-9.0472e-05-0.00033478i,0.00026034-0.00037716i,-3.6611e-05-0.00014458i,-0.00015443-0.00040338i,-0.0011836-0.00093684i,-0.001393-0.00049942i,-3.0834e-05-0.00060623i,0.00047574-0.00037706i,0.00027378-3.0745e-05i,5.2897e-05+0.00013522i
-5.6657e-05+5.2585e-05i,-0.0002401-0.0006992i,-0.0015762-0.0012545i,-0.001503-0.00060669i,-0.00099065+0.00020888i,3.0068e-05+0.0004011i,0.001242+0.00044469i,0.00050034+0.00052734i,-3.9379e-05-0.00012189i,8.9566e-05-0.00027133i,-4.4928e-05-0.00026284i,-0.00055204-0.00027034i,-0.00098667+0.00020189i,-0.00099211-6.278e-05i,-0.0006234-0.00032355i,-7.5172e-05+0.00047578i,0.00022314+0.00092783i,0.00062389+0.00082161i,0.00067616+0.00071573i,0.00022052+9.3703e-05i,-0.00018843-0.00042002i,-5.6053e-05-0.00064759i,0.0004657-0.0008598i
-0.0019367-0.0012999i,-0.0024866-0.0017949i,-0.0025891-0.0014491i,-0.002349+0.0011619i,-0.0014873+0.0024924i,-0.00019196+0.0016478i,0.00054379+0.00023682i,0.000951-0.00034523i,0.00037914-8.2284e-06i,-0.0001576+0.00048654i,-5.0928e-05+0.00096937i,0.00018576+0.00083725i,0.00012073+0.00058616i,-0.00042538+0.00049327i,-0.00049145-0.00027095i,-0.00057158-5.5446e-05i,-0.00016939+0.00030464i,0.00051931-4.1075e-05i,0.0010643+0.00011477i,0.00082827+0.0010996i,0.00063309+0.0014612i,0.00098641+0.0012294i,0.00085145+0.00090858i
0.00070498+0.0010739i,0.0012476+0.0023182i,0.00073634+0.0025075i,-0.00029191+0.00096637i,-0.0005288-3.4416e-05i,0.00046913-0.00041627i,0.0011254-0.00054191i,0.0008787-0.00053612i,0.00037723-0.00030012i,0.00077187+7.7274e-06i,0.00086189+0.00036894i,-6.2556e-05+0.00082403i,-0.00040469+0.00020836i,-0.0003879-0.00043169i,-7.4538e-06-0.00025171i,1.537e-07-0.00037358i,0.00028686-0.00077945i,0.00079347-0.00072473i,0.00069752-0.00052085i,0.00015365-0.00054997i,-0.00022736-3.4556e-05i,-8.3285e-05-7.8047e-05i,-4.6935e-05+0.00011524i
0.00059436+0.0004735i,0.00082895+0.0008718i,0.00085722+0.00079009i,-0.00025364-0.00037366i,7.2469e-05-0.00078297i,0.00084357-0.00038723i,0.0011455-0.00017056i,0.00090881+0.00014133i,-0.00046168+8.8057e-05i,-0.0013415-9.3308e-05i,-0.0014227+0.00079294i,-0.0012165+0.0014151i,-0.00075656+0.00043027i,-0.00060482-0.00022434i,-0.0001795-0.00014289i,-0.00027028+0.00038899i,0.00011931+0.00093654i,0.00070533+0.00092051i,0.00055923+0.00046304i,0.00042211+0.00039129i,6.9793e-05+0.0001489i,-3.4364e-05-0.00024076i,0.00084563+1.7487e-05i
-0.0011146+0.0017552i,-0.0005848+0.00071002i,-0.00014283+0.0012491i,-0.00045161+0.0018026i,0.00023942+0.0013131i,0.001071+0.00068665i,0.0014017-0.00014244i,0.0014944-0.00049938i,0.00021086+0.00030475i,-0.0012873+0.00024427i,-0.00033257-0.00080858i,0.00066793-0.00038197i,1.7135e-05+0.00024095i,-5.107e-05+0.00022161i,0.00077586+1.6627e-05i,0.00059269-0.00031786i,5.7835e-05+0.00013128i,0.00024882+0.00077865i,0.00066364+0.00051351i,0.00099595+0.00017449i,0.00054906-0.00012659i,-9.678e-05-0.00015859i,0.00017162-9.5516e-05i
0.0013057+0.00036905i,0.0013374+9.1506e-05i,0.00086801-0.00014952i,0.000118-0.00056715i,0.00026927-0.0013073i,0.0005453-0.0012093i,5.7238e-05-6.5601e-05i,0.00023466+0.00049193i,0.00054612+0.00029371i,0.00017805+0.00065201i,-0.00030234+0.0011902i,-0.00083578+0.00033796i,-0.00068215-0.00095168i,0.00028441-0.00073159i,0.00040665-0.00012964i,-0.00037665+0.0005426i,-0.0010222+0.00071096i,-0.0010293+0.00010489i,-0.00092664-0.00012928i,-0.00063156-0.00030012i,4.4374e-05-0.00040367i,1.2876e-05-0.00021854i,-0.00027408-0.00011133i
0.00037307-0.0028962i,0.00048317-0.0015532i,0.00068852-0.0011638i,0.00017283-0.00074406i,-0.0005449-0.00019725i,-8.6271e-06+0.0004719i,0.00051171+0.00035703i,0.00059243-4.6859e-05i,0.00030753+0.00051207i,-0.00041416+0.00098794i,-0.00073075+0.0010284i,-0.00075659+0.00056921i,-0.00069856-0.00081016i,-0.00018246-0.00113i,0.00049049+0.00019695i,0.0004013+0.00069777i,-0.00017624+0.0003772i,6.7796e-05-0.00025951i,0.00072354-0.00091996i,0.0014999-0.00087604i,0.0015661-0.00075198i,0.00040417-0.00031008i,-9.1197e-05-3.4366e-05i
0.0021445+0.00084251i,0.00067761+0.0011946i,0.00058188+0.0013257i,0.00014949+0.0004229i,-8.0036e-05-0.00033485i,0.00044093-0.00044596i,0.00016109-0.00016082i,-0.00047126+9.4834e-05i,-0.00018002-0.00019611i,-7.6592e-05-0.00014613i,-0.00034635+0.00018897i,-0.00035662-6.4323e-05i,-3.5592e-05-0.00071116i,7.9337e-05-0.00041502i,-6.0448e-05+0.00059921i,-6.2549e-05+0.0010022i,-0.00025882+0.00041161i,-0.00065252-0.00025568i,-0.00080678-0.00034886i,-0.0011213-4.0888e-05i,-0.0010938+4.0342e-05i,-0.00088143+0.00030014i,-0.00032997+0.00070329i
-0.0010915+0.00034925i,0.00057403+0.00099461i,0.00064614+0.0015665i,-0.00089163+0.00086614i,0.00035182+0.00029009i,0.0013881+0.00060562i,0.0014519+0.0003947i,0.00070961-0.00012229i,-0.0010602+1.7563e-05i,-0.0012527-0.0001573i,-0.00048836-4.3635e-05i,-0.00013988-0.0002497i,0.0003944-0.00015976i,0.00076719+0.00019996i,0.00066923+0.00040942i,0.00063551-6.9813e-05i,0.00073032-0.00048109i,0.00048147+0.00030602i,0.00026055+0.00053739i,-0.0002371-1.0422e-05i,-0.00098498+0.00040659i,-0.0011181+0.00031828i,-0.00068556-0.00042892i
-0.00059071-0.0015106i,-0.0002495-0.00077606i,-0.00076913-0.00060837i,-0.00066228-0.00054592i,-0.00030291-3.6562e-05i,0.00087315-9.0464e-06i,0.0013271-0.00034231i,0.00012812-0.00073107i,-0.00079735-0.0011556i,-0.0014313-0.00059085i,-0.0014828+4.5835e-05i,-0.0010504-0.00046622i,-0.0003862-0.00037992i,-1.9736e-05+0.0005769i,0.00018268+0.00082417i,4.3666e-05+0.0011906i,-0.00016069+0.00097567i,-1.0541e-05+0.00040085i,6.6452e-05+1.0484e-05i,0.00021056-0.00034774i,0.00037646+0.00031479i,0.00021574+0.00070159i,-0.00021578+8.4353e-05i
-0.0032616+0.0014721i,-0.0023763+0.002347i,-0.0018719+0.0028752i,-0.0011313+0.0029078i,7.8376e-05+0.0031507i,0.0011277+0.0016635i,0.0010216+0.00010296i,0.00058992-3.7175e-05i,0.00055979+0.000113i,0.00056755+0.00064753i,0.00065959+0.0007397i,0.00063375+0.00057181i,-0.00036481+0.0004974i,-0.00070164+0.00059712i,0.00042387+0.00059755i,0.0013437+0.00045699i,0.00061039+4.3502e-05i,-0.00017789-3.1613e-06i,9.4612e-05+0.00024963i,-4.8164e-05+0.00012121i,-0.00027444-0.00043308i,-0.00021808+4.8663e-05i,-0.00033879+0.00045135i
-0.0010228+0.00080031i,-0.0018938+0.0009459i,-0.0022076+0.0010311i,-0.00080295+0.00013264i,0.00060954-7.2031e-06i,0.0015361+7.5964e-05i,0.0013401-0.00023962i,0.0002548-0.00015299i,-0.00046057+0.0005313i,-3.3023e-05+0.00047795i,0.0005952+0.00013258i,0.00012892-0.00035569i,-0.00089014-0.0007196i,-0.00095993-0.00068786i,-0.00025692-0.00035653i,-0.00024196-0.00022019i,-0.00043479+0.00031494i,-0.0003362+0.001121i,-0.00079774+0.0014508i,-0.0010748+0.00089287i,-0.00095159+0.0004988i,-0.00090692+0.00024851i,-0.00056192-0.00013523i
0.0012966-0.00031273i,0.0011726-0.0015852i,0.0014167-0.0020741i,0.00099043-0.0026727i,0.0002146-0.001283i,-2.9481e-05-0.00028427i,0.0011257-0.0011615i,0.00098179-0.0015017i,0.00018975-0.0013824i,-0.00052945-0.00075467i,-0.001513+0.00010145i,-0.0009975-0.00046676i,-0.00012294-0.00078931i,-0.00021728-0.00046563i,0.00037743-0.00079016i,0.0013875-0.00096255i,0.0015409-0.00056122i,0.0003667+0.00026112i,-1.3826e-05+0.00040072i,0.00061681-0.00017681i,0.00045828-0.00048265i,-0.00030086+6.18e-05i,-0.000905+0.00025789i
-0.00055778-0.00063239i,-0.00043476+0.00023524i,-0.00078471+0.00099743i,-0.00077215+0.0019144i,-0.00024406+0.0018447i,0.00097822+0.001168i,0.0010247+0.00022938i,0.0005797-0.00049185i,-0.00039857+0.00026098i,-0.0011661+0.0014641i,-0.00092699+0.0013112i,-0.00023943-0.00014376i,-0.00024007-0.00092264i,-0.00041962-0.0012494i,9.7232e-05-0.0011733i,-0.00010063+0.00026953i,-0.00032286+0.00061162i,-2.4209e-05+0.00024208i,7.0214e-05-0.00026186i,-9.11e-05-0.00039944i,-0.00036955-0.00064839i,-0.00017188-0.00028669i,0.00016025+0.00026222i
-0.0018083+0.00039239i,-0.0022217+0.0010649i,-0.0024639+0.0012609i,-0.0016018+0.0016528i,0.00014825+0.0016324i,0.0011975+0.00061661i,0.0017636-0.00051026i,0.0010696-0.00011602i,-0.00016141+0.00020408i,-0.00067483-0.00036339i,-0.0006426-0.00068371i,-7.1261e-05-0.00055498i,-3.9372e-05-0.0004027i,-0.00016964-0.00012712i,0.00011364-0.00011448i,1.3184e-05-0.00062769i,-0.00028132-4.2621e-05i,-0.00014515+0.00024378i,7.9314e-05-0.0001699i,-0.00012252-0.00051916i,-0.00042322-0.00067776i,-0.00047844-0.00065128i,-7.1441e-05-0.00037327i
-0.00091996-0.0026877i,-0.00028321-0.0029679i,-0.0017028-0.0029184i,-0.0018177-0.0011894i,-0.0011166+0.00051157i,-0.00022054+0.001053i,0.00020619+0.00071927i,-2.5131e-05-0.00012402i,0.00038583-0.00044897i,5.9005e-05-0.00025634i,-0.00072014-0.00024318i,-0.0011981-0.00063918i,-0.001006-0.00016402i,-0.00048684+0.00057235i,-0.00059153+0.00048174i,-0.00070279+0.00022468i,-0.00037963-0.00012493i,0.00022569-0.00024181i,0.00061531+4.5593e-05i,4.5383e-05+0.00072565i,-0.0003032+0.00076329i,-0.00051978+5.9873e-05i,-0.0011744-0.00056542i
0.00010081+0.0028961i,0.0015215+0.0029075i,0.00064015+0.0015713i,0.00069153+0.0010746i,0.0015113+0.00067263i,0.0019245-0.00019506i,0.0017727-1.4699e-05i,0.0016991+0.00057713i,0.00090219+0.00053382i,0.00044098+0.00027581i,0.00056277-5.2749e-05i,-0.00025726+9.7147e-05i,-0.0011662+0.0004734i,-1.7954e-05+0.00011867i,0.00094847-0.00057253i,0.00036028-0.00037434i,0.00035806-0.0001885i,0.00019915-0.00039528i,-0.00046414-0.00016231i,-0.00077901-0.00021634i,-0.00081866+0.00026223i,-0.0009989+0.0010749i,-0.00034783+0.00073351i
0.00020951+0.0032999i,0.0021668+0.0026452i,-0.0010414+0.0029875i,-0.0016925+0.0025205i,0.00017753+0.00046075i,0.001413-0.00010271i,0.0015511+2.7942e-05i,0.0013914-0.0001491i,0.0014033-0.00054679i,0.001117-0.00052382i,0.00050315-0.0011231i,0.0001539-0.0014392i,-8.381e-05-0.00060621i,-0.0010079+0.00033583i,-0.001361+0.00011559i,-0.00049758-0.00017879i,-4.6004e-06+0.00056739i,0.00043353+0.00053641i,0.00060601-0.00035257i,0.00044378-0.0003111i,-3.7646e-05+0.00034083i,-0.00027546+0.00050239i,0.00016761+0.0001478i
0.0018905-0.001243i,0.0015756-0.0020721i,0.0015261-0.0016901i,0.00053285-0.0011786i,-0.00027825-0.0014439i,-0.00012153-0.0014204i,0.0011561-0.00076129i,0.00097573-0.00046728i,-0.0002481-0.00046112i,-0.000607-0.00038816i,-0.0010421+3.0019e-05i,-0.0013419+0.00052897i,-0.0011736-7.332e-05i,-0.00068539-0.00013204i,-0.00016536+8.7208e-05i,-0.00016162-0.00012378i,-0.00018907-2.5249e-05i,0.00016331+0.00069516i,0.0003834+0.00077219i,0.00046644+0.00046151i,0.00057573+0.00065293i,-5.6359e-05+0.00015278i,-0.00066474+0.00015842i
-0.0016226+0.00092797i,-0.001199+0.0013418i,-0.00040208+0.00067899i,-0.0011415+0.00038529i,-0.00040219+0.00057167i,0.00085961+0.00015409i,0.0011247-4.922e-05i,0.00053647-0.00027158i,-0.00065018+0.00010705i,-0.00098588+0.00077786i,-0.00057784+0.00098853i,-0.00045077+0.0010538i,-0.00048356+0.00075978i,-0.00034878+2.6112e-05i,-0.00018087-0.0005116i,-0.00027263-0.00058145i,-0.00039028+8.5141e-05i,-0.00013823+0.00076326i,0.00042558+0.00079115i,0.000471+0.00085359i,0.00040415+0.00075664i,0.00033064+0.00017884i,0.00034986-0.00032319i
-0.00018942-4.6992e-06i,-0.00048885-0.00052223i,2.3236e-05-1.0039e-05i,0.00090612+0.0002707i,0.0013806+0.00017087i,0.00087976-0.00047971i,0.00029534-0.00028991i,-0.000367+6.4535e-05i,-0.0008632-0.000268i,-0.001071-0.00048502i,-0.0006292+5.366e-05i,-0.00029299+0.00069911i,-0.00073417+0.00072338i,-0.0006795+0.00052339i,-0.00049238+0.00010308i,-0.0005174-0.00038116i,-0.00036118-0.00046971i,-0.00027632+1.1627e-05i,-0.00038287+0.00026144i,-0.00082347+7.9023e-05i,-0.00047398+0.00012647i,-0.00019613+7.1438e-05i,-0.00059506-0.00049678i
-0.0019431+0.00073494i,-0.0012522+0.00058218i,-0.0012359+0.0009789i,-0.00031469+0.00093898i,0.0009212+0.00038287i,0.001264-0.00049527i,0.0010373-0.00098665i,0.00073935-0.0011933i,2.1515e-05-0.0011125i,-3.3986e-05-0.00035705i,0.00035978+6.2926e-05i,8.2076e-05-0.00020611i,-0.00020056-6.3562e-05i,0.00011464+0.00029592i,0.0002152+0.00013776i,-0.00019994-0.00052181i,-6.3689e-05-0.00020718i,0.00017422+0.00062139i,0.00031289+0.0012468i,0.00026078+0.0017148i,-0.00015538+0.0015665i,-0.00042874+0.00045309i,-4.9902e-05+9.3204e-05i
0.00070481+0.00046021i,9.3334e-05-0.0009445i,0.00040891-0.0022785i,0.00050617-0.0020311i,0.00032695-0.00061033i,0.00039856+8.7139e-05i,0.00077461-0.0003786i,0.00040798-0.0005709i,-0.00034289+9.1038e-06i,-0.0010589+0.00011938i,-0.0013769-0.00059352i,-0.0012952-0.00082018i,-0.00094778-6.4734e-05i,-0.00060881+0.00062038i,-0.00030759-6.2053e-05i,-0.00039358-0.00057505i,0.00037619-6.1855e-05i,0.00049735+0.00034614i,0.00034479-0.00025313i,0.00062508+3.8206e-05i,-0.00012447+0.0012514i,-0.0010309+0.00092325i,-0.00077753-1.6447e-05i
0.00065354-0.00046662i,3.4196e-05+3.9707e-05i,0.00059116+0.00021541i,0.00061273+0.00036098i,0.0003459+0.00012016i,0.00086177-0.00029125i,0.00079957-0.00031292i,0.00067879-0.00025548i,0.00068632-1.5776e-05i,-0.0010984+0.00036712i,-0.0012905+0.00052363i,-0.00034579+4.2377e-05i,-0.00016142-0.00023415i,-4.8197e-05-0.00052383i,-0.00030261-0.00020041i,-0.00019198+0.000496i,7.4944e-05-0.00038852i,0.00017667-0.001346i,0.00044756-0.00070148i,0.00046705+0.00046605i,-7.126e-05+0.00049971i,-0.00054069-0.00047622i,-0.00016628-0.0011697i
0.0014919+0.00010757i,0.00058269-0.0013448i,-2.5548e-05-0.0018258i,-0.00018966-0.0013287i,1.8711e-05-0.00052502i,0.0002068+5.2894e-05i,0.00072016-4.9037e-05i,0.00074698-0.00018015i,-0.00024613-0.00026701i,-0.00090034-9.9126e-05i,-0.001193+0.00020208i,-0.0013254-0.00010512i,-0.0014686-0.00041728i,-0.0017116+0.00031923i,-0.0018643+0.00074387i,-0.0011181+0.00020069i,-0.00047572+0.00048842i,-0.00034238+0.00058453i,-0.00018201-7.4151e-05i,0.00050441-0.00035121i,0.00058719+0.00048252i,0.00012418+0.0009645i,7.8713e-05-2.4193e-05i
-0.00025155+0.00085269i,5.073e-05+0.0018477i,-0.00028098+0.0022943i,-0.0007654+0.0013798i,0.00048281+0.0004325i,0.0011297-0.00011288i,0.00081635-0.00099768i,0.0015187-0.00082105i,0.0013105-0.00080871i,0.00060547-0.00056951i,-0.00016206+6.7314e-05i,-0.00041612+9.8634e-05i,-0.00023315-5.9996e-05i,-0.00047933-4.6105e-05i,-0.00051916-5.4794e-05i,-0.00033112-0.00077497i,-4.3519e-05-0.00046492i,-4.2781e-05+0.00047191i,-0.00014529+0.00050341i,0.00055618+0.0003345i,0.00052469-0.00019965i,2.1223e-05-0.00030713i,0.00051175+2.1897e-05i
-4.6121e-05+0.00015178i,-1.6067e-05+0.00012218i,0.00024495+0.00025784i,-0.00037838+0.0006057i,-0.00079076+2.7346e-05i,0.00098247-0.00012659i,0.0022757-5.9295e-05i,0.001912-0.00051708i,0.0010246-0.00026781i,1.2403e-05+0.00014611i,-0.00016557-5.0175e-05i,-0.00076504-0.00037853i,-0.001151-0.00069861i,-0.00085778-0.00028473i,-0.00061123+0.00092953i,-0.00041079+0.00091256i,-0.00029999+0.00047035i,-0.00018987+0.00064226i,-0.00022205+0.00088624i,-0.00022277+0.00023688i,0.00020042-0.00079064i,0.00043889-0.00056173i,-0.00035982+2.1424e-05i
0.00062005+0.00018307i,0.00023089+0.0001242i,0.00048628-1.0884e-05i,0.00089763-0.00050368i,0.0012514-0.00076376i,0.00086874-0.0010879i,0.00028216-0.001222i,0.0005062-0.00053407i,0.00079151-9.7057e-05i,0.00070859-3.9014e-05i,-7.9353e-05-0.00084977i,-0.00085566-0.00084107i,-0.0010754+0.00016437i,-0.00078435+0.0002514i,-0.00038309-2.7547e-05i,2.6717e-05+0.00023542i,0.00020676+4.784e-05i,0.00013113-0.00012897i,0.00016257-0.00035426i,0.00059914-0.00037782i,0.00027883+2.7124e-05i,-0.00061873-6.2688e-05i,-0.0003107-0.00026605i
0.0016292-0.0011655i,0.0018122-0.0014243i,0.00068784-0.0014971i,0.00078368-0.00022334i,0.001074+0.00062631i,0.00090993+0.00090494i,0.0006624+0.00099097i,0.00049764+0.00029258i,0.00012333+1.8359e-05i,-0.00037138+0.00032589i,-0.00058127+0.0010108i,-1.3126e-05+0.00093193i,0.00029904+0.00033422i,-0.00012739+0.00080867i,-0.00027248+0.00015021i,4.9013e-05-0.001104i,0.00053214-0.00068635i,0.00060442+7.1671e-05i,0.00032191+4.0661e-05i,-0.0001958-0.00013452i,-0.00029579+0.0003992i,-0.000455+0.00077387i,-0.00031321+0.00069489i
-0.0011039+0.0034218i,-0.0015621+0.003212i,-0.0020795+0.0032775i,-0.0014697+0.0018433i,-0.0005614+0.00020962i,-0.00027234-0.00068077i,0.00048298-0.00083823i,0.00075527-0.00067744i,-7.6419e-05-0.00046778i,-0.0011058+7.2979e-05i,-0.001592+0.00088999i,-0.0017308+0.00036685i,-0.00067358+8.6816e-05i,1.7553e-05+0.00069303i,-0.00048239+0.00031881i,-0.00049352+0.00023997i,-0.00035226+5.4758e-05i,-0.00040333+1.6969e-06i,-0.00023654+0.0003276i,-0.00014764-0.00015633i,-1.9607e-05-0.00098649i,0.00051978-0.0012639i,0.0010883-0.00056401i
-0.00052385-0.00074771i,0.00051836-0.00048805i,0.0017893-7.7323e-05i,0.0013775-8.7316e-05i,0.0006049-0.00015564i,0.00056374+4.0468e-05i,0.00069942+0.0001948i,0.00095345+0.00016913i,0.00069491+0.00011681i,-0.00012127-0.00043463i,-0.00075317-0.00077685i,-0.00060404-0.00052642i,-0.00037066-0.0003716i,-0.00029827-0.00023035i,0.00016016-0.00044202i,0.0004704-0.00053403i,0.00013011+0.000179i,-0.00016345+0.00066558i,-0.00018305+0.0007497i,-0.00026336+0.00040268i,-0.00018347-2.7347e-05i,-9.9319e-05-0.00015793i,-0.00060609-0.00016161i
0.002183+0.0025899i,0.0019026+0.0023616i,0.0025047+0.0023535i,0.0022418+0.0015987i,0.0017721-0.00011649i,0.0014682-0.00095576i,0.0016638-0.001082i,0.001789-0.00055345i,0.00054736-7.4388e-05i,-0.001168-0.0004098i,-0.00074417-0.00032573i,0.00031995+0.00041498i,9.3816e-05+5.7816e-05i,-0.00016152+9.5833e-05i,-0.00050321+0.00080652i,-0.00081406+0.00060296i,-0.0010969+0.00062716i,-0.00051319-3.4543e-05i,0.0005469-0.00064896i,0.00059256-0.00038201i,0.00031081-0.00017395i,0.00034242-0.00072821i,0.00028971-0.0010737i
-0.001171+0.00021111i,-0.0015256-0.00063493i,0.00040631-0.00019333i,0.0013522+2.9405e-05i,0.0015857-0.00086486i,0.0018074-6.8671e-05i,0.00059247+0.0010414i,-0.00058346+2.3283e-05i,-0.00067114+6.032e-05i,-0.00022216+0.0010048i,-2.0367e-05+0.00098344i,1.3273e-05+0.00090235i,-0.00027854+0.00064666i,-0.00083277+0.00057023i,-0.0010928+0.0010374i,-0.00036399+0.00040263i,0.00053957-7.8632e-06i,0.00061921-0.00028945i,-0.00028114-0.0006084i,-0.0002999-4.8986e-05i,-0.00017521+8.0083e-05i,-0.00020645+0.00023097i,-0.00011541-0.00010516i
0.0015009-0.0019652i,0.0011143-0.0014848i,0.0020317-0.0013387i,0.0012614-0.0016609i,-0.00046802-0.0011633i,-0.00079626-0.000477i,-0.00013808-0.00046835i,0.00021117-2.3496e-06i,-0.00020323+0.00023703i,-0.0007349+0.00028683i,-0.00078601+0.00046608i,-0.00030291+3.0641e-05i,-0.00014074-0.00050685i,-0.00080071-0.00050012i,-0.0013301-0.00015743i,-8.8932e-05+9.6123e-05i,0.0010209-3.932e-06i,0.00097798+0.00016442i,0.0010526-0.00023326i,0.00077396-0.00091747i,0.00043344-0.00091478i,-0.0003062-0.00043185i,-0.000355+0.001126i
0.0011699-0.00082459i,0.0012837-0.00094683i,0.00070159-0.0016915i,0.00012646-0.00093029i,0.00047342-4.214e-05i,0.0014434+0.00048128i,0.0013258+0.00061244i,0.0010343+0.00042891i,0.0011256+0.00044569i,5.1264e-05+0.0007648i,-0.00098001+0.00022887i,-0.00054721-0.00061584i,-0.00040931-0.00056571i,-0.00098483+8.6478e-06i,-0.00074803+0.00015128i,-0.00069676+7.6066e-06i,-2.3886e-05+0.00012053i,0.00076529+3.4992e-05i,0.00079915+0.00025851i,0.0006186+0.00028239i,-0.00042026+0.00012537i,-0.0011749-0.00042848i,-0.00089256-0.0010139i
-7.7535e-05-0.0011493i,-0.00028698-0.00085679i,-0.0013174-0.00049448i,-0.0012116+0.00031535i,-0.0012419+0.00073066i,-0.00085367-4.3706e-05i,2.1732e-05-0.00092405i,-0.00029699-0.00083839i,-0.00084655-0.00059122i,-0.00034598+7.7962e-06i,-0.0003554+0.00082399i,-0.0014812+0.00092893i,-0.0017833+0.00062453i,-0.0006544+0.0005023i,-9.2775e-05+0.00029634i,-0.00044098-0.00014809i,-0.0001285-0.00078109i,0.00028315-0.00011597i,0.00017271+0.00058297i,-4.4954e-05+0.00067246i,-0.00067228+0.00019432i,-0.0011638-0.00038657i,-0.00085534-0.00066969i
0.00069476-0.0011006i,-0.00044501-0.00062644i,-0.00091192-0.00068004i,-0.00058804-0.00088982i,0.00063338-0.00095158i,0.0016261-0.00081406i,0.0013801+0.00024926i,0.0012563+0.00078747i,0.0013984+0.00042159i,0.00090125+0.00025723i,-0.0001863+0.00022515i,-0.00041171+5.0891e-06i,-0.00038963-8.5738e-05i,-0.00087155-0.00039975i,-0.00053412+0.00016022i,-0.00024606+0.00048161i,-0.00018056-0.00019436i,0.00064748-0.00058584i,0.00044436-0.0004825i,-5.7351e-05-0.00044189i,6.99e-05-0.00036029i,-0.00012203+0.00087643i,-0.00035212+0.0016406i
