0.0033669+0.0015915i,0.0041021-0.00051978i,0.0012885-0.0049363i,-0.0014902-0.0044498i,-0.0034165-0.0012472i,-0.0034624+0.00053933i,-0.00075834+0.00083509i,0.0010548+0.00010311i,0.0014366+7.6062e-05i,0.00081089-0.0002895i,-0.00028428-0.00090688i,-0.0010308-0.00053243i,-0.0011249+0.00059115i,-0.00092425+0.0013264i,-0.0018042+0.0010825i,-0.0020323+0.00053041i,-0.00060704-9.7418e-05i,0.00091251-7.1314e-05i,0.00060975+0.00073729i,-0.00044479+0.00044916i,-0.00045021-0.00011087i,-4.061e-05-0.00046181i,-2.956e-05-0.00079211i
0.0030194+0.00073979i,0.0028948-0.00060833i,0.0020396-0.0026288i,0.0020936-0.0029004i,0.0026131-0.0018602i,0.0035784-0.00044712i,0.0026181+0.0010994i,0.00079081+0.0024814i,0.00076027+0.0035357i,0.0016935+0.00263i,0.0016207+0.00070536i,0.00012185-0.00033007i,-0.0004169-0.00061531i,0.00011273-0.00067009i,0.00016623+0.00043326i,-0.00011568+0.0017833i,-0.00078365+0.0017782i,-0.00090757+0.0013169i,-0.00060016+0.00034707i,-0.00014711-0.00035226i,0.0005394-0.00040317i,0.00079824-0.00063767i,0.00092496-0.00053324i
0.003969-0.00081341i,0.0028185-0.0025549i,0.0025261-0.0037756i,0.001133-0.00313i,-0.00080807-0.0023169i,-0.00069405-0.0007247i,0.00047946+0.00080883i,0.00043722+0.0018315i,-0.00084434+0.0018172i,-0.0020477+0.0018437i,-0.0019827+0.0021326i,-0.0014473+0.0023363i,-0.0012207+0.0016036i,-0.0011078+0.0010096i,-0.0015845+0.0015636i,-0.0012036+0.0019573i,-0.00039547+0.00037957i,-0.00021255-0.00043296i,0.00019825+0.00060396i,0.00045706+0.00046235i,0.0014782-0.00030633i,0.002051-0.00097705i,0.0011255-0.0012527i
-0.0021472-0.0012741i,2.8485e-05-0.0028057i,0.00053739-0.0021304i,0.00083504-0.00056295i,0.0016408+0.00023502i,0.0025456+0.0004491i,0.0024926+0.00081768i,0.00050199-8.4479e-05i,-0.0021279-0.0011344i,-0.0031766-0.00094251i,-0.0024775-0.0010277i,-0.0016134-0.0001988i,-0.00059443+0.00083121i,0.00064929+0.0001283i,0.00023094+0.00019442i,-0.00025164+1.4231e-05i,0.00053433-0.00096206i,0.00064699-0.00099007i,0.00038356-7.4462e-05i,5.1762e-05+0.00028482i,-0.00051105+1.0218e-05i,-0.00046907+9.798e-05i,-2.8713e-05+7.2727e-05i
0.0018441-0.0035253i,0.0035585-0.0019636i,0.0032045-0.00032688i,0.0014113+0.00022744i,0.001267-7.1986e-05i,0.0025582-0.00095919i,0.0030685-0.0016627i,0.0026293-0.0018468i,0.0026332-0.0010606i,0.0022312-0.00045646i,0.0010069-0.0018493i,0.00032928-0.0018535i,0.00074614-0.00033583i,0.0005543-0.00025238i,-0.0001829-0.00044189i,-0.00027578-0.00079316i,7.9214e-06-0.00079926i,0.00013397-0.000251i,-0.00019004+4.5481e-06i,-0.00012234-0.00010701i,2.8954e-05-0.00039976i,-5.9763e-05-0.0004717i,5.2741e-05-0.00037379i
0.0054984+0.0013244i,0.0049168+0.0018373i,0.0024948+0.0012019i,0.00061877+0.0011264i,-0.00010017+0.0011583i,-7.7979e-05+0.0012339i,0.00065807+0.00044088i,0.00045198-0.00015579i,0.00010352+0.00073549i,0.00074457+0.0010547i,0.0016038+0.00027245i,0.0015331+0.00018649i,0.00037518+0.00020675i,-0.00024375-0.00039362i,-0.00023312-0.00069547i,-0.001047-0.00059667i,-0.0013791-0.0004579i,-0.00036397-5.8249e-05i,-1.2949e-05-0.00014692i,0.0002148-0.00064938i,0.0002171-0.00078292i,-0.0001154-0.00037362i,1.394e-05+0.00014338i
-0.0042975+0.002337i,-0.0055043+0.0013842i,-0.0037998+0.0011485i,-0.0014125+0.00088334i,0.00026619+0.0010301i,0.00065958+0.0011294i,-0.00096661+0.0005601i,-0.0026589+0.00091436i,-0.0039239+0.0021044i,-0.0030792+0.0015219i,-0.00083499+0.00020059i,-1.3646e-06+0.00045223i,-0.00029624-0.00018878i,-0.00045208-0.0013006i,0.00026148-0.00087366i,0.00025436-0.00060375i,-0.00065579-0.00055998i,-0.00016718-9.0507e-05i,0.00010643-0.00018495i,0.00019281-0.00084738i,-0.00013171-0.0015287i,0.00013741-0.00068561i,0.0016766+0.00064983i
0.0014481-0.003419i,0.0020654-0.0037378i,0.00087676-0.0027262i,-0.00081067-0.0021054i,-0.0011553-0.0014524i,-0.001005-0.00049049i,-0.00013027+0.00059839i,0.00083247+0.0011141i,-0.00026251-0.00030558i,-0.0023652-0.0014122i,-0.0021337-0.0013531i,-0.0010901-0.00029449i,-0.0008107+0.00026121i,-0.0012069+0.00017042i,-0.0013135+0.00023686i,6.9712e-05+0.00048988i,0.00040451+2.0485e-06i,0.00043113-0.00010601i,0.0012152+0.00086634i,0.0016735+0.0011343i,0.0012942+0.0011515i,0.00063481+0.0011912i,0.00089945+0.0011068i
0.0038576-0.0035456i,0.0036904-0.0046572i,0.0023524-0.0040714i,0.0025388-0.0007822i,0.0032536+0.0016817i,0.0035966+0.0028865i,0.0026939+0.0029264i,0.0022691+0.0018326i,0.0027553+0.0011897i,0.0022596+0.00074694i,0.00047234+4.5639e-05i,-0.00093154-0.00041041i,-0.00078663-0.00036701i,0.00039491+9.6587e-05i,0.0010784-2.9747e-05i,0.00078356-0.00028547i,0.00066058-0.00054755i,0.00074014-0.00083459i,0.00031635-0.00010287i,-0.00033377+0.00038183i,-0.00098622+4.898e-05i,-0.0017074-4.7271e-06i,-0.0015474-1.9049e-05i
0.0015166+9.7936e-05i,0.0013423+0.00012182i,0.00029763+0.00043324i,-0.00045654+0.00042907i,-0.00039202+0.00049143i,0.001938-7.6316e-05i,0.0045015-0.0013859i,0.0048221-0.00095155i,0.0034726+0.00028443i,0.0022207+0.0011495i,0.0019433+0.0010492i,0.0016962+0.0004498i,0.0012915+0.0010476i,0.00090644+0.0012899i,0.001171+0.00022012i,0.0011729-0.00069554i,0.00088723+0.00044913i,0.0010992+0.001714i,0.0012961+0.0010963i,0.001241+0.00054743i,0.00088481-0.00035644i,0.00043497-0.0010809i,0.00051135-0.00050692i
-0.0039373+0.00093665i,-0.0028987+0.00098234i,-0.0021659+0.00012652i,-0.0019449+7.7097e-06i,-0.001849+0.00084346i,-0.0014244+0.00058879i,-9.0656e-05-0.00021865i,-5.3512e-05-0.0010576i,-0.0010717-0.0010245i,-0.00050616-0.00017616i,0.0010126-0.00026398i,0.00094463-0.00074344i,-0.00040041-0.00081333i,-0.00051045-0.00052265i,9.6406e-05-0.00039058i,0.00043743-0.00053679i,0.00090164-0.00080666i,0.0013373-0.00011468i,0.001477+0.00079312i,0.0014089+0.0011215i,0.0015606+0.00097361i,0.0013028+0.00088172i,0.0007123+0.00050467i
0.0017147-0.0088903i,0.0016281-0.0096029i,0.00089629-0.0079772i,6.15e-05-0.0055287i,0.00058583-0.0041893i,0.0013675-0.0031105i,0.00049731-0.0028304i,-0.0010359-0.0034029i,-0.0016307-0.0035321i,-0.00070179-0.0024469i,-0.00024584-0.0012323i,-0.0008466-0.00017348i,-0.00056331-0.00033489i,0.00023501-0.00089034i,0.00076045+0.00046891i,0.00040662+0.0014126i,-3.4922e-05+0.000978i,-0.00015244+0.00055154i,-5.771e-06+0.00085454i,0.00041573+0.001355i,8.7506e-05+0.0012801i,-0.00041245+0.0011629i,-0.00038524+0.0010442i
0.0066969-0.0015369i,0.0050488-0.0020124i,0.0021634-0.0035922i,-0.00045501-0.0035564i,-0.00064785-0.0014316i,-0.00011134+0.00097297i,0.0006712+0.0014244i,0.0015844+0.00073927i,0.0014151+0.0005318i,0.00043683-2.6246e-05i,-0.00079373+8.6334e-05i,-0.0017619+0.0005892i,-0.00053738+4.1334e-05i,0.00054093+0.00044369i,0.00021788+0.0013898i,0.00066349+0.0011698i,0.00072747+0.00092728i,3.8398e-05+0.0012412i,-6.3258e-05+0.0015335i,-0.00022029+0.001434i,-0.0010207+0.00057693i,-0.0021352+0.00026505i,-0.001991+0.00051303i
0.0016968+0.0061526i,0.0041777+0.0048545i,0.006463+0.0022224i,0.0053572+0.00058659i,0.0031201+0.00075153i,0.0015214+0.0024128i,0.00085743+0.0044635i,0.00043328+0.005949i,0.00073431+0.0053064i,0.00052396+0.0029154i,-3.875e-05+0.0001185i,-0.00016202-0.0010508i,-0.00094081-0.00046501i,-0.001288-8.9646e-05i,-0.00079298+0.00014696i,-0.00030229-9.1732e-05i,0.00072792+0.00019548i,0.00033615+0.001426i,-0.00095342+0.0017181i,-0.0020195+0.0018488i,-0.002179+0.0017244i,-0.0015814+0.0010014i,-0.0011539+0.00016766i
-0.0043532-0.005219i,-0.0042402-0.0046842i,-0.0016559-0.0025608i,0.0013405-0.00054328i,0.0015004+0.0010399i,0.0013381+0.0020089i,0.002456+0.0024669i,0.0027326+0.0020237i,0.00066889+0.0011691i,-0.00032854+0.00065496i,0.0012868+2.4243e-05i,0.0020657-0.00099542i,0.0012656-0.00065612i,0.00066394+0.00080525i,0.00060594+0.00096646i,0.00035841+0.00033125i,0.00028509+0.00048204i,-0.00019775+0.00086699i,-0.0010734+0.00072958i,-0.001901+0.00085134i,-0.0021757+0.00057646i,-0.001115-0.00039454i,-0.00018635-0.00042097i
0.0016559-0.0040828i,-0.00083453-0.0042792i,-0.00072135-0.0022261i,0.0012863-0.00039227i,0.0020277-0.00025751i,0.0017085+0.00031425i,0.0016372-0.00048472i,0.0016017-0.0030007i,0.0011215-0.0041046i,0.0011497-0.0021924i,0.0016797-0.00037358i,0.0015984-0.00019651i,0.00097768+0.00041379i,0.00037202+0.00092252i,-0.00019674-2.6135e-05i,-0.00084733+0.0001241i,-0.0012208+0.0010118i,-0.001471+0.001216i,-0.00081589+0.00095957i,-0.00078791-8.5285e-05i,-0.00067183-0.00042311i,-0.00018435-0.00013205i,-0.00068676-0.0005169i
0.0021188+0.0013502i,0.0041726+0.0014674i,0.0042629+0.0026221i,0.0021925+0.0039963i,0.0012536+0.0021218i,0.0022489-0.00086148i,0.002457-0.0034313i,0.0012277-0.0051946i,0.00025589-0.0038098i,-0.00044919-0.0006955i,-0.0019119-5.8837e-05i,-0.0017995-0.00025348i,-6.0514e-05-0.00020095i,0.00079771-0.00090226i,0.00063766-0.0011228i,-3.8137e-05-0.00057899i,-0.0007948+0.00029833i,-0.0007553+0.00063429i,-0.00046777+0.00034448i,-0.00068277-1.6453e-05i,-0.00033883-0.00044334i,-0.00060068-0.00075004i,-0.0013148-0.00075804i
0.00026716-0.0015294i,0.0034709-0.002236i,0.0044334-0.0018595i,0.0021952-0.0013926i,0.00083853-0.0012305i,0.00057753-0.00089042i,0.00052405+8.6104e-06i,-0.00024843+0.0010611i,-0.0017378+0.0020361i,-0.0022366+0.0010955i,-0.0023367-0.0011931i,-0.0021561-0.0017802i,-0.0007264-0.00088986i,0.00020241-0.00091757i,-0.0005046-0.0016024i,-0.0010705-0.0012983i,-0.00047789-0.00058473i,-5.3309e-05-0.00081256i,-0.0010783-0.0012565i,-0.001129-0.0013814i,-0.0010406-0.00092168i,-0.0012513-0.00049478i,-0.00059138-0.00013701i
5.1352e-05-0.0043351i,-0.002309-0.0020678i,-0.0046913+0.0003144i,-0.0035624+0.00075118i,-0.0011594+0.00075416i,-0.00010627+0.0013831i,-0.0013999+0.0020941i,-0.0030303+0.0031319i,-0.0037505+0.0033392i,-0.0030943+0.0019683i,-0.00061037+0.00069791i,0.00081117-0.00042303i,-0.00030412-0.00049508i,-0.00060721-0.00018604i,0.0002215-0.00057544i,-0.00052149-0.0011793i,-0.001155-0.0010344i,-0.0011216-0.00049166i,-0.0013091-0.00089232i,-0.0013657-0.001097i,-0.0013694-0.0013145i,-0.00064916-0.0009937i,-8.816e-05+0.00016761i
0.0041161-0.0020138i,0.0030818-0.0019015i,0.001015-0.0026143i,-0.00076664-0.0016911i,-0.0016052+0.00077165i,-0.0010747+0.0023334i,0.00050798+0.0027042i,0.0015055+0.0029791i,0.002041+0.002675i,0.0017165+0.002553i,0.001165+0.0031703i,0.0015352+0.0024823i,0.00067447+0.0016197i,-0.00079101+0.00141i,-0.00041633+0.0012224i,0.00028722+0.00030663i,0.00017795+0.00026164i,8.5757e-05+0.00035405i,-0.00025542-0.00037454i,0.00019462-0.0014564i,0.0011407-0.0020148i,0.0015086-0.0017282i,0.0007037-0.0011896i
-0.0025042-0.0013752i,-0.0037584-0.0039396i,-0.0038679-0.0045659i,-0.0015039-0.0026281i,0.0012893-0.00089441i,0.0031983-0.00078289i,0.0047777-0.00041647i,0.0054601+0.00010622i,0.0051267+4.1641e-05i,0.002242+0.0009368i,-0.00092878+0.0017534i,-0.001983+0.00088942i,-0.0012855-0.00032529i,-0.00038816-0.00093277i,0.00021226-0.0013676i,0.00057879-0.0012451i,-0.00024969-0.00099633i,-0.00096472-0.001021i,-3.239e-05-0.0013293i,0.001022-0.00097656i,0.0010215-0.00079376i,0.00050188-0.00099423i,0.00011941-0.0015637i
-0.00066638-0.00036488i,-0.00056507-0.00055588i,0.00058944-0.00085206i,0.0010386-0.00081279i,0.001964-0.0011664i,0.0037233-0.0023943i,0.0031657-0.0024711i,0.0015939-0.0010744i,5.4024e-05+0.00014229i,-0.00046805-0.0016277i,-0.00049674-0.0046195i,-0.0014117-0.0040921i,-0.0010096-0.0019364i,0.00069665-0.0010524i,0.0019888-0.0012989i,0.0016143-0.0012672i,0.0007123-1.9924e-05i,0.00066162+6.4804e-05i,0.0003926-0.0010129i,0.00063265-0.00099693i,0.0014328-0.00049915i,0.001518-0.0004279i,0.00091266-0.00093438i
0.0032622-0.00049202i,0.0063858-0.00062914i,0.0064035-0.0003358i,0.0025771-0.00013462i,0.00035696+0.0013786i,0.00062003+0.0020432i,0.00037362-0.00059929i,-0.0021989-0.0028648i,-0.0053033-0.0039838i,-0.0048724-0.0047427i,-0.0013041-0.0047591i,0.00073212-0.0033391i,0.0016688-0.001065i,0.0026013+0.00019167i,0.0021932+0.00020093i,0.0012291-0.00033953i,0.0015245-4.3145e-05i,0.0013722+0.00043893i,0.00051417+0.00034323i,0.00025589+0.00013678i,0.00041461-0.00018014i,0.00021592-0.00016236i,0.001601+1.5516e-06i
0.0016581+0.0036904i,0.0032876+0.0011839i,0.0046604+0.0010307i,0.004275+0.00067872i,0.0035541-0.0016293i,0.0023808-0.0024645i,-0.00065575-0.0014545i,-0.0035472-0.0009403i,-0.0036536+0.00067368i,-0.0012448+0.0018764i,0.00050161+0.0020964i,0.00046571+0.0019495i,0.00060666+0.00015584i,0.00052932-0.0010289i,0.00038906-0.0014036i,0.0012242-0.0012333i,0.001428-0.00037557i,0.0010106-0.0001346i,0.00047698+8.8203e-05i,-8.1959e-06+0.0001832i,0.00048926-0.00046255i,0.0011533-0.00078182i,0.0007796+5.6766e-06i
-0.0010769-0.0018118i,-0.0013533-0.00080907i,-0.00096305+0.00012943i,-0.00085931-0.00010791i,-0.0012164-0.00022991i,-0.0018207+0.0012655i,-0.000302+0.0024765i,0.0013683+0.0032805i,0.0013684+0.0048791i,0.00031667+0.005329i,-0.00013157+0.0052179i,0.00023709+0.0044632i,-0.00072296+0.0019121i,-0.0024309+0.0001444i,-0.0024912+0.00061322i,-0.0012381+0.00055002i,0.00022709-4.8932e-05i,0.00031935-0.00011663i,7.9854e-05-0.00016069i,0.00048339-2.5358e-05i,0.0009497+0.00057484i,0.00084293+0.00080846i,0.00088962-0.00029249i
0.002019+0.001125i,0.0022788+0.0012713i,0.0025842+0.0016967i,0.0031033+0.0025258i,0.0035549+0.0017441i,0.0030521+0.0016492i,0.002174+0.0041598i,0.00095279+0.0061176i,8.3845e-05+0.0051737i,0.00094637+0.0023136i,0.0016754-0.00038855i,0.00043864-0.0026552i,-0.0010382-0.0033274i,-0.00052992-0.002439i,0.00090361-0.0014015i,0.00094798-0.00029185i,0.00017497+0.00041569i,-0.00018727+0.00011292i,-0.00079014-0.00023973i,-0.0019079+4.5389e-05i,-0.0018236-0.00018123i,3.481e-05+0.00012007i,0.0014665+0.00057461i
0.0037483+0.0018967i,0.0035982-0.0003381i,0.00099772-0.0013082i,-0.00049572-0.00024781i,0.00071853+0.00059564i,0.002121+0.00078031i,0.003241+0.00048352i,0.0034962-0.0011674i,0.0034976-0.0033178i,0.0044432-0.0052304i,0.0048691-0.0060195i,0.0040726-0.0045125i,0.0031186-0.0013285i,0.0022265+0.001509i,0.0015466+0.0021028i,0.0010875+0.0013942i,0.00035324+0.0019157i,0.00033864+0.0018732i,-1.002e-06+0.00061387i,-0.00058181+0.00016366i,-0.00078642-0.00021968i,-3.5203e-05-0.00012253i,0.000832+0.0012935i
-0.0019755-0.0036285i,-0.0015382-0.0048695i,-0.00074987-0.0038498i,3.3468e-05-0.0020204i,0.00073778-0.00091502i,0.001529-0.00037541i,0.0021625-0.0019081i,0.0019746-0.0049379i,9.5633e-05-0.0055556i,0.00058125-0.0031238i,0.0026113-0.00070745i,0.0026491+0.0012656i,0.0012258+0.0031417i,0.00022294+0.0026036i,7.3519e-05+0.00049497i,-0.00056851-0.00029574i,-0.00058991+0.001027i,-0.00099109+0.0013294i,-0.0013077+0.00063713i,-0.00091967+0.00093932i,-0.0010951+0.00098217i,-0.00091742+0.00070845i,-0.00058707+0.0006142i
0.0063477-0.0021752i,0.0068371-0.0026234i,0.0032045-0.00085062i,0.00037717+0.00069117i,0.00096974+0.00020927i,0.0019412-0.0013971i,0.0012943-0.0034663i,-0.00025155-0.0033751i,-0.001972-0.00063986i,-0.0041244+0.0021847i,-0.0052704+0.0038341i,-0.0046514+0.0038286i,-0.003725+0.0021378i,-0.0035935+0.00049166i,-0.0026891-0.00080617i,-0.0014034-0.0014039i,-0.00075276-0.00045728i,-0.00064878+0.00094145i,-0.0002469+0.00083278i,-0.0001491+0.00034508i,-0.00091965+0.00040667i,-0.00062258+1.7722e-05i,5.5686e-05-0.00079237i
0.0025802+0.0035396i,0.0045966+0.003469i,0.0039138+0.0014625i,0.0009781+0.00010521i,-0.00091296+0.001042i,-0.0010936+0.0026099i,-0.00041326+0.0032737i,-0.0021454+0.0042479i,-0.0048047+0.0050117i,-0.0058622+0.0037108i,-0.0051462+0.0011027i,-0.0028623-0.0011142i,-0.0011226-0.0027399i,-0.00071623-0.0038871i,-0.00046283-0.0030699i,-0.00050044-0.0014291i,-0.00059132-0.00089631i,0.00023372-0.0010633i,0.00080178-0.0012412i,0.00091129-0.0010589i,0.0011894-0.00026842i,0.0004813+0.00082849i,0.00047682+0.00073753i
-0.0043073-0.0043122i,-0.0045759-0.0053984i,-0.0036767-0.0062146i,-0.002171-0.0040945i,-0.00096804-0.0011246i,0.0010068+0.00071058i,0.0021206+0.0016547i,0.0012053+0.0016317i,0.00073573+0.00086454i,0.0018572-7.3866e-05i,0.0042871-0.0012189i,0.0057586-0.0016553i,0.005883-0.0013371i,0.0046916+0.00011156i,0.0017965+0.0012609i,0.00065318+0.00043564i,0.0011019-0.0009859i,0.0018461-0.0016804i,0.0021394-0.00087641i,0.0016425-0.00034206i,0.00084879-0.00032774i,-0.00071993+0.00035081i,-0.0012434+0.0012803i
0.0026678-0.0020067i,0.0021956-0.0015534i,0.00016396-0.0007384i,-0.00093173-0.0009814i,-0.00085751-0.0018801i,0.00052583-0.0017159i,0.0028711-0.0014732i,0.0049781-0.0013287i,0.0067629-0.0011528i,0.0084262-0.00075221i,0.0081358+0.00053092i,0.0062624+0.0020177i,0.0038118+0.003156i,0.0018631+0.0040287i,0.0010713+0.0028654i,0.00014147+0.0009228i,0.00044212-0.00013557i,0.00096369+0.00018065i,-0.00025514+0.00053341i,-0.0010246-0.00027999i,-0.00020805-0.00020741i,0.00042247+0.00071429i,-0.00025541+0.00067689i
0.0071497-0.0029392i,0.0091352-0.0064242i,0.0070213-0.0062653i,0.0024602-0.00188i,0.00028036+0.0016958i,0.0019284+0.0041361i,0.0047952+0.0041117i,0.0052383+0.0015782i,0.0028673-0.00025022i,-0.0010036-0.00033236i,-0.0038456+0.0011344i,-0.0046163+0.0029322i,-0.0057301+0.0034093i,-0.0058593+0.0026601i,-0.0032659+0.0010274i,-0.00054539-0.00049809i,0.00021806-0.00093393i,0.00070559-0.00056116i,0.00053644+5.757e-05i,-0.00022415+0.00094328i,-0.00019191+0.00066236i,8.0307e-05+5.0449e-05i,-3.2432e-06-0.0010814i
-0.00041424-0.0044288i,-0.0012915-0.0065633i,-0.00099801-0.0066765i,0.00094914-0.0041639i,0.0011214-0.0025056i,0.00085014-0.0023551i,0.00044404-0.0021195i,-0.0012622-0.0014257i,-0.0046958-0.0019939i,-0.0077742-0.0024881i,-0.0087924-0.0018044i,-0.0073291-0.0015829i,-0.0041386-0.0029175i,-0.0015275-0.0036403i,0.00032346-0.0028052i,0.001085-0.0022408i,0.0012104-0.0020673i,0.00071998-0.0014827i,0.00018859-0.0013799i,0.0003662-0.0011941i,0.00043306+0.00029744i,0.00045901+0.001076i,0.00081924+0.00068463i
0.0065973-0.0016954i,0.0095573-0.0021762i,0.0079685-0.0045164i,0.0032943-0.0043313i,-0.00021448-0.00069915i,0.00024495+0.0035122i,0.0010566+0.0029361i,-0.0021253-0.00063564i,-0.0056235-0.0019142i,-0.0057692-0.0011632i,-0.0032886-0.0016325i,-0.0002176-0.0021259i,0.0024433-0.00051099i,0.0042979+0.001065i,0.003812+0.0019999i,0.0022673+0.00218i,0.0019764+0.00081721i,0.0027318+5.7431e-05i,0.0030035+0.00089563i,0.0022611+0.00090983i,0.0014357+0.00021094i,0.00096816-7.4183e-05i,0.000318+0.00038694i
-0.0061529+0.026727i,-0.0014286+0.032813i,0.013158+0.035051i,0.020066+0.019257i,0.020869+0.0012233i,0.011756-0.011546i,-0.0015151-0.0085774i,-0.0060349+0.00083775i,-0.002954+0.0079343i,0.0060891+0.0089535i,0.010393+0.0037783i,0.0070192-0.00084448i,0.0035501-0.0034337i,0.0021885-0.0071764i,0.002878-0.010585i,0.0031541-0.0082048i,0.0030977-0.0029339i,0.0013582-0.00072493i,-0.0027873-0.00053384i,-0.0050572+0.001421i,-0.0041793+0.0029756i,-0.0016015+0.0027767i,-8.6597e-05+0.0010719i
0.00019368+0.0015199i,-0.0015747+0.0015958i,-0.0010727+0.0029694i,-0.0014254+0.0032912i,-0.0019606+0.0020101i,-0.0025469+0.001902i,-0.001934+0.0036336i,0.00065034+0.0046299i,0.0016205+0.0048625i,0.0011972+0.0051623i,2.0596e-05+0.0040762i,-0.0026247+0.0026835i,-0.0051302+0.0025021i,-0.0059119+0.0032006i,-0.0044396+0.0023662i,-0.0025804+0.00042347i,-0.00128+0.00063991i,-0.00033042+0.00092031i,-0.00067388+0.00070436i,-0.0018518+0.00050146i,-0.0014879+0.00059518i,9.2149e-05+0.0002566i,0.00027099-0.00034623i
-0.0017879+0.0018151i,-0.001976+0.0031521i,-0.00071334+0.0024616i,0.00081317+0.0014753i,0.0037222+0.0014721i,0.005479+0.0007118i,0.0043276-0.00016586i,0.0017237-0.00048053i,-0.00071668-0.0015471i,-0.0018274-0.0038959i,-0.0026762-0.0063154i,-0.0033338-0.0073442i,-0.0037724-0.0074591i,-0.0034515-0.0064004i,-0.0008442-0.0041449i,0.0010803-0.0022686i,0.00070536-0.0010339i,0.00013107-0.00023567i,-0.00062352-0.00046059i,-0.0015845-0.00046422i,-0.0015728+0.00029997i,-0.00098829+0.0013517i,0.00014878+0.0011818i
0.0064225+0.0023119i,0.0065429+0.00076487i,0.0063941-0.0012392i,0.0040727-0.0036351i,0.00026447-0.004117i,-0.0030814-0.003196i,-0.003586-0.0024836i,-0.0019644-0.0035898i,-0.00099738-0.0049518i,-0.00044414-0.0059379i,-0.00042533-0.0073455i,-6.0291e-05-0.0074785i,0.0012452-0.0057217i,0.0015653-0.0047999i,0.00021845-0.0039856i,-0.00065369-0.0021838i,0.00042481-0.00074367i,0.0013877+0.00036469i,0.0016585+0.00038864i,0.0015058+0.00032155i,0.00034536+0.0010073i,-0.00072106+0.0015921i,-0.0017569+0.0018765i
0.00077691-0.0019118i,0.0012018-0.0044939i,0.00076518-0.0033538i,-0.00023084-0.0017275i,-8.1636e-05-0.00018922i,0.00087821+0.0015777i,-0.00010385+0.0017324i,-0.0014954-0.0004492i,-0.0018045-0.00048142i,-3.6262e-05+0.0012146i,0.0022367+0.0025227i,0.0021834+0.0037656i,0.0020295+0.0051664i,0.0019499+0.0053396i,0.00011848+0.003464i,-0.0016702+0.0023412i,-0.0014035+0.0020606i,-0.00043901+0.0015859i,0.00031011+0.0014027i,0.00087571+0.0015249i,0.00054985+0.00062919i,-0.00076118-0.00012195i,-0.0011798-0.0001405i
0.0023813+0.0012895i,0.001171-0.00083256i,-0.00030963-0.0025784i,0.00087369-0.0027973i,0.0031942-0.0025943i,0.0042249-0.0028388i,0.0038282-0.0017504i,0.0017178+0.0008847i,-0.00022382+0.0033221i,-0.00045185+0.004548i,-0.0007764+0.0044895i,-0.0028956+0.0037771i,-0.0047854+0.0033779i,-0.0053755+0.0018553i,-0.0048061+0.00032978i,-0.0032465+0.00061274i,-0.002472+0.0014357i,-0.0026928+0.0020993i,-0.0026368+0.0026307i,-0.0017881+0.0017385i,-0.0003918+6.0665e-05i,-1.9241e-05-0.00075895i,-0.00072112-0.00093804i
-0.0010849+0.00062909i,0.000811+0.003515i,0.0027048+0.0019978i,0.0017443-0.00041182i,0.00064364-0.00082064i,0.0012104-0.00071838i,0.0015833-0.0012601i,-2.4688e-05-0.0022342i,-0.00028557-0.0021379i,0.00013011-0.0020315i,5.2087e-05-0.0031999i,-0.00050727-0.0044597i,-0.0025804-0.0060026i,-0.003974-0.006173i,-0.0026243-0.0039558i,-0.00090294-0.001708i,-0.0016837-0.00069923i,-0.0021781-0.000539i,-0.00040859-0.00073839i,0.00095699-0.00088928i,0.00058435-0.00087209i,-0.0011659-0.00063535i,-0.0019556-0.00016354i
0.0013301-0.0055014i,0.0009329-0.0047087i,0.0013487-0.0018996i,0.0012249-0.00096546i,0.0012063-0.0018159i,0.0021256-0.0019921i,0.0025151-0.0024009i,0.0020142-0.0038291i,0.0024827-0.0048455i,0.0033612-0.0057973i,0.003751-0.006773i,0.0041244-0.0060788i,0.0047186-0.0046839i,0.004678-0.0042156i,0.0042718-0.0032951i,0.0031515-0.0023592i,0.0010935-0.0019325i,-0.00032388-0.0015087i,0.00034811-0.00052209i,0.00071259-9.4559e-05i,-0.00054762-0.0012625i,-0.0016669-0.0018506i,-0.0014227-0.0012965i
0.0052268+0.001368i,0.004594-0.00084724i,0.0015952+0.00016649i,0.0016199+0.00048855i,0.0032934-0.00135i,0.0016632-0.0032001i,3.9401e-05-0.0032462i,0.0011298-0.0034892i,0.0022631-0.0029591i,0.0028613-0.00095756i,0.0024727+0.00030315i,0.0014992+0.0014947i,0.0016597+0.0034334i,0.001738+0.004094i,0.0011737+0.0022764i,0.0012034-0.00056275i,0.00095288-0.0016723i,0.00047562+0.00017534i,0.00027375+0.001985i,0.00057965+0.0017959i,0.00010113+0.0002594i,-0.0005567-0.0015962i,-0.00090206-0.0020509i
-0.0053347+0.0016275i,-0.0038469+0.0034479i,-0.00044025+0.0014121i,0.0014977+0.00068145i,0.0016086+0.0018995i,0.001617+0.0028377i,0.00056142+0.0026887i,-0.0013216+0.002553i,-0.0029047+0.0029959i,-0.0034173+0.0029225i,-0.0034079+0.0018623i,-0.0037539+0.00075693i,-0.0045175+0.00058521i,-0.0039099+0.00019805i,-0.0020552-0.00089589i,-0.0013455-0.0014354i,-0.00038357-0.00071954i,-0.00011593+8.3089e-05i,-0.0010084+0.00065083i,-0.00084591+0.00061367i,9.6678e-05-0.0003127i,0.00037787-0.00080038i,0.00084904-0.0012072i
