-0.0029124-0.00050518i,-0.0020805-0.0023784i,-0.0021753-0.0030663i,-0.0024979-0.0022025i,-0.0020361-0.00062273i,-0.0019314+0.00063261i,-0.0014769+0.0012424i,0.00056485+0.0010003i,0.0015829+0.00045976i,0.00028204-0.00019834i,-0.00045282-0.00085566i,-0.00010234-0.00088238i,-0.00068092-0.00028967i,-0.0013388+0.00079537i,-9.767e-05+0.0016558i,0.00088207+0.00092059i,0.00011147-8.9997e-05i,-0.00038053-0.00038544i,0.00043665-0.00068448i,0.0009211-0.00094764i,0.00060704-0.00050529i,-0.00027056-0.0002833i,0.00010952-0.0002357i
0.0024876-0.0019079i,0.0020433-0.0018655i,0.0015815-0.00053667i,-0.00029284-0.00017568i,-0.0010667-0.00092395i,-0.00045198-0.00078444i,-0.00023107+1.4402e-05i,0.00030496+0.00029773i,0.00036046-0.0012639i,-0.0008465-0.0026609i,-0.0022966-0.0015848i,-0.0024843+0.00038188i,-0.0021182+0.00090506i,-0.0019614+0.0012394i,-0.0019834+0.0028113i,-0.0014676+0.0027402i,-0.00045588+0.0012866i,0.00048025+0.00054413i,6.7964e-05+0.00073507i,-0.00072221+0.0009494i,-0.00082053+0.00057321i,-0.00062043+0.00048345i,-0.00056223+0.00067884i
-0.0014187+0.00074302i,-0.0015758+0.00049672i,-0.0019012+0.00027543i,-0.00069907+0.0001807i,0.00019773+1.1253e-05i,0.00016956-0.00022446i,0.00027785+1.9202e-05i,-0.00013495+0.00084921i,-0.0011388+0.001718i,-0.001994+0.0025655i,-0.0012946+0.0043523i,-3.9122e-05+0.0047875i,0.00046176+0.0029739i,0.0014725+0.0022298i,0.0024396+0.002101i,0.0021757+0.00024358i,0.0014519-0.0013355i,0.001243-0.00072048i,0.0013164+0.00084152i,0.00090523+0.0014242i,0.00053826+0.00077906i,0.00078946+0.0007658i,0.00028445+0.0013691i
-0.0013191+2.8513e-05i,-0.0020186-0.00069923i,-0.002543-0.001159i,-0.00073231-0.0010443i,0.00024871-0.0010251i,-4.1604e-05-0.0011481i,-7.1443e-06-0.00079151i,0.00093282+0.001062i,0.0016247+0.0028923i,0.0025731+0.0042009i,0.0039332+0.0044195i,0.0042438+0.0036098i,0.0040629+0.0032466i,0.0038183+0.0023716i,0.0035589+0.0010965i,0.0038711+0.00041723i,0.0028856+0.00023711i,0.0016891+0.00029218i,0.0010074+0.00035685i,0.00063882+0.00056183i,0.00042525+0.00075794i,0.00060128+0.00035002i,0.00089636+0.00061222i
0.00089733-0.0031723i,0.00077008-0.0032588i,0.0015775-0.0038128i,0.0010675-0.0023081i,0.00049944-0.00084209i,0.00081204-0.00017346i,0.00055128+0.0011539i,-5.8644e-05+0.0024429i,0.00096702+0.0025493i,0.0036834+0.0019804i,0.0056917+0.000884i,0.0048663+0.00029763i,0.0025034+0.0006064i,0.00071322+0.0005567i,-0.00063711+7.7277e-05i,-0.00069443+0.00044268i,2.7467e-05+0.0013242i,0.00012457+0.0013521i,-6.8629e-05+0.00025659i,-0.0002095+1.5506e-05i,0.00032599-9.064e-05i,0.00058978-0.00022147i,0.00039024+0.00038324i
-0.00074429+0.0011434i,-0.00085408+0.0019622i,-0.0014691+0.0033904i,-0.001144+0.0035278i,-0.0010215+0.0022287i,-0.0012643+0.0010866i,-0.00076392+0.0016941i,0.00061423+0.0022931i,0.0022396+0.00077253i,0.0043386-0.001316i,0.004402-0.0028355i,0.0011252-0.0032588i,-0.0011096-0.0025297i,-0.0013995-0.0022514i,-0.0019669-0.0030684i,-0.0023114-0.0026944i,-0.0019396-0.0019107i,-0.0012374-0.0011716i,-0.0011914+0.00016642i,-0.00082609+8.2964e-05i,0.00041803-0.00072615i,0.00094634-0.00079928i,0.00048966-0.00042924i
-0.0015975-0.0020925i,-0.0024568-0.0010741i,-0.0029513+0.00052386i,-0.0027902+0.00023986i,-0.0012317-6.4445e-05i,-0.00069236+0.00064844i,-0.0014013+0.00071862i,-0.00035123+0.0002503i,0.0004773-0.00053794i,-0.00029404-0.0016601i,-0.0021279-0.0025123i,-0.0038759-0.0021822i,-0.0036554-0.0016577i,-0.0027248-0.0013535i,-0.0022076-0.00040652i,-0.0011499+0.00010332i,0.00056498-0.00043731i,0.0015904-0.00059943i,0.0012729+0.00063093i,0.00067374+0.0010812i,0.00020015+0.00081482i,-0.0014593+0.00016271i,-0.0019143-0.00084702i
-0.00049581+0.0012641i,-0.0014197+0.0014446i,-0.00062779+0.0013435i,0.00071857-0.00056106i,0.0013127-0.0027333i,0.00030941-0.0033606i,-0.0011689-0.0015585i,-0.0018719-0.00019506i,-0.0017407-0.00036721i,-0.0025337-0.00031622i,-0.0034677+0.00015031i,-0.0026799+0.0013271i,-0.0012678+0.001397i,-0.00049852+0.00085005i,-0.00015998+0.0019675i,0.0010407+0.0027877i,0.0020573+0.0021406i,0.0012512+0.00070623i,-0.00035236+0.00083614i,-0.00047334+0.0011464i,0.00028835+0.00033908i,0.00070212-0.00015694i,0.00086603-0.00032608i
0.0023221+0.00014413i,0.0040461+0.00019706i,0.0051829-0.0001907i,0.0034989-0.00066722i,0.0013536-0.0019477i,0.00018795-0.0021014i,-0.00039342-0.00022282i,0.00011551+0.00022785i,-9.3913e-05+0.00039595i,-0.0020398+0.0014318i,-0.0019995+0.0021335i,0.00045161+0.002118i,0.00084228+0.001532i,-0.0002486+0.00093579i,-0.00068254+0.0013436i,-0.0004162+0.0012623i,0.00039021+0.00091336i,0.00064656+0.0008786i,0.0010345+0.00028551i,0.0010449+0.00019184i,0.00045906+0.00063553i,0.00051947+0.00067176i,0.00061399+9.8609e-05i
0.0036556+0.0029548i,0.0034148+0.0036348i,0.0042796+0.0043317i,0.0033004+0.0020799i,0.00093938-0.00014788i,-0.0011235-0.00064202i,-0.00141-0.00086838i,-0.00032653-0.00043539i,0.00091839+0.00070868i,0.0019381+0.0016453i,0.0029863+0.002308i,0.0038375+0.00081713i,0.0037464-0.00077242i,0.0027351-0.00072564i,0.0022734-0.0011726i,0.0022454-0.0025061i,0.0015632-0.0023744i,0.00044188-0.00085923i,0.00011317-0.00032433i,0.00098269+3.5046e-05i,0.0015018+0.00073751i,0.0011006+0.0003034i,-0.00019878+0.0001027i
-0.00076905-0.00057509i,-0.0013976+0.00047003i,-0.00054012-0.00012727i,0.00054795-0.00031522i,0.00066377-0.00032333i,0.0014341-0.00018705i,0.0019773+0.00018601i,0.0016187+0.0015539i,0.0019534+0.0022485i,0.003407+0.0012293i,0.0050219-0.00043133i,0.0051852-0.0023821i,0.0036943-0.0025089i,0.0030712-0.0011707i,0.0034416-0.00098008i,0.0028947-0.00093404i,0.0021568-0.00034287i,0.0016459-5.2431e-05i,0.0014748+0.00026887i,0.0015604+0.00091683i,0.0016021+9.9033e-05i,0.0014961-0.00056473i,0.0015251-0.00010012i
-0.00094107+0.0001053i,-0.0011105+0.0004401i,-0.0019315+0.00039453i,-0.0018093-0.00037001i,-0.00070266-0.00063964i,0.00013882-0.0011425i,0.0015012-0.00063969i,0.0023348+0.00097503i,0.0029674+0.0015388i,0.004093-0.00059965i,0.004777-0.0033659i,0.0032597-0.0035998i,0.0016135-0.0019654i,0.00051952-0.00042922i,-0.00048092+0.00047337i,-0.001182+0.001465i,-0.0012125+0.0019544i,-0.00036512+0.00092817i,-0.0004333-0.00030267i,-0.00074743-0.00037731i,-1.4182e-06+0.00023948i,0.00065915+6.4835e-05i,0.00094142+0.00036305i
-0.0005552+0.0010445i,0.0012209+0.0014253i,0.0037465+0.0017296i,0.0040146+0.00082338i,0.002388-0.00015872i,0.0015653+0.00055837i,0.0012487+0.0015976i,0.0011538+0.0015882i,0.0017798+0.00077776i,0.001578-0.00082488i,3.1665e-05-0.0017459i,-0.0010622-0.0011514i,-0.00048709-0.00067563i,-0.00022166-0.00092517i,-0.0010356+0.0001973i,-0.0017335+0.0017001i,-0.00094243+0.00084904i,-0.00013524-0.00030666i,-0.00082583+0.00013029i,-0.00051633+0.001468i,0.00058778+0.0020488i,0.0010387+0.0016952i,0.0010587+0.0010827i
0.00094803-0.00018801i,0.0010249+0.00070817i,-0.0007628+0.0015211i,-0.00171+0.0014066i,-0.0011185+0.00095786i,-0.00040221+0.0016657i,0.00016503+0.0028887i,-2.5829e-05+0.002554i,-0.00063623+0.00088584i,-0.0011814-0.00014053i,-0.0010546+0.0016795i,-0.00012803+0.0029968i,0.0012572+0.0019922i,0.0013022+0.0014992i,0.0005469+0.0021221i,0.0021404+0.0028402i,0.0030905+0.0019107i,0.0021306+0.00085594i,0.0013577+0.00059256i,0.00091207+0.00029009i,0.00054026+0.00026739i,0.00016336+0.0002807i,-0.00016122-0.00030985i
0.0004717+0.000691i,0.00077876-0.00061671i,0.0007209-2.8894e-05i,0.0012101-0.00021096i,0.0018827-0.0007975i,0.00054381-0.00034224i,-0.001222+0.00047798i,-0.002185+0.0012429i,-0.0020866+0.0020025i,-0.00070923+0.0026684i,-6.5306e-05+0.0033301i,0.00076263+0.0039377i,0.0012036+0.0032584i,0.00015221+0.0024253i,0.00137+0.0034805i,0.0032109+0.0035351i,0.0021664+0.0029154i,0.00039099+0.0026334i,-0.00054578+0.0012703i,-0.0011357+0.00057697i,-0.00023862+0.00068348i,0.00070889+0.00054426i,0.00062929+0.00066649i
-0.0011214-0.00083377i,-0.00015637-0.00051804i,0.00047867-0.00026614i,0.0015731+0.00037805i,0.0012974+0.0010411i,-9.4034e-05+0.00030817i,-0.0015681+0.00051436i,-0.002334+0.0012302i,-0.0015644+0.0020059i,-6.0836e-05+0.0032995i,0.0022462+0.0033505i,0.0036857+0.002148i,0.001304+0.0011356i,-0.00096484+0.00095917i,-0.00091865+0.0010512i,-0.00092094+0.0008305i,-0.0012809+0.00067431i,-0.00171-0.00027323i,-0.0021942-0.0015554i,-0.0015606-0.00082655i,-0.001061+0.00034353i,-0.0012848+0.0001627i,-0.00099501-0.00031983i
0.00082843+0.00051649i,0.00083038+0.0011799i,0.00024931+0.0013043i,-0.0011771+0.00097733i,-0.0020622+0.00029847i,-0.0013484-0.00042265i,-0.0011302-0.00075123i,-0.0014233-5.5356e-05i,-0.0010221+0.0014545i,-0.00012467+0.0026229i,0.0011054+0.0015116i,0.00064114-0.00099693i,-0.0011601-0.0016629i,-0.0006302-0.00033864i,0.00040571-0.0009416i,-1.6516e-05-0.0025012i,0.00061165-0.002206i,0.0014275-0.0014292i,0.00083525-0.0011087i,0.00010506-0.00046954i,-2.3511e-06-0.00013993i,0.00011989-0.00031349i,0.00029023-0.00031818i
-0.00012077-0.00063934i,-0.00089917+0.00075834i,-0.0021261+0.00023071i,-0.0025478-0.0013698i,-0.0022818-0.0017275i,-0.0017618-0.0018447i,-0.0010072-0.0021256i,0.0001259-0.0016003i,0.0013205-0.00061304i,0.0024038-0.00072193i,0.0021356-0.0030489i,0.00075335-0.0038846i,-0.00061538-0.0023882i,-0.00088034-0.0012836i,0.00047634-0.00052462i,0.001515+0.00085527i,0.001268+0.0014288i,0.00037497+0.00093204i,0.00030004+0.00046935i,0.0008449-7.2202e-05i,0.0003997-0.00016541i,5.1748e-05-0.00073356i,0.00073103-0.00089962i
0.00077361+5.8707e-05i,0.00097269-0.0022414i,0.0017014-0.0032045i,0.0010869-0.0024625i,0.00050598-0.0015888i,-0.00063653-0.0011333i,-0.00082308-0.0016266i,0.00061968-0.0011602i,0.0030259-0.00052248i,0.0037739-0.0016743i,0.00053499-0.0026943i,-0.0026896-0.0020971i,-0.002961-0.00044456i,-0.0026255+8.2013e-05i,-0.0036949+0.00070948i,-0.0038202+0.0023954i,-0.0025723+0.0015439i,-0.0014569+0.00052004i,-0.00019755+0.00084878i,0.00081038+0.00025908i,0.00075569-0.0006079i,0.00050367-0.0012464i,0.00055706-0.0010917i
0.00081526+0.00066162i,0.0015895-0.0001589i,0.0030844+0.00045781i,0.0032554+0.0016946i,0.0023693+0.0012892i,0.0014653-0.0003698i,0.0012086-0.00047248i,0.0019323+2.7098e-05i,0.002619-0.0010264i,0.0015714-0.0023911i,-0.0010067-0.0022014i,-0.001003-0.00094774i,0.00070478-0.001721i,0.00025001-0.0030693i,-0.0010003-0.0027804i,-0.0011744-0.0023646i,-0.0011893-0.0024979i,-0.0013444-0.0023773i,-0.00076555-0.0022294i,0.0001984-0.0012763i,0.00059969-8.5698e-05i,0.0007688-0.00021713i,0.00072143-0.00025623i
0.0017868-0.0011054i,0.0011541-0.00025232i,-0.00011967+2.446e-05i,-0.0026582+6.6576e-05i,-0.0034525-0.00011149i,-0.0013459+0.00050007i,0.0011209+0.0015101i,0.0030408+0.0018921i,0.0030536+0.0011303i,0.00076993-0.00059652i,0.00014657-0.00010711i,0.0018529+0.00053802i,0.003588-0.0012748i,0.0029054-0.0016765i,0.0026929-0.00028855i,0.0036964-0.00027466i,0.0033734-0.0014371i,0.0025887-0.0019173i,0.0015438-0.0015335i,0.00085041-0.0010364i,0.0011271-0.0005321i,0.0013205-0.00048713i,0.00056903-0.0011841i
-0.0031638-0.0010487i,-0.0050135-0.00097375i,-0.0065732-0.0019435i,-0.0052583-0.003402i,-0.0025365-0.0029025i,-0.00056114-0.0021226i,1.5447e-05-0.00033666i,0.000756+0.0020599i,0.0015897+0.002255i,0.0015623+0.0018483i,0.0025556+0.0022593i,0.0044301+0.0022611i,0.0028564+0.0017628i,0.00045527+0.0013188i,0.00081884+0.0014849i,0.0012618+0.0012653i,0.00097369+0.0011714i,0.0015092+0.0008786i,0.0026124+0.00040107i,0.0026764+0.0012157i,0.0014198+0.0015043i,0.0010115+0.00026416i,0.0013406-0.0002633i
-0.0010496-0.0012438i,0.0013835-0.0019381i,0.002993-0.0017708i,0.0035127-0.001874i,0.0034086-0.0021031i,0.0020204-0.0019216i,0.00041274+3.5995e-07i,-0.00010373+0.0022005i,0.0005827+0.0031976i,0.0020129+0.0035295i,0.0033804+0.0021982i,0.0033289+0.00018997i,0.00078614-0.00042241i,-0.00050174+0.00038316i,-0.00013374+0.00035529i,-0.00067795-0.0008869i,-0.0011079-0.00054977i,-0.00032331+0.00025388i,0.00066973+0.00044641i,0.00098474+0.0010671i,0.00076278+0.002268i,0.00037974+0.0020728i,-0.00017253+0.0014228i
0.0023206+0.0028056i,0.0035516+0.0044205i,0.0055107+0.006133i,0.0048066+0.0043354i,0.0027184+0.0012825i,0.00052448-0.00040421i,-0.0013462+0.00013824i,-0.001861+0.002165i,-0.0002156+0.0038865i,0.003024+0.0035654i,0.00464+0.00081261i,0.0033777-0.0010932i,0.0018833-0.00054168i,0.0022131-0.00054529i,0.0022804-0.0018813i,0.0011898-0.0022855i,0.00078395-0.0013873i,0.00084821-0.00038182i,0.00011282+0.00013319i,-0.00025355+0.0010623i,2.6269e-05+0.00081638i,0.00071536-0.00041538i,0.00063675-0.00060613i
-0.00087703-0.0023239i,-0.002651-0.0012007i,-0.0046165-0.00019887i,-0.0057555+0.00071679i,-0.0040452-2.9961e-05i,-0.0020971-0.00051662i,-0.0017033+0.00086104i,-0.0012328+0.0024363i,0.00043431+0.0021268i,0.0021606+0.00090065i,0.0019118+0.00056665i,0.0001959+0.0012582i,-0.00013025+0.0025064i,0.00093191+0.0029402i,0.0016203+0.0031882i,0.0014786+0.0040195i,0.0021322+0.0041452i,0.0031657+0.0031452i,0.0022622+0.0016785i,0.0015612+0.00041642i,0.0011269+0.00056726i,0.00037812+0.00072692i,-5.328e-05+0.00034403i
0.0029706-0.0019162i,0.002906-0.0044948i,0.0035677-0.0078468i,0.0031964-0.0081989i,0.001537-0.005314i,0.00086142-0.0016135i,-0.00019755+0.00032245i,-0.0020208+0.00090186i,-0.00079221+0.00038239i,0.0010663-0.0013484i,-0.00047663-0.0016947i,-0.0026639+0.00058968i,-0.002788+0.0028644i,-0.0029879+0.0033169i,-0.0038084+0.0046068i,-0.0026343+0.0053508i,-0.0011099+0.0045933i,-0.0015871+0.0042376i,-0.0016689+0.0028953i,-0.00074643+0.0014342i,-0.00025594+0.00095911i,-0.00026067+0.001059i,-0.00031172+0.0009483i
-0.00038852-0.00011224i,0.0010595-0.0004863i,0.0030638+0.0001476i,0.0035595-2.9797e-05i,0.0031621-0.0013116i,0.0014754-0.0018316i,-9.2282e-05-0.0017767i,-0.00043315-0.0012635i,-0.00044794-0.0012199i,-0.0016769-0.00094186i,-0.0029606-5.7232e-05i,-0.0020061+0.00049478i,-0.0012188-0.00030512i,-0.0022333-0.00128i,-0.0028408-0.00064038i,-0.0016461-0.00035517i,-0.0011601-0.0015764i,-0.00083515-0.0022397i,-0.00014662-0.0013268i,-0.00040649+0.00027796i,-0.00096249+0.00098723i,-0.0012925+0.0013202i,-0.0007008+0.00057386i
0.0015323+0.0030152i,0.0022744+0.0042982i,0.0018235+0.0065778i,0.00040378+0.0055434i,0.00069087+0.0018755i,0.00090075-0.00056397i,0.0007861-0.00022559i,0.0012876-0.00020255i,0.00067476-0.0010343i,0.00010595+0.0002193i,0.00084445+0.0016666i,0.0019119+0.00058107i,0.002463-0.0017026i,0.0022506-0.0013489i,0.0020188+5.9236e-06i,0.0027801-0.00045947i,0.0025388-0.0010309i,0.00099135-0.0013585i,0.00044213-0.0019263i,-3.0187e-05-0.0015744i,-0.00031181-0.0012397i,0.00041463-0.0010316i,0.00066256-0.00040838i
-0.0036263+0.0011993i,-0.0048244+0.0011778i,-0.0066035+0.00048425i,-0.005717+0.00035245i,-0.0028145+0.0005819i,-0.00011106+0.00062972i,0.00033654+0.00052193i,4.9317e-05+0.00019631i,0.00075109+3.5888e-05i,0.0017954+0.0013109i,0.0037923+0.0024283i,0.0040504+0.0010857i,0.0021657-0.00048377i,0.00053799-0.00033094i,-0.00035617+0.00042298i,-0.00045888+0.0017731i,-0.00079939+0.0018411i,-0.00083646+0.00070747i,-0.00054865-0.00033907i,-4.4992e-05-0.00053844i,4.7095e-05+9.3798e-06i,-0.00043649+0.00011306i,-0.00058922+0.00080249i
-0.0009084-0.0041917i,-0.00062456-0.0058916i,0.0011627-0.0083603i,0.0028742-0.0069326i,0.0016202-0.0030829i,0.00027906-0.00036872i,0.00098466+0.00075364i,0.0013411+0.00059827i,0.0014489-0.00021575i,0.0028581-0.00025395i,0.0036719-0.001715i,0.0018687-0.0030795i,-0.00086568-0.0030087i,-0.0031824-0.0033149i,-0.0052604-0.0036103i,-0.0059864-0.0035977i,-0.0047495-0.0031267i,-0.0029061-0.002637i,-0.0014226-0.0010621i,-0.00083087+0.00077671i,-0.0006608+0.00096258i,-0.00031549-0.00044919i,-6.7819e-05-0.00063573i
0.0023092-0.0011582i,0.003678-0.00033779i,0.0057631+0.0020525i,0.0047935+0.0038251i,0.001585+0.0024553i,-0.00063971+0.00072323i,-0.0011869+0.00041058i,-0.00010688+0.00057934i,0.00051289+1.9835e-05i,0.001069-0.0015456i,0.0020844-0.0030788i,0.0013216-0.0028594i,0.001056-0.0022499i,0.002038-0.0030961i,0.001501-0.0033148i,0.00089177-0.0025124i,0.0013428-0.003124i,0.00090684-0.0022871i,0.00043251+3.6677e-05i,0.00041056+0.00049415i,-0.00027114-0.0002044i,-0.00040808-0.00072591i,0.00016934-0.0010064i
-0.00064124+0.0010284i,-0.0021874+0.0014077i,-0.0033948+0.0023285i,-0.0042148+0.0026397i,-0.0029534+0.00069233i,-0.0013758-0.0010822i,-0.0011962+0.00017463i,-7.8715e-05+0.0019689i,0.00077945+0.0019926i,0.0014394+5.5309e-05i,0.0018021-0.00057222i,0.001695+0.0010775i,0.0026398+0.0023843i,0.0032164+0.0029275i,0.0032882+0.0031044i,0.003584+0.0023516i,0.0034171+0.0010642i,0.0029376+0.0005631i,0.0026994+0.00043284i,0.0020337-0.00022881i,0.0018245+5.1787e-05i,0.0019432+0.000845i,0.00078812+0.00093724i
0.0013697+0.0014417i,0.0001545+0.00086829i,-0.00016801-0.0024643i,0.0001846-0.0056678i,0.00016497-0.0051524i,-8.7383e-06-0.0023035i,-0.00037861+0.00026435i,6.2377e-06+0.0021022i,0.0018131+0.002313i,0.0016954+0.00184i,0.00040623+0.0028149i,0.0004733+0.0036293i,0.0016422+0.0037811i,0.0020625+0.0035089i,0.001958+0.0027663i,0.0014641+0.0023827i,0.00079825+0.002614i,0.0011445+0.0024854i,0.0019319+0.0015633i,0.001917+0.0015883i,0.0018068+0.0013453i,0.0019787+0.00064937i,0.0011882+0.00060797i
0.00028545-0.00097282i,0.0015262-0.0023837i,0.0048324-0.0035712i,0.0057971-0.0019508i,0.0025664-0.00028288i,0.00030588-0.00059796i,0.00049554-0.00059577i,0.0011276+0.0003614i,0.0027323+0.0014112i,0.0032911+0.0022239i,0.0018405+0.0027448i,0.0014411+0.0025026i,0.0014882+0.0010077i,0.0011435-0.00026548i,0.00097935-0.00097238i,0.0012848-0.0015898i,0.0014199-0.0013953i,0.00056071-0.0012422i,-0.00075929-0.0011392i,-0.0012077+0.00016309i,-5.0683e-05+0.00085861i,0.00042649+0.00023611i,0.00042343-0.00032061i
0.0022352-0.0018368i,0.0032581-0.00010071i,0.0027567+0.0036224i,0.00084103+0.0056629i,0.00028787+0.0034116i,0.0012446+0.00031054i,0.0020481-0.00068041i,0.0032413+9.2969e-05i,0.0041087+0.00057431i,0.0043111+0.00023993i,0.0056727+0.00069383i,0.0057799+0.00075214i,0.0033249+0.000587i,0.0016878+0.0008179i,0.0020196+0.00054197i,0.0027942-0.00047015i,0.002771-0.0014807i,0.0017869-0.001527i,0.00092607-0.00013092i,0.00043748+0.0013167i,8.2324e-05+0.0010935i,0.00049022-0.00011404i,0.00085987-0.00020846i
-0.001199+0.00082814i,-0.004616+0.0022008i,-0.0092329+0.001158i,-0.0090217-0.0011723i,-0.0032768-0.0024732i,0.00024126-0.0015752i,0.00043326+0.00061986i,6.6504e-05+0.0024426i,-0.00014443+0.0024084i,0.0012715+0.00046278i,0.0021918-0.00079834i,0.00070654-0.00070317i,-0.0011754+0.0011716i,-0.0024857+0.0031674i,-0.0029068+0.0037113i,-0.0021836+0.004018i,-0.00084055+0.0035374i,-0.00068211+0.0018462i,-0.00072067+0.0013744i,2.5605e-05+0.00076026i,0.00092184-0.00044908i,0.0017948-0.00022298i,0.0019453-0.00011534i
-0.00038066-0.0032904i,-0.001664-0.0065817i,-0.0011128-0.011554i,0.001738-0.011339i,0.0027368-0.005967i,0.00289-0.0017212i,0.0023033+0.0014042i,1.3944e-05+0.0033282i,-0.0015595+0.0029828i,-0.002014+0.00094035i,-0.0020453-0.0014984i,-0.0027974-0.0025008i,-0.0042527-0.0017955i,-0.0047098+3.6651e-05i,-0.0044266+0.0023167i,-0.0035582+0.0033057i,-0.0025574+0.0030463i,-0.002154+0.0023748i,-0.00095154+0.0020065i,-3.1932e-05+0.0014295i,-1.6592e-05+0.000877i,0.0005511+0.00027201i,0.00069816+3.6547e-05i
0.0037041-0.0013938i,0.0081981-0.0014944i,0.012777+2.0444e-06i,0.011558+0.0019937i,0.0058085+0.0013304i,0.00067322+0.0011572i,-0.00063864+0.0031509i,-0.00087874+0.004063i,-0.0023295+0.0030164i,-0.0034972+0.0018609i,-0.0030055+0.00012615i,-0.0015208-0.0017352i,-0.0011851-0.002601i,-0.0012591-0.0030737i,-0.0010472-0.0018331i,-0.00058114+0.00011095i,-9.9612e-05+0.0012554i,0.00023091+0.0016028i,0.00071175+0.0010639i,0.0010629-0.00015042i,0.00079824-0.00023037i,-0.00052402-2.088e-05i,-0.0013507-0.0004317i
0.0042194+0.0015971i,0.0028733+0.0042461i,-0.0004843+0.0087178i,-0.0032527+0.0078346i,-0.0024986+0.0033082i,-0.0011289+0.0018751i,-0.0020921+0.0019939i,-0.0021166+0.0018062i,-0.00045881+0.0012791i,0.00031539+0.0018411i,-0.00015443+0.0033502i,-0.00033924+0.0029699i,0.0010148+0.00079078i,0.0023296-0.00066781i,0.0017799-0.0010702i,0.00068789-0.00041034i,0.00026428+0.00074841i,0.00028923+0.00054228i,0.00014017-0.00018427i,-0.00042878-0.00093759i,-3.2622e-05-0.0011736i,0.00098238-0.00094218i,0.00026579-0.00021075i
-0.0026468-0.0036662i,-0.006132-0.0036867i,-0.0108-0.0074416i,-0.0098172-0.0081825i,-0.005572-0.0038227i,-0.0042941-0.00066027i,-0.0053467-0.00011046i,-0.0051795-0.0010861i,-0.0022067-0.0022714i,0.0011903-0.00038495i,0.0019952+0.002142i,0.0010524+0.0019065i,-0.00052514+0.0010998i,-0.0018421+3.0241e-06i,-0.0026676-0.0015182i,-0.001992-0.0018093i,-0.00035659-0.0011281i,0.00072953-0.00039061i,0.0006744+0.00047674i,-0.00016886+0.00086326i,-0.00026748+0.0007372i,0.00041812+0.0005527i,0.00056401+0.0008063i
-0.0015311-0.0041934i,0.00051932-0.0093262i,0.0049262-0.011843i,0.007462-0.0079182i,0.0040334-0.0027731i,-0.00024302-0.0011133i,-0.0024886-0.0016818i,-0.0019373-0.0035557i,-0.00016968-0.0055723i,0.0017741-0.0048018i,0.0031779-0.0031938i,0.0036766-0.0019025i,0.0025454-0.0011169i,-0.00050996-0.001188i,-0.0019543-0.0010985i,-0.0014449-0.0014835i,-0.00090848-0.0014476i,-0.00056233-0.00032094i,-0.00059756+0.0010139i,-0.00015118+0.0015033i,-2.2364e-05+0.0016725i,-0.00049432+0.0013411i,-0.00063682+0.00016156i
0.0028872-0.00040219i,0.0078549+0.0025858i,0.010208+0.0081243i,0.0068478+0.01027i,0.0021962+0.005534i,0.00024394+0.00026312i,0.00083915-0.0017852i,0.0026682-0.0029517i,0.0036533-0.0036721i,0.0030326-0.0039887i,0.0028069-0.0038167i,0.0040661-0.002453i,0.0043617-0.0012955i,0.002991-0.0013105i,0.0014755-0.00043479i,0.0010306+0.00097471i,0.001794+0.00051048i,0.00092793+3.5336e-05i,-0.00042637+0.00053978i,-0.00032706+0.00045198i,0.00046761-0.00039123i,0.00081176-0.0019647i,0.00049888-0.002305i
0.0032717+0.0024517i,-0.0013916+0.0065428i,-0.0086729+0.0078091i,-0.012227+0.0031222i,-0.0081765-0.0023211i,-0.0030516-0.0025909i,0.001295-0.0014272i,0.005621-0.00061369i,0.0064643+9.8354e-05i,0.0033991-3.7125e-05i,0.0010386+0.00015241i,0.00077668+0.001527i,0.00181+0.0022073i,0.0033998+0.0015219i,0.0044943+0.0006967i,0.0042572-0.00030495i,0.0030377-0.00062127i,0.0016284-0.00034837i,0.001092-0.00039468i,0.0010492-0.00074885i,0.0011966-0.00038724i,0.0010037-0.00044045i,0.00025416-0.0014414i
-0.0027573-0.0029228i,-0.0067989-0.0078447i,-0.0062817-0.014873i,-0.0011845-0.015596i,0.00059639-0.0094669i,0.00070967-0.0047306i,0.0047096-0.0020009i,0.008223+0.00056808i,0.008693+0.0017919i,0.0062273+0.0014683i,0.0021113+0.0012743i,-0.00042807+0.0012278i,-0.00085967+0.00073245i,-0.00029874+0.00056302i,0.0018778-0.00012581i,0.0038356-0.0010533i,0.0041293-0.0010481i,0.0031218+0.00026656i,0.0011065+0.00095245i,0.00080355+0.00050127i,0.0015924+0.00024562i,0.0011128+0.00048467i,0.00041268+0.00083791i
0.00097518-0.0033983i,0.0070425-0.0066756i,0.013322-0.0054476i,0.014043+0.00018679i,0.0077421+0.0028104i,0.0045504+0.0027716i,0.0058756+0.0042102i,0.006524+0.0059853i,0.0066903+0.0059801i,0.0064303+0.0046064i,0.0055077+0.0037624i,0.0030515+0.002764i,-0.00015644+0.00094194i,-0.0022775-0.00023788i,-0.0021869-0.00053631i,-0.0007517+3.7359e-05i,0.00014711+0.00063714i,0.00060116+0.00097921i,0.00086057+0.0015355i,0.00057535+0.0016511i,-0.00015212+0.00085605i,-0.00024818+0.00040044i,0.00016113+0.00052437i
