0.00095525+0.00088787i,0.0024978+0.00021212i,0.0036573-0.0020432i,0.004173-0.0040865i,0.002247-0.0038959i,-0.00017967-0.00048419i,0.00073274+0.0023816i,0.0027992+0.0021949i,0.0026952+0.00084102i,0.0016637-0.00029765i,0.0012306-0.00080999i,0.00057127-0.0012741i,-0.00054418-0.0011488i,-0.00026381-0.00047415i,-0.00014589-0.00021782i,-0.00052212-0.00014226i,-0.00012809+9.6327e-05i,0.00058095+3.3909e-05i,0.00071025-0.0004992i,1.5797e-05-0.00062942i,-0.00057014-0.00055526i,-0.00063588-0.00013054i,-0.00082272-0.00019796i
-0.00041418-0.0009115i,0.0011854-0.00090029i,0.0040414-0.0015599i,0.0068457-0.001194i,0.0066194-0.0015183i,0.0034062-0.00082423i,0.00069657+0.00087272i,0.00070292+0.0011418i,0.00071829+0.0002512i,-8.7407e-05+0.0003389i,-0.0001781+0.00093714i,-8.8695e-05+0.00056923i,0.0001556-0.00013996i,0.00038347-0.0010425i,0.00029821-0.0011966i,0.00049553-0.00035805i,0.0017006+0.00038611i,0.0020237+0.00042556i,0.0014397+2.9616e-06i,0.001004+0.00027046i,0.00063141+0.00062401i,0.00019486+0.00062972i,-0.00012166+0.00049699i
-0.00011404-0.00094115i,0.0022778+0.00051041i,0.0054214+0.0014994i,0.0076937+0.00033024i,0.0062006-0.0024795i,0.003203-0.0027882i,0.0016414+5.5569e-05i,0.0015777+0.0014508i,0.0020593+0.0015934i,0.0018024+0.00081147i,0.0011914+0.00017195i,0.00055303+0.0005985i,0.00049646+0.00064962i,0.00068202+0.00059303i,0.00055533-7.5359e-05i,0.00079767-0.00053876i,6.9843e-05-0.00012385i,-0.00080149-0.00030816i,-0.00048797-0.00041807i,0.00033741+0.00026588i,0.00075446+0.00020946i,0.00092689-0.00034036i,0.00059404-0.00034104i
-0.00085952+0.0011464i,-9.7688e-05+0.0014003i,0.0019569+0.0012785i,0.0051255-0.00020527i,0.0055032-0.0023061i,0.0027577-0.0012966i,0.0015333+0.00071141i,0.0020021+0.0011023i,0.0017415+0.00040974i,0.00095001+0.00056911i,0.00033526+0.0002281i,-2.5694e-05-0.00061684i,-0.00052551-0.00048388i,-0.00062183-0.00066871i,0.00040033-0.0008277i,0.00091649-8.6739e-05i,0.00081833+0.0005817i,0.00052728+0.000462i,-6.6509e-05+0.00033641i,0.0002554+0.00059208i,0.00078052+0.00016003i,0.0014837-0.00068045i,0.0017962-0.00079078i
-0.00052312+0.00079139i,0.00043424+0.0006196i,0.002274+0.0012686i,0.0051541+0.00074529i,0.0058805-0.0011325i,0.0033528-0.00046916i,0.0018424+0.0013951i,0.0019375+0.001842i,0.00096752+0.0011351i,0.00035362+0.00075905i,0.00020694+0.0006949i,0.00010783-0.00040531i,0.00069989-0.00095895i,0.00049072-0.00036871i,-0.0004679-9.3085e-05i,-0.00019185+1.2403e-05i,0.00060071+0.00069203i,0.00034702+0.00083107i,-0.00027612+0.00070992i,-0.00064175+0.00045142i,-0.00018284-7.5225e-06i,0.00060275-0.0001767i,0.00013324+0.00040821i
-0.00087298+0.00075829i,0.00061964+0.00030124i,0.0044294-0.00011653i,0.008007-0.00039569i,0.0076021-0.0016201i,0.003853-0.0010065i,0.0015786+0.0019421i,0.0014789+0.003398i,0.0016753+0.0023308i,0.00087835+0.00095188i,0.00023968+0.00056419i,5.4856e-05+0.00036514i,0.00092457-0.00024304i,0.0012574+3.5537e-05i,0.00010029+0.00055763i,-0.00010333+0.00063539i,0.00037928-0.00010632i,0.00079631-0.0003396i,0.00070839+7.8882e-05i,9.9391e-05-4.6128e-05i,-1.1036e-06-0.00032471i,-0.00017673-0.00012712i,-0.00024033-0.00026018i
0.0010309+0.00041988i,0.0010702+0.0017928i,0.003645+0.0012377i,0.006685-0.00048385i,0.0058373-0.0018042i,0.001878-0.0015702i,0.00011109+0.00049404i,0.0011717+0.001778i,0.0010145+0.00017445i,-0.00068728-0.0011885i,-0.0009469-0.00032213i,-0.00051678+0.00066519i,-0.00044541+0.00032862i,0.00025602-0.0002133i,0.0007874+0.00015168i,0.00080333+0.00089757i,0.00075959+0.0011333i,0.00021885+0.00093585i,-1.4399e-05+0.00023694i,9.8639e-06-0.00037919i,7.2349e-05-0.00036575i,-0.00020332-0.00068346i,-0.00053661-0.00092904i
0.0017835+0.00070355i,0.0021258+0.00044623i,0.0042404+0.0011197i,0.0062394+0.00019338i,0.0048857-0.0012317i,0.0022382-0.0001637i,0.001882+0.0022808i,0.001908+0.003124i,0.0011838+0.0012135i,0.0011231-0.0003355i,0.0011414+0.00018709i,0.00025663+9.3746e-05i,-7.3755e-05-6.4133e-05i,3.6834e-05-0.00013992i,-0.00027753-0.00056829i,0.00054356+0.00031743i,0.0010734+0.0016495i,0.00076625+0.0014938i,0.00076528+0.0010086i,0.0012178+0.00049804i,0.00061229-0.00010823i,0.00035074+0.00027765i,0.00057192+0.0012311i
0.0015524+0.00032969i,0.0023856+0.0014352i,0.0046772+0.0015561i,0.0076528-0.00065484i,0.0069882-0.0029287i,0.0026481-0.0023244i,0.00048135+0.00058087i,0.0010095+0.0013609i,0.0015583-0.00013336i,0.0011899-0.00070847i,0.00050474+0.00023209i,0.00015833+0.0002855i,-0.00018202-0.00042148i,7.4869e-06-0.00067646i,0.00046864+0.0001975i,0.0005866+0.0013035i,0.00091992+0.00090478i,0.00091797+0.0005518i,0.00063899+0.00054766i,0.00077011+0.00027289i,-0.00011177+0.0003683i,-0.0009614-0.0002767i,-0.0010226-0.00034589i
-0.0016732+0.0016698i,9.7424e-05+0.0024001i,0.0042067+0.0031871i,0.0091585+0.0013669i,0.0085196-0.0010938i,0.0038877-0.0021726i,0.0014287-0.0011244i,0.0012155+0.00025106i,0.00088497+6.0316e-05i,-9.6957e-05-0.00015063i,0.00041351+0.00016094i,0.00070094+5.3555e-05i,-7.4388e-05+0.00045345i,-0.00090797+0.00059846i,-0.00087241+0.0003041i,0.00034489+0.0007051i,0.00062239+0.00095343i,0.0002204+0.00045267i,0.0003479-4.3279e-05i,0.00045055-0.00068152i,0.00096665-0.0010201i,0.0012656-0.00073658i,0.0011767-0.000905i
0.00017774-0.0011375i,0.00080535-0.00015506i,0.0024359+0.00040812i,0.0045678+0.00047661i,0.0043228-0.0007206i,0.0025539-0.00097981i,0.0015216+0.0010179i,0.0015586+0.0015047i,0.00098832-2.9396e-05i,0.0003168-0.00042166i,-0.00068341-0.0003431i,-0.0010559-0.00065338i,-6.8253e-05-0.00032838i,0.00035064-0.00062627i,0.000562-0.00064043i,0.00092799+8.6223e-05i,0.0014232+0.0004283i,0.0016218+0.00026979i,0.001162-0.00018305i,0.00015173-0.00045973i,-0.00042583-0.00029833i,-3.6697e-05+0.00021795i,0.00051915-3.5279e-05i
-0.00058225-0.00022705i,0.00070916-0.00046536i,0.0036124+4.3534e-05i,0.006476-0.00079212i,0.0062087-0.0023083i,0.0034057-0.0018179i,0.0019693+0.00016249i,0.0021723+0.0014365i,0.0015948+0.0010182i,0.00065117+8.1797e-05i,0.00010626-6.1078e-05i,-0.00032541-1.0593e-05i,-0.00019279-7.3242e-05i,0.00039293+4.0816e-05i,0.0004228+0.00041207i,-0.0003751+0.00058656i,-0.00021832+0.00067183i,0.00046974+0.0012719i,-0.0001919+0.0012377i,-0.00064114+0.00050461i,-0.0001307-0.00019743i,0.00032286-0.00016433i,0.00021618-0.00029523i
-0.0003321-0.00014658i,0.00065167+0.00035119i,0.0031936-0.00047978i,0.0051512-0.0019375i,0.0046111-0.0034418i,0.0022298-0.0021359i,0.0010773+0.0010711i,0.001757+0.0017159i,0.0014224-7.8374e-05i,0.00051738-0.00025693i,-8.8306e-05+0.00099221i,0.00027541+0.0009264i,0.00055124-0.00030888i,0.00025012-0.0008039i,0.00010882+0.00017646i,0.00035025+0.00061761i,-7.559e-05+0.00057048i,-0.00052765+0.00034297i,0.00033115-0.00025415i,0.00072829-0.00015282i,-0.00011624-0.00021855i,-0.00056451-0.00036735i,0.00011609-0.00021527i
-0.00055794+0.0019722i,0.00088538+0.0017556i,0.0056287+0.0021023i,0.0095733+0.00048929i,0.0090365-0.0023256i,0.0049422-0.0021198i,0.0013354+0.00095391i,0.00083952+0.0015806i,0.00058948+0.00054071i,-0.00016273+0.00035034i,-5.5185e-05+0.0010244i,-0.00017153+0.0010081i,-0.00027471-7.2657e-05i,-0.00059394-0.00092109i,-0.00042221-0.00063982i,0.00039745+0.00024269i,0.0012312+0.00027067i,0.001813+5.3847e-05i,0.0016037+0.00010277i,0.0011942+0.00048809i,0.0006393+0.00039164i,-0.00033165-0.00011322i,-0.00015372-8.4274e-05i
0.00073494+0.0012701i,0.0021663+0.0019624i,0.0048207+0.0026346i,0.0080769+0.0016112i,0.0080074-0.00044244i,0.0039419-0.0014702i,0.0012197+2.5626e-06i,0.00055314+0.0011552i,0.00068281+0.00041628i,0.00086276-0.00022939i,0.00057937+0.00061218i,0.00018728+0.0011401i,-8.6122e-05+0.00062141i,5.2614e-05+0.00067657i,-7.9511e-05+0.00061126i,-0.000556+0.0001709i,-7.3488e-05-0.00032338i,0.00070535-0.00067401i,0.00080829-0.0010958i,0.00074798-0.0010079i,0.0001763-7.1403e-05i,0.00013366-9.9778e-05i,0.00077349-0.00077715i
0.00036947-0.00045381i,0.00027672+0.0011009i,0.0022383+0.0029751i,0.0059975+0.0025945i,0.0066468-5.1327e-05i,0.0028228-0.0011478i,0.00090523+0.00083183i,0.0014704+0.0018501i,0.0017707+0.00075086i,0.00072954+4.3898e-05i,6.1283e-05-0.00016829i,0.00030644-6.5012e-05i,0.00010688-0.00034188i,-0.0001951-0.00061727i,-0.00015849-3.28e-05i,-0.00018874+0.00058125i,-4.658e-05+0.00042902i,2.5777e-05+1.8678e-05i,0.00010729-0.00015484i,0.00035477-0.00031082i,0.00060328+0.00023078i,0.0007291+1.5115e-06i,0.00033874-0.00022481i
0.00013717+0.00050269i,-6.0999e-05+0.0010842i,0.001569+0.001602i,0.0049961+0.0017746i,0.0052742-1.5984e-05i,0.0026216-0.0010077i,0.0007456+0.00050925i,0.00091945+0.0015564i,0.00085635+0.00084088i,-2.2884e-05-0.00030367i,0.00021684-6.144e-05i,0.0010281+0.00054412i,0.00078667+0.00026578i,0.00042034-0.00065446i,0.00033364-0.00028239i,0.00019296+0.00067608i,8.9053e-05+0.0010021i,0.0005245+0.0010008i,0.00065493+0.0010198i,0.00012227+0.00017707i,-0.00030671-0.00018017i,-0.00018597-0.00028773i,6.5334e-05-0.001233i
0.00089616-0.0005019i,0.0016457-4.3732e-05i,0.0043484-0.00060399i,0.0067048-0.00096529i,0.0059643-0.0013283i,0.0032872-0.0012613i,0.001057+0.0004871i,0.0012563+0.0013948i,0.00070787-3.7115e-05i,-0.00073648-0.00069344i,-0.0010007-0.00012155i,-0.00067111-3.321e-05i,-0.00020702+0.000505i,-0.00027182+0.00042122i,-9.5743e-07-6.2303e-05i,0.00036625+0.0001844i,-0.00030239+0.00097746i,-0.00020363+0.0014728i,-0.0001385+0.00034289i,-2.2715e-05-0.00052648i,0.00060025-0.00026952i,0.00036678+0.00023666i,-0.00034646-0.00012946i
0.00054976+0.00037605i,0.0023311+0.0005494i,0.0055606+0.0011187i,0.0080778-0.00031313i,0.0065799-0.0024759i,0.0036489-0.0022288i,0.002076-0.00029387i,0.0017942+4.4176e-05i,0.00084883-0.00084314i,4.44e-06-0.00089058i,0.00030189+5.2487e-05i,0.00064999+0.0012205i,0.00026028+0.0012416i,-0.00040279+0.00084523i,-0.00015925+0.00087595i,0.00069666+0.00066763i,0.0011513+0.00054118i,0.0011226+0.00057893i,0.0011853+0.0004733i,0.0010095+0.00068552i,0.00092085+0.0008532i,0.00091871+0.0003325i,0.0004512+0.00086303i
-0.00095265-8.7024e-05i,-0.00030596+0.0015977i,0.0028851+0.0030442i,0.0072381+0.0018073i,0.0073599+0.00025454i,0.0034567-0.0003667i,0.0010533+0.0011247i,0.00090389+0.0026922i,0.001231+0.0015764i,0.0014365+0.00065319i,0.0010974+0.000749i,0.0010269+0.00053252i,0.00099724+0.00064634i,0.00041807+0.00041646i,0.0006337+0.00046745i,0.0012036+0.00051465i,0.00080378-0.00033466i,-0.0001192-0.0006374i,-0.00042907-0.00025582i,-5.0369e-05+0.00015058i,0.00014193-0.00014066i,0.00023339+7.1442e-05i,0.00012881-0.00012904i
-0.00027338+0.00020913i,0.0020192+0.00080767i,0.0050771+0.0016184i,0.0072714+0.0015456i,0.0059831+6.9231e-05i,0.0022767-2.1171e-05i,0.00076628+0.0016902i,0.0019137+0.0019722i,0.0021503+0.0010538i,0.0010836+0.00040857i,0.00046868+0.00016344i,0.00031327+0.00018819i,0.00086438+0.00064571i,0.00033767+0.00051166i,-0.00050726+0.00039689i,-0.00026337+0.00044679i,0.00053869+0.00076924i,0.0012646+0.000373i,0.00094087+0.00031609i,0.00048271+0.00079862i,0.00075064+0.00030192i,0.00069566-0.00029548i,-5.7386e-07-0.00022453i
-0.0001365+0.0022766i,-0.0004585+0.0024907i,0.0017415+0.0028116i,0.0053758+0.0016603i,0.0062185-0.0006915i,0.0033538-0.00098523i,0.00029552+0.0010242i,-0.00017492+0.0017783i,-1.4062e-05+0.00045913i,0.0002652-0.00017414i,0.00067739+0.00019929i,0.00030239+6.5114e-05i,-0.0009348+0.00019132i,-0.00059784+8.2435e-05i,-3.5278e-05+0.00061406i,-0.00051779+0.00077236i,0.00025619+0.00086426i,0.00053788+0.0014282i,-0.00022118+0.00095055i,2.2444e-05+0.00023655i,0.00066444-0.00039152i,0.00045707-0.0012512i,-0.00033768-0.00083921i
-0.00041843-0.00018566i,-0.00028703+0.0017316i,0.00092642+0.0011838i,0.00241+0.00029328i,0.0022169-0.00088303i,0.0012157-0.00039266i,0.0010192+0.00094032i,0.0016435+0.0012111i,0.0017653+0.00056085i,0.00075934-0.00053661i,-0.000157-0.00074806i,-0.0001695-6.0882e-06i,0.00070947+0.00043981i,0.0010888-2.8697e-06i,0.000474+0.00017664i,0.0001983+0.00087143i,0.00055544+0.00053419i,0.00071787+0.00017864i,0.00076854-1.9102e-05i,0.00061365-0.00032251i,0.00014016-0.00028338i,8.6421e-05-0.00046808i,0.00014029-0.00039853i
0.00040913-0.0013647i,0.0021175-0.00057321i,0.0045269+0.00049188i,0.0068286+0.00014775i,0.0065314-0.0012443i,0.0036269-0.0008207i,0.0018704+0.0017281i,0.0018895+0.0025275i,0.0012467+0.00071773i,0.00034394-0.00052155i,0.00033994+0.00010919i,0.00020155+0.00085063i,-0.00034297+0.00089286i,-0.00016341+0.00087192i,0.00012238+0.00047554i,-7.6542e-05+0.0002105i,0.00060519+0.00037002i,0.0012768+0.00047219i,0.0014699+0.00041987i,0.00087551-0.00012823i,0.00080644-6.1994e-05i,0.00071761+0.00020132i,-0.00044597+0.00019424i
0.00056557+2.0385e-05i,0.0015691+0.00080761i,0.0024513+0.0014403i,0.0052186-0.00013046i,0.0061332-0.0022055i,0.0035955-0.0024384i,0.0011432-0.00044077i,0.0010096+0.0011243i,0.00075027+0.00079217i,-2.9438e-05+0.00074542i,-0.00019572+0.001256i,0.00048809+0.00072767i,0.0008264-0.0003477i,0.00034431-0.00038505i,0.00014183-0.0005037i,0.00036128-0.0009308i,0.00046876-0.00050858i,0.00043509-3.7046e-05i,0.00071086-0.00048146i,0.0010638-0.0011235i,0.00055743-0.00058245i,-0.0004358-0.0001026i,-7.6657e-05-0.00020279i
-0.0009185-0.00025829i,0.00053053+0.00053911i,0.00427+0.00052514i,0.0066864-0.00058724i,0.0062411-0.0020425i,0.0037096-0.0019039i,0.0023144+0.00073919i,0.0026606+0.0017272i,0.0021903+0.00076841i,0.00056767+0.0005472i,-0.00081466+0.00076218i,-0.00063377+0.00077477i,0.00038821-8.3732e-05i,0.00048936-0.00039268i,6.2628e-05+0.00047039i,8.6114e-05+0.0011971i,0.00060078+0.0010711i,0.00068285+0.00031974i,0.00046563-0.00032341i,-1.6206e-05-0.00051151i,-0.0001542-0.00035668i,-0.00029111-0.00013343i,0.00026756-0.00034463i
-9.928e-05+0.0012247i,-8.9712e-05+0.0010402i,0.0029265+0.00062908i,0.0062655-0.000683i,0.006387-0.0018254i,0.003144-0.0009332i,0.00091664+0.00084836i,0.0010516+0.0016644i,0.0012736+0.00068951i,0.00065858-0.00046418i,0.00080126-0.00057565i,0.00057188+0.00087922i,-0.00029654+0.001507i,-0.00017432+0.00050881i,0.00022598+0.00066059i,0.00053722+0.00091347i,0.00074844+0.0012041i,0.00014872+0.001051i,0.0003068-8.2626e-05i,0.00070385-0.00051796i,0.00037523-0.00012253i,-0.00019094-0.00022144i,-0.00015392+0.00028596i
0.0013659-4.7941e-05i,0.0028864+0.0002657i,0.0042681+0.001426i,0.0061564+0.00085209i,0.0066936-0.0010008i,0.003987-0.0010691i,0.0017545+0.00053157i,0.0016543+0.0014897i,0.0018976+0.00081602i,0.0013759+0.00028781i,0.00089949+0.00018577i,0.00041007-0.00053761i,-3.4553e-05-0.0010865i,-0.00017844-0.00067834i,-0.00057174-0.00059181i,-2.5762e-05+2.3654e-06i,0.0011591+0.0012604i,0.0012655+0.00083014i,0.0012593-0.0001643i,0.001139-0.00031407i,0.00045884-0.00097819i,7.5325e-06-0.00070216i,0.00019717+0.00076336i
0.00092373+0.00068131i,0.00076523+0.0027481i,0.003257+0.0041978i,0.0061578+0.0031585i,0.0049043-0.00031994i,0.0015449-0.00085294i,0.00074131+0.0022311i,0.001078+0.0027428i,0.00042664+0.00091309i,-0.00073884+0.0005083i,-0.00045796+0.0010587i,0.0006276+0.0010309i,0.00082849+0.00038921i,0.0010236+0.00036511i,0.0012486+0.0003138i,0.00088558+0.00092727i,0.00059472+0.0016181i,9.9766e-05+0.0016151i,0.00046322+0.00038675i,0.00054668-0.00051652i,-8.6457e-05+7.9869e-05i,-0.00023664+0.00026926i,-0.00024626-0.000234i
9.6076e-05-0.00076094i,0.00041172-0.00028555i,0.0034025-0.00069758i,0.0066207-0.00228i,0.0062036-0.0029836i,0.0031645-0.0014135i,0.0011578+0.0011443i,0.0016396+0.0022796i,0.0012479+0.0010501i,-0.00037763-0.00019334i,-4.6504e-05+4.1513e-05i,0.00097472+0.00026562i,0.0011002-0.00047697i,0.0010773-0.00080875i,0.00016319+3.4554e-05i,-0.00025776+0.00059527i,0.00038259+3.751e-05i,0.0011552-0.00059698i,0.0014583-0.00062255i,0.0011135-0.00076112i,0.0010975-0.0012016i,0.00026991-0.001327i,-5.1747e-05-0.00074801i
-2.9045e-05-0.00073867i,0.0012385-0.00022875i,0.0036655+0.00059879i,0.0067045+0.00021257i,0.0073365-0.00060425i,0.0047341-0.00092152i,0.0018285+0.00035535i,0.0010733+0.001443i,0.0009165+0.00076854i,0.00067536-0.00029027i,0.00019633-0.0012597i,-0.00081179-0.0018186i,-0.0013555-0.0014793i,-0.00051989-0.0013489i,0.0001148-0.0011501i,6.9369e-05-0.00085498i,0.00033902-0.0002784i,0.0006228+0.00019433i,1.379e-05+0.00019704i,-0.00079343+0.00031849i,-0.00048816+8.6693e-05i,-0.00027435-7.7444e-05i,-0.0011493+2.2442e-05i
-0.0011157+0.001799i,0.00072432+0.0023166i,0.0042179+0.0023351i,0.0089407+0.0012968i,0.0088112-0.00073579i,0.0039271-0.0019306i,0.00076798-0.00042014i,0.00077592+0.0014467i,0.00083029+0.0010496i,-4.5596e-05-0.00042834i,-0.00017642-0.00025648i,0.00026855+0.00086366i,-0.00021745+0.00039297i,-0.00055637-0.00043636i,0.00033775-0.00039086i,0.00042504-0.00048856i,0.00066123-0.00052223i,0.0017024-0.00031144i,0.0012928-9.3418e-05i,0.00087406+5.1412e-05i,0.00063961-0.00060966i,2.9687e-05-0.00043786i,0.00047531+0.00015949i
-0.00064602+0.00074372i,0.00088014+0.0010314i,0.0034101+0.001859i,0.0070416+0.00097792i,0.0077318-0.001032i,0.0046084-0.00028894i,0.0029134+0.0016174i,0.002753+0.0019918i,0.0015385+0.00098367i,-8.6078e-05+0.0004623i,-0.00063146+0.00011311i,0.0004205-0.00044943i,0.0009095-0.00069892i,0.00077852-0.00078667i,0.00034283+7.3729e-06i,5.7966e-06+0.0008886i,0.00014117+0.00093463i,0.00051089+0.00077227i,0.00070067+0.00022782i,6.3574e-05-0.00049164i,0.00025983-0.00094492i,0.0006942-0.00097377i,0.00093399-0.00038358i
0.000244+0.00041914i,0.00098136+0.00089256i,0.0034623+0.0023054i,0.0064736+0.0013677i,0.0064128-0.00070778i,0.0022311-0.00019682i,0.00073506+0.001981i,0.0018838+0.0028421i,0.0020438+0.0015299i,0.0011254+0.00047124i,0.00087877+0.00072951i,0.00081421+0.00064354i,5.6375e-06+0.00042853i,-0.00027964+0.00055329i,0.00052644+9.1816e-06i,0.0011478-6.0466e-05i,0.00050983+0.0010475i,-0.00032925+0.00087975i,-0.00017671-3.0889e-05i,0.00014583+3.4894e-05i,0.00014946+0.00026961i,0.0007095+0.0001241i,0.00097649-0.00029182i
0.00071385+0.00035317i,0.001758+0.0019639i,0.0041004+0.0011308i,0.0059571+0.00067469i,0.0054824-3.0441e-05i,0.0028609-0.00045331i,0.00081879+0.0013103i,0.0014763+0.0021954i,0.0023334+0.0014839i,0.001755+0.00073773i,0.00052974+0.00034335i,0.00015531-0.00027682i,0.00064911-0.00048975i,-0.00035454-0.00023658i,-0.0013837-0.0004554i,-0.00039424+0.00023336i,0.0005534+0.00082643i,0.00079984+0.00033713i,0.00050893-1.5434e-05i,0.00039891+0.00049291i,0.0001552+0.00070914i,-0.00073028-0.00018924i,-0.00066766-0.00026888i
-0.0017653+0.0013542i,-0.00013129+0.0011984i,0.0028343+0.0034304i,0.007228+0.0032289i,0.0082956+1.6266e-05i,0.0048073-0.0012272i,0.0023791+0.000123i,0.0018368+0.0011085i,0.00047237+0.00041927i,0.00013591+9.5571e-05i,2.2803e-06+0.0002947i,-0.00028803-0.00019897i,7.5866e-05-0.00080033i,-1.5683e-05-0.00084901i,-6.8441e-05-0.00028378i,-0.00035294+0.00051104i,-0.00057839+0.0011418i,-0.00047099+0.00093106i,-0.00027983-7.1388e-05i,9.5743e-05-0.00066705i,0.00038952-0.00050303i,0.00056414+0.00070371i,0.0001123+0.00082737i
0.0014943-8.3288e-05i,0.00229+0.00046876i,0.0047372+0.0015063i,0.0068185+0.00031127i,0.0064839-0.0015176i,0.0036378-0.00072831i,0.0013784+0.0012603i,0.00097419+0.0015915i,5.4409e-05+0.00018325i,-0.00075238-0.00037483i,-0.00043827+6.1479e-06i,-0.00017987-1.1707e-05i,-0.00053497+0.00016997i,-0.00078027+0.0005933i,-7.0232e-05+0.00051818i,0.00046989+0.0009581i,0.0011512+0.001088i,0.00087352+0.00019994i,0.00058526-0.00078009i,0.00049358-0.00070903i,6.4592e-05-0.00048937i,0.00036089-0.00050599i,0.00015655-1.6629e-06i
-0.00036987+0.00029173i,0.0010046+0.0013445i,0.0038289+0.0020171i,0.0065091+0.00019341i,0.0061544-0.0024371i,0.0027694-0.0015507i,0.00082035+0.001565i,0.0011759+0.002314i,0.00067671+0.00098604i,-0.00028379+0.00045981i,-0.00012771+0.0007216i,0.00064526+0.00042638i,0.00075432+9.3248e-05i,0.00083383-0.00066883i,0.0011574-0.0015224i,0.00070751-0.0012528i,0.00034649-0.00061363i,0.00024538-0.00040092i,0.00023899-0.00043194i,0.00041242-0.00025128i,0.00038492-1.8036e-05i,0.00051478+0.0003643i,0.00063614+0.0010373i
-0.00038132-0.0009656i,0.00076325-0.0010196i,0.0026582+0.00027362i,0.0052319+0.00015979i,0.0053851-0.00086396i,0.0024089-0.00079956i,0.0011297+0.0006302i,0.0025115+0.0015093i,0.0021588+0.00084274i,0.00054519+0.00045003i,0.00054862+0.00060172i,0.0011451-0.00015931i,0.0014913-0.00099509i,0.0011619-0.00056833i,-0.00016998-0.00025402i,-0.00037239-1.2074e-05i,0.00041476+7.0874e-06i,0.00042307-0.00012121i,0.00061608-7.9783e-05i,0.00068502+1.7639e-05i,0.00058867+0.00024597i,0.00054275-1.9853e-05i,0.00057601-0.00033795i
-0.00017165+0.00042866i,0.002309+0.00045474i,0.0059331+0.0017i,0.0086905+0.0011505i,0.0084261-0.00077478i,0.0052629-0.0010978i,0.002639+0.00078019i,0.0016555+0.0015221i,0.0011378+0.00028846i,0.0011578-0.00072179i,0.00037972-0.0012963i,-0.00089846-0.0013424i,-0.0013777-0.00082758i,-0.0014782-9.8948e-05i,-0.0013642+0.00022391i,-0.00085601+0.0001535i,-0.00017463+0.00021404i,0.00031126+0.00020145i,0.00029578+0.0003452i,0.00015544+0.00056415i,0.00027887+0.0002462i,0.00012353+0.00012544i,-9.2026e-05-0.0003404i
0.0012166+0.0026813i,0.00162+0.0030196i,0.0032998+0.0035169i,0.0056131+0.0023564i,0.0055185+0.00032669i,0.0027341-9.0927e-05i,0.0008271+0.0016826i,0.00022952+0.0024089i,-0.00029946+0.0014645i,-0.00091367+0.00058581i,-0.0012236+5.0614e-05i,-0.00070542-0.00044955i,-0.00022968-0.0014167i,-0.00023502-0.00092241i,-0.00019491+0.00040326i,0.00037014+0.00022471i,0.00090195-0.0003197i,0.00084442+0.00045303i,0.00024598+0.0011376i,0.00012747+0.00070381i,0.00045889-0.00076392i,0.00028196-0.0019911i,-0.00012442-0.0014852i
-0.0031687-5.9215e-05i,-0.0013968+0.00096459i,0.0021095+0.0018752i,0.0064993+0.0014208i,0.0073261-0.00041905i,0.0041183-0.0014626i,0.0013247+0.00018527i,0.0012778+0.0013357i,0.0013314+0.0012812i,-0.00046038+0.0010487i,-0.00085696+0.00055056i,0.0001416-0.00035806i,0.0005934-0.0015491i,0.0003441-0.0010368i,-0.00032896+0.00037433i,0.00018498+0.00020773i,0.0010488+0.00012745i,0.0012193+0.00082257i,0.00055152+0.00073969i,-1.2452e-05+7.6597e-06i,0.00027097-9.4001e-05i,0.00023399+0.00012831i,-0.00019466+0.00017487i
0.0012313-0.0013963i,0.0011846-0.00089502i,0.0030311+0.00011339i,0.0052021+0.00018878i,0.0059342-0.00059438i,0.0035597-0.00065262i,0.0013579+0.0010524i,0.0011074+0.0015373i,0.00054852+0.00053628i,-0.00065653+0.00010725i,-0.00050297+8.2999e-05i,0.00036759+2.4713e-05i,0.00032285-0.00023162i,-0.00033462-0.0011965i,-0.00085073-0.001874i,-0.00026039-0.00062944i,0.0011274+0.00057435i,0.0015282+0.00028143i,0.0012683+0.00023592i,0.00094387+0.00079041i,0.0010024+0.0009872i,0.00097006+0.0005165i,0.00027761+0.00037319i
-0.00031022+0.0011659i,0.00032733+0.0030291i,0.0022384+0.0046112i,0.0052863+0.0026277i,0.006541-0.00059457i,0.0042174-0.0010377i,0.0022+0.001044i,0.0019641+0.0022133i,0.0019707+0.0012544i,0.00094334+0.00011244i,0.00061782+9.8508e-05i,0.0010085+0.00036319i,0.00052577-0.00036096i,0.00027634-0.00040342i,-8.0884e-05+0.0010962i,-4.9269e-05+0.0015518i,0.00049929+0.00088383i,0.0011177+0.00041415i,0.0010272+0.00029853i,0.00076073+0.00093779i,0.00025716+0.0013534i,-9.6077e-05+0.0012001i,0.00030832+0.00035721i
0.00068369+0.0015651i,0.0012832+0.0014396i,0.0034275+0.00097929i,0.0058235+0.00035938i,0.0059032-0.001079i,0.0029028-0.001328i,0.0011734+0.00073747i,0.0018334+0.0018971i,0.0016585+0.00084382i,8.7029e-05+0.00036446i,-0.00076362+0.00064214i,-0.00086636-2.9741e-05i,-0.0001119-0.0009416i,0.00073363-0.0010151i,0.00027023-0.00025963i,3.2373e-05-0.00020009i,0.00020933-0.0001565i,0.00067788-0.00027977i,0.0014047-0.00032334i,0.00084047-4.4392e-05i,-0.00035638-0.00046033i,1.0356e-06-0.00067636i,-0.00026332-0.00010822i
