-0.0033492-0.0031019i,-0.003661-0.0028496i,-0.0034954+0.00032721i,-0.0028495+0.0031144i,-0.002081+0.0038156i,-0.00095213+0.0031966i,-0.0001389+0.0020612i,8.5846e-05+0.0020419i,0.00054642+0.002389i,0.0011845+0.0015316i,0.0011943+0.00034973i,0.00029266-0.0004387i,0.00045166-0.0013i,0.00082584-0.0012696i,0.00052738+0.00035392i,0.00077297+0.0011102i,0.00071657+0.00027664i,-0.00049661-0.0011007i,-0.0010912-0.0019414i,-0.0004817-0.001283i,-0.00011276-0.0002725i,-1.6595e-05-0.00042766i,-1.5784e-05-0.00092716i
0.00073708-0.0021001i,2.2635e-06-0.0018163i,-0.0010685-0.000612i,-0.0016678+7.6363e-05i,-0.0023372-3.1201e-05i,-0.0021933+0.00080252i,-0.0010041+0.0011157i,0.00019179+0.0013474i,0.00074241+0.001468i,0.00088084+0.00064013i,0.0007529-5.2425e-05i,0.00027013+0.00029798i,0.00048347+0.00089018i,0.00034969+0.0010354i,-0.00098131+0.00055133i,-0.00093454-6.0973e-05i,-0.00029716-7.2792e-05i,-0.00041074-6.0424e-05i,0.00050301-0.00090176i,0.0013305-0.00089826i,0.0012023+0.00011978i,0.0008209+3.6966e-05i,0.00046204-0.00037358i
0.0012619-0.0021002i,0.001086-0.0029193i,-0.0011615-0.0023095i,-0.0027308-0.0009551i,-0.0020178+0.00021885i,-7.1942e-05+0.0011018i,0.00077421+0.0022983i,-0.00044253+0.0020986i,-0.0013492+0.00074293i,-0.00048548-1.9677e-05i,0.00069305-0.00014896i,0.00044551+0.00041571i,-0.0002773+0.00029199i,0.00032983-7.2923e-05i,0.00076571-9.3323e-05i,0.00039422+0.00023511i,-0.00029014+0.00060364i,-0.00017788+0.00035817i,0.00059097-0.0002666i,0.00033822+0.00038459i,-0.00045875+0.00031097i,-0.00033947-0.00071859i,0.00045839-0.00073343i
-0.0025604-0.00058785i,-0.0031243-3.1724e-05i,-0.0030571-5.5694e-05i,-0.0020175-4.8828e-05i,-0.0014461+5.1749e-05i,-0.00060266+0.00073721i,0.00015273+0.0011097i,-0.00011009+0.00091451i,-0.00041417+0.00035722i,-0.00094682-0.00026856i,-0.00089173-0.00069708i,-0.00041497-0.00040699i,-0.00019395-0.00083233i,0.00026263-0.0011207i,0.00033184-0.00032584i,0.00053782+0.00016579i,0.0011275-4.2009e-05i,0.0010586-0.00047952i,0.00052945-0.00037983i,0.00016361-0.00036209i,0.00014747+6.5896e-05i,0.00041044+0.00044548i,0.00022799+0.00033349i
-0.0020747-0.0023129i,-0.0018423-0.0014439i,-0.0025909-0.00061061i,-0.0030171+0.00045657i,-0.0027583+0.0011624i,-0.0011039+0.0020009i,0.00020182+0.0022675i,0.00017492+0.0016692i,0.00021308+0.0015741i,0.00091367+0.0017785i,0.00059581+0.0023293i,2.2353e-06+0.0020084i,0.00078435+0.00096511i,0.00092298+0.00066124i,-2.1148e-05+0.00010846i,-0.00063404-0.00087421i,-0.00045235-0.0013535i,-0.00041095-0.00066798i,0.00032904-0.00040792i,0.00065758-0.0010241i,0.00028056-0.00051419i,5.1484e-05-0.00029931i,-0.0002031-0.0009997i
0.00014086+0.0019761i,-4.4477e-05+0.00098676i,0.00077953+0.00094329i,0.00031854+0.0006689i,-0.00033737+0.00016002i,-0.00045586-3.3089e-05i,-0.0007335+0.00013758i,-0.00059022+0.00046501i,0.00039428+0.00051942i,0.0016983+0.00032545i,0.0019507+0.00042167i,0.0012769+0.00015571i,0.00026508+7.4682e-05i,-0.0012522-2.429e-05i,-0.0013188+0.00023594i,0.00017608+0.00027019i,0.00096534-0.00031703i,0.00070001-0.00041437i,0.00030673-0.0004525i,0.00030756-0.00042356i,-0.00034606-0.00012408i,-0.00062885-0.00024209i,-0.00021925-5.0516e-05i
-0.0024429+0.0018924i,-0.0035601+0.0017814i,-0.0039163+0.001076i,-0.0022384+0.00097689i,-0.00092775+0.0010353i,-0.00088133+0.00085095i,-0.00032257+0.0013385i,-0.00021808+0.00082622i,0.00028549-6.8871e-05i,0.0010492+2.966e-05i,0.00081665-0.00036653i,0.00092604-0.00014746i,0.0012776+0.00043132i,0.00029008+0.00018396i,-0.00071329+0.00039852i,-0.00029817+0.00045813i,0.00038298-0.00016088i,0.00031445-0.00015273i,0.00010477+0.00028707i,-0.00029166+0.00060155i,0.00054524+4.8781e-06i,0.00054074-0.0013537i,-0.00039611-0.00081384i
-5.46e-05-0.00062365i,-0.00015283+7.1809e-05i,-0.00055539-0.00010676i,-0.0010987-0.0012651i,-0.0013743-0.0010517i,-0.0014221+0.00016583i,-0.00069484+0.00040123i,-0.00041699+8.4327e-05i,-0.00048935+0.00029676i,-0.00043216+0.00048501i,-0.00032382+0.00040487i,-0.00050442+0.00060235i,-0.00058805+0.0013769i,-0.00065475+0.0014132i,-0.00019366+0.00079801i,-0.00033301+0.0006429i,-0.00054609+0.00083184i,0.0004782+0.00029745i,0.00047486-0.00011135i,-2.5454e-08+0.00015189i,7.0529e-06+3.057e-05i,0.00021058-0.00055694i,0.001282-0.0012536i
0.0026089+0.002129i,0.0020223+0.00033343i,0.00099402-0.00092817i,-0.00052225-0.00054002i,-0.0016454-0.00098472i,-0.0019204-0.00057418i,-0.0012767+0.00097733i,-0.00042416+0.0019644i,0.00053283+0.0017661i,0.00040718+0.00082591i,-0.00035488+0.0001726i,-0.0005419+0.00031827i,-0.00057577+0.00078811i,-0.0004376+0.00077397i,0.0003437-0.00025285i,0.00074839-0.00047354i,0.00065133-0.00043152i,0.00025536-0.00013856i,-0.00051229-0.0003428i,-0.00045291-0.00039858i,0.00017689+0.0002791i,0.00033818+0.00072765i,0.00023277+0.00019763i
-0.00031706+0.0023797i,-0.0012891+0.001864i,-0.0010812+0.00082934i,-0.00092021-8.3253e-05i,-0.0011618-0.00095024i,-0.0011713-0.00014787i,-0.00080822+0.001548i,-0.00087038+0.001534i,-0.0001603+0.0014434i,0.00079208+0.0014693i,0.00086004+0.001168i,0.00065545+0.0014164i,-0.00030215+0.0019243i,-0.0010779+0.0011602i,-0.00025526-4.8101e-05i,0.00081528-0.00017386i,0.00070047-0.00010053i,5.3027e-05+0.00010792i,-0.00034969+0.0011654i,-6.587e-05+0.0011588i,-0.00024289+0.00057732i,-0.00010558-2.9881e-05i,-1.2173e-05-0.00032176i
0.00061107-0.00034499i,-0.00057923-0.0010533i,-0.0010649-0.0013779i,-0.0015451-0.0012662i,-0.0020895-0.0010436i,-0.0016476-0.00042218i,-0.00088841+0.00052973i,-0.00033769+0.0011847i,0.00067065+0.0006748i,0.0012519+0.0001532i,0.00076402-0.00013349i,-2.9358e-05-1.1088e-05i,-0.00080421+0.00071906i,-0.0011976+0.0013005i,-0.00064449+0.0011246i,0.00019836+0.00076165i,0.00044261+0.00093341i,-0.00033256+0.00079658i,-0.0004941+1.9277e-05i,-0.00048675+2.2069e-05i,-0.00025024-0.00010161i,0.00021529-0.00064378i,0.00019629-0.00053014i
0.0013874+0.00038289i,0.00055809-0.00035698i,-0.00058048-0.0010217i,-0.0011602-0.001632i,-0.0013945-0.00085759i,-0.0016681+0.00074794i,-0.0014259+0.0014799i,-0.00063183+0.0011394i,-0.00043382-3.1076e-05i,-0.00057567-0.00073453i,-0.00062815-5.4267e-05i,-0.00087906+0.001099i,-0.00074753+0.00098955i,-0.00030689+0.00063258i,-0.0002052+0.00050986i,0.00013205-0.00010049i,0.0001529-0.00045084i,-0.00030453-0.00025084i,-0.00014965-4.7482e-05i,-3.4433e-05+0.00027856i,-0.00061333+0.00015068i,-0.00034954-9.9928e-05i,0.00028035-0.00017051i
0.0011832-0.003352i,0.00068116-0.0029761i,-0.0013399-0.0018934i,-0.0024599-0.00067269i,-0.0016032+0.00059644i,-0.00047983+0.0015546i,0.00026127+0.0020038i,0.00032878+0.0017793i,-0.00016905+0.0008352i,-0.00068895+0.00082711i,-0.00078683+0.0014621i,0.0001203+0.001037i,0.00031828+0.00052953i,0.00027484+0.0004507i,0.00081246+0.00022329i,0.00072931-0.00028258i,0.00053967-0.00065921i,0.00031571-0.00068319i,-0.00045399-0.00091493i,-0.00064114-0.00072928i,-0.00071896-0.0004814i,-0.00046632-0.00063788i,-0.00013961-0.0011059i
0.002545+0.00067325i,0.0019227-0.00052418i,0.0011831-0.002241i,-0.00039814-0.0022122i,-0.0019523-0.00092785i,-0.0026943+0.00022148i,-0.002242+0.00099129i,-0.00066356+0.0013673i,0.00037843+0.0016549i,0.00072932+0.0014479i,0.0007246+0.00050514i,-0.00028894-7.6853e-05i,-0.00079506+0.00022929i,-0.00026182+0.00020404i,0.00025272-2.4486e-07i,0.00010005-0.00039049i,-0.00031613-0.0013301i,-0.00053279-0.00104i,-0.00053208-6.8523e-07i,-1.5866e-06-0.00022914i,0.00052084-0.0006306i,0.0011176-0.00053667i,0.00069837-0.00048261i
0.00043888-0.000693i,0.00010558+6.2312e-06i,-0.00060323+0.00038574i,-0.0019244+0.00043687i,-0.0025003+0.00078716i,-0.0024972+0.0017585i,-0.0014509+0.0020279i,5.9868e-05+0.0015071i,0.0010716+0.00029034i,0.0018201-0.00010556i,0.0016645+0.00014056i,0.0016359+0.00017231i,0.0017862-2.4275e-05i,0.0005992+0.00020234i,-0.00039127+0.00059903i,-5.5532e-05+0.00057369i,0.00060667+1.7339e-05i,0.0009305-0.00028215i,0.00022335+0.00015174i,-0.0005549+0.00058606i,-0.00079555+0.00051866i,-0.00030531-0.00034634i,-0.00025696-0.0015231i
0.00056141+0.0016399i,-0.00093485+0.002276i,-0.0016085+0.0019162i,-0.0013543+0.00060033i,-0.0013982+1.9192e-05i,-0.0011716+0.00019216i,-0.0010476+0.00085292i,-0.00046699+0.00068003i,0.00045297-0.00042484i,0.0007542-0.0011092i,-6.6179e-05-0.0011634i,-0.0011058-0.0006228i,-0.00041433+9.9012e-06i,0.0005262-0.00032797i,5.3524e-05-0.00084415i,-0.00076164-0.00053766i,-0.00056655+0.00037316i,-0.001089+0.00084039i,-0.0013375+0.00026375i,-0.00084014+8.7889e-05i,-0.00059525+0.00014101i,-0.00041823-6.6259e-05i,-0.00057144-0.00025477i
-0.0048898-0.0012712i,-0.0059494-0.0004065i,-0.0057725+0.0018139i,-0.0036275+0.0025051i,-0.0022702+0.0018213i,-0.0015271+0.0014703i,-0.0002561+0.0015i,0.00018178+0.0015463i,-0.00072724+0.0014158i,-0.0011618+0.00099594i,-0.00038724+0.00080147i,0.00057781+0.00078762i,0.0006652+0.00051363i,0.00034014-2.4194e-06i,0.00031893-0.00040181i,0.0005635-0.00065232i,3.9665e-05-0.00054101i,-0.00036098-8.6976e-05i,-0.00066057+0.00045258i,-0.00020009+0.00053208i,0.00037982+0.00084888i,0.00064559+0.0011436i,0.0011289+0.00074601i
0.00020985-0.001766i,3.8734e-06-0.00096281i,-0.0016165-0.00095899i,-0.0030049-0.00011544i,-0.0031186+8.2973e-05i,-0.0019422+0.00021583i,-0.0011311+0.00070314i,-0.00068835+0.0012288i,-0.0001942+0.0012932i,0.00075364+0.0012147i,0.0011315+0.0012978i,0.0011459+0.00047057i,0.0012773-0.00045903i,0.0008457-0.00077048i,0.0004242-0.00075382i,0.00036941-6.5364e-05i,-3.8317e-05-5.6174e-05i,-0.00032126+0.00034388i,-0.00038588+0.00045016i,-0.00038883-0.00017641i,0.00024697-0.00051387i,1.2774e-05-0.0010801i,-0.00070195-0.001122i
0.0015839+0.0015675i,0.0017648+0.0010632i,0.0027645+0.00081626i,0.0014044-0.00040381i,-0.00056623-0.00133i,-0.0011423-0.00032548i,-0.00043759-0.00028449i,0.00036974-0.00077555i,0.001389-0.000449i,0.0019846-0.00023915i,0.0017079-0.00025146i,0.0013839-0.0008202i,0.0011044-0.00094353i,0.00043267-0.00086098i,-8.3322e-05+5.4045e-05i,0.00012061+0.00022073i,0.00062907-0.00090657i,0.00073702-0.00083672i,0.0005578-0.00035057i,0.00022507-0.00050121i,-0.00031802-0.00046029i,-5.3279e-05-0.00035461i,0.00022967+0.00044693i
-0.00017186-0.001229i,-0.0011031-0.00067245i,-0.0022302+0.00051262i,-0.0020877+0.00060599i,-0.0018976+0.0010613i,-0.0019983+0.0012803i,-0.00075546+0.0016332i,0.00065114+0.0014286i,0.00029934+0.00067784i,5.6443e-05-0.00026805i,0.00045134-0.0004565i,9.822e-05-5.8897e-05i,-0.00019843+0.00048382i,-0.00022156+0.00073242i,-0.00035308+0.00071225i,-0.00044888+0.00054441i,0.00018108+6.1919e-05i,0.00076277+0.00037583i,0.00066251+0.00023101i,0.00011254+0.00039295i,-0.00028183+0.00057987i,-0.00039035+7.6279e-05i,-0.00069606-2.6997e-05i
-0.001264+0.0020797i,-0.0021277+0.0027177i,-0.0017409+0.0018247i,-0.00089242-2.314e-06i,-0.00011069-0.00067919i,-0.00017699-0.00022212i,-0.00048127+0.00057485i,-2.9782e-05+0.00053028i,-0.0001165+0.00076679i,-0.00039069+0.0020194i,-0.0002112+0.0017832i,-0.00011525+0.00053884i,-0.00024571+0.00011258i,0.00029753-0.00050078i,0.00052087-0.00052208i,0.00055583+6.757e-05i,0.00040835+0.00024772i,8.6486e-05-2.5324e-05i,0.00045945-0.00066924i,0.00054238-0.00062702i,0.00057954-0.00028676i,0.00036135-0.00075143i,-0.00010551-0.00041282i
-0.0013676+0.0010634i,-0.0021444+0.00059863i,-0.0020875+0.00037711i,-0.0019534-0.00055936i,-0.0017107-0.0006594i,-0.0020953+3.9587e-05i,-0.0013967+0.00085065i,-0.00067075+0.0014564i,-0.00035465+0.0010655i,0.00066588+0.00037367i,0.0016169+0.00063772i,0.00064467+0.00085735i,-0.00010301+0.00052192i,0.00035938+0.00069772i,0.0010358+0.00040802i,0.0012001-0.00030296i,0.00084387-0.00019381i,0.00062921+0.00030516i,0.00063923-0.00023181i,0.00010828-0.00052636i,-0.00050391+6.1259e-05i,-0.00031573-0.00020675i,-0.00025687-0.00035534i
0.00038016+0.00081839i,-0.0008265+0.00045598i,-0.0019385+0.00074426i,-0.002702-0.00043928i,-0.0024461-0.00061418i,-0.0019941+0.0012743i,-0.0014763+0.0018822i,-1.2535e-05+0.0014049i,0.0013999+0.0011481i,0.0016848+5.4121e-05i,0.0016517-0.00015617i,0.0011338+0.00037387i,-2.0599e-05+0.00056475i,-0.00075593+0.00052501i,-0.00056344+0.00074076i,-7.8709e-05+0.00061332i,-0.00050549+0.00040293i,-0.00095368+0.00027467i,-0.00077267+6.6203e-05i,-0.00078579+0.00073648i,-0.00011725+0.00092463i,0.0011973+0.00012211i,0.00080494-0.00029048i
-0.00076809-0.0013354i,-0.00074612-0.00082088i,-0.0013651-0.00051258i,-0.001343+0.00017947i,-0.00072509+0.00065377i,-0.00028039+0.00017859i,-0.00062863+0.00014216i,-0.0010084+0.00016432i,-0.00075216-0.00030562i,-0.00047575-0.0011666i,-0.00015326-0.0012917i,7.043e-05-6.3186e-05i,-0.00035222+0.00066583i,-0.00053318+0.00035308i,-0.00045807+0.00013712i,-0.00041829-0.00014604i,-0.0003937-0.00085432i,-0.00082879-0.00072079i,0.00025083+0.00026649i,0.00065742+0.0010234i,-0.0007919+0.00073727i,-0.00064496+0.00033639i,0.00048216-0.00017811i
0.00054-0.0027143i,-0.00022833-0.0016193i,-0.0012784-0.00078005i,-0.0024464-0.0011524i,-0.0031834-3.447e-05i,-0.0025615+0.0017795i,-0.0010467+0.0015442i,0.00027776+0.00060605i,0.00050166-6.1939e-05i,-6.8156e-05-0.00017355i,-0.00026831+0.00041506i,-0.00017636+0.00052117i,0.00010668+0.00022689i,0.00035012+0.00057128i,0.00036292+0.00088356i,0.00076324+0.00059099i,0.0015075-0.00044384i,0.0011852-0.00071976i,-0.0001835-0.00066114i,0.00015738-0.00031693i,0.0011779+0.00052463i,0.00088261+0.00067024i,0.00060953-0.00019108i
-0.00072461+0.0010781i,-0.00070833+0.001027i,-0.0005352-4.2378e-06i,-0.00040152-0.00066341i,-5.1422e-05-0.00045548i,-0.00075738-0.00059211i,-0.0012047-0.00020122i,-0.00090043+0.00085759i,-0.0002799+0.0019121i,0.00058908+0.0025901i,0.0011716+0.0023026i,0.00098053+0.0012739i,0.00048056+0.00039482i,0.0004342+0.00054751i,0.00064151+0.00064355i,0.00068125+0.00037704i,0.00086022-6.4284e-05i,0.00030271-0.00030858i,0.00012999-0.00022294i,0.00067123-0.00017969i,0.00032779-0.00036823i,-0.00042704-0.0003514i,-0.00021174+0.00011942i
0.0010596-0.0021387i,0.00017598-0.00089985i,-0.00085599-7.665e-06i,-0.0023802+0.00024687i,-0.0035348+0.00050457i,-0.0020542+0.0012071i,4.0949e-05+0.0014547i,0.00069591+0.0019312i,0.0014905+0.001819i,0.0020551+0.0005729i,0.0012674-1.7928e-05i,0.0005962-0.00017691i,0.00061974+0.00014704i,0.00040567+0.00062727i,0.00081638+0.00025495i,0.00090802-6.4269e-05i,-0.00028498+0.00053923i,-0.00089519+0.00046402i,-9.3245e-05-0.00015567i,0.00046102-0.00038355i,0.00043702-1.8675e-05i,-0.00038407+0.00043094i,-0.00060486+0.00016642i
-0.00071477-0.00041856i,-0.00058743+0.00077968i,-0.0020381+0.00089031i,-0.0032037+0.00099754i,-0.0031519+0.0019113i,-0.0019188+0.0026391i,-0.0009927+0.0020707i,-0.00083004+0.0010271i,6.9089e-05+0.00099689i,0.00096691+0.00049691i,0.00055174-0.00082498i,0.00031022-0.0011021i,-0.00016192-0.00044196i,-0.00019548-0.0002105i,7.0426e-07-0.00059658i,-0.00070507-0.00056606i,-0.00020406-0.00043775i,0.00066649-0.00027236i,-7.5707e-05-0.00029574i,-0.00083079-0.00048564i,-0.00092396-0.00055189i,-0.00025686-0.00046942i,-1.2428e-05-4.42e-05i
-0.00098741+0.0021543i,-0.0012083+0.0022179i,-0.0015167+0.0011987i,-0.0014447+0.00052079i,-0.00063818+0.00030336i,-0.00025488-3.5548e-06i,-0.00083021+0.00024174i,-0.00091852+0.00075352i,-0.00084554+0.00039214i,-0.00071545+0.00037181i,-0.0003305+0.00038801i,-0.00031617+0.000967i,-0.00022103+0.0014055i,-0.00045537+0.00060352i,-0.00033449+0.00028367i,0.00038555-9.6313e-05i,0.00018569-3.4827e-05i,3.6209e-05+0.00044274i,-6.87e-05+7.9679e-05i,-0.00023854-0.00060863i,-0.00044667-0.00054135i,-0.00065923-0.00046721i,-8.7664e-05-9.8098e-05i
-0.00015066+0.00096633i,-0.00077847+0.0013844i,-0.00095493+0.0007243i,-0.00085706-0.0008239i,-0.00063488-0.00079375i,-0.00091875+0.0003935i,-0.00047307+0.0011366i,-0.00034587+0.0013844i,-0.0011869+0.0020894i,-0.00071254+0.0022923i,0.00028562+0.0018242i,0.00055682+0.0013799i,0.00070252+0.0014197i,0.00034001+0.00057009i,0.00033679-0.00025199i,0.00018825-3.5452e-05i,-8.2289e-05+0.00026839i,4.3278e-05+0.00031118i,-9.3492e-05+0.00018946i,-0.00029856-4.8537e-05i,-0.00049564-6.9439e-05i,3.9367e-05-0.0005169i,0.00092317-0.00057594i
0.00047301-0.0016666i,-0.0012547-0.00028392i,-0.0024851+0.0006185i,-0.0024706+0.00081869i,-0.0020048+0.00050162i,-0.0014153+0.0011447i,-0.00049989+0.0017935i,2.1626e-05+0.0016706i,-0.00012075+0.0016392i,0.00040707+0.0010251i,0.0018595+0.00022055i,0.0023171-0.00052846i,0.0014348-0.0010187i,0.00061743-0.00022156i,0.00033627+0.00085876i,0.00036399+0.00097994i,0.0010526+0.00073335i,0.00045686+0.00049507i,-0.00020044+8.0744e-05i,2.4659e-05+0.00038879i,-0.00028151+0.00073508i,-2.7499e-05+0.00028117i,-0.00016354-0.00013109i
-0.00058547+0.0010789i,0.00018009+9.9603e-05i,-9.5854e-05-3.2635e-05i,-0.0011297+0.00028879i,-0.0017535+0.00050848i,-0.00081618-3.2281e-05i,0.00030279+0.00021788i,0.00066517+0.0008933i,0.0011733+4.4648e-06i,0.0015825-0.00086069i,0.00055866-0.00056841i,-0.00090752-0.00030916i,-0.0010689-0.00041102i,-0.00024093-0.0002508i,-0.00011908-0.00043686i,-0.00036605-0.00052526i,-0.00027474-0.00019272i,-0.00043817-0.00018739i,-0.00011722-0.00024192i,0.00036477-0.00013168i,0.00086198-0.00021966i,0.00092045-0.00094102i,0.00055258-0.0012125i
-0.00044743+0.0011932i,-0.0009134+0.0020435i,-0.0011238+0.0024812i,-0.0013593+0.00055594i,-0.00195-0.00072251i,-0.0025026-0.00056567i,-0.0022167+0.00014125i,-0.0008121+0.0010549i,-0.00012908+0.00054005i,-0.00064281-0.00081217i,-0.0011452-0.00035386i,-0.0015416+0.00075926i,-0.0011401+0.00062913i,-0.000679-8.6385e-07i,-0.00026996-0.00015863i,0.00072119-0.00065315i,0.00098716-0.00086421i,0.00069885-2.0774e-05i,0.0004317+0.00028358i,6.0379e-05-0.00058707i,-0.00029688-0.0017053i,-0.00012011-0.001696i,-0.00039161-0.00045256i
0.00062119+0.0016258i,0.00038487+0.0019366i,0.00016118+0.00065106i,0.00030303-0.0010011i,0.00039954-0.0019322i,-0.00054624-0.001823i,-0.001328-0.00042179i,-0.00086187+0.0014155i,-0.00029307+0.001595i,0.00021965+0.0014822i,0.00080142+0.0018789i,0.00051271+0.0013605i,0.00029947+0.0003154i,0.00027005-0.0010677i,0.00044614-0.0011653i,0.00049761-0.00039301i,0.00018414-0.00047604i,-0.00035317-0.00049126i,-0.00086183-0.00024002i,-0.00081274+0.00020999i,-0.00038372+0.00030355i,1.5856e-05-0.00040075i,0.00011138-0.00029058i
-0.0005788+0.0016312i,-0.00023775+0.0017187i,-0.0021471+0.0022675i,-0.0024415+0.0019034i,-0.0021483+0.00071057i,-0.0017491+0.00017339i,-0.00086558+0.00013686i,-5.2339e-05+0.0014665i,0.0012363+0.0022039i,0.0026501+0.0013446i,0.0022843+0.00068382i,0.0014591-0.00016537i,0.0010371-3.6127e-05i,0.00058142+0.00030674i,0.00083322-0.00037833i,0.0005189-0.00062355i,-0.0003372-0.00068118i,-0.0001896-0.00038755i,-0.00027893+0.00037753i,3.0605e-05+0.00038373i,0.00038025+0.0002536i,5.0585e-05+0.0001947i,8.0892e-05+0.00018485i
-0.0042944+0.00051849i,-0.0038601-0.0002975i,-0.0014808+0.0010075i,0.00019902+0.001394i,7.7943e-05+0.00061798i,-0.0012142-0.00014984i,-0.001021-0.00037457i,0.00019322-9.6044e-05i,0.0011585-0.00013845i,0.0019983-0.00061962i,0.0017075-0.0014507i,-5.1366e-05-0.00093832i,-0.00097939-0.00022579i,-0.00108+0.00029206i,-0.0010776+0.00077194i,-0.00036093+0.00091093i,8.3524e-05+0.00094757i,-6.7471e-05+0.00048796i,-6.3512e-05-0.00016002i,0.00014502+0.00017938i,-0.00021648+0.00068476i,-0.00076843+0.00050242i,-0.0010795-0.00047127i
-0.0025516+0.0014474i,-0.0019647+0.0026975i,-0.0011+0.0027596i,-0.00041202+0.0011228i,-0.00041396+6.0391e-05i,-0.00055857-0.00059103i,-0.00036244-0.0003061i,-0.00047056+0.00094859i,0.00023404+0.00049778i,0.00066009+0.00013551i,-0.00042835-0.00056955i,-0.0012341-0.00051649i,-0.0010306-0.00046965i,-0.00037785-0.001003i,-0.00053993-0.00053873i,-0.00029388-4.2177e-05i,0.00075673-0.00014347i,0.00074617-0.00041107i,7.2025e-05-0.00069088i,-0.00047766-0.00074551i,-0.00012923-0.000201i,0.0004349-3.7859e-06i,0.0008693-0.00020606i
0.00043253+0.0016884i,-0.00071468+0.001902i,-0.0011914+0.00064678i,-0.0011237-0.0006396i,-0.0014383-0.0010538i,-0.0017205-0.0013561i,-0.00072246-0.00047114i,-0.00020128+0.0006375i,-0.00083613+0.0013834i,-0.00096394+0.0014616i,-0.00019386+0.00099229i,0.00016937+7.9672e-05i,-0.00065454-0.0014234i,-0.00094251-0.0014668i,-0.0007801-6.3869e-05i,-0.00033604+0.0010373i,-0.00034682+0.00051254i,-0.00033335-0.00014548i,-0.00039214+0.00016178i,-0.00031643+0.00025764i,-0.00041354-0.00027307i,-0.00066178-0.00032947i,-0.00034989-0.00039034i
-0.0010495+0.00012541i,-0.0021272-0.00063239i,-0.001843-0.0010814i,-0.0003541-0.0016641i,0.00010064-0.0013646i,-0.00057985-0.0011025i,-0.00041971+0.00031223i,-0.00021531+0.00097515i,3.2193e-05+0.00061207i,0.00090272+0.00076623i,0.00085324+0.00041169i,0.0005502-0.00013817i,0.00049179+0.00031091i,-0.00024555+0.00067464i,-0.00076344+0.00069513i,-0.00025672+0.00074692i,0.00087823+0.00024813i,0.0009176-0.00068642i,-8.1374e-05-0.00084519i,-0.00050894-0.00064161i,-0.00017075+4.4474e-05i,0.00034016-7.7656e-05i,-0.00020025+7.7105e-05i
-0.00036611+0.0020028i,-0.0005912+0.0020729i,-0.00067454+0.0019822i,-0.0019158+0.00090058i,-0.0020909-9.6704e-05i,-0.0011165+0.0004907i,-0.00044298+0.001827i,-0.00066625+0.0020527i,-0.00078209+0.00095909i,0.00025094-0.00077496i,0.0010301-0.00157i,0.00081554-0.00093486i,0.0012781-6.3033e-05i,0.00095744+0.00051673i,-1.5551e-05+0.00011245i,-0.00035767-8.297e-05i,-0.00010762+0.00064954i,0.00029039+0.00064015i,0.00044729-5.9383e-05i,-0.00028668-0.00024255i,-0.00053085-0.00027884i,-0.00014274-2.9623e-05i,-0.00053934+0.00010482i
-0.0011156+0.0027445i,-0.0012139+0.0014432i,-0.0003641-0.00026765i,0.00018751-0.0016962i,-0.0005581-0.0018774i,-0.0012077-0.0012524i,-0.00081775-3.2761e-05i,0.00019115+0.0008289i,0.00082036+0.00045398i,8.0593e-05-0.0004273i,-0.001174-0.0002762i,-0.001769+0.00036752i,-0.0011751+0.0012363i,-0.00054596+0.0015563i,-0.00024012+0.00083422i,5.7617e-05+0.00058819i,2.3657e-05-0.00023784i,-3.5098e-05-0.00085262i,0.00013111-0.0002305i,0.00019764+0.0002677i,0.0001572-0.00023209i,-0.00016174-0.00093997i,0.00010703-0.00075488i
0.0010995-0.0031905i,0.00032443-0.0029403i,-0.00086202-0.0028543i,-0.0020978-0.0025037i,-0.0028036-0.00082488i,-0.0024731+0.00068476i,-0.0021385+0.0011158i,-0.0012889+0.00067988i,-0.00057845+0.00080367i,-0.00034693+0.0012546i,0.00018441+0.0014407i,0.00019705+0.0012912i,0.00030364+0.00048087i,-5.2248e-05+0.00075336i,-0.00043723+0.0009329i,-4.3819e-05-0.0004681i,2.1102e-05-0.00083787i,0.00031453-0.00013246i,0.00044649+0.00025332i,-0.00022026+0.00024282i,-0.00017293-0.00023428i,0.00091384-0.00042791i,0.00126-0.0003265i
0.0030029+0.0016252i,0.0014369+0.0011494i,-0.0012166+3.4129e-05i,-0.0023642-0.00053955i,-0.0027769+0.00039467i,-0.0026596+0.00078299i,-0.0015406+0.00073258i,-0.00061638+0.0013539i,0.00036292+0.0018269i,0.00095292+0.0018858i,0.0011077+0.00070532i,0.0006983-0.00021533i,-0.00012032-0.00070524i,-0.00054262-0.00030575i,-0.00019608-0.00021923i,-0.00021793-0.0003789i,-0.0007139-0.00017789i,-0.00057548-4.3691e-06i,-0.0002984-8.668e-05i,0.00042775-6.4821e-05i,0.00064058+0.00044045i,0.00052686+0.00060593i,0.00075328+0.00074181i
