0.0012383+0.0019382i,0.0022672+0.0015783i,0.00087395-0.00012582i,-0.00072324-0.000952i,-0.0013232-0.00057195i,-0.0017232+0.0012558i,-0.0015823+0.0022311i,0.00017643+0.0011248i,0.0014547+0.00022565i,0.0012285-0.00049311i,0.00085558-0.00079035i,0.00033826-0.00075245i,0.00043368-0.00092881i,0.00021171-0.001199i,0.0001078-0.0015289i,0.00025253-0.00071619i,0.00026421-0.00050824i,0.00051587-0.0013158i,0.00016156-0.001195i,-6.7776e-05-0.00079443i,0.00018233-6.2006e-05i,0.00027419+0.00064805i,-0.00054364+0.00076215i
-0.0010925-0.00093353i,-0.001375+0.00050692i,-0.00093152+0.0014435i,-0.00031633+0.0018072i,0.00024703+0.0014321i,0.00063595+0.00068146i,0.00050668+0.00083856i,6.7662e-05+0.00050674i,0.00065034-0.00034131i,0.0012416-0.00047408i,0.0010987-0.00066377i,0.0012473-0.00040738i,0.0011427-0.00019718i,0.001324-0.00024458i,0.0016598+0.00054448i,0.00086738+0.0014106i,-0.00027175+0.0012971i,-0.00069385+0.00066342i,-0.00076358-0.00013339i,-0.00092638-0.00095609i,-0.00019777-0.0011986i,0.00017592-0.00099246i,0.00040038+1.3604e-05i
-0.0028489+0.0012898i,-0.0023139+0.0010541i,-0.0012888+0.001544i,-0.00016721+0.001977i,0.00077393+0.0021254i,0.0013797+0.0015156i,0.00080054+0.0008481i,0.00052313+0.00022045i,0.00011282+1.4195e-05i,-0.00017278+0.00013102i,0.00013278+0.0001534i,-0.00018321+0.00034057i,-0.00049674+0.00037064i,-0.0004151+0.00010172i,-0.00052708+5.1937e-05i,-0.00093865+0.00050678i,-0.00049445+0.0009576i,2.5921e-05+0.0010101i,-0.0002949+0.00026428i,-0.00071328+2.9843e-05i,-0.00080257+0.00059018i,-0.0011383+0.00031731i,-0.0011169-0.00012487i
-0.0031331+0.0014443i,-0.00221+0.0012937i,0.00011059+0.0015968i,0.0010412+0.0012278i,0.00012088+0.00022912i,-0.00042262-0.00044939i,-0.0010444-0.00017447i,-0.0010403+6.856e-05i,0.0002945+0.00037984i,0.0010204-0.00019997i,0.0012398-0.0005415i,0.0007451-4.0302e-05i,-0.00033968-0.00013912i,-0.00035867-0.00091276i,0.00057519-0.00096398i,-0.00028726+9.6753e-05i,-0.001346+0.00089432i,-0.00068156+0.00035802i,-0.00055607+0.00024205i,-0.00052831+0.00050523i,0.00011729-0.00030911i,0.00014624-0.00086092i,6.9034e-05-0.00040689i
0.00059068+0.00026434i,-8.0386e-05-0.00034075i,3.153e-05+0.00033348i,0.00041788+0.0010174i,0.00054253+0.00068192i,-0.00032917+0.00081377i,-0.00052172+0.0012528i,0.00035988+0.0015019i,0.00094634+0.0004909i,0.0008763-9.2711e-05i,0.00083007+7.1815e-05i,0.00084061-0.00043077i,0.00058366-0.00074148i,0.0010542-0.00058351i,0.0011008-0.00019119i,0.00078155+0.00019055i,0.0014431-4.3378e-06i,0.0011101+0.00017228i,-0.00044005+0.0002665i,-0.00021294+0.00062154i,0.00079414+0.00057236i,0.00097753-1.7618e-05i,0.00046739+9.4337e-05i
0.00026693+0.0023734i,0.00067738+0.00048636i,0.00070427-0.00077379i,0.00076718-0.0013318i,0.00050084-0.00035983i,-0.00049358+0.00050389i,-0.00075726+0.00052345i,-0.00061211-3.5866e-05i,-0.00035344-0.00027859i,0.00040114-9.4962e-05i,0.00035262+0.00012444i,0.0001601+6.8529e-05i,0.00089451-0.00047161i,0.00052164-0.0007583i,-0.00043268-0.00066961i,-0.00055399-0.00037097i,-0.00023346-1.4846e-05i,-0.00070949+0.00084679i,-0.0011934+0.00037574i,-0.00057338-0.00051063i,0.00047531-0.00042062i,0.0010221-9.2353e-05i,0.00089824+0.00040946i
-0.0013174+0.0009009i,0.0010405+0.00061951i,0.0022385+0.0011583i,0.001248+0.0011997i,0.0012703+4.1755e-05i,0.00044454-0.00020786i,-0.00094584-0.00014917i,-0.00032283-7.2044e-05i,0.00066539+9.9096e-05i,0.00031358-0.00016483i,-0.00033384-0.00029017i,-0.00075577+0.00010368i,-0.00050892+0.0007401i,0.00026582+0.0011387i,0.00059849+0.00059386i,6.3322e-05+0.00041794i,-0.00012201+0.00089826i,0.00031974+0.00047867i,-0.00025472-0.00028694i,-0.00053599-0.00078684i,-0.00042061-0.00068678i,-0.00080808-0.00049464i,-0.0007636-0.00085938i
0.001182+0.0017646i,0.0012327+0.0019947i,0.0010259+0.00078723i,0.00034565-0.00060904i,0.00016291-0.00044763i,0.00039633-0.00018336i,0.0005455+0.00046201i,0.00085689+0.0010249i,0.0004928+0.00053175i,-0.00019201-6.3429e-05i,0.00025384+0.00033973i,0.00080057+0.00027905i,0.0010265+0.00019263i,0.00056712+0.00070766i,-0.00010775+0.00066099i,-0.00025583+0.000161i,-8.5324e-05-0.0002434i,0.00060749+0.00038i,0.001036+0.00087199i,0.00039134+0.00053937i,-0.00048742+8.1462e-05i,-0.00058566-0.0003666i,0.00022534-0.00051862i
-0.00099089+0.0020224i,0.0006207+0.0028804i,0.0026414+0.0030295i,0.0018068+0.0020849i,0.00025719+0.00089753i,0.00028358+0.00061877i,-6.3432e-05+0.00010184i,-0.00083044-0.00081283i,-0.00069086-0.0013913i,9.8144e-05-0.00064093i,0.00052832+0.00065037i,0.00095244+0.00074234i,0.00040799+0.00014605i,-0.00029565-0.00057457i,-0.00017303+0.00056222i,-3.2906e-05+0.0012574i,-8.3551e-05+0.00067136i,-0.00015347+0.00016708i,7.273e-05+0.00013551i,-0.00034534+0.00010697i,-0.00036605+0.00059753i,0.00041305+0.00020333i,0.00042125-0.0010244i
-0.0020198+0.0011086i,-0.0019304+0.0032829i,-0.00088938+0.0028467i,-0.00042548+0.0014263i,-0.00026882+0.00037342i,-0.0014236-9.2428e-06i,-0.0020905+0.00067083i,-0.00066621+0.0010574i,-0.00041539+0.00045467i,-0.00044131+0.00032484i,-1.6027e-05+0.00033206i,-0.00019824-9.8953e-06i,0.00028846-0.0005205i,0.00074593-0.00018876i,0.00091594+0.0004556i,0.00068067+0.00088696i,-0.0004272+0.00075163i,-0.00011384+0.00069157i,-0.00038274+0.0013805i,-0.0011128+0.001596i,-0.00045037+0.00066843i,0.00034642-1.8595e-05i,0.00081927+0.0005045i
-0.00034211+0.0024892i,-4.3573e-06+0.0023189i,0.0010228+0.00021438i,0.00031488-0.0011836i,-0.00056729-0.00066847i,-0.0010431-0.0003882i,-0.001187+0.00050245i,-0.00058011+0.00071487i,0.00018152-0.0001394i,0.0005257-0.00032744i,0.00021603+9.0777e-06i,-0.00039269+0.00029961i,-0.0007265+6.1736e-05i,-0.00045792-0.00010694i,-0.00048119+0.00028373i,-0.00043026+0.00077548i,-2.0394e-05+0.00080627i,0.00012502-0.00017465i,2.2785e-05+6.859e-05i,-0.00018538+0.0015123i,0.00084338+0.0012689i,0.0012192+0.00055777i,0.0002691-0.00032803i
0.00080328-0.00055898i,0.0010007-0.00063192i,0.0014056-4.7975e-05i,0.0016499-0.00071067i,0.00066436-0.0011746i,-0.0012035-0.00051305i,-0.00064672+0.00045329i,0.00058693+0.00069281i,0.00078719+0.00046272i,0.00047662+0.00030818i,0.00057501+0.00022251i,0.00086255+0.00016378i,0.0008409-0.00015176i,-0.000188+0.00046188i,-0.0010839+0.00082458i,-0.00037497+0.0013601i,0.0002168+0.00086761i,0.00036988+0.00017292i,-0.00040165+0.00035049i,-0.00071789+5.0669e-06i,-0.00020448-0.00014943i,-0.00014019+0.00035287i,-8.7333e-05+0.0010094i
0.001021+0.0016972i,-6.9691e-05+0.00031445i,-0.00049624-0.00039362i,-0.00049575-0.00087007i,-0.00025203-0.00024652i,-0.00091525+0.00079685i,-0.0015825+0.0015941i,-0.00065933+0.0011001i,0.00038365-2.3421e-05i,0.00039556-0.00027041i,-0.00016345+0.00019206i,-0.00059999+0.00019252i,-0.00062664+0.00017124i,-0.0008035+0.00055209i,-0.00093853+0.00051993i,-0.00071815+0.00094159i,6.6397e-05+0.0012111i,0.00063153+0.0008335i,0.00076761+0.00027528i,0.00033974+8.7719e-05i,-0.00089135+0.00032099i,-0.001002-0.0002465i,0.00036064-0.0010313i
-0.00037511+0.0003795i,-4.0331e-05-0.00035316i,-3.6711e-05-0.00091875i,-0.00012697-0.00056561i,7.6709e-05+0.00023027i,0.0001933+0.00094166i,0.00058025+0.00028069i,0.00050429-0.00034326i,-0.00017838-0.00061984i,3.1217e-06-0.00035604i,0.00033351-0.00012598i,0.00015379-0.00028688i,-6.1974e-05+0.00034151i,0.000126+0.0014415i,-6.4326e-06+0.0012451i,-0.0006331+6.8834e-05i,-0.00067606-0.00016344i,-0.00052784+0.00048864i,0.00022562-1.4838e-05i,0.00069922-0.00062036i,0.00040313-0.00078535i,0.00010907-0.00091382i,9.5033e-05-0.00015419i
0.00030933-0.00035137i,0.0011406-0.00096766i,-0.00025784-0.00031106i,-0.00079735+0.00023228i,-4.8015e-05+0.00045919i,-0.00097482+0.00099737i,-0.0014596+0.0010403i,-0.00065859+0.00056146i,0.0001153-4.7257e-05i,-0.00035242+1.4609e-05i,-0.00040226+0.00069249i,1.7522e-05+0.00085105i,-0.00048931+5.0366e-05i,-0.00053069-0.00083682i,-0.00033718-0.0013655i,6.7432e-06-9.0854e-05i,-0.00019408+0.0011114i,-0.00019915+0.00089124i,-0.00019364+0.00027841i,0.00034695-0.00016093i,0.00079808-0.00016486i,-0.00015451+0.00086155i,-0.00090711+0.0015544i
0.0017156+0.0018593i,0.0025256+0.0021825i,0.0024568+0.00071179i,0.0013021+0.00019694i,-8.7853e-06+0.00068474i,-0.0002952+0.0014423i,-0.00048457+0.001707i,-0.00036601+0.0015465i,-0.00010212+0.0007178i,-0.00011989-0.00028843i,-0.00018739-2.8413e-05i,-0.00044077+0.0004048i,-0.00032628+0.00067669i,-7.037e-05+0.00071591i,-0.00086705+0.00063983i,-0.0011457+0.00015737i,-0.00032635-0.00013834i,-0.00046937+2.3774e-06i,-0.00057456+2.0755e-05i,-0.00040248+0.00030957i,-6.3117e-05+4.8955e-05i,0.00041407+0.00014504i,-0.00011458+0.00060698i
-0.00053259+0.00011119i,-0.00079972+0.0016688i,-0.0013089+0.00043564i,-0.0019311-0.00042626i,-0.0018048+0.00024909i,-0.00066774+0.00092201i,0.00052601+0.00096198i,0.00072294+0.00039014i,0.00014915-9.9826e-05i,-9.7342e-05+0.00048035i,0.0002507+0.00043227i,0.00038056+0.00044858i,0.00024196+0.0011846i,0.0003028+0.00078997i,0.00028407+0.00094963i,-8.1989e-05+0.0012529i,-0.00015309+0.00161i,2.8146e-05+0.0012555i,0.00027279-1.1252e-05i,0.00059915-0.00077976i,0.00060782-0.00051796i,0.00030266+0.00038013i,0.000159+0.00064676i
-0.0010116+0.0013834i,-0.0020717+0.0013785i,-0.0020109+0.00032115i,-0.00098808+0.00021705i,-0.00056317+0.00078298i,-0.00027383+0.00090997i,-0.00057975+0.0004625i,-0.00054248+0.00059929i,-0.00035485+0.0012266i,-0.00049966+0.00053444i,-0.00033195+0.00023445i,0.00059059+0.00054578i,0.0010989+0.000969i,-7.9643e-06+0.0011523i,-0.00055294+0.00047193i,-0.00081909+0.00022562i,-0.0014957+0.00054531i,-0.0011416-0.00014856i,-0.00057543-0.00070218i,-0.00038058+0.0005792i,-0.00026555+0.0010913i,-3.9923e-05+0.00078745i,-3.0209e-06-2.6418e-05i
-0.0022073-0.0016345i,-0.0029847-0.0023848i,-0.0014334-0.0020813i,0.00013303-0.00064797i,3.7893e-05+0.00033625i,-0.00072674+0.0012099i,-0.00038138+0.0012576i,0.00032802+0.00084349i,0.00012883+0.00012238i,-0.0010732-0.00051146i,-0.0010986-0.00020342i,-0.00038941+0.00095155i,2.5993e-05+0.0014614i,0.00032249+0.0010326i,-2.1693e-05+0.00048768i,0.00013619-0.000283i,0.0010591-0.00043904i,0.00074324+0.0007484i,6.4957e-05+0.00079356i,0.00018374+0.00032376i,0.00030753+0.00016313i,0.00040044+0.00023256i,0.00015991+0.00020945i
0.00062128+0.00017102i,0.0010918-3.0519e-05i,-0.00031889-0.00010959i,-0.000504+0.0010444i,6.0177e-05+0.0023552i,-0.00056342+0.0019445i,-0.00080838+0.00098069i,-0.00033517+0.00054729i,0.00043608-0.00018307i,9.5944e-05-0.00045958i,0.00012858-0.000542i,0.0005992-0.00066391i,-0.0001671-0.00027267i,-0.00063971+0.00034788i,-0.00045278+0.00065973i,-0.00024031+0.00064166i,0.00037485-0.00011529i,0.00053607-0.0002137i,-0.00025972+0.00037173i,-0.00049019+0.00099116i,4.4663e-05+0.00079366i,0.00037304-0.0001602i,0.0004769-0.00090517i
-0.00011791+0.0011578i,0.0013801+0.0015091i,0.0012998+0.00050142i,-0.00052916-0.00011148i,-0.0010176+0.00087221i,-0.00081644+0.0011497i,-0.00059764+0.00042344i,0.00025824+8.0719e-05i,0.00066973+0.00022364i,0.00013754+0.00013399i,-0.00053305+0.00047908i,-0.0011654+0.00065894i,-0.00097149+0.00044772i,3.9829e-07+0.00014793i,0.00084956+0.00054788i,0.00045096+0.00052496i,-0.00036794-0.00030795i,-0.0007719-0.00025193i,-0.00082438-0.00012858i,-0.00048501+0.00044553i,-0.00020826+0.00060936i,7.4493e-05-0.00029692i,-0.00021087-0.00040018i
-1.096e-05-0.00078257i,7.4556e-05+0.00023409i,0.00066061+0.0011128i,0.00026849+0.001058i,-0.00025765+0.00080662i,-0.00059468+0.0011062i,-0.0010299+0.0014619i,-0.00033008+0.00092981i,0.00039559-0.00072408i,0.00032898-0.0011518i,0.0002414+1.6973e-06i,0.00091326+0.00041101i,0.0015111+0.00071333i,0.00020046+0.00097103i,-0.0004124+0.00022834i,-0.00016153-0.00035336i,-0.00058698+3.2961e-05i,-0.00041409+5.5036e-05i,0.00023852-0.00056961i,0.00046761-0.00064524i,0.00049248-0.00034133i,0.00081805-3.657e-05i,0.0009536+7.17e-05i
0.00070482+0.00092842i,0.00076229+0.0012854i,0.0013853+0.00098374i,0.00098338+0.00095628i,-0.00014171+0.0011871i,-0.00077962+0.0011093i,-0.0009115+0.0010543i,-0.00013028+0.0010471i,0.00075067+0.00072327i,7.123e-05+7.2655e-05i,-0.00060864-0.00039553i,-0.00060377-0.00071403i,-5.3324e-05-0.001221i,-0.00020972-0.00038682i,-0.0012293+0.00026464i,-0.0012222+0.00011781i,-0.00058196+0.00031737i,6.8781e-05+0.00052005i,5.8946e-05+0.00015552i,-0.00029812+0.00021728i,-0.0006362+6.6613e-05i,-0.00078573-0.00032719i,-0.00029737-0.00070849i
0.0013595+0.0016655i,1.2302e-05+0.00093899i,-0.00035285-6.5705e-05i,-0.0011793-0.00075063i,-0.0022015-0.00062987i,-0.0022974+0.00013873i,-0.0016698+0.00063391i,-0.00048349+0.001136i,0.00072563+0.00057748i,0.0005659-0.00045456i,0.00026149-0.00095023i,0.0002176-0.0010445i,-0.00018225+2.9467e-05i,0.00042043+0.00072162i,0.0010425+0.00054781i,-0.0001174+0.00061378i,-0.00043343+0.00059732i,-0.00028465+0.00055608i,-0.00018162+0.00010308i,0.00062068-0.00045341i,0.00078594-0.00024845i,0.0002577+0.00019769i,0.00022+0.0004929i
-0.0019153+0.00092671i,-0.00068276+0.00088416i,-0.00021821+0.0016041i,0.0003241+0.0015077i,0.0014299+0.0011235i,0.0015642+0.00035503i,0.00095967-0.00033415i,0.0001852-0.00072166i,-3.3696e-05-0.0008574i,8.4088e-05-4.0212e-05i,0.00040529+0.00019732i,0.0003946-1.7588e-05i,9.1433e-05+0.00019257i,5.2907e-05+0.00027291i,0.00054223+2.9774e-05i,0.00051394+0.00011649i,-4.7075e-05+8.6278e-05i,-1.5081e-05-0.00018917i,9.9895e-05-0.00011509i,1.2108e-06-0.00045825i,-8.1097e-05-0.00038179i,-0.00026152+0.00044246i,5.9995e-05+0.0011129i
-0.0023736+0.0022738i,-0.00035158+0.0024734i,0.00094665+0.0014416i,0.00096205+0.00096799i,-0.00017408+0.0010098i,-0.0018746+0.0013928i,-0.0024188+0.0014741i,-0.0012449+0.00066398i,-0.00057767+1.3225e-05i,-0.00055887-0.00071082i,-2.3051e-05-0.00018276i,0.00043189-5.9254e-05i,0.00042617-0.00058632i,0.00038056+0.00025694i,9.7887e-05+7.074e-05i,0.00054167+8.4892e-05i,0.00045797+0.00041072i,-0.00055328+0.00015717i,-0.0010752+0.00065072i,-0.00028571+0.00061791i,6.7635e-05-0.00034342i,-0.00045595-0.00070411i,-0.00043417-0.00039115i
-0.0034728-0.0013701i,-0.0031805-0.00023872i,-0.0021725+0.0013147i,-0.0013419+0.0016486i,-0.00061413+0.0014145i,-0.00012158+0.00091942i,-0.0002145+0.00034384i,-0.00023658-0.00010536i,0.0005071-0.0007844i,0.0012688-0.00059511i,0.00089032-0.00017605i,0.00060723-0.00083457i,0.00039117-0.0012247i,0.00044714-0.00050463i,0.0002175+3.0422e-05i,-0.00083644-4.7899e-07i,-0.00073949+0.00014774i,-1.7425e-05+0.00027163i,-0.00028585+0.00018824i,-0.00070857+0.00062709i,-0.00071013+0.00094699i,-0.00015415+0.0010165i,4.4653e-05+0.00032596i
0.001231-0.0030026i,0.00054197-0.0016594i,-0.0013099-0.0016992i,-0.0016166-0.001077i,-0.0011582+0.00079711i,-0.00058437+0.001595i,-5.513e-05+0.0014642i,0.00051371+0.00011502i,0.00040953-0.0011245i,-2.3645e-05-0.00075272i,0.00037749-0.00013779i,0.00077927+0.00037069i,0.00086415+0.00060985i,0.00086062-3.4283e-05i,0.0010692+0.00034612i,0.00074326+0.00033315i,-6.2127e-05-0.00072534i,-0.00031857-0.00053152i,0.00037814-0.00031735i,0.0014215-0.00035688i,0.00095684-0.0001519i,-0.00017743-0.00011698i,-0.00056813-6.7401e-05i
-0.0009508-0.00088442i,-0.0014582-4.7782e-05i,-0.00081597+0.0010037i,0.0005935+0.00014379i,0.00086754-0.0010503i,0.0003662-0.00069066i,0.00026784+0.00025045i,0.00038299+0.00015923i,3.1204e-05-0.00040904i,-0.00023761+5.9607e-05i,0.00064577+0.00081369i,0.0011249+0.00049297i,0.00078237+0.00011211i,0.00052339-0.00049514i,0.00065106-0.00093633i,0.00062007-0.00051055i,-0.00032507-8.5185e-05i,-0.00051193-0.00041817i,4.0662e-06-0.00043294i,0.00032629+0.00030218i,0.0001438+0.00037648i,-0.0003078+0.0005019i,-0.00087365+0.00080008i
0.00059395+0.0028051i,0.0016906+0.002425i,0.0016745+0.0021503i,0.00093426+0.0021917i,0.00072588+0.002248i,-1.3232e-05+0.0018516i,-0.00053778+0.0017118i,0.00025268+0.0018808i,0.0012155+0.0012816i,0.0014414+0.0012238i,0.00094689+0.0010623i,0.00095011+0.00054245i,0.00038072-7.6205e-05i,-0.00014016-0.00031572i,0.00019091+0.00045712i,-0.00059601+0.00081588i,-0.00040939+0.00073328i,0.00067806+0.00080762i,0.00054778+0.00060998i,0.00019236+0.00035871i,0.0003192-0.00016985i,0.001048-0.0006167i,0.00083427-0.00020674i
-0.00092039+0.0020276i,-0.00031184+0.0012599i,0.00075091-0.00015308i,-0.00021182-0.0008142i,-0.0011823-0.00050126i,-0.0013125+0.00045174i,-0.001624+0.0012381i,-0.00085973+8.3847e-06i,0.00073292-0.00078825i,0.00082754-7.4917e-05i,0.00054608+0.00037125i,0.00022014+0.00021972i,-0.00015318-0.00043896i,-0.00014667-0.00063838i,0.00013265-0.00014244i,0.00054938+0.0004261i,0.00080545+0.00010179i,0.00020241+6.6998e-06i,-2.4746e-05+0.00039133i,0.0010854+0.00055443i,0.0010236+0.00060954i,0.00015847-0.0002735i,9.0884e-05-0.00033807i
-3.1331e-05+0.0026199i,0.00034361+0.0019839i,0.0016099+0.001321i,0.0024637+0.00098556i,0.0013251+0.00072465i,-0.00058761+0.0012527i,-0.0013727+0.0019372i,-0.00088042+0.0013932i,-7.639e-05+0.00011068i,0.00064982-0.00083621i,0.0002918-0.00069823i,-0.00010527-0.00071869i,0.00020689-0.00057288i,3.1335e-05-0.00046216i,-5.0149e-05-0.00028908i,0.00022176+9.2784e-05i,0.00043807-0.00011958i,0.00017003-4.2236e-05i,-0.00066039+0.00042758i,-0.0012081+0.00086056i,-0.0016723+0.0006474i,-0.0007957+0.00070171i,-0.00027087+0.00012784i
-0.00035528+0.002791i,-0.00015589+0.0021958i,-0.00023877+0.0016665i,-0.00015166+0.00060163i,0.00058686-0.0010776i,0.00024427-0.0010503i,-0.00021751+1.4371e-05i,-0.00020421+0.00043179i,0.00025306+0.00070139i,-9.1152e-05+0.0010043i,-0.00038411+0.00034259i,-0.00025717-0.00047346i,-9.6574e-05-0.00088331i,-0.00091462-0.00076413i,-0.00099201-0.00014186i,-0.00046709+0.00049812i,-0.00073365+0.0011387i,-0.0002254+0.0014658i,-0.00030425+0.00092409i,-0.0012908+0.00068433i,-0.0013379+0.00096617i,-0.00034922+0.00030191i,0.00047084-0.00052938i
-0.0011796+0.00012704i,-0.001141-0.00033076i,-0.00096136-0.00053838i,-0.0010294+0.00079285i,-0.00093034+0.001546i,-0.00073695+0.0015242i,-0.0011479+0.00048306i,-0.0013413-0.0012988i,-0.00015053-0.0011593i,0.00055974+0.00021272i,0.00033425+0.00042493i,0.00051139+0.00069647i,0.00026358+0.0007003i,4.8371e-05+0.00015232i,0.00046863-0.00028712i,0.0013093-0.00026709i,0.00087239+0.00031447i,1.3318e-05+0.0012177i,-0.00042394+0.0006746i,-0.00064688-0.00024744i,-0.00069175+0.00014332i,-0.00084676+0.00068124i,-0.00068579+0.0001399i
-0.001098+5.2941e-05i,-0.00032311-0.00012197i,-6.3908e-05-0.00028577i,-0.0010676-0.00013449i,-0.001446-0.00012142i,-0.00086532+0.00018634i,-0.00051669+0.0010704i,-0.00038004+0.00071984i,-0.00012658-0.00077485i,0.00053142-0.0013925i,0.00075994-0.00069775i,0.00016251+4.6937e-05i,0.00011543+0.00099433i,6.0739e-05+0.0012989i,0.00024061+0.0008629i,0.00050466+0.00035557i,-1.4286e-05+3.658e-05i,-0.00042804-0.00023032i,-0.00011029-0.00036898i,-0.00039011-0.00016194i,1.0852e-05-0.00010728i,0.00021157+5.889e-06i,-0.00039376+0.00011372i
0.00070425-0.0010393i,0.0013444-0.0015534i,0.00084018-0.0032418i,0.00055843-0.0027305i,-0.00085081-0.00051639i,-0.0014994+0.00074484i,-0.0010086+0.00058636i,-0.00033348-0.00037944i,0.00037594-0.0011141i,0.00064129-0.0013659i,-0.00023781-0.0012171i,-0.0011447-0.0004541i,-0.00065471-0.00044637i,-0.00022375-0.00053071i,-0.00056773+0.00027885i,-0.00037053+0.00079129i,-4.8602e-05+0.00080901i,0.000277+0.00021844i,-5.5699e-05-8.6466e-05i,-0.00046362+9.9301e-05i,-0.00038984-0.00049251i,-0.00012472-0.0011221i,-0.00024568-0.0012652i
0.00044669+0.001282i,-0.00038192+0.0018165i,-0.00056455+0.002279i,-9.3579e-05+0.0016958i,0.00017036+0.00098657i,-0.00071649+0.0014662i,-0.0019616+0.0022955i,-0.0010879+0.001691i,0.00025705+0.00067883i,0.0003189+0.00024989i,-0.00024919-0.00010514i,-0.00068911+0.00012367i,-0.0012059+1.0506e-05i,-0.0011154-0.00058087i,-0.00045933-0.00056452i,-0.00044095+0.00012167i,-0.00059556-6.2083e-05i,-0.00052698+0.00035743i,-0.00042021+0.0011811i,-3.4397e-06+0.00067848i,0.00044694-0.00017325i,0.0004978+6.6185e-05i,0.00048915+0.00024592i
-0.00015737+0.00094919i,0.00015285+0.0008185i,0.00011779-0.00022197i,-0.0005592-0.0012859i,-0.00076777-0.001743i,-0.0010845-0.00080509i,-0.00086903+0.00061193i,0.00043047+0.00090636i,0.0010775+0.00012563i,0.0012845+0.00023321i,0.00093583+0.00090489i,0.00068372+0.00066629i,0.00012758+0.0002235i,-0.00059182-0.00011351i,-0.00064918-0.00091618i,6.5041e-06-0.0013755i,0.00020219-0.00023247i,0.00058672+0.00067064i,0.00089802+0.00037323i,0.00067114-0.00029808i,-0.00011649-0.00045575i,3.7357e-06+0.00036105i,0.0007567+0.00065705i
0.0018453-0.0013114i,0.0016461-0.00099428i,0.0011864-0.0015663i,0.00061577-0.0012705i,0.0004966+0.00025201i,0.00058899+0.00063023i,-8.0269e-05+0.00041835i,-0.00090785-2.8349e-05i,-0.00092349-0.00033158i,-0.00046878-0.00020364i,-0.00011816-0.00042337i,0.00038034-0.00095752i,1.6634e-07-0.00070569i,-0.00043747-0.00037039i,6.6464e-05-0.00030529i,0.00027534+0.00011365i,0.00022836+0.00059701i,1.8467e-05+0.00031149i,0.0001463+2.1726e-05i,-0.0002269+0.00034945i,-0.00071054-0.00047447i,-0.00080869-0.001411i,-0.00034278-0.00076877i
0.00083331+0.0029547i,0.0008967+0.0011133i,0.0012237+0.00034594i,0.00088574+0.00067086i,-5.3231e-05+0.0011985i,-0.001403+0.0012708i,-0.0021186+0.0015506i,-0.0011807+0.0017903i,-5.708e-05+0.00040945i,0.0001006-3.8585e-06i,-0.00082442+0.001008i,-0.0015963+0.0012773i,-0.00116+0.00077956i,-0.0010435-0.00069103i,-0.0010455-0.0017375i,-0.00091663-0.0006159i,-0.00070554+0.00016623i,0.00016826+0.00035947i,7.4669e-05+0.00027855i,-0.00053722+0.0001146i,0.00057238+0.0004945i,0.0014927+0.00047192i,0.00076676-2.5954e-05i
-0.0020823+0.002741i,-0.0018592+0.0024646i,-0.0004874+0.0017139i,0.00044646+0.00073328i,0.0013742+0.00062028i,0.0011371+0.00032113i,-0.00011016+0.0004873i,-0.00026492+0.00062927i,0.0006837+0.00057347i,0.0012584+0.000273i,0.001159-0.00034401i,0.00095712-0.00051901i,0.0010346-0.00062386i,0.00097311-0.0010404i,0.0011487-0.0015745i,0.0014422-0.00096097i,0.0013399-0.00012363i,0.00076228-0.00030727i,0.00013015-0.00071212i,-0.00037098-7.6424e-05i,-0.00032111+0.00059278i,0.00029982+0.00072196i,0.00088241-4.6494e-05i
-0.00071067-0.00063924i,-0.0014794-0.00093418i,-0.0024412-0.001879i,-0.0015404-0.0009034i,-0.0011978+0.0008467i,-0.0012636+0.0011002i,-0.00080169+0.001463i,-0.00059336+0.0011613i,-0.00044212-0.00030158i,-9.8825e-05-0.00096522i,0.0001241-0.00037798i,0.00020716-0.00016174i,0.00086489-0.00015636i,0.0013906+0.00042539i,0.0015796-0.00016296i,0.00082496-0.00034515i,0.00043759-0.00056356i,0.00055343-0.00066058i,0.00020416+6.2487e-05i,-4.2363e-05+9.4663e-05i,0.00029359+9.3118e-05i,0.00055605-4.832e-05i,0.00030375-0.00045613i
-0.0012762+0.00042814i,-1.7192e-05+0.0006705i,0.00092785-0.00021075i,0.00024758-0.0010257i,-0.00097203-0.00046187i,-0.00096927+0.0012656i,-0.00097943+0.0019219i,-0.00060648+0.001285i,-0.00047836+0.0004671i,-0.00082904-0.00043356i,-0.0010157-0.00048263i,-0.00091261-0.00045619i,0.00025949-3.4614e-05i,0.0011506+0.00075603i,0.0011912+0.00061954i,0.00067063+0.0005589i,0.00051591+0.00074961i,0.00078074+0.00065872i,5.4324e-05+0.00061436i,-0.0005184+0.00016546i,0.00043544+0.00038782i,0.00033252+0.00070561i,-0.00031728+0.00062076i
