0.00016128+0.0031118i,0.0014531+0.003778i,0.00074263+0.0013923i,-0.00031272-0.00037474i,-0.001198+0.00018679i,-0.0017999+0.0023243i,-0.00096255+0.003444i,0.00011904+0.0027944i,0.001524+0.001412i,0.0014349+9.0396e-05i,-0.00015074+0.00020687i,-0.00021517+0.00025873i,0.00032516+7.9811e-05i,0.00059222+0.00011728i,0.00076977-0.00025939i,0.00042355-0.0005156i,-2.1728e-05-0.00022332i,-0.00030496-0.00018755i,9.3308e-05-0.00035154i,7.9479e-05+1.3497e-05i,-0.00030729+0.00064004i,-3.3576e-05+0.00037527i,0.00033681-0.00037999i
-0.0010959+0.0012684i,-0.00081048+0.0019175i,-5.4792e-05+0.0017395i,-4.2476e-05+0.00081546i,-0.00022901+0.00029188i,-0.00039758+0.00045816i,-0.00074422+0.00063935i,-0.00014497+0.00054806i,0.0006178+0.00099589i,0.00044665+0.00048882i,0.00014179-0.0008835i,-0.00030763-0.001314i,-0.00065813-0.00058614i,-0.00017563+0.00011358i,0.000563+0.00065396i,0.00081722+0.00071121i,0.0009905+0.00022712i,0.0012252-0.00046319i,0.00093918-0.00076115i,0.00020441-0.00013534i,-0.00030611+0.00023495i,-0.00045116-0.00015711i,-7.1903e-05-0.00097246i
-0.0022489+0.0034281i,-0.0020933+0.0030023i,-0.00010444+0.0026922i,0.00053051+0.0024135i,-5.3141e-05+0.00088297i,0.00012867-0.00026446i,0.0002107-0.00018227i,-0.00056045+0.00013206i,-0.0011111+0.00050473i,-0.00094092-0.00021045i,-0.00061948-0.00064191i,-0.00027127+0.00028056i,-0.00029575+0.00066369i,-0.00023041+0.00029884i,-6.6024e-06+0.0008995i,0.00082488+0.00087141i,0.0011536-0.00011517i,0.00057955-0.00082756i,7.2919e-05-0.00098088i,0.0003493-0.0011406i,0.00041472-0.00099661i,0.00021711-0.00092522i,-0.00019194-0.00044061i
-0.0018824+0.00089776i,-0.0018287+0.0030049i,-0.0015927+0.0035563i,-0.00081108+0.002623i,-0.00094498+0.0011625i,-0.0011182+7.9072e-05i,-0.0003007+7.2972e-05i,-0.00053303+4.319e-05i,-0.00061919-0.00052644i,-0.00044182-0.00028983i,-0.00092518+0.00046524i,-0.00071781+0.00013172i,-0.00036604+3.6618e-05i,0.00013413-0.00020207i,0.00049696-0.00016296i,0.0005116-0.00028481i,0.00028483-0.00032061i,-5.5631e-05+8.3916e-05i,-0.00037947+0.00041794i,-3.0095e-05+0.00040274i,-0.00040728+0.00029688i,-0.00083901+0.0002115i,-0.00036185+1.2524e-05i
-0.00023428+0.00050956i,-0.00040969+0.0022005i,-0.00096924+0.0019778i,-0.00066144+0.0017487i,-3.9883e-05+0.0024207i,0.00030012+0.0026619i,0.00022726+0.0014124i,9.0418e-05+0.000552i,0.00034709+0.0012105i,0.00035199+0.0013439i,-9.493e-05+0.00071104i,0.00027757+0.00018588i,0.00044938-0.00023918i,0.00052694-7.5305e-05i,0.00067238+0.00070658i,0.00041642+0.0011884i,0.00022185+0.00048962i,0.00061739-0.00026187i,0.00074698+8.2515e-05i,-4.7173e-05-0.00038698i,-0.00021063-0.0010827i,-0.00027681-0.00010104i,-0.00033155+0.00048747i
-0.0009898-0.00032848i,-0.0010524+0.0014183i,-0.0011021+0.0020094i,-0.0012238+0.0021671i,-0.0014622+0.0025132i,-0.0008412+0.0028581i,-3.2747e-05+0.0017029i,-0.00062969+0.00033238i,-0.0012132-0.00020502i,-0.00073229+0.00026201i,0.00019438+0.00037683i,0.00012967-0.00063731i,-3.382e-05-0.0010664i,-0.00040012-0.00037123i,-0.00020618-0.00037213i,0.00046303-0.00054903i,0.0003363-0.00055163i,0.00065311-0.001716i,0.00061296-0.0018465i,-0.00016768-0.0011829i,-0.00063377-0.0013188i,-0.0004676-0.0012063i,3.9867e-05-0.0002894i
-0.00067343-0.00011781i,-0.0011901+0.0011573i,-0.0014609+0.0015478i,-0.0013809+0.0015735i,-0.0010859+0.0021827i,-0.00073231+0.0022897i,-0.00088084+0.00060957i,-0.00035164+5.1831e-05i,-0.00017578+0.00028728i,-0.00056236-4.9355e-05i,2.3265e-06+0.00073907i,0.00064745+0.0012144i,0.00024612+0.00012823i,-0.00034288-0.00026773i,-0.00046005+8.7078e-06i,8.3731e-05-0.00030557i,0.0008263-0.00056944i,0.00099923-0.00019325i,-0.00021252-0.00022377i,-0.000517-0.00014334i,-0.00046045+0.00052161i,-0.00053116+0.00065405i,0.00012072+0.00017084i
-0.00071693+0.0011923i,-0.00087871+0.0019819i,-0.00030495+0.0014328i,-0.00097256+4.4762e-05i,-0.001627-0.00053784i,-0.0014422+0.00031545i,-0.00067256+0.0012343i,0.00023096+0.00094571i,0.00081142+0.00071615i,0.00078591+0.0001187i,0.00020099-0.00047532i,-0.00023363-0.00062445i,0.00015304-0.00054515i,0.00079125-0.00035762i,0.0013294-0.00034724i,0.0010885-0.00072703i,0.00049899-0.0009739i,0.00087971-0.00053748i,0.0006659-0.00010999i,-0.00037869+0.00016858i,-0.00064464+0.0005741i,-5.4098e-06+0.00076866i,0.00056208+0.00050011i
-0.0020958+0.0012923i,-0.0023539+0.0025965i,-0.0012406+0.002338i,-0.00032354+0.0007885i,9.4276e-05+0.00036772i,5.1241e-06+0.00084107i,-0.00063206+0.00068628i,-0.00097847+0.00064963i,-0.00077666-0.00014188i,-7.9652e-05-0.00074972i,0.00060228-0.00043871i,0.0002867-0.00043447i,-0.0006584-0.0002701i,-0.001086+0.0003305i,-0.0001438+0.00067341i,0.00083316+0.0008717i,0.00083686+0.00026683i,0.0011737-0.00084456i,0.0013938-0.00045211i,0.00092101+0.0004172i,0.0007433+0.00038644i,0.00041115-0.00035137i,-0.00034187-0.00027513i
-0.0014407+0.0011295i,-0.00080556+0.0031039i,-0.00032181+0.0027664i,-0.00050034+0.00091453i,-0.00046593+0.00027254i,-0.00020978+0.00085974i,0.00048708+0.00075434i,0.00033209+0.00014212i,-0.00054024-0.00052197i,-0.00084421-7.1775e-05i,-0.00016986+0.0010054i,4.971e-05+0.0010104i,-0.00047927+0.0013024i,-0.00018324+0.0012219i,0.00079891+0.00042562i,0.00091978+0.00019415i,0.00044593+0.00041506i,1.1452e-05-2.0148e-05i,0.00015653-0.00088935i,0.00028444-0.0013946i,-0.00017731-0.00075357i,-0.00012183+0.0002261i,-0.00035666+0.00024511i
-0.0025192+0.0015427i,-0.0031407+0.0030539i,-0.0021266+0.0018732i,-0.00092708+0.00027986i,-0.0006306+0.00074239i,-0.00028651+0.00056214i,-3.9512e-06-0.00041214i,0.00012761-0.00040842i,0.00010165-0.00046094i,7.0642e-05-0.00053909i,-0.00048198+0.00014831i,-0.0011967+0.00087421i,-0.00081827+0.0008329i,2.9569e-05+0.00024863i,0.00058201-0.00030303i,0.0011328-0.001351i,0.0017558-0.0018076i,0.0012885-0.0012398i,0.00021753-0.00069418i,-0.0002196+1.6924e-06i,-0.0003237+0.00073012i,-0.00071411+0.00013416i,-2.8236e-05-0.00066393i
-0.0020894+0.00076114i,-0.0022389+2.9691e-05i,-0.0010728+0.00097313i,0.00047179+0.0020798i,0.0004297+0.0024228i,0.00057367+0.0014471i,8.0281e-06+0.00077855i,-0.00072202+0.00077796i,-3.6098e-05+0.00076169i,0.00064219-0.00019162i,7.3459e-05-0.0013066i,-0.00021959-0.0010486i,-0.00011923+9.8738e-05i,-0.00044033+0.00027858i,-0.0002426-0.00018113i,0.00075817-0.00025606i,0.0017085-0.00021487i,0.0017238-0.00057618i,0.0011658-0.00048313i,0.00080859-0.00040561i,0.00035627-7.4743e-05i,-0.000503+0.00069242i,-0.00099637+0.0007094i
-0.0017419+0.0023217i,-0.00092704+0.0029996i,0.00042854+0.0026175i,0.00061414+0.0013009i,0.000168+0.0005237i,0.00022834+0.0013687i,-0.00030224+0.0015952i,-0.00097748+0.00084948i,-0.00066799+0.0009885i,-0.00077684+0.00064078i,-0.00052195+0.0001669i,-0.0001431-4.6718e-05i,-0.00040325-0.0005355i,0.00034045-1.5963e-05i,0.00078816+0.00053342i,0.00098531+0.00046108i,0.0010138+0.00048486i,0.00042751-4.5881e-05i,0.00033886-0.00023998i,0.00054701-0.00037427i,0.00037812-0.0011668i,4.0369e-05-0.0017418i,-0.00033363-0.001514i
0.00015486+0.0011919i,-0.00091919+0.0026375i,-0.001153+0.0020036i,0.0001949+0.00085286i,0.000503+0.0011848i,-0.00042751+0.0013101i,-0.00055999+5.2465e-05i,-3.9822e-05-0.0006469i,-0.00017698-0.00071877i,-0.00016424-0.0010793i,-0.00013612-0.00086644i,0.00055678-4.2419e-05i,0.00066566+0.00071463i,0.00034656+0.001104i,0.0010355+0.00090517i,0.0016487+0.00071058i,0.001282+0.00051963i,0.00069836+0.00029082i,0.0006918-3.1117e-06i,0.00071706+0.0001221i,0.00017457+0.00035874i,-7.0662e-05+8.8694e-06i,0.00018933-0.000566i
-0.0026939+0.0019324i,-0.0019658+0.0025477i,-0.00021375+0.0023203i,0.00096508+0.0022454i,0.0012096+0.0021692i,0.00097465+0.0019938i,0.00034131+0.0010698i,-0.00019286+0.00028839i,0.00052691+0.00052293i,0.00070106+0.00024306i,9.8166e-05-0.0007206i,0.00025926-0.0013903i,0.00063984-0.00093479i,0.00061662-0.0001985i,0.00015892-0.00014581i,-0.0001466-0.0003869i,-0.00053684-0.00049313i,-0.00018787-0.00045739i,0.00071537-0.00066651i,0.00050724-8.185e-05i,6.4248e-06+0.00050608i,-0.00033874+4.8287e-06i,-0.00033534-0.00016183i
-0.0028079+0.0012146i,-0.0031899+0.0014225i,-0.0011552+0.0025029i,0.00035596+0.0020751i,-0.0001217+0.00073663i,-0.0010224-0.00028308i,-0.001427-0.00023261i,-0.00053158+0.000477i,-0.00017139+0.0013663i,-0.00028558+0.0013863i,-0.0010242+0.00085481i,-0.00073493+4.3504e-05i,0.00026805+0.00012071i,-1.794e-05+0.00025175i,0.00026678-0.00024795i,0.00058818-0.00033614i,0.00048688-8.0763e-05i,0.00062918+7.0434e-05i,0.00072264+0.00047174i,0.00050808+0.00022233i,0.00064552-0.00072868i,0.00027632-0.00086965i,-0.0002625-0.00078628i
-0.0010448-0.000936i,-0.001594+0.00028893i,-0.0023312+0.00089119i,-0.0019325+0.0012721i,-0.00081711+0.0019589i,-0.00011872+0.0019407i,-0.00040659+0.00097191i,-0.00076395+0.000208i,-0.0015114-0.00059283i,-0.0011694-0.00074765i,-0.00012113+4.9996e-05i,0.00025578+0.00028928i,0.0001668+0.00042131i,-1.644e-06+0.00044471i,-0.00041885-0.00055713i,-1.3162e-05-0.00063797i,0.00078509-0.00036741i,0.00078997-0.00078776i,0.0002831-0.0010009i,0.0004862-0.0010406i,-0.00046531-0.00063378i,-0.0016382+0.00014956i,-0.001288-2.1331e-05i
-0.0016711+0.00063312i,-0.0023817+0.0019444i,-0.00057475+0.0020783i,-5.5498e-06+0.0014094i,-0.00093799+0.00073292i,-0.00016671+0.00053367i,0.00013692+0.0005216i,-0.00052579+0.00044773i,-2.1433e-05+0.00075583i,0.00070001+0.00068513i,-0.00010431+0.00087047i,-0.00016808+0.00035414i,0.00063193-0.00057231i,0.00060738-0.0005581i,-0.00019432-0.00037848i,0.00039875-0.00074306i,0.0015501-0.00048412i,0.0017949-0.00054244i,0.0011478-0.00062931i,0.0011569-0.00080601i,0.0012257-0.00072221i,0.00035223-0.00011594i,-0.0002934-0.00016992i
-0.00088996+0.0014847i,-0.00070556+0.0021008i,-0.00014283+0.0014061i,0.00046499+0.00142i,-1.076e-05+0.0021982i,-0.0006012+0.0024567i,-0.00021756+0.0014027i,-6.6591e-05+0.001037i,-0.00051504+0.0012998i,-0.00011889-5.3037e-05i,-0.00014616-0.00085402i,-0.00083161-0.00016728i,-0.00088811+0.00027753i,0.00011092+0.00022378i,0.00068804-6.6416e-06i,0.00098801-0.0005152i,0.00097894-0.00086544i,0.00030642-0.00061721i,-0.00014509-0.00031916i,-9.6942e-07-4.9709e-05i,-0.00041368-0.00029282i,-0.00069313-0.00013109i,-0.00081474+0.00099395i
-0.000378+0.00044398i,-0.0014996+0.0018593i,-0.0015175+0.00235i,-0.0018251+0.00178i,-0.002402+0.0015717i,-0.001868+0.002342i,-0.00076143+0.0020848i,-0.00011033+0.0010177i,0.00029626+0.00034739i,0.00011641-0.00010151i,-0.0003141+0.0005596i,-0.0006158+0.00058322i,-0.00083106-0.0004059i,-0.00057146-9.3546e-05i,0.00036033+0.00033863i,0.00065653-0.00019764i,0.00099588-0.00075035i,0.0011361-0.0012193i,0.000469-0.00067369i,-0.00014687+0.00019187i,-0.00020195-0.00040799i,-0.00053952-0.00046902i,-0.0012046+0.0003868i
-0.003257+0.0018614i,-0.0029132+0.0025276i,-0.0011669+0.0023405i,0.00060856+0.00033105i,0.00099609-0.00053994i,0.0010513-0.00032944i,0.00081726-0.00076409i,-5.3893e-05-0.0010051i,2.7266e-05-0.00077077i,0.00025427-0.00012804i,8.9799e-05+0.00017358i,0.00033345-0.00088275i,-0.00032351-0.0013255i,-0.0012425-0.0010315i,-6.7246e-05-0.00066547i,0.00055605-7.2439e-05i,0.00051715-0.00026316i,0.00099689-0.00025237i,0.00051194+0.00024602i,-0.00019874-0.00033888i,-9.8505e-05-0.00055626i,5.49e-06+0.00019219i,-0.00011045+0.0006428i
-0.0015499+0.0023105i,-0.001902+0.001843i,-0.00095234+0.001677i,-0.00027149+0.0010073i,-0.00063313+0.00054205i,-0.00053827+0.00043427i,-0.00042536+0.00058646i,-0.00087274+0.00024828i,-0.00045052-0.00023061i,-0.00054243-0.00034647i,-0.00022549-0.00028358i,0.0011967+0.0001121i,0.00052771-0.00028642i,-0.00011387-0.0003859i,0.00089149+0.00045355i,0.0012368+0.00019969i,0.00089792-0.00032345i,0.0011214-0.0002847i,0.00035388-0.00029726i,-0.00055032-0.00047379i,-0.00042421-0.00050124i,-0.00052513-0.00043196i,-0.00040238-0.00040411i
-0.0020808+0.0019021i,-0.0027517+0.0032974i,-0.0022019+0.0037078i,-0.00092922+0.002939i,-0.00075764+0.0025817i,-0.00055364+0.0019012i,-0.00032783+0.001058i,-0.00016538+0.0012016i,0.00044904+0.0015265i,0.00039893+0.00058514i,-1.6324e-05-0.0006164i,2.3353e-06-0.00074789i,-0.00028128-0.0009118i,0.0001101-0.00087677i,0.00054313-0.00072145i,0.0010789-0.0010254i,0.00075038-0.00067146i,3.8946e-05-0.00035777i,0.00040347-0.00050596i,0.00019168-0.000638i,-0.00048506-0.00062318i,-0.0005111-0.00082742i,-0.00043803-0.00054798i
-0.0022592+0.0017342i,-0.0017677+0.0020906i,-0.00052802+0.00094141i,-8.7959e-05+0.00047929i,-0.00023715+0.0016075i,-0.00031672+0.0019961i,-0.00046523+0.0011402i,-0.0014103+0.00059097i,-0.001825+0.00026634i,-0.00091131+0.00026534i,-0.00028383+0.00052466i,-0.00027023-0.00045469i,0.00010093-0.00055839i,0.00023249-9.4607e-05i,0.00026082-0.00057765i,0.00059648-0.0013062i,0.00052677-0.0011075i,0.00060291-0.00022327i,0.0010227+0.00010682i,0.00080649+0.00038418i,0.00062952+0.00065612i,0.0005576+0.00061849i,-1.8426e-05+0.00098818i
-0.00065963+0.00092714i,-0.0011393+0.0016493i,-0.0017183+0.0017643i,-0.0018966+0.001171i,-0.0014813+0.0017975i,-0.0010865+0.0018443i,-0.00045152+0.0013734i,0.00018775+0.0010084i,-0.00017966+0.00070839i,-0.0007508+0.000692i,-0.00044663+4.6013e-05i,-0.00048309-0.00093831i,-0.00048347-0.00044167i,0.00039152+0.00070591i,0.00030573+0.00068922i,0.0003543+0.00033802i,0.00080411+0.00029926i,0.00055334-0.00045389i,0.00052739-0.00045329i,0.00078511-0.0003574i,0.00050826-0.00057717i,-0.00013036+6.038e-05i,2.3136e-06+0.00026274i
-0.0030238+0.0029394i,-0.0033077+0.003283i,-0.0013386+0.0028086i,0.00037359+0.001491i,0.00035918+0.001494i,-0.00021341+0.001173i,-1.1685e-05-3.3517e-05i,2.8853e-05-0.00099162i,-8.7269e-05+6.7688e-05i,0.00015621+0.00096748i,0.00073681+0.00016016i,0.0011038-0.00046232i,0.00065128-0.00010293i,-6.4353e-05+8.3386e-06i,3.8359e-06-8.0888e-05i,0.0006078+1.6328e-05i,0.0011686+0.00034782i,0.0014954+0.00033051i,0.00093953-0.0003911i,-4.8246e-05-0.00059084i,-0.00030002-0.00027791i,7.6024e-06-0.0002196i,0.00024691-0.00033202i
-0.0013577+0.0030677i,-0.0023089+0.0035716i,-0.00085407+0.0028558i,0.00058302+0.00074531i,0.00055686+4.0657e-05i,-0.00078978+0.0001229i,-0.0016387+0.00050496i,-0.00071662+0.00084879i,0.00047326+0.0006211i,0.00038635-0.00030364i,-6.4149e-06-0.00038424i,-0.0002287-7.1804e-05i,0.00019776+7.4909e-05i,0.001433+0.00040091i,0.0013706+0.00082176i,0.00086396+0.00098137i,0.0012076+0.00075582i,0.0012153+0.00043i,0.0013574+0.00019594i,0.00094743+0.00014157i,-0.00017686-0.00082253i,-0.00026009-0.00089354i,-0.00016987-0.00027444i
-0.0006517-0.00063426i,-0.0025393+0.0015689i,-0.0036926+0.0020022i,-0.0027718+0.0015954i,-0.0022591+0.0017034i,-0.0016345+0.0023577i,-0.00043511+0.0022186i,0.0001424+0.0012028i,-0.00010399-0.0001316i,-0.00098742-0.00082924i,-0.0011172-0.00071856i,-0.00094273-0.00066475i,-0.001442-0.00065664i,-0.00054487+2.0397e-05i,0.00067621+0.0003236i,0.0010762+0.00036045i,0.00079708+4.7432e-05i,0.0003743-0.00037186i,-0.00024375-6.7604e-05i,-0.0003734+8.9852e-05i,0.00040909-0.00036962i,0.00049567-0.00082139i,-0.00037748-0.00013161i
-0.0025257+0.00027617i,-0.0023364+0.00089366i,-0.001777+0.0011365i,-0.0016176+0.0014153i,-0.00070089+0.0013366i,0.0005965+0.0015096i,0.00057099+0.0014335i,1.7305e-06+0.00088032i,-0.00019991+0.00034644i,-0.00057347+0.00024448i,-0.0014381+7.7623e-05i,-0.00095453-0.00055775i,0.00047705-0.00053707i,0.00019359+0.00032801i,-0.00016751+0.00048109i,0.00032799-0.00024467i,0.00078934-0.00032489i,0.00065872+6.5237e-05i,-0.00014709-0.00069895i,-0.00024863-0.00054173i,-0.00035209-0.00060332i,-0.00060248-0.00096627i,-0.00031143-0.00038319i
-0.00079298+0.0014669i,-0.00077672+0.0029033i,-0.00073712+0.0026186i,-0.00073036+0.0014674i,-0.000593+0.0014044i,-0.00070953+0.0016618i,-3.5923e-05+0.0015912i,0.00063737+0.0011829i,5.161e-05+0.00074722i,3.0154e-05+0.00039734i,0.00046299-0.00032271i,0.00075174-0.00015385i,0.00027732-4.256e-05i,-4.8747e-05-0.00061913i,8.5681e-05-4.3913e-05i,0.00048702+0.00035115i,0.00089116+0.00017039i,0.0011049+3.1378e-05i,0.0012235-4.3891e-05i,0.00029934-0.00027843i,0.00013238-0.00055757i,0.00041483+6.9428e-05i,0.00010266+0.00024018i
-0.0023709+0.0017674i,-0.0028458+0.0029244i,-0.0019603+0.0043182i,-0.00054989+0.0040623i,0.00017582+0.0025677i,0.00040507+0.0010787i,-0.00015808+0.00019601i,-0.00095525-0.00026822i,-0.00106-0.00042572i,8.5876e-06-0.00024621i,0.00075954-0.00035897i,0.0010927-0.0011278i,0.00087111-0.0016017i,-0.00020684-0.00028731i,-0.00020755-3.2885e-05i,0.00034214-0.00010853i,-0.00014456-0.00031617i,0.00014684-0.0011331i,0.00038386-0.00074272i,-0.00031543-0.0008549i,-0.00052955-0.0010694i,-0.00053441-0.00067815i,-0.00026242-0.00078183i
-0.00030043+0.001718i,-3.0599e-06+0.00023748i,-0.00017588-0.00083971i,-0.0008736-0.00069452i,-0.0019363-0.00059716i,-0.0018381-0.00036495i,-0.0011437+0.00054166i,-0.0012059+0.0010514i,-0.0016818+0.00029715i,-0.0010335-0.0010116i,-0.00088633-0.00091118i,-0.00040013-0.00038274i,0.00027218-0.0011978i,1.3057e-05-0.0010581i,0.00034813-0.00025169i,0.0012521-4.805e-07i,0.0012312+0.00025865i,0.001217-4.6654e-05i,0.00077067-0.0007165i,-0.00035374+9.6458e-05i,-0.00094974+0.00033716i,-0.00093294-0.00052698i,-0.00049934-0.00017776i
-0.0019277+0.0027361i,-0.0030315+0.0037454i,-0.0018348+0.0033304i,-0.00098774+0.0022076i,-0.00053097+0.0021131i,0.00020477+0.0019263i,0.00044889+0.0012171i,-0.00041436+0.00084148i,-0.0016694+0.0004371i,-0.00097466-0.00012174i,-0.00031297-0.00064569i,-0.00068492-0.00081045i,-0.00086027-0.00043585i,-0.00070181-0.00029605i,-0.00043438-9.7146e-05i,0.0007015+0.00024511i,0.0015977+0.00043682i,0.0012491+0.00053651i,0.00012877+0.0002715i,-0.00078575-0.00052501i,-0.00024563-0.00047521i,0.00043725+1.2992e-05i,5.1159e-06-0.00026171i
-0.0023976+0.0014315i,-0.0024216+0.0029602i,-0.0021201+0.0029706i,-0.00067522+0.002829i,0.00073994+0.0023621i,0.001237+0.0014677i,0.00056524+0.00081046i,-4.3603e-05+0.0007199i,-0.00016853+0.0011488i,-0.00069064+0.00098164i,-0.00076833+0.00061285i,-0.00056491+0.00064183i,0.00053279+0.00056566i,0.0016512+0.00021146i,0.0015429-0.00024847i,0.0009372-6.0442e-05i,0.00050346-4.6813e-05i,0.00050851-0.0004443i,0.00079324-0.00066177i,0.0012327-0.00074049i,0.00080645-0.0011137i,0.00018462-0.001221i,-3.4859e-05-0.00040668i
-0.0014852-0.0003101i,-0.0020871+0.0010986i,-0.0021966+0.00088021i,-0.0011526+0.00087792i,0.0001516+0.002028i,0.00059006+0.0019545i,0.00021868+0.00061775i,7.0296e-05+0.00033268i,0.000402+0.00037355i,7.6201e-05-9.4904e-05i,-0.00047658-2.6021e-05i,-0.00048908-0.00037017i,0.00047374-0.00061732i,0.0012488+0.00049369i,0.0014656+0.00051569i,0.0014106-0.00021485i,0.00079345+0.00020023i,0.0011353+0.00019154i,0.0015192-0.00039214i,0.00069139-0.0006823i,0.0004254-0.00030797i,0.0002989+0.0002901i,-0.00033041-0.00020928i
-0.0024355+0.00019222i,-0.0020955+0.0010237i,-0.00086497+0.0019288i,0.00018379+0.0010191i,0.00048169-0.00015667i,-6.2554e-05+0.0004032i,-0.00065588+0.00075866i,-0.0009688-0.00016075i,-0.00065462-0.00063615i,0.00015824-6.9067e-05i,0.00053557+0.00047257i,0.00078718+0.00030915i,0.00045198-0.00031769i,-0.00031862+2.4126e-05i,-0.00044384+0.00090509i,-0.00014749+0.00079166i,-0.00031767+0.00039973i,-1.3726e-05+0.00032476i,0.00026145+0.00031733i,0.00020725+8.9125e-05i,0.00011788-0.00041057i,0.0002179-0.00050413i,0.00075291+2.4489e-05i
-0.0026366+0.002155i,-0.0035422+0.002581i,-0.0013578+0.0020426i,6.4891e-05+0.00097732i,-0.00058588+0.00060562i,-0.0010785+0.0010026i,-0.00088173+0.0011124i,-0.0010873+0.00031364i,-0.0012466+9.6691e-05i,-0.0012416+0.00024297i,-0.0013832-0.0001311i,-0.00089566-0.00053319i,-0.00028528-1.4496e-05i,0.00047598+0.00014022i,0.00060612-0.0005751i,0.00099296-0.00083641i,0.0017024-0.00036675i,0.0010864-0.00021587i,1.2305e-05-0.00099848i,-0.00062761-0.00095193i,-0.00074428-0.00041886i,-0.00051466-0.00025035i,0.00026443+0.00010717i
-0.0014483+0.0017434i,-0.0011571+0.003403i,-0.00098004+0.0027345i,-0.00028348+0.0015935i,0.00010588+0.001688i,-0.00056195+0.0010785i,-0.0009133+0.00026908i,-0.0011275-0.00023422i,-0.00026923-0.00019166i,0.00018463+9.443e-05i,-0.00048745+0.00044478i,-0.00062435+0.00022826i,-0.00014196-0.00056935i,0.00015349-0.00064955i,8.5776e-05-0.00030496i,-0.00015166-0.00031397i,-3.6614e-05-0.00056807i,0.00081257-0.00081349i,0.0010826-0.00079871i,0.00041069-0.00030855i,-0.00086683+0.00033373i,-0.001549+0.00054963i,-0.0012858-0.00012599i
-0.0019208+0.00062071i,-0.0025358+0.0014387i,-0.0014151+0.0020339i,-0.00016454+0.0024662i,-7.431e-05+0.001719i,0.00017946+0.00025666i,0.00027553-0.00013344i,0.00056813+0.00022022i,0.00082839+0.0003774i,0.00068332+0.00093522i,0.00051505+0.0012738i,0.0007375+0.00030065i,0.00038372-0.00019232i,-1.5661e-05-0.00032541i,0.00028112-0.0001718i,3.6702e-05-9.1713e-06i,0.00050448-0.00052953i,0.0014203-0.00055507i,0.0013685-0.00048778i,0.00084787-0.00051054i,0.00078453-0.00087797i,0.00040067-0.00071148i,-0.00060704-5.7033e-05i
-0.0034723+0.0020146i,-0.0026132+0.0019429i,-0.0018105+0.0018876i,-0.00061797+0.0011946i,0.00047108+0.00091394i,0.00051634+0.0013355i,0.00019539+0.00089294i,-0.00027103-4.877e-05i,-0.0003228-7.8761e-05i,0.00067688+6.872e-05i,0.0010423-0.00018603i,0.0011806-0.00045132i,0.0010552+0.00020036i,0.00074495+0.00069548i,0.00062641+0.00069879i,0.00035404+0.0007274i,0.00065594+0.00042785i,0.0011467+0.00042258i,0.0011064+0.00012478i,0.00091502+0.00022305i,0.00024532+0.00027571i,-0.0003115-0.00037643i,-0.00032869-0.00073431i
-0.0036138+0.0013259i,-0.0021898+0.0023929i,-0.00041179+0.002134i,4.8342e-05+0.0019423i,0.00034664+0.0017453i,-3.9838e-05+0.00098064i,-0.00093875+0.0008469i,-0.0010086+0.0013393i,-0.00058113+0.00094133i,-3.5112e-05+7.1164e-05i,8.0792e-05-0.00070315i,-0.00026866-0.001154i,-0.00043863-0.00018186i,0.00029552+0.0005071i,0.0016196-8.6391e-05i,0.0017283-0.00019497i,0.0011569-0.00013129i,0.00085631-0.00025016i,0.00060083-0.00048348i,0.00021958-0.00058097i,-0.00079545-0.00086625i,-0.0012116-0.00085234i,-0.00050436+0.00026495i
-0.00041578+0.00029393i,2.1894e-05+0.0012764i,0.0005289+0.0017519i,0.00022687+0.0015702i,-1.9135e-05+0.0012152i,-2.033e-05+0.001629i,0.00035644+0.0010391i,0.0006348+0.0005692i,-0.00015281+0.001195i,-0.00083286+0.0015474i,-0.0006062+0.00092731i,-0.00039009+0.00039893i,4.5333e-05+0.00052696i,0.0009937+0.000728i,0.0015242+0.0010249i,0.0011865+0.0015297i,0.0011775+0.0009442i,0.001878-0.00034084i,0.0013371-0.00063889i,0.00011075-0.00022175i,-0.00034841-0.00043815i,-0.00051544-0.00019892i,-0.00029557+4.2462e-05i
-0.0016611+0.0010439i,-0.0019491+0.0022357i,-0.0023737+0.0027194i,-0.0025657+0.0023455i,-0.0020725+0.0021909i,-0.0011858+0.0026517i,-0.0011132+0.0025767i,-0.0012928+0.0016054i,-0.00065901+0.00045822i,0.00037954-0.00020438i,0.00087322+0.00039561i,0.0003112+0.00081687i,0.00050535+0.00039163i,0.00070758+0.00027986i,0.00038911+0.00058325i,0.00021845+0.00038903i,0.00067833+0.00053872i,0.0011926+0.00071912i,0.00040401+0.00050664i,0.00038519-0.00017572i,0.00055408-0.00052591i,-0.00035667-0.00056444i,-7.1708e-05-0.00075786i
-0.0013412+0.00093532i,-0.002396+0.0021529i,-0.0020379+0.002266i,-0.00092179+0.0016714i,-0.00067893+0.0019017i,-0.00063316+0.001216i,-0.00075185-0.00028103i,1.7307e-05-0.00029447i,0.00082402+0.00035982i,0.00085436+0.0009395i,0.00047994+0.00092809i,0.00020351-4.5281e-05i,0.00017054-0.00089539i,0.00018044-0.0011483i,0.00063436-0.00062358i,0.0008598-0.00019986i,0.00081929-0.00043744i,0.00030428-0.00042344i,9.7685e-05-4.9512e-05i,0.00037126-0.00010432i,0.00022274-0.00048501i,-0.00042689-0.00078075i,-0.00071444-0.00057804i
