-0.0017477+0.0015312i,-0.00015554+0.00056214i,-0.00020457-0.00058604i,0.00016326-0.0010037i,-0.00054933+0.00018084i,-0.0020438+0.0011172i,-0.0022711+0.0020364i,-0.00098473+0.0025008i,0.00026145+0.0015291i,0.00073742+0.00065518i,0.0018207-7.7922e-05i,0.002093-0.00023158i,0.00087746-8.3879e-05i,0.00015581+6.6835e-05i,-0.00056737+4.8695e-05i,-0.00050968-0.00027492i,0.00014817-0.00035347i,9.2829e-05-0.00041878i,0.00034597+0.00013752i,0.00088472+0.00059053i,0.0007514+0.0006914i,9.8853e-05+0.00040664i,0.00017704+0.0002477i
0.0030877+0.0007733i,0.0037884-0.0011744i,0.0046528-0.0021424i,0.0036976-0.0024529i,0.0022479-0.0025212i,0.0015908-0.0025841i,0.00026642-0.0018043i,-0.0012145-2.5402e-05i,-0.0013348+0.00090957i,-0.0015979+0.0012167i,-0.0016119+0.0016713i,-0.0014814+0.00091379i,-0.0016919-0.00027932i,-0.0021985-0.00076255i,-0.0023039-0.0017074i,-0.0023645-0.0014739i,-0.0021942-0.0003935i,-0.0007026+0.00013949i,0.00088113+0.00013115i,0.00076988-0.00026269i,1.5996e-05-0.00065985i,-9.801e-05-0.00096279i,-0.00087115-0.0004617i
0.0012187+6.7855e-05i,0.00079244-0.00037995i,0.0013545-0.0016103i,0.0012191-0.0024922i,0.00020133-0.0019926i,-0.00056019-0.0011618i,-0.00076959-0.00096236i,-0.00023084+0.00038577i,0.00037576+0.0017512i,0.0013367+0.001934i,0.0017131+0.0015248i,0.00070837+0.00072497i,-0.00043202-0.00018336i,-0.0013453-0.0013436i,-0.0015291-0.0018158i,-0.0012148-0.00076866i,-0.0014336-0.00097908i,-0.0013004-0.001075i,-0.00085942+0.00031275i,-0.00049561+0.00087545i,-0.00045745+0.00031977i,-0.0010337-0.00027766i,-0.00088359-6.6606e-05i
0.00011654-0.0022475i,0.0017101-0.0013745i,0.0029102-0.0011403i,0.001326-0.0013104i,-0.00095803-0.00051957i,-0.00044513-0.00012809i,-0.00043256-0.00084259i,-0.00036993-0.00086088i,0.00080624-0.00057955i,0.0013045-0.00090221i,0.00075146-0.00078883i,0.0012054-0.00029766i,0.0020332-0.00023828i,0.0014754-0.00059248i,0.0011071-0.0010504i,0.0008157-0.001693i,0.00027649-0.0018961i,-0.00030996-0.00066543i,-6.9403e-05+0.00056608i,0.00069341+0.0010861i,-6.9813e-05+0.00091283i,-0.00038606-8.8157e-05i,0.00076023-0.00067825i
0.00027295-0.0017483i,0.00045452-0.00063207i,0.00074835+0.00079161i,0.0010023+0.00035479i,0.00078388-0.00075557i,0.00039048-0.0017237i,-4.8267e-05-0.0019822i,-0.00063937-0.0011939i,-0.001635-0.0015438i,-0.0023938-0.0028617i,-0.0023882-0.0029449i,-0.001704-0.0011204i,-0.00068302+0.0006667i,0.0011119+0.0013224i,0.0026007+0.00041509i,0.003109-0.0013667i,0.0030212-0.0018227i,0.0019969-0.00031133i,0.00046008+0.00064866i,-4.0875e-05+0.00061174i,0.00052861+0.00083853i,0.00071885+0.00084134i,0.00058962-0.00032393i
-0.0018968-0.0035519i,-0.0019596-0.0018311i,-0.0015506-0.00152i,-0.00085908-0.0011751i,-0.0011883-0.0010435i,-0.0016442-0.00091396i,-0.0022071-0.0010621i,-0.0021987-0.00052575i,-0.0024986+0.00030454i,-0.002597+0.00029483i,-0.0018916-3.6308e-05i,-0.0007336+5.5148e-05i,0.00061807+0.0011246i,0.0017075+0.0013243i,0.0023915+0.00099022i,0.0030835+0.0012438i,0.0025522+0.00062598i,0.00099867-0.00032076i,0.00015564-0.00018355i,-0.00048741+0.00029348i,-0.0003956+0.00030309i,-0.00010078+6.0219e-05i,0.00055619-0.00038367i
0.0012234+0.00054557i,0.0016007+0.0010263i,0.0023162+0.0012399i,0.003924+0.00059144i,0.0033071-0.00015537i,0.0013885+4.9595e-05i,0.00043579+0.00027194i,1.0241e-05+0.00025477i,0.00065552+0.00071877i,0.0011068+0.0013517i,0.00080195+0.0012353i,-0.00044687+0.00077492i,-0.0013377+0.00047302i,-0.00094831+0.00063803i,0.00029637+0.0011227i,0.00091745+0.0013683i,0.00052058+0.0012228i,5.9786e-05+0.00083844i,-0.00049047+0.00066551i,-0.0012712+0.00090106i,-0.0010252+0.00062454i,0.00017475+0.00041533i,0.0010845+0.00057915i
0.00072537-0.0013113i,-0.00035275-0.0022628i,-0.0017145-0.0030184i,-0.0019187-0.0027046i,-0.0014742-0.0027662i,-0.00099921-0.0038569i,-0.0017216-0.0038043i,-0.001266-0.0024086i,0.00099212-0.0013979i,0.0024896-0.0010405i,0.0023264-0.0013198i,0.0010774-0.0017634i,-9.7543e-05-0.0013068i,-0.0005235+0.00072434i,-0.00025785+0.0023087i,0.00031278+0.0022334i,0.00063019+0.0017862i,0.00022177+0.0013383i,-0.0010239+0.00038805i,-0.0014132-0.00016592i,-0.0006086-0.00047542i,0.00034832-0.00090275i,0.00087944+0.00020453i
0.00038408+0.0018122i,0.0029618+6.4818e-05i,0.0050652-0.00072725i,0.0044026-0.0019172i,0.00096944-0.0023156i,-0.0015162-0.0022191i,-0.0021571-0.0024215i,-0.0022029-0.0024114i,-0.0014678-0.0022516i,-8.1837e-05-0.0015731i,0.0010456-0.0016726i,0.00043528-0.0026245i,-0.0010993-0.0026526i,-0.0013871-0.000653i,-0.0010344+0.001986i,-0.0013451+0.0025323i,-0.0018871+0.0016382i,-0.00092782+0.00061002i,-0.00061462+3.58e-05i,-0.00095931+3.2702e-05i,-0.00049618+0.00042457i,0.00018907+0.00064184i,0.00077754+0.0002376i
0.0007778-0.00076489i,-0.00042767+0.0010626i,-0.0015413+0.0014017i,-0.0021004+0.0019836i,-0.00087689+0.0026863i,0.0001923+0.0026433i,-0.00098405+0.0013411i,-0.0016067+0.0012728i,-0.0020748+0.002054i,-0.0023755+0.0015751i,-0.0012839+0.0012866i,1.5135e-05+0.0011297i,-0.0003312-3.3018e-05i,-0.0012949-0.00040387i,-0.0021342+0.00034194i,-0.0025093+8.8642e-05i,-0.0023843-0.00060874i,-0.0017335-0.00098295i,-0.00085634-0.0014498i,-0.00041579-0.0010095i,-0.00093617-0.00018667i,-0.0011483+0.00064657i,-0.00094006+0.00097313i
-0.00064344-4.3111e-06i,-0.00045885-0.00068755i,0.00060239-0.0015147i,0.0017095-0.0035122i,0.0014522-0.0049859i,0.0011408-0.0051325i,0.00092316-0.0032681i,0.0010087+0.00056389i,0.0022507+0.0034045i,0.0030283+0.0034562i,0.0031414+0.0030303i,0.003647+0.001929i,0.0026495+0.00024619i,0.00075252-0.0010591i,-0.00089046-0.0011812i,-0.0019911-0.0010333i,-0.0013771-0.0021003i,-0.00028809-0.0034034i,-0.00019296-0.0029669i,-0.00027724-0.0014177i,-0.00080761+0.0003395i,-0.0017368+0.00084169i,-0.0011289+0.00061609i
-0.0019517+0.00055282i,-0.0012448+0.0018454i,0.00056059+0.0027341i,0.00046634+0.0021234i,-0.0010511+4.2365e-05i,-0.00082486-0.0017387i,0.00069833-0.0024239i,0.0019872-0.0024088i,0.0027905-0.0028647i,0.0027689-0.0026882i,0.0019058-0.001853i,0.0013488-0.00091643i,0.0013471+0.00017517i,0.0011498-0.00093453i,0.00086888-0.0019246i,0.00018133-0.0021944i,-0.00014929-0.002904i,0.0002069-0.0024489i,0.00077114-0.0012167i,0.00083144-0.00056332i,6.2414e-05-0.00065556i,-0.00044396-0.00019934i,-3.4274e-06+9.5597e-05i
-0.0038095-0.0037681i,-0.0046538-0.0036723i,-0.0056296-0.0011309i,-0.0038969+0.000277i,-0.0016591+0.00029218i,-0.00078977-0.00010861i,-0.0011519-0.001627i,-0.0027579-0.0031033i,-0.0030296-0.0030729i,-0.0020142-0.0028245i,-0.0011234-0.0012381i,-0.00045871+0.00015463i,0.00042554+0.00038446i,0.0015746+0.00071997i,0.0017593-0.00011491i,0.0019011-0.0017646i,0.0025956-0.0025492i,0.0028287-0.0017976i,0.002188-0.0002405i,0.0011805+6.687e-05i,-0.0002546-0.00084583i,-0.0010744-0.00030016i,-0.00061867+0.00083966i
0.0053496+0.00017813i,0.0064558-0.0011265i,0.0059813-0.0022121i,0.005116-0.0027929i,0.0040825-0.0032913i,0.0025267-0.0040875i,-0.00028586-0.0032269i,-0.0035061-0.00069228i,-0.0047508+0.00083853i,-0.004468+0.0013692i,-0.0034934+0.0013546i,-0.0022742+0.0019215i,-0.0016028+0.002331i,-0.0001593+0.0015138i,0.0015039+0.00036884i,0.002174+0.00010478i,0.0024675-0.00021144i,0.0023857-0.0005078i,0.0020245-0.00085828i,0.0016111-0.00051092i,0.00038581-0.00067391i,0.00014851-0.00063527i,-0.00014568-0.00029981i
-0.0024395+0.0039371i,-0.00048173+0.0043187i,3.4339e-06+0.003689i,0.00035597+0.0018474i,0.0010882-0.00043025i,-0.00039967-0.0014162i,-0.0021399+0.00079631i,-0.0019606+0.0042628i,-0.0016225+0.0059785i,-0.001109+0.0053694i,-0.00021258+0.0031318i,-0.0006403+0.0018284i,-0.0014161+0.0021022i,-0.0010136+0.0028783i,0.00062173+0.002148i,0.002153+0.0014981i,0.0025884+0.0016939i,0.0017548+0.00088388i,0.00057028-0.00018084i,-0.00014994-0.00011618i,0.00023831+0.00022592i,0.00068788-0.00060966i,0.00039635-0.00071304i
0.00014823+0.0010221i,0.0019872-0.00052257i,0.0033194-0.0024166i,0.0024304-0.00351i,0.0015402-0.0024623i,0.0015885-0.0013403i,0.0021162-0.00059082i,0.0032139+0.00066728i,0.0047562+0.0014227i,0.0060535+0.00046443i,0.0055933-0.00099268i,0.0033241-0.0018902i,0.00083405-0.00098985i,-0.00058459+0.00076626i,-0.00037973+0.0019754i,0.00048978+0.0025949i,0.00094177+0.0019296i,0.00089004+0.0007302i,0.0005369+0.0001937i,0.00013837+9.5284e-05i,0.00011877-0.00013578i,0.00025243-0.00051381i,-0.00092182-0.00045323i
-0.0022594+0.00035911i,-0.0021033+0.0027902i,-0.0015485+0.0043529i,0.00031387+0.0040478i,0.0018538+0.0027098i,0.0016518+0.0013946i,0.001409-0.00060227i,0.0026106-0.0035986i,0.0031986-0.0060807i,0.0013492-0.0057987i,-0.0004044-0.003814i,-0.00072999-0.0027517i,-0.00063145-0.0024486i,-0.00031929-0.0016017i,0.00011155-0.00014692i,0.00057492+0.0014395i,0.00036758+0.0027068i,0.0002091+0.0025862i,0.00044447+0.0013062i,0.0002366+1.9394e-05i,0.00073584-0.0010317i,0.0013275-0.0009056i,0.00070498-0.00018105i
-0.0015968-0.0032317i,-0.0035673-0.0033242i,-0.0032351-0.0042662i,-0.0019584-0.0044447i,-0.0009014-0.0033686i,-0.0024459-0.0030971i,-0.004774-0.0043377i,-0.0057325-0.0042107i,-0.0065793-0.0044569i,-0.0060775-0.0036248i,-0.0039102-0.0011913i,-0.0025758-0.00029744i,-0.0019447-0.0015514i,-0.0013037-0.0024788i,-0.00094257-0.0014395i,-0.0019277-0.00037465i,-0.0023976+0.00046294i,-0.0017252+0.00049121i,-0.00058059-0.00010875i,0.00048428-0.00010895i,0.0007118-5.6636e-05i,0.00087097+0.00016401i,0.00068183+7.893e-05i
0.0010471-0.0052733i,0.0040647-0.0031714i,0.0042853-9.123e-05i,0.0027219+0.0015709i,0.00057742+0.00069704i,-0.001686-0.0012832i,-0.0033362-0.002199i,-0.0050578-9.9023e-05i,-0.0063043+0.0037412i,-0.0036933+0.0057377i,0.00016991+0.0048745i,0.001712+0.0029923i,0.0016775+0.00097885i,0.00084749-0.00036004i,-0.00061571-7.9317e-05i,-0.0015799+8.4138e-06i,-0.0022678-0.00075961i,-0.0019314-0.00079923i,-0.00051814-0.00079193i,0.00074574-0.00082123i,0.0010797+6.555e-05i,0.00089527+0.00063656i,0.00014691+0.00065878i
0.0023316+0.0013035i,0.0013027+0.00099914i,-0.00089084-0.00073403i,-0.0029841-0.00053691i,-0.0029783+0.0012214i,-0.0017705+0.0012392i,-0.00068905+0.001673i,0.0014941+0.003587i,0.003831+0.0051045i,0.0048899+0.0047364i,0.0043468+0.0023949i,0.0039988+0.00077933i,0.0034573+0.00087493i,0.0017684+0.00095273i,0.00013977+0.00082134i,-0.0012419+2.747e-06i,-0.0015588-0.0016939i,-0.00059121-0.0021209i,-0.00040003-0.00076905i,0.00018028+9.2863e-05i,0.00049409-0.00015366i,0.00062333+0.00018927i,0.00072134+0.0012855i
-0.00069342+0.00074861i,0.0014406+0.00018859i,0.0024815-0.00018333i,0.0038706+0.00026553i,0.0055806+2.4248e-06i,0.0057644-0.0030824i,0.0042878-0.0062315i,0.004285-0.0054404i,0.0058802-0.0031417i,0.0055112-0.0019811i,0.0030912-0.0017i,0.0020166-0.00072031i,0.001998+0.00085619i,0.0014232+0.0019315i,0.0013676+0.0019172i,0.00098664+0.00085427i,0.00012347-0.00031771i,0.00071164-0.00076782i,0.0019973+0.00048903i,0.0019085+0.0011336i,0.0010652+3.4663e-05i,0.00074919-0.00026851i,0.0011082-5.9061e-05i
-0.0013597+0.0028788i,-0.0015525+0.00527i,-0.00095676+0.0056738i,0.00064832+0.0034082i,0.0019901+0.00071053i,0.002653-0.0023763i,0.0022278-0.0054908i,0.0011581-0.0073848i,-0.00072435-0.0075658i,-0.0028484-0.0053249i,-0.0038814-0.0017201i,-0.0026238+0.00094739i,-0.00062979+0.0019088i,0.00048239+0.0020313i,0.00080452+0.0011307i,0.00065813-0.00034359i,0.00050133-0.00049761i,0.0012062-0.0003928i,0.0013433-0.00039676i,0.0005407+0.00054107i,0.00024736+0.001001i,0.00017345+0.00062341i,0.00069164+0.00025265i
-0.0028385-0.0024459i,-0.0032779-0.0024528i,-0.0016366-0.0025853i,-0.0011267-0.0026568i,-0.0027222-0.0027173i,-0.0039867-0.0011067i,-0.003656-0.00022157i,-0.0038968+9.2833e-05i,-0.0060031+0.0010845i,-0.0062484+0.0022512i,-0.0040337+0.0025117i,-0.0030446+0.0020308i,-0.003109+0.0014606i,-0.0029413+0.00064913i,-0.00168-0.00010744i,0.00029228-0.00039407i,0.00086667-0.00015451i,0.00017555-0.00048295i,6.51e-05-0.00027392i,0.00033306+0.0001571i,0.0004499+0.00014009i,0.00019978+0.00051005i,0.00053061+0.00059558i
-0.00042384-0.0069899i,0.0012668-0.0071613i,0.0010117-0.0064177i,-0.00014234-0.003736i,-0.0003977-0.00044737i,0.00035529+0.00056417i,0.00051382+0.00079979i,-7.9413e-05+0.0034344i,-1.4425e-05+0.0063562i,0.00093225+0.0064311i,0.0017196+0.0047114i,0.0014717+0.0027301i,-0.00056115+0.0010334i,-0.0025424-0.00022227i,-0.0020951-0.00058044i,-0.00077668-0.00030242i,-0.0004776-4.5012e-05i,-0.0011393+9.0691e-05i,-0.0013756+3.3222e-05i,-0.00056293+0.00074529i,0.00011275+0.0012939i,0.00018978+0.0013023i,0.00057621+0.00121i
0.00021102-0.0057451i,-0.001232-0.0033731i,-0.0044534-0.003046i,-0.0043596-0.0021992i,-0.0029962-0.00091095i,-0.0018956+0.00039711i,-0.00082002+0.0018217i,0.0015549+0.0028155i,0.0041461+0.0016398i,0.0045585-0.00068252i,0.0040468-0.0016387i,0.0030299-0.0011662i,0.0011539-0.00074467i,-0.00035943-0.00018968i,-0.00070021+0.00090918i,-0.00032556+0.0013103i,8.3195e-05+0.0012195i,0.00019557+0.0014575i,0.00038525+0.00072645i,-0.00027967+0.00037437i,-0.0014344+0.00054045i,-0.0012027+0.00067299i,-0.00047278+0.00089077i
0.0013185-0.0045778i,0.0018904-0.0022543i,-0.00084794-0.00072292i,-0.00024701-7.1737e-05i,0.0017121-0.00071045i,0.00052799-0.001745i,-0.0022638-0.0039883i,-0.0031721-0.0049284i,-0.0029385-0.0051306i,-0.0027051-0.0051697i,-0.0018467-0.0026584i,-5.2765e-05+7.7298e-05i,0.0015537+0.00015976i,0.0011121-0.00016087i,0.00056565+0.00070741i,0.00052965+0.0011686i,0.0011108+0.00058954i,0.00088066-0.00034144i,-0.00043432-0.0010729i,-0.00090169-0.0010488i,-0.00021194-0.00059504i,-0.0004568-0.00037068i,-0.0009371-0.00028951i
0.0006278-0.0077118i,0.0020481-0.0059588i,-0.00040588-0.0059066i,-0.002833-0.0029891i,-0.0044808+0.00036856i,-0.0037379+0.00013562i,-0.0040782-0.0038508i,-0.0070771-0.0060639i,-0.0090242-0.0044216i,-0.0084698-0.00040508i,-0.0065659+0.002833i,-0.0035574+0.0034309i,-0.00019505+0.0022488i,0.00073152+0.0008956i,0.00057837+0.0011711i,0.0013684+0.0012179i,0.0014443-0.00095643i,0.0011431-0.0029855i,0.0013319-0.0033817i,0.00078282-0.0028116i,-0.00031508-0.0011363i,-0.00061746-0.00025142i,-0.00032072-2.4384e-05i
0.0046997+0.030747i,0.0076865+0.01969i,0.022208+0.011631i,0.024736-0.0025343i,0.017398-0.012891i,0.0057948-0.014935i,-0.0014952-0.0087004i,-0.0027976-0.00071284i,-0.0002924+0.0046415i,0.0051467+0.002942i,0.0061267-0.003336i,0.001795-0.0069101i,-0.00091206-0.0060695i,0.00084662-0.0044781i,0.0031206-0.0042875i,0.002676-0.0031633i,0.0014257-0.00090325i,0.00081543-3.6249e-05i,0.00031593-0.0012256i,-6.0452e-07-0.0021137i,0.00055523-0.0015048i,0.00086599-0.0015768i,0.00021928-0.0021385i
0.0036328+0.0039177i,0.0035649+0.001508i,0.0061582-0.00040843i,0.0046204-0.0030983i,0.0015443-0.0054675i,-0.00097488-0.0060004i,-0.0010346-0.0040078i,0.001718-0.0013694i,0.0056606+0.00076779i,0.0078747-0.0004134i,0.00569-0.0037489i,0.0018538-0.0044052i,-0.00044904-0.0017555i,-8.8873e-05+0.00043635i,0.00076283+0.00089514i,0.00041188+0.0014382i,0.00085511+0.00091821i,0.001915+0.00021317i,0.0026447+0.00034615i,0.0022998+0.0001504i,0.001766-0.00077016i,0.0017224-0.0013165i,0.0010475-0.00083705i
0.0026289+0.0006438i,0.0030941-0.00074167i,0.0049014-0.0017219i,0.0046331-0.0028984i,0.0034064-0.0035157i,0.002123-0.0040884i,0.0021433-0.0047114i,0.0046058-0.0055808i,0.0060337-0.0074464i,0.0044294-0.0082378i,0.0018134-0.0071458i,0.00046396-0.004917i,-0.00035127-0.0015884i,-0.0013371+0.0013968i,-0.0010793+0.0024079i,0.0001891+0.0018757i,0.00042673+0.0021473i,0.0010855+0.0024916i,0.0025733+0.0014998i,0.0025748+0.00059953i,0.0012993-0.00034149i,0.00095501-0.00099155i,0.00083161-0.0014309i
-0.00033587+0.0018576i,-0.00015625+0.0018402i,-0.0018581-1.9356e-05i,-0.0030289-0.0027119i,-0.0011849-0.0034301i,0.0013329-0.0035107i,0.00061887-0.0047566i,-0.0013289-0.006284i,-0.0027136-0.0058838i,-0.0037297-0.0037271i,-0.0030041-0.0018716i,-0.0010655-0.00164i,-0.00076667-0.0011574i,-0.00088083+0.00030942i,-0.00048353+0.0011177i,-0.00036297+0.0011258i,0.00013318+0.0017347i,0.0010045+0.0032695i,0.0017642+0.0028647i,0.0016998+0.0013681i,0.00091783+0.00083603i,0.00073016+0.00065622i,0.00014393-0.00057233i
-0.0004283+0.0024102i,0.00060077+0.002141i,0.0024183+0.0014228i,0.0025541+1.3234e-05i,0.0019387-0.00073477i,0.0010693+0.00080571i,0.0012404+0.0034989i,0.00055989+0.0058315i,-0.00076629+0.0071147i,-1.7947e-05+0.0067678i,0.001412+0.0047275i,0.0013688+0.0010984i,0.00021203-0.0013505i,-0.0016637-0.0016622i,-0.0028279-0.0016979i,-0.0015571-0.0017112i,-0.00052338-0.001201i,-0.0013223+0.00075162i,-0.0015739+0.0025831i,-0.00052303+0.0024552i,0.00023483+0.0015375i,0.0002738+0.00063515i,0.000166+0.00019879i
-6.6897e-05+0.0026614i,0.001682+0.0024813i,0.0034598+0.0013428i,0.0032521+0.00029052i,0.0038382+0.00017685i,0.0051217+0.00083744i,0.0060547+0.0024701i,0.0080663+0.0047616i,0.010046+0.006436i,0.010833+0.0056029i,0.0086522+0.0033713i,0.0042461+0.00090637i,0.0016509-0.00070468i,0.00034298-0.00079039i,-0.00059008-4.5341e-05i,-0.0013393+0.00026919i,-0.0028761-8.2969e-05i,-0.0042282+0.00085726i,-0.0043847+0.0020679i,-0.0033683+0.0010105i,-0.0017741+7.2945e-05i,-0.0013071+0.00084485i,-0.0012458+0.00034264i
-0.0052535-0.0028885i,-0.0054603-0.0032905i,-0.0036179-0.0033671i,-0.00073628-0.0035935i,0.00093137-0.0027075i,0.00035054-0.0016045i,-0.00074753-0.00031401i,0.00087901+0.00085766i,0.0042636+0.00038212i,0.0052783-0.0017026i,0.0041698-0.0017776i,0.0029153-0.0004345i,0.0027122-0.00043696i,0.0016948-0.0008029i,9.8346e-05-0.00034394i,4.116e-05-0.00033979i,6.3965e-06-0.00095328i,-0.0014608-0.0010001i,-0.0027545+0.0002706i,-0.0026339+0.000157i,-0.0018571-0.00068859i,-0.0017383-3.6202e-06i,-0.0014503+0.000254i
0.0033927+0.00021273i,0.0057629-0.00026628i,0.0066791+0.00049608i,0.0066224-0.00040716i,0.0040896-0.0016793i,-0.0010674-0.0015158i,-0.0053622-7.6731e-05i,-0.0068947+0.00042298i,-0.0065646-0.0010473i,-0.0055236-0.0017083i,-0.0035354+1.6767e-05i,-0.0015224+0.0019018i,7.6181e-05+0.0017144i,0.00094796+0.00029057i,0.001482-0.0010892i,0.0014056-0.0012496i,0.0013953-0.0018549i,0.001142-0.002339i,-0.00040381-0.0017046i,-0.0011899-0.0012074i,-0.0012667-0.0010229i,-0.0015937-0.00051593i,-0.00067078+0.00012308i
0.0023188+0.0034408i,0.0031849+0.0028083i,0.0044334-0.00046959i,0.0028003-0.0022044i,-0.00018507-0.0014323i,-0.0027861-0.00074016i,-0.0061645-0.00023866i,-0.009431+0.00098781i,-0.010321+0.0035628i,-0.0081674+0.005328i,-0.005474+0.0047561i,-0.0034999+0.0041377i,-0.001567+0.0035817i,0.00031735+0.0021149i,0.0018854-0.0002594i,0.0020849-0.0019482i,0.0022258-0.0028566i,0.0020376-0.0035849i,0.00018423-0.0037549i,0.000133-0.0026222i,0.0011408-0.0017966i,0.00083796-0.0017181i,-4.786e-05-0.00030735i
-1.7144e-05+0.0022477i,0.0011487+0.0021444i,0.0037211+0.0011183i,0.0042949-0.00018924i,0.0019124-0.0015833i,-0.0008671-0.0034162i,-0.0031984-0.0034381i,-0.0045125+0.00042591i,-0.0031646+0.0048748i,-0.0010718+0.0052013i,-0.0014359+0.0024492i,-0.0024889+0.0006909i,-0.0020223+0.00087648i,-0.00084676+0.00093348i,0.00055919+2.3983e-05i,0.0019398-0.00056446i,0.0026777-0.0011266i,0.0025015-0.0011707i,0.0017281-0.0013147i,0.00070657-0.001121i,0.00079977-0.00090834i,0.00069995-0.00071094i,-0.00065871-0.00043957i
-0.0015621-0.00010295i,-0.00086506-0.00081395i,0.00018717-4.6479e-05i,0.00046342+0.0006727i,0.0001731-0.0005405i,-0.00019729-0.0044035i,0.00089221-0.0070011i,0.0039196-0.0062829i,0.0058538-0.005037i,0.0046196-0.0052174i,0.00145-0.005549i,-0.001023-0.0039103i,-0.0025286-0.0011752i,-0.0015876+0.0011454i,0.00029044+0.0019327i,0.0011085+0.0011693i,0.001788+0.00047853i,0.0019939+0.0005773i,0.0017493+0.00084719i,0.0013634+0.00038335i,0.0009517+0.00017359i,0.00064991-4.9328e-05i,8.1372e-05-0.00099164i
0.0037767+0.0014987i,0.0036571-6.5097e-05i,0.0033256-0.0019763i,0.001542-0.003147i,0.0010587-0.003976i,0.0023908-0.0055905i,0.0036455-0.0077605i,0.0035553-0.010198i,0.0012435-0.011938i,-0.0010819-0.010272i,-0.0019693-0.0070898i,-0.0021453-0.005009i,-0.0025039-0.0035471i,-0.0016366-0.0013779i,0.0010346+0.0010161i,0.0026071+0.0021269i,0.002326+0.0030138i,0.0017521+0.0038936i,0.0012089+0.0027822i,0.0011169+0.0019438i,0.0010382+0.001789i,0.0014319+0.00069365i,0.0011152-0.00025205i
-0.0015348+0.0026616i,-0.001892+0.0040558i,-0.0011551+0.0048234i,-0.000345+0.0026551i,0.0013592+3.6227e-05i,0.0036083-0.00063745i,0.0041768-0.0022215i,0.0011553-0.004309i,-0.0028518-0.0046166i,-0.0034712-0.0034502i,-0.0013088-0.0032914i,0.0001395-0.003913i,-0.00033485-0.0031173i,-9.6584e-05-0.00092618i,0.00081604+0.0007469i,-8.3469e-06+0.0014283i,-0.00058353+0.0018835i,-2.1792e-06+0.0021747i,0.00074898+0.0020642i,0.00049777+0.0018966i,9.963e-05+0.0014804i,0.00070547+0.0010187i,0.00058605-0.00022279i
0.0013538+0.0020408i,0.0015953+0.00076523i,0.0014786-0.00052296i,0.0013833-0.0022085i,0.0016433-0.0023197i,0.0019862-0.00038242i,0.0023737+0.0022211i,0.0019544+0.0049498i,0.0014547+0.0060555i,0.0021064+0.0044837i,0.0028296+0.00087537i,0.002189-0.0023151i,0.00048244-0.0026343i,-0.00097783-0.00099978i,-0.00095569+0.00097265i,-0.0012184+0.0020523i,-0.0019784+0.0021035i,-0.0016869+0.0011178i,-0.0010114+0.00010647i,-0.0013523+0.00040146i,-0.0017456+0.00122i,-0.00090816+0.0015149i,-0.00033765+0.00075432i
-0.001047-0.00058021i,-0.0017462-0.00033105i,-0.002453-0.00073823i,-0.00069166-0.0011674i,0.0020444-0.00015441i,0.0019934+0.0015595i,0.0014273+0.0049486i,0.0040774+0.0076074i,0.0075851+0.0066672i,0.0080582+0.0032277i,0.0053921+0.0010071i,0.0037139+0.00097448i,0.0020584+0.0010287i,-0.00065454+0.00042763i,-0.0021548+0.0013002i,-0.0025874+0.0015948i,-0.0024372+0.00036818i,-0.0019268-0.00042604i,-0.0017795+0.0001858i,-0.0019308+0.0009764i,-0.0019953+0.00088779i,-0.001067+0.00073554i,0.0010219+0.00091315i
-0.001566-0.001073i,0.00067346-0.0024581i,0.0048689-0.0043684i,0.0059297-0.0056814i,0.0028794-0.004104i,-0.0014426-0.00072443i,-0.0035021+0.0015292i,-0.00060354+0.0021921i,0.0043294+0.0013419i,0.0047676+7.1845e-06i,0.0028573+0.00063182i,0.0024944+0.0012802i,0.0016776+0.00088485i,-0.0008871+0.0014464i,-0.0020897+0.0016024i,-0.0017622+0.00080802i,-0.0015224+0.00022331i,-0.00084139-0.00032913i,-0.00077011-0.0015251i,-0.001472-0.0025858i,-0.0016626-0.0028183i,-0.00092863-0.0020617i,0.00036885-0.00011591i
0.0014514-0.0033817i,0.0010351-0.0040117i,0.00086251-0.0042469i,0.001804-0.0020298i,0.00040492+0.00058849i,-0.0038021+0.0003558i,-0.0071988-0.00082143i,-0.0075226-0.0010585i,-0.0063182-4.9103e-05i,-0.0035431+0.0014295i,0.0012678+0.0030906i,0.0031487+0.002982i,0.0019641+0.00095003i,4.3566e-05-0.00011633i,-0.00080044-0.00093224i,-0.0004989-0.0016453i,-0.00047719-0.0012151i,0.00062416-0.0012094i,0.0016632-0.0016577i,0.00084059-0.001636i,-0.00018776-0.0017084i,-0.00018202-0.0011049i,0.00037221-0.00016719i
0.0010965+0.0033271i,0.0026918+0.0027958i,0.0056671+0.00014082i,0.006347-0.0014785i,0.003526-0.0011848i,-0.00033711-0.0027472i,-0.0056135-0.0041442i,-0.009977-0.0012142i,-0.0091797+0.0034587i,-0.0041267+0.0049814i,0.000188+0.0021653i,0.0015836-0.00077736i,0.0010535-0.0017072i,-0.00069339-0.0014832i,-0.0013279-0.00073971i,-0.00067366-0.00073396i,-0.00028805-0.00073227i,0.00041713-0.00091229i,0.00059629-0.0020471i,-3.68e-06-0.0020857i,-0.00048522-0.0016363i,-0.0010495-0.0013074i,-0.00090585+0.00016638i
