-0.002105-0.00029395i,-0.0016117+0.00066491i,-0.0016353+0.0011186i,-0.0014189+0.0014209i,-0.0011408+0.0026294i,-0.00027196+0.0034339i,8.3932e-05+0.0030054i,0.00050714+0.0024034i,0.0011622+0.0017567i,0.0019301+0.00092097i,0.0016047-0.00076956i,0.00060144-0.0015688i,2.8842e-05-0.00079864i,0.0001475-0.00041051i,0.00016549-0.00038029i,-9.3667e-05-0.00017788i,0.00014319+0.00030814i,0.00070249+0.00064261i,0.00095668+0.00056541i,0.00067687-0.00027002i,-0.00030442-0.00051809i,-0.00069744-0.00034015i,-0.0004426-0.00027241i
-0.022382-0.023534i,-0.023994-0.018742i,-0.017067-0.011092i,-0.010031-0.0061748i,-0.0075673-0.0021905i,-0.0065318+0.001339i,-0.0031236+0.0019889i,6.8853e-05+0.0010868i,0.00093949-0.00063322i,0.00029771-0.0018008i,-0.00060156-0.0014486i,-0.00060588-0.0010939i,-0.00017056-0.00086399i,-0.0006852-0.00082606i,-0.00052807-0.0012376i,-0.0002093-0.00073648i,-7.613e-05+9.1041e-05i,6.3984e-06+0.00048874i,-0.00018861+0.00039486i,0.00032148-8.4118e-05i,0.00095774-0.00036139i,0.00030335-0.0007224i,-0.001165-0.001127i
-0.0024123+0.025871i,0.0019786+0.027057i,0.0031389+0.017228i,0.00178+0.0083142i,0.0012508+0.0065897i,0.001329+0.0047814i,0.0014775+0.0011297i,0.00037522-0.00040969i,-0.0012946-0.00046035i,-0.0015826-0.00071124i,-0.00077944-0.00097838i,-0.00032628-0.00018764i,-0.0013208+0.00068689i,-0.0019887+0.00084224i,-0.0014975+0.00031419i,-0.0002593+0.00046654i,0.00031749+0.00083956i,0.00025181+0.0004493i,-0.00017514+0.00048168i,-0.00039664+0.00034492i,-0.00040959-0.00012219i,-0.00031955-0.0003664i,0.00011529-3.8716e-05i
0.031186-0.0028549i,0.028533-0.007177i,0.015865-0.0064373i,0.0052423-0.004034i,0.00049517-0.0027391i,-0.0023989-0.0011178i,-0.001554+0.00010948i,0.00098848+0.00050035i,0.0010954+0.00087802i,0.00062509-0.00025362i,0.0002061-0.0013126i,-0.00079195-0.00047692i,-0.00074504+0.00045212i,-6.81e-05+0.00067218i,0.00043498+0.00034779i,0.0010999-0.00014753i,0.00041841-0.00061141i,-0.00088522-0.00041079i,-0.00049558+0.00066365i,0.000866+0.0010177i,0.0017939+0.00092404i,0.0010946+0.00070527i,-0.00035667+3.4922e-05i
-0.012848-0.024853i,-0.019332-0.023293i,-0.014386-0.015723i,-0.0082079-0.009754i,-0.0079097-0.0066119i,-0.0088375-0.0022248i,-0.0056628+0.0016568i,-0.00095773+0.00074618i,0.0015594-0.0014385i,0.0012289-0.00097374i,-0.00076901-0.00028319i,-0.0014958+0.00033514i,-0.00089523-0.00022412i,-0.00054741-0.00086964i,-0.00054791-0.0009947i,-0.00015148-0.00045369i,-0.00070388-0.00032108i,-0.0010563-0.00017999i,-0.0003906+0.00026364i,0.00067754-0.00041738i,0.00061033-0.00085907i,-0.00027939-0.00039851i,-0.00062523-0.00035164i
-0.0091078+0.025986i,-0.0040474+0.026207i,0.0029169+0.013887i,0.0014435+0.003462i,-0.0027853-0.00039922i,-0.0043064-0.0018766i,-0.0032709-0.0014614i,-0.0022095-0.00146i,-0.001499-0.0028111i,-0.00073905-0.0030132i,-2.6768e-05-0.0018887i,0.00020109-0.00016994i,-0.0010058+0.00066694i,-0.001563+0.00027989i,-0.00076565-0.00038646i,-0.00013096-0.00010936i,0.00066823+0.00031655i,0.0015362+0.00058167i,0.00096877+0.00056697i,0.00018306+0.00037572i,0.00042198+0.00031472i,0.00079964+8.7227e-05i,0.00039006-0.00011029i
0.0054654+0.00081985i,0.012101+0.0020367i,0.0025125+0.0098416i,-0.0019537+0.012986i,0.00050289+0.013288i,0.0061321+0.0093969i,0.0048497+0.0037244i,0.00083223+0.0031253i,-0.00095228+0.0049316i,-0.00028029+0.0065529i,0.0024767+0.0038283i,0.0035308-0.0014476i,0.0022914-0.0035467i,0.0009262-0.002482i,0.00099783-0.0019687i,0.0010252-0.0018664i,-0.00055145-0.00047697i,-0.0018786-6.8278e-05i,-0.0014387+0.00068052i,-0.00056773+0.0017601i,-0.00080436+0.0017244i,-0.00025296+0.0013303i,0.00067185+0.0014255i
-0.0072676-0.024938i,-0.012092-0.023877i,-0.012386-0.013594i,-0.0082067-0.0038301i,-0.0058081+0.0013324i,-0.0049541+0.0031318i,-0.001969+0.002403i,0.0017352+0.00070231i,0.0032574-0.00039013i,0.0031687-0.00074276i,0.0022102-0.00054365i,0.00046728+0.00031338i,-0.00041107-7.5443e-05i,-0.00070114-0.001462i,-0.00031174-0.0018709i,0.00097793-0.0011204i,0.00058507-7.4251e-05i,0.00046726+0.0010993i,0.0010184+0.00068868i,0.0012775-0.00021976i,0.00058191+0.00011643i,0.00027167+0.00054828i,0.00065417+0.00080565i
-0.034591+0.02374i,-0.026114+0.030504i,-0.013739+0.022183i,-0.007954+0.010375i,-0.005389+0.0072797i,-0.0013335+0.0055094i,0.00087613+0.00045924i,5.9211e-06-0.0026834i,-0.00063598-0.0033231i,-0.0003985-0.0016363i,-0.00031063+0.00016636i,0.00043452+0.00015157i,0.00027741-0.0011064i,-0.00022782-0.0016686i,-0.00071529-0.0011971i,-0.00072-0.0009549i,-0.00015387-0.00098276i,0.00022097-0.0010829i,-0.00010878-0.00095201i,-0.00085908-0.00061027i,-0.00029953-0.00010387i,-0.00021496-0.0002395i,-0.00031432-0.00027474i
0.023098+0.0029819i,0.024789-0.0023955i,0.013667-0.0035129i,0.0030231+0.00028739i,-0.0013368+0.0025602i,-0.0020027+0.0022013i,-0.0014719+0.0028399i,-0.0014805+0.0041532i,-0.0015973+0.0043657i,-0.00021138+0.0035929i,0.0011137+0.0014906i,0.0017867-0.00031798i,0.0017871-0.00021402i,0.0011845+0.00027942i,0.00020276+0.00082826i,-0.00095431+0.00078722i,-0.0013834+0.00044683i,-0.0013175+0.00090371i,-0.0011044+0.00097866i,-0.0008448+0.00048215i,-0.00032593-0.00016508i,-0.00023386-0.00028636i,-0.00050479-6.6527e-05i
0.00040958-0.029656i,-0.0078288-0.027964i,-0.010411-0.016245i,-0.0067545-0.0062093i,-0.0062075-0.0016261i,-0.0060097+0.001779i,-0.001416+0.0030211i,0.0023622+0.0013905i,0.0021343+0.00056881i,0.0017218+0.00088433i,0.0014662+0.00014935i,0.00085418-0.0004644i,0.0004003-0.00026484i,0.00043074-0.00081563i,0.00088267-0.00093891i,0.00049932-0.00040677i,-1.4209e-05+0.00056626i,-0.00067836+0.0015805i,-0.0013923+0.0012638i,-0.00094145+0.00087402i,-7.7024e-06+0.00099714i,9.9993e-05+0.0011379i,-0.00048002+0.0008679i
-0.026963+0.012191i,-0.022308+0.016941i,-0.012954+0.015166i,-0.0069827+0.010457i,-0.0050291+0.008962i,-0.002271+0.0065974i,0.0002109+0.0014966i,0.0011279-0.0018942i,0.0013023-0.0029071i,0.0013652-0.0024245i,0.00083554-0.0016762i,0.00037426-0.0012611i,0.00066855-0.0011174i,0.00070352-0.0010575i,7.6548e-05-0.0013301i,0.0004632-0.0013082i,0.00058944-0.00031331i,0.00044299-8.2723e-05i,0.0001194-0.00025105i,-5.3172e-05-4.7591e-05i,0.00030968-8.6861e-05i,0.00042613-0.00032026i,1.8265e-06-0.00061912i
0.018183+0.026766i,0.023738+0.017475i,0.016555+0.0052986i,0.0051528+0.0012982i,0.00019729+0.0012246i,-0.0017319-0.0011625i,-0.0045075-0.0017316i,-0.0054031-0.00032321i,-0.0049223+0.00043812i,-0.003121+0.0012286i,-0.00046072+0.0009483i,0.00046791+0.00040299i,0.00014175+0.00097771i,-0.00048216+0.0011023i,-0.00076769+0.00044307i,-0.00094762-0.00056306i,-0.00098429-0.0010088i,-0.00033768-0.0008685i,0.00042165-0.00052043i,0.000205-0.00050569i,-0.00074397-1.1075e-06i,-0.0010808+0.00084801i,-0.0010812+0.00013282i
0.0022111-0.030062i,-0.0041833-0.031236i,-0.0089699-0.019495i,-0.0081524-0.0062882i,-0.0084356-0.00099785i,-0.0081661+0.0010464i,-0.003131+0.0034077i,0.0013637+0.0046466i,0.0023092+0.0052045i,0.0023323+0.0041779i,0.0014385+0.0021443i,4.5705e-05+0.00062885i,-0.00030268-0.00052486i,-0.00011444-0.00030027i,-0.00034628+0.0009709i,-0.00051749+0.0009294i,-0.0011533+0.00022007i,-0.0015102+0.0012485i,-0.00073361+0.0020613i,-0.0002859+0.0014827i,-0.00050276+0.0011862i,0.00024642+0.0010158i,0.00042912+0.00067229i
-0.028988-0.0028786i,-0.022994+0.0071577i,-0.011791+0.010817i,-0.0038892+0.0065327i,-0.0022613+0.0066122i,-0.00071247+0.0075151i,0.0030128+0.0020079i,0.004861-0.0032859i,0.004316-0.0039095i,0.0038482-0.0028143i,0.0025253-0.00136i,0.00045143+0.00023198i,-0.001063-0.0001183i,-0.0010694-0.00174i,5.3871e-05-0.0017879i,0.00083879-0.00040451i,0.0017008+0.00042043i,0.0018078+0.00061535i,0.0012406+0.00075041i,0.0010478+0.00032829i,0.00088444-9.7522e-05i,0.00084743-0.00037198i,0.00085629-8.8426e-05i
0.010924+0.028007i,0.020147+0.020711i,0.015259+0.0082261i,0.0030705+0.0012864i,-0.00084951-0.000436i,0.00024868-0.0016062i,-0.00067861-0.0030764i,-0.0037161-0.00377i,-0.0050875-0.0040793i,-0.0038034-0.0033682i,-0.0021755-0.0023875i,-0.00078414-0.001231i,-0.00018471-0.00043799i,-0.00083554-0.00069428i,-0.0014812-0.00076008i,-0.001304-0.00090123i,-0.00051635-0.0012323i,-0.00015953-0.0019368i,-5.8963e-05-0.0012199i,0.00038465+0.00058006i,0.00035476+0.00024836i,4.9835e-05-0.0010638i,-1.8859e-05-0.0013967i
0.020559-0.018781i,0.008017-0.024363i,-0.001658-0.018155i,-0.0044089-0.0072653i,-0.0062934-0.0032573i,-0.0082893-0.0010817i,-0.005572+0.0045104i,-0.0012554+0.0073551i,-0.00054165+0.0061222i,-0.00060153+0.0042761i,-0.00071625+0.0026415i,-0.0014131+0.00162i,-0.0013395+0.0010267i,-0.00044477+0.001157i,-0.00084192+0.0014705i,-0.0017658+0.0016467i,-0.0017279+0.0022026i,-0.0013703+0.0015831i,-0.00039513+0.00078056i,0.00026063+0.00033366i,0.00027467-0.00055388i,-4.3656e-05-0.0012929i,-0.00065217-0.00089309i
-0.025177-0.011321i,-0.023021+0.0038155i,-0.015198+0.010475i,-0.0095633+0.0081188i,-0.0092598+0.0080102i,-0.0053439+0.0085278i,0.0025379+0.0053803i,0.0065111+0.0013436i,0.0072129-0.00058749i,0.0067949-0.00038997i,0.0049876-0.00041818i,0.002514-0.00032764i,0.0012177-0.00060975i,0.00090581-0.00047144i,0.00084997-0.00051803i,0.0011556-0.00081823i,0.0014853-0.00058249i,0.0012953+0.00022107i,0.00053245+0.00052466i,0.0006245+0.00015036i,0.00058135+0.00089885i,-0.00035243+0.0010048i,-0.00059003-0.00018492i
-0.0013131+0.019383i,0.0098869+0.011807i,0.013286+0.0017118i,0.0073006-0.0037813i,0.0045145-0.0031611i,0.0038347-0.0031701i,0.00028576-0.0045961i,-0.002388-0.0059758i,-0.0022203-0.0070511i,-0.0011281-0.0066657i,-0.0006037-0.0055305i,-0.00061996-0.003202i,-0.00034212-0.0014318i,-0.00024548-0.00078445i,-0.00021645-0.00054659i,-0.00012378-0.0007525i,0.00016279-0.00086038i,0.00039862-0.00051908i,0.00084571-0.00028464i,0.0011452+0.00025428i,0.0010053+0.00027185i,0.00023617+0.00010963i,-0.00024457-0.00048774i
0.029424-0.0022251i,0.016086-0.013364i,0.0016828-0.013523i,-0.0044502-0.005984i,-0.0068887-0.0051311i,-0.008937-0.0052899i,-0.0080387-0.00012269i,-0.0055291+0.0049439i,-0.0041505+0.0062169i,-0.0040714+0.0048944i,-0.0042585+0.0027013i,-0.0036043+0.0011052i,-0.0019552+0.00072529i,-0.00073361+0.00033518i,-0.0010263-0.00031702i,-0.0016896-0.00096071i,-0.0022348-0.00055932i,-0.0015839+0.00060347i,-0.0014167+0.00080563i,-0.0014622-0.00027592i,-0.0012653-0.000267i,-0.0012627+0.00059847i,-0.00094484+0.00063474i
-0.015226-0.015965i,-0.016741-0.00039459i,-0.011869+0.0082359i,-0.0070043+0.0074449i,-0.0086551+0.0066734i,-0.007501+0.0093533i,0.00051103+0.0091363i,0.0072569+0.005405i,0.0086976+0.0035694i,0.0073194+0.0026693i,0.0049731+0.0016336i,0.0020465+0.0011815i,0.00041523-0.00013566i,-0.00022063-8.5193e-05i,-0.00057364+0.00058231i,0.0001303+0.00092802i,0.00083137+0.0017508i,0.0008205+0.0022381i,-0.0001639+0.0027253i,-0.0010119+0.0018027i,-0.00050335+0.0003836i,5.0492e-05+0.00037391i,6.2271e-05+0.00042477i
-0.018869+0.018658i,0.0026686+0.014862i,0.010258+0.004884i,0.0035842+0.00095565i,0.0012995+0.0040592i,0.0037247+0.003555i,0.0028265-0.0022973i,0.00077156-0.0064419i,0.00088274-0.00722i,0.0012682-0.0072586i,0.0013287-0.0062803i,0.0017444-0.0034567i,0.0016134-0.0008298i,0.00057683-0.00014833i,0.00021523-0.0006652i,0.00057737-0.0012915i,9.211e-05-0.0019507i,-0.00023707-0.0017229i,0.00048911-0.00077784i,0.0011079-0.00052105i,0.00055675-0.0008645i,-4.2454e-06-0.00062237i,-9.9677e-05+6.5975e-05i
0.012763+0.0096197i,0.0040441-0.0051569i,-0.0030598-0.0098418i,-0.0035151-0.0059164i,-0.00093646-0.0049371i,-0.0028179-0.00586i,-0.0062817-0.0025679i,-0.0065404+0.0011651i,-0.0049605+0.0014232i,-0.0047201+0.00056992i,-0.0045387-0.0009088i,-0.0030059-0.0025692i,-0.0011496-0.0026413i,-0.00045278-0.00152i,-0.0012629-0.00076874i,-0.0022438-0.00026307i,-0.00294+0.00038314i,-0.0023737+0.0005921i,-0.00088308+0.00015376i,0.0010048+0.00010717i,0.0013437+0.0003493i,0.00046565+0.00037011i,0.00077218-1.1491e-05i
0.0069906-0.025232i,-0.0031299-0.0064336i,-0.0066397+0.0056458i,-0.0059401+0.0058625i,-0.0094327+0.0039089i,-0.008922+0.0055514i,-0.0011969+0.0072602i,0.0047559+0.0071627i,0.0054469+0.0063123i,0.004419+0.0051556i,0.003428+0.0045097i,0.0010625+0.0036844i,-0.00041313+0.0018054i,2.7813e-05+0.00053796i,0.00010553+2.5954e-05i,0.00015301+0.00066234i,0.00026956+0.002051i,0.00039747+0.0026313i,0.00011046+0.0017963i,-0.00048467+0.00036224i,-0.0007201-0.00021279i,-0.00015535-0.00012542i,0.00062701-0.00011041i
-0.01984+0.0041219i,-0.0013236+0.0091217i,0.0080668+0.0064545i,0.0036089+0.0046632i,-0.0016657+0.0087815i,-0.0006106+0.0091865i,0.0019106+0.0026739i,0.0036281-0.0041341i,0.0035964-0.0069339i,0.0032677-0.0057786i,0.0028479-0.0038587i,0.0019862-0.0018582i,0.0011892-0.00031182i,0.00043195-5.5756e-05i,0.00035503-0.00074137i,0.0010079-0.0016649i,0.0014791-0.0018788i,0.0011369-0.00024773i,0.00025344+0.00096963i,0.00027626+0.00078791i,2.7737e-05+0.00093918i,-0.0002453+0.0014026i,-4.857e-06+0.00072831i
0.0065989+0.020438i,0.0013901-0.0035381i,-0.0042431-0.013553i,-0.0034261-0.0078584i,0.00011569-0.0041136i,-0.0003165-0.0038i,-0.0034241-0.0022195i,-0.006071-0.00035197i,-0.0060643-8.0377e-05i,-0.0038505-0.00096694i,-0.0032082-0.0013414i,-0.0025586-0.001938i,-0.00075588-0.0028776i,-0.00049561-0.0021963i,-0.00068177-0.00069821i,-0.0011695+2.6016e-05i,-0.00138-7.4884e-06i,-0.00059986+0.00022909i,0.00019912+0.0002319i,0.00068379-0.0008693i,0.00058658-0.0022809i,0.00051134-0.0024223i,0.0010042-0.0013634i
0.022042-0.0092332i,0.0034482+3.8944e-05i,-0.0054974+0.0057615i,-0.0067938+0.0027696i,-0.009918-0.0020477i,-0.011677+0.0007064i,-0.0070471+0.0063699i,-0.00076789+0.0084136i,0.0029892+0.0062588i,0.0040846+0.0033685i,0.0027969+0.0022985i,-3.8064e-05+0.0014618i,-0.0023926+0.00084418i,-0.0028158+0.00031559i,-0.0014221+0.00010283i,-0.00060188+0.0017569i,-0.00047137+0.0025146i,0.00010628+0.0018302i,0.00012115+0.0015021i,-0.00053091+0.00090418i,-0.00033255-0.00035292i,-0.00044196-0.00072024i,-0.00077932-0.00072575i
-0.018601-0.020254i,-0.0009572-0.0082698i,0.0056318-0.0035713i,-0.0018388-0.0012446i,-0.0093262+0.003495i,-0.0072997+0.0049574i,-0.00013301+0.0012017i,0.0046114-0.0034275i,0.0048925-0.0056318i,0.0027454-0.0050672i,0.0016839-0.0031947i,0.0011109+1.8859e-05i,0.00049366+0.0021165i,0.00050422+0.0016476i,0.00096324+0.00022637i,0.0013612-0.0012012i,0.0015781-0.0017174i,0.001721-0.0013632i,0.0017813-0.00030026i,0.0012543+0.0008613i,0.00082134+0.0011987i,0.00071329+0.0010337i,0.00052534+0.0008899i
-0.015265+0.024033i,-0.0082907+0.0037662i,-0.0053591-0.0052898i,-0.0035601-0.001154i,-0.0001819+0.0025684i,-0.00061513+0.00080783i,-0.0037731-0.0021745i,-0.005957-0.0037141i,-0.0059256-0.0025179i,-0.0036114-0.00034862i,-0.0017428+0.00022467i,3.9888e-06-0.00014113i,0.0012808-0.00028719i,0.0014239+7.2786e-05i,0.00082121-0.0001557i,0.00033996-0.00076547i,-0.00052878-0.0009937i,-0.00084264+0.00015035i,-0.00066684+0.00098287i,-0.00083212+0.00038652i,0.0003861-0.0004485i,0.0016002-0.00079806i,0.0013755-0.00021014i
0.028409-0.00095834i,0.0056356+0.0049752i,-0.005675+0.0053735i,-0.0061197-0.00094523i,-0.0080653-0.0062889i,-0.0087823-0.0039514i,-0.0058084+0.0012486i,-0.0028608+0.0051816i,-0.0007377+0.0056389i,-0.00027283+0.0034021i,-0.00068846+0.0014872i,-0.0011843+0.00017277i,-0.0019908-0.00096254i,-0.0012896-0.0019381i,-0.00039639-0.0016945i,-0.00068006-7.2851e-05i,-0.00074416+0.00087328i,-0.0010286+0.00053932i,-0.0010859+0.00023833i,-0.00042326+0.00083426i,-4.8616e-05+0.00098255i,0.00046884+0.00028553i,0.00080056-0.00054039i
-0.0033252-0.030033i,0.0071201-0.011526i,0.0085677-0.0015412i,9.2432e-05+0.00067842i,-0.0081061+0.0020665i,-0.0081716+0.0027772i,-0.001695+0.0019146i,0.0051998-0.00057527i,0.0060455-0.0031664i,0.0034529-0.0031613i,0.0011872-0.0014276i,-0.0012573+0.00050411i,-0.0020302+0.0018347i,-0.0011127+0.0022965i,-0.00041603+0.0024606i,0.00010401+0.0021985i,0.00096341+0.001261i,0.00097788+5.7167e-05i,0.00039226-0.00023168i,0.00012785+1.2984e-05i,-0.00058088-0.00075722i,-0.0019732-0.00079766i,-0.0026673-0.00062627i
-0.037296+0.01651i,-0.021997+0.00024257i,-0.012888-0.0056669i,-0.0078375-0.00025989i,-0.0026063+0.0044779i,-0.00063627+0.0023999i,-0.0010265-0.002667i,-0.001378-0.0068628i,-0.0021824-0.0060922i,-0.0019756-0.0018032i,-0.00095617-6.4926e-06i,-8.298e-05+4.8215e-05i,0.00090241+0.00032095i,0.0015112+0.0013763i,0.001521+0.0007865i,0.0013269-0.0002256i,0.00044696-0.00022925i,-0.0006261-0.00024661i,-0.0012591-0.00063564i,-0.00082202-0.00040939i,0.00022626+0.00062522i,0.0012279+0.001357i,0.0017353+0.0017761i
0.030701+0.028159i,0.012875+0.019212i,0.0055633+0.01046i,0.005331+0.0019177i,0.0037603-0.0051829i,0.00082734-0.0055744i,-0.0026886-0.0017361i,-0.0048236+0.002132i,-0.0028251+0.0038477i,0.0009553+0.0027544i,0.0011078+0.00025353i,-0.00034236-0.0019269i,-0.00056897-0.002688i,-0.00051535-0.0024979i,-0.0012755-0.0022899i,-0.0020515-0.0015212i,-0.0019928-0.0001015i,-0.0017645+0.00061646i,-0.00090266+0.00033077i,1.5598e-05-7.4296e-05i,0.00092061-0.0010042i,0.0016301-0.0015079i,0.0018611-0.0013479i
0.014176-0.043735i,0.014136-0.020614i,0.0081385-0.0076144i,-0.0019522-0.004248i,-0.0094503-0.00067502i,-0.0064744+0.0021037i,-0.00030898+0.0031323i,0.0036804+0.0034277i,0.0055218+0.0004908i,0.0035919-0.0015195i,0.00050327-0.00071171i,-0.00088969+7.6235e-05i,-0.0012507-0.00045138i,-0.0017985-0.0011632i,-0.0023946-0.00080771i,-0.0018038-0.00044841i,-0.00078708-8.6153e-06i,-0.00078424+0.00036659i,-0.00054951+0.0015179i,-0.00055647+0.0021948i,-0.0012325+0.0013104i,-0.001395+0.0003816i,-0.0012692-0.00039194i
-0.053823+0.003205i,-0.032257-0.0028717i,-0.02047-0.0012974i,-0.013542+0.006973i,-0.0063011+0.010968i,-0.0023377+0.0074737i,0.0013703+0.0014763i,0.0034109-0.0042097i,0.00082193-0.0055632i,-0.00095722-0.0022276i,-0.00026302+0.00010598i,0.00013628+0.0010172i,-0.00012093+0.0019749i,0.00025265+0.0021263i,0.00065272+0.0023329i,0.0009494+0.0017482i,0.0013776+0.0010779i,0.001063+0.00070442i,0.00038866-0.00056249i,0.00070158-0.0011572i,0.00099619+2.3229e-05i,0.00064668+0.0012125i,-4.2674e-05+0.0016121i
0.023596+0.053588i,0.011981+0.035123i,0.0080849+0.018563i,0.007799+0.0058092i,0.0046671-0.002649i,-0.00026059-0.0041794i,-0.0031175-0.0031604i,-0.0055158-0.0016954i,-0.0043896+0.000664i,-8.8355e-05+0.0014131i,0.00091833+0.00015607i,-0.00051864-0.001028i,-0.00037612-0.0010886i,0.00076124-0.00028383i,0.0010739-0.0007972i,0.0011517-0.0015431i,0.0008645-0.0022612i,-0.00033971-0.0026167i,-0.00093461-0.0021053i,-0.00095422-0.0010811i,-0.00084448-0.00082214i,9.4468e-05-0.0013017i,0.0011681-0.000316i
0.034645-0.042633i,0.023188-0.024514i,0.011564-0.015998i,0.00094978-0.012581i,-0.0076923-0.007616i,-0.007408-0.0021633i,-0.0026614+0.0019514i,0.0014133+0.0050595i,0.0038339+0.0056732i,0.0034445+0.0031131i,0.001925+0.00075442i,0.00081318+0.0006306i,0.00010675-0.00025509i,0.00030144-0.0022801i,-0.00038128-0.0020193i,-0.0020198-0.00056024i,-0.0027431+0.00010245i,-0.0026929+0.00075597i,-0.0013921+0.0018396i,-1.4455e-05+0.0015201i,2.9875e-06-0.00013625i,-0.00010094-0.0013473i,-0.00026587-0.0018998i
-0.06628-0.027188i,-0.043222-0.018875i,-0.029029-0.004438i,-0.020281+0.0094524i,-0.010335+0.015019i,-0.0034671+0.011157i,0.0013833+0.0048076i,0.006175-0.0014828i,0.0056957-0.0051741i,0.0026701-0.0038828i,0.0011724-0.001672i,-0.0002064-0.0011785i,-0.0012945-0.0010463i,-0.0017093-0.00013636i,-0.0013525+0.0010296i,-0.00063885+0.002474i,-8.9545e-05+0.0037171i,5.3259e-05+0.0039094i,0.00072888+0.0021017i,0.001228-0.0002287i,0.0006594-0.00092889i,0.00033259-0.0003688i,-0.00025853+0.0004712i
0.00019595+0.074853i,0.0011245+0.051082i,0.0042973+0.031937i,0.0075783+0.017147i,0.007149+0.0052466i,0.002517+0.0015131i,-0.00022223-0.00088031i,-0.0026714-0.0048358i,-0.0052255-0.003871i,-0.0036031-0.00064429i,-0.0017009-0.00010564i,-0.0018131-0.00092534i,-0.001074-0.00090507i,0.00093084+0.0011231i,0.001982+0.001203i,0.0024889-0.00053097i,0.0027549-0.0017154i,0.0018831-0.0023848i,0.00080324-0.0027634i,0.00011306-0.0024172i,0.00064893-0.0015422i,0.0013127-0.001549i,0.0012066-0.00057491i
0.07261-0.02764i,0.049569-0.020055i,0.028449-0.023026i,0.0078076-0.02367i,-0.0073059-0.015213i,-0.010122-0.0049473i,-0.0080198+0.0026547i,-0.0048723+0.0071005i,-0.00052698+0.0061617i,0.0020033+0.0028727i,0.001448+0.0018162i,0.0013465+0.0016586i,0.0015362+0.00017812i,0.0013189-0.0013488i,0.00067529-0.001782i,-0.0012966-0.0018685i,-0.0034935-0.0024043i,-0.0041639-0.0019304i,-0.002886-0.00025273i,-0.001255+0.00038127i,-0.00042588-0.0008933i,-0.00049129-0.0014165i,-0.00028959-0.0015048i
-0.06791-0.066301i,-0.051895-0.041693i,-0.043065-0.01609i,-0.034854+0.0014557i,-0.022756+0.0098784i,-0.010977+0.01049i,-0.00047193+0.0093446i,0.0069249+0.0057335i,0.008045-0.00025668i,0.004909-0.002336i,0.0033414-0.0025766i,0.0021693-0.0027088i,-5.3604e-05-0.0031017i,-0.0022447-0.0024947i,-0.0030184-0.00039505i,-0.0025732+0.001648i,-0.0015521+0.0038399i,-0.00020393+0.0049399i,0.00075265+0.0041812i,0.0016664+0.0024141i,0.001494+0.0021634i,0.00066049+0.0026545i,9.3948e-05+0.0019568i
-0.032778+0.084277i,-0.015462+0.057823i,0.0017175+0.04033i,0.012519+0.025741i,0.013502+0.011728i,0.0072684+0.0030533i,0.0034963-0.003423i,0.0012229-0.0087411i,-0.0013842-0.0071858i,-0.0016702-0.0033308i,-0.0016852-0.0027902i,-0.0025022-0.0019903i,-0.0028291+0.0001691i,-0.0019078+0.0023602i,-0.00069544+0.0020748i,0.00092663+0.00038267i,0.002928-0.00071689i,0.003951-0.0011975i,0.0026329-0.0015094i,0.0010576-0.0013164i,0.0019315-0.0011051i,0.0026884-0.0019054i,0.001443-0.0014207i
0.099101+0.01376i,0.067273+0.0021139i,0.040114-0.014714i,0.018599-0.02252i,1.817e-05-0.018501i,-0.0081497-0.0098821i,-0.0090458-0.0028793i,-0.0097632+0.001911i,-0.0063508+0.0042884i,-0.0020974+0.0039604i,-0.00076306+0.0027232i,-0.000168+0.0028701i,0.0012922+0.0027554i,0.0018514+0.001065i,0.0007536-0.00044073i,-0.0007483-0.0015052i,-0.0024684-0.0027942i,-0.0037874-0.0031573i,-0.0038133-0.0028426i,-0.0031513-0.0018338i,-0.0030591-0.0015367i,-0.0034622-0.0017127i,-0.0025137-0.0016343i
-0.037568-0.10019i,-0.036264-0.063321i,-0.035811-0.033982i,-0.033529-0.011964i,-0.025812+0.0037387i,-0.015744+0.01031i,-0.00521+0.012965i,0.0052517+0.012031i,0.0090304+0.0067143i,0.0062683+0.0024296i,0.0043936+0.00097224i,0.0045551-0.0010926i,0.0033195-0.0029545i,0.000761-0.0025747i,-0.0015746-0.001352i,-0.0027004+0.00028243i,-0.002172+0.0019103i,-0.0010707+0.0037761i,-0.00020418+0.0046281i,0.0003632+0.0039945i,0.00020865+0.0032373i,0.00025735+0.0025958i,1.0939e-05+0.0024368i
-0.081031+0.065555i,-0.042922+0.047194i,-0.011539+0.035204i,0.0039624+0.026403i,0.0056272+0.012935i,0.0028881+0.003327i,0.0052864-0.0018987i,0.0069583-0.0072603i,0.0034596-0.0083444i,0.00047615-0.0058217i,-0.0006817-0.0053709i,-0.0023538-0.0048919i,-0.0041234-0.0030102i,-0.0030626-0.0011555i,-0.000597+0.00057732i,0.001224+0.0021613i,0.0026146+0.0019391i,0.0036516+0.00024705i,0.0035952-0.00082263i,0.0023175-0.00051958i,0.0015962+0.00021499i,0.0019009-0.00023849i,0.0017262-0.00068701i
