-0.0034366-5.6425e-05i,-0.001829-0.001173i,-0.0030507-0.0026536i,-0.0029323-0.0017448i,-0.0023405+0.0020599i,-0.00052571+0.0035886i,0.0015814+0.0031623i,0.0011989+0.0017625i,0.00061402+3.8644e-05i,0.0009226-0.00077561i,0.00012251-0.00074418i,0.00028928-0.00055175i,0.00055215-0.00082375i,0.00011528-0.0012455i,7.9293e-05-0.00070821i,0.00015534-1.3708e-05i,0.00011017+0.0001884i,0.00043586+3.9986e-05i,0.0014283+0.00010302i,0.0006452+0.0003204i,-0.0010341+0.00048105i,-0.00094518-2.7472e-05i,-0.00038253-0.00018711i
-0.0069352-0.0044952i,-0.0074437-0.0018515i,-0.0093629+0.0038075i,-0.013656+0.0095198i,-0.015749+0.011605i,-0.011329+0.010078i,-0.0058642+0.0055955i,-0.0044658+0.0025239i,-0.0054835+0.0027544i,-0.00315+0.0033099i,0.0011792+0.0022894i,0.0027767+0.0014153i,0.002276+0.0017459i,0.0016667+0.0026729i,0.00098324+0.0033576i,4.1199e-05+0.0026875i,-0.00037897+0.0014575i,0.00028933+0.00082717i,0.00068423+0.00083508i,0.00071466+0.00092916i,0.00069266+0.00033594i,0.00073363-0.00026732i,0.00045503-0.00044996i
0.0028296-0.0054749i,0.0017926-0.0033596i,0.0031687+0.00079949i,0.0040636+0.0075754i,0.00090441+0.012229i,-0.0015835+0.01103i,0.0011148+0.0076401i,0.0045512+0.0062583i,0.0057117+0.0064555i,0.0051807+0.0045482i,0.0036143+0.0017777i,0.0021871+0.00079565i,0.0037295+0.00096206i,0.0053667+0.0011007i,0.003787+0.00075025i,0.0013966-0.00026031i,-0.00013929-0.00051864i,-0.00044065-0.00050911i,-0.0002796-0.00040224i,-0.00042325+0.00038168i,-0.00040421+0.00097932i,0.00036012+0.0013067i,0.00032032+0.00085856i
-0.0045662-0.0013344i,-0.0028949-0.00040079i,-0.00095112-0.00081213i,0.0033623-0.0013255i,0.0081992+0.00068697i,0.0091727+0.0021833i,0.008384+0.00080165i,0.0097157-0.0003418i,0.011565-0.0015899i,0.009655-0.0028035i,0.0037484-0.0016824i,0.0004669+0.00060207i,0.0023783-0.00037014i,0.0034288-0.0026577i,0.0010374-0.0028852i,-0.0011348-0.0020645i,-0.0012572-0.001575i,-0.00098453-0.0012182i,-0.0010512-0.00059168i,-0.00061118+0.00018347i,7.6329e-05+0.00055589i,2.2913e-05+0.00062363i,-0.00072685-6.2913e-05i
-0.0012641+0.0024832i,0.0002359+0.0013941i,6.7981e-05-0.0032519i,-0.0004987-0.010671i,0.0012216-0.012333i,0.0012256-0.0069205i,0.0013339-0.0032415i,0.0039396-0.0040436i,0.0045824-0.0067031i,0.0011302-0.0060914i,-0.0030045-0.0015722i,-0.0034713+0.0016658i,-0.002248+0.0011388i,-0.0021771-0.0007367i,-0.002391-0.00065994i,-0.0010179-0.00054147i,0.00017105-0.0015256i,-0.00064368-0.0017304i,-0.0023317-0.0011637i,-0.0019963+0.00031606i,-0.00040973+0.0016313i,-0.00011779+0.0012293i,-0.00020894+0.00020302i
-0.00082289-0.0025515i,-0.0055141-0.00083874i,-0.013274+0.00065003i,-0.019209-0.00058228i,-0.018024-0.00073948i,-0.0098504+0.0029821i,-0.0030303+0.0043367i,-0.0026367+0.0015789i,-0.0051371-0.00059685i,-0.005972-0.00039524i,-0.0038362+0.00013648i,-0.001648+0.0010299i,-0.0014547+0.0026066i,-0.0011095+0.0040813i,-0.00063248+0.0034625i,-0.00039791+0.0010091i,0.00014378-0.00040956i,0.00022681-0.00076594i,-0.00073298+4.8804e-06i,-0.0017554+0.00051028i,-0.0016722-0.00028738i,-0.00062461-0.0004938i,-3.2823e-05+0.00015389i
-0.0011544-0.0031846i,-0.0016054-2.1181e-06i,-0.002128+0.0054033i,-0.0038776+0.011959i,-0.0062692+0.016686i,-0.0044393+0.01601i,-0.0014102+0.012305i,-0.0014562+0.010031i,-0.0022022+0.0096442i,-0.00085821+0.007198i,0.0020505+0.0017987i,0.0025159-0.0027028i,0.0011958-0.0016049i,0.0016832+0.0008606i,0.0031173-0.0002324i,0.0029196-0.0016088i,0.0017097-0.0011917i,0.00059205-0.00040481i,0.00037377-0.00014937i,0.00045298-0.00043397i,9.5093e-05-0.0013044i,2.244e-05-0.0014184i,-7.7706e-05-0.00040578i
0.00019804+0.00068632i,0.0024683+0.00034657i,0.0081137+0.0028291i,0.01278+0.0083957i,0.010503+0.013012i,0.0054798+0.013241i,0.0034804+0.011567i,0.0046444+0.0095088i,0.0062715+0.0068765i,0.0055568+0.0025462i,0.0040445-0.0036775i,0.0020782-0.0058764i,0.0003488-0.0038197i,-3.2687e-05-0.0029139i,0.00022543-0.0031738i,0.00024401-0.0021551i,0.00077225-0.00030215i,0.0023997-0.00044043i,0.0028776-0.0016594i,0.0016402-0.0014655i,-0.00018258-0.0007278i,-0.0013171-0.00042546i,-0.0013264-0.00058541i
-0.0024755+0.00059456i,-0.0021572-0.0046614i,0.00028366-0.012167i,0.0061032-0.01484i,0.0099853-0.0072551i,0.0072369+0.0016832i,0.0029448+0.0027667i,0.0028246-0.00070077i,0.0039355-0.0042786i,0.0039622-0.0056664i,0.0023637-0.0045258i,0.00019571-0.0035521i,-0.0012393-0.0033856i,-0.002374-0.0023926i,-0.0026044-0.00088943i,-0.00094426-6.8042e-05i,0.00090391+0.0010452i,0.0015639+0.00071337i,0.0012762-0.0018017i,-0.00013616-0.0026207i,-0.00075318-0.0015218i,-0.00024146-0.00090011i,-0.00041709-0.0010255i
0.00039093-0.0017727i,-0.0023007-0.0025147i,-0.0070506-0.0064686i,-0.010151-0.012843i,-0.0101-0.014565i,-0.0081827-0.0081336i,-0.0074187-0.0031989i,-0.0074751-0.004274i,-0.0068036-0.0072216i,-0.0056328-0.0067683i,-0.0038695-0.0020831i,-0.0012243+0.0014432i,-0.0012325+0.0023129i,-0.0030561+0.0023669i,-0.0012889+0.0034142i,0.0019767+0.0039772i,0.0030065+0.0020582i,0.0027136+0.0010762i,0.0015983-0.00010107i,0.00065098-0.0010774i,0.00015749-0.00049244i,-0.00021485-0.00066956i,-0.00062831-0.00062267i
0.0014871-0.0011176i,-0.001439-0.0015345i,-0.0081444-0.00010271i,-0.018677+0.0035624i,-0.025083+0.0043945i,-0.021966+0.0033102i,-0.016481+0.00331i,-0.013515+0.0035338i,-0.010799+0.0026698i,-0.0078312+0.0025276i,-0.0042002+0.0052719i,-0.00053609+0.0064895i,0.0016442+0.0043312i,0.0025586+0.0036994i,0.0024369+0.0037422i,0.0028305+0.0025178i,0.0031312+0.0020692i,0.0020926+0.0025246i,0.0015011+0.0027563i,0.00073396+0.0019208i,0.00012099+0.00062132i,0.00059874-0.00037254i,0.00079381-0.0013168i
-0.00024585+0.00070317i,0.0053487+0.0037343i,0.010014+0.010411i,0.0081103+0.018785i,-0.0010203+0.021186i,-0.0067805+0.015463i,-0.0052799+0.0093185i,-0.0012666+0.0073533i,0.001282+0.0072261i,0.0016563+0.0062696i,0.0013932+0.0047366i,0.0025027+0.0030588i,0.0049864+0.00042007i,0.0052962-0.00251i,0.0032429-0.0029975i,0.00036516-0.0012689i,-0.0011411+0.00092818i,-0.0002133+0.0025155i,0.00097905+0.0034065i,0.00159+0.0026307i,0.0018677+0.00038786i,0.0013992-0.00081497i,0.00065019-0.00043891i
-0.0011236+0.00016452i,0.0024335-0.0010142i,0.010934-0.0017026i,0.0194+0.00035953i,0.019021+0.004983i,0.012525+0.0058309i,0.0095359+0.0023107i,0.011254-0.00040826i,0.012901-0.0008981i,0.010939-0.0018401i,0.0058951-0.0036011i,0.0029505-0.0039224i,0.0032021-0.0044382i,0.0017973-0.0054855i,-0.0010288-0.0039353i,-0.0025264+8.0599e-05i,-0.002595+0.0025772i,-0.0017876+0.0023798i,-0.00073956+0.0017025i,0.000288+0.001034i,0.00096686+0.00034184i,0.0012772-0.00025029i,0.0018022-0.0002132i
-0.0024887-0.0026852i,-0.0029822-0.0058828i,-0.002478-0.012425i,0.0011382-0.02107i,0.0062559-0.024096i,0.0085724-0.018211i,0.0080091-0.013219i,0.0070652-0.012893i,0.0058778-0.012274i,0.0037071-0.01083i,0.00070976-0.0089957i,-0.00198-0.0055683i,-0.002395-0.0031057i,-0.0024392-0.0016901i,-0.0022646+0.00013739i,-0.0020896+0.001814i,-0.0024032+0.0017413i,-0.0020556+0.0010184i,-0.0016171+0.00064269i,-0.001113+0.0002928i,-8.0639e-05-0.00031875i,0.00026373-0.0008757i,0.0002578-3.2808e-05i
0.00054978-0.0013664i,-0.001093-0.0025616i,-0.0079355-0.0030737i,-0.017916-0.006497i,-0.019138-0.011401i,-0.010757-0.011456i,-0.0051938-0.0086974i,-0.0050592-0.007745i,-0.0058521-0.0074305i,-0.0058654-0.0066488i,-0.0056969-0.0056276i,-0.0060574-0.0024046i,-0.0053227+0.0020011i,-0.0027829+0.004298i,-0.00087306+0.0034939i,-0.00056563+0.0019113i,-0.00096407+0.00064219i,-0.0024845-0.00050593i,-0.0039281-0.0010168i,-0.0028665-0.0008935i,-0.0012866-0.0001205i,-0.00030869+0.0012939i,0.00054098+0.0020101i
0.0044611+0.0046997i,0.0045721+0.0089298i,0.00016633+0.018558i,-0.0080665+0.024707i,-0.010762+0.021159i,-0.0056799+0.014501i,-0.0011196+0.010603i,-0.0023577+0.0098335i,-0.0044385+0.008684i,-0.0033009+0.0052146i,-0.00098231+0.0017653i,-0.0007683+0.001065i,-0.0008788+0.0036916i,0.001284+0.0055888i,0.002915+0.0027793i,0.0018402-0.0019203i,-0.00033695-0.0044441i,-0.0015647-0.0044035i,-0.0022272-0.0021539i,-0.0017212-0.00063609i,-0.00069914-0.0006972i,-0.00067942-0.00046626i,-0.0004498-0.00035029i
0.0030753+0.0058957i,0.0069679+0.0072092i,0.013241+0.011948i,0.019142+0.019769i,0.01944+0.024701i,0.014635+0.021966i,0.010965+0.017433i,0.0099376+0.015132i,0.0086035+0.012861i,0.0076484+0.0086112i,0.0068047+0.0052025i,0.0054215+0.0034886i,0.003839+0.0026099i,0.0024261+0.0014002i,0.0014013-0.00082552i,-1.5638e-05-0.0032684i,-0.00023072-0.0042037i,-0.00071864-0.0040675i,-0.0012553-0.0035404i,-0.00091246-0.002369i,-0.00082408-0.0010774i,-0.00048325-0.00074633i,-0.001305-0.00070211i
-0.0019841+0.0023396i,-0.00048156+0.0025012i,0.0074443-0.0026138i,0.01785-0.0096029i,0.022418-0.007002i,0.017928+0.0029324i,0.013372+0.0075388i,0.013215+0.0050335i,0.012518+0.00097743i,0.010332-0.00027298i,0.0084608+0.00068754i,0.0055605-0.00036646i,0.0014371-0.0027338i,-0.0015964-0.0034332i,-0.001972-0.0025777i,-0.00070869-0.0020621i,0.0011814-0.0021091i,0.0029611-0.0023007i,0.0030196-0.0025309i,0.0011154-0.0019482i,-0.0007371-0.00093236i,-0.0019869-7.4007e-05i,-0.003112-1.793e-05i
-0.0039426-0.00077763i,-0.0089113-0.0072899i,-0.014594-0.018118i,-0.016547-0.029034i,-0.014481-0.02522i,-0.0088415-0.0081539i,-0.0029653+0.0022699i,-0.00048896+0.00013998i,0.00068766-0.0043817i,0.001666-0.0049127i,0.0015352-0.002707i,0.00051277-0.002003i,-0.0015144-0.0027368i,-0.0038186-0.0012459i,-0.0033528+0.00099097i,0.00065569+0.00078914i,0.0039593-0.00063188i,0.0055773-0.0018482i,0.0052834-0.0024667i,0.0035612-0.0018052i,0.0013429-0.0011378i,-0.00030792-0.00055278i,-9.2679e-05+0.00098348i
0.0020574+0.0010637i,-0.002664+0.0014707i,-0.014921+0.0030627i,-0.0306+0.0052462i,-0.035819+0.0071841i,-0.027207+0.0096437i,-0.017591+0.010687i,-0.013216+0.0063962i,-0.010635+0.0016131i,-0.008406-8.6657e-05i,-0.0067497-0.00028869i,-0.0055645+0.00029632i,-0.004132+0.00062528i,-0.0021751+0.001417i,0.00029853+0.0019316i,0.0026776+0.0010636i,0.0034396+0.00014707i,0.0040734+0.00095527i,0.003957+0.0015468i,0.0025275+0.000316i,0.0012522-0.00053776i,0.00086796-0.00041917i,0.001598-0.00056854i
0.0032091+0.0032164i,0.0025383+0.0060352i,-0.00089405+0.012429i,-0.0069103+0.023307i,-0.012594+0.028935i,-0.014893+0.021803i,-0.012438+0.013106i,-0.0093551+0.010775i,-0.0070207+0.0088024i,-0.0047191+0.0048615i,-0.0046587+0.001811i,-0.0038048+0.0017188i,-0.00067211+0.002459i,0.001905+0.0017309i,0.003095+0.0017741i,0.0041038+0.0025882i,0.0038888+0.0029714i,0.0030538+0.0025065i,0.0031299+0.00074416i,0.0026908-0.00088906i,0.0018275-0.0014517i,0.0016675-0.001802i,0.0013424-0.0023341i
0.0036851+0.0017293i,0.0083185+0.00078986i,0.022298-0.0021424i,0.035299-0.0018279i,0.029446+0.0019012i,0.0094707+0.0027337i,-0.0015785+0.0025142i,0.00045935+0.0041661i,0.0040461+0.0045211i,0.0036406+0.0027764i,0.001076+0.0013115i,0.00015189+0.0016862i,0.0018943+0.0016282i,0.0029154-0.00042367i,0.0012949-0.00087925i,9.1992e-05+0.0013915i,0.00061411+0.0039174i,0.0011958+0.0044128i,0.0012488+0.0030623i,0.0017595+0.0012617i,0.001172-0.00083937i,-0.00034072-0.0023838i,-0.00086887-0.0029498i
-0.0051648-0.0031116i,-0.0018068-0.010037i,0.0058384-0.024767i,0.013128-0.038416i,0.0126-0.038895i,0.0045371-0.027676i,-0.0028266-0.01633i,-0.0027601-0.011157i,0.0013284-0.0089972i,0.0038204-0.0073125i,0.0043191-0.005735i,0.003733-0.0042001i,0.0017346-0.0034989i,-0.00069407-0.0022826i,-0.0024031-0.00026767i,-0.0023652+0.0024921i,-0.0010719+0.0044018i,-0.00028442+0.0041904i,-0.00053894+0.0027089i,-0.00068574+0.00057106i,-0.0011271-0.00048616i,-0.0015311-7.4212e-05i,-0.0017181+0.00011143i
0.0016074+0.00060607i,-3.7869e-05-0.0042186i,-0.0072343-0.013568i,-0.02024-0.025581i,-0.027776-0.031395i,-0.023083-0.024907i,-0.014609-0.01527i,-0.010515-0.011012i,-0.0074094-0.0086202i,-0.0024827-0.0075267i,0.00063983-0.0071461i,-0.00025149-0.0047669i,-0.0025142-0.0019624i,-0.0035004+0.000678i,-0.0030281+0.0030971i,-0.0027171+0.0036616i,-0.0031643+0.0028609i,-0.0040543+0.0018295i,-0.0039412+0.001511i,-0.0020416+0.0013248i,-0.00066504+0.0016171i,-0.00048093+0.0023287i,-0.00019985+0.0025564i
0.0011579-0.0016622i,0.00054245+0.00081688i,-0.0081554+0.009612i,-0.02175+0.022828i,-0.02515+0.027654i,-0.014172+0.018266i,-0.0035779+0.0057957i,-0.0026157+0.00065008i,-0.0043505+0.00060908i,-0.0031819+0.000254i,-0.0018202-0.00036368i,-0.0008596-5.2291e-05i,0.00034621+0.001142i,0.00042351+0.0025985i,-3.2698e-05+0.0023762i,-0.0011809+0.0014857i,-0.003802+0.0011956i,-0.0052628+0.0011836i,-0.0040191+0.0013267i,-0.0020746+0.0021321i,-0.00054025+0.0028578i,0.00076395+0.0028815i,0.001878+0.0016835i
0.002483+0.0029982i,0.0078346+0.010262i,0.018886+0.025532i,0.029135+0.04094i,0.033757+0.040642i,0.031321+0.022606i,0.023397+0.005424i,0.015386+0.0012681i,0.009241+0.0034403i,0.0048647+0.0046317i,0.0020631+0.0044865i,0.0014302+0.0047052i,0.0020438+0.0036168i,0.0021921+0.00092634i,0.00065635-0.0019373i,-0.0017899-0.0034854i,-0.0040903-0.0028428i,-0.0047561-0.001575i,-0.003118-0.00044005i,-0.0011928+0.00039699i,-0.00015184+0.0005753i,0.00071077-0.00019707i,0.0014655-0.0016925i
0.0044745-0.00076863i,0.013546-9.4495e-05i,0.030737-0.0027529i,0.047683-0.0085993i,0.049601-0.012766i,0.03695-0.011899i,0.024476-0.010305i,0.018133-0.0089842i,0.013518-0.0055829i,0.0086242-0.0009996i,0.0042456+0.0020041i,0.0027504+0.0026204i,0.0026689+0.00025246i,0.00076476-0.0027224i,-0.0013982-0.0039219i,-0.0035497-0.0045306i,-0.0029682-0.0044005i,0.00061263-0.0032283i,0.0020087-0.0024815i,0.00092647-0.0023058i,-0.00023763-0.0027268i,-0.00090424-0.0030686i,-0.0014505-0.0022951i
0.0040046+0.00051184i,0.0035071-0.0043444i,0.0023317-0.016471i,-0.0013573-0.032735i,-0.0059989-0.037466i,-0.0060362-0.022127i,-0.00076909-0.0069791i,0.0032316-0.0054829i,0.0039373-0.007464i,0.0033349-0.0069952i,0.0017437-0.0061444i,0.00012777-0.0052031i,-0.0010822-0.0048497i,-0.0013362-0.0039015i,-0.0017166-0.0022215i,-0.0024992-0.0018174i,-0.0010317-0.0034112i,0.0009487-0.0053304i,0.001118-0.0050462i,-0.00032613-0.0033965i,-0.0022313-0.0021027i,-0.0032443-0.00093591i,-0.003372+8.2582e-05i
-0.00052828-0.00086676i,-0.0070317+0.0015078i,-0.027532+0.0029898i,-0.053756+0.0049869i,-0.060676+0.014457i,-0.038927+0.025659i,-0.013222+0.024377i,-0.0031084+0.012584i,-0.0026624+0.0027936i,-0.0029073-0.0022406i,-0.003154-0.0053887i,-0.0043646-0.0055134i,-0.0037453-0.0024107i,-0.00037422+0.00041951i,0.0028391-0.0001543i,0.0034226-0.0018009i,0.0027326-0.002685i,0.0020373-0.0031739i,0.00095801-0.0024271i,-0.0009488-0.0014972i,-0.0017616-0.00031913i,-0.001633+0.0014914i,-0.0017714+0.0024267i
-0.0065273+0.0069053i,-0.010398+0.019552i,-0.020051+0.039331i,-0.024954+0.059161i,-0.018821+0.066482i,-0.0069542+0.056422i,0.002342+0.040254i,0.0044768+0.026421i,0.0024751+0.014397i,5.5393e-05+0.0054995i,-0.0026801+0.00034468i,-0.0045337-0.00033784i,-0.0020702+0.0022647i,0.0038002+0.0028405i,0.0078034-1.8629e-06i,0.0077931-0.0034001i,0.0059303-0.0043594i,0.0039334-0.0024696i,0.0028812-0.0010604i,0.0011815-0.00045603i,-1.3586e-05+0.00016673i,0.0010287+0.0002522i,0.0013503+0.0011872i
-0.0042073+0.0017663i,-0.0037467+0.0097721i,0.0051953+0.020042i,0.022699+0.025616i,0.031592+0.023769i,0.023535+0.01783i,0.012893+0.013896i,0.010681+0.013362i,0.0096647+0.011196i,0.0062553+0.0069808i,0.0038903+0.0044334i,0.0029357+0.0042675i,0.0029973+0.0039188i,0.0042364+0.0024154i,0.0060604-0.00015838i,0.0069972-0.0022598i,0.0063271-0.0017746i,0.0051622-0.00028593i,0.004056-5.0715e-05i,0.0025293-0.00026607i,0.0011152-0.00035111i,0.00079427-0.00092876i,0.00068525-0.0020941i
0.0010849-0.0042905i,0.00013856-0.0123i,0.0063975-0.027245i,0.015813-0.045043i,0.012508-0.05158i,-0.0040797-0.035993i,-0.011398-0.013912i,-0.0035815-0.0029357i,0.0042774-0.00083267i,0.0059944-0.00032347i,0.0062761+0.00025692i,0.0062309-0.00052209i,0.0044191-0.0024634i,0.0025263-0.0021468i,0.00152+0.00091802i,0.0023064+0.0029881i,0.0046018+0.0025439i,0.0048907+0.0017777i,0.0035122+0.0017052i,0.0025553+0.00082915i,0.0015289-0.00058129i,0.0012663-0.0015358i,0.0011308-0.0018801i
-0.0008016-0.0055579i,-0.0076655-0.017637i,-0.02211-0.039385i,-0.042519-0.056207i,-0.054628-0.05252i,-0.049848-0.030717i,-0.035316-0.0088113i,-0.019508-0.00024469i,-0.0075173-0.0015361i,-0.0012325-0.0033414i,0.0015338-0.0035045i,0.0021305-0.0042543i,-5.3274e-05-0.004541i,-0.0037149+0.00014177i,-0.0042005+0.0071661i,-0.0002567+0.010616i,0.0027511+0.0088411i,0.0025604+0.0048226i,0.0019677+0.0020734i,0.0025706+0.00063929i,0.0025255-0.00074332i,0.0010248-0.0014005i,0.0001958-0.0016966i
-0.0057908-0.0012138i,-0.016273-0.0051061i,-0.032719-0.0049528i,-0.04783+0.0056333i,-0.049478+0.01816i,-0.035769+0.020165i,-0.021998+0.014285i,-0.015155+0.009275i,-0.0086329+0.0045177i,-0.0044074+0.00012839i,-0.004283-0.0015085i,-0.0036102-0.0018144i,-0.0031713-0.00075027i,-0.0033262+0.0028168i,-0.0019542+0.0071179i,0.00094673+0.0094998i,0.0028364+0.0090511i,0.0023003+0.0067634i,0.0006532+0.0043179i,-0.00012175+0.0015472i,0.00027767-0.00040296i,-0.0001747-0.0011817i,-0.0010771-0.00090694i
-0.00074414-0.0044815i,-0.00065774-0.0015189i,0.0044163+0.010516i,0.015081+0.029915i,0.024423+0.038333i,0.024115+0.02484i,0.014724+0.0074451i,0.0039476+0.0025828i,-0.0013714+0.0026139i,-0.0023555+0.0014814i,-0.0035288+0.0015154i,-0.0033099+0.002939i,-0.00058645+0.0040481i,0.00050378+0.0029529i,-0.0011714+0.0019188i,-0.0027223+0.0027038i,-0.0014984+0.0037689i,0.00055789+0.0039747i,0.0010737+0.0028058i,8.79e-05+0.00098035i,0.00015222-0.00018341i,0.00043524-0.00027695i,4.5751e-05-0.00015473i
0.0033995-0.0037456i,0.014751-0.0081144i,0.03604-0.01048i,0.059752-0.0133i,0.065383-0.019517i,0.046552-0.024925i,0.021889-0.024658i,0.0071155-0.017625i,0.0022784-0.0083571i,0.0012033-0.003412i,0.00053604-0.0012482i,0.0010001+0.00088084i,0.0026316+0.0005793i,0.0012341-0.0018963i,-0.0039881-0.0032582i,-0.0087641-0.001667i,-0.0084547+0.00056117i,-0.0049989+0.00094559i,-0.0035465-0.00013171i,-0.002598-0.00081504i,-0.0012665-0.00053244i,-0.0013186-0.00072357i,-0.00089462-0.0013126i
0.0078916-0.0059013i,0.019056-0.016746i,0.03132-0.035547i,0.029428-0.055177i,0.012694-0.057243i,-0.0021523-0.039975i,-0.0067424-0.023259i,-0.0074582-0.014884i,-0.0050592-0.0071702i,-0.0003833-0.0033799i,0.00040259-0.0029426i,0.00044667-0.00075061i,0.0024256-0.0003825i,-0.00045791-0.0022248i,-0.0077156-0.0026436i,-0.012349-0.0014049i,-0.011902+0.00014445i,-0.0087024-7.4891e-05i,-0.0061589-0.0003187i,-0.0035119+0.0010146i,-0.0014701+0.0018772i,-0.00043704+0.0011761i,0.00014788-7.4741e-05i
0.0066696-0.0036481i,0.0084731-0.0083275i,-0.0021878-0.01534i,-0.027107-0.013485i,-0.045571+0.0018433i,-0.037191+0.016648i,-0.018037+0.015344i,-0.0081846+0.0073814i,-0.0020092+0.0037248i,0.0013155+0.0017003i,0.00051504+0.00075252i,-0.00040759+0.0019625i,-0.00061957+0.0029735i,-0.00077688+0.0027574i,-0.0014212+0.00056973i,-0.0024922-0.0021342i,-0.0042773-0.0021223i,-0.0056193-0.00089342i,-0.0045888+0.00033345i,-0.0025773+0.0014575i,-0.00018031+0.0021175i,0.0016241+0.0019243i,0.00164+0.0010071i
0.0070699+0.0060379i,0.0068532+0.013541i,-0.0010321+0.028305i,-0.013841+0.048133i,-0.016629+0.06067i,-0.0029697+0.053884i,0.012083+0.034522i,0.015244+0.016096i,0.010548+0.0045347i,0.0054522+0.0016953i,0.0027647+0.0037551i,0.0020363+0.0045288i,0.0023156+0.0048751i,0.0049529+0.0045051i,0.0077856-2.5408e-05i,0.0068063-0.0052405i,0.0034914-0.0068579i,0.0017732-0.0048023i,0.0012821-0.0026232i,0.0013387-0.0028548i,0.00059196-0.0027604i,0.00044774-0.0016644i,0.0014434-0.00099998i
-0.00099121+0.0094142i,0.002605+0.026783i,0.014867+0.047886i,0.034071+0.057654i,0.04419+0.04721i,0.036515+0.025672i,0.028954+0.0077918i,0.02463-0.0027634i,0.013884-0.0065159i,0.0059265-0.0032894i,0.0057631+2.6499e-05i,0.0044594+0.0005051i,0.0028573-0.00010781i,0.005799-0.0022145i,0.0088901-0.0061435i,0.0077322-0.01119i,0.0053171-0.012339i,0.0040582-0.0087787i,0.0022861-0.0059216i,-0.00040572-0.0051544i,-0.0021726-0.0022724i,-0.0023052+0.00046764i,-0.00084258+0.00080918i
-0.0020274+0.0070026i,0.0038338+0.015699i,0.018036+0.017512i,0.030728-0.0023117i,0.025452-0.027383i,0.0082792-0.031389i,0.0021023-0.022141i,0.0033018-0.018054i,-0.00028448-0.014471i,-0.0027266-0.0087014i,-0.001145-0.0083499i,-0.0010597-0.0087447i,-0.0021229-0.0068832i,-0.0018099-0.0057127i,-0.00061649-0.005402i,0.00067238-0.0060461i,0.0020315-0.0073342i,0.0024626-0.0072455i,0.0011894-0.0051581i,-0.00031924-0.0033206i,-0.00087492-0.0018365i,-0.0011076+0.00044834i,-0.0012604+0.0015954i
-0.0033002+0.00064056i,-0.007064-0.00054116i,-0.015537-0.010737i,-0.030821-0.027055i,-0.045224-0.032473i,-0.044513-0.018594i,-0.030797-0.0023362i,-0.017066+0.0020933i,-0.0090155-0.00029474i,-0.0062479-0.0041992i,-0.0083244-0.0066257i,-0.010995-0.0051301i,-0.0089707-0.0014439i,-0.0064367+0.0021652i,-0.0037061+0.0047612i,0.00099294+0.0050373i,0.0033041+0.0021281i,0.0021552-0.0017541i,-0.00033156-0.0027876i,-0.0017248-0.0018192i,-0.0017373-0.00089725i,-0.0018308+9.8037e-05i,-0.0011656+0.0020803i
-0.0064506+0.0012349i,-0.019216-0.00038743i,-0.039876+0.00075592i,-0.057372+0.01066i,-0.053892+0.02469i,-0.033005+0.032027i,-0.015807+0.033241i,-0.0063807+0.029217i,0.00084993+0.018241i,0.0001747+0.0057899i,-0.0062296+0.001713i,-0.0082418+0.0043264i,-0.005633+0.0057058i,-0.00239+0.007242i,0.0014264+0.010112i,0.0058441+0.01012i,0.007405+0.007243i,0.0058878+0.0053886i,0.0036466+0.0037248i,0.002577+0.00069163i,0.00074095-0.00048724i,-0.0019298-0.00021397i,-0.00285+0.00048579i
-0.0067203-0.0017745i,-0.022971+0.0010044i,-0.036121+0.014911i,-0.024628+0.037657i,0.0056391+0.046873i,0.023736+0.033211i,0.023366+0.022805i,0.021002+0.021828i,0.019691+0.013315i,0.012798+0.0048818i,0.0073467+0.0057683i,0.0069256+0.0068882i,0.006785+0.0050309i,0.0061806+0.0047667i,0.0060613+0.0059551i,0.0069702+0.0068309i,0.007195+0.0071446i,0.0068379+0.0063716i,0.0068734+0.0048609i,0.0051467+0.0020663i,0.0019518-0.0016218i,-0.00052363-0.0029097i,-0.0016028-0.0014887i
-0.0033092-0.0012111i,-0.0086953-0.0034545i,-0.0025987-0.0042882i,0.020505-0.005606i,0.038713-0.01301i,0.032241-0.018488i,0.017962-0.014366i,0.014103-0.0083627i,0.013005-0.0054453i,0.011486-0.0028381i,0.014523-0.0010503i,0.014605-0.0023658i,0.0095803-0.0043257i,0.0055227-0.0038561i,0.0028922-0.0022751i,0.0020908+9.6219e-05i,0.0023453+0.0021877i,0.0031208+0.0021683i,0.0033674+0.0009343i,0.0026572-0.00036013i,0.0019866-0.0012441i,0.0010429-0.0026252i,-0.00044382-0.0038414i
-0.0052731-0.007772i,-0.0027093-0.018853i,-0.00062973-0.034784i,-0.0054096-0.047698i,-0.016107-0.044775i,-0.02247-0.027041i,-0.02174-0.014317i,-0.018451-0.01054i,-0.01222-0.0057468i,-0.0017864-0.004197i,0.0057198-0.0086732i,0.0059458-0.010995i,0.0013598-0.0091538i,-0.0036858-0.0065069i,-0.0057631-0.0041054i,-0.0058578-0.0014417i,-0.004934+0.00018352i,-0.002961-5.408e-05i,-0.0018375-0.00084015i,-0.00068171-0.00038254i,0.0015353-3.4107e-05i,0.0031263-0.0010827i,0.0023445-0.0029438i
