-0.0027085+0.0002391i,-0.0014819+0.001299i,-0.0030749+0.001855i,-0.0029043+0.0012789i,-0.0012796+0.0020745i,-0.00066046+0.0027222i,-0.00063155+0.0027941i,-8.6899e-05+0.0021653i,0.00084267+0.00076649i,0.00096539+1.5877e-05i,0.00030046-6.7804e-05i,0.00052537-0.00087091i,0.0010265-0.0011381i,0.0014378-0.00074543i,0.0018049-0.0011868i,0.0010848-0.0015976i,0.00034139-0.00051101i,-3.6687e-05+0.00033696i,0.00033326-0.00086786i,0.00052282-0.0013341i,0.00024806-0.00012543i,9.5542e-05+0.00055944i,9.0329e-05+2.3789e-05i
0.0040728-0.005899i,0.0017434-0.005942i,-0.0020854-0.0046523i,-0.0037519-0.001468i,-0.003988+0.0026301i,-0.0037064+0.004569i,-0.0032248+0.004758i,-0.0020833+0.0054241i,-0.0006084+0.0067985i,0.0016737+0.0080649i,0.0052124+0.0064688i,0.0072046+0.0022945i,0.005009-0.001035i,0.0027128-0.0013609i,0.0026297-0.00025109i,0.0013298+0.00028833i,0.00020353+0.0010832i,0.00082239+0.002688i,0.00030816+0.0026574i,-0.000121+0.0015901i,0.00086023+0.0010223i,0.001377-2.7355e-05i,0.0019984+3.6905e-06i
-0.0016194-0.0010176i,-0.0035172-0.00077757i,-0.002574+0.0011341i,-0.0014312+0.00038839i,-0.0023782-0.0016263i,-0.0033587-0.0015858i,-0.0035042+0.00017014i,-0.0035838+0.0021874i,-0.0049022+0.0027791i,-0.0057167+0.0043268i,-0.0023111+0.0076733i,0.0024909+0.007405i,0.0037893+0.0038526i,0.0030973+0.0021415i,0.0023928+0.0026024i,0.00045784+0.0015248i,-0.0016342+0.00079049i,-0.0016884+0.0017432i,-0.0004732+0.0014432i,-0.00010507+0.0011655i,0.00055167+0.001563i,0.0013815+0.0012353i,0.0011203+0.0012445i
0.0042923+0.003328i,0.0037707+0.00091178i,0.0010259-0.00066448i,-0.00085584-0.00083182i,-0.00093146-0.0011163i,-0.0010643-0.0010602i,-0.0015245-0.00059303i,-0.0017563-0.00013148i,-0.0023253-0.001026i,-0.0042516-0.00072977i,-0.0056163+0.0023222i,-0.003324+0.0051187i,-0.00014133+0.0052289i,0.00076822+0.0042054i,0.00034548+0.0031472i,3.6258e-05+0.00020827i,-0.001112-0.0018869i,-0.0022899-0.0018853i,-0.0027348-0.00078555i,-0.0024111+8.335e-05i,-0.001428+0.00096516i,-0.00098489+0.0014542i,-0.0006383+0.0024031i
-0.0074527+0.0063359i,-0.0055091+0.0076606i,-0.0021626+0.0040823i,-0.0016428+0.0014418i,-0.0032074+0.0026999i,-0.0037591+0.0055648i,-0.0038073+0.0057961i,-0.0016461+0.0022523i,0.00072318-0.0030343i,-1.9034e-05-0.0064364i,-0.0031482-0.0058985i,-0.0052346-0.0024033i,-0.0046514+0.0011008i,-0.0029463+0.0017723i,-0.0015599+0.0016172i,0.00016303+0.00071651i,0.00067041-0.0014777i,-0.00028791-0.0027473i,-7.6822e-05-0.0021438i,0.00017594-0.00041497i,-0.00054546+0.00026873i,-0.0013867+0.00074794i,-0.0021487+0.00079924i
-0.0019735-0.0085402i,-0.0027723-0.0078508i,-0.0047688-0.0042923i,-0.004451-0.00079374i,-0.0019996+0.0013711i,-0.0003677+0.0020339i,-0.0012992+0.0022448i,-0.00072506+0.0030317i,0.003726+0.0020399i,0.0062906-0.0020464i,0.0044254-0.0063514i,0.00018454-0.0072586i,-0.002347-0.0043543i,-0.0015134-0.0013128i,0.0001416-0.00083185i,0.0015069-0.00056698i,0.0031421+2.5526e-05i,0.0035213-0.00086143i,0.0028343-0.0018856i,0.0011501-0.00136i,-0.00083505-0.00067564i,-0.0015417-0.0018379i,-0.0022091-0.0027494i
-0.0024859-0.0059194i,-0.0047606-0.0028993i,-0.0068892+0.00093643i,-0.0053679+0.0029175i,-0.0035465+0.0050999i,-0.0017054+0.0051902i,-0.00090736+0.0020397i,-0.0013177+0.0024524i,-0.0013852+0.0052663i,0.0008255+0.0055638i,0.0046804+0.0014592i,0.0058227-0.0032687i,0.0040316-0.0036229i,0.0039286-0.00085714i,0.0047578+0.0015924i,0.0040208+0.0024363i,0.0030443+0.0020498i,0.002203+0.0010259i,0.0013016-9.4636e-05i,0.00057574-0.00068416i,4.2899e-05-0.0010442i,-0.00059191-0.0015135i,-0.00059069-0.0016764i
0.018343+0.026417i,0.026213+0.020012i,0.033354+0.0098222i,0.025073-0.0025622i,0.011802-0.013402i,-0.0042293-0.016183i,-0.011634-0.0074242i,-0.0079627+0.0015708i,-0.0020053+0.0061535i,0.002511+0.0040867i,0.004892+0.0011704i,0.0047803-0.00035301i,-0.00048387-0.0029785i,-0.0078098-0.0044728i,-0.011169-0.0038294i,-0.0069914-0.0011161i,-0.00090526+0.0020844i,0.00049826+0.0032079i,-0.00099063+0.0046619i,-0.00091694+0.006047i,0.0019538+0.0040774i,0.0045826+0.00062619i,0.0039846-0.0013554i
-0.003122+0.015881i,0.0012285+0.013766i,0.004683+0.0075662i,0.0031516+0.00066768i,-3.2411e-05-0.0035983i,-0.0042502-0.0052777i,-0.0070657-0.0038864i,-0.0060132-0.0019425i,-0.0037695-0.00080614i,-0.0022911+0.00091492i,-0.00084265+0.0036564i,0.0011398+0.0054534i,0.0014036+0.0042699i,-0.001059+0.0024606i,-0.0036886+0.0016319i,-0.004185+0.0010251i,-0.0038515+0.0003906i,-0.0031264+0.00055251i,-0.0016212+0.0011057i,-0.00028732+0.0016081i,0.0010746+0.0018342i,0.0021412+0.00081614i,0.0025957-0.00058078i
-0.0020777+0.00046403i,-0.00038772+0.0010168i,0.0037758+0.0015397i,0.0036707-0.0015496i,0.00056005-0.0038353i,-0.003524-0.0011571i,-0.0052821+0.0022183i,-0.0037454+0.0016433i,-0.001273-0.0018683i,-0.0010561-0.0033411i,-0.0039772-0.00040188i,-0.0056404+0.0033011i,-0.005356+0.0040331i,-0.0055746+0.0021961i,-0.0056792+5.2261e-05i,-0.0048969-0.0019473i,-0.0033622-0.00299i,-0.0024461-0.0027858i,-0.0010052-0.0014792i,-0.00016756-0.00087207i,-0.00023373-0.00080837i,5.5735e-05-0.000148i,-0.00034838+0.00030031i
0.0053254-0.00014414i,0.003951-0.0019813i,0.0030468-0.0024966i,0.002294-0.0014988i,0.001716+0.0012489i,0.0012996+0.0061393i,0.0011512+0.01012i,0.0012448+0.0093069i,0.0024942+0.0048783i,0.0015702-0.00099574i,-0.0038144-0.0061058i,-0.0083001-0.0063943i,-0.0077006-0.0034251i,-0.0054169-0.0023856i,-0.003755-0.0031831i,-0.0013006-0.0041425i,0.00087843-0.0044016i,0.00056108-0.0041227i,-0.00052149-0.0022328i,-0.00047906+0.00048983i,-0.00045289+0.002005i,-0.0016442+0.0014289i,-0.0026331-0.00059227i
0.001439+0.0037235i,0.0014794+0.002299i,0.0010868+0.0013792i,0.0012329+0.0012745i,0.0014407+0.0019993i,0.00054645+0.0024721i,-0.0010333+0.0037299i,-0.00071448+0.0053844i,0.0011785+0.0055065i,0.0016017+0.0012669i,0.00051609-0.0050663i,-0.0015067-0.0082272i,-0.0026901-0.0064484i,-0.0020412-0.0037127i,3.0494e-05-0.0020297i,0.0029124-0.00097595i,0.004676-0.0010276i,0.0044995-0.0014614i,0.0026512-0.00026268i,0.0010246+0.00076116i,0.00034051-7.4743e-05i,4.0479e-05-0.0012532i,-0.00011027-0.0018976i
-0.00050161+0.00063549i,0.00053412+0.001763i,0.0013407+0.0030652i,-0.00063704+0.0036909i,-0.003292+0.0021943i,-0.0045304-0.0015375i,-0.0043816-0.0037225i,-0.0031403-0.002054i,-0.00068242-0.00024639i,0.0027554+8.3667e-05i,0.0070066-0.00075619i,0.0083202-0.0023161i,0.0062194-0.0020427i,0.0036845+0.00049161i,0.0031026+0.0033591i,0.0033373+0.0052472i,0.0032002+0.005527i,0.002619+0.0036456i,0.0022672+0.0014526i,0.0025686+0.00071118i,0.0018833-0.00011299i,0.0010188-0.0010873i,0.0015953-0.0010577i
0.0039636-0.0010323i,0.0033724-0.0019287i,0.00092008-0.0030826i,-0.0019732-0.0038927i,-0.0026701-0.0045814i,-0.0025773-0.006137i,-0.0021319-0.0068448i,-0.0018609-0.0066284i,-0.0011155-0.0055704i,0.002354-0.002303i,0.0066531+0.002316i,0.0087839+0.0044517i,0.0067986+0.0038575i,0.002537+0.003298i,-0.00073426+0.0041577i,-0.0028388+0.0054961i,-0.0031001+0.0057926i,-0.00098585+0.0051565i,-0.00033899+0.0040662i,-0.00046882+0.0026272i,0.00051531+0.00032562i,0.0012852-0.0019795i,0.00098228-0.0026984i
0.0011306+0.0046642i,4.858e-05+0.0061971i,0.0018839+0.0050148i,0.0017612+0.0012349i,-0.00018647-0.0030937i,-0.0017721-0.0038518i,-0.0020682-0.0017453i,-0.0014034-0.00060312i,-0.00076809-0.00037416i,-0.00057608+0.0025018i,-0.0015447+0.0072338i,-0.0015304+0.0076097i,-0.00073979+0.004372i,-0.0021558+0.0017793i,-0.0049508+0.0012203i,-0.0062669+0.00121i,-0.0061906+0.00040611i,-0.0046887-7.6097e-05i,-0.0028801+0.00010223i,-0.0014273+0.0008472i,-0.00059288+0.0011012i,-0.00048586+0.0017722i,-0.00099535+0.0023776i
-0.0013962+0.0023113i,-0.00095236+0.00015066i,-0.0011024-0.0010959i,0.00091313-0.0017357i,0.0041335-9.2071e-05i,0.0037887+0.0034746i,0.0007955+0.0075954i,-0.00060517+0.010415i,-0.0011103+0.0088369i,-0.0039102+0.0051999i,-0.0084989+0.0028445i,-0.010221+0.0025289i,-0.0072262+0.0025696i,-0.0041029+0.00014881i,-0.0029277-0.0038709i,-0.002663-0.0066531i,-0.0034073-0.006752i,-0.0037332-0.0046919i,-0.0026078-0.0021283i,-0.0015966-0.00092633i,-0.0013789+0.00037337i,-0.0011845+0.0017671i,-0.00089954+0.0021492i
0.0014264+0.0011775i,0.0022765+0.00027947i,0.0034061-0.0014039i,0.0024784-0.00037548i,0.00073708+0.0034642i,2.2104e-05+0.0073471i,-0.00059965+0.008936i,-0.00091219+0.0085398i,-0.00088388+0.0058744i,-0.0031565-0.0011628i,-0.0070727-0.0071199i,-0.0084213-0.0061997i,-0.0064975-0.0020297i,-0.0035393-0.00017337i,0.00028709-0.00072589i,0.0029935-0.0028005i,0.004035-0.005006i,0.0027988-0.0049074i,0.0010381-0.0028444i,0.00079888-0.00097656i,0.00043843-7.3692e-05i,8.8234e-05+0.00043405i,0.0007396-0.000561i
4.916e-06-0.0069758i,-0.0030211-0.0044335i,-0.0053697-0.0016493i,-0.0045219+0.001461i,-0.0044025+0.003667i,-0.0065298+0.0028864i,-0.0072095-0.00013112i,-0.0046649-0.0021842i,-0.00054707-0.0030808i,0.002114-0.0057199i,0.0038764-0.008799i,0.0047535-0.0081729i,0.0035216-0.003963i,0.0035704+0.0012433i,0.0047287+0.0037588i,0.0061851+0.0031907i,0.0078046+0.002046i,0.0070231+0.00066596i,0.0039598+0.0001019i,0.0015788-0.00061373i,0.00019407-0.0027725i,-0.00092654-0.0031089i,-0.0010708-0.00234i
0.0070817+0.0017737i,0.0068676+0.00233i,0.0033729+0.00082147i,-0.0020876-0.0010471i,-0.0075419-0.0016262i,-0.0096474-0.0029691i,-0.0086021-0.0052255i,-0.0053701-0.0072518i,-0.0007793-0.0075152i,0.0052351-0.0050919i,0.011636-0.0020712i,0.013124-0.0016106i,0.0079723-0.0016267i,0.0020276+0.0015333i,-0.00054693+0.0058642i,-0.00014544+0.0088359i,0.0026042+0.0093313i,0.0039864+0.0067381i,0.003077+0.0027708i,0.0015366+0.00029352i,0.0009401-0.0011482i,0.00050935-0.0019035i,-0.00057834-0.0017444i
-0.0011839+0.0035954i,-0.0030693+0.0019889i,-0.0028564+0.00069582i,-0.0018341-0.00096783i,-0.001387-0.0046876i,-0.0012898-0.0081301i,-0.0016274-0.0072087i,-0.0016115-0.0026242i,0.0010124+0.0022068i,0.0055121+0.0068015i,0.0077398+0.0095894i,0.006467+0.0075294i,0.0031973+0.0032537i,-0.0013898+0.0011779i,-0.0054386+0.0015714i,-0.0063646+0.0037462i,-0.0054641+0.0067042i,-0.0036187+0.0069835i,-0.0013164+0.0042643i,3.1648e-05+0.001989i,0.0010069+0.001989i,0.0015293+0.0020985i,0.0012357+0.0017327i
-0.0033807+0.0036507i,-0.0026334+0.0028446i,-0.00037298+0.0014909i,0.0018859-0.0020177i,0.0043013-0.0037971i,0.0049298-0.001713i,0.0032478+0.0023122i,0.0019769+0.0067171i,0.00077417+0.0086995i,-0.0030416+0.0092518i,-0.0068137+0.0094558i,-0.006348+0.0083007i,-0.0042992+0.0050751i,-0.0035305+0.00067884i,-0.0045053-0.0026998i,-0.0063553-0.0040688i,-0.0085427-0.0032393i,-0.008826-0.00057493i,-0.0057557+0.0015433i,-0.0023328+0.0020591i,0.00070871+0.001784i,0.0024886+0.001197i,0.0023316+0.0006209i
0.00041315-0.0037646i,0.0015627-0.0023192i,0.002159-0.0020716i,0.0052989-0.00085976i,0.0077096+0.0030733i,0.006285+0.0084333i,0.0034425+0.011155i,0.00092617+0.010659i,-0.0033354+0.0064903i,-0.0094969+0.00031686i,-0.013858-0.0029115i,-0.011791-0.0019607i,-0.0047532-0.00019924i,0.00053176-0.00093408i,0.002647-0.0042357i,0.0022997-0.0072604i,-0.00036309-0.0084036i,-0.0029934-0.0073027i,-0.0044261-0.0036217i,-0.00373-0.00058687i,-0.0024353+6.847e-05i,-0.0012245-0.00073721i,-0.0011417-0.00089313i
-0.0012156-0.00074089i,-0.0026992+0.0017363i,-0.0025098+0.0024916i,-0.0021747+0.0047484i,-0.002646+0.009114i,-0.0044739+0.01146i,-0.0055201+0.0086911i,-0.0047739+0.0025511i,-0.0045909-0.0044732i,-0.0043444-0.010324i,-0.0025863-0.01232i,-0.00038893-0.0098387i,0.0014216-0.0045864i,0.0036681+0.00019913i,0.0066422+0.0018304i,0.0087131-8.7742e-05i,0.0085865-0.0039228i,0.0057516-0.0061793i,0.0018665-0.0043783i,-0.000707-0.0015634i,-0.0016315-0.00099854i,-0.0025838-0.00067067i,-0.0028624+0.00076191i
0.0015086+0.0016614i,0.0010636-0.0012082i,-0.00062336+0.00011677i,-0.0032077+0.0034948i,-0.0074555+0.0041031i,-0.013175+0.0016409i,-0.015579-0.0021626i,-0.010102-0.0045586i,0.00069146-0.0058171i,0.0097207-0.0078904i,0.014429-0.0092566i,0.012549-0.0085505i,0.0054862-0.0049916i,0.0010953+0.0013365i,0.0016565+0.0062886i,0.0047667+0.0077153i,0.0077498+0.0055922i,0.0073731+0.0015673i,0.0039509-0.00058549i,0.0013442-0.0015403i,0.001093-0.0018625i,0.00089195-0.00092065i,0.00051597-1.3329e-05i
-0.0039319+0.0035894i,-0.003871+0.0052885i,-0.0043269+0.0025645i,-0.006372-0.0010434i,-0.0099494-0.0053158i,-0.011432-0.0091286i,-0.010198-0.0090317i,-0.0046663-0.0050166i,0.0041501+0.00094508i,0.012274+0.0055133i,0.014932+0.0071323i,0.010421+0.0055821i,0.0037814+0.0037083i,-0.00099825+0.0045995i,-0.0031002+0.0067447i,-0.0022808+0.0091202i,0.00058579+0.0099653i,0.0039667+0.007399i,0.003889+0.0029559i,0.002372-0.00013578i,0.0018461-0.00098854i,0.002207-0.00089889i,0.0023745-0.0014798i
-0.00030434-0.000734i,-0.002911-0.0018035i,-0.0021004-0.0023556i,0.00024644-0.0059596i,0.0025497-0.010816i,0.0039002-0.010932i,0.0041881-0.0056466i,0.0035638+0.0023198i,0.003201+0.0096965i,0.00064601+0.014652i,-0.0030899+0.01608i,-0.0031557+0.012485i,-0.0013662+0.0060257i,-0.0026776+0.00092749i,-0.0053591-0.0013642i,-0.0075739+0.00017563i,-0.0084995+0.0034854i,-0.0064943+0.0058287i,-0.0028344+0.0047565i,-0.00039871+0.0022741i,0.00041916+0.00087636i,0.00028795-0.00023485i,-0.00025317-0.001629i
7.4633e-05+0.0053645i,0.0030616+0.0027863i,0.0058199+0.00072061i,0.0091167-0.00021683i,0.013317+0.00049602i,0.014631+0.0030942i,0.01028+0.0062693i,0.0030355+0.0074551i,-0.0059075+0.0062655i,-0.014853+0.0059216i,-0.016676+0.0055758i,-0.01013+0.0035933i,-0.0025444-0.00013811i,0.0012947-0.0045077i,0.00041302-0.0068611i,-0.0037517-0.0074888i,-0.0078251-0.0062973i,-0.0088167-0.0033796i,-0.0062279-0.00016655i,-0.0032305+0.0020796i,-0.0020811+0.002106i,-0.0019602+0.0011299i,-0.0014456+0.00059468i
-0.0047829-0.0014384i,-0.0045695-0.0015568i,-0.0030209+0.00039931i,0.0016816+0.0052692i,0.005363+0.011838i,0.004474+0.015268i,0.00073753+0.013413i,-0.003489+0.0058445i,-0.0076852-0.0048681i,-0.010204-0.012827i,-0.0090556-0.01424i,-0.0054232-0.011148i,-0.0018922-0.0060197i,0.00048418-0.0016739i,0.0024386-0.0011837i,0.003607-0.0043316i,0.0019998-0.0073115i,-0.00054872-0.0066627i,-0.001853-0.0037485i,-0.0013538-0.0014133i,-0.00069066-0.00023337i,-0.0003934+0.0012002i,-0.00025652+0.0021418i
0.0017524+0.0018607i,0.0029219+0.0031569i,0.0024988+0.0041614i,-0.0014862+0.0062301i,-0.0089727+0.010042i,-0.014815+0.012914i,-0.014776+0.010343i,-0.0080812+0.0021395i,0.001758-0.0078457i,0.0099922-0.015663i,0.012222-0.017154i,0.0073889-0.012019i,0.0013853-0.003512i,-0.00091002+0.0032902i,0.00094466+0.0054114i,0.0051092+0.0034687i,0.0083176-0.0011843i,0.0076277-0.0038108i,0.0041536-0.0032999i,0.0020363-0.0021464i,0.0021098-0.0012861i,0.0019638-0.0012723i,0.0012053-0.0011505i
0.007176+0.00079534i,0.0045834-0.00038061i,-0.00014906-0.00051652i,-0.0079989-0.0016633i,-0.016731-0.0048753i,-0.021637-0.0063796i,-0.017566-0.0040864i,-0.0059606+1.4169e-06i,0.0086031+0.0026453i,0.019313+0.0040892i,0.018825+0.0033651i,0.011383+0.002083i,0.0038497+0.0023911i,-0.00083822+0.0026398i,-0.00179+0.0039555i,0.00089877+0.0060099i,0.006246+0.0059214i,0.0082686+0.0027046i,0.0048449-0.00026844i,0.001714-0.00075231i,0.0013014-0.00030053i,0.001305-0.0012427i,-0.00028354-0.0024994i
-0.0043036+0.0057549i,-0.0065918+0.0067865i,-0.0050631+0.0029228i,-0.0033625-0.0043641i,-0.0045811-0.012603i,-0.0059733-0.01662i,-0.0056013-0.011884i,-0.0024787-0.00041154i,0.0010184+0.011255i,0.0026222+0.019535i,0.0032294+0.020761i,0.0037545+0.013351i,0.0029944+0.0050027i,0.00057041+0.00059135i,-0.0017937-0.00033365i,-0.003443+0.0031374i,-0.0029176+0.0080479i,-0.00070103+0.0086241i,0.00078343+0.0050316i,0.0014837+0.0024699i,0.001013+0.0019889i,0.00031324+0.0015825i,-0.00042736+0.00077588i
-3.7488e-05-0.003212i,0.00042259-0.0065938i,0.0021656-0.0063356i,0.0073718-0.0059675i,0.014493-0.008082i,0.017249-0.0088027i,0.011121-0.005806i,0.0014385+0.00046871i,-0.0081196+0.007147i,-0.014724+0.010502i,-0.013883+0.010288i,-0.0077803+0.0062771i,-0.0035696+0.0012086i,-0.0020095-0.0017473i,-0.0015056-0.0024031i,-0.0037411-0.0016639i,-0.0067664+0.0018983i,-0.0073162+0.0057936i,-0.0042031+0.0053174i,-0.0010079+0.0033213i,0.00017405+0.0028373i,0.00095104+0.0022846i,0.0021237+0.0012614i
-0.0037852+0.0012295i,-0.0016811+0.0033145i,0.001236+0.0034775i,0.0057644+0.0043058i,0.013099+0.0087215i,0.01736+0.012017i,0.01276+0.0080762i,0.0017235+0.0001057i,-0.0090755-0.0076254i,-0.015155-0.012532i,-0.015048-0.012541i,-0.010709-0.007395i,-0.0049781-0.0013179i,0.00017329+0.0018578i,0.0027766+0.0013197i,0.00075308-0.0022894i,-0.0040755-0.0042656i,-0.0063241-0.002298i,-0.0047499-0.00046539i,-0.0033111-0.00036933i,-0.0022946-7.9709e-05i,-0.00050055+0.00014224i,0.0016469-0.00047287i
0.0014415-0.0030017i,0.0016869-0.00078834i,-0.00035606+0.0032623i,-0.0019354+0.0088304i,-0.0023594+0.017475i,-0.002938+0.023063i,-0.0024933+0.018604i,-0.00022886+0.0056872i,0.0031318-0.0090749i,0.0054529-0.018608i,0.0046826-0.018077i,0.0019455-0.010693i,0.00078914-0.0029803i,0.0013221+0.0015595i,0.0022157+0.0024749i,0.0037495-0.00086867i,0.0030289-0.0062545i,0.00030352-0.00783i,-0.00082699-0.0053454i,-0.0014636-0.0032984i,-0.0022479-0.0023258i,-0.0024891-0.0016252i,-0.0027142-0.00038584i
0.003683+0.0039716i,0.00045648+0.0043518i,-0.0020707+0.0035137i,-0.008928+0.0036198i,-0.020033+0.0049734i,-0.025383+0.0078243i,-0.019733+0.0098015i,-0.0064231+0.0079483i,0.0084142+0.0038756i,0.017734+0.0011804i,0.018054-8.9597e-05i,0.012161-0.0020785i,0.0049226-0.0023917i,-0.0012417+0.0011253i,-0.0022999+0.0038343i,0.0023794+0.0031351i,0.0071704-0.0007813i,0.0071231-0.0042958i,0.0042678-0.0043187i,0.002981-0.0033389i,0.0021022-0.002406i,-0.00014828-0.001164i,-0.0020611+0.0003202i
0.0013213+0.0012339i,-0.00074245+0.00090034i,-0.0053913-0.0029864i,-0.012444-0.00852i,-0.02022-0.012973i,-0.024004-0.013478i,-0.020826-0.0065199i,-0.010429+0.0047473i,0.00058043+0.015095i,0.0074122+0.020984i,0.010364+0.018419i,0.0088213+0.010311i,0.0043303+0.0038053i,-0.00078341-0.00017082i,-0.0030097-0.00067482i,-0.00088772+0.0020767i,0.0027141+0.0042413i,0.0041536+0.0036382i,0.0036082+0.0016812i,0.0033534+0.001024i,0.0032271+0.00012703i,0.0022673-0.00076643i,0.0014537-0.00076124i
-0.0043417+0.0021376i,-0.002512-0.00028793i,0.003572-0.001497i,0.0085937-0.0077537i,0.0098555-0.018627i,0.0055306-0.024111i,-0.002614-0.017661i,-0.008404-0.0031791i,-0.010613+0.0080399i,-0.011357+0.01282i,-0.0091487+0.012526i,-0.0041759+0.0090739i,-0.00042335+0.0042912i,0.0009273+1.5186e-05i,9.0691e-05-0.0011993i,-0.0017811+0.0011265i,-0.001255+0.0057865i,0.001038+0.0084346i,0.0016003+0.0072577i,0.0017287+0.0054066i,0.0022121+0.0033164i,0.002077+0.00050526i,0.0020967-0.0021652i
0.0043288-0.0034223i,0.0036837-0.0039673i,0.0028141-0.0028461i,0.0093196-0.00045398i,0.021565+0.00098375i,0.027041-0.002348i,0.017881-0.0069234i,0.0028977-0.0088806i,-0.010071-0.011381i,-0.017693-0.01229i,-0.017107-0.0073843i,-0.0097872-0.00082104i,-0.00239+0.0021665i,0.0020023+0.0028676i,0.0024951+0.0028769i,-0.0010621+0.002398i,-0.0052353+0.0035261i,-0.0053782+0.0045098i,-0.0029043+0.0034368i,-0.0010185+0.0029144i,-0.00038173+0.0025757i,-0.00063131+0.0014243i,-0.00079631+0.00033952i
-0.0047883+0.0037085i,-0.0030174+0.0054644i,-0.0005476+0.006395i,0.0024005+0.01102i,0.0064673+0.020221i,0.012025+0.023968i,0.013177+0.014505i,0.008957-0.0015205i,0.0042444-0.014615i,0.0007314-0.01984i,-0.0020362-0.016335i,-0.0030486-0.0086332i,-0.0021091-0.00125i,-0.0013675+0.0032217i,-0.00069939+0.0032057i,-0.00079767+0.00041182i,-0.0042733-0.0030728i,-0.0058048-0.0041447i,-0.0041698-0.0021074i,-0.0033907-5.1818e-05i,-0.0023785+0.0010959i,-0.0012344+0.0018658i,-0.0006088+0.0033132i
0.0025127-0.0015386i,0.0010196+0.0010958i,-0.0029424+0.0030504i,-0.0096879+0.0063859i,-0.017739+0.014846i,-0.019283+0.022191i,-0.010268+0.021208i,0.0029792+0.013635i,0.013567+0.0056759i,0.018796+0.00031423i,0.016669-0.0026657i,0.0084774-0.0037853i,-4.6031e-05-0.0014898i,-0.00396+0.0017647i,-0.0038682+0.0021346i,-0.0015064-0.00093393i,0.00048513-0.0046893i,-0.00019888-0.0058949i,-0.0016152-0.0044395i,-0.0018234-0.0031461i,-0.0016891-0.0016792i,-0.0010658+3.1652e-05i,-0.00011918+0.00044709i
0.0056106+0.0027397i,0.0016989+0.0010366i,-0.0031568-0.0015569i,-0.012249-0.0040228i,-0.025692-0.0043438i,-0.033986+0.0010947i,-0.027886+0.011299i,-0.011606+0.018825i,0.003171+0.022167i,0.010936+0.020706i,0.012134+0.011737i,0.0085388+0.0024219i,0.0037381-0.00074145i,0.0005603-0.00071346i,-0.0003501-0.00045053i,0.0017361-0.00080807i,0.0052772-0.0021283i,0.0060108-0.0043493i,0.0039059-0.0051735i,0.0021045-0.0043931i,0.00058216-0.0036017i,-0.0019606-0.0022742i,-0.0035791-0.0017993i
-0.0026319+0.0069745i,0.00010777+0.0035745i,0.0025559-0.0021163i,0.0017297-0.011139i,-0.00458-0.021159i,-0.014603-0.022999i,-0.02042-0.012016i,-0.018789+0.0027931i,-0.015479+0.011133i,-0.01342+0.01202i,-0.0074506+0.0098634i,3.0884e-05+0.0065034i,0.0034281+0.0013515i,0.0031343-0.0018598i,0.0017258-0.0010177i,0.0026039+0.0015209i,0.0051839+0.0038875i,0.0062158+0.0038189i,0.0053049+0.0022361i,0.0040301+0.00087717i,0.0030563-0.00058247i,0.00093796-0.0028584i,-0.0018818-0.0039461i
-0.0067308-0.00562i,-0.0040602-0.0048096i,0.00060069-0.0026025i,0.009366-0.0032607i,0.019383-0.010015i,0.020168-0.019484i,0.0068681-0.023085i,-0.0096879-0.019351i,-0.018848-0.015837i,-0.019881-0.012655i,-0.013319-0.0045806i,-0.0042181+0.002084i,0.00036887+0.0022395i,0.001361+0.001707i,0.0012042+0.0030731i,0.0004696+0.0051472i,-0.00066908+0.007133i,-0.00018321+0.0064793i,0.0016934+0.0044146i,0.002878+0.0034665i,0.0031434+0.002071i,0.0025377-6.3096e-05i,0.0021451-0.00074446i
0.0025352-0.0062662i,0.0023164-0.0018199i,0.00042282+0.0016267i,0.0055406+0.0049197i,0.017758+0.0095211i,0.026126+0.0062i,0.02087-0.0061895i,0.008171-0.015433i,0.0016258-0.018194i,0.00042045-0.016887i,-0.00060567-0.0090873i,-0.0023911-0.0004965i,-0.0028726+0.0037797i,-0.0021339+0.0064001i,-0.0024228+0.0073526i,-0.0039928+0.0053641i,-0.0057099+0.003495i,-0.004529+0.0044983i,-0.0012255+0.0056899i,-0.00015238+0.0050485i,0.0002109+0.0039051i,0.0031476+0.0024455i,0.0051989+0.0010804i
0.0081168+0.0069761i,0.0053568+0.0072794i,5.5616e-05+0.0069664i,-0.0038739+0.012693i,-0.0036164+0.023697i,0.0015233+0.029215i,0.0084262+0.021961i,0.014824+0.010586i,0.02032+0.0060419i,0.020573+0.0037351i,0.012718-0.0015589i,0.0024421-0.0035097i,-0.0033813+0.00029684i,-0.0054678+0.0020105i,-0.0052772+0.00095223i,-0.0046943-0.0005584i,-0.0041942-0.0028887i,-0.0038492-0.0023242i,-0.0039408+0.00070233i,-0.0035791+0.0020306i,-0.0026071+0.0021265i,-0.00058866+0.0032211i,-7.8333e-05+0.0032922i
