-0.006924+0.0015745i,-0.0041603+0.0028662i,-0.0018621+0.0018952i,0.00017241-0.00055973i,0.0006462-0.0011425i,0.00014965-0.00068524i,-0.00013319-5.8668e-05i,0.00016708+0.00096741i,0.0010538+0.00069175i,0.00079755-0.00034015i,-0.00032806-0.0010625i,-0.00037866-0.00088436i,0.00034012-0.00079689i,0.00070378-0.00028309i,0.0003324+0.0005784i,-5.5982e-05+0.00078443i,-0.00047949+0.0013717i,-0.00045366+0.0012748i,8.505e-05+0.00027772i,8.5183e-05-0.00070946i,-0.00055775-0.00054773i,-0.0013726-0.0002562i,-0.0011602+9.9864e-05i
-0.0053061-0.0052041i,-0.0024066-0.00053778i,0.00064789+0.0013417i,0.0016382+0.0012462i,0.0017614+0.00014045i,0.0023341-0.0016507i,0.0017117-0.0028504i,-0.00032911-0.003134i,-0.0016636-0.0025098i,-0.0014616-0.001545i,-0.00097534-0.00087469i,-0.00023951-0.00025407i,0.00029795+0.00023341i,-4.5572e-05+0.00021627i,-0.00044455-0.00015606i,-0.0004524+0.00028417i,-0.00047614+0.00052094i,0.00013416+0.00030005i,0.00064488-0.00022472i,0.00042697-0.00050815i,6.727e-05-0.00046077i,0.00018316-0.00035405i,0.00012507-0.00011954i
-0.0035444-0.0049232i,-0.001377-0.0012957i,0.00012912-7.8434e-05i,0.0010696+1.9561e-05i,0.0018541+0.00037576i,0.0019092+0.00038466i,0.0016523+0.001049i,0.001412+0.002156i,0.0011412+0.0024482i,0.00097887+0.0013447i,0.0007151+0.00040693i,0.00042425-1.9971e-05i,0.00034325-2.1044e-05i,-0.0007191+0.00040815i,-0.0012434+0.00028903i,-0.00024247+0.00041247i,0.0001785+0.00038339i,-0.00042107-0.00018163i,-0.00021315-0.00031232i,0.00055894+0.00050489i,0.00038331+0.00071002i,0.00046903-0.00021263i,0.00014983-0.00082544i
-0.0073874-0.0046596i,-0.0075647+0.00034237i,-0.0059137+0.0025197i,-0.0012843+0.002601i,0.0027181+0.0012266i,0.0044737+0.000352i,0.0039996-0.0014085i,0.0024446-0.0029557i,0.0011195-0.0026872i,0.00039977-0.0019465i,-0.00044768-0.0013419i,-0.0001483-0.00012913i,0.00027411+0.00082765i,-0.00044646+0.00021716i,-0.00044385+0.00052674i,7.7313e-05+0.0014273i,-0.00062132+0.0012159i,-0.00081643+0.0016176i,-0.00072621+0.0020183i,-0.00043141+0.0014817i,0.00020082+0.00051342i,0.00026833+9.0759e-05i,0.00036293+0.00044337i
-0.0056386-0.0052848i,-0.0033375-0.0034385i,-0.00033745-0.0021063i,0.0013006-0.0014138i,0.0021932-0.0012287i,0.0015435-0.00079919i,-0.00014105+0.00031156i,-0.00094179+0.0027512i,-0.0010871+0.0032991i,-0.00064542+0.0019896i,-0.00029697+0.0017883i,0.00010326+0.0013828i,0.00077202+0.00052807i,0.00044665+0.00044675i,-0.00069486+0.00014642i,-0.00099358-0.00050809i,-0.00047405+0.00038872i,-0.00055501+0.00054627i,-0.00034195-8.771e-05i,0.00027131-0.00022002i,0.00055613-0.00071368i,0.00076431+2.7873e-05i,0.00061863+0.0002129i
-0.0065994-0.0037993i,-0.004996-0.0014536i,-0.0026382+0.00077601i,0.00042107+0.0022723i,0.0029992+0.0025472i,0.0041323+0.001305i,0.0040943+0.00056171i,0.0039276-0.00011318i,0.0035296-0.0011088i,0.002063-0.0014822i,0.00084865-0.0011269i,0.00049146-0.00013042i,-7.1858e-05-2.4576e-05i,-0.00076918+0.00011969i,-0.001411+0.00036719i,-0.00060361+0.00027837i,8.0095e-05+0.00087232i,-0.00069007+0.0015697i,-0.00097339+0.00071456i,-0.0001657+0.00055888i,0.00023963+0.001075i,0.00020263+0.00040289i,0.00055433-0.00029979i
-0.0026201-0.0044259i,-0.00069758-0.0016302i,0.00080506+0.00064931i,0.0019518+0.00097122i,0.0034412-3.5434e-06i,0.0037265-0.0012641i,0.0021529-0.0021429i,-0.00044967-0.0025082i,-0.00095479-0.0013013i,-0.0002452+0.00053262i,-0.00029924+0.00060879i,-4.0576e-05-3.5506e-05i,0.00057812-0.00023844i,0.00057811+0.00027309i,0.00043021-7.1787e-05i,0.00075178-9.2053e-05i,0.00084372-0.00014877i,0.00085442-0.0004464i,0.0010435+0.00014247i,0.00106+0.00016247i,0.00075832-0.00017072i,0.00025545-0.00013485i,0.0003125+0.00031881i
-0.0079976-0.0029591i,-0.0070407-0.00012891i,-0.0051536+0.0022616i,-0.00078196+0.0027484i,0.0021474+0.00090619i,0.0020713-4.4247e-06i,0.0016663+0.00034838i,0.0015386+0.0010005i,0.0016935+0.00075824i,0.0020978-0.00048552i,0.0018814-0.0011114i,0.00076452-0.0011728i,-0.00037137-0.00094231i,-0.00079374-0.00036685i,-0.00095074+0.00067095i,-0.0014722+0.0010012i,-0.0011444+0.00088283i,-0.00077125+0.00080637i,-0.0011045+0.00016867i,-0.00063838-0.0003698i,-9.9501e-05-0.00013519i,-0.00026075+0.00084588i,-0.00024582+0.00086004i
-0.0019691-0.00094854i,0.00015543+0.002017i,0.002314+0.0014811i,0.0042349-0.00010266i,0.005463-0.00055933i,0.0043811-0.00081023i,0.0020984-0.0017401i,5.3002e-05-0.0024543i,-0.00088227-0.0013577i,-0.00047857-1.7718e-05i,-0.00092652-0.00023218i,-0.0014397-0.00060199i,-0.0011095-0.00016117i,-0.00068901+0.00077908i,-0.0007662+0.0011517i,-0.00039342+0.00063959i,0.00072274+0.00050301i,0.001352+0.001344i,0.0017199+0.0010245i,0.0013551-0.00017615i,0.0011272-0.00047392i,0.00058526+0.00051931i,-0.00015623+0.00038999i
-0.0080356-0.0043355i,-0.007411-0.0016533i,-0.0051489+0.00016958i,-0.0013739+0.00077382i,0.0010611+0.00046463i,0.0016709-0.00055498i,0.0014377+0.00010232i,0.00075213+0.0019121i,0.00088724+0.0029896i,0.0011926+0.0022426i,0.0010843+0.0012199i,0.0014317+0.00088508i,0.0011709+0.0003944i,8.5596e-05+0.00053605i,-0.00047886+0.0011672i,-0.00054286+0.0013352i,-0.0010152+0.00026076i,-0.00081801-0.00093679i,-0.00062636-0.0008978i,-0.0010493-0.00032331i,-0.00088686+0.00050809i,-0.00084977+0.00085593i,-0.00069976+0.00071255i
-0.0044654-0.0048681i,-0.0034692-0.0011612i,-0.0011549+0.0012972i,0.00093097+0.0018938i,0.0021006+0.001525i,0.0029006+0.0019596i,0.0028135+0.00156i,0.0021925-0.00017094i,0.00083335-0.0017968i,-0.00081536-0.0016698i,-0.00086868-0.0016671i,-0.00051968-0.0013977i,-0.00058252-5.4202e-05i,-0.00020883+0.00054923i,0.00023623+0.00035735i,-7.4889e-05+0.00044642i,-5.2699e-05+0.00037678i,0.00020767+0.0004989i,0.00040867+0.00073355i,0.00063752+0.00050163i,0.00043863+0.00025561i,0.00051029-0.0002429i,0.00053279-0.0006698i
-0.0050252-0.0078018i,-0.0036218-0.0042476i,-0.0011085-0.0022371i,0.0010258-0.0010836i,0.0028825-0.0018766i,0.0026305-0.0030246i,0.0010504-0.002318i,-0.00020969-0.0006749i,-0.00026933+0.00069198i,0.00043279+0.0012276i,-0.00012219+0.0013133i,-0.00099688+0.0012685i,-0.0013874+0.00062565i,-0.0018102+0.0002433i,-0.0011446+0.00021767i,-2.801e-05+0.00020209i,0.00042222+0.00023446i,-9.5089e-06+7.8361e-05i,-0.00060327-0.00051219i,-0.00044618-0.00099907i,-0.00061715-0.00065756i,-0.00064926+0.0003471i,-0.00066287+0.00061528i
-0.0080088-0.0033238i,-0.0066321+0.00080319i,-0.0049146+0.0040008i,-0.0012391+0.0035622i,0.0011873+0.0021986i,0.0015535+0.0017531i,0.0013704+0.0010942i,0.0012169-0.00034919i,0.0013835-0.0015319i,0.0010005-0.0014849i,0.00067753-0.00060383i,0.00092186-5.9392e-05i,0.0005607+0.00014487i,-0.00024621+0.00041876i,-0.00029367+0.00058989i,-0.0001005+0.001037i,-0.00028229+0.0012656i,5.8134e-05+0.00091089i,0.00043455+0.0010718i,0.00035386+0.0013788i,0.00027136+0.00044765i,0.00014779+5.4085e-05i,-0.00060666-0.00024139i
-0.004805-0.0076166i,-0.001338-0.005268i,0.0012473-0.0026859i,0.002872-0.00068754i,0.0046841-0.00017103i,0.0045124-0.00047093i,0.0027105-0.0004017i,0.00028469+0.00013667i,-0.0013765+0.0010563i,-0.0014589+0.0011645i,-0.0013086+0.00031083i,-0.0016924-0.00027401i,-0.0017256-0.00085342i,-0.002081-0.00063978i,-0.0012511+0.00020809i,0.00019371+0.0010447i,0.00030054+0.0014394i,1.0043e-05+0.0010628i,2.2462e-05+0.00056845i,3.9705e-05+0.00027281i,0.00034581+0.00018284i,0.00081766-0.00022302i,0.00063337-0.00029639i
-0.004371-0.0040797i,-0.0041271+0.0011042i,-0.0024025+0.0024967i,0.00062861+0.00086835i,0.0023928-0.00017154i,0.0012518-0.00077139i,0.00023643-0.00010122i,0.00058642+0.0012372i,0.0015555+0.0010122i,0.0018624+0.00033907i,0.0013062+0.00044675i,0.00049742+0.00061679i,0.00029888+0.00085008i,0.00056043+0.00062521i,0.00043571+0.00052324i,0.00035877+3.3739e-05i,0.00029694-0.00044826i,-0.00018615+0.00033905i,-0.00023459+0.0010585i,0.00017875+0.00039701i,-0.00039057+4.4078e-05i,-0.0011186-0.00025785i,-0.0006306-0.00079359i
-0.0022821-0.002665i,-0.00082521+0.00066457i,0.0015879+0.0017375i,0.0039239+0.0015177i,0.0046847+0.0012548i,0.0039856+0.00086427i,0.0027056+0.00036658i,0.0018133-0.00038246i,0.00039725-0.0009519i,-0.00035621-0.00085882i,-0.00025527-0.00098696i,-0.00010261-0.0010037i,0.00015032-0.00041928i,-0.00042232+0.00028681i,-0.0011296+0.00087696i,-0.00029154+0.00103i,0.00050435+0.00082126i,0.0006468+0.00071948i,0.00026443+0.00023354i,-7.5081e-05-0.00052122i,0.0003014-0.00063305i,0.00042412-0.00053933i,-0.00078-0.00039615i
-0.0087799-0.0051072i,-0.00937-0.0029528i,-0.0064628-0.0030619i,-0.0022873-0.0027172i,0.00025788-0.0024143i,0.001245-0.0021734i,0.001558-0.0016737i,0.0012785-0.00070812i,0.00088104+0.00068672i,5.2963e-05+0.0011755i,-0.00031674+0.0015385i,-0.00015962+0.0016411i,7.389e-05+0.0011344i,-0.00036082+0.0013829i,-0.00050355+0.0013881i,-0.00012054+0.00065039i,-0.00020393+0.00027991i,-0.00054868+0.00020763i,-0.00077435+0.00018909i,-0.000498+0.00047736i,-0.00016771+0.00036358i,-0.00045943+0.00037552i,-0.00056572+0.00089741i
-0.0034581-0.0052194i,-6.7305e-05-0.00015762i,0.0032147+0.0027386i,0.0041562+0.0017311i,0.0035738+0.00081981i,0.0025084+0.00095546i,0.0016212+0.0017286i,0.0011002+0.0011879i,0.00084877-0.00046857i,0.00070845-0.0014318i,0.00035876-0.0015288i,1.7332e-05-0.0011788i,-0.00022966-9.7315e-05i,-2.253e-05+0.00068592i,-0.00018542+0.00088429i,-5.7707e-05+0.00063285i,-9.4848e-05+4.9853e-05i,8.6876e-05-0.0003357i,0.00069667-0.00081145i,0.00020893-0.0012636i,1.1908e-05-0.0010161i,0.00030218-0.00030568i,-0.00011171-0.00033294i
-0.010229-0.0050897i,-0.0086478-0.003427i,-0.0048421-0.00065862i,0.00017442+0.00067178i,0.0038146+0.00062979i,0.0036928-5.0896e-05i,0.0024494-0.00096195i,0.0014234-0.00039718i,0.00041269+0.0008367i,-0.00015563+0.00099209i,-0.00063782+0.00065317i,-0.00078156+0.00097691i,-0.00027745+0.0010559i,-0.00018219+0.00070387i,-8.1907e-06+0.0008061i,0.0007254+0.0013542i,0.00042189+0.0016523i,-0.00050845+0.00096944i,-0.0009994-0.00030367i,-0.00055262-3.3298e-05i,-4.274e-05+0.00017512i,2.9723e-05+1.3015e-05i,-0.00013102+0.00078658i
-0.004842-0.0030671i,-0.0020121+0.0019787i,0.00013502+0.0031424i,0.0014869+0.00051265i,0.0012674-0.00090154i,0.00042978-0.000804i,1.7721e-05-0.00043035i,0.00026116-0.00021747i,0.00073753+0.00012599i,0.00055417-0.00045259i,4.4012e-05-0.0014078i,0.00017968-0.00037442i,0.00064034+0.00083142i,-0.00010793+0.00039977i,-0.00044623-0.00067203i,4.8067e-05-0.0006147i,-0.00013931+0.0004498i,-0.00057713+0.00076263i,-0.00018708+0.00065021i,0.00025861+0.00034685i,0.00024903+0.00023595i,0.00049248+0.00034569i,0.00013683+0.00069031i
-0.012239-0.0062946i,-0.0090624-0.0030075i,-0.0031361-0.0020967i,0.0017567-0.00046682i,0.0036547+0.002619i,0.0043984+0.0029036i,0.0036301+0.00023803i,0.0020516-0.0008021i,0.00071847+0.00019979i,0.00016583+0.00068785i,-0.0006223+0.001074i,-0.0016061+0.00091074i,-0.0015074-0.00028514i,-0.0010076-0.00095148i,-0.00020642-6.2745e-05i,0.00047491+0.0010652i,0.00053455+0.001084i,5.1946e-05+0.00022911i,-0.00038046-0.00030738i,-0.00036755-0.00040146i,-0.00034168-0.00026543i,-0.00016857+0.00015862i,-7.7982e-05+0.00072481i
-0.0060299-0.0035688i,-0.0045995+0.0017926i,-0.0030021+0.0043673i,-3.6624e-05+0.0033874i,0.0024944+0.00056041i,0.0030824-0.0017532i,0.0018823-0.0023366i,0.00088282-0.0024951i,0.00055485-0.0018565i,0.00087629-0.001287i,0.0010342-0.0011918i,0.00092442-0.00069105i,0.00043929+2.7829e-05i,-0.00048633+0.00074604i,-0.00041134+0.00019536i,-8.2607e-05-0.00011935i,0.00014145+0.00071018i,-0.00036358+0.0012381i,-0.00056255+0.0013494i,0.00045072+0.00079272i,0.00033943+0.00043481i,-0.00036168+0.00046181i,0.00020178-0.00010859i
-0.0074822-0.0045264i,-0.005164-0.0028203i,-0.0011307-0.0024174i,0.0015487-0.0016365i,0.0027884-0.0013284i,0.0027152-0.00081647i,0.00065071+0.00022459i,-0.00080378+0.001564i,-0.00037119+0.0017009i,7.3299e-05+3.813e-05i,-2.7904e-05-0.00082242i,-0.00049482-0.00034912i,-0.0015227+0.00033624i,-0.0014449+0.00054217i,-0.0014887+0.0010947i,-0.0017481+0.0015434i,-0.0014393+0.00067008i,-0.00074435+8.7892e-05i,-0.00022983+7.4094e-05i,-0.00026473+0.00050703i,-0.00066382+0.00098358i,-0.00018161+0.0011225i,0.00047548+0.0011523i
-0.0075205-0.0039364i,-0.0062686+0.0028174i,-0.0035727+0.0040861i,0.00016751+0.0017548i,0.0033605-0.00029474i,0.0036376-0.0014045i,0.0032534-0.0020399i,0.00253-0.002048i,0.001252-0.00072499i,0.00096416+0.0010993i,0.0011695+0.0015202i,0.00056974+0.00086527i,-0.00054891+0.00051131i,-0.00037415+0.00012378i,1.2972e-05+7.76e-05i,0.00037456-1.3398e-05i,0.0014158-0.00015343i,0.0011852+0.00036388i,1.3327e-05+0.0011666i,-0.0003602+0.00027639i,-0.00014365-0.00072997i,-0.00023072-0.00073818i,-0.00058941-0.00021717i
-0.0073998-0.0076297i,-0.0061337-0.0041404i,-0.0016934-0.0015474i,0.0016378-6.6352e-05i,0.0018611-0.00015068i,0.0011238-0.00020288i,6.5181e-05+0.00034731i,-0.0010659+0.00028518i,-0.00102-0.00038759i,-0.00082369-0.0010992i,-0.00084596-0.0013985i,-0.0010024-0.00096189i,-0.0012016-0.00087396i,-0.0011751-0.00052528i,-0.00065808+0.0010246i,-0.00024854+0.0015208i,-0.00013068+0.00091531i,0.00024433+0.0011348i,0.00020158+0.00092727i,-0.00046062+0.00053922i,-0.0010853+0.0012292i,-0.00097668+0.0014761i,-9.267e-05+0.0013237i
-0.0058879-0.0059946i,-0.0055209-0.002829i,-0.0037778-0.00088071i,-0.00060825-0.00032888i,0.0023933-0.00040571i,0.0034278-0.00077496i,0.0032978-2.3761e-06i,0.0028323+0.0012782i,0.0022567+0.0019156i,0.00095953+0.001985i,-0.00010026+0.002062i,-0.00046238+0.0022673i,-0.0007723+0.0014346i,-0.00044082+0.00077503i,0.00059145+0.0010572i,0.0010639+0.00086914i,0.00067265+0.0006303i,0.0007814+0.00027239i,0.0010046-0.0005097i,0.0010695-0.0014972i,0.00069547-0.0013101i,0.00024361-0.00059928i,6.0884e-05-0.00064906i
-0.0052948-0.0048905i,0.00058479+6.2552e-05i,0.0045135+0.0015722i,0.0046526-0.00027584i,0.0036032-0.0016678i,0.0032298-0.0019828i,0.0021456-0.002235i,0.00045253-0.0020459i,-0.0007063-0.0021316i,-0.0003192-0.0019595i,0.00070966-0.0010897i,0.00031964-0.00074428i,-0.00021262-0.00039997i,-0.00024574-0.00012409i,-9.7318e-05+1.6621e-05i,-0.00069049+0.00041771i,-0.00092834+0.00059047i,-0.00051778+0.0002414i,-0.00021906+0.00038465i,-0.00018437+0.00049709i,-0.00034153+0.00019778i,-0.00041748+7.3081e-05i,-7.6471e-05-9.1169e-05i
-0.0087115-0.0048508i,-0.010557+0.00041536i,-0.0085615+0.0021392i,-0.0024628+0.0022665i,0.000985+0.0023818i,0.0010938+0.0021312i,0.00083962+0.0018695i,0.00011445+0.0020312i,-0.001077+0.0021635i,-0.0013384+0.0018226i,-0.00095398+0.0013194i,-0.00047096+0.00082866i,-0.00029778+0.0013714i,3.3968e-05+0.0017405i,0.00063736+0.0015918i,0.00061601+0.0016573i,3.6966e-05+0.00089514i,-0.00030396+0.00053996i,-0.00068299+0.0001434i,0.00015806+8.3701e-05i,0.001525+0.00030041i,0.001466-0.00021493i,0.00069889-0.00069774i
-0.0094639-0.0048592i,-0.0052328-0.00090552i,3.4781e-06+0.0017743i,0.0030202+0.001466i,0.0035816+0.00027405i,0.0036716-0.00056628i,0.004009-0.0012236i,0.00378-0.0018319i,0.002937-0.0022739i,0.0018144-0.0018593i,0.0019107-0.00098379i,0.0024443-0.0006179i,0.0011853-0.00020926i,-0.00080544-0.00029986i,-0.0006284-0.00077503i,-5.1894e-05-0.0010523i,-0.00044818-0.001026i,-0.00044796-0.00043139i,-0.00046524+0.0004657i,-0.00070694+0.00083591i,-0.00115+0.00060437i,-0.0017291+1.5485e-05i,-0.001556-0.00013524i
-0.0049714-0.0051745i,-0.0054569-0.003772i,-0.0045552-0.0038431i,-0.0023336-0.0023266i,0.00010761-0.00058299i,0.0011283+0.00037861i,9.202e-06+0.00092679i,-0.0012363+0.0013184i,-0.0012452+0.0018785i,-0.00097116+0.0011912i,-0.00098786-0.00064404i,-0.00093107-0.0015361i,-0.0012012-0.0012806i,-0.0010701-0.00010858i,-0.00043839+0.0016521i,-8.3778e-05+0.0015588i,-6.6107e-05+0.0010571i,-0.00011552+0.0020265i,0.00026152+0.0018546i,0.00097622+0.0010579i,0.00043253+0.0011027i,-0.00034934+0.00061147i,-0.0008139-0.00026997i
-0.0045671-0.0036745i,0.00013538+0.0044513i,0.003934+0.006787i,0.0057096+0.0031868i,0.0057484+0.00016144i,0.0045769+0.00028195i,0.0042944+0.00054213i,0.0042313-0.00056798i,0.0030228-0.0015931i,0.0016428-0.0013446i,0.0016487+2.0455e-05i,0.0013825+0.0004369i,0.0008011-5.9737e-07i,0.00057571-0.00026278i,0.00073445-0.00028224i,0.00093319-0.00032246i,0.00064212-0.00075217i,-0.00049672-0.00064762i,-0.0017033-0.00015769i,-0.0016094-0.00026564i,-0.0011079-0.00094021i,-0.0011762-0.0012667i,-0.0011455-0.00051457i
-0.010774-0.0020064i,-0.011601-0.0020157i,-0.0061854-0.003962i,-0.0010785-0.0037942i,0.00046268-0.0029869i,0.0008486-0.0027526i,-0.00056789-0.0024725i,-0.0031077-0.0012749i,-0.002673+0.00038783i,-0.0010187+0.0004036i,-0.00072134+0.00058691i,-0.00084985+0.00098003i,-0.0017035+0.00091469i,-0.0020727+0.00052359i,-0.0012249+0.00049506i,-0.00029147+0.0012113i,-0.00053112+0.0017762i,-0.00070954+0.0013096i,0.00014912+0.00071953i,-9.6276e-06+0.00092873i,-0.0009729+0.0013083i,-0.00050975+0.0015725i,-0.0005216+0.0015976i
-0.0059042-0.00624i,-0.0028913+0.00019562i,-6.5646e-05+0.0044262i,0.0015723+0.0035101i,0.0024805+0.0015859i,0.0023582+0.0003074i,0.0012959+0.0014543i,0.0014665+0.0031629i,0.0028345+0.0020745i,0.0019218+0.00019711i,-0.00017795+0.00015149i,-0.00098902+0.00077697i,-0.00080189+0.00091531i,-0.00047337+0.00080101i,0.0001105+0.00074385i,0.00047681+0.00069347i,0.00057189+0.00062386i,0.00060626+0.00019138i,0.00033628-0.00037339i,-0.0004322-0.00036598i,-0.00061111+3.6943e-05i,-0.0006293-0.00026625i,-0.001102-0.00030642i
-0.0085722-0.0085333i,-0.0046763-0.0070382i,0.00029763-0.0065109i,0.0025345-0.0053207i,0.0024942-0.0038165i,0.0024728-0.0028106i,0.0023976-0.0024617i,0.00077743-0.002869i,-0.00089559-0.0024917i,-0.00080555-0.0015924i,-0.00089249-0.0016855i,-0.0012746-0.0020127i,-0.0011497-0.0017301i,-0.00088292-0.00071076i,-0.00079508-0.00014832i,-0.00040269+0.00026734i,0.00015662+0.00010557i,-0.00016042-9.9098e-05i,-0.00011726+0.00011583i,0.0002084+0.00070343i,-0.00070397+0.00086388i,-0.0013995+0.00049468i,-0.00052071-6.4112e-05i
-0.0034667+0.000564i,-0.0039257+0.0086522i,-0.0030613+0.010196i,-0.00016311+0.0067928i,0.00095555+0.0026829i,0.00050587+0.00056217i,0.0003012+0.001345i,0.00067333+0.0029159i,0.0014288+0.0027117i,0.0012738+0.0018496i,8.9991e-05+0.001802i,-9.4584e-05+0.0018689i,0.00033223+0.0019115i,-0.00014336+0.002029i,4.029e-05+0.0014906i,0.0010306+0.001422i,0.0013035+0.0013848i,0.00037823+0.00051114i,-0.00013234-0.00031503i,-1.094e-05+2.6985e-05i,9.6385e-05+0.0004995i,3.7833e-05+0.00049303i,-0.00013022+0.0007498i
-0.011473-0.011852i,-0.0077912-0.0086654i,-0.0022551-0.0066718i,0.0017353-0.0038772i,0.0032117-0.00097146i,0.0038648+0.00047615i,0.0040334+0.00033958i,0.0031029-0.0013797i,0.0013443-0.0020578i,-1.0011e-05-0.00090686i,-0.00016519+0.00012638i,0.00015108+0.00017564i,-5.053e-05+7.4179e-05i,-0.00069711-3.5072e-05i,-0.0014236+0.00041433i,-0.0012372+0.0011216i,-0.00052282+0.0011458i,-0.00027811+0.00047628i,-0.00072984+0.00026214i,-0.0011316+0.00091944i,-0.00079935+0.0013092i,-8.1852e-05+0.00079616i,0.00046912+0.00037295i
-0.0077641-0.0011304i,-0.0097696+0.004037i,-0.0086187+0.0044434i,-0.0055019+0.0019441i,-0.0022623+0.0010247i,-9.2982e-05+0.00036878i,0.00033134-0.00051864i,-0.00083212-9.9295e-05i,-0.0017002+0.00098109i,-0.00088198+0.0012066i,-0.00023226+0.00032328i,-0.00032703-0.00040043i,-0.00046963+0.00030341i,-0.00029714+0.00049678i,9.9341e-05+0.00012358i,0.0010585+0.00090435i,0.001255+0.0015699i,0.00022522+0.001495i,-0.00019547+0.00022316i,9.603e-05-0.00095503i,-0.00022441-0.00075645i,-0.00018807-0.00046087i,0.0011181-2.3659e-05i
-0.0010508-0.012154i,0.0043569-0.0091708i,0.0083889-0.0058743i,0.0068628-0.0039117i,0.0033846-0.0020381i,0.0011515-0.00020195i,0.0012955+0.00073332i,0.0027073+0.00083439i,0.003164+0.0001792i,0.0026933-0.00039669i,0.0013582-2.7495e-05i,0.00041306+0.00044312i,0.00045286+0.00030868i,0.00034357+0.00021755i,3.2603e-05+0.00035572i,0.00015477+0.0009875i,0.0001112+0.0014347i,-0.00014306+0.0013998i,-0.00013724+0.00079591i,-0.00015361-0.00041297i,-0.00039412-0.00046651i,-0.00055613+0.00010231i,-0.00013829+8.6274e-05i
-0.010868+0.0033093i,-0.013462+0.0078094i,-0.011303+0.005954i,-0.0036955+0.0018443i,0.0018687+0.00071096i,0.0042441+0.00088883i,0.0035814-0.0005614i,0.00029728-0.0013309i,-0.0012972-0.00037727i,-0.00033007+6.9902e-05i,-0.00010866+0.00028619i,-0.00071943+0.00053393i,-0.0010863+0.00035774i,-0.0011333+0.00069381i,-3.1893e-05+0.00059437i,0.000336+3.4599e-05i,-0.00048927+0.00026212i,0.00026402+0.00010121i,0.00036923-7.4314e-05i,0.00035929-0.00033473i,0.0011252-0.00086061i,0.0014013-0.0005951i,0.0014122-8.2358e-05i
-0.0010214-0.0061815i,0.0029523-0.0021071i,0.0046596+0.0011305i,0.0044725+0.0016227i,0.002975-0.00011759i,0.00091928-0.0013179i,0.000744-6.6219e-05i,0.0023343+0.0016927i,0.00324+0.0017958i,0.0023956+0.00092196i,0.0011129-9.4925e-06i,0.00096515+0.00012678i,0.00055343+0.00083188i,-0.00084718+0.0013592i,-0.0011244+0.0016935i,-0.00060913+0.0010004i,-0.00010439-0.00012314i,-0.00015868-0.00014448i,-0.00095375-4.1155e-05i,-0.0012839-0.00040947i,-0.0012141-0.001061i,-0.0013393-0.0013443i,-0.00046154-0.0010101i
-0.013559-0.0069722i,-0.016385-0.0065294i,-0.013219-0.006463i,-0.0073996-0.0044036i,-0.0027679-9.9848e-05i,3.9266e-05+0.0029718i,0.0015414+0.0023204i,0.00048215-0.00059561i,-0.0014925-0.0020649i,-0.0012895-0.0017083i,-0.00064575-0.0012849i,-0.00087293-0.00052946i,-0.0010437-0.00048678i,-7.124e-05-0.0010981i,0.00045257-0.00065852i,8.9765e-05-0.00024011i,-0.00021758-0.00045417i,-0.00036105-0.00034261i,-0.00050582+0.00018904i,-0.00094939+0.00047197i,-0.0012002+0.00098169i,-0.00078089+0.0018054i,0.00031903+0.0017847i
0.00098665-0.0050605i,0.0076825+0.0025521i,0.0084957+0.0045688i,0.0053538+0.00013696i,0.0024955-0.0028437i,0.0018365-0.0035666i,0.0020798-0.0025942i,0.00138+5.5482e-05i,0.00089232+0.0022769i,0.0013524+0.0023819i,0.0022228+0.0013115i,0.0020126+0.0012929i,0.001008+0.0014221i,0.0004289+0.0012776i,0.00027214+0.00079129i,0.00066846+0.0013718i,0.00038062+0.0021206i,-0.00029933+0.00084276i,-0.00064333-0.00084493i,-0.0013673-0.00070241i,-0.0013406-0.00030792i,6.743e-05-0.0002912i,0.00068193-0.00011982i
-0.015043-0.0052362i,-0.014469-0.0026922i,-0.0094734-0.0011553i,-0.0032014+0.0018732i,-0.00028387+0.0045556i,-0.00010013+0.0050987i,0.00057247+0.0030652i,0.0014124+0.00061318i,0.0012975-0.00029932i,0.00087055-0.00036134i,0.00026398-0.00098082i,-9.8536e-05-0.00146i,0.00083686-0.0013135i,0.001468-0.0015901i,0.001311-0.0014098i,0.0014059-0.00058955i,0.00083943-0.00019903i,0.0003182-0.00019188i,-6.6654e-05+0.00056258i,-0.00010134+0.0010729i,0.00021269+0.0011104i,5.9877e-05+0.0011883i,0.00016495+0.0013713i
-0.0073915+0.00013297i,-0.0040324+0.0071388i,-0.0012466+0.0071353i,0.0014794+0.0038941i,0.0045636+0.00079708i,0.0064321-0.0010444i,0.0052755-0.00094226i,0.0012514+1.2117e-05i,-0.00062079+0.0013284i,-0.00041348+0.0020231i,6.9175e-05+0.0017331i,3.6738e-05+0.0015757i,-0.00095647+0.0018816i,-0.0019185+0.0021301i,-0.0019659+0.0011077i,-0.0012153+0.00013394i,-0.001061+0.00084621i,-0.0011798+0.0010546i,-0.00059095-0.00020054i,-0.00035506-0.00072492i,-0.00050718-2.2882e-05i,-0.00025723-8.1297e-05i,0.00029645-0.00075389i
