-0.003532+0.00062947i,-0.0025818+0.0010761i,-0.001995+0.0013676i,-0.0016164+0.0016906i,-0.0013864+0.0026503i,-0.00046713+0.0018706i,-0.00015305+0.0014253i,0.00033546+0.0027815i,0.0016229+0.0030741i,0.0020481+0.0023721i,0.0011453+0.00084352i,0.0011352-0.00053731i,0.00039979-0.00039886i,-0.0002873+9.9118e-05i,-0.00015071+0.00028205i,-0.00034759+0.0004327i,-0.00039047+0.00013539i,-0.00035495-0.00088454i,-0.00027225-0.0012321i,-1.6609e-05-0.00053593i,0.00067179+0.00010365i,0.00048056+0.00032311i,0.00037952+3.4401e-05i
0.00092284+0.00049964i,0.0007549+0.0015054i,0.00037779+0.0022493i,-0.00077294+0.0030584i,-0.0017425+0.0024472i,-0.001733+0.0013745i,-0.00089003+0.00083151i,-0.00049732+0.0005393i,-0.00017242+0.0006621i,0.00055101+0.00079732i,0.0005062+0.00098824i,7.9668e-05+0.00062857i,-0.00036325-0.00050401i,-0.00054813-0.00011264i,-0.00023762+0.0004738i,-0.00048565+0.00024939i,-0.00079999-0.00018023i,-0.00051683-0.00059437i,-0.00022718-0.00032944i,-0.00013885-0.00031024i,-0.00067113-0.00090562i,-0.00080066-0.00084776i,-0.00022936-0.00011557i
0.0014718+0.00017974i,0.00070518+0.00066324i,-0.00038432+0.00043496i,-0.00072329+7.6361e-05i,-0.0012849+0.00085449i,-0.0016956+0.0014102i,-0.0016627+0.00094101i,-0.0013879+0.0008451i,-0.00072947+0.0014413i,0.00077055+0.0013342i,0.0016736+0.00097113i,0.0010346+0.0012351i,-4.2132e-05+0.00058019i,-0.00032622-0.0005682i,0.0003675-0.00069706i,0.0010575+0.00040151i,0.0014952+0.0008864i,0.0011056-9.7659e-05i,0.00036053-0.00057058i,7.5669e-05-0.00048619i,0.00010404-0.00037772i,-0.00038954-0.00028275i,-0.0005121-0.00016496i
-0.0012813+0.0023535i,-0.0011417+0.0031932i,-0.00056665+0.0029199i,-0.0003603+0.0021943i,-0.00099661+0.0012248i,-0.00083948+0.00041581i,9.4978e-05+0.00049522i,0.00053491+0.0013073i,0.00045935+0.0011558i,0.0013252+0.00031945i,0.0020421-0.0003729i,0.0013979-0.0005768i,0.00078343-0.00060781i,0.0011206-0.00026848i,0.0012684-8.715e-05i,0.00085327+1.5125e-05i,0.00071043-0.000652i,0.00087058-0.0012588i,0.00030561-0.00059489i,-0.00026279+0.00041755i,8.5943e-05+0.00025583i,0.00029666-0.00020044i,0.00062434-0.00037706i
0.00027718-0.0020494i,-0.00038656-0.0019025i,-0.0017783-0.0012785i,-0.0022431-0.00044012i,-0.0019081+0.00036195i,-0.0021481+0.0011825i,-0.0023075+0.0010494i,-0.001611+0.00061287i,-0.00010321+0.00098733i,0.0010273+0.00082217i,0.00077583+0.00035873i,-0.00048395-8.413e-05i,-0.00085867-0.00028535i,-0.0010272+3.6372e-05i,-0.00048789+0.00073642i,0.0005122+0.0006104i,0.00078033-0.00038746i,0.0011414-0.00099019i,0.0018025-0.00057583i,0.0014528-0.0004894i,0.00051079+8.4139e-05i,9.7616e-05+0.00071634i,0.00058805+0.00038745i
0.0021473-0.00071033i,0.00163+0.00010929i,0.00062257+0.00067025i,-7.8947e-05+0.0015499i,-0.00040389+0.0020369i,-0.0011115+0.0012607i,-0.0013032+0.00088646i,-0.00019844+0.0011986i,0.00111+0.00067416i,0.00096526+0.00046056i,7.9539e-05-1.8337e-05i,-0.00086842-0.00047743i,-0.00061659+0.00011006i,0.00042619+7.5963e-05i,0.00088118+5.3551e-05i,0.00066834+0.00025465i,1.1574e-05-0.00014126i,-0.00029594+2.5827e-05i,-0.00035669+5.5434e-07i,-0.0008928-0.00054099i,-0.00071732-0.00045559i,-0.00044851-8.9161e-06i,-0.00023784+0.00012642i
-0.00097309+0.0018527i,-0.00056326+0.0016638i,0.00025962+0.0022019i,-0.00072782+0.0015541i,-0.0014086+0.00063024i,-0.00072864+0.00063973i,-0.00018877-5.4806e-05i,-0.00086795-0.00030911i,-0.00071145+0.00034651i,0.00031002+0.00062916i,0.00053541+0.00025731i,0.00056311-0.00077047i,0.00035778-0.0010201i,0.00059517-0.0011456i,0.000336-0.00097874i,-0.00012689-0.0007254i,0.00011638-0.0012534i,-0.00017923-0.0012058i,-0.00073453-0.00065884i,-0.0012429-9.9302e-05i,-0.00083352-0.00049197i,-0.00032617-0.00084566i,2.442e-05-0.00013496i
-0.00059993-0.001235i,-0.00056071-0.0016067i,-0.00095193-0.00053123i,-0.0017585+0.0006105i,-0.0013185-0.00037656i,-0.0013579-0.00057007i,-0.001133+0.00024687i,-0.00022297+0.00079842i,0.0005544+0.00099533i,2.9846e-05+0.0010299i,-0.00038514+0.00095308i,-0.0001384+0.0010068i,0.00025262+0.00083658i,0.0012814+0.00027821i,0.0012856+3.208e-05i,0.0001846+0.00014795i,-0.00023509+3.7787e-05i,0.00016516-0.00031547i,0.00044139-0.00054809i,-0.00011909-0.00043265i,-0.00076714-0.00011687i,-0.00040909-0.00020816i,0.00025496-0.00030189i
0.0010717-0.0007117i,0.00099582-0.0010989i,0.00016949-0.0001099i,-0.00091022+0.00044029i,-0.0013255+9.7543e-05i,-0.0016707+0.00077713i,-0.0013498+0.0011712i,-0.00017651+0.00085654i,0.00055455+0.00024106i,0.00076406+0.00080195i,0.00062507+0.0011796i,9.7856e-05+0.00057443i,0.00028612+0.000525i,0.00080555+0.0009564i,0.0011435+0.00058311i,0.0012899+0.00036801i,0.0010757-4.9334e-05i,0.00025526-0.0010039i,5.8626e-05-0.00058119i,0.00023354-0.00031551i,0.00012712-0.0004901i,4.8452e-05-0.00069833i,-0.0006163-0.00016141i
0.00041034+0.0019045i,0.00044892+0.0016123i,0.00089141+0.002186i,0.00097828+0.0024012i,0.00028925+0.0015599i,-0.0008856+0.00092337i,-0.0018095+8.2593e-05i,-0.0011165+1.1092e-06i,0.00022798+0.00051725i,0.00077535+0.00022487i,0.00071113-0.0004241i,0.00051698+0.0002549i,0.00040459+0.00066399i,0.00065669+0.00029956i,0.00058302+2.5155e-05i,0.00014509-0.00020058i,8.2725e-05-0.00071261i,0.0005674-0.00091394i,0.00073946-0.00038868i,0.00023557-0.00054524i,8.3286e-05-0.00048278i,0.0002373-0.00072677i,0.00027525-0.0012578i
-0.00064606+0.0021409i,-0.00043363+0.0024241i,-0.00018408+0.0025425i,-0.00067539+0.0020323i,0.00016907+0.0014941i,0.0015164+0.0012326i,0.0011946+0.00082157i,-0.00039604+0.00020709i,-0.00043626-0.00020182i,0.00090138-0.00039025i,0.0012712-0.00052198i,0.00099985-0.00038909i,0.00056788+0.00028787i,7.0747e-06+0.00032218i,-8.7536e-05-0.00029625i,0.00040126-0.0002529i,2.568e-05-0.00048809i,-0.0008168-0.00072355i,-0.00020768-0.00084264i,-7.292e-05-0.00041701i,-8.1338e-05+0.00023719i,-0.0002726-0.00027373i,-0.00037854-0.00049054i
-0.00025344-0.00082036i,-0.001056+9.6202e-05i,-0.0013251+4.2667e-05i,-0.0021679+0.00045956i,-0.0026997+0.00073975i,-0.0026208+0.00017617i,-0.0014778-0.00031393i,-0.00027325+0.00052918i,9.9247e-05+0.0013125i,0.00034438+0.00096469i,0.00066918+0.00051356i,0.00077352+0.00062689i,0.00055143-2.5216e-05i,0.00087454-0.00066338i,0.00080301-3.5212e-05i,8.8304e-05-4.4131e-05i,1.1945e-05-0.00065621i,0.00047626-0.00073934i,0.00061109-0.00088837i,0.00073805-0.0010523i,0.00098268-6.2735e-05i,0.00040308+0.00067346i,-0.00058069+0.00036838i
0.0023593-0.00027945i,0.0028202-0.00013787i,0.0023583-0.0006435i,0.00024733-0.0013497i,-0.0010817-0.00058422i,-0.0016238+0.00070907i,-0.0012255+0.0011602i,-0.00081081+0.00098533i,-0.00084419+0.00083999i,-0.00032551+0.0010269i,-0.00017195+0.0011175i,-0.00012261+0.00030035i,-5.0874e-05-0.00088666i,-1.3716e-06-0.00098477i,0.00072917-0.00019647i,0.00046934-0.00029895i,-8.6903e-05-0.00092863i,0.00019304-0.00080456i,0.0010134-0.00079379i,0.0006948-0.00080726i,6.1681e-05-0.00041852i,-7.3815e-05-0.00029966i,0.00016527-0.0010231i
0.00033166+0.001475i,-3.6651e-05+0.0014405i,-2.5172e-05+0.0014494i,0.00036801+0.0022462i,0.00064864+0.0030909i,0.0010159+0.0025647i,0.0006925+0.0010095i,9.3735e-05+0.00044396i,0.00050778+0.00056851i,0.0015079+0.00068674i,0.00093292+0.00061074i,-0.00031891+0.00088558i,-0.0007109+0.00016779i,-0.00019638-0.00068088i,0.00036169-0.00050933i,0.00049415-0.00042676i,0.00029207+0.00037759i,0.00040412+0.0010923i,0.00014076+0.00036047i,-9.1973e-05-0.00072054i,-0.00041608-0.00044271i,-0.00052523-0.00071577i,-5.1571e-05-0.0012849i
0.00017369+0.0013831i,6.103e-05+0.0011577i,0.0012779+0.0014421i,0.0012321+0.0014306i,0.00038708+0.00081607i,-0.00093464+0.00065308i,-0.0012952+0.00030482i,-0.00050592+0.00026898i,0.0005838+0.00041038i,0.0012891+0.00062334i,0.00069837+0.00070382i,0.00021442+0.00030345i,0.00037209-0.00028492i,0.00074622+0.00018465i,0.00056635+0.00076809i,-0.00026988+0.00094456i,-0.00022776+0.00062212i,0.0002027-0.00044044i,-0.00057357-0.0011727i,-0.00012173-0.0013064i,0.00027023-0.0012146i,-8.6903e-05-0.00052257i,5.6643e-05-0.00011231i
0.00056261+0.0009464i,-0.00031056+0.00068321i,-0.0003576+0.0007402i,9.8963e-05+0.0010714i,0.00027531+0.0010414i,-0.00094067+0.00025046i,-0.0015826-7.0376e-05i,-0.00079154+0.00011023i,0.00013201-0.00021i,0.00046892+0.00047279i,0.00031184+0.00039746i,-0.00025869+2.8785e-05i,-0.00091963-0.00023995i,-0.00052339-0.00053677i,-0.00012581-0.00068307i,-0.00022027-0.00075959i,-0.00025165-0.00060878i,0.00026492-0.0011706i,0.00028759-0.00092163i,-0.00030872-7.9663e-05i,-0.00028639+0.00031755i,0.00062516+0.0006846i,0.00065889+0.0010046i
0.0023657-0.0010344i,0.0020093-0.00093276i,0.00075384-0.0012703i,-0.00094613-0.00080854i,-0.0019655+0.0004739i,-0.0020335+0.0011691i,-0.001387+0.00063866i,-0.0011655+0.00047329i,2.132e-05+0.00016056i,0.00081276-0.00026307i,0.00077751-0.00071173i,0.00084972-0.00096284i,0.00065543-0.00016249i,0.00036882+0.00055281i,0.00042716-7.1588e-05i,0.00016731-0.00074748i,-0.00048289-3.1547e-05i,-0.00037781+0.00078264i,-2.7765e-05+0.00050538i,7.0599e-05+0.00095977i,0.00013476+0.0014129i,-0.00013682+0.00056908i,-0.0005629-0.00027737i
0.00070938+0.003126i,0.0024471+0.0031551i,0.0031002+0.0027482i,0.0021675+0.0012899i,0.001267+0.00021678i,-0.00048537+9.8117e-05i,-0.0020985+0.00020264i,-0.0017671+0.00096896i,-0.00059567+0.00073941i,0.00017624+0.00017904i,0.00015077-0.00033701i,-0.00053791-0.00058644i,-0.00070117-0.00052182i,-0.0007297-0.00033371i,-0.0010136-0.00033751i,-0.00060799-0.00047579i,-0.00022174-0.00050921i,-0.00014553-0.00056587i,0.00046241-0.0006335i,0.0001552-0.0010654i,-0.00054592-0.0013108i,-0.00030953-0.00061897i,-0.00057126+0.00019639i
-0.00063892+0.001685i,-0.0014276+0.001358i,-0.0016991+0.0015744i,-0.00079459+0.0015104i,-0.0011916+0.0012382i,-0.0014372+0.00033057i,-0.00073227+0.00055608i,-0.00079759+0.0013359i,-0.00022501+0.0010966i,0.00025122+0.00038534i,-3.5268e-05+6.0252e-05i,-0.00079551-0.00037673i,-0.00080445-0.00086513i,-0.00079731-0.0002956i,-0.0004233+0.00020162i,-7.7741e-05+1.2433e-05i,-0.00050763-0.00040267i,-2.5704e-05-0.00095293i,0.00057769-0.0021303i,0.0001769-0.002446i,-0.00041172-0.0011473i,-0.00041027-0.00047741i,-0.00038124-0.00055935i
-0.0011201+0.00037052i,-0.00174+0.00028787i,-0.0012013+0.00083941i,-0.00012408+0.0007547i,0.00032107+0.0010102i,-0.00027556+0.0010562i,-0.00094911+0.00094013i,-0.0011609+0.00076618i,-0.00050591+0.0015874i,0.00039174+0.0023107i,0.00098289+0.0018106i,-0.00056155+0.001155i,-0.0015542+0.00023395i,-0.00042028-2.3153e-05i,0.00038503+0.00024788i,0.00015569+0.00033718i,-0.00041547+0.00043342i,-0.00039514-0.00057312i,-0.00036937-0.0013215i,-0.00031077-0.0013655i,0.00049048-0.0010324i,0.00052929+0.0002864i,0.00012552+0.00078534i
0.00085626-0.00070197i,-3.1038e-05-0.0018002i,-0.00021168-0.0010686i,-0.00044115+0.00023365i,-0.0009027+0.00042925i,-0.0011025-9.7675e-05i,-5.533e-05-0.00018081i,0.00084042+0.000622i,0.0010827+0.0012154i,0.0013484+0.0015312i,0.00028174+0.0010688i,-0.00061858+0.00033057i,-0.00047492+2.4799e-05i,-0.0003555-0.00018883i,-4.6101e-05-0.0002242i,2.5066e-05-5.9159e-05i,-0.00086215-1.7626e-05i,-0.0014784-5.7121e-05i,-0.0011243-0.00045909i,-0.00070026-0.00046937i,-9.9182e-06+0.0003358i,0.00062128+0.00094855i,0.00077972+0.00060559i
-0.00016085+0.00034957i,-0.00034504+0.0012119i,-0.0001192+0.0025999i,0.00081214+0.0038739i,0.00061355+0.0027124i,0.00028402+0.0011989i,4.3206e-05+0.0004578i,0.00041829-0.00017391i,0.0013931-0.00046132i,0.0016377-8.5612e-05i,0.0015395+0.00032015i,0.001356+0.0006982i,0.0008048+0.00064423i,0.00050606+0.0005292i,0.00030379+0.00054195i,0.00019183+0.00028351i,0.00044195+0.00014381i,0.00058807-0.000522i,0.00060146-0.0013136i,0.00072837-0.0013044i,0.00031305-0.00027601i,-0.00011191+0.00058443i,4.3665e-05-8.6334e-06i
0.00040466-0.00027319i,0.0002212-0.00061653i,-0.00028648-0.0015643i,-0.00088048-0.0012728i,-0.0011076+0.00061412i,-0.0010719+0.0014955i,-0.0010486+0.00040729i,-0.0012409-0.00026312i,-0.00061224-0.00061685i,0.00079351-0.00076413i,0.0017235-1.8181e-05i,0.0016375-0.00031753i,0.0010292-0.0010496i,0.00036761-0.00087291i,0.00069122-0.00047556i,0.00085962-0.0002678i,0.00038811-0.00078415i,0.00062238-0.00070085i,0.00044472-0.00051658i,-0.00017361-0.00034609i,-1.4202e-05-0.00024248i,0.00048322-0.00014435i,0.00047728+0.00057448i
-0.00084987+0.0004758i,0.00011072+0.0010816i,0.00061736+0.0014919i,9.9539e-05+0.0016221i,-0.001057+0.0010056i,-0.001598+0.00055209i,-0.0015922-2.6592e-05i,-0.0021381+0.00010898i,-0.0013469+0.00095332i,-0.00035787+0.00054204i,0.0006502+8.4607e-05i,0.00045386-0.00013143i,-0.00061562-0.0011606i,-0.00084419-0.0010897i,9.6559e-05+0.00023561i,0.0012052+0.00029593i,0.0007331-0.00046757i,-0.0001077-0.00034458i,0.000178+0.00054726i,0.00022179+0.0010847i,-0.00056201+0.00072945i,-0.00031381+0.00076991i,0.00029985+0.00086624i
0.0016805-0.0015965i,0.00075344-0.0019427i,0.00055729-0.001407i,-0.0015732-0.00015978i,-0.0035167+0.00085432i,-0.0029091+0.0016027i,-0.0016536+0.0015741i,-0.0010733+0.001684i,-0.00060525+0.0017155i,-0.0010498+0.0010553i,-0.0012797+0.00019644i,-0.00047258-0.00070847i,0.00024222-0.00061495i,0.00010185+0.00023738i,-0.00020689+0.00075511i,0.00039861+0.00066236i,0.00048722+9.0745e-05i,1.7576e-05-0.00036244i,0.00049113-0.00020967i,0.00033074+0.00031986i,-0.00045202+0.00053851i,-0.00042016+8.6041e-07i,0.0002121-0.00036967i
0.00022299+0.0010288i,0.00066898+0.00081931i,-0.00035104+0.00099976i,-0.00073501+0.0013909i,-0.00028132+0.0010191i,-0.00071915+0.00022249i,-0.00039402-4.8057e-06i,0.00015568+0.00034767i,0.00072552+0.00054815i,0.0010578+0.00026004i,0.00016148-0.00033308i,8.4608e-05+0.00018364i,-7.246e-05+0.00077969i,-0.00089044+0.00065256i,-0.00047449+0.00013267i,-0.00028518-0.00020043i,-0.00060913+4.1335e-05i,-0.00036583+0.00083584i,0.00040851+0.00090622i,0.00061722+0.00034696i,0.00089992-0.00014018i,0.0007123-0.00064983i,0.00047016-0.00052466i
0.00042797+0.001679i,0.00072896+0.0022236i,0.0013151+0.0010878i,0.00069039-1.1763e-05i,-0.00049985-0.00028279i,-0.0013367-6.9651e-05i,-0.00073834+0.00058551i,0.00054046+0.00053317i,0.0014727+6.1512e-05i,0.001633+2.2336e-05i,0.00062675+8.4988e-05i,-0.0007095+0.00013569i,-0.00074304-0.00012208i,0.00010503-0.00010968i,0.00041226-0.00010683i,0.00029517-0.00079486i,0.00026025-0.00082288i,0.00032106+0.00035428i,0.00055893+0.00038858i,0.00031185-0.0003683i,-0.00018804-5.1657e-05i,0.00029972+0.00040117i,0.00056871+6.6122e-05i
-0.00087084+8.9176e-05i,-0.0020089+0.00069916i,-0.0021275+0.0018419i,-0.0019379+0.0023288i,-0.0017061+0.0022206i,-0.0010524+0.0020657i,-0.00058638+0.0015862i,7.2842e-05+0.00059473i,0.00088034+0.0003597i,0.0016397+0.00055185i,0.0016835+0.0010287i,0.00054666+0.0012255i,0.00023028+0.00061533i,0.00017107+0.00014087i,-0.00051471-0.00013658i,-0.00080872-0.00078351i,-0.00033424-0.0002842i,0.00022326+0.00079771i,0.00026528+0.001115i,-0.00013115+0.0013036i,0.00027654+0.0004942i,0.00036646-0.0010258i,-0.00029844-0.00084092i
0.0028212-0.00058768i,0.0018005-0.0010333i,0.0010346-0.0014187i,2.7179e-05-0.0016539i,-0.0011566-0.0016408i,-0.0017338-0.00067709i,-0.0012958-0.00082289i,-0.00073311-0.0014312i,-0.0002619-0.0010625i,0.00039093-0.0006931i,0.00049972-0.00083102i,0.00063852-0.00068468i,0.0004077-0.00013296i,-0.00011393-0.00015277i,-0.00033265+0.00020266i,-9.5866e-05+0.00027427i,-0.0002398+0.00063076i,-0.00047615+0.00090606i,-0.00035079-3.8291e-05i,-0.00024621-0.00083263i,-0.00030398-0.00093478i,-0.00036744-0.00023616i,5.0609e-05+0.00021873i
-0.00063459-0.0011424i,0.00036401-0.00073087i,0.00011955+0.00078669i,-0.00083648+0.0026039i,-0.0011348+0.0036212i,-0.00094591+0.0026382i,-0.0014926+0.00092114i,-0.0018344+4.3208e-05i,-0.0010464+6.4203e-05i,0.00031816+0.00053294i,0.00065296+0.00062597i,-0.0001348+0.00021074i,-0.0010458+5.7954e-05i,-0.00087648+2.9356e-05i,-8.584e-05-2.5133e-05i,0.00066601+0.00059213i,0.00029921+0.00079755i,-8.2327e-05+0.00045962i,0.00017999+0.00029571i,-0.00050182+0.00032071i,-0.0012092+0.00042491i,-0.00041477+0.00025036i,0.0005103-3.1378e-05i
-0.00071302+0.001132i,-0.0015374+0.0018389i,-0.0018264+0.00053228i,-0.00030981+0.00010652i,-0.00038083+0.0020425i,-0.0011231+0.0025515i,-0.001528+0.0015975i,-0.0011898+0.0015358i,-0.00027894+0.00175i,0.00019451+0.0015041i,0.00040495+0.00061708i,8.4432e-06-0.00037372i,6.4557e-05-0.00045524i,0.00077157-0.00028003i,0.0012601-0.00047805i,0.001555-0.00015542i,0.00090979-0.00014917i,-0.00010974-0.0010552i,6.4493e-05-0.0012097i,0.00031016-0.0005274i,-0.00011963+0.00024411i,-0.00017678+0.00049688i,0.00028079+0.00028425i
0.00093005-0.0012915i,-0.00032152-0.00085588i,-0.0021377-0.00030974i,-0.0025599-8.194e-05i,-0.0021171+0.00063922i,-0.0017478+0.001097i,-0.00092722+0.0006751i,-0.00046866+0.00095407i,-0.00038528+0.0017338i,-4.9406e-05+0.0017481i,0.00056741+0.0012073i,0.0015004+0.00081738i,0.0016844-6.9258e-05i,0.0013032-0.00060574i,0.0017519+0.00010666i,0.0023737+0.00047005i,0.0017887-0.00045683i,0.0010276-0.001243i,0.00035955-0.00058906i,4.2484e-05-0.00027889i,0.00028526-7.6028e-05i,0.00020474-3.1573e-05i,0.00034821-0.00066472i
0.0031684-0.0011852i,0.0013078-0.00090986i,0.00021443-0.0018274i,-0.0004684-0.0018337i,-0.0011874-0.0014025i,-0.0017685-0.00056347i,-0.00095666+0.00064812i,0.00036294+0.00072633i,0.00065686+0.00050541i,0.00056514+0.00027277i,0.00031827+0.00045241i,-0.00015411+0.00084976i,-0.00084229+0.0011909i,-0.00050099+0.00097527i,0.00019467+7.709e-05i,0.00025892-0.00061821i,3.4789e-05-0.0010684i,2.6036e-05-0.00081198i,0.00023368-0.00021606i,-0.00030874-0.00062648i,-0.0007581-0.00092121i,-0.00037906-0.0010846i,0.0003259-0.0011552i
0.0024453-0.0020925i,0.0012706-0.0018797i,-0.00016063-0.0020426i,-0.0019446-0.00099206i,-0.0035175+0.0011792i,-0.0031009+0.0021209i,-0.0018801+0.001596i,-0.00092487+0.00033606i,1.5658e-05+4.0882e-05i,0.0012777+3.9363e-05i,0.0020011-0.00081605i,0.0012557-0.0008184i,0.00016511+0.00028529i,1.6405e-05+0.00044382i,0.00050001-0.00029257i,0.0011152-0.00061259i,0.00087025-0.0002797i,-0.00026748-0.00020374i,-0.00096073-0.00087297i,-0.00056183-0.00054913i,-0.00019427-0.00010229i,-0.00046577-5.3351e-05i,-0.00040108+2.7486e-05i
0.0012286+0.00083413i,0.001173+0.0016815i,0.0014332+0.0013212i,0.0011077+0.0014086i,0.00082467+0.0012528i,0.00025124+0.00061437i,3.807e-05+2.1145e-05i,0.00041844+0.00019712i,0.00078896+0.0003321i,0.0013953+2.2813e-05i,0.00077139-0.00015606i,-0.00048092+2.8558e-05i,-0.0014726-7.9284e-06i,-0.0012164-0.00024301i,-0.00074823-0.00021837i,-0.00044713+0.00037613i,-0.00025934+0.00046742i,-0.00042955-0.00057102i,-0.00013487-0.00083851i,-6.3068e-05-0.00044123i,-0.00027742-0.00048938i,-0.00032553-9.4908e-05i,-0.00059536+4.3864e-05i
-0.00012745-0.00029829i,-0.0017788+0.00018268i,-0.0021005+0.00047949i,-0.0016785+0.0017715i,-0.0017649+0.0021053i,-0.0021764+0.0016067i,-0.0015179+0.00091917i,-0.00018248+0.00020453i,0.00081442+0.00038656i,0.0014918+8.8247e-05i,0.0010453-0.00038925i,0.00073177-4.8516e-05i,0.00058062+5.5129e-05i,-0.00010992-0.00032485i,-0.00019374+0.00057968i,0.00076412+0.0012222i,0.0016597+0.00076538i,0.001323+0.00028751i,-0.00026522-0.00013151i,-0.001277-0.00047727i,-0.00080849-0.00042939i,-0.00021536-0.00040701i,-0.00043048-6.53e-05i
0.0031928-0.0020741i,0.0028901-0.0018673i,0.0019423-0.0024126i,-0.0003477-0.0026669i,-0.0027537-0.0026956i,-0.003107-0.0018695i,-0.0019421-0.00031305i,-0.00080055-0.00030366i,-0.00074117-0.00048221i,-0.0016848-0.00013225i,-0.0017526-4.7678e-05i,-0.0011508+6.8862e-05i,-0.00077985+0.00036401i,-7.0843e-05+0.00047471i,0.00044575+0.0009774i,0.00055843+0.0011891i,0.00032131+0.00050251i,0.00067642+0.00020133i,0.0005471+0.00030416i,0.00010489+7.4868e-05i,0.00057521-0.00018358i,0.00094424-0.00035424i,0.001186-1.5378e-05i
0.0028775+0.0016177i,0.0019671+0.0012522i,0.0010464+0.00099964i,-0.00034571-0.00053825i,-0.001746-0.00059598i,-0.0024222-1.2277e-05i,-0.0018841+4.4597e-05i,-0.0014599+0.0005098i,-0.0010001+0.00084897i,-9.8508e-05+0.00084321i,0.00054108+0.00079559i,0.00059609+0.00034976i,0.0010194+0.0010133i,0.0010713+0.0011764i,0.0010074+0.00061361i,0.00053881+0.00094446i,0.00019728+0.00068908i,0.00016095+0.00014964i,-0.00015522-0.00034735i,-0.00014736-0.00082249i,-0.00075775-0.00016613i,-0.00051973+0.00034618i,0.00026617+0.00048971i
0.003137+0.0014555i,0.0020877+0.00073545i,0.0012491-8.9452e-05i,0.00014304+0.00035902i,-0.0021199+0.0011629i,-0.0025306+0.00065752i,-0.00164+0.0009679i,-0.0010097+0.0020398i,-0.00059036+0.0018845i,0.00019854+0.0011512i,0.00066091-0.0001054i,0.0002596+4.0625e-06i,-5.913e-06+0.00060959i,-0.0001672+0.0007009i,-0.00043982-9.7723e-05i,7.4762e-05-0.00091995i,0.00055794-0.00078477i,-9.479e-05-0.00062103i,-0.00012497-0.0003551i,0.00027096-0.00034141i,7.5719e-05-0.00022897i,0.0004901-0.00011914i,0.0001646-0.0007953i
0.00126+0.0016631i,0.00075902+0.00051627i,4.8837e-07-0.00034831i,-0.00067046-0.00010108i,-0.00061751-8.7451e-05i,-0.00097919-0.00011231i,-0.00064861+7.3654e-05i,-6.6949e-05+0.0012858i,0.00093661+0.0017523i,0.0020282+0.00062805i,0.001631-0.0006403i,0.00024563-0.00076018i,-0.0010541-0.00060016i,-0.0013143-0.00034507i,-0.001112-0.00027772i,-0.00090056-0.00031748i,-0.0012051-0.0011355i,-0.0007766-0.0015265i,0.000447-0.00089326i,0.00068089-0.00029589i,0.00099395-0.00015523i,0.00069094-0.00062458i,0.00062311-0.00070332i
-0.00023385+0.0025836i,-0.00028023+0.0026352i,-0.00019931+0.0022537i,0.00081015+0.0016536i,0.00077448+0.00051584i,-9.8171e-05-0.00073936i,-0.00014446-0.00046487i,0.00066665-0.00036157i,0.0011878-0.00019217i,0.0012131+0.00039867i,0.0015241-0.0001182i,0.00060054-0.00058976i,-0.00061124-0.0011134i,-0.0012689-0.00096715i,-0.00098168-0.00023932i,-0.00096632-0.00048689i,-0.00072997-0.00053344i,0.00072139-2.0081e-05i,0.0013339-0.00017258i,0.00052612-0.00032846i,-0.0001937-0.00011842i,-0.0002501-4.1365e-05i,-0.00016821-0.0001155i
-7.9498e-05-0.00052721i,-0.0012932-0.00021408i,-0.0021306+0.00032891i,-0.0025122+0.0015891i,-0.0024522+0.0021291i,-0.0018753+0.0014043i,-0.0011078+0.0012885i,-0.0010901+0.00013167i,-0.00093422-0.0003483i,3.549e-05-0.00029033i,0.00011543-0.00074971i,0.00050869+9.6189e-05i,0.0012142+0.00054197i,0.00079091-0.00051441i,0.00034627-0.00095071i,0.00031338-0.00040797i,0.00063758+0.00027348i,0.00018467+0.00028343i,0.00033477+0.0006196i,0.00021761+0.00070882i,-0.00078411-0.00012199i,-0.00021585-0.00063795i,0.00036949-0.00030627i
0.0010686+0.00086447i,0.0004298+0.0013879i,0.0004301+0.0011981i,-0.00086988+0.0001757i,-0.0027975-0.00063347i,-0.0019836-0.00072966i,-0.0012457-0.00094669i,-0.0012615-0.00086808i,-0.00039731+3.4006e-05i,-8.4951e-05+0.00018646i,-0.00090109-0.00012922i,-0.0012507-0.00023209i,-0.0011997-0.00076147i,-0.00094777-0.00068091i,-0.00027419+0.00032449i,-0.00018635+0.00077018i,-9.1359e-05+6.7021e-05i,-4.7512e-05+7.9067e-05i,-0.00057615+7.1272e-05i,-0.0008854-0.0010284i,9.5396e-05-0.00095907i,0.00069614+2.7064e-05i,0.00010477+5.8035e-06i
