0.0012134+0.00011999i,0.0013219-0.0021265i,0.00087989-0.0030589i,0.00053625-0.0025084i,-0.00026059-0.00084349i,-0.00064389+0.00047286i,-0.00063388+0.0013357i,0.00038535+0.0021593i,0.0016505+0.0015263i,0.0015794-0.0001205i,0.00076012-0.001078i,-4.2924e-05-0.0011296i,-0.0010215-0.00075335i,-0.00040864-0.00088641i,-0.00013667-0.0011017i,-0.001143-0.00060426i,-0.001014-6.8947e-05i,-5.0796e-05+1.2539e-05i,0.00065495+0.00058319i,3.5943e-05+0.0010467i,-0.00028909+0.00069931i,-0.00012086-0.00048151i,-0.0002587-0.00082937i
0.0013884+0.0045206i,0.0017223+0.006782i,0.00091414+0.0050254i,0.00051299+0.00021839i,0.0023875-0.0026294i,0.0058121-0.0041098i,0.007557-0.0063272i,0.0075195-0.0055529i,0.0061674-0.0020976i,0.0046539-0.0018387i,0.0033288-0.0030988i,0.0018321-0.0019515i,0.00094517-0.00029604i,0.00065544+0.00064296i,0.0012694+0.00080192i,0.0010942+0.00018946i,0.00030535+0.00025581i,0.00025536+0.0014367i,-0.00019807+0.0014266i,-0.00029626+0.00058108i,-0.00033841+0.00084784i,-0.00077981+0.00062796i,-0.0004438-0.00053754i
0.0021027+0.0080035i,0.0023548+0.007229i,0.0023744+0.002496i,0.002406-0.0024843i,0.0033152-0.0037187i,0.0056882-0.0036966i,0.0065044-0.0058028i,0.0033346-0.0064935i,0.0011797-0.0043877i,0.0025287-0.0029061i,0.0030905-0.001716i,0.0025251-0.00069305i,0.0014628-0.00067654i,0.00064644-0.001097i,0.0003923-0.00055799i,0.00089665+0.00014742i,0.0014974+0.00065543i,0.0015823+0.0013998i,0.00094464+0.0018436i,2.8535e-05+0.0014504i,-0.00095593+0.00011587i,-0.0019023-0.00052884i,-0.0016626-0.00045113i
-0.0020568+0.0029i,-0.0038778+0.0019743i,-0.0037315-0.0015286i,-0.0025525-0.0040657i,0.00053511-0.0031404i,0.0035497-0.0014761i,0.0041809-0.0019822i,0.00070146-0.00098326i,-0.0019324+0.0019349i,0.00032879+0.0018818i,0.0023032+0.00047482i,0.0020096+0.00010561i,0.0011305-0.00015263i,0.00077659-0.0007056i,0.00037775-0.00030742i,0.00041219+0.00060402i,0.0017378+0.00093133i,0.0017564+0.00077336i,0.00055053+0.00020147i,3.3772e-05+0.00035396i,-0.0002039+0.00083959i,-0.001066+0.00068778i,-0.0010931+0.00050326i
-0.0038634-0.0023387i,-0.0032195-0.0026479i,-0.00063751-0.0039709i,0.0011746-0.0045584i,0.0023877-0.0027644i,0.005323+0.00095394i,0.0070618+0.003732i,0.0061046+0.0058782i,0.0052996+0.0063628i,0.0046482+0.0037971i,0.003458+0.0015322i,0.0019458+0.00085112i,0.00011409+0.00045786i,-0.0003654+0.00012609i,0.00060147+0.00025589i,0.00075287+0.00034879i,0.00018303+0.00041597i,-3.1105e-05+0.00043724i,-0.00093861+0.00066681i,-0.0016187+0.00060348i,-0.0019985-0.00023135i,-0.0019413-0.001064i,-0.00087849-0.00061348i
0.0017071-0.0049007i,9.8832e-05-0.0047969i,-0.0013733-0.0050297i,-0.00035579-0.005648i,0.002075-0.0040202i,0.00536-0.00027281i,0.0097297+0.0016718i,0.011019+0.00056403i,0.0082787-0.0003485i,0.0051637-0.00058858i,0.0027907-0.00052353i,0.0015074+0.00010895i,0.00079402+0.0005593i,0.00041408+0.0006381i,0.00044868+0.00090574i,0.00078313+0.0012621i,0.0010088+0.0014805i,0.00023035+0.0012754i,-0.00023479+0.00066302i,-0.00094241+0.00013434i,-0.0016658-6.0254e-05i,-0.00074794-0.00026315i,0.0001199-0.00066201i
0.0020215-0.0059805i,0.00086881-0.0068135i,-0.0014783-0.0065611i,-0.00024383-0.0065843i,0.0026635-0.0040547i,0.005843-0.00089917i,0.0078661-0.0017382i,0.0062807-0.0040027i,0.0033046-0.003355i,0.0025996-0.0010207i,0.0027951+0.00026583i,0.0021333+0.0013594i,0.0020495+0.0014957i,0.0021153+0.00052093i,0.0017252+0.00031235i,0.0012599+0.0012931i,0.0006283+0.0018087i,0.00072671+0.0018403i,0.00050335+0.0015566i,-0.0014518+0.00054317i,-0.0020866-2.9225e-05i,-0.0016946+0.00027222i,-0.0018885-1.6381e-05i
0.0063842-0.0034205i,0.0058857-0.0057572i,0.0038838-0.0061686i,0.0043272-0.0059833i,0.0054426-0.0037685i,0.0054421+9.5503e-05i,0.0049988+0.0021277i,0.0022129+0.0024177i,-0.00063025+0.0027683i,-0.00016321+0.0032992i,0.00091851+0.0026612i,0.00039445+0.002008i,-0.00021497+0.0012145i,0.00018318-0.00024813i,0.00089725-0.00066429i,0.0013915+0.00015168i,0.00072415+0.0010647i,0.00017574+0.00086138i,-1.2082e-06+2.1026e-05i,-0.00076133-0.00090376i,-0.0009862-0.0010217i,-0.00067512-0.00043221i,-0.00055497-8.6282e-05i
0.010324+0.0011322i,0.0096856-0.0032551i,0.0056635-0.0082457i,0.0021961-0.0086161i,0.0021923-0.004505i,0.0032693+0.0016671i,0.0036551+0.006044i,0.0031658+0.0079795i,0.0025901+0.0083961i,0.0025336+0.0062855i,0.0011613+0.002984i,-0.00071857+0.002215i,-0.0015752+0.0025068i,-0.001749+0.0014513i,-0.0015772-2.5362e-05i,-0.0012527-0.00117i,-0.0014375-0.0018052i,-0.0012626-0.0014497i,-0.00029663-0.00088213i,-0.00031825-0.00069974i,-0.00069238-0.0012037i,-0.00059552-0.0022898i,-0.00055814-0.0026542i
0.0069517+0.0029342i,0.0060886-0.0024115i,0.0050988-0.0086795i,0.0035396-0.008546i,0.0021443-0.003414i,0.0033542+0.0026494i,0.0059374+0.0054309i,0.0081469+0.0050012i,0.0089796+0.0038115i,0.0070176+0.003089i,0.0031025+0.0031173i,-2.1939e-05+0.0019136i,-0.0001719+0.0013064i,0.00036794+0.0018025i,-0.00049388+0.0014617i,-0.00114+0.0010936i,-0.0015416+0.0008955i,-0.0017756+0.00088049i,-0.0017349+0.00032678i,-0.0015448-0.00076871i,-0.0015596-0.00092655i,-0.0011543-0.00099316i,-0.0011695-0.0013533i
0.0036185+0.006859i,0.0066254+0.0027438i,0.0072445-0.0025465i,0.0061498-0.0028103i,0.0044867+0.00069258i,0.0039001+0.0036146i,0.0048094+0.0041269i,0.0050059+0.0023164i,0.0034832+0.00020753i,0.0010625-0.00081775i,-0.00061958-0.00046475i,-0.0009306+0.00059071i,-0.0012367+0.0010117i,-0.001563+0.00063904i,-0.0013777+0.0010182i,-0.0011878+0.00096957i,-0.0011164+0.00081341i,-0.00074763+0.0015884i,-0.00029964+0.0017355i,-0.00048808+0.00070639i,-0.00035069-0.00013725i,0.00026095+6.3088e-06i,1.6627e-05-3.268e-05i
-0.00044593+0.0040112i,6.4727e-05-0.0015354i,0.0015195-0.010138i,0.0010997-0.010341i,-8.5224e-05-0.0029439i,0.00072312+0.0033561i,0.00055616+0.0052934i,-0.0012822+0.0047085i,-0.0031531+0.003702i,-0.0034423+0.0031481i,-0.0025299+0.0021799i,-0.0022284+0.0011303i,-0.0016005+0.0012313i,-0.00031987+0.0012678i,0.00062267+0.00059623i,0.0015284+0.00058542i,0.0015269+0.0002584i,0.0011328-0.00013795i,0.0010391+0.00011879i,0.00097297-0.00068253i,0.00059033-0.0014505i,-9.8237e-05-0.00081312i,-0.00028154-8.8844e-05i
-0.0050944+0.00088637i,-0.0015875-0.0018589i,0.0056876-0.0063096i,0.0076109-0.0072044i,0.0035298-0.003425i,0.00019727+0.0028602i,0.00016032+0.0072169i,6.7284e-05+0.0094242i,0.0003521+0.0099052i,0.00050606+0.0078935i,-0.00069171+0.0047986i,-0.0027842+0.0022204i,-0.0033346+0.00079394i,-0.0018959-0.0001353i,-0.0017729-0.00016728i,-0.0019873-0.00015648i,-0.0014653-0.00095716i,-0.0010012-0.0014509i,-0.00051956-0.0014848i,-0.00027885-0.0014038i,-3.5124e-05-0.0013891i,0.00042382-0.0013578i,0.0006137-0.0014721i
-0.0020188-0.004124i,0.0022539-0.0070819i,0.00799-0.0088617i,0.0074885-0.0066731i,0.0024308-0.002079i,-0.0014102+0.001903i,-0.0011485+0.0059326i,0.0026067+0.0086121i,0.0060528+0.0073858i,0.0055726+0.003521i,0.0018303+0.0012547i,-0.0011552+0.00014427i,-0.0013449-0.0010523i,-0.00031987-0.0010142i,-0.00024933-0.00034999i,-0.0010176-0.0005001i,-0.001722-0.00068717i,-0.0020389-0.00032728i,-0.0015934+0.0001152i,-0.00074672+0.00014587i,-0.00082363+0.00012186i,-0.0008592+1.6741e-06i,-0.00037255-0.00023787i
-0.0007815-0.010322i,0.00086345-0.01385i,0.003245-0.014105i,0.0016671-0.010735i,-0.0024474-0.0052504i,-0.0034168+0.00066057i,-0.0020209+0.0035577i,0.00063242+0.0014969i,0.0019683-0.0017994i,-0.0007508-0.0020713i,-0.0028323-0.0010512i,-0.0021915-0.0017768i,-0.0010807-0.0025718i,-0.00012542-0.0020482i,0.00063284-0.0017133i,0.00072468-0.00061499i,-3.4537e-05+0.00054962i,-0.000897+0.0010127i,-0.00056231+0.0012801i,-0.00038304+0.00026539i,-0.00073216-0.00037248i,-0.00055319-0.00062815i,-1.5191e-05-0.00063708i
0.0075172-0.0084164i,0.012843-0.010467i,0.01561-0.0093959i,0.012827-0.0073849i,0.0055685-0.0043687i,-0.00062979+0.00080164i,-0.003209+0.0048255i,-0.003872+0.0054926i,-0.0052254+0.0045541i,-0.0055533+0.003722i,-0.0042141+0.0023233i,-0.003708-0.00083248i,-0.0036117-0.003044i,-0.0025998-0.0021386i,-0.0013087-0.00059532i,-0.0007842-0.00051966i,-0.00041894-0.00091025i,-0.00032027-0.001105i,-0.00016308-0.00089902i,0.00025877-0.00082753i,-0.00013192-0.00082737i,8.8638e-05+0.00012921i,0.0004635+0.00094004i
0.010003-0.0038176i,0.013198-0.0067688i,0.01318-0.0075714i,0.0085933-0.0050589i,0.002631-0.0021963i,-0.0021429+0.00070879i,-0.0048798+0.0045882i,-0.0040975+0.0087525i,-0.001034+0.010135i,0.00059837+0.0083215i,-0.00012695+0.0047249i,-0.0014396+0.001401i,-0.0011977+0.00014655i,-0.00055555-0.0007339i,0.00021008-0.0016492i,0.0010968-0.0014185i,0.00087724-0.0013771i,-0.00047597-0.0017813i,-0.00075159-0.0018251i,-9.4597e-05-0.0015725i,-1.4123e-05-0.001262i,-0.00062425-0.00071265i,-0.00071706-0.00050588i
0.0072587-2.8359e-05i,0.010979-0.0050358i,0.012475-0.008386i,0.0079695-0.0074906i,0.0016477-0.0056657i,-0.001772-0.0027781i,-0.0015197+0.00075627i,0.0026509+0.0042809i,0.0060628+0.0048941i,0.0047023+0.0030044i,0.0032838+0.00040151i,0.0027514-0.0011737i,0.0024899-0.0021023i,0.0013765-0.0011768i,0.00029072-0.00015478i,0.00016025-0.00020755i,-0.00077758+9.7598e-05i,-0.0012947+0.00041182i,-0.00073481+0.00042469i,0.00028636-0.00047015i,0.0003278-0.0013039i,5.414e-05-0.00047143i,-1.9417e-05-0.00015495i
0.0088928-0.0022046i,0.015191-0.005734i,0.019478-0.0063944i,0.014989-0.0047235i,0.0057099-0.0040391i,-0.00089341-0.0025663i,-0.0029361-0.0010295i,-0.00090417-0.00052847i,0.00056464-0.0018369i,-0.00073793-0.0038324i,-0.0020828-0.0044081i,-0.00079147-0.0052601i,0.00089325-0.005298i,0.00031728-0.0028412i,-0.0006104+6.0813e-05i,-0.00027367+0.00041715i,0.00048502-0.00046474i,0.00070523-0.00062187i,0.00051725-0.00076261i,0.00024648-0.00065384i,1.8048e-05-8.199e-05i,-0.00013762-0.00031049i,0.00038532-0.00086591i
0.0054217-0.00052068i,0.01202-0.0040457i,0.015342-0.0060072i,0.010195-0.0056631i,0.0022478-0.0045984i,-0.003722-0.0031198i,-0.0081684-0.0011549i,-0.0098601+0.0012556i,-0.0087813+0.0020602i,-0.0069881+0.0014905i,-0.0040189+0.00017712i,-0.0011141-0.002046i,-0.00039675-0.003006i,-0.00098029-0.0020007i,3.5941e-05-0.0012346i,0.0014455-0.00083691i,0.001589-0.0010139i,0.0014888-0.0013164i,0.0012696-0.00038796i,0.0009613+0.0001735i,0.00041925-6.8929e-05i,0.00014401-0.00035541i,0.0003658-0.00043685i
0.0030079-0.0020248i,0.012305-0.0036876i,0.018131-0.0028504i,0.013121-0.0030536i,0.0041491-0.0048182i,-0.0002877-0.0034854i,-0.0016398+0.00031852i,-0.002659+0.0059529i,-0.0032008+0.0098257i,-0.0019703+0.0078832i,0.00022726+0.0038738i,0.0010254+0.00088926i,0.0014542-0.00056105i,0.0017879-0.0012378i,0.001344-0.0011975i,0.0011754-0.0010153i,0.0015699-0.0013148i,0.0014014-0.0011058i,0.00020105-0.00080845i,-0.00066079-0.0005977i,-0.0010003-0.00014747i,-0.0010876-8.9622e-05i,-0.00049466+9.274e-05i
0.0091784-0.0036728i,0.019181-0.0044245i,0.024388-0.001428i,0.020353-0.00044073i,0.010701-0.0042177i,0.0022377-0.0057906i,-0.0016509-0.0016005i,9.5503e-05+0.0038642i,0.0045762+0.005152i,0.0054247+0.0022498i,0.0041578-0.00016568i,0.004808-0.0022336i,0.005117-0.0034245i,0.0032026-0.0023674i,0.00089678-0.00080448i,0.00045061-0.00043308i,0.0011946-0.00071932i,0.0016495-0.00065085i,0.00091892-0.00012292i,0.00089996-0.00030306i,0.00066948-0.00056853i,-0.00074734-0.00015535i,-2.2348e-05+0.00039762i
0.010491+0.0011601i,0.020534+0.0013307i,0.02147+0.00086355i,0.013186-0.00066473i,0.0064085-0.0033135i,0.0035885-0.0055783i,0.00095547-0.0052947i,-0.00032043-0.0020729i,0.00013873-0.00087868i,-0.0010092-0.0028025i,-0.0017442-0.0032016i,0.00030512-0.0029578i,0.0010764-0.0030718i,6.6156e-05-0.0019972i,0.00050715-0.00049112i,0.00098397+0.00073552i,0.00081882+0.0011652i,0.001267-0.00035639i,0.0017905-0.00086005i,0.00097402+2.1955e-05i,-0.0003811-0.00050667i,-0.0011899-0.00065953i,-0.00037345+0.00063767i
0.0074105-0.0011389i,0.01812+0.0029663i,0.022075+0.0061073i,0.016183+0.0048948i,0.0076047-0.000438i,0.00034822-0.0037217i,-0.005185-0.003659i,-0.0081219-0.00098593i,-0.0076139+0.0012173i,-0.0066576+0.0016865i,-0.0039928+0.0022962i,0.00041811+0.0026608i,0.001768+0.0014432i,0.0019608+0.00034123i,0.001624+0.00021965i,7.7941e-05+0.00056377i,-2.6504e-05+0.0007065i,0.00059718-0.00019473i,0.0001199-0.00060627i,-0.00044711-0.00073308i,-0.00019073-0.00057091i,-0.00047035+0.00082088i,-0.0011713+0.0011611i
0.01469-0.00099078i,0.023411+0.0031861i,0.02175+0.0068339i,0.013403+0.0058042i,0.0079149+0.0022081i,0.0044631-0.0010411i,0.00011938-0.0012583i,-0.0038442+0.0033958i,-0.0036522+0.0076305i,-0.0017214+0.0079463i,-0.00019168+0.0058161i,0.0030247+0.0033258i,0.0055959+0.0019195i,0.0038981+0.0013247i,0.0011651+0.00068659i,0.00084657+0.00061816i,0.00097208+0.001038i,0.0016421+0.00064676i,0.0016442+0.00025431i,0.00092942+0.000504i,-0.00024063+0.00024642i,-0.00098885-8.9496e-05i,0.00013732+0.00031263i
0.0074529+2.6406e-05i,0.015094+0.0083997i,0.01359+0.011869i,0.006633+0.0079135i,0.0045446+0.0049484i,0.0080731+0.0039876i,0.0077476+0.0021182i,0.0046168+0.0033357i,0.0034845+0.0044594i,0.0035791+0.0028084i,0.0035219+0.0011325i,0.004352-7.2407e-05i,0.0061056-0.0017779i,0.0058412-0.0027109i,0.0039224-0.0013376i,0.0020717+0.00039089i,0.00062882+0.0006373i,0.0012791+0.0010466i,0.0021336+0.00081466i,0.00054814+0.00021117i,-0.0010414-0.00061722i,-0.0011407-0.00090201i,-0.00042795+0.00059989i
0.013684+0.030913i,0.028846+0.037394i,0.043684+0.034587i,0.036674+0.013823i,0.02133-0.0084418i,0.0046411-0.015994i,-0.004935-0.0090098i,-0.007098-0.00066616i,-0.0028601+0.0028314i,0.0023731-0.0017979i,0.00064003-0.0062423i,-0.0026366-0.0046945i,-0.0054267-0.004591i,-0.011244-0.0080807i,-0.014184-0.0091928i,-0.0092442-0.005078i,-0.0015622-0.0011211i,0.0014456+0.00054317i,4.8841e-05+0.0027492i,-0.0010787+0.0039383i,-4.5451e-05+0.0037322i,0.0012679+0.0016148i,0.001357-0.00082959i
0.0089997+0.0106i,0.014076+0.017886i,0.015628+0.019952i,0.010819+0.0099859i,0.0073921-0.00055368i,0.0050009-0.0050232i,0.00069404-0.0058457i,-0.0040609-0.0033403i,-0.0057259+0.00039786i,-0.0040955+0.00086355i,-0.0028709+0.001562i,-0.0015031+0.0034773i,-0.00020096+0.0025565i,-0.00089033-2.0252e-05i,-0.0017405-0.0022056i,-0.00095202-0.0028629i,0.00034082-0.0020326i,0.00055386-0.0012072i,-0.00068589+0.00010087i,-0.00097406+0.0015673i,0.00038173+0.0022854i,0.00098932+0.0021408i,0.00029772+0.0010385i
0.011336+0.0068649i,0.01523+0.0145i,0.013308+0.019517i,0.0076271+0.013087i,0.0049486+0.0035449i,0.0030904-0.001038i,-9.6827e-05-0.0011351i,-0.0028323+0.0026663i,-0.0029416+0.0054542i,-0.0020832+0.0042411i,-0.0012305+0.0039449i,0.0016828+0.0048571i,0.0045598+0.0027331i,0.0035094+0.00021091i,0.0001353-0.00034239i,-0.001482-0.0010123i,-0.00036602-0.00085569i,0.00067793+4.8885e-05i,0.00039086+0.00051062i,-0.00038356+0.00077221i,-0.001498+0.00075727i,-0.0018008+0.00059329i,-0.0014318+0.0010004i
0.011405+0.0099211i,0.013371+0.019338i,0.0087185+0.022724i,0.0055352+0.015475i,0.0051703+0.0075508i,0.003174+0.0046094i,-0.00020919+0.0037208i,-0.001837+0.0045188i,-0.00037016+0.0054698i,0.001861+0.0034399i,0.00082083+0.0014274i,0.0004042+0.0012867i,0.0020479-0.00029675i,0.0019326-0.0022615i,-0.00023454-0.0031493i,-0.00099592-0.0022393i,-0.00040358-3.0681e-06i,-0.00033733+0.00094788i,-0.00066173+0.00093561i,-0.00059517+0.0017548i,-0.00086475+0.0017353i,-0.00099097+0.0012254i,-0.00068155+0.00078593i
0.0053997+0.011372i,0.0062055+0.021971i,0.0025145+0.023811i,0.0016008+0.014811i,0.0037049+0.0071557i,0.0043939+0.0058008i,0.0044155+0.0051326i,0.0014039+0.0036294i,-0.001575+0.001804i,-0.0021887-0.00052903i,-0.0032204-0.0005929i,-0.0037005+0.0020018i,-0.0025155+0.0026632i,-0.00086487+0.00059698i,0.00041513-0.00078925i,0.00053122-0.00043496i,0.00095619+5.201e-05i,0.0010433+0.00025365i,-0.00026542+0.0014865i,-0.0013286+0.0017283i,-0.0018068+0.001416i,-0.0016268+0.00074278i,-0.0013533+0.0003261i
0.0039587+0.015107i,0.0027626+0.026641i,-0.0014002+0.029798i,-0.0010993+0.020289i,0.0025239+0.0096732i,0.0023327+0.0042354i,-0.00017873+0.0022331i,-0.0031922+0.0030947i,-0.0042383+0.0035197i,-0.0039063+0.0016911i,-0.0046127+0.0014898i,-0.003963+0.0044319i,-0.0010512+0.0045512i,-0.00025261+0.0014717i,-0.0007686-0.00042465i,9.5859e-05-0.0014607i,0.00084577-0.0012229i,0.00050048-0.00078788i,-0.00062155+9.886e-05i,-0.0015407+0.00016796i,-0.0015584+0.00016221i,-0.0010953+0.0011174i,-0.00092632+0.00097409i
0.00083484+0.013425i,-0.003115+0.022038i,-0.010612+0.019032i,-0.012583+0.0088264i,-0.0067863+0.0047858i,-0.001434+0.0053383i,-0.00062386+0.0027401i,-0.0028273+0.0010487i,-0.0028166+0.0028591i,-0.0022094+0.0031021i,-0.0032318+0.0026557i,-0.0018096+0.0029793i,0.0013472+0.0019325i,0.0033747-0.00028947i,0.0024161-0.001466i,0.00064306-0.002003i,0.00031576-0.0018542i,0.00037545-0.0011651i,-0.0016409-3.6231e-05i,-0.002889+0.00050937i,-0.0017507+0.00058806i,-0.0014704+0.0012273i,-0.0018771+0.00096758i
-0.0028248+0.012723i,-0.0084095+0.02193i,-0.011346+0.022782i,-0.0076556+0.014577i,-0.0033051+0.0095115i,-0.0032512+0.0089148i,-0.0045877+0.0072945i,-0.0047696+0.0048253i,-0.0027605+0.0027073i,-0.0010537+0.00049807i,-0.0017987-0.00032723i,-0.0027116+8.5732e-05i,-0.0017029+0.00028607i,8.1769e-05-0.00015207i,0.0005046-0.00043317i,-0.000398+0.00018238i,-0.00084514+0.00072556i,-0.00060197+0.00076188i,-0.0010145+0.00029784i,-0.001258+0.00044935i,-0.0015286+0.00065289i,-0.0017993+0.00031783i,-0.0020775+0.00042153i
-0.00027993+0.0089153i,-0.0099266+0.015693i,-0.018909+0.01564i,-0.016484+0.0094171i,-0.0088245+0.0065139i,-0.0054571+0.0070289i,-0.0055808+0.0066607i,-0.0063981+0.0052761i,-0.0048058+0.0027669i,-0.002568-0.00075048i,-0.0042507-0.0028918i,-0.0060357-0.0015951i,-0.0037202+0.0016205i,-0.00065845+0.0018724i,0.00047901+0.00029032i,0.0007486-0.00012151i,0.0014935+0.00015745i,0.00092772+0.0003973i,-0.0010177-0.00017514i,-0.0020035+0.0003191i,-0.0024705+0.00055747i,-0.0022556+0.00050868i,-0.0018008+0.00075876i
-0.0047296+0.010447i,-0.016275+0.012471i,-0.025061+0.0086005i,-0.021246+0.0017294i,-0.012054+0.00013988i,-0.006875+0.0019295i,-0.00518+0.0030271i,-0.0043555+0.0044519i,-0.0040772+0.0046842i,-0.0036262+0.0015421i,-0.0049965-0.00084902i,-0.0059868+0.00075964i,-0.0033973+0.0031i,-0.00039532+0.0026555i,0.00049742+9.9046e-05i,0.00062531-0.0015955i,0.00093106-0.0014581i,0.00086231-0.0016012i,-0.00027957-0.0013782i,-0.0014336-0.00084292i,-0.0020657-0.00028403i,-0.0025365+0.00053003i,-0.0027031+0.0011964i
-0.0051065+0.0095082i,-0.013001+0.012144i,-0.017713+0.0089789i,-0.011179+0.0027411i,-0.0056685+0.00032828i,-0.007189+0.0034092i,-0.006063+0.0067945i,-0.0029209+0.0068143i,-0.0011769+0.0044043i,-0.0014045+0.0015855i,-0.002755+0.00012513i,-0.002441+0.00030853i,-0.00097658+0.00014755i,-0.00025028-0.00018489i,0.00018416-4.5408e-05i,-0.00010849-0.00065093i,2.624e-05-0.00060788i,0.00055215-0.00067006i,-0.0011881-0.0006984i,-0.0032974-0.0005109i,-0.0026103-0.00052773i,-0.0016235-0.00038854i,-0.0014491-0.00021549i
-0.010552+0.0094954i,-0.024187+0.0080108i,-0.033953+0.0017325i,-0.027813-0.0015967i,-0.015099-0.0010246i,-0.0093971-0.0012619i,-0.008277-0.001195i,-0.0059567-0.0012223i,-0.0023546-0.0023219i,0.00013946-0.0035831i,-0.00046569-0.0037409i,-0.001592-0.0026104i,-0.0009206-0.00092049i,0.00067059+0.0002357i,0.0015521+1.192e-05i,0.00043291-2.1591e-05i,0.00018266+0.00065305i,-0.00011563+0.00022293i,-0.0015807-0.0011202i,-0.0023101-0.0012614i,-0.002993-0.00074185i,-0.00265-0.0011362i,-0.0011052-0.0015743i
-0.010924+0.0033097i,-0.022876-0.00054104i,-0.029692-0.0085307i,-0.024421-0.011257i,-0.016306-0.0068845i,-0.013975-0.00034463i,-0.014611+0.0027801i,-0.01332+0.0022834i,-0.0097958-0.00017521i,-0.0056941-0.0033949i,-0.0040975-0.0058927i,-0.0036808-0.0044894i,-0.0017411-0.00067656i,0.0004511+0.00135i,0.0012079+0.0013035i,0.00125+0.0013717i,0.0018972+0.0013406i,0.0019796+0.00023037i,0.00037438-0.00054558i,-0.0014319-0.0010393i,-0.0025412-0.0013681i,-0.0034416-0.0011896i,-0.003508-0.0013028i
-0.010001+0.0011574i,-0.021663-0.0052178i,-0.027084-0.013443i,-0.020099-0.014772i,-0.011922-0.0098135i,-0.011252-0.0040391i,-0.012648+0.0025472i,-0.01127+0.0072771i,-0.0069873+0.0063125i,-0.0032832+0.0016164i,-0.0031167-0.0031833i,-0.0039039-0.0036671i,-0.0028409-0.0017296i,-0.00081884-0.0017078i,0.00028696-0.0020997i,0.00057122-0.0022102i,0.00025585-0.0016993i,-2.8748e-05-0.0011104i,-0.00023932-0.0010229i,-0.00072955-0.0014262i,-0.00068238-0.0017699i,-0.0013298-0.00093382i,-0.0019451-6.6556e-05i
-0.012752-0.00026037i,-0.024918-0.0063034i,-0.030029-0.015434i,-0.022651-0.016223i,-0.013963-0.0094368i,-0.011469-0.0052767i,-0.010094-0.0016048i,-0.0060209+0.0030859i,-0.00076124+0.0038284i,0.0016679+0.00067934i,0.0010378-0.0016777i,-0.0003229-0.0020278i,-0.0007113-0.0021443i,0.0001009-0.0017859i,0.00079681-0.001134i,0.00058046-0.00062313i,0.0002191-0.00073831i,0.00055123-0.00097663i,0.0003449-0.0015303i,-0.00054629-0.0022969i,-0.0015386-0.0019681i,-0.0014599-0.0011524i,-0.0010192-0.00043022i
-0.0095295-0.0082873i,-0.020727-0.021323i,-0.024597-0.031553i,-0.018421-0.029344i,-0.01238-0.018792i,-0.011485-0.010966i,-0.011775-0.0066467i,-0.0085233-0.0041156i,-0.0029385-0.0043629i,0.00037667-0.0055936i,0.0012529-0.0052856i,0.00071439-0.0035129i,6.129e-05-0.0014533i,-0.00039545+0.00017501i,-0.00098654+0.0007797i,-0.0012095+0.00077712i,-0.00067681+0.0015718i,4.8534e-05+0.0018461i,0.00010783+0.00016795i,9.6643e-05-0.0016805i,-0.00026459-0.0017461i,-0.0012193-0.0011013i,-0.0012081-0.0019702i
-0.0060358-0.0087629i,-0.016972-0.024187i,-0.023399-0.035333i,-0.019212-0.031513i,-0.011524-0.020964i,-0.0099389-0.015533i,-0.014351-0.013079i,-0.016492-0.0086697i,-0.0124-0.0043234i,-0.0058754-0.0037881i,-0.0016341-0.0052464i,6.3839e-06-0.0054054i,0.0011055-0.0033422i,0.0014505-0.0015569i,0.00098346-0.0011774i,0.00060192-0.00087194i,0.00094304-0.00062903i,0.00017857-0.00097526i,-0.00053172-0.0018999i,-0.00053198-0.0025058i,-0.00099033-0.002207i,-0.0017701-0.001456i,-0.0023256-0.001383i
-0.0028955-0.008806i,-0.0089327-0.028126i,-0.011747-0.042807i,-0.0082783-0.036965i,-0.0061069-0.022274i,-0.0089893-0.013198i,-0.013797-0.0057255i,-0.014897+0.0031076i,-0.010135+0.0071612i,-0.0043525+0.0044333i,-0.0015312+2.6842e-05i,-0.0010795-0.0015347i,-0.00071708-0.00073684i,0.0002643+0.00065616i,0.00023162+0.00084244i,-0.00019107+8.6645e-05i,-0.00083863-0.00060809i,-0.0010674-0.001478i,0.0001728-0.0019235i,0.00073093-0.0020016i,-0.0001401-0.00075113i,-0.00070701+0.00078171i,-0.00069484+0.0015327i
-0.0011994-0.011243i,-0.0051699-0.032032i,-0.0095082-0.04628i,-0.0084781-0.038556i,-0.0049341-0.0229i,-0.0060778-0.016025i,-0.0088303-0.0094008i,-0.0064324+0.00033965i,-0.00047665+0.0045105i,0.0026672+0.0022232i,0.0026351-0.00077662i,0.0021911-0.00098258i,0.0013447-0.00038633i,0.00027692+0.00025332i,-0.00073833+0.00079365i,-0.0013585+0.00053044i,-0.0018922+0.00055554i,-0.00089691+0.001019i,0.00048193+0.00096144i,3.5264e-06+0.00030184i,-0.00039531+3.4786e-05i,0.00043187-0.00049409i,0.00070561-0.0012892i
