-0.0033688+0.0006394i,-0.0023932-0.00049523i,-0.0029293+5.283e-05i,-0.0017771+0.00049862i,-0.00072364+0.00096347i,-0.0011498+0.0011683i,-0.00075571+0.00081114i,0.00049783+0.00081963i,0.00073338+0.00038996i,9.4744e-05-9.8135e-05i,-0.00018637+6.8576e-05i,4.0984e-05-0.00033i,0.00036668-0.00079258i,-0.00037351-0.00085533i,-0.0011758-0.0011214i,-0.0010616-0.0011075i,-0.0011505+3.6701e-05i,-0.0013095+0.00092292i,-0.0010428+0.00091012i,-0.00073361+0.00077789i,-0.00015829+0.00041848i,0.00051783+0.00023748i,0.00034044+0.00010703i
0.0012011-0.00075464i,0.00020675-0.00071081i,-0.0012505-0.0013288i,-0.0021386-0.001083i,-0.0013967-0.00098444i,-0.00071013-0.00049806i,0.00034837-0.00041152i,0.00071289-0.00082969i,0.00042467-0.0012291i,-0.00044209-0.00141i,-0.0006159-0.00045844i,-1.8504e-05+0.00037973i,0.00052733+0.00093805i,-4.194e-05+0.0014631i,-0.00049494+0.0011136i,0.00047547+0.00074341i,0.00052006+0.0008868i,0.00095632+0.00083293i,0.0011624+0.00048574i,-0.00022917+0.000312i,-0.00095273+0.00032816i,-0.00089207-7.7514e-05i,-0.00080365+0.00014644i
-0.00086435-0.00025605i,-0.0010547-0.00047105i,-0.00049883-0.0013178i,0.00014281-0.0022637i,0.00058565-0.0022407i,0.00074156-0.0014737i,0.00044667-0.00081211i,-0.00021082-0.00068334i,0.00029831-0.001062i,0.00065958-0.0013575i,0.00038684-0.0012616i,0.00034404-0.00038933i,-0.00018965+7.5719e-05i,-0.0021205+0.0004489i,-0.0027477+0.00046462i,-0.0010644+0.00049993i,-0.0002057+0.00015852i,-9.0086e-05+0.00013891i,-0.00023962+0.0008305i,-0.00028846+0.0011384i,0.00028418+0.00048619i,0.0007222-8.7118e-05i,0.00048184-0.00026946i
-0.0016463-0.0028315i,-0.0012597-0.0018023i,-0.0016868-0.00079273i,-0.0013855+0.00062555i,-0.00014725+0.0010839i,0.00095344-0.000461i,0.00092532-0.0013667i,0.00043586-0.0010222i,-0.00030425-0.00053753i,-0.0010205-0.00029244i,-0.00071487+0.00026917i,-1.8952e-05+0.00067347i,-0.00052473-0.00072521i,-0.0010429-0.0026345i,-0.0012988-0.0030448i,-0.0010807-0.0016372i,-0.00078179-2.9628e-05i,-0.0007442+0.00061891i,-0.0010128+0.00090142i,-0.00059762+0.00062686i,0.00033284+0.00027324i,0.00075431-0.0002645i,-7.8948e-05-0.00016307i
0.00081245+0.0010669i,0.00074304+0.00043479i,-5.9778e-05+3.9027e-05i,-0.0006135-7.0424e-05i,0.00030515-0.00033362i,0.0014318-0.0011486i,0.00088768-0.0014579i,2.7681e-05-0.0015049i,-0.00012334-0.0016681i,4.7585e-05-0.0018413i,-0.0003363-0.0012473i,-0.00072604-0.0010231i,-6.6068e-05-0.0016324i,0.0014216-0.0013394i,0.0017933-0.0014675i,0.00079834-0.0021504i,0.00040839-0.0018001i,-5.378e-05-0.0010042i,0.00039554-0.00010468i,0.0011398+0.00068497i,-0.0002058+0.00049598i,-0.00084938+0.00017151i,-8.4443e-05+2.0274e-05i
7.2321e-05-0.0011386i,-0.0012777-0.0014118i,-0.0021852-0.0020372i,-0.0015891-0.0020587i,-0.0007884-0.00093581i,-4.3666e-05+0.00020725i,-0.00032424-0.00057307i,-0.00036643-0.0013255i,1.6643e-05-0.0011128i,-0.00052472-0.0020604i,-0.0013938-0.0024339i,-0.00084468-0.0013681i,0.00011315+1.4793e-05i,0.00073814+0.0013795i,0.0014389+0.0011815i,0.0014116+0.00010615i,0.0010641+0.00046959i,0.00046289+0.0014772i,0.00013647+0.0011949i,-0.00044757+0.00054814i,-0.0005194+0.00036673i,0.00017421+0.00062969i,0.00077606+0.00056547i
0.00089447+0.0011651i,0.00014973+0.00051474i,0.00113+0.00040385i,0.0020777+0.00033987i,0.0023523-0.00083157i,0.0015879-0.0015613i,0.00084148-0.0011603i,0.0009048+0.00010554i,0.00033467+2.932e-05i,0.00054486-0.0016747i,0.0007057-0.0021689i,0.00028907-0.0015681i,4.231e-05-0.0008406i,-0.0012753+3.746e-05i,-0.0017742+0.00060118i,-0.0011234+0.0010763i,-0.00010957+0.0011387i,0.00033428+0.0009498i,-0.00012164+0.00063636i,-0.00053594+0.00023314i,-0.00097033+0.0004097i,-0.00032133-0.00012911i,0.00047509-0.00097085i
0.00082755-0.0020077i,0.0003524-0.0008522i,-0.00027881-0.0012061i,-0.00058226-0.0017011i,-0.00064124-0.0017065i,0.00012963-0.0016237i,0.00087379-0.0017382i,0.00063482-0.0016003i,-8.0886e-05-0.00064115i,-0.0010388+0.00057094i,-0.0019205+0.0014466i,-0.0017289+0.0011391i,-0.00095086-0.00029286i,-0.00046332-0.0010099i,-0.00029668-0.00041354i,-0.0004724+0.00012848i,-0.0006678+0.00037831i,-0.00073158+0.00021289i,-0.0005407+7.598e-05i,-0.00026994-0.00030717i,6.9909e-05+7.0794e-05i,0.0002832+0.00070209i,4.0101e-05+0.00074386i
-0.0022927+0.00061015i,-0.0015985+0.0019456i,-0.00048604+0.0020662i,0.00047649+0.001782i,0.0012709+0.00065663i,0.0018213-0.0011241i,0.00042689-0.0018796i,-0.00097146-0.0017208i,-0.00062826-0.0011876i,-0.0009494-0.001156i,-0.0017959-0.0010242i,-0.0014068-0.00091414i,-0.00025025-0.0017083i,-7.0411e-05-0.0019749i,-0.00045941-0.0017584i,0.00012165-0.0011338i,-2.7303e-05-0.00035138i,-5.0002e-05-0.00023679i,0.00047858-0.00035128i,0.00083076-3.1395e-07i,0.0006861-0.00047494i,-0.00028377-0.0011032i,-0.00022059+0.00013185i
-0.0019898-0.0024891i,-0.0018608-0.002712i,-0.0016274-0.0011983i,-0.00069443+0.00031933i,6.4585e-05+2.9573e-05i,0.0003192+0.00023184i,-0.00066665+0.00016394i,-0.0010792+0.00017741i,-0.00017167+0.0003046i,0.000453-0.0008975i,1.3674e-05-0.0019767i,-0.0004713-0.0019724i,0.00041213-0.0015571i,0.0019017-0.0010376i,0.0021684-6.9213e-05i,0.0015053+0.00051997i,0.0010193+0.00016658i,0.00087311+0.00024903i,0.0005196+0.0014474i,0.00049864+0.0014909i,0.00078977+0.00057775i,0.00015005+0.00026515i,-0.00049488-0.00022392i
-0.00052989-0.0023541i,-6.8415e-05-0.0024305i,-0.0014064-0.002077i,-0.0011227-0.00019702i,-0.00063903+0.0014655i,6.5367e-05+0.0010857i,0.00062858+4.2046e-05i,0.00011872+0.00011712i,-1.161e-05-0.00040593i,0.00017655-0.0017808i,-0.00013085-0.0014589i,-0.00043664+0.00042319i,-6.4809e-05+0.0014829i,0.00035505+0.0018366i,0.00092057+0.0020749i,0.00072281+0.0014402i,3.347e-05+0.00038375i,6.7298e-05+0.00040649i,0.00015699+0.0011947i,-0.00015503+0.0012305i,-0.00040722+0.00089977i,-0.00037569+0.00072144i,0.00020143+0.00082945i
-0.0018365+0.00029501i,-0.0011564+0.0013477i,-0.00018827+0.0012512i,4.4837e-05-0.00015464i,0.00079911-0.0010025i,0.0015787-0.0011353i,0.00091224-0.0015936i,-0.00013444-0.0011644i,-4.8665e-05-0.00061002i,0.00058287-0.0012552i,0.00038395-0.00095648i,1.3039e-05+0.00022829i,-0.00033945+0.00014093i,-0.0011773-0.00013754i,-0.0012485+0.00045938i,-0.0008675+0.00082102i,-0.0013495+0.00049852i,-0.0016447+0.00025387i,-0.0014795+0.0010187i,-0.00079257+0.00088167i,7.997e-05+0.00010107i,-0.00012042-0.00011341i,-0.00015202+0.00041424i
-0.0009984+5.8675e-06i,-0.0011368+0.00010448i,-8.3972e-06-0.00024596i,0.00088031-0.0006532i,0.0013807-0.0009828i,0.0023611-0.0018358i,0.0018998-0.0015078i,0.00097272-0.00073577i,0.00051132-0.00091755i,-0.00016684-0.0013644i,-0.0014008-0.0013309i,-0.0018076-0.0015535i,-0.001553-0.0026856i,-0.0014537-0.0027051i,-0.0010651-0.0013684i,-0.00091047-0.00068782i,-0.00029467-0.00075147i,0.00015331-0.00094226i,-0.00021575-0.00046779i,-0.00024899-0.00028643i,0.00013485-0.0006735i,3.5224e-05+0.00016968i,-0.00034804+0.00055297i
0.00158+0.0032359i,0.002935+0.0038877i,0.0041558+0.002772i,0.00409+0.0013112i,0.003265-0.00030096i,0.0022336-0.001925i,0.00048214-0.0020253i,-0.00085523-0.00066623i,-0.00064062-0.00089735i,-0.00052748-0.0028044i,-0.00097003-0.0035719i,-0.0012178-0.002925i,-0.0012733-0.0025612i,-0.00052124-0.0023643i,8.6131e-05-0.0013495i,-0.00023765-0.00086527i,4.6792e-05-0.00053236i,0.00047847+3.4187e-05i,0.00030603+0.00020678i,0.00016794+0.00043719i,-0.00019432+6.5665e-06i,-0.00045083-0.00024809i,-0.00068933+7.5535e-05i
-0.0014185+0.0014747i,-0.0015569+0.00079543i,-0.0013914+6.4407e-05i,-0.00014188-0.0003943i,0.00060783-0.00039262i,0.00049657-0.00063009i,0.00038727-0.00096875i,0.00053027-0.00073465i,0.00072451-0.00047007i,0.00054626-0.00092208i,0.0012171-0.0012093i,0.0016583-0.00090581i,0.0022195-0.00023625i,0.0021788+0.0006807i,0.0013717+0.00062273i,0.00090307-0.00023098i,-0.00041852-0.00031245i,-0.0011288-0.00018201i,-0.0004945-9.8016e-05i,0.00042346+0.00038543i,0.00074462-9.8041e-05i,0.00040868-0.00030696i,8.3152e-05+0.00061588i
0.0011688-0.0011017i,0.0013704-0.00064923i,0.0016426-0.0011138i,0.0018519-0.0014289i,0.0021015-0.0015981i,0.0014632-0.0016991i,0.00074521-0.0019399i,0.0004403-0.0015645i,5.1468e-05-0.0010254i,-0.00089709-0.00055204i,-0.0017746+0.00060287i,-0.0017725+0.001041i,-0.0015971+0.00057103i,-0.0020266+0.00085809i,-0.0017414+0.00045707i,-0.00056344-0.00021626i,-0.00044342+0.00013926i,-0.00082132+0.00064734i,-0.00047001+0.00047726i,-0.00019172+0.00026693i,-0.00023033+0.00056458i,-0.0003493+0.00067423i,-0.00032764+0.00038442i
-0.0010332+0.00013723i,-0.0019692-0.00038144i,-0.0027479+0.00036381i,-0.0024031+0.0010959i,1.3474e-05+0.00050959i,0.0018442-0.00056299i,0.00088902-0.00080489i,-0.00022416-0.00028688i,-0.00047468-0.00036579i,-0.0012227-0.00067371i,-0.0019324-0.00058417i,-0.0012773-0.00034009i,-0.00089218-0.00068065i,-0.0013555-0.0016137i,-0.0013733-0.0018454i,-0.00091996-0.0014952i,-0.00035095-0.0012821i,0.00010698-0.00088604i,-0.00035885-0.0011681i,-9.3574e-05-0.0012984i,0.00064755-0.00085642i,0.00075577-0.00022109i,0.00035107-9.2237e-05i
-0.00034342+0.00098262i,-0.00093863+0.0011331i,0.00025884+0.0017997i,0.0014653+0.0013696i,0.0015532-0.00022698i,0.0014056-0.0013538i,0.00084512-0.00055768i,0.00010953+0.00019595i,0.00066641-0.00011975i,0.0009039-0.001134i,-0.00049769-0.00212i,-0.00093984-0.002066i,0.00053238-0.0014156i,0.0011073-0.00090066i,0.000948-0.00065442i,0.0011825-0.00039571i,0.0011364-0.00038204i,0.00027181+0.00028182i,-0.00061033+0.00099151i,-0.00054882+0.00065527i,-0.00048063-0.00027224i,0.00047835-4.4525e-05i,0.00068915+0.00073843i
0.0019644-0.0029927i,0.0014638-0.003186i,0.00013089-0.0028346i,-0.0016689-0.0020738i,-0.0015122-0.0010323i,2.3029e-05-0.00014504i,-4.0862e-05+0.00056791i,-0.00042355+0.00038458i,0.00015139-0.0013806i,0.00019746-0.0025713i,-0.00014644-0.0023256i,8.3357e-05-0.001477i,0.00072757-0.00083282i,0.001116+4.407e-05i,0.0010395+0.00055082i,0.00059873+0.00074017i,0.00031756+0.0015776i,0.00062378+0.0010596i,0.00069061+0.00059687i,0.00068417+0.00035981i,0.00021833-0.00012243i,-0.00097276+0.00060618i,-0.0012669+0.0010932i
-0.0017628-2.6046e-05i,-0.0026141+0.00035736i,-0.0026784+0.00088041i,-0.00099959+0.0011839i,0.00088089+0.00039378i,0.0014805-0.00091974i,0.0011106-0.001671i,-5.6572e-05-0.0013686i,-0.00073391-0.00069571i,-0.00047842-0.00023602i,0.0006606+0.00064008i,0.0008323+0.00083293i,0.00010299+0.00038537i,0.00043219+0.00052754i,0.00027012+0.00076625i,-0.0001035+0.00031296i,-0.00023361+0.00036625i,-0.001057+0.00065877i,-0.00049821+0.00022008i,0.00028251+0.00020089i,7.1398e-05+0.000567i,0.00015224+0.0010819i,-0.00039258+0.0012135i
-0.00037205-0.00048432i,-0.00066107-0.00040021i,0.00043274-0.00015997i,0.0010735+0.00045266i,0.00087166-0.0001506i,0.00049641-0.00069288i,0.00045849-0.0011656i,0.0006281-0.0011642i,0.00032946-0.00049201i,-0.00098015-0.00069293i,-0.0021799-0.00058849i,-0.0018048+0.00029643i,-0.0014718+0.00077217i,-0.0023142+0.00052835i,-0.0025397-0.00019494i,-0.0018112-0.00037771i,-0.0013021+0.00042409i,-0.0009332+0.00047659i,-0.00041023+0.00034035i,-1.5634e-05+0.00064568i,0.00011871+0.00072286i,-0.00040922+3.3478e-05i,-0.00025878-0.00037009i
-0.00072254-0.0024456i,-0.00069098-0.0024038i,-0.0038538-0.0019497i,-0.0038378-0.00085917i,-0.00027743+0.00022396i,0.0016306+8.3493e-05i,0.00139-0.0001171i,0.00050945+5.0425e-05i,0.00012696-0.00036679i,-0.00032008-0.00077481i,-0.0016066-0.00062371i,-0.002371-0.00029806i,-0.0025404-0.00036572i,-0.0016921-0.0010057i,-0.00026674-0.00094034i,0.0011642-0.0011558i,0.0012795-0.0018812i,0.00031353-0.0007665i,2.8135e-05+0.0008542i,-0.00016851+0.0012428i,-0.00054273+0.0013117i,-0.00046052+0.00090669i,0.00034712+0.00055768i
0.00186+0.0011025i,0.0018348+0.0017568i,0.0032404+0.00010312i,0.0028569-0.0017099i,0.0011006-0.0021052i,0.00048871-0.0016492i,-4.6522e-05-0.00083147i,-0.00063782-0.0001831i,-0.00012438+5.7973e-05i,-7.2635e-05-0.0010989i,-0.00089764-0.0028201i,-0.0014606-0.0020596i,-0.00098622-0.0013902i,0.00074727-0.0015353i,0.0016096-0.0013466i,0.0013585-0.0012757i,0.00083071-0.001234i,0.00068938+6.6488e-06i,0.00083536+0.0015145i,0.0005741+0.0010303i,-0.00026931+0.00017357i,-0.0011649+0.00048757i,-0.00011732+0.00062095i
-0.0021575-0.0038372i,-0.0023865-0.0030224i,-0.0036004-0.0026037i,-0.0023071-0.0013514i,-0.00077596-0.00055724i,0.00039443+0.0001695i,0.00020696+0.00082367i,-0.00091339+0.00086863i,-0.0015779-0.00018421i,-0.0016563-0.00076782i,-0.00077221-0.00037989i,0.001133+6.9421e-05i,0.0019072+0.00028919i,0.001651+0.00038604i,0.0017462+0.0006505i,0.0019571+0.00075276i,0.0015072+0.00055473i,9.7799e-05+0.00046945i,-0.00012199+0.00057792i,0.00035543+0.00014603i,-0.0002113-0.00037329i,-0.00086466-0.0009159i,-0.0002778-0.001378i
-0.00063169+0.0012964i,4.1738e-05+0.0025645i,8.4004e-05+0.0021652i,0.00053609+0.00039598i,0.00096058-0.00060647i,0.0014182-0.00066212i,0.0019662+8.9104e-05i,0.00093609-0.00022413i,-0.00024814-0.00082193i,-0.00028534-0.00083709i,-0.00083183-0.00073008i,-0.00060478-5.0095e-06i,0.00028539+0.00058868i,-0.00036658+0.0012893i,-0.0013139+0.0019092i,-0.0011486+0.0011108i,-0.00099817+0.00022324i,-0.0010283-0.00017515i,-0.00039747-0.0005055i,-5.9729e-05+0.00016928i,0.00011073+0.00083617i,0.00044627+0.00058626i,1.4548e-05-0.00075973i
-0.0010301+0.0018937i,-0.0008337+0.0020793i,-0.00016806+0.0021269i,0.00084784+0.0016674i,0.0017615+0.0017116i,0.0019543+0.0015028i,0.00066769-2.1443e-05i,0.00028664-0.00094525i,0.0012846-0.00088662i,0.00058702-0.0014237i,-0.00095126-0.0015071i,-0.0020026-0.0015946i,-0.001943-0.0010906i,-0.0015343-0.00075536i,-0.0016021-0.0012483i,-0.0016245-0.00098154i,-0.001543-0.00050195i,-0.00072172+0.00048538i,0.00041369+0.00074854i,0.00057745+0.00027187i,0.00062176+0.00038642i,0.00064976+0.00097604i,0.00088014+0.00078183i
-0.0011906-0.00068169i,-0.0004891-0.0015323i,-0.00031824-0.0015704i,0.00012215-0.0016007i,0.0013608-0.0016942i,0.0015964-0.0013911i,0.00063558-0.0011242i,-0.0005861-0.0009111i,-0.0009971-0.0013397i,-0.00070325-0.0021757i,-0.0011093-0.0023341i,-0.0010077-0.0022157i,-0.00011608-0.002702i,0.00060902-0.0028295i,0.001448-0.0018007i,0.0014173-0.0010132i,0.00079651-0.0010351i,-7.5382e-05-0.0004696i,0.00014106+0.00076746i,-0.00024087+0.00095113i,-0.0013853+0.00080878i,-0.0012989+0.00096646i,-0.00076441+0.00082809i
0.0024726+0.00039858i,0.0028914+0.00031049i,0.0020015+0.00050753i,0.00092988+0.00074507i,0.0018378+3.3768e-05i,0.002434+2.6492e-05i,0.0008148+0.00094352i,-0.00046424+0.00025921i,0.00020901-0.00047569i,0.00012958-0.0011576i,-0.00067961-0.0019645i,-0.00028455-0.0020594i,0.0010227-0.0020902i,0.0018029-0.00084287i,0.0020059+0.0011949i,0.0021784+0.001711i,0.0015024+0.0010789i,-0.00019111+0.001021i,-0.00057736+0.0013695i,-0.00015161+0.00084809i,-0.00072108+0.0003175i,-0.00076358-5.8694e-05i,-0.00040932-0.0002115i
-0.001741-0.00088811i,-0.00053513-0.00029385i,-3.9281e-05+0.00014717i,0.00049145+0.00066983i,0.0014849+0.00024695i,0.0015195-0.0015003i,0.0010064-0.0017943i,0.00089132-0.00059957i,0.00093947-0.00070684i,-0.00028374-0.00084033i,-0.0020006+0.00023439i,-0.0014171+0.0012427i,0.0001298+0.0017469i,0.00017638+0.0020492i,-6.8534e-05+0.0024711i,0.0001814+0.0017903i,0.00042133+0.0014727i,-7.8611e-05+0.001334i,-0.00052804+0.00054964i,-0.00049774-9.1213e-05i,-2.8852e-05-0.00049552i,0.00059056-0.00051236i,0.0007498-0.00060756i
0.0013363-4.0374e-05i,0.00078867+0.0005492i,0.00061559+0.00026839i,0.0014379+0.00048442i,0.0013271+0.00024266i,0.0015718-0.00084107i,0.00082136-0.000619i,-0.00077634-2.0331e-05i,-0.00058207-0.00093549i,-1.901e-05-0.0025679i,-0.0009958-0.0023627i,-0.0020481-0.0010857i,-0.0026958-0.00018404i,-0.0027804+0.001162i,-0.0024236+0.0012953i,-0.0017955-0.00087082i,-0.0014774-0.0015882i,-0.00066388-0.00041574i,0.00053803+0.00018656i,0.00080906-1.3188e-05i,0.0010637-0.00056654i,0.0012065-0.00090262i,0.0012876-0.00086939i
-0.00081399-0.001573i,-0.0011062-0.0020625i,-0.0019944-0.00086107i,-0.0011289+5.7214e-05i,0.00044594+0.00027312i,0.0010272+0.0002916i,0.00035495-0.00049058i,-0.00034337-0.001692i,0.00017413-0.0025857i,0.0010212-0.0023728i,0.00030285-0.001632i,-0.00079262-0.0011068i,-0.0014936-0.0011551i,-0.0016786-0.0020588i,-0.0010969-0.0022556i,-0.0001284-0.0018962i,-0.00021128-0.001787i,-0.00073918-0.00087624i,-0.00059882+0.00014692i,-0.00021744+0.00032137i,-0.00062849+0.00073027i,-0.00041315+0.0012998i,0.00020914+0.00078116i
-0.0025791+0.00063661i,-0.0026428+0.00042209i,-0.0015878+0.00038016i,-0.00012646+0.00037567i,0.00048305+0.00010756i,0.00045955-0.00042163i,0.00029119-0.00011684i,-0.00043213-0.0004414i,-0.00018698-0.00014439i,0.00051353+0.00028493i,0.001162+0.00032149i,0.0019915-0.00055484i,0.0023574-0.0030102i,0.0028537-0.0035166i,0.0024183-0.0019058i,0.0010797-0.0013556i,0.00027399-0.0010376i,-0.00037024-0.00018514i,-0.00041212+0.001099i,0.00025978+0.0015462i,0.00045234+0.0006724i,-0.00010316-3.1472e-05i,-0.00025404-0.00042517i
-0.0014437+0.0026965i,-0.0019572+0.0022409i,-0.0012384+0.0034656i,0.0016173+0.0039188i,0.0038864+0.0018627i,0.0030139-0.00031531i,0.00053648-0.00053023i,3.6675e-05+0.00040821i,0.00074434+0.00036902i,0.00040002-0.00019902i,-0.00060372+8.2319e-06i,-0.00025948-0.00036183i,0.0025682-0.0005634i,0.0041337+1.3962e-05i,0.003048+0.00059346i,0.0013775+0.0011143i,-8.8804e-05+0.0011022i,-0.00068596+0.00017604i,-0.00029984+0.00012079i,0.00052001+0.00059653i,0.00055856-0.0001806i,0.00013579-0.00091178i,-0.00021585-0.00086217i
0.0011605-0.0012435i,0.00061553-0.00076949i,9.1163e-05-0.00095755i,-0.00037567-0.00029296i,-0.00050705+0.00074878i,0.00014937+0.00059516i,0.00026063-0.00029647i,-0.00030672-0.00089248i,-0.00038561-0.00086206i,-0.0010837-0.0017011i,-0.0025325-0.0021942i,-0.0033426-0.00019667i,-0.0025814+0.0017149i,-0.0015897+0.0016533i,-0.0011059+0.0014819i,-0.0013805+0.0010091i,-0.0015202+0.00069672i,-0.00038784+0.00082449i,0.00048825+0.00086313i,0.00033537+0.00046666i,0.00082651-7.0128e-05i,0.0011898-0.00029504i,0.0015688-0.00068837i
0.00071156+0.00082576i,0.00037722+0.0014009i,0.00061841+0.0015297i,0.0018479+0.00076809i,0.0023259+1.021e-05i,0.0015861-0.00056931i,0.00065541-0.00063026i,-0.00038186-0.0004958i,0.00020303-0.0010525i,0.00062364-0.0021367i,-0.00042446-0.0028769i,-0.002111-0.0025928i,-0.003663-0.0026492i,-0.0042915-0.0025864i,-0.0032283-0.0017265i,-0.0012188-0.0014662i,-0.00016855-0.00064116i,-7.0074e-05+0.0008904i,0.00069081+0.00093851i,0.0013124+0.00029411i,0.0017502+0.00094741i,0.0021276+0.0010896i,0.0018781+0.00091238i
0.00094132-0.0037269i,-0.00016647-0.0041716i,-0.0011798-0.0048255i,-0.00095042-0.0046783i,-0.00029867-0.0034726i,0.00048579-0.001904i,0.00060647-0.0011551i,0.00036467-0.00054887i,0.00086351-0.00047654i,0.0015436-0.0011121i,0.0012946-0.0013691i,0.0010294-0.0016031i,0.001157-0.0030094i,0.0010779-0.0038894i,0.0011623-0.0025847i,0.00098975-0.00085023i,-0.00017477-0.00038267i,-0.001143-0.00075236i,-0.00091486+0.00019641i,-0.00040334+0.0013656i,-0.00094932+0.001585i,-0.0013267+0.0013673i,-0.0012056+0.001198i
0.00055585+0.00091528i,0.00086099+0.0014402i,0.0009404+0.0024092i,0.0014555+0.0020809i,0.0017766+0.0010057i,0.0019635-0.0005044i,0.001495-0.00073644i,0.001164-0.00033473i,0.0013645-0.00075279i,0.0004346-0.0010524i,-0.00092114+0.00025094i,0.00011986+0.0010607i,0.00261+0.00034382i,0.0037224+0.00048191i,0.0026439+0.00060839i,0.0014106+0.00051225i,0.00084604-0.00036179i,-0.00030126-0.00086581i,-0.0010741-0.00012216i,-0.001122+0.00041358i,-0.00071929-9.3975e-05i,-0.00049923-0.00060924i,-0.00020775-0.00058597i
0.0011896+0.00078529i,0.00043992+0.00030699i,0.0018207-0.0013501i,0.0025812-0.00099979i,0.0017443-0.00087752i,0.00051859-0.0017855i,-0.0006138-0.0016779i,-0.00020042-0.001125i,0.00025298-0.00024476i,-0.0011305-0.00088512i,-0.0026584-0.0016043i,-0.0027104-0.00095879i,-0.0010476+0.00066631i,-0.00043742+0.0024796i,-0.00054175+0.0025584i,-0.00030517+0.0019462i,-0.00047577+0.001484i,-0.00011833+0.00035165i,7.528e-05-0.00083864i,-0.0005753-0.0015734i,-0.00049968-0.0013548i,0.00098182-0.0020187i,0.0015023-0.0020896i
-0.0019635-0.0029963i,-0.0015835-0.002182i,-0.0017848-0.00047041i,-0.0018105+0.00056425i,-0.0010161+5.6698e-05i,0.00020165-0.00013185i,-0.00014883-0.00041937i,-0.00067406-0.0004129i,-0.00052924-0.00081019i,-0.00064713-0.0020256i,-0.0013746-0.0014917i,-0.0019892-0.0003589i,-0.0029078-1.4879e-05i,-0.0040289+0.00011199i,-0.002903+0.0004273i,-0.0014342+0.00013798i,-0.00083488+2.4187e-05i,-0.000516+0.0010977i,9.7134e-05+0.0013728i,0.0011631+0.00093719i,0.0012667+0.00045593i,0.0010847+0.00093614i,0.0012177+0.0014765i
8.8262e-05-0.00026127i,-7.3835e-05-0.00091576i,-0.0010175-0.00092614i,-0.001322+0.00017498i,9.1581e-05+0.00014517i,0.0012164-0.0012698i,0.00049302-0.0013615i,-0.00085205-0.0013003i,-0.00088527-0.0022421i,5.6271e-05-0.0026947i,0.00017387-0.0021239i,-0.00020687-0.0016637i,-0.0004781-0.003477i,-0.00067605-0.0042052i,-0.00025878-0.0026921i,0.00052153-0.0014935i,0.0003773-0.0007022i,-0.00076664+5.3413e-05i,-0.00053894+0.0010726i,-8.4726e-05+0.0016507i,-0.00072402+0.0017686i,-0.001021+0.0021939i,-0.00041034+0.0017612i
0.00072681-0.0035256i,-0.00018149-0.0040135i,-0.0012331-0.0064019i,-0.0025626-0.0063497i,-0.0016882-0.0033565i,0.00060535-0.00072786i,0.0018188-0.00010304i,0.002044-0.00082323i,0.0013624-0.0010062i,0.00027334-0.00074801i,-0.00069343+0.00040863i,0.00019973+0.0016584i,0.0021556+0.00048563i,0.0025548-0.0010945i,0.0020964-0.00068177i,0.00138+7.1331e-05i,0.00015594+2.1669e-05i,-0.0005706-0.000338i,-0.00090434+0.00041945i,-0.00054898+0.0014013i,-0.00019835+0.0010921i,-0.00074608+0.00074304i,-0.0012151+0.00089203i
0.0014919+0.0027803i,0.0025508+0.0033569i,0.0044938+0.0034318i,0.0054009+0.0023278i,0.0045998+0.0009844i,0.0032765-1.7439e-06i,0.0010154+5.4438e-05i,-0.00017978+0.00047487i,0.00032145+0.000426i,0.00081276-0.00017086i,-8.4774e-05-0.00050657i,-0.00064068+0.00025573i,0.00080159+0.0016982i,0.0015035+0.0026604i,0.0008975+0.0026112i,0.00034711+0.0017623i,0.00028979+0.00058216i,0.00014247-6.7508e-05i,-0.00037877+0.00012104i,-0.00098342-0.00048471i,-0.0011649-0.0016425i,-0.0015765-0.0017923i,-0.00093395-0.0010214i
0.0011244-0.003817i,-0.00041435-0.0037745i,-0.0018662-0.0043581i,-0.0018583-0.0024906i,-0.0010125+0.000408i,-0.00061118+0.0011496i,-0.00096075+0.00070021i,-0.0019016+0.0011028i,-0.0024223+8.8895e-05i,-0.0024698-0.0021223i,-0.0024032-0.0027188i,-0.0024317-0.0019093i,-0.0027932-0.0004456i,-0.003164+0.0012077i,-0.0025926+0.00076651i,-0.0011288+0.00012648i,-0.00050243+0.00091477i,-0.00086107+0.0012673i,-0.00042133+0.00022342i,0.00059261+0.00020339i,0.00092603+2.4433e-05i,0.0015794-0.00033491i,0.0017997-0.00039514i
-0.00013712+0.0043039i,0.0017425+0.0043715i,0.0024987+0.0032838i,0.0023626+0.0019036i,0.0023493-3.9959e-05i,0.0017781-0.0021433i,0.00062111-0.003133i,-0.00089064-0.0033305i,-0.00072976-0.0036636i,0.00035583-0.0042791i,0.00063295-0.0042226i,0.00056126-0.0042961i,-0.0010446-0.0045492i,-0.0030249-0.0038257i,-0.0027368-0.0021461i,-0.00075978-0.0012818i,8.3449e-05-0.00055086i,-0.0007172+0.00046967i,-0.00070387+0.00027412i,0.00079932-0.00026729i,0.001707+0.00014226i,0.0011549+0.00092259i,0.00019509+0.0020169i
