-0.00036023+0.00099223i,0.00090388-0.00049874i,0.00017373-0.00040376i,-0.0011033+0.00039459i,-0.0022891+0.0015574i,-0.0017905+0.0015777i,-0.0013149+0.00051749i,-0.0006132+0.00043987i,0.00051591+0.00044586i,0.00069611+0.00029902i,0.00029443+7.0596e-05i,0.00031063-0.00043738i,1.7764e-05-0.00029159i,-0.0008513-0.00022681i,-0.0012007-0.0001962i,-0.00081872+0.00049505i,-0.00059628+0.00033236i,0.00055309-0.00012861i,0.00080636-0.00021817i,0.00043997-0.00048001i,0.00062676-0.00047408i,0.00047244-0.00042971i,0.00033021-0.0002484i
-0.00039176+0.0021188i,-0.0007797+0.0021843i,-0.0010508+0.0022811i,-0.00083703+0.0012602i,-0.00098914+0.00028559i,-0.00086264+5.5293e-05i,-0.00058332-0.00011736i,-0.00048932-0.00062356i,-8.298e-05-0.00086086i,-0.0001777-0.00080793i,-0.00135-0.0011047i,-0.00090072-0.00023331i,-0.00029361-0.00021629i,-0.00067267-0.00073318i,-0.00022674-0.00062298i,7.1707e-05-0.00057072i,-0.00039582-0.0008284i,-0.00079874-0.00088747i,-0.00094039-0.00072936i,-0.00029499-0.0010022i,0.000389-0.00064501i,0.00031643+0.00036559i,8.2664e-05+0.0005317i
0.0011191+0.00031677i,-6.0722e-05+0.00033851i,-0.00056475-0.0009102i,-0.0011217-0.00068301i,-0.0014712+0.00039798i,-0.0016089+0.0014135i,-0.0015088+0.00070024i,-0.00084714+0.00018222i,-0.00044608+0.00022186i,-0.00017848+0.00040971i,-0.00067321+0.00035105i,-0.0013253-0.00031056i,-0.0007884-0.00042585i,2.7362e-05-0.00061861i,0.00037208-0.00076094i,-8.7368e-05-0.00072669i,-0.00012771-0.00095032i,0.00018314-0.00080587i,0.00035624-0.00020286i,9.7651e-05-0.00075568i,0.00025456-0.0014383i,0.00010194-0.0011797i,-0.00028299-0.00097443i
-0.00182+0.0010266i,-0.0019229+0.0020444i,-0.0007551+0.004099i,0.00045397+0.0037323i,0.0010125+0.001929i,0.0012171+0.00019569i,0.00064659-0.00077234i,0.00012715-0.00075899i,0.00019559-0.00012159i,0.0010485+6.5619e-05i,0.0015694-0.00011398i,-0.00011019+6.3718e-05i,-0.0010444-3.0284e-05i,-0.0001268-0.00028921i,-0.00011881-7.2455e-05i,-0.00096467+0.00024661i,-0.0016231+0.00033138i,-0.0014465-0.00010565i,-0.00043882+0.00040013i,9.0938e-06+0.00044276i,-0.00058775-0.00049344i,-0.0008944-0.00072085i,0.00017071-0.001044i
-0.00070006-0.00022457i,-0.0015425-0.00011287i,-0.0016366-2.3366e-05i,-0.0013678+0.00031817i,-0.0019007+0.00093583i,-0.00178+0.0017967i,-0.00096671+0.0017756i,-0.00017987+0.00069952i,0.00074884-0.0002731i,0.00092803-0.00080109i,0.0005719-0.00072836i,0.00019104-4.1045e-05i,-0.00012665+0.00015434i,-0.00064329-0.00010581i,-0.00075168-0.00045546i,-0.00073816-0.000625i,-0.00063509-0.0001835i,-0.0009913+0.00013345i,-0.00093429+6.5446e-05i,0.00011406-3.6562e-05i,0.00020328+4.7704e-05i,0.00018927+0.00074424i,0.00039208+0.0006028i
-0.00071943-0.00057396i,-0.0015856-0.00089318i,-0.0019283-0.001063i,-0.0017742-0.00050657i,-0.0010799+0.00055175i,-0.00099904+0.00085521i,-0.00078076+0.00034326i,-0.00049193+0.00086477i,-0.00050369+0.00067504i,0.0002824+0.00039388i,0.00017457+0.00025572i,-0.00039835+0.00051545i,-1.75e-05+0.00037592i,7.7817e-05-0.00082312i,0.00027486-0.00084497i,0.00056534-0.0005598i,0.00062656-0.00022003i,0.00027797+7.1886e-05i,-8.7495e-06-0.00036136i,-0.00011609-0.00099841i,0.00044956-0.00058283i,0.0013077+0.0005547i,0.00074563+0.00082327i
-0.00022054+0.0011636i,-0.00038357+0.00040083i,3.473e-05-0.00010817i,-0.00085764+7.1117e-05i,-0.0020927+0.00016479i,-0.0027164+0.0005025i,-0.0020105+0.00085335i,-0.00048619+0.0010681i,0.00064031+0.0016937i,0.00065722+0.0010102i,1.4757e-05-0.00079866i,-0.0003245-0.00092885i,-0.0003945-0.00055409i,-0.0001861-0.0007638i,-0.00064887-0.0002109i,-0.001295-0.00040234i,-0.00089108-0.00028961i,-0.00072751-8.7505e-06i,-0.0002704+0.00013366i,-4.6759e-05-9.1236e-05i,0.00012864-0.00094358i,0.00046137-0.0011366i,0.00052774-0.00096006i
-0.0023799+7.6998e-05i,-0.0010057-0.00053192i,0.00011289+0.00056801i,0.0010822+0.0015011i,0.0012255+0.001208i,0.0010144+2.0761e-05i,0.00068231-0.00062186i,0.00053577-0.0009306i,-9.8213e-05-0.00056602i,-0.00077807+0.00019451i,-0.00094014+0.00071398i,-0.0013019+0.0010318i,-0.0010885+0.00059557i,-0.00069226+0.00022432i,-0.00096221-3.867e-05i,-0.0009768-0.00036546i,-0.00028666-0.00081548i,-0.00010284-0.00055983i,-0.0003496-0.00016541i,9.4788e-06-0.00046903i,0.00032995-0.0004325i,-3.141e-05+0.00032705i,0.0003724+2.1116e-05i
0.0022413+0.0021478i,0.0013224+0.0027758i,0.00026774+0.0029872i,-0.0014797+0.0026327i,-0.0030264+0.0016358i,-0.0030643+0.0014921i,-0.0021364+0.0013866i,-0.00056326+0.00049142i,0.00061344+2.8635e-05i,0.00085066-0.00078801i,-9.3784e-06-0.0011046i,-0.00076466-0.00026403i,-0.00097898+0.0007536i,-0.00028265+0.00057984i,0.00052786-0.00026754i,-0.00015703-0.00068219i,-0.00079518-0.00054525i,-0.00089278-0.00020813i,-0.00053231+2.0864e-05i,-0.00083519+0.0002616i,-0.0011722+0.00025811i,-0.00014467+0.00064337i,0.00026855+0.00083006i
-0.0023347+0.0011058i,-0.002101+0.00078598i,-0.0022143+0.00048227i,-0.0025764-0.0002629i,-0.0015524-0.00089642i,-0.00086273-0.00089885i,-0.00093667-0.00059483i,-0.00057061+2.8916e-05i,0.0001141+0.0007253i,0.00046351+0.00026551i,0.00012381-0.00078527i,-7.4306e-05-0.0011363i,0.00014731-0.00090231i,-0.00024373-0.00056332i,-7.3997e-05-0.00017862i,0.0007423+0.00032695i,0.00088705+0.00026424i,0.00052646-0.00038615i,0.00062931-0.00047207i,0.0010141-9.029e-05i,0.00086794+0.00014481i,0.00075652-7.116e-05i,0.00072722-0.00041462i
-0.00059855+0.0046911i,-0.00093963+0.0032468i,0.001455+0.0012056i,0.0019624-0.00016197i,0.00011389-0.00051987i,-0.0023265-0.00064418i,-0.0028143-3.846e-05i,-0.0013734+0.00071847i,0.00072238+0.0006028i,0.0010465-0.00022033i,0.00063995-0.00095538i,0.00047029-0.00091082i,0.00092642-0.0011012i,0.0011552-0.00084069i,0.00059915-0.00049448i,0.00046374-0.00056899i,-5.2779e-05-0.00025012i,-0.00037168+0.00049712i,-0.00024062+0.00073683i,-0.00052059+0.00027991i,-0.00026331-4.7262e-05i,7.2124e-07-0.00014706i,-8.5317e-05-3.5882e-05i
0.00064185+0.0010188i,-0.00025287+0.0012218i,-0.0001461+0.000794i,2.6906e-05+0.00059903i,-0.00051383+0.00054225i,-0.00094726+0.00075956i,-0.0011803+0.00045925i,-0.00054959-0.00054161i,0.0007916-0.00073596i,0.00057319-0.0012319i,-0.00040469-0.0015936i,-0.00087861-0.0014607i,-0.0012344-0.00092185i,-0.0007817-0.00071447i,-0.00016494-0.001302i,-0.00050608-0.001057i,-0.00066054-0.00048316i,-0.00040496+0.00013961i,-0.00021381+0.00059018i,0.00016717-0.00016339i,0.0002776-0.00038863i,0.000917-0.00052069i,0.0017033-0.001512i
-0.00058145-0.00066955i,-0.00046213-0.00080198i,-0.00044729-0.0001113i,-0.00035503+0.00025795i,-0.0004424+0.00051149i,-0.00036205+0.0010423i,8.7836e-05+0.00040465i,7.2933e-05-0.00088049i,-3.5246e-05-0.00063379i,-0.00036161-0.00018363i,-0.00085376-0.000406i,-0.00044785-0.00030782i,-0.0004815+0.00040014i,-0.00031395-4.8388e-05i,-5.4396e-05+0.00010349i,0.00026286+0.00052283i,0.00040167-6.4699e-05i,-0.00066339-0.00032935i,-0.0014109-5.4248e-05i,-0.00078485-0.00080298i,0.00025753-0.00077965i,0.00097138+0.00052851i,0.00064736+0.0010896i
0.00012058-0.0010015i,0.00053209-0.00010993i,-0.00020605+0.0010357i,-0.00082379+0.00058328i,-0.00092519+0.00064973i,-0.00091715+0.0010202i,-0.00069304-0.00029853i,-0.0011685-0.0011821i,-0.0012054-0.00063316i,-0.00052371-3.5194e-05i,-0.00016873+0.00042984i,6.0661e-05+0.0013125i,0.00047713+0.0015061i,0.00057752+0.0012731i,0.00012656+0.0015615i,-0.00069491+0.0016885i,-0.00083498+0.001093i,-0.0010315+0.0002507i,-0.00016762+4.3462e-05i,0.00080378-0.00035901i,9.1788e-05-0.00050318i,-0.00017602+9.2536e-06i,6.1783e-05-0.00019744i
-0.0010454+0.00091763i,-0.0012843+0.00042985i,-0.0018948+9.919e-05i,-0.0017549+0.00083558i,-0.0013377+0.0018786i,-0.00084973+0.00082823i,-0.00046197-0.00031183i,-0.00067027+0.00096508i,0.00013107+0.0029904i,0.0014002+0.0023332i,0.0013667+0.00049295i,0.00024927+0.00069371i,-0.00023129+0.0012401i,3.5432e-05+0.00056492i,5.7554e-05+3.747e-05i,1.5576e-05+0.00029476i,-3.8082e-05+0.00097073i,-0.00024675+0.0012014i,-0.00015081+0.00071357i,0.00048069+0.001074i,0.00073378+0.0016901i,0.00080769+0.001278i,0.001475+0.00090846i
-0.0014655-0.0012989i,-0.0007818+0.00034656i,-0.0008731+0.0011669i,-0.0010593+0.00093012i,-0.0013538+0.00027501i,-0.00043294+0.00084779i,0.0010986+0.00081175i,0.00089269+2.7517e-05i,-0.0004496-0.00015338i,-0.00093939+0.00013321i,-0.00023421+0.00017564i,0.00023753-3.2697e-05i,-0.00037833-0.00041004i,-0.0012869-0.00098835i,-0.0017006-0.0010319i,-0.0014264-0.0010736i,-0.0012044-0.00082675i,-0.00064072-0.00031418i,-0.00035583-0.0014001i,-0.00086614-0.0018176i,-0.00021441-0.00070558i,0.00023037+0.00023438i,0.0003087+0.00055173i
-0.0019139+0.0019203i,-0.0021583+0.0020626i,-0.00062048+0.0028037i,-0.00039566+0.0023268i,-0.0011646+0.0015529i,-0.001808+0.00090778i,-0.0018907-0.00019553i,-0.00057881-0.00084788i,0.0012262-0.0012116i,0.0015598-0.0015888i,0.00028159-0.0022288i,-0.00086562-0.0016525i,-0.0011189-0.00013571i,-0.00093331+0.00074042i,-0.0010208+0.0004329i,-0.00056059+0.00028053i,-0.00051828+0.00017599i,-0.00087562+0.00017893i,-0.00062176+0.00090508i,0.00035359+0.000814i,0.00084015+0.00022806i,0.00027946+0.0004085i,-0.00024242+6.9654e-05i
-0.00042285+0.0013198i,-0.00064174+0.00067885i,-0.00037399+0.00055767i,-0.0004791-0.00037065i,-0.00083055-0.0010389i,-0.0010017-0.0006226i,-0.0012552-0.00027462i,-0.00072507-0.00082703i,0.00027704-0.0014771i,0.00032078-0.0018052i,-0.00050955-0.0019196i,-0.00055357-0.0017484i,8.0969e-05-0.0010815i,0.00065679-4.2484e-05i,0.00032715+0.00048812i,8.9667e-05+0.00049634i,-0.00015789+0.00046492i,-0.00085707-0.00017336i,-0.00049404-0.00066115i,-0.00012268-0.0005323i,-0.00017923-0.00055283i,-7.4603e-05+0.00013915i,-0.00082696+0.00077214i
-0.00091536+1.249e-05i,0.00028153+0.0011215i,-0.00070325+0.001969i,-0.0010342+0.0017264i,-0.00089295+0.00095531i,-0.0012627+0.00082542i,-0.0018535+0.00013439i,-0.0017322-0.0010086i,-0.0012769-0.0011855i,-0.00091331-0.0004379i,-0.00069124+0.00039038i,-0.00040903+0.0011054i,0.00016085+0.0011717i,0.00016902+0.00051268i,-0.00014433+5.9284e-05i,-0.0007115-0.00020681i,-0.0012649-0.00034811i,-0.0013847-0.00033767i,-0.00031198-0.00024777i,0.00060984-0.00036625i,0.00016295-0.00030574i,-0.00013769+0.00011492i,1.7689e-05-9.5916e-05i
-0.0013099+0.0018506i,-0.001936+0.0030153i,-0.0020085+0.0024785i,-0.0023124+0.00099583i,-0.0026902+0.00079757i,-0.0023685+0.00059051i,-0.0017512-2.2117e-05i,-0.0011185+0.00025662i,-0.00029236+0.00040963i,0.00037117+6.5958e-05i,0.0010518-0.00058492i,0.00069592-0.00093719i,-0.00094631-0.00053428i,-0.0011034+0.00010214i,-0.00053905+0.00025766i,-0.0012376+1.5102e-05i,-0.00098209-9.2487e-05i,-0.00043346-0.00030993i,-0.00012249-0.00067338i,0.0004548-0.00045778i,0.00030601-0.00074639i,0.00018423-0.00048791i,0.00016872+0.00025205i
-0.0019987-0.0030053i,-0.0018601-0.0023152i,-0.0019422-0.00023995i,-0.0010525+0.0014209i,-0.00074884+0.0025194i,-0.00038346+0.0025896i,0.00044196+0.001147i,0.0010131-0.00011071i,0.0013756-0.0002424i,0.00097721-0.00023506i,0.00080693-0.00040524i,0.00090559-0.00028435i,0.00043096-0.00019051i,-0.00018228-0.00086397i,-0.0010269-0.0014436i,-0.0011466-0.0016195i,-0.00028108-0.00062357i,0.00011719+0.00081851i,0.00035177+0.0010551i,0.00044222-0.0001888i,7.7933e-05-0.00076779i,-0.00069182-0.00011646i,-0.0008194-0.00020913i
-0.0019421-0.00082713i,-0.0013069-0.0001746i,-0.00073547+0.00021735i,-0.0014857+0.0014247i,-0.0019145+0.0020114i,-0.0015766+0.0015433i,-0.00067939+0.00045902i,0.0004666-0.00096799i,0.00042767-0.0014146i,-7.0198e-05-0.0016031i,-0.00026246-0.0012898i,-0.00049679-0.00021127i,-0.0010524+0.00013375i,-0.00071457-0.00049726i,0.00039708-0.00060242i,0.00033024-0.00029011i,-5.2473e-05+0.0001287i,-0.00014412+0.00066621i,2.6969e-05+0.00068347i,-9.2388e-06+0.00090088i,-0.0003698+0.0015143i,-8.0282e-05+0.00086383i,0.00023051+0.00025049i
0.0009928+0.0016203i,0.00042311+0.0014878i,-0.00020982+0.00078482i,-0.0016527+0.00035654i,-0.0027015+0.00010627i,-0.0027986+0.00057055i,-0.0025071+0.00091517i,-0.0014153+0.00035156i,-0.00042303-0.00056135i,-0.00097471-0.0014772i,-0.0016706-0.0011726i,-0.0014901+0.00031928i,-0.00038566+0.00058153i,0.00011586-0.00011883i,-0.00013556-0.00031399i,-0.00046461-1.696e-05i,-0.00081389+9.2368e-05i,-0.00072782-0.00017242i,0.00024557+0.0003304i,0.00024055+0.00017432i,0.00047042-0.00042458i,0.00072897-0.00024682i,0.00020148-0.00018288i
0.0023142-0.00073975i,0.00054952-0.00039917i,-0.00069933-0.0010487i,-0.0009843-0.0015359i,-0.0019309-0.0010968i,-0.0022526-9.6619e-05i,-0.0018156+0.00063414i,-0.0018589+0.0012861i,-0.0017055+0.0012612i,-0.0014548+8.5274e-06i,-0.0015827-0.00035633i,-0.0010325+0.00016556i,-4.606e-06-8.8382e-05i,0.00083311-0.00121i,0.0013166-0.00087216i,-0.00012225+5.5432e-05i,-0.0016484+0.00069316i,-0.001565+0.00080199i,-0.00099996+0.0005793i,6.2745e-06+0.00087173i,0.00050624+0.00076697i,0.00067844+0.00038441i,-0.00011316+0.00043274i
-0.00035562+0.00067299i,-0.00026843+0.0013605i,4.4527e-05+0.0013673i,-7.2055e-06+0.00071928i,-0.0012405-0.00040015i,-0.0023978-0.00076784i,-0.0014166+0.00023701i,-2.9331e-05+0.001314i,0.00065601+0.00085554i,7.2286e-05+0.00015485i,-0.00054396-0.00028089i,0.00012973-0.00055641i,0.00040475+9.6977e-05i,0.00064003+0.00014336i,0.00045448-0.00034769i,-0.00021603+5.671e-05i,-0.00039967+0.00059834i,-0.00043407+0.00040291i,-0.00041164-8.7499e-05i,-9.1841e-05-0.00011698i,0.00025043-0.00017159i,0.00023114-0.00046272i,-0.00012233-8.0492e-05i
-0.0021927+0.0018228i,-0.0018314+0.0023456i,-0.0017708+0.002551i,-0.0027167+0.0013173i,-0.0032959-4.3111e-05i,-0.0020611-0.0010216i,-0.00077403-0.0015397i,0.0002618-0.00098882i,0.0010479+0.000154i,0.0010216+0.00042136i,-6.1914e-05-0.00032343i,-0.00086765-0.00086821i,-0.0004619-0.0009994i,-0.0006708-0.00080085i,-0.0012388-0.00082901i,-0.00050365-0.00068073i,-0.00046467-0.0002099i,-0.0015605-0.00011172i,-0.0016826-0.00014504i,-0.0013052-0.0005662i,-0.00061522-0.00033918i,0.00015524+0.00023897i,-0.00030291+0.00016592i
-0.0019508+0.0010912i,-0.0023306+0.0014829i,-0.00052441+0.0011239i,0.00035304+0.00073222i,-1.2581e-05+0.00096539i,-0.00019152+0.0005261i,-0.00080088-0.00033033i,-0.0012717-0.0013396i,-0.00074404-0.0020108i,-0.00027593-0.0022179i,9.5969e-05-0.0013061i,0.0002502+2.4384e-05i,-0.00044857+0.0006045i,-0.00057511+0.00031745i,-0.00034731+0.00014182i,-0.00083603+3.9002e-06i,-0.0011987-0.00047035i,-0.00071739-0.00062825i,-0.0001407+0.00036036i,0.00042056+0.00069085i,0.0005891+0.00071083i,0.00058638+0.0010369i,0.00080002+0.00032041i
-0.00090553+0.00030179i,-0.00047731-6.6377e-05i,0.00065112+0.00054712i,7.2392e-05+0.0014098i,-0.0015928+0.0014471i,-0.0014937+0.0019559i,-0.00078144+0.0017486i,-0.00043569+0.00017705i,-0.0008698-0.0005744i,-0.001351+8.4041e-05i,-0.0010349+8.2806e-05i,-0.00097285+2.1435e-05i,-0.00076442+3.3639e-05i,-8.0648e-05-0.00027611i,-0.00024317-0.00051444i,-0.00077421-0.00094174i,-0.00089779-0.00071874i,-0.00087888+7.8068e-05i,-0.0005954+0.00024018i,-0.00028072-0.00042088i,0.00068835-0.00070957i,0.0012891-0.00083796i,0.0012535-0.0006414i
0.00058066-0.00029931i,-0.00081721+0.00048029i,-0.002064+0.0012871i,-0.0024588+0.0011199i,-0.0021886+0.0005619i,-0.0016414+0.00062258i,-0.0012261+0.0010014i,-0.00046879+0.0012938i,0.00025867+0.0010361i,-6.1382e-05+5.8721e-06i,-0.00018199-0.00015773i,0.00035348+0.00012871i,0.00046591+0.00051923i,0.00071852+5.7641e-05i,0.00065139-0.00023295i,0.00041633-0.00041991i,-9.2093e-05-0.00072329i,-0.00029152-0.00035363i,0.00012391+0.00062534i,0.00042249+0.00063815i,0.0007275-0.00038703i,0.00096366-0.00051788i,0.00048976-0.00090094i
0.00041048-0.0013389i,-0.00078195-0.00052618i,-0.0016483-0.00029825i,-0.0018366-0.00068424i,-0.0025772-0.00041127i,-0.0021214+0.0011435i,-0.0013625+0.0020438i,-0.00093193+0.00096982i,0.00034297+0.0010896i,0.00080056+0.00099221i,0.00022294+0.00049986i,-3.1424e-05+0.00022569i,-0.00034631+2.2762e-05i,-0.00014756-0.00099576i,0.00023869-0.0017947i,0.00036897-0.00090259i,-0.00033708-0.00031391i,-0.0010422-0.00049209i,-0.0012352+3.8422e-05i,-0.0015809+0.00047686i,-0.0012291+0.00025431i,-0.00033758-8.6148e-05i,3.6368e-05-0.00025395i
0.00020372+0.00048412i,0.00055187-8.1564e-05i,0.00020651-0.00072616i,-4.134e-05-0.00046268i,-0.0010703+0.00052396i,-0.0011219+0.0011214i,-0.00050543+0.00017262i,-0.00036303-0.0010629i,-0.00046942-0.0013007i,1.7101e-05-0.0012657i,0.00021755-0.00099216i,-0.00038616-0.00018927i,-0.00054828+0.00014453i,3.9317e-05-0.00026064i,-8.2942e-05-0.00037459i,-0.00029541-0.00050077i,-0.00021345-0.00079209i,-3.851e-05-0.00078735i,0.00024279-0.0007839i,0.00048295-0.00022902i,0.00059165+0.00067228i,0.00087159+0.00093553i,0.00053124+2.4714e-05i
-0.00011603+0.0025987i,0.00036628+0.0018683i,0.00060832+0.0014341i,-0.00054316+0.0012346i,-0.001649+0.00051545i,-0.0012598+0.00041901i,-0.00073345+0.00067406i,-0.0010239+6.71e-05i,-0.0012367+2.8987e-05i,-0.001232+7.3162e-05i,-0.0014457-0.00054183i,-0.0010734-0.0015237i,-0.00078791-0.0012734i,-0.00018247-0.0006784i,-0.00011784-0.00081978i,-0.00038019-0.00039603i,-0.00075748-0.00010698i,-0.0011264-8.9372e-06i,-0.00044975+5.3755e-06i,-7.1107e-05-0.00049984i,-2.1723e-05-0.00046566i,0.00024086+0.00029867i,0.00094395+0.00053818i
-0.0024727+0.00068332i,-0.0025365+0.001788i,-0.001731+0.0020719i,-0.00061829+0.0016038i,-0.0002718+0.00075514i,-0.00012193-0.00024463i,-0.00015274-0.0013174i,-0.00040751-0.0010559i,0.00028852-0.00062502i,0.00071286-0.00063721i,0.00052291-0.00061572i,0.00052934-0.00087704i,0.00049599-0.00055565i,-0.00072981-0.00069179i,-0.0019227-0.00056964i,-0.0016489+4.4678e-05i,-0.0010641+0.00024142i,-0.0011036+0.000806i,-0.0004361+0.00050413i,0.0010662-0.00015846i,0.00090603-0.00067194i,0.00019454-0.00079295i,0.00013378-0.00058914i
-0.0017425+0.001088i,-0.001129+0.001472i,-0.00070452+0.0025358i,-0.0013727+0.0026493i,-0.0022543+0.0028746i,-0.0019012+0.0019076i,-0.0023977-0.00029053i,-0.0024204-0.0011496i,-0.00072196-0.00031568i,0.00066985-0.00068871i,0.00071289-0.0018006i,0.00044664-0.0018956i,0.00041423-0.0014366i,-0.00017181-0.00157i,-0.00058983-0.0013722i,-5.6806e-05-0.00090132i,-0.00025018-0.00050821i,-0.00061533-0.0010021i,-0.00051805-0.0012908i,-1.8055e-05-0.00066552i,0.00033475-0.000901i,0.00038861-0.001605i,0.00063622-0.00082904i
-0.0022036+0.00019342i,-0.0016903-0.00010152i,-0.0015456-0.00027156i,-0.0020184-0.00041962i,-0.0027763+0.00021835i,-0.0020117+0.00040382i,-0.00097553+7.7494e-05i,-0.0002854+0.00015799i,0.0004467-6.9454e-05i,0.00062509-0.00070718i,0.00037161-0.00084021i,-0.00019827-0.00060215i,-0.00026523-0.00011479i,-0.00016549+0.00014691i,-0.00082978+0.00041164i,-0.00098365+0.00026869i,-0.00064083-0.00019725i,8.2207e-05-0.00041694i,0.00030307-2.1647e-06i,0.00024654-2.3462e-05i,0.0002501-1.249e-05i,-0.00016914+0.00024861i,5.7419e-05+5.5777e-05i
0.00047805-0.0009229i,0.00018481-0.00075449i,0.00028819+3.4787e-05i,0.00069526+0.0011606i,0.00018576+0.0014924i,-0.00022935+0.00059746i,0.00055555-1.7335e-05i,0.00027166+0.00038711i,-2.1263e-05+0.000471i,0.00049206+0.00031727i,0.00020331-0.00018428i,0.0001745-0.00095867i,-0.00025917-0.00097335i,-0.00037032-0.00064908i,4.6162e-05-0.0004351i,-8.6556e-05-0.00048384i,-0.00087282-0.00077415i,-0.00078092-0.00038069i,-0.00020514+0.00036206i,-9.7589e-05+0.00065144i,-0.00053617+0.00074539i,-0.00038315+0.0010863i,0.00042281+0.0005714i
-0.00092884-0.00043723i,-0.00044043+0.0001014i,-2.8412e-05+0.00010986i,-0.00056897+0.00056802i,-0.0020417+0.000687i,-0.0011718+6.7616e-05i,0.00012018-0.00023411i,0.00077198+6.5589e-05i,0.00060375+0.00041814i,-0.00015238+0.00047179i,-0.00014113-0.00011706i,0.00019383-0.00020254i,0.00087255+0.00044383i,0.00099174+0.00031206i,0.00039978-0.00055429i,8.1813e-05-0.00093144i,0.0003401-5.7085e-05i,0.00057673+0.0013696i,0.00042131+0.0014888i,0.00033929+0.00046458i,0.00026404+8.0119e-05i,0.00056074+0.00038366i,0.00090751+0.00033992i
-0.00076068+0.0035289i,-0.00018525+0.0037294i,0.0009743+0.0020459i,0.0012655+0.0005309i,-0.00067833+0.00045769i,-0.0026452+0.00086675i,-0.0024042+0.00052873i,-0.0012465-0.00035665i,-0.00023784-0.00038301i,0.00038588+0.00054209i,0.00017187+0.00072382i,0.00011303+0.00038679i,-0.00042277+0.00024446i,-0.00055342-3.1906e-05i,-0.00043827+0.00021465i,-0.00060983+0.0002334i,-0.00011121+0.00026984i,-0.00018216+0.00059746i,-0.00034162-0.00026079i,0.00047115-0.00084714i,0.00090453-0.0011118i,0.0010827-0.0014489i,0.00075198-0.00098262i
-0.00049001+0.0020109i,-0.0018284+0.0011528i,-0.0026645+0.00049691i,-0.0026743+6.7542e-05i,-0.002588+0.00080751i,-0.0026265+0.002177i,-0.0020374+0.0019875i,-0.00062857+0.00060741i,0.0008567-0.00072554i,0.00098536-0.0014611i,0.00032682-0.0018178i,-0.00043276-0.00083195i,-0.00089063+4.0627e-05i,-0.0004332+0.00015308i,-0.00013867-0.00018818i,-0.00021237-0.00065868i,-0.00066293-0.00088441i,-0.00074446-0.00086005i,-3.0606e-05-0.00044608i,-8.0143e-05-0.00093249i,0.00022376-0.001997i,0.0011826-0.0017167i,0.00098585-0.00079575i
-1.4223e-05+0.001064i,-0.0013986+0.00090233i,-0.0012652+0.00010382i,-0.001281-0.00092648i,-0.0028071-0.00041724i,-0.003438+0.00021344i,-0.0027906+0.00060095i,-0.0022074+0.00078159i,-0.0014449-0.0004991i,-0.00091913-0.0012224i,-0.00070661-0.00051269i,-0.00091924-2.6317e-05i,-0.00064243+0.00044431i,0.0004108+0.00024969i,0.0011893-0.00072621i,0.00061976-0.00083103i,-0.00029919-0.00078493i,-0.0003947-0.0012947i,-0.00039448-0.0012614i,-0.00047828-2.0444e-05i,-0.00079713+0.00057028i,-0.00011842+0.00056272i,0.00015804+0.00069755i
-0.00014233-0.0022694i,-2.2643e-05-0.0023345i,0.00019566-0.0019724i,-0.00016104-0.00076078i,-0.0013377+0.00082056i,-0.0012936+0.0012999i,-0.00010992+0.00056134i,0.00025529+0.00023425i,-0.00062474-9.3577e-05i,-0.0010847-0.00071745i,-0.00044318-0.00091517i,0.00027132-0.00029808i,0.00068589+0.00069103i,0.00036315+0.00053802i,-0.00045413+0.00034346i,-0.00056324+0.00013466i,-0.0010909-0.00024902i,-0.0010054+6.8956e-05i,0.00028152+6.6987e-05i,0.00080829+0.00029641i,0.00043394+0.00081696i,0.00055504+0.00083827i,0.00080321+0.00083991i
0.0012831+0.00088661i,0.00085997+0.00055185i,0.00072196-0.00048096i,4.849e-06-0.00058214i,-0.001998-0.00070863i,-0.0021692-0.00077843i,-0.00072198-0.00070918i,0.00016781-0.00049008i,0.00062945-0.00058795i,0.00075868-0.0006264i,0.00052421-0.00063413i,0.00049056-0.0011616i,0.00084517-0.0014233i,0.0005288-0.0010934i,0.00020322-0.0011717i,0.0006953-0.0010683i,0.00047133-0.00044395i,0.00030779+0.00014696i,0.00086897+0.00056922i,0.0012994+0.0004456i,0.0013651+0.0004051i,0.0012011+0.00090474i,0.00088576+0.0016667i
-0.0007798-0.00097672i,-0.00028115+0.00017334i,2.2388e-05+0.0017244i,-0.00038939+0.0021763i,-0.0010948+0.0022705i,-0.00015605+0.0013749i,0.00067093-0.00010272i,0.00086551-0.00026438i,0.0012026-7.6663e-05i,0.00146-0.00025996i,0.0017938-0.00010391i,0.0010239-0.0002575i,-0.00032099-0.00055649i,-0.00050149-0.00098554i,-0.00050498-0.0019352i,-5.1843e-05-0.001538i,0.00025595-0.00014428i,-0.0004018-0.0001553i,-0.00011521-0.00025775i,0.00059577+0.00021273i,0.00075965+0.00033043i,0.00075652+0.00026504i,0.00084693-0.00049649i
