-0.00040081+0.00099509i,0.0014222-0.00063336i,0.00039007-0.00077571i,-0.0010725-0.00023971i,-0.0021919+0.00093139i,-0.0016695+0.00099338i,-0.00072783+0.00094735i,0.000105+0.0011265i,0.0011401+0.00051993i,0.0010212+0.00044635i,0.00024509-7.5689e-05i,0.00014599-0.00047947i,0.00075455+0.00021886i,0.00021717+0.0010643i,-0.00023442+0.0015046i,-0.00028845+0.00065126i,0.00075508-0.00065406i,0.0010681-0.0009367i,0.00015957-0.0011125i,0.00018509-0.00077593i,0.00061792-0.00021128i,0.0010093+0.00016159i,0.00047949+0.00021814i
-0.0013744-0.00087641i,-0.0023851-0.00025767i,-0.0023966+0.0012745i,-0.0018276+0.0018978i,-0.0010749+0.0012743i,-0.0006294+0.0010632i,0.00062349+0.00086777i,0.0012456-0.0003627i,-8.7238e-05-0.00048763i,-0.001233+0.00010012i,-0.00063773+7.756e-05i,-5.3122e-05+1.7949e-05i,0.00051522-0.00023702i,0.00065164+0.00021562i,0.00084974+0.00056316i,0.0010218+0.00026375i,0.00033642-0.00064071i,2.479e-05-0.00042761i,0.00064588+0.00034751i,0.00080498+0.0004455i,0.00012742+0.00051559i,-0.00011049+0.00053056i,0.00010016+0.00037567i
0.002018+0.0011805i,0.0012766-0.0013468i,0.0019057-0.0020066i,0.0027365-0.0027787i,0.0023662-0.0035781i,0.0017011-0.0025911i,0.0013317-0.00023674i,0.00083031-0.00019115i,-7.2575e-06-0.00071769i,-0.0010468-9.4818e-05i,-0.0009459+9.3378e-05i,-0.0010153+0.00013348i,-0.0015475+0.00026047i,-0.0014186+0.00035093i,-0.00032802-9.9618e-05i,0.00075907-0.00051539i,0.00063985-0.00063187i,-0.00048081+0.00029288i,-0.00087595+0.00053286i,-0.00084124-0.00018189i,-0.00090841-0.00011941i,-0.00046622-3.8915e-05i,0.0001251+0.0004255i
0.003227+0.0024797i,0.0025635+0.0024935i,0.0016513+0.0010814i,0.00092892-0.00023406i,0.0004637-0.0012703i,5.0466e-05-0.0010607i,0.00026443-0.00021333i,0.001004+4.6162e-05i,0.00071252+0.00014383i,7.6617e-06+0.00011958i,-0.00057248+0.00016583i,-0.00086341+0.00029251i,-0.00065645+0.00054912i,-0.00091434+0.00049248i,-0.00083074+0.00011292i,-0.00037653+0.00044219i,1.4826e-05+0.00093052i,-4.6426e-05+0.00023869i,-0.00013034-0.00020904i,-0.00061247+0.00041699i,-0.0006297+0.00074048i,0.0003547+0.00013903i,0.00083377+0.00029495i
0.001065+0.0024666i,0.0020099+0.0028053i,0.0021875+0.0023911i,0.0016944+0.0014356i,0.001808-0.00045112i,0.0026239-0.0014811i,0.0018633-0.0017107i,0.001031-0.0017247i,0.00029111-0.0012008i,6.4739e-05-0.00027842i,0.00031644+0.00031974i,-0.00036378+0.00030899i,-0.00075114+0.00048947i,-0.00061435-0.00018639i,-0.00054765-0.00043409i,0.0005664+0.00040506i,0.00129+4.6289e-05i,0.00061424-0.00032664i,-1.2887e-05-7.6054e-05i,-0.00046067-0.00020477i,-0.00038869-9.8355e-05i,8.926e-05+0.00030557i,0.00013672+0.00072571i
-0.00040666+3.5664e-05i,-0.00041066-0.00030138i,-0.00044304-0.00045668i,-0.00032045-0.00089579i,0.00059204-0.0015325i,0.00077097-0.0019526i,0.00084028-0.0012748i,0.00026057-0.00084048i,-0.0010832-0.00089867i,-0.0015763-0.0010254i,-0.0013885-0.001163i,-0.0010738-0.0006999i,-0.00046492-0.00048856i,0.00054675+1.3583e-05i,0.00063844+0.00054404i,0.00043426-0.00034811i,0.00087825-0.0014275i,0.00054129-0.0017578i,-8.6198e-05-0.00173i,-3.9689e-05-0.00069324i,-0.00048724+5.8166e-05i,-0.00081383-0.00024549i,-9.535e-05-0.00014194i
0.00047572-0.00040484i,0.0010065-0.0016914i,0.00085994-0.0016214i,0.00056939-0.0013459i,0.00044487-0.0022404i,-0.0001443-0.0018892i,1.646e-05-0.00069938i,7.6704e-05-0.00054688i,-0.00062734-0.00097002i,-0.00086757-0.00095668i,-0.00062277-0.0010314i,-0.00082669-0.0009128i,-0.001431-0.00032954i,-0.0017059+7.0745e-05i,-0.00067089+0.00068338i,0.00059946+0.00072277i,0.00076684-0.00038421i,0.00027969-0.001013i,8.0454e-05-0.00011917i,0.00063757+0.00062443i,0.00052075+0.00043136i,0.00059384+0.00020732i,0.0013598-0.00036284i
-0.00030263+0.00048306i,-0.00010209+0.00059208i,0.00036526+0.00090961i,0.00015332+0.0020784i,0.00030496+0.0014835i,0.00045235-0.00018532i,-4.5186e-05-0.0003589i,-0.00067775-0.00022329i,-0.0013359-0.00010972i,-0.001905+0.00055128i,-0.0018186+0.000891i,-0.0010321+0.00012819i,-0.00016833+2.9743e-05i,0.00046701+0.0007258i,0.00073971+0.00083959i,0.00013303+3.9147e-05i,-8.0931e-05-0.000576i,-2.8958e-05-0.00033069i,0.00037854-0.00016043i,0.00040154-0.00034303i,-5.048e-05+0.00012032i,0.00035929+0.00032201i,0.00030529+4.3105e-05i
-0.0010697+0.00070294i,-0.0011911+0.001094i,-0.0012291+0.0016439i,-0.00095641+0.0010803i,-0.00070024+0.00056068i,0.00027612+0.0011692i,0.00026774+0.00071475i,-0.00011003+9.5976e-05i,-0.00022423-3.2963e-06i,-0.00054365+0.000319i,-0.0007191-6.9447e-05i,-0.0010904-0.00012165i,-0.00047651+0.00060052i,0.00022213+0.00054368i,4.8212e-05+6.579e-06i,4.4195e-05-0.00038316i,0.0001102-0.0002385i,-0.00020348-0.00030552i,-0.00069408+9.7043e-05i,-0.00035839+0.00046864i,0.00018559+0.00030117i,0.00065518+0.00045139i,0.00057951-0.00016368i
-0.0011562+0.002263i,-0.00032615+0.00059541i,0.0015099-4.6642e-05i,0.003382-0.00038133i,0.0044738-0.0014461i,0.0026796-0.0022605i,0.00096837-0.0011554i,0.00060376-8.2461e-05i,0.00071942-0.00011117i,0.00043328-0.00066095i,-0.00070799-0.00065561i,-0.0012628-0.00016401i,-0.00079176+4.2658e-05i,-0.0004332-0.00032525i,5.5598e-05-0.0012689i,0.00051731-0.00090415i,-8.7329e-05+0.00012223i,-0.00016851+0.00075487i,0.00041279+0.00089687i,-0.00014576+0.00019152i,-0.00025318+0.00013636i,0.00011134+0.00044992i,0.00014959+5.484e-05i
-0.0011421-0.0022024i,-0.0014346-0.0013913i,-0.0023507+0.00046653i,-0.001438+0.00015209i,-0.00011059-0.001402i,-0.0002654-0.00075371i,-0.00032769-0.00057574i,-0.0003761-0.0015788i,-0.00060961-0.0012236i,-0.00036643-0.00014371i,0.00020473-0.00010887i,0.00022829-0.00020472i,-0.00021132+0.00025285i,8.2382e-05+0.00051496i,0.00069942+0.00012604i,0.00052485-5.9612e-05i,0.00067817-0.00042247i,0.00049296-0.0011762i,-0.00025937-0.001166i,-0.00085404-0.00083843i,-0.00068858+1.8622e-05i,-5.3513e-07+0.00062822i,0.00033613+0.00059411i
0.0011478-2.2045e-05i,0.0019959+0.00042721i,0.0015524+0.0014524i,0.0018819+0.0014484i,0.0022192+0.0007136i,0.0013508+0.0003524i,0.0010543-7.2523e-05i,0.00081798-0.00056759i,-0.0003089-0.00034561i,-0.0011841+0.00033866i,-0.00077309+6.5357e-05i,-0.00046675-0.00068872i,-0.00046538-0.00035278i,-0.00028061+0.00066665i,7.1116e-05+0.0016132i,0.00069431+0.00088633i,0.00082663+0.00066927i,0.00019147+0.00069453i,-4.8052e-05-0.00021709i,0.0001961-0.00025014i,-0.00018869+8.005e-05i,-0.00039704+0.00020298i,-0.00017498+0.00044782i
-0.00060936-0.00049093i,-0.0016533-0.00097043i,-0.0018779-0.0011724i,-0.0021055-0.0015245i,-0.0022611-0.0011634i,-0.00053728-0.00034296i,0.00074192-0.00030736i,0.00040339-0.00055076i,-0.00062668+0.00017383i,-0.0013458+0.00062511i,-0.0014961+0.00033063i,-0.001288-0.00015507i,-0.00076394+0.00037512i,0.0002466+0.0013122i,0.00044279+0.00063623i,0.00045255-0.00064832i,2.1314e-05-0.00080557i,-0.00057762-0.0005821i,4.1146e-05-0.00034083i,0.00043366-0.00017393i,-0.00017102-0.00036559i,-0.00097758-0.00019325i,-0.0012824+0.00010677i
-0.0022611-0.0020396i,-0.0031523-0.0013906i,-0.0019924+0.00058505i,-0.0016473+0.0010803i,-0.001856+0.00023218i,-0.00076105+0.00092157i,0.00030967+0.0008126i,0.00012062-6.206e-05i,-0.00093283-0.00028702i,-0.001148+0.00043737i,-0.00029998+0.00053562i,-0.00011534+0.00049709i,-6.2693e-05+0.00053906i,5.2045e-05+0.00070295i,0.00054789+0.00043982i,0.00072187-0.00035141i,-0.00020168-0.00084319i,-0.00069443-0.00089893i,-0.00066507-0.00069177i,-0.00027596-0.00027733i,-0.0002757+0.00026126i,-0.00017606+0.00060091i,0.00066867+0.00065877i
0.002305-0.0021759i,0.0018052-0.0019861i,0.00091182-0.0027007i,-0.00048177-0.0024134i,-0.0016969-0.0023284i,-0.00085815-0.0019169i,0.00035677-0.00067361i,0.00056455+0.0003691i,-8.2297e-05+0.00046702i,-0.00072041+0.00062529i,-0.00054976+0.0011399i,-0.00049626+0.0010131i,0.00016833+0.00071237i,0.00084774+0.00050291i,0.00061205+0.00041951i,0.00031108+0.00036776i,0.00052667-0.0001082i,0.00074693-6.007e-05i,0.00029459+0.00040001i,-0.00032181+0.00038374i,-0.00013591+0.00029052i,-9.1231e-05+0.00025949i,-7.0802e-05+0.00050384i
-0.00053039+0.0020106i,-0.00048077+0.0017211i,-0.00018103+0.001709i,0.00082159+0.0017338i,0.0018362+0.001521i,0.001856+0.00044825i,0.0012413-0.00030163i,0.00071653-0.00097286i,0.00035989-0.001533i,0.00026061-0.00036028i,-0.00050942+0.0003703i,-0.00088063-0.00057275i,-0.00021498-0.00091582i,-0.00059283+1.3176e-05i,-0.001086+0.00061155i,-0.00045828+0.000311i,0.00032424-0.00027498i,0.00054633+0.00015044i,0.00047163+0.0010135i,0.00038875+0.00084071i,0.00076482+0.00013012i,0.00054815-7.6029e-05i,-0.00025007-0.00023085i
-0.0013329+0.0025907i,-0.0014115+0.0020348i,-0.00086902+0.0014595i,-8.9239e-05+0.00014315i,0.00097043-0.0011409i,0.0013992-0.001187i,0.0016275-0.00050635i,0.0011538-0.0013645i,0.00021879-0.0021507i,-0.00051679-0.0014839i,-0.00092451-0.001122i,-0.0015174-0.0013086i,-0.0017869-0.0012011i,-0.00094814+0.00025337i,-0.00029035+0.00069536i,0.00058001-4.8771e-05i,0.001231-0.00041898i,0.00036763-0.00053272i,-0.00010971-0.0008538i,-0.00018304-0.00081846i,-0.00016654-0.0005825i,8.385e-05-0.00043538i,4.6467e-05-0.0010199i
0.00088244+0.00028343i,0.00064423-0.00037809i,0.00069641-0.00055169i,0.00042977+4.0252e-05i,-0.00011878+8.5902e-05i,0.00022405-0.00057125i,0.0014655-0.00065795i,0.0012739-0.0010163i,-5.3399e-05-0.0017931i,-0.00069603-0.00081866i,-0.00060065-0.00033092i,2.9646e-05-0.0013278i,0.0004661-0.0013166i,0.00038162-0.00053103i,0.00072515-0.00022218i,0.0011164-0.00023798i,0.00035323-0.0004968i,-0.00031411-0.00058205i,-0.00029925+2.6923e-05i,7.066e-05+0.00084958i,0.00028102+0.0015242i,0.00018723+0.0014118i,-6.7811e-05+0.001234i
0.0022221-0.00058275i,0.00222-0.0016081i,0.0025622-0.0020683i,0.0028745-0.0018125i,0.0027855-0.0017934i,0.0017138-0.00092016i,0.00081444-0.00062397i,0.0005414-0.0014386i,-0.00043312-0.0016935i,-0.00056578-0.0011293i,-0.00019415-0.00039388i,-0.00078665+0.00032331i,-0.00098916+0.00071373i,0.00038616+0.0013029i,0.0012395+0.00094292i,0.001087-0.00032827i,0.00045965-0.00050132i,-0.00021763-0.0001733i,-0.00077625+0.0003111i,-0.00030578+0.0003153i,0.00024791-4.9904e-05i,2.4621e-05+2.9353e-05i,-6.0672e-05-4.3049e-08i
3.1551e-05+0.0020663i,0.00015538+0.0019307i,0.00036608+0.0019754i,0.00059693+0.00066945i,0.0016199-0.00062189i,0.0017398-0.00031036i,0.00043847+0.00046212i,-2.6295e-05+5.5922e-05i,-0.00036388-0.00033203i,-0.0006674-3.9299e-05i,-0.00022749-0.0003692i,-0.00033856-0.0008797i,-0.00042665-0.00037305i,0.0002201+0.00025576i,0.00092375+0.00055498i,0.00090439+0.00011857i,0.00061372+2.4047e-05i,0.00060068+0.00043236i,0.00053042-4.4914e-05i,0.00046409+0.00036477i,0.00028393+0.00056192i,-1.7587e-05+0.0005128i,-7.8924e-05+0.00093514i
-0.00066379+0.001537i,0.00034807+0.00052063i,0.0012006+0.001326i,0.0017678+0.0026575i,0.0018313+0.00099851i,0.0019619-0.0012143i,0.00148-0.00048378i,3.7522e-05+0.00015694i,-0.00076177+0.00035972i,-0.00048954+0.00043182i,-0.0003078-6.9994e-05i,-0.00058966-0.00026284i,-0.0011856-0.00017848i,-0.0013805-0.00073242i,-0.0012562-0.00085609i,-0.00049648-0.00058947i,-0.00029689-0.0007691i,-0.00071736-0.00081309i,-0.00045605-0.00083008i,0.00014385-0.00032168i,0.00075151+9.3746e-05i,0.00076476+0.00041072i,0.00041105+0.00093308i
-1.6865e-05-0.0017981i,-0.0008781-0.0015622i,-0.0015848-0.0010857i,-0.0016792-0.00053762i,-0.00011972-6.6302e-05i,0.0010102+0.00035845i,0.001375-8.857e-05i,0.0008163-0.0001736i,-0.00058433+0.00028801i,-0.0010125+0.00044256i,-0.00078896+0.00071748i,-7.7868e-05+0.0010863i,0.00095322+0.00071192i,0.0010555+0.00043777i,0.00067168+0.00066044i,0.00081732+0.00081907i,0.00068422+0.00078929i,0.00037092-1.2418e-05i,-0.00022428-0.00053286i,-0.00043324-0.00017572i,0.00052632+0.00015309i,0.00057798-3.9259e-08i,-3.1923e-05+0.00011846i
-0.00025388-0.001988i,-0.00031548-0.0019697i,-0.0014258-0.0010917i,-0.0011038+0.00011758i,-0.00027468+0.00043347i,0.00033711+0.000346i,0.0014203+0.00033922i,0.0015559-0.00013908i,0.0008326-0.0007671i,1.9401e-05-0.00070339i,-0.00058904+0.00058493i,-0.00015973+0.0010743i,0.00049036+0.00077904i,0.00061818+0.0004757i,0.00046021+0.00045784i,0.00036551+0.00084618i,9.7757e-05+0.00027536i,-0.00032053-0.00060671i,-0.00071349-0.00058821i,-0.00018246+0.0002013i,0.00028472+0.00076913i,0.00032266+0.0011127i,-0.00031481+0.00066891i
0.0034432-0.00011343i,0.0027228+6.8954e-06i,0.0017874-0.001245i,0.00065378-0.0019381i,-0.00026271-0.0017956i,-0.00032187-0.0012402i,-0.00010532-0.00076344i,-2.0629e-05-0.00076681i,-0.0011214-0.0010699i,-0.0021704-0.001285i,-0.0012916-0.00026994i,-0.00027012+0.00050943i,-0.00053513+0.00075972i,-0.00090306+0.0010136i,4.0552e-06+0.0010105i,0.00074136+0.00044301i,0.0005898-0.00039359i,-0.00016908-0.00044132i,-0.00041434+6.9474e-05i,-0.00064746+0.00033005i,-0.00085964-2.6455e-05i,-0.00039724-0.00023722i,0.00024913+0.00046627i
-0.0016389+0.00143i,-0.0013438+0.002324i,-0.00071708+0.0035867i,-0.00073609+0.0029276i,-0.00054836+0.00078176i,0.0011861-0.0011848i,0.0018635-0.001298i,0.00098452-0.00072002i,2.1635e-05-0.00049884i,-0.00098479-0.0001836i,-0.0012739+0.00010421i,-0.001248+0.00012131i,-0.00055916+0.00014356i,0.00037638+0.00010548i,0.00015197-8.1229e-05i,-0.00029363-0.00056591i,-0.00031802-0.00065338i,-0.00038365-0.00063581i,-0.00038399-0.00036064i,-0.00067806-0.00015822i,-0.0002758+8.8193e-05i,0.00063513+0.00086614i,0.00011666+0.00087688i
-0.0024581-0.0024444i,-0.0026725-0.0021671i,-0.0024589-0.0010287i,-0.0015151-0.00076032i,0.00055048-0.00041219i,0.0014602+0.00080505i,0.0013402+0.00079524i,0.00029567+3.1755e-05i,-0.0012374+2.683e-05i,-0.0021009+0.00034021i,-0.0016446+0.00073741i,-0.0011045+0.00040292i,-0.00070046+0.00012289i,-2.0742e-05+0.00024902i,5.9538e-05-0.00056851i,-7.4623e-06-0.00066251i,0.00070898+5.9409e-05i,0.00063182+0.00016538i,-0.00060529-0.00013563i,-0.0013711-0.00037756i,-0.00075949-0.00041539i,4.9164e-05-1.5045e-05i,-0.00021522+0.00033784i
0.0023716-0.00032718i,0.0023584-0.00079076i,0.00057452-1.0333e-05i,-0.0011907+0.0006869i,-0.00014866+0.00054205i,0.0013371-0.00070318i,0.0011959-0.0011149i,0.00033986+0.0004835i,0.00023373+0.00089737i,0.00065832+7.8262e-05i,0.00069922-0.00037895i,0.0009259-2.6556e-05i,0.00066358+0.0004857i,-0.00019779+0.00024428i,-0.00021728+0.00029001i,0.00073376+0.00093289i,0.0012802+0.00083171i,0.00067091-0.00027922i,-0.00068185-0.00071054i,-0.00073928-0.00038654i,-0.00016253-0.00060376i,0.00054723-0.00018743i,0.00041986+0.00011147i
-0.00079309+0.0032132i,0.00059865+0.0032614i,0.0028664+0.0022622i,0.0042141+0.00029398i,0.0036806-0.0011197i,0.0017994-0.0016652i,0.00040716-0.00062674i,0.000392+0.00068639i,0.00014867+0.00012412i,-0.00021654-0.00021413i,-0.0001818-4.8771e-05i,-0.00076991+0.00028844i,-0.0008947-7.966e-05i,-0.00047995-8.8404e-05i,-0.00048768+0.00036441i,3.6154e-05+0.00022865i,0.00068116-0.00024972i,0.00023844-0.00031086i,-7.1624e-05+0.00014525i,9.8133e-05+0.00022108i,-6.2479e-05-0.00023198i,0.0001027-0.00017085i,0.00038911+0.00063426i
-0.003243-0.0018059i,-0.0041269-0.0010332i,-0.0036158+6.5463e-05i,-0.0020718+0.0017273i,-0.00063402+0.0015982i,0.00020229+0.0004805i,0.00079769-0.00033669i,0.00095305-0.00092543i,8.4285e-05-0.0011099i,-0.0007811-0.0012508i,-0.00041099-0.0014033i,0.00033361-0.0017163i,0.00030332-0.0016627i,-3.511e-05-0.0007897i,0.00013125-0.0005318i,0.00073789-0.00041586i,0.0011948-0.0004353i,0.00089506-0.00026044i,0.00028975+0.00060176i,-0.00034111+0.00062946i,-0.00048532+0.00064658i,-0.00029571+0.00075455i,0.00018613+0.00065452i
-7.9397e-05-0.0015883i,-4.3713e-05-0.002104i,0.00016372-0.0017436i,0.00085081-0.00048245i,0.00070886-0.00065369i,0.001312-0.0013864i,0.0014258-0.002255i,0.00036949-0.0029248i,-0.0007112-0.0019889i,-0.0014179-0.00060061i,-0.0013991-8.2755e-05i,-0.00043199-0.0002047i,0.00055374+8.3295e-05i,0.00075104+0.00046103i,0.00014784+0.00064775i,-0.00030844+0.00050538i,-1.3149e-06-0.00028516i,0.00021699-0.00027564i,0.00022741+0.00040821i,0.00056028+0.00075771i,0.0008669+0.00063951i,0.00088834+0.00037323i,0.00076995+0.00041516i
0.0015069-0.00021605i,0.000596-5.0616e-05i,-7.3655e-05-0.0011217i,-0.00041377-0.0011534i,0.00019177-0.00023263i,0.00050802+0.00049196i,3.3627e-05+7.5817e-05i,-0.00073083-0.00093428i,-0.0012741-0.0011198i,-0.00092559-0.0002833i,-0.00087617-0.00012787i,-0.0012091-0.00017762i,-0.00077846+0.00088642i,-0.00031806+0.0019228i,5.5087e-05+0.0017739i,-1.1122e-05+0.00056851i,-0.00029792-0.00045903i,-0.00024589-0.00087871i,9.9532e-05-0.00058862i,0.00060617-1.2704e-05i,0.00033805+0.00053437i,-0.00027387+0.00013528i,-0.00030223-0.00065415i
-0.00023401-0.00036906i,-0.0010573-0.0004485i,-0.00045724-0.00097372i,-0.00039804-0.0014349i,-0.0012491-0.0010291i,-0.0013538-4.2263e-05i,-0.0007516+0.00099783i,-0.0009397+0.0012937i,-0.0010977+0.00047871i,-0.0011881+0.0001088i,-0.00072116+0.00043994i,0.00028987+0.0013432i,0.00066535+0.001886i,0.00046217+0.0012581i,0.00036923+0.00050121i,0.00027254+0.00033502i,-0.00055652+0.00013658i,-0.00080287-0.0004616i,-0.00043247-0.00042031i,-0.00056928+0.00056366i,-0.00064641+0.00074907i,-0.00032367+0.00011128i,-0.00034091-0.00021746i
-0.0030579-0.0026882i,-0.0034289-0.0015629i,-0.003699+0.00035822i,-0.0030103+0.0014793i,-0.0015562+0.0022629i,-0.00020025+0.0018337i,0.00097675+0.00081876i,0.0016875+0.00052928i,0.001298+0.0005763i,0.00083199+0.00019815i,0.00089161+8.8598e-05i,0.00024621+0.0012004i,0.0001389+0.00098201i,0.0004674-0.00065964i,0.00024866-0.0015782i,0.00039466-0.0014903i,0.00016829-0.00098222i,-0.00044156-0.00039452i,-0.0001023-5.065e-05i,0.00024671-0.00019268i,0.00012679+0.0004539i,-0.00014157+0.00070004i,-2.3816e-05-0.00013952i
0.0032343-0.0015743i,0.0018835-0.0022718i,0.00029784-0.0028541i,-0.0014582-0.0031627i,-0.0021333-0.0027212i,-0.0012106-0.00092965i,0.00040853+0.00060144i,0.0016112+0.00031059i,0.0011758-0.00044124i,0.0002322-0.00058215i,-0.00067855-0.00026982i,-0.00021475+5.0782e-05i,0.00086489+1.6511e-05i,0.0015625-3.0054e-05i,0.0022701+5.7929e-05i,0.0023177-0.00037419i,0.0017277-0.00038554i,0.0011157+0.00033726i,0.0010598-0.00027356i,0.00093368-0.00058448i,0.00033383+0.00019725i,0.00017746+0.00059245i,-0.00023019+0.0004589i
-0.0010767-0.00097388i,-0.0028363-0.0015354i,-0.0034765-0.0017473i,-0.001842-0.0013871i,-0.00014942-0.00073918i,0.00091633-0.00013948i,0.001264-0.00025194i,0.0011154-0.00093982i,0.00039398-0.0015874i,-0.00020324-0.001282i,-0.00090752-0.00060435i,-0.0009891-0.00053705i,-0.0007372-0.001291i,-0.00016417-0.0010826i,0.00038648-0.00067041i,0.00030939-0.00086387i,0.00026258-0.00099883i,-8.547e-06-0.00039749i,-0.00049719-8.6467e-05i,-0.00076719-0.00052397i,0.00015339+0.00031863i,0.00070885+0.0010911i,0.00079577+0.00079595i
-0.00091806+0.0016721i,-0.0012191+0.0017252i,-0.0018622+0.0026423i,-0.0011825+0.0025606i,0.00031385+0.00066476i,0.00070381-0.0012666i,0.00058697-0.0012741i,8.7044e-05-0.00097262i,-0.0013989-0.0012112i,-0.0020064-0.0006336i,-0.0010998-0.00010683i,-9.4606e-06-7.5148e-05i,6.1385e-05-1.8294e-05i,-0.00087004+9.1554e-05i,-0.00099826+0.00032473i,-0.00057788+0.00039879i,-0.00023127-0.00011092i,4.3048e-05-0.00040682i,0.00059755-0.00056718i,0.00097257-0.00037092i,0.0006088+0.0006089i,0.00050391+0.0016882i,0.00062197+0.0014232i
0.00066027-0.00017069i,0.0008505-0.0010148i,0.0017361-0.001774i,0.0016116-0.0018959i,0.00083679-0.0017857i,0.00046039-0.0011655i,0.00063782-0.00053208i,0.00025148-0.00033902i,-0.0012871+2.3924e-05i,-0.00089366+0.00060576i,-4.8063e-05+0.00073344i,-5.9222e-05+0.00080618i,-0.0001244+0.0014096i,-0.0010833+0.0016982i,-0.0019294+0.0020834i,-0.0011388+0.0015584i,-0.00010433+0.00074125i,-0.0001406+0.00066817i,-0.00015517+0.00056426i,0.00022138+1.4477e-06i,0.00020363-0.00064527i,0.00054972-0.00060403i,0.00057214+2.344e-05i
-0.00042007-0.0013197i,-0.00091114-0.0019714i,-0.00074595-0.0012494i,-0.00098672-0.00075209i,8.7482e-06-0.0010163i,0.00072733-0.00071459i,0.0010003-0.00022565i,0.00082449+0.0002072i,-9.9473e-05+0.00049033i,-0.00036034+0.0010297i,-0.00044939+0.0012409i,-0.0011678+0.0011146i,-0.0010028+0.0013243i,-0.00074803+0.0015167i,-0.00033474+0.0012153i,0.00030238+0.0010255i,0.00020713+0.00070137i,0.00058854-0.00018544i,0.00048163-0.00022326i,7.7194e-05-0.00018995i,-8.4849e-05+0.00014254i,7.2174e-05+0.0011382i,-0.00044423+0.0013494i
-0.00043278+0.00022742i,-0.00011771+0.0014381i,0.00037992+0.0021346i,0.0013142+0.0017468i,0.0024264+0.00067823i,0.0030927-0.00013262i,0.0016786-0.00013552i,0.00090017-0.00034148i,0.00095586-0.00015687i,0.00062072+0.0001375i,0.00058656+4.4903e-05i,0.0010017+0.00012411i,0.0012975-0.00021495i,0.00084065-0.00048008i,0.00060851-0.0011086i,0.00060545-0.001409i,0.00083621-0.00037506i,0.00070106+0.00016987i,0.00023796-0.00058297i,0.0006237-0.00075807i,0.00067643+7.9977e-05i,0.00082749+0.00048592i,0.00082617+0.00025632i
0.00071543+0.00011176i,0.0001815+0.00071076i,-2.9136e-05+0.00063147i,-2.6032e-05+0.00097396i,0.00077674+0.0008911i,0.00073373+0.00072175i,0.00047925+0.00018843i,0.00098378-0.00091799i,0.00055851-0.0017747i,-0.0004421-0.0019099i,-0.0012483-0.0017417i,-0.00087479-0.0014071i,-0.00014509-0.0010349i,0.00082749-0.0022382i,0.0012623-0.0029327i,0.00024874-0.0022862i,0.00025473-0.0012357i,0.00082827-0.00050123i,2.2393e-06-0.0010384i,-0.00059123-0.0012795i,0.00021947-0.00012099i,0.0005949+0.00065047i,0.000739-5.0555e-05i
-0.0021551+8.8184e-05i,-0.0013132-1.7764e-05i,0.0004187+0.00027564i,0.00031339-0.00030618i,0.00048131-0.00050597i,0.0015999-0.00034958i,0.0021443-0.00055391i,0.0013641-0.00079171i,-0.00053748-0.0011082i,-0.0023679-0.0012305i,-0.0021093-0.00039395i,-0.0013103-2.3874e-05i,-0.00068837-0.00096092i,0.00048417-0.00098187i,0.00022632+0.00023786i,-0.00043035+0.00064851i,-0.00068077+8.5868e-05i,-0.00031756-0.00043744i,0.00028606-0.00058457i,0.00014467-0.00056919i,-0.00032428-0.00013806i,0.00015225+0.00024565i,0.00088543+0.00060624i
-0.00026379-0.0017753i,-4.1773e-05-0.0015402i,-0.00097543-0.00024877i,-0.00046405+0.00061662i,0.00053604+0.00084627i,0.0017314+4.6092e-05i,0.0017599-9.4113e-05i,-1.7977e-05+0.00042959i,-0.0017091+0.00010702i,-0.0021479+0.00076771i,-0.0012042+0.0014217i,-0.00028338+0.0010694i,-0.00071403+0.00049908i,-0.00066859+0.0006402i,-0.00032324+0.0013113i,-0.00015325+0.00067436i,-6.5483e-05+0.00042797i,2.6041e-05+0.0011671i,-0.0003955+0.0011033i,-0.00078935+0.0012213i,-0.0011249+0.00142i,-0.001275+0.00089067i,-0.00077769+0.00071415i
0.0022019+0.0014573i,0.0021755+0.0021784i,0.0020462+0.0011336i,0.0012101+0.00022465i,-0.00016082-0.00033892i,-0.00020229-0.00022476i,0.00042897+0.00078982i,-0.00030724+0.00087432i,-0.0012255+0.0011126i,-0.001157+0.0010359i,-2.6596e-05+0.0013762i,0.00018323+0.0022148i,-0.00075611+0.0026008i,-0.00099519+0.0031111i,-0.00020537+0.0028835i,0.00065872+0.0015005i,-1.2904e-05+0.00015309i,-0.00077553+0.00055129i,-0.00049834+0.00085978i,-0.00015444+0.00027595i,-0.00033681+5.6869e-05i,-0.0003025+0.00030983i,-4.3305e-05+0.00028983i
-0.0031562-0.00031602i,-0.0039554-2.5893e-05i,-0.0046121-8.6842e-05i,-0.0030822-0.00030804i,-0.0011139+0.00037916i,5.9216e-05+0.00080075i,0.00071259+0.00093321i,0.0009086+0.00066394i,0.0010139+7.3817e-05i,0.00085976-0.0002779i,0.0001168-0.00015564i,-1.1464e-05+0.00048321i,0.0002597+0.0007345i,4.1693e-05+0.00091981i,-0.00064803+0.00074444i,-0.00060962-6.1884e-06i,-0.00026354-0.00028139i,0.00031879-0.00037979i,0.00050204-0.00019715i,0.00048586+9.4543e-05i,0.00083902+0.0002003i,0.0002931+0.00031963i,-0.00079672+0.00065108i
