0.0016597+0.0029531i,0.00032037+0.0017275i,-0.0017185-1.1922e-05i,-0.0021126-0.00019318i,-0.0024432-0.00016205i,-0.0033762+0.001553i,-0.0022707+0.0026704i,0.00010994+0.002201i,0.0010515+0.0011111i,0.0004761-0.00033326i,-0.00032764-0.00017846i,-0.0009197+0.00070705i,-0.0011222+0.0014216i,-0.001032+0.001331i,-0.0010134+0.00053095i,-0.0013048+0.00048105i,-0.0015648+0.0004721i,-0.00063604+0.00089565i,0.00060329+0.00093378i,0.00053481+0.0004086i,0.00010146-0.00027664i,0.00021587-0.00079844i,-0.00037279-0.0010951i
-0.0030581+0.00068845i,-0.0046576-0.00060473i,-0.003977+7.6687e-05i,-0.002284+0.0012806i,-0.00062863+0.0011162i,0.00093048+0.00074297i,0.0016004+8.9963e-05i,0.00082505-0.00049625i,-0.00018746-0.0004776i,0.00014303-0.00037497i,0.0010371-0.00057024i,0.0008792-0.00070724i,-6.0595e-05-0.00065178i,-0.00062169-0.00025161i,-1.2244e-05+0.00046966i,-3.9337e-05+0.00019161i,-0.00017947-6.0213e-05i,0.00027385-0.00010967i,0.00017199-0.00070787i,0.00019824-0.00088667i,-0.00028324-0.00091561i,-0.0011287-0.00069884i,-0.0012951+0.00024635i
-0.0024126+0.0008196i,-0.0041257+0.00046862i,-0.0046739+0.001366i,-0.0032078+0.00072073i,-0.00047559-0.00077562i,5.5351e-05-0.0011562i,-0.00015232-0.0010005i,0.00056449-0.0010916i,0.00027701-0.001473i,-0.00011605-0.0017818i,-0.00047417-0.0015447i,-0.0010281-0.0015755i,-0.00064375-0.0020878i,-0.00026032-0.0023457i,-0.00052887-0.0028024i,-0.0010069-0.0031273i,-0.0010222-0.0018079i,-0.0010741-0.00030486i,-0.00054211-0.00061229i,-0.00010896-0.00075002i,-0.00093752-0.0001306i,-0.0012568+0.00030323i,-0.00086912+0.0006685i
-0.0020529+0.0026189i,-0.0039385+0.0020002i,-0.0052437+0.00030518i,-0.0030429-0.00016023i,-0.00024822+0.00016065i,-0.00033519+0.00029287i,-0.00097094+0.00010973i,-0.00078896+7.4352e-07i,-0.00035623-0.00030369i,-0.0010191-0.00061168i,-0.0023161-0.00049237i,-0.0019441+0.00011706i,-0.00066112+0.000448i,-0.00045061+0.00055028i,-0.00045389-0.00065083i,-0.0017493-0.0020186i,-0.0025163-0.0019522i,-0.0020601-0.0012016i,-0.0011841-0.0002995i,-0.00014756+0.00032666i,-0.00018401+0.00067701i,0.0001389+0.00086504i,0.00030809+0.00071207i
-0.0026645+0.0024859i,-0.0043441+0.0020127i,-0.0050969+0.0010106i,-0.0037746+0.0012086i,-0.0013926+0.00056067i,-0.00012256-0.00050101i,-0.00052609-0.0012541i,-0.00056466-0.0013372i,-0.00070484-0.00033095i,-0.00073706-0.00016694i,-0.00035272-0.00044245i,0.00020443-0.00072381i,0.00068651-0.00053398i,0.00024079+0.00035902i,-0.00063682+0.00023896i,-0.00064806-0.0010144i,-0.00053439-0.0014272i,-3.9989e-05-0.00019043i,0.00045619-1.6123e-06i,-0.00015128-6.1492e-05i,-0.00074391+0.00057367i,-0.00048264+0.00052105i,-6.2437e-05+0.0001396i
-0.0052996+0.0033628i,-0.0056357+0.0021524i,-0.0050578+0.002247i,-0.0021501+0.0024473i,0.0004346+0.0012076i,0.00054077-0.00046051i,0.00079554-0.0015843i,0.0010345-0.0013158i,0.00040996-0.00027181i,-0.00012111+0.00012888i,0.00029156+2.7554e-05i,0.00031012+0.00013183i,0.00057253-9.6262e-05i,0.00060208-0.000745i,-0.00030081-0.0014832i,-0.00043218-0.0014438i,-0.00049537-0.00094582i,-0.00056987-0.0011091i,-0.00050333-0.00057054i,-0.00061088-0.00071954i,-0.00074946-0.00086365i,-0.00095921-0.00030579i,-0.0010331+1.7153e-05i
-0.0041875+0.0024354i,-0.0046576+0.0029043i,-0.0049158+0.0032179i,-0.0033711+0.0027637i,-0.00075289+0.001595i,-0.0004611-0.00049428i,-0.0010574-0.0012779i,-0.00068482-0.00065268i,-0.00060574-0.0004111i,-0.00054054-0.00073088i,-0.00030702-0.00071486i,-0.00056114-0.00050865i,-0.0011154-0.001039i,-0.00093359-0.00095872i,-0.00048172-0.001131i,-0.00026853-0.0022138i,0.00011584-0.0021541i,-3.5618e-05-0.00051982i,-0.00063976+0.00018117i,-0.0012196+0.00051999i,-0.0013311+0.00036951i,-0.00095234+0.00037549i,-0.0005371+0.00062802i
-0.0014089+0.0040367i,-0.003422+0.0022968i,-0.0045454+0.00037165i,-0.0033614+0.00034823i,-0.001649+0.00087034i,-0.00084785+0.00091371i,-0.00056041-0.00015245i,-0.00056812-0.0011957i,-0.0012305-0.0015062i,-0.0013277-0.0012688i,-0.00080005-0.0010703i,-0.00079211-0.00080475i,-0.00078043+0.00015657i,-0.0001865+0.00080896i,-0.00020439+0.00055132i,-0.0011176-6.2499e-05i,-0.00054916-0.00023735i,0.00029929-8.8592e-05i,9.1143e-05+0.00045933i,-0.00025288+0.00072525i,-0.00071288+0.00069026i,-0.00083604+0.00025745i,0.00021181-8.6223e-05i
-0.0013652+0.0040738i,-0.0017848+0.0030936i,-0.001791+0.0019191i,-0.0012047+0.0016639i,-0.0004374+0.00050289i,-3.3417e-05-0.00097066i,-0.00045263-0.0014604i,-0.00099326-0.00097413i,-0.0012561-9.1144e-07i,-0.00066296+0.00032868i,0.00031401+0.00036864i,0.00059676+3.8199e-05i,0.00013584-0.00024425i,-0.00034729-0.00017728i,-0.0010744-0.00015528i,-0.00121-0.00032262i,-0.0011273-0.00058835i,-0.0011202+0.00016355i,-0.0010084+0.0013555i,-0.0010721+0.0010968i,-0.000691+0.00058133i,-0.00046095+0.00016916i,-0.00051293+0.00040605i
-0.0033442+0.0027192i,-0.005063+0.002616i,-0.0052131+0.0029474i,-0.0029197+0.0026817i,3.1897e-05+0.0016504i,0.00063067+0.0002934i,2.8608e-05+0.00024549i,-0.00034558+0.0012805i,0.00049821+0.0013342i,0.0010258+0.00056845i,0.00060797-0.00055783i,-0.00029323-0.001171i,-0.0017846-0.00082221i,-0.0028178-0.00028024i,-0.0024718-0.00084335i,-0.0018543-0.0012737i,-0.0020375-0.00038435i,-0.0014682+5.1852e-05i,-0.00029883+1.8773e-05i,-0.00039112+0.00065858i,-0.0017455+0.0012502i,-0.002476+0.00060241i,-0.001252-0.00019772i
-0.0034292+0.00053463i,-0.0053419+0.00036283i,-0.0063945-9.0153e-07i,-0.0049188+0.00050731i,-0.0018845+0.001127i,-0.00024301+0.00060351i,0.00061017-7.4603e-05i,0.00063591-0.00098888i,-6.5556e-05-0.0016547i,0.00016542-0.0010076i,0.00042145-0.00072836i,0.00011769-0.00042553i,1.6865e-05-0.00067394i,0.00018329-0.0011913i,-0.00011452-0.00047036i,-0.00099947-0.00033143i,-0.0016448+0.0002114i,-0.0015405+0.00084566i,-0.00089444+0.00093701i,-0.0011616+0.00084198i,-0.0014893-0.00041603i,-0.0004277-0.00013518i,4.8905e-05+0.00065916i
-0.0011038+0.0017775i,-0.0025331+0.0012793i,-0.0031478-0.00016022i,-0.00248+0.00040892i,-0.00078944+0.00043954i,0.00053842-0.00055448i,0.00075809-0.0016356i,0.0010208-0.0020832i,-5.9041e-05-0.0018728i,-0.0016992-0.0015431i,-0.0016198-0.00093733i,-0.00016252+6.565e-05i,0.00014668+0.00071736i,-0.0010021+0.00055157i,-0.0021667+6.5646e-05i,-0.0026737-0.00063804i,-0.0019172-0.00063877i,-0.00081119+0.00068911i,-0.00078376+0.0010655i,-0.00085717+0.00018151i,-0.00081646+3.6664e-05i,-0.0012004+0.00019744i,-0.0017064+0.00041204i
-0.002973+0.0034514i,-0.0043113+0.0025751i,-0.0047533+0.0019726i,-0.0032048+0.0017224i,-0.0014665+0.00089564i,-0.00078844-0.0011782i,-0.0011537-0.0029109i,-0.0011113-0.0020412i,-0.00043464-0.00045376i,-0.00027589-0.00011467i,0.00016773-0.00022123i,0.00074731-0.00054628i,0.00045411-0.00023935i,-0.00013217+6.5843e-05i,-0.0003412-0.00044018i,-0.00099711-0.00067093i,-0.0016333-0.00029441i,-0.0017773-0.00036604i,-0.0011906-0.00033143i,-0.00073039-4.0484e-05i,-0.0010014+6.7393e-05i,-0.0011499-0.00011998i,-0.00058749-0.00038714i
-0.0026707+0.0037155i,-0.00355+0.0029491i,-0.0027505+0.0014165i,-0.0010365+0.00064714i,0.00109+0.00063787i,0.0010101+0.0010825i,-0.00031162+0.00070853i,-4.6378e-05+3.3628e-05i,0.00033925-0.00011958i,0.00030383-0.00024101i,0.00052065-0.00077326i,-0.00029407-0.00063007i,-0.0012918+9.3808e-05i,-0.00067937+0.0005242i,-0.0013059+0.00029989i,-0.0021782-0.00012636i,-0.0016962-0.0004768i,-0.00083928-0.00046491i,-0.00045988-0.00077213i,-0.00032677-0.00028559i,-9.4261e-05+0.00016025i,-0.00084571-0.00038656i,-0.0014747-0.0008533i
-0.0026984+0.0033488i,-0.0027075+0.0015381i,-0.0022866+0.00064254i,-0.0014791+0.0001639i,-0.00063615-2.67e-05i,-0.00016688-0.00084419i,7.8187e-06-0.00091375i,0.00045157-0.00032195i,0.00048054-0.00059741i,0.0003057-0.0012945i,-0.00064222-0.0013048i,-0.0011248-0.00077975i,-0.0010281-4.0205e-05i,-0.0011222-0.00036383i,-0.0010708-0.00095237i,-0.0012439-0.00073786i,-0.0012315-0.00089113i,-0.00078746-0.00047076i,-0.00066405+0.00032918i,-0.00036767+0.00043603i,-0.00025209+0.0002188i,-0.00047768+0.00022532i,-0.00057406-0.00041267i
-0.0018039+0.0025242i,-0.0028699+0.001377i,-0.0031327-0.00011235i,-0.0020305-0.00079178i,-0.00041943-0.00042656i,0.00054493-0.00023801i,0.00072101-0.00076898i,-0.00012789-0.0010877i,-0.0015246-0.00080704i,-0.0014998-0.00063342i,-0.00053706-0.00012922i,0.00010024-0.00021876i,0.00070448-0.00030065i,0.000479+0.00087719i,-0.00062712+0.0013153i,-0.001366+0.00050332i,-0.0012322-6.4738e-05i,6.7497e-05+0.00016606i,0.00017995+0.00039294i,-8.068e-05+0.00034067i,0.00058802+0.00012709i,0.00055379-0.00049294i,0.00061347-0.00040351i
-0.0030199+0.0050056i,-0.0037324+0.0046492i,-0.0030879+0.0027175i,-0.0013838+0.0016578i,-0.0001955+0.00077166i,-1.0009e-05-0.0013216i,-0.00040092-0.0016515i,-0.0012672-0.0017168i,-0.0011408-0.0011852i,-0.00062624-6.746e-05i,-0.00040199+0.00015001i,-0.00020636+8.8311e-05i,-7.8666e-05-0.00019666i,-0.00035343-0.00063068i,-0.00089385-1.939e-05i,-0.0010622+0.00066182i,-0.0013564+0.00090163i,-0.0014388+0.00042211i,-0.00093854+4.3976e-05i,-0.00012913-7.1682e-05i,0.00033155+0.00026245i,0.00051091+0.00041122i,0.00028606+0.00011598i
-0.0037509+0.0036995i,-0.0055036+0.002946i,-0.0051227+0.0015676i,-0.0028842+0.0010788i,-0.00050479+0.00039418i,-0.00019078-0.00049718i,-0.00045855-0.00075314i,-0.00033766-0.00095022i,-0.0012358-0.00061064i,-0.0010382-0.00048453i,-0.00027193-0.00024221i,-0.001091+0.00053756i,-0.0018135+0.00091471i,-0.0014042+0.00084792i,-0.00078107+0.001185i,-0.00085881+0.0013231i,-0.0013764+0.00022263i,-0.0017948-0.00053072i,-0.00093935+0.00025168i,0.0005077+0.00096161i,0.00043759+0.001006i,-0.00027067+0.0010262i,-0.00053967+0.00044826i
-0.0036357+0.0034057i,-0.0058388+0.0017796i,-0.0059915+0.00080368i,-0.0034943+0.00083609i,-0.0013697+0.00032338i,-0.00037123-0.00021481i,0.0005015-0.00030997i,0.00087526-0.00093449i,0.00066926-0.0019497i,-1.9495e-05-0.0024983i,-0.00060226-0.0014037i,-0.00025257-0.0004454i,-0.0001432-0.00065663i,-0.00042376-0.00041926i,-0.00054956-0.00014758i,-0.0014326-0.00026416i,-0.0019265+2.0044e-05i,-0.0010054+0.00049704i,0.00035709+0.0014894i,0.00072728+0.0017579i,0.0002798+0.00094566i,-0.00034878+0.00071052i,-0.00023918+0.00091525i
-0.0044735+0.00015364i,-0.0060198+7.5445e-05i,-0.006581-0.00017755i,-0.0041996+0.00059739i,-0.0013794+0.00083201i,0.00051974+0.00032219i,0.0011731-0.00065069i,0.00079916-0.0010067i,-0.00015242-0.00034339i,-0.00094614+0.00013624i,-0.0003884+4.5069e-05i,0.00017967-0.00039111i,0.00035134-0.00095031i,0.00053264-0.00092619i,0.00043892-0.00019715i,-0.00056299+0.00024683i,-0.00016318+0.00058557i,0.00036123+0.00047391i,-0.00019478+4.7233e-05i,0.00015516+0.00033227i,-0.00025968+0.0010247i,-0.0016233+0.00089106i,-0.0012654+0.0004968i
-0.0035003+0.0015205i,-0.005117+0.0015078i,-0.0055791+0.002005i,-0.0037769+0.0023296i,-0.00063824+0.0011633i,0.0016116-0.00036907i,0.0016821-0.0015386i,0.00063346-0.0011901i,-0.00083968+0.00015783i,-0.0011682+0.00083641i,-2.4848e-05+0.00042084i,0.0006094-0.00074712i,0.00050489-0.0013828i,0.0010362-0.00058864i,0.001085+0.00056887i,-0.00025686+0.0014321i,-0.0012395+0.0017024i,-0.00075558+0.0010209i,0.00020875+0.00068701i,0.00037086+0.00086304i,-0.00088058+0.0005136i,-0.0017742+0.00054742i,-0.0013131+0.00038631i
-0.0024262+0.0018406i,-0.0051738+0.00046444i,-0.0063459-0.0005981i,-0.0050457+0.00024967i,-0.0023832+0.0010236i,-0.00063509-0.00049774i,6.5147e-05-0.0013558i,0.00056598-0.0011009i,0.0010397-0.00060775i,0.0005621+5.5505e-05i,-1.2684e-05-4.4401e-05i,-0.00025444+0.00012362i,-0.00046077-2.8897e-05i,5.3077e-05+0.00045672i,0.00023749+0.0017068i,-0.00022427+0.0020152i,-0.00053576+0.0017902i,-0.00052563+0.0015733i,-6.8987e-05+0.0010093i,0.00019057+0.00029888i,-0.00048292-0.00038476i,-0.0009625-0.00073845i,-0.00057523-0.00060802i
-0.0013769+0.0031856i,-0.0026062+0.00054477i,-0.0035206-0.0010146i,-0.0025052-0.001177i,-0.0014247-0.0001513i,-0.0015185+0.00041322i,-0.0014071+6.6104e-05i,-0.00092654-0.00031296i,-0.00084871-0.00029562i,-0.0010495-0.00052598i,-0.00040542-0.00080306i,8.4787e-05+0.00011287i,0.00013114+0.00046522i,0.00024823+0.00061626i,6.9593e-05+0.0011679i,-0.00031929+0.0017442i,0.00039573+0.0024961i,0.00093835+0.0023918i,0.00095195+0.0016732i,0.00086898+0.00015794i,0.00063051-0.00066687i,0.00042408-0.00029103i,0.00023517+0.00055233i
-0.00053569+0.0016809i,-0.0021371+0.0010782i,-0.0031744+9.0912e-05i,-0.0023372-0.00026009i,-0.0010721+0.00041419i,-0.0002801+0.0009343i,0.00027309-0.00018983i,0.00031367-0.00032491i,-0.00080863-0.0003957i,-0.0013001-0.0003028i,-0.0013227+0.00040729i,-0.00086216+0.00046871i,-0.000532+0.00061044i,-0.00062677+0.0012888i,-0.00021904+0.002323i,-0.00046309+0.0025494i,-0.00055553+0.0024404i,0.00048647+0.0022306i,0.001615+0.0015634i,0.0021497+0.00057943i,0.0021075-0.0003418i,0.00092098-0.00076911i,0.00032423-0.00086645i
-0.0019567+0.0027378i,-0.0037808+0.0013214i,-0.0036341-0.00015419i,-0.0033328-0.0002833i,-0.0028397-0.00059948i,-0.0016-0.0015113i,-0.00018113-0.0016305i,0.00056574-0.0010548i,0.00015373-0.00038809i,-0.00067037-0.00084763i,-0.0010536-0.0011469i,-0.0013933+0.00043612i,-0.0013222+0.0018981i,-0.00062592+0.0023977i,-0.00053839+0.002571i,-0.0012203+0.0025157i,-0.0017392+0.002191i,-0.00098105+0.0011286i,0.00036285+0.00067326i,0.00099276+0.0006628i,0.00038962+0.00051496i,0.00011401-0.00017132i,-0.00023341-0.00053825i
-0.0043086+0.0035763i,-0.0057457+0.0025483i,-0.0060105+0.00099047i,-0.0035867+0.00070135i,-0.0011317+1.1127e-05i,-0.00038814-0.0011122i,-0.0008744-0.0017607i,-0.0016751-0.0013491i,-0.00092331-0.00063494i,0.00059212-0.0012756i,-0.00026849-0.0017474i,-0.0020191-0.001398i,-0.0018069-0.0011055i,-0.00016428-0.00078272i,0.00033858+0.00089688i,-0.00064167+0.0017397i,-0.0012692+0.00050341i,-0.0013007+2.6341e-05i,-0.00072394+0.00077725i,1.529e-05+0.0011972i,0.0011672+0.00155i,0.0017307+0.00094194i,0.00097626+0.00020546i
-0.0026559+0.002339i,-0.002803+0.0016848i,-0.0022504+0.0012002i,-0.0014554+0.0014009i,-0.00061401+0.00092388i,-0.00046074-3.0232e-05i,-0.00067207-0.00041017i,-0.00027829-0.00069497i,-0.00014851-0.00092803i,-0.00050555-0.00024882i,-0.00065092+1.8671e-05i,-0.0010964-0.00053551i,-0.00076943-0.00064215i,0.00010034-0.00027283i,0.00010159-0.0006449i,0.00084616-0.00035117i,0.00076585+0.00072334i,-0.0001191+0.0012797i,0.00045197+0.0014496i,0.0013219+0.00025875i,0.0012088-0.00047538i,0.00058242-0.00044282i,0.0006162+0.00027879i
-0.0017501+0.0011844i,-0.0028859+0.00090315i,-0.0045069+0.00060428i,-0.0031935+0.00020165i,-0.0012344+0.00010755i,-0.0012756+0.00034081i,-0.00097484-0.00030711i,-0.00051428-0.00029346i,-0.0007512+0.0002095i,-0.001172+6.1448e-05i,-0.00091301-6.9246e-05i,-0.00081993-4.8924e-06i,-0.0013311+7.8434e-05i,-0.0011629+0.00078838i,-0.00030848+0.0016496i,0.00067368+0.0018594i,0.00058447+0.00074551i,0.00037768-0.00059697i,0.00084314-0.0012781i,0.0011491-0.0010511i,0.0010534+6.1381e-05i,0.00044396+0.00071027i,-8.2212e-06+0.00029301i
-0.0046848+0.00022928i,-0.0064694-0.00071536i,-0.0066749-0.00098871i,-0.0052171-0.00048782i,-0.0037017+0.00047606i,-0.0017292+0.00080623i,0.00031187-1.1249e-05i,0.00091863-0.0007466i,0.00030324-0.00039474i,-0.00069457+0.00047101i,-0.00090767+0.00013359i,-0.00028414-0.00026194i,0.00012608-0.00019861i,0.00076474+0.00076255i,0.0013685+0.0015372i,0.00088123+0.0021235i,0.00077251+0.0018496i,0.00074347+0.00089666i,3.4764e-06+0.00039745i,-0.00060626-0.00043031i,-0.0003943-0.00036602i,0.00056128+0.00037849i,0.00088843+0.00028914i
-0.0036024+0.0029428i,-0.0057495+0.0018903i,-0.0058418+0.00054541i,-0.0037198-0.0001315i,-0.0011445-0.00026784i,-9.23e-05-0.00023148i,-0.00042978-0.001576i,0.00012825-0.0020491i,0.0011192-0.0010119i,0.00080409-0.00034079i,-0.00020192-0.00088542i,-0.0004396-0.00063776i,8.1788e-05+0.00033377i,0.00089305+0.00099625i,0.0013331+0.0015907i,0.001446+0.0019815i,0.0013237+0.0020154i,0.0012717+0.0013138i,0.0010725+0.00086184i,0.0010132+0.00037399i,0.00061186+0.00014896i,9.351e-05+0.00011958i,-2.2332e-05-0.0001974i
-0.0022909+0.0035126i,-0.0031284+0.0018187i,-0.003709+0.001545i,-0.0016804+0.0011673i,0.00098223-0.00053015i,0.0012539-0.0021402i,0.00018916-0.0025906i,-0.00063237-0.0021877i,-0.0010799-0.0010403i,-0.0012714-0.00011785i,-0.00090918-0.00028297i,-0.00040254-0.00049103i,-0.00036786-0.00034006i,0.00057702+0.00027279i,0.0021972+0.0011742i,0.0024329+0.0015205i,0.0018562+0.0013915i,0.0021781+0.00086852i,0.0019392+0.0001062i,0.00081297-0.00014625i,0.00022596+0.0001077i,0.00026526+0.00042243i,5.5511e-05+0.00065462i
-0.0018617+0.0029076i,-0.0048371+0.0010572i,-0.0065666-3.5315e-05i,-0.0056491+0.00042897i,-0.0032135+0.0010584i,-0.00099539+0.00015515i,-3.657e-05+7.8148e-05i,-0.0012075+0.0010954i,-0.0020262+0.0016163i,-0.0016105+0.00086769i,-0.00055009-5.7779e-05i,-0.00066061-0.0003499i,-0.0016864-0.00013301i,-0.001198+0.00087567i,-5.6624e-05+0.0015905i,0.0001039+0.0017836i,0.0010657+0.0015902i,0.00087705+0.00085289i,6.6656e-05+3.7914e-05i,0.00021582-0.00038933i,0.00010537-0.00090548i,-0.00031844-0.00084094i,-0.00057809+0.00041897i
-0.0032788+0.00048916i,-0.0056704-0.0011333i,-0.0063674-0.0025095i,-0.0047311-0.0015251i,-0.0021683+0.00037204i,-0.00038389+0.0019556i,0.00028546+0.0011471i,-0.00012786+0.00021201i,-0.00042918+0.00041372i,-7.9924e-05+0.00023747i,-0.00028898+0.00028292i,-0.00083699+0.00064341i,-0.0011024+0.00080212i,-0.00078735+0.0021131i,0.00044136+0.0033188i,0.00082631+0.0027214i,0.00044123+0.0021462i,0.00030087+0.0020612i,0.00035799+0.0015746i,0.00054032+0.00090928i,0.00044383-7.2687e-06i,-0.00045327-0.00055864i,-0.00058019-0.00036121i
-0.0012153+0.0012118i,-0.0032305-0.00055748i,-0.0035667-0.0010336i,-0.0020403-0.00054583i,-0.0007577+0.00011684i,0.00046881+0.00076849i,0.0006602+0.00034917i,0.00050579-0.00062369i,-0.00012777-0.0010565i,-0.00093697-0.0013975i,-0.00045408-0.00022301i,-0.00024227+0.00029058i,-0.00049512+6.2502e-05i,-0.00013531+0.00048954i,0.00020117+0.00082061i,0.00063201+0.00083553i,0.00039051+0.0010266i,-0.00031262+0.001444i,-0.00028235+0.0015049i,-0.00027435+0.00037899i,9.4921e-05-0.00063147i,0.00038213-0.00032519i,-0.00028517-0.00078841i
-0.0062905+0.0022753i,-0.0068436+0.0023571i,-0.0072705+0.0023883i,-0.0058662+0.0019026i,-0.0030683+0.00033135i,-0.0016967-0.0015489i,-0.0013241-0.0026509i,-0.0009748-0.0022486i,-0.0010828-0.0019233i,-0.0013267-0.0013051i,-0.0010347-0.0008936i,-2.7332e-05-0.00066411i,0.00052343-0.0012605i,0.0010918-0.0021028i,0.0022389-0.0022695i,0.0026274-0.0013388i,0.0017213-0.00039999i,0.00052065-0.00068282i,-1.8663e-05-0.0015154i,0.0004894-0.0013179i,0.00086576-0.00066525i,0.00011979-0.00038735i,-0.00012743-0.00024534i
-0.0034373+0.0036676i,-0.0055375+0.0033498i,-0.0066281+0.0013974i,-0.0048427+0.00041965i,-0.0031176+0.00040844i,-0.0025415-6.9068e-05i,-0.0013479-0.0002728i,-0.00064892+0.00047997i,-0.0013901+0.00082852i,-0.0019139+0.00039812i,-0.0022436-0.00023015i,-0.0022658-9.8492e-05i,-0.0014926+0.00030591i,-0.00017985+0.00015277i,0.00088486-0.0003387i,0.001301-0.00066054i,0.0010268-0.0011662i,0.00058218-0.0017339i,0.00042491-0.0015032i,0.00060877-0.00085584i,0.0007181+3.4749e-05i,0.00065848-5.2722e-05i,0.00042683-0.0010422i
-0.0026435+0.0036289i,-0.003979+0.001895i,-0.0045047-0.00018063i,-0.0027865-0.00065722i,0.00030138-9.229e-06i,0.0013922-0.0005642i,0.00050629-0.00060507i,-0.00091587+0.00031098i,-0.00060983+0.00093273i,0.00018369+0.00014082i,6.0162e-05-0.00072822i,-5.8626e-05-0.00012936i,0.00043935+0.00049857i,0.0014585-0.00010167i,0.0019307-0.00016109i,0.0023941+0.00012604i,0.0023587-0.00053794i,0.00083933-0.00084371i,-0.00042314-0.0011789i,-1.3025e-07-0.0014616i,0.0010385-0.001171i,0.00088152-0.001077i,0.0005773-0.00089501i
-0.0018208+0.0010535i,-0.0045091-0.0012687i,-0.0056672-0.0017739i,-0.0043091-0.00027236i,-0.0010678+0.00045304i,0.0018762-0.0004965i,0.0032872-0.0018982i,0.00206-0.0016902i,-0.0004074-0.0013524i,-0.00093993-0.00098297i,-0.00050745-0.00043026i,-4.8845e-05-0.00043475i,-0.00018453-5.3485e-05i,0.00095611+0.00054642i,0.0032231+0.0008983i,0.0042062+0.00020427i,0.0033734-0.0013277i,0.0020519-0.0018531i,0.0017388-0.0015319i,0.0011726-0.0014603i,0.00021363-0.002437i,-0.00049617-0.0022905i,-0.001112-0.00025077i
-0.0063906+0.0023956i,-0.0075901+0.0021723i,-0.0084142+0.0023161i,-0.0061862+0.0038445i,-0.0036813+0.0033066i,-0.0024542+0.00072305i,-0.00091335-0.0017567i,-8.6371e-05-0.0025634i,-0.00045807-0.0024134i,-0.00091483-0.0021428i,-0.00089901-0.0021075i,-0.000628-0.0017802i,-7.3807e-05-0.0006466i,0.0017083+0.00012765i,0.0035157+0.00013288i,0.0037834+0.00052364i,0.0030393+0.00020275i,0.0020336-0.00098197i,0.00075294-0.001392i,0.00034518-0.00082078i,-7.0506e-05-0.00051942i,-0.00063982-0.00043858i,-0.00060137+5.75e-05i
-0.0056867+0.0035933i,-0.0064593+0.0025128i,-0.0055671+0.0021277i,-0.0023165+0.00207i,0.00010992+0.0016248i,0.00050489+0.0004228i,-0.00033887-0.00014438i,-0.0010499-0.00017446i,-0.001162-0.0010892i,-0.0012129-0.0014251i,-0.00037908-0.0011808i,1.4872e-05-0.0017423i,0.00055644-0.0010582i,0.0013363-0.00058884i,0.0021915-0.00070125i,0.0023867-0.00033555i,0.0025822+0.00045003i,0.0018051+0.0007035i,0.00099765+0.00055134i,0.00091896+0.00046483i,0.00058333-0.00020693i,0.00017645-0.00011721i,-0.00036603+0.00019389i
-0.0056674+0.0046065i,-0.0059427+0.0033914i,-0.0052538+0.001871i,-0.0033774+0.00059809i,-0.00099824-0.0016072i,0.000201-0.002959i,-0.0002368-0.002537i,-0.00095094-0.0013672i,-0.00068029-0.0003147i,0.00031197+8.3179e-05i,0.00081008-8.5259e-05i,0.00041753-0.00017498i,-0.00086975+7.379e-05i,-0.00046994+9.1502e-05i,0.0015925-0.00057392i,0.0024385+3.8595e-05i,0.0025283+0.0011149i,0.001681+0.00098812i,0.00075069+0.0002858i,0.000703-6.9806e-05i,0.00025889-0.00063197i,-0.00024562-0.00077236i,-0.00032193-0.00021877i
-0.0065791+0.0024272i,-0.0099049+0.0041839i,-0.0097189+0.0047414i,-0.0054285+0.0036172i,-0.0023845+0.001968i,-0.0011355+0.0003583i,1.9437e-05-0.00061488i,0.0014345+8.6849e-05i,0.0013743+0.00013425i,0.00029116-0.00032797i,6.6808e-05+3.9067e-06i,0.00033286-0.00026271i,0.00071003-0.00036851i,0.00114-0.00022401i,0.0013396-0.00068528i,0.0018937-0.0011752i,0.0014844-0.00043473i,-0.0002641+0.00017409i,-0.0010388-0.0007486i,-0.0012051-0.001771i,-0.0012007-0.0014212i,-0.0017154-0.0010734i,-0.0018486-0.001067i
-0.0059699+0.002409i,-0.0076243+0.0027327i,-0.0088622+0.0015301i,-0.0055419+0.0020833i,-0.00030464+0.0018387i,0.0025542-1.4545e-05i,0.0031602-0.0021256i,0.0025399-0.0033157i,0.0013185-0.0025197i,0.00049818-0.0014374i,-0.00031584-0.0006422i,-0.0007325+7.4988e-05i,0.00038311-0.00011885i,0.0011242-0.00071488i,0.0015078-0.0010229i,0.00091049-0.00070623i,-0.00087324-0.00081641i,-0.0015687-0.0011199i,-0.0011745-0.0009812i,-0.0009698-0.00077572i,-0.0010587-0.00074577i,-0.00090758-0.00051139i,-0.00089773-0.00036332i
