-0.0025401+0.00024132i,-0.0021168-0.00016973i,-0.0026092+0.0010311i,-0.0018582+0.0022805i,-0.00052916+0.0026983i,-0.00024801+0.0025312i,-0.00061542+0.0019915i,-0.00043024+0.0017556i,-2.1356e-05+0.0013748i,0.0006302+0.00098099i,0.00059514-0.00024189i,0.00037908-0.0012307i,0.00091332-0.0014057i,0.00064209-0.001346i,-0.0006499-0.00087324i,-0.0014661-0.00017877i,-0.0011729+0.00038134i,-0.0001567+0.00063171i,0.00071621+0.00075989i,0.00049196+0.00060079i,-0.00027713-5.3389e-05i,-0.00024523-0.00035887i,0.0004059-2.3736e-05i
0.00031296+0.00080804i,0.0011106+0.0010226i,0.001082+0.00037723i,0.0013562-0.00024998i,0.0015304-0.00041661i,0.0011135-0.00098987i,0.00065776-0.0013954i,0.00024897-0.00057758i,-0.00050609+4.3556e-05i,-0.00050369-0.00031231i,-0.0008539-0.00017617i,-0.00061298-0.00025231i,-0.00012224-0.0001322i,-8.0553e-05+0.00051827i,-8.7811e-05+0.00060367i,6.1028e-05+0.00041526i,0.0005642-0.00024391i,0.00045673-0.00048203i,0.00091061-9.8852e-05i,0.0013254-0.00028291i,0.00067815-0.00033056i,6.4709e-05-0.00011005i,2.6373e-05+0.0006014i
0.0010653+0.00037626i,0.0015455+0.00080185i,0.0014519+0.0005033i,0.00056373+0.00019294i,0.00023539-1.1e-05i,0.00033574-1.5268e-05i,0.00035773-0.00010202i,1.1709e-06-0.0001259i,0.00065517-0.00036135i,0.00067031+0.00045864i,-8.8738e-05+0.0014175i,-0.00045169+0.0012076i,0.00060771+0.000656i,0.0012889+0.00034041i,0.00047583+2.5484e-05i,-0.00076607+0.00013667i,-0.00063168+0.00029763i,-0.0005634+0.00020853i,-0.00061333-0.0003728i,-0.00025946-0.00020274i,-0.00034883+0.00070058i,-0.00026487+0.00068442i,-0.00038054-1.0928e-05i
0.00097666-0.0013075i,0.00022896-0.0014867i,-6.8418e-05-0.0029163i,0.0005037-0.0031813i,0.0011387-0.0017221i,0.0012959-0.00054827i,0.0010752-0.0008103i,0.00051296-0.00044177i,-5.8167e-05+2.3903e-05i,-0.00064454+0.00020478i,-0.00086457+0.00021583i,-9.3299e-06+5.7384e-05i,0.00091067-0.00020702i,0.0011931-0.00013344i,0.00098471-0.00047598i,-0.0001343-0.00049614i,-0.0010092-0.00039649i,-0.0015076-0.00050306i,-0.0008577-0.00034794i,8.6733e-05-0.00035371i,0.00010054-9.7907e-05i,-0.00016727+9.7533e-05i,-3.8223e-05+0.00018586i
-0.00027257-0.0033497i,-0.0026112-0.0020334i,-0.0046521-0.001363i,-0.0037246+0.00066556i,-0.0014908+0.001267i,-0.00067735+0.00010082i,-0.0022274-0.0014438i,-0.0051329-0.0010972i,-0.0070815-0.0002434i,-0.0064476+0.0012492i,-0.0041113+0.0034096i,-0.00083581+0.0041157i,0.0016769+0.0034422i,0.0024936+0.0017363i,0.0020051-0.00035073i,0.0013927-0.0010943i,0.00067685-0.0004609i,-4.5371e-05-0.00036937i,-0.00021001+1.8555e-05i,-0.00028661+0.00060051i,-0.00048785+0.00078379i,-0.00040323+0.00097118i,-5.304e-05+0.00055773i
-0.0012467+0.001362i,-0.00051623+0.00045613i,0.0001323+0.0013648i,0.00090197+0.0031456i,0.0022904+0.0020666i,0.0026184+8.6024e-05i,0.002209-0.00039823i,0.0015447-0.00050093i,0.00096222-0.00040108i,0.00023879+0.00031607i,5.3899e-05+0.00020226i,-0.00036638-0.00018446i,-0.0007001-7.7875e-05i,-0.00047179-0.00031737i,1.7971e-06-1.4808e-05i,6.4975e-05+0.00077847i,-0.00088168+0.0002419i,-0.0009881-0.00070688i,-0.0011034-0.00083452i,-0.0012099-0.00053033i,-0.00045834-0.00036569i,3.8746e-06-0.00039547i,0.00024405+8.9935e-05i
0.00069671-0.00025727i,0.00099676+0.00032178i,0.001567+0.0014705i,0.0015241+0.0016902i,0.00095113+0.0012575i,0.00041579+0.00044446i,0.00038148-0.00081637i,0.00066831-0.001443i,0.00049978-0.0010071i,7.2406e-05+0.00027035i,-0.00020963+0.00084502i,3.9346e-06+9.6981e-05i,0.0003604-0.0004147i,0.00040556-0.00071105i,-1.0425e-05-0.001176i,-0.001039-0.0012727i,-0.0012459-0.00057002i,-0.00058042+0.00067386i,0.00011515+0.0010312i,0.0003896+0.00045907i,-2.2677e-05-0.00014043i,-0.00031223-0.00055233i,-0.00030878-0.00021367i
0.0001246-0.0015425i,-0.00061521-0.0013124i,-0.0022277-0.0021849i,-0.0024433-0.0015735i,-0.0011269+0.00088744i,0.0003301+0.0022289i,0.00095058+0.0014973i,0.00063081+0.00047125i,-0.00034241-0.00046879i,-0.0011546-0.0005148i,-0.0013722-0.00070386i,-0.0006588-0.00080785i,4.873e-05-0.00058741i,0.0007249-0.00034414i,0.0011613+0.00040303i,0.00030792+0.00039206i,-7.5498e-05+6.6923e-05i,0.00026605+8.1554e-06i,0.0010177-8.7234e-05i,0.0011352-4.9743e-05i,0.00061467+0.00011422i,-0.00043651-0.00013475i,-0.00084436-0.00050569i
-0.00091863+0.0014252i,-0.00095049+0.00073948i,-0.0017418+0.00022657i,-0.0002066+0.00062206i,0.0016548+0.00089835i,0.0014137-0.0001644i,0.00086317-0.0011033i,0.00028853-0.00072436i,0.00017785+0.00051204i,0.00030647+0.0010362i,0.00010132+0.00038038i,-0.00043215+0.00033587i,-0.0011568+0.00047914i,-0.0011163+0.00035042i,-1.4945e-05+1.8818e-05i,0.00033048-7.5987e-05i,-0.00021181-0.0001571i,-4.5089e-05-0.00033276i,-0.00021526-0.00070264i,-0.00056836-0.0005013i,-0.000475-2.3657e-05i,-0.00013949-5.133e-06i,3.8235e-05-1.9687e-05i
-0.00023542-0.00054151i,-0.00026623+0.00015888i,-0.00030421+0.0014763i,0.00011969+0.0023424i,0.0015826+0.002172i,0.0023023+0.00072515i,0.001494-0.00031191i,0.00057237+2.4559e-05i,-0.0004448+0.00044052i,-0.0010638+0.00071806i,-0.00087424+0.00071445i,-0.0004791+0.00059206i,0.00039397+0.00015149i,0.00071412-0.00047931i,0.00052598+0.00015136i,0.00054935+0.00073584i,0.00054518+0.00047849i,0.00067513+0.00064176i,0.0006027+0.00043105i,0.00056655-0.00011788i,0.00040269-0.0002781i,0.00023238-0.00016018i,7.4517e-05+0.00025172i
-0.00012272+0.0012776i,0.00033302+0.0018408i,0.001152+0.0020846i,0.0016496+0.0011539i,0.0013546+0.00020438i,0.0011597+0.00024756i,0.0010025+0.00056743i,0.00043391+0.0003603i,-4.7992e-06+0.00036669i,4.0536e-05+0.00085398i,-0.00032377+0.00077332i,-0.00083571+6.5404e-05i,-0.0010307-0.00016124i,-0.00083181+8.9061e-06i,-0.00059135-4.6859e-05i,-0.00060746-0.0001946i,-0.00044479+0.00050331i,2.5097e-05+0.00061898i,0.00046157-0.00056594i,0.00061259-0.0010971i,0.00029045+0.00013131i,0.00021366+0.00061729i,0.00055843+0.00021187i
-0.00044565+0.00068379i,-0.001088-0.00073261i,-0.00045569-0.0012004i,0.00079916-0.0010328i,0.0016896-0.00074175i,0.0013327-0.00019328i,-0.00012483+1.5085e-05i,-0.0011113-0.00023283i,-0.0003953-0.00050244i,0.00014317-0.00046611i,0.00029598-0.00029359i,0.00031627-0.00033576i,-0.00042354+0.00015692i,0.00011168+0.00053113i,0.00083008+0.00044514i,0.00026405-1.851e-05i,-2.3304e-05-0.00079516i,-0.00012338-0.00062467i,0.00043536-0.00011973i,0.0003342-1.1209e-05i,-0.00043826+0.00026278i,-0.00048948+0.00076395i,-9.4783e-05+0.0013113i
0.0015924-0.00052115i,0.0015384-0.0016205i,0.0012444-0.0020354i,0.0012268-0.00073133i,0.0023397+0.0001491i,0.0024662-0.00015219i,0.0014848-0.00020301i,0.00073502-0.0001549i,0.00066062-0.00024283i,0.0002143+3.842e-05i,5.6161e-06+0.00085359i,0.00018589+0.00092978i,0.00032878-5.8808e-05i,0.00070928-0.00053575i,0.0012512-0.0003866i,0.00087672+0.00019227i,3.5638e-05+3.3152e-05i,-0.00022532-1.6849e-05i,-0.00018476+0.00036202i,-0.000532+0.00017547i,-0.00029627+0.00029838i,-0.00018355+0.00090441i,0.0003105+0.0011556i
0.0011526-0.0026673i,-0.0014276-0.0016009i,-0.0033957-0.00076258i,-0.0021526-7.1484e-05i,-0.0010765+0.00027432i,-0.00060677+3.9264e-05i,0.00080933-0.00028518i,0.001239-0.00036651i,0.00032924-0.00041679i,-0.00059365+9.603e-05i,-0.00081295+0.001329i,-0.00039045+0.001462i,0.00010771+0.00047331i,0.00053877+0.00029948i,0.0010315+0.00050895i,-7.9342e-05+0.00056382i,-0.00066568+0.00039323i,0.00016415+0.00032774i,-0.0002306+0.00093133i,-0.00057455+0.0011391i,-0.00078846-4.7758e-05i,-0.00068267-0.00076756i,-0.00016781-0.00067212i
0.0016151+0.00046571i,0.0017659+0.00059312i,0.0017262+0.00063576i,0.0012551+0.00033238i,0.00098563+0.0002769i,0.00086773+0.00019204i,0.0012052+0.00032773i,0.00056408+0.00035169i,-0.00062012+7.1304e-05i,-0.0010696-0.00063283i,-0.00059815-0.00094567i,0.00019001-0.00084397i,0.00042662-0.00037582i,-0.00046015+0.00064159i,-0.0010705+0.00083935i,-0.00038773+0.0006774i,-0.00013674+0.0004497i,-0.0006012+0.00040279i,-0.00024042+0.00023881i,0.00071601-0.00046831i,0.0010852-0.0002261i,0.00078276+2.4586e-05i,0.00029419-0.00023757i
-0.0015824-0.00081497i,-0.0020365-0.00017023i,-0.0021211+0.0005347i,-0.0013331+0.00087877i,-0.00033139+0.0015879i,0.00090326+0.0017162i,0.0013191+0.00024855i,7.3731e-05-0.001066i,-0.0015973-0.0008787i,-0.0017823-0.00019215i,-0.00099346+3.8928e-05i,-0.00076195-5.5959e-05i,-0.00018381-0.00025888i,0.00021174-0.00041035i,0.00021284-0.00061212i,3.644e-06-0.00098201i,0.00012228-0.00040996i,-5.9696e-07+0.00063229i,-0.00048385+0.0004486i,0.00016154+0.00015241i,0.00051746+0.00056427i,0.00011442+0.00040882i,0.0001674-0.0001094i
0.00039326-0.0005841i,-0.00010828-0.0024844i,0.00034966-0.0016693i,6.9638e-05-0.00051232i,0.00049641-0.00032376i,0.0011588-0.00065801i,0.0006505-0.0015217i,0.00099822-0.0009118i,0.0014775-0.00048753i,0.00082263-0.00021644i,0.00019056+0.00038243i,-6.1656e-05+0.00034934i,4.5388e-05+1.6087e-05i,0.00044256+0.00036925i,1.0328e-05+0.00067744i,-0.00051352+0.00081453i,3.2013e-05+0.0004725i,0.00028434-3.7077e-05i,0.00022676-0.00040087i,-0.00060447-0.00022417i,-0.00068682-0.00021393i,-4.4877e-05-0.00028925i,4.743e-05-1.0546e-05i
0.00022489+0.00021279i,0.0010746+0.00076403i,0.0011993+0.00078959i,0.00083205+0.00029299i,0.00037936-0.0009475i,9.2589e-05-0.0023271i,0.00061236-0.0018371i,0.00071411-0.0016365i,0.00014541-0.00082447i,-9.3649e-05+0.00022137i,8.8434e-06+0.00023945i,9.3689e-06+0.00033429i,7.0508e-06+0.00073404i,-4.985e-05+0.00078749i,6.5081e-05+4.3129e-05i,0.00053793-0.00088924i,0.00066518-0.0002578i,6.544e-05+0.00069541i,-0.00045341+3.2082e-05i,-0.00016371+0.00013563i,5.9659e-05+0.00084897i,-0.00050254+0.00054742i,-0.0014862-0.00019414i
0.00096986-0.00081859i,-0.00032597+0.00015433i,-0.0016504+0.00069784i,-0.00094963+0.0012737i,-0.00042394+0.0014399i,2.7015e-05+0.001144i,0.00047133+0.00096417i,0.00045108+0.00062015i,0.00031503+0.00052539i,-0.00042129+0.0014118i,-0.00082334+0.0015466i,-0.00022007+0.00085451i,0.00023453+0.0002485i,2.9839e-05-9.9542e-05i,-0.00058864-0.00031039i,-0.00085018-2.9057e-05i,-0.0004909+9.0417e-05i,-0.00016272+0.00053018i,-8.0911e-06+0.00065479i,0.00060823+0.00062603i,0.00013485+0.00095523i,-0.00032439+0.00031405i,5.9502e-05-0.00054632i
-0.00047906-0.00057342i,-0.00067992-0.00015845i,-0.001315+6.0213e-05i,-0.0011446+0.0014414i,-0.00033044+0.0022312i,0.0008031+0.0015249i,0.0015734+0.00097708i,0.0017598+0.00047837i,0.00076043-1.0482e-05i,-0.00034111+0.00011084i,-0.00011943-0.00017173i,0.0001756-0.00035988i,0.00031361+0.00066143i,0.00024251+0.00056151i,-0.00024137-0.00040715i,-0.00035161-0.00054242i,-0.00046956-0.00050841i,-0.0007934+6.8562e-05i,-6.922e-05+0.00087983i,0.00055776+0.0010083i,0.00076557+0.00052551i,0.00087184-9.2029e-05i,0.00065619+0.00012982i
-0.001528-0.00090884i,-0.0013478-0.0013108i,-0.00091569-0.0010823i,9.9923e-05-0.00024425i,0.00083695+0.0010443i,0.00074791+0.00051596i,0.00052468-0.0010443i,0.00044255-0.0013105i,0.00044645-0.00072444i,-0.00023278-0.00011306i,-0.00066332+0.00035605i,-0.00054274+0.00027797i,-0.000434-0.00010785i,-9.8825e-05-0.00065987i,-3.1325e-05-0.00052377i,-0.00019282-0.00017235i,0.00048406+0.00011764i,0.00065755+0.001122i,-2.1425e-05+0.00074524i,-0.00043417-0.00043314i,-0.00057628-0.00053522i,-0.00095843-0.00052171i,-0.00071138+7.5377e-05i
0.0012794-0.0010338i,0.0018109-0.0012169i,0.0015533-0.0014033i,0.0009887-0.00011604i,0.0011339+0.0014729i,0.0016204+0.0012079i,0.0016199+0.00046283i,0.0011226+0.00025719i,0.00039748-0.00033361i,-0.00012709-0.00020813i,0.00044851+0.00050803i,0.0005131+0.00034254i,-0.00013533+0.00013022i,-9.753e-07+0.00051546i,0.00010926+0.00085798i,-0.00045017+0.00052241i,-0.00030815+0.00042953i,0.00031724+0.00040915i,0.00079765+0.00049714i,0.00053076+0.00077798i,-0.00052155+0.00050055i,-0.00070486-0.00013218i,-0.00030197-0.0002971i
0.001775+0.00098343i,0.00057308+0.0011941i,-0.00069236-0.00013071i,-0.00092928-0.0005221i,-0.00050907-0.00014965i,0.0007431+0.0002023i,0.00080825+0.00048111i,-0.00035899+4.9762e-06i,-0.00060525-0.00058726i,-0.0010811-0.00070951i,-0.0004493-4.3185e-05i,0.00059375+0.00030484i,0.00092636+9.264e-05i,0.00070158+2.484e-05i,0.0001852-0.00019807i,0.00012279-0.00027281i,-0.00033823-0.00046552i,-0.0002922-0.00034756i,-0.00030475+4.8944e-05i,-2.2718e-05+1.4339e-06i,5.4403e-05+0.00021121i,-0.00014321+0.00058238i,0.00047477+0.00027377i
-0.00304-0.00044854i,-0.0032571+0.00067982i,-0.0021333+0.002565i,0.00052538+0.0032923i,0.0028256+0.0027962i,0.0034328+0.00093656i,0.0025218+0.0002704i,0.0011068+0.00069437i,0.00018016+0.00055891i,-0.00024371-0.00020382i,-0.00026681-0.0001762i,-0.00053255-0.00043844i,-0.00064485-0.00094453i,-0.00041281-0.00033238i,4.8172e-05-0.00013546i,8.2632e-05-0.00061409i,0.00017103-0.00069552i,2.0738e-05-0.00070556i,-0.00037773-0.00080792i,0.00029078+0.00025912i,0.0008788+0.0016469i,0.00030659+0.0011482i,-0.00036335+0.00063594i
0.0023297+5.3343e-05i,0.0021167+0.00064848i,0.00087167+0.00044455i,-0.0002739+0.00014524i,-0.00037283+0.00010588i,0.0013635-0.00011472i,0.0021443-0.00028054i,0.0013688-0.0010677i,0.00021955-0.0017347i,-0.00014279-0.0010637i,0.00029548+0.00048995i,0.00011099+0.0011748i,-0.00016759+0.00088545i,-0.00083787+0.00030464i,-0.0012658-0.00054774i,-0.0012266-0.0012391i,-0.0016809-0.00055465i,-0.0013423+1.3445e-05i,-0.00036807+3.9371e-05i,-7.2107e-05+0.0002639i,-0.00010239+0.00016589i,0.00018314+0.00015179i,-4.1999e-05-5.9114e-05i
-0.00042142+0.00011641i,0.00041257-6.9278e-05i,0.00079759-0.00057843i,0.00075034+6.9265e-05i,0.0013362+0.001266i,0.0024289+0.0010936i,0.0028524+0.00029169i,0.0019064-0.00030816i,0.00073375-0.00062685i,0.00041787+2.7336e-05i,0.00038721+0.00079799i,0.00025498+0.00011073i,0.00038792-0.00041761i,0.0011379+0.00031384i,0.00063706+0.00038462i,-0.00046785+0.00040614i,-0.00054463+0.0004712i,-0.00073484+0.00062363i,-0.00061843+0.0007423i,9.6439e-05+0.00053175i,0.00043176+0.00055823i,0.00055776+0.00054785i,0.00052534-1.9103e-05i
-0.0035058+0.00016031i,-0.0025602+0.0012736i,-0.0024467+0.003034i,-0.0018429+0.00402i,0.00051329+0.0036427i,0.0023907+0.0019636i,0.0018471-0.0004254i,0.00062348-0.00083866i,-0.000449-0.00031645i,-0.0010551-0.0003192i,-0.00074598+0.00015025i,-0.00019474+7.5487e-05i,0.00040696-0.00059728i,0.00041082-0.00044655i,0.00016997-0.00028082i,-0.00021535-0.00046561i,-0.00031996-0.00040556i,0.00048277+0.00011374i,0.0012539-0.00028067i,0.0013908-9.3601e-05i,0.0010132+0.00054426i,0.00046969+4.8201e-05i,0.00011367-0.00045523i
-0.00089235+0.00081995i,-9.0046e-05+0.00072127i,0.0001376+0.0015857i,0.00027256+0.0027572i,0.00099676+0.0025686i,0.0017853+0.0015343i,0.0014417+0.0010771i,0.00060882+0.00038155i,-0.00020536-0.00054628i,-0.00097444+0.00029292i,-0.00092906+0.0015384i,1.6954e-05+0.0013479i,0.00042921+0.00078174i,0.00024757+0.00019374i,0.00065651-0.00033707i,0.0011472-0.00043101i,0.0011749-0.00044789i,0.00090824+0.00028327i,0.00031353+0.0010465i,-0.00044592+0.00096749i,-0.00067705+0.00078735i,-0.00079942-0.00014974i,-0.00033743-0.00053664i
-0.00062255+0.001441i,-0.0010449+0.0018687i,-0.0010812+0.0017594i,-0.00064716+0.001264i,0.00075219+0.0008874i,0.00088061+2.0711e-05i,0.00018835-0.0010252i,0.0005675-0.00076509i,0.00037544-0.00027023i,-0.00063557-0.00015859i,-0.0006799+2.4074e-05i,-0.00035587-7.2872e-06i,-0.00023018-0.00033082i,-2.0038e-05-0.00043207i,-5.6679e-06-0.0004679i,0.00029032+0.00015845i,0.00012398+0.0006648i,-0.00061142+0.00055411i,-0.0013759+0.00031422i,-0.001172-9.7642e-05i,-0.00084021-0.0005877i,-0.00096579-0.0010748i,-0.00054902-0.00087005i
0.00072683-0.0012424i,0.0010309-0.0017254i,-0.00036659-0.0010311i,-0.00089938-3.5552e-05i,0.00042846+0.0014407i,0.0014552+0.0014146i,0.0012388+0.0012024i,0.0011238+0.0005709i,0.0011353-0.0003269i,0.000394-0.00024412i,-0.00045183-0.00031545i,-0.00030013-0.00097445i,-0.00032227-0.0010176i,-3.9931e-05-0.00085106i,0.00086517+9.8903e-05i,-4.8384e-05+0.00023064i,-0.00069906-4.2255e-05i,-0.00010546-0.00038411i,-7.7561e-05-0.00054522i,-0.00063712-0.00032371i,-0.0007902+0.00011492i,-0.00093963+0.000465i,-0.0013062+0.00058121i
0.00036249+0.0013991i,-2.0622e-05+0.0011727i,0.00040441+0.00045531i,0.0011861-0.00027534i,0.0014152-0.00070711i,0.0010764-0.00028339i,0.0008988+0.00050864i,0.0012402+0.00045545i,0.00087563+0.00017597i,0.0004492-6.7107e-05i,0.00052565-0.00010238i,0.00033854-0.00013418i,0.00044925+0.00017389i,4.6751e-05+0.000303i,-0.00023038-8.1525e-06i,0.00035634-0.00039242i,0.00029189-0.00014377i,0.00023769+0.00010101i,-9.106e-05-7.8808e-05i,-0.00013874+0.00037413i,0.00016709+0.00069626i,-0.00053895+0.0001595i,-0.00040249-0.00052663i
0.00047072+0.0013925i,0.0011001+0.00065273i,0.0014008-4.8261e-05i,0.0012643-0.00038169i,0.0015474-0.00056562i,0.0025329-0.00075299i,0.0026384-0.00066865i,0.0017155-0.00032112i,0.00042236+0.00035013i,-0.00034574-0.00044381i,-0.00012967-0.00094763i,-0.00023709-0.00089095i,-0.00017447-0.0014462i,8.4829e-06-0.0012859i,-0.00026896-0.00046466i,-0.00019081+0.00018423i,-0.00034321+0.00061604i,-0.00072002+0.00053912i,-0.00063511+0.00020882i,0.00016265+0.00021081i,-0.0002217+0.00052433i,-0.00030929-0.00010065i,0.00071107-0.00064124i
0.0011399-0.00017321i,-0.00029205+9.0772e-05i,-0.00071199+0.00058293i,-0.0005498+0.0012263i,0.00061595+0.0016848i,0.0012943+0.002274i,0.00040495+0.00095642i,0.00016196-0.0003881i,6.653e-05-0.00010833i,-0.00017378+0.00010695i,0.00040386-0.00033795i,0.00031159+1.2878e-05i,-7.405e-05+0.00091294i,8.8084e-05+0.00084808i,0.00036831+0.00042233i,0.00039048-5.6009e-05i,-7.696e-06-0.00020961i,0.00015131-0.00013518i,0.00025535-0.00020993i,-0.00010319+0.0004476i,-0.00046558+0.00059908i,-0.0004557+2.1997e-05i,0.000494+0.00047648i
-9.5772e-05-0.00052541i,-0.00076736-0.00091053i,-0.00077819+0.00049617i,-3.5376e-05+0.0014026i,0.001144+0.00051813i,0.0016329+0.0001732i,0.0012524+0.00027049i,0.001115+0.00010032i,8.4532e-05-0.00042721i,-0.0014863-0.00078658i,-0.0014248+8.1548e-05i,-0.0008343+0.00065151i,0.00021054-6.1714e-05i,0.0015906-9.2881e-05i,0.0011724+0.00031797i,-0.00011848+0.00036018i,-0.00022672+0.0008971i,3.6845e-06+0.0011308i,-0.00093011+0.00059075i,-0.00093382-9.5329e-05i,0.00014303-0.00052201i,0.00027861-0.00066094i,0.0002257-0.0010055i
-0.0020694-0.00052063i,-0.0010037+0.00033749i,-0.0005671+0.0021731i,-0.0002995+0.0024267i,-0.0002334+0.0018254i,0.00097242+0.0013393i,0.0013916+0.00060274i,0.00066554-0.00010506i,-7.1497e-05-0.00032868i,-0.00084391+0.00043912i,-0.0008412+0.00025788i,9.5198e-05-0.00042344i,-0.00037392-0.00097227i,-0.00029807-0.00064159i,-0.00023453-0.00012237i,-0.00046559-0.00096252i,-8.387e-05-0.0013011i,9.0241e-05-0.00024351i,0.00060681+0.0006468i,0.00086389+0.00011873i,0.0010063-0.00072719i,0.0014197-0.00043809i,0.0010504-0.00050724i
-0.0014825-0.00055384i,-0.0024734+0.00018929i,-0.0030805+0.00042179i,-0.0015954+0.0013364i,0.00045954+0.0023373i,0.00094863+0.0022134i,0.0006123+0.0013811i,0.0010498+0.000403i,0.0010807-0.00022902i,0.00057183+5.9104e-05i,0.00048073+0.00060852i,0.00035986+0.00024595i,0.00014014-0.00055799i,-0.00018079-3.0651e-05i,-0.00068162+3.6205e-05i,-0.00081168-0.001025i,-0.00064147-0.0010486i,-0.00029064-0.00025661i,-3.2438e-05+2.7986e-05i,-0.00038951-0.00069735i,-0.00052176-0.00076653i,-0.00071559-0.00026157i,-0.0006906-0.00047196i
-0.0027481+0.0001933i,-0.0010115+0.00052904i,0.00025902+0.0014807i,0.00058443+0.0018211i,0.0011579+0.00081327i,0.0023952+0.00029712i,0.0020475+0.00044699i,0.00012763+0.00020008i,-0.00074418-0.0001891i,-0.00066144+0.00025729i,-0.00012035+0.00039604i,0.00011595+0.00046799i,-0.00027659+0.00045062i,-0.00071252-0.00010725i,-0.00044262-0.00012102i,0.0004413-5.3321e-05i,0.0003533-0.00019749i,-0.00031985-0.00017483i,-0.00023039+0.00012793i,0.00030233-6.1237e-05i,0.00028063-0.0002321i,-0.00049169-0.00017739i,-0.00041803-0.00090733i
-0.0013431-0.0010131i,-0.0020885-0.00026715i,-0.0031656+0.00026953i,-0.0022595+0.0011289i,-5.4448e-05+0.0020577i,0.00097434+0.0015351i,0.00059887+0.0006264i,-0.00026314-0.00050374i,-0.00086941-0.0010472i,-0.00064444-0.00057156i,4.8851e-05-0.00029235i,0.00051966+9.888e-05i,-0.00010035+0.00020564i,-0.00013215-0.00063354i,0.00034102-0.00046162i,0.00024764-0.00029456i,-0.00033845-0.00022971i,-0.00048348+0.00030127i,4.2572e-05+0.00043879i,0.00058383+0.0008466i,0.00048469+0.0011525i,0.00036299+0.00075655i,0.0002114+0.00031876i
0.0021619-0.00014179i,0.0027279-0.001772i,0.0022148-0.0027321i,0.0011411-0.0016009i,0.00091365-0.0010151i,0.00049805-0.00032352i,3.9236e-05+0.00032434i,0.00015966-9.8924e-05i,0.0002574-0.0007929i,-1.5909e-05-0.00054286i,-0.0002854+0.0001671i,-0.00026012+0.00059957i,0.00034074+0.00083424i,0.0014028+0.00046762i,0.0015142+0.00077737i,0.00065318+0.00092112i,-6.2978e-05+0.00076736i,-2.5981e-05+0.00092737i,7.214e-06+0.00085466i,8.9899e-05+0.00078191i,1.2512e-05+0.00058026i,-0.0003543-0.00014227i,-0.00015705-0.00053475i
-0.00083022-0.0019231i,-0.00090041-0.0010844i,-0.0015794-0.00033873i,-0.0022895+0.00020545i,-0.00020349+0.00073417i,0.0016985+0.0013355i,0.0015705+0.00079055i,-2.6953e-05-0.00046817i,-0.0011976-0.0008065i,-0.00086649-0.00035513i,-0.00025451+7.0879e-07i,0.00021731+0.00033679i,0.0010721+0.00033074i,0.0013635-0.00019132i,0.00085363-0.00019133i,5.707e-05+3.2479e-05i,-0.00024707+0.0001082i,-4.1783e-05-0.00024994i,-0.00053992-0.00048368i,-0.00049397-0.00019481i,0.00040166-0.00033897i,-1.4837e-05+0.00018641i,9.1914e-05+0.00016816i
0.00049332-0.00090307i,0.0011099-0.00067454i,0.00020828-0.00052741i,-0.00066037-0.0003817i,0.00026119+6.0958e-05i,0.00072054+1.6583e-05i,0.00063659+0.00041387i,0.0010475+0.00046431i,0.00044805+0.00025994i,-0.00068332+0.00044671i,-0.00071092+0.00039933i,-0.00053329+0.00022054i,-0.0005298-0.00015828i,-0.00040453-0.00029578i,-7.7473e-05-3.0234e-05i,5.2393e-05+0.0004535i,-0.00058057+0.00096639i,-0.00019285+0.0014827i,0.00097278+0.00092048i,0.00058063-4.7577e-05i,-0.00012032+0.00033497i,-0.00051685+0.00054819i,-0.00036622-0.00018078i
-0.0014981+0.00035755i,-0.00097836+1.7884e-05i,8.6387e-05+6.4623e-05i,0.001335+0.0013286i,0.0022283+0.0020051i,0.0019084+0.0010384i,0.00072833-0.00015879i,-5.9217e-05-0.00046592i,-0.00063036+0.00026408i,-0.00099221+0.00046738i,-5.1917e-05+0.00032887i,0.00076573+0.00024685i,0.00053561-0.00034051i,0.00015686-0.001481i,-0.0003386-0.0014425i,-0.00031952-0.00052117i,1.3029e-05-0.00017292i,0.00048139+3.0301e-05i,0.00058609+0.00065692i,-6.7922e-05+0.00054895i,-0.00037173+0.00056864i,-0.00073547+0.00067676i,-0.0003938-5.6298e-05i
-0.0014642+0.00057666i,-0.0011535+0.0021494i,-0.0011367+0.001933i,6.0675e-05+0.0021098i,0.0017429+0.002562i,0.0021062+0.0010023i,0.0015845+9.5727e-05i,0.00091926-0.00018936i,0.00023381+0.0002108i,-0.00028883+0.00067675i,-0.00067759+0.00098894i,-0.00093659+0.00086483i,-0.001097+0.00083655i,-0.00054186+0.00012734i,0.00040917-0.00021003i,0.00095432+0.00056595i,0.00099288+0.001175i,0.00049496+0.00066327i,0.00057519+0.00010348i,0.0010336+0.00046024i,0.0001338+0.0006729i,-0.00041864-8.5877e-05i,0.00059917-0.00039103i
