-0.0015718-0.0013915i,-0.001784-0.0016887i,-0.0023577-0.00085664i,-0.0024729-1.409e-05i,-0.0026947+0.0010286i,-0.0026483+0.0021951i,-0.0017879+0.0019996i,-0.00052892+0.0014615i,0.00043037+0.00080166i,0.0012519+0.00050226i,0.0017907+0.00069105i,0.0015709-0.00025601i,0.00067584-0.0013617i,-0.00017497-0.00097517i,-5.6223e-05-7.5132e-05i,0.00072589-0.00014336i,0.00045084+7.9691e-05i,-0.0008409+0.00031185i,-0.0011403+0.00048046i,-0.00090744+0.00088916i,-0.00084505+0.0008998i,-0.00029298+0.00051123i,-0.00013445+0.00025935i
0.0018335+0.0011113i,0.003446-0.00031915i,0.0042397-0.001084i,0.0026966-0.00059373i,0.00045417-0.0010533i,-0.00079787-0.0016517i,-0.0013914-0.0011766i,-0.0010374+0.00066257i,-0.00028871+0.002909i,0.00040931+0.0037493i,0.00049396+0.0034672i,-0.00027059+0.0020953i,-9.0964e-05+0.00099855i,0.0013228+0.00012609i,0.0020344+0.00038963i,0.0023557+0.0010202i,0.0016708+0.0010771i,-0.00068744+0.00016834i,-0.0018134-0.00095907i,-0.00128-0.00094106i,-0.00037496-0.00062858i,0.00016361+7.164e-05i,-0.00039421+0.00036778i
-0.0011961-0.0016927i,-0.0016039-0.0016265i,-0.0023174-0.0022631i,-0.001705-0.0029736i,-0.0010921-0.0032651i,-0.0014763-0.0022389i,-0.0021413-0.00089737i,-0.0018983+0.00010328i,-0.00020935+0.0020595i,0.0012244+0.0029894i,0.0011765+0.0025986i,0.00033604+0.0021299i,0.00045635+0.00092309i,0.0011538-0.00036092i,0.0010906-0.0007333i,0.00098355-0.00070631i,-5.1469e-05-0.00085056i,-0.0007509-0.00027542i,-0.00063753+0.00043773i,-0.00080981+0.00032374i,-0.00040913+0.00046117i,1.8773e-05+0.00031733i,0.00031598-0.00018262i
0.00080219-0.0010744i,0.0011568-0.0012303i,0.00025185-0.00094625i,0.00019159-0.00085679i,-0.000276+0.00030524i,-0.0018881+0.0016068i,-0.001882+0.0016507i,0.00078325+0.001445i,0.0030677+0.0015068i,0.0040869+0.0010962i,0.0044983+0.0011551i,0.0032494+0.0012572i,0.0019886+0.0014142i,0.0016128+0.00093199i,0.0018234+0.00038049i,0.0014267+0.00021752i,0.00088613-4.6607e-05i,0.00031059+7.3232e-05i,-0.00067422+9.8121e-05i,-0.00061529-0.00012384i,-0.00010885-0.00010846i,-0.00026944+0.00052148i,-0.00062621+0.00074737i
-0.0018584+0.0022062i,-0.0010782+0.0016379i,0.00014743+0.00055931i,0.0010455+0.00038387i,0.00041875+0.00069025i,-0.00095021+0.00072143i,-0.0014264+0.0015141i,2.8745e-06+0.0015755i,0.0027508+0.0008586i,0.0046025-0.00015514i,0.0042896-0.00070346i,0.0031076-0.00011446i,0.002167+0.00019928i,0.0016203-3.8402e-06i,0.0011278-5.7501e-05i,-1.6023e-06-0.00013637i,-0.00039045-0.00035296i,0.0004631-0.00011605i,0.00018039-2.2837e-05i,-0.00028059-0.00024654i,-0.00023502+0.00018583i,-2.293e-05+0.00029856i,-0.00016392-2.1106e-05i
0.0023775-0.0023449i,0.0016234-0.0022001i,0.00061386-0.003134i,0.00076486-0.0033572i,0.0005623-0.0017036i,-0.00031239+0.00058166i,-0.00032392+0.001138i,0.00050906-0.00018168i,0.0016515-0.0019108i,0.0020631-0.0034631i,0.0022608-0.0034733i,0.0027914-0.0015804i,0.0027789+0.0001022i,0.0011129-0.00046831i,3.2039e-05-0.001301i,-4.8772e-05-0.00067644i,-0.00039746-0.00045439i,5.5412e-05-0.0011257i,0.00029314-0.00092143i,0.00018122-0.00034005i,6.1109e-05+0.00036756i,-0.00026516+0.0012749i,-0.001164+0.00073183i
-0.0017633+3.4923e-05i,-0.0015898+0.00017008i,-0.0012641-3.3498e-06i,-0.0010499-0.0007017i,-0.0011061-0.0011294i,-0.00081491-0.0013497i,-0.00014242-0.00089822i,0.0013926-0.0010321i,0.0013493-0.0018122i,-0.00045693-0.0023871i,-5.5805e-05-0.0028733i,0.0025742-0.0023587i,0.0035413-0.0013721i,0.0025316-0.0013476i,0.0013942-0.001992i,0.00073332-0.001329i,0.00055445-0.00032107i,0.00034021-0.00045729i,0.0004485-0.00079717i,0.00017632-0.00050729i,0.00029429-0.00011843i,0.00047154-3.6632e-05i,0.00026529-0.00010756i
0.0014803-0.0032568i,0.0024115-0.0030732i,0.0022641-0.0035908i,0.0013325-0.0023675i,0.00027786-0.0013548i,-0.00016499-2.5783e-05i,0.0005131+0.0013382i,0.0010234+0.0010402i,-0.00036033-0.00079666i,-0.0023532-0.0021594i,-0.0022985-0.0023362i,-0.00040566-0.0023112i,0.0010006-0.0012718i,0.0014523+0.00021018i,0.0011763+0.00096196i,0.00089288+0.0010783i,0.00027645+0.00031088i,-0.00032032-0.00079652i,-0.00036258-0.001673i,-0.0003104-0.0015185i,5.2187e-05-0.0010087i,0.0002594-0.0011604i,-0.00012062-0.00076183i
0.0010982-0.0010634i,0.0011803-0.0025941i,0.00053674-0.0036524i,0.00059765-0.0042401i,0.00047672-0.0031669i,-0.00028329-0.0019629i,-0.00037274-0.0018851i,4.9403e-05-0.0020995i,-0.0012351-0.0020999i,-0.0034772-0.001701i,-0.004154-0.001113i,-0.0015468-0.00074932i,0.00036806-0.00069605i,0.00068942-0.00061624i,0.0013458-1.5865e-05i,0.0014084-0.00019659i,0.00072915-0.00039102i,-0.00011091+0.00035753i,-0.00013461+0.00055166i,9.359e-05+0.0001943i,-4.3554e-05+0.00010672i,0.00055151+0.00022131i,0.00069789-0.00030073i
-0.0011397-0.00048734i,2.3135e-05-0.0005838i,0.00022968-4.9205e-06i,0.00070443+0.0010141i,0.00080369+0.00026952i,-0.00011276-0.0013962i,-0.0010942-0.0015931i,-0.002093-0.0015248i,-0.0028903-0.00035562i,-0.0033432+0.0019304i,-0.0028406+0.0021877i,-0.0014278+0.00047444i,-0.00067763-0.00036642i,-1.2238e-05+8.7025e-05i,0.0008873+0.00021684i,0.00076106-0.00024403i,2.418e-05-0.00064071i,-9.3286e-05-0.0009467i,-0.0006665-0.00095272i,-0.0015195-0.00030229i,-0.001324+0.00045222i,-0.00079618+0.000464i,6.8113e-05-0.00012684i
0.0010639-0.0021621i,8.6733e-06-0.002924i,-0.0015638-0.0037187i,-0.0027546-0.0033514i,-0.0025581-0.0023662i,-0.0017781-0.0012802i,-0.0017501-0.00095251i,-0.0018719-0.0006346i,-0.0025522+0.00095074i,-0.0023638+0.0028356i,-0.00097619+0.0034933i,-0.00038115+0.002076i,0.00028772+0.00015897i,0.001678-8.9542e-05i,0.0020226+0.00021469i,0.0014687+0.00033719i,0.00063746-0.00015418i,-0.00020937-0.00096231i,-0.0006713-0.001094i,-7.176e-05-0.00038507i,0.00047164+4.9347e-06i,0.00058244+0.00016915i,0.00065748+0.00015516i
-0.000862+0.0011134i,-0.00026196+0.001535i,-0.00064762+0.0013956i,-0.00041709+0.00024182i,-0.00034822-0.0014897i,-0.00078818-0.0032234i,-0.00097783-0.0028872i,-0.00061453-0.00097908i,0.00012787+0.0017791i,0.00099536+0.0043755i,0.0016059+0.0042363i,0.00084018+0.0020045i,-0.00028888+0.0010368i,-0.00059355+0.0010521i,-0.00025986+0.00072519i,0.00074638+0.00080072i,0.0015324+0.00070629i,0.0010546+0.00034463i,-0.00015435+0.00036859i,-0.00078981+0.00013125i,-0.00096364-0.00029801i,-0.0015724-0.00011382i,-0.0014165+0.00067485i
-0.0010464-0.0012278i,-0.00056147-0.0013156i,-0.00011412-0.0004424i,-0.00043255-0.00072357i,-0.00059401-0.001262i,-0.0012315-0.00065114i,-0.0015882+0.00032035i,-0.00094843+0.0014475i,0.0015355+0.0022257i,0.0041448+0.0030334i,0.0044465+0.0023605i,0.0022211+0.0012081i,0.001004+0.0014023i,0.0015368+0.0010465i,0.0013228+0.00017201i,0.0014511+7.4159e-05i,0.00090867+0.00029904i,-0.00054059+0.00031467i,-0.00083235+4.6444e-05i,-0.00027629+0.0005065i,-0.00014286+0.00036154i,-0.00027822-0.00038483i,-0.00011929-0.00078262i
0.0011796-0.00061205i,0.00076058-0.0012349i,-0.001115-0.0011069i,-0.0030092-0.0011995i,-0.0038961-0.0022084i,-0.0027686-0.003179i,-0.0017396-0.0024698i,-0.001233-0.0009294i,0.00091347-0.00041082i,0.0037932-0.00013279i,0.0038665-1.1141e-05i,0.0017722+0.00028798i,0.00079763+0.0010217i,0.0013053+0.0016553i,0.0013344+0.0012943i,0.00090485+0.0013236i,0.00083654+0.00099841i,0.00074052-0.0001254i,-0.00012384-0.0007673i,-0.0012849-0.00044766i,-0.0011332+0.00016576i,-0.00029962+0.00021037i,-0.00039795-0.00037677i
0.0016803-0.0018628i,-1.0007e-05-0.0023663i,-0.0015904-0.0037996i,-0.0018343-0.0038826i,-0.0024878-0.0038624i,-0.0023222-0.0027477i,-0.0012527-0.00056599i,-0.00027722+0.00020597i,0.001886-0.00066004i,0.0037637-0.002222i,0.0033914-0.0025365i,0.0020221-0.0013903i,0.0020446+0.0002876i,0.0030426+0.0011459i,0.00321+0.0012425i,0.0021137+0.0010322i,0.00076073+0.00045427i,7.5977e-05-0.00067337i,0.00049549-0.00104i,0.0003955-0.0001107i,-0.00039885+9.8853e-05i,-0.00064173-0.0002817i,-0.00063721-0.00058639i
0.0025497-0.00065131i,0.00087206-0.0013893i,-0.00045031-7.1941e-05i,-0.0006092+0.0003549i,-0.00039704-0.0005999i,-0.00145-0.0008504i,-0.0021414-7.8449e-05i,-0.0014055+0.00054099i,9.7231e-05-0.00026614i,0.0011989-0.00269i,0.0021694-0.00391i,0.0024564-0.0016774i,0.0021952+0.00028506i,0.0020654+0.00044694i,0.0020047+0.00061041i,0.0019696+0.00064025i,0.001337+0.00032651i,0.00035736+0.00046273i,1.0253e-05+0.00046089i,0.00076749+0.00057469i,0.00080756+4.7327e-05i,-0.00023465-0.0008076i,-0.00045136-0.0011444i
0.0003842+0.00084119i,0.0015081+0.00016368i,0.0014468+0.00044075i,0.0011557+0.00059776i,6.0318e-06-0.00070028i,-0.0019249-0.0014994i,-0.0025794-0.00071721i,-0.0024514-0.00057499i,-0.0014224-0.0028193i,-0.0012693-0.0043374i,-0.0017071-0.0037949i,-0.00057482-0.0016955i,0.00070774-0.00016475i,0.0012591+6.206e-05i,0.0018828-0.00021308i,0.0016213-0.0011875i,0.0001745-0.0014061i,-0.00021723-0.00074868i,-0.00029051-7.5372e-05i,-0.00015391+0.00029956i,0.00027584-6.4866e-05i,0.00021915+0.0002542i,0.0004362+0.000909i
0.0038066+0.001002i,0.0028998-0.0023281i,0.0035651-0.0039023i,0.003014-0.0037431i,-0.00048697-0.002861i,-0.0028948-0.0014439i,-0.0023145-0.00017911i,-0.0014252+0.00089973i,-0.0022892-0.00045624i,-0.0036811-0.0015091i,-0.0034345-0.00070319i,-0.00053436+0.00020213i,0.001644+0.0011131i,0.0014903+0.0011484i,0.0013098+0.00040787i,0.0012398+7.3365e-05i,0.0003461-0.00046708i,-0.0011253-0.00051218i,-0.001283-0.0001238i,-0.00046349-0.00051588i,0.00038048-0.00071613i,0.0007581-0.00028306i,0.00074045-6.6366e-05i
0.0020548+0.001221i,0.0018144-0.0013335i,0.0024887-0.0018762i,0.0029863-0.0015009i,0.0023559-0.0014705i,0.00086509-0.0011766i,-0.0009652+5.2744e-05i,-0.0017305+0.0010942i,-0.003556+0.00067196i,-0.0052111+0.00076871i,-0.0037317+0.0014391i,-0.00080816+0.001395i,0.0013827+0.00055478i,0.0017467-0.00030469i,0.0020631-0.00056077i,0.0016799+0.00033933i,0.00063479+0.00058001i,-5.2059e-05-7.5081e-05i,-0.0010049-0.00080161i,-0.00076892-0.00098563i,0.00013114-0.00066453i,2.4955e-05-6.0628e-05i,-0.00075306+0.00026721i
0.0011121-0.00060556i,-7.8224e-05-0.0011738i,-0.0021802-0.0024952i,-0.0028056-0.0025193i,-0.0022952-0.0014699i,-0.002345-0.00097177i,-0.0017147-0.00031861i,-0.00059688+0.00085494i,-0.00079845+0.0017068i,-0.0022204+0.0037672i,-0.0022587+0.0046984i,0.00045257+0.0028455i,0.0023521+0.00081544i,0.0018821-0.00019753i,0.0009079-0.00032451i,0.00016179+0.00073795i,0.00026449+0.00074406i,4.1342e-05-0.00021566i,-0.00055104-0.00031001i,-0.00037442+5.7949e-05i,-0.00014694+0.0001916i,-0.00012077-2.6971e-05i,-5.0807e-05+0.00022823i
0.0031143+0.00049005i,0.0023681-8.3451e-05i,0.0015915-0.0009704i,0.0017239-0.0025428i,0.0013225-0.0034825i,-0.0004561-0.0019406i,-0.0012385+0.00055339i,-0.00051683+0.0024375i,-8.2398e-05+0.0041781i,0.00027569+0.0054314i,0.0013699+0.0049552i,0.0020737+0.0019363i,0.0014853-0.0011219i,0.00051237-0.0024639i,7.2347e-06-0.0020904i,-3.6463e-05-0.00070514i,-0.00010711-0.00040096i,-0.0002723-0.00010396i,-0.00034065+0.00038426i,-0.0011205+0.0001811i,-0.0014259-0.00068369i,-0.00061084-0.00098647i,-0.00070989-0.00039425i
0.0036113+8.803e-05i,0.0027961+0.00019637i,0.0019583-0.001632i,0.00061728-0.0024242i,-0.00040934-0.0019484i,-0.00014496-0.00058614i,5.371e-05+0.0010821i,0.0010618+0.0013286i,0.0027578+0.0017442i,0.0039006+0.0036477i,0.0046778+0.0038226i,0.0037081+0.001631i,0.0013226-3.0119e-05i,-1.2703e-05-3.1368e-05i,-2.1856e-05+0.00038975i,-0.00044657+0.0009217i,-0.00058225+0.00075667i,-0.00014491-0.00028692i,0.00018023-0.00065201i,5.3036e-05-0.00024135i,-0.00054569-0.00014409i,-0.00084148-0.00020341i,-0.00072646-0.00046292i
0.00089442-0.002254i,0.0010777-0.0022202i,0.00096986-0.0025395i,0.00079199-0.0029071i,0.00017967-0.0029445i,-0.00012596-0.0018647i,8.1641e-05-0.00052663i,0.0019112+0.0010242i,0.0040251+0.0026342i,0.0049382+0.0026124i,0.0048162+0.00055305i,0.0032126-0.0011329i,0.0004432-0.0010971i,-0.00079325-0.00014846i,-0.0001075+0.00059777i,0.0011577+0.0003569i,0.0013246-0.00049662i,0.00058797-0.000637i,-0.00018022-0.0010554i,-0.00031124-0.0012359i,-1.4762e-06+3.0682e-05i,0.00012603+0.00079695i,-0.00051883+0.00034457i
-0.00066047-0.0024674i,-0.00021341-0.0015788i,-0.0016593-0.0010469i,-0.0019107-0.00017859i,-0.00034752+0.00016878i,0.0016933-0.0008415i,0.0021893-0.0015802i,0.001704-0.00078272i,0.0024318+0.00010941i,0.0041433-0.00041898i,0.0044549-0.0023578i,0.0024626-0.0031371i,-0.00050095-0.0013907i,-0.001114+0.00077178i,0.00050576+0.0014342i,0.0010811+0.00083118i,0.00046298+0.00064565i,-6.0525e-05+0.0005991i,-0.00053386+0.00061785i,-0.00023695+0.00077064i,8.3348e-05+0.00078174i,-0.00053614+0.00066318i,-0.00087627-0.00021498i
-0.00017884-0.00010454i,0.0012589+0.00053773i,0.0022853+0.00030833i,0.0019887-0.0011302i,0.0011191-0.0030543i,0.00066092-0.0031722i,0.00022525-0.0021329i,0.0012431-0.0016568i,0.0032773-0.0022061i,0.00398-0.0041601i,0.0019968-0.0053689i,-4.281e-05-0.0025507i,0.00028442+0.0014253i,0.0010077+0.0030881i,0.0013736+0.002325i,0.0015867+0.0012898i,0.00089804+0.00032329i,0.00040101-0.00062571i,-7.0758e-05-0.00084078i,-0.00080404-0.00049168i,-0.00047066+0.00057006i,2.1105e-05+0.00093247i,0.00081331+0.00070609i
-0.00026669-0.0015929i,0.0018284-0.002377i,0.0020296-0.0024974i,0.0017656-0.0029474i,0.00063882-0.0039062i,-0.00059444-0.0039474i,-0.00090733-0.0028538i,-0.00036469-0.0019095i,0.00056672-0.0020274i,-0.00030473-0.003095i,-0.0019483-0.0042632i,-0.0022517-0.0020947i,-0.00063851+0.0014564i,0.0018327+0.0031028i,0.0027821+0.0034374i,0.0018661+0.0018438i,0.00085932-0.00038473i,-0.00034718-0.0011185i,-0.00071553-0.00099688i,-0.0003449-0.00095485i,-0.00017258-0.00063643i,0.00015291+0.00040901i,2.9019e-05+0.00049862i
-0.00065598-0.00040492i,0.00047623-0.0020223i,0.0007526-0.0030274i,0.00063061-0.0038635i,0.00017799-0.0037871i,-0.00064088-0.0033989i,-0.0017304-0.0021715i,-0.002059-0.0021441i,-0.0022526-0.0037187i,-0.0029537-0.0047816i,-0.0036695-0.0032442i,-0.0023591-0.00028335i,0.0013672+0.0017748i,0.0042594+0.0017721i,0.0045326+0.00019379i,0.0033337-0.00088385i,0.0017623-0.0011575i,0.00098123-0.0014818i,-2.889e-06-0.0011303i,-0.00054955-0.00042889i,0.000112-0.00038268i,0.0007101-0.00074637i,0.00058381-0.00041538i
0.00024556-0.0025938i,0.0016187-0.0040349i,0.00093453-0.005404i,-0.00026736-0.0056736i,-0.0020524-0.0041625i,-0.0025771-0.0026438i,-0.0019533-0.0014032i,-0.0014974-0.0016562i,-0.0013244-0.0023268i,-0.0026312-0.0020153i,-0.0043136+0.00025109i,-0.0020079+0.0032173i,0.0021737+0.0033819i,0.0048752+0.00083608i,0.004931-0.00016557i,0.0030846-0.00052068i,0.0012512-0.0011316i,0.00024319-0.00083068i,-8.4886e-05-0.00075504i,-0.00043758-0.0011081i,0.00018094-0.00058887i,0.00040193-0.00013604i,-0.00050455-0.00056766i
-6.239e-06+0.0033187i,-0.00033631+0.0015809i,0.00058804-0.00086824i,6.748e-05-0.0022777i,-0.0011236-0.0026872i,-0.0023792-0.002174i,-0.0029883-0.00073493i,-0.0026848+0.00073026i,-0.0033646+0.0010992i,-0.0042247+0.00163i,-0.0023227+0.0031664i,0.00049291+0.0029638i,0.0018555+0.00032644i,0.0019296-0.0017457i,0.001474-0.0018689i,0.0008007-0.0015341i,0.00056344-0.0016172i,0.00024095-0.001261i,-0.00066921-5.2982e-07i,-0.00043521-4.2914e-05i,-0.00030937-0.00053691i,-0.00073546-0.00046589i,-0.00080547-0.00087438i
0.0009853+0.0028594i,0.00052661+0.00044666i,0.00010811-0.0017128i,-0.0001079-0.0012317i,-0.00031076-0.00044692i,-0.00092708-0.00079501i,-0.002101-1.1284e-05i,-0.0024277+0.00053626i,-0.0021387+0.00027421i,-0.0013499+0.0020015i,0.0011095+0.0041492i,0.0034827+0.0024754i,0.0039986-0.00083567i,0.0032412-0.0029011i,0.0020757-0.0033827i,0.00069574-0.0018846i,-9.4392e-05-0.0010486i,-0.00082583-0.0014284i,-0.0012911-0.0013359i,-0.00045275-0.00077649i,0.00052722-0.0004728i,0.00045227-0.00043966i,-0.00034526-0.0001765i
0.0028135+0.0042979i,0.002031+0.0021561i,3.6974e-05+0.00073522i,-0.00013237-0.0006733i,0.00045133-0.0011647i,-0.00048537-0.0011003i,-0.0015499-0.00089452i,-0.0012362+1.4032e-05i,-0.00039275+0.0018707i,0.0009297+0.0044516i,0.0031885+0.0046617i,0.0043383+0.0018227i,0.0031118-0.001138i,0.00067059-0.0024377i,-0.00075206-0.0020847i,-0.00073905-0.0012132i,-0.0010154-0.00057435i,-0.0017557-0.00073048i,-0.0015137-0.0010194i,-8.6172e-05-0.00096672i,0.00027355-0.00040391i,-0.00081742+0.00031811i,-0.0012813+0.00037615i
0.0027647+0.0016392i,0.001197+0.00050455i,0.00079061-0.0003808i,0.0011645-0.0006404i,0.0013768-0.001145i,0.00048957-0.0020643i,-0.0010239-0.0015158i,-0.00094303+0.00033435i,0.00014109+0.0014918i,0.001731+0.0024442i,0.0041529+0.0011681i,0.0036695-0.0019136i,-4.0889e-05-0.0029996i,-0.0021282-0.0015529i,-0.002661+0.00025007i,-0.0016445+0.0012388i,-0.00076888+0.0011881i,-0.0017256+0.00036033i,-0.0022774+0.00018482i,-0.0015323+0.00042612i,-0.0010952+0.00042496i,-0.00068746+4.8323e-05i,-0.00016381-0.00023313i
0.0044524+0.0021171i,0.003291+0.0013293i,0.0029571+0.0010372i,0.0032563-7.8198e-06i,0.0028064-0.0021249i,0.00038132-0.0024512i,-0.0013038-0.0012828i,-6.6354e-05+1.398e-05i,0.0013382-1.2485e-05i,0.003855-0.0010557i,0.0055304-0.0027022i,0.0034802-0.003799i,-0.00047366-0.0028074i,-0.0021878-0.00028699i,-0.001462+0.0018106i,-0.00023449+0.0024324i,-2.5799e-05+0.0012781i,-0.00075256-1.5536e-05i,-0.00075808-0.00090812i,-0.0001023-0.0013629i,-5.224e-06-0.001153i,-7.7311e-05-0.00049578i,-0.00021334-5.0038e-05i
0.0036972-0.0017622i,0.0041843-0.0023541i,0.0041352-0.0029512i,0.0029931-0.0033695i,0.0011645-0.0033522i,-0.00080285-0.0031166i,-0.0016464-0.0018721i,-0.0013236+0.00035298i,0.00014364+0.00099098i,0.0021617-0.00085057i,0.0024188-0.0037333i,0.00024702-0.0037045i,-0.00099063+0.00059988i,4.0677e-05+0.0042132i,0.0010769+0.0039115i,0.0011151+0.0017912i,0.00049864+0.00044453i,-0.00044758-1.7439e-05i,-0.0011401-0.00048871i,-0.00072382-0.0010962i,-0.0012303-0.0005357i,-0.0020042-0.00024174i,-0.0017006-0.00096055i
0.003208-0.0057907i,0.0021939-0.0041355i,-0.00032581-0.0049433i,-0.0018038-0.0051678i,-0.00286-0.0032278i,-0.003036-0.0011856i,-0.0015014-0.00038109i,-0.00017203-0.00014044i,0.00015326-0.00065442i,-0.00020455-0.0032556i,-0.00072436-0.0049936i,-0.001385-0.0030753i,-0.0010184+0.00060137i,0.000232+0.0028629i,0.0010637+0.0030878i,0.0011435+0.0028653i,-6.5462e-05+0.0023015i,-0.0015721+0.0011893i,-0.001773+0.00084324i,-0.0011073+0.00062483i,-0.00084765+0.00042144i,-0.00093904+6.9895e-05i,-0.00021385-0.0006744i
0.0038449-0.003925i,0.0036235-0.0038984i,0.0027501-0.0036997i,0.0019356-0.0037047i,0.00037733-0.0033458i,-0.001347-0.002593i,-0.0016675-0.0014921i,-0.00066235+0.00032411i,-0.00028405-5.9138e-05i,-0.0011841-0.0016896i,-0.0035161-0.001036i,-0.003291+0.00056614i,0.00046756+0.0018431i,0.0040055+0.0020322i,0.0044151+0.0020169i,0.0027061+0.0017555i,0.0013506+0.00092762i,0.00010545+0.0011996i,-0.00042625+0.0012916i,-0.00077818+0.0012027i,-0.0010684+0.00080505i,-0.00076597-6.0202e-05i,-0.00049795-0.00019005i
-0.0021372-0.0023665i,-0.0004295-0.0016521i,0.00033494-0.00060063i,0.00036127-0.0014686i,-0.00084715-0.0027122i,-0.002768-0.0026779i,-0.0035349-0.0011169i,-0.0028726+8.1629e-05i,-0.0030182+0.00047065i,-0.0038866+0.00097749i,-0.0041722+0.0016747i,-0.0026478+0.0026316i,0.0013043+0.0019198i,0.0034876-1.0709e-05i,0.0032882-0.0002699i,0.0034001+0.0010654i,0.0028947+0.00091335i,0.002576-0.00026879i,0.0021559-0.00048111i,0.0014274-0.00054762i,-4.3698e-05-0.0002193i,-0.0010218+8.4368e-05i,-0.00089579-0.00039201i
-0.0010995-0.0015097i,0.00086134-0.0033579i,0.0012585-0.0034688i,-0.00037507-0.0021837i,-0.00123-0.001483i,-0.0021581-0.0012366i,-0.0022217-0.00039225i,-0.00097214-1.9175e-05i,-0.00028514-0.00039421i,-0.0010897+0.00074615i,-0.0012691+0.0029008i,0.00064565+0.0035436i,0.0027391+0.0015438i,0.0029643-0.0012173i,0.001882-0.0019724i,0.00053819-0.0017783i,8.081e-05-0.001251i,0.00035118-0.0013461i,0.00047567-0.00068602i,0.00040868+0.00050454i,-0.00015138+0.0010981i,-0.0011711+0.0010001i,-0.0010668+0.0006934i
-0.0063361+4.5452e-05i,-0.0035477-0.0015415i,-0.0013857-0.00089913i,-0.0005156-0.00026317i,2.387e-05-0.00088981i,-5.5445e-06-0.0020737i,-9.5813e-05-0.0023304i,0.0006832-0.00054347i,0.00095974+0.0024522i,0.00055878+0.0050057i,0.00051588+0.0064677i,0.0017327+0.0051642i,0.0029739+0.00051592i,0.0019826-0.0034727i,0.00043697-0.003375i,0.00067194-0.0018438i,0.0009498-0.00012078i,0.00063436+0.00071873i,0.00060716+0.00025704i,0.000664+0.00033723i,0.0012474+0.00051705i,0.0014826+0.00090059i,0.0012398+0.00088434i
-0.0043233+0.0019578i,-0.0010257+0.0010232i,0.00061014+0.0014235i,-4.3481e-05+0.0025455i,-0.00060381+0.0020021i,-0.0017979+0.0004658i,-0.0025553-0.00037826i,-0.002311-0.00044613i,-0.0017912+0.001557i,0.00012111+0.0042526i,0.0024415+0.0045895i,0.0031433+0.0024671i,0.0011592-0.0005223i,-0.0017857-0.0020893i,-0.0019095-0.00080059i,-0.00063931+0.00024984i,0.00059939-0.00021009i,0.0019016-0.00062114i,0.0021629-0.0010853i,0.0018523-0.0011821i,0.0014991-0.00089635i,0.00035659-0.00055258i,-0.00066896-0.0005006i
-0.004058+0.0050404i,-0.0034528+0.003153i,-0.0017671+0.0013938i,-0.00034843+0.0011594i,-9.2204e-05+0.00045742i,-0.00028011-1.9052e-05i,-0.00036698+0.00082878i,0.00038896+0.00031508i,0.0025896-0.00023266i,0.0056413+0.0011998i,0.0080832+0.001916i,0.0067432-7.4514e-05i,0.0029847-0.0017984i,-0.00017425-0.0014519i,-0.0020192-0.0011781i,-0.0021206-0.0017098i,-0.0013083-0.0021572i,-0.0010845-0.002944i,-0.0017238-0.0025267i,-0.0015514-0.0014425i,-0.00085584-0.0013559i,-0.00025279-0.00083572i,-7.8513e-06+0.00012336i
0.00046645+0.0066519i,0.001829+0.0039745i,0.0031031+0.0016645i,0.0034141+2.7828e-05i,0.0029601-0.0015701i,0.0014483-0.0018351i,9.2584e-05-0.0014536i,-0.00034937-0.00011617i,0.0010395+0.0011883i,0.0043063+0.00066669i,0.0056122-0.0010639i,0.0033702-0.0023664i,0.00034453-0.0010244i,-0.0015264+0.0013274i,-0.0011514+0.001678i,-0.0001474+0.0010287i,-0.00020085-0.00024289i,-0.0011681-0.0014806i,-0.0016931-0.0011105i,-0.0015336-0.00057508i,-0.00084157-0.00047999i,0.00071558-0.00028741i,0.00095802-0.00048742i
0.004451+0.00662i,0.0027349+0.0036697i,0.0026587-0.00060029i,0.0028888-0.0030834i,0.0022276-0.0030137i,0.0014919-0.001649i,0.00076803-5.574e-05i,0.00026295-0.00010292i,0.00017541-0.0018925i,0.0017455-0.0039723i,0.0028797-0.0050922i,0.0015166-0.0049321i,-0.00025374-0.0016703i,-0.00043951+0.0022532i,0.00061964+0.0034671i,0.0014772+0.0024092i,0.00050959+0.00091349i,-0.0010383-0.00046636i,-0.0004809-0.0013242i,0.0002006-0.0013815i,-0.00013048-0.0009499i,-0.00046406-6.3723e-05i,0.00026543+0.00026186i
0.0064192+0.0025866i,0.0036574+0.0012844i,0.000648-0.00223i,-0.00082614-0.0032355i,-0.0012013-0.0021025i,-0.00096588-0.00097655i,0.00013924-0.00079565i,0.0010592-0.00078283i,0.0016735-0.0015442i,0.002591-0.0028164i,0.0025612-0.003698i,0.0014921-0.002657i,0.0011528+0.00046981i,0.0022028+0.0014205i,0.0029648+0.00013604i,0.0022351-0.00043851i,0.00058662-0.0003453i,-0.0011823-0.00047294i,-0.0019487-0.0013813i,-0.0018405-0.0018431i,-0.0016375-0.0014027i,-0.00077598-0.0014424i,-0.00023705-0.0010582i
