-0.00011734+0.0006892i,0.0010043-7.95e-05i,-0.0010265-6.5668e-05i,-0.00082792-9.4196e-05i,-3.5574e-05+0.0011099i,-0.0013339+0.0025494i,-0.0019944+0.0034552i,-0.00039819+0.0029584i,0.0012684+0.00034306i,0.0013996-0.0018193i,0.00074064-0.0025113i,0.00087875-0.0025223i,0.0011774-0.0016541i,0.00030841-0.00091498i,-0.00048301-0.00068334i,-6.694e-05-0.00054066i,-0.00021031+0.00012504i,-0.00078271+0.00068814i,-0.00015969+0.00012885i,0.00036649+0.00014058i,0.00048849+6.9107e-05i,0.00061237-0.00036488i,0.00080597-0.00018017i
0.00040322-0.0013918i,0.00080948-0.0039512i,0.00036229-0.0053308i,-0.0004079-0.0046622i,-0.0015159-0.0025187i,-0.0015227-0.00049703i,-0.0014239+0.0004758i,-0.0011252+0.00011645i,0.00057778-0.0016663i,0.0013961-0.0029278i,0.0015581-0.0022215i,0.0017521-0.00074577i,0.0011069+0.00026727i,-9.1387e-05+0.001453i,-0.00021197+0.0032592i,0.0012338+0.0039943i,0.0015129+0.0027558i,0.00056433+0.0011783i,-0.000613+0.00022971i,-0.00069949-8.115e-05i,-0.00015686+0.00011771i,0.00042266+0.00060782i,0.001072+0.00089194i
0.0010543+0.0020044i,0.00086343+0.002833i,0.00027192+0.0037442i,0.00059469+0.0025698i,0.00082105+0.0014969i,-0.00071403+0.0008768i,-0.0017192+0.00017436i,-0.00059538+0.0005737i,0.0019174+0.00050064i,0.0033179-0.0012836i,0.0026349-0.0027655i,0.0015808-0.0031528i,-8.6047e-05-0.0037841i,-0.0025524-0.0042609i,-0.004-0.0026948i,-0.0038691-0.0012826i,-0.0031456-0.0012723i,-0.0027992-0.0010009i,-0.0025479-0.0013477i,-0.0017514-0.0011556i,-0.00080673-0.0002851i,-0.00055367+0.00037808i,-0.00061952+0.00060757i
-0.0043073-0.00073532i,-0.0054914-0.00073101i,-0.0046402-0.00036533i,-0.00095862+0.00039366i,0.0018082+0.00072704i,0.0022793+0.00028646i,0.0015878+0.00021504i,0.0014694+0.0014885i,0.0025481+0.0013798i,0.0039121+0.00077245i,0.0043617+0.00045931i,0.0040468-0.00099706i,0.0026015-0.0030662i,0.00065311-0.004162i,-0.00080644-0.0044094i,-0.0019177-0.0046471i,-0.0018039-0.0042864i,-0.0013531-0.0029523i,-0.0011547-0.0010444i,-0.0013888+0.00043235i,-0.0019151+0.00048245i,-0.0020208+0.00034367i,-0.0014142+0.00027684i
-0.0020472-0.0014517i,-0.0013039-0.0023403i,-0.0027463-0.0023976i,-0.0043528-0.00091505i,-0.0047217-0.00045029i,-0.0032936-0.00049593i,-0.00065958+0.00034911i,6.4582e-05+0.0019764i,0.00038701+0.0025958i,0.0015671+0.0019844i,0.0025805+0.0016876i,0.0034506+0.0016473i,0.0047025+0.00079008i,0.0055989-0.0002561i,0.0049769-0.0016187i,0.0035337-0.0028903i,0.0020189-0.0027279i,0.00062828-0.0028954i,0.00025161-0.0021963i,-9.2537e-05-0.00057638i,0.00030934-0.00041457i,0.00052731-0.00023189i,-0.00010087-0.00025211i
-0.0014504+0.0002999i,-0.0016596+0.00054982i,-0.002337+0.0016682i,-0.00033481+0.0024072i,0.0010964+0.003807i,0.00032608+0.0040188i,-0.0012403+0.0032416i,-0.001379+0.002553i,0.00010987+0.0014995i,0.00052391+0.00013495i,0.00063155+0.00024333i,0.0010289+0.0023336i,0.0021325+0.00333i,0.0032479+0.0026564i,0.002664+0.0025019i,0.00097655+0.0025837i,-7.5815e-05+0.00099386i,-0.00068665+0.00013449i,-0.00047006+3.4149e-05i,-0.00043629-0.00062636i,-0.00096308-0.00030077i,-0.00030768+0.00067677i,-0.00015715+0.00069572i
-0.0022814+0.0011417i,-0.0021058+0.0019107i,-0.0033918+0.0021531i,-0.0033641+0.00092198i,-0.0032503-0.00059335i,-0.0034248-0.0014247i,-0.0034429-0.00053572i,-0.0025759+0.00016682i,-0.0004079-0.0010218i,0.00092848-0.0019895i,0.0010033-0.0021484i,0.001209-0.0015258i,0.00070136-0.00011345i,-0.00039783+0.00099812i,-0.00071512+0.0024572i,0.00036256+0.0031538i,0.00037731+0.0016532i,-0.00022804-0.00058247i,0.00051554-0.001023i,0.00033668-0.00030156i,-0.00012872+0.00036487i,0.00047097+0.001311i,0.001082+0.0014485i
0.0019051+0.0013957i,0.0020069+0.0021855i,0.0022924+0.0027038i,0.0031854+0.0021878i,0.002384+0.0015422i,0.00022047+0.00097187i,0.00029706+0.0006638i,0.0028263+0.00036956i,0.0047076-0.000906i,0.0045243-0.001873i,0.0034749-0.0023307i,0.0039657-0.0036426i,0.0036406-0.0052041i,0.0017317-0.0060142i,6.8454e-05-0.0056852i,-0.00040248-0.004061i,-0.0012299-0.0025326i,-0.0017194-0.00074103i,-0.0017141+0.00056255i,-0.0015977+0.00069595i,-0.00080007+0.00044878i,-0.00063846+8.5684e-05i,-0.00069908-0.00055988i
-0.0004982+0.0016511i,0.00062533+0.0023061i,0.00065492+0.00054077i,0.0014729-0.0019904i,0.0013978-0.0028425i,0.00065445-0.0021016i,0.00050377-3.6062e-05i,0.001965+0.0017229i,0.0036754+0.0016673i,0.0039393+0.00090415i,0.0040161+0.00070468i,0.0046584-0.0012164i,0.003982-0.0037597i,0.0015344-0.0043355i,1.0198e-05-0.003731i,-0.00014355-0.0028755i,-0.00068886-0.0020685i,-0.00042835-0.0014043i,-0.00024639-0.0012752i,-0.0010402-0.00025554i,-0.0019722+0.0010969i,-0.0022398+0.0011254i,-0.0015317+0.00069102i
-0.00032938-0.0020642i,-0.0013526-0.0014707i,-0.0030445+0.00018399i,-0.0042215+0.0014126i,-0.0037876+0.0019021i,-0.0029153+0.0023406i,-0.0016918+0.0031804i,-0.00091759+0.0042794i,-7.1959e-05+0.0036606i,0.0013023+0.00043945i,0.0034277-0.001789i,0.0041641-0.00055932i,0.0030462+0.0011574i,0.0024692+0.00047265i,0.0013942-0.00082208i,-9.9359e-05-0.0010364i,-0.0011008-0.0012856i,-0.0018773-0.0019287i,-0.0021667-0.0023666i,-0.001797-0.0019492i,-0.0010196-0.0010259i,-0.00028576-0.00058357i,-9.994e-05-0.00031705i
-0.0012253+0.00144i,-0.00020123+0.001355i,-0.00017827+0.0021284i,0.0015364+0.0024284i,0.0025265+0.0021226i,0.0011479+0.0018205i,-0.0015812+0.0024194i,-0.0029189+0.002816i,-0.0013348+0.0013436i,0.0011159-0.0011376i,0.0024125-0.0018907i,0.0021426-0.00011843i,0.0010329+0.0022328i,0.0004672+0.0022962i,0.00043303+0.00025918i,-0.00031038-0.00045308i,-0.00076105-0.00073827i,-0.000847-0.0011768i,-0.00072898-0.0011076i,-0.0010897-0.0012384i,-0.0016164-0.00049099i,-0.0010175+0.00046433i,-0.00089759+0.00050141i
0.0013388-2.8165e-05i,0.0015073-0.00021357i,0.00071784-0.0010199i,-0.0020185-0.0024908i,-0.0027883-0.0034074i,-0.0022259-0.001695i,-0.0022246-0.00030962i,-0.0010901+6.8049e-05i,0.00077065-0.00016847i,0.00096281-0.0014333i,0.00057217-0.001745i,0.00075012-0.0014385i,0.00098226-0.00083105i,0.0015261+0.00082962i,0.0022151+0.0017653i,0.0029049+0.00095063i,0.0029738+6.9204e-05i,0.001881-0.00032025i,0.00096753-0.00047699i,0.00083822-0.00053925i,0.00090798-0.00053675i,0.0009284+5.286e-05i,0.00026512+0.00039398i
-0.0013401-0.0011668i,-0.00098268-0.0029557i,-0.00036329-0.00058235i,0.00033575+0.002591i,0.0013087+0.0033978i,0.0014095+0.002966i,0.00079302+0.0025922i,0.0020168+0.0018603i,0.0044757+0.00038501i,0.0044562-0.0010699i,0.0030102-0.0011791i,0.0035731-0.0015567i,0.0049224-0.003773i,0.003118-0.0044845i,0.00055217-0.0027651i,0.0008373-0.00051264i,0.0016645+0.00087208i,0.00093261+0.00092965i,-0.00017365+0.001256i,-0.0010673+0.00067189i,-0.0022206+0.00012947i,-0.0021155-0.00020224i,-0.001074+2.7326e-05i
-0.0011109+0.0024798i,-0.00036586+0.0028553i,-0.0013431+0.0027491i,-0.00023858+0.00081821i,0.00063254-0.0012722i,0.00018219-0.0020616i,0.00012172-0.00083679i,0.0016541+0.00050122i,0.0043928-0.00018487i,0.0054191-0.00093139i,0.0053884-0.0011743i,0.0053396-0.0016691i,0.0045634-0.0024777i,0.0025622-0.0031955i,-0.00098496-0.0030257i,-0.0036069-0.0022547i,-0.0041567-0.0015322i,-0.0033999-0.0013885i,-0.0023315-0.000699i,-0.001108+0.00010517i,-0.00025656+0.00071502i,-0.00045816+0.001561i,-0.00034934+0.0013782i
-0.0035798+0.00090016i,-0.0043536+0.0010951i,-0.0057552+0.0020508i,-0.0045091+0.0032299i,-0.0022332+0.0040249i,-0.0021236+0.0039052i,-0.0024535+0.0038181i,-0.0011015+0.0035686i,0.001035+0.002105i,0.0035931+0.00045567i,0.0051767+0.00047246i,0.0049607+0.00029225i,0.0035264-0.00056091i,0.0021707-0.0012125i,0.0011192-0.0024914i,-0.00064238-0.0030629i,-0.0026492-0.0028689i,-0.0034446-0.002764i,-0.002413-0.0027029i,-0.0012207-0.0019501i,-0.0013671-0.00094463i,-0.0011966-0.00041889i,0.00025303+0.00045262i
0.0011929-0.0019609i,0.0025885-0.0039826i,0.0040037-0.0050302i,0.0037356-0.0047678i,0.0028966-0.0038824i,0.0015773-0.0019224i,-0.0010102+0.0008556i,-0.0014757+0.0020548i,-0.00064263+0.0010322i,2.3918e-05-0.00074109i,0.00092812-0.0016706i,0.00096886-0.0014385i,0.00040759-0.00020581i,0.0014045+0.00086099i,0.0023639+1.4678e-05i,0.0015508-0.0016854i,0.00099743-0.0022926i,0.0015221-0.002516i,0.00091566-0.0023685i,-0.00073328-0.0015397i,-0.0010621-0.00015063i,-0.00086109+0.0010427i,-0.0013954+0.0014388i
0.0023133+0.0011263i,0.0039746+0.00075548i,0.0029469+0.0012021i,0.00069921+0.00087451i,-0.0012184-0.00012073i,-0.0034626+0.00017376i,-0.0044843+0.0014333i,-0.0025268+0.0021057i,8.2669e-05+0.0012471i,0.00058974-0.00095253i,-0.00071236-0.0026672i,-0.00056143-0.0018825i,0.0016244-0.0002278i,0.0027306+0.00088347i,0.0027639+0.0022263i,0.0034703+0.0031894i,0.0033057+0.0026477i,0.001397+0.0016719i,-0.00032215+0.00055813i,-0.00032164-0.00053348i,1.9664e-05-0.0010141i,-0.00035991-0.0012992i,-0.0011591-0.0015401i
0.00017735+0.002425i,-0.0011647+0.0029968i,-0.00072103+0.0036148i,0.00027252+0.0042505i,0.0010585+0.0039813i,0.0006418+0.0021406i,-0.00016634+0.00059757i,0.00064545+0.00055457i,0.0026385+0.00013947i,0.0031412-0.00088655i,0.002541-0.00022385i,0.0028506+0.0003804i,0.0036737-0.0014962i,0.0026001-0.0036002i,-0.00016625-0.0032618i,-0.0003886-0.00091524i,0.00076345+0.0008647i,0.00063586+0.0010152i,0.00023714+0.00026169i,-0.00045916-0.00089045i,-0.001658-0.0010722i,-0.0021061-0.00029987i,-0.00092225+6.8005e-05i
-0.0010293-0.0018822i,-0.00071894-0.0027097i,-0.00092602-0.0035739i,-0.00090111-0.0031683i,-0.00066328-0.0028755i,-0.00081788-0.0019678i,-0.00017377-0.00041797i,0.0020978-3.6304e-05i,0.0045253+0.00018388i,0.0051337-0.00018103i,0.0042779-0.00020729i,0.0040824+0.00012839i,0.0030915-0.0014772i,0.001398-0.0034807i,-0.00032642-0.0037734i,-0.0024631-0.0027674i,-0.003744-0.0022756i,-0.0037182-0.0030336i,-0.0026988-0.0027129i,-0.0015729-0.0020954i,-0.00020323-0.001511i,0.00084991-0.00012628i,0.0014935+0.0015996i
0.0034715+0.00045614i,0.0026409-0.00067774i,0.0021448-0.00014766i,0.001165+0.00024427i,0.00022867+0.00024849i,0.00034527+0.0020479i,0.0012127+0.0034977i,0.0021966+0.0034334i,0.0033185+0.0015473i,0.0041105-0.0016148i,0.00509-0.0025831i,0.0051146-0.0022355i,0.0037203-0.0023158i,0.003323-0.0020071i,0.0032218-0.0022938i,0.0014603-0.00339i,-0.00079218-0.0026846i,-0.0014905-0.00096111i,-0.0011525-0.00010744i,-0.0010813+0.00035378i,-0.0009213+0.0012765i,-0.0004208+0.0017569i,-5.7631e-05+0.0018462i
-0.00077435-0.00055947i,-0.0011757-0.00038621i,-0.0019395-0.0012702i,-0.00076078-0.0011826i,0.00063184-3.5261e-05i,0.0004011+0.0017952i,0.00030607+0.0037486i,7.3413e-05+0.0038587i,0.00034141+0.0018278i,0.00054547-0.00058003i,0.0012822-0.0025799i,0.0024224-0.0036957i,0.0014888-0.0020792i,0.00059943+0.0007123i,0.0015603+0.0017763i,0.0014553+0.0005712i,-0.00025183-0.00068691i,-0.00017635+1.0581e-05i,0.00069369+0.00022848i,-0.0001765-0.00042854i,-0.0013242+0.00018766i,-0.0016536+0.0020462i,-0.001945+0.0023208i
-0.0018461+0.0043275i,-0.0023383+0.0048446i,-0.0015707+0.0053594i,-0.0010144+0.0043362i,-0.0010536+0.0029388i,-0.0024762+0.0017918i,-0.0046516+0.0011151i,-0.004163+0.00221i,-0.0015629+0.0029296i,0.00082779+0.0024139i,0.0021057+0.0014728i,0.0030936+0.0011096i,0.0037711+0.00078814i,0.0031928+0.00050793i,0.0019358+0.0014272i,0.0021654+0.0021728i,0.0021946+0.0010425i,0.00067001-0.00035101i,6.6311e-05-0.00044551i,-8.9024e-05-0.00026478i,-0.0011061-0.0011501i,-0.0021497-0.0022114i,-0.0017616-0.0028544i
-0.00063587-0.00026795i,0.00052871-0.00063509i,0.0012315-0.00048128i,0.002769-0.0015493i,0.0035052-0.0026941i,0.0016106-0.0026059i,-0.00087122-0.0026221i,-0.0010977-0.0021038i,0.0013181-0.00054804i,0.0029726+0.0010042i,0.0017379+0.0021157i,0.0014295+0.0014526i,0.0036086-0.0014094i,0.0034072-0.0041256i,0.00060955-0.0042862i,-0.00059709-0.0018359i,0.00011958-0.0011578i,-2.5104e-05-0.0025664i,-0.00096631-0.003515i,-0.001002-0.0028842i,0.00028909-0.0025266i,0.00034373-0.0024723i,-0.00060218-0.001304i
-2.5454e-05+0.001718i,0.00070676+0.0015938i,0.0002493+0.00060848i,-0.00071132-0.0002767i,-0.00092403+0.00090004i,-0.00074733+0.0015566i,0.0013502+0.001099i,0.0035067+0.00056679i,0.0040147-0.00095395i,0.0038647-0.0023543i,0.0031768-0.0018551i,0.0015811-0.00042068i,0.0010161-0.00023055i,0.0012176-0.00084567i,0.00061094-0.00076694i,-0.00058011-0.00052102i,-0.0012368-0.00079641i,-0.00086871-0.001458i,-0.00068725-0.001261i,-0.00057766-0.00025081i,0.00050789+0.0014008i,0.001532+0.0029001i,0.0015462+0.0027283i
0.00096273-0.0041837i,-8.9308e-05-0.0039052i,-0.0017085-0.0036028i,-0.0020919-0.0018138i,-0.0017278+0.0015116i,-0.00087878+0.0042529i,0.00065447+0.0054531i,0.0020605+0.0054183i,0.0037277+0.0015973i,0.0047402-0.0043058i,0.0048035-0.0064409i,0.0051413-0.0040375i,0.0038427-0.0019608i,0.0014693-0.001447i,0.00055404-0.00091703i,0.00065528-0.0012509i,0.00028677-0.0017115i,-0.00042398-0.00040928i,-0.00035486+0.00043235i,-0.00036538+9.5994e-05i,-0.0014054+0.0014665i,-0.0022788+0.0039584i,-0.0015281+0.0044572i
-0.0014074-0.0014123i,0.00016524-0.0015326i,-0.00022506-0.0018404i,-0.00116-0.0024565i,-0.00050012-0.0027483i,-0.00025098-0.0015089i,-0.0012493+0.0019483i,-0.001592+0.0049791i,2.2706e-05+0.004254i,0.0019635+0.0010189i,0.0023978-0.001582i,0.0027654-0.0019295i,0.0023984-0.0018007i,0.00051168-0.0016505i,-0.0010094-0.00056602i,-0.0010802+0.00018081i,-0.0008577+0.00061544i,-0.0019681+0.00084503i,-0.0021081+0.00061932i,-0.0011128-2.5138e-05i,-0.0010966-0.0010694i,-0.0016636-0.00067805i,-0.0012301+0.00037834i
0.0012047+0.0013671i,0.0015763+0.0020411i,0.001971+0.0012652i,0.0016054+0.0007181i,0.0006065+0.00049556i,-0.0015194+0.00098398i,-0.0040317+0.0014812i,-0.0043518+0.0011566i,-0.0018078+0.0019384i,-6.1974e-05+0.003338i,0.00022162+0.0026817i,0.0024063+0.0020355i,0.0055885+0.0012468i,0.0054847-0.00032655i,0.0020396-0.00081523i,0.00026285+0.00020668i,0.00071319-0.00034633i,0.00012067-0.0015839i,-0.0011936-0.0016139i,-0.00010973-0.00093186i,0.00088231-0.0007048i,-9.9117e-05-0.0018276i,-0.001372-0.0017159i
-0.0026075-0.0012928i,-0.0036019-0.0020609i,-0.0040834-0.0025631i,-0.0018273-0.0013496i,0.00073522-0.000958i,0.00145-0.0022835i,0.0011631-0.003674i,0.0019887-0.004268i,0.0037095-0.0031442i,0.003616+8.3119e-05i,0.0024934+0.0020568i,0.0019591+0.001438i,0.0020644+0.00012203i,0.0022279-0.00094077i,0.0011133-0.0014831i,-0.0013157-0.0014652i,-0.0018867-0.0016594i,-0.00067409-0.0011783i,-0.0011779-0.00040136i,-0.0022943-3.6674e-05i,-0.0014379+0.00075849i,-0.00021288+0.00055045i,-0.0011081+0.00073851i
-0.00057965+0.00085422i,-0.00059079-0.00098575i,-0.001372-0.0013135i,-0.0033334-0.00032464i,-0.0036865+0.0002792i,-0.0016908+0.0009539i,0.0022592+0.0018355i,0.0051219+0.0017885i,0.0059455-0.00073854i,0.0062619-0.0040895i,0.005949-0.0036932i,0.0041066-0.001902i,0.00096535-0.0015211i,-0.00059011-0.00026567i,-0.00036958+0.0013752i,-0.00011732+0.00097737i,-0.00067575+5.021e-05i,-0.00058319-0.00032904i,0.00042576-0.00043656i,0.00037149+0.00013873i,-0.00064539+0.00067597i,-0.0009576+0.000728i,-0.00093546+0.0010873i
-0.0020391-0.0021481i,-0.0027335-0.0013991i,-0.0033934-0.00074204i,-0.0029174-0.0008794i,-0.0019347-0.00056284i,-0.00099297+0.001293i,-0.00099051+0.0036082i,-0.0014537+0.0061555i,0.00041186+0.0034833i,0.0026538-0.0025184i,0.0031073-0.0050623i,0.003141-0.0039779i,0.0023277-0.0032967i,0.001685-0.0040397i,0.0024751-0.0029828i,0.0026799-0.0012407i,0.00076777-0.0011675i,-0.00029358-0.0019299i,-0.00015883-0.0026396i,-0.00093423-0.0026365i,-0.0017613-0.0018876i,-0.0020176-0.00019603i,-0.0017377+0.001335i
0.0021204+0.0025112i,0.0017461+0.0025908i,0.001905+0.0024111i,0.0028395+0.0011192i,0.0017087-0.00049264i,-0.0016728-0.00059088i,-0.0047613+0.0023842i,-0.004619+0.0054296i,-0.0013417+0.0047319i,0.00084523+0.0017481i,0.0010774-0.00043792i,0.0018216+6.3286e-05i,0.0021621+0.00079276i,0.0020838-0.00019744i,0.00045752-0.00019396i,-0.00068819-0.00043505i,0.00014984-0.0016831i,0.00042172-0.0015101i,0.00025768-0.00032032i,0.00043858-0.0001868i,0.00072058-0.00056008i,0.0014773-0.00081786i,0.0024399-0.00028464i
-0.00050547-0.0003758i,-0.0021605+0.00060777i,-0.0020317+0.0019256i,-0.00083438+0.0033117i,0.00043356+0.0028074i,0.00062199+0.00047647i,-0.001121-0.0017829i,-0.0020145-0.0014742i,0.00017659+0.0011368i,0.0027096+0.0037012i,0.0024829+0.0035i,0.0034732+0.0025298i,0.0061813+0.0023913i,0.0058379+0.0013276i,0.0024339+0.0003928i,0.00063935-3.3433e-05i,0.00064984-0.0014371i,-4.5983e-05-0.0025468i,-0.00088473-0.0026i,-0.00011455-0.0015692i,0.0010767-0.00076428i,0.00047465-0.0008462i,-0.0012665-0.00052414i
-0.0019033-0.0009694i,-0.0028635-0.0023595i,-0.0049982-0.0031558i,-0.004256-0.0023032i,-0.0025551-0.00070581i,-0.0001554-0.00080198i,0.0031196-0.0011448i,0.0061442-0.0015799i,0.0077723-0.0020367i,0.0074473-4.0176e-05i,0.0063789+0.0022311i,0.0050488+0.0016141i,0.0035248-0.0017415i,0.0018059-0.0036218i,7.3903e-05-0.0025149i,-0.0007699-0.0020481i,-0.00068846-0.0018187i,-0.00060938-0.00092079i,-0.0010843+0.00075304i,-0.0026812+0.0024075i,-0.0033879+0.0026639i,-0.0027298+0.0030257i,-0.0018466+0.0014957i
0.014346+0.00061365i,0.015961+0.0023232i,0.017307-0.0012603i,0.0097633-0.0027918i,0.0014755-0.0027709i,-0.002783+0.00058974i,-0.0014937+0.0055571i,0.0026473+0.0059727i,0.0047592+0.00043871i,0.0047867-0.0065096i,0.0044513-0.0076392i,0.0041958-0.0064196i,0.003651-0.0069219i,0.0021877-0.0051965i,0.0015483-0.0017046i,0.00089187-0.00018486i,-7.9411e-05-7.285e-05i,-0.00059079-0.00063835i,-0.00034282-0.0015415i,-0.00010477-0.0023243i,0.00014713-0.0019538i,0.00036061-0.00096742i,-0.00013909-0.00072557i
0.0014507-0.0025683i,0.0023828-0.0021646i,0.0025803-0.0032629i,0.0022251-0.004185i,0.0024853-0.0046094i,0.00066966-0.0014101i,-0.0034271+0.0033197i,-0.006247+0.0050291i,-0.0051715+0.00085228i,-0.0030747-0.0053232i,-0.0013171-0.0080399i,0.00057709-0.0076896i,0.00071001-0.005901i,9.3096e-05-0.0043048i,0.0009279-0.00314i,0.00092359-0.0021259i,-0.0014297-0.0013536i,-0.0031414-0.0010432i,-0.0027725-0.002022i,-0.0022126-0.0022938i,-0.0018104-0.001096i,-0.0019984-0.00057758i,-0.0015567+0.00033042i
0.0035131-0.00083566i,0.0033811-0.0010679i,0.0041044-0.00069918i,0.0026049-0.00042772i,-1.2851e-05-4.2748e-05i,-0.0031974-0.00083733i,-0.0058913-0.00070566i,-0.0058717-0.00047291i,-0.00278-0.00024877i,-0.00056985-0.00042528i,-0.0016151-0.0011013i,-0.0023626+2.8328e-05i,-0.0010205+0.0022604i,0.00028045+0.0021784i,-0.00025224+0.00049676i,-0.0020323-0.00094464i,-0.0012147-0.0017476i,0.00023386-0.0027472i,0.00087893-0.0033066i,0.0015954-0.0024871i,0.0020174-0.0013357i,0.00098658-0.00091343i,-0.0005268-5.4213e-05i
-0.0017229-0.0019246i,-0.0018314-0.0015221i,-0.0021938-0.00034076i,-0.0017042+0.00091252i,0.00087232+0.001192i,0.00188+0.00036199i,0.00041549-0.0024629i,0.0023445-0.0027214i,0.0058736+0.0013001i,0.0055553+0.00477i,0.0036496+0.0050909i,0.0035551+0.0038638i,0.0046403+0.0028957i,0.0046937+0.0012781i,0.0033938-0.00025394i,0.0028959-0.00058523i,0.0025596-0.00067714i,0.00094691-0.0005561i,-0.00062517+0.00016618i,-0.001092+0.0015623i,-0.00047797+0.00082682i,0.00058739-0.0013445i,0.000331-0.002054i
-0.00076856-1.2437e-05i,3.5466e-05-0.0008379i,0.0002337-0.0025077i,-0.00025819-0.0034813i,-0.0014874-0.0027178i,-0.00065712-0.0023039i,0.0038912-0.0003756i,0.0087825+0.0038087i,0.010069+0.0051547i,0.0090573+0.0033589i,0.0085079+0.0025569i,0.0074783+0.0023602i,0.005343+0.00080083i,0.0031572-0.0014866i,0.00070602-0.0017223i,-0.00050095-0.00028183i,0.00087019-0.00060687i,0.0021275-0.00014685i,0.0019655+0.0025077i,0.0015692+0.0040824i,0.0021002+0.0046834i,0.0023924+0.0050906i,0.0026042+0.0036951i
0.0045446+0.0015502i,0.0051484+0.0028194i,0.0050286+0.0024265i,0.0024447+0.0011017i,0.0010057+0.0006161i,0.00020344+0.002623i,-0.0003391+0.0063695i,-0.00050773+0.0084104i,0.00073657+0.003633i,0.004012-0.0033278i,0.0068551-0.0046782i,0.0078223-0.0027628i,0.0067279-0.0027631i,0.0039164-0.0027008i,0.0018322-0.0013522i,0.0011543-0.00020731i,3.7134e-05-0.00015409i,-0.0023473-0.00145i,-0.0036849-0.0022842i,-0.0036179-0.0030538i,-0.0032259-0.002951i,-0.0031096-0.00094331i,-0.0028639+0.00046799i
-0.0010161-0.0013859i,-0.001257-0.0013276i,-0.0010549-0.0019652i,-0.00036669-0.0026152i,-0.00026254-0.003015i,-0.0010168-0.00070895i,-0.0046944+0.0037661i,-0.008876+0.0041331i,-0.0089061-0.00033429i,-0.0060944-0.0049419i,-0.0028935-0.0059557i,-0.00062921-0.0053932i,-0.00044787-0.0051366i,-0.00081633-0.004123i,0.0002621-0.0041433i,0.00047975-0.0047947i,-0.0011402-0.0039128i,-0.00084209-0.0030243i,0.00020082-0.0032835i,-6.4773e-05-0.003932i,-0.0015002-0.0033072i,-0.0038317-0.0025403i,-0.0054466-0.0015807i
0.0041415-0.001215i,0.0056662-0.00071935i,0.0058645-0.0014741i,0.0046476-0.0016i,0.0012673-7.9446e-05i,-0.0031171+0.0006896i,-0.0059793-0.0013548i,-0.0051069-0.0033241i,-0.0015316-0.0026021i,-0.00090489-0.001734i,-0.0022353-0.0014908i,-0.00096395-1.7029e-05i,0.00055698+0.0020578i,0.0012437+0.0030968i,0.0010905+0.0025667i,-2.7616e-05+0.00079486i,-0.00024184-1.4356e-05i,0.00086594-0.00017057i,0.0024373-0.00064544i,0.0025157-0.0015639i,0.0013799-0.0033153i,0.00063238-0.0052619i,3.8602e-05-0.0048617i
0.0026763-0.00034999i,0.0024232-9.1014e-05i,0.0013604+0.0010542i,0.00021261+0.00095924i,-0.00082087-0.00087337i,-0.0018495-0.0026551i,-0.00037609-0.0045491i,0.0042848-0.003804i,0.0080421-0.00048507i,0.0082549+0.002159i,0.0056879+0.0021695i,0.0033182+0.0010165i,0.0041066+0.0010766i,0.0052413+0.0011016i,0.004017+0.0005056i,0.0010839+0.00036166i,-0.0012002+0.00068775i,-0.0026583+0.0026371i,-0.0029267+0.0047349i,-0.0016917+0.0061635i,0.00076943+0.007263i,0.0031074+0.0075443i,0.0035226+0.0052258i
-0.00036206+0.0025211i,0.00010761+0.0034406i,0.0021188+0.0033071i,0.0017933+0.0027899i,-0.00076747+0.001172i,-8.6591e-05-0.0016275i,0.0044501-0.00086833i,0.0086063+0.0025737i,0.011265+0.0041003i,0.012492+0.0026119i,0.010332+0.0013463i,0.0071481+0.0017682i,0.0046106+0.0011236i,0.0014583-0.00098222i,-0.0019043-0.0019653i,-0.0034785-0.0020776i,-0.0027654-0.0026996i,-0.0025062-0.0030217i,-0.0039096-0.0023119i,-0.0038471-0.0012558i,-0.0011905+0.00092285i,0.00060979+0.0038002i,0.0015933+0.0055245i
0.0028022-0.0026408i,0.0031802-0.0027907i,0.0032483-0.0033384i,0.0012741-0.0046856i,0.0010005-0.0048752i,0.0019502-0.00018958i,0.00010188+0.0058486i,-0.0013402+0.0075479i,8.0383e-05+0.0030698i,0.0026183-0.0029009i,0.0044868-0.0050824i,0.0059134-0.0047371i,0.0058804-0.0058641i,0.0038615-0.0069116i,0.0024194-0.0046654i,0.0021834-0.0021214i,0.0012474-0.0030532i,-5.2463e-05-0.0056596i,-0.0002586-0.0064519i,-0.00059031-0.005296i,-0.0025332-0.0034293i,-0.0060375-0.0024821i,-0.0068143-0.0015388i
-0.001595-0.0036689i,-0.001543-0.0036964i,-0.0023465-0.002517i,-0.0014978-0.0010025i,-0.001186+0.001149i,-0.002934+0.0043161i,-0.0061135+0.007982i,-0.0097804+0.0076656i,-0.010053+0.0038286i,-0.0071234+0.00010179i,-0.0040007-0.0010136i,-0.0015225-0.0014569i,-0.00051283-0.0021527i,-0.00037444-0.0020026i,0.00058366-0.0021136i,0.0024001-0.0021129i,0.0035275-0.00067454i,0.0053136-0.00024923i,0.0073847-0.0015606i,0.006357-0.0028099i,0.0034143-0.0040618i,0.0017276-0.0054866i,0.00098497-0.0050243i
