-0.001256-0.00016756i,-0.0009272-0.00086048i,-0.0015103-0.00091044i,-0.0020595-0.0010743i,-0.00201-0.00069264i,-0.0016341+0.00015769i,-0.0014045+8.5649e-05i,-0.00072555+0.00051723i,0.00018884+0.00063134i,0.0010706-0.00030596i,0.0013907-0.00050156i,0.00083125-0.000604i,0.00056313-0.00075511i,0.00030417-0.0010391i,0.00011832-0.00066935i,0.00018961+0.00028604i,0.00016724-0.00016849i,0.00097947-0.00032297i,0.0011578-0.00025219i,0.00051764-0.00073802i,0.00011149-0.0006552i,-0.00041093-0.00052111i,-0.00022777-0.0004488i
-0.00088268-0.0036705i,-0.0021252-0.0042931i,-0.0019317-0.0031254i,-0.0013555-0.0015984i,-0.00080282-0.0020245i,0.00028168-0.0026591i,0.0013176-0.00218i,0.0013225-0.001243i,0.00014011-0.00038381i,-0.00071407+9.8555e-05i,-4.3799e-05+0.00012316i,0.00044723+0.00093927i,6.588e-05+0.0012416i,-0.00031251+0.0012304i,-0.00067876+0.00069933i,-0.00045329+0.0006182i,0.00058893+0.00058022i,0.00076556+0.00054426i,0.00085158+0.0006368i,0.0012165+0.00020568i,0.00065918-0.00039001i,0.00030307-0.00041266i,4.2949e-05+0.00019349i
-0.0022157+0.0013093i,-0.0019548+0.0019662i,-0.00076953+0.0027289i,-1.5457e-05+0.0025277i,-0.00038796+0.00097909i,-0.0010852-0.00028091i,-0.00078153-0.0010119i,-0.00042128-0.00075865i,-0.0003658-0.00016577i,-0.00023114+0.00024871i,-0.00021208+0.00061776i,-0.00034984+0.0005909i,-0.00090906-0.00013081i,-0.00055051-0.0004422i,-0.00026212-0.00027343i,4.3077e-05+7.8234e-05i,-3.0973e-05+0.00062058i,-0.00086208+0.00039635i,-0.00076079-0.00015295i,-0.00030425-0.00014307i,0.0002814-0.00015166i,0.00086711-0.00013776i,0.00086486+0.00011427i
-0.0014651+0.00047589i,-0.00065975-0.000609i,0.00019634-0.00051184i,0.00089986-9.4401e-05i,0.0013263-0.0017528i,0.00013843-0.0026146i,-0.0010597-0.0020237i,-0.0011085-0.0010169i,-0.0013969-9.8106e-05i,-0.0012966+0.00085829i,-0.00075173+0.00093576i,-0.00082435+0.00052901i,-0.00073899-0.00031374i,0.00095001-0.0010583i,0.0019064-0.00048222i,0.0014419-0.00025893i,2.6931e-05-0.00060789i,-0.0014478-0.00057524i,-0.001696-0.0003715i,-0.0011437-9.2487e-05i,-0.0005155-0.00015219i,5.5973e-06-0.0001409i,0.00022646+0.00010257i
-0.0010315-0.0024194i,-0.0031422-0.0013051i,-0.0031907+0.00045843i,-0.0019727+0.00046241i,-0.0012691-0.00071877i,0.00011216-0.0011591i,0.0010933-0.0010553i,0.00075897-0.0010754i,9.854e-05-0.00093816i,-0.00047274-0.00032261i,-0.00089759+0.00067052i,-0.001173+0.0012859i,-0.001006+0.00068813i,-0.0013425+0.00046975i,-0.0011652+0.00079381i,-0.00071037+0.00031414i,-0.00025086-0.00019417i,-0.00018278-0.00025729i,4.736e-05-0.00028909i,-0.00014123-0.00022139i,-0.00028862-0.00024291i,0.00040679+0.0001896i,0.00078654+0.00059496i
0.00064884-0.0041767i,0.0006032-0.0045902i,-0.00030916-0.0033118i,-0.00017401-0.0026337i,0.0010345-0.0026869i,0.00038285-0.0021133i,-0.00097935-0.0010026i,-0.0010655-1.9414e-06i,-0.00023729-0.00043374i,0.00033827-0.001147i,1.7929e-05-0.00047846i,-0.00082721-6.7794e-05i,-0.00083569-0.0002634i,-0.0010405-0.00037749i,-0.0011648+3.3352e-06i,-0.0010962+0.0001964i,-0.00025044+7.5966e-05i,8.5422e-05+0.00040291i,-0.00073425+0.00064242i,-0.00069464+0.00068327i,0.00043695-0.00011155i,0.00092833-0.00081493i,0.0004831-0.00038011i
-0.00094625-0.0014082i,-0.0012124-0.0012026i,-0.0011408-0.00077325i,-0.00073153+0.00053964i,-0.00048363+0.00015422i,-0.00053009-0.0014708i,-0.00011316-0.0014543i,-0.00052439-0.000791i,-0.00080266-0.00058834i,-0.00062402-0.00046925i,-0.00046676-0.00014399i,-0.00029291-0.00017341i,0.00014721-0.001006i,-7.1464e-05-0.00066147i,-0.0011004+0.00020568i,-0.00079692-0.00019359i,-0.00011284-0.00098707i,-3.794e-05-0.0011368i,8.3183e-05-0.00071386i,-8.8733e-05-0.00036953i,-3.0524e-06-5.1394e-05i,0.00022216+0.00010051i,0.00010884-2.1712e-05i
0.0010738-0.0010952i,0.00012995-0.0014323i,-0.00022804-0.0016286i,-0.00058271-0.0022612i,-0.00063481-0.0028502i,-0.0012927-0.0018892i,-0.0018299-0.00090051i,-0.001821-0.00027529i,-0.00097052+0.00036531i,-0.00047597+0.00023638i,-0.00053871+0.00027121i,-0.00012741+7.1146e-05i,-8.9069e-05-0.00059685i,-0.00047322-0.0011497i,-0.00041341-0.00094192i,-0.00044127-0.0003557i,-0.00099341+4.8147e-05i,-0.00014066+6.3976e-05i,0.00052755+8.9711e-05i,-0.00013745+0.00016385i,0.00019898+0.00041666i,0.0009494-0.00023999i,0.00068956-0.00042559i
-0.0017892-0.00056747i,-0.0025086-0.0014092i,-0.0018749-0.00046834i,-0.0011439+0.00065413i,-0.0011932-1.6088e-05i,-0.0017923-0.0012903i,-0.0012226-0.0012851i,0.00023142-0.00074883i,7.9844e-05-0.00071092i,-0.00024049-0.00069915i,0.0002645-0.0005684i,0.00082704-0.0001273i,0.00076757+0.00020665i,0.00023544+0.00065122i,0.00024251+0.0001466i,0.000631-0.00038833i,0.00091236-0.00065674i,0.00048649-0.00081873i,-4.5286e-05-7.8431e-05i,-0.00010396+4.9495e-05i,0.00018841-0.00083656i,0.00014207-0.00078167i,-0.00056666-0.00075338i
0.00076543-0.0016618i,0.0012447-0.0025543i,-4.9381e-05-0.0030031i,-0.0014336-0.0025189i,-0.0011597-0.0017511i,-0.0011618-0.0010514i,-0.00089046-0.0010899i,0.00044861-0.00030125i,0.00019638+0.00041784i,-0.00072771+0.0002891i,-0.00091215+0.00048322i,-0.0011721+0.00014624i,-0.00052247+0.00027854i,0.00020119+0.00069447i,-0.00064026+0.00039393i,-0.00047561-0.00023492i,0.00076781-0.00076373i,0.00071077-0.000502i,0.00043395-3.1086e-05i,-9.4533e-05-0.00013308i,-0.00073638-0.00026873i,-0.00059144-6.1194e-05i,-0.00026151+7.3697e-05i
-0.0031188-0.0024945i,-0.0031683-0.00044454i,-0.0020677-0.00010621i,-0.00018756+0.00046196i,0.00051798+0.00041734i,0.00048292-0.00046107i,0.0002873-0.0012402i,9.9539e-05-0.0017736i,-0.00063009-0.0016979i,-0.00084488-0.00087331i,-0.00080956+9.7855e-05i,-0.00046177+0.00076591i,0.00024234+0.00035793i,5.5771e-05-0.00042159i,0.00024178+5.8263e-06i,0.00066802-6.8694e-05i,7.8507e-05-0.00026292i,0.00030936+0.00036896i,0.00098605+2.5824e-05i,0.00042483-0.0007609i,0.00042536-0.00062788i,0.00090287-8.933e-05i,-0.00036894+4.9449e-06i
-0.00023753-0.0030536i,-0.0010496-0.0024775i,-0.0011792-0.0021843i,-0.00081885-0.002293i,-0.0012549-0.0014637i,-0.0012049-0.00028346i,-0.0013308-0.00078089i,-0.0019591-0.0010252i,-0.0018147-0.00040565i,-0.00090001-6.8283e-05i,2.7126e-05+0.00064529i,0.00027102+0.00093388i,0.0003384+0.0003662i,0.00055518+0.0006111i,0.00032546+0.00081828i,0.00070769+0.00023812i,0.00090837-2.5593e-05i,-1.5859e-05-0.00041736i,-0.00078485-0.0009441i,-0.00050776-0.00075322i,-9.0166e-05-0.0008809i,0.00020491-0.0005324i,0.00047413+0.00067246i
0.0035714-0.00035552i,0.003605-0.0011668i,0.0028912-0.0012493i,0.0016518-0.001364i,0.0011363-0.002512i,-6.7928e-05-0.0025952i,-0.00070544-0.0018841i,-0.00046618-0.0012304i,-0.00049956-0.0009182i,-0.00061225-0.0006486i,-0.00017972+0.00018604i,3.8875e-05+0.00077454i,-0.00037133+0.00064973i,-0.00034767-2.0786e-05i,-0.00051104+0.00018321i,-0.00033514+0.00035403i,0.00063463+8.8047e-05i,0.0016399+0.00067261i,0.0019584+0.00080477i,0.0012325+2.3877e-05i,0.00032267-0.00084113i,0.00012626-0.00063469i,0.00039682-0.00068715i
0.0011826-0.00015282i,0.0015773-0.0019299i,0.001531-0.0030606i,0.0012895-0.0025387i,-6.5353e-05-0.0015844i,-0.00011788-0.0011077i,0.00033924-0.00092582i,-0.0002668-0.00013113i,0.00028972+8.1197e-05i,0.0010021+8.9227e-05i,0.00087936+0.00084995i,0.0010979+0.0011099i,0.0010327+0.00074898i,0.00037429+0.00083168i,0.00034301-5.0771e-05i,-0.00049425-0.00057835i,-0.0014332+0.00036458i,-0.00071693+0.0013837i,0.00020787+0.0014733i,0.0008307+0.00053235i,0.00035206+9.7487e-05i,-5.9161e-05-6.7983e-05i,0.00022431-0.00031253i
0.0015438-0.0010317i,0.0016222-0.00098314i,0.0005584-0.0012984i,-0.0012928-0.0017938i,-0.0029181-0.0016191i,-0.003299-0.00017913i,-0.0030946+0.00042939i,-0.0022677-0.00024165i,-0.00050775-0.0002406i,0.00015668+0.00017831i,-0.00064637+0.00049242i,-0.0012205+0.0004429i,-0.0010258+0.00049912i,-0.00048753+0.0013229i,-0.0008698+0.0014671i,-0.00085264+0.0006186i,-0.00051639+0.0002353i,-0.00015493+0.00035853i,0.00059326+0.00044315i,0.0013406+0.00055931i,0.00075167+0.00041359i,0.00026558+0.00051853i,0.0001686+0.00067459i
-1.2218e-05-0.00081429i,0.0010973-0.0017774i,0.00099267-0.002734i,0.00024383-0.0023217i,-0.00011438-0.00204i,-0.00026639-0.0013579i,-0.00011247-0.0012637i,0.00017831-0.0015429i,0.00038147-0.0011053i,0.00048378-0.00075976i,-0.00057963+5.402e-05i,-0.0013916+0.000298i,-0.0012247-0.0002247i,-0.00061167-4.3695e-05i,-0.00014076-0.00027705i,-0.00032958-0.00084881i,-0.0009291-0.0011877i,-0.00070584-0.0012287i,-0.00013402-0.0006434i,0.00017843+0.00068193i,0.00079057+0.0012353i,0.0010007+0.00049806i,0.0011945-3.1581e-05i
-0.0019969-0.0022349i,-0.0032896-0.0017651i,-0.0033133+0.00018279i,-0.0025034+0.0012582i,-0.0012054+0.00034171i,-0.00070687-0.0003087i,0.00016237-0.00047085i,0.00018317-0.00044946i,-0.0011313-0.00028244i,-0.0015323+9.4982e-06i,-0.0010464+0.00085365i,0.00014158+0.0014069i,0.00031092+0.0013414i,0.00031347+0.001294i,0.00068843+0.00083446i,0.00040859+0.00027373i,0.00066879-0.00042331i,0.0010781-0.00031983i,0.0012288+0.00015063i,0.0010868+7.6277e-05i,0.00030372-0.00034103i,-5.5532e-05-0.00046605i,0.00036665+0.00019329i
0.0017063-0.0022741i,0.0016758-0.0028047i,0.0017561-0.0031533i,0.0011043-0.0018633i,4.9501e-05-0.00027833i,-0.00038191+8.8939e-05i,-0.00054303-0.00022639i,4.7667e-06-0.00030606i,0.00038654-0.00035908i,0.00015657+1.2233e-05i,-0.00037385+0.00044615i,-0.00038115+0.00026885i,0.00018141-0.00021455i,0.00012597+0.00015422i,-0.00029952+0.0011283i,-0.0001267+0.001075i,-2.001e-05+0.00030228i,0.00050509-0.00022048i,0.00099335-0.00041587i,0.001107-0.00019415i,0.00088308+0.00021165i,0.00010091+2.9246e-05i,3.1516e-05-0.00056766i
0.0020816-0.0024317i,0.00355-0.0038531i,0.001251-0.0073691i,-0.0019719-0.0065109i,-0.0040712-0.0037068i,-0.00271-0.0012116i,0.0011821-0.0014477i,0.002204-0.002028i,0.0017035-0.00097035i,-4.7594e-05-0.00011177i,-0.001655+0.00055753i,-0.0013787+0.00072218i,-0.0016854+0.0011497i,-0.0024785+0.0027354i,-0.0025226+0.0034271i,-0.0017827+0.0019742i,-0.0014756+0.00011833i,-0.00083856-0.00032671i,0.00089794+0.00078661i,0.0013986+0.00075311i,0.0013694-0.0013432i,0.00055708-0.0021035i,-0.00048351-0.0013113i
-0.0082101+0.0036853i,-0.0073707+0.0060456i,-0.0022831+0.0086356i,0.0019982+0.0060969i,0.003502+0.0013447i,0.0021938-0.0035569i,-0.001247-0.0049084i,-0.0023758-0.0030105i,-0.0017011-0.0003433i,-0.00028347+0.0011517i,0.0011317+0.00080134i,0.001105-0.00089999i,0.0011214-0.002913i,0.002111-0.0039879i,0.0026618-0.0041433i,0.0020308-0.0028932i,0.00019138-0.00093229i,-0.00058683-0.00017731i,-0.00047968-0.00052439i,-0.0007866-0.00077827i,-0.00094068+0.00018127i,-0.00035946+0.00069364i,7.7997e-05-0.00013382i
-0.0025085-0.00036209i,-0.0041718-0.00036315i,-0.0039015+0.0027387i,-0.0013547+0.0038102i,0.0012035+0.0018577i,0.0014688-0.00050045i,6.8183e-05-0.0016254i,-0.00034432-0.0012743i,0.00075554-0.00042121i,0.00093025+0.0005351i,0.0003351+0.00021241i,0.00076801-0.0002629i,0.0010982-0.00027622i,0.0011924-0.00084775i,0.0012186-0.0013081i,0.00082576-0.0012004i,0.00018489-0.00016326i,4.5684e-05+0.0008806i,-0.00073144-9.8999e-05i,-0.00073854-0.0014761i,-0.00018497-0.00088414i,-0.00015248+0.00033639i,0.00066659+0.000702i
-0.0026309+0.0028219i,-0.0023719+0.0036289i,-0.0004584+0.0043319i,0.0022162+0.0031134i,0.0025553+0.00066626i,0.00072815-0.0016505i,-0.00054472-0.0020016i,-3.5136e-05-0.00090918i,-6.9898e-05-0.00025114i,-0.00038507+0.00013314i,-0.00014518+0.00089984i,-0.00015315+0.00076833i,0.00040853-0.00039785i,0.00090616-0.00053766i,0.00028775-0.00010789i,-0.00055229-3.4631e-05i,-0.00052603-0.0002931i,-0.00021732-0.00035246i,-0.00019821-0.00012691i,-0.00036903+4.431e-05i,-0.0010674+0.00059249i,-0.0013311+0.00066678i,-0.0010442+0.00059203i
-0.0011966-0.0014273i,-0.00060482-0.0020541i,-0.0004659-0.0022935i,-0.00081199-0.0017206i,-0.0018509-0.0017757i,-0.0016666-0.002478i,-0.00066015-0.002107i,-0.00077138-0.0014354i,-0.0011674-3.0156e-05i,-0.0008884+0.00088777i,-0.00043611+0.00059019i,-0.0005127+0.00031026i,-0.00026847+0.0010081i,0.00031989+0.0011437i,0.0011527+0.0007815i,0.0011484+0.00056463i,0.00056492+0.00013511i,0.00010031+3.8473e-05i,-8.3552e-05-0.00039011i,-0.00054926-0.00027513i,-0.00071351+2.8436e-05i,-0.00021752-0.00027009i,0.00029169+0.00016466i
-0.0026268-0.0046612i,-0.0035448-0.0042947i,-0.0025458-0.001758i,-0.00082627+0.0001378i,-0.00093304-0.00070603i,-0.00092821-0.0025915i,-0.00025888-0.0028482i,0.00050878-0.0017766i,-8.0502e-05-0.0010402i,-0.00088832-0.00099479i,-0.00083655-0.00074086i,3.6151e-05-0.00044512i,0.0010475-0.0006101i,0.0011118+0.00023518i,0.00044336+0.00082906i,0.00055982+0.0003017i,0.00024791+8.5043e-05i,-0.00036162-5.3142e-05i,-0.00053165-0.00083437i,-0.00014114-0.00096808i,0.00074599-0.00067098i,0.00098044-0.00025463i,0.00011115-6.9442e-05i
-0.00022186+0.0013231i,-0.00062832+0.0020444i,9.07e-05+0.0019129i,0.00091335+0.0013325i,0.00099162+0.00047027i,-9.8757e-05-0.00074488i,-0.0013136-0.00066858i,-0.0012638-0.00021716i,-0.0005403+0.00048229i,-0.00037012+0.00043781i,-0.00020857+0.00036504i,0.00016815+0.00050697i,0.00069248+5.0727e-05i,0.00045338-0.00068923i,0.00049032-0.0017106i,0.00069023-0.0017496i,0.00057009-0.0012852i,9.5902e-06-0.00044779i,-0.00014636-0.00061367i,0.00015995-0.0008595i,6.4266e-05+0.00034482i,-0.00065621+0.00092638i,-0.00058947+0.00047842i
-0.0025921+0.00018883i,-0.0023916+0.0004002i,-0.0021562+0.00099415i,-0.0010231+0.0016865i,-0.00010822+7.1191e-05i,0.00016597-0.002337i,7.7017e-06-0.0027127i,-0.00041355-0.0014529i,-0.00054495-3.5993e-05i,-0.00019062+0.00086429i,-0.00020621+0.00033361i,3.6062e-05-0.00069591i,0.00044468-0.00059133i,0.00020961+0.00038264i,0.00012749+0.00048779i,0.00063115+0.00044715i,0.00044118+0.00093825i,-0.00012704+0.00094465i,-7.6613e-05+0.00012251i,6.0938e-06-0.00094153i,-1.5444e-05-0.00070837i,-0.00021448+0.00071678i,-0.00024262+0.0006662i
-0.0011487-0.00060552i,-0.00074467-0.0010105i,0.00076014-0.0010451i,0.00058743-0.0023776i,-0.0011612-0.0026652i,-0.0017336-0.0014441i,-0.00078848-0.0010712i,0.0003583-0.00098211i,0.00074271-0.00037009i,0.00041577-0.00017239i,2.7222e-05-0.00021844i,-0.0001625+0.000341i,-0.00091623+0.0002395i,-0.0006594-0.00094301i,-0.00010875-0.00089881i,-0.00048814-0.00046702i,-0.00072032-0.00066017i,-0.00024929-0.00069984i,-8.6145e-05-0.0010762i,-0.00031059-0.00073949i,0.000628-0.00068693i,0.0015594-0.0011662i,0.0011972-0.00036223i
-0.0037896-0.0016709i,-0.0044613-0.0013271i,-0.0036938+0.00051019i,-0.00050309+0.0014811i,0.0012626-0.00031455i,0.0006402-0.0028426i,-0.00030191-0.0026746i,-0.00083585-0.0010995i,-0.00049273+0.00021996i,-0.00016425+0.00067762i,-0.0006175+0.00064414i,-0.00019917+0.00054649i,0.00044675-0.00015606i,0.00077015-0.0014919i,0.0012407-0.0022159i,0.00084766-0.001736i,0.00028802-0.00069713i,-0.00013096-0.0001723i,-0.00020905-0.0011765i,-0.00085715-0.0013888i,-0.0011721-0.0010106i,-0.00069957-0.00070121i,-0.00081904-0.00062485i
-0.00059937-0.00011643i,-0.00081848-0.00081532i,-0.0015238-0.00027761i,-0.00049203-0.00011117i,-7.8634e-05-0.00040257i,-0.001319-0.0010111i,-0.0012351-0.00089896i,-0.00043423-0.00018322i,-0.00040116-0.00055452i,-0.00036709-0.00054183i,7.4938e-05-0.00031548i,0.00048744-0.00012271i,0.00032984+8.2945e-05i,-6.939e-05+0.00015594i,0.00030525+0.00064729i,0.00027032-0.00017426i,-0.00032832-0.00083911i,-0.00065219-0.00085136i,-0.00096522-0.00069503i,-0.001231-0.00097283i,-0.00076731-0.0011614i,0.00011012-0.0004817i,0.0002417+0.00015362i
-0.002409+0.0003322i,-0.002248+0.0015865i,3.6696e-05+0.0016249i,0.0018054+0.00053097i,0.0022172-0.00079117i,0.0022237-0.002093i,0.0014387-0.0022473i,0.00037517-0.0014225i,-0.00038701+6.5755e-05i,-0.00031891+0.001422i,-0.00021299+0.0012882i,-0.00032435+0.00064898i,-0.00036518+0.00013416i,-0.00041603-0.00039165i,-0.00033411-0.00060514i,-0.00014962-0.0003418i,-0.0001792-0.00025818i,-0.00028997-0.00049846i,-0.00032314-0.00013413i,-8.6778e-05-0.00057769i,-0.00015781-0.00058902i,1.3412e-05+4.7661e-05i,0.00017092+0.00029034i
-0.0017644-0.0022435i,-0.002476-0.0027783i,-0.0011358-0.0017409i,-0.00060319-0.00095363i,-0.001266-0.001146i,-0.0020546-0.001184i,-0.0016315-0.00095052i,8.2295e-05-0.00077603i,0.00039431-0.00023318i,-0.00020068+0.00039772i,-7.2301e-05+0.00071995i,0.00033429+0.00065602i,8.3143e-05+0.0002232i,0.00012185-4.085e-05i,0.00011127+4.3493e-05i,0.00023101-0.00036675i,0.00011146-0.00016975i,3.7176e-05+0.00012273i,0.00082739+0.00042761i,0.00032714+0.00040831i,-0.00042233-0.00069289i,-1.377e-05-0.00064811i,0.00064135+9.2369e-06i
0.00061902-0.0046413i,-0.0019229-0.0039635i,-0.0020383-0.0022934i,-0.00048369-0.0012932i,-0.00010656-0.0013453i,-0.00046757-0.0014746i,-0.00044291-0.0017564i,-0.00049052-0.0014244i,0.00031608-0.00054315i,-4.7909e-07-0.0003323i,-0.001239-0.00028917i,-0.0007766+0.00050824i,-0.00019131+0.00071734i,-7.9207e-05+0.0009794i,5.4746e-05+0.0012912i,8.8043e-05+0.00058616i,0.00060951-0.00012189i,0.00088636+0.00028459i,0.00021003+9.9411e-05i,-0.00010039-0.00028122i,4.7921e-05-5.4983e-06i,0.00026072+0.00045798i,0.00060856+0.00036978i
0.00089777+0.00031505i,0.00064114+0.0010654i,0.00014149-0.0005736i,-9.4593e-05-0.0020801i,-0.00041934-0.0019944i,-0.00033663-0.0016201i,-0.00026661-0.0012927i,-0.0005352-0.0014449i,-0.00010347-0.001043i,-2.7538e-05-0.00032008i,-0.00011354+0.0001446i,0.00010703+0.00083106i,-0.00030706+0.0008096i,-0.00027245+0.0001226i,0.00027924-0.00022873i,0.00033783-0.00031371i,-0.00011741-0.00056241i,-3.324e-05-0.00050326i,-0.00059425-0.00042522i,-0.0012068-0.00061331i,-0.00041944+0.00027361i,0.00017749+0.00094825i,-6.7728e-06-0.00045098i
-0.0024329-0.0022497i,-0.0029168-0.0017087i,-0.0024395-0.0011834i,-0.0022005-0.00041993i,-0.0024184+9.6587e-05i,-0.0016304-0.0004462i,5.0934e-05-0.0010487i,0.00064809-0.0013698i,-0.000146-0.0014814i,-0.00073179-0.0011949i,-0.0006022+4.6979e-05i,-0.00022137+0.00090951i,-5.6022e-05+0.00062078i,7.5535e-05+0.00077274i,0.00072482+0.00064839i,0.00054307-0.00040503i,0.00041508-0.0011567i,0.001095-0.00078918i,0.0011252-0.00062532i,0.00036427-0.00063047i,1.2371e-05-0.0005784i,-3.0059e-05+0.00016866i,-0.00038541+0.00086425i
-0.001754-0.0018279i,-0.0012442-0.00099061i,-0.00060277+0.00053558i,-0.00083513+0.00034317i,-0.001132-0.0012357i,-0.0011316-0.0023322i,-0.00051139-0.0022899i,-2.8127e-05-0.0018356i,-4.392e-06-0.00082812i,0.00049301+0.00034606i,0.00071036+0.00069716i,0.00075979+0.00060612i,0.00037837-0.00066348i,-2.9559e-05-0.00093722i,-0.0006906+0.00011452i,-0.0011882-0.0002161i,-0.00081952-0.0008168i,-0.00047439-0.00060109i,-0.00053389+0.00036083i,-0.00036035+0.00065315i,0.0001576+0.00030986i,0.00027047+0.00041629i,-0.00048235+0.00048552i
0.0020212-0.00075233i,0.0013749+0.00024165i,0.001102+0.0013048i,0.00045301+0.00098456i,0.00016975-0.0011715i,7.7509e-05-0.002338i,-0.00038089-0.0016585i,-0.00074134-0.00088358i,-0.00077402-0.00021575i,-0.00073305+0.00027806i,-6.0169e-05+0.001095i,0.00013966+0.0017613i,0.00041453+0.0012326i,0.00055462-0.00033036i,-1.0219e-05-0.00062123i,-0.00060047-0.0007215i,-0.00045109-0.0010435i,0.00012645-0.00078182i,0.00018066+7.5556e-06i,0.00024833+0.00043516i,-1.4126e-05+2.8155e-05i,0.00014783-0.00039683i,0.00047571-0.00057286i
-0.0001852+0.0017716i,-0.0018748+0.00053927i,-0.0017713-0.00083314i,-0.00025376-0.0010744i,0.0007481-0.0010572i,-4.2083e-05-0.00098306i,-0.0010865-0.00079401i,-0.00095354-0.00034306i,-0.00030051+0.0001561i,-2.5783e-05+6.3234e-05i,-0.0006099-0.00021682i,-0.001015-0.00013745i,-0.00061065+6.2049e-05i,-9.6474e-05-5.1144e-05i,2.6547e-05-0.00024304i,0.00022314-0.00087996i,0.0012397-0.0012186i,0.0011332-0.00055257i,5.9781e-05+0.00040781i,-0.0010984+0.00063887i,-0.0013956+0.00051378i,4.1357e-06+0.00066633i,0.00083274+0.00067085i
-0.0009416-0.0018735i,-0.0014862-0.0021415i,-0.0016996-0.0014339i,-0.0014758-0.00057206i,-0.0016206-0.00056621i,-0.0021682-0.00092211i,-0.001499-0.0012874i,-0.00022068-0.00071337i,0.00048225-0.00019645i,1.0728e-06+0.00034855i,-0.00095368+0.00043232i,-0.0011598+0.00041657i,-0.0012125+0.00057276i,-0.00078612+0.00064431i,-8.4609e-05+9.5874e-05i,0.00046099-0.00017068i,0.00018994-0.0006283i,-0.00037303-0.0006308i,-0.00049833-0.00014194i,-0.00022455+9.0779e-05i,0.00010041+0.00083373i,-3.7867e-05+0.0011319i,0.00053948+0.00085867i
0.00089601-0.003593i,0.00098664-0.0023837i,0.00057347-0.00032259i,0.0016132-0.001065i,0.001898-0.0026653i,0.00037568-0.0032302i,-0.00072949-0.002526i,-0.0009538-0.0014911i,-0.0012047-0.0014979i,-0.00098321-0.0012002i,-0.00091172-0.00052282i,-0.00050583+0.00035051i,0.0002307+0.00049896i,-0.00015879+0.00078272i,-0.00066725+0.0007314i,-0.0006073-0.00022037i,-0.00046074-0.00024756i,-0.00042812+0.00049418i,-0.0011809+0.00029074i,-0.0018433-0.00051035i,-0.00078813-0.0010999i,-0.0004327-0.00080481i,-0.0011099-0.00029658i
0.0014062-4.8424e-05i,0.00098682-0.00012436i,-0.00019425-0.0010845i,-0.00019521-0.0021281i,0.00011955-0.0016057i,-0.00024193-0.0012701i,-0.00095756-0.0012019i,-0.00078084-0.00097645i,-0.00044617+5.6181e-05i,-0.00046087+0.00077656i,-0.00081247+0.00053407i,-0.001212+0.00046346i,-0.00066883+0.00046594i,-0.00014099+0.00031481i,-0.00013179+4.7301e-05i,0.00017721-4.1297e-05i,0.00025749-0.00077132i,0.00040074-0.0010142i,0.00059563-3.0312e-05i,0.00063927+0.00027746i,0.0002115+0.00025224i,-0.00039613+0.00018656i,-0.00023367+0.0004035i
-0.0014513-0.00042538i,-0.0004583+0.00059049i,0.00029534-0.00029488i,2.7991e-05-0.0019552i,0.00017289-0.0021311i,-9.5276e-05-0.0016599i,-0.00024091-0.0010374i,-0.00016064-0.00060178i,-1.9797e-05-0.0011034i,0.00040088-0.00016124i,-0.00019262+0.00095789i,-0.0010149+0.00093879i,-0.0001857+0.00069972i,0.00065142-3.3187e-05i,-0.00011703-0.00020227i,-7.951e-05-2.6203e-05i,0.00074681-0.00020474i,0.00099137-0.0004829i,0.00073695-0.00042766i,8.6312e-05-0.00028308i,4.5009e-05-0.00067514i,0.00059272-0.00065141i,0.00041256+2.1862e-06i
-0.0020391-0.0010781i,-0.0036033-0.00040284i,-0.0037494+0.00068754i,-0.0015523+0.00086477i,-0.000236+0.00077i,-0.00024149-6.5988e-05i,-0.00023935-0.001413i,0.00033845-0.0012833i,0.00047117+0.0003576i,0.00021638+0.0008511i,-0.00021588+0.00067548i,-0.0003642+0.00024793i,-0.0004416-0.00029985i,0.00049419-0.00054707i,0.00088602-0.00066027i,0.00054645-0.00030309i,0.00058821+0.00045301i,0.00015838+0.00028094i,-6.4817e-05+0.00022162i,-0.00022134+0.0004481i,-0.00012973+0.0004014i,0.00064746-0.00026656i,0.00065906-0.0008988i
-0.0017105-0.0017973i,-0.0011393-0.0035109i,-0.00034538-0.0018643i,0.0012537+0.00052781i,0.0018402-0.00043843i,0.00074787-0.0020339i,-0.00014457-0.0028454i,-0.00063841-0.0023173i,-0.00031101-0.0013242i,0.00050868-0.00070139i,0.00039686-9.0495e-05i,-0.00013664+0.0001734i,7.6355e-05-4.3209e-05i,0.00059589+2.757e-05i,0.00089858-0.00052992i,0.00098934-0.0011744i,0.0011783-0.00035126i,0.0012839+0.00070877i,0.00023699+0.00022599i,-1.5901e-05-0.00010035i,0.00028651+2.9019e-05i,9.6602e-05-0.00037631i,0.00019182+7.878e-05i
