-0.0013173-0.00028982i,-0.0023228+0.00070725i,-0.0034089+0.0014125i,-0.001982+0.00073762i,-0.0014581+0.00082404i,-0.0018414+0.0013656i,-0.00096021+0.0014263i,0.00041076+0.0013316i,0.0011284+0.0011836i,0.0011087+0.00021185i,0.0010639-0.00032466i,0.00070819-0.00042964i,0.00065621-0.0011602i,0.00050856-0.00098184i,0.00053676+0.00035685i,0.00031758+0.00050115i,-0.00030827-0.00052049i,0.00044327-0.0010331i,0.0008326-0.00031293i,2.948e-05+0.00035335i,-0.00034927+0.00068476i,-0.00060834+0.00017445i,-0.00032688-0.00020592i
-0.0017588+0.00019794i,-0.0046594+0.0015914i,-0.0058863+0.0013549i,-0.0033266+0.00083209i,-0.00031144+0.00072331i,0.0011133+0.00087628i,0.0013285+0.00084221i,0.0013424+0.00027885i,0.00044352+0.00027143i,-0.0004712+0.00032139i,-0.0003294-0.0003992i,0.00061284-0.0012879i,0.00041061-0.00088781i,-0.00057024-0.00044524i,-0.00077806-0.00091117i,-0.0014257-0.00090681i,-0.0017772-0.0008872i,-0.0010164-0.00050809i,-0.0002593+1.1202e-05i,-0.00040946-0.00015779i,-0.00071815-0.00025568i,-0.00068313-0.00018228i,-0.00097936-0.00055949i
0.00042635+0.0066135i,0.0034156+0.0076919i,0.0042731+0.0067823i,0.0031719+0.0046516i,0.0010915+0.0017702i,-0.0010161-0.00020167i,-0.0014374-0.0005122i,-0.00094243+4.565e-05i,-0.00074811+0.00024302i,0.00038566-0.00073234i,0.0015665-0.0013076i,0.0015816-0.00035919i,0.00081003-0.00043734i,-2.688e-05-0.0014873i,-0.00068551-0.0016359i,-0.00051577-0.0021662i,0.00022212-0.0018527i,0.00014404-0.00084221i,-0.00037624-0.00067848i,-0.00083542-0.00028933i,-0.00095416-5.6966e-05i,-0.00047308+0.00022169i,-0.00034502-3.3721e-05i
-0.0030701-0.0051631i,-0.0026775-0.0063539i,-0.0014499-0.0046693i,-0.00036167-0.0011894i,0.00019463+0.00091512i,3.6919e-05-0.00013941i,-0.00077434-0.0013309i,-8.7182e-05-0.00069663i,0.00077445+0.00021817i,0.00090123+0.0005658i,0.0010201+0.00053764i,0.00098617+0.00048946i,0.0020435+0.00080106i,0.0018314+0.00045059i,0.00031475-0.00066277i,0.00063327-0.0010473i,0.0012314-0.0021155i,0.00037507-0.0022022i,-7.8227e-05-0.0016414i,2.3938e-05-0.0012233i,-0.00026547-0.00099619i,-0.00027943-0.00067155i,0.00016405+0.00068319i
-0.0030159-0.0017616i,-0.0049646-0.0019986i,-0.005234+0.00037635i,-0.0028292+0.0011275i,-0.0012603-6.1747e-06i,-0.0022456-0.0010529i,-0.0027484-0.00014103i,-0.0022653+0.0012375i,-0.0013519+0.00078511i,9.7728e-05+0.00071299i,0.0010265+0.001034i,0.00069402-0.00011188i,0.00043277-0.00067344i,-7.3178e-06-0.00018249i,0.00016373+0.00022555i,0.0013522+0.00047714i,0.0018035+0.00044106i,0.00099776-0.00019784i,0.00054834-0.00014331i,0.0014934-8.8834e-05i,0.0017487+7.4274e-05i,0.00082287+0.0002811i,0.00018695+0.00044987i
0.00053275-0.0010802i,-0.00082615+0.00031521i,-0.0017047+0.0024834i,-0.00025047+0.0027807i,0.00075486+0.0011702i,-0.0001671-0.00016851i,-0.0015138+0.00034706i,-0.0016517+0.00087768i,-0.0010667+0.00071207i,-0.00068528+0.00022901i,-0.00088239+0.00026288i,-0.00027723+0.0010474i,0.00022013+0.0016185i,-0.00019309+0.00055163i,0.00022551-9.914e-05i,0.00044978-8.875e-05i,0.0010273+0.00018968i,0.00089674+0.00075554i,0.00036045+0.00092135i,0.00025794+0.00080762i,9.5804e-05+0.00026386i,-2.1246e-05-0.00014184i,-8.9767e-05-0.00093326i
0.0041728+0.0039924i,0.0038499+0.0047752i,0.002933+0.0040476i,0.0014704+0.0022537i,0.00065024+0.0013685i,-0.00085549+0.0011789i,-0.0018611+0.00089691i,-0.00099928+0.00081325i,-0.00032376+0.0015047i,-0.00074079+0.0017011i,-0.0013352+0.00087694i,-0.0018471+0.00032044i,-0.0021948+0.0004586i,-0.0016584+0.00021865i,-0.0010099-2.462e-06i,-0.00096153+0.00068332i,-0.00054267+0.0012263i,1.8456e-05+0.00060772i,0.00037276-0.00036191i,0.00067728-6.8394e-05i,0.00046411+0.00025668i,-0.00020997+0.00024423i,-0.00045326-0.00011145i
0.0025949+0.001647i,0.0035863+4.9347e-05i,0.0026798-0.0020673i,0.00080728-0.0020111i,-0.00024014+0.00038213i,-0.00083629+0.0019095i,-0.0010251+0.0027995i,-0.00020791+0.0035081i,0.00069497+0.0024587i,0.00032467+0.00085244i,-0.000207-0.00014599i,-9.4027e-05-0.0011014i,-0.00015432-0.0011715i,-0.00065086-0.00087277i,-0.001136-0.00054708i,-0.0016354+0.00052155i,-0.0018588+0.0015666i,-0.0014184+0.0017926i,-0.0004719+0.0013485i,-0.00034212+0.00050924i,-0.00038594+6.89e-06i,7.1977e-05-9.5106e-05i,0.00031639-0.00050845i
-0.0040834+0.0027811i,-0.0041569+0.0027159i,-0.0023291+0.001712i,-0.00086211+0.00093777i,-0.00063352+0.00050367i,-0.00060017-0.00013174i,-0.00027994-0.0001612i,0.00023121+0.00044282i,0.00091202+0.00040485i,0.0012046-0.00068808i,0.0017215-0.0011472i,0.0012738-0.00087805i,0.00038013-0.001619i,0.00018453-0.0021563i,-5.8003e-06-0.0014634i,-0.00030308-0.0011305i,-0.00093861-0.0013931i,-0.00067139-0.0014557i,-0.0001377-0.00033783i,-0.0001457+0.0004974i,-5.5983e-05+0.00028571i,0.00012616-3.9816e-05i,7.984e-06-0.00031224i
-0.0076588+0.0002454i,-0.0069565+0.0018013i,-0.0042921+0.002913i,-0.0023835+0.0019158i,-0.0018212+0.00052996i,-0.0017804+0.0015129i,-0.00085489+0.0012696i,0.00028522-0.00016826i,-9.2258e-05-0.00045875i,0.00011464-0.00053826i,0.001171-0.00014912i,0.0016855+0.00060822i,0.0016875+9.9407e-07i,0.0015002-0.0011677i,0.00055093-0.00074235i,-0.00098806-0.00071704i,-0.0014846-0.0013888i,-0.0010754-0.0011475i,-0.0008454-0.0011185i,-0.00018633-0.0016429i,0.00053672-0.0015128i,0.00086363-0.0010114i,0.00087446+5.8343e-05i
-0.0027509+0.0020709i,-0.0030461+0.0054536i,2.1898e-05+0.0062434i,0.0017681+0.0031502i,0.00094231+0.00045535i,0.00022996+0.00054327i,0.00038067+0.0001926i,0.00024706-0.00061309i,-8.2632e-05-0.00044678i,-0.00016822+0.00015037i,0.00046445+0.0011831i,0.00072954+0.0015477i,2.0081e-05+0.0011024i,2.7659e-05+0.00061643i,0.00068977+0.00031121i,0.0011535-0.00058319i,0.0012193-0.0016041i,0.0011866-0.0015837i,0.0011102-0.0014982i,0.00089249-0.00091513i,0.00059458+0.00056053i,-1.7363e-05+0.00045579i,-0.00038366-0.00039217i
0.0022984-0.00039196i,0.0041165-0.0017125i,0.0042803-0.0024962i,0.0031222-0.001144i,0.0022266-0.00031717i,0.001389-0.001173i,-0.00030466-0.0014464i,-0.00060522-0.00024326i,0.00038338+0.001302i,0.00092403+0.0019466i,0.00058465+0.0017836i,-0.00026637+0.0015284i,-0.00068102+0.0011145i,-0.00070009+0.00028747i,-0.00061981-0.00066827i,0.00072454-0.00075196i,0.0014722+0.00017597i,0.00056779+0.00047347i,0.00012722-5.1998e-05i,-0.00032562+0.00034189i,-0.00025361+0.00077756i,0.00030198+0.00048716i,-0.00018916-0.00070204i
0.00016722-0.0031289i,-0.005233-0.0041806i,-0.007421-0.0014164i,-0.004686+0.0015382i,-0.0019791+0.001008i,-0.0019324-0.00018413i,-0.0018303+0.00065675i,-0.0010899+0.0019396i,-9.0641e-05+0.0027105i,0.00035742+0.0019729i,7.9959e-06+0.000778i,-0.00079944+0.00021372i,-0.0016426-0.00052689i,-0.0017376-0.00059231i,-0.0018362-0.00057741i,-0.0012021+0.0005108i,-6.217e-05+0.0018041i,0.00098019+0.0020327i,0.0006852+0.0025437i,0.00038295+0.0022193i,0.00011074+0.00087605i,-0.00034275-0.00024634i,0.00017819-0.00057735i
-0.0014122-0.00069718i,-0.0001103-0.0010339i,0.0021547-0.00032331i,0.0021665+0.00075562i,0.00058435+0.0014906i,-9.8982e-05+0.0026426i,-0.00019557+0.0027121i,0.00028239+0.0016791i,0.00068797+0.0013851i,0.00024515+0.00056747i,-0.00096382-0.00099137i,-0.0022234-0.0021035i,-0.0024963-0.0023177i,-0.00075545-0.0012332i,0.00047494-0.00031035i,-0.00047371+0.0003407i,-0.0014228+0.0013339i,-0.0015868+0.0015563i,-0.0014938+0.00061834i,-0.0011799+0.00014411i,-0.0010751-7.6191e-05i,-0.00089016+4.1061e-05i,-0.00092661+0.00033062i
-0.004618-0.0022053i,-0.0067868-0.0027613i,-0.007399-0.0031658i,-0.005403-0.001341i,-0.0034459-0.00037363i,-0.0017107-0.0006903i,0.00020671-0.00026196i,0.00019765-0.00096085i,-0.00038691-0.001894i,-0.00018691-0.0018776i,-0.00012424-0.0015579i,0.00034999-0.0021985i,0.0019234-0.0021428i,0.0022083-0.0013486i,0.00079351-0.00035198i,-0.00064937-0.00027758i,-0.001713+1.8065e-05i,-0.0011669+5.1362e-07i,-0.00010778-0.00035172i,-0.00029144+8.2825e-05i,-0.00069867-3.3936e-05i,-0.0004297+0.00023671i,0.00056777+0.00076715i
0.0020639+0.0062332i,0.0026949+0.0075581i,0.0013462+0.0048609i,0.00054934+0.001845i,0.00078928+0.00053138i,0.0002433+1.7675e-05i,-0.00066662+0.00041933i,-0.0010718+0.00029381i,-0.00086611-0.00017698i,0.00019399+0.00049126i,0.001557+0.00071371i,0.0022551+0.00037812i,0.0018985+0.00023405i,0.0014409+0.00015942i,0.00047422-0.0009289i,-0.00041482-0.0020568i,-0.0010562-0.0020338i,-0.0014534-0.001834i,-0.00088298-0.0014015i,-0.00032516-0.00051125i,-0.00057356-0.00044386i,-0.00081686-0.00039129i,-0.0009082-0.00013197i
0.0024223-0.0018658i,0.0029982-0.0029308i,0.0011353-0.00182i,0.00032268+0.00051208i,0.00054042+0.00085774i,-0.0002839-8.2885e-05i,-0.0011006-0.0004684i,-0.00070542+9.0187e-05i,-0.00019253+0.00068989i,0.00052813+0.00060017i,0.0019725+0.00096704i,0.0028081+0.0012582i,0.0020473+0.0010005i,0.00060494+0.0011016i,0.00015472+0.00029258i,0.00081581-0.00087276i,0.0010712-0.000545i,0.00030908-0.00042856i,-0.00012764-0.00055591i,0.0002262-0.0003177i,0.00046809-0.000203i,0.00013501-0.00057747i,-0.00019822-0.00058221i
-0.0013986-0.0008573i,-0.0020803-0.0020129i,-0.00012384-0.0018207i,0.0014296-0.00083401i,0.0004613-2.5662e-05i,-0.00069819+0.0010963i,-0.00099849+0.0016618i,-0.00043817+0.0014917i,0.00089393+0.00081602i,0.0012376+0.00069982i,0.00074729+0.001527i,0.00045705+0.0019538i,-0.00063148+0.0012224i,-0.0014975+0.00039663i,-0.0013172+0.00032222i,-8.9806e-05-0.00054249i,0.00087818-0.001204i,0.0010004-0.00016727i,0.0010612+0.00081222i,0.0014218+0.00053276i,0.00091942-0.00036581i,0.00035164-0.00028528i,0.00026876-8.8867e-05i
-0.0024536+0.000112i,-0.0044332-0.00010413i,-0.0037196-0.00020192i,-0.0024375-0.0011048i,-0.0016701-0.00078129i,-0.0017919+0.0004406i,-0.00076174+0.0019014i,0.00057512+0.0017433i,0.00061954+0.00032072i,-0.0010098+0.00047201i,-0.001892+0.0013793i,-0.0019434+0.0017234i,-0.0021512+0.0011806i,-0.0018868-8.7076e-06i,-0.00092241-0.00052067i,0.0011966+0.00015571i,0.0026047+0.0013437i,0.0025841+0.0011243i,0.0012076+0.00076904i,-0.00021668+0.0005378i,-0.00038104-0.00036726i,-0.00054782-0.00065761i,-0.00082857-0.00051885i
-0.00058725-0.0022835i,-0.00097629-0.0011213i,-0.00065658+0.00017972i,-0.0007025+0.00089953i,-0.0015374+0.0017946i,-0.0015315+0.0024882i,1.6216e-06+0.00097548i,0.0011753-0.00038672i,0.0011964+0.0002167i,-0.00024023+0.0011945i,-0.0019001+0.0010055i,-0.0022808+5.0772e-05i,-0.0018029-0.00016848i,-0.00029865+3.5929e-05i,0.00028097+6.0228e-05i,4.0944e-05+0.00073134i,-0.00014121+0.0015749i,0.00016215+0.0017134i,0.00045401+0.0014355i,0.00074122+0.00085756i,0.00080818-0.0002175i,0.00023405+0.00010762i,0.00021309+0.0010542i
0.0019772+0.0018886i,0.0019859+0.0019886i,0.0012051+0.0011246i,0.00099303-7.1159e-05i,0.001052-0.0010266i,0.00057397-0.0018829i,-0.00015842-0.0020843i,-0.00027502-0.00080508i,-0.0006809+0.00092743i,-0.0011403+0.00043025i,-0.00072154-0.001093i,-0.00032357-0.0010094i,-0.0001004-0.0010077i,0.00058972-0.0017345i,0.0010899-0.0019416i,0.00010747-0.00012561i,-0.0011129+0.0011929i,-0.0010371+0.00063817i,-0.00048959-0.00080591i,-7.7024e-05-0.00094074i,0.00018351-0.00046352i,0.00013897+0.00025788i,-0.0001178+0.0003834i
0.0022865-0.0040236i,0.0017107-0.0054164i,0.0013406-0.0043954i,0.00027908-0.0027372i,0.00012234-0.0014167i,-0.00074682-9.7092e-05i,-0.0014473+0.00084898i,-0.0011424+0.0011803i,-0.00083075+0.00016427i,0.00035415-0.0012001i,0.0014656-0.0018856i,0.0025792-0.0025273i,0.0030471-0.0012833i,0.0018138+0.00053197i,-0.00094603+0.00018183i,-0.0025245-0.00037494i,-0.0022224-0.00028633i,-0.0015761+6.2979e-05i,-0.00076105-0.00026505i,-0.000414-0.0012788i,-0.00061292-0.0013263i,-0.0014819-0.0002292i,-0.0015834+0.00020213i
-0.0050842+0.0032358i,-0.0065151+0.0049951i,-0.0066765+0.005225i,-0.0047432+0.003502i,-0.0030095+0.00089104i,-0.002133-0.00030596i,-0.0015737+0.00024255i,-0.00053198+0.00077862i,0.00043241+0.00087097i,0.0013769-5.5475e-06i,0.0030663-0.00025269i,0.0036313+0.00045782i,0.0019489+7.6007e-05i,0.00015832-0.00033122i,-0.0001737-0.00015634i,-0.00078784-0.00055132i,-0.0013107-0.0014561i,-0.0010413-0.0018361i,5.4255e-05-0.0014509i,0.00082827-0.0013344i,0.00036662-0.0011632i,-0.00094111-0.0008016i,-0.0015044-0.00018877i
-0.0015718-0.0018049i,-0.00047393-0.0013544i,0.0013538-0.0013971i,0.00017271-0.00095248i,-0.00060337+0.0016278i,-0.0004626+0.0038775i,0.00062272+0.0032852i,0.0015066+0.0015717i,0.0016534+0.00032178i,0.001534+0.00065888i,0.0015621+0.0016875i,0.0014385+0.002332i,-0.0002623+0.002088i,-0.00089694+0.0015761i,-0.0001939+0.00076198i,0.00069584-0.0004248i,0.0013272-0.0012812i,0.0012656-0.0016793i,0.0009883-0.0014703i,0.00062943-0.00039608i,0.00033302-0.00015987i,-0.00043076-0.0008247i,-0.0009275-0.00096382i
-0.00049234-0.0031501i,-0.001725-0.0032739i,-0.0014802-0.0031326i,-0.0011111-0.0029749i,-0.0019003-0.0021923i,-0.0026992-0.0013859i,-0.002054-0.00055939i,-0.0012047+0.00083149i,-0.00048043+0.00052992i,-0.00021884+0.00086575i,-0.00044004+0.002118i,-0.0005365+0.0027153i,-0.00085015+0.0016103i,-0.0007265-0.00043112i,0.00038451-0.00066888i,0.0014959+0.00075468i,0.002161+0.0011055i,0.0019018+0.00048833i,0.0009135-2.8792e-05i,0.00079702+4.1352e-05i,0.0012714+2.7404e-05i,0.0010356+9.5642e-06i,0.00092637+0.00024667i
0.003786-0.0028334i,0.0022931-0.0030592i,-0.00036266-0.0012155i,-0.00087574+7.0848e-05i,-0.00098938+0.00017277i,-0.001696+0.0010653i,-0.00165+0.0015633i,-0.00061535+0.00097583i,-0.0008906+9.8909e-05i,-0.0017493+0.00045842i,-0.00211+0.0018876i,-0.0029311+0.0025233i,-0.0022786+0.0012749i,0.00021747+8.1425e-05i,0.00061871+0.0006799i,0.00059024+0.0013443i,0.0019545+0.0013433i,0.0017293+0.0016615i,2.2492e-05+0.0016254i,-0.00063157+0.0012578i,-0.0001987+0.00041344i,-0.00049209-0.00025869i,-0.00091029-0.00086521i
0.0016696+0.0015176i,0.0013262+0.00089256i,0.0011382+0.0018967i,0.00070001+0.0031617i,0.00064659+0.002872i,0.0005421+0.0023506i,-1.3542e-05+0.0019878i,-0.0013907+0.001405i,-0.0021032+0.00094004i,-0.0012522+0.0011706i,-0.0013179+0.0002175i,-0.0014355-0.00049228i,0.00028589-0.00096333i,0.0013289-0.0010263i,0.00069495+0.00015044i,-0.0012711+0.0014057i,-0.0020401+0.0022069i,-0.00085633+0.0015533i,9.2145e-05-0.00020252i,-1.3207e-05-0.00052146i,0.00017681+0.00016484i,0.00069623+0.00021022i,0.00042708+0.00025208i
-0.0031377+0.0058442i,-0.0023703+0.0050522i,-0.00053065+0.0020732i,0.00076151-0.00036892i,0.0021553-0.0010586i,0.0027583-0.0016148i,0.0019041-0.00070336i,0.0002438+0.00022405i,0.00034798-0.00068778i,0.0011447-0.0026441i,0.00056821-0.0033268i,0.00021749-0.0028469i,1.4736e-05-0.0017147i,-0.00076637-0.0009321i,-0.00094167-0.0007035i,-0.0014653+0.00026532i,-0.0018678+0.00104i,-0.0013087+0.0011165i,0.0005046+0.000686i,0.0013361-6.4015e-06i,0.0013013-0.00021477i,0.0010327-0.00017057i,-5.5491e-05+9.0736e-05i
-0.0046161+0.0054092i,-0.0053629+0.003395i,-0.0036601+0.0019709i,-0.0022182+6.2828e-05i,-0.0029189-0.0017676i,-0.0041543-0.001832i,-0.0042865-0.00061974i,-0.0018536+0.00045563i,0.0015332+0.00026948i,0.0027079-0.00097082i,0.0027082-0.002327i,0.0013131-0.0026434i,-0.00092962-0.0015771i,-0.0010021-0.00044863i,-0.0014796-0.00089153i,-0.0024269-0.0017242i,-0.0027995-0.0010826i,-0.0021044-0.0010086i,-0.00047865-0.0012868i,0.00022897-0.0008544i,0.00072344-0.00037414i,0.00051735-0.00024415i,-0.00032832-8.5677e-05i
-0.0056537-0.0031347i,-0.0056014-0.00079025i,-0.0034532+0.001247i,-0.0012729+0.0015349i,-0.0010252+0.00047923i,-0.0011027+0.001104i,-0.00026708+0.0017292i,0.00091014+0.0010842i,0.0019084+0.00025982i,0.0021229+0.000218i,0.002463+0.0010558i,0.0018018+0.0010071i,2.5299e-05+0.00028198i,-0.001414-0.00037797i,-0.0011865-0.0018439i,0.00012134-0.0027591i,0.00080356-0.0020278i,4.3841e-05-0.00085966i,-0.00086509+4.1804e-05i,-0.00097876+0.00015744i,-0.00024856+7.3109e-05i,0.0005116-0.00012634i,-0.00036151-0.00062436i
0.0028072-0.0037608i,0.0036892-0.0030936i,0.0035826-0.00078802i,0.001447-0.00060403i,-0.0016968-0.0010503i,-0.0036059+0.00065354i,-0.0028156+0.0015407i,-0.00087894+0.0009021i,0.00025334+0.0012054i,0.0010913+0.002247i,0.0017914+0.0031221i,0.0017273+0.0018666i,0.00080841+0.00026423i,-0.00012706-0.00056681i,-3.5002e-05-0.0017155i,0.0013467-0.0019778i,0.001952-0.0024145i,0.0020633-0.0029365i,0.0017521-0.0016172i,0.00054895-0.00024447i,7.9577e-05-0.00071531i,0.00016842-0.0014269i,-0.0003007-0.0016333i
0.0054532-0.00486i,0.0037042-0.0062094i,0.00091326-0.0048176i,0.00053722-0.0022029i,0.0011307-0.00078502i,0.001299-0.00028516i,0.0020194+0.00014849i,0.0023451+0.00013125i,0.0011031+0.0013248i,-0.00065471+0.0021276i,-0.0017044+0.0024442i,-0.0011564+0.0028331i,5.2294e-05+0.0016374i,0.00082526+0.00018675i,0.0011507+0.00039918i,0.0017556+0.00095337i,0.0026459+0.0010375i,0.0024681+0.00060909i,0.0010005+0.0002805i,-0.00028061+0.00013738i,-0.00050752-4.7751e-05i,5.6411e-05-0.00030697i,-6.1014e-05-0.00069214i
0.00076687+0.010931i,-0.002052+0.0095629i,-0.0017625+0.0062787i,0.0006672+0.0040412i,-0.00046907+0.0014123i,-0.0031237-0.00031163i,-0.0035701+0.00043977i,-0.0030957+0.0017384i,-0.0019239+0.0017648i,-0.0008371+0.00058202i,-0.0020703+0.00098555i,-0.002678+0.0021328i,-0.00082128+0.0016268i,0.00017959+0.0011086i,0.0002087+0.0014498i,-0.00024438+0.0018531i,-0.00047089+0.0019695i,0.00021734+0.0010399i,0.00044837-0.00053016i,0.00054935-0.00081773i,0.00044021+4.2191e-05i,0.00012937+8.0509e-05i,-0.00020553-0.00034809i
-0.0050688+0.010626i,-0.0010225+0.0095169i,0.0021927+0.0067881i,0.0033172+0.0032918i,0.0028529+0.00048232i,0.0008867-0.0013069i,-0.00090958-0.0011447i,-0.0014112-0.000341i,-0.0013442+7.6258e-05i,-0.0017565-0.00063328i,-0.0021923-0.0016231i,-0.0020469-0.00224i,-0.0016047-0.0024779i,-0.0013484-0.0019592i,-0.0019507-0.00071167i,-0.0029648+0.0010469i,-0.0032829+0.0022466i,-0.0021863+0.0019581i,-0.00050229+0.0010035i,0.00030432+0.00068836i,0.00065341+0.00058084i,0.00050716+0.0006722i,0.00055748+0.0013636i
-0.0012683+0.00029155i,-3.5723e-05+0.00027522i,0.0014841-0.0015478i,-0.00024266-0.0033378i,-0.0015699-0.0014603i,-0.0014218+0.0012488i,-0.0012598+0.0027765i,-0.00016092+0.0025269i,0.0014781+0.00026694i,0.0015668-0.0016771i,0.00086474-0.0020603i,0.00018549-0.0009164i,-0.001649+0.0012398i,-0.0039247+0.0026328i,-0.0049731+0.0018239i,-0.0039496-0.00048769i,-0.0025386-0.00096342i,-0.0015347+0.00024586i,-0.00050074+0.001072i,-0.00022414+0.0020205i,2.9631e-05+0.0014426i,0.00054417-0.0008882i,0.0005242-0.0016167i
-0.0016695-0.0020902i,-0.0017518-0.00066631i,-0.00067072-0.00011542i,0.00032011+2.3884e-05i,0.00069446-0.0010838i,-0.00043259-0.0020059i,-0.0017178-0.00091842i,-0.0015287+0.00086597i,-0.00017561+0.0016661i,0.0021327+0.00020727i,0.0038991-0.0017433i,0.0030427-0.0030107i,0.00017781-0.0027624i,-0.0018175-0.0028128i,-0.001762-0.0037943i,-0.0016324-0.0041478i,-0.0021607-0.003361i,-0.0021132-0.0015811i,-0.0015132-0.00032344i,-0.0008481-0.00032393i,-1.0873e-05-0.00074429i,0.0003941-0.00049276i,1.62e-05-0.00014154i
0.0026841-0.0022375i,0.0012431-0.00267i,0.0012287-0.0018706i,0.0012768-0.0013535i,0.00029832-0.0023101i,-0.00064102-0.0024263i,0.00092003-0.00048294i,0.0021635+0.00031992i,0.0024046-3.6386e-05i,0.0030153-3.9939e-05i,0.0032379+0.00080772i,0.0032654+0.00063378i,0.0015883-0.0015641i,-0.0013951-0.0032579i,-0.0018647-0.0029391i,0.00035499-0.0025438i,0.0016307-0.0024927i,0.0013267-0.0018008i,0.00070148-0.00047011i,0.00021144+0.00058204i,-3.7822e-05+0.00071958i,-0.00053062-0.00019934i,-0.00064013-0.0003329i
0.0069482+0.0044529i,0.0052444+0.0024266i,0.0031052-0.001251i,0.0016735-0.0044507i,-0.00062553-0.0070566i,-0.0037408-0.0060622i,-0.0033736-0.0016509i,-0.0014542+0.001216i,-7.5397e-05+0.0015866i,0.00060089+0.00075651i,0.00098942+0.0006472i,0.0016271+0.0010277i,0.0018341+0.00087071i,0.00052047-0.00056171i,0.0007647-0.00086611i,0.0018152+3.3753e-05i,0.0019742+0.00031238i,0.0011935-0.00041829i,-2.219e-05-0.0013156i,-0.00062001-0.00076532i,-0.0010721+0.00023135i,-0.00091835-9.9357e-05i,-0.00095332-0.0005646i
0.0067479+0.0071135i,0.0087407+0.0042399i,0.0093636+0.0014037i,0.0049661-0.00037959i,-0.00075818-0.00065911i,-0.0062553+0.0014858i,-0.0059969+0.0038624i,-0.0030457+0.0031936i,-0.0013461+0.0021416i,-0.00038954+0.00086975i,-0.0014193-0.00023694i,-0.0028383+0.00068259i,-0.003145+0.0014196i,-0.0040844+0.0017014i,-0.0037115+0.0021337i,-0.00069325+0.0022333i,0.002603+0.001577i,0.0018986+0.0016101i,0.00020791+0.001762i,0.00089351+0.00081559i,0.0018018+0.00023955i,0.0012086-0.00023552i,5.1938e-05-0.0013532i
-0.023833-0.015681i,-0.028373-0.0084385i,-0.031651+0.001938i,-0.020925+0.0097345i,-0.006161+0.0149i,0.0078551+0.010818i,0.010685-0.00013015i,0.0046165-0.0053749i,-0.0017246-0.0041067i,-0.004209+0.0022089i,-0.0021582+0.0062938i,0.0010676+0.0055443i,0.0060366+0.0049332i,0.011548+0.004394i,0.012971+0.003138i,0.0077691+0.0028296i,0.00072757+0.0028183i,-0.0010506+0.00041514i,0.00090509-0.0030067i,0.00089324-0.0042155i,-0.0010493-0.0024689i,-0.0017454+9.7857e-05i,-0.00031473+0.0015696i
-0.0051965-0.007595i,-0.0062577-0.0046009i,-0.0078818-0.00079677i,-0.0063288+0.0014911i,-0.0028679+0.004064i,-0.00037302+0.0041684i,0.00032193+0.00077799i,-2.0856e-06-0.0016007i,-0.001252-0.0014975i,-0.0016027+0.00035618i,-0.0010114+0.00085827i,-0.00079665-0.00014643i,1.6514e-06-0.00056075i,0.0012547-0.00019592i,0.0014169+0.00024162i,-0.00070656+0.00071925i,-0.0019295+0.0014847i,-0.00093653+0.0016614i,-0.00046363+0.0010761i,-8.2523e-05+0.00013279i,0.00049809-0.00026935i,0.0011419+0.00022358i,0.0007829+0.00032434i
-0.00073747-0.0045588i,-0.0044331-0.0042661i,-0.0067191-0.00071415i,-0.0027653+0.0022384i,0.0019999+0.0018335i,0.0035353-0.00010248i,0.0015459-0.0010572i,-4.0213e-05-0.00023251i,0.00054496+0.0011156i,0.0013704-4.1262e-05i,0.0016096-0.0024395i,0.0013302-0.0029491i,0.00056404-0.0028451i,0.00076209-0.0033117i,0.00047192-0.0037438i,-0.0010509-0.0039928i,-0.0022186-0.0028357i,-0.0018019-0.00082486i,-0.00034784-0.00050988i,-9.3568e-05-0.00017871i,-0.00014766+0.00043711i,-0.00013865+2.6051e-05i,-2.3755e-06-0.00020441i
-0.0041316+0.00023661i,-0.006115-0.00065768i,-0.0064217+0.00052423i,-0.0036516+0.0026283i,-0.0011114+0.0032606i,-0.00014427+0.0023904i,0.00058182+0.0013516i,0.0006402+0.0017066i,-0.00010084+0.0020817i,0.0010827+0.001123i,0.0027501-0.0010401i,0.0026358-0.0029875i,0.0015576-0.0041709i,0.0010111-0.0041742i,0.0008965-0.0037213i,0.00026266-0.0031801i,-0.0004884-0.002291i,-0.00108-0.0010234i,-0.0018657-0.00014842i,-0.0014833+3.334e-05i,-0.00079502+0.00042225i,-0.00013973+0.00072821i,0.0010336+0.00064957i
-0.0065174-0.0025031i,-0.0061038-0.0010364i,-0.0050598+0.00018307i,-0.0022344+0.00092917i,0.00072877+0.0012427i,0.0026186-0.00021826i,0.0019693-0.0017335i,0.00044268-0.0013236i,-0.0001538+0.00044799i,0.00033215+0.002587i,0.0016208+0.0037033i,0.0029164+0.0039183i,0.0041043+0.002816i,0.0049399+0.00020172i,0.0050394-0.0013073i,0.0041243-0.0019724i,0.0028869-0.0028575i,0.0016674-0.0021203i,0.00057217-0.0013445i,-0.00011506-0.0013337i,-0.00036475-0.0013437i,-0.00051053-0.00063333i,-0.00061146+7.4597e-05i
