-0.0022267+0.00012065i,-0.0009728-0.00016228i,-0.0021749+0.00070219i,-0.002087+0.00086356i,-0.0010155+0.00049106i,-0.00028112+0.00024838i,-0.00032654+0.00051957i,-0.00085674+0.00072242i,-0.00082068+0.00054191i,-0.00072724+0.00041705i,-0.00072316+0.00050764i,-0.00069189+0.00055753i,-5.0278e-05+0.00068776i,0.00034874+0.0011315i,-0.0002834+0.00071008i,-0.0003747+0.00085556i,-0.00022284+0.00071416i,-0.00013215+6.4918e-05i,-0.00063185-0.00065644i,-0.00032442-0.00042447i,0.00033817-0.00032559i,0.00028027-0.00025141i,8.0319e-06+0.00034527i
0.0021423-0.0018537i,0.002332-0.001574i,0.0020309-0.001313i,0.0018216+0.00032821i,0.001835+0.00070478i,0.0028127+0.00039844i,0.0029745+0.00044392i,0.0018234-0.00060241i,0.0010043-0.0012055i,0.00047085-0.00073065i,-0.00065052+0.0007514i,-0.0022828+0.0014308i,-0.0026029-1.0644e-05i,-0.00078403-0.0012807i,0.00078669-0.0018959i,0.00030445-0.0025006i,-0.0012672-0.0025055i,-0.0020924-0.0015886i,-0.001965-0.00033166i,-0.0013068+0.00027244i,-0.0007734-0.00041109i,-0.00031487-0.00064765i,0.00031967-0.00042732i
-0.0017778+0.00047517i,-0.0022483+0.0017129i,-0.0019803+0.0015156i,-0.00080666+5.4229e-05i,0.00033633+0.00095392i,0.00060648+0.0024221i,-0.00032377+0.00071776i,-0.0012011-0.00025081i,-0.0017501+0.00018205i,-0.000695+0.00064006i,-0.00033102+0.0020266i,-0.0014191+0.0031961i,-0.0013125+0.003921i,-5.5468e-05+0.0039497i,0.0025587+0.0031835i,0.0043473+0.0028461i,0.0042579+0.0015385i,0.0029169-6.4448e-05i,0.00097456-0.0013616i,-3.0769e-05-0.0020188i,-0.00054239-0.00091484i,-0.00091294+0.00024901i,-0.0011905+0.00053593i
-0.00094891+0.001158i,-0.00060827+0.0014473i,-0.0017501+0.0013593i,-0.0024496+0.00099966i,-0.0014524+0.00076626i,-0.00068096-0.0004365i,-0.00037147-0.0027074i,-0.00013288-0.00307i,-0.00063966-0.0011276i,-0.001794+0.00034803i,-0.0025992+0.0010163i,-0.0022726+0.0021484i,-0.0015743+0.0026177i,-0.0019535+0.0026787i,-0.0022914+0.0027933i,-0.0013444+0.003109i,-0.00028401+0.0030634i,5.0966e-05+0.0022421i,0.00049134+0.0015891i,0.00019319+0.00035978i,-0.00051547+0.00011859i,-0.00035588+0.00014556i,-0.00027088-0.00011338i
0.0034148-0.001601i,0.0043489-0.0007626i,0.0030653-0.00044734i,0.0017171-0.0010829i,0.0016012-0.0014414i,0.0025438-0.00095585i,0.0032121-0.00079836i,0.0027551-0.0013767i,0.0017123-0.0024795i,0.00043704-0.0022601i,0.00034511+0.00014857i,0.00037206+0.0017306i,-0.00012936+0.001575i,-0.00026511+0.00040359i,-0.0007447-0.00084441i,-0.0027453-0.0017457i,-0.0041777-0.0012274i,-0.0037287+0.00044074i,-0.0020912+0.00097746i,-0.00050291+0.0003338i,-0.00058036-0.00023948i,-0.00089677-0.00011422i,-0.00027363+5.046e-05i
-0.00060004+0.0011575i,-0.00056788+0.001647i,0.0010464+0.0014016i,0.0023614+0.00085984i,0.0023678+0.0017171i,0.0017579+0.0019806i,0.00045922+0.0019188i,-0.00040333+0.0016515i,-0.00053031+0.0011502i,-0.00023753+0.0010723i,0.00084015+0.001447i,0.0020432+0.0014526i,0.0030045+0.0013108i,0.0036708+0.0011248i,0.0043384-0.00039469i,0.0038795-0.0021639i,0.002589-0.0029595i,0.00099441-0.0029954i,-0.00024004-0.0022771i,-9.7173e-05-0.0017685i,0.00033431-0.00090261i,0.0003289+0.0003945i,7.5108e-05+0.0015228i
-0.0033677-0.0036086i,-0.0047541-0.0038653i,-0.0064051-0.0037541i,-0.0049155-0.0019422i,-0.002699+5.9238e-06i,-0.0008045-0.00091978i,-0.00021823-0.0031695i,-0.0008882-0.0034158i,-0.0014992-0.0025243i,-0.0013773-0.00074147i,-0.0011425+0.00079231i,-0.00044776+0.00063269i,0.00058282+0.00096976i,0.0006935+0.0022302i,0.00029221+0.0023269i,0.00055599+0.0011802i,0.0014621+0.0003717i,0.0020037+8.3457e-05i,0.00099284-0.00090964i,0.00034699-0.00079078i,-8.9117e-05+6.6185e-05i,-0.0011913+0.00041991i,-0.0014346+0.00018504i
-0.0014535+0.0016978i,-0.00063129+0.003238i,0.00047376+0.0048823i,0.00152+0.0038383i,0.0028344+0.00059768i,0.0033829-0.0020244i,0.0030173-0.0025798i,0.0020142-0.0021205i,0.0011739-0.0014159i,-2.3558e-05-0.00014817i,-0.000801+0.00016033i,-0.00089669-0.00058107i,-0.0010982-0.0008558i,-0.0013288-0.00099377i,-0.0020436-0.00072225i,-0.0040166+0.00050667i,-0.0051283+0.0020697i,-0.0037621+0.0021123i,-0.0024324+0.00059223i,-0.0018727-0.0006815i,-0.0011262-0.00080335i,-0.0006409-0.00011359i,-0.0003811-0.00025221i
-0.001519+0.0034206i,-0.0019471+0.0039686i,-0.0016571+0.0033356i,0.00032489+0.0021359i,0.0023915+0.0021297i,0.0034716+0.0025i,0.0022671+0.0025336i,-3.0511e-05+0.0014397i,-0.00092774-0.00017484i,-0.00086984-0.00058206i,-0.001289-0.00077997i,-0.0011933-0.00036447i,-0.00018008+2.2197e-05i,0.00071007-0.0006588i,0.00050186-0.0023507i,-0.00056448-0.003564i,-0.0022557-0.0027942i,-0.0028936-0.0018738i,-0.0017102-0.0011134i,1.7423e-05-0.00050855i,0.001318-0.00035862i,0.00094276+6.8772e-05i,-0.00032323+0.00064095i
0.00042956-0.0011129i,0.0016493-0.0025657i,0.001822-0.0031936i,0.0014472-0.0015889i,0.00083944+0.00061475i,3.7674e-05+0.00040277i,-0.00097665-0.0013645i,-0.0017165-0.0021326i,-0.0021767-0.0018496i,-0.0023383-0.0012327i,-0.0029243-1.3691e-05i,-0.0031581+0.0010561i,-0.0024585+0.0015555i,-0.00093632+0.0019412i,0.00076748+0.0012577i,0.0016615+0.00045958i,0.0020138-0.00020843i,0.0022268-0.00073611i,0.0015679-9.909e-05i,-5.6382e-05+0.00022724i,-0.00088286+0.0002742i,-0.0014139+0.00088087i,-0.0012454+0.0010086i
-0.0017701-0.00046015i,-0.0011208+9.1686e-05i,-0.0026357-0.00053813i,-0.0024039+2.6821e-05i,0.00018224+0.00061735i,0.0028021-0.001092i,0.0031613-0.0027341i,0.0015947-0.0028728i,-0.00042974-0.0017312i,-0.0019796+0.00014456i,-0.0023122+0.0024635i,-0.0022425+0.0037093i,-0.002936+0.0039973i,-0.0028789+0.0042245i,-0.0018214+0.0042402i,-0.0001099+0.0048482i,0.0021652+0.0049132i,0.0032023+0.0031321i,0.0017933+0.0018949i,-0.00037473+0.0015603i,-0.0015267+0.00011576i,-0.0017777-0.001135i,-0.0010403-0.00075551i
-0.0021357+7.5542e-05i,-0.0026216-0.0002064i,-0.0036748+8.8521e-05i,-0.0026158+0.00074714i,4.6497e-05+0.0012749i,0.0022697+0.0019365i,0.0030183+0.0016536i,0.0024463+0.00088669i,0.0010517+0.00050158i,-0.00015215+0.00066445i,-0.0014106+0.0017159i,-0.0013934+0.0024806i,0.00028327+0.0032226i,0.00087918+0.0023769i,-7.2822e-06+0.00081825i,-0.0017006+0.00065321i,-0.0025107+0.0008829i,-0.0019154+0.00043955i,-0.001736-0.00019948i,-0.0017774-0.00078003i,-0.0012042-0.00063652i,4.516e-05-0.00045728i,0.0011218-0.00049402i
0.0011081-0.0020884i,0.0018856-0.0023534i,0.0011843-0.0021135i,0.00043796-2.6948e-05i,-0.00019662+0.0015485i,-0.0014878+0.0012586i,-0.0022425+0.00063311i,-0.002115-0.00039074i,-0.0025352-0.0010683i,-0.0025733-0.00038482i,-0.0017624-4.4714e-05i,0.00021689+0.00085634i,0.0020005+0.0023657i,0.0017251+0.0020469i,0.00093487+2.7859e-05i,0.00048304-0.0024361i,-0.00049172-0.0040207i,-0.00087739-0.0036737i,-0.00023046-0.0027165i,1.551e-05-0.0012653i,0.00016139+0.00022726i,0.00020631+0.00061889i,0.00016614+0.00066868i
-0.00054548+0.0026068i,0.00054756+0.0020656i,0.0020368+0.0021387i,0.0027514+0.0018468i,0.0027508-0.00063331i,0.0026433-0.0032323i,0.002546-0.0038435i,0.0012473-0.0031623i,-0.00047901-0.0019898i,-0.00035692-0.00056344i,0.00082622+0.00097756i,0.0011726+0.0010782i,0.0011876+0.00065291i,0.0011672+0.00095773i,0.0012702+0.0011216i,0.0021669+0.0010725i,0.0031497+0.00026156i,0.0021224+0.00058403i,2.232e-05+0.00097925i,-0.00088245+0.00041182i,-0.0010919-0.00054656i,-0.00088655-0.00065837i,-0.00044454+0.00014116i
-0.0023711+0.00086506i,-0.0033917+0.00047755i,-0.0031905-0.0010798i,-0.0021548-0.0016773i,0.00015735-0.0012895i,0.0027624-0.0012425i,0.0041458-0.0010169i,0.0027973-0.00071973i,0.00043254-0.00068668i,-0.00040195-0.00013544i,-1.0448e-05+0.0011142i,0.0008467+0.0010366i,0.00057656-0.00030243i,-0.0005558-0.00079351i,-0.0016319-0.00061711i,-0.001556+0.00042175i,-0.00076914+0.0022769i,-0.00087238+0.0026051i,-0.00070384+0.00057307i,-7.3614e-05-0.00067364i,9.6616e-07-0.0011918i,-0.00030677-0.0014357i,-0.00053068-0.00096822i
0.00093169-0.0023419i,0.00115-0.003429i,-2.2165e-05-0.0031064i,-0.0012899-0.0006217i,-0.0016745+0.0014032i,-0.0016484+0.0026508i,-0.0020726+0.0020668i,-0.0021054+0.0010629i,-0.0021247+0.0004467i,-0.0019858-0.00024988i,-0.0022571-0.0013987i,-0.0028595-0.0025267i,-0.0031643-0.0023808i,-0.0029287-0.0013643i,-0.0026148-0.0012344i,-0.0038425-0.0016385i,-0.0050496-0.00038065i,-0.0034846+0.00079863i,-0.0013174+0.00044141i,0.00030632-0.00041969i,0.00099122-0.0006796i,9.6919e-05-0.00029839i,-0.00032787+0.00031348i
-0.0014877+0.0049036i,-0.00079606+0.0060812i,-1.8235e-05+0.0062763i,0.00052462+0.003252i,0.0008414+3.9317e-05i,0.0013093-0.0025069i,0.0016201-0.0038035i,0.0010202-0.0031568i,-0.00033364-0.0021089i,-0.00047047-0.0014795i,1.6669e-06-0.00024491i,-0.00041489+0.001012i,-0.0011654+0.0016909i,-0.0011158+0.0025433i,-1.5388e-05+0.0012964i,0.00099994-0.0014363i,0.00063683-0.0025637i,0.0003807-0.0020018i,0.00085954-0.00062634i,1.4117e-05+0.00064892i,-0.0014677+0.00068946i,-0.0014542+0.00073846i,-0.00060375+0.0012784i
-0.0035896+0.0015358i,-0.0038624+0.00099003i,-0.0042282+0.0019354i,-0.0019074+0.0021464i,0.0020264+0.0008135i,0.0044259-0.0012501i,0.0048207-0.0019376i,0.0035775-0.0010489i,0.002005-0.000604i,0.00085161-0.00025922i,-0.00023617+0.00088738i,-0.00093049+0.0026658i,-0.0013009+0.0034739i,-0.0010226+0.0026344i,0.00087554+0.0014345i,0.0029877+0.0013616i,0.0039272+0.00094108i,0.0034311+0.00042221i,0.00055209+0.00053037i,-0.00057365+0.00016333i,0.00039496-9.3951e-05i,0.00013768+0.00061721i,0.00038574+0.00076836i
0.001294-0.0032793i,0.0030444-0.0042973i,0.0027248-0.0028887i,0.0021922-0.0010551i,0.0012574+0.0014398i,0.00041689+0.0029193i,0.0003066+0.0026168i,0.00014816+0.0019652i,-0.0012005+0.0014468i,-0.0028212+0.0013759i,-0.0032849+0.00097781i,-0.0030676+0.00086642i,-0.0024296+0.0014038i,-0.0017615+0.0018573i,-0.0018112+0.0024599i,-0.0016502+0.0029385i,-0.0013195+0.0034217i,-0.0011127+0.0026144i,-0.00036155+0.00064322i,0.00053325-0.00033057i,0.00073921-0.00041186i,0.00020022+1.9389e-05i,-0.00019344+0.00062451i
-0.0014503-0.00091473i,-0.0012833-0.0012622i,-0.00093851-0.0015817i,-0.00049492-0.001551i,-0.00061783-0.00047632i,-0.0010842-0.00091764i,-0.00085588-0.0029939i,-0.001437-0.0030083i,-0.0025363-0.0015184i,-0.0024253-0.00030675i,-0.0019502+0.00075679i,-0.00035248+0.0021467i,0.0019819+0.0029479i,0.0029306+0.0024536i,0.0017484+0.00035978i,-0.00042518-0.002i,-0.0014743-0.0016918i,-0.0021211-0.00079607i,-0.0019801-0.00064615i,-0.0020628-0.00022149i,-0.0019436-0.00025689i,-0.0012495-0.0003149i,-0.00077657+0.00047436i
-0.002638+0.00057389i,-0.0035102+0.0003764i,-0.0032936+0.0010881i,-0.0028622+0.00041041i,-0.00051875-0.0012336i,0.0036022-0.002321i,0.0040327-0.0027514i,0.0023435-0.0025101i,0.0013624-0.0014278i,0.0003954-0.00034082i,0.0010356+0.00076355i,0.0015892+0.0012199i,0.0019902+0.0012152i,0.0025708+0.00017979i,0.0030264-0.0021355i,0.003355-0.0041475i,0.0022594-0.005431i,0.00052814-0.0040789i,-0.00067581-0.0013136i,-0.001154+9.0509e-05i,-0.0012308-4.3487e-05i,-0.00073325-0.0005084i,-0.00012538+0.00011599i
0.0026134-0.0016811i,0.0028933-0.0019054i,0.0039117-0.00050597i,0.0034262+0.0017541i,0.0028244+0.0038297i,0.0021859+0.0046372i,0.0011403+0.0028186i,0.0011939+0.0010631i,0.0006285+0.0013017i,-0.0003293+0.0010521i,-0.00058598+0.0010299i,-0.00027375+0.00056612i,-0.00027541-0.0014155i,-0.00010027-0.0019515i,-0.00043975+0.00012894i,-0.00019244+0.0019345i,0.00055224+0.0023272i,0.0011785+0.0014655i,0.00087541+0.00080035i,-0.00053362+0.00083665i,-0.00093671+0.00059576i,-0.00085523+0.00016961i,-0.00044459-0.00039005i
-0.0010932-0.0011509i,-0.00064165-0.0021453i,-0.00035436-0.0027877i,-0.00025008-0.001657i,-0.0017122-0.00036738i,-0.0031587-0.0018676i,-0.0014451-0.0042256i,-0.00071841-0.003842i,-0.001585-0.0017281i,-0.0012778-0.00049499i,-0.0012267+0.00032216i,-0.0013977+0.00037836i,-0.0014787-0.00069928i,-0.0020639-0.0009499i,-0.0032099-0.00026628i,-0.0037786+0.0015818i,-0.0036685+0.0032072i,-0.0026252+0.0034959i,-0.0008473+0.0019398i,-0.00071833+0.00089783i,-0.0013766+0.0016056i,-0.0013911+0.0023942i,-0.0011188+0.0029036i
-0.0036882-0.0019661i,-0.004697-0.0020267i,-0.0057653-0.0012677i,-0.0044296-0.0012434i,-0.0014191-0.0027065i,0.0016732-0.0034065i,0.0023111-0.0030151i,0.0014328-0.002136i,-8.9514e-05-0.00066027i,-0.0018446-0.00075716i,-0.0022379-0.0011408i,-0.0025108-0.0011178i,-0.0030781-0.00030685i,-0.0025864-0.00033777i,-0.0013618-0.0022043i,-0.00094295-0.0028233i,-0.0020491-0.0017291i,-0.0025306-0.00017186i,-0.0011019+0.00020883i,-0.00068563-0.00046968i,-0.00069347-0.00097306i,0.00040324-9.0686e-05i,0.00076263+0.00036327i
0.0015452+1.8819e-05i,0.0018519-0.00024277i,0.0019587-0.00018946i,0.0026151+0.00055553i,0.0041659+0.0014177i,0.0050013+0.0032868i,0.0031911+0.0036766i,0.001181+0.0016913i,-0.00056168+4.2773e-06i,-0.002517+0.00070995i,-0.0033759+0.0006231i,-0.0042469+0.00053517i,-0.0046215+0.0015456i,-0.0037444+0.0019461i,-0.0015039+0.0018327i,0.0011733+0.001356i,0.0024937+0.00043128i,0.0022303-0.00078261i,0.0012156-0.0014341i,0.0012364-0.0010267i,0.0012967-0.00073892i,0.00035172-0.00078609i,-0.00065872-0.00095714i
-0.00099087-0.0022786i,-0.001143-0.0014438i,-0.0014533-0.0010092i,-0.0017221+3.5664e-05i,-0.0028908+0.0016567i,-0.0045939+0.0013756i,-0.003564-0.00068839i,-0.0020611-0.0009833i,-0.0020873-0.00043584i,-0.0027146+0.00068218i,-0.0032318+0.002682i,-0.0026318+0.0045008i,-0.001501+0.0062325i,-0.00036736+0.0054734i,0.00015879+0.0040183i,0.000861+0.0045523i,0.0022299+0.0039885i,0.002704+0.001988i,0.0020176+0.00033795i,0.0010249+0.00011655i,-0.0008661+0.00010197i,-0.0016196+3.8272e-05i,-0.00026707+0.00034399i
0.0018383-0.0049206i,0.0011623-0.0048246i,-0.00041446-0.0057116i,-0.00074127-0.0054119i,-0.0011281-0.005019i,0.00062172-0.0049161i,0.0040856-0.0045792i,0.0032122-0.0030062i,0.0003674-0.0017483i,-0.0007503-0.00047247i,-0.0015197+0.0011513i,-0.0010171+0.0025593i,-0.00021205+0.0027189i,-0.00022047+0.0010585i,2.2938e-05-0.00080144i,-0.0010695-0.0011204i,-0.0022366-0.00051279i,-0.0021603+0.00099931i,-0.0011005+0.0015971i,-0.0008233-8.3402e-05i,-0.0011162-0.0011809i,-0.0012494-0.00025145i,-0.00048208+0.00030007i
-0.00078316-0.00064819i,-0.0012592+0.00035154i,-0.0020516+9.3361e-05i,-0.0015621+0.00084635i,0.0023641+0.0013516i,0.0046889+0.0018001i,0.0033393+0.0017784i,0.00038821+0.0002083i,-0.0016582-6.6613e-05i,-0.0017693+0.00081839i,-0.00098339+0.0011129i,5.1529e-05+0.0011726i,0.0011689+0.0016572i,0.0021171+0.00058688i,0.001993-0.0011859i,0.0011324-0.0022109i,-0.00066908-0.0022834i,-0.0023257-0.0013261i,-0.0016947-0.00019265i,-0.0011911+8.3659e-05i,-0.0017676-0.00037104i,-0.0013807-3.8062e-05i,-0.00058311+0.0004994i
0.0014385+0.0018008i,0.0023024+0.0018519i,0.0039297+0.0017694i,0.0034089+0.0021423i,-0.00011765+0.0040046i,-0.0036543+0.0044397i,-0.0041748+0.0017938i,-0.0024232-0.00083115i,-0.00066813-0.0010942i,0.0004293-0.00056698i,0.0014117-0.00029761i,0.0023034+0.00020372i,0.0025618-0.00013767i,0.0022463-0.00015456i,0.001871+0.0011866i,0.0021015+0.0016422i,0.0016679+0.00013454i,0.00046405-0.001233i,-0.00040273-0.0012538i,-0.001035-0.0003356i,-0.00093655+0.00092274i,-0.00017222+0.0012119i,-7.0951e-05+0.0015818i
0.0036165-0.0044334i,0.0023993-0.0046243i,0.00023153-0.0045732i,-0.0019395-0.004377i,-0.0027314-0.0058688i,-0.0006247-0.0074869i,0.00259-0.0068668i,0.0029609-0.0047358i,0.0015949-0.0023255i,0.00013238-0.00070596i,-0.00060298-0.00086348i,-0.00058971-0.0010256i,-0.0018268-0.0012898i,-0.0029461-0.0027694i,-0.0023658-0.0028i,-0.0023885-0.00082652i,-0.0026304+0.00076091i,-0.0011071+0.00071879i,-0.00050013+0.00017206i,-0.00077102+0.0005198i,-0.00099179+0.00090004i,-0.00091938+0.001215i,-0.00043742+0.0011938i
0.00093435-0.0008511i,0.0016329-0.0014985i,0.0017763-0.0025591i,0.0028312-0.0025732i,0.0060967-0.00095526i,0.0094219+0.00045227i,0.0078146+0.0012443i,0.0026257+0.0013825i,-0.0010153+0.0013478i,-0.0023867+0.00051487i,-0.003976-5.7985e-05i,-0.0053033-9.9324e-05i,-0.0049924-0.00056685i,-0.0032005-0.00053839i,-0.0015081-0.00059405i,-0.0012173-0.00077332i,-0.00086683+0.00057818i,-0.00015879+0.0020894i,-0.00017783+0.0017096i,-0.0003175+0.00044807i,0.00012841-0.00021655i,-3.96e-05-0.00037003i,-0.00048368+3.3858e-05i
-0.0015109+0.00094272i,-0.00083562+0.0007165i,-0.00052473+0.0034804i,-0.0012651+0.0051379i,-0.0025913+0.0064474i,-0.0048751+0.0082622i,-0.0054937+0.0055531i,-0.0047447+0.001507i,-0.0034825-0.00015358i,-0.0020809+0.00035733i,-0.0016209+0.0013939i,-0.0022319+0.0020496i,-0.002455+0.0030515i,-0.0023389+0.0033947i,-0.0015231+0.0023246i,-4.2521e-05+0.00081872i,0.000121-0.00035675i,-0.00050842-0.00036856i,-5.3736e-06+0.00069796i,0.00029582+0.00097496i,-0.00027291-0.00035594i,-0.0003282-0.00034177i,0.0002143+0.00029286i
-0.00062737-0.0044485i,-0.00051999-0.0051265i,-0.002585-0.0065084i,-0.0046372-0.0056108i,-0.0061797-0.0048042i,-0.0057119-0.0070722i,-0.0026727-0.008836i,-0.00029266-0.0067684i,0.000349-0.0040066i,7.3648e-05-0.0016054i,-0.00054207+0.00020972i,-0.0017172+0.001503i,-0.0020294+0.0030845i,-0.002125+0.0026322i,-0.002342+0.00070854i,-0.0014559+0.00040883i,-0.00018512+0.00057618i,0.00035205+2.5439e-05i,0.00011316-7.1747e-05i,-0.00072454+0.00035324i,-0.0012961-0.00032381i,-0.0014871-0.0006271i,-0.0019138+0.00038804i
0.00028372+0.0011169i,0.001119+0.00076357i,0.0023426+1.3286e-05i,0.0035071-0.0014746i,0.0074682-0.0031581i,0.011856-0.003147i,0.012302-0.00073564i,0.008513+0.0013467i,0.0034406+0.0010751i,0.00051375+0.00051183i,-0.00061936+0.0012202i,-0.00078616+0.002297i,0.0008692+0.0031033i,0.0015276+0.0020277i,0.00015034-0.00038798i,-0.00074543-0.0012029i,0.00031004+4.7497e-05i,0.0014031+0.00054993i,0.00047847-0.00013815i,-0.00055683-0.00083309i,-0.00041628-0.001188i,-0.0010131-0.0010384i,-0.0017275-0.0010245i
0.0010625-0.0014193i,-0.00010789-0.0003823i,-0.00061416+0.00073961i,0.00046883+0.0033032i,0.0017504+0.0076504i,0.00097495+0.010622i,-0.0013116+0.0093794i,-0.0019891+0.0055191i,-0.0021023+0.0023416i,-0.0026346+0.0018015i,-0.001613+0.0022694i,0.00069393+0.0022304i,0.0022795+0.0017166i,0.002674+0.0017509i,0.0023911+0.001318i,0.0015756+0.000259i,0.00078767-3.6488e-05i,0.00035887+0.00036309i,0.00053975+0.00026436i,0.001085+0.00010341i,0.001438+8.0184e-05i,0.000802-0.00021421i,0.00016964+0.00038324i
-0.00014973-0.00049563i,-0.00034374-0.0015836i,-0.0010825-0.0021046i,-0.0038411-0.0014708i,-0.0087048-0.0019815i,-0.011142-0.0038307i,-0.0094123-0.005758i,-0.0059415-0.006143i,-0.0033705-0.0050166i,-0.0029444-0.0032553i,-0.0026395-0.0019811i,-0.0014408-0.0015821i,-0.00056337-0.0015959i,-0.0012155-0.0014225i,-0.001884-0.0012366i,-0.0016616+0.00056871i,-0.0016239+0.0019545i,-0.0016945+0.0016087i,-0.0010466+0.001891i,-0.00056039+0.0015754i,-0.00035449-7.8463e-05i,-1.9877e-07+9.7705e-05i,-0.00046511+0.0010942i
-0.0013407-0.0012309i,-0.00087856-0.0023469i,-0.00073597-0.0036485i,0.00050382-0.0052016i,0.0045871-0.0074985i,0.0093744-0.0095998i,0.011113-0.0084444i,0.0087472-0.0054616i,0.0052791-0.0025478i,0.0019348-0.00059755i,-0.001104+2.4657e-05i,-0.0024425+3.8062e-05i,-0.0023624-0.00051986i,-0.0019024-0.00097834i,-0.00091917-0.00017623i,2.1206e-05+0.00034176i,0.00014752+0.00032075i,-0.00057067-0.00049219i,-0.0013221-0.0011689i,-0.0017915-0.00017187i,-0.0018108+0.00083347i,-0.0017994+0.0014991i,-0.0015903+0.001815i
-0.0013672+0.0017396i,-0.0013677+0.0037597i,-0.0009196+0.0058944i,0.0018465+0.0070224i,0.0061313+0.0096206i,0.00777+0.013379i,0.0066458+0.012798i,0.0033276+0.0090595i,0.00034669+0.0063239i,-0.0010002+0.0049134i,-0.0011585+0.004315i,-0.001912+0.0041342i,-0.0028282+0.0036071i,-0.0019946+0.0032779i,0.0001625+0.0022587i,0.0013516+0.0010129i,0.00094235-0.00046189i,-5.3986e-05-0.0019618i,-0.00019665-0.002898i,0.00023055-0.0025962i,0.0002157-0.0014327i,0.00058287-0.00079857i,0.0010519-0.00030803i
0.0011513+0.00023293i,0.00040266-0.00072i,0.00057568-0.000366i,-0.0031566+0.0010348i,-0.0096288+0.0020658i,-0.01416+0.0012452i,-0.013748-0.00075847i,-0.010051-0.001903i,-0.0074257-0.0022365i,-0.0057601-0.0013057i,-0.0043562+0.00045796i,-0.0043038+0.0022276i,-0.0050479+0.0033364i,-0.00436+0.0024553i,-0.00204+0.00076438i,-0.00052767-0.00014889i,0.00064829+0.0010718i,0.001436+0.0025213i,0.001446+0.0015304i,0.0012387+9.8898e-05i,0.0011233-0.0008389i,0.00071156+4.9973e-05i,0.00077438+0.0004049i
-0.00011327-0.0032459i,0.002226-0.0038008i,0.0030381-0.0057248i,0.0028172-0.0082159i,0.0024315-0.010994i,0.0037142-0.013415i,0.0061488-0.014106i,0.0053802-0.01145i,0.0017634-0.0072274i,-0.00024841-0.0038444i,-0.00098512-0.0015097i,-0.002119+0.00011875i,-0.0024411+0.0016783i,-0.0021359+0.0024352i,-0.0012372+0.00065599i,-0.0004814-0.00057485i,-0.002144+0.0010779i,-0.0034691+0.002342i,-0.0029585+0.0025541i,-0.0021695+0.0026938i,-0.0021964+0.0014336i,-0.0024148+0.00028097i,-0.002176+0.00047875i
-0.0010069-0.00034664i,-0.0028061+0.00018477i,-0.0037486+0.0020056i,0.00031122+0.0036874i,0.0077387+0.0059104i,0.013709+0.0077178i,0.014208+0.0072541i,0.010396+0.0050272i,0.0062884+0.0033034i,0.0040035+0.0024001i,0.0043066+0.0025809i,0.0050809+0.0037091i,0.0052913+0.0044991i,0.0041579+0.0034452i,0.0023609+0.0008204i,0.0003982-0.00055586i,-0.0011723-0.00086192i,-0.0024156-0.0020454i,-0.0038123-0.0030677i,-0.0036108-0.0028271i,-0.0023132-0.0017627i,-0.001818-0.0006961i,-0.001184-0.00033672i
0.0015765-0.002006i,0.0017438-0.0023607i,5.7018e-05-0.00097745i,-0.0044847+0.0034263i,-0.0097586+0.0079192i,-0.013028+0.010233i,-0.011979+0.0097412i,-0.0076817+0.0072686i,-0.0052141+0.0050059i,-0.0035068+0.0031688i,-0.0013694+0.001903i,-0.00078507+0.0016335i,-0.00060274+0.0014635i,0.00046058+0.00061212i,0.0007273-0.00064088i,0.0005196-0.00080142i,0.0021884-0.00081391i,0.0035198-0.0018775i,0.0029537-0.0030089i,0.001551-0.0028292i,0.00030841-0.0021158i,-0.00034878-0.0014486i,-0.0008838+2.6788e-05i
0.00086779+0.00019151i,9.2237e-05-0.0004891i,0.00081894-0.0017276i,0.0011284-0.0057224i,1.0492e-05-0.012188i,-0.0018744-0.017314i,-0.0030802-0.017195i,-0.0046905-0.012136i,-0.006088-0.0074416i,-0.0071292-0.0051932i,-0.0070003-0.0034523i,-0.0046287-0.0027836i,-0.0025155-0.003395i,-0.0013909-0.0041406i,-0.00099788-0.0033223i,-0.00074707-0.00046687i,0.00013896+0.0021021i,0.0013917+0.0027187i,0.001813+0.0031922i,0.00094067+0.0034153i,0.00020108+0.0025811i,-0.00038253+0.0024592i,-0.0010436+0.0018837i
-0.0032685-0.0035034i,-0.0033544-0.0039986i,-0.0033748-0.0030213i,0.0014596-0.001146i,0.010611+0.001893i,0.017777+0.0039055i,0.018709+0.0022828i,0.013006-0.0024322i,0.0061573-0.0049114i,0.002235-0.0043318i,-8.2025e-05-0.0026756i,-0.0015052-0.0010215i,-0.00095882-0.00019668i,-0.0003697+0.00013008i,-0.0009421+0.00058724i,-0.0017384+0.00058615i,-0.0032847+0.00073112i,-0.0037693+0.0017255i,-0.0033538+0.0024032i,-0.0020322+0.0012978i,-0.00043955+0.00076669i,0.00059062+0.0010621i,0.0011712+0.00050843i
