0.0022065-0.0015976i,0.0019074-0.0023211i,0.00086773-0.0027535i,-0.00078421-0.0023575i,-0.003127-0.0012078i,-0.0033881+0.00047598i,-0.00071577+0.0023834i,0.0014848+0.0029731i,0.0019584+0.0017829i,0.0013372-0.00028176i,-0.00028742-0.0013984i,-0.0016673-0.00094559i,-0.0021277-0.00027438i,-0.0014855-0.00027952i,-0.00042449-0.00040416i,-0.00065344+0.00023067i,-0.00063038+0.00025441i,6.1407e-05+0.0004938i,-0.00024466+0.0011385i,5.077e-05+0.00099861i,0.00032131+0.00015601i,-4.5078e-05-0.00066391i,6.2923e-05-0.00051982i
0.00050125-0.00036853i,0.00049933-0.00083488i,-2.455e-05-0.00079806i,-0.00087928+9.3208e-05i,-0.0010308+0.00069707i,-0.00031865+0.00097937i,0.00047589+0.00037784i,0.00033605+5.1679e-05i,-0.00025354+0.00089568i,-0.00054052+0.00098552i,-0.00051465+0.001545i,-0.001236+0.0018265i,-0.0015214+0.00063142i,-0.00029808+0.00045539i,0.0010091+0.0012099i,0.00082455+0.00079332i,0.00072988-1.7966e-05i,0.00051817-0.00012314i,0.00035579-0.00011608i,0.000598-0.00088284i,-3.3048e-05-0.001184i,-0.00053992-0.00093546i,-0.00034527-0.0006652i
-0.0022246+0.00036381i,-0.0020659+0.0010682i,-0.0010032+0.0022342i,0.0012807+0.0016963i,0.0020484+0.0002957i,0.00077102-5.6621e-05i,-0.00055853+1.0554e-05i,-0.00093952-0.0001153i,-0.00052673-0.00103i,-0.00086396-0.0013341i,-0.0019341-0.00016377i,-0.0015177-0.00028918i,0.00011796-0.00028818i,0.00086896+0.00036498i,0.00037803+0.0007621i,-0.00033723+0.0013964i,-0.00024464+0.001285i,0.0010947+0.0008153i,0.0014442+0.0012582i,0.00085149+0.0010581i,0.00071866+0.00010788i,0.00014193-0.0010707i,-2.4055e-05-0.0013789i
0.00018081-0.0007095i,-0.0010641-0.00099793i,-0.0017768-0.00028895i,-0.00206+0.00079536i,-0.00088257+0.0011412i,0.00065356+0.0016847i,0.00036433+0.0011596i,-0.00032836+6.9173e-05i,-0.00051953-0.00071394i,-0.0004528-0.0013565i,-0.00018816-0.00108i,-0.00055429-0.00077578i,-0.0009629-0.00031958i,-0.0013655+0.00051731i,-0.0015518+0.00096975i,-0.0011056+0.00080497i,-0.00040972+0.00033911i,-0.00027266+8.9002e-05i,-5.4831e-05+0.00032941i,0.00048404+0.00092975i,0.00092859+0.00088971i,0.00067254+8.0146e-05i,0.00086034-5.914e-05i
-0.0020505+0.00277i,-0.0020731+0.0024715i,-0.0025452+0.0015992i,-0.0020687+0.0010323i,-0.00019733+0.0013654i,0.0011994+0.0011151i,0.0012925+0.00073551i,0.00016285+0.0011726i,-0.00025635+0.00099531i,0.00090563+0.00067146i,0.0014897+0.00046345i,0.0013185+0.00037186i,0.00081072+0.00037746i,0.00031558-0.00023772i,0.00023943-0.00073723i,0.00063791-0.00059624i,0.00062662-0.00012825i,0.00011932+0.00067646i,-0.00052583+0.00055134i,-0.00033686+0.00022291i,-0.00044247+0.00022359i,-0.00090187-0.00030881i,-0.00085869-0.00040294i
4.1223e-05-0.0025134i,-0.0013078-0.0020248i,-0.001392-0.0015844i,-0.00072014-0.0010646i,-0.00020794-0.0010173i,4.2381e-05-0.00016564i,-6.4406e-05+0.00072691i,6.6809e-05+0.00015419i,-0.00013343-0.00076033i,-0.00038846-0.00064815i,-0.00068537+0.00037888i,-0.0010097+0.00035779i,-0.00072068-0.00032831i,-0.00066746-0.00067622i,-0.00033223-0.00098575i,0.00071101-0.0008932i,0.0012077-0.00036399i,0.001454+6.9334e-05i,0.0015975+0.00047307i,0.0005166+0.00019337i,-0.00059314-0.00081801i,-0.00055485-0.00085437i,-0.00049526-0.00021305i
0.00084001+0.0023097i,0.0012696+0.0031695i,0.0016559+0.002124i,0.00055242+0.001229i,-4.959e-05+0.0016126i,0.00084891+0.0013892i,0.00056913+0.0012498i,-0.0004372+0.0012608i,-0.00039942+0.00020829i,-0.00021617-0.0012171i,-0.00092212-0.0012872i,-0.00096784-0.0011261i,-0.00055886-0.00053006i,-0.00049843+0.00054413i,0.00051187+0.00014203i,0.00054529+5.8865e-05i,0.00051837-3.5102e-05i,0.00058919-0.0002955i,0.00049052-0.0003664i,0.00063974-2.7676e-05i,0.00032017+0.00014764i,2.0244e-05-0.00027967i,0.00019069-8.4287e-05i
-0.0043456+0.0025933i,-0.0046783+0.0031159i,-0.0011942+0.0030923i,0.0011669+0.0026067i,0.0011269+0.0022024i,0.00025996+0.0010742i,-0.00035835-0.00022004i,-0.00020436-0.00040082i,0.00047864+0.00019473i,0.00075008+0.00047162i,0.00039388-0.00056162i,-0.00022959-0.0011984i,-0.00023419-0.0012107i,-2.9306e-05-0.00063965i,-0.00036854-0.00012502i,-0.00051428+0.00040245i,4.2234e-05+0.00064071i,0.00017079+0.00023408i,0.00049754+8.4988e-05i,0.00014101+0.00064736i,-0.00058155+0.0013558i,0.00020041+0.0009996i,0.00076351+0.00017523i
0.00082635+0.0015155i,-0.00094212-5.0683e-07i,-0.00080837-6.1492e-05i,-0.0015641-0.00028918i,-0.0022743-0.00095824i,-0.0030935-0.00085184i,-0.0020381+7.0549e-05i,-5.7201e-05+0.0012926i,0.0007502+0.0019012i,0.001197+0.0015408i,0.0013014+0.00075337i,0.00097523-0.00010305i,-0.0001005-0.00091974i,0.00013728-0.00077336i,0.0011242-0.00017828i,0.0011195-6.9568e-05i,0.00066033-0.0001657i,0.00029505-0.00068624i,0.00017025-0.00091975i,0.00019387+0.00050912i,0.00053396+0.0016877i,0.00059949+0.0015727i,-5.3024e-05+0.001008i
-0.0001585+0.0042683i,3.6093e-05+0.0035137i,0.0020265+0.0026965i,0.0027375+0.001599i,0.0024704+0.0012136i,0.0013479+0.00092973i,-0.00023584+0.0004108i,-0.00015463+0.00022463i,0.0009066+0.0002318i,5.1085e-05+0.00013461i,-0.0017979-0.00035242i,-0.0023198-5.169e-05i,-0.0018516+6.1326e-06i,-0.0010517-0.0013515i,-0.00024077-0.0023197i,0.00064611-0.0014174i,0.00055908-0.00044097i,-3.6779e-05-0.00020429i,-0.00093392-0.00048051i,-0.00057177-0.00058994i,0.00058138-9.6003e-05i,0.00031437+0.00011596i,-0.00038095-9.2255e-05i
-0.0012652-5.3358e-05i,-0.0015256-0.000535i,-0.00058266-0.0003873i,0.00021413-0.0011679i,2.6606e-06-0.0016514i,-0.00065391-0.0014452i,-0.00089483-0.0008547i,-0.00053687-0.00020471i,0.000292-0.00068338i,0.00062638-0.0020651i,-0.00027624-0.0022451i,-0.00099881-0.0014856i,-0.00076973-0.00076844i,-0.00016316-0.00079301i,0.0010841-0.00085456i,0.0013518-7.6901e-05i,0.00050769+0.00013959i,0.00056533-0.00021389i,0.00071717-0.00011383i,-0.00017622-0.00039519i,-0.0006772-0.0013344i,-0.00038322-0.0015199i,-0.00039632-0.00021969i
0.0023024+0.0015342i,0.0018598+0.0021871i,0.002113+0.0012561i,0.00035244+0.00071244i,-0.00061779+0.00092035i,-0.00040218+0.0013734i,-0.00014756+0.0015515i,0.0010037+0.0011333i,0.0018588+0.00024019i,0.0015092-0.00049034i,0.0016633-0.0012356i,0.001224-0.001549i,-9.1292e-05-0.0010081i,0.00015757-0.00052278i,0.0006339+0.00027568i,0.00014868+0.00090778i,-0.00018123+0.0013258i,-0.00056225+0.00083478i,-0.00026853-0.00021705i,3.6985e-05-0.00010935i,-0.00026811+0.00074674i,-0.00063936-3.6619e-05i,-0.00087241-0.0013225i
-0.0023165+0.0014617i,-0.0026794+0.0012889i,-0.00091193+0.0013137i,0.00083922+0.00010552i,0.0011102-0.00031067i,0.00043259+4.657e-05i,0.00060592+0.0003355i,0.0010045+0.00073547i,0.00097078+0.0003853i,0.00045068+0.00014812i,0.00093338+0.00025933i,0.0010145+0.00050433i,-0.00024203+0.00048836i,-0.00072307+0.00043004i,-0.00060301+0.00086163i,-0.00096415+0.0012051i,-0.0012718+0.00056491i,-0.00063899-9.8456e-05i,0.00028302-0.00083963i,0.00099939-0.0012652i,0.00070977-0.00017013i,-0.00032277+0.00032153i,-0.00084932-0.00036392i
0.0015888-1.9596e-05i,0.0013019-0.0011989i,0.00018698+6.3328e-05i,-5.1314e-05+0.00058412i,-4.3122e-05+0.00014551i,0.00015679-0.00044227i,0.00031537-0.00017372i,0.00010285-0.00015726i,-0.00020301-0.00073179i,-0.00073231-0.0012147i,-0.0017794-0.0013045i,-0.0019206-0.00037484i,-0.0012919+9.2393e-05i,-0.0012296-0.00033543i,-0.0013565-9.3757e-05i,-0.00083842-2.6115e-05i,-0.00017615-0.00034361i,-0.00056301+0.0002187i,2.5534e-05+0.00013348i,0.001257+6.622e-05i,0.00086823+0.00039156i,0.00050437+1.3591e-05i,0.00053819-0.00027059i
3.6725e-05+0.0018547i,0.00030628+0.003328i,-0.00087246+0.0024303i,-0.0014614+0.0018861i,-0.0014583+0.0021492i,-0.00038623+0.0014555i,-0.00011301+0.00069729i,-0.00048064-9.7191e-05i,4.734e-05-0.00064571i,0.00023753-0.0018239i,-0.00063311-0.0018971i,-0.00095013-0.0010123i,-0.00075394-0.00068717i,-0.00020702-0.00058347i,0.0012695-0.0007841i,0.0015077-0.00066149i,0.00085323-0.0012126i,0.00015514-0.0013636i,-9.0955e-05+0.00029467i,0.00014492+0.00094816i,-0.00049188+0.00075099i,-0.0012073+0.00015538i,-0.00073751-0.00053984i
-0.0015075-0.0015423i,-0.002272-0.0014475i,-0.0013845-0.0015932i,-0.00012647-0.0011701i,4.3648e-05-0.00095936i,9.502e-05-0.00074131i,0.00059209-0.0002907i,0.0013404-0.0002495i,0.0015214-4.967e-05i,0.0014573+0.00037425i,0.0013659-0.00040857i,0.0012841-0.0017641i,0.001506-0.001591i,0.0017323-0.0010783i,0.0019454-0.00067237i,0.0016949+0.00025976i,0.0012762+0.0008236i,0.00072419+0.00058836i,0.00012204-0.00018645i,6.8121e-05+0.00012421i,-0.00021097+0.00065602i,-0.00085178+0.00045004i,-0.00086851+0.00061428i
0.0021837+0.0032961i,0.0025773+0.0027994i,0.0016147+0.0015971i,0.00094116+0.00031083i,-0.00030883+0.00043126i,-0.00036188+0.00043632i,-3.7876e-05+0.00039238i,-5.0531e-05+0.00075581i,-9.3839e-05+0.00026057i,0.00020826-7.0709e-05i,0.00034354+0.00066268i,0.00012924+0.0010776i,3.2564e-05+0.00093014i,-0.00020675+0.00086598i,-0.00020361+0.00049201i,0.00028535+0.00085005i,9.5018e-05+0.0014704i,-0.00035669+0.0011877i,-0.00021098+0.00061099i,-0.00020116+0.00032269i,-7.1963e-05-0.00016422i,0.00075489-0.00034377i,0.00081313-0.00019928i
-0.0010851-0.0020854i,-0.0027751-0.0011287i,-0.0016489-0.00012453i,0.00030742+0.00046617i,0.001679+0.00083191i,0.0016137+0.0010941i,0.0010922+0.0010564i,0.0008607+1.5823e-05i,0.00068821-0.0013847i,-0.0011567-0.0013705i,-0.0030564-0.0012649i,-0.0022421-0.00082289i,-0.00093844-0.00017127i,-0.0010724-0.00075491i,-0.0015324-0.00074142i,-0.001832-0.00058015i,-0.0013356-0.00047412i,-0.00083256+0.00023473i,-0.00040847+0.00079959i,0.00042699+0.0010595i,0.0011504+0.00075895i,0.00054671+4.4866e-05i,-0.00058942+0.0002334i
0.0018692-0.0017895i,0.00085799-0.0017005i,-0.0010402-0.0014359i,-0.0024505-0.00047634i,-0.0027978+0.00058288i,-0.0012702+0.0012898i,0.00031712+0.0014254i,0.00069651+0.00067248i,0.0014302+0.00025138i,0.0018677-0.00048292i,0.0011421-0.0021771i,1.6689e-05-0.0026691i,0.0001545-0.0015311i,0.00068704-0.001249i,0.0010573-0.0024131i,0.00096517-0.002693i,0.00052013-0.0015219i,0.00019798-0.00010983i,4.0246e-05+0.00032271i,0.00011215+0.0004989i,0.00019218+0.0010433i,0.00012923+0.001088i,0.00043829+0.0005046i
0.00084437+0.0013684i,0.0013789+0.002495i,0.0009148+0.0015222i,-3.5197e-05+0.0001311i,2.7619e-05+6.6699e-05i,0.00033255-0.00026762i,0.00063469-0.00098365i,0.00044942-0.00073576i,0.00023881-0.00058064i,0.00075982+0.0003844i,0.0021741+0.00094269i,0.0027675-0.00015172i,0.0022158-0.00076259i,0.0019818-9.583e-05i,0.0014653+0.00066115i,0.0017162+0.00081944i,0.0017097+0.00012456i,0.00049714-0.00014922i,0.00015359+0.00026808i,0.00076187+0.000186i,0.0010438-0.00026362i,0.00080763+5.1709e-05i,0.00040639+0.0006105i
-0.0011814-0.002999i,-0.00074067-0.0029048i,-0.00042178-0.0016306i,0.00021984-0.00041241i,-0.00022012-0.0001363i,-0.00094225-0.0002281i,-0.00076356+0.00076589i,-0.00074695+0.00089588i,-0.0013207-0.00046661i,-0.0021954-0.00027516i,-0.0025597+0.00079311i,-0.0015923+0.0014092i,-0.0012413+0.0015234i,-0.00097159+0.0016837i,0.00041211+0.0019802i,0.00061082+0.0025028i,0.00016408+0.0017601i,0.00023947+0.00015512i,0.00052708-0.00082658i,0.0006037-0.00067i,-6.4312e-05-0.00072138i,-0.00038215-0.00086948i,-0.00018846-0.00032208i
-0.00057326+0.0012089i,-0.00053219+0.0034543i,-0.00081218+0.0032947i,-0.00022196+0.0016368i,0.0011072+0.0014816i,0.0010911+0.0012255i,-0.0001498+0.00028815i,-0.00051439+0.00037997i,0.00023065+0.00032315i,-0.00045215-0.00078894i,-0.0016794-0.0017413i,-0.0019504-0.0010271i,-0.0021443+0.00024443i,-0.001851-0.00069898i,-0.0016748-0.00094908i,-0.0016802+0.00017436i,-0.00052084+0.00012875i,0.00020162-0.00010589i,4.9906e-05+0.00044497i,0.00078924+0.00050185i,0.00089264-9.0897e-05i,0.000741-0.0001158i,0.00056571-0.000393i
-0.00029891+0.0015863i,-0.0011198+0.0018751i,-0.0010673+0.0012576i,0.00029874-0.00039234i,0.00088708-0.0016076i,0.00021495-0.0013811i,0.00074332-0.00031268i,0.0017358+0.00052905i,0.0025696+0.00051567i,0.002972-0.00080747i,0.0027223-0.0021134i,0.0017888-0.0025136i,-7.3424e-05-0.0029835i,-9.7205e-05-0.0031041i,0.00058793-0.0024592i,0.0010013-0.0019585i,0.00071316-0.00053126i,4.4808e-05+0.0010383i,4.4834e-05+0.00077888i,0.00029326+7.5541e-05i,0.00025484-0.00019715i,-0.00047873+9.2476e-05i,-0.00033271+9.0615e-05i
-0.00034325-0.0013547i,5.69e-05-0.0022381i,0.0010312-0.0013265i,0.00024307+0.0003993i,-0.00049911+0.001449i,-0.00029145+0.0012742i,-0.00045463+0.00092707i,-0.00077623+0.00065464i,-0.001307+0.00043009i,-0.00080339+0.00069656i,0.00012413+0.00081111i,0.001554+0.00069955i,0.0022212+0.00054013i,0.0027212+0.00039692i,0.0028062+0.00068101i,0.0015514+0.00084552i,0.0002913+0.00049357i,-0.0012347-0.00013327i,-0.00098998-0.00077359i,0.00077491-0.00077748i,0.0011101-0.00014137i,9.3091e-05+0.00042281i,-0.00016833+0.0004301i
-0.0016039+0.0024167i,-0.0016416+0.0028777i,0.00017164+0.0021894i,0.0010998+0.0016862i,0.0011531+0.0011321i,0.0011405+0.00086206i,0.00077085+0.00050029i,0.00065112-0.00064073i,-2.3708e-05-0.00069366i,-0.0011579-0.00030567i,-0.0021468+0.00029752i,-0.0015227+0.0015411i,-6.1672e-05+0.0021935i,-0.00074339+0.0017336i,-0.00097576+0.0013077i,-0.00018931+0.0014778i,0.00055548+0.00053974i,0.0013322-0.00073088i,0.0010219-0.00076636i,0.00033739-0.00047421i,-2.1674e-05+3.2463e-06i,-0.00028554+0.00062494i,-0.00081523+0.00084598i
-0.0016279-0.003506i,-0.0016272-0.0030784i,-0.0016498-0.00081746i,-0.00072353+0.0008332i,-0.00028987+0.0015242i,-0.00026198+0.0017923i,-3.1943e-05+0.0014051i,0.00051043+0.00061434i,0.0014521+9.9983e-05i,0.0014826-0.0010605i,0.00041623-0.002504i,-0.0013074-0.0026921i,-0.0021832-0.0020026i,-0.0014957-0.001235i,-0.00078758-0.00053782i,-0.00040536+0.00017615i,3.9293e-05+0.00044133i,-8.1777e-05+5.5252e-05i,-0.00055318-0.0011235i,-0.00083249-0.0013514i,-0.00041699-0.0005017i,-0.00015838-0.00033437i,-0.00015655-0.00033669i
0.0017486-0.00092746i,0.00029769-0.0010312i,-0.00018308-0.0010556i,-0.00083164+2.103e-05i,-0.0014283+0.00097632i,-0.0013159+0.0011499i,0.00047311+0.00097104i,0.0016847+0.0013722i,0.0011331+0.0018907i,0.0019834+0.0013692i,0.0025712+0.0003121i,0.0011906-0.0012807i,0.00046751-0.0025625i,0.00083356-0.0020133i,0.00083117-0.0011127i,0.00064785-0.0010424i,0.0007518-0.00065951i,0.00019051-0.00050564i,6.593e-05-0.00072167i,0.00057207-0.00096834i,0.0007442-0.0010418i,0.0004009-0.00022364i,0.00015075+0.00018693i
-0.0037472-0.00021927i,-0.0045859+0.0007148i,-0.0051151+0.0021641i,-0.0024326+0.0022546i,0.00078304+0.0016794i,0.0017052+0.001456i,0.0013791+0.0015727i,4.4699e-05+0.00079693i,-0.0010315-3.0828e-05i,-0.00045099+0.0014684i,0.00096104+0.0034436i,0.001967+0.0030292i,0.0019858+0.0010238i,0.0020011-0.00042929i,0.002425-0.00075297i,0.00073755-0.00031375i,-0.00052965+0.00022076i,-0.00022973+0.00012662i,-0.00017266-9.9826e-05i,-0.00025053+5.7934e-05i,0.00045847+0.00030666i,0.00041748+0.000463i,-0.00063752+0.00014974i
0.00095673-0.0018242i,0.0016917-0.0012739i,0.0015746-0.00023682i,0.00080839+0.0010707i,0.00048383+0.0023535i,0.00065152+0.0014798i,0.00058507+0.0003522i,0.00066584-0.00042788i,0.0008522-0.0015277i,-0.00058097-0.0016532i,-0.0029601-0.00068151i,-0.0030525+0.00087805i,-0.0014978+0.0011821i,-0.00065876+0.00088775i,9.4866e-05+0.00079852i,0.00045698+0.00029038i,0.00059057-0.00048289i,0.00023676-0.00050087i,-0.00020498-0.00097679i,0.00019015-0.00073195i,0.0002657+0.00020004i,3.3138e-05+0.0008101i,0.00033426+0.00094525i
-0.0015351-0.0010969i,-0.0020812-0.0011215i,-0.0024754-0.00025009i,-0.0018429+0.00088224i,5.7961e-05+0.0013168i,0.0012099+0.00049613i,0.00033702-0.00053339i,0.00041754-0.0011454i,0.00047532-0.00077307i,-0.00012549-0.00097854i,-6.1627e-05-0.00226i,-0.00014213-0.0027236i,-0.00027377-0.0018305i,-0.00010406-0.00069162i,0.0005867-0.00026199i,0.00081747+0.00010473i,0.00037205+0.00045256i,0.0005739+0.00058903i,0.00040929+0.00022044i,-0.00045001-0.00076477i,-0.00096861-0.0012458i,-0.0006266-0.00035339i,-0.0002412+0.00050329i
-0.001979-0.0012264i,-0.0039151-0.0012637i,-0.0033858-0.0010063i,-0.0019655-8.6953e-05i,-0.00082325+0.0002194i,-0.00021938+0.00017963i,-1.6383e-05+0.00023688i,-0.0002553+0.00061322i,0.00019199+0.0012299i,0.0013358+0.0015252i,0.0033495+0.00069255i,0.0039869-0.0003311i,0.0031179-1.3103e-05i,0.0018622+0.00086473i,0.0008544+0.001375i,0.00084322+0.0018885i,0.0002333+0.0015916i,-0.00069746+0.0011946i,-0.0010525+0.0006656i,-0.00071027-0.00019524i,7.4315e-06-0.00039184i,0.00053617-0.00030843i,0.00080405-4.9542e-05i
0.00084217-0.00018739i,0.0010021+0.0012375i,0.0016009+0.0014716i,0.0017592+0.0019281i,0.00095981+0.0023994i,0.00030145+0.0026221i,0.00016619+0.0017835i,0.00049324-1.0197e-05i,0.00063098-0.00054132i,0.00014721+0.0011527i,6.9814e-05+0.0030112i,0.00043195+0.0031033i,0.00056474+0.0016624i,0.00022316+6.246e-05i,-0.000442-0.00021234i,-0.0011203+9.707e-05i,-0.00066075+0.00030077i,-0.00010061+0.00014815i,0.0005141-0.00018342i,0.00049527-0.00027812i,0.00064365+0.00012105i,0.0012911+0.0012591i,0.00072851+0.0018783i
0.00059855-0.0023337i,-0.00028371-0.003438i,-0.00060317-0.0031917i,-0.0013931-0.0006679i,-0.0017488+0.00092585i,-0.0013848+0.0018115i,-0.00043152+0.002358i,0.00077617+0.0014627i,0.0014236-9.55e-05i,0.00028236-0.0014177i,-0.0023753-0.0014652i,-0.0034853-0.00033057i,-0.0025707+0.00023169i,-0.0017599-0.00055354i,-0.0011463-0.0018502i,-0.0011136-0.0023872i,-0.0017623-0.0013991i,-0.0015288-0.00067429i,-0.00065648-0.00022605i,-4.234e-05+0.00044566i,4.2569e-05+0.00042229i,-0.00035836-0.00014441i,-0.000649-2.3414e-05i
-0.00044122-0.0011639i,-0.00095985+0.00041655i,-0.001587+0.0018372i,-0.0021062+0.00179i,-0.0016607+0.0022995i,-0.0003854+0.0031317i,0.00050391+0.0023002i,0.00087071+0.00078322i,0.00054807+0.00012923i,0.00019838-0.00018337i,0.00073844-0.0018095i,0.00054106-0.0024219i,0.00017734-0.0011271i,0.00054864+0.00046358i,0.0017609+0.0010504i,0.0026809+0.00084778i,0.0027442+0.00017806i,0.002015+0.00059731i,0.00034902+0.0016531i,-0.00043537+0.00065439i,-0.00028183-8.2455e-05i,-0.00059861-0.00018441i,-0.00058387-0.0002749i
-0.0017949-6.1636e-06i,-0.0016007+0.0011969i,-0.00089931+0.0027749i,0.00047928+0.0030185i,0.0015915+0.0027555i,0.0019357+0.0012793i,0.0023672-0.00053805i,0.0010323-0.00067605i,-0.00014267-0.00054796i,0.00028469-0.00013835i,0.0010896+0.00062536i,0.002134+0.001131i,0.0020234+0.00067092i,0.0015437+0.00029089i,0.0013208+0.0012118i,0.00077859+0.0018432i,-0.00043615+0.0018366i,-0.0005945+0.0012013i,2.6308e-05+0.00048131i,-0.00052647-0.00025386i,-0.00035673-0.00065877i,0.00075894-0.00032099i,0.00089392+3.0591e-05i
0.0011932-0.0023448i,0.00076189-0.0028715i,-0.00073122-0.0019631i,-0.001922-0.00076479i,-0.0014081-0.00031129i,-0.00077215-0.0003236i,-0.00045238-0.00064244i,-0.00034362-0.0010353i,-6.1104e-05-0.0012348i,-0.00065956-0.0003411i,-0.0020081+0.0013947i,-0.0018898+0.0031811i,-0.0009045+0.0032904i,-0.0011145+0.0011733i,-0.0026654-0.00021169i,-0.0034978+0.00035516i,-0.002312+0.0005022i,-0.00029287+0.00046165i,0.00038764+0.0005143i,2.6159e-06+0.00055053i,-3.4455e-06+0.00048018i,0.00061976+0.00029284i,0.00093119-0.00023006i
0.00076126+0.0025355i,-0.0012635+0.0033084i,-0.0016904+0.0031779i,-0.00074534+0.0012811i,-0.00036498+0.00053441i,-0.00080639+0.00059647i,-0.00070435+0.00043332i,0.00018281+0.00052381i,0.00024233+0.00018007i,-0.00042266-0.0012393i,-0.0017429-0.0028665i,-0.0022514-0.0027676i,-0.0015887-0.0016614i,-0.0011623-0.0016676i,-0.0010126-0.0024166i,-0.00043931-0.0029242i,1.6459e-05-0.0023602i,0.00053392-0.0012917i,0.00057103+6.0793e-05i,0.00021027+0.00026445i,0.00032775-0.00060803i,0.00032158-0.00044355i,-0.0005023+0.00029178i
-0.0005034-0.001399i,-0.0014913-0.00088944i,-0.0011316-0.00031818i,-0.0003124+0.00021399i,-0.00083366+0.00096428i,-0.0014499+0.001513i,-0.0008318+0.00043718i,-0.00075567+6.2009e-05i,-0.00066488+0.00065517i,-0.00022682-0.00042298i,0.00066543-0.0021737i,0.0016125-0.0029203i,0.001249-0.0021273i,0.0013629-0.0012774i,0.001688-0.0011452i,0.0019415-0.00077512i,0.0023019-0.00070649i,0.0011468-0.0014314i,-0.00027272-0.0020784i,-8.9761e-05-0.0012506i,0.00027793-0.00016269i,-4.8328e-07+0.00019519i,5.1759e-06+0.00046107i
0.0026001-0.00065285i,0.0013641-0.00059435i,0.0012354-0.00043411i,0.0009964+0.0014348i,-9.8057e-05+0.0022525i,-0.00055437+0.0007795i,-0.00019382-8.6378e-05i,0.00061137-5.2532e-05i,0.00082339-0.00043403i,0.00070263-0.00045656i,0.00093495+0.00068987i,0.001862+0.0010742i,0.0018616+0.0010244i,0.00067338+0.0020346i,0.00095743+0.0021964i,0.0017059+0.0013949i,0.0018569+0.00085444i,0.0012629+0.0010496i,0.00051554+0.00054604i,0.00020032-0.00030219i,0.00038072-0.00011289i,0.00054663+0.00090087i,0.00042545+0.00085791i
-0.00076991+0.0019504i,-0.001665+0.00043039i,-0.0030111-0.00059503i,-0.002132-0.00081698i,-0.00023524-0.00055167i,0.0011235+0.00046259i,0.0010944+0.00097252i,0.0010561+0.00047859i,0.0015883-0.00076866i,0.00076146-0.0020382i,-0.00087141-0.00092549i,-0.0023695+0.0014i,-0.0024745+0.002333i,-0.0020237+0.0018116i,-0.0019722+0.0015111i,-0.0018936+0.0012432i,-0.0013996+0.00036725i,-0.0011891+0.00022153i,-0.00060077+0.0008397i,1.0668e-05+0.00080749i,-0.0002268+2.5418e-05i,-0.00063083+0.00012814i,-0.00035658+0.0003124i
-0.003994-0.0012183i,-0.0017733-0.00027474i,-0.0011318+0.00077878i,-0.00091374+0.0014616i,-5.0529e-05+0.0025082i,0.00064074+0.0022129i,0.00053506+0.00097947i,0.00051402+0.0010824i,0.00084473+0.001542i,0.001199+0.00056692i,0.0005285-0.0010505i,-0.0014334-0.0012299i,-0.001881-0.0013678i,-0.0014648-0.0018972i,-0.0021477-0.0019081i,-0.0024873-0.0018991i,-0.0017418-0.0011884i,-0.0015839-1.3906e-05i,-0.0013753+0.00054991i,-0.00028852+5.3502e-05i,-0.00050103-2.313e-06i,-0.0018318+0.00072487i,-0.0019104+0.00067165i
-0.0015012-0.0015426i,-0.002935-0.0015012i,-0.0023692-0.00040417i,-0.00023414+9.0674e-05i,0.00060947-0.00068723i,0.00045205-0.0018467i,0.00038063-0.0023604i,0.00013569-0.0024006i,-0.00010936-0.0016887i,0.00067277-0.00056539i,0.002301-0.00070983i,0.0031376-0.0018987i,0.0025046-0.0019367i,0.0019781-0.0018564i,0.0024402-0.0024748i,0.002206-0.001968i,0.001214-0.0012418i,0.00030329-0.00078343i,3.7601e-05-0.00015541i,0.00063256-0.000191i,0.00051917-0.00087742i,-0.00040364-0.0013669i,-0.00042853-0.00091336i
-0.0013148+0.0018133i,-0.0014338+0.0014894i,-0.0024333+0.0027523i,-0.0019786+0.0037579i,-0.0014069+0.0023575i,-0.0012632+0.00042842i,-0.00065897-0.0010778i,-0.00078425-0.0027802i,-0.0014194-0.0029417i,-0.0013659-0.00096731i,0.00013915+0.00099864i,0.0014694+0.0014511i,0.001793+0.00082407i,0.0018409+0.00077862i,0.0020375+0.0011096i,0.0023724+0.00094969i,0.0014397+0.001443i,0.000411+0.0017914i,0.00072217+0.00087045i,0.00099024+0.00078468i,0.00074075+0.0007433i,0.0010303+0.00024262i,0.0010585-0.00046986i
-0.0027265-0.0010913i,-0.0012388-0.0003934i,-0.00044163+0.00049327i,-0.00044952+0.000944i,0.00091803+0.0014772i,0.0023086+0.0013868i,0.0025379+0.0010872i,0.0020139+0.00059787i,0.0014136-3.0822e-05i,0.00015681-0.00081483i,-0.0025388-0.00055688i,-0.0038865+0.00071016i,-0.0037969+0.0015744i,-0.0028197+0.0015418i,-0.0020482+0.0018058i,-0.0013338+0.0022063i,-0.00053717+0.002183i,-0.00092138+0.0019682i,-0.001649+0.00098563i,-0.0013697+0.00060044i,-0.00087483+0.0011505i,8.1497e-05+0.0013952i,0.00016865+0.00057165i
