-0.0017667-0.0016252i,-0.0023791-0.0023627i,-0.0030184-0.0011926i,-0.0026558-0.00022766i,-0.00098712+0.00069526i,-0.00014998+0.0016017i,-0.00059269+0.0015648i,-3.4786e-05+0.0014938i,0.0014104+0.00063091i,0.00097313-0.00048752i,0.00055748-0.00083354i,0.00052679-0.0010024i,0.00042495-0.00038577i,0.00058979+0.0010307i,0.00014631+0.00095154i,-0.00014764-0.00016724i,-0.00040753-0.00039315i,6.5277e-05-4.5131e-05i,0.00097268-4.6687e-05i,0.001067-0.00022193i,0.00082358+0.00033467i,4.468e-06+0.00075926i,-0.00046054+0.00012258i
0.0023057-0.0015462i,0.0010449-0.0016962i,0.00042469-0.0010254i,0.00073502-0.00069931i,0.0011292-8.8889e-05i,0.0013026+0.00088761i,0.0011802+0.0017257i,0.00060097+0.0014399i,-3.2028e-05+0.00021533i,-0.00034739-0.00066427i,-0.00011501-0.00056412i,0.00022022-0.00037977i,0.00029001-0.00069031i,0.00096313-0.00081417i,0.00099264-0.00024175i,-0.00041094+0.00033239i,-0.00053313+0.00010191i,0.00055217-0.00019028i,0.0007501+0.00035098i,-9.9336e-05+0.00046726i,-0.0010228+1.3786e-05i,-0.00040503+1.602e-07i,0.00014918+0.00031094i
0.0018665+0.00040326i,0.0024571-0.00094304i,0.0012911-0.00020981i,0.00067386+3.907e-05i,0.00091807+0.00026221i,0.0010805+0.00059781i,0.0011046+8.7458e-05i,0.00036632+0.00011073i,-0.00045148+0.00077667i,-0.00040181+0.00031821i,-0.00028361-0.00048353i,-0.00059853-0.00027658i,-0.00072242-0.00027426i,-0.00041173-0.0008027i,-0.00055728-0.00083266i,-0.00039454-0.00028359i,-0.00088101-0.00025218i,-0.00074138-0.00065753i,6.7259e-05-0.00011055i,0.00039441+0.00040523i,8.05e-05-0.00035196i,-2.0509e-05-0.0010894i,-0.00030863-0.00061258i
-0.0011456-0.00092015i,-0.00064031-0.00057559i,-0.00053564+0.00010949i,-0.00066414+0.00070654i,8.6643e-05+0.0014982i,0.00091594+0.002223i,0.00093031+0.0014675i,-8.7892e-05+5.9682e-05i,-0.00034878-0.00016543i,-0.00026711+0.00012072i,-0.00024196-0.00025275i,0.00068844-0.00089255i,0.001089-0.00063613i,0.00057291-0.00021748i,-2.4253e-05+0.00024205i,0.00017727+0.00040266i,0.00022965+0.00048018i,-0.00039911+0.0010735i,-0.00046473+0.001101i,-5.5712e-05-4.3262e-05i,-0.00045906-0.00099658i,1.8608e-05-0.00075759i,0.00011287-0.00038605i
-0.0017766-0.0013067i,0.00010181+2.6901e-05i,0.0009736+0.0012087i,0.0003323+0.0012846i,0.00038556+0.00048636i,0.0003002+4.8113e-05i,0.000151+0.00021006i,0.00095092+0.000873i,0.00017523+0.00095203i,-0.00037601+0.00057913i,0.00010912+0.00014463i,0.00077091-2.6351e-05i,0.0016988+6.3814e-05i,0.0017121-2.5387e-05i,0.001084-0.00067019i,0.00070607-0.0010572i,0.0008463-8.7052e-05i,0.00024194+7.2065e-05i,-0.00030652-0.00064548i,-0.00028565-8.3622e-05i,-0.00019462+0.00058189i,-7.0108e-05+0.00022013i,-6.0785e-05-0.00034451i
0.0014162-0.0014648i,0.0012099-0.0014329i,0.00051788-0.0015323i,0.00026282-0.0011666i,0.00049977+0.00022166i,0.0011921+0.00047009i,0.00086447+3.8349e-05i,-0.00031325+0.00025779i,-0.0011984+0.00097528i,-0.0012175+0.0011982i,-0.00064288+0.00029897i,7.0347e-05-0.00078424i,-0.00010963-0.0010658i,-0.00038861-0.00081856i,-0.00039203-0.00058183i,-0.00091941-0.00017131i,-0.00042382+0.00031055i,0.00016305+0.00010269i,0.00087188-0.00072735i,0.00056818-0.00093333i,-0.00016882-0.0007921i,0.00016142-0.00033572i,0.00072764-8.9179e-05i
0.0030544-0.001673i,0.0031154-0.0025859i,0.0025729-0.0016095i,0.0017636-0.0011632i,0.0013996-0.00087501i,0.0016821-2.6755e-05i,0.00087241+0.00016984i,9.5676e-05-0.00062049i,0.00027395-0.00083241i,2.6862e-05-0.00040719i,-5.1184e-05-0.00024319i,-0.00055272-0.00034937i,-0.00025819+0.00045767i,-4.9856e-06+0.00072721i,-0.00042831+0.00023129i,-0.0005113+0.00066286i,-0.00092326+0.00093694i,-0.0012081+0.00029145i,-0.00056581+0.00027188i,-0.00023838+0.00030499i,-0.00012811-0.00033148i,-2.5083e-05-0.00091765i,-0.00056388-0.00013419i
0.0012283+0.0011934i,0.0023608+0.0005751i,0.0019153+0.00044899i,0.0016921+0.00060555i,0.0018625+0.00034182i,0.0016325-0.00029885i,0.0017946-0.00027154i,0.0024574+0.0007291i,0.0023648+0.0012551i,0.0011745+0.00095369i,0.00019624-0.00011196i,-3.6719e-05-0.00061033i,0.00019071-0.00087799i,5.3174e-05-0.0012167i,-0.00030142-0.00092792i,-0.00061425-0.00057631i,-0.00075322+0.00026014i,-0.0004572+0.00069195i,-7.8248e-06+0.00039915i,-0.00023482-0.00079071i,0.00031944-0.0016168i,0.00081772-0.00069916i,0.00062456+0.00037342i
0.00099941+0.00098041i,0.0027987+0.00016214i,0.002158-0.0005239i,0.00057504-0.00026605i,8.4556e-05+0.00038249i,-2.3173e-05+0.00082039i,7.7503e-05+0.0001381i,-6.2991e-05-0.00021911i,-0.00037085-5.2696e-05i,6.0697e-05-0.00012757i,-0.00026973-0.00030275i,-0.0012108-0.00068259i,-0.00051688-0.0011595i,0.00044956-0.00083391i,0.00038944-0.00083798i,0.00043668-0.0011961i,0.00076908-0.0001519i,0.00068258+0.0010123i,-6.2334e-06+0.0011469i,-2.6891e-05+0.00048382i,0.00041758+0.00016342i,0.00010634+0.00015801i,-0.00013552-6.5046e-05i
-0.0022166+0.0025314i,-0.0012506+0.0015099i,0.00066203+0.0017611i,0.00089113+0.0020996i,0.00088648+0.0009723i,5.5071e-05+0.00053745i,-0.00076643+0.00052394i,-0.0013521-0.00041871i,-0.00023963-0.00054952i,0.0019569+0.00026599i,0.0020045-6.9187e-05i,0.0010529-0.00028986i,0.00027511-0.00054447i,0.00035021-0.0015784i,0.0006679-0.0020754i,-3.8605e-05-0.0015403i,-0.00066862-0.00074665i,-0.00012972-0.00032599i,-0.00010446-0.00021616i,-0.00043289-8.5158e-05i,-1.1193e-05+0.0002127i,-0.00024426+0.00037061i,-3.0146e-05+1.6866e-05i
-0.00036686-0.0037108i,-0.00052532-0.0026802i,-0.00051069-0.0012602i,-0.00081681+9.9119e-05i,-0.00037748+0.0012662i,0.00087568+0.0012598i,0.0015577+0.00071121i,0.00062102-0.00020625i,-8.7381e-05-0.00045277i,-1.7904e-05-0.00042408i,-0.00019949-0.00026594i,-6.9982e-05+8.5751e-05i,0.00027485-0.00042165i,0.00067324-0.00081708i,0.00075632-9.0916e-05i,0.0002601+0.00020054i,-0.00034805-0.00023618i,-0.00045679-0.00032151i,-7.6898e-05+0.00025707i,-0.00013713+0.00036036i,-0.00027032-3.604e-05i,0.0002071+0.00012984i,0.00023571+4.6797e-05i
0.0025596-0.0022588i,0.0026455-0.0032288i,0.0019163-0.0023217i,0.0010465-0.0013349i,0.0015412-0.00073442i,0.0016805-0.00089426i,0.0015413-0.00071319i,0.0015423+0.00053464i,0.000923+0.0014161i,0.00018596+0.0011595i,-0.00015262+0.00069172i,0.00049659+0.00052065i,0.0010713+1.7363e-05i,0.00045628-9.5256e-05i,-0.00061296-0.00029874i,-0.00074222-0.0012353i,0.00034158-0.0015261i,0.00060821-0.00084002i,0.00036705-0.00039463i,0.00030872-0.00014907i,0.00060803-0.00014036i,0.00076651+0.000139i,-3.9344e-05+0.00021616i
0.0014732+0.0013849i,0.0016294+0.0010635i,0.0015513+0.0017111i,0.0014328+0.00075612i,0.00042116-1.2666e-05i,-9.9418e-05+0.00023602i,0.00074592+0.00069456i,0.00043582+0.0011931i,-0.00030695+0.0010409i,0.0004882-0.00020919i,0.00073197-0.00088722i,0.00014484-0.00082236i,-0.00035094-0.00049268i,-0.00062361-0.00013317i,-0.00025938-0.00053809i,-0.00019971-0.00037708i,3.9285e-05-0.00025163i,0.00030414-0.00053524i,0.0005385-0.0002437i,0.00059336+0.00028794i,0.000481+0.0001082i,0.00072772-4.0016e-05i,0.0002804-0.0004377i
0.0016538-0.00042361i,0.0019288-0.0014323i,0.0012635-0.0028377i,4.7878e-05-0.001869i,-0.0011012-0.00042547i,-0.0015622+0.00079699i,-0.00077941+0.0011927i,-6.669e-05+0.00042189i,0.00051122+0.00019649i,0.00069919+0.0007388i,-6.6823e-05+0.00076138i,-0.0011803+0.00042524i,-0.0015777-0.00028602i,-0.0010375-0.00046553i,-0.0004832-5.0305e-06i,-0.00055425+0.00043127i,-0.00050755+0.00042328i,-0.00041217+0.00073337i,-5.553e-05+0.0005024i,0.00027502+0.00025921i,-0.00023472+0.00019178i,-0.00069046+4.66e-05i,-0.00076817+0.00067996i
0.0012856-0.0014665i,0.0006442-0.0012473i,0.000182-0.00067018i,-6.5157e-05-9.9154e-05i,-0.00036345+0.00032747i,-0.00028191+0.00033405i,0.00060903+0.00025713i,0.00073035+0.00069428i,-0.00042668-1.5516e-06i,-0.00053912-0.00048121i,-0.0002494-0.00024803i,-0.00039566-0.00038716i,-0.0001115-0.00049287i,7.7137e-05-0.00018018i,-0.00019652-9.5748e-05i,-0.00035901-0.00030877i,-0.00074219-0.00065399i,-0.00029397-0.00068401i,0.00017825-0.00024573i,-2.3778e-05-0.00014552i,-0.00015554+0.00012744i,-0.0004784+0.0012953i,-0.00059359+0.0010149i
0.0039448+0.00028151i,0.0034858-0.00064795i,0.0023008-0.0016132i,0.00094305-0.0021808i,0.00018324-0.0017558i,-0.00011765+0.00020921i,-0.00016666+0.0017308i,0.00052503+0.0018013i,0.0012782+0.00080223i,0.0011066-1.8053e-06i,0.00047954-0.00017595i,6.2095e-05-0.00070144i,-0.00040899-0.00057133i,-0.0012547-0.00038628i,-0.0011706-0.00036529i,-0.00012229+6.5595e-05i,0.00017304+0.00058558i,0.00018789+0.0013332i,0.00084068+0.00096828i,0.0013129+0.00034825i,0.0015606-0.00044449i,0.0011522-0.00074098i,7.3254e-06+0.00012458i
0.0010682-0.001227i,0.00052246-0.0022188i,-0.00044771-0.0018005i,-0.00053262-0.00069018i,0.00034563+6.6047e-05i,0.00034501+6.2671e-05i,9.612e-05+0.00061779i,0.00010077+0.00075551i,-0.00022902-4.3335e-05i,-0.00057856+2.9435e-05i,-0.0006708+0.00051674i,-0.00025787+0.00054447i,0.00042533+0.00024348i,0.00035611-0.00029933i,6.8946e-05-0.00033189i,7.8576e-06-0.00051587i,0.0003767-0.00091072i,0.00091192-0.0010797i,0.0007616-0.0011232i,0.00041689-0.00077207i,0.00047666-0.00035461i,-9.2187e-05-0.00040088i,-0.00066107-0.00023451i
0.00086801+0.0003329i,0.00087763-0.00065124i,-8.909e-05-0.00027028i,-0.0001973+0.00077549i,0.00065279+0.0016534i,0.0013092+0.001422i,0.0010461+0.000799i,0.00023912+0.001019i,-0.00011759+0.00038691i,-2.9783e-05-0.00023682i,-3.2781e-05+0.00052617i,-0.00013954+0.00062103i,-7.1742e-05+0.00046992i,0.000788+0.0013136i,0.0012005+0.001189i,0.00051099+8.2298e-05i,0.00044684-0.00043174i,0.00067404-0.00044195i,0.0011017-0.00053561i,0.001473-0.00027856i,0.00027592-0.00060868i,-0.00063685-0.00042226i,0.00010806+8.4699e-05i
0.0018915-0.0010376i,0.0030699-0.0023317i,0.0018044-0.0021435i,0.00010955-0.00082386i,-0.00057179+0.00041585i,-0.00089772+0.0010743i,-0.00027696+0.0011364i,3.3454e-06+0.00029395i,3.979e-05-0.00013238i,0.00067415-3.1499e-05i,0.00056215+4.4511e-05i,0.00014864-0.00010241i,0.00056308-0.00011568i,0.00062215+0.00027304i,0.00036939+0.00052962i,0.00057578+0.00030536i,0.00019051+7.7269e-07i,-0.0003255+5.6773e-05i,-0.00045506-3.9444e-06i,0.00051964-0.0005947i,0.00094111-0.0011212i,0.00030099-0.00037389i,2.4664e-05+0.00030868i
-0.0018154-0.0014359i,-0.0021412-0.00087215i,-0.0020207+3.5019e-05i,-0.00097173+0.0013339i,0.00039877+0.0015785i,0.0011079-8.5984e-05i,0.0012218-0.00063316i,0.00082018-0.0010094i,0.0005833-0.00092813i,0.0007864-0.0001613i,0.00071308+0.00022626i,0.00032547+0.00066818i,0.00025182+3.0367e-05i,0.00054531-0.0011701i,0.00028733-0.0010467i,-0.00042677-0.00036547i,-0.00054067+0.00035301i,-0.00025111-9.2702e-05i,-0.0003026-0.00059904i,-0.00019842-0.00015989i,0.00041282-2.2174e-05i,-0.00011932-0.00023245i,-0.0002289-0.00015437i
0.00098156-0.00014025i,0.00063147+0.00052942i,0.00079203+0.0015011i,0.00090574+0.00059491i,0.0017442-0.00017939i,0.0024234+6.2559e-05i,0.0021474+0.00057734i,0.0012656+0.0003872i,-0.00020891+0.00017031i,-0.00035373-0.00021188i,0.0006629-0.00020665i,0.0010912+0.00033932i,0.00097172-0.00028672i,0.00029581-0.0002885i,-6.2162e-05+0.00019697i,0.00045244-0.00031174i,0.0007506-0.0004864i,0.00030807-0.00021538i,-0.00051657+0.00029543i,-0.0011501-8.5337e-05i,-0.0008051-0.00048171i,0.00010393-0.00043332i,0.00083084-0.00029697i
0.00028797-0.00018098i,0.00077517-0.0016577i,0.0011534-0.0018817i,0.00091423-0.00119i,0.0010619-0.00061221i,0.00138-0.00013458i,0.00089833+0.00094591i,-0.00018206+0.0010725i,-0.0007374+0.0007942i,-0.00022776+0.00086572i,0.00019218+0.00028256i,0.00021262-8.9777e-05i,0.00082594+0.00030511i,0.00080185+0.00020164i,0.00067524-0.00055296i,0.00056583-0.00079827i,-0.00011597+5.8242e-05i,-0.00022292-0.00027058i,-0.00024938-0.00057661i,-0.0003686+0.00047421i,-0.00015831+0.00022026i,0.00016956-0.00023379i,0.00028398-0.00065244i
0.002272+0.0008712i,0.00239-0.0011393i,0.00092176-0.00083608i,0.00052299+6.0439e-05i,0.0019727+0.00047272i,0.0021424+0.0010461i,0.0010746+0.00069793i,-8.8102e-05-0.00012883i,-0.00037482-9.1731e-05i,0.00048343-6.9149e-05i,3.7259e-05+0.00027512i,-0.0010446+0.00069252i,-0.001005+0.00015418i,-0.00073178-0.00072595i,-0.00062865-0.00094509i,0.00014492-0.00069876i,0.0012048+0.00031269i,0.0014119+0.0011177i,0.00086009+0.00070236i,0.00099174+0.00060363i,0.00067162+0.00069675i,6.2139e-05-0.00040749i,-0.00030321-0.0011621i
0.0018117+0.00035501i,0.0020438-0.00034873i,0.0020277-0.0015271i,0.0010104-0.00065581i,6.9693e-05-0.00012339i,0.0002859+0.00038609i,0.0010473+0.001725i,0.00026311+0.0016239i,-0.00077587+0.00083222i,-0.0002951+0.00030597i,0.00010525-0.00056387i,-0.00019755-0.0011162i,-0.00038774-0.00064125i,-0.00040525-0.00014554i,4.0435e-05-0.00030962i,0.00020172-0.00042773i,7.7291e-05-0.0003348i,-0.00036265-0.00044767i,-0.00067531-0.00025335i,0.0001944+8.8643e-05i,0.00083206+0.00024049i,0.00079034+0.00047424i,6.7281e-05+0.00022469i
0.00014204-0.0018891i,0.00020755-0.0014874i,0.00062777-0.0017011i,0.0005906-0.001869i,-0.00071864-0.0012953i,-0.00090046-0.00027521i,-0.00021109+0.00046107i,-0.00027227+0.00060967i,-9.5864e-05+0.00057091i,0.00044803+0.00052234i,0.00028306+3.7087e-05i,1.1117e-06+0.00028068i,0.00052207+0.00036191i,0.00068892-0.00092451i,0.00028184-0.0013655i,0.00028754-0.0010207i,0.00047736-0.00079506i,-4.6154e-05-0.00037287i,-0.00059323-0.00016719i,-5.5919e-05-0.000434i,0.0008431-0.0010943i,0.00070883-0.00099032i,-0.00036897-0.00064538i
0.0014386-0.0027265i,0.0012442-0.0030154i,0.00068935-0.001961i,-0.00035227-0.0006734i,-0.00029483-6.3115e-05i,0.00047426+7.0609e-06i,-2.9683e-07+0.00074575i,-4.0746e-05+0.0016428i,0.00082719+0.0012817i,0.00061357+0.0010973i,-0.00012608+0.00037496i,-0.00061803+0.00033191i,-4.8787e-05+0.00068858i,0.00045238+0.00065283i,5.3686e-05+0.00012114i,-0.0009014+0.00014145i,-0.0011827+0.00077841i,-0.00046885+0.00026468i,0.00060039-0.00065542i,0.0012739-0.00056144i,0.00082335-0.00035952i,0.00040953-0.00029057i,-0.00010493-0.00016866i
0.0041523-0.001451i,0.0027654-0.0017107i,0.0011454-0.0016829i,0.0011733-0.0010453i,0.0010278+0.00036947i,0.0015511+0.0015431i,0.0017632+0.0014057i,0.0011252+0.00067787i,0.00032061+0.00024351i,-0.00029052-0.00056205i,-0.00025031-0.0011772i,-0.00015713-9.385e-05i,-0.00058322+0.00091997i,-0.00078386+0.00081272i,-0.00058601+0.00019047i,-0.00032275-0.00044675i,-0.00038472-0.00043978i,-0.00025739-0.00049794i,0.00068248-0.00040251i,0.001526-0.00024815i,0.00096926-0.00031424i,0.00028281-0.00051767i,0.00010576+0.00026431i
0.0021251-0.00018535i,0.0021927-0.0016187i,0.0013526-0.0019293i,0.00027842-0.0010596i,-2.2584e-05-0.0006759i,0.00018248-0.00035754i,0.00013067-0.00031075i,-0.00025856-0.00045276i,-0.00031541-0.00018561i,-0.00028638-0.00059001i,-5.3072e-05-0.00080975i,3.3691e-05-0.00028786i,-0.00024731+0.00041348i,-0.00071596+0.0003934i,-0.00093397+0.00040131i,-0.00028291+0.00047237i,0.00064519+0.00053115i,0.00050506+0.00071002i,-3.9081e-05+0.00030388i,1.109e-05-0.00019476i,-0.0002413-0.00070251i,-0.00048494-0.0013194i,-0.00030066-0.0010529i
-0.00033677-0.00017868i,-0.00077181-0.00066039i,-0.0012375-0.00035873i,-0.0012131+0.00069643i,0.00012227+0.00096688i,0.00097665+0.00088425i,0.00039374+0.0011458i,-7.293e-05+0.00031032i,-7.4061e-05-0.0010777i,-0.00029741-0.00058086i,-0.00029273+0.00045885i,8.4479e-05+0.0015705i,0.00017022+0.0016483i,-0.00022135+0.00052673i,-0.00024936-2.1736e-05i,-0.00051258-0.00039767i,-0.00010985-0.00059261i,0.00076775-0.00029083i,0.00020014-0.00014961i,-0.00027826+0.00073233i,0.00013601+0.0010947i,0.00048985+0.00081435i,0.00063585+0.00035324i
-0.0017496+0.00096237i,-0.0006193+0.0017158i,0.00036687+0.0013208i,0.0013254+0.00091806i,0.0016386+0.0010024i,0.0012008+0.00039508i,0.00096708-9.181e-05i,0.00050084+0.00027345i,-0.00022462+0.00040554i,0.00026325+2.7745e-06i,0.00060033-0.00014668i,-6.8245e-05-0.00011389i,-0.00086642-0.00017314i,-0.00032132-0.00038485i,0.00036377-0.00085338i,0.00059885-0.00087514i,0.00053096-0.00049795i,-0.00031802+0.00021735i,-0.00046317-7.2145e-05i,-0.00096402-0.00066658i,-0.00071283-0.00035049i,0.00032212-0.00032447i,0.00040715-0.00011499i
-0.0013554-0.0033914i,-0.0010618-0.0032304i,-0.0010902-0.0016678i,-0.00095292+0.00063437i,-0.00054336+0.001478i,0.00053526+0.0018987i,0.0010158+0.0017922i,0.0011617+0.0010083i,0.00060826+0.00070853i,2.2446e-05+0.00028955i,-4.6033e-05+5.3152e-06i,-0.00037857-0.00025246i,-9.9527e-05-0.0004973i,0.0013645+7.2781e-05i,0.0017473-5.2729e-05i,0.00063231-0.00066233i,0.00056199-6.9822e-05i,0.00040078+0.00072433i,0.00045177+0.00066348i,0.00061675+0.00011831i,4.6066e-05-0.00056037i,-0.00033954-0.0011307i,-0.00040278-0.00052573i
0.0018644-0.00374i,0.00060642-0.0057508i,-0.0005695-0.0044813i,-0.00059824-0.0015834i,-4.5842e-05+0.00034655i,0.00033665+0.0016912i,0.0015033+0.001505i,0.0018556+0.00060583i,0.000837+0.00058318i,-0.00047699+0.00042757i,-0.0009101+0.00077915i,-0.0001311+0.0013036i,0.00063716+0.00088415i,0.00075969+0.00044002i,0.00063167+2.6874e-05i,0.00061789-0.0002386i,0.0005886-0.00030976i,0.0010947-0.00057406i,0.00093471-0.00054874i,0.00068592-0.00064722i,0.0010712-0.00046692i,0.00021222+0.00055728i,-0.00054532+0.00043432i
0.0025548-0.001183i,0.0035968-0.0025841i,0.0025454-0.0022461i,0.0017147-0.0012257i,0.0011219-8.9377e-05i,0.00083731+0.00084753i,0.00052486+0.0016062i,-0.00027881+0.00041904i,1.7191e-05-0.00069532i,0.00027708-0.00066197i,-5.6478e-05-0.00046139i,-0.00030842-0.00011898i,-8.1577e-07-7.0473e-06i,0.00078995-0.00012473i,0.00096593-0.00045215i,0.00023837-0.0009499i,-0.00051738-0.00057565i,-0.00071108-7.6508e-05i,-5.2264e-05-0.00012133i,0.00070113-0.00044241i,0.00088906-0.00077117i,1.403e-05-0.00027239i,-0.00069111+0.00017552i
0.0031288+0.0028743i,0.0027933+0.0021546i,0.0021255+9.1134e-05i,0.0024057-0.00070361i,0.0020875-0.00038941i,0.0010027+0.0006036i,-7.6655e-05+0.0014779i,-0.00024971+0.0012652i,-4.9809e-05+0.0006523i,-0.00020686+0.00043082i,-0.00060973+1.3135e-05i,-0.00081373-0.00073027i,-0.00089385-0.0010075i,-0.0010969-0.0011493i,-0.001059-0.00074355i,-0.00044071-0.00027367i,-0.00020646-0.000457i,-0.00012568-0.00050631i,0.00054862-0.00020131i,0.00064339+0.00013408i,0.0004017+0.00041559i,0.00017662+0.0012361i,0.00044816+0.00088055i
-0.00074134+7.7048e-05i,-0.00056489-0.0013734i,-0.00057742-0.0017685i,-0.00010144-0.00043917i,0.00099018+0.00067178i,0.0019915+0.00070777i,0.0015762+0.00062095i,0.00046286+0.00042213i,2.9636e-05+0.00020623i,6.4931e-05+0.0002643i,0.00018748-7.4588e-05i,5.1526e-06-0.00010464i,0.00026833-0.00027307i,7.1248e-05-0.0010438i,-0.00092565-0.00091687i,-0.00074727+0.00034368i,-9.0886e-05+0.0003929i,0.00026949-0.00043263i,0.00065268-0.00063183i,0.00024127-0.00024307i,-0.00014559+0.00019559i,0.00036497+0.00071474i,9.2191e-05+0.00080828i
-0.0017065-0.00026028i,-0.00199-0.00078171i,-0.0017669-0.00030853i,-0.0012183+0.00027763i,-0.00035444+0.00019251i,0.0010496+0.00050124i,0.0012227+0.00070242i,0.00063732+0.00034065i,0.00066667-0.00021051i,0.0009091-0.00053208i,0.001389-0.00051179i,0.0011915-0.00022797i,0.00056078+0.00014187i,0.00019227+3.0064e-05i,4.8635e-05-0.000753i,-0.00030605-0.00064062i,-0.0008918-0.00064113i,-0.00028675-0.00066371i,-0.00050793-0.00053833i,-0.00088035-0.00047385i,-0.00038542-0.00018942i,-3.3024e-05+6.7754e-05i,-3.401e-05+3.0236e-05i
-0.0024604+0.00051696i,-0.0014763+0.0012187i,-0.00010876+0.001868i,0.0009147+0.0016039i,0.0011068+0.0006785i,0.0011161+0.00035245i,0.00041292+0.00046995i,-0.00034169+0.00026883i,-0.00070442-3.709e-05i,-0.00034433+0.00020031i,0.00014295+0.00034316i,0.00012137-0.00045295i,0.00050518-0.0010825i,0.0010466-0.00093642i,0.00051532-0.0009906i,-1.5752e-05-0.0015518i,0.00010499-0.0013567i,0.00023787-0.000642i,0.00017313-0.0014465i,0.0001819-0.0013625i,0.00012481-0.00024543i,8.062e-06-0.00024942i,0.00010983-0.0002036i
0.0010903-0.0029663i,-0.00023618-0.0026659i,-0.0015354-0.0019882i,-0.00078019-0.0010749i,0.00019688+0.0014454i,0.00041437+0.0022499i,0.00060354+0.0015039i,-0.00012922+0.00099031i,-0.00077912+0.0007733i,-0.00061637+0.00072989i,-0.00089152-0.0004833i,-0.0007013-0.0010478i,-8.768e-05-0.00048048i,-0.00018633-0.00012653i,0.00022798+0.00037374i,1.8135e-05+0.00043131i,-0.00017544-0.0004891i,0.00064349-0.00029162i,0.00093553+0.00046505i,0.00054243-4.2071e-05i,-3.6373e-05-0.00023093i,0.00038754+0.00017671i,0.00089983+6.3737e-05i
0.0021445-0.00049583i,0.0022669-0.0016043i,0.0013501-0.0020249i,-6.2301e-05-0.00079115i,-0.0002347-0.00019954i,-5.9971e-05-0.00072898i,-0.00037059-0.00040221i,-0.00020679+0.00089885i,-0.00022059+0.00082562i,5.6912e-07+0.00029997i,0.00012578+0.00043487i,-0.00047888+0.00086844i,-0.00070992+0.0007805i,-8.9286e-05-5.5462e-05i,0.00024918-0.00028285i,5.6773e-05-4.7052e-05i,-6.7007e-05-5.3669e-05i,0.00025921-0.00027854i,0.00076124-0.00056804i,0.00070085-0.00063633i,0.00098945-0.00027553i,0.0010609+2.084e-05i,0.00061606-5.5783e-06i
0.0013156+0.00083336i,0.0023191+0.00045557i,0.0016722+0.0005667i,0.0005526+0.0002087i,0.00019776+0.00066211i,0.00057756+0.0015815i,0.00065207+0.0016382i,0.00024649+0.0012049i,0.00029+0.00075834i,0.00074018+0.0007847i,0.00063312+4.0864e-05i,0.00049539-0.00016928i,0.00038345+7.3672e-05i,0.00023951-0.00078707i,0.00057974-0.0011675i,0.0003586-0.00042873i,-6.1501e-05+0.00041399i,-0.00042071+0.0012778i,-0.00080061+0.0005433i,-0.00029862-0.00082851i,7.2102e-05-0.00089133i,0.00018102-0.00019138i,-0.0001949-5.5572e-06i
0.0016469-0.0010027i,0.002017-0.0017832i,0.0018404-0.0010054i,0.00066534-0.00029059i,0.00031341-7.7089e-05i,-0.0001017+0.00059435i,-0.0004768+0.0013619i,-0.00044975+0.00087869i,0.00017482-0.00070131i,0.00071944-0.0013065i,0.00077988-0.001115i,0.0010628-0.00072434i,0.0006744+0.00056623i,0.0001483+0.00085944i,-4.8784e-05-0.00017327i,-0.00031394+4.6371e-06i,-5.1873e-05+0.00050175i,-0.0003913+0.00021966i,-0.00035322+0.00075038i,-2.8278e-05+0.0010339i,0.00041862+3.7744e-05i,0.0011834-0.00076432i,0.00092763-0.0010579i
0.0001655+0.00016914i,-0.00045791+1.1375e-05i,-0.001519-4.8134e-05i,-0.0011758-0.00015682i,-0.00023496+6.2005e-05i,0.00071738-0.00036778i,0.0011059-0.0011113i,0.00012608-0.00073374i,-0.00084504+8.7086e-05i,-0.00053169-0.00032192i,0.0004868-0.00040811i,0.00070641+2.6973e-05i,-1.6161e-06+2.5181e-05i,-0.00044066+0.00041327i,-0.00040845+0.00041453i,-0.00049778+0.00022355i,-0.00030673+2.3513e-06i,-0.00075471-0.00041173i,-0.0014174-0.0005834i,-0.00055219-0.00084157i,0.00010294-0.00078483i,-0.00033751-0.00033596i,-0.00053352-9.6585e-05i
0.0017696-0.00072488i,0.0023744-0.0014214i,0.0020916-0.001475i,0.0012206-0.0010352i,0.0015374+0.00011354i,0.0014008+0.0013468i,0.00039741+0.0015671i,-0.00070181+0.0010953i,-0.00059749+0.00048594i,-0.0001857+0.00023443i,0.00029272+0.00030951i,0.000613+0.00060275i,0.00071434+0.00098184i,0.00070469+0.00069154i,0.00018982-0.00022359i,4.8228e-05-0.00036611i,0.00038309-0.00041106i,0.00024292-0.00033734i,-0.00064468+7.251e-05i,-0.00073625-6.0018e-05i,1.2347e-05-0.00048511i,0.00034512-0.0010382i,-1.0487e-05-0.00095682i
0.00096434-0.0015217i,0.00042105-0.0022766i,-0.0010262-0.001725i,-0.0017231-0.00073976i,-0.001007+0.000702i,9.9425e-05+0.0024383i,0.00066266+0.0028758i,0.00035945+0.0013452i,0.00023448+0.0004511i,0.00022745+0.00031749i,-0.00049154+0.00035628i,-0.00088388+0.00012809i,-0.00037332+0.00027043i,0.00067428+0.00069895i,0.0011934+0.00073225i,0.00050983+0.00018224i,-2.6032e-05-0.00062598i,0.00031489-0.0016045i,0.00064246-0.001525i,8.8223e-05-0.000769i,-0.00073096+0.00041315i,-0.00067178+0.0003249i,-5.0985e-05-0.00063224i
