-0.0024501+0.0012906i,-0.0015106+0.00017765i,-0.0026034-0.00057596i,-0.0024612-0.000748i,-0.0016095+0.00030184i,-0.00097825+0.0015617i,-0.00073749+0.0023145i,0.00041891+0.0021082i,0.0016405+0.0012392i,0.00097937+0.00042168i,0.00010791-0.00049031i,0.00053916-0.00057203i,0.0012637+0.00084873i,0.0017669+0.0016716i,0.0012127+0.00066035i,0.00029808+2.1276e-05i,-0.00015236+0.00031309i,-0.00047581-0.00058027i,0.00075282-0.0012143i,0.00099139-0.0007982i,-0.00039923-0.00018168i,-0.00036727+2.5185e-05i,-0.00023058+0.00019537i
-0.00088829-0.00076588i,-0.0010269-0.0021506i,-0.0015364-0.0024253i,-0.0019515-0.00081785i,-0.0017179+0.00028134i,-0.00061079+0.00052137i,-0.00022821+0.00052206i,-0.00054639+0.00057458i,-0.00011711+0.00089852i,0.00051191+0.0011385i,0.00018869+0.00076402i,5.8385e-05-7.4171e-06i,0.00049432-5.9455e-05i,0.00069904+9.8478e-06i,9.0831e-05+0.00011772i,-1.5759e-05+0.00049921i,-0.00038033-0.00013911i,-0.00099999-0.0003675i,-0.00085003+2.7149e-06i,3.9289e-05-0.00057206i,0.00023057-0.00042394i,-0.00011668+0.00075284i,-1.4727e-05+0.00044112i
0.0007134+0.0010534i,0.0012442+0.0015983i,0.0018124+0.0022986i,0.0015638+0.0019086i,0.0020146+0.00023035i,0.0010973-0.00059533i,0.0003065-5.2678e-05i,0.00099137+0.00044169i,0.00098953-0.00023524i,0.0010827-0.0015032i,0.0015024-0.0013903i,0.00157-0.00082567i,0.0011081-0.00047207i,0.00073102-0.00057624i,0.00088316-0.00059008i,0.00075026-0.00020467i,6.2156e-05-0.00021798i,0.00011291+5.7107e-05i,0.00060158-9.8496e-05i,0.001169-0.00027877i,0.00099825-0.00010649i,0.000595-0.0005494i,0.00015607-0.00084331i
-4.8911e-06-0.0012884i,0.00030492-0.001465i,0.00011765-0.0011803i,-0.00066817-0.00085477i,-0.001153-0.00056776i,-0.0011215-0.00046523i,-0.00071175-0.00013248i,-0.00042951-3.8394e-06i,6.593e-05+3.6398e-05i,0.0013732+1.9825e-05i,0.0018557+0.00040242i,0.00056687+0.00077496i,-5.4226e-05+0.00075205i,0.00078307+0.00033415i,0.0009497+0.00046005i,-6.0253e-05+0.00081792i,-0.00018157+0.0004689i,-0.00015602-0.00027148i,-0.00034777-0.00078533i,0.00052859-0.00033365i,0.001409+0.00024174i,0.0012512+0.00052358i,9.8318e-05+0.00045511i
-0.00037626+0.0017589i,-0.00075357+0.0012222i,-0.00078145+0.00086666i,-0.00052598+0.0016939i,-0.00092198+0.001296i,-0.0014067+0.00046463i,-0.00078825+0.00099823i,-0.00024548+0.00094847i,5.4267e-05+0.00094166i,0.00056466+0.00042296i,0.00060509+0.00015505i,0.00087333+0.0006621i,0.0012544+0.001138i,0.00055859+0.00088967i,0.00010129-8.5612e-05i,0.00094711+1.4099e-06i,0.00057156+0.0004392i,8.8611e-05-0.00043803i,-1.4848e-05-0.0011792i,0.00047072-0.0010506i,0.00061462-1.7505e-05i,7.0627e-05+0.00050867i,-0.00064825+0.00054082i
-0.00134+0.00013645i,6.8825e-05+0.00024819i,0.0015075+0.00093252i,0.001018+0.0011961i,6.9228e-05+0.0011862i,8.9475e-05+0.0009535i,0.00020836+0.00033515i,0.00038883+0.00043576i,0.0012313+0.00086522i,0.0012241+0.00053454i,0.00064932-6.7171e-05i,0.00069285+6.7475e-05i,0.0010476+0.00015148i,0.00061343+0.00025557i,0.00057196-0.00015854i,0.00088597+0.00078908i,0.00050131+0.0018937i,1.2237e-05+0.00088258i,-0.0005993-0.00024572i,-0.00031484+4.5226e-05i,0.00039356+0.0009427i,-7.6903e-05+0.00088131i,-1.6804e-05-0.00032058i
-0.00057898-0.00034016i,-0.00077793+9.905e-05i,-0.0015618+0.00035253i,-0.0021002-0.00052485i,-0.0013594-0.00081417i,0.00017497+0.00022088i,0.00041204+0.00090291i,-0.00017654+0.0005508i,6.4255e-05-0.00042279i,0.0007835-0.00044794i,0.0016765-0.0003997i,0.0023591+1.1032e-05i,0.0021331+0.0002409i,0.00094802-0.0004404i,-4.1747e-05-0.00053437i,-0.0001562+3.3638e-05i,-0.00022612+0.00066705i,7.3105e-05+0.00090081i,0.00059023+0.00026152i,0.00032607-0.00017272i,0.00014524+0.00046576i,8.7447e-05+0.00072946i,7.4625e-05+0.00087651i
0.00059632+0.001229i,-3.1104e-06+0.00098014i,-0.00070979+0.001345i,-0.0013218+0.0009071i,-0.00070359+0.00028599i,-0.00020008+0.00034823i,-0.00063999+0.00053335i,-0.00029844+0.00090186i,0.0011462+0.001166i,0.0014811+0.0011083i,0.00101+0.00069259i,0.00081513+0.00082438i,0.00090143+0.0010985i,0.00056851+0.00039465i,0.00048649-5.382e-05i,0.00039052+0.00071572i,-0.000166+0.00042332i,-0.00038611-0.00026437i,5.2107e-05-0.00034162i,0.00087247-0.00047406i,0.0014063-0.0002715i,0.00092411-0.00011895i,0.0001392-6.0298e-05i
0.0012005+0.0015209i,0.0018079+0.0020036i,0.0026202+0.0016918i,0.0021418+0.00094725i,0.00089724+0.00098135i,0.00089978+0.00039548i,0.00092852+5.3542e-05i,-0.00022526+0.00061914i,-0.00050988+0.00082744i,0.00018658+0.00069954i,-0.00018557+0.00022551i,-0.00050259+0.00037298i,0.00015801+0.00057942i,0.0010384+0.00062707i,0.00077863+0.00039046i,-9.2567e-05-0.00016814i,6.6636e-05-0.00053442i,0.00072812-0.00031198i,-4.5297e-05-0.00061798i,-0.00058795-0.0011234i,4.504e-05+0.00024685i,0.00015931+0.0012427i,-0.00032132+0.00036368i
0.00047199+0.00031831i,0.0018447+0.00099621i,0.0012308+0.0012276i,0.00026921-0.00011098i,0.00039921-3.8592e-05i,-0.00030631+0.001579i,-0.0007279+0.0019331i,-0.00055561+0.0010954i,-0.00047944+0.00058348i,0.00046081+0.00044155i,0.0010775-1.2457e-05i,0.0010068-2.2946e-05i,0.0010354-0.00012577i,0.001295-0.00011788i,0.0010007-1.7174e-05i,0.00093692+0.00046983i,0.00097044+0.00036167i,0.0010373-0.0007935i,0.0013397-0.0011764i,0.0011849-0.0006479i,0.00058692-0.00039022i,-0.0001017-0.00025397i,-0.00054309-0.00036386i
-4.7086e-05-0.0014287i,-0.00032275-0.0017909i,0.00061164-0.0011358i,0.00010258+0.00051221i,-0.00069309+0.0011604i,-0.00020969+0.00082586i,0.00049479+0.00081497i,0.0012636+0.00023819i,0.0011277-8.1981e-05i,0.00088186+0.00065599i,0.00085728+0.00039871i,0.00083805-8.0267e-05i,0.0011674-0.00039532i,0.0012114-0.00022902i,0.00048172+3.3464e-05i,-0.00042011-7.61e-05i,-0.00034234+0.00027359i,-0.00019761+0.00030465i,-0.00036821+9.037e-05i,-0.00028698-0.00027793i,-0.00029394-0.00043953i,-0.00063551-0.00045167i,-0.00059499-0.00045813i
0.0023654-0.0012088i,0.0020134-0.0010867i,0.0010585-0.00099543i,-3.5949e-05-0.0005071i,-0.00028672-0.00050095i,-0.00047062-0.00054174i,-0.00070713+0.00032551i,-0.00015576+0.0013392i,3.9454e-05+0.00095145i,0.00026535+0.0003207i,0.00059532+0.00020234i,0.0005099+0.0002314i,0.0012015+0.0010666i,0.0015192+0.0011707i,0.0010381+0.00064118i,0.00045956+0.00051998i,0.00031984+0.0004776i,-0.00056738+0.00083447i,-0.00095804+0.00029412i,7.7004e-05-0.001026i,0.00014725-0.00074984i,-7.9632e-05-5.8329e-05i,5.461e-05+0.00021295i
-0.00031004+0.00048242i,0.00051965+0.001061i,-0.00046372+0.00066389i,0.00010752+8.7787e-05i,0.00076391-0.00056786i,0.00051973-0.000716i,-6.9629e-05-0.00019864i,-0.00051144-0.0001279i,0.00018691+0.000116i,0.0010716+0.0007443i,0.001035+0.0008048i,0.00053332+0.00054536i,0.0006011+0.00066709i,0.00077557+0.0003516i,0.00076651+0.00026426i,0.00036925+0.00022016i,-0.00058042+0.00060015i,-0.00082023+0.0010713i,-0.0001373+0.00064969i,0.0007819-2.414e-05i,0.0010654-0.00042663i,0.0011529-5.7002e-05i,0.00076037+5.5397e-05i
-0.00090026+0.0008612i,-0.00038174+0.0007235i,-0.00070161+0.0011511i,-0.00012791+0.00081469i,0.00080266-3.7009e-05i,0.00020298-0.00031071i,-9.5627e-05+0.00013498i,0.00061208+0.00088459i,0.0010269+0.00098767i,0.00075975+0.00018189i,-3.7079e-05-0.00052047i,-0.00061291-0.00039491i,0.0003448+0.00015872i,0.0015669+0.00048357i,0.001606+7.3897e-05i,0.001095-0.00050475i,0.0013398-0.00089275i,0.0024002-0.00053551i,0.0022833+0.00021882i,0.00089233+0.00038383i,-9.0596e-05+5.3367e-05i,-0.00040012-0.00047613i,-0.00035205-0.00029954i
-0.0010764-0.001965i,-0.0016155-0.001727i,-0.0014822-0.0008709i,-0.00021733-0.00035391i,0.00078346-2.9128e-05i,0.0010726+5.6918e-05i,0.0010088+0.0002607i,0.00039568+0.0011372i,7.9034e-05+0.0017234i,0.0006466+0.00096993i,0.00089278-4.507e-05i,0.0010459-3.5488e-05i,0.0013385+0.00036207i,0.0011397+9.7686e-05i,0.00051483+0.00047014i,-0.00037303+0.00026815i,-6.9699e-05-0.0006311i,0.00049285-0.0012204i,0.00040562-0.0012038i,0.00061247-4.518e-05i,0.00027426-0.00023176i,0.00018659-0.0010372i,0.00051328-0.00098654i
-0.0015948+0.00056356i,-0.00091517-0.00060445i,-0.00095165-0.0010833i,-0.0014474+0.00027318i,-0.0014089+0.0009103i,-0.0015887+0.00085158i,-0.0017134+0.00039184i,-0.0013939+0.00045177i,-0.00037833+0.00082187i,0.00026837+0.00051248i,0.0003764+0.00062298i,0.00065882+0.0011185i,0.00094399+0.00058017i,0.00021916-0.0004696i,-0.00091871+9.0923e-05i,-0.00085197+0.001255i,-1.532e-05+0.00064291i,0.00020529-0.0010169i,-0.00041372-0.0012378i,-0.00040248-0.00074752i,0.00040027-0.00076606i,0.0004335+0.00023974i,6.3182e-06+0.00015346i
0.00090493+0.00026829i,0.0016771-0.00040094i,0.0015192-0.00036538i,0.0014273-0.00022936i,0.00047459-0.00049666i,-0.00010275-0.00020375i,4.4945e-05+0.00036304i,-0.00022205-4.9405e-05i,0.00014791+7.5703e-05i,0.00055358+0.00040391i,0.00047233+7.0191e-06i,0.00015452-5.426e-07i,0.00057954+0.00031974i,0.0008882-0.00017398i,0.00088782-0.00040933i,0.00083875-6.7085e-05i,0.0003478+0.00036128i,-0.00028202+0.00077524i,-0.00023107-0.00022703i,0.00076074-0.0005556i,0.00099297+4.6884e-05i,8.8044e-05-0.00061498i,-0.00042399-0.0012179i
0.0019179-0.001723i,0.0014178-0.0016803i,0.0014414-0.0014802i,0.0006741-0.0012883i,-0.00061077-0.00041273i,-0.0013564+0.00077887i,-0.00069223+0.0013549i,-3.4717e-05+0.0013371i,0.00023569+0.0014812i,0.00089192+0.001129i,0.00069295+0.00015471i,0.00028009-0.00015689i,0.0006646+0.00015702i,0.00082684-0.00032715i,0.00089499-0.0010107i,0.00060893-0.0002762i,0.00017599-0.00015296i,0.00075077-0.00054307i,0.0016369-0.0004456i,0.0019432-0.00013408i,0.001713+7.4108e-05i,0.00070855+0.00019853i,0.00034317-2.6776e-05i
-0.00023099-0.0017371i,-0.00090077-0.0012589i,-0.0016341-0.0013918i,-0.0024284-0.00081714i,-0.0025701-2.7657e-05i,-0.0010773+6.1051e-05i,-0.00034708-0.00041584i,7.9656e-05-0.00011697i,0.0011888+0.0008457i,0.0011852+0.00052183i,0.00038764-0.00020667i,0.00027998+0.00034642i,-4.3635e-05+0.00061638i,5.6225e-05+0.00031186i,0.00065207+0.00020184i,0.00045348-0.00073206i,0.00048341-0.0015593i,0.0008456-0.0010185i,0.0011625-9.2726e-05i,0.00082438-5.1739e-05i,0.00020409-0.00038536i,0.00062591-7.3838e-05i,0.00052956+0.00037385i
-0.00011389+0.0019476i,-0.00032677+0.0015469i,0.0005153+0.00096605i,0.0019058+0.00021092i,0.00087668+0.00023174i,-0.00060483+0.0002712i,-0.00098703+0.00078877i,-0.0007113+0.001116i,0.00064381+0.00083394i,0.0010814+0.00015532i,0.00088169+0.00021724i,0.0010487-6.9797e-05i,0.00047274-0.0001486i,0.00017356+0.0005847i,0.00097604+0.00073801i,0.00046087-0.0001306i,-0.00022414-0.00055823i,0.00044629-0.00060715i,0.000958-0.00086466i,0.00048431-5.7417e-05i,0.00038514+0.00062236i,0.00055164-0.00065475i,0.00029572-0.0011029i
-0.00026558+2.1724e-05i,-0.00075069+0.00061971i,-0.0013986+0.00043393i,-0.0015072-9.9733e-05i,-0.0010494+2.3113e-05i,-0.00086573+0.00070352i,0.0001164+0.001285i,0.0010395+0.00078155i,0.00087021+0.00080883i,0.00031107+0.0015314i,0.00049255+0.0018584i,0.0010853+0.0011168i,0.0009265+0.00010984i,0.00021688+0.00018989i,-0.00047156+0.00042758i,-0.00061642-5.3901e-05i,-5.1841e-05-3.53e-05i,6.9854e-05-0.00024692i,-0.00064207-0.00030318i,-0.0007152-0.00040347i,-7.6315e-06-0.00053933i,0.0004763-3.4099e-05i,0.00016339+0.0004917i
2.1781e-05+0.00068295i,4.9161e-05+0.0012757i,-0.0003476+0.0015922i,-0.00055913+0.0012276i,-0.00076431+0.0011121i,-0.00088532+0.0013805i,0.00036716+0.001122i,0.0011058+0.00022406i,0.0010332-0.00051707i,0.0012934-6.1166e-05i,0.00092249+0.00093173i,0.00073754+0.001404i,0.00076257+0.00053776i,-0.00012294-0.00023377i,-0.00029255-0.0002675i,0.00027655-0.00032958i,0.0008481-0.00027822i,0.0010928-0.00050207i,0.00087692-0.00062443i,0.00083967-8.2069e-05i,0.0011223+0.00034013i,0.0010764+0.00042097i,0.00023271+0.00066022i
0.0017457-0.001943i,0.0013001-0.00093617i,0.00013923-0.00054824i,-0.00041154-0.0011292i,-0.0003622-0.00097012i,-0.00055196-0.00022981i,-0.0002337+0.00089354i,0.00026485+0.00094847i,0.00064066-0.00037363i,0.0015186-0.00072999i,0.0023443-0.00020208i,0.001594+0.00037938i,0.00072937+0.00075519i,0.00050364+0.0004067i,0.00028985+0.00023543i,0.00066529+0.00015767i,0.00098573+0.00019514i,0.00094923+0.00023466i,0.0011482-0.0008055i,0.0015056-0.0012072i,0.0011371-0.00078853i,8.0729e-05-0.00063632i,-0.00072888-0.000225i
-0.00034319-0.00058773i,-0.00065312-0.0010744i,-0.00094586-0.0010535i,-0.0012968-0.00047546i,-0.0017919+2.4983e-05i,-0.0023041+3.3754e-05i,-0.0019282+0.00046582i,-0.0012169+0.00069674i,-0.00090728-0.0002251i,-0.0008528+0.0002677i,-0.0007439+0.00090262i,-0.0009446+0.00040331i,-0.00014681-0.0001999i,0.0010251-0.00039312i,0.0011143+0.00013078i,0.00039751+0.00055376i,0.0004404+0.00017302i,0.00095286-0.00065149i,0.00063078-0.00058827i,0.00035733-3.9779e-05i,0.00033321-8.5341e-05i,0.00050039-0.00021159i,0.0011784-0.00030591i
0.00026704-0.0011303i,0.00075948-2.5108e-05i,0.001342-0.0005678i,0.00026828-0.0010957i,-0.00014278-0.00045429i,0.00061842+0.0003233i,0.00034556+0.0012149i,-0.00015486+0.0010934i,-6.3916e-05+0.00068753i,4.9009e-05+0.0005261i,0.00018691+0.00055601i,0.0010464+0.00046602i,0.0020687+7.6342e-05i,0.0016357+4.5478e-05i,0.00036385-0.00054867i,-8.1908e-05-0.00052201i,5.3067e-05+0.00014035i,0.00019146+0.00017765i,0.00026202+0.00028168i,0.00027134+0.00023591i,-0.00030746-0.00063603i,-0.00059413-0.00081185i,-0.00055887+0.00057771i
0.00018605-0.0014491i,-0.0008241-0.0016599i,-0.001787-0.0001336i,-0.00074177+0.00036067i,0.00011339-6.561e-05i,0.00087308-0.00065033i,0.0012592-0.00026338i,0.001266+0.0013844i,0.0013537+0.0018275i,0.0014716+0.0008557i,0.0017419+0.00078073i,0.0019144+0.00073639i,0.001341+0.00023231i,0.00016653-0.00029451i,-0.0010307-0.00024921i,-0.00060383+0.00037461i,5.3053e-05+0.00063284i,0.00025118+0.00057911i,0.00050182+0.001098i,0.00046339+0.00030017i,-0.00040945-0.0010366i,-0.00071128-0.00087412i,-0.00037377+0.00026743i
7.348e-05+0.0006963i,0.00013427+0.00056893i,-0.00029782+0.0009817i,-0.0002293+0.0007321i,0.00068254-0.00043866i,0.00021486-1.2631e-05i,-0.00053349+0.001115i,-0.0010398+0.0017939i,-0.00074613+0.0012929i,0.00087219+0.00041866i,0.0011937-0.00025078i,0.00055954-9.0179e-05i,-9.1555e-06+4.354e-05i,-0.00012356-0.00021794i,-0.00055881-0.00021333i,-6.1698e-05-0.0002891i,0.00091974-0.00064784i,0.0011427-0.00095997i,0.0016585-0.00041476i,0.0012632+0.00030274i,0.00048829-0.0004683i,0.00036836-0.00048411i,0.00020282+6.0442e-05i
-0.0014629+0.00055817i,-0.00081543+0.00068717i,-0.00025177+0.0014864i,-0.00013798+0.0014455i,6.8275e-05+0.0010123i,0.00028265+0.00037868i,1.1668e-05+0.00029564i,0.00051757+0.0010136i,0.00049085+0.0012149i,-6.9149e-05+0.00030016i,0.00033745+0.0004538i,0.00082405+0.00098216i,0.0012488+0.0013361i,0.00034979+0.0015971i,-0.00015445-4.0745e-05i,0.00049798-0.00087813i,0.00042782-0.00082063i,0.00014166-0.00091532i,-0.00013017-0.00084547i,-9.6671e-05-0.00083291i,-0.00019366-0.00061921i,-0.00011699-0.00036559i,0.00055518-0.00012918i
0.0022952+0.0019946i,0.002349+0.0011011i,0.0014897+0.0018312i,0.00089709+0.0011638i,0.00044086-6.5253e-05i,-0.00016388+4.2246e-05i,-0.00056822+0.0010317i,4.736e-05+0.00099875i,0.00093555+0.00098302i,0.0013343+0.00027474i,0.0013015-0.001064i,0.0010719-0.00084993i,0.0012781+0.00031245i,0.0013096+0.00040543i,0.0013423+0.00024351i,0.0011961-0.000174i,0.000788-0.00080331i,0.00022939-0.0011126i,-0.00027768-0.00069199i,-0.00035764+0.0005534i,0.00017722+0.0010524i,0.0010057+0.0006034i,0.0011916+0.00056373i
-0.0011007+0.002129i,-0.0015253+0.0026662i,-0.0014742+0.0018868i,-0.00083871+0.001029i,0.00036154+0.00050835i,0.00056828-0.00057038i,-0.00041057-0.00099859i,-9.1077e-05-0.00042435i,0.00052839+0.0006825i,0.00076395+0.00093143i,0.00074697+0.00033212i,0.0015687+5.6398e-05i,0.0024051+0.00027086i,0.0017248+0.00017631i,0.00068578+0.0005632i,0.00067747+0.0012029i,0.00093803+0.0010101i,0.0011182+0.0002655i,0.0009154-0.00018625i,0.00065035-0.00072866i,0.00030335-0.00028656i,0.00022074+0.00091469i,0.0004346+0.00099522i
-0.00035384+0.00028649i,-0.0011824+0.00065432i,-0.0015106+0.00078314i,-0.0014125+0.00044443i,-0.0012681-7.4213e-05i,-0.00022757-0.00034252i,0.00084169+5.8459e-06i,0.00096756+0.00062774i,0.0012028+0.00075422i,0.0013214+0.00084611i,0.00053304+0.00063759i,0.0004056+0.00044808i,0.0012805+0.00063638i,0.00088056+0.00012548i,-0.00034143-0.0004746i,-0.00085985+0.00024177i,-0.00022642+0.00059295i,0.00038608+0.00032351i,0.00074683+0.00029134i,0.00094929-6.8812e-05i,0.0010851-0.00023997i,0.00060835+2.7079e-05i,-0.00036456-3.7486e-05i
7.9146e-05+0.00091192i,-0.00047125+0.00038751i,-0.0013517+0.0014645i,-0.00031715+0.0026477i,8.705e-05+0.0024331i,-0.00069018+0.0018431i,-0.00091089+0.0021371i,-0.0004387+0.0021012i,-0.00027302+0.0019451i,1.2351e-05+0.0015615i,0.00066246+0.00011047i,0.00068813+6.1247e-05i,0.00036329+0.00030416i,0.00030627-0.00014871i,6.0706e-06-0.00020872i,-7.5261e-06-0.00023954i,-0.00034462-8.2302e-06i,-0.00056445+0.00046135i,-0.00038329+1.6714e-05i,0.00029574-0.00023853i,0.00021578-0.0002248i,-0.00019373-0.0005973i,-0.00034692-0.00060214i
-0.00074354+0.00010617i,-0.00027877+0.00067329i,-0.00047266-7.3071e-05i,1.2675e-05-0.0001346i,0.00020837+6.2369e-05i,0.00025917-0.00081713i,-0.00037959-0.0014717i,-0.00075302-0.00058828i,0.00038+0.0004748i,0.0011621-1.6997e-05i,0.00087532-0.00024148i,-6.9349e-06+5.5418e-05i,-0.00020003+0.00061694i,0.00031154+0.00079061i,0.00096792+0.00075447i,0.0016523+0.00060311i,0.0012166+6.659e-06i,0.00065679-0.0002509i,0.0004334-0.00016302i,2.4159e-05-0.00012353i,-0.00032821+0.00037657i,-0.00053441+0.00043652i,-0.00016188+0.00026666i
-0.00031797-0.00010986i,-0.00089598-0.000789i,-0.0013099-0.00080128i,-0.0018243-0.00010602i,-0.0020272-0.00011861i,-0.00038791+7.4299e-05i,0.000488+0.0013874i,0.00023733+0.0012227i,-6.875e-06+0.0007737i,6.8642e-05+0.00086961i,0.00089649-1.7347e-05i,0.0013784-0.000877i,0.0015699-0.00048956i,0.0011596+0.00033203i,0.00076969+0.00055423i,0.0011341+0.00060906i,0.00074011+0.00039258i,0.0002751-0.00062994i,-0.00011589-0.00079369i,-0.00080221-6.4399e-05i,-0.00062236+8.49e-05i,0.0002606+0.00026359i,0.00072276+0.00062899i
-0.0021201+0.001275i,-0.0020495+0.0010878i,-0.0014936+0.0011839i,-0.0013432+0.0014849i,-0.0005091+0.0015894i,-0.00012579+0.00092261i,-0.00055395-9.653e-05i,-0.0011126+0.00041837i,-0.00066012+0.0011099i,0.00048352+0.00016997i,0.0015862-0.00041246i,0.0016231-9.3025e-05i,0.00099883-6.149e-06i,0.0011152+0.00012205i,0.00087583+0.00044366i,0.00080258+0.00040205i,0.00016857+0.0002304i,-0.00061966+0.00041517i,-0.00021554+0.00026058i,5.6296e-05+8.9994e-05i,0.0002361-0.0004518i,0.00049424+0.00012843i,0.00054178+0.00096828i
-2.6164e-05-0.0019263i,0.0011153-0.0018772i,0.00090579-0.0016528i,0.00050884-0.00087084i,0.0001402+0.00077016i,-0.00020178+0.0014967i,-0.00018972+0.001744i,0.00019041+0.0016681i,0.00069699+0.0014394i,0.00047334+0.0015469i,-0.00043058+0.00081756i,-0.001148-0.00018412i,-0.00055307+0.00029958i,-0.00016218+0.0011745i,0.00021479+0.00043567i,8.662e-05-0.00068488i,-7.3407e-05-9.4718e-05i,3.3603e-05+0.00073747i,5.2726e-05+0.00061278i,-0.00034479-0.00018042i,-0.00042656-0.00057705i,0.0002501-8.2974e-05i,0.00069936+0.00010865i
0.0007463-0.00041928i,-0.00023781+0.00043794i,-0.00055325+0.000401i,-0.0015103-2.3167e-05i,-0.0013171-0.00059548i,-0.00044476-0.00029539i,-0.00088887+6.0551e-05i,-0.00090944+0.00037806i,-0.0001447+0.0011143i,0.00036136+0.0014171i,0.00039932+0.00061064i,0.00061558-0.00068827i,0.0006229-0.00092777i,0.0010383-0.00043815i,0.0014456-0.00063159i,0.0011611-0.0004846i,0.0010626-9.996e-05i,0.0011894-0.00083367i,0.0013854-0.00060455i,0.0011093-0.00032642i,0.00036814-0.00093416i,-0.00024982-0.00099441i,-0.00085671-0.00069077i
-0.00019177-0.00083697i,-0.00024297+0.00016211i,0.00038446-0.00053796i,0.0002619-0.00031425i,-0.00010596+0.00029295i,-4.3982e-05+0.0010335i,0.00042903+0.0013892i,0.00076979+0.00077207i,0.0010364-0.00016326i,0.0013742-0.00081543i,0.0019716-0.0010663i,0.0020891-0.0011743i,0.0018265-0.0013627i,0.0011244-0.00090355i,0.00070658-9.7203e-05i,0.00071988+3.6744e-05i,0.00088354-0.00049114i,0.0010296-0.00054941i,0.00015115-0.00072653i,0.00021142-0.00081116i,0.00048022+0.00016137i,-0.00056091+0.00084061i,-0.00096273+0.0011211i
0.0013862-0.0018264i,0.0018894-0.0016833i,0.001961-0.0023022i,0.0012402-0.0015913i,1.7208e-06-0.00084253i,-0.00078957-8.2855e-05i,-0.000729+0.0012681i,0.00012436+0.0015876i,0.00083247+0.0009316i,0.0013226+0.00039434i,0.0012927+0.00017898i,0.0011138-7.083e-07i,0.0017765+0.00039175i,0.0012808+0.00074346i,0.00011909+0.00045779i,5.7208e-05+0.00020899i,0.00019027+8.914e-05i,4.1093e-05-0.00029791i,-0.00029453-0.00058732i,-0.00018812-0.00021902i,-7.5578e-05+9.9124e-05i,-0.00029336+0.0001956i,-0.00028841+0.00043066i
0.00065313+0.0038599i,0.0003475+0.0032708i,0.0010948+0.0034341i,0.0014088+0.0024847i,0.00077181+0.00095851i,-3.6729e-05-0.00019175i,-0.00017837-0.00014277i,-0.00034697+0.0010852i,3.6632e-05+0.0018754i,0.00060683+0.001325i,0.00047846+0.00016511i,0.00064091+0.00022167i,0.0013484+0.00057158i,0.00076109+0.00024931i,-0.0004623-9.1967e-05i,-0.00050298+0.0002666i,0.00023733+0.00049532i,-7.8648e-05+0.00059702i,-0.00056149+0.0011396i,-6.4187e-05+0.0010075i,0.0003802+0.00045682i,-0.00011502+0.0001475i,-0.00043828+0.00017859i
0.0006942+0.00083286i,0.00098602+0.0011192i,0.0010754-0.00067008i,0.00051038-0.0016645i,-1.5685e-05-0.0014744i,-6.7197e-05-0.00066048i,-1.6317e-05+0.00058943i,0.00039106+0.0015554i,0.00038725+0.0023092i,8.0333e-05+0.00098551i,0.00046504-0.00093202i,0.00056484-0.00037695i,1.0877e-05-0.00014811i,-0.00054202-0.0008291i,-0.00037884-2.9496e-06i,-0.00010509+0.00031767i,-1.4483e-05-0.00022274i,0.00024257+0.00039831i,0.00092011+0.00095906i,0.0016222+0.00068697i,0.00067869-5.355e-05i,-0.00081794+8.3672e-05i,-0.00079156-0.00025626i
0.0010263-0.0024353i,0.00059941-0.0016396i,-0.00054081-0.0017247i,-0.00046919-0.0014788i,-0.0002118+7.5938e-05i,-0.00054957+0.00048291i,-0.00063207-0.00011648i,-4.3559e-05+0.00018391i,0.00057399+0.001373i,0.00085263+0.00099826i,0.00044849-4.8422e-05i,5.1941e-05-0.00021887i,0.0001628-8.2088e-05i,-0.00027355+0.00023184i,-0.0012089+3.6977e-05i,-0.00098484-0.00044878i,0.00016688-0.00093858i,0.0011695-0.0010213i,0.00079088-0.00070036i,0.00054791-0.00037305i,0.00058799-0.00045244i,0.00023055-0.0007564i,-0.00017099-3.022e-05i
0.00041888-0.00085105i,0.0015669-0.0013855i,0.00072206-0.00095804i,0.00025395-0.00037599i,0.00029731+0.00032396i,-0.00014238+0.0014022i,0.0002331+0.0019395i,0.00044051+0.0023493i,-0.00024186+0.0016587i,0.00037435+0.00041377i,0.001742-5.7597e-05i,0.001482+0.00017233i,0.0011459+0.00088934i,0.0012781+0.00051064i,0.00073798-0.00024272i,0.00018636-0.00057367i,0.00047867-0.00077554i,0.00044207+0.00015267i,0.00032936+0.00070209i,0.00056447+0.00010562i,0.0002456+0.00017286i,3.2001e-05+0.00056864i,0.00074607+0.00042367i
0.00099133-0.00013522i,0.00047266-0.00022316i,0.00018161-0.001188i,0.00014618-0.0019642i,-0.00030145-0.00070078i,-0.00094674+0.00025661i,-0.0016774+0.00070557i,-0.0012997+0.00077841i,-0.00019643+0.00045333i,9.2822e-05+9.1536e-05i,0.00012223-0.00022724i,0.00081601-5.5729e-05i,0.0011627+0.00042576i,0.0010452-0.00015251i,0.0012673-0.00092304i,0.0016216-0.00014202i,0.0012447+0.00031383i,0.00053727-0.00024949i,3.2631e-05-0.00020239i,0.00017577-0.00025626i,0.00044568-0.00010582i,0.00023832+0.00048676i,-1.7286e-05+0.0010846i
