0.0015562+0.00046382i,0.0026363-0.00080411i,0.0013621-0.0018086i,-0.00061833-0.0015953i,-0.0014535-0.00073826i,-0.0020858+0.00069012i,-0.0016145+0.0018693i,-0.00040434+0.0024012i,0.0012347+0.00087957i,0.0018995-0.0014671i,0.001176-0.001669i,0.00014664-0.00057053i,-0.00040774-0.00025445i,-0.00064961-0.00014957i,-0.00047163-2.6662e-05i,-0.00040705+0.0003456i,-0.00058433+0.0001949i,-0.0002702-0.00011851i,0.00089553+0.0006243i,0.0015464+0.0010536i,-6.2059e-05+0.0010831i,-0.001285+0.0002522i,-0.00055953+9.6433e-05i
-0.00045732-0.00073318i,0.00016111-0.0017334i,0.00071077-0.00068339i,0.00072854+0.00050623i,0.0010756+7.5586e-05i,0.00097668-0.00040069i,5.3263e-06-0.00070873i,-0.00065907-0.00010046i,-0.0013983+0.0020275i,-0.0011461+0.0048941i,-0.00049856+0.0069205i,-0.00058465+0.0060334i,-0.00050058+0.0033391i,-0.00070758+0.00094882i,-0.00077938-0.00051029i,1.0051e-05-9.9727e-05i,0.00047486+0.00019626i,0.00063669-0.00060483i,0.00023297-0.00047637i,-0.00037273-0.0002871i,-0.00051535-0.00068117i,-9.4414e-05-0.00089194i,0.00088899-0.00054984i
0.0014554-0.00091462i,0.0013333-0.00077642i,-0.00010395-0.00071999i,-0.0012515-0.0005563i,-0.00068221+0.00064353i,-0.00016157+0.0019421i,-0.00023429+0.00097267i,-0.00085716-0.0001612i,-0.0018199-0.00045284i,-0.0028723+0.00088157i,-0.003506+0.0033322i,-0.0029172+0.0041795i,-0.0013298+0.0027234i,-0.00017716+0.00083318i,0.00034168+0.00017012i,0.00056394-0.00026487i,0.0015041-0.0012966i,0.001356-0.00076818i,0.00087631-8.4328e-05i,0.00036085+7.599e-05i,-0.00012113-0.00037764i,4.3823e-05-0.00063586i,0.00069205-0.001129i
0.00065554-0.0022036i,0.00034322-0.0025515i,-0.00041714-0.0032061i,-0.0006453-0.0021944i,0.00016437-0.00020221i,-0.00044861+7.0844e-05i,-0.00061664+0.00011972i,0.00068639+0.00081972i,-0.00019555+0.00029831i,-0.0030686-0.0014076i,-0.0051967-0.0019792i,-0.0043118-0.0013366i,-0.0015477-0.0011799i,0.00055258-0.0008074i,0.001034-0.00080269i,0.00080347-0.0012663i,0.00033829-0.0009876i,5.5638e-05-0.00086751i,0.00067783-8.5068e-05i,0.00091166+0.00035206i,0.00020427-0.00012386i,-0.00013911-0.00043081i,-1.0041e-05-0.00028252i
4.2607e-05-0.00082798i,-0.0015753-0.00052671i,-0.0014205-0.00049077i,-0.0014505-5.9187e-05i,-0.0027367+0.00031801i,-0.0028809+0.00076266i,-0.0020236+0.0010192i,-0.00075392+0.001662i,0.00050786-0.00015208i,0.00047832-0.0043982i,-5.038e-05-0.0066124i,-0.00034359-0.0054958i,0.00025527-0.0026473i,0.0011288-0.00011805i,0.0012216+0.00062425i,0.001274+0.0006721i,0.00078245+0.00077449i,-0.00019866+0.00032308i,-0.00012371+0.00029438i,0.00020695+0.00016843i,6.675e-05-0.00032455i,0.00044782-0.00037734i,0.00059502-0.00053459i
0.0016514-0.0028926i,0.0013973-0.002461i,-0.00099286-0.002819i,-0.0021336-0.0011949i,-0.0020387+0.0010268i,-0.0023964+0.00086859i,-0.0016026+7.3338e-05i,-0.0013901+0.00066969i,-0.00083351+0.00056086i,0.0021554-0.0017142i,0.0050121-0.003357i,0.0045968-0.0033919i,0.003232-0.001895i,0.0020041-0.00015552i,0.00098506+0.00069479i,0.00033233+0.00059821i,-0.00026017+0.0001131i,-0.00086705-0.00013444i,-0.00099255-0.00058913i,-0.00031822-0.00052291i,0.00022193+0.00020896i,-0.00012789+0.00050643i,0.00022973+0.00017025i
-0.00027106+0.0022512i,0.00064441+0.0011739i,0.0011792+0.00085609i,0.0017594-0.00093975i,0.002494-0.002176i,0.0008762-0.0015821i,-0.0018119-0.0015267i,-0.0023689-0.0010121i,-0.0003496+0.00055981i,0.0030023+0.001873i,0.0055323+0.0025206i,0.0053391+0.0027801i,0.002474+0.0019455i,0.00016855+0.00069535i,-0.00045154+0.00033709i,-0.00074136+0.00012689i,-0.00078789-0.0004769i,-0.001252-0.00093614i,-0.0015772-0.00049203i,-0.001057+0.00020697i,-0.00086156-0.00013122i,-0.00023186-0.00090675i,0.00081804+0.00021596i
0.0022937+0.001143i,0.0012035+0.0017826i,-0.00012858+0.00082354i,-0.0013285-0.00038182i,-0.00093317-7.5933e-05i,0.0006469+0.00011468i,0.0010385-0.00045755i,0.0007406-0.0006883i,0.001003+0.00023221i,0.00069462+0.0031473i,0.00053317+0.0056579i,0.00082451+0.0054206i,0.0013726+0.0032437i,0.0013745+0.001125i,0.00056391+0.00076691i,0.00039159+0.00024694i,0.00061086-0.00054227i,0.00038846-0.0008292i,-0.00030661-0.0010023i,-0.00093264-0.00085867i,-0.0010403-0.00031843i,-0.00092177-6.8156e-05i,-0.0011898-0.00013224i
-0.0024327-0.00089614i,-0.0022975-0.00093705i,-0.0023767+0.00038442i,-0.0019572+0.0023411i,-0.00055245+0.0026225i,-0.00092535+0.0021053i,-0.00079935+0.00063237i,0.00049217-0.00014254i,-0.00033308+0.00033114i,-0.0022906+0.0017046i,-0.0034284+0.0038823i,-0.0031079+0.0039762i,-0.0014709+0.0017817i,-0.00042232-0.00064763i,-0.00080046-0.0013325i,-0.0005686+0.00010869i,0.00062374+0.0005634i,0.0014043-0.00018506i,0.0015761-0.0010441i,0.00090231-0.0013446i,0.00078107-0.0013459i,0.0010707-0.00078935i,0.00049227-0.00043948i
-0.0015146+0.00023684i,-0.0010615+0.00038296i,-0.0002614+0.00051347i,-0.0010364-5.1334e-05i,-0.0019297-0.00059943i,-0.0015103+9.0494e-05i,-0.0012485+0.00066447i,-0.000355+0.00088088i,0.00040309+0.00071789i,-0.0019203-0.00072767i,-0.004601-0.0020033i,-0.0038723-0.0021881i,-0.0015373-0.0011179i,-0.00072472-0.00062936i,-0.00080893-0.00077249i,-0.00079006-0.00037644i,6.8003e-05-0.00011472i,0.0011454-0.00011941i,0.0012969-0.00071698i,0.00058242-0.0003979i,0.0006093-8.2123e-06i,0.00109-0.00068838i,0.00043199-0.0013234i
0.0035028-0.0050408i,0.0031865-0.0058832i,-0.00050252-0.0045509i,-0.0023962-0.0023294i,-0.0026963+0.00035135i,-0.0027106+0.0015362i,-0.0017119+0.00092139i,-0.0016075+0.0015529i,-0.0017032+0.0016888i,-0.0010929-0.0017345i,-0.00087729-0.0050574i,-0.0010203-0.0042553i,0.00051573-0.0019927i,0.0024819-0.001828i,0.0018704-0.0023602i,0.00055555-0.0009494i,0.00032958+0.0010096i,0.00072336+0.001858i,0.00042888+0.0022446i,-8.8798e-05+0.0023234i,0.00099213+0.0015675i,0.0015736+0.00046022i,0.001043-3.7718e-05i
0.00047489-0.0022645i,-0.0017421-0.002039i,-0.0019467-0.0017201i,-0.0020972-0.0013107i,-0.0029509-0.0013072i,-0.0021998-0.0016339i,-0.0019856-0.0025572i,-0.0019444-0.0024242i,-0.00026644-0.001712i,0.0023328-0.0016646i,0.003658-0.0026557i,0.0027231-0.0025942i,0.0017217-8.1109e-05i,0.0017943+0.0016486i,0.0015318+0.00054093i,0.00031348-0.00093186i,-0.00075551+2.8236e-05i,-0.0015602+0.0013871i,-0.0018551+0.0010037i,-0.0013315+0.00071832i,-0.00082664+0.001003i,-0.00015504+0.0012455i,0.00070164+0.0012078i
0.0011442+0.0023059i,0.0011312+0.0029905i,-0.00091029+0.0018621i,-0.0029933-0.00022498i,-0.0030306-0.0011754i,-0.0020104-0.00018662i,-0.0010681-0.00052872i,-0.00051097-0.0016136i,0.00015604-0.0012032i,0.0019442+0.0011449i,0.0040895+0.0034233i,0.0041683+0.0026619i,0.0029967+0.00084887i,0.0013085+0.00083437i,0.0001034+0.0002578i,-0.0003583-0.00072715i,-0.00081341+1.6757e-05i,-0.00201+0.00012079i,-0.0021644+7.7762e-05i,-0.0016232+0.0013891i,-0.0012881+0.0019435i,-0.000789+0.0014151i,-0.00076883+0.0012268i
-0.00046899-0.0025788i,-0.00030443-0.003101i,-0.00012162-0.0035297i,8.4311e-05-0.0029402i,0.0011881-0.001412i,0.00095861-0.00048619i,3.5816e-05-0.00090866i,0.00036326-0.0016098i,0.00074533-0.0012406i,0.00035145+0.0020026i,7.618e-05+0.0053037i,0.0012015+0.0048562i,0.0010879+0.0025405i,-0.0005279+0.0010148i,-0.00090902+0.00056313i,-0.00030064-0.00037551i,0.00015201-0.0012329i,0.00014173-0.0017062i,-0.00091655-0.0012622i,-0.0016753-0.00073252i,-0.0021228-0.00047344i,-0.0025701-8.6627e-05i,-0.001731-0.00016179i
-0.00024176-0.00094708i,-7.1703e-05-0.00079683i,0.00038917-0.0011969i,0.00068364-0.00082363i,0.00055885+0.00020846i,-0.00012445+0.00052488i,-0.00026091+0.00035672i,-5.2821e-05+0.0011695i,0.00013352+0.0011601i,-0.0018241+0.0014404i,-0.0036756+0.0029779i,-0.0028412+0.0029614i,-0.0012924+0.00077162i,-0.00038689-0.00069391i,6.4498e-05-0.00020145i,0.00064798+0.00051994i,0.0011847-0.00010352i,0.0011051-0.0016138i,0.0002542-0.0026503i,-0.00038121-0.0028481i,-0.00030723-0.0015581i,-8.0666e-05-0.0006479i,-0.00031759-6.337e-05i
0.002207+0.0020399i,0.0028003+0.00113i,0.0022234+0.0017719i,0.0013689+0.0021292i,0.00015501+0.0019385i,-0.00089999+0.0010192i,-0.0016905+0.00054373i,-0.0017033+0.0011575i,-0.00093184+0.00082715i,-0.0019678-0.0016084i,-0.0042168-0.0030664i,-0.0046719-0.0020997i,-0.0028988-0.001329i,-0.00082241-0.0019223i,1.5059e-05-0.0013848i,0.00057519-1.5133e-05i,0.0020832+0.001007i,0.0024048+0.00095814i,0.0015888+0.00020386i,0.0013071-4.675e-05i,0.0012958-0.00055266i,0.0012934-0.00026464i,0.00016079+0.00063942i
-0.0045301+0.0038099i,-0.002418+0.0045229i,-0.0006599+0.0051741i,-0.00098981+0.004576i,-0.0018688+0.002938i,-0.0018022+0.00040789i,-0.0012523-0.0013038i,-0.0016878-0.00095193i,-0.0018177-2.3103e-05i,-0.00075133-0.0011676i,-0.00025842-0.0038008i,0.00018342-0.0036904i,0.0011246-0.0018682i,0.0019689-0.00057619i,0.0011906-3.3301e-05i,0.00054176+0.00068256i,0.00078354+0.0014224i,0.0017998+0.001237i,0.002108+0.0006349i,0.0011293+0.00031547i,0.00080688+0.00050478i,0.00093593+0.00050569i,0.00055462+0.00081285i
-0.0028705-0.00067306i,-0.0015032+0.00028415i,-0.0018568+0.00054105i,-0.0037836+0.0004877i,-0.0027949-0.00025631i,0.00036507-0.0023422i,0.00082319-0.0033521i,-0.00049303-0.0023381i,-0.00076482-0.00035262i,0.0013761+0.00041322i,0.0038496-0.00013947i,0.0031231-0.00062189i,0.0014155+7.8746e-05i,0.00098048+0.00053666i,0.00098743+2.3267e-05i,-0.00025879+0.00018096i,-0.0011359+0.0011228i,-0.00042958+0.0023175i,-0.0013492+0.0027324i,-0.0013679+0.0015981i,0.00030569+0.00097041i,0.00061282+0.00096309i,0.00043174+0.00074094i
-0.00013184-0.0017391i,-0.001602-0.0028553i,-0.0018539-0.0032948i,-0.00080151-0.003391i,0.00035136-0.0030976i,0.00016101-0.0018659i,0.0001263+0.00052376i,0.00079578+0.00093812i,0.0012787+0.00064246i,0.0026354+0.0025962i,0.0041688+0.0033509i,0.004293+0.0017934i,0.0021971+0.0010323i,0.00018401+0.0014789i,-0.00016328+0.0013332i,-0.00093225+0.001137i,-0.0015424+0.0010824i,-0.0012037+0.00093173i,-0.00084506+0.0014894i,-0.00041733+0.0023347i,-0.00099916+0.0021347i,-0.001323+0.0016792i,-0.0012907+0.0013706i
0.0017687+0.0016115i,0.001537+0.0020003i,0.0013922+0.00031653i,0.001919-0.00083529i,0.0030443+5.8734e-05i,0.0020812+0.001105i,0.00021651+0.0013063i,-0.00028233+0.0015441i,0.00057525+0.0013895i,-0.00021791+0.0023087i,-0.0017574+0.0041839i,-0.00076228+0.0036855i,-0.0009063+0.00093404i,-0.0025711-0.0004538i,-0.0024284-0.00046681i,-0.0012444-0.00073207i,-0.001125-0.0016944i,-0.0015601-0.0023172i,-0.0023223-0.0016011i,-0.0027629-0.00036042i,-0.0018403+1.7221e-05i,-0.00053373-0.00080933i,-0.00074905-0.00077734i
-0.0016013+0.0030051i,0.0010265+0.0026135i,0.00293+0.0032059i,0.0043278+0.0036236i,0.0046271+0.0039439i,0.001834+0.0038249i,-0.0016715+0.0022036i,-0.0028552+0.0012377i,-0.0019112+0.00095354i,-0.0024035+0.00075134i,-0.0037877+0.0010368i,-0.0030508+0.0011331i,-0.00099955+1.6798e-05i,-0.00021513-0.0011161i,-0.000244-0.0017939i,-0.00057754-0.0015569i,-0.00012419-0.0011428i,0.0013012-0.00068749i,0.00077607-0.00039384i,-0.00084727-0.00086964i,-0.001693-0.00091498i,-0.0014951-0.0010429i,-0.00023445-0.00082089i
0.00046497-0.00073696i,-0.00021082-0.0018595i,-0.0009325-0.00099813i,-0.0023897+0.0012728i,-0.00338+0.0020298i,-0.0037762+0.0004153i,-0.0036247-0.0011536i,-0.0025163-0.0013874i,-0.0024506-0.0018802i,-0.0029652-0.0034844i,-0.0036525-0.003417i,-0.0037158-0.0017199i,-0.0015985-0.0011998i,0.0010214-0.0021913i,0.0019794-0.0024475i,0.0026717-0.0021819i,0.0033182-0.0015489i,0.0026342-0.00095297i,0.0015688-0.00058055i,0.00058873-0.00054881i,0.00053961-0.00072742i,0.0014454+1.7774e-05i,0.0015725-7.5006e-05i
-0.00098866-0.0017438i,-0.0018332-0.0014642i,-0.002573+0.00045231i,-0.0048033+0.0020434i,-0.0049812+0.0014443i,-0.0022251-0.00035581i,-0.0004689-0.0019183i,0.001238-0.0018558i,0.0023341-0.00042765i,0.0022185-0.00076013i,0.0014915-0.002361i,0.0011921-0.0019108i,0.0013294-0.00047544i,0.0018046+0.00065145i,0.0022685+0.0016688i,0.0025652+0.0014829i,0.0024184+0.00054791i,0.0015749+0.00032067i,0.0015834+0.00049111i,0.0015291+0.00051162i,0.00039515+0.00071822i,-0.00010283+0.0004008i,0.00048499+6.5729e-05i
1.8927e-05+0.0023488i,0.00073552+0.0017139i,0.00093875-0.00014825i,0.00051236-0.0020604i,0.00041712-0.0040932i,0.00053803-0.0047409i,0.0014772-0.0030501i,0.0020576-0.0013768i,0.0024458+4.6849e-05i,0.0043335+0.0012229i,0.0057764-0.00029526i,0.004103-0.0020091i,0.0018023-0.0014603i,0.0012924+0.00034217i,0.0010316+0.0015416i,0.00098686+0.0027741i,0.0013523+0.0033759i,0.00092718+0.0019947i,0.00062218+0.0012484i,0.00052806+0.00088292i,0.00017014+0.00068875i,-0.0002908+0.0013786i,-0.00017948+0.00052353i
0.003487+0.0010936i,0.0028051+0.00046947i,0.0020597-0.00045593i,0.0014391-0.0021102i,0.0014673-0.0026281i,0.0024627-0.00076563i,0.0018404+0.0013122i,0.00038304+0.0027772i,-0.00025719+0.002579i,0.00029153+0.0032182i,0.0023242+0.0035824i,0.0028459+0.0013778i,0.0004809-0.00051065i,-0.0012744+0.00061393i,-0.0012237+0.0025916i,-0.0010579+0.003041i,-0.0016416+0.0027689i,-0.0019314+0.0022963i,-0.0018041+0.0020585i,-0.0019852+0.0024529i,-0.0012562+0.0024626i,-0.00098497+0.0016944i,-0.0011001+0.00096457i
-0.0010924+0.00033422i,-0.00023424+0.00057199i,0.00086493+0.00020683i,0.0024192+0.00057644i,0.0036696+0.0014376i,0.0030944+0.0019957i,-8.0794e-05+0.001538i,-0.0025831+0.0014013i,-0.0031468+0.0016945i,-0.0031019+0.0017988i,-0.0023538+0.002675i,-0.00080254+0.0025903i,0.00022394+8.7399e-05i,-0.00035324-0.0013618i,-0.0010184-0.00029519i,-0.00088414+0.0006219i,-0.00085985+0.00098107i,-0.0010057+0.001257i,-0.00080946+0.0007446i,-0.00038625+0.00075525i,-0.00062385+0.00078676i,-0.00089558+0.0010093i,-0.00068365+0.00041512i
-2.6395e-05-0.0033116i,-0.00019984-0.0048432i,-0.0001253-0.0056473i,-1.5618e-05-0.0016036i,-0.0010881+0.0035244i,-0.0026053+0.0041004i,-0.0036933+0.0010071i,-0.0043724-0.0012789i,-0.0041523-0.0015248i,-0.0044209-0.0011872i,-0.0054546-0.00045042i,-0.003784+0.00058197i,-0.001404+0.00097926i,-0.0008837+0.00022532i,-0.0014355-0.00082702i,-0.0020593-0.001785i,-0.0012371-0.0019354i,-0.00037127-0.0012876i,-0.0009623-0.00033935i,-0.0017339-0.00022355i,-0.0015187-0.00040761i,-0.0013441-1.0901e-05i,-0.00087132-0.00027004i
-0.0020518+0.001054i,-0.0018229+0.0027612i,-0.0014501+0.0051219i,-0.0024926+0.006767i,-0.0028731+0.0060913i,-0.0024257+0.0029284i,-0.0014696-0.0012819i,-0.0010357-0.003566i,-0.00026749-0.0026933i,0.00092403-0.0022178i,0.00059851-0.0019082i,-0.0002093+0.00033271i,0.00069215+0.00049717i,0.0012801-0.0017756i,0.00072431-0.0028886i,0.00016711-0.0022248i,-6.9824e-05-0.001572i,0.00031191-0.0017214i,0.00072385-0.0015171i,0.00052379-0.00089277i,0.00027718+2.9386e-05i,0.00041335+0.00030667i,-0.00011422+0.00032321i
0.00038836-0.0005837i,0.00034373-0.00010076i,-0.0022184-0.0003849i,-0.0058174-0.0011279i,-0.0073747-0.0014045i,-0.0043334-0.0024043i,0.00097117-0.0033317i,0.0041489-0.0026322i,0.0045895-0.0011762i,0.0035435-0.00058731i,0.002158-0.0017802i,0.00060882-0.0019215i,0.00093611-0.00046374i,0.0026993+0.00010461i,0.0034577-6.8273e-05i,0.0035499-0.00010682i,0.0031446-0.0013385i,0.0019513-0.0019953i,0.00036349-0.0016404i,-0.00088562-0.0016881i,-0.0006457-0.0014424i,-0.00045629-0.0010699i,-0.00026307-0.00095837i
-0.00076487-0.00031994i,-0.0008587-0.00026823i,-0.002377-0.0015098i,-0.0038144-0.0028353i,-0.0028246-0.0047278i,0.0003138-0.0050486i,0.0023925-0.001656i,0.0026406+0.0012642i,0.0022325+0.0021698i,0.0031315+0.0023182i,0.0039606+0.0012077i,0.0025027-0.00027567i,0.00098047+0.00039553i,0.0014008+0.00063316i,0.0030118-5.5017e-05i,0.0037201+0.00063732i,0.0030536+0.0012356i,0.0019291+0.00096954i,0.0018425+0.00050512i,0.0016089+5.1046e-05i,0.00058793-6.9346e-05i,0.00026847+0.00021795i,0.00078828+0.00075268i
-0.0018535-5.4357e-05i,-0.00074771-0.0002362i,0.00067044-0.0016432i,0.0028802-0.0040374i,0.0054662-0.004308i,0.0049802-0.0018218i,0.0011678+0.0013368i,-0.00185+0.0028489i,-0.002975+0.0030531i,-0.0030265+0.003466i,-0.0013449+0.0029233i,0.00038122+0.00044544i,0.00062877-0.0012236i,-0.00086147-0.00061467i,-0.00073412+0.00015737i,0.00078573+0.0014305i,0.0018362+0.0032495i,0.0022442+0.0028564i,0.0014945+0.00131i,0.00077697-3.3174e-05i,0.00089211-0.00081413i,0.00053092-0.000849i,-9.3683e-05-0.00063696i
-0.00031256-8.5938e-06i,0.0019324-0.00027306i,0.0045566+0.00028587i,0.007401+0.001378i,0.0086537+0.0020932i,0.0048853+0.0022675i,-0.0013935+0.002426i,-0.0047728+0.002768i,-0.0051463+0.0020672i,-0.0050679+0.0020044i,-0.003603+0.0028054i,-0.0011579+0.0021518i,0.00038022+9.2564e-06i,6.2309e-05-0.00067798i,-0.0015008+0.0010376i,-0.0026689+0.0019221i,-0.0035779+0.0016757i,-0.0033785+0.0021447i,-0.0019718+0.0021803i,-0.0011164+0.0014649i,-0.0006779+0.001142i,-4.2138e-05+0.0016924i,0.0010212+0.001789i
0.0019908+4.8452e-05i,0.0022498+0.0015295i,0.0019545+0.0033245i,0.0018027+0.0064101i,0.00062721+0.0091529i,-0.0010513+0.0066917i,-0.0024023+0.00059626i,-0.0032563-0.003067i,-0.0024647-0.0031972i,-0.0017882-0.0021716i,-0.0022267-0.00055009i,-0.00078966+0.00052971i,0.0011223+0.00048392i,-0.00041083-0.00020258i,-0.0026824-0.0014493i,-0.0035166-0.0022807i,-0.0035097-0.0014593i,-0.0024612-0.00039568i,-0.00098999+0.00041804i,-0.0010522+0.0006373i,-0.0014666+0.00077565i,-0.0014167+0.0010591i,-0.0010544+0.0011221i
0.00035663+0.0028574i,0.00010016+0.004829i,-0.0018114+0.0072914i,-0.0049101+0.0083679i,-0.007+0.0071723i,-0.006139+0.0041003i,-0.0026116+0.00068236i,0.00057905-0.0018032i,0.0015446-0.003071i,0.0006468-0.0021864i,-0.00041314-0.00040508i,-0.00014307+0.0012034i,0.00047442+0.0017361i,0.00038383+0.00024393i,0.00011387-0.00095685i,0.00039922-0.0019036i,0.00093354-0.0034167i,-0.00032349-0.003844i,-0.0018869-0.0022662i,-0.0017747-0.0002938i,-0.0014641+0.0005107i,-0.0015905+0.00045381i,-0.0014523+0.00025089i
-0.0016609+0.0014618i,-0.0017852+0.00030888i,-0.0037711-0.002284i,-0.0078142-0.0049105i,-0.0094289-0.0057739i,-0.0061813-0.0057542i,-0.00046225-0.0048061i,0.0032219-0.0018539i,0.0041725+0.00017574i,0.0042307-0.00061705i,0.0033254-0.0021961i,0.0014051-0.0011193i,-0.00017096+0.00035677i,3.3636e-05-0.00023095i,0.00039636-0.0018129i,0.00074206-0.002237i,0.0016252-0.0017524i,0.001899-0.0011623i,0.00071536-0.00059924i,-0.00059383-0.0007704i,-0.00055793-0.001022i,-0.00020052-0.00098548i,-0.00061982-0.0015973i
-0.001407-0.0058367i,-0.001564-0.0072246i,-0.0022016-0.0091811i,-0.0022068-0.011128i,-0.0015288-0.011111i,-0.0002864-0.0077887i,0.0012656-0.0028868i,0.0020147+0.0013059i,0.0013094+0.0023606i,0.00052958+0.0018554i,-0.00050958+0.00076206i,-0.0012926-0.00039984i,-0.00062659-0.00061422i,0.0013998-0.00046604i,0.0033262-0.0001741i,0.0042472+7.9757e-05i,0.0043077-0.00011485i,0.0030238-0.00038859i,0.0018572-0.00070697i,0.0016022-0.00088636i,0.0011985-0.00015855i,0.00093577-5.6244e-05i,0.00098314+0.00032124i
0.00043656-0.0018498i,-0.0004415-0.00023802i,0.0011408-0.00083042i,0.0058907-0.0041425i,0.0092655-0.00608i,0.0077201-0.0040097i,0.0032986-2.625e-05i,-0.00086295+0.0015056i,-0.0026293+0.0017477i,-0.0020649+0.0021616i,-0.0008052+0.0026348i,-4.778e-05+0.0022554i,0.00015647+4.0623e-05i,0.00046383-0.00065999i,0.00058129+6.2433e-05i,0.00038682+0.001151i,0.0001956+0.0024359i,0.0010271+0.0019476i,0.0016659+0.0010353i,0.0018435+2.5322e-05i,0.0022772-0.0010622i,0.0022766-0.000702i,0.0018439+0.00038089i
0.003814+0.0011029i,0.003465+0.001713i,0.0041295+0.0023637i,0.0067696+0.0059354i,0.0093705+0.0076926i,0.0074015+0.0062974i,0.0015373+0.0030094i,-0.003387+4.2241e-05i,-0.0051568-0.00095313i,-0.0049001+0.00027663i,-0.0037056+0.0014764i,-0.0010976+0.00028484i,0.00030976-0.0010196i,-0.00031627+1.684e-05i,-0.00067225+0.0016489i,-0.0011038+0.0018005i,-0.0024643+0.0013132i,-0.0019401+0.00062736i,-0.0003721+0.000641i,-0.00019637+0.0022855i,0.00011702+0.0030754i,0.00016074+0.0026677i,-0.00025046+0.0018108i
-0.0103+0.017098i,-0.0028483+0.022388i,0.0044035+0.031146i,0.0091581+0.029413i,0.013888+0.022876i,0.011741+0.011306i,0.0019884+0.0022236i,-0.0030683+0.00055172i,-0.0011013+0.0018817i,0.0027341+0.0022144i,0.0033525+0.00063032i,0.0012265-0.0015557i,-0.0010631-0.0043194i,-0.0038567-0.004553i,-0.0057331-0.0029965i,-0.0055531-0.0023086i,-0.0049135-0.0019479i,-0.0035043-0.0022118i,-0.0019427-0.0014572i,-0.0017677+2.0898e-05i,-0.0018314-9.5e-06i,-0.0011915-0.00068543i,-0.00040816-0.00090108i
-0.0045168+0.0034576i,-0.0030386+0.0036445i,-0.0036465+0.0039845i,-0.0064238+0.0048716i,-0.007587+0.0064645i,-0.0069249+0.0054534i,-0.0054829+0.0022381i,-0.0022509+0.00082567i,0.0010479+0.0016031i,0.0020478+0.0010584i,0.0014514-0.0012611i,0.0012434-0.0011578i,0.0010261+0.00023356i,0.00074601+0.00024244i,-0.00023887-0.00041186i,-8.7582e-05-0.0018244i,0.00085095-0.0027151i,0.00027831-0.0029141i,-0.00070561-0.0020653i,-0.0015896-8.8593e-05i,-0.0027628+0.0015523i,-0.0027677+0.0016614i,-0.0016105+0.0011608i
-0.00029383-0.0022569i,-0.0022811-0.0032066i,-0.0028961-0.0041679i,-0.0059108-0.0065911i,-0.0093087-0.0091704i,-0.0092892-0.0092706i,-0.0046637-0.0061185i,0.00045933-0.0020034i,0.0019895+0.0012117i,0.0014061+0.0018294i,0.00036489+0.00039354i,-0.0008912+0.00033883i,-0.00010442+0.00040627i,0.0019813-0.0005192i,0.0032695-0.0018096i,0.0041838-0.0026993i,0.0041115-0.0023484i,0.0025923-0.0017886i,0.00048294-0.0013914i,-0.00024114-0.00096083i,-0.00049671-0.00071765i,-0.00027575-0.00091865i,0.00063151-0.0011972i
0.0040892+0.002084i,0.0052614+0.0011708i,0.0070259-0.0017316i,0.0071604-0.0063351i,0.0051771-0.011102i,0.0030501-0.011761i,0.0016473-0.0071663i,0.00037879-0.0019287i,-0.00082987-0.00042578i,-0.000682-0.00094118i,-3.7573e-05-0.00057341i,0.00019896+0.00094824i,0.00035257+0.0012722i,0.00097035+0.00045021i,0.0015937+0.00091083i,0.0016614+0.0016853i,0.0025264+0.0016633i,0.0024985+0.0013684i,0.0016881-5.955e-05i,0.0010648-0.0012944i,-0.00025431-0.00086478i,-0.0013566+0.0005714i,-0.001127+0.0012706i
5.1671e-05+0.0036097i,0.0026776+0.0030285i,0.0053575+0.0015577i,0.009131-0.00020065i,0.013346-0.0029843i,0.014197-0.0050165i,0.0090687-0.0027259i,0.0025073+0.00049682i,-0.00067105+0.00039519i,-0.0014999+0.00034907i,-0.0010457+0.00088123i,2.8782e-05-9.6584e-05i,0.00050649-0.00089001i,0.00064619+0.0002464i,0.00037153+0.0016983i,0.00057602+0.0027136i,0.00059838+0.0030293i,0.00023886+0.0018926i,0.00035003+0.0011374i,0.001174+0.0012422i,0.0021201+0.0005135i,0.001928-0.00037442i,0.0015902+0.00034141i
-0.0042019-0.0023908i,-0.0032731-0.0013771i,-0.0025383+0.0030266i,0.00067716+0.009151i,0.0063149+0.012575i,0.0093023+0.010181i,0.0058676+0.0053509i,0.00087678+0.0021625i,-0.0003678+0.00096036i,-0.00011199+0.00086703i,0.00058087+0.0010231i,0.00090291+0.00023734i,-0.00049804-0.0011124i,-0.0025321-0.00034129i,-0.0043426+0.0010771i,-0.0053898+0.00081916i,-0.0046817-0.00019859i,-0.0029215-0.0008125i,-0.0019012-0.001358i,-0.00143-0.001445i,-0.0012948-0.0010664i,-0.0013126-0.0010308i,-0.0012951-0.00030882i
