-0.003152-0.00015175i,-0.0025506+0.00079276i,-0.0032528+0.0026992i,-0.002596+0.0025915i,-0.0012437+0.0021511i,-5.8591e-05+0.0019713i,0.00061309+0.00097204i,0.0012277-0.00016761i,0.0017301-0.00054466i,0.0018767-0.00012317i,0.001384-0.00010577i,0.00063509-0.00059544i,0.00063156-0.0011868i,0.00065724-0.00099386i,0.00043376-0.00023397i,-0.00027397+6.5118e-05i,-0.0010694+0.00077068i,-0.00075182+0.0004575i,0.00026635-0.00077091i,0.00071991-0.00048295i,-4.3004e-05-3.2433e-05i,-0.00095985-0.00033334i,-0.0012578-0.00022715i
0.0015895-0.0095772i,-0.0051933-0.0038959i,-0.013213+0.0016062i,-0.014315+0.0029351i,-0.0096776+0.00098532i,-0.004705-0.00022813i,-0.00039872+0.00054446i,0.0015132+7.4068e-05i,0.00087857-0.00047868i,-0.00021958+0.0002427i,-5.1588e-05+0.00080769i,-4.8523e-05-0.00036222i,-0.00036277-0.0014156i,0.00047551-0.00079141i,0.00090791-0.00051624i,0.00027771-0.0011536i,-5.1497e-05-0.0010558i,-0.00050017-0.0001336i,-0.0015524-5.0113e-05i,-0.00048885-0.00073291i,0.0012412-0.00061652i,0.0015372-0.00055249i,0.0015448-0.00072933i
-0.0050567-0.0070192i,-0.001543-0.001615i,0.00078801+0.0067789i,0.00032625+0.010446i,-0.0016074+0.0084955i,-0.002293+0.0048209i,-0.00058955+0.0015083i,0.00012031-0.00086598i,0.00026625-0.00086035i,0.00095143-0.00043256i,0.00075738-0.00050895i,8.4895e-05-0.00029189i,2.6865e-05+0.00017906i,0.00035789-0.00036928i,0.00081523-0.00071137i,0.00075236-5.9571e-05i,0.000147+0.00032472i,0.00028939+0.00015816i,0.00077959-0.00039706i,0.0010152-0.00081587i,0.00049833-0.00071656i,-0.00060253-0.00034723i,-0.000463-4.2573e-07i
-0.0055599+0.0030895i,0.0014851-0.0010542i,0.0096653-0.0029884i,0.010899-0.0010423i,0.0073628+0.0031852i,0.0041839+0.0037027i,0.0013751+0.00075516i,-0.00056292-0.00037934i,0.00013137+0.00068578i,0.00081794+0.0012825i,-0.00017697+0.00057868i,-0.00043607-9.2078e-05i,-0.00027884+0.00046131i,-0.00038054+0.00056709i,-0.00012978+9.0953e-05i,0.00045513+9.4693e-05i,0.00042409+0.00017656i,-0.00014022-0.00016297i,-0.00026275-4.6867e-05i,-0.00027186-0.0003898i,-0.00053395-0.00061808i,-0.00066814-0.00017234i,-0.00012788-0.00043653i
0.00079286+0.0084836i,-0.00080472+0.00029624i,0.0021569-0.0088292i,0.0043282-0.0097149i,0.0054953-0.0060091i,0.0060122-0.002795i,0.0028839-0.00099832i,-0.00051232+0.001074i,-0.0013583+0.0015027i,-0.0011346+0.00046888i,-0.001063-8.911e-05i,-0.0012585-0.00048862i,-0.00080331-0.00062622i,-0.00010559-0.00044141i,0.00026421-0.00014729i,0.00039634-0.0003112i,0.0010474-0.0011908i,0.0014909-0.0016815i,0.00047022-0.0014334i,-0.0010869-0.001027i,-0.0011455+0.0001511i,-0.00036995+0.00039568i,0.00021304-0.00017151i
0.0087603+0.0028956i,-0.00052858+0.0011892i,-0.0088489-0.0024422i,-0.0088211-0.0035691i,-0.0031937-0.0047699i,-2.6966e-05-0.0058545i,-0.00080132-0.0038095i,-0.0010502-0.0015616i,-0.00021217-0.0010412i,-8.1615e-05-0.00085111i,-0.00012218-0.0010756i,-2.0437e-05-0.0012025i,0.00022933-0.00089418i,0.00088473-0.00097994i,0.0010722-0.001079i,5.2608e-05-0.0011649i,-0.0011169-0.0010097i,-0.0011111-0.00097708i,-0.00061844-0.00046401i,-0.00061797-0.00025973i,-0.00056515-0.00047807i,-0.00017969+0.00040838i,6.0641e-05+0.0014621i
0.0086053-0.0089947i,0.0047173-0.00056123i,-0.0015822+0.0068131i,-0.003775+0.0075848i,-0.0038713+0.0036608i,-0.0036328-0.00032769i,-0.00084847-0.00069699i,0.0015916-2.2377e-07i,0.0016478-0.00053582i,0.00047014+0.00031928i,-0.00014993+0.0010028i,-0.00033561+0.00086861i,0.00046899+0.00040093i,0.0011192+6.865e-05i,0.00055217-0.00024391i,-4.5581e-05-6.1682e-05i,-0.00056377+0.00025719i,-0.00065369-0.00052992i,-0.0011691-0.00011981i,-0.0016777+0.0004288i,-0.00028834-0.00013111i,0.00068885-0.00027742i,3.843e-05-0.00038818i
-0.0027924-0.010823i,0.0053943-0.0051599i,0.0098377+0.0017739i,0.0084533+0.0030121i,0.002585+0.0031572i,-0.0011345+0.0026826i,-0.00029535+0.0012436i,0.00018449+9.9819e-05i,0.00063894-4.4128e-05i,0.0013284+0.00016549i,0.00040231-0.00029006i,-0.0012446-0.00057736i,-0.0017875-0.00021807i,-0.0012242+0.00010219i,-6.2153e-05+0.00029826i,0.00014015+0.00075466i,-0.00047852+0.0013108i,-0.00050849+0.00082651i,0.00066851+0.00078873i,0.0016774+0.00098496i,0.0011337+0.00017857i,0.00066887+0.00019424i,0.00084337+0.00042442i
-0.012531+0.00062554i,-0.0050389-0.0072565i,0.0031023-0.011271i,0.0041446-0.0076627i,0.0034937-0.00029382i,0.0023927+0.0035875i,-0.00061623+0.0024339i,-0.0022079+0.00071734i,-0.0020568-0.00044749i,-0.00083997-0.0014793i,0.00041485-0.0016441i,0.00068096-0.001205i,0.00032654-0.0003835i,-0.00030749-7.7022e-05i,0.00019366-6.9275e-06i,0.00063249+0.00030022i,0.00077616+1.0641e-06i,0.00097093-0.00082215i,0.0010336-0.0013045i,0.00074394-0.0009278i,0.00029338-0.00035177i,0.00016572-0.00021361i,0.0004247-8.0113e-05i
-0.0051363+0.015054i,-0.0076735+0.004077i,-0.0071504-0.0049186i,-0.0046118-0.0045077i,0.0019734-0.0011956i,0.0062501-0.00021434i,0.0035716-0.00028763i,0.00099987+0.00057585i,-7.5762e-05+0.00088795i,-0.0008835+0.00021264i,-0.00075449-0.00072166i,-0.00029319-0.00094954i,0.00038566-0.00086572i,0.00093342-0.00081541i,0.00075732-0.00024768i,0.00043914-0.00052646i,0.00061859-0.00058962i,0.00060733-0.00018124i,-0.0001129-0.00050244i,-0.001467-0.0010025i,-0.0015858-0.00073138i,-0.00059383-0.00019672i,-0.00060662+2.5323e-06i
0.014881+0.010476i,0.0033751+0.010412i,-0.0063863+0.0079366i,-0.0061688+0.0057575i,-0.00055223-0.00086677i,0.0019088-0.0060118i,0.0014018-0.0034289i,0.0017868+0.00062483i,0.0015843+0.0015252i,-0.00013144+0.0017341i,-0.00067484+0.0015267i,-0.00087977+0.0001123i,-0.0008781-0.00071367i,-7.1796e-06-0.0004602i,0.00055753-0.0001862i,0.00016925-0.00051058i,-0.00022765-0.00069897i,-0.0006145-0.00069934i,-0.00072012-0.00071337i,-0.00022393-0.00062328i,0.0001671-0.00046773i,-2.6266e-05-0.00053382i,-0.00012603-0.00016345i
0.0166-0.010862i,0.014103+0.0011182i,0.0097684+0.0092611i,0.0081421+0.0076187i,0.003139+0.0013558i,-0.0018174-0.0018647i,-0.00093458-0.0014358i,0.0014095-0.0016586i,0.0013113-0.0020827i,0.00025705-0.00070749i,-0.00041592-0.00023298i,-0.0006931-0.00039943i,1.1163e-05+0.00057847i,0.00070274+0.00049318i,0.00022637-0.0006146i,-0.00050942-0.0011759i,-0.00081983-0.00081209i,-0.00032887-0.00060196i,0.00035886-0.00029633i,0.0004843+0.0005724i,0.00027135+0.0014457i,-0.000328+0.0015215i,-0.00086731+0.0012317i
-0.002147-0.022038i,0.0098252-0.018033i,0.016465-0.010594i,0.012427-0.0064401i,0.0030247-0.0020372i,-0.0026372+0.0013453i,-0.0023508+0.00025494i,-0.0014929-0.002023i,-0.0012464-0.0024545i,-0.0003431-0.0020537i,0.00042136-0.0011087i,-4.3188e-05+0.00010509i,-0.00049526+0.00047961i,-5.1831e-05+9.8604e-05i,-0.0007339+0.00035026i,-0.00077707+0.00080339i,0.00062408+0.0011467i,0.00062966+0.00071397i,0.00040154+0.00047923i,0.00033786+0.0003386i,0.00037926-0.00018965i,0.00067104-8.8778e-05i,0.0011358+0.00082212i
-0.023119-0.004273i,-0.013377-0.014679i,-0.0053806-0.018509i,-0.0059185-0.013409i,-0.0047003-0.0030394i,-0.001114+0.0034574i,-0.0018389+0.0029667i,-0.0035628+0.0017679i,-0.0028241+0.0017656i,-0.001576+0.0015463i,-0.00080707+0.0014182i,-0.00090829+0.0003879i,-0.00076571-0.00045314i,-5.5912e-05-0.00059455i,0.00064253-0.00069767i,0.0010614+3.3039e-05i,0.00087463+0.00016598i,0.00027878-0.00042426i,0.00059368-0.00063096i,0.00065574-0.00071676i,0.00010966-0.0016411i,0.00024142-0.0023209i,0.00068714-0.0013311i
-0.013134+0.02076i,-0.018851+0.0096044i,-0.018866-6.8067e-05i,-0.013289+0.0017927i,-0.0028208+0.0046641i,0.0039269+0.0021514i,0.0034169+0.0012897i,0.00089553+0.0025973i,-0.0011595+0.0018853i,-0.001859+0.00044551i,-0.0012627-0.00010946i,-0.00063-3.3279e-05i,0.00030864-5.4154e-05i,0.00074833-0.00037426i,0.00098498-0.00064738i,0.001366-0.00095433i,0.0016468-0.0014414i,0.0020222-0.0013462i,0.0011188-0.00022551i,-0.00067709+0.00013971i,-0.001562-1.215e-05i,-0.0010373-0.00020434i,-0.000174-0.00027489i
0.02128+0.020938i,0.0096922+0.02253i,-0.00010604+0.019053i,0.0010994+0.014785i,0.0060582+0.0060509i,0.0056832-0.00076123i,0.0035211-0.00052297i,0.0042336+0.00019823i,0.003978-6.9109e-05i,0.002085+0.00065424i,0.0010203+0.00096469i,0.00015604+0.0010996i,-0.0012126+0.00056232i,-0.0014498+0.00010831i,-0.00069218-0.00027904i,-0.00050869-0.00064339i,-0.00017913-0.00069488i,-0.00055002-0.00083146i,-0.0014225-0.00040841i,-0.0014097+0.00018695i,-0.00068349-2.2825e-05i,-0.00047888+4.9786e-05i,-0.001116+0.00055852i
0.02839-0.012405i,0.027152-0.0003604i,0.020422+0.0068494i,0.015523+0.003743i,0.0079201-0.0026875i,0.0011416-0.0037351i,0.00055429-0.0017533i,0.0020138-0.0021839i,0.001886-0.0028245i,0.0010595-0.0019547i,0.00072561-0.00067676i,0.00051729+0.00058259i,0.00011928+0.0011011i,-0.0013032+0.00029635i,-0.0016043-0.00042552i,-0.00065528-0.00029735i,0.00039882-0.00064357i,8.8148e-05-0.00040945i,-0.00090855+0.00066247i,-0.00072736+0.0013109i,-0.00013593+0.0018946i,5.5767e-05+0.0022319i,-0.00030742+0.0015728i
-0.0012796-0.033256i,0.010079-0.028862i,0.012764-0.021422i,0.007195-0.017081i,0.00030545-0.0094386i,-0.0028552-0.0023643i,-0.0028582-0.0010803i,-0.0033044-0.0021512i,-0.0030936-0.0008252i,-0.0018923+0.0011004i,-0.0016132+0.00032474i,-0.0010811-0.00095322i,-0.00054518-0.0010634i,-1.8736e-05-0.00064813i,0.00090575-0.0001597i,0.0006997+0.00044461i,-7.452e-05+0.00043495i,-0.00015671+0.00028034i,0.00075727+0.00023389i,0.0018408+7.8751e-05i,0.0021251+0.00018708i,0.00095693+0.00019605i,0.00058403+0.00014246i
-0.03337-0.0098143i,-0.023026-0.019103i,-0.014714-0.019953i,-0.014065-0.012566i,-0.009203-0.0020819i,-0.0013939+0.0025926i,0.00065844+0.0017883i,-0.00090406+0.0019612i,-0.0013635+0.0023254i,-0.00092623+0.0011019i,0.0001253-4.2616e-06i,0.00049169-0.00062859i,0.00028243-0.0014367i,9.7668e-05-0.00068726i,0.00033157+0.00029546i,0.00058036+0.00030621i,0.0010631+0.00041481i,0.0017636-0.0001633i,0.0019379-0.0008094i,0.0016122-0.0016596i,0.0011974-0.0020911i,0.0008345-0.0017295i,0.00082082-0.0013162i
-0.018991+0.029653i,-0.024297+0.018124i,-0.021798+0.010394i,-0.014828+0.012911i,-0.004512+0.011054i,0.0025746+0.0042869i,0.0035171+0.0020013i,0.0039643+0.0026166i,0.0040078+0.0023218i,0.0015837+0.0015603i,0.00020013+0.00093999i,-0.00032548+0.0010861i,-0.0014153+0.00073858i,-0.00082807-3.4971e-05i,0.0010681+0.00062295i,0.0012563+0.00060172i,0.00043255-0.001054i,0.00032178-0.0013788i,-0.00057377-0.0011003i,-0.0017027-0.0012926i,-0.0022826-0.00074103i,-0.0022722-0.0005963i,-0.0019541-0.00062143i
0.02458+0.031982i,0.012094+0.030746i,0.004467+0.024857i,0.008683+0.01845i,0.010855+0.0082044i,0.0065084-0.001335i,0.0034867-0.0030309i,0.002762-0.0024449i,0.0014248-0.0020355i,-0.00038614-0.00055228i,-0.0014657+0.0004257i,-0.00089733+0.00061973i,-0.00057798+0.0012067i,-0.00068169+0.001102i,0.00022635-0.0005408i,0.0011874-0.0016884i,0.0003804-0.0013228i,-0.00091017-0.00099855i,-0.0013163+0.00020663i,-0.0012989+0.0015348i,-0.0012771+0.0014704i,-0.0014526+0.0011372i,-0.0012772+0.00083273i
0.036807-0.011674i,0.035003-0.00027516i,0.026129+0.0034629i,0.020543-0.0019537i,0.011896-0.0059779i,0.0019649-0.0051756i,-0.00070811-0.0032886i,-0.00071182-0.0031061i,-0.0017781-0.0029675i,-0.0016855-0.002088i,-0.0007424-0.0010023i,0.00058763+9.1412e-05i,0.00076916+0.00051362i,0.00010971+0.00032992i,-0.00025412-5.4406e-05i,9.1575e-05-0.0006873i,0.00020022-0.00064903i,4.9256e-05-0.00076575i,-0.00049529-8.4137e-05i,-0.00064358+0.001354i,0.00023903+0.002197i,0.00022586+0.0019879i,-0.00026296+0.0013335i
0.0017142-0.043196i,0.011843-0.037079i,0.01109-0.026251i,0.002266-0.019562i,-0.0041285-0.010891i,-0.0051665-0.002904i,-0.0038697-4.7849e-05i,-0.0030518+0.00059874i,-0.0013561+0.0016393i,0.00091487+0.0021273i,0.0013617+0.00098495i,0.001152-0.00023095i,0.00063538-2.1088e-05i,0.00054057+0.0003037i,-0.00019615+0.00016415i,-0.0013058-0.00016649i,-0.00087455-0.00050394i,-0.00061531-0.00051227i,0.00014897-0.00046319i,0.0010335-0.00028857i,0.0010897-0.00018711i,0.0016256-0.00030897i,0.0014602+1.5419e-05i
-0.040516-0.015689i,-0.03045-0.023597i,-0.019816-0.019607i,-0.016389-0.008762i,-0.0096592-0.00016762i,-0.001434+0.0013273i,0.00092837+0.00070011i,0.0003943+0.0029339i,0.00088889+0.0039881i,0.00098723+0.00246i,0.00025525+0.0008627i,-0.0006776+0.00018596i,-0.00030756+0.00047144i,0.00053226+0.00080855i,0.00074121+0.00055446i,0.0012341+5.7893e-05i,0.0012896+0.00030139i,0.00085139+0.00083168i,0.00052758+0.00070497i,0.0001088-0.0010659i,-1.2078e-05-0.0024258i,0.00020902-0.0024749i,0.00085127-0.0020037i
-0.028104+0.035774i,-0.030481+0.024556i,-0.022099+0.014955i,-0.0099593+0.015496i,0.00071157+0.012174i,0.0042772+0.0035103i,0.0028693-0.00034402i,0.002666-0.00041111i,0.0027156-0.0012339i,0.00076538-0.0023587i,-0.00058663-0.0023205i,-0.00073076-0.001363i,-9.0983e-05-0.0002732i,0.00028238-0.00014775i,0.00010327-0.0011003i,0.00021603-0.0018179i,0.00036383-0.0006938i,0.0004351+0.00040804i,-0.00013162+0.00072696i,-0.00078766+0.00063871i,-0.0015479+0.0002864i,-0.0021038+0.00028033i,-0.0021988-7.6243e-06i
0.026689+0.042198i,0.015583+0.040288i,0.010323+0.026212i,0.014844+0.013175i,0.013842+0.0027903i,0.0057563-0.0039461i,0.00080333-0.0044966i,0.00097073-0.0034993i,0.0011713-0.0024373i,0.00080722-0.0011344i,0.0010975-0.00091633i,0.00047329-0.0010487i,-7.3475e-06-0.00055399i,-0.0002356-0.00018212i,-0.0002135-0.00067049i,0.00028202-0.0015729i,0.00064939-0.0018456i,0.00091631-0.0011915i,0.00029152-0.00015582i,-0.0011205+0.00060008i,-0.0016713+0.00065441i,-0.0015861+0.00019181i,-0.0010162+0.00044596i
0.051216-0.013045i,0.045692-0.0037335i,0.028491-0.0029587i,0.015176-0.0089527i,0.0048534-0.010581i,-0.0025885-0.0067984i,-0.0038467-0.0024627i,-0.0025611-0.00069943i,-0.0015507+0.00011796i,-0.00088367+0.0011541i,-0.00030854+0.0016793i,-0.00046328+0.0015015i,-0.0007838+0.00058126i,-0.00017434+0.00031671i,0.00022826+0.00028422i,-0.0006141-0.00076126i,-0.0005272-0.0013516i,-0.00044872-0.00096035i,-0.00052883-0.00039247i,0.00060773-0.00028794i,0.00082824+3.7963e-05i,0.00034073+0.00094517i,-0.00019714+0.0011212i
0.0088984-0.054283i,0.013331-0.047153i,0.006383-0.030814i,-0.0059035-0.018453i,-0.01003-0.0079928i,-0.0064341+0.0013751i,-0.0028235+0.0045561i,-0.00095632+0.0038618i,-0.00019495+0.0019771i,-0.00074169-0.00036199i,-0.001602-0.00059761i,-0.0019028-0.00013077i,-0.0011471+0.00039566i,-0.00032536+0.001252i,-0.00022698+0.0012181i,6.3751e-05+0.0009733i,-0.00012826+0.00098445i,-0.00017141+0.00071582i,0.00054268-5.7116e-05i,0.00042079-0.00029639i,0.00039857-0.00057344i,0.0013716-0.0010731i,0.0011067-0.0009932i
-0.050808-0.023067i,-0.04016-0.02722i,-0.023174-0.015577i,-0.014319+0.0019719i,-0.0062058+0.0099682i,0.0019583+0.0071741i,0.0039526+0.0028269i,0.0041045+0.0015553i,0.0037784+0.00037382i,0.0017108-0.00086688i,0.00051351-0.0008048i,0.00075427-2.7217e-05i,0.00063692+0.00018208i,0.00097134+0.0001969i,0.0010956+0.00057965i,0.00048241+0.00080655i,0.0004204+0.00044146i,0.00077281-0.00020591i,0.0006514-8.0434e-07i,0.00022001+0.0005683i,-0.00017558+6.3986e-05i,-0.00033314-0.00051058i,-0.00067058-0.0010088i
-0.038537+0.039789i,-0.038635+0.029644i,-0.022604+0.017024i,-0.0047064+0.014422i,0.0048229+0.0096844i,0.0064872+0.0010369i,0.0042722-0.0035807i,0.0026174-0.0034808i,0.001377-0.0014824i,0.0010996+0.00048467i,0.0017223+0.0011311i,0.00076019-8.0012e-05i,0.00041291-0.0010312i,0.0010648-0.0011218i,0.00095198-0.0012511i,0.0010253-0.00095719i,0.00099732-0.00052011i,0.00075888-0.00041893i,0.00020904-0.00043608i,-0.0003653-0.00042091i,-0.00012006-0.00073207i,-0.0002897-0.00090892i,-0.00099915-0.0009604i
0.02789+0.050824i,0.018557+0.047365i,0.010275+0.025539i,0.012627+0.0060317i,0.012463-0.0034138i,0.0054183-0.004875i,-0.00042316-0.0030335i,-0.0017043-0.0024143i,-0.0014885-0.0014181i,-0.001336-0.0002109i,-0.00072465-0.00024759i,-0.00018805-0.0010739i,-0.00017812-0.001611i,-0.00034002-0.0010064i,-6.8414e-05-2.549e-05i,0.00054323-0.00021064i,0.0011957-0.00099521i,0.00057694-0.0014971i,-0.00055572-0.00047198i,-0.00085003+0.0011272i,-0.00045175+0.00065654i,-0.00070657+0.00011762i,-0.0010431+0.0014109i
0.057956-0.013104i,0.051638-0.0072336i,0.026489-0.005343i,0.0058859-0.010291i,-0.0038642-0.01052i,-0.0061357-0.0051087i,-0.0046162-0.0012283i,-0.0025818+0.00058835i,-0.0010901+0.0001818i,0.0001093-0.0011364i,0.00065128-0.0016675i,-0.0003455-0.0011216i,-0.0013614+0.00031671i,-0.0015655+0.00088375i,-0.0011942+0.00092856i,-0.0014673+0.00069663i,-0.0015994+1.3046e-05i,-0.0010965-0.00075324i,-0.00098662-0.00045439i,-0.00064154-0.00067555i,-0.0001935-0.00065022i,4.87e-05+0.00042167i,0.00032271+0.00060975i
0.010795-0.06202i,0.015322-0.054642i,0.0069047-0.030714i,-0.0071406-0.011754i,-0.011481-0.0015356i,-0.0067932+0.0026169i,-0.0022962+0.0027633i,0.00011042+0.0018915i,0.001536+0.0018121i,0.00094397+0.0013614i,0.00012872+0.00098283i,0.00015435+0.0015378i,0.00017802+0.0018814i,0.00040355+0.0012829i,0.00063749-0.00062328i,0.00022357-0.0013604i,-0.00052111-0.00075396i,-0.00056293-0.00044723i,-5.4727e-05+0.00016173i,0.00025395+0.00036867i,0.00041428+0.0005818i,0.00063344+0.0010154i,0.00079129+0.00067194i
-0.056286-0.024019i,-0.04779-0.025888i,-0.023874-0.01224i,-0.0070428+0.0051993i,0.001153+0.011663i,0.0050771+0.0076858i,0.0047888+0.0024023i,0.0026299+0.00039531i,0.00065387-0.00016991i,-0.0014565-1.0472e-05i,-0.0013875+0.00075655i,0.00034073+0.00056521i,0.00158+0.00057388i,0.0024387+0.00044369i,0.0020786-0.00034619i,0.00074642-7.362e-05i,3.2858e-06+0.00053882i,0.00018486+0.0007507i,0.00020551+7.4011e-06i,0.00027468-0.00014754i,0.00037518+0.00083541i,-0.00040136+1.3853e-05i,-0.0005827-0.0012548i
-0.041847+0.042504i,-0.041733+0.032735i,-0.020884+0.013344i,0.0008215+0.0044808i,0.0089045+0.0016244i,0.0068355-0.0023036i,0.0030839-0.0035484i,0.0016251-0.0033952i,0.00070827-0.0028358i,3.7159e-05-0.0020766i,0.0003147-0.0016084i,0.00055199-0.0013981i,0.0004935-0.0019001i,0.00050449-0.0023397i,0.00051281-0.0018925i,0.00065584-0.00091118i,0.00049652-0.00023166i,0.00080936+0.00032213i,0.00027593-0.00029419i,-0.00061501-0.0013005i,-0.0011486-0.0011444i,-0.0015746-7.4419e-05i,-0.0010607+0.0007645i
0.033597+0.053905i,0.026191+0.050184i,0.011561+0.025123i,0.0043496+0.00093043i,0.0031247-0.0078802i,0.00080844-0.0068584i,-0.0016857-0.0037032i,-0.0019491-0.0011053i,-0.00077604+0.001358i,0.00094972+0.0022702i,0.00087737+0.0010855i,-0.00062228-0.00021549i,-0.0014361-0.000291i,-0.0022559-0.00015746i,-0.0014927+0.00027142i,-0.00022723+0.00053711i,0.00020397-0.00040261i,0.0003337-0.0012585i,-0.00012025-0.00062866i,-0.00042758+0.00017265i,-0.0005197+3.5932e-05i,-0.0013768-0.00029895i,-0.0013299+0.00071331i
0.062273-0.011096i,0.057731-0.0063907i,0.028938-3.9782e-05i,0.0040577-0.00040228i,-0.0037895-0.0033978i,-0.0037136-0.0043335i,-0.0018951-0.0026621i,-0.00048826+0.00054073i,-0.00041309+0.0019676i,-0.0011894+0.0014434i,-0.0013474+0.00099439i,-0.00059499+0.0012624i,-0.00057271+0.0014562i,-0.0005993+0.0017184i,0.0003889+0.0011872i,0.0001845+0.00041481i,-0.00048614+6.0134e-05i,-0.00067857-0.00049623i,-0.00078986-0.00033542i,-0.00010067+0.00023337i,0.00047676+0.00038126i,0.0005749+0.00098507i,0.0014221+0.00099216i
0.005535-0.068472i,0.0086489-0.064034i,0.0068892-0.03195i,0.00060897-0.0044934i,-0.0029992+0.0060644i,-0.003306+0.0067319i,-0.0010754+0.0028326i,0.0017638-1.1405e-05i,0.0019448-0.00054274i,0.0016872-0.0011111i,0.0011128-0.0014878i,0.00047878-0.0011764i,0.0013463-7.5501e-05i,0.0021947+0.00084946i,0.0019764+8.9102e-05i,0.00068-0.0002193i,-0.0004279+0.0004043i,-0.00050014+0.00017934i,0.00010154-6.254e-06i,0.00061597-8.5184e-05i,0.00099065+0.00040636i,0.00094551+0.00024144i,0.00041734-0.00062872i
-0.060843-0.025915i,-0.056263-0.027656i,-0.027686-0.016767i,-0.0033953-0.0017389i,0.0049439+0.0045289i,0.004876+0.0032269i,0.0025937+0.0012641i,0.00079266-0.00041216i,-0.00027407-0.0023914i,0.00015876-0.0026619i,0.00072014-0.0021275i,-0.00046069-0.0021196i,-0.00048018-0.0018965i,0.0010428-0.0019056i,0.0014467-0.0019223i,0.0007194-0.0015204i,9.3127e-05-0.00091242i,-0.00041062-0.00025872i,0.00021497-0.00039563i,0.00079935-0.0010711i,0.00095217-0.0012383i,0.0011386-0.0014176i,0.00074631-0.001638i
-0.04407+0.052602i,-0.045153+0.048964i,-0.027546+0.021873i,-0.0070296-8.7479e-05i,0.0024648-0.0056691i,0.0037005-0.0033234i,0.0020445-0.0023085i,-0.00034526-0.0019497i,-0.0020504-0.00026933i,-0.0030249+0.0014625i,-0.0027559+0.0019074i,-0.0020027+0.0012302i,-0.001434+0.00048416i,-0.001005-1.0334e-05i,-0.00065221-0.00042858i,-4.1454e-05-0.00043377i,-0.00024781-9.2999e-05i,-0.00059075+0.00012924i,-0.00067513-3.698e-05i,-0.00054763-0.00076652i,-0.00047678-0.0009879i,-0.00084294+0.00029789i,-0.001169+0.0015561i
0.040225+0.054995i,0.036525+0.052295i,0.016639+0.026189i,0.0011747+0.0039636i,-0.0024897-0.0029391i,-0.00012314-0.0023235i,0.001822-0.00018808i,0.0013689+0.0018074i,0.00035135+0.0032594i,-0.00058157+0.0025639i,-0.0012278+0.0022868i,-0.0011461+0.0020616i,-0.0012509+0.0014264i,-0.0026487+0.0013373i,-0.0025756+0.0010224i,-0.0014543+0.00057026i,-0.00053294+0.00032883i,3.4463e-06+0.0008362i,-0.00046076+0.0010285i,-0.0012765+0.00075013i,-0.001326+0.00074669i,-0.00090033+0.0011734i,-0.00020215+0.0012845i
0.066468-0.02354i,0.067821-0.021866i,0.038125-0.0068349i,0.0079049+0.0061007i,-0.0016334+0.0073995i,-0.00081424+0.0017954i,0.00037515-0.0013956i,0.0017231-0.00028382i,0.0039601+0.0009914i,0.0047649+0.00066993i,0.0042083+0.00017622i,0.0027897-0.00015464i,0.0011255+0.0002821i,0.00092283+0.0006625i,0.0012948+0.00034956i,0.0006938+0.0002067i,0.00021653-0.00019182i,0.00033276-0.00019219i,0.00084657+0.00071134i,0.00063025+0.0016548i,-0.00035973+0.00142i,-0.00010516+0.0010514i,0.0010784+0.0010516i
-0.0051024-0.072586i,-0.0043865-0.072544i,0.0013937-0.040384i,0.0047927-0.0091645i,0.0046174+0.0010144i,0.0021332+0.00010193i,-1.9325e-05-0.0016205i,0.00025738-0.002266i,0.0014572-0.0027623i,0.0016505-0.0028074i,0.0016763-0.001904i,0.0017785-0.0012224i,0.0015936-0.0010815i,0.001783-0.0005794i,0.0019878-0.0011787i,0.001698-0.0013247i,0.00082634-0.00060101i,0.0006044-0.00039831i,0.0015908-0.00012716i,0.0021239-0.00014214i,0.0012975-0.00073491i,0.00030135-0.0013621i,6.9149e-07-0.0016689i
-0.07102-0.017162i,-0.070804-0.021325i,-0.038949-0.018006i,-0.0073073-0.011025i,0.0034196-0.0045529i,0.0028953+6.0316e-05i,0.00058957+0.0010446i,-0.0012896-0.00070132i,-0.0029916-0.0019207i,-0.0045046-0.0014978i,-0.004709-0.001067i,-0.0034428-0.0012583i,-0.0023009-0.0015256i,-0.0014218-0.0009638i,-0.00079692-0.00072452i,-0.00066219-0.0007911i,-0.00096605-0.00069587i,-0.0011667-0.0010685i,-0.00024733-0.0018454i,0.00036737-0.0014221i,0.00067695-0.00075746i,0.0010131-0.00046427i,0.001246+3.092e-05i
-0.034824+0.061783i,-0.03553+0.065156i,-0.024963+0.037102i,-0.01477+0.0089199i,-0.0090335+0.00014607i,-0.0033616+0.00073613i,-7.3701e-06+0.001204i,-0.00060751+0.0018157i,-0.0027214+0.0022095i,-0.0028297+0.0027967i,-0.0019996+0.003878i,-0.0018851+0.0033886i,-0.0019168+0.0014409i,-0.0021559+0.00028568i,-0.0021215+6.9047e-05i,-0.00076375+6.5278e-05i,-0.00020306-0.00034678i,-0.00095852-0.0008446i,-0.0016124-0.00060769i,-0.0020386-0.0008814i,-0.0019091-0.0018041i,-0.0014915-0.001247i,-0.0012306-5.5496e-05i
