-0.0025938+0.0014952i,-0.0018796+5.3705e-06i,-0.0032678-0.00020808i,-0.0029176-5.8162e-05i,-0.0013569+0.00015054i,-0.00069697-3.9131e-05i,-0.00064091+0.00033233i,-0.0004778+0.0015722i,0.00028862+0.0020448i,0.0010526+0.001256i,0.001181+0.00063129i,0.0012961+0.00065842i,0.00055759+0.00019469i,0.00018352-0.00012268i,0.00045941+0.00019247i,0.00081+0.00041421i,0.0007314-0.00020408i,0.00025546-0.0010277i,0.00086462-0.00055409i,0.0018113+0.00032728i,0.0016039+0.00045251i,0.00019938+0.00015574i,0.00021167-0.00024381i
0.002311+0.0011578i,0.0020756+0.0011855i,0.0038212+0.0022393i,0.0044829+0.0012634i,0.0039423-0.00017353i,0.0025694-0.0017052i,0.00051404-0.0016934i,-0.00042297-0.0010353i,-0.00042121-0.00067549i,-0.00035782+7.1601e-05i,-0.00042139+0.00082966i,-0.00012477+0.0014688i,0.00083554+0.0015489i,0.0017116+0.0011562i,0.0023559+0.0015668i,0.0018188+0.0016875i,0.0013047+0.0005588i,0.0015085+0.00039025i,0.0013566-0.00022564i,0.0011885-0.0012579i,0.00062298-0.0019349i,0.00051957-0.0022436i,0.00035048-0.0014231i
-1.4141e-05-0.00022692i,-0.00084774+0.00031942i,-0.0015503+4.081e-05i,-0.00094771-0.0012199i,0.00070666-0.0013534i,0.0018422-0.00084919i,0.0014146-0.0016661i,3.0134e-05-0.0016057i,-0.0010805-4.8579e-05i,-0.0013288+0.0011557i,-0.0013648+0.0026268i,-0.00029476+0.0034502i,0.0011719+0.0034597i,0.00050914+0.0039304i,-0.0013569+0.0033785i,-0.0015842+0.0018181i,-0.0010529+0.001591i,-0.00043768+0.0017019i,0.00069441+0.0018686i,0.00097594+0.0012782i,0.00090715-0.00031946i,0.00057349-0.0011678i,0.00011561-0.0012008i
0.00031125-0.00020508i,0.0006195+7.7176e-05i,0.001939+0.00027159i,0.001316+0.0003792i,0.00091258-0.00023806i,0.0010171-0.0014737i,1.4637e-05-0.0014653i,-0.00078422+3.4006e-05i,-0.001545+0.0017021i,-0.0016041+0.0026181i,-0.0015538+0.0028809i,-0.0014583+0.0021229i,-0.0013804+0.0013073i,-0.0017602+0.00049122i,-0.0016364-0.00079518i,-0.0018432-0.0016881i,-0.0017104-0.0013957i,-0.00066805-0.00028101i,0.00093766+0.00015553i,0.0016708+0.00042134i,0.00066358+0.00059213i,0.00039845+0.00024795i,0.00075334+0.00023081i
0.00082677+0.00038439i,2.3079e-05+0.00019442i,0.00015792+0.0012633i,0.0005096+0.0014025i,0.001528+0.00059707i,0.0021457-0.00044312i,0.0013605-0.0011412i,0.00032223-0.0011916i,-0.001026+5.9229e-05i,-0.0014568+0.0017312i,-0.00078809+0.0027309i,0.00073254+0.0017135i,0.0015593-0.00066452i,0.001169-0.0014475i,0.00084066-0.0013166i,0.00068818-0.0018116i,0.00036409-0.001419i,0.0004495-0.00080568i,0.00056166-0.00045195i,0.00075571-0.00095368i,0.00067557-0.00062506i,2.8241e-05+0.00029272i,-0.00043598+0.00037122i
0.0023619-0.00058648i,0.0011769-0.0017675i,0.00079583-0.0027191i,0.0013663-0.0024116i,0.0018219-0.00148i,0.0023097-0.0010966i,0.0020058-0.0010128i,0.00093212-0.00081314i,0.00045108-0.00018072i,0.00087315+0.00049349i,0.0010357+0.00025538i,0.00064899+0.00016434i,0.00094321+0.00068015i,0.0023525+0.0011588i,0.0033031+0.0016093i,0.0033253+0.0019629i,0.0023569+0.0019779i,0.0013203+0.0014601i,0.0013703+0.00035594i,0.0012289-0.00081485i,0.00095935-0.0017502i,0.00056348-0.0019866i,0.00014807-0.0016762i
0.0021368+0.0021002i,0.0033913+0.0022658i,0.0023842+0.0021874i,0.00093775+0.0015668i,0.00032565+0.00053756i,-0.00028075+7.5201e-05i,-0.00064356+0.00017434i,-6.1966e-05+0.0007051i,0.00021876+0.0014418i,0.00060686+0.0020297i,0.00032163+0.0020594i,-0.0004089+0.0020684i,-0.00093987+0.0024131i,-0.0008056+0.0038511i,-0.00075535+0.0047321i,-0.0005826+0.0032407i,0.00056587+0.001374i,0.0013382+0.00089433i,0.0013223+0.0011055i,0.0011031+0.00065509i,0.0010293-0.00012693i,0.00091163-0.0010477i,0.0005659-0.00076836i
0.00034604+0.00040876i,0.00032174+0.00084646i,-0.00027253+0.00011448i,0.00029824-0.00033094i,0.0013072-0.00082465i,0.0011692-0.0012238i,0.00087585-0.0011488i,0.00031425-0.00099178i,-0.00048385+7.1935e-05i,-0.0014276+0.0014849i,-0.001315+0.0019482i,-0.0011947+0.0018548i,-0.0020604+0.0017724i,-0.0029133+0.00064749i,-0.0026665-0.00046087i,-0.0020033-0.00049215i,-0.00073072+0.00025676i,0.00015896+0.00082647i,0.00059618+0.00039004i,0.0017142-0.00011637i,0.0017312-0.00035146i,0.0012946-0.00016464i,0.0011274-5.6403e-06i
0.0011667-0.0016667i,0.00076193-0.00084593i,0.0012006-8.1256e-06i,0.00096475-0.0011687i,0.00029034-0.0020539i,0.00091593-0.0022327i,0.0009804-0.002323i,0.00022973-0.0012479i,-0.00065498-4.4242e-06i,-0.001212-0.00031491i,-0.0010994-4.1042e-05i,-0.00060729+0.00030145i,0.00079703-0.00070974i,0.0014604-0.0020481i,0.00095944-0.0029601i,0.00068773-0.0028387i,0.00027323-0.0017591i,0.00043688-0.0009924i,0.0012836-7.2511e-05i,0.00082261+0.00041593i,0.00040955-2.9116e-05i,0.00011618+0.00039989i,-0.00049006+0.0011403i
-0.00025187-0.00061739i,3.3669e-05-0.00026546i,-0.00010717-0.0013273i,-0.00077594-0.00054423i,-0.00032452+0.00036895i,0.00089478+0.00064281i,0.0012881-0.00067892i,0.00079337-0.00082545i,9.6166e-05+0.00053871i,-0.00016353+0.00092386i,-0.00011302+0.0013282i,-0.00041367+0.0018315i,0.00075163+0.0016338i,0.0031568+0.0007301i,0.0039077+7.4474e-05i,0.0023869+0.00035651i,0.0017376+0.00088348i,0.0020345+0.00060627i,0.0018595+1.3598e-05i,0.0010005+0.00010505i,8.2988e-05-0.0011034i,-0.00064967-0.001783i,-0.00075577-0.001325i
-0.0035634+0.0018691i,-0.003612+0.0018386i,-0.0029137+0.0020946i,-0.001409+0.0024045i,0.00070133+0.0018641i,0.0023403+0.0012157i,0.0015502+0.00077071i,4.9514e-05+0.00065776i,-9.8362e-06+0.0012711i,0.00013074+0.002889i,-9.3657e-05+0.0037103i,-2.5109e-06+0.0036715i,-0.00057491+0.0041338i,-0.0017825+0.0043899i,-0.0016217+0.0044801i,-1.8077e-05+0.0035613i,0.00088153+0.0016163i,0.00083449+0.00062345i,0.00030298+0.00012112i,3.0259e-05-0.00069315i,0.00090052-0.00083011i,0.0013056-0.00074998i,0.00074382-0.00091301i
0.00025042+0.00044855i,0.00052357+0.00016536i,0.00085458-9.7634e-05i,0.00097111-0.00084983i,0.00076464-0.001644i,0.00016534-0.0028382i,-0.00015461-0.0037614i,-0.00045828-0.002722i,-0.0011067+0.00016477i,-0.0010148+0.0023729i,-0.00042534+0.002242i,-7.6226e-05+0.0013856i,-0.0010259+0.001073i,-0.003477+0.0010498i,-0.0045178+0.00047693i,-0.0027696+0.0005395i,-0.00088675+0.0013459i,0.00033573+0.0013386i,0.0010809+0.0010778i,0.0014081+0.00095774i,0.0011929-0.00043094i,0.0005821-0.0012686i,0.00038004-0.00067353i
-0.0008866+0.00039063i,-0.001193+0.0010136i,-0.00042852+0.0013983i,0.00038168+0.00062599i,0.0012287-0.00053232i,0.0027883-0.001445i,0.0024677-0.0020884i,0.0011367-0.0013895i,-3.0597e-06+0.00061374i,-0.00049318+0.0021874i,0.00011485+0.0029134i,0.00034077+0.0020205i,-0.00021374+0.00039419i,-0.00034618-0.0011993i,0.00044501-0.0028949i,0.001454-0.0028239i,0.0017261-0.0014098i,0.0017279-0.00039802i,0.0022319-0.00013134i,0.0022684+0.0005203i,0.0013657+0.0016644i,0.00089825+0.0014571i,0.00096294-0.00025112i
-0.0011452+0.00011034i,-0.0017096+0.00051422i,-0.001389+0.00094468i,-0.00077166+0.00077649i,0.00046364-0.00029067i,0.0030414-0.0010579i,0.0026193-0.001383i,-0.00017415-0.00038902i,-0.00064061+0.0015005i,0.00011914+0.0020797i,0.00025491+0.0023242i,0.00017171+0.0022638i,0.00072645+0.0018998i,0.0027107+0.0015205i,0.0046753+0.0011403i,0.0047909+0.00087025i,0.0037191+0.00021699i,0.002403+6.1691e-05i,0.0014944+0.00023794i,0.0002084-2.9999e-07i,-0.0012107-0.00017723i,-0.0017205-0.00031075i,-0.0015379-0.00064484i
0.0018923-0.001534i,0.0022686-2.0202e-05i,0.0018593+0.00087973i,0.0016077+0.00084988i,0.0012418+0.00047159i,5.8364e-06+0.00043858i,-0.00048819+0.00018601i,-0.00017567+0.00033519i,-0.00059687+0.0015359i,-0.00034258+0.001605i,0.00021125+0.0012708i,-0.00014248+0.0021267i,-0.00034109+0.0027522i,-0.00015628+0.0028546i,0.00020502+0.002933i,0.00049998+0.0027073i,0.0013785+0.0015068i,0.0017278+0.00043033i,0.00056856-8.2175e-05i,-0.00052222-0.00082429i,-0.0010031-0.0012532i,-0.001014-0.0018135i,-0.0004283-0.001321i
0.00042987-0.0012529i,-4.6524e-05-0.00040591i,-0.00062034+0.00024514i,-0.00069898+0.00024443i,-0.00022561-0.000314i,-1.5008e-05-0.0015149i,-0.00036606-0.0029232i,-0.00030514-0.0024667i,0.00018019-0.00092176i,2.9298e-05+0.00010394i,-0.00086412+0.0014424i,-0.0009892+0.0024374i,-0.0013949+0.0023119i,-0.0028512+0.0016695i,-0.0040373+0.00032629i,-0.0033811-0.00072394i,-0.0014674-0.00060849i,2.8955e-05-0.00010966i,0.00052196-0.00031288i,0.00046993-0.00098497i,0.00098604-0.0012011i,0.0017214-0.00057724i,0.0011889-0.00064603i
0.0019095-0.00095718i,0.0025198-0.0025964i,0.0028211-0.0030996i,0.0022911-0.0025324i,0.0020419-0.0027919i,0.0029867-0.0029764i,0.0031497-0.0021095i,0.0015783-0.0013947i,-0.00017992-0.0012901i,-0.001196-0.0008013i,-0.001126+0.00053476i,-0.00020357+0.00053171i,-0.00043654-0.0014529i,-0.0012148-0.0035103i,-0.0014661-0.004348i,-0.00092853-0.0030967i,0.00040069-0.001185i,0.00060128+0.00013443i,0.00056948+0.00072863i,0.0013216+0.00043654i,0.0010338+0.00061969i,0.00053573+0.00045083i,0.00049878-0.00055502i
0.0014268+0.0029479i,0.0020989+0.002823i,0.0029276+0.0023677i,0.0032638+0.00067157i,0.0027822-0.00062681i,0.0018103+0.00063817i,0.00055398+0.0015434i,-0.00067668+0.0014718i,-0.00032083+0.0015817i,-0.0002414+0.0010281i,-0.00078952+0.0015282i,0.00037862+0.0025738i,0.0024073+0.0026607i,0.0028784+0.0014483i,0.0027162+0.00054875i,0.0030281+0.00064952i,0.0028136+2.5448e-05i,0.0019187-0.00066267i,0.00142+5.9331e-06i,0.0005647+0.00086865i,9.3742e-05+0.00046546i,0.00025749-0.00028711i,0.00010825-6.2637e-05i
0.00095412+0.00012455i,-0.00010791+0.00015399i,0.0010502+0.0004437i,0.0018681+0.00055646i,0.00098814+0.00047265i,-0.00026048+0.00023562i,-0.0012498-0.00043298i,-0.0015319-0.00072631i,-0.0017513-2.8707e-05i,-0.0016783+0.0010575i,-0.00026831+0.0022271i,0.00024421+0.0026146i,-0.00079851+0.0029478i,-0.00038779+0.0040346i,0.0018527+0.0052148i,0.0030449+0.0049519i,0.0019986+0.00372i,0.00064316+0.0021222i,0.0011263+0.0006269i,0.0016198-0.00099776i,0.0011815-0.001912i,0.00059049-0.0015487i,0.00030329-0.0011281i
0.0018805-0.0023705i,0.0012798-0.0016285i,0.0010287-0.00086288i,0.0005152-0.00063773i,0.00036328-0.00071293i,0.0010082-0.0021486i,0.002198-0.0034732i,0.0015451-0.0028142i,-0.00077573-0.00034402i,-0.0019562+0.0023258i,-0.0011961+0.002564i,0.00022165+0.0014449i,-0.00085521+0.0016641i,-0.0030127+0.0027739i,-0.0031579+0.0031189i,-0.0018356+0.0025475i,-0.00094254+0.0022183i,-0.00036189+0.0015698i,0.0010863+0.00058469i,0.0016366-0.00032163i,0.001319-0.0013446i,0.00090502-0.0016496i,0.00016781-0.00064878i
-0.00083805+0.00035049i,-0.0011094-0.00029494i,-0.0013894-0.0004982i,-0.0012191-0.00071397i,0.00058855-0.00031176i,0.0026346+6.4647e-05i,0.0031067+0.00052135i,0.0023738+0.00073768i,0.00075513+0.0013789i,-0.00026183+0.0030659i,-0.00022477+0.0038632i,-2.6828e-05+0.0025745i,7.6402e-05+0.0005638i,-0.00077248-0.00070458i,-0.00083155-0.001763i,-0.00070281-0.0024239i,-0.001209-0.0018794i,-0.00026054-0.0012345i,0.0012419-0.0014573i,0.0019637-0.0010207i,0.0011671+4.6488e-05i,0.00064378-7.2242e-06i,0.00051161-0.00050651i
0.0016782-0.00064982i,0.0017203-0.00017187i,0.0032932+8.7942e-05i,0.0041805+0.0002916i,0.0034839+0.00040495i,0.0022263-6.8584e-05i,0.0012637+0.0002365i,0.00011131+0.00094507i,-0.00011589+0.0016959i,0.0004305+0.0024432i,-7.9446e-05+0.0021972i,-0.00077523+0.0013748i,0.00040096+0.00038294i,0.0031494-0.0012364i,0.0040355-0.003609i,0.0038448-0.0046799i,0.0031049-0.0031274i,0.0020337-0.00057272i,0.001306+0.00026476i,0.00048992-0.00026577i,2.9425e-06-0.0010098i,8.872e-05-0.0019458i,0.00043751-0.0021554i
-0.0013796+0.00011794i,-0.0024982+0.00083072i,-0.0025852+0.00087821i,-0.0024279+0.0014357i,-0.00219+0.0013105i,-0.00123-0.00029971i,-0.00023856-0.0016313i,-0.00020487-0.0019121i,-0.00058034-0.0013203i,0.00027316-0.00065974i,0.0016226-0.00019277i,0.0011499+0.00054752i,0.00011407+0.0020214i,0.0008921+0.0027127i,0.0027394+0.0024138i,0.0038118+0.0021105i,0.0034014+0.0018758i,0.0022995+0.0010647i,0.0017864+0.00052343i,0.0012173+0.00018038i,7.6175e-05-0.00098941i,-0.00026142-0.0011506i,0.00038507-0.0004142i
-0.0008411+0.00088998i,-0.00073243+0.00030681i,-0.0021298-0.0006027i,-0.0020849-0.00065035i,0.00070194-0.00045036i,0.0037904-0.0019706i,0.0044066-0.0032493i,0.0026259-0.0028707i,0.0011893-0.0013761i,0.0010911+0.00025793i,0.0013383+0.0016581i,0.00074526+0.0021545i,-0.0009561+0.0018671i,-0.0025861+0.0027148i,-0.0031548+0.0043473i,-0.0027411+0.0048067i,-0.0013345+0.0033035i,-4.8465e-05+0.0016695i,0.00014281+0.00088137i,5.2012e-05-0.00042154i,0.00018818-0.00088743i,0.00027042-0.00034135i,4.9943e-05-7.1808e-05i
-0.0018324-0.0024907i,8.6161e-05-0.0017872i,0.00066889-0.0011505i,0.00043072-0.00023616i,0.0020912+0.00052045i,0.0035591+0.00095041i,0.0035822+0.00097692i,0.0029497+0.00031139i,0.0010573+0.00078319i,-0.0013211+0.0015512i,-0.0023491+0.0022613i,-0.0017387+0.0027405i,-0.0013703+0.00094004i,-0.0026802-0.0013444i,-0.0038614-0.0012227i,-0.0035079-0.0004661i,-0.002532-0.0007069i,-0.0013135-0.0015381i,5.9317e-05-0.0012542i,0.0010816-0.00023038i,0.0011164-0.00010761i,0.000285+0.00011573i,-0.00031252-0.00019579i
2.901e-06+0.00085104i,-0.00071176+0.0016335i,-0.00054552+0.00072063i,0.00037874-0.00012138i,0.0010264+0.00013015i,7.5076e-05+0.00043683i,-0.0012446+0.00045394i,-0.0018729+0.00069781i,-0.0026459+0.0004179i,-0.0026158+0.0011409i,-0.0017069+0.001703i,-0.00092527+0.0016242i,0.00011282+0.0014322i,0.00094495+0.00032629i,0.0018786-0.0014681i,0.0023382-0.0032904i,0.0024934-0.0038335i,0.0026497-0.0029279i,0.0024776-0.0012016i,0.0021235-0.00018948i,0.0013993+7.4283e-05i,0.00041994-0.00017157i,-5.7827e-05-0.00022385i
-0.0014433+0.00064403i,-0.002288-0.0002641i,-0.0039763-0.00040758i,-0.0037212+0.0013332i,-0.0013847+0.001489i,0.00044125-0.0013595i,0.00038005-0.0041114i,-0.0012298-0.0035036i,-0.0020597-0.00042375i,-0.0019788+0.0015789i,-0.0013225+0.0018561i,5.1645e-05+0.0025993i,0.00062567+0.0041958i,0.0012054+0.0047554i,0.003659+0.0036879i,0.0057487+0.0018822i,0.0050648+0.00085439i,0.0034863+0.0010729i,0.0023463+0.00072958i,0.0016923+0.00052329i,0.0014067+0.00057152i,0.0010255-2.5957e-05i,0.00048973+4.336e-06i
-0.0017781+0.0018704i,-0.0007323+0.0026995i,-0.00080517+0.0023319i,-8.4208e-06+0.0009203i,0.0017197-7.3663e-05i,0.0043104-0.0016419i,0.0050243-0.0025581i,0.0030082-0.0012776i,0.0012866+0.0011941i,0.0010647+0.0037506i,0.0016373+0.0050244i,0.0015159+0.0042957i,0.00052757+0.0040396i,-0.00074188+0.0049635i,-0.0013562+0.0056154i,-8.108e-05+0.0056887i,0.00077889+0.0048328i,0.00011416+0.0030072i,-0.0002986+0.0010429i,-0.00019374+0.0001686i,-0.00075522-0.00033898i,-0.00064194-0.00043509i,-0.0002368-5.8089e-05i
-0.0032605-0.0010446i,-0.0024302-0.00084974i,-0.003306-0.0016543i,-0.0016645-0.0016918i,0.0011838-0.00013144i,0.0030266+0.0018191i,0.0027288+0.0022914i,0.0018337+0.0019611i,0.0011493+0.0030201i,0.00065203+0.0041125i,0.00048222+0.0042891i,-0.00023551+0.003401i,-0.0007807+0.0018469i,-0.0014748+0.00092249i,-0.0027928+4.7381e-05i,-0.0039584+0.0007236i,-0.003328+0.0017808i,-0.001795+0.0013198i,-0.0012317+5.0321e-05i,-0.00034316-0.0010656i,0.00063459-0.0011203i,0.00020788-0.000557i,-0.00051871-0.0011459i
0.0013575+0.002021i,0.0016597+0.0024866i,0.0012702+0.001971i,0.0004993+0.0022578i,0.00072727+0.0022423i,0.00026826+0.0003894i,-0.0014123-0.0011211i,-0.0021778-0.00085785i,-0.0010919+0.00053799i,0.00044203+0.0011801i,0.00036362+0.0010598i,0.00025389+0.0010836i,0.0017523+0.00046744i,0.0029645-0.0011322i,0.0020822-0.0025235i,-5.3146e-05-0.0036124i,-0.00067978-0.0035356i,0.00072908-0.0021732i,0.002124-0.0012793i,0.001986-0.00089014i,0.00087232-0.00067116i,0.0010602-0.00030717i,0.0013805+0.00012059i
0.00011503-0.00028953i,-0.00040277-0.001604i,-0.00086389-0.0018997i,-0.0010997-0.0018624i,-0.00097961-0.0028835i,-0.0005892-0.004429i,0.00019565-0.0048695i,0.00058331-0.0037636i,-0.00047736-0.0021892i,-0.0008844-0.0012599i,-0.00047585-0.00032486i,-6.1386e-05+0.0012526i,0.0010985+0.0024892i,0.0022091+0.0027586i,0.0033252+0.0017214i,0.0042766-0.00067454i,0.004483-0.0021432i,0.0034796-0.0018347i,0.0027384-0.00050911i,0.0021493-1.2949e-05i,0.0010595-0.00075327i,4.3539e-05-0.00062276i,-0.00023137-0.00051799i
0.0020317-0.0030367i,0.0021601-0.0028798i,0.0021902-0.0033336i,0.0016108-0.0028094i,0.0020356-0.0022503i,0.004898-0.0023135i,0.0063582-0.0016411i,0.0040876-0.00062866i,0.00085389-0.00033223i,-0.0011345-0.00025387i,-0.0014573+0.00044974i,-0.0017192+0.0010118i,-0.0031015+0.0015736i,-0.0036043+0.0020786i,-0.0021723+0.0034045i,0.00097972+0.0040094i,0.0026404+0.0030913i,0.0020225+0.0019029i,0.0016591+0.0010422i,0.0014624+7.5497e-05i,0.00062899-0.00063788i,-0.00012264-0.00066703i,-0.00032782-0.00042064i
0.00041901+0.0032604i,-0.0017587+0.0039905i,-0.0018184+0.0045013i,0.00034182+0.0043099i,0.0020551+0.003439i,0.0021321+0.0033441i,0.0010416+0.0029592i,0.00044574+0.0012243i,0.00059474+0.00033814i,-0.00055302+0.0015741i,-0.001753+0.0028216i,-0.00075141+0.0030503i,-0.0004061+0.00169i,-0.0024254+0.00099914i,-0.0039863+0.0012462i,-0.0034111+0.0019473i,-0.0015124+0.0023693i,2.1153e-06+0.0021787i,0.00019202+0.001877i,0.00014704+0.0003658i,0.00074623-0.0013365i,0.0015221-0.0018525i,0.0009297-0.0018438i
0.0013844-0.0023139i,0.00061132-0.0034262i,6.4891e-05-0.004186i,8.9048e-06-0.0026535i,-0.00064659-0.0010843i,-0.0019624-0.001066i,-0.0021252-0.0022347i,-0.0014445-0.0014611i,-0.0021153+0.0014687i,-0.0034217+0.0035166i,-0.0034962+0.0043975i,-0.002227+0.0038836i,-0.00017525+0.0019636i,0.00084773+5.0925e-05i,0.00025636-0.00077982i,-0.0010098-0.00077824i,-0.0026732-0.00055128i,-0.0022496+0.00038577i,0.0004055+0.00076818i,0.0017659+0.00067479i,0.0011422+0.00022089i,0.00044118-0.00068336i,0.0005183-0.00053551i
0.0011219+0.0024459i,0.0026178+0.0039631i,0.0027977+0.0034566i,0.0016141+0.0021591i,0.00083907-0.00027602i,0.00099843-0.0041854i,0.0018244-0.005602i,0.00097528-0.0029009i,-0.0012645+8.7115e-06i,-0.001436+0.0018532i,0.00037741+0.0022751i,0.0014465+0.0020568i,0.0013037+0.0030078i,0.0025419+0.0039922i,0.0044947+0.0020348i,0.0036485-0.0017808i,0.0016617-0.0032498i,0.0010236-0.0023526i,0.0019409-0.00081422i,0.0021866+0.00012156i,0.0011739+0.00010542i,-0.00037941-0.00023515i,-0.00078412-0.00024653i
-0.0021192+0.0010966i,-0.0022662+0.0028183i,-0.0013539+0.0031767i,0.0011207+0.0015443i,0.0042618-0.00027453i,0.0064884-0.00089771i,0.0061361+0.00013434i,0.0031736+0.0002327i,0.00048605+0.00047363i,0.00045887+0.0016955i,0.0016364+0.0018839i,0.0013389+0.00077638i,0.00077652+0.0017213i,0.00088767+0.0033332i,0.0017646+0.0033928i,0.0035288+0.0018375i,0.004436+8.4005e-05i,0.0039565-0.00066438i,0.0028802-0.00026764i,0.0022006+0.00044805i,0.0013422+0.00033887i,0.0001003-0.00062953i,-1.3216e-05-0.0012073i
0.00037202-0.00064657i,0.00041793-0.001949i,-0.00018397-0.0021458i,0.00019222-0.000958i,0.0010711+0.0013121i,0.0004459+0.0032352i,-0.0011113+0.0024981i,-0.0011745+0.00093967i,0.00054651+0.0011631i,0.0019202+0.0024297i,0.0020038+0.0021198i,0.0020929+0.00097874i,0.0013059-0.00026545i,-0.0005015-0.0011148i,-0.0015457+0.00026569i,-0.00079372+0.0031168i,0.0012613+0.0046421i,0.0023381+0.0034255i,0.0016977+0.0012458i,0.00022956+0.0010365i,-0.00039897+0.0014691i,0.00016428+0.00091473i,0.00062974+0.00015578i
-0.0031951+0.00041903i,-0.0032156+0.00070288i,-0.0032513+0.0009493i,-0.0028819+0.0016318i,-0.0018996+0.001821i,-0.0024067-0.000681i,-0.0029182-0.0029854i,-0.0018846-0.0018373i,-0.00080458+0.0011424i,-0.00016884+0.0030285i,-0.00096109+0.003046i,-0.0016723+0.0027709i,-0.00087567+0.001967i,0.00016765+3.3338e-05i,-0.0010953-0.00085123i,-0.0027773-0.00077512i,-0.0026197+0.00050233i,-0.0011821+0.0018503i,-9.2996e-05+0.0006112i,8.6656e-05-0.0013191i,0.0010992-0.0017996i,0.0012936-0.00040414i,0.00029899+0.00029389i
-0.0012869+0.00014739i,-0.00057857+0.0012111i,-0.00095186+0.0022651i,0.00020427+0.0016756i,0.0023225-0.0012295i,0.0047987-0.0047322i,0.00554-0.0058771i,0.0027947-0.0041648i,-0.00040113-0.0018135i,-0.0022725-0.00016929i,-0.0027957+0.00048333i,-0.00198+0.0002825i,-0.00054067+0.0013534i,0.00081908+0.0021612i,0.0013269+0.00028901i,-0.00021501-0.0023544i,-0.0025488-0.0032189i,-0.0021186-0.0022595i,0.00062193-0.0010952i,0.0026145-0.00031031i,0.0021222-0.00038506i,-9.2866e-05-0.00093388i,-0.0016455-0.00086612i
0.00027071+0.003047i,0.0007994+0.0031692i,0.00081911+0.0025707i,0.0013815+0.00037535i,0.005155-0.00070344i,0.0068883+0.0001009i,0.0052223+0.0014656i,0.0024386+0.0014314i,0.00093563-8.3304e-05i,0.00018453-0.00016727i,-0.00063888+0.00065961i,-0.00035986+0.0016097i,0.00010674+0.0022615i,0.00023782+0.0027345i,0.00074544+0.0023508i,0.0027478+0.0010421i,0.0036444-0.00096062i,0.0026271-0.0022723i,0.0024659-0.0012577i,0.0023562-0.00015565i,0.0016144-0.00084783i,0.001077-0.0012851i,0.00055552-0.0009527i
0.00036309-0.0017787i,0.00066797-0.0019898i,0.0015056-0.0018122i,0.001401+0.00056166i,0.00058982+0.0032576i,-0.0011657+0.0041637i,-0.0024467+0.0035976i,-0.0022051+0.0021392i,-0.00073785+0.0015909i,-6.1241e-05+0.0025714i,-3.8106e-05+0.0040077i,0.00033541+0.0046584i,0.00025387+0.0039536i,-0.00085141+0.00264i,-0.00057509+0.0015062i,0.0016007+0.0017144i,0.0038321+0.0015777i,0.0041759+0.00090419i,0.0023985+0.0010517i,0.0010736+0.00062155i,0.0010305-0.00061935i,0.0010686-0.00077497i,0.0011008-0.000466i
0.0027096+0.0017407i,0.0032697+0.00066683i,0.0027286+0.001179i,0.00049887+0.0010042i,-0.0022206-0.0016884i,-0.0044915-0.004391i,-0.0050101-0.0056264i,-0.0039608-0.0037901i,-0.0023783-4.6829e-05i,-0.0015607+0.0032261i,-0.0017754+0.0041032i,-0.0011153+0.0026573i,0.00013096+0.00085269i,0.00093685-0.00054347i,0.00043195-0.00085708i,-0.00066162+0.00094913i,7.0205e-06+0.0036631i,0.001163+0.0044195i,0.0013699+0.0029159i,0.00057915+0.00071565i,0.00035688-0.00041945i,0.00028818-0.0005405i,-6.3287e-05-0.00061217i
-0.0014877+0.0019255i,-0.0018263+0.0031856i,-0.0021469+0.0023794i,-0.00046236-0.00021513i,0.0019855-0.0031667i,0.0052565-0.0058505i,0.0071979-0.0052886i,0.0044915-0.0027745i,0.0003072+0.00051023i,-0.0009232+0.0029937i,0.00062919+0.0032008i,0.0018644+0.0022704i,0.0017693+0.0014582i,0.0020009+0.0012134i,0.0020592+8.6524e-05i,-0.00065944-0.001114i,-0.0027789-0.00069526i,-0.0018512+0.00060302i,-0.00025992+0.00086634i,0.00026705+0.00096944i,-0.00017967+0.00072123i,-0.00064842+9.0095e-05i,-0.0015183-3.4974e-05i
-0.00093495+0.0016078i,-0.00062606+0.00092084i,0.00019564+0.0016589i,0.0021007+0.0006738i,0.0053297+0.00072326i,0.0070313+0.0029826i,0.0058521+0.0046791i,0.0032995+0.004175i,0.0014293+0.0032638i,0.0015469+0.0030867i,0.0019719+0.002739i,0.0011518+0.0024235i,0.00049277+0.0020862i,0.00063609+0.0021239i,0.00098045+0.0019587i,0.00090929-0.00018756i,-0.00037444-0.0030209i,-0.00093633-0.0037545i,0.00057763-0.0022276i,0.0011109-0.0011495i,0.00037616-0.0012845i,9.1437e-05-0.0014492i,-0.00027873-0.0020204i
-0.0029048+0.00031002i,-0.0027791+0.00015398i,-0.0012715+0.0016702i,-0.00025258+0.003778i,-0.00092947+0.0052686i,-0.002538+0.0047455i,-0.0045105+0.0028809i,-0.0044996+0.0020028i,-0.0016616+0.0016591i,0.00042616+0.0017948i,0.00037515+0.0022945i,-0.00091746+0.0019833i,-0.0016839+0.0017171i,-0.0011708+0.0018469i,9.7973e-05+0.001884i,0.0021433+0.0014544i,0.0042395-0.0004467i,0.0046998-0.0019023i,0.0030995-0.0011553i,0.0017855+5.4322e-05i,0.001315+0.00016906i,0.0016164-0.00014031i,0.0017197-0.00067941i
