-0.0018372+0.0015117i,-0.0026575+0.0014668i,-0.0019751+0.0013235i,-0.0016842+0.00040113i,-0.001536+0.00044434i,-4.3846e-05+0.0012682i,0.00058538+0.0020009i,0.00099688+0.0013575i,0.0013506+0.0006581i,0.0014639+0.00099607i,0.0014284+8.8361e-05i,0.0005678-0.0011474i,0.00032685-0.00071129i,0.0002756-0.00027763i,-7.7113e-05-0.00028954i,-1.383e-05+0.00017894i,0.00022596+0.00038705i,0.00053848+0.00064845i,-3.8827e-06+0.00057057i,-0.00023965-0.00024375i,0.00057584-0.00037238i,0.00062091+6.6361e-06i,-0.00016999-7.3893e-05i
-0.0011323-0.00022567i,-4.4074e-05-0.00041822i,0.00033043+4.0535e-05i,-0.00049358+0.0014694i,-0.00069407+0.003451i,-0.00012462+0.0042556i,0.00097223+0.0033128i,0.0014085+0.0018437i,0.00016845+0.00092175i,-0.00039104+0.0005859i,9.6711e-05-6.702e-05i,0.00054672-0.00059011i,0.0011946-0.00030035i,0.0016623+0.00029822i,0.0011635+0.00025837i,0.00040737+7.3824e-05i,0.00012791+0.00013299i,-0.00069502+0.00049103i,-0.0011506+0.0015151i,-0.00066387+0.0013856i,-0.00051902+0.00093775i,-0.00059212+0.00069474i,-0.00032775+0.00092006i
0.0026186+0.0009064i,0.0012416-0.001368i,-0.00038861-0.0032229i,-0.001179-0.0045413i,-0.00098653-0.0031531i,-0.00060373-0.00040503i,-0.00047526+0.0014927i,-0.00032856+0.00164i,0.00014418+0.0014144i,0.0012383+0.00084644i,0.0015823+0.00057868i,0.00066037+0.00066468i,-5.456e-07+0.00091291i,-0.00011676+0.00051906i,6.0459e-05-0.00010756i,0.0003638+7.7852e-05i,-0.00019031+5.5923e-05i,-0.00074779+0.00010059i,-0.0002871+0.00022057i,0.00010497+0.00075061i,0.00099176+0.00073919i,0.00095105-3.7633e-05i,-4.7858e-06-0.00013383i
0.0030102-0.0025358i,0.0023904-0.0016073i,0.0014387+1.7215e-05i,-0.00017059+0.0014197i,-0.0015874+0.0026774i,-0.0011501+0.0037975i,0.00069874+0.0033786i,0.0013508+0.0020585i,0.0010475+0.0015165i,0.00054727+0.00099196i,6.4816e-05-0.00055672i,0.00047839-0.0015445i,0.0010198-0.00063364i,0.00027805+0.00094321i,-0.00038104+0.0014201i,-0.00031651+0.0013549i,-0.00016455+0.00065759i,0.00019885-0.00016482i,0.0002224+0.00034248i,0.00086036+0.00066885i,0.00023873+0.00058653i,-0.00069138+0.00054185i,-0.00033318+0.00057733i
-0.00010301+0.00049221i,-0.00042387-0.00016085i,-0.00025774-0.0020351i,-0.00021997-0.004086i,-0.000944-0.0016144i,-0.00076855+0.0020553i,-0.00058851+0.002965i,-0.00034984+0.0015083i,0.00067937-0.00046877i,0.0010584-0.00093343i,0.0003527-0.0011644i,0.00036178-0.001478i,0.00070931-0.00083283i,0.00076109+0.00061152i,0.00070381+0.0012829i,0.00044322+0.0011031i,0.000348+0.00050354i,0.00093079+8.2141e-05i,0.001567+0.0006227i,0.001081+0.00074279i,0.00052038+0.00031011i,0.00031571+5.3002e-05i,-6.0084e-06+0.00010437i
-0.0020625-0.00071167i,-0.0021305+0.0013073i,-0.0022657+0.0036893i,-0.0020134+0.0046301i,-0.0011777+0.0035484i,-0.00041308+0.0032913i,-0.00015832+0.0028736i,-0.00048692+0.0010704i,-0.00057043-0.00066418i,-0.00016536-0.0012997i,0.00019211-0.00084861i,0.00035294-0.00058022i,0.0002022-0.00038985i,0.00031533-0.00048305i,0.00053749-0.00031278i,0.00030184-0.00053365i,-0.00055086-0.00064169i,-0.00098424+0.00033856i,-0.00038492+0.00024468i,-6.7685e-05-0.00038145i,-0.00052514-9.1532e-05i,-0.00058832+0.0006832i,-0.00027906+0.00065937i
-0.00063426-0.0012518i,-0.00095884-0.002362i,-0.0005142-0.0033712i,-0.00041522-0.0036716i,0.00011786-0.0016955i,0.00050818+0.00063216i,-0.00028694+0.001517i,-0.001702+0.0011362i,-0.0015521+0.00022442i,-0.00036648+0.00020632i,-0.0001255+0.00083736i,-0.00025639+0.00087691i,0.00048982+0.00074621i,0.00052429+0.00080959i,-0.00021449+0.00088575i,-8.3553e-05+0.0001757i,0.00010667-0.00094595i,-0.00027438-0.0011971i,-0.00064145-0.00023298i,-4.3583e-05+0.00034562i,0.00027409+0.00041902i,3.2748e-05+0.00022224i,0.00036829+0.00029905i
-0.00032308+0.00035178i,-0.00028476+0.00013321i,-0.0019672+0.0010545i,-0.0038003+0.0029872i,-0.0033178+0.0038189i,-0.0019055+0.0042203i,-0.00038124+0.0033035i,0.00023628+0.0021738i,0.0002424+0.0019328i,0.00035767+0.0017545i,2.0654e-05+0.001092i,-0.00061541+0.00020546i,-0.00049637-0.0006351i,-0.00012453-0.00081367i,0.00030696-0.00057337i,0.00031074-0.00022402i,-9.9376e-07+5.7471e-05i,-0.00018812+0.00097208i,-0.00029383+0.0013921i,-0.00024526+0.00040508i,-0.00040848-0.00072873i,-0.0004054-0.00095937i,-0.00039375-0.00080109i
-0.0020124+0.00064864i,-0.0012902-0.00024459i,-5.3386e-06-0.002035i,-0.00042403-0.0026325i,-0.00087058-0.001067i,-0.0007557+0.0012768i,-0.00026135+0.0019666i,0.00085944+0.0014221i,0.0017252+0.00068818i,0.0018109+0.00033493i,0.0011589-0.00023293i,0.00033667-0.0002705i,0.00013624-0.0010646i,-5.614e-05-0.0015815i,-0.00033621-0.00049224i,-9.4128e-05+0.00038342i,4.6876e-05+0.00094097i,-0.00041058+0.00078209i,-0.00090447+0.00021361i,-0.00024304+0.00028072i,0.00013422+0.00085245i,0.00018415+0.00087629i,0.00049996+0.00076078i
0.0016544-0.00011295i,0.0019683+0.00038639i,0.00028768+0.00023967i,-0.0034061+0.00013131i,-0.0042933+0.00042979i,-0.0011579+0.0016019i,0.00069591+0.0022378i,0.00053214+0.0015545i,0.00044954+0.0013555i,0.00074971+0.0010175i,0.00068186-0.0001805i,-0.0001789-0.00072081i,0.00017675-0.00090313i,0.00060536-0.0006757i,0.00096123+0.00012173i,0.0015283+0.00048154i,0.00075555+0.00072096i,0.00046368+0.0006811i,0.00083843-1.9419e-05i,0.00052732+7.3846e-05i,0.00029932+0.00041929i,0.00065344+5.5462e-05i,0.00020107-0.00011131i
0.001302-0.0021932i,0.0023752-0.0033611i,0.0022762-0.0037464i,0.0016831-0.0037077i,0.0012806-0.0016084i,0.0012498+0.0011586i,0.0012002+0.0019476i,0.0007072+0.0010343i,0.00010018+0.00044595i,-0.00069759+9.9465e-05i,-0.00066736-0.00050103i,0.00035204-0.00049017i,0.00030423-0.000124i,-0.00030439+0.00048301i,-7.7656e-05+0.001119i,-0.00044943+0.00024807i,-0.00066226-0.00035507i,0.00014829+0.00096266i,0.00023835+0.0011908i,0.00016547+0.00087873i,-3.939e-05+0.0013361i,-0.00017108+0.0011415i,2.8956e-06-5.7493e-05i
-0.00080694-0.0011957i,-0.0024662-0.0015826i,-0.0058428+3.0628e-05i,-0.0067879+0.00069293i,-0.005146+0.0010401i,-0.0028035+0.0017158i,-0.0016193+0.0018426i,-0.0013074+0.00093851i,-0.0012918-0.00054939i,-0.001295-0.0002841i,-0.0012532+0.00057602i,-0.00053878+0.00053719i,0.001158+0.00056278i,0.0021805+0.00090943i,0.0011954+0.00070928i,-0.0004136+0.00045168i,-0.00075983+5.1902e-05i,-0.00044121-0.0010538i,-0.00060052-0.0015361i,-0.00036768-0.00023418i,-0.00040854+0.0010641i,0.00049125+0.0011219i,0.00098754+0.00084685i
0.00050529-0.00030475i,0.00266-4.4339e-05i,0.0033488+8.8651e-05i,0.0023754-5.6064e-05i,0.00093547+0.00066745i,-4.6235e-05+0.0022736i,-7.2954e-05+0.003551i,-0.00016484+0.0021089i,-0.00066532-3.5021e-05i,2.7748e-05-0.00016319i,0.00065279+0.00012392i,-1.0249e-05+0.00026825i,-0.0011122+0.00085889i,-0.00099479+0.00058701i,-0.00065619+0.00016592i,-0.00093281+0.00045411i,-0.00094829+0.00098435i,-8.9134e-05+0.00061627i,9.262e-05+0.00028952i,-0.00038804+0.00027705i,0.00018441-4.8363e-05i,0.00021493-0.00021499i,-0.00043554-0.0003365i
0.00075737+0.0014009i,-0.00023477+0.00047286i,-0.0024528+0.00021105i,-0.0040203+0.00019758i,-0.0032376+0.00079902i,-0.0023622+0.0022345i,-0.0020248+0.003347i,-0.0013795+0.0033863i,0.00046127+0.0023009i,0.0015427+0.00080843i,0.001438-0.00017198i,0.00033008-0.00064856i,-0.00055688-0.0010535i,-0.00051137-0.0011119i,-0.000795-0.00080266i,-0.0007154-1.9166e-05i,-0.0006015+0.00012217i,-0.0012978-0.00033787i,-0.0016543+0.0003514i,-0.00051735+0.0010214i,-0.00039937+0.00077053i,-0.0014479+0.00033605i,-0.00070585-0.00023226i
-0.00069625-7.7101e-05i,0.00023422+0.0015912i,0.001411+0.0016466i,0.0017488+0.0018917i,0.001394+0.0022843i,0.00074392+0.0020897i,-0.00029273+0.0030609i,-0.00027776+0.0035379i,0.00091228+0.0024426i,0.00075678+0.001519i,0.00020445+0.00029475i,0.00035944-0.0010482i,-0.00033798-0.0012883i,-0.00055954-0.00090973i,-0.00041837-0.00041608i,0.00016552-0.00032694i,0.0014142-0.00035393i,0.0019111-0.00042212i,0.0017538-0.00050896i,0.0013073-0.00036348i,0.00057414-0.00028889i,-0.00036705-0.00061143i,-0.00078103-0.0003558i
0.0011196-0.0020138i,-0.00028791-0.0033586i,-0.0019102-0.0043461i,-0.0038609-0.0036889i,-0.0047491-0.00012748i,-0.0026914+0.0026663i,8.9679e-05+0.0022301i,0.0011669+0.00085115i,0.00082892-0.00011343i,0.00031838-2.4723e-05i,2.2962e-07+4.9647e-05i,0.00031779+0.00021781i,0.00033943+0.00045051i,0.00011967+0.00045972i,0.00061946+0.00063886i,0.00071218+0.00044475i,-0.00028274-3.9354e-05i,-9.4156e-06-0.00046573i,0.00095164-0.00018056i,0.00049653+0.00039689i,-5.8969e-05+0.00045643i,-0.00020566+0.0003396i,-0.00029171+0.00050219i
-0.0037192-0.0017212i,-0.0029009-0.00024799i,-0.0028892+0.0015501i,-0.0020434+0.0027719i,-0.00045522+0.0026229i,0.00014063+0.0025934i,-0.00081637+0.0020754i,-0.00082337+0.000651i,-0.00047825-0.00023949i,-0.00055906+0.00041331i,0.00048281+0.0012607i,0.0016719+0.0014376i,0.0018406+0.0011808i,0.0020545+0.00017118i,0.0024047-0.00013501i,0.0016157+0.00052408i,0.00090711+0.00075981i,0.0010231+0.0008911i,0.0010521+0.0017282i,0.00059268+0.0018361i,-0.0003861+0.0011275i,-0.00037884+0.0005822i,0.00014034+0.00025046i
0.00059812+0.0032005i,0.0010582+0.0015695i,0.00020231-0.00095361i,-0.00085671-0.0021388i,-0.0012948-0.00017831i,-0.001815+0.00078465i,-0.0016303+0.00064886i,-0.0010922+0.00096765i,-0.00040928+0.0011783i,0.00040591+0.0004268i,0.00063319-0.00064679i,0.00093226-0.00042289i,0.0011129-1.1061e-05i,0.0011267-3.7028e-05i,0.00083026+0.00022921i,9.5001e-05+0.0011813i,-0.00036273+0.0017081i,-0.00052602+0.0011467i,-0.00035495+0.00053179i,-3.8579e-06+0.00029452i,0.00028423+0.000291i,0.00075247+0.00096647i,0.00046039+0.0015354i
0.00058999+0.00062455i,0.0019526+0.0012041i,0.0016636+0.0027214i,0.00048869+0.0037245i,0.00020196+0.0035406i,0.00098968+0.0030775i,0.00056852+0.0027272i,-2.7974e-05+0.0016012i,-0.00032862+0.00096492i,-0.00041934+0.00052912i,0.00024523-0.0013607i,0.00047611-0.0024424i,-0.00052446-0.001563i,-0.00075706-0.00082606i,-0.00084115-0.00010555i,-0.0014263+0.0011347i,-0.0014019+0.0017243i,-0.00084544+0.0013815i,-0.00082147+0.000614i,-0.00075245+0.00030508i,-0.00017624+0.00066339i,0.00020348+0.00084004i,0.00033523+0.0014631i
-0.0028423+0.0013431i,-0.0029728+8.3877e-05i,-0.0040305-0.00077093i,-0.0034373-0.00096745i,-0.0025876-2.4353e-05i,-0.0021561+0.0019096i,-0.0015669+0.0030977i,-0.001327+0.0027584i,-0.00056506+0.0016879i,0.00067777+0.0010458i,0.0010992+0.00011964i,0.00065737-0.00087202i,-0.00043278-0.0019451i,-0.0007413-0.0029007i,-2.1222e-05-0.0021854i,0.00087489-0.00060623i,0.0012246-0.00014174i,0.00057405-0.00045914i,0.00033032-7.5235e-05i,0.00016818+0.00049742i,-0.0011138+0.00039605i,-0.0016286+4.0448e-05i,-0.0012861+0.00033794i
0.0023408-0.00053618i,0.0025322-0.00098207i,0.0017397-0.00038049i,0.00061081+0.00060908i,0.0012928+0.0015327i,0.0012014+0.0020538i,0.00092625+0.0026957i,0.00098049+0.0030746i,0.0008075+0.002173i,0.00037674+0.0005406i,-4.6055e-05-0.0005041i,-6.5949e-05-0.0014899i,0.00018791-0.0016639i,-0.00067176-0.0012783i,-0.0016244-0.00080287i,-0.0016566-0.00041171i,-0.0005545-0.00036253i,0.00065993-0.00016419i,0.00091275-0.00027947i,0.0011072-0.00056885i,0.0011015-0.00028928i,0.00091884-0.00063291i,0.00034464-0.00034601i
-0.00029541-0.00099794i,-0.00099544+0.0004843i,-0.0029652+0.00057895i,-0.0049957+0.00049094i,-0.0047261+0.0011121i,-0.0023333+0.0021967i,-0.00016285+0.002213i,0.00052467+0.0014378i,0.00043632+0.00074375i,-6.8724e-05+0.00055221i,-3.7898e-05+0.00089627i,0.00096586+0.001137i,0.001244+0.00093383i,0.001352+0.00081462i,0.0012033+0.00066689i,0.00054927+6.1263e-05i,0.00067725-4.1101e-05i,0.00079253+0.00024035i,-4.9181e-05-0.00021831i,-0.00049944-0.00021055i,-0.00023207+7.5137e-05i,0.00072745-0.00040982i,0.001005-0.00036444i
-0.00020367+0.00010437i,-0.0015984-0.0004769i,-0.0030134-0.00036693i,-0.0028059+0.00063104i,-0.0012856+0.0022409i,0.00070609+0.0032684i,0.00067864+0.0020791i,0.00016193+0.00037913i,-0.00023148+2.1951e-05i,-0.00049856-0.00056959i,0.00036532-0.00084238i,0.0012819-0.00020885i,0.0011486+0.00014086i,0.0012898+0.0005022i,0.0022679+0.00060692i,0.0023813+0.0011654i,0.0011856+0.0020097i,-0.0001154+0.001703i,-0.0007494-0.00014535i,-0.00053174-0.00069274i,0.00026756-0.00037782i,0.00056972-0.0004929i,0.00028269-0.00010247i
-0.00061427-0.00011665i,6.564e-05-0.0018123i,0.00065712-0.0031102i,-0.00053166-0.0027696i,-0.0023169-0.0011603i,-0.0021869+0.00066495i,-0.0015812+0.0013242i,-0.001379+0.00047763i,-0.0011977-0.00019569i,-0.00022712-0.0015074i,0.00060545-0.0018634i,6.6763e-05-0.0011364i,-0.00099098-0.00077194i,-0.00063212+4.5948e-05i,0.00033555+0.00059354i,0.0005111+0.00047219i,0.00029295+0.00083776i,0.00031868+0.0013771i,0.00077991+0.00078731i,0.00044342-2.7427e-05i,0.00079826+0.0003359i,0.0007873+0.00071946i,0.00049548+0.00061966i
0.00039682-0.00033042i,0.00073963-0.00092168i,-0.00055482-0.0010674i,-0.0013004-0.00017531i,-0.0012775+0.0019556i,-0.00078318+0.0027204i,-0.0010511+0.0029573i,-0.0014939+0.003236i,-0.00047928+0.0023513i,-0.00023865+0.00036709i,-0.00059265-0.00088667i,-0.00011356-0.0014739i,-0.00037431-0.0016273i,-0.00077158-0.00109i,-0.00051747-1.8584e-05i,-0.00097967+0.00021568i,-0.00067873-0.00034948i,0.00026591+0.00032863i,4.3747e-05+0.00046167i,-0.00051078+0.00027898i,-0.00045197+0.00049116i,-0.00059022+0.00050639i,-0.00071516+0.00046415i
0.004088-0.00095169i,0.0026428-0.00055458i,0.00020524-0.0014641i,-0.0018265-0.0022971i,-0.0024183-0.00050566i,-0.0029466+0.002133i,-0.001869+0.0027941i,-0.00025854+0.0023798i,3.1294e-05+0.0020126i,3.9954e-05+0.00104i,-5.6712e-06+0.0002615i,-0.00035964-0.00018459i,-0.00073867-0.0010397i,-0.0011182-0.00075641i,-0.00091288+0.00030172i,-0.00047472+0.0010974i,-0.00086291+0.0004686i,-0.00032294-0.00054179i,0.00040892-0.0010782i,0.00013542-0.00087523i,-0.00048041-0.00036254i,-0.0005906-0.0002416i,-0.00025929-0.00086592i
0.0030211+4.2465e-05i,0.0024796-5.3986e-05i,0.0008184-0.0010689i,-0.0010234-0.0017013i,-0.0010112-0.0005172i,0.00035769+0.0015329i,0.00039716+0.0018808i,0.00086669+0.0012899i,0.0011206+0.00018274i,0.00094015-0.0012594i,0.0015995-0.001276i,0.0019764+9.5702e-05i,0.00064323+0.00079736i,-0.00077087+0.00092082i,-0.00092124+0.00057793i,-0.00068279-0.00018019i,-0.00026312-0.00060354i,0.00071318-0.00011412i,0.00098607+0.00064292i,0.00039073+0.00069554i,-5.4238e-05-0.00021373i,0.0001394-0.00049119i,0.0003433-0.00013153i
-0.00091436+0.0011747i,-0.0019544+0.0014201i,-0.0035786+5.1988e-05i,-0.0040122-0.0003599i,-0.0029407+0.0007047i,-0.0012513+0.0019507i,-1.4247e-05+0.0020824i,0.00071877+0.0009226i,0.00070446+0.0006831i,0.00049976-0.0001105i,0.00099476-0.00092475i,0.0011781-0.00081255i,0.0004782-0.00014062i,0.00018271+0.00018686i,0.00053068-0.00038134i,0.0010256-0.00094989i,0.0020368-0.00076131i,0.0017251+0.00012269i,0.00022191+0.00061145i,8.2481e-05+0.00065924i,0.00067112+0.00053353i,0.00040248+1.2149e-05i,9.0387e-05-0.00011396i
-0.0010172-0.0014545i,-0.0009372-0.0021421i,-0.00060575-0.0023925i,-0.00052138-0.0013991i,3.4898e-05+0.00056174i,-1.2608e-05+0.0025074i,-0.00088975+0.0022383i,-0.00092505+0.00050814i,-0.00026903+4.1484e-05i,-0.00014223+9.5173e-05i,-0.00038574-0.00052262i,-0.00024196-0.0006879i,-0.00011292-0.0002157i,-0.00032207-0.00047798i,8.5873e-05-0.00076229i,0.00071802-0.00045383i,0.0012611-0.00040082i,0.0012356-0.00064944i,0.00050711-0.00075525i,-0.00018564+1.797e-05i,-0.00053572+0.00052143i,-0.00017408+0.00071887i,0.00011734+0.0010994i
6.8955e-05-0.0012716i,0.0009938-0.00063481i,0.00019642-0.0010893i,-0.0015764-0.0010939i,-0.0021385+0.00055695i,-0.0014931+0.0018016i,-0.0015175+0.002751i,-0.0015083+0.0024627i,-0.00057152+0.0016802i,0.0008026+0.0012988i,0.0016696-0.00012188i,0.00067141-0.0016949i,-0.00036923-0.0017824i,-1.0231e-05-0.0018224i,0.00038961-0.0016141i,0.0011721-0.00058157i,0.0019086-0.0002755i,0.00078935-0.00029462i,-0.00017128-6.6575e-05i,0.00049187-0.00021291i,0.000897-0.00030823i,0.0013387+0.00051658i,0.0012267+0.001056i
0.0023887+0.00066622i,0.0020859+0.0011713i,0.00028181+0.0021319i,-0.00054929+0.0017811i,-0.0005534+0.00065413i,-0.00061128+0.0016062i,-0.00021565+0.0019471i,3.2902e-05+0.0011591i,0.0003652+0.00059882i,0.0006817+4.2616e-05i,0.0011513+0.000446i,0.0017802+0.0003683i,0.0011734-0.00033179i,0.00061475-0.00038194i,0.0013264+0.0011005i,0.0009964+0.0020194i,0.00024872+0.0012074i,0.00010443+0.00056975i,-0.00020487+0.00048423i,-0.00087276+0.00035595i,-0.00045576-0.00077586i,0.00059597-0.00069094i,0.00093747+0.00024302i
0.00086031+0.0037187i,0.0016978+0.0031404i,0.001771+0.00096224i,-0.0011789-0.00057373i,-0.002879-0.0001662i,-0.0028933+0.00085575i,-0.0020127+0.0026532i,-0.00079542+0.003484i,0.00047819+0.0022213i,0.0006264+0.00084268i,0.00025175-0.00020287i,0.00073424-0.00049122i,0.00065387-0.00014279i,1.1679e-05+0.00039223i,0.00012593+0.0013058i,0.00059779+0.0021585i,-0.00014197+0.0012146i,-0.00069061-0.0004021i,-0.00011757+0.00040422i,0.00044807+0.0015984i,0.0002096+0.001062i,-2.9619e-05-3.6819e-05i,0.00017183-0.00017341i
0.00047397-0.00047122i,-5.0865e-05-0.0012536i,-0.0011415-0.00071425i,-0.0013834+0.00049157i,-0.00013856+0.001678i,0.00062114+0.0025799i,0.00069288+0.0022627i,0.00062718+0.0013482i,0.00087174-0.00040994i,0.00058991-0.00093357i,0.00013486-8.8479e-05i,0.00074785+0.0003463i,0.0012709+0.0012696i,0.00094169+0.0022695i,-0.00021221+0.0028873i,-0.00053186+0.0027055i,-0.00019766+0.0010222i,-0.00044569-0.00049209i,-0.00020785-0.00030922i,0.00048933+0.00039153i,0.00066079+0.00028213i,0.00069081+0.00016006i,0.00035458+0.00027807i
0.0017343-0.0026405i,0.00077183-0.0051385i,-0.00068816-0.0057394i,-0.002169-0.0048147i,-0.0027154-0.0020966i,-0.0024423+0.0010884i,-0.00051034+0.0023974i,0.0010995+0.0020821i,0.0011372+0.0013071i,3.0318e-05+0.00068023i,-0.00055987-0.00019411i,-0.0010408-0.0013106i,-0.0012226-0.00082689i,-0.0016986-0.00020057i,-0.0026251-0.00045442i,-0.0020479+0.00011304i,-0.0014288+0.0006779i,-0.0011109+0.0010077i,-0.00012002+0.0010051i,0.00066786+0.00070243i,0.00065786+0.00027259i,-1.4409e-05+0.00038429i,-0.00028031+0.00018888i
-0.00099316-0.00094039i,-0.00064357+0.00067398i,-0.0019697+0.0019303i,-0.0026521+0.0013065i,-0.0025735+0.0010754i,-0.0024792+0.0016556i,-0.002231+0.00084557i,-0.0014837-0.00043405i,-0.00066605-0.00013107i,-1.6528e-06+0.00052326i,0.00092895+0.00033951i,0.0008049-0.0003015i,-0.00025037-0.00056066i,-0.00041956-0.0010028i,5.1829e-05-0.0013897i,-0.00055177-0.0011391i,-0.00085189-0.00050329i,-0.00067632-0.00046496i,-0.00070619-0.00066915i,-0.00015345+8.4101e-05i,0.00021793+0.00056795i,0.00010267+0.00037268i,0.00021672+0.00033769i
0.0019358-0.00021136i,0.0029825+5.2678e-05i,0.0017855-0.00096543i,-0.00046127+0.00016488i,-0.0016458+0.0015523i,-0.00097075+0.0027365i,-0.00081439+0.0036815i,-0.00063531+0.002841i,-0.00057389+0.0016151i,0.00013734+0.00072312i,0.0012752-0.0002113i,0.0016023-0.00025692i,0.00072011+0.00027162i,5.8371e-05-2.9028e-05i,-1.8057e-05-0.00045556i,2.9834e-05-0.0010176i,0.00028701-0.0015037i,0.0002465-0.001251i,-0.0001855-0.00056256i,-0.00057929+0.00093627i,-0.00072113+0.0010311i,-0.00055976+0.00024383i,-0.0002469-0.00028666i
-0.0011361+0.00059232i,-0.0021722+0.0018403i,-0.0030827+0.0022326i,-0.0023207+0.0022897i,-0.00070512+0.0015208i,0.00025149+0.0013441i,0.00014824+0.0022324i,0.00046147+0.0019436i,0.00093036+0.0011441i,0.0014776+0.00052496i,0.0018369+0.00057641i,0.0019398+0.00012892i,0.0012454-0.0012598i,0.0012622-0.00095511i,0.0015344-0.00051989i,0.0022135-0.00087186i,0.0022053-0.000798i,0.0009721-0.00091376i,2.1337e-05-0.00073389i,-0.00024953-0.00074424i,0.00043775-0.00074139i,0.00012941-0.00051286i,-0.00083699+0.00079778i
0.00016633+0.0018518i,0.00031429+0.00078263i,0.0007124-0.00023824i,-0.0010054-0.0015576i,-0.0019507-0.001325i,-0.00092111+0.0016926i,7.1634e-05+0.0029491i,0.00097552+0.0023028i,0.0011787+0.0012425i,0.00055032-0.00024315i,0.00015361-0.00057411i,0.00026687+0.00018902i,0.00055514+0.00021141i,0.0010155+0.0008665i,0.001135+0.0017283i,0.0012772+0.0016505i,0.0014713+0.0011319i,0.00084704+0.00059605i,0.00026862+0.0003129i,-3.2486e-05-6.5852e-05i,-0.0001731-0.00033244i,0.00040284-0.0004732i,0.0008451-0.0002294i
0.0026071-0.0034109i,0.0020363-0.0045061i,-0.00074567-0.0040785i,-0.0032485-0.0013371i,-0.0033326+0.0015655i,-0.0026834+0.003004i,-0.0011257+0.0017048i,1.8775e-05-0.0003198i,7.3724e-05-0.0011068i,-0.00037257-0.00091637i,-0.00069874-0.00028123i,-0.0013726+0.00020394i,-0.0013151+0.0010846i,-0.00072185+0.0019756i,-0.00063524+0.0020597i,-0.00033631+0.0021261i,0.00051942+0.0028509i,0.0007352+0.0023119i,0.00027692+0.0005222i,0.00048022-0.0002392i,0.0010425-0.00041474i,0.00058431-0.00037434i,-0.00016539+0.00019206i
-0.00049777-0.00063127i,-0.00059831-0.0010454i,-0.0014827-0.00068834i,-0.0020814-0.0011419i,-0.001254-5.556e-05i,-1.1526e-05+0.0017749i,-0.0002735+0.0018368i,-0.00041562+0.0010793i,2.7576e-05+0.0002341i,0.00030482-0.00020688i,-0.00016942-0.00043765i,-0.00083127-0.001196i,-0.0010525-0.0014409i,-0.00095948-0.00092277i,-0.00039535+2.6139e-05i,-0.00062531+0.0012027i,-0.00044311+0.0019853i,0.00016949+0.0014628i,0.00028768+0.00078516i,0.00071232+0.0012151i,0.00036838+0.0013251i,-6.8677e-05+0.0010439i,0.00033055+0.0013461i
-0.0010962+0.0010719i,-0.00061761-0.00033426i,-0.00067207-0.0012947i,-0.0022111-0.00019389i,-0.0029546+0.0018856i,-0.0016649+0.0032152i,-0.0010703+0.002843i,-0.0016917+0.0016364i,-0.001496+0.00091677i,0.00050386+0.00069631i,0.0016954+0.00018201i,0.0011152-0.00095725i,0.0006155-0.0012574i,0.00053856-0.00081155i,-0.00079348-0.00099581i,-0.0012507-0.00057338i,-0.0010318-4.6914e-05i,-0.00093792+0.00035796i,-0.0003581+0.0013188i,0.00011305+0.0015375i,-0.00033199+0.00077918i,-0.00019927+0.0011486i,0.00056298+0.0015541i
-0.0024304+0.0010327i,-0.0026111+5.4021e-05i,-0.00096337-0.00029375i,1.8014e-06+0.0011532i,0.0008208+0.0022978i,0.0016381+0.0031601i,0.00038039+0.003524i,-1.5352e-05+0.0029537i,0.0015958+0.0023075i,0.002057+0.0015124i,0.0019161+0.00087758i,0.002349+0.00012724i,0.0028615-0.00094961i,0.0016944-0.00090192i,-0.0002493-0.00052588i,-0.00023917-0.0015525i,0.00026631-0.0021806i,0.00031238-0.0011199i,-8.891e-06-8.1869e-05i,-0.00081414+0.0002349i,-0.0015099+0.00023069i,-0.001419+0.00029994i,-0.00032179+0.00066243i
0.0012334+7.5694e-05i,0.0018648+0.0016494i,0.0010455+0.001444i,-0.0014005+0.00045163i,-0.0026592+0.0016598i,-0.0022294+0.0035583i,-0.00092113+0.0042012i,0.0010854+0.0027456i,0.0018694+0.0006162i,0.0015823+0.00046862i,0.0014561+0.00062677i,0.0014119+0.00030036i,0.0014153-0.00027113i,0.0011213-0.00051486i,0.00045677-0.00023052i,0.00024944-0.00060617i,0.00093682-0.0012389i,0.000765-0.0011855i,0.0001832-0.0011727i,-0.00045628-0.0012357i,-0.00072298-0.0016543i,-0.00019487-0.0013956i,0.00054793-0.00022142i
0.0031456-0.0017252i,0.0022964-0.0024001i,0.00041847-0.0018168i,-0.00040794-0.001011i,-0.0005417-4.7794e-05i,-0.00097317+0.0019353i,-0.00047411+0.0027011i,0.0013262+0.0013004i,0.0019001-0.00077118i,0.0013007-0.0023474i,0.00081419-0.0022715i,6.4253e-05-0.0010533i,-0.00067697-0.00031757i,-0.00045785-1.9713e-05i,-0.00043796-0.00020765i,-0.00033259-0.00024327i,0.00027894+0.00012967i,0.0003806-6.8685e-05i,3.6631e-05-0.00054402i,-0.00047271-0.00049085i,-0.00033011-0.00057395i,-0.0004738-0.00097114i,-0.0013533-0.0011121i
